,회사명,거래소코드,회계년도,재고자산(IFRS연결),유동자산(IFRS연결),유동부채(IFRS연결),재고자산(IFRS개별),유동자산(IFRS개별),유동부채(IFRS개별),재고자산대순운전자본비율(개별),재고자산대순운전자본비율(연결)
190,(주)경인양행,12610,Dec-17,97118533.0,193184742.0,124353660.0,63955013.0,125062666.0,0.0,51.13837330158945,141.0969146177304
191,(주)경인양행,12610,Dec-18,123873222.0,234817064.0,156924274.0,86129207.0,165167110.0,0.0,52.14670584234356,159.03040833432723
192,(주)경인양행,12610,Dec-19,141253404.0,251884675.0,192593606.0,101010142.0,172620331.0,0.0,58.51578514236542,238.23723603296813
193,(주)고려시멘트,198440,Dec-14,,,,,,,,
194,(주)고려시멘트,198440,Dec-15,,,,,,,,
195,(주)고려시멘트,198440,Dec-16,,,,,,,,
196,(주)고려시멘트,198440,Dec-17,,,,3329941.0,38542950.0,0.0,8.639559244946222,
197,(주)고려시멘트,198440,Dec-18,,,,4242987.0,49955334.0,0.0,8.493561468330888,
198,(주)고려시멘트,198440,Dec-19,,,,6942200.0,46591282.0,0.0,14.900212447470324,
199,(주)고영테크놀러지,98460,Dec-11,14264259.0,63304178.0,14902695.0,13001882.0,61560094.0,0.0,21.120633766413675,29.47070650707128
200,(주)고영테크놀러지,98460,Dec-12,17763177.0,77857574.0,15604806.0,15164342.0,75787332.0,0.0,20.00907222858828,28.533955309424957
201,(주)고영테크놀러지,98460,Dec-13,20893135.0,94895999.0,17831243.0,17888953.0,93556579.0,0.0,19.120999496999563,27.111141440582777
202,(주)고영테크놀러지,98460,Dec-14,18090390.0,108649874.0,20476391.0,13344937.0,107119140.0,0.0,12.45803224335072,20.516814562037887
