,회사명,거래소코드,회계년도,매출액(IFRS연결),유동자산(IFRS연결),매출액(IFRS개별),유동자산(IFRS개별),유동자산회전율(개별),유동자산회전율(연결)
0,(주)CMG제약,58820,Dec-11,17751704.0,15341167.0,17751704.0,15264885.0,1.162911086457579,1.157128659117002
1,(주)CMG제약,58820,Dec-12,16255389.0,47109213.0,16255389.0,47073443.0,0.3453197379252671,0.34505753683467394
2,(주)CMG제약,58820,Dec-13,20402140.0,38209699.0,20322140.0,38258866.0,0.5311746563528569,0.5339518638971744
3,(주)CMG제약,58820,Dec-14,22752584.0,28300941.0,22752584.0,28359823.0,0.8022822991525723,0.803951501117931
4,(주)CMG제약,58820,Dec-15,27041894.0,26271614.0,27041894.0,26330765.0,1.0270075328232962,1.029319858307906
5,(주)CMG제약,58820,Dec-16,32969825.0,78772201.0,32969825.0,78772201.0,0.4185464488925478,0.4185464488925478
6,(주)CMG제약,58820,Dec-17,41535588.0,81227330.0,41535588.0,81227330.0,0.5113499114152835,0.5113499114152835
7,(주)CMG제약,58820,Dec-18,49864782.0,81370415.0,49864782.0,81370415.0,0.612812187328773,0.612812187328773
8,(주)CMG제약,58820,Dec-19,58622681.0,150584066.0,58622681.0,150584066.0,0.389302019511148,0.389302019511148
9,(주)DB하이텍,990,Dec-11,552216245.0,279725559.0,534317238.0,265976810.0,2.0088865566889083,1.9741358171707148
10,(주)DB하이텍,990,Dec-12,590786488.0,309144147.0,583901597.0,303296307.0,1.9251853172086266,1.9110388915110206
11,(주)DB하이텍,990,Dec-13,493752028.0,222960700.0,493752028.0,222316934.0,2.2209375557509263,2.2145249274872207
12,(주)DB하이텍,990,Dec-14,567718224.0,247582371.0,567718224.0,246306720.0,2.3049238120665163,2.2930478519409605
13,(주)DB하이텍,990,Dec-15,666594987.0,337757266.0,666594987.0,334045125.0,1.9955237694308516,1.973591848650267
14,(주)DB하이텍,990,Dec-16,773140180.0,368924211.0,773140180.0,364126852.0,2.1232715350528446,2.0956612684874725
15,(주)DB하이텍,990,Dec-17,679737744.0,353662841.0,679737744.0,348507961.0,1.9504224295180448,1.9219936764575163
16,(주)DB하이텍,990,Dec-18,669279136.0,383378937.0,669279136.0,380098326.0,1.7608052712129019,1.7457378885684582
17,(주)DB하이텍,990,Dec-19,807416423.0,426263421.0,807416423.0,422531166.0,1.9109038290444118,1.8941724370949484
18,(주)ES큐브,50120,Dec-11,53379952.0,34078195.0,41700477.0,18786276.0,2.2197308822674593,1.56639610754032
19,(주)ES큐브,50120,Dec-12,55971147.0,22707006.0,44178050.0,15631243.0,2.8262659597832367,2.4649285335107587
20,(주)ES큐브,50120,Dec-13,58597361.0,38357211.0,45823196.0,32518902.0,1.409124945239541,1.5276752264391693
21,(주)ES큐브,50120,Dec-14,44459581.0,46214758.0,37188072.0,21477612.0,1.731480762386433,0.9620212876588037
22,(주)ES큐브,50120,Dec-15,42152967.0,41180599.0,36887119.0,22590313.0,1.6328733028178937,1.023612284027243
23,(주)ES큐브,50120,Dec-16,34289385.0,50885945.0,34818205.0,43388800.0,0.8024698770189542,0.6738478572030057
24,(주)ES큐브,50120,Dec-17,35745794.0,51038158.0,37104908.0,44761949.0,0.8289386148042839,0.7003739045598001
25,(주)ES큐브,50120,Dec-18,33763508.0,45061626.0,31308873.0,29054833.0,1.077578831721387,0.7492740719120966
26,(주)ES큐브,50120,Dec-19,43708239.0,359030693.0,28527284.0,24298462.0,1.1740366118645698,0.12173956113551551
27,(주)HJ중공업,97230,Dec-11,2891499000.0,2391530000.0,2316017000.0,2183437000.0,1.0607207810438313,1.2090582179608869
28,(주)HJ중공업,97230,Dec-12,2549319000.0,2274211000.0,1980761000.0,2419666000.0,0.8186092626007061,1.1209685468938457
29,(주)HJ중공업,97230,Dec-13,2529341000.0,2788908000.0,1927307000.0,1949615000.0,0.9885577408873034,0.9069288051093833
30,(주)HJ중공업,97230,Dec-14,2520325000.0,2647534000.0,1799016000.0,1858441000.0,0.9680242741093207,0.95195189183595
31,(주)HJ중공업,97230,Dec-15,3115473000.0,2429499000.0,2041347000.0,1622994000.0,1.2577662024628558,1.2823520404824205
32,(주)HJ중공업,97230,Dec-16,2813271000.0,2372221000.0,1928591000.0,1709538000.0,1.1281357887335643,1.1859228124192476
33,(주)HJ중공업,97230,Dec-17,2452314000.0,1894161000.0,1737428000.0,1390569000.0,1.2494367413627083,1.2946703052169273
34,(주)HJ중공업,97230,Dec-18,1697869000.0,1720906000.0,1750954000.0,1382999000.0,1.2660558684424212,0.9866134466379919
35,(주)HJ중공업,97230,Dec-19,1628751000.0,1300538000.0,1609530000.0,1299550000.0,1.2385287214805125,1.2523670973089598
36,(주)MH에탄올,23150,Dec-11,44785159.0,45677724.0,43206995.0,26253473.0,1.6457630196202995,0.9804595123872635
37,(주)MH에탄올,23150,Dec-12,59768175.0,50009828.0,45488675.0,23099890.0,1.9692160871761728,1.1951285855252292
38,(주)MH에탄올,23150,Dec-13,62199887.0,43178092.0,46298516.0,25868582.0,1.7897585573109496,1.4405427409807734
39,(주)MH에탄올,23150,Dec-14,48983781.0,28731429.0,48983781.0,28019052.0,1.7482312035396486,1.7048849536860837
40,(주)MH에탄올,23150,Dec-15,50386203.0,22500870.0,50386203.0,21758814.0,2.31566862973322,2.2393002137250693
41,(주)MH에탄올,23150,Dec-16,48897025.0,19709368.0,48897025.0,18955978.0,2.5795042070633336,2.4809027362013842
42,(주)MH에탄올,23150,Dec-17,51977132.0,84767703.0,48270464.0,18235352.0,2.647081558941116,0.6131714103424508
43,(주)MH에탄올,23150,Dec-18,72795863.0,29576016.0,46943080.0,18385099.0,2.553322122442746,2.4613140255266295
44,(주)MH에탄올,23150,Dec-19,80879342.0,32814839.0,46992295.0,18130225.0,2.5919311536398473,2.46471853785417
45,(주)SH에너지화학,2360,Dec-11,173209351.0,50355479.0,172752632.0,47641848.0,3.6260690811154093,3.43973197037804
46,(주)SH에너지화학,2360,Dec-12,193950102.0,50509179.0,191907628.0,48762275.0,3.935575770408579,3.8398981301992654
47,(주)SH에너지화학,2360,Dec-13,231912218.0,59051785.0,229783541.0,57773554.0,3.9773135819201983,3.927268549121758
48,(주)SH에너지화학,2360,Dec-14,230912587.0,60325646.0,226971465.0,55486941.0,4.090538438585035,3.827768160161932
49,(주)SH에너지화학,2360,Dec-15,216441364.0,68213722.0,213882181.0,63737267.0,3.3556848460414845,3.1729886253677817
50,(주)SH에너지화학,2360,Dec-16,218397677.0,84222915.0,214380015.0,79584275.0,2.693748419521319,2.5930909301821243
51,(주)SH에너지화학,2360,Dec-17,188114822.0,87597479.0,184672638.0,79139030.0,2.333521626433885,2.147491276546897
52,(주)SH에너지화학,2360,Dec-18,183598766.0,85758694.0,180753289.0,77591484.0,2.32955061150783,2.140876422395145
53,(주)SH에너지화학,2360,Dec-19,140852575.0,83558867.0,138161816.0,74793897.0,1.8472338190908812,1.6856687992191182
54,(주)SIMPAC,9160,Dec-11,215365697.0,152885455.0,213867522.0,151220422.0,1.414276717201596,1.4086735523663778
55,(주)SIMPAC,9160,Dec-12,225353321.0,152757766.0,223854758.0,150643335.0,1.4859917831744762,1.4752331544309178
56,(주)SIMPAC,9160,Dec-13,205751154.0,108635043.0,204527751.0,106534703.0,1.9198227923909452,1.893966700965912
57,(주)SIMPAC,9160,Dec-14,263152264.0,144850453.0,227491803.0,118044851.0,1.9271641335715692,1.8167168866223704
58,(주)SIMPAC,9160,Dec-15,269528038.0,174086524.0,213152303.0,138074968.0,1.5437432728573943,1.5482418271502738
59,(주)SIMPAC,9160,Dec-16,267074156.0,176778523.0,215839356.0,138253630.0,1.5611840065248197,1.5107839542250276
60,(주)SIMPAC,9160,Dec-17,230634812.0,150671614.0,203150228.0,124800057.0,1.6278055706336736,1.530711763663725
61,(주)SIMPAC,9160,Dec-18,306150809.0,310736335.0,268863854.0,273219151.0,0.9840593275249582,0.9852430324892646
62,(주)SIMPAC,9160,Dec-19,430085162.0,289195402.0,391970769.0,224313300.0,1.7474254491374341,1.4871784233969252
63,(주)SNT에너지,100840,Dec-11,,,195318747.0,145463387.0,1.3427347666529998,
64,(주)SNT에너지,100840,Dec-12,,,230707564.0,161463967.0,1.4288486049645988,
65,(주)SNT에너지,100840,Dec-13,,,200750984.0,181309369.0,1.1072289595801308,
66,(주)SNT에너지,100840,Dec-14,,,242746888.0,170494610.0,1.4237804233224733,
67,(주)SNT에너지,100840,Dec-15,,,260094045.0,184059424.0,1.4130982231042948,
68,(주)SNT에너지,100840,Dec-16,,,254089906.0,211766053.0,1.1998613677707823,
69,(주)SNT에너지,100840,Dec-17,,,184091945.0,172919603.0,1.0646100373015546,
70,(주)SNT에너지,100840,Dec-18,,,139516396.0,155524318.0,0.8970712605857561,
71,(주)SNT에너지,100840,Dec-19,213326726.0,204986584.0,202822913.0,202225767.0,1.0029528680190394,1.0406862821812768
72,(주)SNT홀딩스,36530,Dec-11,1663846065.0,1041841182.0,2257851.0,64671576.0,0.034912571173462664,1.5970246653198625
73,(주)SNT홀딩스,36530,Dec-12,1668749904.0,998857779.0,8718270.0,40740917.0,0.21399297418857804,1.6706581648397014
74,(주)SNT홀딩스,36530,Dec-13,1576368464.0,1070812404.0,8826810.0,49212139.0,0.17936245364177322,1.4721238361747628
75,(주)SNT홀딩스,36530,Dec-14,1552374806.0,994978341.0,7701882.0,47079948.0,0.16359155706798997,1.5602096468148143
76,(주)SNT홀딩스,36530,Dec-15,1612746929.0,1140793639.0,8475099.0,100040105.0,0.08471701424143847,1.4137061023707198
77,(주)SNT홀딩스,36530,Dec-16,1537700275.0,1205349271.0,9818190.0,97449826.0,0.1007512317158986,1.2757300410728833
78,(주)SNT홀딩스,36530,Dec-17,1508152132.0,1187727595.0,7417869.0,98229088.0,0.07551601212056454,1.2697794834008214
79,(주)SNT홀딩스,36530,Dec-18,1401307482.0,1168023374.0,7292112.0,89557460.0,0.0814238367189065,1.199725547615625
80,(주)SNT홀딩스,36530,Dec-19,1512114565.0,1266526398.0,11015928.0,31735933.0,0.3471121520202352,1.193906867940387
81,(주)STX,11810,Dec-11,5967701000.0,1430457000.0,4173397000.0,993206000.0,4.201945014428024,4.1718842300048165
82,(주)STX,11810,Dec-12,6159850000.0,1484305000.0,4116767000.0,856988000.0,4.803762713130173,4.149989388973291
83,(주)STX,11810,Dec-13,2449401000.0,793607000.0,1895063000.0,640293000.0,2.9596809585611585,3.086415568411065
84,(주)STX,11810,Dec-14,1634606000.0,893610000.0,1291351000.0,728283000.0,1.7731445056386048,1.829216324794933
85,(주)STX,11810,Dec-15,1630827000.0,902119000.0,1362127000.0,663016000.0,2.054440616817694,1.8077736972616694
86,(주)STX,11810,Dec-16,1720153000.0,486347000.0,1465561000.0,441306000.0,3.320963231861792,3.536884158841321
87,(주)STX,11810,Dec-17,1803878000.0,475786000.0,1595494000.0,349891000.0,4.5599743920249445,3.791364184738517
88,(주)STX,11810,Dec-18,1502985000.0,422861000.0,1329890000.0,297842000.0,4.465085515138899,3.554323997720291
89,(주)STX,11810,Dec-19,1471164000.0,386401000.0,1237876000.0,292473000.0,4.232445388121296,3.8073503950559133
90,(주)TCC스틸,2710,Dec-11,514424043.0,183481284.0,456928069.0,163515113.0,2.7944087896022185,2.8036867400600927
91,(주)TCC스틸,2710,Dec-12,501337475.0,218440703.0,440568155.0,168674581.0,2.611941600139502,2.2950735284897887
92,(주)TCC스틸,2710,Dec-13,500832754.0,220034732.0,419483813.0,150092488.0,2.79483549503157,2.276153175672284
93,(주)TCC스틸,2710,Dec-14,518995240.0,233224033.0,401323585.0,141191905.0,2.8423979760029443,2.2253077151787353
94,(주)TCC스틸,2710,Dec-15,495795871.0,240184174.0,350074629.0,202116240.0,1.7320460196568075,2.0642320546898314
95,(주)TCC스틸,2710,Dec-16,444453635.0,120777516.0,317235565.0,97007914.0,3.270202934164732,3.6799368766617127
96,(주)TCC스틸,2710,Dec-17,391370092.0,120243911.0,333762378.0,101914014.0,3.2749409516928654,3.25480175041878
97,(주)TCC스틸,2710,Dec-18,413176279.0,152165969.0,351301866.0,128625665.0,2.731195722097919,2.715300153610562
98,(주)TCC스틸,2710,Dec-19,437173902.0,148991647.0,339334364.0,121879909.0,2.78416981752095,2.9342175269731734
99,(주)가비아,79940,Dec-11,52838864.0,28837190.0,33792831.0,9245779.0,3.654946868187094,1.8323166716313206
100,(주)가비아,79940,Dec-12,69058144.0,31997486.0,38482449.0,9613034.0,4.003153322873923,2.158236556459467
101,(주)가비아,79940,Dec-13,70675565.0,37411881.0,40507693.0,10360239.0,3.9099187769702994,1.8891208651069964
102,(주)가비아,79940,Dec-14,80432047.0,41920706.0,43906243.0,14916105.0,2.943546120116478,1.9186710977625234
103,(주)가비아,79940,Dec-15,91648622.0,52239105.0,48446932.0,17436488.0,2.7784799324267593,1.7544064355620181
104,(주)가비아,79940,Dec-16,102178978.0,60241586.0,49430564.0,12237594.0,4.0392387588606065,1.6961535176049316
105,(주)가비아,79940,Dec-17,116217941.0,66113388.0,52365659.0,15116578.0,3.464121244900797,1.757857894077369
106,(주)가비아,79940,Dec-18,128728438.0,78058272.0,55197652.0,18388749.0,3.001707837765364,1.6491325608642733
107,(주)가비아,79940,Dec-19,148306878.0,86880807.0,58254105.0,13602872.0,4.2824857133111305,1.7070154286205008
108,(주)강스템바이오텍,217730,Dec-15,,,1484593.0,18896590.0,0.0785640689669406,
109,(주)강스템바이오텍,217730,Dec-16,,,842805.0,37966496.0,0.022198651147580226,
110,(주)강스템바이오텍,217730,Dec-17,9132939.0,25246012.0,5394323.0,24316617.0,0.22183690272376294,0.3617576906800171
111,(주)강스템바이오텍,217730,Dec-18,9165454.0,48992790.0,1001039.0,44071609.0,0.022713919975102338,0.1870776087665144
112,(주)강스템바이오텍,217730,Dec-19,6004584.0,55408095.0,282069.0,50136013.0,0.005626075611556906,0.10837015782621655
113,(주)강원랜드,35250,Dec-11,1265686425.0,1163791156.0,1263651213.0,1116717650.0,1.1315762878826174,1.0875545998735876
114,(주)강원랜드,35250,Dec-12,1296191223.0,1165450728.0,1292896121.0,1117338850.0,1.157120886828557,1.1121801993503067
115,(주)강원랜드,35250,Dec-13,1361286598.0,1080401909.0,1356906162.0,1032979185.0,1.3135851929097682,1.25998166669289
116,(주)강원랜드,35250,Dec-14,1496541441.0,1371825587.0,1492291312.0,1349601870.0,1.1057270630486011,1.0909123252852697
117,(주)강원랜드,35250,Dec-15,1633716839.0,1750420316.0,1630976696.0,1736167993.0,0.9394117980379103,0.9333283121012405
118,(주)강원랜드,35250,Dec-16,1696532511.0,1809513458.0,1694575212.0,1799026863.0,0.9419399158799554,0.9375628036915103
119,(주)강원랜드,35250,Dec-17,1604470055.0,2164296051.0,1602901764.0,2155754572.0,0.743545570919471,0.7413357586909907
120,(주)강원랜드,35250,Dec-18,1438059299.0,1759033105.0,1436042435.0,1749493012.0,0.8208334786992565,0.8175282744323337
121,(주)강원랜드,35250,Dec-19,1520080449.0,1878191161.0,1517612252.0,1868365557.0,0.8122673029986711,0.8093321279345538
122,(주)강원에너지,114190,Nov-11,,,50222892.0,47950975.0,1.047379995922919,
123,(주)강원에너지,114190,Dec-12,,,106471214.0,80491240.0,1.322767719816467,
124,(주)강원에너지,114190,Dec-13,,,50660659.0,61556228.0,0.8229981050820723,
125,(주)강원에너지,114190,Dec-14,,,51481321.0,48800730.0,1.0549293217539983,
126,(주)강원에너지,114190,Dec-15,46188664.0,62927388.0,48852892.0,58744703.0,0.8316135669287493,0.7339993835434581
127,(주)강원에너지,114190,Dec-16,42287473.0,53716336.0,44448760.0,49882033.0,0.8910775549184212,0.7872367355807738
128,(주)강원에너지,114190,Dec-17,82034829.0,68068421.0,83113029.0,66557788.0,1.2487348437721517,1.2051819007230975
129,(주)강원에너지,114190,Dec-18,85905365.0,70556730.0,85905365.0,70097814.0,1.2255070464822198,1.2175360876276438
130,(주)강원에너지,114190,Dec-19,42549622.0,30544232.0,42549622.0,30346449.0,1.4021285324025885,1.3930493325220945
131,(주)갤럭시아에스엠,11420,Dec-11,47331427.0,24658098.0,31931418.0,17322791.0,1.8433183197788394,1.9195084308611312
132,(주)갤럭시아에스엠,11420,Dec-12,55049732.0,24752609.0,37398255.0,21665386.0,1.7261753379330513,2.223997155208972
133,(주)갤럭시아에스엠,11420,Dec-13,46437304.0,19899780.0,30903637.0,15680160.0,1.9708751058662666,2.333558662457575
134,(주)갤럭시아에스엠,11420,Dec-14,43885894.0,26742964.0,33027933.0,21910144.0,1.5074265600445165,1.6410258040208259
135,(주)갤럭시아에스엠,11420,Dec-15,62472754.0,44426010.0,53784932.0,40480215.0,1.3286720932682794,1.4062202299958966
136,(주)갤럭시아에스엠,11420,Dec-16,52626331.0,37929417.0,45665676.0,33508731.0,1.3627993253459822,1.3874806195940212
137,(주)갤럭시아에스엠,11420,Dec-17,37281280.0,28750883.0,36917656.0,25522603.0,1.4464690768414177,1.296700348298868
138,(주)갤럭시아에스엠,11420,Dec-18,22060413.0,14251248.0,22030258.0,14317048.0,1.5387430425601702,1.5479635888730587
139,(주)갤럭시아에스엠,11420,Dec-19,28732679.0,13644588.0,28732679.0,13644588.0,2.1057930807438083,2.1057930807438083
140,(주)경농,2100,Dec-11,121253605.0,94363834.0,120728258.0,85897543.0,1.405491400376842,1.284958440751782
141,(주)경농,2100,Dec-12,136970449.0,142516976.0,131021366.0,88973571.0,1.4725874720707792,0.9610816398461892
142,(주)경농,2100,Dec-13,196358952.0,129526582.0,139237273.0,90491612.0,1.5386760156289403,1.515974165055942
143,(주)경농,2100,Dec-14,188483147.0,139646908.0,134806677.0,92163573.0,1.4626893534173202,1.3497122829243022
144,(주)경농,2100,Dec-15,196418710.0,161184139.0,137609256.0,110823037.0,1.2417026254207417,1.2185982517795997
145,(주)경농,2100,Dec-16,203984939.0,156061222.0,143209666.0,113338004.0,1.2635626263543516,1.3070827998514583
146,(주)경농,2100,Dec-17,206534382.0,163437464.0,143175105.0,114661596.0,1.2486753193283653,1.2636905697459917
147,(주)경농,2100,Dec-18,212654617.0,169982099.0,146216658.0,124295854.0,1.1763598969278573,1.2510412464079526
148,(주)경농,2100,Dec-19,227510941.0,185020093.0,151342037.0,138697201.0,1.0911686458618584,1.2296553164093371
149,(주)경동나비엔,9450,Dec-11,341246917.0,129512842.0,318269213.0,109967953.0,2.894199667424927,2.6348500405851647
150,(주)경동나비엔,9450,Dec-12,379014259.0,145371681.0,341339118.0,123218302.0,2.770198196693215,2.6072083392913368
151,(주)경동나비엔,9450,Dec-13,414177562.0,134043087.0,371601179.0,104914630.0,3.5419386123746515,3.0898837923659577
152,(주)경동나비엔,9450,Dec-14,428985365.0,159947056.0,382392117.0,134136648.0,2.8507654149818924,2.68204602027811
153,(주)경동나비엔,9450,Dec-15,512031120.0,158254944.0,448302084.0,129837058.0,3.452805315413108,3.235482614685327
154,(주)경동나비엔,9450,Dec-16,583252904.0,175420277.0,506082201.0,145915928.0,3.4683136237189953,3.3248887413397483
155,(주)경동나비엔,9450,Dec-17,684660958.0,230894567.0,569819524.0,175839342.0,3.2405690189627756,2.965253651897318
156,(주)경동나비엔,9450,Dec-18,726741615.0,287001959.0,618058456.0,209454208.0,2.9508046742130865,2.53218346499161
157,(주)경동나비엔,9450,Dec-19,774290704.0,274279157.0,655419303.0,214093729.0,3.0613661878905383,2.8230023472035097
158,(주)경동도시가스,267290,Dec-17,871548284.0,376858740.0,870828897.0,374489353.0,2.3253769166569604,2.312665705988403
159,(주)경동도시가스,267290,Dec-18,1606531867.0,444232799.0,1605687067.0,441723742.0,3.635048140563837,3.616418847542142
160,(주)경동도시가스,267290,Dec-19,1422707835.0,395154174.0,1421866212.0,392458231.0,3.6229746242728185,3.600386706278345
161,(주)경동인베스트,12320,Dec-11,1847666903.0,610411619.0,1806174764.0,563584969.0,3.20479583975562,3.026919615368593
162,(주)경동인베스트,12320,Dec-12,2502642394.0,814034002.0,2403814656.0,753036515.0,3.192162143691,3.074370834450721
163,(주)경동인베스트,12320,Dec-13,2788264380.0,778164231.0,2664100017.0,724069045.0,3.6793452715548693,3.583131001044431
164,(주)경동인베스트,12320,Dec-14,2603059058.0,766552554.0,2399450987.0,631297926.0,3.8008219070246083,3.3957998631885062
165,(주)경동인베스트,12320,Dec-15,1604168482.0,571798491.0,1352478311.0,459634757.0,2.9425066107435387,2.805478690918756
166,(주)경동인베스트,12320,Dec-16,1181902637.0,508994824.0,1021002691.0,394847821.0,2.585813158128078,2.3220327226746025
167,(주)경동인베스트,12320,Dec-17,195069859.0,238339688.0,612436.0,110951332.0,0.005519861627258337,0.8184531105033586
168,(주)경동인베스트,12320,Dec-18,228644016.0,188460289.0,7460898.0,44742051.0,0.1667535983095634,1.2132211895313394
169,(주)경동인베스트,12320,Dec-19,271765025.0,236475693.0,8641051.0,44653640.0,0.19351280209183394,1.1492302720516818
170,(주)경방,50,Dec-11,348136369.0,138673371.0,275746943.0,123787600.0,2.2275813005502973,2.510477436940651
171,(주)경방,50,Dec-12,333620804.0,123685731.0,265409209.0,101710997.0,2.609444571662197,2.697326533163312
172,(주)경방,50,Dec-13,347189559.0,103410904.0,264782077.0,79482802.0,3.3313128165763457,3.357378628079685
173,(주)경방,50,Dec-14,329036023.0,101229398.0,256979444.0,83665762.0,3.071500669533136,3.25039987889684
174,(주)경방,50,Dec-15,357628146.0,108093423.0,307744480.0,83760073.0,3.67411905192585,3.308509769368669
175,(주)경방,50,Dec-16,377445013.0,106002223.0,313876822.0,80538917.0,3.897206886951311,3.5607273349352306
176,(주)경방,50,Dec-17,360788750.0,90254697.0,288103985.0,71472590.0,4.0309716634027115,3.997451235141812
177,(주)경방,50,Dec-18,351438926.0,120711492.0,279085217.0,88159568.0,3.16568267439786,2.9113957600656613
178,(주)경방,50,Dec-19,343892085.0,264861016.0,253552382.0,223798878.0,1.1329475119173744,1.2983869434375348
179,(주)경보제약,214390,Dec-15,,,178032632.0,105108130.0,1.6938045801024146,
180,(주)경보제약,214390,Dec-16,,,186726170.0,102226920.0,1.826585110849471,
181,(주)경보제약,214390,Dec-17,,,191661374.0,110638039.0,1.732328010622097,
182,(주)경보제약,214390,Dec-18,,,201343596.0,128936315.0,1.5615739910047841,
183,(주)경보제약,214390,Dec-19,,,191706189.0,124176490.0,1.5438203237988124,
184,(주)경인양행,12610,Dec-11,233095049.0,166259207.0,128707611.0,99039937.0,1.2995526340046035,1.4019978394339387
185,(주)경인양행,12610,Dec-12,218604655.0,146242797.0,141304459.0,94723927.0,1.491750431757332,1.494806304887618
186,(주)경인양행,12610,Dec-13,260808400.0,175887375.0,183106757.0,123143650.0,1.4869362488443374,1.482814784176522
187,(주)경인양행,12610,Dec-14,277181095.0,164606526.0,190395047.0,107227115.0,1.7756240760557627,1.6839010076672172
188,(주)경인양행,12610,Dec-15,263163677.0,176664098.0,175006703.0,113173448.0,1.546358320725547,1.4896273774878697
189,(주)경인양행,12610,Dec-16,274873817.0,191409058.0,179267850.0,126364739.0,1.418654059816481,1.4360543846362799
190,(주)경인양행,12610,Dec-17,299987729.0,193184742.0,193975818.0,125062666.0,1.551028969748654,1.552854153461043
191,(주)경인양행,12610,Dec-18,331102011.0,234817064.0,222659442.0,165167110.0,1.348085838639424,1.410042376647721
192,(주)경인양행,12610,Dec-19,358802386.0,251884675.0,245244968.0,172620331.0,1.4207189070909614,1.424470885336712
193,(주)고려시멘트,198440,Dec-14,,,,,,
194,(주)고려시멘트,198440,Dec-15,,,,,,
195,(주)고려시멘트,198440,Dec-16,,,,,,
196,(주)고려시멘트,198440,Dec-17,,,87660276.0,38542950.0,2.2743530528929417,
197,(주)고려시멘트,198440,Dec-18,,,85775723.0,49955334.0,1.7170483336173872,
198,(주)고려시멘트,198440,Dec-19,,,70921781.0,46591282.0,1.5222114085635163,
199,(주)고영테크놀러지,98460,Dec-11,86130810.0,63304178.0,80200892.0,61560094.0,1.3028065226800987,1.3605865003096635
200,(주)고영테크놀러지,98460,Dec-12,107841666.0,77857574.0,100791139.0,75787332.0,1.3299206653692466,1.3851146453651382
201,(주)고영테크놀러지,98460,Dec-13,111902729.0,94895999.0,103933681.0,93556579.0,1.110917929138901,1.1792144050245996
202,(주)고영테크놀러지,98460,Dec-14,142840131.0,108649874.0,135531589.0,107119140.0,1.2652415712075358,1.3146828959967316
203,(주)고영테크놀러지,98460,Dec-15,145904431.0,121834639.0,138554625.0,124933566.0,1.1090264164876236,1.1975611550012473
204,(주)고영테크놀러지,98460,Dec-16,171793841.0,154891864.0,153254768.0,156029191.0,0.9822185644736183,1.1091211414435558
205,(주)고영테크놀러지,98460,Dec-17,203368626.0,161356541.0,188934907.0,159374622.0,1.1854767379463964,1.2603680318109942
206,(주)고영테크놀러지,98460,Dec-18,238208865.0,227563739.0,219818022.0,231667150.0,0.9488527916020895,1.046778656594318
207,(주)고영테크놀러지,98460,Dec-19,222057035.0,225797248.0,209480760.0,229213476.0,0.9139111873160547,0.9834355244223348
208,(주)골드앤에스,35290,Dec-11,47522791.0,23477041.0,47522791.0,23165184.0,2.0514747907894884,2.0242240493595425
209,(주)골드앤에스,35290,Dec-12,43889087.0,26661256.0,43889087.0,27310447.0,1.607043890566859,1.6461747713611092
210,(주)골드앤에스,35290,Dec-13,39548810.0,15792977.0,36607591.0,17985887.0,2.035350883723444,2.5042023425982323
211,(주)골드앤에스,35290,Dec-14,31287203.0,15072221.0,29428881.0,15782408.0,1.8646635545095527,2.0758190183118996
212,(주)골드앤에스,35290,Dec-15,22197935.0,15364121.0,22197935.0,15122533.0,1.4678714868732639,1.4447904309006678
213,(주)골드앤에스,35290,Dec-16,15893494.0,8660668.0,15893494.0,8552277.0,1.8583932676642723,1.8351348879786178
214,(주)골드앤에스,35290,Dec-17,12802035.0,10831000.0,12802035.0,10974294.0,1.1665474790451213,1.1819808881913028
215,(주)골드앤에스,35290,Dec-18,8680452.0,21031370.0,8680452.0,21031370.0,0.41273830473240686,0.41273830473240686
216,(주)골드앤에스,35290,Dec-19,7642733.0,3910189.0,7642733.0,3910189.0,1.9545686922038807,1.9545686922038807
217,(주)골드퍼시픽,38530,Dec-11,,,11236925.0,15105931.0,0.7438750382217422,
218,(주)골드퍼시픽,38530,Dec-12,,,10491048.0,19029706.0,0.5512984803864022,
219,(주)골드퍼시픽,38530,Dec-13,7167832.0,16708814.0,6488691.0,15961156.0,0.40653014104993396,0.42898508535674645
220,(주)골드퍼시픽,38530,Dec-14,16486257.0,23894969.0,4855121.0,15761409.0,0.3080385135618269,0.689946783358455
221,(주)골드퍼시픽,38530,Dec-15,18635305.0,14304863.0,6121489.0,14304863.0,0.42793062750758254,1.3027251641627047
222,(주)골드퍼시픽,38530,Dec-16,,,9588100.0,5438550.0,1.7629882965128574,
223,(주)골드퍼시픽,38530,Dec-17,,,5031439.0,17215160.0,0.2922679196708018,
224,(주)골드퍼시픽,38530,Dec-18,5708281.0,23990386.0,5580994.0,22006122.0,0.25361097243757896,0.23794035660785115
225,(주)골드퍼시픽,38530,Dec-19,,,11323125.0,28455147.0,0.39792888787395825,
226,(주)골프존,215000,Dec-15,201560389.0,81295773.0,184085342.0,71290784.0,2.5821758672200885,2.4793464845952076
227,(주)골프존,215000,Dec-16,216964342.0,89781733.0,196864993.0,75788492.0,2.597557858784154,2.4165755633164263
228,(주)골프존,215000,Dec-17,200105321.0,160591890.0,171859065.0,142686039.0,1.2044560645488238,1.2460487325978915
229,(주)골프존,215000,Dec-18,198705194.0,145265354.0,191571105.0,134088763.0,1.4286887335965655,1.3678773949086305
230,(주)골프존,215000,Dec-19,247018099.0,81730468.0,239051647.0,70491340.0,3.3912200704370212,3.022350232963306
231,(주)골프존뉴딘홀딩스,121440,Dec-11,215793737.0,276277197.0,209788389.0,249046740.0,0.8423655294584462,0.781076901543923
