,회사명,거래소코드,회계년도,재고자산(IFRS연결),유동자산(IFRS연결),재고자산(IFRS개별),유동자산(IFRS개별),재고자산_유동자산비율(개별),재고자산_유동자산비율(연결)
838,(주)대교,19680,Dec-16,20115481.0,347092489.0,13342453.0,320582138.0,4.161945229774467,6.274673044946752
839,(주)대교,19680,Dec-17,16077011.0,322221048.0,12268242.0,300034319.0,4.088946238180173,5.358390684633647
840,(주)대교,19680,Dec-18,14805380.0,285206044.0,12368614.0,258243614.0,4.789513981941099,5.733105950104926
841,(주)대교,19680,Dec-19,13449654.0,272626342.0,11220788.0,237308862.0,4.728347650160659,5.66757342589254
842,(주)대구백화점,6370,Mar-11,,,4097434.0,122331698.0,3.34944586479949,
843,(주)대구백화점,6370,Mar-12,,,4560318.0,111200697.0,4.100979690801758,
844,(주)대구백화점,6370,Mar-13,,,4690319.0,112269213.0,4.177742833202188,
845,(주)대구백화점,6370,Mar-14,5139822.0,90634065.0,5139822.0,75679013.0,6.791608130513013,6.791608130513013
846,(주)대구백화점,6370,Mar-15,5477947.0,98838603.0,5477947.0,76110697.0,7.1973417875807915,7.1973417875807915
847,(주)대구백화점,6370,Mar-16,6265514.0,63873840.0,6265514.0,68557625.0,9.139047625993461,9.139047625993461
848,(주)대구백화점,6370,Mar-17,6077249.0,46192961.0,6077249.0,38678980.0,15.712019810243186,15.712019810243186
849,(주)대구백화점,6370,Dec-18,8998277.0,134656148.0,8998277.0,67439683.0,13.34270358299282,13.34270358299282
850,(주)대구백화점,6370,Dec-19,7564769.0,182621090.0,7564769.0,53259344.0,14.203646593919744,14.203646593919744
851,(주)대덕,8060,Dec-11,43705158.0,203407324.0,42179510.0,198549019.0,21.243877311728244,22.01227597100341
852,(주)대덕,8060,Dec-12,59415534.0,254983157.0,58877032.0,254034788.0,23.176759554679574,23.38873918323344
853,(주)대덕,8060,Dec-13,55375835.0,258507265.0,53554987.0,252369035.0,21.220902556448735,21.94240470111557
854,(주)대덕,8060,Dec-14,,,65134804.0,223062349.0,29.20026812772424,
855,(주)대덕,8060,Dec-15,,,39445254.0,288629975.0,13.666374741570067,
856,(주)대덕,8060,Dec-16,,,49551743.0,267321711.0,18.53637058308369,
857,(주)대덕,8060,Dec-17,,,48903163.0,310297511.0,15.760088710476314,
858,(주)대덕,8060,Dec-18,102443394.0,530989699.0,91867738.0,505238316.0,18.183050471571917,20.27625196977341
859,(주)대덕,8060,Dec-19,99069025.0,522502285.0,89968523.0,506824007.0,17.751432796670976,19.547026903167197
860,(주)대동,490,Dec-11,157444153.0,268999627.0,112905309.0,214018268.0,52.754986784586066,73.56575420935563
861,(주)대동,490,Dec-12,168089752.0,249478629.0,113753505.0,195798090.0,58.09735171573941,85.84851466120021
862,(주)대동,490,Dec-13,160462186.0,279793075.0,106941586.0,236470226.0,45.22412305725119,67.85724727983302
863,(주)대동,490,Dec-14,186069600.0,399810299.0,118215114.0,349800588.0,33.79500151097516,53.193049521117445
864,(주)대동,490,Dec-15,236746493.0,382867967.0,166589652.0,327234582.0,50.908327286753575,72.34763867347003
865,(주)대동,490,Dec-16,214017750.0,371961411.0,131809534.0,296059528.0,44.52129437968975,72.2887560639494
866,(주)대동,490,Dec-17,213285788.0,438071892.0,132849585.0,316818473.0,41.932398619950426,67.32113376482312
867,(주)대동,490,Dec-18,219085861.0,447800610.0,124693060.0,286229881.0,43.56395620344055,76.54192505498753
868,(주)대동,490,Dec-19,215560873.0,463844520.0,116096571.0,292696402.0,39.66450226470498,73.64657424111418
869,(주)대동스틸,48470,Dec-11,,,34686432.0,77605654.0,44.69575373979839,
870,(주)대동스틸,48470,Dec-12,,,19809258.0,68821009.0,28.78373666390157,
871,(주)대동스틸,48470,Dec-13,,,16750640.0,51562849.0,32.48586981685205,
872,(주)대동스틸,48470,Dec-14,,,23889395.0,63314541.0,37.731293037408264,
873,(주)대동스틸,48470,Dec-15,,,7626921.0,35932237.0,21.225845192994804,
874,(주)대동스틸,48470,Dec-16,,,13271089.0,37749518.0,35.155651523815486,
875,(주)대동스틸,48470,Dec-17,,,19031452.0,54574376.0,34.87250500124821,
876,(주)대동스틸,48470,Dec-18,,,14795975.0,53040330.0,27.895706908309204,
877,(주)대동스틸,48470,Dec-19,,,19084922.0,58141483.0,32.82496595417079,
878,(주)대륙제관,4780,Dec-11,,,18131870.0,71220267.0,25.45886271389575,
879,(주)대륙제관,4780,Dec-12,,,20819428.0,75058815.0,27.737485597128064,
880,(주)대륙제관,4780,Dec-13,,,16477311.0,81086686.0,20.320612190267585,
881,(주)대륙제관,4780,Dec-14,,,19105807.0,81494604.0,23.444260186846236,
882,(주)대륙제관,4780,Dec-15,,,22615390.0,81484835.0,27.754109092814634,
883,(주)대륙제관,4780,Dec-16,,,25610807.0,86369477.0,29.652613272163265,
884,(주)대륙제관,4780,Dec-17,,,26453415.0,88539083.0,29.87766995508639,
885,(주)대륙제관,4780,Dec-18,,,28985123.0,83992682.0,34.509105209903886,
886,(주)대륙제관,4780,Dec-19,,,25926736.0,90444421.0,28.665931754928252,
887,(주)대림제지,17650,Dec-11,,,5444322.0,24839208.0,21.91825922952133,
888,(주)대림제지,17650,Dec-12,,,2377742.0,21159935.0,11.23700049173119,
889,(주)대림제지,17650,Dec-13,,,3387797.0,25583301.0,13.242219993424618,
890,(주)대림제지,17650,Dec-14,,,3041647.0,28094369.0,10.826536093407189,
891,(주)대림제지,17650,Dec-15,,,2511109.0,21217097.0,11.835309043456792,
892,(주)대림제지,17650,Dec-16,,,1941859.0,26234270.0,7.401993651814974,
893,(주)대림제지,17650,Dec-17,5600903.0,48727251.0,3579677.0,34920992.0,10.250788408301803,16.038785496127943
894,(주)대림제지,17650,Dec-18,6004819.0,41505840.0,4747666.0,28732342.0,16.523769625184052,20.8991630407295
895,(주)대림제지,17650,Dec-19,,,3852598.0,43018257.0,8.95572779715366,
896,(주)대명소노시즌,7720,Dec-11,2478103.0,68836935.0,1905612.0,62545115.0,3.0467799123880415,3.9621047942753
897,(주)대명소노시즌,7720,Dec-12,4196143.0,61201344.0,2066509.0,35626953.0,5.800409033014977,11.778001335112773
898,(주)대명소노시즌,7720,Dec-13,5703299.0,64642131.0,3195041.0,41283437.0,7.739280525504695,13.814981054024159
899,(주)대명소노시즌,7720,Dec-14,6385117.0,75052892.0,4045946.0,35212963.0,11.489933408898308,18.132859197335936
900,(주)대명소노시즌,7720,Dec-15,6248126.0,69429286.0,6248126.0,63400645.0,9.854988068339052,9.854988068339052
901,(주)대명소노시즌,7720,Dec-16,6067905.0,112356978.0,6067905.0,114266202.0,5.310323519810346,5.310323519810346
902,(주)대명소노시즌,7720,Dec-17,13218759.0,76642294.0,6042651.0,79063476.0,7.642784387572335,16.719172579763633
903,(주)대명소노시즌,7720,Dec-18,55493771.0,135220870.0,7454686.0,76051197.0,9.802194171907642,72.96896457790139
904,(주)대명소노시즌,7720,Dec-19,13043326.0,202786264.0,13043326.0,201009269.0,6.4889176826965125,6.4889176826965125
905,(주)대성미생물연구소,36480,Dec-11,,,4718796.0,10912916.0,43.24046845041234,
906,(주)대성미생물연구소,36480,Dec-12,,,4524691.0,10593339.0,42.71260459048842,
907,(주)대성미생물연구소,36480,Dec-13,,,6352258.0,12720154.0,49.93853061841861,
908,(주)대성미생물연구소,36480,Dec-14,,,5838699.0,11816705.0,49.4105505722619,
909,(주)대성미생물연구소,36480,Dec-15,,,5543312.0,16970128.0,32.6651160203388,
910,(주)대성미생물연구소,36480,Dec-16,,,6465095.0,20572568.0,31.425804498495282,
911,(주)대성미생물연구소,36480,Dec-17,,,6786335.0,19170204.0,35.40043183682344,
912,(주)대성미생물연구소,36480,Dec-18,,,7928584.0,22999723.0,34.47251951686548,
913,(주)대성미생물연구소,36480,Dec-19,,,9265922.0,25039055.0,37.00587741829713,
914,(주)대성엘텍,25440,Dec-11,24597143.0,57511562.0,19851533.0,54505417.0,36.42121112475848,45.127887013505465
915,(주)대성엘텍,25440,Dec-12,22479079.0,60789760.0,20093316.0,53345791.0,37.66616938907139,42.13843037775932
916,(주)대성엘텍,25440,Dec-13,18455997.0,47579614.0,17417675.0,41603333.0,41.866056741175036,44.361823126046176
917,(주)대성엘텍,25440,Dec-14,19948930.0,49314888.0,19324859.0,45633755.0,42.347729219302686,43.71529364611788
918,(주)대성엘텍,25440,Dec-15,23842987.0,58471369.0,22486301.0,49893521.0,45.06857914477513,47.787741819223385
919,(주)대성엘텍,25440,Dec-16,20422092.0,58837175.0,18822167.0,49729661.0,37.848975081491105,41.066220017063856
920,(주)대성엘텍,25440,Dec-17,20025770.0,53488222.0,17955160.0,46016370.0,39.01907082197053,43.51879559382889
921,(주)대성엘텍,25440,Dec-18,21707056.0,54378498.0,19791628.0,46320064.0,42.727980686727896,46.863182227036646
922,(주)대성엘텍,25440,Dec-19,23482420.0,51775485.0,22094859.0,43489466.0,50.80508231579574,53.99565034898336
923,(주)대성파인텍,104040,Dec-11,4819503.0,23671328.0,4523140.0,22733466.0,19.89639415300773,21.200036105361146
924,(주)대성파인텍,104040,Dec-12,4045292.0,22721278.0,3814195.0,21454971.0,17.777674926710457,18.854800596094957
925,(주)대성파인텍,104040,Dec-13,4006582.0,25655888.0,3747283.0,24652577.0,15.200370330452676,16.25218329102065
926,(주)대성파인텍,104040,Dec-14,6472544.0,27318353.0,6300815.0,26524805.0,23.75442533884792,24.40185328412405
927,(주)대성파인텍,104040,Dec-15,6574255.0,33838489.0,6499434.0,33103011.0,19.633966227422636,19.85999098390174
928,(주)대성파인텍,104040,Dec-16,5371795.0,35281499.0,5272194.0,34737254.0,15.17734821526192,15.464074966892893
929,(주)대성파인텍,104040,Dec-17,6465813.0,32299976.0,6293455.0,31763572.0,19.813435969984734,20.356063858309135
930,(주)대성파인텍,104040,Dec-18,7596917.0,30523251.0,7595362.0,28604279.0,26.553237017440644,26.55867326703113
931,(주)대성파인텍,104040,Dec-19,6108855.0,27067418.0,6108855.0,24430897.0,25.00462836055508,25.00462836055508
932,(주)대양금속,9190,Dec-11,50721972.0,123223961.0,39579353.0,122142783.0,32.404168324869424,41.52678590924197
933,(주)대양금속,9190,Dec-12,21695214.0,47723358.0,19449778.0,47050582.0,41.338017880416444,46.11040518053528
934,(주)대양금속,9190,Dec-13,26273253.0,52033175.0,24909926.0,52313991.0,47.61618359417464,50.22223022518011
935,(주)대양금속,9190,Dec-14,28441865.0,57691316.0,28441865.0,57691316.0,49.3000801021769,49.3000801021769
936,(주)대양금속,9190,Dec-15,,,25792895.0,56724298.0,45.47062882999452,
937,(주)대양금속,9190,Dec-16,,,31523322.0,63020118.0,50.0210456603715,
938,(주)대양금속,9190,Dec-17,,,30324450.0,62185067.0,48.76484253044224,
939,(주)대양금속,9190,Dec-18,,,30545368.0,60642377.0,50.36967465836638,
940,(주)대양금속,9190,Dec-19,,,25859768.0,60869435.0,42.48399545683314,
941,(주)대우건설,47040,Dec-11,1015596691.0,6196612419.0,712517302.0,5812856082.0,12.257611266282165,17.471560910391037
942,(주)대우건설,47040,Dec-12,1426787098.0,6716706251.0,1076150234.0,6316473450.0,17.037200306762944,22.58834948479044
943,(주)대우건설,47040,Dec-13,1482591920.0,6948839134.0,1378187443.0,6702262896.0,20.563016765912312,22.120766418828943
944,(주)대우건설,47040,Dec-14,1231598012.0,6987915457.0,1196872398.0,6834994700.0,17.510948443017814,18.01900463799921
945,(주)대우건설,47040,Dec-15,1285202439.0,6699865961.0,1278836227.0,6461371423.0,19.79202468454041,19.89055194111227
946,(주)대우건설,47040,Dec-16,1239324359.0,6359001278.0,864008024.0,5849181724.0,14.771434104275746,21.187995474903456
947,(주)대우건설,47040,Dec-17,726524150.0,5277152166.0,469328674.0,4792722915.0,9.792526760333276,15.15890158653163
948,(주)대우건설,47040,Dec-18,874498721.0,5197370791.0,660302983.0,4649787263.0,14.200713831668473,18.807284538772244
949,(주)대우건설,47040,Dec-19,872887456.0,6049393166.0,729435187.0,5354031501.0,13.624036146663679,16.30336795435302
950,(주)대웅,3090,Dec-11,35983025.0,137926183.0,0.0,18755379.0,0.0,191.8544274685145
951,(주)대웅,3090,Dec-12,46834601.0,152868421.0,0.0,26959954.0,0.0,173.71914284423482
952,(주)대웅,3090,Dec-13,153553985.0,441055082.0,0.0,29612561.0,0.0,518.5434147353888
953,(주)대웅,3090,Dec-14,158209856.0,542391886.0,0.0,33124762.0,0.0,477.6180912635689
954,(주)대웅,3090,Dec-15,184472537.0,614675093.0,316207.0,81542445.0,0.38778209311727163,226.22885173482354
955,(주)대웅,3090,Dec-16,221444119.0,698865247.0,38722.0,83522681.0,0.046361059698263284,265.1305206546231
956,(주)대웅,3090,Dec-17,249049365.0,718641666.0,0.0,80675567.0,0.0,308.7048213742334
957,(주)대웅,3090,Dec-18,287047795.0,734218258.0,0.0,72701438.0,0.0,394.8309729444416
958,(주)대웅,3090,Dec-19,249942352.0,757808687.0,0.0,59008281.0,0.0,423.5716542903529
959,(주)대웅제약,69620,Dec-11,84718666.0,242715243.0,84703609.0,242347091.0,34.9513619703403,34.95757496012197
960,(주)대웅제약,69620,Dec-12,85563449.0,229792189.0,85525216.0,229338374.0,37.29215242452186,37.30882342437816
961,(주)대웅제약,69620,Dec-13,115144354.0,312119712.0,114669914.0,303347407.0,37.80151448599658,37.95791602068977
962,(주)대웅제약,69620,Dec-14,111864089.0,403786940.0,111139565.0,358335187.0,31.015532114070616,31.217723812314308
963,(주)대웅제약,69620,Dec-15,144507851.0,453104621.0,122636448.0,341732277.0,35.88670320421621,42.286860424366644
964,(주)대웅제약,69620,Dec-16,162746111.0,507458546.0,140581639.0,403022675.0,34.88181874630255,40.38137829341736
965,(주)대웅제약,69620,Dec-17,187015618.0,518131858.0,162303595.0,367970424.0,44.10778269505703,50.82354607934468
966,(주)대웅제약,69620,Dec-18,189035192.0,515665941.0,154709226.0,382914743.0,40.4030476308926,49.36743634339511
967,(주)대웅제약,69620,Dec-19,177609256.0,526256347.0,146053183.0,383673677.0,38.06703241723825,46.29174912095937
968,(주)대원,7680,Dec-17,109699336.0,329975834.0,86781748.0,274398983.0,31.62611867260455,39.9780402976202
969,(주)대원,7680,Dec-18,58043974.0,346250386.0,51270551.0,302003737.0,16.97679356861733,19.219621113496355
970,(주)대원,7680,Dec-19,25704955.0,344790957.0,19200005.0,259629677.0,7.395150362568144,9.900622801298637
971,(주)대유,290380,Dec-18,,,7548265.0,54146223.0,13.940519914011363,
972,(주)대유,290380,Dec-19,,,7509874.0,54843232.0,13.693346883713927,
973,(주)대유에이텍,2880,Dec-11,9696065.0,111492254.0,5118344.0,82942315.0,6.170968341069332,11.690130664908496
974,(주)대유에이텍,2880,Dec-12,7553662.0,127401252.0,3173684.0,98119929.0,3.2344947987069985,7.698397335774672
975,(주)대유에이텍,2880,Dec-13,6976263.0,169241113.0,4188376.0,149448036.0,2.8025634274645133,4.6680191902956825
976,(주)대유에이텍,2880,Dec-14,62040017.0,297578190.0,4924882.0,140643113.0,3.5016872813388313,44.11166368309837
977,(주)대유에이텍,2880,Dec-15,65473187.0,260794758.0,879793.0,63818311.0,1.3785902293778973,102.59310529230396
978,(주)대유에이텍,2880,Dec-16,93148504.0,332502875.0,796909.0,84079627.0,0.9478027299050695,110.78605760227742
979,(주)대유에이텍,2880,Dec-17,107479260.0,336021538.0,1719303.0,84536097.0,2.0338092968735,127.1400783975158
980,(주)대유에이텍,2880,Dec-18,110823980.0,382195671.0,1599445.0,132767033.0,1.2047004168572482,83.4725138431014
981,(주)대유에이텍,2880,Dec-19,113581495.0,533483122.0,1303887.0,124339961.0,1.0486467821877474,91.34753950904006
982,(주)대유에이피,290120,Dec-18,,,9725464.0,38475208.0,25.27722267284429,
983,(주)대유에이피,290120,Dec-19,12821977.0,70801445.0,10406724.0,58697125.0,17.729529342365577,21.84430157354385
984,(주)대유플러스,300,Dec-11,21393069.0,144700001.0,16397378.0,93079423.0,17.61654452885897,22.983671697234307
985,(주)대유플러스,300,Dec-12,23978790.0,177030132.0,19185837.0,84042790.0,22.828653118250834,28.53164441589814
986,(주)대유플러스,300,Dec-13,24436032.0,204272950.0,18255800.0,74528544.0,24.49504447584539,32.78748072684742
987,(주)대유플러스,300,Dec-14,41490480.0,220800473.0,6839822.0,32324598.0,21.159805297501304,128.35574938936597
988,(주)대유플러스,300,Dec-15,30404044.0,195828780.0,9346153.0,30477274.0,30.665974260033884,99.75972260511226
989,(주)대유플러스,300,Dec-16,33602231.0,188783204.0,3526175.0,10039466.0,35.12313304313198,334.70137754338725
990,(주)대유플러스,300,Dec-17,34359496.0,188361089.0,2679627.0,19844616.0,13.503042840435914,173.14265995371238
991,(주)대유플러스,300,Dec-18,36095925.0,404871077.0,5966376.0,37867166.0,15.756066878625138,95.32248861718355
992,(주)대유플러스,300,Dec-19,36939327.0,847930595.0,4152274.0,62746435.0,6.617545682077395,58.870797998324534
993,(주)대창,12800,Dec-11,158383113.0,303944313.0,151909998.0,288752781.0,52.60901643056384,54.85076626846409
994,(주)대창,12800,Dec-12,140598209.0,287887173.0,133755691.0,276840169.0,48.315131248167965,50.78678051233238
995,(주)대창,12800,Dec-13,205130040.0,435261278.0,138347022.0,288675527.0,47.92474909035154,71.05903369494845
996,(주)대창,12800,Dec-14,234201429.0,436322528.0,166721119.0,308009005.0,54.12865088148965,76.03720189934057
997,(주)대창,12800,Dec-15,108061372.0,311615347.0,69976971.0,241884191.0,28.92994813373314,44.674838629697796
998,(주)대창,12800,Dec-16,146936143.0,329350397.0,85114488.0,169263882.0,50.285085627422866,86.80891709667866
999,(주)대창,12800,Dec-17,150260946.0,323610263.0,94388842.0,190896850.0,49.44494474371893,78.71316158438445
1000,(주)대창,12800,Dec-18,153990626.0,308184125.0,94866865.0,181961214.0,52.13576174535744,84.62826918708072
1001,(주)대창,12800,Dec-19,178813532.0,323631936.0,93871421.0,173029313.0,54.251744616243144,103.34291276993048
1002,(주)대창솔루션,96350,Dec-11,,,13403564.0,33514806.0,39.99296311009528,
1003,(주)대창솔루션,96350,Dec-12,14121853.0,41652043.0,9455575.0,27162182.0,34.81154422719058,51.990863620603086
1004,(주)대창솔루션,96350,Dec-13,19025547.0,51558498.0,11844357.0,41513022.0,28.531666521411044,45.830310787781244
1005,(주)대창솔루션,96350,Dec-14,15954891.0,43981627.0,10031560.0,37709076.0,26.602508107066853,42.31047984310196
1006,(주)대창솔루션,96350,Dec-15,16110340.0,36858357.0,10781055.0,28040976.0,38.447502683216165,57.452850428601344
1007,(주)대창솔루션,96350,Dec-16,14071423.0,29894089.0,9870451.0,23890220.0,41.31586481832314,58.90034918054333
1008,(주)대창솔루션,96350,Dec-17,14127332.0,23956045.0,10193157.0,18238422.0,55.88837126369815,77.45917930838534
1009,(주)대창솔루션,96350,Dec-18,14386725.0,41849541.0,10638530.0,36283819.0,29.320314931567705,39.650525761910565
1010,(주)대창솔루션,96350,Dec-19,19817017.0,51071292.0,10582421.0,39800044.0,26.588968092598087,49.79144495418146
1011,(주)대창스틸,140520,Dec-14,38321535.0,89443754.0,38321535.0,88503896.0,43.299263345423796,43.299263345423796
1012,(주)대창스틸,140520,Dec-15,52121195.0,121033969.0,41810338.0,92724802.0,45.09078164437601,56.21062960048165
1013,(주)대창스틸,140520,Dec-16,45715695.0,125071680.0,31163137.0,89838103.0,34.68810667117492,50.88675458786124
1014,(주)대창스틸,140520,Dec-17,62748888.0,138906884.0,38739460.0,99152850.0,39.070445277165504,63.28500693626054
1015,(주)대창스틸,140520,Dec-18,35389804.0,119188316.0,27840086.0,91798392.0,30.327422292974372,38.551660033435006
1016,(주)대창스틸,140520,Dec-19,32050934.0,83042828.0,29994696.0,79670715.0,37.64833289120099,40.22925362223748
1017,(주)대한과학,131220,Dec-11,,,8779325.0,16325558.0,53.776569229670436,
1018,(주)대한과학,131220,Dec-12,10931290.0,16855764.0,10316090.0,16423836.0,62.81169636618388,66.55747171367274
1019,(주)대한과학,131220,Dec-13,13979702.0,21745008.0,12492586.0,19732344.0,63.31019771396647,70.8466363651475
1020,(주)대한과학,131220,Dec-14,12326106.0,25604070.0,10527497.0,23108116.0,45.557573797881226,53.341025291720015
1021,(주)대한과학,131220,Dec-15,13833254.0,24918625.0,11661278.0,21332820.0,54.663555966815444,64.8449384563316
1022,(주)대한과학,131220,Dec-16,14058817.0,26232649.0,11282676.0,20599433.0,54.77177939800576,68.24856295801928
1023,(주)대한과학,131220,Dec-17,13815930.0,23232325.0,11098467.0,16897459.0,65.68127787734238,81.7633586209619
1024,(주)대한과학,131220,Dec-18,13901452.0,25053652.0,10877779.0,16834505.0,64.61597177939001,82.57713547264977
1025,(주)대한과학,131220,Dec-19,15350369.0,27992198.0,12028347.0,18460616.0,65.15680191820252,83.15198691094598
1026,(주)대한항공,3490,Dec-11,435348280.0,3350150741.0,421868718.0,3022470267.0,13.95774584140847,14.403724157462488
1027,(주)대한항공,3490,Dec-12,493644459.0,3365122645.0,481642184.0,2973522132.0,16.19769965108839,16.60133797853972
1028,(주)대한항공,3490,Dec-13,464301625.0,3139832416.0,452041734.0,2925306869.0,15.452797065168344,15.871894669249484
1029,(주)대한항공,3490,Dec-14,430179896.0,4948040063.0,416668674.0,2392891900.0,17.412766285012708,17.977406166989827
1030,(주)대한항공,3490,Dec-15,490647755.0,3289127053.0,475678504.0,2873562673.0,16.55361508100993,17.074545114680365
1031,(주)대한항공,3490,Dec-16,564705037.0,3327988658.0,549282836.0,2875641524.0,19.101227723125618,19.63753243535372
1032,(주)대한항공,3490,Dec-17,682687132.0,3582302550.0,665810695.0,3219950683.0,20.67766747221327,21.201788449876084
1033,(주)대한항공,3490,Dec-18,1030115721.0,3861945756.0,1014136903.0,3559769085.0,28.488839550669898,28.9377118684652
1034,(주)대한항공,3490,Dec-19,712925078.0,3574701574.0,699660681.0,3303525817.0,21.179210327327677,21.580732753207965
1035,(주)대현,16090,Dec-11,,,41645563.0,67481323.0,61.714206462727475,
1036,(주)대현,16090,Dec-12,,,52254971.0,81236649.0,64.3243802437001,
1037,(주)대현,16090,Dec-13,,,65792035.0,96600142.0,68.10759657061374,
1038,(주)대현,16090,Dec-14,,,76696076.0,106571082.0,71.96706138349988,
1039,(주)대현,16090,Dec-15,,,78605627.0,108912283.0,72.17333512327531,
1040,(주)대현,16090,Dec-16,,,78519963.0,161230329.0,48.70049170463455,
1041,(주)대현,16090,Dec-17,,,80053924.0,156409576.0,51.1822396347395,
1042,(주)대현,16090,Dec-18,,,91970945.0,170092162.0,54.07124227158686,
1043,(주)대현,16090,Dec-19,,,96321615.0,157856383.0,61.01851136421895,
1044,(주)대호에이엘,69460,Dec-11,37847929.0,77624382.0,26229992.0,47360955.0,55.38315686412996,79.91377918794078
1045,(주)대호에이엘,69460,Dec-12,43124502.0,84227228.0,24105873.0,49586485.0,48.61379668270497,86.9682575806694
1046,(주)대호에이엘,69460,Dec-13,36113869.0,72208582.0,18317939.0,38515102.0,47.56040630503848,93.7654767213131
1047,(주)대호에이엘,69460,Dec-14,,,18969991.0,77323447.0,24.533297125256198,
1048,(주)대호에이엘,69460,Dec-15,,,15796206.0,58488369.0,27.00743116977668,
1049,(주)대호에이엘,69460,Dec-16,,,15485012.0,36795443.0,42.08404828826222,
1050,(주)대호에이엘,69460,Dec-17,,,16382409.0,40010261.0,40.94551895075116,
1051,(주)대호에이엘,69460,Dec-18,,,17222150.0,41620244.0,41.37926245699089,
1052,(주)대호에이엘,69460,Dec-19,,,16081213.0,35035781.0,45.89939924558839,
1053,(주)대호특수강,21040,Dec-11,,,28846026.0,87467966.0,32.978960548825384,
1054,(주)대호특수강,21040,Dec-12,,,44190520.0,141948688.0,31.13133388031033,
1055,(주)대호특수강,21040,Dec-13,,,46304407.0,133221525.0,34.75745154546159,
1056,(주)대호특수강,21040,Dec-14,,,41441667.0,93861834.0,44.15177632263184,
1057,(주)대호특수강,21040,Dec-15,,,27774860.0,81840804.0,33.9376675722785,
1058,(주)대호특수강,21040,Dec-16,,,22727851.0,74492760.0,30.51014756333367,
1059,(주)대호특수강,21040,Dec-17,,,28900545.0,82528308.0,35.0189476803523,
1060,(주)대호특수강,21040,Dec-18,,,31441828.0,86859640.0,36.19843232138655,
1061,(주)대호특수강,21040,Dec-19,,,27893701.0,81491755.0,34.22886278495291,
1062,(주)더 미동,161570,Dec-13,1019845.0,34857970.0,1019845.0,34811625.0,2.929610439041556,2.929610439041556
1063,(주)더 미동,161570,Dec-14,1017986.0,36342362.0,996245.0,36409716.0,2.7362064565403363,2.795918539985316
1064,(주)더 미동,161570,Dec-15,1548479.0,56682381.0,1548479.0,56659162.0,2.732971941942947,2.732971941942947
1065,(주)더 미동,161570,Dec-16,1067169.0,42595028.0,1067169.0,22587434.0,4.7246136944993395,4.7246136944993395
1066,(주)더 미동,161570,Dec-17,306480.0,36443002.0,293151.0,21563196.0,1.3594969873668077,1.421310644303377
1067,(주)더 미동,161570,Dec-18,472882.0,27645731.0,455063.0,20623526.0,2.206523753503644,2.2929250798335845
1068,(주)더 미동,161570,Dec-19,1704129.0,16771534.0,835077.0,14767306.0,5.654904151102442,11.539877347973963
1069,(주)더블유게임즈,192080,Dec-19,0.0,174290939.0,0.0,104311333.0,0.0,0.0
1070,(주)더블유아이,73570,Dec-11,11494951.0,50031152.0,11494951.0,49778261.0,23.09231132039747,23.09231132039747
1071,(주)더블유아이,73570,Dec-12,5733211.0,46204499.0,5733211.0,39594929.0,14.479659756429921,14.479659756429921
1072,(주)더블유아이,73570,Dec-13,5830216.0,50781874.0,3090924.0,16408441.0,18.83740204203434,35.53180951194571
1073,(주)더블유아이,73570,Dec-14,,,4726477.0,7390709.0,63.95160464307281,
1074,(주)더블유아이,73570,Dec-15,,,200492.0,2843686.0,7.050426805209859,
1075,(주)더블유아이,73570,Dec-16,28811.0,9767094.0,28811.0,9172729.0,0.3140940934807951,0.3140940934807951
1076,(주)더블유아이,73570,Dec-17,0.0,10497340.0,0.0,9994558.0,0.0,0.0
1077,(주)더블유아이,73570,Dec-18,6979442.0,66081544.0,0.0,24051275.0,0.0,29.01901042668216
1078,(주)더블유아이,73570,Dec-19,,,4506631.0,30011639.0,15.016277518198857,
1079,(주)더블유에스아이,299170,Dec-18,,,,,,
1080,(주)더블유에스아이,299170,Dec-19,,,,,,
1081,(주)더존비즈온,12510,Dec-11,2722477.0,57602445.0,2513147.0,58382547.0,4.304620351695173,4.663169285848389
1082,(주)더존비즈온,12510,Dec-12,2584080.0,73147484.0,2449896.0,75438979.0,3.2475200917021954,3.4253910037674293
1083,(주)더존비즈온,12510,Dec-13,2030884.0,72525052.0,1900709.0,75725975.0,2.5099828691542103,2.6818855749298707
1084,(주)더존비즈온,12510,Dec-14,1499222.0,72425777.0,1324226.0,71036604.0,1.8641459831047105,2.1104922189129427
1085,(주)더존비즈온,12510,Dec-15,777398.0,79333641.0,599834.0,77788937.0,0.7711045080870562,0.9993683292008476
1086,(주)더존비즈온,12510,Dec-16,1312350.0,111397849.0,1128693.0,111214796.0,1.0148766536423806,1.1800138535523637
1087,(주)더존비즈온,12510,Dec-17,1101962.0,122911462.0,868769.0,121956566.0,0.712359349311295,0.9035692264408297
1088,(주)더존비즈온,12510,Dec-18,1560030.0,149280606.0,1374398.0,145265258.0,0.9461298722919694,1.0739181697526052
1089,(주)더존비즈온,12510,Dec-19,1490737.0,102028658.0,1307382.0,93128849.0,1.4038421112667245,1.600725248950516
1090,(주)덕산테코피아,317330,Dec-19,,,13021789.0,60345315.0,21.578790333599223,
1091,(주)덕성,4830,Dec-11,16712000.0,62881277.0,13358885.0,55820441.0,23.931887245390985,29.938853403182534
1092,(주)덕성,4830,Dec-12,17238720.0,68915651.0,13839932.0,59794318.0,23.14589824404386,28.83003030488616
