,회사명,거래소코드,회계년도,유동자산(IFRS연결),재고자산(IFRS연결),자산(IFRS연결),유동자산(IFRS개별),재고자산(IFRS개별),자산(IFRS개별),당좌자산구성비율(개별),당좌자산구성비율(연결)
44,(주)MH에탄올,23150,Dec-19,32814839.0,8173323.0,451474451.0,18130225.0,8081383.0,101058662.0,9.943573169413227,5.458008962726443
45,(주)SH에너지화학,2360,Dec-11,50355479.0,11114123.0,104710740.0,47641848.0,11114123.0,102383199.0,35.67746012702729,37.4759609186221
46,(주)SH에너지화학,2360,Dec-12,50509179.0,14210523.0,103690070.0,48762275.0,14210523.0,102492810.0,33.71139107221277,35.00687770776893
47,(주)SH에너지화학,2360,Dec-13,59051785.0,11944305.0,110488951.0,57773554.0,11944305.0,109984767.0,41.66872399702406,42.63546678074625
48,(주)SH에너지화학,2360,Dec-14,60325646.0,13898172.0,110741407.0,55486941.0,13898172.0,109098264.0,38.12046816803611,41.924222617110146
49,(주)SH에너지화학,2360,Dec-15,68213722.0,11899473.0,115520726.0,63737267.0,11416122.0,114048206.0,45.87634197419993,48.748177881084295
50,(주)SH에너지화학,2360,Dec-16,84222915.0,11572141.0,124488724.0,79584275.0,10801243.0,122956894.0,55.940768965748276,58.35932096147117
51,(주)SH에너지화학,2360,Dec-17,87597479.0,19985599.0,125312154.0,79139030.0,18561488.0,123261552.0,49.145529175228944,53.95476643071668
52,(주)SH에너지화학,2360,Dec-18,85758694.0,22253999.0,122434685.0,77591484.0,20857092.0,120895795.0,46.92834188318957,51.86822263642039
53,(주)SH에너지화학,2360,Dec-19,83558867.0,16753438.0,123415832.0,74793897.0,15888341.0,121126250.0,48.63153610385857,54.13035582015118
54,(주)SIMPAC,9160,Dec-11,152885455.0,26468261.0,310879328.0,151220422.0,26353233.0,296953131.0,42.04946032375729,40.66439374187016
55,(주)SIMPAC,9160,Dec-12,152757766.0,25350698.0,318665505.0,150643335.0,25281451.0,307366684.0,40.785774947554174,39.98144323779256
56,(주)SIMPAC,9160,Dec-13,108635043.0,25646140.0,361985890.0,106534703.0,25606746.0,349836891.0,23.133054026597787,22.926004933507215
57,(주)SIMPAC,9160,Dec-14,144850453.0,40715808.0,381939281.0,118044851.0,31897827.0,329325876.0,26.15859556690286,27.26471200536192
58,(주)SIMPAC,9160,Dec-15,174086524.0,56208760.0,422833445.0,138074968.0,48860928.0,369348917.0,24.15440682069199,27.878060591919358
59,(주)SIMPAC,9160,Dec-16,176778523.0,45959349.0,417865468.0,138253630.0,41542910.0,366245273.0,26.40599814649348,31.306529019047822
60,(주)SIMPAC,9160,Dec-17,150671614.0,39255148.0,381158251.0,124800057.0,34297232.0,343005145.0,26.385267486293827,29.231025619329966
61,(주)SIMPAC,9160,Dec-18,310736335.0,110042965.0,681750819.0,273219151.0,103871365.0,628334175.0,26.951866178534694,29.437936032754514
62,(주)SIMPAC,9160,Dec-19,289195402.0,88166502.0,679145850.0,224313300.0,69944925.0,608693104.0,25.360624916821795,29.60025449614394
63,(주)SNT에너지,100840,Dec-11,,,,145463387.0,15421719.0,276511841.0,47.02933065351078,
64,(주)SNT에너지,100840,Dec-12,,,,161463967.0,17407006.0,292802033.0,49.19944015552652,
65,(주)SNT에너지,100840,Dec-13,,,,181309369.0,17793150.0,311675279.0,52.46364726924653,
66,(주)SNT에너지,100840,Dec-14,,,,170494610.0,17747389.0,304511816.0,50.161344478008694,
67,(주)SNT에너지,100840,Dec-15,,,,184059424.0,10693980.0,316196096.0,54.82845809709175,
68,(주)SNT에너지,100840,Dec-16,,,,211766053.0,6779276.0,348042346.0,58.89707943756935,
69,(주)SNT에너지,100840,Dec-17,,,,172919603.0,2324389.0,300266693.0,56.814564511156085,
70,(주)SNT에너지,100840,Dec-18,,,,155524318.0,5692284.0,280991534.0,53.322615050743835,
71,(주)SNT에너지,100840,Dec-19,204986584.0,10208805.0,333897235.0,202225767.0,10124894.0,331391237.0,57.9680002220457,58.33464868314947
72,(주)SNT홀딩스,36530,Dec-11,1041841182.0,274834022.0,2124828265.0,64671576.0,0.0,388123974.0,16.662607911976085,36.09737185042576
73,(주)SNT홀딩스,36530,Dec-12,998857779.0,280540811.0,2074903906.0,40740917.0,0.0,388964716.0,10.474193499854625,34.61928843657977
74,(주)SNT홀딩스,36530,Dec-13,1070812404.0,311174402.0,2149176237.0,49212139.0,0.0,397336142.0,12.385517902370935,35.345542581485375
75,(주)SNT홀딩스,36530,Dec-14,994978341.0,283952471.0,2039388864.0,47079948.0,0.0,399244416.0,11.792262111438022,34.86465394370222
76,(주)SNT홀딩스,36530,Dec-15,1140793639.0,268780766.0,2169311305.0,100040105.0,0.0,430584006.0,23.23358592190719,40.19768260046937
77,(주)SNT홀딩스,36530,Dec-16,1205349271.0,236908975.0,2210178425.0,97449826.0,0.0,427001710.0,22.821881907686038,43.81729027148566
78,(주)SNT홀딩스,36530,Dec-17,1187727595.0,215870141.0,2146174938.0,98229088.0,0.0,425435423.0,23.089071264289153,45.28323562037607
79,(주)SNT홀딩스,36530,Dec-18,1168023374.0,220256725.0,2113834573.0,89557460.0,0.0,422804813.0,21.18175036006508,44.83636804439758
80,(주)SNT홀딩스,36530,Dec-19,1266526398.0,229809615.0,2236679025.0,31735933.0,0.0,417172874.0,7.607381730193703,46.350717801361775
81,(주)STX,11810,Dec-11,1430457000.0,315306000.0,5234175000.0,993206000.0,240418000.0,3302248000.0,22.79622850857961,21.305191362535645
82,(주)STX,11810,Dec-12,1484305000.0,182590000.0,5067029000.0,856988000.0,108537000.0,3226878000.0,23.194276325290264,25.68990625473034
83,(주)STX,11810,Dec-13,793607000.0,94076000.0,1342520000.0,640293000.0,47749000.0,1086567000.0,54.53359065754804,52.10581592825433
84,(주)STX,11810,Dec-14,893610000.0,207648000.0,1255002000.0,728283000.0,148535000.0,1070433000.0,54.16013893443121,54.658239588462806
85,(주)STX,11810,Dec-15,902119000.0,316312000.0,1267224000.0,663016000.0,143454000.0,1057543000.0,49.12916070552214,46.227580917028085
86,(주)STX,11810,Dec-16,486347000.0,226131000.0,707709000.0,441306000.0,139765000.0,627686000.0,48.04010285397476,36.76878491018201
87,(주)STX,11810,Dec-17,475786000.0,181620000.0,627542000.0,349891000.0,103343000.0,520393000.0,47.37727063968962,46.875906313840346
88,(주)STX,11810,Dec-18,422861000.0,129417000.0,554061000.0,297842000.0,89120000.0,446758000.0,46.719252928878724,52.9623994469923
89,(주)STX,11810,Dec-19,386401000.0,118778000.0,560107000.0,292473000.0,89664000.0,462734000.0,43.82841978328803,47.78069190351129
90,(주)TCC스틸,2710,Dec-11,183481284.0,79633257.0,454329510.0,163515113.0,76580688.0,407743559.0,21.320857946403514,22.857424999754034
91,(주)TCC스틸,2710,Dec-12,218440703.0,100648536.0,547013976.0,168674581.0,75866000.0,438642951.0,21.15811522524615,21.53366681073611
92,(주)TCC스틸,2710,Dec-13,220034732.0,117184576.0,543708595.0,150092488.0,62722660.0,444204925.0,19.668811191141117,18.916411648780354
93,(주)TCC스틸,2710,Dec-14,233224033.0,124343812.0,551000563.0,141191905.0,59114758.0,461297588.0,17.792667712799748,19.760455489770525
94,(주)TCC스틸,2710,Dec-15,240184174.0,48965898.0,376394571.0,202116240.0,45683627.0,330651742.0,47.31038525724749,50.80261266573901
95,(주)TCC스틸,2710,Dec-16,120777516.0,51850499.0,282914735.0,97007914.0,44890754.0,250878191.0,20.773890226273195,24.363176771262903
96,(주)TCC스틸,2710,Dec-17,120243911.0,52771855.0,278692540.0,101914014.0,48077587.0,248896237.0,21.630068677976837,24.21021244415082
97,(주)TCC스틸,2710,Dec-18,152165969.0,69197191.0,304781579.0,128625665.0,62280830.0,268135677.0,24.74300911474753,27.22237291119225
98,(주)TCC스틸,2710,Dec-19,148991647.0,72619098.0,314210087.0,121879909.0,67392895.0,270265082.0,20.160582194632156,24.306205357436536
99,(주)가비아,79940,Dec-11,28837190.0,14450.0,64954440.0,9245779.0,14450.0,37295822.0,24.75164376320758,44.37377952915921
100,(주)가비아,79940,Dec-12,31997486.0,248459.0,85244515.0,9613034.0,92459.0,51795749.0,18.38099686520606,37.24465673832504
101,(주)가비아,79940,Dec-13,37411881.0,93612.0,91231294.0,10360239.0,81039.0,52151784.0,19.710159867206077,40.90511858792664
102,(주)가비아,79940,Dec-14,41920706.0,0.0,98544072.0,14916105.0,0.0,55984243.0,26.643398571987483,42.540058624733916
103,(주)가비아,79940,Dec-15,52239105.0,0.0,105081568.0,17436488.0,0.0,57657418.0,30.24153457582856,49.71290968935675
104,(주)가비아,79940,Dec-16,60241586.0,1363738.0,125796754.0,12237594.0,0.0,61160981.0,20.008825561512822,46.803948534315914
105,(주)가비아,79940,Dec-17,66113388.0,1675464.0,133382584.0,15116578.0,0.0,64986436.0,23.261127906752726,48.3105980312992
106,(주)가비아,79940,Dec-18,78058272.0,1982294.0,151440505.0,18388749.0,0.0,69315988.0,26.528870943886712,50.23489455479563
107,(주)가비아,79940,Dec-19,86880807.0,2643604.0,199916131.0,13602872.0,0.0,82964911.0,16.39593393886724,42.136271134618944
108,(주)강스템바이오텍,217730,Dec-15,,,,18896590.0,334913.0,24982626.0,74.29834237601763,
109,(주)강스템바이오텍,217730,Dec-16,,,,37966496.0,582808.0,47441769.0,78.79910211611207,
110,(주)강스템바이오텍,217730,Dec-17,25246012.0,1725225.0,47198979.0,24316617.0,1725225.0,44508729.0,50.75721663496614,49.833253808308015
111,(주)강스템바이오텍,217730,Dec-18,48992790.0,1918575.0,73194018.0,44071609.0,501972.0,66184838.0,65.83023894384995,64.3142927335947
112,(주)강스템바이오텍,217730,Dec-19,55408095.0,266393.0,113643697.0,50136013.0,34319.0,98625925.0,50.799720256109126,48.52156648863685
113,(주)강원랜드,35250,Dec-11,1163791156.0,2245975.0,2711401782.0,1116717650.0,2245975.0,2730283806.0,40.8188948178525,42.83928662697913
114,(주)강원랜드,35250,Dec-12,1165450728.0,1200611.0,2906655321.0,1117338850.0,1200611.0,2915385756.0,38.28441010603606,40.054632848570904
115,(주)강원랜드,35250,Dec-13,1080401909.0,1493306.0,3102036846.0,1032979185.0,1493306.0,3105430200.0,33.21555509442782,34.78065079695059
116,(주)강원랜드,35250,Dec-14,1371825587.0,1204918.0,3375127289.0,1349601870.0,1204918.0,3380461682.0,39.88795255925638,40.60945118920521
117,(주)강원랜드,35250,Dec-15,1750420316.0,1621646.0,3690791830.0,1736167993.0,1621646.0,3688060027.0,47.031402263019615,47.382750113002174
118,(주)강원랜드,35250,Dec-16,1809513458.0,1309513.0,3978987574.0,1799026863.0,1309513.0,3975979890.0,45.21444775214897,45.44381985044118
119,(주)강원랜드,35250,Dec-17,2164296051.0,1299617.0,4185657487.0,2155754572.0,1299617.0,4182527382.0,51.5108392182189,51.67638395444276
120,(주)강원랜드,35250,Dec-18,1759033105.0,1148805.0,4231241354.0,1749493012.0,1143581.0,4229630541.0,41.33574821848725,41.54535638431936
121,(주)강원랜드,35250,Dec-19,1878191161.0,3636529.0,4438119306.0,1868365557.0,3631307.0,4436461953.0,42.03201266583701,42.23758990583566
122,(주)강원에너지,114190,Nov-11,,,,47950975.0,3989692.0,53719067.0,81.83552964536783,
123,(주)강원에너지,114190,Dec-12,,,,80491240.0,3808870.0,89258208.0,85.9107209501674,
124,(주)강원에너지,114190,Dec-13,,,,61556228.0,2086978.0,72441333.0,82.09298136465821,
125,(주)강원에너지,114190,Dec-14,,,,48800730.0,1736909.0,67037639.0,70.20506942376058,
126,(주)강원에너지,114190,Dec-15,62927388.0,1233999.0,85457457.0,58744703.0,1233999.0,80939019.0,71.05436254422605,72.1919317117054
127,(주)강원에너지,114190,Dec-16,53716336.0,335220.0,77186606.0,49882033.0,335220.0,70850137.0,69.93185207249493,69.15852214048638
128,(주)강원에너지,114190,Dec-17,68068421.0,361382.0,93179394.0,66557788.0,361382.0,87781416.0,75.4105014665063,72.66310296029613
129,(주)강원에너지,114190,Dec-18,70556730.0,543737.0,93845576.0,70097814.0,543737.0,89619750.0,77.61021091891017,74.60446830226712
130,(주)강원에너지,114190,Dec-19,30544232.0,118784.0,56602063.0,30346449.0,118784.0,55106032.0,54.853641067823574,53.75324924110981
131,(주)갤럭시아에스엠,11420,Dec-11,24658098.0,20209.0,45110356.0,17322791.0,0.0,40711969.0,42.5496271133435,54.61692432664464
132,(주)갤럭시아에스엠,11420,Dec-12,24752609.0,37487.0,43979072.0,21665386.0,0.0,40169876.0,53.93441095013587,56.197461374355505
133,(주)갤럭시아에스엠,11420,Dec-13,19899780.0,126351.0,37636664.0,15680160.0,0.0,34158874.0,45.903620827782554,52.53767709061569
134,(주)갤럭시아에스엠,11420,Dec-14,26742964.0,508736.0,45274078.0,21910144.0,404356.0,40528250.0,53.06369754430551,57.945361140209194
135,(주)갤럭시아에스엠,11420,Dec-15,44426010.0,11280.0,68686992.0,40480215.0,0.0,67196553.0,60.24150524506815,64.66250552943124
136,(주)갤럭시아에스엠,11420,Dec-16,37929417.0,0.0,58444606.0,33508731.0,0.0,55825556.0,60.02399868619312,64.89806262018432
137,(주)갤럭시아에스엠,11420,Dec-17,28750883.0,0.0,49831109.0,25522603.0,0.0,48958128.0,52.13149285446536,57.69665491490466
138,(주)갤럭시아에스엠,11420,Dec-18,14251248.0,0.0,33253331.0,14317048.0,0.0,33337692.0,42.945528442700834,42.85660284679451
139,(주)갤럭시아에스엠,11420,Dec-19,13644588.0,0.0,28241598.0,13644588.0,0.0,28241598.0,48.313795841156015,48.313795841156015
140,(주)경농,2100,Dec-11,94363834.0,70194121.0,173774102.0,85897543.0,70007203.0,176741869.0,8.99070496985635,13.908696820657429
141,(주)경농,2100,Dec-12,142516976.0,102583675.0,269412832.0,88973571.0,69708618.0,203467698.0,9.468310296605411,14.822345581520036
142,(주)경농,2100,Dec-13,129526582.0,98860077.0,255984725.0,90491612.0,70268926.0,214988593.0,9.406399529299678,11.97981832705057
143,(주)경농,2100,Dec-14,139646908.0,98308244.0,284623063.0,92163573.0,69968941.0,230870852.0,9.613440504823883,14.524003629319385
144,(주)경농,2100,Dec-15,161184139.0,115444315.0,316341853.0,110823037.0,84302523.0,265109291.0,10.003615452315476,14.458985924951259
145,(주)경농,2100,Dec-16,156061222.0,115876266.0,320915151.0,113338004.0,89356248.0,266622289.0,8.994655356814524,12.521987782371797
146,(주)경농,2100,Dec-17,163437464.0,119704437.0,335873898.0,114661596.0,91796107.0,268967010.0,8.5012243694868,13.02066854864679
147,(주)경농,2100,Dec-18,169982099.0,120967753.0,357260541.0,124295854.0,91526504.0,285031873.0,11.496731805849656,13.719496102985524
148,(주)경농,2100,Dec-19,185020093.0,133714688.0,370874091.0,138697201.0,101542875.0,297197088.0,12.501578077373358,13.833644960655933
149,(주)경동나비엔,9450,Dec-11,129512842.0,60788326.0,263211016.0,109967953.0,41637076.0,224373470.0,30.45408042225313,26.110045485330296
150,(주)경동나비엔,9450,Dec-12,145371681.0,59527947.0,299729837.0,123218302.0,33893618.0,254627468.0,35.080537344070045,28.640369894172395
151,(주)경동나비엔,9450,Dec-13,134043087.0,71724409.0,354779867.0,104914630.0,37417214.0,301475800.0,22.388999714073236,17.565449394567814
152,(주)경동나비엔,9450,Dec-14,159947056.0,83525372.0,401658957.0,134136648.0,40963230.0,331089242.0,28.14148156465923,19.026510592666803
153,(주)경동나비엔,9450,Dec-15,158254944.0,87185691.0,402084368.0,129837058.0,39239496.0,324848990.0,27.889131500762865,17.67520914914056
154,(주)경동나비엔,9450,Dec-16,175420277.0,89997026.0,429754702.0,145915928.0,41128987.0,347643876.0,30.142035638792613,19.877211488892563
155,(주)경동나비엔,9450,Dec-17,230894567.0,110374505.0,503697210.0,175839342.0,57016736.0,391400492.0,30.358317996186884,23.927085480580683
156,(주)경동나비엔,9450,Dec-18,287001959.0,150049770.0,583595818.0,209454208.0,74930222.0,440513661.0,30.537982793682307,23.46695859976159
157,(주)경동나비엔,9450,Dec-19,274279157.0,138114361.0,609808343.0,214093729.0,66299991.0,461607017.0,32.01722083007243,22.32911332930058
158,(주)경동도시가스,267290,Dec-17,376858740.0,1111165.0,710280194.0,374489353.0,1111165.0,707917077.0,52.74320964007484,52.90131671614653
159,(주)경동도시가스,267290,Dec-18,444232799.0,1299646.0,778269612.0,441723742.0,1299646.0,775880913.0,56.76439368730804,56.91255911453986
160,(주)경동도시가스,267290,Dec-19,395154174.0,1333402.0,749999474.0,392458231.0,1333402.0,747453908.0,52.327618440921974,52.50947309331047
161,(주)경동인베스트,12320,Dec-11,610411619.0,6238419.0,1001490869.0,563584969.0,837931.0,941176098.0,59.791896457617014,60.327379779635315
162,(주)경동인베스트,12320,Dec-12,814034002.0,20579836.0,1209924561.0,753036515.0,1073025.0,1168400020.0,64.35839413970568,65.57881305791594
163,(주)경동인베스트,12320,Dec-13,778164231.0,13656418.0,1205008353.0,724069045.0,759346.0,1161427092.0,62.277667189117025,63.44419199225252
164,(주)경동인베스트,12320,Dec-14,766552554.0,18386682.0,1320789066.0,631297926.0,1014437.0,1101071366.0,57.24274633439155,56.645371411637655
165,(주)경동인베스트,12320,Dec-15,571798491.0,8347076.0,1167819522.0,459634757.0,958537.0,926392697.0,49.512072092684036,48.2481585883268
166,(주)경동인베스트,12320,Dec-16,508994824.0,10949433.0,1126122628.0,394847821.0,1016660.0,903818865.0,43.574124888397854,44.22656810338065
167,(주)경동인베스트,12320,Dec-17,238339688.0,14232992.0,599276331.0,110951332.0,0.0,318031347.0,34.886916980545315,37.396220142056634
168,(주)경동인베스트,12320,Dec-18,188460289.0,30703229.0,592002536.0,44742051.0,87903.0,318776653.0,14.007973162325662,26.64803787259452
169,(주)경동인베스트,12320,Dec-19,236475693.0,30814751.0,605467383.0,44653640.0,176596.0,316572482.0,14.049561010170175,33.96730323952067
170,(주)경방,50,Dec-11,138673371.0,72996830.0,1352324332.0,123787600.0,71422892.0,1331930968.0,3.9314881370038095,4.856567277974556
171,(주)경방,50,Dec-12,123685731.0,52907652.0,1335039930.0,101710997.0,50300747.0,1301719900.0,3.9494095465545236,5.301570193484775
172,(주)경방,50,Dec-13,103410904.0,40216862.0,1296989142.0,79482802.0,35601409.0,1261257414.0,3.4791782004938128,4.872364768031343
173,(주)경방,50,Dec-14,101229398.0,37758471.0,1301841379.0,83665762.0,34615710.0,1275008413.0,3.847037517547737,4.87547315854676
174,(주)경방,50,Dec-15,108093423.0,52862910.0,1318643312.0,83760073.0,37595998.0,1259512344.0,3.665234026479696,4.188434620445715
175,(주)경방,50,Dec-16,106002223.0,45810493.0,1301910960.0,80538917.0,33656952.0,1237024388.0,3.789898198838098,4.623336913916141
176,(주)경방,50,Dec-17,90254697.0,31921285.0,1274042237.0,71472590.0,22476156.0,1199063663.0,4.0862245693788495,4.5786089586290535
177,(주)경방,50,Dec-18,120711492.0,59792825.0,1301792841.0,88159568.0,35574579.0,1226545382.0,4.287243649660572,4.679597634997287
178,(주)경방,50,Dec-19,264861016.0,31308041.0,1370742491.0,223798878.0,13959690.0,1296265431.0,16.187979944672303,17.038428190083735
179,(주)경보제약,214390,Dec-15,,,,105108130.0,49522277.0,195488457.0,28.434340243424195,
180,(주)경보제약,214390,Dec-16,,,,102226920.0,47568951.0,203735980.0,26.82784307415902,
181,(주)경보제약,214390,Dec-17,,,,110638039.0,47964422.0,204869399.0,30.59198558004263,
182,(주)경보제약,214390,Dec-18,,,,128936315.0,53494316.0,221622993.0,34.04069134649761,
183,(주)경보제약,214390,Dec-19,,,,124176490.0,62312499.0,237816742.0,26.013303554549577,
184,(주)경인양행,12610,Dec-11,166259207.0,95390048.0,319596954.0,99039937.0,51423188.0,245825940.0,19.37010756472649,22.17454143821408
185,(주)경인양행,12610,Dec-12,146242797.0,70357744.0,287452678.0,94723927.0,38724208.0,241045608.0,23.232001389546163,26.399146297047192
186,(주)경인양행,12610,Dec-13,175887375.0,90667397.0,316944796.0,123143650.0,60685132.0,274570963.0,22.747677801603512,26.88795622313988
187,(주)경인양행,12610,Dec-14,164606526.0,89741323.0,313039125.0,107227115.0,57418066.0,267331084.0,18.631970609149214,23.915605756948114
188,(주)경인양행,12610,Dec-15,176664098.0,95494779.0,326687437.0,113173448.0,62450588.0,273778266.0,18.526985630042674,24.846170928819646
189,(주)경인양행,12610,Dec-16,191409058.0,99419770.0,344298515.0,126364739.0,66161603.0,290035389.0,20.757169050153394,26.71788694760998
190,(주)경인양행,12610,Dec-17,193184742.0,97118533.0,357951470.0,125062666.0,63955013.0,296909084.0,20.581267564046644,26.837774684931453
191,(주)경인양행,12610,Dec-18,234817064.0,123873222.0,412996589.0,165167110.0,86129207.0,344908257.0,22.915630865862397,26.863137603298703
192,(주)경인양행,12610,Dec-19,251884675.0,141253404.0,472081003.0,172620331.0,101010142.0,381063538.0,18.792191290681817,23.43480680157765
193,(주)고려시멘트,198440,Dec-14,,,,,,,,
194,(주)고려시멘트,198440,Dec-15,,,,,,,,
195,(주)고려시멘트,198440,Dec-16,,,,,,,,
