,회사명,거래소코드,회계년도,유동자산(IFRS연결),재고자산(IFRS연결),자산(IFRS연결),유동자산(IFRS개별),재고자산(IFRS개별),자산(IFRS개별),당좌자산구성비율(개별),당좌자산구성비율(연결)
1295,(주)두산,150,Dec-13,12309322279.0,2591618312.0,31166041855.0,571883652.0,158120687.0,3291631175.0,12.570149661436474,31.180423912063056
1296,(주)두산,150,Dec-14,12276982613.0,2849179548.0,31369299869.0,639610228.0,187628891.0,3509598140.0,12.878435620552272,30.054234886883187
1297,(주)두산,150,Dec-15,12323751612.0,2752318041.0,31556310459.0,713533619.0,152350619.0,3478222671.0,16.13418843706916,30.331282180265738
1298,(주)두산,150,Dec-16,10768750104.0,2145767372.0,28664805143.0,810637993.0,214902215.0,3744673181.0,15.908885747965625,30.082125760083002
1299,(주)두산,150,Dec-17,10867988262.0,2351625600.0,28769021898.0,980974193.0,382946843.0,3950029379.0,15.139820305625124,29.602545029840066
1300,(주)두산,150,Dec-18,11585894166.0,2608021732.0,28880281620.0,1176134397.0,460824972.0,4734223086.0,15.109330760422049,31.08651277064659
1301,(주)두산,150,Dec-19,11048031756.0,2681748261.0,29169746816.0,921194928.0,237129085.0,4752375845.0,14.394186514513773,28.681371654590365
1302,(주)두산테스나,131970,Dec-13,,,,31780844.0,0.0,110923213.0,28.651211176149395,
1303,(주)두산테스나,131970,Dec-14,,,,26890986.0,0.0,99720768.0,26.966284495522537,
1304,(주)두산테스나,131970,Dec-15,,,,21680010.0,0.0,82970288.0,26.129847831792507,
1305,(주)두산테스나,131970,Dec-16,,,,23031625.0,0.0,78236596.0,29.43842929976146,
1306,(주)두산테스나,131970,Dec-17,,,,31288510.0,0.0,96222618.0,32.51679350482856,
1307,(주)두산테스나,131970,Dec-18,,,,36427255.0,0.0,111616930.0,32.635958541414816,
1308,(주)두산테스나,131970,Dec-19,,,,150856946.0,0.0,342662378.0,44.0249515807656,
1309,(주)두올,16740,Dec-16,126385951.0,31628900.0,220602297.0,72823590.0,22844720.0,186362087.0,26.818153200870732,42.953791637083455
1310,(주)두올,16740,Dec-17,169812525.0,47992250.0,326289225.0,51907697.0,18692534.0,232488877.0,14.286775104513923,37.33505910285576
1311,(주)두올,16740,Dec-18,181999128.0,46853693.0,346631230.0,69070363.0,19630348.0,219833556.0,22.489749017206453,38.9882455195973
1312,(주)두올,16740,Dec-19,198015642.0,54702127.0,364345053.0,72585023.0,22969016.0,227824797.0,21.778141648031404,39.3345576727235
1313,(주)듀오백,73190,Dec-11,31838520.0,2946303.0,55916043.0,30513790.0,2927617.0,53151312.0,51.90120800780985,51.670711033683126
1314,(주)듀오백,73190,Dec-12,24275889.0,2035251.0,51454405.0,25108481.0,2029861.0,50648025.0,45.566673132861546,43.22397275801751
1315,(주)듀오백,73190,Dec-13,24997617.0,4912043.0,51565867.0,25670481.0,4912043.0,51781107.0,40.08882621995702,38.95129698876196
1316,(주)듀오백,73190,Dec-14,21995747.0,3464555.0,46573646.0,22690959.0,3464555.0,46066355.0,41.73632578483798,39.789008573646996
1317,(주)듀오백,73190,Dec-15,19682858.0,3364052.0,43373284.0,21074119.0,3364052.0,43749537.0,40.48058154306867,37.62409597576241
1318,(주)듀오백,73190,Dec-16,14009344.0,5277194.0,38094678.0,15073627.0,5277194.0,37911685.0,25.84014137066184,22.922230764097808
1319,(주)듀오백,73190,Dec-17,17293672.0,4449504.0,39279572.0,16550477.0,4443813.0,38777381.0,31.22094295125295,32.69935833313051
1320,(주)듀오백,73190,Dec-18,13484016.0,4451828.0,34065097.0,12889539.0,4451828.0,33563382.0,25.139632829611745,26.514493705977117
1321,(주)듀오백,73190,Dec-19,13457325.0,4670232.0,32605733.0,12548552.0,4670232.0,31552159.0,24.969194659547703,26.949533690900306
1322,(주)드래곤플라이,30350,Dec-11,27234641.0,260430.0,111829954.0,27020443.0,260430.0,118074660.0,22.663637566265276,24.120738706554416
1323,(주)드래곤플라이,30350,Dec-12,21037689.0,927276.0,120608960.0,20959667.0,927276.0,128001615.0,15.650108008402864,16.674062192394327
1324,(주)드래곤플라이,30350,Dec-13,7673828.0,240304.0,89288698.0,7885664.0,0.0,90869736.0,8.677987135342837,8.32526866950171
1325,(주)드래곤플라이,30350,Dec-14,7890161.0,639910.0,76939220.0,7228387.0,0.0,78936061.0,9.15726843780563,9.423348716038452
1326,(주)드래곤플라이,30350,Dec-15,5197597.0,0.0,62770029.0,5177954.0,0.0,62828108.0,8.241460971576608,8.280380115803355
1327,(주)드래곤플라이,30350,Dec-16,8218304.0,0.0,67297051.0,8212125.0,0.0,67353254.0,12.192618043368773,12.211982364576421
1328,(주)드래곤플라이,30350,Dec-17,,,,1959449.0,0.0,50306246.0,3.895041184349156,
1329,(주)드래곤플라이,30350,Dec-18,,,,12552519.0,0.0,19895923.0,63.09091063530956,
1330,(주)드래곤플라이,30350,Dec-19,8279251.0,0.0,14923301.0,7906365.0,0.0,15028635.0,52.6086700488767,55.478683972131904
1331,(주)드림시큐리티,203650,Dec-14,,,,,,,,
1332,(주)드림시큐리티,203650,Dec-15,,,,,,,,
1333,(주)드림시큐리티,203650,Dec-16,,,,,,,,
1334,(주)드림시큐리티,203650,Dec-17,14180935.0,420328.0,24242344.0,11774507.0,227299.0,21837665.0,52.8774848409846,56.76269175950972
1335,(주)드림시큐리티,203650,Dec-18,15795920.0,675233.0,27006031.0,13604984.0,222760.0,24698314.0,54.182743000190214,55.99003792893521
1336,(주)드림시큐리티,203650,Dec-19,15880202.0,810256.0,77347110.0,13522045.0,0.0,77356759.0,17.480107976085193,19.48352821456419
1337,(주)드림어스컴퍼니,60570,Dec-11,71348143.0,19711247.0,90519026.0,58632000.0,10835205.0,96340576.0,49.61232015054591,57.0453508856801
1338,(주)드림어스컴퍼니,60570,Dec-12,53264866.0,16077095.0,57422700.0,41251797.0,10839510.0,49935187.0,60.90352079786945,64.76144625731635
1339,(주)드림어스컴퍼니,60570,Dec-13,28042963.0,7582269.0,31393820.0,27065188.0,6828566.0,36326448.0,55.70768163185126,65.17427315312376
1340,(주)드림어스컴퍼니,60570,Dec-14,58147217.0,11290286.0,61944863.0,55332176.0,9774266.0,65252246.0,69.81814848181625,75.64296493802884
1341,(주)드림어스컴퍼니,60570,Dec-15,50783478.0,16206225.0,60433974.0,49039541.0,14387499.0,65405240.0,52.980528777205,57.214925167754146
1342,(주)드림어스컴퍼니,60570,Dec-16,40557577.0,16244467.0,50075192.0,39062900.0,14460195.0,54063168.0,45.50733134987576,48.55320375007249
1343,(주)드림어스컴퍼니,60570,Dec-17,74872702.0,14931856.0,130877588.0,68138954.0,13106781.0,132080078.0,41.665763552925824,45.799167692485284
1344,(주)드림어스컴퍼니,60570,Dec-18,150013247.0,16457154.0,204478522.0,132217424.0,15218218.0,200063358.0,58.48107677968696,65.31546281423142
1345,(주)드림어스컴퍼니,60570,Dec-19,136268491.0,7130215.0,171585555.0,128956261.0,6813208.0,164361525.0,74.31365278461611,75.26174100144969
1346,(주)드림텍,192650,Dec-19,158733889.0,52279771.0,377121831.0,125563764.0,23460353.0,257511541.0,39.65003300570517,28.22804442737233
1347,(주)디딤,217620,Dec-15,,,,,,,,
1348,(주)디딤,217620,Dec-16,,,,,,,,
1349,(주)디딤,217620,Dec-17,22391233.0,3319156.0,54140507.0,22177218.0,3297278.0,53913043.0,35.01924385904168,35.22700110658366
1350,(주)디딤,217620,Dec-18,23473906.0,8855871.0,69675606.0,22995956.0,8798054.0,63314495.0,22.424410081767217,20.980133276487038
1351,(주)디딤,217620,Dec-19,29769219.0,13818425.0,117030402.0,29834295.0,13503226.0,111113819.0,14.697603904695239,13.629615661749158
1352,(주)디모아,16670,Dec-11,,,,27117962.0,856590.0,28327024.0,92.7078396939968,
1353,(주)디모아,16670,Dec-12,46712022.0,5166545.0,52168522.0,30743152.0,3160449.0,37829435.0,72.9133358719209,79.63705968131511
1354,(주)디모아,16670,Dec-13,52641178.0,9882272.0,63223890.0,32306179.0,7592866.0,47508663.0,52.01854028180082,67.63093191513524
1355,(주)디모아,16670,Dec-14,63185365.0,11886241.0,73222299.0,43470109.0,10693728.0,59397023.0,55.18185818841459,70.05942820779228
1356,(주)디모아,16670,Dec-15,79020708.0,4323187.0,86485309.0,46024679.0,299261.0,59869670.0,76.37492907510598,86.3701845593221
1357,(주)디모아,16670,Dec-16,63907850.0,3105914.0,83167982.0,41094280.0,916673.0,66490368.0,60.426206394285565,73.10738404113256
1358,(주)디모아,16670,Dec-17,62471978.0,1545290.0,85079445.0,40848260.0,733703.0,69440308.0,57.768403043373596,71.61152496939772
1359,(주)디모아,16670,Dec-18,64975213.0,409346.0,92574280.0,34138370.0,5281.0,67553811.0,50.52725892844151,69.74493023332182
1360,(주)디모아,16670,Dec-19,86078951.0,318101.0,102374669.0,38539858.0,33.0,61389633.0,62.77904446830623,83.77155290240792
1361,(주)디바이스이엔지,187870,Dec-17,,,,62588610.0,17230329.0,79756898.0,56.87066841541405,
1362,(주)디바이스이엔지,187870,Dec-18,,,,52397963.0,9489660.0,74549363.0,57.556900922144706,
1363,(주)디바이스이엔지,187870,Dec-19,,,,85374191.0,25734671.0,107991965.0,55.22588648146184,
1364,(주)디비아이엔씨,12030,Dec-11,133657144.0,9092461.0,686746431.0,133599057.0,9300512.0,664749627.0,18.698550544654914,18.138380831279484
1365,(주)디비아이엔씨,12030,Dec-12,186427965.0,10977785.0,693327543.0,188870422.0,10977785.0,671558435.0,26.489524623423126,25.30552576071538
1366,(주)디비아이엔씨,12030,Dec-13,186036732.0,12021095.0,638356756.0,186626534.0,12021095.0,654682413.0,26.670250419572522,27.259935038582096
1367,(주)디비아이엔씨,12030,Dec-14,137506858.0,10136177.0,365853366.0,131618622.0,10136177.0,359439139.0,33.797778766657906,34.81468064448531
1368,(주)디비아이엔씨,12030,Dec-15,182404085.0,1929080.0,276200611.0,180205394.0,1929080.0,276075787.0,64.57513566736658,65.34200063735558
1369,(주)디비아이엔씨,12030,Dec-16,54657980.0,4889026.0,214971054.0,52617767.0,4889026.0,214971054.0,22.202403584996144,23.15146763898734
1370,(주)디비아이엔씨,12030,Dec-17,60631335.0,1004503.0,193495948.0,60563870.0,1004503.0,193518033.0,30.77716638428213,30.815545553439705
1371,(주)디비아이엔씨,12030,Dec-18,83654778.0,8353681.0,288416201.0,62734963.0,8353681.0,288195834.0,18.869558676549087,26.1084837602448
1372,(주)디비아이엔씨,12030,Dec-19,83915480.0,7259676.0,363158130.0,62441923.0,7259676.0,372989588.0,14.794581075544661,21.108106267647102
1373,(주)디스플레이테크,66670,Dec-11,,,,69015614.0,3749074.0,130035398.0,50.19136404688822,
1374,(주)디스플레이테크,66670,Dec-12,,,,109104955.0,5720916.0,183976284.0,56.19422066378947,
1375,(주)디스플레이테크,66670,Dec-13,,,,209775110.0,14250329.0,304073877.0,64.30173579166092,
1376,(주)디스플레이테크,66670,Dec-14,,,,170454316.0,22510853.0,266110759.0,55.594694312979655,
1377,(주)디스플레이테크,66670,Dec-15,,,,104206205.0,5019730.0,198212543.0,50.040463382784004,
1378,(주)디스플레이테크,66670,Dec-16,,,,88039881.0,2525919.0,180278673.0,47.43431964356649,
1379,(주)디스플레이테크,66670,Dec-17,,,,69729143.0,4035899.0,166844088.0,39.37403164084544,
1380,(주)디스플레이테크,66670,Dec-18,,,,74164826.0,2779530.0,172266882.0,41.438781018861185,
1381,(주)디스플레이테크,66670,Dec-19,,,,68797929.0,1954931.0,167971201.0,39.794320456159625,
1382,(주)디아이,3160,Dec-11,81204435.0,28387974.0,188261131.0,49019628.0,15916678.0,141656545.0,23.368457842876232,28.05489413531676
1383,(주)디아이,3160,Dec-12,89086218.0,25808139.0,188020556.0,55234380.0,18184102.0,149804529.0,24.732415132789477,33.654872821458945
1384,(주)디아이,3160,Dec-13,91209350.0,17120410.0,184476587.0,64556626.0,11430462.0,153412329.0,34.629657437766944,40.16170355536771
1385,(주)디아이,3160,Dec-14,90365397.0,13237459.0,179415424.0,69578138.0,7938810.0,153313187.0,40.204844218651594,42.98846569623802
1386,(주)디아이,3160,Dec-15,61767159.0,8538389.0,171701971.0,41201748.0,3724446.0,143777580.0,26.066165531510542,31.00067500098761
1387,(주)디아이,3160,Dec-16,63561371.0,15031486.0,179576752.0,40463622.0,10523643.0,148363889.0,20.180098541364064,27.02459224788741
1388,(주)디아이,3160,Dec-17,91345764.0,24203841.0,201552129.0,58420995.0,13751606.0,161795318.0,27.60857950166395,33.312435513891295
1389,(주)디아이,3160,Dec-18,88660278.0,31443688.0,210488936.0,48613208.0,20366867.0,159491494.0,17.710249174792985,27.182706648296236
1390,(주)디아이,3160,Dec-19,100994559.0,33092842.0,214826209.0,64948447.0,21713456.0,175313891.0,24.661474771557035,31.60774344810041
1391,(주)디아이씨,92200,Dec-11,223280918.0,110471773.0,528402290.0,172226954.0,74870987.0,397603188.0,24.485710864068828,21.34910221528374
1392,(주)디아이씨,92200,Dec-12,224203045.0,106930886.0,546804337.0,175687594.0,73612019.0,424232003.0,24.06126229944043,21.446823125691488
1393,(주)디아이씨,92200,Dec-13,210285331.0,104204854.0,553613090.0,144441320.0,70404287.0,431021443.0,17.177111302093618,19.16148279658633
1394,(주)디아이씨,92200,Dec-14,202311414.0,102719589.0,563512800.0,125810528.0,67401536.0,434517320.0,13.44227014932339,17.673391802280268
1395,(주)디아이씨,92200,Dec-15,217723618.0,112950600.0,585802945.0,130386631.0,71823415.0,450148181.0,13.00976400035703,17.885368944329905
1396,(주)디아이씨,92200,Dec-16,285037704.0,131782007.0,733802132.0,160803267.0,79405427.0,494590435.0,16.45762518638275,20.885152865704676
1397,(주)디아이씨,92200,Dec-17,333703894.0,141891637.0,829328476.0,189557407.0,85616022.0,538773509.0,19.292222661972048,23.128623042723063
1398,(주)디아이씨,92200,Dec-18,328698480.0,174100042.0,810320832.0,200580089.0,101022095.0,542793333.0,18.34178644931882,19.07867006435298
1399,(주)디아이씨,92200,Dec-19,308997966.0,157620943.0,779788534.0,189323898.0,99293823.0,502680802.0,17.909988732770422,19.41257358882889
1400,(주)디아크,78590,Dec-11,,,,9069128.0,608934.0,14997453.0,56.41087189938185,
1401,(주)디아크,78590,Dec-12,,,,8580432.0,533640.0,16765329.0,47.99662446230551,
1402,(주)디아크,78590,Dec-13,,,,7142691.0,356769.0,15246905.0,44.50688188848819,
1403,(주)디아크,78590,Dec-14,,,,8379067.0,337492.0,16708694.0,48.12808828745083,
1404,(주)디아크,78590,Dec-15,,,,8853506.0,349376.0,18875607.0,45.05354450323107,
1405,(주)디아크,78590,Dec-16,,,,11677312.0,414806.0,21553844.0,52.252888162315735,
1406,(주)디아크,78590,Dec-17,,,,13490078.0,391119.0,27530067.0,47.58055619697548,
1407,(주)디아크,78590,Dec-18,41297747.0,1118660.0,70085034.0,37858284.0,678539.0,63709884.0,58.357891532183615,57.329054017438295
1408,(주)디아크,78590,Dec-19,45794622.0,9706315.0,71913569.0,41428390.0,832207.0,64605288.0,62.83724483977225,50.18288968525536
1409,(주)디알비동일,4840,Dec-11,249262221.0,63960235.0,522115419.0,165842571.0,32193970.0,393174353.0,33.992197095317664,35.490617449089356
1410,(주)디알비동일,4840,Dec-12,178812735.0,33924895.0,368994998.0,84278471.0,3384873.0,223432593.0,36.20492288696663,39.265529556040214
1411,(주)디알비동일,4840,Dec-13,284381812.0,57917716.0,567066429.0,85547712.0,3105505.0,254574210.0,32.38435150206299,39.93607881167658
1412,(주)디알비동일,4840,Dec-14,329055707.0,69289965.0,617244613.0,88368340.0,4243125.0,258996213.0,32.481252920867995,42.0847321351997
1413,(주)디알비동일,4840,Dec-15,334806963.0,75509050.0,639083096.0,68651163.0,6628916.0,262548810.0,23.623130114358545,40.573426933514135
1414,(주)디알비동일,4840,Dec-16,344126571.0,80628186.0,701206828.0,64323412.0,6886786.0,273155471.0,21.02708241197922,37.57784072804265
1415,(주)디알비동일,4840,Dec-17,301053030.0,77490427.0,677426447.0,58592360.0,8801289.0,272812298.0,18.25103610248538,33.00175303017067
1416,(주)디알비동일,4840,Dec-18,307345463.0,87100027.0,714235989.0,60229703.0,7838886.0,274239860.0,19.10401245099819,30.836507735820636
1417,(주)디알비동일,4840,Dec-19,319781106.0,84028773.0,745278927.0,56452733.0,6463204.0,278587627.0,17.943915721712937,31.632765191548213
1418,(주)디알젬,263690,Dec-18,31811821.0,12099060.0,46285007.0,31811771.0,12053148.0,46674657.0,42.332658170364276,42.589949268021066
1419,(주)디알젬,263690,Dec-19,44040040.0,18560003.0,63046253.0,44120014.0,18397670.0,63489548.0,40.514296935930304,40.414831631627656
1420,(주)디알텍,214680,Dec-15,,,,,,,,
1421,(주)디알텍,214680,Dec-16,27543341.0,9938306.0,37617822.0,27702830.0,8837839.0,38043113.0,49.588452448673166,46.79971902679533
1422,(주)디알텍,214680,Dec-17,31258435.0,10876508.0,43511933.0,30295189.0,10250848.0,43378522.0,46.207985140664775,46.8421547716577
1423,(주)디알텍,214680,Dec-18,35252120.0,10674140.0,49797948.0,33984028.0,9515229.0,49653053.0,49.27954581161404,49.355407174608885
1424,(주)디알텍,214680,Dec-19,48524743.0,12828301.0,70958295.0,46089086.0,10648895.0,71560870.0,49.524539039282224,50.30622846842642
1425,(주)디앤씨미디어,263720,Dec-17,,,,33031636.0,277298.0,35747220.0,91.62765104531205,
1426,(주)디앤씨미디어,263720,Dec-18,39568407.0,726235.0,43639727.0,39224851.0,726235.0,43768673.0,87.95929453927013,89.0064504757328
1427,(주)디앤씨미디어,263720,Dec-19,48999093.0,1015476.0,53449595.0,47989719.0,1015476.0,52879947.0,88.83186475205808,89.77358387841853
1428,(주)디에스앤엘,141020,Dec-13,13945893.0,3718263.0,28481699.0,12749454.0,2529338.0,27306648.0,37.42720820219311,35.90947997870492
1429,(주)디에스앤엘,141020,Dec-14,21021298.0,4168071.0,35400439.0,20256248.0,2609658.0,34770399.0,50.75176157742683,47.60739549020847
1430,(주)디에스앤엘,141020,Dec-15,18903428.0,2594251.0,32832038.0,18674239.0,2991363.0,33000007.0,47.5238565858486,49.67458005500603
1431,(주)디에스앤엘,141020,Dec-16,14296567.0,157658.0,28784785.0,14572877.0,157658.0,28400863.0,50.75627103303164,49.11938372998096
1432,(주)디에스앤엘,141020,Dec-17,26136856.0,2172554.0,35626995.0,25828773.0,2172554.0,35474508.0,66.68512217280082,67.26444933118833
1433,(주)디에스앤엘,141020,Dec-18,70521414.0,22190076.0,77208383.0,65049065.0,18923787.0,74234227.0,62.134785885222456,62.59856264571685
1434,(주)디에스앤엘,141020,Dec-19,60641848.0,1092558.0,72600826.0,18259470.0,0.0,19012926.0,96.03713810278333,82.02288221899845
1435,(주)디에스케이,109740,Dec-11,30426166.0,1971154.0,40826431.0,29938100.0,1730196.0,40686370.0,69.33010735536249,69.69752511553116
1436,(주)디에스케이,109740,Dec-12,27161338.0,2492963.0,36888452.0,26815279.0,2290243.0,36927565.0,66.41389975212284,66.87289290426175
1437,(주)디에스케이,109740,Dec-13,26605387.0,1543717.0,36090434.0,26317160.0,1392258.0,36221923.0,68.81164757597216,69.44130957250334
1438,(주)디에스케이,109740,Dec-14,36769010.0,1486566.0,46018793.0,36368992.0,1394394.0,46067114.0,75.92096609307889,76.66964233503474
1439,(주)디에스케이,109740,Dec-15,46003815.0,3232297.0,55047429.0,45025847.0,3120493.0,54519680.0,76.8628025696409,77.69939264556751
1440,(주)디에스케이,109740,Dec-16,82197831.0,7321867.0,179389785.0,32578452.0,959016.0,112787890.0,28.0344246177493,41.73925733842649
1441,(주)디에스케이,109740,Dec-17,111144428.0,2484940.0,163321779.0,110146929.0,2209808.0,153376217.0,70.37409261437189,66.5309235947032
1442,(주)디에스케이,109740,Dec-18,89817828.0,4348134.0,164451241.0,85754412.0,4136502.0,144853007.0,56.34533358358242,51.972665867568615
1443,(주)디에스케이,109740,Dec-19,63810597.0,4277293.0,171897832.0,52376711.0,4043572.0,148458560.0,32.55665352001259,34.63295802357763
1444,(주)디에이테크놀로지,196490,Dec-14,25670573.0,393232.0,34491956.0,25509282.0,393232.0,34498114.0,72.80412488636335,73.284742100448
1445,(주)디에이테크놀로지,196490,Dec-15,26623637.0,1114131.0,46798087.0,26353646.0,1108814.0,46714476.0,54.04070464153339,54.509719596016815
1446,(주)디에이테크놀로지,196490,Dec-16,46291371.0,1211378.0,73563751.0,46055799.0,1209946.0,73635301.0,60.90265455694953,61.2801718063561
1447,(주)디에이테크놀로지,196490,Dec-17,53490115.0,3587525.0,92144515.0,53019660.0,3587043.0,91963115.0,53.75265616002677,54.15687520847009
1448,(주)디에이테크놀로지,196490,Dec-18,95993493.0,4091777.0,157728816.0,94836596.0,3978560.0,157208549.0,57.79458978404539,58.26564754026937
1449,(주)디에이테크놀로지,196490,Dec-19,78105253.0,2752760.0,122217450.0,78994831.0,2747756.0,123800679.0,61.58857577832833,61.65444705318267
1450,(주)디에이피,66900,Dec-11,,,,49503478.0,22583681.0,199470810.0,13.495607201875803,
1451,(주)디에이피,66900,Dec-12,,,,49557980.0,16656016.0,219424832.0,14.994640169076215,
1452,(주)디에이피,66900,Dec-13,,,,55864388.0,25529426.0,228830608.0,13.256514181005016,
1453,(주)디에이피,66900,Dec-14,,,,73229965.0,25910261.0,284054336.0,16.65868040120324,
1454,(주)디에이피,66900,Dec-15,,,,60298155.0,26989937.0,251564237.0,13.240442440154956,
1455,(주)디에이피,66900,Dec-16,,,,64640413.0,35319942.0,238950607.0,12.270515387307638,
1456,(주)디에이피,66900,Dec-17,,,,66445854.0,36865883.0,229912365.0,12.865759090425607,
1457,(주)디에이피,66900,Dec-18,,,,59521919.0,28282444.0,219431626.0,14.236541728036961,
1458,(주)디에이피,66900,Dec-19,,,,71381525.0,39519794.0,225787010.0,14.111410129395841,
1459,(주)디엔에이링크,127120,Dec-11,,,,12432676.0,2456083.0,20492074.0,48.68513065100195,
1460,(주)디엔에이링크,127120,Dec-12,,,,19086319.0,3089306.0,30033774.0,53.263412716630285,
1461,(주)디엔에이링크,127120,Dec-13,,,,11922498.0,3370466.0,22407078.0,38.16665430450146,
1462,(주)디엔에이링크,127120,Dec-14,,,,9163913.0,3166360.0,20476534.0,29.289883727392535,
1463,(주)디엔에이링크,127120,Dec-15,15353437.0,2414624.0,32729926.0,15322744.0,2414624.0,33861859.0,38.11993901457094,39.53205699273503
1464,(주)디엔에이링크,127120,Dec-16,13425949.0,2844471.0,25860316.0,12971032.0,2705465.0,24845576.0,41.317484448740494,40.9178217311807
1465,(주)디엔에이링크,127120,Dec-17,15126333.0,1949747.0,25067374.0,15142615.0,1949747.0,24992396.0,52.787527854472216,52.56468427845693
1466,(주)디엔에이링크,127120,Dec-18,22517007.0,2290156.0,35066550.0,18739058.0,2221310.0,34747561.0,47.536424211184205,57.68132593597032
1467,(주)디엔에이링크,127120,Dec-19,14644481.0,3804424.0,25900053.0,12341919.0,3812703.0,24516852.0,34.78919724277815,41.853416284514935
1468,(주)디엔에프,92070,Dec-11,,,,16470975.0,11664490.0,55141714.0,8.716604275304174,
1469,(주)디엔에프,92070,Dec-12,,,,20085208.0,14144542.0,68347769.0,8.691821381909334,
1470,(주)디엔에프,92070,Dec-13,,,,12657409.0,8278206.0,57790425.0,7.577731086075246,
1471,(주)디엔에프,92070,Dec-14,,,,22476636.0,10739159.0,67661039.0,17.34746786847302,
1472,(주)디엔에프,92070,Dec-15,,,,27795702.0,13934267.0,79447690.0,17.447247364901358,
1473,(주)디엔에프,92070,Dec-16,,,,30731508.0,16069853.0,93855379.0,15.621539389873435,
1474,(주)디엔에프,92070,Dec-17,,,,38984962.0,12570950.0,102224630.0,25.83918572265803,
1475,(주)디엔에프,92070,Dec-18,,,,38521832.0,17040566.0,115553080.0,18.58995536942849,
1476,(주)디엔에프,92070,Dec-19,,,,32409394.0,17667563.0,110119296.0,13.387146063846975,
1477,(주)디엔오토모티브,7340,Dec-11,384535387.0,110739903.0,740062652.0,207880368.0,56032923.0,598676699.0,25.363847507951863,36.99625744659251
1478,(주)디엔오토모티브,7340,Dec-12,343763544.0,104370112.0,730588820.0,176825325.0,46225203.0,576754932.0,22.643954087591574,32.76719071611306
1479,(주)디엔오토모티브,7340,Dec-13,365179830.0,139416674.0,798296716.0,193895754.0,56730913.0,619850775.0,22.128687505472588,28.28060688151447
1480,(주)디엔오토모티브,7340,Dec-14,450588805.0,131144491.0,971558345.0,202629004.0,42775413.0,618327464.0,25.852578173690826,32.87958110225485
1481,(주)디엔오토모티브,7340,Dec-15,465383552.0,129235656.0,1064506282.0,157985968.0,37179459.0,641585975.0,18.82935626826942,31.577821726748628
1482,(주)디엔오토모티브,7340,Dec-16,474620149.0,131619722.0,1115539571.0,155718786.0,37899874.0,663744957.0,17.750630081246705,30.747490803264387
1483,(주)디엔오토모티브,7340,Dec-17,387821769.0,119221249.0,778625093.0,47334475.0,19713749.0,289464247.0,9.542016427334461,34.49677160610081
1484,(주)디엔오토모티브,7340,Dec-18,454682427.0,133818791.0,870759626.0,101415121.0,22350776.0,357756951.0,22.10001644384542,36.84870386951082
1485,(주)디엔오토모티브,7340,Dec-19,431881633.0,136947874.0,911746199.0,79122289.0,23675373.0,360913696.0,15.362929313716043,32.34823016794392
1486,(주)디엠에스,68790,Dec-11,197250203.0,14545731.0,391440928.0,192059641.0,9106719.0,378853702.0,48.29117969130997,46.6748515372414
1487,(주)디엠에스,68790,Dec-12,116924857.0,7705506.0,282264095.0,101308921.0,3276509.0,272082817.0,36.03035762453165,38.69402907939815
1488,(주)디엠에스,68790,Dec-13,116296328.0,9145373.0,274795973.0,111868669.0,2645216.0,275054652.0,39.709727578066925,38.99291311667075
1489,(주)디엠에스,68790,Dec-14,99910033.0,10169087.0,219824413.0,96531321.0,2658022.0,220374639.0,42.597142496056456,40.82392159054691
1490,(주)디엠에스,68790,Dec-15,114764816.0,14679751.0,232026296.0,144528002.0,2165037.0,259003996.0,54.96554771301675,43.135225069489536
1491,(주)디엠에스,68790,Dec-16,113204498.0,13500415.0,268333602.0,120971886.0,1840440.0,272128823.0,43.77759205609764,37.156763915091034
1492,(주)디엠에스,68790,Dec-17,149549936.0,17969335.0,298505200.0,137211551.0,2705533.0,279263248.0,48.16459701134752,44.079835460152786
1493,(주)디엠에스,68790,Dec-18,159939972.0,14616274.0,317314698.0,165814551.0,1460818.0,315609965.0,52.074950485166084,45.797972459504535
1494,(주)디엠에스,68790,Dec-19,134517298.0,14498465.0,302514624.0,136849051.0,1128703.0,298807052.0,45.42073123495091,39.673729293827456
1495,(주)디오,39840,Dec-11,67491344.0,10267714.0,109537364.0,69220392.0,7599570.0,111209461.0,55.40969396479676,52.24119689423967
1496,(주)디오,39840,Dec-12,47748910.0,12567591.0,102649079.0,45730365.0,11794608.0,101620701.0,33.39453149412933,34.273389827491776
1497,(주)디오,39840,Dec-13,57576479.0,12659142.0,108103126.0,53611032.0,10916276.0,104665584.0,40.79159009899567,41.550451556784765
1498,(주)디오,39840,Dec-14,64070297.0,14759983.0,119379483.0,60979868.0,10813755.0,117123113.0,42.831949830431846,41.305518134971315
1499,(주)디오,39840,Dec-15,70167102.0,11582685.0,122341140.0,66145972.0,8521968.0,119107829.0,48.379694671456065,47.88611337118487
1500,(주)디오,39840,Dec-16,89531801.0,12679650.0,150348958.0,80109121.0,9922305.0,141500427.0,49.60184042412819,51.11585209656059
1501,(주)디오,39840,Dec-17,97076319.0,16294835.0,175686046.0,92498656.0,10743042.0,168212064.0,48.602705451613744,45.980591993060166
1502,(주)디오,39840,Dec-18,126478550.0,20632927.0,225306865.0,107455537.0,14270541.0,199605860.0,46.68449914246005,46.97842784328831
1503,(주)디오,39840,Dec-19,151126689.0,26663600.0,273185095.0,137063959.0,19239906.0,240173065.0,49.057979503238634,45.55998525468602
