,회사명,거래소코드,회계년도,장기차입금(IFRS연결),단기차입금(IFRS연결),회사채(IFRS연결),자산(IFRS연결),장기차입금(IFRS개별),단기차입금(IFRS개별),회사채(IFRS개별),자산(IFRS개별),차입금의존도(개별),차입금의존도(연결)
47,(주)SH에너지화학,2360,Dec-13,500000.0,26982012.0,0.0,110488951.0,500000.0,26982012.0,0.0,109984767.0,24.98710753280952,24.873086178544675
48,(주)SH에너지화학,2360,Dec-14,0.0,9568698.0,0.0,110741407.0,0.0,9568698.0,0.0,109098264.0,8.770715178382673,8.640578315931998
49,(주)SH에너지화학,2360,Dec-15,0.0,6881833.0,0.0,115520726.0,0.0,6823233.0,0.0,114048206.0,5.982762236523036,5.957227969637241
50,(주)SH에너지화학,2360,Dec-16,0.0,3560425.0,0.0,124488724.0,0.0,3500000.0,0.0,122956894.0,2.846526035376268,2.8600381509252197
51,(주)SH에너지화학,2360,Dec-17,0.0,3553570.0,0.0,125312154.0,0.0,3500000.0,0.0,123261552.0,2.839490451978083,2.835774413390101
52,(주)SH에너지화학,2360,Dec-18,0.0,3500000.0,0.0,122434685.0,0.0,3500000.0,0.0,120895795.0,2.8950552002242924,2.858667051742731
53,(주)SH에너지화학,2360,Dec-19,4800000.0,3500000.0,0.0,123415832.0,4800000.0,3500000.0,0.0,121126250.0,6.852354464866203,6.725231168072504
54,(주)SIMPAC,9160,Dec-11,10000000.0,33556016.0,0.0,310879328.0,10000000.0,33556016.0,0.0,296953131.0,14.667639924631743,14.010586126845977
55,(주)SIMPAC,9160,Dec-12,10000000.0,30338486.0,0.0,318665505.0,10000000.0,30338486.0,0.0,307366684.0,13.123896667994114,12.658566856804912
56,(주)SIMPAC,9160,Dec-13,6666640.0,57162310.0,0.0,361985890.0,6666640.0,57162310.0,0.0,349836891.0,18.24534565738523,17.63299392691798
57,(주)SIMPAC,9160,Dec-14,2499990.0,35004397.0,0.0,381939281.0,2499990.0,25004397.0,0.0,329325876.0,8.35172362830062,9.819463162261124
58,(주)SIMPAC,9160,Dec-15,220000.0,50481896.0,0.0,422833445.0,0.0,40000000.0,0.0,369348917.0,10.829867953829684,11.990985244793018
59,(주)SIMPAC,9160,Dec-16,220000.0,24590628.0,0.0,417865468.0,0.0,10000000.0,0.0,366245273.0,2.7304106666244947,5.937467893374716
60,(주)SIMPAC,9160,Dec-17,178750.0,20000000.0,0.0,381158251.0,0.0,15000000.0,0.0,343005145.0,4.373112245881909,5.294060917495394
61,(주)SIMPAC,9160,Dec-18,123750.0,105000000.0,0.0,681750819.0,0.0,95000000.0,0.0,628334175.0,15.11934314252444,15.419673445232782
62,(주)SIMPAC,9160,Dec-19,68750.0,126700000.0,0.0,679145850.0,0.0,102000000.0,0.0,608693104.0,16.757213007624284,18.665909539165998
63,(주)SNT에너지,100840,Dec-11,,,,,0.0,20000000.0,0.0,276511841.0,7.2329633073471165,
64,(주)SNT에너지,100840,Dec-12,,,,,0.0,0.0,0.0,292802033.0,0.0,
65,(주)SNT에너지,100840,Dec-13,,,,,0.0,0.0,0.0,311675279.0,0.0,
66,(주)SNT에너지,100840,Dec-14,,,,,0.0,0.0,0.0,304511816.0,0.0,
67,(주)SNT에너지,100840,Dec-15,,,,,0.0,0.0,0.0,316196096.0,0.0,
68,(주)SNT에너지,100840,Dec-16,,,,,0.0,0.0,0.0,348042346.0,0.0,
69,(주)SNT에너지,100840,Dec-17,,,,,0.0,0.0,0.0,300266693.0,0.0,
70,(주)SNT에너지,100840,Dec-18,,,,,0.0,0.0,0.0,280991534.0,0.0,
71,(주)SNT에너지,100840,Dec-19,0.0,0.0,0.0,333897235.0,0.0,0.0,0.0,331391237.0,0.0,0.0
