,회사명,거래소코드,회계년도,장기차입금(IFRS연결),단기차입금(IFRS연결),회사채(IFRS연결),자산(IFRS연결),장기차입금(IFRS개별),단기차입금(IFRS개별),회사채(IFRS개별),자산(IFRS개별),차입금의존도(개별),차입금의존도(연결)
4163,(주)에스원,12750,Dec-15,0.0,0.0,0.0,1394426507.0,0.0,0.0,0.0,545201057.0,0.0,0.0
4164,(주)에스원,12750,Dec-16,0.0,0.0,0.0,1460376647.0,0.0,0.0,0.0,534879837.0,0.0,0.0
4165,(주)에스원,12750,Dec-17,0.0,0.0,0.0,1581536979.0,0.0,0.0,0.0,611442667.0,0.0,0.0
4166,(주)에스원,12750,Dec-18,0.0,0.0,0.0,1682854294.0,0.0,0.0,0.0,536598043.0,0.0,0.0
4167,(주)에스원,12750,Dec-19,0.0,0.0,0.0,1794959719.0,0.0,0.0,0.0,515339112.0,0.0,0.0
4168,(주)에스제이그룹,306040,Dec-19,11552.0,0.0,0.0,91857647.0,11552.0,0.0,0.0,518921419.0,0.0022261559413487998,0.012575980745511585
4169,(주)에스제이엠,123700,Dec-11,0.0,10000000.0,0.0,156713776.0,0.0,10000000.0,0.0,521235257.0,1.9185194910942105,6.381059952253336
4170,(주)에스제이엠,123700,Dec-12,0.0,8107039.0,0.0,162096067.0,0.0,8000000.0,0.0,564429867.0,1.4173594396272442,5.0013792129823855
4171,(주)에스제이엠,123700,Dec-13,0.0,3442016.0,0.0,162337419.0,0.0,3165900.0,0.0,48126701.0,6.578260994868525,2.120285034222455
4172,(주)에스제이엠,123700,Dec-14,0.0,3297600.0,0.0,173039392.0,0.0,3297600.0,0.0,69870377.0,4.719596689738772,1.9056932423803246
4173,(주)에스제이엠,123700,Dec-15,0.0,0.0,0.0,185776445.0,0.0,0.0,0.0,52542796.0,0.0,0.0
4174,(주)에스제이엠,123700,Dec-16,0.0,0.0,0.0,205931303.0,0.0,0.0,0.0,63643034.0,0.0,0.0
4175,(주)에스제이엠,123700,Dec-17,0.0,0.0,0.0,205071053.0,0.0,0.0,0.0,42746226.0,0.0,0.0
4176,(주)에스제이엠,123700,Dec-18,0.0,750000.0,0.0,200078252.0,0.0,750000.0,0.0,37118867.0,2.0205358099965713,0.3748533348841932
4177,(주)에스제이엠,123700,Dec-19,0.0,0.0,0.0,220444686.0,0.0,0.0,0.0,30675175.0,0.0,0.0
4178,(주)에스제이엠홀딩스,25530,Dec-11,500000.0,10509944.0,0.0,227097338.0,0.0,0.0,0.0,37877798.0,0.0,4.848116713723875
4179,(주)에스제이엠홀딩스,25530,Dec-12,0.0,8607039.0,0.0,229808762.0,0.0,0.0,0.0,24913678.0,0.0,3.7453049766657727
4180,(주)에스제이엠홀딩스,25530,Dec-13,0.0,4942016.0,0.0,230129109.0,0.0,0.0,0.0,22276928.0,0.0,2.147497125189843
4181,(주)에스제이엠홀딩스,25530,Dec-14,0.0,3297600.0,0.0,239584139.0,0.0,0.0,0.0,43573095.0,0.0,1.3763849367340633
4182,(주)에스제이엠홀딩스,25530,Dec-15,12000000.0,0.0,0.0,260302124.0,12000000.0,0.0,0.0,44234219.0,27.12831891527236,4.61002769228268
4183,(주)에스제이엠홀딩스,25530,Dec-16,12117327.0,150000.0,0.0,278845875.0,12117327.0,0.0,0.0,55274000.0,21.922290769620435,4.399321668287186
4184,(주)에스제이엠홀딩스,25530,Dec-17,469309.0,0.0,0.0,291719709.0,469309.0,0.0,0.0,53864446.0,0.8712778740915669,0.1608766859149719
4185,(주)에스제이엠홀딩스,25530,Dec-18,0.0,12750000.0,0.0,289533520.0,0.0,12000000.0,0.0,66549354.0,18.031730255413148,4.403635199129966
4186,(주)에스제이엠홀딩스,25530,Dec-19,0.0,12000000.0,0.0,308888413.0,0.0,12000000.0,0.0,64101045.0,18.720443637073313,3.884898071589367
4187,(주)에스지글로벌,1380,Dec-11,1531626.0,31604678.0,0.0,188826231.0,1531626.0,28473369.0,0.0,78621373.0,38.163916318276456,17.548570357261433
4188,(주)에스지글로벌,1380,Dec-12,22023058.0,10881045.0,0.0,186004029.0,22023058.0,8524205.0,0.0,72913292.0,41.89532822081329,17.689994768876755
4189,(주)에스지글로벌,1380,Dec-13,11629051.0,8261024.0,0.0,196480577.0,9518451.0,5521668.0,0.0,64289391.0,23.394402662797038,10.123176195680655
4190,(주)에스지글로벌,1380,Dec-14,22995585.0,25635627.0,0.0,201184232.0,20797185.0,22814851.0,0.0,60354102.0,72.26026824158531,24.172476896698345
4191,(주)에스지글로벌,1380,Dec-15,2344000.0,30904860.0,0.0,203147148.0,0.0,22337890.0,0.0,53447698.0,41.79392347262552,16.366884953757758
4192,(주)에스지글로벌,1380,Dec-16,0.0,58581003.0,0.0,210143168.0,0.0,43696632.0,0.0,63715894.0,68.58042672994591,27.8767107003926
4193,(주)에스지글로벌,1380,Dec-17,0.0,39185445.0,0.0,197415490.0,0.0,25688061.0,0.0,73825419.0,34.79568602245251,19.849225103865965
4194,(주)에스지글로벌,1380,Dec-18,10000000.0,30356661.0,0.0,199625376.0,10000000.0,14103592.0,0.0,154320026.0,15.619224947512645,20.216197864544036
4195,(주)에스지글로벌,1380,Dec-19,0.0,24549763.0,0.0,204066348.0,0.0,10000000.0,0.0,265990300.0,3.7595355920873805,12.030284875779715
4196,(주)에스지세계물산,4060,Dec-11,3459900.0,37614981.0,0.0,305271605.0,3459900.0,34155081.0,0.0,302106277.0,12.450910114654784,13.455192139471997
4197,(주)에스지세계물산,4060,Dec-12,0.0,28384717.0,0.0,291832827.0,0.0,27420727.0,0.0,286912768.0,9.557165124139752,9.726361935287013
4198,(주)에스지세계물산,4060,Dec-13,0.0,25806428.0,0.0,285580123.0,0.0,24856658.0,0.0,340797077.0,7.293682862191919,9.036493061528656
4199,(주)에스지세계물산,4060,Dec-14,0.0,36896328.0,0.0,289973999.0,0.0,35357448.0,0.0,392374869.0,9.01113980365547,12.724012541552042
4200,(주)에스지세계물산,4060,Dec-15,0.0,38575734.0,0.0,291667618.0,0.0,36407534.0,0.0,436117975.0,8.348092967275655,13.225922803675793
4201,(주)에스지세계물산,4060,Dec-16,6500000.0,43387230.0,0.0,302004755.0,6500000.0,41332780.0,0.0,534318733.0,8.952106120524132,16.51869024380096
4202,(주)에스지세계물산,4060,Dec-17,36000000.0,43401692.0,0.0,324261308.0,36000000.0,42105298.0,0.0,565047824.0,13.822776530150835,24.486946188473404
4203,(주)에스지세계물산,4060,Dec-18,36500000.0,52561900.0,0.0,334422865.0,36500000.0,52338280.0,0.0,24091513.0,368.7534278150152,26.63152233923957
4204,(주)에스지세계물산,4060,Dec-19,0.0,39839614.0,0.0,287724874.0,0.0,39550164.0,0.0,50280008.0,78.65982042007631,13.846426777825263
4205,(주)에스지엔지,40610,Dec-11,16074806.0,208784747.0,0.0,918313724.0,0.0,3800000.0,0.0,87547226.0,4.34051445559223,24.486136613591544
4206,(주)에스지엔지,40610,Dec-12,79948056.0,161229460.0,0.0,943499695.0,0.0,2000000.0,0.0,86602102.0,2.3094127669095146,25.562013138753585
4207,(주)에스지엔지,40610,Dec-13,34579051.0,157564858.0,0.0,993396772.0,0.0,6000000.0,0.0,87651331.0,6.845303923565063,19.342111270721947
4208,(주)에스지엔지,40610,Dec-14,37995585.0,216895924.0,9000000.0,1012835164.0,0.0,17800000.0,0.0,82348022.0,21.615576874451218,26.05473411466192
4209,(주)에스지엔지,40610,Dec-15,9344000.0,245310659.0,0.0,1086138691.0,0.0,19000000.0,0.0,300770279.0,6.317113533681298,23.445869400485247
4210,(주)에스지엔지,40610,Dec-16,6500000.0,292004233.0,0.0,1279921140.0,0.0,18500000.0,0.0,314691180.0,5.878779316280806,23.322080061901314
4211,(주)에스지엔지,40610,Dec-17,37423326.0,242445677.0,0.0,1234294674.0,1350000.0,18000000.0,0.0,349836222.0,5.531159663621111,22.674407408161596
4212,(주)에스지엔지,40610,Dec-18,74395000.0,233924850.0,0.0,1223906290.0,10150000.0,18000000.0,0.0,68224897.0,41.26059728606113,25.191458898376933
4213,(주)에스지엔지,40610,Dec-19,65604959.0,138352409.0,0.0,1121522424.0,20000000.0,16000000.0,0.0,68401035.0,52.630782560527045,18.185759253263043
4214,(주)에스코넥,96630,Dec-11,113330.0,21098000.0,22000.0,112956928.0,0.0,20135124.0,22000.0,76638344.0,26.30161737315201,18.797722615119277
4215,(주)에스코넥,96630,Dec-12,0.0,23538363.0,101242.0,122521356.0,0.0,21989810.0,101242.0,78842862.0,28.019089413573038,19.294273073504016
4216,(주)에스코넥,96630,Dec-13,7000000.0,27432675.0,251242.0,157264265.0,7000000.0,22650830.0,251242.0,84751052.0,35.282242868206524,22.05454430477261
4217,(주)에스코넥,96630,Dec-14,7000000.0,29478477.0,150000.0,166430389.0,7000000.0,22099120.0,150000.0,60157185.0,48.62115805452,22.00828659963055
4218,(주)에스코넥,96630,Dec-15,7556667.0,25106139.0,222000.0,158937190.0,7556667.0,17889200.0,222000.0,98589612.0,26.035062395823203,20.690441299484405
4219,(주)에스코넥,96630,Dec-16,2583333.0,23010175.0,330000.0,178346876.0,2583333.0,17929350.0,330000.0,105600135.0,19.737363972119923,14.535442717819178
4220,(주)에스코넥,96630,Dec-17,0.0,33256259.0,108000.0,169031564.0,0.0,28430000.0,108000.0,106711792.0,26.743061347896774,19.738478548302375
4221,(주)에스코넥,96630,Dec-18,6666665.0,35325170.0,0.0,177107754.0,6666665.0,32060000.0,0.0,987476360.0,3.921781479406758,23.709766541333927
4222,(주)에스코넥,96630,Dec-19,6333333.0,27966310.0,0.0,162129965.0,6333333.0,24570000.0,0.0,987553477.0,3.129281980139289,21.155646952739428
4223,(주)에스텍파마,41910,Dec-11,,,,,5010000.0,5800000.0,0.0,1045437251.0,1.0340171052504423,
4224,(주)에스텍파마,41910,Dec-12,,,,,14200000.0,10300000.0,0.0,1335864866.0,1.834017842939512,
4225,(주)에스텍파마,41910,Dec-13,6100000.0,12800000.0,0.0,104369538.0,6100000.0,12800000.0,0.0,1371979845.0,1.3775712572512318,18.10873207084619
4226,(주)에스텍파마,41910,Dec-14,0.0,13000000.0,0.0,114555068.0,0.0,13000000.0,0.0,1437728384.0,0.904204169902512,11.34825392447936
4227,(주)에스텍파마,41910,Dec-15,6000000.0,7000000.0,0.0,91363579.0,6000000.0,7000000.0,0.0,1556037333.0,0.8354555333795453,14.228864655137908
4228,(주)에스텍파마,41910,Dec-16,6000000.0,7000000.0,0.0,97473231.0,6000000.0,7000000.0,0.0,1645982513.0,0.7898018294438588,13.336995056622264
4229,(주)에스텍파마,41910,Dec-17,0.0,0.0,0.0,96850991.0,0.0,0.0,0.0,1751616977.0,0.0,0.0
4230,(주)에스텍파마,41910,Dec-18,0.0,0.0,0.0,98344936.0,0.0,0.0,0.0,89588318.0,0.0,0.0
4231,(주)에스텍파마,41910,Dec-19,0.0,0.0,0.0,116425611.0,0.0,0.0,0.0,133013441.0,0.0,0.0
4232,(주)에스티아이,39440,Dec-11,350000.0,2000000.0,0.0,48013888.0,0.0,2000000.0,0.0,135919187.0,1.4714625978449973,4.894417215285711
4233,(주)에스티아이,39440,Dec-12,0.0,4700000.0,0.0,49150984.0,0.0,4700000.0,0.0,142171768.0,3.305860274594039,9.562372138877219
4234,(주)에스티아이,39440,Dec-13,1200000.0,4800000.0,0.0,59112358.0,1200000.0,4000000.0,0.0,142498395.0,3.649163908126825,10.150161832488564
4235,(주)에스티아이,39440,Dec-14,1000000.0,2736737.0,0.0,76267902.0,1000000.0,2000000.0,0.0,141675206.0,2.117519419735306,4.899488385035162
4236,(주)에스티아이,39440,Dec-15,600000.0,6284695.0,0.0,101705541.0,600000.0,5000000.0,0.0,156197867.0,3.585196205016039,6.769242788846677
4237,(주)에스티아이,39440,Dec-16,200000.0,4256886.0,0.0,144367199.0,200000.0,2400000.0,0.0,157580976.0,1.6499453588864688,3.087187415750859
4238,(주)에스티아이,39440,Dec-17,0.0,3798265.0,0.0,164687148.0,0.0,2000000.0,0.0,158013091.0,1.2657179144733015,2.3063517986236546
4239,(주)에스티아이,39440,Dec-18,0.0,45104175.0,0.0,254794070.0,0.0,41500000.0,0.0,155954333.0,26.61035394252239,17.702207512129306
4240,(주)에스티아이,39440,Dec-19,0.0,12776546.0,0.0,265663605.0,0.0,9000000.0,0.0,107513275.0,8.371059294770808,4.809294822299803
4241,(주)에스티오,98660,Dec-11,2983329.0,16666000.0,90000.0,84665635.0,2983329.0,14400000.0,0.0,107725366.0,16.136709157247143,23.314452197754143
4242,(주)에스티오,98660,Dec-12,1600000.0,19615411.0,0.0,79453859.0,1600000.0,17288600.0,0.0,106995311.0,17.65367082301392,26.701548882603674
4243,(주)에스티오,98660,Dec-13,800000.0,16097375.0,0.0,76319515.0,800000.0,14774831.0,0.0,123105426.0,12.651620246210756,22.140307102318456
4244,(주)에스티오,98660,Dec-14,2666664.0,17939495.0,0.0,78253392.0,2666664.0,17939495.0,0.0,140922798.0,14.622303340868948,26.332608048479226
4245,(주)에스티오,98660,Dec-15,6066660.0,12637451.0,0.0,76037540.0,6066660.0,12637451.0,0.0,146760561.0,12.74464397829605,24.598521993215456
4246,(주)에스티오,98660,Dec-16,4466664.0,16545642.0,0.0,75460359.0,4466664.0,16545642.0,0.0,159987153.0,13.133745807702446,27.845489046772226
4247,(주)에스티오,98660,Dec-17,200000.0,10705000.0,0.0,70331254.0,200000.0,10705000.0,0.0,161496727.0,6.752458828469013,15.505197731864698
4248,(주)에스티오,98660,Dec-18,0.0,9780000.0,0.0,68589039.0,0.0,9780000.0,0.0,164937967.0,5.929501968458239,14.2588380630322
4249,(주)에스티오,98660,Dec-19,0.0,9238230.0,0.0,68168878.0,0.0,9238230.0,0.0,159373016.0,5.796608630409555,13.55197602049428
4250,(주)에스티큐브,52020,Dec-11,699930.0,1766951.0,0.0,15413969.0,699930.0,668225.0,0.0,161365928.0,0.8478586631993341,16.004190744123072
4251,(주)에스티큐브,52020,Dec-12,299970.0,1038975.0,0.0,13711349.0,299970.0,1038975.0,0.0,170191459.0,0.7867286689163409,9.765231706960417
4252,(주)에스티큐브,52020,Dec-13,0.0,1600000.0,0.0,27553328.0,0.0,1600000.0,0.0,172505127.0,0.927508664713484,5.806921036907048
4253,(주)에스티큐브,52020,Dec-14,0.0,2500000.0,0.0,31165886.0,0.0,2500000.0,0.0,170488070.0,1.4663782633001827,8.021591300179946
4254,(주)에스티큐브,52020,Dec-15,0.0,0.0,0.0,23364922.0,0.0,0.0,0.0,177616991.0,0.0,0.0
4255,(주)에스티큐브,52020,Dec-16,0.0,0.0,0.0,40774788.0,0.0,0.0,0.0,169782157.0,0.0,0.0
4256,(주)에스티큐브,52020,Dec-17,0.0,0.0,0.0,26457389.0,0.0,0.0,0.0,168763709.0,0.0,0.0
4257,(주)에스티큐브,52020,Dec-18,0.0,0.0,0.0,58615483.0,0.0,0.0,0.0,177518701.0,0.0,0.0
4258,(주)에스티큐브,52020,Dec-19,0.0,0.0,0.0,52377928.0,0.0,0.0,0.0,304816917.0,0.0,0.0
4259,(주)에스폴리텍,50760,Dec-11,6018000.0,28344581.0,0.0,106870477.0,6018000.0,27067011.0,0.0,298365911.0,11.088736943544465,32.15348332355623
4260,(주)에스폴리텍,50760,Dec-12,7288326.0,29524092.0,0.0,109663026.0,7288326.0,19670830.0,0.0,290365335.0,9.284564219761288,33.56866880547324
4261,(주)에스폴리텍,50760,Dec-13,4341167.0,26190657.0,0.0,104507526.0,3541167.0,21700326.0,0.0,288872180.0,8.737945273927036,29.214952423617795
4262,(주)에스폴리텍,50760,Dec-14,1100000.0,36816326.0,0.0,99899292.0,0.0,32399200.0,0.0,291470303.0,11.11578080735038,37.95454926747629
4263,(주)에스폴리텍,50760,Dec-15,1100000.0,37172000.0,0.0,98859089.0,0.0,37172000.0,0.0,301415889.0,12.332462008995153,38.71368873326356
4264,(주)에스폴리텍,50760,Dec-16,696018.0,33683500.0,0.0,105713980.0,0.0,33408500.0,0.0,321749845.0,10.38337718546531,32.521259723642984
4265,(주)에스폴리텍,50760,Dec-17,6252000.0,32971400.0,0.0,108019265.0,5827000.0,32971400.0,0.0,333290661.0,11.641010247208818,36.3114857335865
4266,(주)에스폴리텍,50760,Dec-18,6750000.0,33118100.0,0.0,103386407.0,6600000.0,33118100.0,0.0,281900130.0,14.089422378059918,38.56222607678009
4267,(주)에스폴리텍,50760,Dec-19,3520000.0,26400000.0,0.0,109458241.0,3520000.0,26400000.0,0.0,93167304.0,32.114270474113965,27.334625265903917
4268,(주)에스피시스템스,317830,Dec-19,7199450.0,6368456.0,0.0,59090833.0,6709450.0,3900000.0,0.0,93642626.0,11.329722855059618,22.96110125914116
4269,(주)에스피씨삼립,5610,Dec-11,0.0,28400000.0,0.0,360572786.0,0.0,28400000.0,0.0,101315755.0,28.031178369050302,7.876357035996611
4270,(주)에스피씨삼립,5610,Dec-12,100000000.0,101500000.0,0.0,545770666.0,50000000.0,0.0,0.0,116153331.0,43.04654853161293,36.9202693645686
4271,(주)에스피씨삼립,5610,Dec-13,60000000.0,119377856.0,0.0,554470820.0,10000000.0,35000000.0,0.0,120343288.0,37.393028516887455,32.35118053642571
4272,(주)에스피씨삼립,5610,Dec-14,20000000.0,103250000.0,0.0,571738945.0,20000000.0,38000000.0,0.0,123898414.0,46.81254434782353,21.557041212226675
4273,(주)에스피씨삼립,5610,Dec-15,60000000.0,107990000.0,0.0,612875035.0,10000000.0,27000000.0,0.0,130881255.0,28.269900070869586,27.41015548136987
4274,(주)에스피씨삼립,5610,Dec-16,42900000.0,89830000.0,0.0,674649804.0,20000000.0,45900000.0,0.0,138318881.0,47.64353176049769,19.673910703455864
4275,(주)에스피씨삼립,5610,Dec-17,42000000.0,128820000.0,0.0,734419791.0,42000000.0,67700000.0,0.0,145844940.0,75.21687073956765,23.25917712094989
4276,(주)에스피씨삼립,5610,Dec-18,22900000.0,117516844.0,0.0,752266530.0,22900000.0,92516844.0,0.0,109794443.0,105.12084295559477,18.66583696073784
4277,(주)에스피씨삼립,5610,Dec-19,32000000.0,113961384.0,0.0,1196293066.0,32000000.0,86861384.0,0.0,113548743.0,104.67873167032768,12.201139348574976
4278,(주)에스피지,58610,Dec-11,5763457.0,24325634.0,0.0,119340210.0,4620000.0,23182177.0,0.0,134637534.0,20.649648113727338,25.212869157847134
4279,(주)에스피지,58610,Dec-12,11654000.0,24136049.0,0.0,122628309.0,11654000.0,22970398.0,0.0,136069592.0,25.446095259843215,29.18579673148718
4280,(주)에스피지,58610,Dec-13,8234000.0,18134934.0,0.0,130217268.0,8234000.0,16012115.0,0.0,136777990.0,17.726620342936755,20.249951795947677
4281,(주)에스피지,58610,Dec-14,7972110.0,37484153.0,0.0,147799140.0,7972110.0,33156552.0,0.0,134607919.0,30.554414855785712,30.755431323889976
4282,(주)에스피지,58610,Dec-15,6925350.0,43717287.0,0.0,157240107.0,6925350.0,39081376.0,0.0,125468639.0,36.66790870346494,32.20720080023858
4283,(주)에스피지,58610,Dec-16,18153194.0,65487358.0,0.0,246130814.0,17269662.0,58130609.0,0.0,123875362.0,60.86785118738946,33.98215389642355
4284,(주)에스피지,58610,Dec-17,16569322.0,72930511.0,0.0,246662318.0,15500000.0,63597325.0,0.0,115856763.0,68.27165109040722,36.284355764466625
4285,(주)에스피지,58610,Dec-18,8000000.0,59967839.0,0.0,275225379.0,8000000.0,51586559.0,0.0,77683161.0,76.7046014000383,24.695338506555387
4286,(주)에스피지,58610,Dec-19,8000000.0,50150828.0,0.0,275739191.0,8000000.0,37501239.0,0.0,103882943.0,43.80049090445965,21.089068909323085
4287,(주)에쎈테크,43340,Dec-11,,,,,4523782.0,38855895.0,0.0,104215688.0,41.624901041770215,
4288,(주)에쎈테크,43340,Dec-12,,,,,2334996.0,18904072.0,0.0,114550725.0,18.541190376577713,
4289,(주)에쎈테크,43340,Dec-13,,,,,1032534.0,24088508.0,0.0,91465973.0,27.464904353010056,
4290,(주)에쎈테크,43340,Dec-14,,,,,2803764.0,24097862.0,0.0,97447399.0,27.606304812712345,
4291,(주)에쎈테크,43340,Dec-15,,,,,2803662.0,24543611.0,0.0,96826832.0,28.24348626835173,
4292,(주)에쎈테크,43340,Dec-16,,,,,1672700.0,27732457.0,0.0,98258635.0,29.926282814736844,
4293,(주)에쎈테크,43340,Dec-17,,,,,620000.0,12835437.0,0.0,115960615.0,11.603454328006107,
4294,(주)에쎈테크,43340,Dec-18,,,,,1100000.0,8412580.0,0.0,45384958.0,20.959763805444084,
4295,(주)에쎈테크,43340,Dec-19,,,,,166667.0,8773580.0,0.0,46766075.0,19.11694962641188,
4296,(주)에이디칩스,54630,Dec-11,2230000.0,135288.0,0.0,22927114.0,2230000.0,0.0,0.0,56597951.0,3.94007196479604,10.31655357931225
4297,(주)에이디칩스,54630,Dec-12,2230000.0,829500.0,0.0,21173919.0,2230000.0,620000.0,0.0,72808805.0,3.9143617313867467,14.449379918757598
4298,(주)에이디칩스,54630,Dec-13,2730000.0,1107740.0,0.0,17177870.0,2730000.0,815000.0,0.0,96685702.0,3.6665193784288808,22.341186654690016
4299,(주)에이디칩스,54630,Dec-14,2730000.0,2351148.0,0.0,13035340.0,2730000.0,2351148.0,0.0,131862902.0,3.8533567234854273,38.979788789552096
4300,(주)에이디칩스,54630,Dec-15,0.0,0.0,0.0,9436595.0,0.0,0.0,0.0,151167373.0,0.0,0.0
4301,(주)에이디칩스,54630,Dec-16,0.0,2730000.0,0.0,18009648.0,0.0,2730000.0,0.0,243375990.0,1.1217211689616546,15.158541688321725
4302,(주)에이디칩스,54630,Dec-17,,,,,0.0,0.0,0.0,253139385.0,0.0,
4303,(주)에이디칩스,54630,Dec-18,,,,,3000000.0,0.0,0.0,82098354.0,3.654153650875875,
4304,(주)에이디칩스,54630,Dec-19,,,,,0.0,0.0,0.0,79029724.0,0.0,
4305,(주)에이디테크놀로지,200710,Dec-14,0.0,3300000.0,0.0,47412224.0,0.0,3300000.0,0.0,81156634.0,4.0662110259526045,6.960230340597395
4306,(주)에이디테크놀로지,200710,Dec-15,0.0,2000000.0,0.0,45723337.0,0.0,2000000.0,0.0,77568133.0,2.578378417332798,4.374133935150009
4307,(주)에이디테크놀로지,200710,Dec-16,0.0,2000000.0,0.0,48093281.0,0.0,2000000.0,0.0,75409374.0,2.6521901640504266,4.158585063056938
4308,(주)에이디테크놀로지,200710,Dec-17,,,,,0.0,2000000.0,0.0,74537177.0,2.683224775201776,
4309,(주)에이디테크놀로지,200710,Dec-18,0.0,9750000.0,0.0,76845127.0,0.0,9750000.0,0.0,69460621.0,14.036730250367327,12.687857227433563
4310,(주)에이디테크놀로지,200710,Dec-19,0.0,12750000.0,0.0,110161797.0,0.0,12750000.0,0.0,68041780.0,18.738486853224593,11.573885273494586
4311,(주)에이루트,96690,Dec-11,,,,,0.0,2009146.0,0.0,67483861.0,2.9772244359284663,
4312,(주)에이루트,96690,Dec-12,0.0,2228590.0,0.0,36814530.0,0.0,1835628.0,0.0,16176246.0,11.347676092462985,6.053560917387781
4313,(주)에이루트,96690,Dec-13,0.0,2504922.0,0.0,40810184.0,0.0,2176960.0,0.0,16690582.0,13.043044274909047,6.13798261728004
4314,(주)에이루트,96690,Dec-14,,,,,0.0,824736.0,1158739.0,27951391.0,7.096158470252875,
4315,(주)에이루트,96690,Dec-15,,,,,0.0,2436293.0,0.0,31428037.0,7.751973182416706,
4316,(주)에이루트,96690,Dec-16,0.0,2998151.0,0.0,130429497.0,0.0,2998151.0,0.0,24258955.0,12.358945387383752,2.2986755825639653
4317,(주)에이루트,96690,Dec-17,0.0,646616.0,0.0,116428169.0,0.0,645112.0,0.0,43250905.0,1.491557228686891,0.5553776251518652
4318,(주)에이루트,96690,Dec-18,0.0,138969.0,0.0,86441024.0,0.0,138969.0,0.0,35677384.0,0.3895156662831557,0.16076741524950006
4319,(주)에이루트,96690,Dec-19,0.0,2005000.0,0.0,190315597.0,0.0,0.0,0.0,69524514.0,0.0,1.0535132336000816
4320,(주)에이블씨엔씨,78520,Dec-11,0.0,0.0,0.0,187955123.0,0.0,0.0,0.0,56802206.0,0.0,0.0
4321,(주)에이블씨엔씨,78520,Dec-12,0.0,0.0,0.0,235227820.0,0.0,0.0,0.0,104196133.0,0.0,0.0
4322,(주)에이블씨엔씨,78520,Dec-13,0.0,0.0,0.0,238805956.0,0.0,0.0,0.0,96468758.0,0.0,0.0
4323,(주)에이블씨엔씨,78520,Dec-14,0.0,0.0,0.0,228316962.0,0.0,0.0,0.0,97971145.0,0.0,0.0
4324,(주)에이블씨엔씨,78520,Dec-15,0.0,0.0,0.0,250540863.0,0.0,0.0,0.0,95770019.0,0.0,0.0
4325,(주)에이블씨엔씨,78520,Dec-16,0.0,0.0,0.0,277859818.0,0.0,0.0,0.0,102116336.0,0.0,0.0
4326,(주)에이블씨엔씨,78520,Dec-17,0.0,0.0,0.0,372641584.0,0.0,0.0,0.0,104297494.0,0.0,0.0
4327,(주)에이블씨엔씨,78520,Dec-18,1519424.0,1388000.0,0.0,388078221.0,0.0,0.0,0.0,108597362.0,0.0,0.7491850463826981
4328,(주)에이블씨엔씨,78520,Dec-19,99960.0,7638585.0,0.0,433270432.0,0.0,0.0,0.0,103583700.0,0.0,1.7860773384138984
4329,(주)에이비프로바이오,195990,Dec-15,22429000.0,2708250.0,0.0,137026756.0,22429000.0,0.0,0.0,112049382.0,20.01706711778205,18.344774943077542
4330,(주)에이비프로바이오,195990,Dec-16,0.0,6064100.0,0.0,166420844.0,0.0,0.0,0.0,56744844.0,0.0,3.6438344225678847
4331,(주)에이비프로바이오,195990,Dec-17,441504.0,10797410.0,0.0,171929134.0,0.0,1148340.0,0.0,361190490.0,0.3179319588397801,6.536945623189144
4332,(주)에이비프로바이오,195990,Dec-18,864546.0,5745133.0,0.0,176470723.0,0.0,20000.0,0.0,389000191.0,0.0051413856503736265,3.745481906366984
4333,(주)에이비프로바이오,195990,Dec-19,841883.0,2601320.0,0.0,188942135.0,0.0,0.0,0.0,410494917.0,0.0,1.822358469697614
4334,(주)에이스침대,3800,Dec-11,0.0,0.0,0.0,288168281.0,0.0,0.0,0.0,409080769.0,0.0,0.0
4335,(주)에이스침대,3800,Dec-12,0.0,0.0,0.0,311720872.0,0.0,0.0,0.0,383727049.0,0.0,0.0
4336,(주)에이스침대,3800,Dec-13,0.0,0.0,0.0,332892147.0,0.0,0.0,0.0,420244594.0,0.0,0.0
4337,(주)에이스침대,3800,Dec-14,0.0,0.0,0.0,351655601.0,0.0,0.0,0.0,449076257.0,0.0,0.0
4338,(주)에이스침대,3800,Dec-15,0.0,0.0,0.0,382261937.0,0.0,0.0,0.0,594160857.0,0.0,0.0
4339,(주)에이스침대,3800,Dec-16,0.0,0.0,0.0,404681610.0,0.0,0.0,0.0,954761884.0,0.0,0.0
4340,(주)에이스침대,3800,Dec-17,0.0,0.0,0.0,425894166.0,0.0,0.0,0.0,117966071.0,0.0,0.0
4341,(주)에이스침대,3800,Dec-18,,,,,0.0,0.0,0.0,118869264.0,0.0,
4342,(주)에이스침대,3800,Dec-19,,,,,0.0,0.0,0.0,120404498.0,0.0,
4343,(주)에이스테크놀로지,88800,Dec-11,55856763.0,88792170.0,0.0,363763401.0,50292338.0,55875300.0,0.0,134656575.0,78.84326331632896,39.76456471496427
4344,(주)에이스테크놀로지,88800,Dec-12,36698675.0,92281370.0,0.0,345523644.0,36698675.0,63957664.0,0.0,141892907.0,70.93824570103423,37.32886221818151
4345,(주)에이스테크놀로지,88800,Dec-13,25149641.0,72350272.0,0.0,367856400.0,24777000.0,44540671.0,0.0,220272365.0,31.46907284533854,26.504884242873032
4346,(주)에이스테크놀로지,88800,Dec-14,57749800.0,74701671.0,0.0,428316207.0,57749800.0,44054113.0,0.0,213313579.0,47.72500347950188,30.92375885743684
