,회사명,거래소코드,회계년도,당기유형자산(IFRS연결),전기유형자산(IFRS연결),당기유형자산(IFRS개별),전기유형자산(IFRS개별),유형자산증가율(개별),유형자산증가율(연결)
2953,(주)세우글로벌,13000,Dec-16,3815892.0,3815892.0,2339839.0,2339839.0,0.0,-38.68172893782109
2954,(주)세우글로벌,13000,Dec-17,3623081.0,3623081.0,2352311.0,2352311.0,0.0,-35.07429174230441
2955,(주)세우글로벌,13000,Dec-18,3531832.0,3531832.0,2268252.0,2268252.0,0.0,-35.776899920494515
2956,(주)세우글로벌,13000,Dec-19,4293137.0,,2182862.0,4293137.0,-49.15461584384565,
2957,(주)세운메디칼,100700,Dec-11,21909813.0,21909813.0,19827416.0,19827416.0,0.0,-9.504403346573525
2958,(주)세운메디칼,100700,Dec-12,20479656.0,20479656.0,18301949.0,18301949.0,0.0,-10.633513570735758
2959,(주)세운메디칼,100700,Dec-13,20498404.0,20498404.0,17267385.0,17267385.0,0.0,-15.762295445050256
2960,(주)세운메디칼,100700,Dec-14,25714267.0,25714267.0,15659197.0,15659197.0,0.0,-39.10307845835155
2961,(주)세운메디칼,100700,Dec-15,27314708.0,27314708.0,15918023.0,15918023.0,0.0,-41.72362010972257
2962,(주)세운메디칼,100700,Dec-16,32663912.0,32663912.0,15231865.0,15231865.0,0.0,-53.367909514328844
2963,(주)세운메디칼,100700,Dec-17,31520602.0,31520602.0,13113236.0,13113236.0,0.0,-58.397888466724076
2964,(주)세운메디칼,100700,Dec-18,34250091.0,34250091.0,13022212.0,13022212.0,0.0,-61.97904408487557
2965,(주)세운메디칼,100700,Dec-19,39018467.0,39018467.0,15516243.0,15516243.0,0.0,-60.233591442739154
2966,(주)세원물산,24830,Dec-11,,,63338485.0,63338485.0,0.0,
2967,(주)세원물산,24830,Dec-12,,,66580550.0,66580550.0,0.0,
2968,(주)세원물산,24830,Dec-13,,,57353922.0,57353922.0,0.0,
2969,(주)세원물산,24830,Dec-14,,,53870675.0,53870675.0,0.0,
2970,(주)세원물산,24830,Dec-15,,,60181375.0,60181375.0,0.0,
2971,(주)세원물산,24830,Dec-16,,,92716639.0,92716639.0,0.0,
2972,(주)세원물산,24830,Dec-17,,,118638090.0,118638090.0,0.0,
2973,(주)세원물산,24830,Dec-18,,,149845011.0,139033251.0,7.776384370095755,
2974,(주)세원물산,24830,Dec-19,,,171490761.0,171490761.0,0.0,
2975,(주)세원정공,21820,Jun-11,106424940.0,106424940.0,31052053.0,31052053.0,0.0,-70.82257880530635
2976,(주)세원정공,21820,Jun-12,144113883.0,144113883.0,37443171.0,37443171.0,0.0,-74.01834561629292
2977,(주)세원정공,21820,Jun-13,164050994.0,164050994.0,33330112.0,33330112.0,0.0,-79.68307829942195
2978,(주)세원정공,21820,Jun-14,152969795.0,151142145.0,37052053.0,35224404.0,5.188587435006696,-75.48529366180426
2979,(주)세원정공,21820,Jun-15,151037407.0,142773725.0,36665324.0,28401642.0,29.095789602587047,-74.31927758416333
2980,(주)세원정공,21820,Jun-16,177910274.0,177910274.0,30869062.0,30869062.0,0.0,-82.6490841107917
2981,(주)세원정공,21820,Jun-17,188470350.0,188470350.0,29523237.0,29523237.0,0.0,-84.33534134148952
2982,(주)세원정공,21820,Jun-18,176602338.0,176602338.0,23849495.0,23849495.0,0.0,-86.49536848147503
2983,(주)세원정공,21820,Jun-19,159837643.0,159837643.0,25260623.0,25260623.0,0.0,-84.19607388730076
2984,(주)세이브존아이앤씨,67830,Dec-11,372556284.0,372556284.0,346784504.0,346784504.0,0.0,-6.917553429322908
2985,(주)세이브존아이앤씨,67830,Dec-12,369643801.0,369643801.0,343872021.0,343872021.0,0.0,-6.97205794613069
2986,(주)세이브존아이앤씨,67830,Dec-13,371196185.0,371196185.0,345424405.0,345424405.0,0.0,-6.9429000192984205
2987,(주)세이브존아이앤씨,67830,Dec-14,368527299.0,368527299.0,342755519.0,342755519.0,0.0,-6.9931807141375515
2988,(주)세이브존아이앤씨,67830,Dec-15,365129092.0,365129092.0,339333180.0,339333180.0,0.0,-7.064874469109682
2989,(주)세이브존아이앤씨,67830,Dec-16,363345368.0,363345368.0,337555078.0,337555078.0,0.0,-7.098009847204111
2990,(주)세이브존아이앤씨,67830,Dec-17,359763100.0,359763100.0,359750212.0,359750212.0,0.0,-0.00358235739018653
2991,(주)세이브존아이앤씨,67830,Dec-18,383026812.0,383026812.0,383019107.0,383019107.0,0.0,-0.002011608524156827
2992,(주)세이브존아이앤씨,67830,Dec-19,385726672.0,,385723269.0,385726672.0,-0.0008822309285392294,
2993,(주)세종메디칼,258830,Dec-18,11285981.0,11285981.0,10282290.0,10282290.0,0.0,-8.893254383469198
2994,(주)세종메디칼,258830,Dec-19,17845025.0,17696464.0,17252178.0,17103616.0,0.8685999498585488,-2.510591946504121
2995,(주)세중,39310,Dec-11,41593419.0,41593419.0,40634292.0,40634292.0,0.0,-2.3059585459901655
2996,(주)세중,39310,Dec-12,44957869.0,44957869.0,42867474.0,42867474.0,0.0,-4.649675455035478
2997,(주)세중,39310,Dec-13,39892301.0,39892301.0,37700018.0,37700018.0,0.0,-5.495504007151652
2998,(주)세중,39310,Dec-14,35959287.0,35959287.0,31923562.0,31923562.0,0.0,-11.223039544693975
2999,(주)세중,39310,Dec-15,28847477.0,28847477.0,25106612.0,25106612.0,0.0,-12.967737178540787
3000,(주)세중,39310,Dec-16,23720946.0,23720946.0,19881841.0,19881841.0,0.0,-16.184451497001845
3001,(주)세중,39310,Dec-17,3859829.0,3859829.0,984132.0,984132.0,0.0,-74.50322281116598
3002,(주)세중,39310,Dec-18,3929583.0,3929583.0,720765.0,720765.0,0.0,-81.65797744951564
3003,(주)세중,39310,Dec-19,22424632.0,22424632.0,594580.0,594580.0,0.0,-97.34854065832607
3004,(주)세진중공업,75580,Dec-15,314315383.0,314315383.0,255594055.0,255594055.0,0.0,-18.682295291923396
3005,(주)세진중공업,75580,Dec-16,252671678.0,252671678.0,251910330.0,251910330.0,0.0,-0.30131908966860976
3006,(주)세진중공업,75580,Dec-17,249296959.0,249296959.0,245474190.0,245474190.0,0.0,-1.533419828037296
3007,(주)세진중공업,75580,Dec-18,255919495.0,255919495.0,247130284.0,247130284.0,0.0,-3.4343655609354755
3008,(주)세진중공업,75580,Dec-19,251721594.0,251721594.0,226412529.0,226412529.0,0.0,-10.054387705808026
3009,(주)세진티에스,67770,Dec-11,25527500.0,25527500.0,23206863.0,23206863.0,0.0,-9.090733522671627
3010,(주)세진티에스,67770,Dec-12,22924343.0,22924343.0,20964808.0,20964808.0,0.0,-8.547834936861648
3011,(주)세진티에스,67770,Dec-13,20963545.0,20963545.0,19045048.0,19045048.0,0.0,-9.151586718753919
3012,(주)세진티에스,67770,Dec-14,19318720.0,19318720.0,18053696.0,18053696.0,0.0,-6.54817710490137
3013,(주)세진티에스,67770,Dec-15,13449158.0,13449158.0,12576638.0,12576638.0,0.0,-6.487543681173207
3014,(주)세진티에스,67770,Dec-16,14463513.0,14463513.0,13049624.0,13049624.0,0.0,-9.775557293722485
3015,(주)세진티에스,67770,Dec-17,13015326.0,13015326.0,11956039.0,11956039.0,0.0,-8.138766558747747
3016,(주)세진티에스,67770,Dec-18,11598798.0,11598798.0,9314414.0,9314414.0,0.0,-19.695006327379787
3017,(주)세진티에스,67770,Dec-19,9170524.0,9170524.0,6487245.0,6487245.0,0.0,-29.259822012351748
3018,(주)세코닉스,53450,Dec-11,61885852.0,61885852.0,34150960.0,34150960.0,0.0,-44.81620774971313
3019,(주)세코닉스,53450,Dec-12,85390483.0,85390483.0,57293143.0,57293143.0,0.0,-32.90453340098803
3020,(주)세코닉스,53450,Dec-13,119644050.0,119644050.0,89416019.0,89416019.0,0.0,-25.264968044796206
3021,(주)세코닉스,53450,Dec-14,114966848.0,114966848.0,86413542.0,86413542.0,0.0,-24.836121453029662
3022,(주)세코닉스,53450,Dec-15,128928669.0,128928669.0,86668803.0,86668803.0,0.0,-32.77771059592651
3023,(주)세코닉스,53450,Dec-16,157462920.0,157462920.0,91743489.0,91743489.0,0.0,-41.73644880966262
3024,(주)세코닉스,53450,Dec-17,188712874.0,188712874.0,100123476.0,100123476.0,0.0,-46.944014005107036
3025,(주)세코닉스,53450,Dec-18,187325991.0,187325991.0,84338889.0,84338889.0,0.0,-54.97747613677378
3026,(주)세코닉스,53450,Dec-19,182193810.0,179778518.0,78954196.0,78954196.0,0.0,-56.082519269627085
3027,(주)세토피아,222810,Dec-15,,,,,,
3028,(주)세토피아,222810,Dec-16,,,8885758.0,8885758.0,0.0,
3029,(주)세토피아,222810,Dec-17,,,8675383.0,8675383.0,0.0,
3030,(주)세토피아,222810,Dec-18,,8574415.0,8574415.0,8574415.0,0.0,0.0
3031,(주)세토피아,222810,Dec-19,320978.0,320978.0,190254.0,190254.0,0.0,-40.72677878234645
3032,(주)세화피앤씨,252500,Dec-16,,,,,,
3033,(주)세화피앤씨,252500,Dec-17,,,11159679.0,11159679.0,0.0,
3034,(주)세화피앤씨,252500,Dec-18,,,12065742.0,12065742.0,0.0,
3035,(주)세화피앤씨,252500,Dec-19,,,11239979.0,11239979.0,0.0,
3036,(주)센트랄모텍,308170,Dec-19,110117815.0,110117815.0,68327748.0,68327748.0,0.0,-37.95032347853978
3037,(주)센트럴인사이트,12600,Dec-11,45939885.0,45939885.0,37182867.0,37182867.0,0.0,-19.06190666345813
3038,(주)센트럴인사이트,12600,Dec-12,19024596.0,,17183499.0,17183499.0,0.0,
3039,(주)센트럴인사이트,12600,Dec-13,41696106.0,41696106.0,16066747.0,16066747.0,0.0,-61.46703243703381
3040,(주)센트럴인사이트,12600,Dec-14,40322849.0,40322849.0,15396791.0,15396791.0,0.0,-61.816212440742966
3041,(주)센트럴인사이트,12600,Dec-15,32542421.0,32542421.0,12644417.0,12644417.0,0.0,-61.144817713470054
3042,(주)센트럴인사이트,12600,Dec-16,31646306.0,31646306.0,12769501.0,12769501.0,0.0,-59.64931578428143
3043,(주)센트럴인사이트,12600,Dec-17,24573948.0,24573948.0,12583935.0,12583935.0,0.0,-48.79156169777848
3044,(주)센트럴인사이트,12600,Dec-18,17839840.0,17839840.0,12035708.0,12035708.0,0.0,-32.534663988017826
3045,(주)센트럴인사이트,12600,Dec-19,17550648.0,17550648.0,12047196.0,12047196.0,0.0,-31.357543037727154
3046,(주)셀루메드,49180,Dec-11,13882631.0,13882631.0,12663527.0,12663527.0,0.0,-8.781505465354513
3047,(주)셀루메드,49180,Dec-12,10589501.0,10589501.0,10208990.0,10208990.0,0.0,-3.593285462648339
3048,(주)셀루메드,49180,Dec-13,9013463.0,9013463.0,8953338.0,8953338.0,0.0,-0.6670577113369092
3049,(주)셀루메드,49180,Dec-14,8162334.0,8162334.0,8135482.0,8135482.0,0.0,-0.328974531059373
3050,(주)셀루메드,49180,Dec-15,8711693.0,8711693.0,8701545.0,8701545.0,0.0,-0.11648711679808343
3051,(주)셀루메드,49180,Dec-16,7941820.0,7941820.0,7855408.0,7855408.0,0.0,-1.0880629377145254
3052,(주)셀루메드,49180,Dec-17,7116251.0,7116251.0,6639264.0,6639264.0,0.0,-6.702784935494833
3053,(주)셀루메드,49180,Dec-18,6354151.0,6354151.0,6327898.0,6327898.0,0.0,-0.4131629858969319
3054,(주)셀루메드,49180,Dec-19,5278349.0,5278349.0,4787454.0,4787454.0,0.0,-9.30016184985115
3055,(주)셀리드,299660,Dec-17,,,,150763.0,,
3056,(주)셀리드,299660,Dec-19,,,10075795.0,10075795.0,0.0,
3057,(주)셀리버리,268600,Dec-18,1436402.0,,1436402.0,1436402.0,0.0,
3058,(주)셀리버리,268600,Dec-19,,,1421603.0,1421603.0,0.0,
3059,(주)셀바스에이아이,108860,Dec-11,6306322.0,,5212295.0,6306322.0,-17.348099256587275,
3060,(주)셀바스에이아이,108860,Dec-12,,,4167542.0,4167542.0,0.0,
3061,(주)셀바스에이아이,108860,Dec-13,,3918334.0,3918334.0,3918334.0,0.0,0.0
3062,(주)셀바스에이아이,108860,Dec-14,10985845.0,10985845.0,3750142.0,3750142.0,0.0,-65.86387301113388
3063,(주)셀바스에이아이,108860,Dec-15,14760021.0,14760021.0,3648443.0,3648443.0,0.0,-75.28158665898917
3064,(주)셀바스에이아이,108860,Dec-16,33976064.0,33976064.0,20415958.0,20415958.0,0.0,-39.910761882247456
3065,(주)셀바스에이아이,108860,Dec-17,28023832.0,28023832.0,7184019.0,7184019.0,0.0,-74.36460866593833
3066,(주)셀바스에이아이,108860,Dec-18,26885226.0,26885226.0,7090130.0,7090130.0,0.0,-73.6281554784029
3067,(주)셀바스에이아이,108860,Dec-19,26957876.0,26957876.0,9735395.0,9735395.0,0.0,-63.886639288644254
3068,(주)셀바스헬스케어,208370,Dec-14,,,,,,
3069,(주)셀바스헬스케어,208370,Dec-15,,,,,,
3070,(주)셀바스헬스케어,208370,Dec-16,13573543.0,13573543.0,13503165.0,13503165.0,0.0,-0.5184939554838479
3071,(주)셀바스헬스케어,208370,Dec-17,19309861.0,19309861.0,19245370.0,19245370.0,0.0,-0.3339796179786134
3072,(주)셀바스헬스케어,208370,Dec-18,18293393.0,18293393.0,18224465.0,18224465.0,0.0,-0.3767917739481135
3073,(주)셀바스헬스케어,208370,Dec-19,17937395.0,17937395.0,17454071.0,17454071.0,0.0,-2.6945049713182954
3074,(주)셀트리온,68270,Dec-18,881437750.0,881437750.0,677870723.0,677870723.0,0.0,-23.094884125396263
3075,(주)셀트리온,68270,Dec-19,923592892.0,923592892.0,701428195.0,701428195.0,0.0,-24.05439657714473
3076,(주)셀트리온제약,68760,Dec-11,49093226.0,49093226.0,48274183.0,48274183.0,0.0,-1.668342186353783
3077,(주)셀트리온제약,68760,Dec-12,115746604.0,115746604.0,114870321.0,114870321.0,0.0,-0.7570701599158838
3078,(주)셀트리온제약,68760,Dec-13,145624157.0,145624157.0,144860958.0,144860958.0,0.0,-0.5240881840778684
3079,(주)셀트리온제약,68760,Dec-14,196120295.0,196120295.0,195498894.0,195498894.0,0.0,-0.31684686176920707
3080,(주)셀트리온제약,68760,Dec-15,219162215.0,219162215.0,218579764.0,218579764.0,0.0,-0.26576250837764803
3081,(주)셀트리온제약,68760,Dec-16,209835826.0,209835826.0,209319742.0,209319742.0,0.0,-0.24594656205179888
3082,(주)셀트리온제약,68760,Dec-17,199864329.0,199864329.0,199319424.0,199319424.0,0.0,-0.272637444973995
3083,(주)셀트리온제약,68760,Dec-18,195554369.0,195554369.0,194993673.0,194993673.0,0.0,-0.28672128516852524
3084,(주)셀트리온제약,68760,Dec-19,215989335.0,215989335.0,215989335.0,215989335.0,0.0,0.0
3085,(주)셀트리온헬스케어,91990,Dec-17,315232.0,315232.0,186216.0,186216.0,0.0,-40.92731702365242
3086,(주)셀트리온헬스케어,91990,Dec-18,361667.0,361667.0,153063.0,153063.0,0.0,-57.67847218573992
3087,(주)셀트리온헬스케어,91990,Dec-19,2394006.0,2394006.0,479731.0,479731.0,0.0,-79.96116133376441
3088,(주)셀피글로벌,68940,Dec-11,,,7820800.0,7820800.0,0.0,
3089,(주)셀피글로벌,68940,Dec-12,,,7801499.0,7801499.0,0.0,
3090,(주)셀피글로벌,68940,Dec-13,,,7923158.0,7923158.0,0.0,
3091,(주)셀피글로벌,68940,Dec-14,,7332226.0,7332226.0,7332226.0,0.0,0.0
3092,(주)셀피글로벌,68940,Dec-15,7136555.0,7136555.0,6991188.0,6991188.0,0.0,-2.036935187916299
3093,(주)셀피글로벌,68940,Dec-16,6760281.0,6760281.0,6625494.0,6625494.0,0.0,-1.9938076538534375
3094,(주)셀피글로벌,68940,Dec-17,6843363.0,6843363.0,6770661.0,6770661.0,0.0,-1.0623724037435949
3095,(주)셀피글로벌,68940,Dec-18,6175786.0,6175786.0,6105463.0,6105463.0,0.0,-1.1386890672701355
3096,(주)셀피글로벌,68940,Dec-19,6664278.0,6664278.0,6594471.0,6594471.0,0.0,-1.0474803121958587
3097,(주)소프트센,32680,Sep-11,,,1897677.0,1897677.0,0.0,
3098,(주)소프트센,32680,Sep-12,,,1786871.0,1786871.0,0.0,
3099,(주)소프트센,32680,Dec-13,,2566409.0,2566409.0,2566409.0,0.0,0.0
3100,(주)소프트센,32680,Dec-14,493109.0,,493109.0,493109.0,0.0,
3101,(주)소프트센,32680,Dec-15,,,497087.0,497087.0,0.0,
3102,(주)소프트센,32680,Dec-16,,,475394.0,475394.0,0.0,
3103,(주)소프트센,32680,Dec-17,,,557663.0,557663.0,0.0,
3104,(주)소프트센,32680,Dec-18,,,563682.0,563682.0,0.0,
3105,(주)소프트센,32680,Dec-19,,541495.0,541495.0,541495.0,0.0,0.0
3106,(주)손오공,66910,Dec-11,17431732.0,17431732.0,17398569.0,17398569.0,0.0,-0.19024500835602964
3107,(주)손오공,66910,Dec-12,18274397.0,18274397.0,18163070.0,18163070.0,0.0,-0.6091965715749836
3108,(주)손오공,66910,Dec-13,17319439.0,17319439.0,1410780.0,1410780.0,0.0,-91.85435509776039
3109,(주)손오공,66910,Dec-14,16373728.0,16373728.0,781741.0,781741.0,0.0,-95.22563829080342
3110,(주)손오공,66910,Dec-15,16257560.0,16257560.0,1037790.0,1037790.0,0.0,-93.61656976815709
3111,(주)손오공,66910,Dec-16,15652553.0,15652553.0,849583.0,849583.0,0.0,-94.57224006844123
3112,(주)손오공,66910,Dec-17,14849655.0,14849655.0,473715.0,473715.0,0.0,-96.80992588716708
3113,(주)손오공,66910,Dec-18,14265597.0,14265597.0,327781.0,327781.0,0.0,-97.70229735215428
3114,(주)손오공,66910,Dec-19,17416017.0,17416017.0,4469749.0,4469749.0,0.0,-74.33541205202084
3115,(주)솔고바이오메디칼,43100,Dec-11,20232116.0,20232116.0,17498613.0,17498613.0,0.0,-13.510712374326047
3116,(주)솔고바이오메디칼,43100,Dec-12,19368943.0,19368943.0,17153950.0,17153950.0,0.0,-11.43579698696
3117,(주)솔고바이오메디칼,43100,Dec-13,18200369.0,18200369.0,16387798.0,12396536.0,32.19659104769269,-9.958979403109907
3118,(주)솔고바이오메디칼,43100,Dec-14,14546654.0,14546654.0,12630970.0,12630970.0,0.0,-13.169241531420212
3119,(주)솔고바이오메디칼,43100,Dec-15,14112434.0,14112434.0,12252198.0,12252198.0,0.0,-13.18153905981066
3120,(주)솔고바이오메디칼,43100,Dec-16,14310738.0,14310738.0,11775595.0,11775595.0,0.0,-17.71497039495796
3121,(주)솔고바이오메디칼,43100,Dec-17,16645537.0,16645537.0,14058348.0,14058348.0,0.0,-15.542838900301021
3122,(주)솔고바이오메디칼,43100,Dec-18,21705402.0,21705402.0,18442963.0,18442963.0,0.0,-15.03053940212672
3123,(주)솔고바이오메디칼,43100,Dec-19,18144284.0,18144284.0,15000070.0,15000070.0,0.0,-17.328950538913517
3124,(주)솔루에타,154040,Dec-13,17492194.0,17492194.0,17239735.0,17239735.0,0.0,-1.443266636535128
3125,(주)솔루에타,154040,Dec-14,24778940.0,24778940.0,24652455.0,24652455.0,0.0,-0.5104536352241098
3126,(주)솔루에타,154040,Dec-15,23249285.0,23249285.0,23044658.0,23044658.0,0.0,-0.8801431958015087
3127,(주)솔루에타,154040,Dec-16,43971716.0,43971716.0,17330645.0,17330645.0,0.0,-60.58683495545182
3128,(주)솔루에타,154040,Dec-17,59404887.0,59404887.0,17647544.0,17647544.0,0.0,-70.2927740608277
3129,(주)솔루에타,154040,Dec-18,54252746.0,54252746.0,17753583.0,17753583.0,0.0,-67.27615778194895
3130,(주)솔루에타,154040,Dec-19,60115735.0,60115735.0,20960384.0,20960384.0,0.0,-65.13328166078315
3131,(주)솔본,35610,Dec-11,25501071.0,25501071.0,7370711.0,7370711.0,0.0,-71.09646492886515
3132,(주)솔본,35610,Dec-12,24878917.0,24878917.0,7608864.0,7608864.0,0.0,-69.4164179252658
3133,(주)솔본,35610,Dec-13,19461294.0,19461294.0,7356611.0,7356611.0,0.0,-62.19875718438866
3134,(주)솔본,35610,Dec-14,15434719.0,15434719.0,7106208.0,7106208.0,0.0,-53.95958941656146
3135,(주)솔본,35610,Dec-15,14968362.0,14968362.0,7001583.0,7001583.0,0.0,-53.224120314567486
3136,(주)솔본,35610,Dec-16,14146031.0,14146031.0,6554383.0,6554383.0,0.0,-53.666275720730425
3137,(주)솔본,35610,Dec-17,15106488.0,15106488.0,6264582.0,6264582.0,0.0,-58.530520131482575
3138,(주)솔본,35610,Dec-18,14188382.0,14188382.0,6084984.0,6084984.0,0.0,-57.11291111276818
3139,(주)솔본,35610,Dec-19,13187848.0,13187848.0,344303.0,344303.0,0.0,-97.3892404583371
3140,(주)쇼박스,86980,Dec-11,1086220.0,1086220.0,343687.0,343687.0,0.0,-68.35935629982876
3141,(주)쇼박스,86980,Dec-12,242844.0,242844.0,242748.0,242748.0,0.0,-0.03953155111922513
3142,(주)쇼박스,86980,Dec-13,166052.0,166052.0,166005.0,166005.0,0.0,-0.028304386577687524
3143,(주)쇼박스,86980,Dec-14,201446.0,201446.0,201398.0,201398.0,0.0,-0.02382772554430801
3144,(주)쇼박스,86980,Dec-15,1773719.0,1773719.0,1743965.0,1743965.0,0.0,-1.6774923198093887
3145,(주)쇼박스,86980,Dec-16,1524344.0,1524344.0,1522513.0,1522513.0,0.0,-0.12011724387670597
3146,(주)쇼박스,86980,Dec-17,1237331.0,1237331.0,1235850.0,1235850.0,0.0,-0.11969311364541113
3147,(주)쇼박스,86980,Dec-18,844837.0,844837.0,844157.0,844157.0,0.0,-0.08048889904206646
3148,(주)쇼박스,86980,Dec-19,475099.0,475099.0,474680.0,474680.0,0.0,-0.08819214521605545
3149,(주)수산아이앤티,50960,Dec-16,,,3590419.0,3590419.0,0.0,
3150,(주)수산아이앤티,50960,Dec-17,,,5436530.0,5436530.0,0.0,
3151,(주)수산아이앤티,50960,Dec-18,,,17004438.0,17004438.0,0.0,
3152,(주)수산아이앤티,50960,Dec-19,,16323655.0,16323655.0,16323655.0,0.0,0.0
3153,(주)수산중공업,17550,Dec-11,31965995.0,31965995.0,24437788.0,24437788.0,0.0,-23.550673145009256
3154,(주)수산중공업,17550,Dec-12,40711975.0,,29668155.0,29668155.0,0.0,
3155,(주)수산중공업,17550,Dec-13,40672186.0,40672186.0,29475482.0,29475482.0,0.0,-27.529142397214642
3156,(주)수산중공업,17550,Dec-14,38207821.0,38207821.0,27254533.0,27254533.0,0.0,-28.667659430251206
3157,(주)수산중공업,17550,Dec-15,38513449.0,38513449.0,26376212.0,26376212.0,0.0,-31.51428219269586
3158,(주)수산중공업,17550,Dec-16,37831678.0,37831678.0,32065203.0,32065203.0,0.0,-15.242451048563055
3159,(주)수산중공업,17550,Dec-17,34695958.0,34695958.0,29942211.0,29942211.0,0.0,-13.701155045207287
3160,(주)수산중공업,17550,Dec-18,68612854.0,68612854.0,29245347.0,29245347.0,0.0,-57.37628549892415
3161,(주)수산중공업,17550,Dec-19,66645278.0,66645278.0,26363313.0,26363313.0,0.0,-60.44233921569057
3162,(주)수젠텍,253840,Dec-19,12609642.0,12609642.0,12592983.0,12592983.0,0.0,-0.13211318767019975
3163,(주)슈프리마,236200,Dec-16,5202006.0,5202006.0,5198427.0,5198427.0,0.0,-0.06880038200648642
3164,(주)슈프리마,236200,Dec-17,4967613.0,4967613.0,4961505.0,4961505.0,0.0,-0.1229564380317072
3165,(주)슈프리마,236200,Dec-18,5428727.0,5428727.0,5416078.0,5416078.0,0.0,-0.23300121741247892
3166,(주)슈프리마,236200,Dec-19,5401223.0,5401223.0,5388164.0,5388164.0,0.0,-0.241778574963476
3167,(주)슈프리마아이디,317770,Dec-19,1750739.0,1750739.0,1174847.0,1174847.0,0.0,-32.894223525037134
3168,(주)슈프리마에이치큐,94840,Dec-11,8614875.0,8614875.0,7828796.0,7828796.0,0.0,-9.124670990583155
3169,(주)슈프리마에이치큐,94840,Dec-12,9425219.0,9425219.0,8686581.0,8686581.0,0.0,-7.836825860491942
3170,(주)슈프리마에이치큐,94840,Dec-13,14030589.0,14030589.0,13326347.0,13326347.0,0.0,-5.019333115666058
3171,(주)슈프리마에이치큐,94840,Dec-14,15454862.0,15454862.0,14745140.0,14745140.0,0.0,-4.592224763960999
3172,(주)슈프리마에이치큐,94840,Dec-15,8272760.0,8272760.0,7588263.0,7588263.0,0.0,-8.274106827709247
3173,(주)슈프리마에이치큐,94840,Dec-16,4363099.0,4363099.0,3166973.0,3166973.0,0.0,-27.41459682670505
3174,(주)슈프리마에이치큐,94840,Dec-17,5996452.0,5996452.0,2593678.0,2593678.0,0.0,-56.74645607102333
3175,(주)슈프리마에이치큐,94840,Dec-18,4524881.0,4524881.0,1304467.0,1304467.0,0.0,-71.17124185144317
3176,(주)슈프리마에이치큐,94840,Dec-19,5835896.0,5835896.0,1547068.0,1547068.0,0.0,-73.49048029642749
3177,(주)슈피겐코리아,192440,Dec-14,7444706.0,7444706.0,3970953.0,3970953.0,0.0,-46.66071433848429
3178,(주)슈피겐코리아,192440,Dec-15,5911377.0,5911377.0,4935354.0,4935354.0,0.0,-16.510924611981267
3179,(주)슈피겐코리아,192440,Dec-16,7052958.0,7052958.0,5589919.0,5589919.0,0.0,-20.743622746654665
3180,(주)슈피겐코리아,192440,Dec-17,42377551.0,42377551.0,41268566.0,41268566.0,0.0,-2.6169162064131513
3181,(주)슈피겐코리아,192440,Dec-18,44657740.0,44657740.0,43903410.0,43903410.0,0.0,-1.6891360825693482
3182,(주)슈피겐코리아,192440,Dec-19,45582986.0,45582986.0,44020385.0,44020385.0,0.0,-3.4280356271526387
3183,(주)스마트솔루션즈,136510,Dec-11,,,2422876.0,2422876.0,0.0,
3184,(주)스마트솔루션즈,136510,Dec-12,,,2822084.0,2822084.0,0.0,
3185,(주)스마트솔루션즈,136510,Dec-13,,2985520.0,2985520.0,2985520.0,0.0,0.0
3186,(주)스마트솔루션즈,136510,Dec-14,2897548.0,2897548.0,2897548.0,2897548.0,0.0,0.0
3187,(주)스마트솔루션즈,136510,Dec-15,2777256.0,2777256.0,2777256.0,2777256.0,0.0,0.0
3188,(주)스마트솔루션즈,136510,Dec-16,11308358.0,11308358.0,11308358.0,11308358.0,0.0,0.0
3189,(주)스마트솔루션즈,136510,Dec-17,14468894.0,14468894.0,14468894.0,14468894.0,0.0,0.0
3190,(주)스마트솔루션즈,136510,Dec-18,14073686.0,14073686.0,14073686.0,14073686.0,0.0,0.0
3191,(주)스마트솔루션즈,136510,Dec-19,13811221.0,13811221.0,13811221.0,13811221.0,0.0,0.0
3192,(주)스맥,99440,Dec-11,,,24230686.0,24230686.0,0.0,
3193,(주)스맥,99440,Dec-12,,,31066822.0,31066822.0,0.0,
3194,(주)스맥,99440,Dec-13,,,46523848.0,46523848.0,0.0,
3195,(주)스맥,99440,Dec-14,,,50856935.0,50856935.0,0.0,
3196,(주)스맥,99440,Dec-15,,50899183.0,50899183.0,50899183.0,0.0,0.0
3197,(주)스맥,99440,Dec-16,60727013.0,60727013.0,54116717.0,54116717.0,0.0,-10.885264519761577
3198,(주)스맥,99440,Dec-17,57636004.0,57636004.0,51695362.0,51695362.0,0.0,-10.307171885129307
3199,(주)스맥,99440,Dec-18,58387449.0,58387449.0,52383724.0,52383724.0,0.0,-10.282560897634013
3200,(주)스맥,99440,Dec-19,76119503.0,76119503.0,69960711.0,69960711.0,0.0,-8.090951408340118
3201,(주)스카이문스테크놀로지,33790,Dec-11,,,2540200.0,2540200.0,0.0,
3202,(주)스카이문스테크놀로지,33790,Dec-12,,,2625403.0,2625403.0,0.0,
3203,(주)스카이문스테크놀로지,33790,Dec-13,,,4669471.0,4669471.0,0.0,
3204,(주)스카이문스테크놀로지,33790,Dec-14,,,11528875.0,11528875.0,0.0,
3205,(주)스카이문스테크놀로지,33790,Dec-15,,,13305459.0,13305459.0,0.0,
