,회사명,거래소코드,회계년도,당기재고자산(IFRS연결),전기재고자산(IFRS연결),당기재고자산(IFRS개별),전기재고자산(IFRS개별),재고자산증가율(개별),재고자산증가율(연결)
2544,(주)삼익악기,2450,Dec-14,71724949.0,71724949.0,7899646.0,7899646.0,0.0,-88.9861950267821
2545,(주)삼익악기,2450,Dec-15,74522435.0,74522435.0,11738032.0,11738032.0,0.0,-84.24899562125151
2546,(주)삼익악기,2450,Dec-16,86695724.0,86695724.0,14004755.0,14004755.0,0.0,-83.84608334316465
2547,(주)삼익악기,2450,Dec-17,85190546.0,85190546.0,11503773.0,11503773.0,0.0,-86.49642062395046
2548,(주)삼익악기,2450,Dec-18,87807427.0,87807427.0,8618714.0,8618714.0,0.0,-90.184527329334
2549,(주)삼익악기,2450,Dec-19,107575171.0,107575171.0,9338342.0,9338342.0,0.0,-91.31924038493976
2550,(주)삼일,32280,Dec-11,,,396050.0,396050.0,0.0,
2551,(주)삼일,32280,Dec-12,,,412449.0,412449.0,0.0,
2552,(주)삼일,32280,Dec-13,,,415578.0,415578.0,0.0,
2553,(주)삼일,32280,Dec-14,,,373952.0,373952.0,0.0,
2554,(주)삼일,32280,Dec-15,,,255261.0,255261.0,0.0,
2555,(주)삼일,32280,Dec-16,,,381140.0,381140.0,0.0,
2556,(주)삼일,32280,Dec-17,,,379059.0,379059.0,0.0,
2557,(주)삼일,32280,Dec-18,,,262422.0,262422.0,0.0,
2558,(주)삼일,32280,Dec-19,,,423653.0,423653.0,0.0,
2559,(주)삼일기업공사,2290,Dec-11,,,2764498.0,2764498.0,0.0,
2560,(주)삼일기업공사,2290,Dec-12,,,2711248.0,2711248.0,0.0,
2561,(주)삼일기업공사,2290,Dec-13,,,2657998.0,2657998.0,0.0,
2562,(주)삼일기업공사,2290,Dec-14,,,2604748.0,2604748.0,0.0,
2563,(주)삼일기업공사,2290,Dec-15,,,2551498.0,2551498.0,0.0,
2564,(주)삼일기업공사,2290,Dec-16,,,2498248.0,2498248.0,0.0,
2565,(주)삼일기업공사,2290,Dec-17,,,2517549.0,2517549.0,0.0,
2566,(주)삼일기업공사,2290,Dec-18,,,2510475.0,2510475.0,0.0,
2567,(주)삼일기업공사,2290,Dec-19,,,2457223.0,2457223.0,0.0,
2568,(주)삼일씨엔에스,4440,Dec-16,,,24540079.0,24540079.0,0.0,
2569,(주)삼일씨엔에스,4440,Dec-17,,,36979544.0,36979544.0,0.0,
2570,(주)삼일씨엔에스,4440,Dec-18,,,38849010.0,38849010.0,0.0,
2571,(주)삼일씨엔에스,4440,Dec-19,,,31699025.0,31699025.0,0.0,
2572,(주)삼진,32750,Dec-11,6933216.0,6933216.0,2251059.0,2251059.0,0.0,-67.53225343044267
2573,(주)삼진,32750,Dec-12,5224965.0,5224965.0,2504282.0,2504282.0,0.0,-52.070836838141496
2574,(주)삼진,32750,Dec-13,8099834.0,8099834.0,3613130.0,3613130.0,0.0,-55.392542612601694
2575,(주)삼진,32750,Dec-14,9790487.0,9790487.0,2980696.0,2980696.0,0.0,-69.555181473608
2576,(주)삼진,32750,Dec-15,5126187.0,5126187.0,2233278.0,2233278.0,0.0,-56.43393422830654
2577,(주)삼진,32750,Dec-16,7133117.0,7133117.0,594563.0,594563.0,0.0,-91.66475188897084
2578,(주)삼진,32750,Dec-17,6064175.0,6064175.0,48143.0,48143.0,0.0,-99.20610800314965
2579,(주)삼진,32750,Dec-18,7592024.0,7592024.0,556988.0,556988.0,0.0,-92.66351107425372
2580,(주)삼진,32750,Dec-19,12540429.0,12540429.0,181533.0,181533.0,0.0,-98.55241794359667
2581,(주)삼진엘앤디,54090,Dec-11,24851948.0,24851948.0,3582014.0,3582014.0,0.0,-85.58658661284822
2582,(주)삼진엘앤디,54090,Dec-12,19817763.0,19817763.0,2842311.0,2842311.0,0.0,-85.65776066652931
2583,(주)삼진엘앤디,54090,Dec-13,21931505.0,21931505.0,2960471.0,2960471.0,0.0,-86.50128661940893
2584,(주)삼진엘앤디,54090,Dec-14,23179544.0,23179544.0,5115455.0,5115455.0,0.0,-77.93116637669836
2585,(주)삼진엘앤디,54090,Dec-15,27988905.0,27988905.0,5806404.0,5806404.0,0.0,-79.254622501309
2586,(주)삼진엘앤디,54090,Dec-16,36627976.0,36627976.0,6641036.0,6641036.0,0.0,-81.86895175425472
2587,(주)삼진엘앤디,54090,Dec-17,22150941.0,22150941.0,2750754.0,2750754.0,0.0,-87.58177361404195
2588,(주)삼진엘앤디,54090,Dec-18,25616153.0,25616153.0,3599100.0,3599100.0,0.0,-85.94988092083929
2589,(주)삼진엘앤디,54090,Dec-19,24750344.0,24750344.0,3003673.0,3003673.0,0.0,-87.8641161512745
2590,(주)삼천리,4690,Dec-11,4282075.0,4282075.0,2623372.0,2623372.0,0.0,-38.73596328882609
2591,(주)삼천리,4690,Dec-12,4679840.0,,2614394.0,2614394.0,0.0,
2592,(주)삼천리,4690,Dec-13,4484662.0,4484662.0,2535644.0,2535644.0,0.0,-43.45964088263508
2593,(주)삼천리,4690,Dec-14,4789000.0,4789000.0,2889382.0,2889382.0,0.0,-39.66627688452704
2594,(주)삼천리,4690,Dec-15,5370362.0,5370362.0,2970795.0,2970795.0,0.0,-44.681662055556025
2595,(주)삼천리,4690,Dec-16,33392662.0,33392662.0,2667897.0,2667897.0,0.0,-92.01052913960558
2596,(주)삼천리,4690,Dec-17,16083136.0,16083136.0,2567000.0,2567000.0,0.0,-84.03918240820695
2597,(주)삼천리,4690,Dec-18,67791547.0,67791547.0,4966905.0,4966905.0,0.0,-92.67326795182886
2598,(주)삼천리,4690,Dec-19,28771085.0,28771085.0,2918285.0,2918285.0,0.0,-89.8568823525425
2599,(주)삼표시멘트,38500,Dec-11,70943388.0,70943388.0,69232595.0,69232595.0,0.0,-2.411490412608998
2600,(주)삼표시멘트,38500,Dec-12,80113086.0,80113086.0,77982866.0,77982866.0,0.0,-2.6590162810605023
2601,(주)삼표시멘트,38500,Dec-13,48950834.0,48950834.0,46556583.0,46556583.0,0.0,-4.891134234812014
2602,(주)삼표시멘트,38500,Dec-14,54927043.0,54927043.0,52846542.0,52846542.0,0.0,-3.7877535115079866
2603,(주)삼표시멘트,38500,Dec-15,41689630.0,41689630.0,39860152.0,39860152.0,0.0,-4.38832870428449
2604,(주)삼표시멘트,38500,Dec-16,55242330.0,55242330.0,53037880.0,53037880.0,0.0,-3.99050872763695
2605,(주)삼표시멘트,38500,Dec-17,69580597.0,69580597.0,65358801.0,65358801.0,0.0,-6.067490337859567
2606,(주)삼표시멘트,38500,Dec-18,62564150.0,62564150.0,56238818.0,56238818.0,0.0,-10.110154137792975
2607,(주)삼표시멘트,38500,Dec-19,62332003.0,62332003.0,54975444.0,54975444.0,0.0,-11.80221819600439
2608,(주)삼화네트웍스,46390,Dec-11,0.0,0.0,0.0,0.0,,
2609,(주)삼화네트웍스,46390,Dec-12,0.0,0.0,0.0,0.0,,
2610,(주)삼화네트웍스,46390,Dec-13,0.0,0.0,0.0,0.0,,
2611,(주)삼화네트웍스,46390,Dec-14,0.0,0.0,0.0,0.0,,
2612,(주)삼화네트웍스,46390,Dec-15,0.0,0.0,0.0,0.0,,
2613,(주)삼화네트웍스,46390,Dec-16,0.0,0.0,0.0,0.0,,
2614,(주)삼화네트웍스,46390,Dec-17,0.0,0.0,0.0,0.0,,
2615,(주)삼화네트웍스,46390,Dec-18,0.0,0.0,0.0,0.0,,
2616,(주)삼화네트웍스,46390,Dec-19,0.0,0.0,0.0,0.0,,
2617,(주)상보,27580,Dec-11,,,18618321.0,18618321.0,0.0,
2618,(주)상보,27580,Dec-12,,,10426696.0,10426696.0,0.0,
2619,(주)상보,27580,Dec-13,,8951523.0,8951523.0,8951523.0,0.0,0.0
2620,(주)상보,27580,Dec-14,21357562.0,21357562.0,20403136.0,20403136.0,0.0,-4.468796578935368
2621,(주)상보,27580,Dec-15,24537172.0,24537172.0,19645120.0,19645120.0,0.0,-19.937309808970653
2622,(주)상보,27580,Dec-16,21312441.0,21312441.0,17069013.0,17069013.0,0.0,-19.910567728961695
2623,(주)상보,27580,Dec-17,28355924.0,28355924.0,20524222.0,20524222.0,0.0,-27.61927983725728
2624,(주)상보,27580,Dec-18,15901675.0,15901675.0,8663118.0,8663118.0,0.0,-45.52072030147768
2625,(주)상보,27580,Dec-19,8666180.0,8666180.0,8795925.0,8795925.0,0.0,1.4971417625758932
2626,(주)상상인,38540,Dec-11,2577849.0,2577849.0,2577849.0,2577849.0,0.0,0.0
2627,(주)상상인,38540,Dec-12,3143956.0,3143956.0,3143956.0,3143956.0,0.0,0.0
2628,(주)상상인,38540,Dec-13,3832061.0,3832061.0,3832061.0,3832061.0,0.0,0.0
2629,(주)상상인,38540,Dec-14,2613517.0,2613517.0,2613517.0,2613517.0,0.0,0.0
2630,(주)상상인,38540,Dec-15,18866365.0,18866365.0,6354157.0,6354157.0,0.0,-66.32018409481637
2631,(주)상상인,38540,Dec-16,4273196.0,4273196.0,4273196.0,4273196.0,0.0,0.0
2632,(주)상상인,38540,Dec-17,3742221.0,3742221.0,3742221.0,3742221.0,0.0,0.0
2633,(주)상상인,38540,Dec-18,8754559.0,8754559.0,2256101.0,2256101.0,0.0,-74.2294157821085
2634,(주)상상인,38540,Dec-19,8127414.0,8127414.0,1242067.0,1242067.0,0.0,-84.71756206832825
2635,(주)상상인인더스트리,101000,Dec-11,12641705.0,12641705.0,11549128.0,11549128.0,0.0,-8.642639580657828
2636,(주)상상인인더스트리,101000,Dec-12,15584754.0,15584754.0,12789429.0,12789429.0,0.0,-17.93627926369578
2637,(주)상상인인더스트리,101000,Dec-13,18227666.0,18227666.0,16533108.0,16533108.0,0.0,-9.296626348101839
2638,(주)상상인인더스트리,101000,Dec-14,22687630.0,22687630.0,18358494.0,18358494.0,0.0,-19.081481847156354
2639,(주)상상인인더스트리,101000,Dec-15,20094316.0,20094316.0,13364340.0,13364340.0,0.0,-33.491938715405894
2640,(주)상상인인더스트리,101000,Dec-16,20771173.0,20771173.0,16518056.0,16518056.0,0.0,-20.476055926162672
2641,(주)상상인인더스트리,101000,Dec-17,12704893.0,,8846293.0,12704893.0,-30.370975969652008,
2642,(주)상상인인더스트리,101000,Dec-18,,6498458.0,6498458.0,6498458.0,0.0,0.0
2643,(주)상상인인더스트리,101000,Dec-19,6885347.0,6885347.0,6885347.0,6885347.0,0.0,0.0
2644,(주)상아프론테크,89980,Dec-11,12906165.0,12906165.0,12262272.0,12262272.0,0.0,-4.989034310347023
2645,(주)상아프론테크,89980,Dec-12,14098282.0,14098282.0,12198430.0,12198430.0,0.0,-13.47576960086343
2646,(주)상아프론테크,89980,Dec-13,16307952.0,16307952.0,14367907.0,14367907.0,0.0,-11.896312915318859
2647,(주)상아프론테크,89980,Dec-14,19873645.0,19873645.0,16445265.0,16445265.0,0.0,-17.250886790017645
2648,(주)상아프론테크,89980,Dec-15,21272182.0,21272182.0,15070784.0,15070784.0,0.0,-29.152618194033877
2649,(주)상아프론테크,89980,Dec-16,20476315.0,20476315.0,14824987.0,14824987.0,0.0,-27.599340994705344
2650,(주)상아프론테크,89980,Dec-17,20262570.0,20262570.0,13823291.0,13823291.0,0.0,-31.77918200899491
2651,(주)상아프론테크,89980,Dec-18,31380410.0,31380410.0,18056468.0,18056468.0,0.0,-42.45942611967147
2652,(주)상아프론테크,89980,Dec-19,24305560.0,24305560.0,16517426.0,16517426.0,0.0,-32.0426025979241
2653,(주)상지카일룸,42940,Dec-11,,,124138.0,124138.0,0.0,
2654,(주)상지카일룸,42940,Dec-12,,,97814.0,97814.0,0.0,
2655,(주)상지카일룸,42940,Dec-13,,,56105.0,56105.0,0.0,
2656,(주)상지카일룸,42940,Dec-14,,,24271.0,24271.0,0.0,
2657,(주)상지카일룸,42940,Dec-15,,28378.0,28378.0,28378.0,0.0,0.0
2658,(주)상지카일룸,42940,Dec-16,26600.0,26600.0,26600.0,26600.0,0.0,0.0
2659,(주)상지카일룸,42940,Dec-17,23579.0,23579.0,23579.0,23579.0,0.0,0.0
2660,(주)상지카일룸,42940,Dec-18,73939475.0,73939475.0,36514517.0,36514517.0,0.0,-50.61566639471
2661,(주)상지카일룸,42940,Dec-19,23209.0,23209.0,23209.0,23209.0,0.0,0.0
2662,(주)새로닉스,42600,Dec-11,6566454.0,6566454.0,1990480.0,1990480.0,0.0,-69.68714012159379
2663,(주)새로닉스,42600,Dec-12,6326576.0,6326576.0,1516724.0,1516724.0,0.0,-76.02614747692907
2664,(주)새로닉스,42600,Dec-13,6665099.0,6665099.0,1306154.0,1306154.0,0.0,-80.40308178468166
2665,(주)새로닉스,42600,Dec-14,9062595.0,9062595.0,2900377.0,2900377.0,0.0,-67.9961754883673
2666,(주)새로닉스,42600,Dec-15,8583478.0,8583478.0,2366444.0,2366444.0,0.0,-72.4302433116273
2667,(주)새로닉스,42600,Dec-16,10719720.0,10719720.0,2591489.0,2591489.0,0.0,-75.82503087767218
2668,(주)새로닉스,42600,Dec-17,11247831.0,11247831.0,3039198.0,3039198.0,0.0,-72.97969715227762
2669,(주)새로닉스,42600,Dec-18,14600055.0,14600055.0,2743449.0,2743449.0,0.0,-81.20932421144988
2670,(주)새로닉스,42600,Dec-19,14553930.0,14553930.0,3795423.0,3795423.0,0.0,-73.92166239634243
2671,(주)서린바이오사이언스,38070,Dec-11,,,3545299.0,3545299.0,0.0,
2672,(주)서린바이오사이언스,38070,Dec-12,,4111304.0,4111304.0,4111304.0,0.0,0.0
2673,(주)서린바이오사이언스,38070,Dec-13,5011189.0,5011189.0,4977929.0,4977929.0,0.0,-0.6637147391567169
2674,(주)서린바이오사이언스,38070,Dec-14,4171322.0,4171322.0,3975596.0,3975596.0,0.0,-4.692181519431969
2675,(주)서린바이오사이언스,38070,Dec-15,6410005.0,6410005.0,5964655.0,5964655.0,0.0,-6.947732490068262
2676,(주)서린바이오사이언스,38070,Dec-16,9724866.0,9724866.0,8863166.0,8863166.0,0.0,-8.86079047258852
2677,(주)서린바이오사이언스,38070,Dec-17,13283032.0,13283032.0,12624002.0,12624002.0,0.0,-4.961442538119314
2678,(주)서린바이오사이언스,38070,Dec-18,15109166.0,15109166.0,14167907.0,14167907.0,0.0,-6.229721746388918
2679,(주)서린바이오사이언스,38070,Dec-19,12029975.0,12029975.0,11270524.0,11270524.0,0.0,-6.312989012861621
2680,(주)서부티엔디,6730,Dec-11,364489.0,364489.0,364489.0,364489.0,0.0,0.0
2681,(주)서부티엔디,6730,Dec-12,380626.0,380626.0,380626.0,380626.0,0.0,0.0
2682,(주)서부티엔디,6730,Dec-13,570436.0,570436.0,570436.0,570436.0,0.0,0.0
2683,(주)서부티엔디,6730,Dec-14,241427.0,,241427.0,241427.0,0.0,
2684,(주)서부티엔디,6730,Dec-15,,,198697.0,198697.0,0.0,
2685,(주)서부티엔디,6730,Dec-16,,,228625.0,228625.0,0.0,
2686,(주)서부티엔디,6730,Dec-17,,,482528.0,482528.0,0.0,
2687,(주)서부티엔디,6730,Dec-18,,,559151.0,559151.0,0.0,
2688,(주)서부티엔디,6730,Dec-19,,656831.0,656831.0,656831.0,0.0,0.0
2689,(주)서산,79650,Dec-11,4706958.0,4706958.0,2070975.0,2070975.0,0.0,-56.00183812984947
2690,(주)서산,79650,Dec-12,6458162.0,6458162.0,2628580.0,2628580.0,0.0,-59.29832667560832
2691,(주)서산,79650,Dec-13,7370193.0,7370193.0,2648042.0,2648042.0,0.0,-64.07092731492921
2692,(주)서산,79650,Dec-14,7636185.0,7636185.0,2124774.0,2124774.0,0.0,-72.17492766348641
2693,(주)서산,79650,Dec-15,7314412.0,7314412.0,1998093.0,1998093.0,0.0,-72.68279391426132
2694,(주)서산,79650,Dec-16,7334309.0,7334309.0,1494667.0,1494667.0,0.0,-79.62088862086394
2695,(주)서산,79650,Dec-17,10442200.0,10442200.0,2005335.0,2005335.0,0.0,-80.79585719484399
2696,(주)서산,79650,Dec-18,7558681.0,7558681.0,1541364.0,1541364.0,0.0,-79.60802949615152
2697,(주)서산,79650,Dec-19,6676110.0,6676110.0,1138277.0,1138277.0,0.0,-82.94999633019827
2698,(주)서연,7860,Dec-11,105099582.0,105099582.0,9334712.0,9334712.0,0.0,-91.11822157389742
2699,(주)서연,7860,Dec-12,116379695.0,137181627.0,10526658.0,10526658.0,0.0,-92.32648115479779
2700,(주)서연,7860,Dec-13,152515147.0,152515147.0,10695815.0,10695815.0,0.0,-92.98704737831711
2701,(주)서연,7860,Dec-14,181592262.0,181592262.0,0.0,0.0,,-100.0
2702,(주)서연,7860,Dec-15,196236231.0,196236231.0,0.0,0.0,,-100.0
2703,(주)서연,7860,Dec-16,238676471.0,238676471.0,0.0,0.0,,-100.0
2704,(주)서연,7860,Dec-17,222098363.0,222098363.0,0.0,0.0,,-100.0
2705,(주)서연,7860,Dec-18,245380374.0,245380374.0,0.0,0.0,,-100.0
2706,(주)서연,7860,Dec-19,125482904.0,125482904.0,0.0,0.0,,-100.0
2707,(주)서연이화,200880,Dec-14,93082383.0,93082383.0,14074195.0,14074195.0,0.0,-84.87985100252536
2708,(주)서연이화,200880,Dec-15,98932790.0,98932790.0,8005550.0,8005550.0,0.0,-91.90809235239398
2709,(주)서연이화,200880,Dec-16,114025032.0,114025032.0,10616684.0,10616684.0,0.0,-90.6891637618659
2710,(주)서연이화,200880,Dec-17,101308889.0,101308889.0,15499364.0,15499364.0,0.0,-84.70088444065357
2711,(주)서연이화,200880,Dec-18,112242670.0,112242670.0,10516827.0,10516827.0,0.0,-90.63027723770291
2712,(주)서연이화,200880,Dec-19,104198427.0,104198427.0,14884667.0,14884667.0,0.0,-85.71507514216121
2713,(주)서연탑메탈,19770,Dec-11,1684352.0,1684352.0,1437039.0,1437039.0,0.0,-14.682976005015576
2714,(주)서연탑메탈,19770,Dec-12,3949526.0,3949526.0,1287896.0,1287896.0,0.0,-67.3911249096727
2715,(주)서연탑메탈,19770,Dec-13,3764114.0,3764114.0,1153465.0,1153465.0,0.0,-69.35626816828608
2716,(주)서연탑메탈,19770,Dec-14,4720724.0,4720724.0,1173936.0,1173936.0,0.0,-75.13228903024196
2717,(주)서연탑메탈,19770,Dec-15,2852880.0,2852880.0,1345459.0,1345459.0,0.0,-52.83857014665882
2718,(주)서연탑메탈,19770,Dec-16,8111859.0,8111859.0,1510594.0,1510594.0,0.0,-81.37795541071412
2719,(주)서연탑메탈,19770,Dec-17,9733203.0,9733203.0,1648928.0,1648928.0,0.0,-83.05873205356963
2720,(주)서연탑메탈,19770,Dec-18,4570186.0,4570186.0,1636871.0,1636871.0,0.0,-64.18371156009843
2721,(주)서연탑메탈,19770,Dec-19,5403665.0,5403665.0,1413135.0,1413135.0,0.0,-73.84858239731737
2722,(주)서울리거,43710,Dec-11,525427.0,525427.0,352505.0,352505.0,0.0,-32.91075639432309
2723,(주)서울리거,43710,Dec-12,8003204.0,8003204.0,7501802.0,7501802.0,0.0,-6.265015861147617
2724,(주)서울리거,43710,Dec-13,1433878.0,1433878.0,1433878.0,1433878.0,0.0,0.0
2725,(주)서울리거,43710,Dec-14,698829.0,698829.0,698829.0,698829.0,0.0,0.0
2726,(주)서울리거,43710,Dec-15,68061.0,68061.0,68061.0,68061.0,0.0,0.0
2727,(주)서울리거,43710,Dec-16,1080177.0,1080177.0,1080177.0,1080177.0,0.0,0.0
2728,(주)서울리거,43710,Dec-17,1370437.0,1370437.0,1370437.0,1370437.0,0.0,0.0
2729,(주)서울리거,43710,Dec-18,1560884.0,1560884.0,1323630.0,1323630.0,0.0,-15.199976423616363
2730,(주)서울리거,43710,Dec-19,28720013.0,28720013.0,2209466.0,2209466.0,0.0,-92.30687674131624
2731,(주)서울옥션,63170,Dec-11,27792518.0,27792518.0,27749487.0,27749487.0,0.0,-0.15482944006728871
2732,(주)서울옥션,63170,Dec-12,29356786.0,29356786.0,29251078.0,29251078.0,0.0,-0.36008028944313253
2733,(주)서울옥션,63170,Dec-13,32038523.0,32038523.0,31992586.0,31992586.0,0.0,-0.14338051726042522
2734,(주)서울옥션,63170,Dec-14,31817596.0,31817596.0,31768743.0,31768743.0,0.0,-0.15354082690596726
2735,(주)서울옥션,63170,Dec-15,45985210.0,45985210.0,41965250.0,41965250.0,0.0,-8.74185417441825
2736,(주)서울옥션,63170,Dec-16,54660202.0,54660202.0,47070594.0,47070594.0,0.0,-13.885071262634568
2737,(주)서울옥션,63170,Dec-17,54016434.0,54016434.0,44596076.0,44596076.0,0.0,-17.439799894972708
2738,(주)서울옥션,63170,Dec-18,61902879.0,61902879.0,47587321.0,47587321.0,0.0,-23.12583555281816
2739,(주)서울옥션,63170,Dec-19,57143813.0,57143813.0,47790104.0,47790104.0,0.0,-16.368716942287335
2740,(주)서울제약,18680,Dec-11,,,4866655.0,4866655.0,0.0,
2741,(주)서울제약,18680,Dec-12,,,4842926.0,4842926.0,0.0,
2742,(주)서울제약,18680,Dec-13,,,5146856.0,5146856.0,0.0,
2743,(주)서울제약,18680,Dec-14,,,4776970.0,4776970.0,0.0,
2744,(주)서울제약,18680,Dec-15,,,5996874.0,5996874.0,0.0,
2745,(주)서울제약,18680,Dec-16,,,8320520.0,8320520.0,0.0,
2746,(주)서울제약,18680,Dec-17,,,10185548.0,10185548.0,0.0,
2747,(주)서울제약,18680,Dec-18,,,11231930.0,11231930.0,0.0,
2748,(주)서울제약,18680,Dec-19,,,9395089.0,9395089.0,0.0,
2749,(주)서원,21050,Dec-11,106747463.0,106747463.0,72646100.0,72646100.0,0.0,-31.945829944454985
2750,(주)서원,21050,Dec-12,119942366.0,119942366.0,68302192.0,68302192.0,0.0,-43.05415652714405
2751,(주)서원,21050,Dec-13,83405893.0,83405893.0,71485434.0,71485434.0,0.0,-14.292106434253995
2752,(주)서원,21050,Dec-14,80871607.0,80871607.0,66252757.0,66252757.0,0.0,-18.07661618496094
2753,(주)서원,21050,Dec-15,47163659.0,47163659.0,34587479.0,34587479.0,0.0,-26.664979491943157
2754,(주)서원,21050,Dec-16,42825724.0,42825724.0,28804245.0,28804245.0,0.0,-32.74078682242477
2755,(주)서원,21050,Dec-17,49590687.0,49590687.0,35552007.0,35552007.0,0.0,-28.30910569962461
2756,(주)서원,21050,Dec-18,51974103.0,51974103.0,36570320.0,36570320.0,0.0,-29.637419620305906
2757,(주)서원,21050,Dec-19,56361162.0,56361162.0,37896374.0,37896374.0,0.0,-32.761545973803734
2758,(주)서원인텍,93920,Dec-11,20152848.0,20152848.0,15021798.0,15021798.0,0.0,-25.460669380327786
2759,(주)서원인텍,93920,Dec-12,18572813.0,18572813.0,13493312.0,13493312.0,0.0,-27.34912045902793
2760,(주)서원인텍,93920,Dec-13,25955303.0,25955303.0,16040850.0,16040850.0,0.0,-38.19817861498285
2761,(주)서원인텍,93920,Dec-14,23472325.0,23472325.0,10239130.0,10239130.0,0.0,-56.37786201409532
2762,(주)서원인텍,93920,Dec-15,11339785.0,11339785.0,4948481.0,4948481.0,0.0,-56.3617740547991
2763,(주)서원인텍,93920,Dec-16,25855163.0,25855163.0,13387865.0,13387865.0,0.0,-48.219761755127976
2764,(주)서원인텍,93920,Dec-17,19033057.0,19033057.0,5581861.0,5581861.0,0.0,-70.67280889244434
2765,(주)서원인텍,93920,Dec-18,20889130.0,20889130.0,5207734.0,5207734.0,0.0,-75.0696462705723
2766,(주)서원인텍,93920,Dec-19,20798563.0,20798563.0,2961127.0,2961127.0,0.0,-85.76282890313144
2767,(주)서전기전,189860,Dec-14,4715721.0,4715721.0,4793243.0,4793243.0,0.0,1.6439055660841575
2768,(주)서전기전,189860,Dec-15,2597906.0,2597906.0,2607073.0,2607073.0,0.0,0.3528611119878917
2769,(주)서전기전,189860,Dec-16,2883960.0,,2884623.0,2883960.0,0.022989223151498095,
2770,(주)서전기전,189860,Dec-17,,,1451573.0,1451573.0,0.0,
2771,(주)서전기전,189860,Dec-18,,,4369592.0,4369592.0,0.0,
2772,(주)서전기전,189860,Dec-19,,,4584345.0,4584345.0,0.0,
2773,(주)서진시스템,178320,Dec-17,52542523.0,52542523.0,5752861.0,5752861.0,0.0,-89.05103776611564
2774,(주)서진시스템,178320,Dec-18,71175970.0,71175970.0,6327157.0,6327157.0,0.0,-91.11054334770569
2775,(주)서진시스템,178320,Dec-19,115683467.0,115683467.0,15817218.0,15817218.0,0.0,-86.32715770871563
2776,(주)서진오토모티브,122690,Dec-11,,,,,,
2777,(주)서진오토모티브,122690,Dec-12,58083920.0,58083920.0,11614642.0,11614642.0,0.0,-80.00368776763001
2778,(주)서진오토모티브,122690,Dec-13,61139541.0,61139541.0,13038268.0,13038268.0,0.0,-78.67457330109822
2779,(주)서진오토모티브,122690,Dec-14,58164312.0,58164312.0,11857338.0,11857338.0,0.0,-79.61406643991594
2780,(주)서진오토모티브,122690,Dec-15,64804473.0,64804473.0,12326786.0,12326786.0,0.0,-80.97849511097792
2781,(주)서진오토모티브,122690,Dec-16,79625913.0,79625913.0,15606105.0,15606105.0,0.0,-80.40072080554982
2782,(주)서진오토모티브,122690,Dec-17,77768850.0,77768850.0,16932359.0,16932359.0,0.0,-78.22732495079971
2783,(주)서진오토모티브,122690,Dec-18,79848327.0,79848327.0,18664783.0,18664783.0,0.0,-76.62470373361737
2784,(주)서진오토모티브,122690,Dec-19,81146890.0,81146890.0,18839747.0,18839747.0,0.0,-76.78315583012485
2785,(주)서플러스글로벌,140070,Dec-17,78154372.0,78154372.0,76714338.0,76714338.0,0.0,-1.8425507916562793
2786,(주)서플러스글로벌,140070,Dec-18,108734165.0,108734165.0,104765741.0,104765741.0,0.0,-3.649656940852026
2787,(주)서플러스글로벌,140070,Dec-19,98709584.0,98709584.0,95770930.0,95770930.0,0.0,-2.9770705952929575
2788,(주)서한,11370,Dec-11,,,5203331.0,5203331.0,0.0,
2789,(주)서한,11370,Dec-12,,,58780719.0,58780719.0,0.0,
2790,(주)서한,11370,Dec-13,,,57200934.0,57200934.0,0.0,
2791,(주)서한,11370,Dec-14,,,89585702.0,89585702.0,0.0,
2792,(주)서한,11370,Dec-15,,,163123641.0,163123641.0,0.0,
2793,(주)서한,11370,Dec-16,,,126991058.0,126991058.0,0.0,
2794,(주)서한,11370,Dec-17,,,54527390.0,54527390.0,0.0,
2795,(주)서한,11370,Dec-18,,,95650622.0,95650622.0,0.0,
2796,(주)서한,11370,Dec-19,,,67400245.0,67400245.0,0.0,
2797,(주)서흥,8490,Dec-11,54147476.0,54147476.0,36503170.0,36503170.0,0.0,-32.585648128825056
2798,(주)서흥,8490,Dec-12,61960680.0,61960680.0,41763107.0,41763107.0,0.0,-32.59740370828726
2799,(주)서흥,8490,Dec-13,93051847.0,93051847.0,64805261.0,64805261.0,0.0,-30.355749950884913
2800,(주)서흥,8490,Dec-14,97150632.0,97150632.0,58486353.0,58486353.0,0.0,-39.7982784095527
2801,(주)서흥,8490,Dec-15,103814160.0,103814160.0,60269237.0,60269237.0,0.0,-41.94507088435721
2802,(주)서흥,8490,Dec-16,114523771.0,114523771.0,68060760.0,68060760.0,0.0,-40.57062616284265
2803,(주)서흥,8490,Dec-17,111608041.0,111608041.0,65462409.0,65462409.0,0.0,-41.34615354461781
2804,(주)서흥,8490,Dec-18,116196671.0,116196671.0,67178631.0,67178631.0,0.0,-42.18540822051607
2805,(주)서흥,8490,Dec-19,141009307.0,141009307.0,75047106.0,75047106.0,0.0,-46.778615116518516
2806,(주)서희건설,35890,Dec-11,15666385.0,15666385.0,15666385.0,15666385.0,0.0,0.0
2807,(주)서희건설,35890,Dec-12,15898965.0,15898965.0,15898965.0,15898965.0,0.0,0.0
2808,(주)서희건설,35890,Dec-13,13207859.0,13207859.0,13207859.0,13207859.0,0.0,0.0
2809,(주)서희건설,35890,Dec-14,12235606.0,12235606.0,12235606.0,12235606.0,0.0,0.0
