,회사명,거래소코드,회계년도,매출액(IFRS연결),유동자산(IFRS연결),유동부채(IFRS연결),매출액(IFRS개별),유동자산(IFRS개별),유동부채(IFRS개별),순운전자본회전율(개별),순운전자본회전율(연결)
86,(주)STX,11810,Dec-16,1720153000.0,486347000.0,974743000.0,1465561000.0,441306000.0,914419000.0,-309.76975902162906,-352.2045635099387
87,(주)STX,11810,Dec-17,1803878000.0,475786000.0,553981000.0,1595494000.0,349891000.0,453983000.0,-1532.7729316373977,-2306.89686041307
88,(주)STX,11810,Dec-18,1502985000.0,422861000.0,463598000.0,1329890000.0,297842000.0,361935000.0,-2074.9379807467276,-3689.483761690846
89,(주)STX,11810,Dec-19,1471164000.0,386401000.0,439806000.0,1237876000.0,292473000.0,377150000.0,-1461.87984930973,-2754.730830446588
90,(주)TCC스틸,2710,Dec-11,514424043.0,183481284.0,165589918.0,456928069.0,163515113.0,143961450.0,2336.7901400366777,2875.2642084455706
91,(주)TCC스틸,2710,Dec-12,501337475.0,218440703.0,191715329.0,440568155.0,168674581.0,115747321.0,832.4031038069984,1875.8857219360148
92,(주)TCC스틸,2710,Dec-13,500832754.0,220034732.0,155751890.0,419483813.0,150092488.0,98538725.0,813.6822388697407,779.1079834335887
93,(주)TCC스틸,2710,Dec-14,518995240.0,233224033.0,283660429.0,401323585.0,141191905.0,189566139.0,-829.6226147994405,-1029.0093685520274
94,(주)TCC스틸,2710,Dec-15,495795871.0,240184174.0,153614700.0,350074629.0,202116240.0,121276743.0,433.04899460223015,572.7144316482736
95,(주)TCC스틸,2710,Dec-16,444453635.0,120777516.0,94244692.0,317235565.0,97007914.0,77521428.0,1627.9772812809863,1675.1086691714384
96,(주)TCC스틸,2710,Dec-17,391370092.0,120243911.0,160048884.0,333762378.0,101914014.0,148607324.0,-714.7969976855356,-983.2190867206467
97,(주)TCC스틸,2710,Dec-18,413176279.0,152165969.0,93172096.0,351301866.0,128625665.0,82038987.0,754.0822421379778,700.3715097667855
98,(주)TCC스틸,2710,Dec-19,437173902.0,148991647.0,165995910.0,339334364.0,121879909.0,152915323.0,-1093.3779198176637,-2570.9664805819575
99,(주)가비아,79940,Dec-11,52838864.0,28837190.0,13905604.0,33792831.0,9245779.0,11953563.0,-1247.9884289145662,353.8730848819409
100,(주)가비아,79940,Dec-12,69058144.0,31997486.0,14858349.0,38482449.0,9613034.0,10723878.0,-3464.25321647324,402.92661176580833
101,(주)가비아,79940,Dec-13,70675565.0,37411881.0,14999568.0,40507693.0,10360239.0,11588806.0,-3297.149687400036,315.34257530670754
102,(주)가비아,79940,Dec-14,80432047.0,41920706.0,16229926.0,43906243.0,14916105.0,13161566.0,2502.437563371347,313.07748149336066
103,(주)가비아,79940,Dec-15,91648622.0,52239105.0,13210992.0,48446932.0,17436488.0,9687159.0,625.1758313526242,234.8271923882151
104,(주)가비아,79940,Dec-16,102178978.0,60241586.0,20386590.0,49430564.0,12237594.0,10247269.0,2483.542336050645,256.37683667061464
105,(주)가비아,79940,Dec-17,116217941.0,66113388.0,29400833.0,52365659.0,15116578.0,17323452.0,-2372.843170928653,316.56184376162327
106,(주)가비아,79940,Dec-18,128728438.0,78058272.0,29792809.0,55197652.0,18388749.0,18089528.0,18447.118350650522,266.70921607029857
107,(주)가비아,79940,Dec-19,148306878.0,86880807.0,43098923.0,58254105.0,13602872.0,20260391.0,-875.0122230218194,338.74028353827805
108,(주)강스템바이오텍,217730,Dec-15,,,,1484593.0,18896590.0,2965591.0,9.318894565243523,
109,(주)강스템바이오텍,217730,Dec-16,,,,842805.0,37966496.0,3231048.0,2.4263541958635457,
110,(주)강스템바이오텍,217730,Dec-17,9132939.0,25246012.0,6368374.0,5394323.0,24316617.0,4000962.0,26.552542854266818,48.37967016848188
111,(주)강스템바이오텍,217730,Dec-18,9165454.0,48992790.0,20056267.0,1001039.0,44071609.0,13802351.0,3.307114432735682,31.674344564479984
112,(주)강스템바이오텍,217730,Dec-19,6004584.0,55408095.0,20598774.0,282069.0,50136013.0,15296868.0,0.8096323833435063,17.249931419231075
113,(주)강원랜드,35250,Dec-11,1265686425.0,1163791156.0,440884890.0,1263651213.0,1116717650.0,439575361.0,186.61531461373548,175.0830618751339
114,(주)강원랜드,35250,Dec-12,1296191223.0,1165450728.0,518388305.0,1292896121.0,1117338850.0,516757053.0,215.27394394206055,200.31934739625575
115,(주)강원랜드,35250,Dec-13,1361286598.0,1080401909.0,570217325.0,1356906162.0,1032979185.0,568327002.0,292.0262104956042,266.8223699209226
116,(주)강원랜드,35250,Dec-14,1496541441.0,1371825587.0,624516570.0,1492291312.0,1349601870.0,619817290.0,204.48380972916692,200.25737773213567
117,(주)강원랜드,35250,Dec-15,1633716839.0,1750420316.0,664599978.0,1630976696.0,1736167993.0,662837030.0,151.9546861334699,150.4592225643134
118,(주)강원랜드,35250,Dec-16,1696532511.0,1809513458.0,718893173.0,1694575212.0,1799026863.0,717426075.0,156.67288992396703,155.55666205126562
119,(주)강원랜드,35250,Dec-17,1604470055.0,2164296051.0,681337932.0,1602901764.0,2155754572.0,680591144.0,108.65926673447872,108.19388858276989
120,(주)강원랜드,35250,Dec-18,1438059299.0,1759033105.0,636028473.0,1436042435.0,1749493012.0,635168405.0,128.87110506032286,128.0546186562835
121,(주)강원랜드,35250,Dec-19,1520080449.0,1878191161.0,651342607.0,1517612252.0,1868365557.0,650507914.0,124.61327156937669,123.90123002908149
122,(주)강원에너지,114190,Nov-11,,,,50222892.0,47950975.0,29049482.0,265.7085977282324,
123,(주)강원에너지,114190,Dec-12,,,,106471214.0,80491240.0,52980413.0,387.01567931781915,
124,(주)강원에너지,114190,Dec-13,,,,50660659.0,61556228.0,26561224.0,144.76540422741488,
125,(주)강원에너지,114190,Dec-14,,,,51481321.0,48800730.0,16587078.0,159.81212251252978,
126,(주)강원에너지,114190,Dec-15,46188664.0,62927388.0,18860326.0,48852892.0,58744703.0,26044865.0,149.39796337828952,104.81448479592308
127,(주)강원에너지,114190,Dec-16,42287473.0,53716336.0,12090212.0,44448760.0,49882033.0,17100077.0,135.58910273688366,101.58878352450014
128,(주)강원에너지,114190,Dec-17,82034829.0,68068421.0,33693980.0,83113029.0,66557788.0,36681993.0,278.19520451254937,238.65065616630682
129,(주)강원에너지,114190,Dec-18,85905365.0,70556730.0,43608244.0,85905365.0,70097814.0,40299772.0,288.29197905016713,318.77621993309754
130,(주)강원에너지,114190,Dec-19,42549622.0,30544232.0,30840573.0,42549622.0,30346449.0,27565065.0,1529.8003440014036,-14358.331111793506
131,(주)갤럭시아에스엠,11420,Dec-11,47331427.0,24658098.0,15665609.0,31931418.0,17322791.0,12001627.0,600.0833276328261,526.3440077602542
132,(주)갤럭시아에스엠,11420,Dec-12,55049732.0,24752609.0,13440442.0,37398255.0,21665386.0,12435097.0,405.16884140897434,486.64179020695155
133,(주)갤럭시아에스엠,11420,Dec-13,46437304.0,19899780.0,13503615.0,30903637.0,15680160.0,9491278.0,499.34118957188065,726.0179185496308
134,(주)갤럭시아에스엠,11420,Dec-14,43885894.0,26742964.0,17868979.0,33027933.0,21910144.0,14705118.0,458.4013020910681,494.54550576770185
135,(주)갤럭시아에스엠,11420,Dec-15,62472754.0,44426010.0,16873228.0,53784932.0,40480215.0,14961439.0,210.76611197966545,226.73846147369073
136,(주)갤럭시아에스엠,11420,Dec-16,52626331.0,37929417.0,12464561.0,45665676.0,33508731.0,9845511.0,192.98166521715982,206.66259019882145
137,(주)갤럭시아에스엠,11420,Dec-17,37281280.0,28750883.0,8744690.0,36917656.0,25522603.0,7871709.0,209.15459579554442,186.34869712593496
138,(주)갤럭시아에스엠,11420,Dec-18,22060413.0,14251248.0,6670268.0,22030258.0,14317048.0,6429460.0,279.30284898247726,290.99685001147606
139,(주)갤럭시아에스엠,11420,Dec-19,28732679.0,13644588.0,6311576.0,28732679.0,13644588.0,6311576.0,391.8264282125817,391.8264282125817
140,(주)경농,2100,Dec-11,121253605.0,94363834.0,24871768.0,120728258.0,85897543.0,24782041.0,197.5411377623962,174.48553767274672
141,(주)경농,2100,Dec-12,136970449.0,142516976.0,102878086.0,131021366.0,88973571.0,45244293.0,299.61932140750184,345.54562198891034
142,(주)경농,2100,Dec-13,196358952.0,129526582.0,72472377.0,139237273.0,90491612.0,40577371.0,278.9530006075821,344.16210338922434
143,(주)경농,2100,Dec-14,188483147.0,139646908.0,90426180.0,134806677.0,92163573.0,46610936.0,295.9360552496665,382.9344966210171
144,(주)경농,2100,Dec-15,196418710.0,161184139.0,114383542.0,137609256.0,110823037.0,75250424.0,386.8404494210195,419.69274451776755
145,(주)경농,2100,Dec-16,203984939.0,156061222.0,112348070.0,143209666.0,113338004.0,75688103.0,380.3719590125881,466.6443156512713
146,(주)경농,2100,Dec-17,206534382.0,163437464.0,121066567.0,143175105.0,114661596.0,78430974.0,395.17705492331874,487.4439689110193
147,(주)경농,2100,Dec-18,212654617.0,169982099.0,128301300.0,146216658.0,124295854.0,86896477.0,390.9601435339418,510.19803387166354
148,(주)경농,2100,Dec-19,227510941.0,185020093.0,122608005.0,151342037.0,138697201.0,80682497.0,260.86841191157333,364.53025093472274
149,(주)경동나비엔,9450,Dec-11,341246917.0,129512842.0,81664623.0,318269213.0,109967953.0,74711381.0,902.7230809620402,713.1862462843184
150,(주)경동나비엔,9450,Dec-12,379014259.0,145371681.0,100189444.0,341339118.0,123218302.0,87833093.0,964.637846282044,838.8567812611847
151,(주)경동나비엔,9450,Dec-13,414177562.0,134043087.0,149468556.0,371601179.0,104914630.0,132677192.0,-1338.4974304604884,-2685.0241117466185
152,(주)경동나비엔,9450,Dec-14,428985365.0,159947056.0,186324883.0,382392117.0,134136648.0,156677220.0,-1696.4614606940763,-1626.3104803894573
153,(주)경동나비엔,9450,Dec-15,512031120.0,158254944.0,177125715.0,448302084.0,129837058.0,136609355.0,-6619.645948782222,-2713.35559103547
154,(주)경동나비엔,9450,Dec-16,583252904.0,175420277.0,177489101.0,506082201.0,145915928.0,135099803.0,4678.960357799119,-28192.485392667528
155,(주)경동나비엔,9450,Dec-17,684660958.0,230894567.0,219839746.0,569819524.0,175839342.0,159637322.0,3516.9659338773804,6193.3246861256275
156,(주)경동나비엔,9450,Dec-18,726741615.0,287001959.0,275122471.0,618058456.0,209454208.0,191253920.0,3395.871845544422,6117.617316503876
157,(주)경동나비엔,9450,Dec-19,774290704.0,274279157.0,270253541.0,655419303.0,214093729.0,183748685.0,2159.8891173135225,19234.092471810523
158,(주)경동도시가스,267290,Dec-17,871548284.0,376858740.0,334894003.0,870828897.0,374489353.0,334399752.0,2172.2064457563447,2076.8586825648404
159,(주)경동도시가스,267290,Dec-18,1606531867.0,444232799.0,375912237.0,1605687067.0,441723742.0,375445868.0,2422.6592829456176,2351.46172685172
160,(주)경동도시가스,267290,Dec-19,1422707835.0,395154174.0,321180745.0,1421866212.0,392458231.0,320773519.0,1983.4999295247221,1923.268738833237
161,(주)경동인베스트,12320,Dec-11,1847666903.0,610411619.0,488755455.0,1806174764.0,563584969.0,450578763.0,1598.2969678674108,1518.7614357131959
162,(주)경동인베스트,12320,Dec-12,2502642394.0,814034002.0,649801248.0,2403814656.0,753036515.0,612902677.0,1715.3705987842852,1523.838779443472
163,(주)경동인베스트,12320,Dec-13,2788264380.0,778164231.0,596199441.0,2664100017.0,724069045.0,555649865.0,1581.8269730324064,1532.3098386231754
164,(주)경동인베스트,12320,Dec-14,2603059058.0,766552554.0,550250914.0,2399450987.0,631297926.0,449400573.0,1319.1236416727845,1203.439353488027
165,(주)경동인베스트,12320,Dec-15,1604168482.0,571798491.0,392919112.0,1352478311.0,459634757.0,294859087.0,820.7997643098645,896.7878192376775
166,(주)경동인베스트,12320,Dec-16,1181902637.0,508994824.0,337654347.0,1021002691.0,394847821.0,259946634.0,756.8522662443289,689.7976810231478
167,(주)경동인베스트,12320,Dec-17,195069859.0,238339688.0,77526863.0,612436.0,110951332.0,615156.0,0.5550636447650679,121.30242659439632
168,(주)경동인베스트,12320,Dec-18,228644016.0,188460289.0,78414333.0,7460898.0,44742051.0,424952.0,16.835258102070263,207.77139325319686
169,(주)경동인베스트,12320,Dec-19,271765025.0,236475693.0,84662496.0,8641051.0,44653640.0,7787239.0,23.438824419015027,179.01278042382575
170,(주)경방,50,Dec-11,348136369.0,138673371.0,406687562.0,275746943.0,123787600.0,362096037.0,-115.71010513572375,-129.89475210288398
171,(주)경방,50,Dec-12,333620804.0,123685731.0,164949423.0,265409209.0,101710997.0,121339742.0,-1352.1455854666206,-808.5093403663443
172,(주)경방,50,Dec-13,347189559.0,103410904.0,135215333.0,264782077.0,79482802.0,88576434.0,-2911.730725413124,-1091.6390261243175
173,(주)경방,50,Dec-14,329036023.0,101229398.0,409405729.0,256979444.0,83665762.0,388656785.0,-84.25803535863415,-106.76875214015055
174,(주)경방,50,Dec-15,357628146.0,108093423.0,185946014.0,307744480.0,83760073.0,143915877.0,-511.5790323407531,-459.36575958017886
175,(주)경방,50,Dec-16,377445013.0,106002223.0,155435755.0,313876822.0,80538917.0,120641481.0,-782.6851719506014,-763.5404506398612
176,(주)경방,50,Dec-17,360788750.0,90254697.0,319476563.0,288103985.0,71472590.0,249334914.0,-161.98145763573854,-157.3971786792801
177,(주)경방,50,Dec-18,351438926.0,120711492.0,163151849.0,279085217.0,88159568.0,102888605.0,-1894.7960888413818,-828.0772143363449
178,(주)경방,50,Dec-19,343892085.0,264861016.0,192380293.0,253552382.0,223798878.0,150525799.0,346.03756995116856,474.4600643677354
179,(주)경보제약,214390,Dec-15,,,,178032632.0,105108130.0,64542191.0,438.8722075433777,
180,(주)경보제약,214390,Dec-16,,,,186726170.0,102226920.0,72716830.0,632.7536446008806,
181,(주)경보제약,214390,Dec-17,,,,191661374.0,110638039.0,60379395.0,381.3500698506709,
182,(주)경보제약,214390,Dec-18,,,,201343596.0,128936315.0,69317865.0,337.7202795443357,
183,(주)경보제약,214390,Dec-19,,,,191706189.0,124176490.0,83814952.0,474.9724576897937,
184,(주)경인양행,12610,Dec-11,233095049.0,166259207.0,107188765.0,128707611.0,99039937.0,64682274.0,374.61107584645674,394.60522235469307
185,(주)경인양행,12610,Dec-12,218604655.0,146242797.0,94090486.0,141304459.0,94723927.0,70551008.0,584.5568712657333,419.16580647787595
186,(주)경인양행,12610,Dec-13,260808400.0,175887375.0,108289018.0,183106757.0,123143650.0,88530619.0,529.0110450020976,385.82061987098297
187,(주)경인양행,12610,Dec-14,277181095.0,164606526.0,86323503.0,190395047.0,107227115.0,64009841.0,440.5531154047337,354.07561483669326
188,(주)경인양행,12610,Dec-15,263163677.0,176664098.0,109310448.0,175006703.0,113173448.0,81834318.0,558.4287215375793,390.7192512952156
189,(주)경인양행,12610,Dec-16,274873817.0,191409058.0,119502456.0,179267850.0,126364739.0,93552900.0,546.3511203989511,382.2650623930192
190,(주)경인양행,12610,Dec-17,299987729.0,193184742.0,124353660.0,193975818.0,125062666.0,93894860.0,622.3595526743204,435.8317787304288
