,회사명,거래소코드,회계년도,매출액(IFRS연결),매출채권(IFRS연결),재고자산(IFRS연결),매출액(IFRS개별),매출채권(IFRS개별),재고자산(IFRS개별),운전자본회전비율(개별),운전자본회전비율(연결)
1114,(주)도화엔지니어링,2150,Dec-14,,,,229647463.0,17044138.0,0.0,1347.3691834694132,
1115,(주)도화엔지니어링,2150,Dec-15,,,,275048204.0,22390152.0,0.0,1228.4338400203803,
1116,(주)도화엔지니어링,2150,Dec-16,,,,324737933.0,11029337.0,0.0,2944.310551033122,
1117,(주)도화엔지니어링,2150,Dec-17,398950053.0,16824251.0,0.0,398213957.0,16788969.0,0.0,2371.878565026834,2371.2797259146932
1118,(주)도화엔지니어링,2150,Dec-18,402472582.0,31796852.0,0.0,401239892.0,31434265.0,0.0,1276.4411447189873,1265.7623528266256
1119,(주)도화엔지니어링,2150,Dec-19,516127676.0,15297107.0,0.0,514884271.0,15260546.0,0.0,3373.9570720470942,3374.0214800092594
1120,(주)동구바이오제약,6620,Dec-18,,,,104837387.0,24094344.0,14930654.0,268.6416204300638,
1121,(주)동구바이오제약,6620,Dec-19,,,,125235187.0,22566240.0,17598619.0,311.80287972628014,
1122,(주)동국알앤에스,75970,Dec-11,154053142.0,33482224.0,42991177.0,148238581.0,31449527.0,32702177.0,231.075048294898,201.44669909476107
1123,(주)동국알앤에스,75970,Dec-12,129926945.0,29096981.0,27363052.0,122220583.0,29727665.0,18652956.0,252.62301407830213,230.12197849760378
1124,(주)동국알앤에스,75970,Dec-13,117332476.0,30139789.0,27328566.0,108707901.0,27533409.0,18752174.0,234.86341524530437,204.1688438793837
1125,(주)동국알앤에스,75970,Dec-14,110150597.0,23557818.0,27841155.0,102228141.0,21586703.0,20251360.0,244.3424328702789,214.30505430526793
1126,(주)동국알앤에스,75970,Dec-15,98898658.0,25446590.0,24483718.0,76183392.0,22393949.0,17365583.0,191.61038414637275,198.07339862594077
1127,(주)동국알앤에스,75970,Dec-16,94528209.0,27731288.0,20915263.0,67042606.0,23846208.0,14530621.0,174.69553307804563,194.3163637644116
1128,(주)동국알앤에스,75970,Dec-17,95193818.0,27396476.0,28993382.0,68756029.0,24344453.0,19164289.0,158.0280785870573,168.8137217866376
1129,(주)동국알앤에스,75970,Dec-18,101618391.0,28671736.0,24489475.0,76379761.0,25181812.0,15305175.0,188.65261818569013,191.15138479445096
1130,(주)동국알앤에스,75970,Dec-19,101828656.0,27813883.0,24832045.0,71822024.0,24020755.0,16403766.0,177.6694496887174,193.42171345141833
1131,(주)동국에스엔씨,100130,Dec-11,116891942.0,21062928.0,49679236.0,115568473.0,21062928.0,49679236.0,163.36575878566563,165.23659355402248
1132,(주)동국에스엔씨,100130,Dec-12,139563701.0,9518350.0,24338071.0,138418428.0,9518350.0,24338071.0,408.8395167345066,412.22225172589856
1133,(주)동국에스엔씨,100130,Dec-13,140907254.0,20484793.0,56840999.0,139810707.0,20484793.0,56840999.0,180.80733916052228,182.2254261553506
1134,(주)동국에스엔씨,100130,Dec-14,203075322.0,21338113.0,35478235.0,202243552.0,21338113.0,35478235.0,355.96014020471716,357.424102654398
1135,(주)동국에스엔씨,100130,Dec-15,211285538.0,43874089.0,70488361.0,210568798.0,22661717.0,41946517.0,325.91634991911405,184.75079713664758
1136,(주)동국에스엔씨,100130,Dec-16,383878885.0,57837474.0,87325320.0,207195857.0,31444588.0,48837727.0,258.0840587369709,264.4471592355821
1137,(주)동국에스엔씨,100130,Dec-17,367922824.0,29287758.0,71713682.0,172792712.0,6722233.0,32944012.0,435.6165097049141,364.27483014103564
1138,(주)동국에스엔씨,100130,Dec-18,363113418.0,58184227.0,73568257.0,165727686.0,34732718.0,38313836.0,226.87954040925734,275.6027112171942
1139,(주)동국에스엔씨,100130,Dec-19,317847252.0,61699796.0,80674709.0,174461880.0,43319409.0,54118408.0,179.04945468965096,223.2473096219018
1140,(주)동남합성,23450,Dec-11,,,,59784516.0,15612009.0,7338774.0,260.4900930830987,
1141,(주)동남합성,23450,Dec-12,,,,61964194.0,13841105.0,5965283.0,312.8495412692107,
1142,(주)동남합성,23450,Dec-13,,,,60564486.0,13598464.0,7566002.0,286.16118167120305,
1143,(주)동남합성,23450,Dec-14,,,,76119599.0,13345156.0,7539952.0,364.4683044013945,
1144,(주)동남합성,23450,Dec-15,,,,76498187.0,14108317.0,7449848.0,354.8455399613093,
1145,(주)동남합성,23450,Dec-16,,,,104228395.0,20960320.0,9162021.0,346.01691482079696,
1146,(주)동남합성,23450,Dec-17,,,,137438595.0,19780898.0,10402030.0,455.35209506513087,
1147,(주)동남합성,23450,Dec-18,,,,139266809.0,12545090.0,11048618.0,590.270969700905,
1148,(주)동남합성,23450,Dec-19,,,,126057340.0,14921343.0,8894352.0,529.3036377901211,
1149,(주)동방,4140,Dec-11,585508996.0,96254914.0,39677594.0,472871652.0,80137933.0,7719533.0,538.2259169641883,430.7350792056304
1150,(주)동방,4140,Dec-12,619415412.0,102609679.0,51169337.0,485103227.0,77034106.0,6487838.0,580.8093104250543,402.7957962743109
1151,(주)동방,4140,Dec-13,635368921.0,98353740.0,48160586.0,497411189.0,78756150.0,5605928.0,589.6146714166998,433.6565156092654
1152,(주)동방,4140,Dec-14,633716236.0,99802613.0,50598483.0,508700373.0,80874528.0,5682433.0,587.7059073273148,421.3508098371836
1153,(주)동방,4140,Dec-15,629844689.0,95091949.0,39288991.0,522629368.0,74870055.0,3038030.0,670.8281534580141,468.700910263018
1154,(주)동방,4140,Dec-16,575084778.0,88641565.0,33374880.0,468813154.0,68367856.0,3792788.0,649.679836560217,471.3174343015813
1155,(주)동방,4140,Dec-17,506138372.0,75841670.0,15433050.0,413905870.0,62086419.0,3711939.0,629.0519742149189,554.521966213646
1156,(주)동방,4140,Dec-18,526437269.0,87031291.0,6245931.0,474418754.0,81888673.0,4236625.0,550.8471552690593,564.3792318343271
1157,(주)동방,4140,Dec-19,633047832.0,99468957.0,6524414.0,577078497.0,92271202.0,4935234.0,593.6628486204349,597.2522866547947
1158,(주)동방선기,99410,Dec-11,55491589.0,23743298.0,8827187.0,36527616.0,10216682.0,3927742.0,258.2474620387511,170.37384920734218
1159,(주)동방선기,99410,Dec-12,38614066.0,18134952.0,5984326.0,28754075.0,11327435.0,2888627.0,202.26469890184777,160.0962765137497
1160,(주)동방선기,99410,Dec-13,24243352.0,15125881.0,5207507.0,22347216.0,6687278.0,2893121.0,233.25976298064415,119.22927944915034
1161,(주)동방선기,99410,Dec-14,35538546.0,20485378.0,4664242.0,25955520.0,8768226.0,3101449.0,218.67085661570346,141.30848100289387
1162,(주)동방선기,99410,Dec-15,45092509.0,17810453.0,3832366.0,33449173.0,7521508.0,2529658.0,332.7889818952348,208.34859359125076
1163,(주)동방선기,99410,Dec-16,29202617.0,16748924.0,3950686.0,29215663.0,8573096.0,2803278.0,256.8099730195228,141.07810243767878
1164,(주)동방선기,99410,Dec-17,,,,19302291.0,6410856.0,2160180.0,225.20370932988732,
1165,(주)동방선기,99410,Dec-18,,,,17058634.0,3972403.0,2537598.0,262.0373483813597,
1166,(주)동방선기,99410,Dec-19,,,,23630293.0,5995873.0,3147877.0,258.4310922761449,
1167,(주)동방아그로,7590,Dec-11,104135497.0,9719304.0,56263076.0,104135497.0,9719073.0,56360024.0,157.59219137029066,157.8231900698338
1168,(주)동방아그로,7590,Dec-12,105441229.0,10574359.0,61446535.0,105441229.0,10574128.0,61521252.0,146.2524075745214,146.40366585841048
1169,(주)동방아그로,7590,Dec-13,109239930.0,9925793.0,53814088.0,109239930.0,9925562.0,53891807.0,171.17585966290775,171.383956615796
1170,(주)동방아그로,7590,Dec-14,114629208.0,14337703.0,52670390.0,114629208.0,14337473.0,52717950.0,170.9469612920047,171.06770670223372
1171,(주)동방아그로,7590,Dec-15,115830676.0,16820714.0,60289235.0,115830676.0,16820484.0,60373788.0,150.05086905930014,150.21495604931602
1172,(주)동방아그로,7590,Dec-16,115846147.0,16591346.0,62792511.0,115846147.0,16591116.0,62852687.0,145.82150227626943,145.93161806184347
1173,(주)동방아그로,7590,Dec-17,120248595.0,15444221.0,71327691.0,119813342.0,15443990.0,71430601.0,137.9152875666488,138.5800914471033
1174,(주)동방아그로,7590,Dec-18,121108495.0,16895973.0,63751910.0,120665547.0,16894951.0,63568205.0,149.9637262550328,150.16946570066818
1175,(주)동방아그로,7590,Dec-19,124644780.0,20210848.0,69402543.0,124071228.0,20198885.0,69343693.0,138.56115243856394,139.09168999084076
1176,(주)동서,26960,Dec-16,513790349.0,54945261.0,35294123.0,466716608.0,52109007.0,35084181.0,535.2672825771665,569.3637591763703
1177,(주)동서,26960,Dec-17,559080361.0,52720340.0,42527804.0,503282371.0,48488993.0,40885511.0,563.1162674760131,586.972446413234
1178,(주)동서,26960,Dec-18,563524574.0,50553383.0,42577097.0,495108546.0,46238756.0,40930616.0,567.9845278683434,605.0914523365498
1179,(주)동서,26960,Dec-19,502235935.0,48317351.0,32354662.0,441898585.0,43072638.0,30433439.0,601.1728594902432,622.5652693208486
1180,(주)동성케미컬,102260,Dec-11,582112775.0,93932379.0,59591582.0,12065936.0,2573338.0,0.0,468.8826730106966,379.1673763550173
1181,(주)동성케미컬,102260,Dec-12,654021296.0,112903398.0,125604901.0,11085455.0,4608097.0,0.0,240.56470599468716,274.2132239180491
1182,(주)동성케미컬,102260,Dec-13,823409697.0,140555037.0,107827768.0,14488242.0,4623080.0,0.0,313.3893854313575,331.50833327613
1183,(주)동성케미컬,102260,Dec-14,905441155.0,165624306.0,108681599.0,16377022.0,1909767.0,0.0,857.5403177455678,330.0844562569661
1184,(주)동성케미컬,102260,Dec-15,871224899.0,147533814.0,116363952.0,128809331.0,37409206.0,16515847.0,238.86732387634373,330.1372770999509
1185,(주)동성케미컬,102260,Dec-16,852912858.0,157678351.0,113750633.0,239571735.0,40572550.0,19563025.0,398.3860385470664,314.230575316894
1186,(주)동성케미컬,102260,Dec-17,827336387.0,142795897.0,82916851.0,306417726.0,57927923.0,23435087.0,376.60569096448125,366.54393441703166
1187,(주)동성케미컬,102260,Dec-18,813073125.0,129624469.0,99347893.0,325020893.0,55255431.0,22139613.0,419.950524222197,355.0966229714659
1188,(주)동성케미컬,102260,Dec-19,849786144.0,121708878.0,132544017.0,277935691.0,38625830.0,21106453.0,465.3023072967092,334.2286993428334
1189,(주)동성화인텍,33500,Dec-11,,,,177618063.0,36764392.0,25657791.0,284.54317754315,
1190,(주)동성화인텍,33500,Dec-12,,,,239381785.0,55556163.0,89218052.0,165.3483564044882,
1191,(주)동성화인텍,33500,Dec-13,,,,409450161.0,75154844.0,73568218.0,275.3104700063262,
1192,(주)동성화인텍,33500,Dec-14,,,,420798887.0,59014018.0,67914968.0,331.5230825211193,
1193,(주)동성화인텍,33500,Dec-15,347135317.0,52422875.0,71120693.0,345919256.0,52573607.0,71120693.0,279.6565856308658,280.98210422415514
1194,(주)동성화인텍,33500,Dec-16,335005289.0,63455473.0,59748892.0,332654028.0,63509233.0,59748892.0,269.88405673054007,271.9102436021646
1195,(주)동성화인텍,33500,Dec-17,230970494.0,30551277.0,29070381.0,212626849.0,29445477.0,28832345.0,364.85036966549643,387.39361122765155
1196,(주)동성화인텍,33500,Dec-18,188129063.0,22978203.0,44752419.0,185329974.0,23224002.0,43402583.0,278.1621990681347,277.7607195162035
1197,(주)동성화인텍,33500,Dec-19,253271782.0,36104023.0,77634122.0,238406562.0,27689828.0,76204931.0,229.4692863188604,222.6797192797544
1198,(주)동아엘텍,88130,Dec-11,64235041.0,14950306.0,1205981.0,30831019.0,7273325.0,440498.0,399.68533112569474,397.58541674829127
1199,(주)동아엘텍,88130,Dec-12,67364061.0,17977534.0,575409.0,26662109.0,9501638.0,441595.0,268.14325883744254,363.0909716048823
1200,(주)동아엘텍,88130,Dec-13,91172444.0,23247256.0,1154141.0,52669831.0,15636839.0,1030683.0,316.00276873790835,373.6361651752971
1201,(주)동아엘텍,88130,Dec-14,119044673.0,30917643.0,1626481.0,72914338.0,22239414.0,1251092.0,310.39917999212105,365.7946761756439
1202,(주)동아엘텍,88130,Dec-15,119717924.0,19572297.0,2043976.0,90855338.0,15492900.0,1515929.0,534.1657441555794,553.8324020981786
1203,(주)동아엘텍,88130,Dec-16,216159935.0,48035480.0,2975853.0,73871347.0,21277226.0,1444804.0,325.10892292634065,423.74884616326335
1204,(주)동아엘텍,88130,Dec-17,250506618.0,37360057.0,4348615.0,124693976.0,25755018.0,3324867.0,428.79803685606043,600.6103910476938
1205,(주)동아엘텍,88130,Dec-18,253511129.0,67594558.0,32901556.0,131466999.0,59131441.0,15084902.0,177.14022772585278,252.2596336411575
1206,(주)동아엘텍,88130,Dec-19,202944664.0,28179596.0,15729960.0,112102348.0,16518720.0,3603964.0,557.0944114612146,462.18792100744537
1207,(주)동아지질,28100,Dec-11,253840382.0,21893572.0,1652811.0,251872404.0,21893572.0,1499738.0,1076.6856165288282,1078.0440545794231
1208,(주)동아지질,28100,Dec-12,283352820.0,3140450.0,1579932.0,277031753.0,3140450.0,1412324.0,6084.900172949503,6002.751895927067
1209,(주)동아지질,28100,Dec-13,329945352.0,5368580.0,3530258.0,322551672.0,5368580.0,3096742.0,3810.270560292922,3707.735234645242
1210,(주)동아지질,28100,Dec-14,305653861.0,1550263.0,3393369.0,287905356.0,1550263.0,3039742.0,6272.441010412842,6182.779401864864
1211,(주)동아지질,28100,Dec-15,296676999.0,2920349.0,4577256.0,292756183.0,2920349.0,3410091.0,4624.578749660371,3956.956908239364
1212,(주)동아지질,28100,Dec-16,323174632.0,1051112.0,2882500.0,322518697.0,1051112.0,2776125.0,8426.932980633288,8215.722140363614
1213,(주)동아지질,28100,Dec-17,339724245.0,0.0,3654350.0,339724245.0,0.0,3554373.0,9557.923296176286,9296.434249592952
1214,(주)동아지질,28100,Dec-18,360734225.0,0.0,1890053.0,360734225.0,0.0,1890053.0,19085.93171725872,19085.93171725872
1215,(주)동아지질,28100,Dec-19,380903410.0,861300.0,4189306.0,380903410.0,861300.0,4189306.0,7541.736773765367,7541.736773765367
1216,(주)동양,1520,Dec-11,1491867213.0,546371000.0,205764283.0,877037698.0,400051000.0,106155566.0,173.25687908994843,198.3509146186405
1217,(주)동양,1520,Dec-12,1709382603.0,487855000.0,212839730.0,1050903621.0,376805352.0,109558513.0,216.07354012617694,243.9553959539556
1218,(주)동양,1520,Dec-13,567649867.0,269699000.0,52315677.0,523539904.0,253774000.0,42786834.0,176.53710267081323,176.28074356374756
1219,(주)동양,1520,Dec-14,381219825.0,270150000.0,50562611.0,299405735.0,226983000.0,38054106.0,112.96747822170983,118.86649041063122
1220,(주)동양,1520,Dec-15,392665079.0,227931000.0,54174944.0,339748919.0,179080000.0,41908134.0,153.7407972321265,139.190643568999
1221,(주)동양,1520,Dec-16,439901519.0,227985262.0,51178396.0,372771548.0,175965016.0,38669390.0,173.67744293522074,157.57836179378336
1222,(주)동양,1520,Dec-17,483087800.0,236438676.0,66385318.0,422674664.0,190251075.0,48785316.0,176.82439992996714,159.5275835375185
1223,(주)동양,1520,Dec-18,529745193.0,221586000.0,78146298.0,359248327.0,143442648.0,18802504.0,221.42315044334885,176.73944267427598
1224,(주)동양,1520,Dec-19,539085144.0,216453656.0,77247474.0,384092832.0,148522851.0,19609001.0,228.44739258567137,183.54888317930545
1225,(주)동양고속,84670,Dec-11,203129076.0,2560249.0,3089800.0,113116958.0,940182.0,452204.0,8123.965480836492,3595.173705573173
1226,(주)동양고속,84670,Dec-12,115450487.0,605206.0,481570.0,115450487.0,605206.0,481570.0,10623.209106568418,10623.209106568418
1227,(주)동양고속,84670,Dec-13,127101782.0,793821.0,447175.0,127071001.0,790762.0,447175.0,10264.738916439204,10241.91713752502
1228,(주)동양고속,84670,Dec-14,136283088.0,855547.0,1352780.0,136275429.0,854817.0,409084.0,10782.128426197938,6171.327344184081
1229,(주)동양고속,84670,Dec-15,135760744.0,1781673.0,10470986.0,135721358.0,1776715.0,9910532.0,1161.2773992027378,1108.0104653202216
1230,(주)동양고속,84670,Dec-16,155526430.0,2143680.0,9883904.0,155461647.0,2133240.0,9306518.0,1358.9592279836688,1293.081220634169
1231,(주)동양고속,84670,Dec-17,141870839.0,2610536.0,2109027.0,141801103.0,2601770.0,1377057.0,3563.892147107678,3006.016425673309
1232,(주)동양고속,84670,Dec-18,132272993.0,2499187.0,1283502.0,132213672.0,2497056.0,661011.0,4186.5379043573175,3496.7979921161905
1233,(주)동양고속,84670,Dec-19,140473417.0,2965749.0,710861.0,140415225.0,2963626.0,710861.0,3821.3558790655675,3820.732060240276
1234,(주)동양에스텍,60380,Dec-11,216818796.0,73519992.0,24496346.0,207403841.0,70506740.0,24496346.0,218.3127409145425,221.20679105558912
1235,(주)동양에스텍,60380,Dec-12,205473230.0,69891433.0,16366555.0,198323297.0,67456404.0,16366555.0,236.59782399235036,238.20777039223313
1236,(주)동양에스텍,60380,Dec-13,224278761.0,55258193.0,20051536.0,215558879.0,52362306.0,20051536.0,297.6763461880672,297.80848235425196
1237,(주)동양에스텍,60380,Dec-14,174225548.0,49968574.0,15885056.0,164832138.0,46753664.0,15885056.0,263.14735997159585,264.56483568179914
1238,(주)동양에스텍,60380,Dec-15,133784506.0,43643464.0,9696286.0,123896334.0,40572128.0,9693009.0,246.48561884950198,250.8157724773738
1239,(주)동양에스텍,60380,Dec-16,151970509.0,46254243.0,14179762.0,134441550.0,43041251.0,10730196.0,250.02405086848415,251.4652288889343
1240,(주)동양에스텍,60380,Dec-17,186236108.0,43465167.0,21312773.0,159869610.0,38551952.0,17407191.0,285.6898827060307,287.49927521622334
1241,(주)동양에스텍,60380,Dec-18,189075199.0,42784175.0,31204500.0,160309679.0,37637522.0,27166291.0,247.37692363873714,255.54613459424704
1242,(주)동양에스텍,60380,Dec-19,212129297.0,44314948.0,29781926.0,159756378.0,33678874.0,25134219.0,271.63403563896907,286.28643227243293
1243,(주)동우팜투테이블,88910,Dec-11,,,,218666059.0,11397485.0,4104928.0,1410.5291801992373,
1244,(주)동우팜투테이블,88910,Dec-12,,,,214253245.0,12114275.0,6872974.0,1128.405937058075,
1245,(주)동우팜투테이블,88910,Dec-13,,,,251708531.0,14723972.0,1543945.0,1547.26957975013,
1246,(주)동우팜투테이블,88910,Dec-14,,,,219796482.0,22481542.0,2335463.0,885.6688468249896,
1247,(주)동우팜투테이블,88910,Dec-15,,,,239667925.0,25503292.0,6404297.0,751.1314157895164,
1248,(주)동우팜투테이블,88910,Dec-16,,,,235752895.0,19806119.0,3606082.0,1006.9659618931173,
1249,(주)동우팜투테이블,88910,Dec-17,,,,230843688.0,16057339.0,2661697.0,1233.2028636517393,
1250,(주)동우팜투테이블,88910,Dec-18,,,,250159235.0,15763813.0,2524420.0,1367.8699030135936,
1251,(주)동우팜투테이블,88910,Dec-19,270567996.0,17376700.0,4958010.0,270567996.0,17367465.0,4958010.0,1211.9249243297174,1211.4238152185544
1252,(주)동운아나텍,94170,Dec-15,,,,56872562.0,9150459.0,8991068.0,313.49379795868344,
1253,(주)동운아나텍,94170,Dec-16,,,,54673627.0,10468141.0,10008933.0,266.9992158059301,
1254,(주)동운아나텍,94170,Dec-17,,,,54989112.0,11422174.0,8851660.0,271.2319337329091,
1255,(주)동운아나텍,94170,Dec-18,,,,46698555.0,9568745.0,9508678.0,244.7843977669311,
1256,(주)동운아나텍,94170,Dec-19,,,,54763967.0,12120582.0,15984788.0,194.8523253741189,
1257,(주)동원개발,13120,Dec-11,,,,216368374.0,12679813.0,223598773.0,91.573416644706,
1258,(주)동원개발,13120,Dec-12,,,,384862497.0,66811392.0,230208906.0,129.57447675848738,
1259,(주)동원개발,13120,Dec-13,,,,318263153.0,22332493.0,327426123.0,90.99508587945694,
1260,(주)동원개발,13120,Dec-14,,,,340086893.0,27271109.0,278595352.0,111.18803019073084,
1261,(주)동원개발,13120,Dec-15,,,,514966840.0,116515538.0,287084253.0,127.59343574585746,
1262,(주)동원개발,13120,Dec-16,,,,534393481.0,239939663.0,198420261.0,121.90746729849329,
1263,(주)동원개발,13120,Dec-17,,,,563013434.0,169202549.0,126450142.0,190.43068138351563,
1264,(주)동원개발,13120,Dec-18,,,,607890976.0,223158389.0,172167949.0,153.76940961621435,
1265,(주)동원개발,13120,Dec-19,,,,642628503.0,164208082.0,109572252.0,234.72412850515406,
1266,(주)동원에프앤비,49770,Dec-11,1563244948.0,160611732.0,303537718.0,1099094841.0,101503276.0,219677200.0,342.20474877184006,336.7977594285634
1267,(주)동원에프앤비,49770,Dec-12,1662832442.0,153308165.0,282690637.0,1191223606.0,97006567.0,214469632.0,382.4445045317893,381.3846355476913
1268,(주)동원에프앤비,49770,Dec-13,1688630676.0,155537766.0,236586781.0,1246608861.0,103731765.0,184835046.0,432.0000822963664,430.63630902964104
1269,(주)동원에프앤비,49770,Dec-14,1794888216.0,165064160.0,229824181.0,1338173676.0,112530496.0,188661504.0,444.2925695237589,454.5305671610092
1270,(주)동원에프앤비,49770,Dec-15,1931040796.0,160806020.0,257269405.0,1374936673.0,107391939.0,206332782.0,438.26213905534075,461.8881380076334
1271,(주)동원에프앤비,49770,Dec-16,2241255930.0,205968421.0,288084258.0,1464991510.0,142843579.0,220251267.0,403.4735073050307,453.6471565211369
1272,(주)동원에프앤비,49770,Dec-17,2552621332.0,237842586.0,303940179.0,1569204857.0,155663639.0,240939967.0,395.66076386103254,471.15218439995965
1273,(주)동원에프앤비,49770,Dec-18,2802526253.0,236112051.0,349421248.0,1632631810.0,151082966.0,247442305.0,409.6683269051713,478.6279888413315
1274,(주)동원에프앤비,49770,Dec-19,3030257743.0,263594130.0,355915350.0,1709299492.0,167042082.0,255703383.0,404.3330167953428,489.13823610899385
1275,(주)동일기연,32960,Dec-11,45546692.0,5247247.0,10021800.0,45546506.0,5244239.0,9792140.0,302.90873886591976,298.2942681360533
1276,(주)동일기연,32960,Dec-12,35460962.0,4127056.0,8633949.0,35454832.0,4124590.0,8400980.0,283.05962922246255,277.88533896820826
1277,(주)동일기연,32960,Dec-13,32037652.0,4155070.0,7809164.0,32032327.0,4152604.0,7544173.0,273.85601178854654,267.7785472935417
1278,(주)동일기연,32960,Dec-14,33098686.0,3844444.0,8481853.0,33105836.0,3841978.0,8057599.0,278.210191841273,268.52091913735325
1279,(주)동일기연,32960,Dec-15,28501761.0,3698059.0,9120542.0,28498716.0,3695593.0,8654761.0,230.7522197339445,222.3468926133203
1280,(주)동일기연,32960,Dec-16,28280102.0,3579238.0,9369462.0,28273584.0,3576772.0,8993220.0,224.9292123654494,218.40109045695706
1281,(주)동일기연,32960,Dec-17,34429354.0,4333525.0,10301817.0,34242984.0,4360321.0,10042952.0,237.7444626648401,235.24803178497638
1282,(주)동일기연,32960,Dec-18,26930368.0,3851776.0,9913252.0,26438736.0,3915563.0,9599505.0,195.6241433635406,195.64339425971383
1283,(주)동일기연,32960,Dec-19,28951585.0,3433298.0,10879464.0,28889519.0,3436862.0,10503447.0,207.23729294666282,202.27811375610102
1284,(주)동진쎄미켐,5290,Dec-11,457421768.0,87850442.0,71576804.0,441224831.0,83196055.0,54837765.0,319.6498010415129,286.9156806484633
1285,(주)동진쎄미켐,5290,Dec-12,571228239.0,115403368.0,52507668.0,527305208.0,97997375.0,47468764.0,362.49343773398704,340.19695941843867
1286,(주)동진쎄미켐,5290,Dec-13,654432237.0,108235144.0,52518124.0,551737988.0,93729075.0,42108535.0,406.174687555236,407.1035352139777
1287,(주)동진쎄미켐,5290,Dec-14,669575438.0,121610681.0,63073750.0,558433460.0,109906721.0,50613572.0,347.8896341162298,362.5511010183636
1288,(주)동진쎄미켐,5290,Dec-15,709287907.0,125228704.0,65944006.0,587393292.0,96342654.0,51066733.0,398.4775352196533,371.01943420690117
1289,(주)동진쎄미켐,5290,Dec-16,764955941.0,124287786.0,64402728.0,642548080.0,107923468.0,47216683.0,414.17265347382573,405.40243639380833
1290,(주)동진쎄미켐,5290,Dec-17,785154565.0,123788313.0,70232164.0,631272541.0,84730113.0,50624816.0,466.38312004138396,404.6761337464395
1291,(주)동진쎄미켐,5290,Dec-18,827231162.0,143400125.0,90567463.0,632154575.0,103201821.0,67236258.0,370.89984744547604,353.56656410032315
1292,(주)동진쎄미켐,5290,Dec-19,875254175.0,140964008.0,87571527.0,652641480.0,94002387.0,63297735.0,414.90208125839854,382.9838431909506
1293,(주)두산,150,Dec-11,4033312612.0,732300000.0,424366479.0,1930096327.0,379706000.0,125967189.0,381.6884835869754,348.701435135132
1294,(주)두산,150,Dec-12,3833824003.0,516146548.0,391128283.0,1841080714.0,295730099.0,100643091.0,464.4816451889695,422.5647920569285
1295,(주)두산,150,Dec-13,21936534160.0,4533920190.0,2591618312.0,1652024598.0,291006820.0,158120687.0,367.8297526319179,307.8579135295226
1296,(주)두산,150,Dec-14,20468238468.0,4325055569.0,2849179548.0,1995372674.0,312538642.0,187628891.0,398.940863280704,285.3020305885801
1297,(주)두산,150,Dec-15,18960372476.0,4666422313.0,2752318041.0,1873556346.0,286271469.0,152350619.0,427.14591837883,255.57401352882016
1298,(주)두산,150,Dec-16,16410692546.0,3931187773.0,2145767372.0,2067135545.0,300486552.0,214902215.0,401.08277039728335,270.0479459602791
1299,(주)두산,150,Dec-17,17585204592.0,3699785949.0,2351625600.0,2624828847.0,399050503.0,382946843.0,335.65700196123174,290.5967384569302
1300,(주)두산,150,Dec-18,18172166697.0,3849019529.0,2608021732.0,2919400699.0,434622646.0,460824972.0,326.0269657671924,281.43178837586805
1301,(주)두산,150,Dec-19,18535738102.0,3778474218.0,2681748261.0,2060705340.0,391886280.0,237129085.0,327.60810858729974,286.92104896160185
1302,(주)두산테스나,131970,Dec-13,,,,67808309.0,5466441.0,0.0,1240.447102602955,
1303,(주)두산테스나,131970,Dec-14,,,,47834146.0,3287195.0,0.0,1455.1660610337995,
1304,(주)두산테스나,131970,Dec-15,,,,33822200.0,2819687.0,0.0,1199.5019305334245,
1305,(주)두산테스나,131970,Dec-16,,,,30280048.0,2773078.0,0.0,1091.9291848263915,
1306,(주)두산테스나,131970,Dec-17,,,,47188713.0,4802890.0,0.0,982.5066366291961,
1307,(주)두산테스나,131970,Dec-18,,,,65267823.0,5644367.0,0.0,1156.33556428914,
1308,(주)두산테스나,131970,Dec-19,,,,96831033.0,9210877.0,0.0,1051.2683319948796,
1309,(주)두올,16740,Dec-16,295927529.0,73193538.0,31628900.0,172629125.0,38106013.0,22844720.0,283.227315740403,282.3131522661207
1310,(주)두올,16740,Dec-17,345047915.0,89758027.0,47992250.0,184816954.0,29653822.0,18692534.0,382.27690624708094,250.48800083356636
1311,(주)두올,16740,Dec-18,483134075.0,94429740.0,46853693.0,209597012.0,33223371.0,19630348.0,396.56057504676255,341.9608829861885
1312,(주)두올,16740,Dec-19,465931135.0,90507420.0,54702127.0,204754869.0,30398176.0,22969016.0,383.67180532938664,320.8681141330191
1313,(주)듀오백,73190,Dec-11,43295809.0,3819838.0,2946303.0,40860122.0,3286177.0,2927617.0,657.5712358665253,639.8892514950545
1314,(주)듀오백,73190,Dec-12,38673329.0,2972439.0,2035251.0,36069601.0,2745680.0,2029861.0,755.2987399752195,772.2788151822497
1315,(주)듀오백,73190,Dec-13,40419100.0,3893446.0,4912043.0,37332774.0,3626315.0,4912043.0,437.23598846522947,459.02163979763077
1316,(주)듀오백,73190,Dec-14,41712497.0,3974591.0,3464555.0,38932506.0,3649215.0,3464555.0,547.2837328167765,560.7162031770852
1317,(주)듀오백,73190,Dec-15,34845024.0,5283534.0,3364052.0,34127486.0,5265701.0,3364052.0,395.4630682940752,402.9450993606771
1318,(주)듀오백,73190,Dec-16,32483515.0,2903204.0,5277194.0,31983156.0,2858044.0,5277194.0,393.14345812624043,397.0896648304887
