,회사명,거래소코드,회계년도,유동부채(IFRS연결),부채(IFRS연결),유동부채(IFRS개별),부채(IFRS개별),유동부채(개별),유동부채(연결)
189,(주)경인양행,12610,Dec-16,119502456.0,136005319.0,93552900.0,99013669.0,94.48483320015139,87.86601647542916
190,(주)경인양행,12610,Dec-17,124353660.0,147016537.0,93894860.0,106064982.0,88.52578695577397,84.58481102707513
191,(주)경인양행,12610,Dec-18,156924274.0,189237207.0,127936086.0,146670857.0,87.226657440203,82.92464071296509
192,(주)경인양행,12610,Dec-19,192593606.0,234647863.0,154357193.0,179977211.0,85.76485441815186,82.07771574719177
193,(주)고려시멘트,198440,Dec-14,,,,,,
194,(주)고려시멘트,198440,Dec-15,,,,,,
195,(주)고려시멘트,198440,Dec-16,,,,,,
196,(주)고려시멘트,198440,Dec-17,,,23125664.0,38487512.0,60.08614950220736,
197,(주)고려시멘트,198440,Dec-18,,,29601570.0,41025871.0,72.1534224099715,
198,(주)고려시멘트,198440,Dec-19,,,27999091.0,38590195.0,72.5549352627008,
199,(주)고영테크놀러지,98460,Dec-11,14902695.0,17383474.0,14154716.0,16635495.0,85.08743502973611,85.72909534653431
200,(주)고영테크놀러지,98460,Dec-12,15604806.0,19950870.0,14596799.0,18928736.0,77.11449406870062,78.2161680167331
201,(주)고영테크놀러지,98460,Dec-13,17831243.0,22632008.0,16476867.0,21277632.0,77.43750338383519,78.78771958723239
202,(주)고영테크놀러지,98460,Dec-14,20476391.0,25885224.0,18713887.0,23524948.0,79.54911101185006,79.1045540111996
203,(주)고영테크놀러지,98460,Dec-15,21007557.0,27381980.0,20345674.0,26600137.0,76.48710230327009,76.72037230324469
204,(주)고영테크놀러지,98460,Dec-16,27477608.0,37853661.0,26393379.0,36760049.0,71.79908546911894,72.58903702867737
205,(주)고영테크놀러지,98460,Dec-17,32283948.0,43890214.0,29687984.0,40860118.0,72.6576071072531,73.55614169482064
206,(주)고영테크놀러지,98460,Dec-18,40471875.0,53192797.0,38506988.0,50714272.0,75.92929264566787,76.08525455053623
207,(주)고영테크놀러지,98460,Dec-19,38413935.0,61812656.0,34506180.0,55999383.0,61.61885747919759,62.1457440689816
208,(주)골드앤에스,35290,Dec-11,21734828.0,24240316.0,21203833.0,23709321.0,89.43247678834835,89.6639631265533
209,(주)골드앤에스,35290,Dec-12,20697748.0,26432789.0,19364629.0,24809934.0,78.05191662339772,78.30330730518071
210,(주)골드앤에스,35290,Dec-13,29802347.0,38315150.0,22293201.0,24695648.0,90.27177986987829,77.78214883668731
211,(주)골드앤에스,35290,Dec-14,25047175.0,34445853.0,14232991.0,19800028.0,71.88369127558809,72.714631279417
212,(주)골드앤에스,35290,Dec-15,7942854.0,8941840.0,7606920.0,8605906.0,88.39185554664436,88.82795934617484
213,(주)골드앤에스,35290,Dec-16,3670098.0,4403117.0,3460979.0,4193998.0,82.52219004396282,83.35227067552373
214,(주)골드앤에스,35290,Dec-17,3198537.0,3827858.0,3260731.0,3890051.0,83.82232006726905,83.55944760751312
215,(주)골드앤에스,35290,Dec-18,28003279.0,28693062.0,27915835.0,28605618.0,97.58864499973396,97.59599376323098
216,(주)골드앤에스,35290,Dec-19,21055498.0,21187743.0,20965017.0,21097263.0,99.37316039526075,99.37584196674464
217,(주)골드퍼시픽,38530,Dec-11,,,2479288.0,5643796.0,43.92944039791658,
218,(주)골드퍼시픽,38530,Dec-12,,,3581856.0,6933139.0,51.66283266497326,
219,(주)골드퍼시픽,38530,Dec-13,10776770.0,17496573.0,8833269.0,13401333.0,65.91336100669986,61.593604644749576
220,(주)골드퍼시픽,38530,Dec-14,17941676.0,25380917.0,8600544.0,15034120.0,57.20683352268041,70.68962874745621
221,(주)골드퍼시픽,38530,Dec-15,4089090.0,7380179.0,4089090.0,7380179.0,55.40637970976042,55.40637970976042
222,(주)골드퍼시픽,38530,Dec-16,,,6684024.0,9232425.0,72.39727373902306,
223,(주)골드퍼시픽,38530,Dec-17,,,20748043.0,21203473.0,97.85209715408415,
224,(주)골드퍼시픽,38530,Dec-18,12191199.0,17738744.0,11654119.0,17201663.0,67.74995533862047,68.72639348084621
225,(주)골드퍼시픽,38530,Dec-19,,,50456375.0,51876425.0,97.26262941210771,
226,(주)골프존,215000,Dec-15,50803120.0,69278343.0,48712106.0,66566259.0,73.17837404682753,73.33189247901036
227,(주)골프존,215000,Dec-16,56451253.0,67265600.0,51807444.0,61749251.0,83.89971240298931,83.92291602245427
228,(주)골프존,215000,Dec-17,51918381.0,64290538.0,45867329.0,57616911.0,79.60740727665876,80.7558664386974
229,(주)골프존,215000,Dec-18,54339957.0,59138246.0,52508860.0,57141835.0,91.89214872081024,91.88631837339241
230,(주)골프존,215000,Dec-19,61066134.0,112544404.0,54396575.0,99331248.0,54.762802335877225,54.25959161861127
231,(주)골프존뉴딘홀딩스,121440,Dec-11,27175102.0,29085545.0,23959622.0,25141723.0,95.29824984548593,93.43164104368682
