,회사명,거래소코드,회계년도,당기순이익(IFRS연결),매출액(IFRS연결),당기순이익(IFRS개별),매출액(IFRS개별),매출액순이익률(개별),매출액순이익률(연결)
3110,(주)손오공,66910,Dec-15,9302729.0,125089089.0,9278925.0,119143893.0,7.787998835995731,7.436882844354234
3111,(주)손오공,66910,Dec-16,1766273.0,129315003.0,791860.0,123715302.0,0.6400663355289712,1.365868583709502
3112,(주)손오공,66910,Dec-17,-12292550.0,104074946.0,-13113821.0,98724379.0,-13.283265119348078,-11.81124802120964
3113,(주)손오공,66910,Dec-18,1109914.0,99181868.0,1074256.0,95098144.0,1.129628775930685,1.1190694653986553
3114,(주)손오공,66910,Dec-19,-1917458.0,73402174.0,-2184927.0,69561788.0,-3.140987405326614,-2.6122632280618827
3115,(주)솔고바이오메디칼,43100,Dec-11,-6107056.0,36079319.0,-2885836.0,28931569.0,-9.974695807199394,-16.926749642918704
3116,(주)솔고바이오메디칼,43100,Dec-12,-8858548.0,39277076.0,-11091225.0,32792260.0,-33.82269169615025,-22.55399052617868
3117,(주)솔고바이오메디칼,43100,Dec-13,-5835822.0,35048357.0,-14180222.0,29900982.0,-47.423934103568904,-16.650771960580062
3118,(주)솔고바이오메디칼,43100,Dec-14,-2491867.0,30141224.0,-122848.0,25242237.0,-0.4866763591515284,-8.267305269354688
3119,(주)솔고바이오메디칼,43100,Dec-15,-6987543.0,22432074.0,-6415558.0,20236948.0,-31.702201339846305,-31.149785793324327
3120,(주)솔고바이오메디칼,43100,Dec-16,-8010522.0,23721925.0,-8998558.0,19645066.0,-45.805689835809154,-33.76843152484463
3121,(주)솔고바이오메디칼,43100,Dec-17,-8521580.0,23210535.0,-9741790.0,19591331.0,-49.725003370113036,-36.71427651279904
3122,(주)솔고바이오메디칼,43100,Dec-18,-15360071.0,22540749.0,-15090736.0,18496254.0,-81.58806642685595,-68.14356967463681
3123,(주)솔고바이오메디칼,43100,Dec-19,-18787614.0,21441926.0,-19352987.0,16464089.0,-117.54666170718586,-87.62092547096749
3124,(주)솔루에타,154040,Dec-13,17448958.0,100089278.0,18196976.0,100026225.0,18.192205094214042,17.43339381467014
3125,(주)솔루에타,154040,Dec-14,2753888.0,86199618.0,1606454.0,85524350.0,1.8783586195042699,3.1947798190938617
3126,(주)솔루에타,154040,Dec-15,9384533.0,69881989.0,9635102.0,69319134.0,13.89962834792483,13.429115476378328
3127,(주)솔루에타,154040,Dec-16,-3448009.0,140395878.0,-4679637.0,49594338.0,-9.43582914646426,-2.4559189693589154
3128,(주)솔루에타,154040,Dec-17,8999.0,155927912.0,712136.0,41819776.0,1.7028689967158122,0.005771256656088616
3129,(주)솔루에타,154040,Dec-18,-16426485.0,227297064.0,-12590258.0,53215936.0,-23.65881152593088,-7.226879534176472
3130,(주)솔루에타,154040,Dec-19,-3403118.0,256338425.0,-4846741.0,56020710.0,-8.651695060630257,-1.3275879338027454
3131,(주)솔본,35610,Dec-11,-999264.0,153949378.0,1624037.0,3462557.0,46.90282354918634,-0.6490860911435447
3132,(주)솔본,35610,Dec-12,-6467134.0,148981871.0,4781217.0,3374817.0,141.6733707338798,-4.340886549880958
3133,(주)솔본,35610,Dec-13,7313873.0,98530591.0,1031283.0,3161405.0,32.62103400228696,7.422946443100092
3134,(주)솔본,35610,Dec-14,4867544.0,71637248.0,5648796.0,3649811.0,154.76954834099627,6.794711041942874
3135,(주)솔본,35610,Dec-15,3415497.0,70497413.0,1223970.0,3068815.0,39.884124653978816,4.844854377847879
3136,(주)솔본,35610,Dec-16,3567437.0,79000441.0,697429.0,3515751.0,19.8372694767064,4.515717829980215
3137,(주)솔본,35610,Dec-17,-6157927.0,74108667.0,-7070798.0,3161733.0,-223.6367840042154,-8.309320959719866
3138,(주)솔본,35610,Dec-18,10063844.0,84440587.0,10203026.0,3188052.0,320.0395100205392,11.918254428998699
3139,(주)솔본,35610,Dec-19,5773648.0,80312073.0,7068986.0,3128570.0,225.94942737416775,7.189016276544126
3140,(주)쇼박스,86980,Dec-11,-14745140.0,50996286.0,-10471886.0,48961054.0,-21.388195605429573,-28.914144845763868
3141,(주)쇼박스,86980,Dec-12,-746151.0,88204008.0,-4934667.0,87972582.0,-5.609323823188457,-0.8459377492233686
3142,(주)쇼박스,86980,Dec-13,5726973.0,108149100.0,2352855.0,106863167.0,2.2017455275305475,5.2954421257319755
3143,(주)쇼박스,86980,Dec-14,-792513.0,72002812.0,-1693672.0,72013845.0,-2.3518699772245184,-1.100669512740697
3144,(주)쇼박스,86980,Dec-15,11469705.0,142003138.0,11680942.0,141466695.0,8.257026150218607,8.077078550193729
3145,(주)쇼박스,86980,Dec-16,13371305.0,125931981.0,12891874.0,125931981.0,10.237172398645901,10.617878710253912
3146,(주)쇼박스,86980,Dec-17,15845913.0,102706678.0,15720707.0,102706678.0,15.30641172134883,15.428318108000727
3147,(주)쇼박스,86980,Dec-18,4352363.0,68510508.0,5107052.0,68510508.0,7.454406848070663,6.352840063600171
3148,(주)쇼박스,86980,Dec-19,3259345.0,78650191.0,3346285.0,78627533.0,4.255869251296489,4.14410309569369
3149,(주)수산아이앤티,50960,Dec-16,,,5168057.0,16254773.0,31.794089034648472,
3150,(주)수산아이앤티,50960,Dec-17,,,4212462.0,16391345.0,25.699306554770217,
3151,(주)수산아이앤티,50960,Dec-18,,,3120145.0,16268527.0,19.17902585771902,
3152,(주)수산아이앤티,50960,Dec-19,,,2903089.0,16000356.0,18.143902548168303,
3153,(주)수산중공업,17550,Dec-11,12366952.0,126080018.0,13175362.0,117154538.0,11.246138839282521,9.808812051406909
3154,(주)수산중공업,17550,Dec-12,11718058.0,138142660.0,12954823.0,131601743.0,9.843960045422802,8.482577358797059
3155,(주)수산중공업,17550,Dec-13,3964433.0,134241942.0,4717716.0,129070803.0,3.655138025289887,2.9531999768000974
3156,(주)수산중공업,17550,Dec-14,5970455.0,114968648.0,4729533.0,104845891.0,4.510937867846438,5.193115778833896
3157,(주)수산중공업,17550,Dec-15,1288162.0,101841056.0,2211304.0,92146430.0,2.3997717545866943,1.2648749439518774
3158,(주)수산중공업,17550,Dec-16,2902652.0,88829912.0,3031935.0,81998385.0,3.6975545311044846,3.2676515541296496
3159,(주)수산중공업,17550,Dec-17,2894458.0,101949176.0,2216312.0,96842444.0,2.2885750384407895,2.839118581988343
3160,(주)수산중공업,17550,Dec-18,6651219.0,84621622.0,-501654.0,80001435.0,-0.6270562521784765,7.8599521526543175
3161,(주)수산중공업,17550,Dec-19,145346.0,157806091.0,-233556.0,71587306.0,-0.326253372350679,0.09210417613094542
3162,(주)수젠텍,253840,Dec-19,-9577176.0,3845081.0,-9469715.0,3845081.0,-246.2812877023917,-249.07605327430034
3163,(주)슈프리마,236200,Dec-16,11122748.0,42182326.0,11205103.0,42100257.0,26.61528408247009,26.368266178588634
3164,(주)슈프리마,236200,Dec-17,9089245.0,47062107.0,9166026.0,46768748.0,19.598613159368732,19.313298063769224
3165,(주)슈프리마,236200,Dec-18,11398636.0,52757142.0,11234652.0,52145128.0,21.544969647020523,21.60586333505329
3166,(주)슈프리마,236200,Dec-19,25942271.0,72130977.0,26583268.0,71353003.0,37.255990473169014,35.96550619299112
3167,(주)슈프리마아이디,317770,Dec-19,1107081.0,12078457.0,1224490.0,11911093.0,10.280248840303742,9.165748572023729
3168,(주)슈프리마에이치큐,94840,Dec-11,6082918.0,43398228.0,6180461.0,41692158.0,14.82403717265007,14.0165123792612
3169,(주)슈프리마에이치큐,94840,Dec-12,17117621.0,54679622.0,15364043.0,51910637.0,29.597099723511388,31.305302366574516
3170,(주)슈프리마에이치큐,94840,Dec-13,12404629.0,53884479.0,13464508.0,52123459.0,25.831954091918576,23.020783034758487
3171,(주)슈프리마에이치큐,94840,Dec-14,14741678.0,68968876.0,14231872.0,65777021.0,21.636540821755975,21.37439212435476
3172,(주)슈프리마에이치큐,94840,Dec-15,12800620.0,27483989.0,12210948.0,24890011.0,49.05963279807309,46.57482580130562
3173,(주)슈프리마에이치큐,94840,Dec-16,3857835.0,32115990.0,2303016.0,26724206.0,8.617715340167637,12.01219392582947
3174,(주)슈프리마에이치큐,94840,Dec-17,4652792.0,28628445.0,3838515.0,18014490.0,21.30793044932163,16.25233923812488
3175,(주)슈프리마에이치큐,94840,Dec-18,7337601.0,32101830.0,1709547.0,14220118.0,12.022031040811335,22.857267015618735
3176,(주)슈프리마에이치큐,94840,Dec-19,8238775.0,26159585.0,6066674.0,14008661.0,43.30659439899359,31.49428784898537
3177,(주)슈피겐코리아,192440,Dec-14,38558970.0,142028015.0,36050958.0,105047049.0,34.31886791984037,27.148848063531688
3178,(주)슈피겐코리아,192440,Dec-15,40569760.0,148110832.0,36118753.0,102807039.0,35.132568111411125,27.391487477431763
3179,(주)슈피겐코리아,192440,Dec-16,38551772.0,179260110.0,34696696.0,130791110.0,26.528329027867414,21.506051736775124
3180,(주)슈피겐코리아,192440,Dec-17,40656388.0,224993661.0,21447254.0,162891118.0,13.166619680270106,18.07001487033006
3181,(주)슈피겐코리아,192440,Dec-18,42704858.0,266865874.0,36233582.0,195346422.0,18.54837249079484,16.00236754138148
3182,(주)슈피겐코리아,192440,Dec-19,40280863.0,308557219.0,38028476.0,225347701.0,16.87546659284534,13.054584537203779
3183,(주)스마트솔루션즈,136510,Dec-11,,,3907208.0,13264302.0,29.45656695693448,
3184,(주)스마트솔루션즈,136510,Dec-12,,,-1315854.0,4516410.0,-29.134954532471586,
3185,(주)스마트솔루션즈,136510,Dec-13,,,1323355.0,12722768.0,10.401470812011977,
3186,(주)스마트솔루션즈,136510,Dec-14,-642668.0,8731203.0,-332871.0,8731203.0,-3.812429970990252,-7.360589371247009
3187,(주)스마트솔루션즈,136510,Dec-15,207337.0,9164935.0,577046.0,9164284.0,6.296683952614302,2.262285548124455
3188,(주)스마트솔루션즈,136510,Dec-16,1621465.0,12497160.0,1439625.0,12513845.0,11.504257883967718,12.97466784453428
3189,(주)스마트솔루션즈,136510,Dec-17,3020851.0,25027290.0,2948466.0,25018220.0,11.78527489165896,12.070228138963508
3190,(주)스마트솔루션즈,136510,Dec-18,962012.0,21931829.0,871488.0,21925847.0,3.974706199491404,4.386373794907848
3191,(주)스마트솔루션즈,136510,Dec-19,-5995719.0,17083260.0,-6197761.0,17081183.0,-36.28414378559143,-35.09704236779162
3192,(주)스맥,99440,Dec-11,,,3651592.0,124316956.0,2.937324173220586,
3193,(주)스맥,99440,Dec-12,,,1511897.0,134265613.0,1.126049303480259,
3194,(주)스맥,99440,Dec-13,,,4946706.0,128040645.0,3.86338728612309,
3195,(주)스맥,99440,Dec-14,,,2636443.0,139680675.0,1.8874787081319586,
3196,(주)스맥,99440,Dec-15,,,3365372.0,122036641.0,2.7576734105619964,
3197,(주)스맥,99440,Dec-16,1971485.0,122781553.0,1842254.0,122369486.0,1.5054847905465583,1.6056850168689427
3198,(주)스맥,99440,Dec-17,334271.0,161130468.0,382220.0,161850280.0,0.23615652688398192,0.20745362695775202
3199,(주)스맥,99440,Dec-18,-1674940.0,133718535.0,1203286.0,150557918.0,0.7992180125657689,-1.252586262629934
3200,(주)스맥,99440,Dec-19,-16987126.0,136977992.0,-15182079.0,141710824.0,-10.713422285936323,-12.401354226305202
3201,(주)스카이문스테크놀로지,33790,Dec-11,,,194802.0,26331095.0,0.7398173148515091,
3202,(주)스카이문스테크놀로지,33790,Dec-12,,,-2290368.0,14009618.0,-16.348539981604066,
3203,(주)스카이문스테크놀로지,33790,Dec-13,,,-1178986.0,9452066.0,-12.473315357721795,
3204,(주)스카이문스테크놀로지,33790,Dec-14,,,1229192.0,20942523.0,5.869359675527156,
3205,(주)스카이문스테크놀로지,33790,Dec-15,,,83157.0,23017132.0,0.36128306515338227,
3206,(주)스카이문스테크놀로지,33790,Dec-16,,,-2081124.0,13085003.0,-15.90465053771864,
3207,(주)스카이문스테크놀로지,33790,Dec-17,-4758219.0,13458871.0,-4134036.0,13471809.0,-30.686569264751306,-35.353775216361015
3208,(주)스카이문스테크놀로지,33790,Dec-18,-7808868.0,14368889.0,-5852960.0,14463651.0,-40.46668438003655,-54.345663050219116
3209,(주)스카이문스테크놀로지,33790,Dec-19,,,-12319196.0,5733712.0,-214.85550721766282,
3210,(주)스킨앤스킨,159910,Dec-12,,,5894708.0,20915798.0,28.183041354673634,
3211,(주)스킨앤스킨,159910,Dec-13,,,-2005120.0,10591975.0,-18.93055827643098,
3212,(주)스킨앤스킨,159910,Dec-14,,,-6445704.0,9131969.0,-70.58394525868408,
3213,(주)스킨앤스킨,159910,Dec-15,-15677961.0,20996868.0,-14924229.0,13551712.0,-110.1279971120992,-74.66809335563761
3214,(주)스킨앤스킨,159910,Dec-16,-11977598.0,38353435.0,-13274835.0,15277789.0,-86.88976526642696,-31.229531331417903
3215,(주)스킨앤스킨,159910,Dec-17,-18673169.0,29874487.0,-12882672.0,16411014.0,-78.50015849112066,-62.505404695317445
3216,(주)스킨앤스킨,159910,Dec-18,-13362032.0,31663746.0,-14369330.0,20653554.0,-69.57315917638195,-42.1997826789035
3217,(주)스킨앤스킨,159910,Dec-19,-6314553.0,20974333.0,-6977906.0,20548700.0,-33.95789514665161,-30.106096818430412
3218,(주)스타플렉스,115570,Dec-11,-7826140.0,208655295.0,8065713.0,87205882.0,9.249046985156346,-3.75075072981014
3219,(주)스타플렉스,115570,Dec-12,-15489431.0,259492832.0,-8069570.0,104112587.0,-7.750811148319656,-5.96911709684528
3220,(주)스타플렉스,115570,Dec-13,-1854048.0,100141173.0,3575796.0,90348444.0,3.9577837112501904,-1.8514342746913899
3221,(주)스타플렉스,115570,Dec-14,-1281744.0,87819220.0,1140311.0,87819220.0,1.2984754362427724,-1.4595256027097485
3222,(주)스타플렉스,115570,Dec-15,-4724745.0,79179678.0,-5812345.0,79179678.0,-7.340703002101121,-5.967118229503282
3223,(주)스타플렉스,115570,Dec-16,6251306.0,85305534.0,3382026.0,86728447.0,3.899557892464049,7.328136530978166
3224,(주)스타플렉스,115570,Dec-17,-8653997.0,86988215.0,-3919717.0,83505468.0,-4.693964471883446,-9.948470606047037
3225,(주)스타플렉스,115570,Dec-18,6498480.0,95096698.0,850993.0,77472112.0,1.098450756060452,6.8335495728779145
3226,(주)스타플렉스,115570,Dec-19,-6212002.0,92736865.0,-13466156.0,72428801.0,-18.59226690774572,-6.698524907004351
3227,(주)스튜디오산타클로스엔터테인먼트,204630,Dec-14,,,,,,
3228,(주)스튜디오산타클로스엔터테인먼트,204630,Dec-15,,,-6790556.0,20666174.0,-32.85831233202624,
3229,(주)스튜디오산타클로스엔터테인먼트,204630,Dec-16,-569867.0,29076105.0,-525377.0,27274346.0,-1.9262680029064676,-1.9599151949685145
3230,(주)스튜디오산타클로스엔터테인먼트,204630,Dec-17,-2465153.0,46522005.0,-2486814.0,37618724.0,-6.610575095529556,-5.298896726398615
3231,(주)스튜디오산타클로스엔터테인먼트,204630,Dec-18,-359931.0,27311088.0,175361.0,15627495.0,1.1221312180870957,-1.3178933039943337
3232,(주)스튜디오산타클로스엔터테인먼트,204630,Dec-19,-5670826.0,40606059.0,-8619795.0,23825796.0,-36.17841351449496,-13.965467567290881
3233,(주)스페코,13810,Dec-11,-5058960.0,66935430.0,-1377366.0,51570535.0,-2.67083907506486,-7.557970420149688
3234,(주)스페코,13810,Dec-12,1118003.0,79055479.0,3755375.0,55729549.0,6.738570592057007,1.4142005261899686
3235,(주)스페코,13810,Dec-13,-2227898.0,66594552.0,3140225.0,49577024.0,6.334032877810496,-3.345465857327188
3236,(주)스페코,13810,Dec-14,2407037.0,96112790.0,4241702.0,68637975.0,6.1798180963235,2.504387813526171
3237,(주)스페코,13810,Dec-15,7622869.0,101327628.0,6310174.0,67334237.0,9.3714197726782,7.522991656332861
3238,(주)스페코,13810,Dec-16,4764018.0,84304231.0,2864260.0,50452747.0,5.677114072698559,5.650983282203239
3239,(주)스페코,13810,Dec-17,-349493.0,68786456.0,-2111109.0,37963619.0,-5.560873951453363,-0.508084033287018
3240,(주)스페코,13810,Dec-18,-6197606.0,54900826.0,-4779141.0,42102827.0,-11.351116636419688,-11.288729972842303
3241,(주)스페코,13810,Dec-19,9856239.0,74708315.0,2772290.0,31268020.0,8.866215385560071,13.192961185110386
3242,(주)승일,49830,Dec-11,,,4609616.0,136753617.0,3.3707452140004457,
3243,(주)승일,49830,Dec-12,,,6541264.0,143000794.0,4.574285091032432,
3244,(주)승일,49830,Dec-13,,,7846661.0,132556862.0,5.919467978956834,
3245,(주)승일,49830,Dec-14,,,8242393.0,129485034.0,6.365517886800724,
3246,(주)승일,49830,Dec-15,,,6944768.0,125067794.0,5.55280282628156,
3247,(주)승일,49830,Dec-16,,,3178474.0,138451583.0,2.295729619790624,
3248,(주)승일,49830,Dec-17,,,2732415.0,135816978.0,2.0118361049087694,
3249,(주)승일,49830,Dec-18,,,7933279.0,151026587.0,5.252902258858567,
3250,(주)승일,49830,Dec-19,,,-585952.0,136635791.0,-0.4288422496855161,
3251,(주)시공테크,20710,Dec-11,12657832.0,119404079.0,12543200.0,116059056.0,10.807601261206191,10.600837179105078
3252,(주)시공테크,20710,Dec-12,2371296.0,114616808.0,8170463.0,112170419.0,7.283972969736344,2.068890280036415
3253,(주)시공테크,20710,Dec-13,-2720472.0,75824441.0,-3273681.0,72300133.0,-4.527904533730249,-3.587856321947695
3254,(주)시공테크,20710,Dec-14,6873911.0,75716553.0,5653549.0,65306319.0,8.65697085147304,9.078478519749837
3255,(주)시공테크,20710,Dec-15,1074992.0,72201144.0,1125600.0,64889026.0,1.734653868899188,1.4888849960604502
3256,(주)시공테크,20710,Dec-16,-6749251.0,80798733.0,-5457951.0,74105042.0,-7.365154721860896,-8.353164399248685
3257,(주)시공테크,20710,Dec-17,18716581.0,173114089.0,7866096.0,164757329.0,4.77435270876478,10.811702911136251
3258,(주)시공테크,20710,Dec-18,1436995.0,72957663.0,-1801062.0,65909194.0,-2.7326415188751967,1.9696286050171314
3259,(주)시공테크,20710,Dec-19,15340778.0,119772437.0,8590075.0,114634123.0,7.4934712066493505,12.808270737615535
3260,(주)시너지이노베이션,48870,Dec-11,-10102859.0,42462684.0,-9335476.0,42656185.0,-21.88539833086339,-23.79232316073096
3261,(주)시너지이노베이션,48870,Dec-12,-4150234.0,61807528.0,-2553412.0,58624796.0,-4.355515369298684,-6.714771055072774
3262,(주)시너지이노베이션,48870,Dec-13,-37476130.0,33352656.0,-39370446.0,30205116.0,-130.3436345021817,-112.36325526818614
3263,(주)시너지이노베이션,48870,Dec-14,-12049223.0,31270864.0,-17697591.0,29651641.0,-59.68503058565966,-38.53178792885288
3264,(주)시너지이노베이션,48870,Dec-15,-51363821.0,14870429.0,-48372210.0,14377783.0,-336.4371961935995,-345.4091405163899
3265,(주)시너지이노베이션,48870,Dec-16,10572438.0,17476573.0,12923919.0,7489098.0,172.56976741391284,60.49491510721238
3266,(주)시너지이노베이션,48870,Dec-17,-12221264.0,34197705.0,-8531533.0,6189799.0,-137.83214931534934,-35.73708820518804
3267,(주)시너지이노베이션,48870,Dec-18,-2177598.0,44445903.0,10547375.0,11725816.0,89.95002991689448,-4.8994347128013125
3268,(주)시너지이노베이션,48870,Dec-19,4221716.0,54585276.0,5243598.0,11002162.0,47.65970542880572,7.734166261245981
3269,(주)시노펙스,25320,Dec-11,2363491.0,394141996.0,10379396.0,367819499.0,2.8218721487628367,0.5996546990643443
3270,(주)시노펙스,25320,Dec-12,-29634509.0,542011621.0,-34142534.0,510029813.0,-6.694223186517922,-5.467504358176852
3271,(주)시노펙스,25320,Dec-13,3455621.0,439376556.0,4301646.0,399469587.0,1.076839424073603,0.7864827908569615
3272,(주)시노펙스,25320,Dec-14,-4326271.0,402101768.0,-6233544.0,345041378.0,-1.806607670109641,-1.0759144436291064
3273,(주)시노펙스,25320,Dec-15,-35339276.0,197144903.0,-15421435.0,155241129.0,-9.933859087046448,-17.925533687269613
3274,(주)시노펙스,25320,Dec-16,-4227122.0,155021724.0,-4199344.0,108769971.0,-3.860756752431239,-2.726793310594327
3275,(주)시노펙스,25320,Dec-17,-13790199.0,181187121.0,3396258.0,130717223.0,2.5981717803169673,-7.611026061835818
3276,(주)시노펙스,25320,Dec-18,593956.0,165400318.0,-1399249.0,107081466.0,-1.3067144598113738,0.35910209072270344
3277,(주)시노펙스,25320,Dec-19,6184461.0,217056055.0,3390058.0,97575177.0,3.4743037155853687,2.849246016196139
3278,(주)시디즈,134790,Dec-11,1936345.0,45869424.0,1595828.0,45869424.0,3.4790670142271676,4.2214286362087305
3279,(주)시디즈,134790,Dec-12,,,3544817.0,81906819.0,4.327865546823397,
3280,(주)시디즈,134790,Dec-13,,,-265660.0,23508112.0,-1.1300779918012982,
3281,(주)시디즈,134790,Dec-14,,,95269.0,10777054.0,0.8839985398607078,
3282,(주)시디즈,134790,Dec-15,,,-501472.0,6721129.0,-7.461127438559802,
3283,(주)시디즈,134790,Dec-16,,,134078.0,9939845.0,1.3488942735022527,
3284,(주)시디즈,134790,Dec-17,,,308327.0,12520488.0,2.462579733313909,
3285,(주)시디즈,134790,Dec-18,,,4018581.0,140959207.0,2.8508822414132906,
3286,(주)시디즈,134790,Dec-19,,,7814880.0,192881845.0,4.051641044806472,
3287,(주)시스웍,269620,Dec-17,5543368.0,31381567.0,5367872.0,30441340.0,17.633494451952508,17.664407899070177
3288,(주)시스웍,269620,Dec-18,4815530.0,22371735.0,4771303.0,20630141.0,23.127825447242458,21.525062763348483
3289,(주)시스웍,269620,Dec-19,1971680.0,14879639.0,1705589.0,13481466.0,12.651361506233819,13.250859110224381
3290,(주)시큐브,131090,Dec-11,,,3112904.0,17652671.0,17.634181252230896,
3291,(주)시큐브,131090,Dec-12,,,3208907.0,20469883.0,15.676235179263115,
3292,(주)시큐브,131090,Dec-13,,,1643447.0,17468859.0,9.407866878998794,
3293,(주)시큐브,131090,Dec-14,,,459644.0,15924844.0,2.88633282687102,
3294,(주)시큐브,131090,Dec-15,,,1390081.0,14813921.0,9.383612886824494,
3295,(주)시큐브,131090,Dec-16,1319692.0,15151907.0,1787100.0,15144604.0,11.800242515420013,8.709741948653724
3296,(주)시큐브,131090,Dec-17,3106936.0,15259224.0,3195787.0,15173425.0,21.06173787394738,20.361035397343926
3297,(주)시큐브,131090,Dec-18,2596981.0,13950490.0,2618034.0,13918768.0,18.809380255493878,18.61569736976981
3298,(주)시큐브,131090,Dec-19,5145956.0,18216685.0,5190450.0,18216685.0,28.49283500263632,28.248586392090548
3299,(주)시티랩스,139050,Dec-11,,,1572248.0,32875201.0,4.782474181678768,
3300,(주)시티랩스,139050,Dec-12,,,923312.0,42955232.0,2.149475062781642,
3301,(주)시티랩스,139050,Dec-13,449217.0,47707598.0,472764.0,47707598.0,0.9909616493372816,0.9416047313889078
3302,(주)시티랩스,139050,Dec-14,1669497.0,66149977.0,1426531.0,61463413.0,2.3209433553584145,2.523805866175887
3303,(주)시티랩스,139050,Dec-15,-721167.0,44494085.0,-615023.0,41619406.0,-1.4777313256224751,-1.6208154409737834
3304,(주)시티랩스,139050,Dec-16,-2655722.0,37514190.0,-2048288.0,36297715.0,-5.643021881680431,-7.07924654644016
3305,(주)시티랩스,139050,Dec-17,-9350611.0,49340104.0,-9762731.0,30345343.0,-32.17208979974291,-18.95134027281337
3306,(주)시티랩스,139050,Dec-18,-1065866.0,38285541.0,-7257859.0,21988953.0,-33.00684211749418,-2.783990958884452
3307,(주)시티랩스,139050,Dec-19,-12001532.0,80745442.0,-18253472.0,19097657.0,-95.57964099994047,-14.863417305957654
3308,(주)신도리코,29530,Dec-11,65579357.0,751013124.0,60918708.0,716629326.0,8.500727752802012,8.732118641378097
3309,(주)신도리코,29530,Dec-12,51980140.0,759340972.0,57272871.0,737389011.0,7.766981897700127,6.845428064166146
3310,(주)신도리코,29530,Dec-13,25311311.0,527571697.0,41449777.0,510746446.0,8.11552920722624,4.79770070000552
3311,(주)신도리코,29530,Dec-14,17115417.0,480039122.0,20324180.0,457231337.0,4.445054036180377,3.5654212783098957
3312,(주)신도리코,29530,Dec-15,9354847.0,500503730.0,14301809.0,474963360.0,3.011139427681327,1.8690863702454326
3313,(주)신도리코,29530,Dec-16,31789402.0,507283935.0,22036021.0,480114248.0,4.589745272462733,6.266589538263221
3314,(주)신도리코,29530,Dec-17,31678675.0,558437442.0,32930932.0,531267060.0,6.198564616447329,5.6727347805593595
3315,(주)신도리코,29530,Dec-18,35034112.0,557945582.0,31635089.0,524068949.0,6.036436438442759,6.279127056516419
3316,(주)신도리코,29530,Dec-19,14487011.0,427065042.0,9313444.0,397786844.0,2.3413152396764536,3.392225908296189
3317,(주)신성이엔지,11930,Dec-11,,,-32889455.0,193636382.0,-16.98516294319112,
3318,(주)신성이엔지,11930,Dec-12,,,-64678948.0,155612173.0,-41.564195623693266,
3319,(주)신성이엔지,11930,Dec-13,,,-26587731.0,148528857.0,-17.90071743432322,
3320,(주)신성이엔지,11930,Dec-14,,,-11389866.0,189572241.0,-6.008192940020159,
3321,(주)신성이엔지,11930,Dec-15,,,2087586.0,170569625.0,1.2238908305039657,
3322,(주)신성이엔지,11930,Dec-16,3166044.0,217216936.0,14488612.0,211860883.0,6.838738607541818,1.4575493321570467
3323,(주)신성이엔지,11930,Dec-17,-39188112.0,990545402.0,-46165865.0,888339550.0,-5.1968715115746,-3.956215628367533
3324,(주)신성이엔지,11930,Dec-18,10698130.0,424654240.0,-6749700.0,320628826.0,-2.1051444700733177,2.5192566074460956
3325,(주)신성이엔지,11930,Dec-19,2085195.0,451123644.0,8668285.0,317968150.0,2.726148829686244,0.46222250323904546
3326,(주)신세계,4170,Dec-11,3522095019.0,2185477973.0,3381885609.0,1430633571.0,236.39076263505353,161.15902619531914
3327,(주)신세계,4170,Dec-12,193732437.0,2296702972.0,137919817.0,1521212511.0,9.066439830246702,8.435241272461766
3328,(주)신세계,4170,Dec-13,194652961.0,2441636907.0,120288669.0,1543719663.0,7.792131685764502,7.972232089134292
3329,(주)신세계,4170,Dec-14,186056566.0,2492306887.0,133412261.0,1502014514.0,8.882221826519581,7.46523499856621
3330,(주)신세계,4170,Dec-15,433181913.0,2563985168.0,395319478.0,1486078871.0,26.60151393808492,16.894868129751988
3331,(주)신세계,4170,Dec-16,323364949.0,2947485624.0,159039844.0,1643709943.0,9.675663560794073,10.970874509683444
3332,(주)신세계,4170,Dec-17,213610457.0,3871416071.0,142101940.0,1665520576.0,8.53198345596422,5.517631096283167
3333,(주)신세계,4170,Dec-18,284880100.0,5185683014.0,186754859.0,1739326807.0,10.737192012932622,5.493588775690639
3334,(주)신세계,4170,Dec-19,593123360.0,6394223582.0,705956105.0,1557606955.0,45.323122289217046,9.275924627810426
3335,(주)신세계아이앤씨,35510,Dec-11,,,17147159.0,337064820.0,5.0871992514674185,
3336,(주)신세계아이앤씨,35510,Dec-12,,,15008355.0,297112700.0,5.051401370591025,
3337,(주)신세계아이앤씨,35510,Dec-13,,,12806241.0,239782313.0,5.340777991410901,
3338,(주)신세계아이앤씨,35510,Dec-14,,,12106513.0,228062491.0,5.308419173585191,
3339,(주)신세계아이앤씨,35510,Dec-15,,,6810191.0,261095043.0,2.608318764596385,
3340,(주)신세계아이앤씨,35510,Dec-16,,,2546301.0,296339096.0,0.8592524693400563,
3341,(주)신세계아이앤씨,35510,Dec-17,,,9918388.0,320149548.0,3.098048415798482,
3342,(주)신세계아이앤씨,35510,Dec-18,,,29255441.0,373531202.0,7.832127769609993,
3343,(주)신세계아이앤씨,35510,Dec-19,,,10657453.0,456039721.0,2.3369571792190444,
3344,(주)신세계인터내셔날,31430,Dec-11,,,46166129.0,792330070.0,5.8266284150997825,
3345,(주)신세계인터내셔날,31430,Dec-12,49347205.0,790245518.0,46833521.0,788338689.0,5.940786828489652,6.244540952904209
