,회사명,거래소코드,회계년도,매출액(IFRS연결),매출원가(IFRS연결),판관비(IFRS연결),당기자본(IFRS연결),전기자본(IFRS연결),매출액(IFRS개별),매출원가(IFRS연결).1,판관비(IFRS개별),당기자본(IFRS개별),전기자본(IFRS개별),총자본영업이익률(개별),총자본영업이익률(연결)
429,(주)나노엔텍,39860,Dec-13,19084457.0,13907414.0,5650114.0,23577971.0,23577971.0,19071599.0,14159036.0,3824433.0,25096460.0,25096460.0,2.1678953924178948,-1.0032054921095628
430,(주)나노엔텍,39860,Dec-14,19498657.0,14039930.0,8050350.0,35502372.0,35502372.0,20255673.0,14843599.0,5152424.0,38430723.0,38430723.0,0.33781565858128665,-3.6499293624662603
431,(주)나노엔텍,39860,Dec-15,24839316.0,18756946.0,13293521.0,38408344.0,38408344.0,18652444.0,15117097.0,6872049.0,49032474.0,49032474.0,-3.402542975906131,-9.387479710137985
432,(주)나노엔텍,39860,Dec-16,22205895.0,17415702.0,14475498.0,25576796.0,25576796.0,19928840.0,17098146.0,11472980.0,27669734.0,27669734.0,-15.616857755119728,-18.93377301832489
433,(주)나노엔텍,39860,Dec-17,23809593.0,13425040.0,8712147.0,23731000.0,23731000.0,22133358.0,12699442.0,6489156.0,26788106.0,26788106.0,5.496394556599111,3.523673675782731
434,(주)나노엔텍,39860,Dec-18,25796821.0,14597686.0,8373199.0,35150401.0,35150401.0,24871160.0,14860566.0,6774470.0,38716209.0,38716209.0,4.179288318233844,4.019777754455775
435,(주)나노엔텍,39860,Dec-19,26255836.0,13549213.0,9655406.0,41025691.0,41025691.0,25099090.0,14027102.0,7488001.0,45112180.0,45112180.0,3.972305262126548,3.7186661889497485
436,(주)나무가,190510,Dec-15,403847036.0,354633593.0,23547262.0,60274130.0,60274130.0,330071994.0,292735796.0,14703319.0,59685865.0,59685865.0,18.959999155578963,21.29120818500408
437,(주)나무가,190510,Dec-16,292613003.0,275809267.0,17473241.0,71710818.0,71710818.0,189575941.0,179597488.0,11763917.0,71264453.0,71264453.0,-1.252703083260879,-0.46680892693205644
438,(주)나무가,190510,Dec-17,257564977.0,269861442.0,19183472.0,30589633.0,30589633.0,169353908.0,165417176.0,26625622.0,28107335.0,28107335.0,-40.3611548373405,-51.45523811939816
439,(주)나무가,190510,Dec-18,312824892.0,294278543.0,16689163.0,35422440.0,35422440.0,199656907.0,188721350.0,2719899.0,38511623.0,38511623.0,10.666465549893859,2.6214823146005752
440,(주)나무가,190510,Dec-19,362063863.0,341733797.0,17664040.0,44268639.0,44268639.0,275379664.0,257677357.0,14796280.0,49646661.0,49646661.0,2.926709411535249,3.0111903824285178
441,(주)나스미디어,89600,Dec-13,,,,,,24754414.0,0.0,18696305.0,56196308.0,56196308.0,5.390130789374989,
442,(주)나스미디어,89600,Dec-14,,,,,,29855317.0,0.0,21253448.0,62569324.0,62569324.0,6.873870812476735,
443,(주)나스미디어,89600,Dec-15,,,,,69530971.0,45490455.0,0.0,33797161.0,69530971.0,69530971.0,8.408694594528242,
444,(주)나스미디어,89600,Dec-16,69943009.0,0.0,54509733.0,104423228.0,104423228.0,61749724.0,0.0,47134420.0,98227596.0,98227596.0,7.439510175938745,7.3897715554244305
445,(주)나스미디어,89600,Dec-17,120275391.0,0.0,85977256.0,127769767.0,127769767.0,84283178.0,0.0,58628969.0,115839722.0,115839722.0,11.073148552618246,13.421850804502133
446,(주)나스미디어,89600,Dec-18,106607030.0,0.0,81660798.0,141948762.0,141948762.0,71877991.0,0.0,52526868.0,124908468.0,124908468.0,7.7461213438307475,8.787055148814895
447,(주)나스미디어,89600,Dec-19,117006838.0,0.0,86448235.0,153131396.0,153131396.0,78372579.0,0.0,54983527.0,132550768.0,132550768.0,8.822676908216783,9.97790257198465
448,(주)나이벡,138610,Dec-11,,,,,,2702416.0,2367419.0,2137467.0,10301732.0,10301732.0,-8.748383281568575,
449,(주)나이벡,138610,Dec-12,,,,,,3875799.0,2856687.0,1824247.0,8856747.0,8856747.0,-4.5453200819668895,
450,(주)나이벡,138610,Dec-13,,,,,,2271977.0,2569377.0,2339999.0,5822703.0,5822703.0,-22.647548741538078,
451,(주)나이벡,138610,Dec-14,,,,,,4786118.0,3870110.0,3940936.0,5078980.0,5078980.0,-29.778892612296172,
452,(주)나이벡,138610,Dec-15,,,,,,4173528.0,3241025.0,2516221.0,10818393.0,10818393.0,-7.319562156782436,
453,(주)나이벡,138610,Dec-16,,,,,,4804232.0,4004453.0,3299553.0,9841184.0,9841184.0,-12.700575459213038,
454,(주)나이벡,138610,Dec-17,,,,,,6302575.0,4346585.0,3084729.0,12361859.0,12361859.0,-4.565409620025596,
455,(주)나이벡,138610,Dec-18,,,,,,5207877.0,4745812.0,3864427.0,10575969.0,10575969.0,-16.08534404743433,
456,(주)나이벡,138610,Dec-19,,,,,,9287488.0,5309224.0,4938515.0,27404041.0,27404041.0,-1.7520244550794535,
457,(주)나이스디앤비,130580,Dec-11,,,,,,17447086.0,0.0,14598720.0,18442040.0,18442040.0,7.722480810148985,
458,(주)나이스디앤비,130580,Dec-12,,,,,,19285428.0,0.0,16085110.0,20520620.0,20520620.0,7.79781020261571,
459,(주)나이스디앤비,130580,Dec-13,,,,,,19592150.0,0.0,16279298.0,22820926.0,22820926.0,7.258364537880715,
460,(주)나이스디앤비,130580,Dec-14,,,,,25404428.0,21139275.0,0.0,17036217.0,25404428.0,25404428.0,8.07547802296513,
461,(주)나이스디앤비,130580,Dec-15,25675101.0,0.0,20731872.0,29892463.0,29892463.0,23685546.0,0.0,18756191.0,28572652.0,28572652.0,8.626001884599303,8.268353464216046
462,(주)나이스디앤비,130580,Dec-16,33964917.0,0.0,27499590.0,33730728.0,33730728.0,24018056.0,0.0,19265885.0,32232265.0,32232265.0,7.371760873770429,9.583734747735061
463,(주)나이스디앤비,130580,Dec-17,42282947.0,0.0,33828708.0,38536096.0,38536096.0,32327045.0,0.0,25682989.0,35612084.0,35612084.0,9.32837291970894,10.969246858841124
464,(주)나이스디앤비,130580,Dec-18,52040929.0,0.0,41617675.0,45199660.0,45199660.0,42167015.0,0.0,33349854.0,40955406.0,40955406.0,10.764343295729994,11.530234961944403
465,(주)나이스디앤비,130580,Dec-19,77330430.0,0.0,64532368.0,60090077.0,60090077.0,50280560.0,0.0,40196446.0,46837210.0,46837210.0,10.765066920083411,10.649064403761706
466,(주)나이스홀딩스,34310,Dec-11,194810015.0,0.0,148069949.0,322296904.0,322296904.0,27906675.0,0.0,19200326.0,257761410.0,257761410.0,1.6888387210482747,7.251088269839539
467,(주)나이스홀딩스,34310,Dec-12,211902144.0,0.0,167185232.0,394674902.0,515125554.0,32479387.0,0.0,19236978.0,316297089.0,316297089.0,2.0933498063271774,4.915024135797971
468,(주)나이스홀딩스,34310,Dec-13,754166289.0,0.0,680935873.0,570818310.0,570818310.0,24585959.0,0.0,17878679.0,320113373.0,320113373.0,1.047641330498242,6.41451182601343
469,(주)나이스홀딩스,34310,Dec-14,936827214.0,0.0,865043457.0,667095981.0,667095981.0,24855128.0,0.0,19373087.0,324733065.0,324733065.0,0.8440842018967178,5.3803170041883375
470,(주)나이스홀딩스,34310,Dec-15,1090840202.0,0.0,999594881.0,695351005.0,695351005.0,30358130.0,0.0,22208180.0,310980541.0,310980541.0,1.310363338778808,6.561097945058697
471,(주)나이스홀딩스,34310,Dec-16,1346411434.0,0.0,1219484494.0,773235269.0,773235269.0,33693212.0,0.0,18384353.0,325078660.0,325078660.0,2.354639181790647,8.207523963835126
472,(주)나이스홀딩스,34310,Dec-17,1450068987.0,0.0,1327470660.0,877935795.0,877935795.0,37458486.0,0.0,19185322.0,325609688.0,325609688.0,2.805992062496617,6.9821920747632795
473,(주)나이스홀딩스,34310,Dec-18,1611892148.0,221970360.0,1261590816.0,1040008134.0,1040008134.0,40325277.0,0.0,17709047.0,336349524.0,336349524.0,3.3620130825575365,6.1697100149795565
474,(주)나이스홀딩스,34310,Dec-19,1877743691.0,0.0,1723508671.0,1223621083.0,1223621083.0,44669568.0,0.0,17202220.0,334729120.0,334729120.0,4.102921789415872,6.302401214837519
475,(주)나인테크,267320,Dec-17,,,,,,,,,,,,
476,(주)나인테크,267320,Dec-18,,,,,,,,,,,,
477,(주)나인테크,267320,Dec-19,,,,,,,,,,,,
478,(주)남선알미늄,8350,Dec-11,302410988.0,276133992.0,22108442.0,74233806.0,,302410988.0,276133992.0,22108442.0,43707424.0,74233806.0,3.534433208810863,
479,(주)남선알미늄,8350,Dec-12,,,,,,308547177.0,284355379.0,28120589.0,61332987.0,61332987.0,-3.2028368355840877,
480,(주)남선알미늄,8350,Dec-13,,,,,,353378515.0,312433867.0,27344360.0,70827736.0,70827736.0,9.600961973428037,
481,(주)남선알미늄,8350,Dec-14,,,,,,341293036.0,302411503.0,24954074.0,87467921.0,87467921.0,7.9614668102149135,
482,(주)남선알미늄,8350,Dec-15,,,,,,350317585.0,306350886.0,26865920.0,103068147.0,103068147.0,8.295860310751488,
483,(주)남선알미늄,8350,Dec-16,,,,,,400734305.0,353698454.0,22856375.0,122569267.0,122569267.0,9.863596557202223,
484,(주)남선알미늄,8350,Dec-17,,,,,147809531.0,400667879.0,356395361.0,23522428.0,147809531.0,147809531.0,7.019198917558301,
485,(주)남선알미늄,8350,Dec-18,347834921.0,312961290.0,25447600.0,168719762.0,168719762.0,347834921.0,312961290.0,25291951.0,168875400.0,168875400.0,2.836908158322645,2.7933986179994728
486,(주)남선알미늄,8350,Dec-19,324782177.0,289895888.0,23307406.0,179100254.0,179100254.0,324782177.0,289895888.0,23293395.0,176357497.0,176357497.0,3.2867596209987036,3.232514399449149
