,회사명,거래소코드,회계년도,매출채권(IFRS연결)(천원),매입채무(IFRS연결)(천원),매출채권(IFRS)(천원),매입채무(IFRS)(천원),매출채권대매입채무비율(개별),매출채권대매입채무비율(연결)
1299,(주)두산,150,2017/12,3699785949.0,3240711138.0,399050503.0,395408731.0,100.92101456404107,114.16586642409965
1300,(주)두산,150,2018/12,3849019529.0,3545732233.0,434622646.0,452426545.0,96.06479787785219,108.55358713151875
1301,(주)두산,150,2019/12,3778474218.0,3089735337.0,391886280.0,412622161.0,94.97460801675167,122.291193447939
1302,(주)두산테스나,131970,2013/12,,,5466441.0,0.0,inf,
1303,(주)두산테스나,131970,2014/12,,,3287195.0,0.0,inf,
1304,(주)두산테스나,131970,2015/12,,,2819687.0,0.0,inf,
1305,(주)두산테스나,131970,2016/12,,,2773078.0,0.0,inf,
1306,(주)두산테스나,131970,2017/12,,,4802890.0,0.0,inf,
1307,(주)두산테스나,131970,2018/12,,,5644367.0,0.0,inf,
1308,(주)두산테스나,131970,2019/12,,,9210877.0,0.0,inf,
1309,(주)두올,16740,2016/12,73193538.0,38381069.0,38106013.0,22460853.0,169.65523526644336,190.70218705998002
1310,(주)두올,16740,2017/12,89758027.0,56424287.0,29653822.0,19609918.0,151.21849056176572,159.0769361427642
1311,(주)두올,16740,2018/12,94429740.0,0.0,33223371.0,29171567.0,113.88956582277532,inf
1312,(주)두올,16740,2019/12,90507420.0,59355679.0,30398176.0,28127620.0,108.0723360170537,152.48316845975262
1313,(주)듀오백,73190,2011/12,3819838.0,2494321.0,3286177.0,2492103.0,131.863610773712,153.14139599514255
1314,(주)듀오백,73190,2012/12,2972439.0,1091323.0,2745680.0,1091683.0,251.50890872167105,272.3702331940223
1315,(주)듀오백,73190,2013/12,3893446.0,2378580.0,3626315.0,2378580.0,152.45713829259475,163.68783055436438
1316,(주)듀오백,73190,2014/12,3974591.0,1721796.0,3649215.0,1721796.0,211.9423555403776,230.83983236109273
1317,(주)듀오백,73190,2015/12,5283534.0,2331357.0,5265701.0,2331357.0,225.86420698331486,226.6291262985463
1318,(주)듀오백,73190,2016/12,2903204.0,2290494.0,2858044.0,2283590.0,125.15574161736565,126.75012464560047
1319,(주)듀오백,73190,2017/12,5979155.0,2472200.0,5690846.0,2104299.0,270.43903931903213,241.85563465739017
1320,(주)듀오백,73190,2018/12,5062778.0,1309860.0,4661538.0,993169.0,469.3599981473445,386.51290977661733
1321,(주)듀오백,73190,2019/12,5032849.0,2151859.0,4281314.0,1569356.0,272.8070622599334,233.8837721244747
1322,(주)드래곤플라이,30350,2011/12,7014680.0,0.0,7014680.0,0.0,inf,inf
1323,(주)드래곤플라이,30350,2012/12,5683030.0,0.0,5683030.0,0.0,inf,inf
1324,(주)드래곤플라이,30350,2013/12,4527244.0,0.0,4527244.0,0.0,inf,inf
1325,(주)드래곤플라이,30350,2014/12,4480363.0,0.0,4480363.0,0.0,inf,inf
1326,(주)드래곤플라이,30350,2015/12,3763005.0,0.0,3763005.0,0.0,inf,inf
1327,(주)드래곤플라이,30350,2016/12,3212588.0,0.0,3212588.0,0.0,inf,inf
1328,(주)드래곤플라이,30350,2017/12,,,767727.0,0.0,inf,
1329,(주)드래곤플라이,30350,2018/12,,,754567.0,0.0,inf,
1330,(주)드래곤플라이,30350,2019/12,415537.0,0.0,415537.0,0.0,inf,inf
1331,(주)드림시큐리티,203650,2014/12,,,,,,
1332,(주)드림시큐리티,203650,2015/12,,,,,,
1333,(주)드림시큐리티,203650,2016/12,,,,,,
1334,(주)드림시큐리티,203650,2017/12,5331438.0,712805.0,5146938.0,678936.0,758.0888331153452,747.9518241314245
1335,(주)드림시큐리티,203650,2018/12,5435302.0,789822.0,5303760.0,682377.0,777.2477677295689,688.1679669596441
1336,(주)드림시큐리티,203650,2019/12,5186386.0,477224.0,3960133.0,566184.0,699.4427606573129,1086.7823076794127
1337,(주)드림어스컴퍼니,60570,2011/12,14175201.0,7504912.0,35870208.0,10471990.0,342.5347808773691,188.87897686208711
1338,(주)드림어스컴퍼니,60570,2012/12,21372834.0,15404535.0,40459292.0,11670418.0,346.6824581604532,138.74377902351483
1339,(주)드림어스컴퍼니,60570,2013/12,10199207.0,5324753.0,30539541.0,9237803.0,330.59311829879897,191.54328848680868
1340,(주)드림어스컴퍼니,60570,2014/12,15676015.0,5622277.0,35409209.0,7495841.0,472.38473975101664,278.8196846224404
1341,(주)드림어스컴퍼니,60570,2015/12,16548039.0,3728102.0,38131171.0,6425245.0,593.4586307603835,443.8730217145347
1342,(주)드림어스컴퍼니,60570,2016/12,10003345.0,2988586.0,14023097.0,4936425.0,284.07394014899444,334.7183249871344
1343,(주)드림어스컴퍼니,60570,2017/12,12276235.0,4565218.0,13983777.0,5371886.0,260.314105697701,268.9079689075089
1344,(주)드림어스컴퍼니,60570,2018/12,24410890.0,17024341.0,22399906.0,13193804.0,169.7759493774502,143.38816404112208
1345,(주)드림어스컴퍼니,60570,2019/12,27709995.0,27341941.0,25963455.0,26889566.0,96.55587226658847,101.3461151130419
1346,(주)드림텍,192650,2019/12,48574776.0,38092708.0,46880034.0,28941463.0,161.98225362691582,127.51725605856112
1347,(주)디딤,217620,2015/12,,,,,,
1348,(주)디딤,217620,2016/12,,,,,,
1349,(주)디딤,217620,2017/12,3382884.0,1549191.0,3404505.0,1489118.0,228.6256025378781,218.36455285371525
1350,(주)디딤,217620,2018/12,4458493.0,2030249.0,4722842.0,1917523.0,246.29910566913668,219.60326048676788
1351,(주)디딤,217620,2019/12,4608929.0,3710454.0,5018694.0,3537617.0,141.8665163583282,124.21469178704277
1352,(주)디모아,16670,2011/12,,,7118128.0,9536312.0,74.64235650008095,
1353,(주)디모아,16670,2012/12,28292248.0,21835588.0,10734933.0,11143750.0,96.33142344363432,129.56943499758285
1354,(주)디모아,16670,2013/12,26913649.0,24456380.0,11160067.0,13760536.0,81.10197887640423,110.04755814229253
1355,(주)디모아,16670,2014/12,27094874.0,23671249.0,11397636.0,14687479.0,77.60103691041873,114.46322076203077
1356,(주)디모아,16670,2015/12,27524537.0,31405507.0,10801536.0,10037347.0,107.61345602578052,87.64239023429872
1357,(주)디모아,16670,2016/12,24880723.0,20441371.0,9888980.0,6767324.0,146.1283662493476,121.71748656193364
1358,(주)디모아,16670,2017/12,27535797.0,22562442.0,14595945.0,10350575.0,141.01578897790702,122.04262730071504
1359,(주)디모아,16670,2018/12,32952495.0,24326156.0,10623748.0,4842109.0,219.4033219822189,135.46116780637269
1360,(주)디모아,16670,2019/12,44928090.0,33156333.0,15606522.0,7143270.0,218.4786799322999,135.50379651453014
1361,(주)디바이스이엔지,187870,2017/12,,,7631350.0,9839809.0,77.55587532237669,
1362,(주)디바이스이엔지,187870,2018/12,,,12214779.0,4094777.0,298.30144596396826,
1363,(주)디바이스이엔지,187870,2019/12,,,8441171.0,16866839.0,50.04595704032035,
1364,(주)디비아이엔씨,12030,2011/12,87872242.0,70687262.0,91846324.0,70436580.0,130.39577446832314,124.31128256177189
1365,(주)디비아이엔씨,12030,2012/12,106225208.0,92814193.0,112824696.0,95090751.0,118.649495154371,114.44931488010674
1366,(주)디비아이엔씨,12030,2013/12,132587317.0,102350903.0,137309093.0,102407241.0,134.08142984732888,129.54191229753977
1367,(주)디비아이엔씨,12030,2014/12,54082745.0,44864634.0,54966080.0,44795890.0,122.7033997985083,120.5464977157732
1368,(주)디비아이엔씨,12030,2015/12,33495369.0,29235219.0,33495369.0,29235219.0,114.5719790913829,114.5719790913829
1369,(주)디비아이엔씨,12030,2016/12,33493645.0,20881411.0,33493645.0,20881411.0,160.39933795661605,160.39933795661605
1370,(주)디비아이엔씨,12030,2017/12,35844352.0,16311586.0,35844352.0,16311586.0,219.74780380031714,219.74780380031714
1371,(주)디비아이엔씨,12030,2018/12,32582300.0,13110997.0,28997929.0,11966689.0,242.3220742178559,248.51123068672808
1372,(주)디비아이엔씨,12030,2019/12,33345907.0,11632011.0,29394234.0,10377540.0,283.24857336131686,286.6736198925534
1373,(주)디스플레이테크,66670,2011/12,,,43105734.0,26899825.0,160.2454068009736,
1374,(주)디스플레이테크,66670,2012/12,,,55158419.0,44239426.0,124.68158831898045,
1375,(주)디스플레이테크,66670,2013/12,,,164064927.0,99071225.0,165.60300632196686,
1376,(주)디스플레이테크,66670,2014/12,,,101022042.0,75686704.0,133.473961291801,
1377,(주)디스플레이테크,66670,2015/12,,,32971550.0,22134978.0,148.95677782015414,
1378,(주)디스플레이테크,66670,2016/12,,,23669834.0,14019798.0,168.83149101007018,
1379,(주)디스플레이테크,66670,2017/12,,,16461034.0,6764944.0,243.32845918606273,
1380,(주)디스플레이테크,66670,2018/12,,,20132054.0,18317307.0,109.90728058442217,
1381,(주)디스플레이테크,66670,2019/12,,,18076897.0,9979640.0,181.1377664925789,
1382,(주)디아이,3160,2011/12,15996710.0,13769892.0,4344510.0,3885964.0,111.8000578492235,116.17164462873058
1383,(주)디아이,3160,2012/12,17091740.0,7501653.0,2531283.0,1647295.0,153.66300510837462,227.83965080762866
1384,(주)디아이,3160,2013/12,15869236.0,9677906.0,5073953.0,5465031.0,92.84399301669103,163.97385963451185
1385,(주)디아이,3160,2014/12,12376047.0,9279854.0,5455875.0,6440462.0,84.71247870106214,133.36467362525315
1386,(주)디아이,3160,2015/12,13101774.0,5620879.0,4969099.0,3335068.0,148.99543277678296,233.09119445552912
1387,(주)디아이,3160,2016/12,9087577.0,6080718.0,3457493.0,3844603.0,89.93108001008167,149.44907821740787
1388,(주)디아이,3160,2017/12,12389441.0,12813221.0,5588896.0,3754220.0,148.86969863247225,96.69263489640895
1389,(주)디아이,3160,2018/12,10405817.0,6555946.0,2183781.0,3774226.0,57.86036660231794,158.72334823990312
1390,(주)디아이,3160,2019/12,13047179.0,4210889.0,7883846.0,2321040.0,339.66868300417053,309.8438120786371
1391,(주)디아이씨,92200,2011/12,84103486.0,70470629.0,75936651.0,51579452.0,147.22267890709657,119.34544532020568
1392,(주)디아이씨,92200,2012/12,90317795.0,60650533.0,75615079.0,39372695.0,192.04953839202523,148.91508867696183
1393,(주)디아이씨,92200,2013/12,75134844.0,56800677.0,60034219.0,55379478.0,108.40517312207241,132.27807830529906
1394,(주)디아이씨,92200,2014/12,78056507.0,48348592.0,52895456.0,40349979.0,131.09165682589327,161.44525366943466
1395,(주)디아이씨,92200,2015/12,83553589.0,49269314.0,49317296.0,39338944.0,125.36507334818138,169.58545231622261
1396,(주)디아이씨,92200,2016/12,106679203.0,78181017.0,56822140.0,52664361.0,107.89486271370501,136.4515416830661
1397,(주)디아이씨,92200,2017/12,122321750.0,70384085.0,56260621.0,57880520.0,97.20130537873537,173.7917740921119
1398,(주)디아이씨,92200,2018/12,91572393.0,56489894.0,49387993.0,58529459.0,84.38142747910928,162.10402696099945
1399,(주)디아이씨,92200,2019/12,78454582.0,88925933.0,45751127.0,74669301.0,61.27166906249732,88.22463746317962
1400,(주)디아크,78590,2011/12,,,3603936.0,3710121.0,97.13796396397854,
1401,(주)디아크,78590,2012/12,,,3441094.0,3085899.0,111.51026005711788,
1402,(주)디아크,78590,2013/12,,,3457508.0,3013617.0,114.72950942339388,
1403,(주)디아크,78590,2014/12,,,4118252.0,3540198.0,116.32829576198844,
1404,(주)디아크,78590,2015/12,,,3898098.0,3805725.0,102.42721163510238,
1405,(주)디아크,78590,2016/12,,,4260691.0,4078118.0,104.476893508231,
1406,(주)디아크,78590,2017/12,,,2453323.0,2364399.0,103.76095574393322,
1407,(주)디아크,78590,2018/12,3866499.0,5115634.0,3222511.0,3018419.0,106.76155298518862,75.58200997178453
1408,(주)디아크,78590,2019/12,7826063.0,4349412.0,6588202.0,2106022.0,312.82683656675954,179.93381634115138
1409,(주)디알비동일,4840,2011/12,114935481.0,49382296.0,92512736.0,44272662.0,208.96131341729577,232.74632876527247
1410,(주)디알비동일,4840,2012/12,75859340.0,51457345.0,40934829.0,28176714.0,145.27893138994133,147.42179177724773
1411,(주)디알비동일,4840,2013/12,127098546.0,52936034.0,28743556.0,16569530.0,173.4723676531561,240.09835342028077
1412,(주)디알비동일,4840,2014/12,130761548.0,38927424.0,30126188.0,18501905.0,162.82749262846175,335.9111252776449
1413,(주)디알비동일,4840,2015/12,118777405.0,30576266.0,25940618.0,11759041.0,220.60147591967745,388.46275408514566
1414,(주)디알비동일,4840,2016/12,118904216.0,47984592.0,31928578.0,13571671.0,235.25900384705758,247.79665939433224
1415,(주)디알비동일,4840,2017/12,109205541.0,33871669.0,26468000.0,10595587.0,249.80211101093315,322.40968403417025
1416,(주)디알비동일,4840,2018/12,113715860.0,31376727.0,24880367.0,9990074.0,249.05087790140493,362.4210390076696
1417,(주)디알비동일,4840,2019/12,115470883.0,32607533.0,23053464.0,7575470.0,304.3172766838229,354.1233340160999
1418,(주)디알젬,263690,2018/12,9629911.0,8570333.0,9686323.0,8571920.0,113.00062296428337,112.36332357214125
1419,(주)디알젬,263690,2019/12,12529071.0,15475502.0,12726542.0,15336623.0,82.98138384180142,80.96067578292451
1420,(주)디알텍,214680,2015/12,,,,,,
1421,(주)디알텍,214680,2016/12,15347801.0,269441.0,16998135.0,269441.0,6308.666832441982,5696.163909724207
1422,(주)디알텍,214680,2017/12,17545966.0,416348.0,18367101.0,416348.0,4411.478138480309,4214.254902149164
1423,(주)디알텍,214680,2018/12,20037337.0,1972209.0,22493204.0,1979721.0,1136.180502202078,1015.9844620930136
1424,(주)디알텍,214680,2019/12,18688571.0,3769043.0,22710262.0,3858163.0,588.6288889297834,495.8439317354564
1425,(주)디앤씨미디어,263720,2017/12,,,2716967.0,343519.0,790.921899516475,
1426,(주)디앤씨미디어,263720,2018/12,3447919.0,270086.0,3263248.0,270086.0,1208.225528165103,1276.6004161637404
1427,(주)디앤씨미디어,263720,2019/12,5752334.0,216469.0,5505879.0,216469.0,2543.4953734714904,2657.3477033663016
1428,(주)디에스앤엘,141020,2013/12,8186806.0,1613640.0,8186806.0,400931.0,2041.9488640189957,507.35021442205203
1429,(주)디에스앤엘,141020,2014/12,6101023.0,1580743.0,6474759.0,301746.0,2145.764649738522,385.9591976684382
1430,(주)디에스앤엘,141020,2015/12,10091441.0,10367130.0,10296352.0,10294667.0,100.01636769795468,97.34073943318931
1431,(주)디에스앤엘,141020,2016/12,9031257.0,5516873.0,8935011.0,5479203.0,163.07136275111546,163.70246333384873
1432,(주)디에스앤엘,141020,2017/12,7559684.0,1570341.0,7560564.0,1570341.0,481.4600140988486,481.40397531491567
1433,(주)디에스앤엘,141020,2018/12,5513883.0,3226756.0,4357408.0,1505615.0,289.41050667003185,170.88007274178773
1434,(주)디에스앤엘,141020,2019/12,16109622.0,391354.0,1131417.0,254275.0,444.9580178940124,4116.381076978899
1435,(주)디에스케이,109740,2011/12,15969324.0,5920887.0,15778309.0,5882219.0,268.2373607647046,269.71168340149035
1436,(주)디에스케이,109740,2012/12,17546141.0,5005462.0,17488062.0,4992261.0,350.3034396639118,350.53989022391943
1437,(주)디에스케이,109740,2013/12,8137720.0,2423124.0,8022798.0,2383691.0,336.5703860106029,335.8358878868766
1438,(주)디에스케이,109740,2014/12,12301477.0,8430214.0,12280884.0,8412559.0,145.98273842715398,145.92128977983242
1439,(주)디에스케이,109740,2015/12,21332094.0,3329841.0,21287851.0,3313715.0,642.4164721468201,640.6340122546392
1440,(주)디에스케이,109740,2016/12,16125661.0,6475762.0,10806009.0,4900350.0,220.51504484373564,249.0156525208925
1441,(주)디에스케이,109740,2017/12,24786014.0,27140007.0,24740176.0,27818901.0,88.9329740236683,91.32648344563802
1442,(주)디에스케이,109740,2018/12,18086456.0,5121226.0,18044047.0,5216178.0,345.9246789507567,353.16652692148324
1443,(주)디에스케이,109740,2019/12,19020873.0,2602779.0,18933133.0,2660331.0,711.6833581986602,730.7909353809908
1444,(주)디에이테크놀로지,196490,2014/12,8401037.0,3488144.0,8422393.0,3482622.0,241.84057299356633,240.84547541615257
1445,(주)디에이테크놀로지,196490,2015/12,15168145.0,8874315.0,15177598.0,8869988.0,171.1118211208403,170.92186833575326
1446,(주)디에이테크놀로지,196490,2016/12,30271939.0,5531789.0,30465872.0,5537105.0,550.2130084222712,547.2359665200535
1447,(주)디에이테크놀로지,196490,2017/12,42214603.0,12872773.0,42419256.0,12865305.0,329.7182305433101,327.937135223312
1448,(주)디에이테크놀로지,196490,2018/12,38886530.0,8324390.0,38250793.0,8336783.0,458.8195830454025,467.13969431994417
1449,(주)디에이테크놀로지,196490,2019/12,22278273.0,5414807.0,22171984.0,5422154.0,408.91468593477794,411.4324481001816
1450,(주)디에이피,66900,2011/12,,,22345675.0,28555670.0,78.25302295481073,
1451,(주)디에이피,66900,2012/12,,,26149553.0,37434152.0,69.85480264118178,
1452,(주)디에이피,66900,2013/12,,,26710037.0,22006106.0,121.37557185264853,
1453,(주)디에이피,66900,2014/12,,,15113225.0,6175391.0,244.73308653654482,
1454,(주)디에이피,66900,2015/12,,,19499826.0,13628012.0,143.08635771673815,
1455,(주)디에이피,66900,2016/12,,,26703248.0,11877928.0,224.8140248029791,
1456,(주)디에이피,66900,2017/12,,,22625730.0,15916469.0,142.15294862195879,
1457,(주)디에이피,66900,2018/12,,,22739796.0,15109050.0,150.5044724850338,
1458,(주)디에이피,66900,2019/12,,,20879471.0,15753454.0,132.53900382735114,
1459,(주)디엔에이링크,127120,2011/12,,,4725452.0,322343.0,1465.9701001727972,
1460,(주)디엔에이링크,127120,2012/12,,,5798964.0,536363.0,1081.1640623980402,
1461,(주)디엔에이링크,127120,2013/12,,,2279006.0,407800.0,558.8538499264346,
1462,(주)디엔에이링크,127120,2014/12,,,3862434.0,1632638.0,236.57626491604384,
1463,(주)디엔에이링크,127120,2015/12,3299948.0,702686.0,3211501.0,621718.0,516.5526814407818,469.6191471012657
1464,(주)디엔에이링크,127120,2016/12,3075590.0,1371912.0,2835076.0,1303163.0,217.55344496429072,224.18274641522197
1465,(주)디엔에이링크,127120,2017/12,5377671.0,483418.0,5414960.0,572812.0,945.3293576251895,1112.4267197332329
1466,(주)디엔에이링크,127120,2018/12,6618524.0,1236333.0,6381627.0,1169207.0,545.8081417576186,535.3350594055162
1467,(주)디엔에이링크,127120,2019/12,4894164.0,1453199.0,4193098.0,1125670.0,372.4979789814066,336.7855331582254
1468,(주)디엔에프,92070,2011/12,,,2566837.0,1764564.0,145.46579211635282,
1469,(주)디엔에프,92070,2012/12,,,1895477.0,659439.0,287.4378069844216,
1470,(주)디엔에프,92070,2013/12,,,2320271.0,572334.0,405.40506068135034,
1471,(주)디엔에프,92070,2014/12,,,4478049.0,1985183.0,225.573612105282,
1472,(주)디엔에프,92070,2015/12,,,2584136.0,3211964.0,80.45345464644062,
1473,(주)디엔에프,92070,2016/12,,,2675616.0,2003907.0,133.51996874106433,
1474,(주)디엔에프,92070,2017/12,,,3709750.0,2432783.0,152.48996725149757,
1475,(주)디엔에프,92070,2018/12,,,4300778.0,3897864.0,110.3367895852703,
1476,(주)디엔에프,92070,2019/12,,,3684303.0,890726.0,413.629219310989,
1477,(주)디엔오토모티브,7340,2011/12,104880575.0,38545833.0,73141739.0,24041845.0,304.226813707517,272.0931598494706
1478,(주)디엔오토모티브,7340,2012/12,131134467.0,56762835.0,85262069.0,35907142.0,237.4515604722871,231.02170108311188
1479,(주)디엔오토모티브,7340,2013/12,123853902.0,59174644.0,86979742.0,40583339.0,214.3237696632108,209.30231874314273
1480,(주)디엔오토모티브,7340,2014/12,186560119.0,92714563.0,96815177.0,37268346.0,259.7785718743729,201.21986553504007
1481,(주)디엔오토모티브,7340,2015/12,193228260.0,101490784.0,77482298.0,37070871.0,209.01126925234638,190.3899569836804
1482,(주)디엔오토모티브,7340,2016/12,186267686.0,106172532.0,70562593.0,44723444.0,157.7754007495487,175.43867749146267
1483,(주)디엔오토모티브,7340,2017/12,156833725.0,121632114.0,15447415.0,8435444.0,183.12509691250395,128.94105005853964
1484,(주)디엔오토모티브,7340,2018/12,139625718.0,112820466.0,18800285.0,9454778.0,198.84427746479082,123.75921049643598
1485,(주)디엔오토모티브,7340,2019/12,144635574.0,100671820.0,23149748.0,8676296.0,266.8160237963297,143.6703677354795
1486,(주)디엠에스,68790,2011/12,0.0,9023996.0,0.0,10359251.0,0.0,0.0
1487,(주)디엠에스,68790,2012/12,0.0,15202019.0,0.0,17226074.0,0.0,0.0
1488,(주)디엠에스,68790,2013/12,0.0,27353365.0,0.0,25957355.0,0.0,0.0
1489,(주)디엠에스,68790,2014/12,0.0,14482020.0,0.0,12201941.0,0.0,0.0
1490,(주)디엠에스,68790,2015/12,0.0,36862063.0,0.0,58779175.0,0.0,0.0
1491,(주)디엠에스,68790,2016/12,0.0,46109549.0,0.0,64152058.0,0.0,0.0
1492,(주)디엠에스,68790,2017/12,0.0,61987121.0,0.0,53954290.0,0.0,0.0
1493,(주)디엠에스,68790,2018/12,0.0,29483577.0,0.0,23615302.0,0.0,0.0
1494,(주)디엠에스,68790,2019/12,0.0,22613224.0,0.0,15880361.0,0.0,0.0
1495,(주)디오,39840,2011/12,48613535.0,5065919.0,55106804.0,4855605.0,1134.9111799662453,959.6192714490699
1496,(주)디오,39840,2012/12,31196256.0,5166488.0,30320355.0,5166489.0,586.865761254887,603.8193836896553
1497,(주)디오,39840,2013/12,49095327.0,8345340.0,47307146.0,7412544.0,638.2039148772675,588.2963066813336
1498,(주)디오,39840,2014/12,46445381.0,7546501.0,48744506.0,5690607.0,856.5783228397252,615.4558384077601
1499,(주)디오,39840,2015/12,54904812.0,6339284.0,56790773.0,5789867.0,980.8648972420265,866.1043108338419
1500,(주)디오,39840,2016/12,61512793.0,4109420.0,71067624.0,2988307.0,2378.19019264085,1496.8728677039583
1501,(주)디오,39840,2017/12,69451457.0,4952003.0,83683943.0,2696445.0,3103.4915601838716,1402.4922238536608
1502,(주)디오,39840,2018/12,72379042.0,6260546.0,103557601.0,3006160.0,3444.8466149506344,1156.1138916637622
1503,(주)디오,39840,2019/12,92868419.0,4576075.0,116045375.0,3379574.0,3433.7278899648295,2029.4339362881947
1504,(주)디와이디,219550,2015/12,,,,,,
1505,(주)디와이디,219550,2016/12,,,,,,
1506,(주)디와이디,219550,2017/12,,,6440459.0,209670.0,3071.712214432203,
1507,(주)디와이디,219550,2018/12,,,2912469.0,866463.0,336.1331066646816,
1508,(주)디와이디,219550,2019/12,7323453.0,434322.0,7323458.0,445569.0,1643.6192823109327,1686.1805296531145
1509,(주)디이엔티,79810,2011/12,,,6769657.0,2055281.0,329.37865917117904,
1510,(주)디이엔티,79810,2012/12,,,3573154.0,3139631.0,113.80808763832437,
1511,(주)디이엔티,79810,2013/12,,,2829380.0,2528445.0,111.90197927975494,
1512,(주)디이엔티,79810,2014/12,2825420.0,1126827.0,2825420.0,1126827.0,250.74124066959703,250.74124066959703
1513,(주)디이엔티,79810,2015/12,8953281.0,5123346.0,8938300.0,5123346.0,174.46215812869167,174.75456469268326
1514,(주)디이엔티,79810,2016/12,20787653.0,13422317.0,18508587.0,11670208.0,158.5968904753026,154.87380457487333
1515,(주)디이엔티,79810,2017/12,17681529.0,11199395.0,17417244.0,10904444.0,159.72610799780347,157.87932294556984
1516,(주)디이엔티,79810,2018/12,6234785.0,4783818.0,6227265.0,4779405.0,130.29372903112417,130.33073164572733
1517,(주)디이엔티,79810,2019/12,3659935.0,2986298.0,3665885.0,2985025.0,122.80918920277048,122.5575947209555
1518,(주)디지아이,43360,2011/12,,,7837623.0,1862542.0,420.8024839171412,
1519,(주)디지아이,43360,2012/12,,,8590610.0,2460246.0,349.1768709307931,
1520,(주)디지아이,43360,2013/12,,,7923096.0,2515413.0,314.9819135068476,
1521,(주)디지아이,43360,2014/12,10506684.0,1332696.0,10506684.0,1256062.0,836.4781356334321,788.378144753192
1522,(주)디지아이,43360,2015/12,,,11537400.0,1886343.0,611.6278958810778,
1523,(주)디지아이,43360,2016/12,,,10915814.0,1164127.0,937.6824006315463,
1524,(주)디지아이,43360,2017/12,,,10576468.0,1061310.0,996.5484165795102,
1525,(주)디지아이,43360,2018/12,,,9467379.0,890252.0,1063.4493379402686,
1526,(주)디지아이,43360,2019/12,,,6508859.0,843234.0,771.8923809998173,
1527,(주)디지캡,197140,2018/12,,,4212244.0,2410950.0,174.7130384288351,
1528,(주)디지캡,197140,2019/12,6020289.0,1862704.0,2763390.0,1604378.0,172.24058170830065,323.2015929530403
1529,(주)디지털대성,68930,2011/12,,,4747162.0,404829.0,1172.6338775137156,
1530,(주)디지털대성,68930,2012/12,,,4559750.0,384369.0,1186.2949405389093,
1531,(주)디지털대성,68930,2013/12,,,4115333.0,341227.0,1206.039674468902,
1532,(주)디지털대성,68930,2014/12,,,3877719.0,346055.0,1120.5499125861497,
1533,(주)디지털대성,68930,2015/12,3190639.0,4112659.0,2958744.0,393158.0,752.5585133712146,77.58092757021674
1534,(주)디지털대성,68930,2016/12,3429107.0,4387036.0,3124222.0,388568.0,804.0348150130736,78.16455119128268
1535,(주)디지털대성,68930,2017/12,4049428.0,4016191.0,3923520.0,497697.0,788.3350713385855,100.82757518255481
1536,(주)디지털대성,68930,2018/12,6749260.0,2490341.0,6624484.0,471958.0,1403.6172710283543,271.0175032254619
1537,(주)디지털대성,68930,2019/12,5552487.0,2095725.0,4762193.0,373816.0,1273.9403877843645,264.9434921089361
1538,(주)디지틀조선일보,33130,2011/12,25564184.0,4621137.0,25017554.0,4502505.0,555.636340215058,553.2011710537905
1539,(주)디지틀조선일보,33130,2012/12,21156481.0,1354549.0,20754164.0,1307118.0,1587.7804452237672,1561.8837709082507
1540,(주)디지틀조선일보,33130,2013/12,21006604.0,1572604.0,20666622.0,1534670.0,1346.6492470694025,1335.7847239355872
1541,(주)디지틀조선일보,33130,2014/12,20519896.0,1248501.0,20233202.0,1229074.0,1646.2151180482217,1643.5626403182696
1542,(주)디지틀조선일보,33130,2015/12,21897092.0,2357002.0,21626501.0,2331367.0,927.6317714027865,929.0230555595625
1543,(주)디지틀조선일보,33130,2016/12,20637449.0,2026052.0,20325689.0,2011527.0,1010.4606599861697,1018.6041128263244
1544,(주)디지틀조선일보,33130,2017/12,20827075.0,1377311.0,20562419.0,1268159.0,1621.4385577833696,1512.1548437498866
1545,(주)디지틀조선일보,33130,2018/12,20855779.0,1301677.0,20670744.0,1264896.0,1634.1852610807528,1602.2238235752802
1546,(주)디지틀조선일보,33130,2019/12,20369687.0,1814664.0,20520296.0,1786025.0,1148.9366610209822,1122.5046069134562
1547,(주)디케이앤디,263020,2018/12,5926927.0,3998950.0,7182127.0,2776694.0,258.65748980622277,148.21208067117618
1548,(주)디케이앤디,263020,2019/12,8468551.0,5757488.0,10648201.0,2692079.0,395.53820671681626,147.08760139838765
1549,(주)디케이티,290550,2018/12,14371500.0,16885387.0,9627341.0,5502000.0,174.9789349327517,85.11205576751068
1550,(주)디케이티,290550,2019/12,36235933.0,47069172.0,20247906.0,12427233.0,162.93173226896124,76.98442836428056
1551,(주)디티앤씨,187220,2014/12,,,6804991.0,0.0,inf,
1552,(주)디티앤씨,187220,2015/12,8847873.0,0.0,8195385.0,0.0,inf,inf
1553,(주)디티앤씨,187220,2016/12,13440135.0,86382.0,12125343.0,0.0,inf,15558.95325415017
1554,(주)디티앤씨,187220,2017/12,16383612.0,82447.0,14340460.0,0.0,inf,19871.689691559426
1555,(주)디티앤씨,187220,2018/12,21637806.0,961671.0,19410210.0,0.0,inf,2250.0216810114894
1556,(주)디티앤씨,187220,2019/12,23869821.0,1689802.0,19573751.0,0.0,inf,1412.5809414357423
1557,(주)딜리,131180,2011/12,4083146.0,1150057.0,4407649.0,1150057.0,383.2548299779924,355.03857634882445
1558,(주)딜리,131180,2012/12,5870066.0,1434443.0,5886585.0,1432465.0,410.94093049393877,409.2226738880528
