,회사명,거래소코드,회계년도,당기유동자산(IFRS연결),전기유동자산(IFRS연결),당기유동자산(IFRS개별),전기유동자산(IFRS개별),유동자산증가율(개별),유동자산증가율(연결)
3642,(주)아모텍,52710,Dec-11,64271011.0,64271011.0,57788529.0,57788529.0,0.0,-10.086167774768626
3643,(주)아모텍,52710,Dec-12,105876345.0,105876345.0,97105732.0,97105732.0,0.0,-8.283826760358977
3644,(주)아모텍,52710,Dec-13,100379456.0,100379456.0,89592812.0,89592812.0,0.0,-10.745868158520395
3645,(주)아모텍,52710,Dec-14,112057764.0,112057764.0,98618140.0,98618140.0,0.0,-11.993478649101007
3646,(주)아모텍,52710,Dec-15,147864863.0,147864863.0,132290153.0,132290153.0,0.0,-10.533070321108
3647,(주)아모텍,52710,Dec-16,146637375.0,146637375.0,129794321.0,129794321.0,0.0,-11.486194430308089
3648,(주)아모텍,52710,Dec-17,182485667.0,182485667.0,164630464.0,164630464.0,0.0,-9.784441317246035
3649,(주)아모텍,52710,Dec-18,146603137.0,146603137.0,129666933.0,129666933.0,0.0,-11.552415825863264
3650,(주)아모텍,52710,Dec-19,168412952.0,168412952.0,144566654.0,144566654.0,0.0,-14.159420470226067
3651,(주)아미노로직스,74430,Dec-11,48005742.0,48005742.0,50921828.0,50921828.0,0.0,6.074452510285127
3652,(주)아미노로직스,74430,Dec-12,28677211.0,28677211.0,32410062.0,32410062.0,0.0,13.016785349174981
3653,(주)아미노로직스,74430,Dec-13,23654158.0,23654158.0,27377685.0,27377685.0,0.0,15.74153263033078
3654,(주)아미노로직스,74430,Dec-14,19969375.0,19969375.0,23696776.0,23696776.0,0.0,18.665586679603138
3655,(주)아미노로직스,74430,Dec-15,26932057.0,26932057.0,30659769.0,30659769.0,0.0,13.841170765381932
3656,(주)아미노로직스,74430,Dec-16,26917418.0,26917418.0,30645122.0,30645122.0,0.0,13.848668546143614
3657,(주)아미노로직스,74430,Dec-17,27986690.0,27986690.0,31714423.0,31714423.0,0.0,13.319663740156471
3658,(주)아미노로직스,74430,Dec-18,31897865.0,31897865.0,31896472.0,31896472.0,0.0,-0.0043670634382664275
3659,(주)아미노로직스,74430,Dec-19,32491431.0,32491431.0,32490026.0,32490026.0,0.0,-0.004324217052797508
3660,(주)아바코,83930,Dec-11,66777924.0,66777924.0,66436433.0,66436433.0,0.0,-0.5113830732443887
3661,(주)아바코,83930,Dec-12,61331400.0,61331400.0,60885727.0,60885727.0,0.0,-0.726663666572108
3662,(주)아바코,83930,Dec-13,95691388.0,95691388.0,95121983.0,95121983.0,0.0,-0.5950430983402697
3663,(주)아바코,83930,Dec-14,85961336.0,85961336.0,85705181.0,85705181.0,0.0,-0.297988621302963
3664,(주)아바코,83930,Dec-15,110458917.0,110458917.0,109858727.0,109858727.0,0.0,-0.5433603880074287
3665,(주)아바코,83930,Dec-16,128809691.0,128809691.0,127898897.0,127898897.0,0.0,-0.7070849971994733
3666,(주)아바코,83930,Dec-17,145144093.0,145144093.0,143899495.0,143899495.0,0.0,-0.8574913207112047
3667,(주)아바코,83930,Dec-18,172596576.0,172596576.0,168077765.0,168077765.0,0.0,-2.6181347884908206
3668,(주)아바코,83930,Dec-19,145115134.0,145115134.0,140521941.0,140521941.0,0.0,-3.1652060494255494
3669,(주)아바텍,149950,Dec-12,43525563.0,43525563.0,40554318.0,40554318.0,0.0,-6.826436685034949
3670,(주)아바텍,149950,Dec-13,41930405.0,41930405.0,38006178.0,38006178.0,0.0,-9.358905548372348
3671,(주)아바텍,149950,Dec-14,58576873.0,58576873.0,54636128.0,54636128.0,0.0,-6.727475876016797
3672,(주)아바텍,149950,Dec-15,63829603.0,63829603.0,61542829.0,61542829.0,0.0,-3.582622940644015
3673,(주)아바텍,149950,Dec-16,71921009.0,71921009.0,70781687.0,70781687.0,0.0,-1.5841296108623908
3674,(주)아바텍,149950,Dec-17,93202614.0,,92265793.0,93202614.0,-1.0051445552803955,
3675,(주)아바텍,149950,Dec-18,,62828889.0,62828889.0,62828889.0,0.0,0.0
3676,(주)아바텍,149950,Dec-19,39211789.0,,39211789.0,39211789.0,0.0,
3677,(주)아세아텍,50860,Jun-11,80307772.0,80307772.0,79867249.0,79867249.0,0.0,-0.5485434211772144
3678,(주)아세아텍,50860,Jun-12,71583007.0,71583007.0,71112739.0,71112739.0,0.0,-0.6569547993422447
3679,(주)아세아텍,50860,Jun-13,65262887.0,65262887.0,64781733.0,64781733.0,0.0,-0.7372551569776533
3680,(주)아세아텍,50860,Jun-14,62872280.0,62872280.0,62460626.0,62460626.0,0.0,-0.6547464160676242
3681,(주)아세아텍,50860,Jun-15,56084875.0,56084875.0,55682299.0,55682299.0,0.0,-0.7177978019920772
3682,(주)아세아텍,50860,Jun-16,64582266.0,64582266.0,64224609.0,64224609.0,0.0,-0.5538006362303776
3683,(주)아세아텍,50860,Jun-17,66905166.0,,66786496.0,66905166.0,-0.17737045895678705,
3684,(주)아세아텍,50860,Jun-18,,,66006425.0,66006425.0,0.0,
3685,(주)아세아텍,50860,Jun-19,,,72223351.0,72223351.0,0.0,
3686,(주)아센디오,12170,Dec-11,,22284783.0,22284783.0,22284783.0,0.0,0.0
3687,(주)아센디오,12170,Dec-12,27194420.0,27194420.0,27051911.0,27051911.0,0.0,-0.5240376518418088
3688,(주)아센디오,12170,Dec-13,12559669.0,8937093.0,8932859.0,8932859.0,0.0,-0.04737558398463193
3689,(주)아센디오,12170,Dec-14,13973374.0,13973374.0,10351085.0,10351085.0,0.0,-25.922794308661594
3690,(주)아센디오,12170,Dec-15,15171337.0,,15161753.0,15171337.0,-0.06317175605551029,
3691,(주)아센디오,12170,Dec-16,,54131106.0,54131106.0,54131106.0,0.0,0.0
3692,(주)아센디오,12170,Dec-17,77218187.0,77218187.0,63264713.0,63264713.0,0.0,-18.070191158463743
3693,(주)아센디오,12170,Dec-18,80459188.0,80459188.0,42719172.0,42719172.0,0.0,-46.90578781381687
3694,(주)아센디오,12170,Dec-19,46372461.0,46372461.0,24461791.0,24461791.0,0.0,-47.24931463094012
3695,(주)아스타,246720,Dec-17,15265948.0,15265948.0,14573191.0,14573191.0,0.0,-4.537923226254918
3696,(주)아스타,246720,Dec-18,26781069.0,26781069.0,26572177.0,26572177.0,0.0,-0.7799987371676593
3697,(주)아스타,246720,Dec-19,12499472.0,12499472.0,12844776.0,12844776.0,0.0,2.7625486900566756
3698,(주)아스트,67390,Dec-14,,,62045325.0,62045325.0,0.0,
3699,(주)아스트,67390,Dec-15,,67817707.0,67817707.0,67817707.0,0.0,0.0
3700,(주)아스트,67390,Dec-16,111033408.0,97332363.0,91641259.0,77940215.0,17.57891481310388,-5.847082948145427
3701,(주)아스트,67390,Dec-17,143166918.0,143166918.0,119849383.0,119849383.0,0.0,-16.286957438030484
3702,(주)아스트,67390,Dec-18,191498313.0,191498313.0,160918809.0,160918809.0,0.0,-15.96855007281448
3703,(주)아스트,67390,Dec-19,216549408.0,216549408.0,164695491.0,164695491.0,0.0,-23.945536253786486
3704,(주)아시아경제,127710,Dec-15,61563870.0,61563870.0,29366919.0,29366919.0,0.0,-52.29845199790072
3705,(주)아시아경제,127710,Dec-16,66655417.0,66655417.0,24519170.0,24519170.0,0.0,-63.21503772154033
3706,(주)아시아경제,127710,Dec-17,64197318.0,64197318.0,33439836.0,33439836.0,0.0,-47.91085197671342
3707,(주)아시아경제,127710,Dec-18,46469215.0,46469215.0,66338399.0,66338399.0,0.0,42.75773541687761
3708,(주)아시아경제,127710,Dec-19,51548044.0,51548044.0,54706352.0,54706352.0,0.0,6.126921130120849
3709,(주)아우딘퓨쳐스,227610,Dec-17,,,38259724.0,38259724.0,0.0,
3710,(주)아우딘퓨쳐스,227610,Dec-18,,41336271.0,41336271.0,41336271.0,0.0,0.0
3711,(주)아우딘퓨쳐스,227610,Dec-19,29508073.0,29508073.0,24676396.0,24676396.0,0.0,-16.374085152900363
3712,(주)아이디스,143160,Dec-11,88166881.0,88166881.0,86858657.0,86858657.0,0.0,-1.4838043323773746
3713,(주)아이디스,143160,Dec-12,85175817.0,85175817.0,84316795.0,84316795.0,0.0,-1.0085280426485355
3714,(주)아이디스,143160,Dec-13,103599948.0,103599948.0,101778945.0,101778945.0,0.0,-1.7577257857310968
3715,(주)아이디스,143160,Dec-14,106642345.0,106642345.0,106077497.0,106077497.0,0.0,-0.5296657720720646
3716,(주)아이디스,143160,Dec-15,150188890.0,150188890.0,120720347.0,120720347.0,0.0,-19.620987278086943
3717,(주)아이디스,143160,Dec-16,146294968.0,146294968.0,116500193.0,116500193.0,0.0,-20.366233649266732
3718,(주)아이디스,143160,Dec-17,129103410.0,129103410.0,127744039.0,127744039.0,0.0,-1.0529319093895282
3719,(주)아이디스,143160,Dec-18,127710042.0,127710042.0,127875069.0,127875069.0,0.0,0.12922006556070187
3720,(주)아이디스,143160,Dec-19,122420297.0,122420297.0,120020506.0,120020506.0,0.0,-1.9602884969311987
3721,(주)아이디스홀딩스,54800,Dec-11,102476942.0,102476942.0,38492849.0,38492849.0,0.0,-62.43755107368446
3722,(주)아이디스홀딩스,54800,Dec-12,30048296.0,226174315.0,25564957.0,25564957.0,0.0,-88.69679034951427
3723,(주)아이디스홀딩스,54800,Dec-13,247826816.0,247826816.0,15351652.0,15351652.0,0.0,-93.80549197710711
3724,(주)아이디스홀딩스,54800,Dec-14,245059119.0,245059119.0,12763035.0,12763035.0,0.0,-94.79185469527457
3725,(주)아이디스홀딩스,54800,Dec-15,339963689.0,339963689.0,6609241.0,6609241.0,0.0,-98.05589796385578
3726,(주)아이디스홀딩스,54800,Dec-16,382166126.0,382166126.0,5495380.0,5495380.0,0.0,-98.56204419331503
3727,(주)아이디스홀딩스,54800,Dec-17,512502785.0,512502785.0,2962341.0,2962341.0,0.0,-99.42198538491844
3728,(주)아이디스홀딩스,54800,Dec-18,529161570.0,529161570.0,4911969.0,4911969.0,0.0,-99.07174494927891
3729,(주)아이디스홀딩스,54800,Dec-19,514157089.0,514157089.0,8787885.0,8787885.0,0.0,-98.29081710862106
3730,(주)아이마켓코리아,122900,Dec-11,,550869502.0,550869502.0,550869502.0,0.0,0.0
3731,(주)아이마켓코리아,122900,Dec-12,636638331.0,636638331.0,635454787.0,635454787.0,0.0,-0.1859052373018244
3732,(주)아이마켓코리아,122900,Dec-13,741942533.0,741942533.0,713721503.0,713721503.0,0.0,-3.8036679048294957
3733,(주)아이마켓코리아,122900,Dec-14,866236952.0,866236952.0,718703638.0,718703638.0,0.0,-17.03151933883329
3734,(주)아이마켓코리아,122900,Dec-15,1025328639.0,1025328639.0,778346148.0,778346148.0,0.0,-24.088129562135435
3735,(주)아이마켓코리아,122900,Dec-16,1104805577.0,1104805577.0,817229565.0,817229565.0,0.0,-26.029558321101774
3736,(주)아이마켓코리아,122900,Dec-17,870757499.0,870757499.0,582763933.0,582763933.0,0.0,-33.073911660908934
3737,(주)아이마켓코리아,122900,Dec-18,865094790.0,865094790.0,587008173.0,587008173.0,0.0,-32.1452192539502
3738,(주)아이마켓코리아,122900,Dec-19,869128584.0,869128584.0,580374136.0,580374136.0,0.0,-33.223443954755496
3739,(주)아이비김영,339950,Dec-19,,,,,,
3740,(주)아이센스,99190,Dec-13,61117139.0,61117139.0,56662156.0,56662156.0,0.0,-7.28925318313739
3741,(주)아이센스,99190,Dec-14,76741195.0,76741195.0,63682853.0,63682853.0,0.0,-17.01607852210276
3742,(주)아이센스,99190,Dec-15,77483141.0,77483141.0,70014960.0,70014960.0,0.0,-9.638459287550049
3743,(주)아이센스,99190,Dec-16,94887753.0,94887753.0,80778627.0,80778627.0,0.0,-14.869280338001047
3744,(주)아이센스,99190,Dec-17,95778364.0,95778364.0,86572164.0,86572164.0,0.0,-9.611982931761077
3745,(주)아이센스,99190,Dec-18,110761411.0,110761411.0,98015877.0,98015877.0,0.0,-11.507197213296607
3746,(주)아이센스,99190,Dec-19,128983377.0,128983377.0,114346975.0,114346975.0,0.0,-11.347510307471637
3747,(주)아이스크림에듀,289010,Dec-19,,,64201290.0,64201290.0,0.0,
3748,(주)아이씨디,40910,Sep-11,,,109879301.0,109879301.0,0.0,
3749,(주)아이씨디,40910,Sep-12,,,73209410.0,73209410.0,0.0,
3750,(주)아이씨디,40910,Sep-13,,,63190676.0,63190676.0,0.0,
3751,(주)아이씨디,40910,Sep-14,,,43253524.0,43253524.0,0.0,
3752,(주)아이씨디,40910,Sep-15,,36613349.0,36613349.0,36613349.0,0.0,0.0
3753,(주)아이씨디,40910,Dec-16,157015416.0,157015416.0,157014543.0,157014543.0,0.0,-0.0005559963615269226
3754,(주)아이씨디,40910,Dec-17,155846083.0,155846083.0,155818686.0,155818686.0,0.0,-0.01757952427972498
3755,(주)아이씨디,40910,Dec-18,114191718.0,114191718.0,112692572.0,112692572.0,0.0,-1.3128325120741238
3756,(주)아이씨디,40910,Dec-19,131397304.0,131397304.0,123762686.0,123762686.0,0.0,-5.810330781216038
3757,(주)아이앤씨테크놀로지,52860,Dec-11,,60215450.0,60215450.0,60215450.0,0.0,0.0
3758,(주)아이앤씨테크놀로지,52860,Dec-12,45390139.0,45390139.0,45731404.0,45731404.0,0.0,0.751848325469993
3759,(주)아이앤씨테크놀로지,52860,Dec-13,33420623.0,33420623.0,31742372.0,31742372.0,0.0,-5.021602978496247
3760,(주)아이앤씨테크놀로지,52860,Dec-14,16246781.0,16246781.0,13766803.0,13766803.0,0.0,-15.264426842461901
3761,(주)아이앤씨테크놀로지,52860,Dec-15,15407962.0,15579614.0,13333008.0,13504660.0,-1.2710575460618827,-14.420164710114122
3762,(주)아이앤씨테크놀로지,52860,Dec-16,23085471.0,23085471.0,21793166.0,21793166.0,0.0,-5.597914809708669
3763,(주)아이앤씨테크놀로지,52860,Dec-17,22900239.0,22900239.0,22257954.0,22257954.0,0.0,-2.804708719415544
3764,(주)아이앤씨테크놀로지,52860,Dec-18,20680289.0,20680289.0,20493110.0,20493110.0,0.0,-0.9051082409921776
3765,(주)아이앤씨테크놀로지,52860,Dec-19,26968907.0,26968907.0,26652172.0,26652172.0,0.0,-1.1744450748411879
3766,(주)아이에스시,95340,Dec-11,29164992.0,29164992.0,28968857.0,28968857.0,0.0,-0.6725014702558525
3767,(주)아이에스시,95340,Dec-12,31572028.0,31572028.0,31051005.0,31051005.0,0.0,-1.6502677623369664
3768,(주)아이에스시,95340,Dec-13,40839794.0,40839794.0,40296562.0,40296562.0,0.0,-1.3301536241833105
3769,(주)아이에스시,95340,Dec-14,56662831.0,56662831.0,49553735.0,49553735.0,0.0,-12.546312767182428
3770,(주)아이에스시,95340,Dec-15,71798076.0,71798076.0,60992273.0,60992273.0,0.0,-15.050268199387403
3771,(주)아이에스시,95340,Dec-16,68984639.0,68984639.0,59801254.0,59801254.0,0.0,-13.312217231433223
3772,(주)아이에스시,95340,Dec-17,90186870.0,90186870.0,79302315.0,79302315.0,0.0,-12.068890959404627
3773,(주)아이에스시,95340,Dec-18,82885995.0,82885995.0,68533901.0,68533901.0,0.0,-17.31546324563034
3774,(주)아이에스시,95340,Dec-19,65493818.0,65493818.0,63541587.0,63541587.0,0.0,-2.980786675163756
3775,(주)아이에스이커머스,69920,Dec-11,12438407.0,12438407.0,9746561.0,9746561.0,0.0,-21.641404723289725
3776,(주)아이에스이커머스,69920,Dec-12,27916921.0,27916921.0,19056335.0,19056335.0,0.0,-31.739123379687896
3777,(주)아이에스이커머스,69920,Dec-13,22915735.0,22915735.0,7084193.0,7084193.0,0.0,-69.08590101953963
3778,(주)아이에스이커머스,69920,Dec-14,28497640.0,28497640.0,10459016.0,10459016.0,0.0,-63.298659117035655
3779,(주)아이에스이커머스,69920,Dec-15,59906615.0,59906614.0,30782626.0,30782625.0,3.2485858412201196e-06,-48.615647013533426
3780,(주)아이에스이커머스,69920,Dec-16,67890267.0,,31356037.0,67890267.0,-53.81364901687601,
3781,(주)아이에스이커머스,69920,Dec-17,,,61888230.0,61888230.0,0.0,
3782,(주)아이에스이커머스,69920,Dec-18,,21174709.0,21174709.0,21174709.0,0.0,0.0
3783,(주)아이에스이커머스,69920,Dec-19,34857955.0,34857955.0,32485167.0,32485167.0,0.0,-6.807020090536014
3784,(주)아이에이,38880,Dec-11,18988081.0,18988081.0,18688081.0,18688081.0,0.0,-1.5799384887814654
3785,(주)아이에이,38880,Dec-12,9068587.0,9093809.0,8478594.0,8503816.0,-0.2965962574919274,-6.765206966629705
3786,(주)아이에이,38880,Dec-13,32592785.0,32592785.0,32075685.0,32075685.0,0.0,-1.586547452143165
3787,(주)아이에이,38880,Dec-14,18880132.0,18880132.0,17297853.0,17297853.0,0.0,-8.380656448800252
3788,(주)아이에이,38880,Dec-15,25341309.0,25341309.0,18492214.0,18492214.0,0.0,-27.027392310318305
3789,(주)아이에이,38880,Dec-16,25755512.0,25755512.0,15256660.0,15256660.0,0.0,-40.76351500991322
3790,(주)아이에이,38880,Dec-17,19378320.0,19378320.0,13453584.0,13453584.0,0.0,-30.574043570340464
3791,(주)아이에이,38880,Dec-18,30359536.0,30359536.0,25211163.0,25211163.0,0.0,-16.958009503175546
3792,(주)아이에이,38880,Dec-19,23010748.0,23010748.0,21034881.0,21034881.0,0.0,-8.586713478414524
3793,(주)아이에이치큐,3560,Dec-11,40887574.0,40887575.0,28668273.0,28668273.0,0.0,-29.88512280319877
3794,(주)아이에이치큐,3560,Dec-12,24376227.0,24376227.0,21977525.0,21977525.0,0.0,-9.840333370705807
3795,(주)아이에이치큐,3560,Dec-13,33131754.0,33131754.0,18847349.0,18847349.0,0.0,-43.1139413868641
3796,(주)아이에이치큐,3560,Dec-14,40663003.0,75148118.0,23547536.0,71045797.0,-66.85583525792525,-68.66516870056546
3797,(주)아이에이치큐,3560,Dec-15,79206326.0,79206326.0,73906192.0,73906192.0,0.0,-6.6915539044191945
3798,(주)아이에이치큐,3560,Dec-16,95060307.0,95060307.0,89028170.0,89028170.0,0.0,-6.345589647632849
3799,(주)아이에이치큐,3560,Dec-17,102616363.0,102616363.0,97977815.0,97977815.0,0.0,-4.520281039389403
3800,(주)아이에이치큐,3560,Dec-18,78429508.0,78429508.0,75189232.0,75189232.0,0.0,-4.131450116963634
3801,(주)아이에이치큐,3560,Dec-19,95972370.0,95972370.0,96058937.0,96058937.0,0.0,0.0901999189975271
3802,(주)아이엘사이언스,307180,Dec-18,,,,,,
3803,(주)아이엘사이언스,307180,Dec-19,,16421306.0,16421306.0,16421306.0,0.0,0.0
3804,(주)아이엠,101390,Dec-11,161456848.0,161456848.0,41037498.0,41037498.0,0.0,-74.58299322181739
3805,(주)아이엠,101390,Dec-12,120667526.0,120667526.0,64725663.0,64725663.0,0.0,-46.360329787485654
3806,(주)아이엠,101390,Dec-13,106285809.0,106285809.0,30866848.0,30866848.0,0.0,-70.95863663229021
3807,(주)아이엠,101390,Dec-14,69709884.0,69709884.0,22346619.0,22346619.0,0.0,-67.943399532841
3808,(주)아이엠,101390,Dec-15,84968050.0,84968050.0,51662457.0,51662457.0,0.0,-39.19778434364446
3809,(주)아이엠,101390,Dec-16,62951752.0,62951752.0,52401610.0,52401610.0,0.0,-16.75909194711531
3810,(주)아이엠,101390,Dec-17,38125865.0,38125865.0,52091425.0,52091425.0,0.0,36.63014596521285
3811,(주)아이엠,101390,Dec-18,30031614.0,30031614.0,34455252.0,34455252.0,0.0,14.72993759176579
3812,(주)아이엠,101390,Dec-19,44259874.0,44259874.0,51212739.0,51212739.0,0.0,15.709183898716034
3813,(주)아이엠비씨,52220,Dec-11,,,38844503.0,38844503.0,0.0,
3814,(주)아이엠비씨,52220,Dec-12,,,42090240.0,42090240.0,0.0,
3815,(주)아이엠비씨,52220,Dec-13,,47631054.0,47631054.0,47631054.0,0.0,0.0
3816,(주)아이엠비씨,52220,Dec-14,45084476.0,45084476.0,42274723.0,42274723.0,0.0,-6.2321961998626705
3817,(주)아이엠비씨,52220,Dec-15,42822811.0,42822811.0,40660917.0,40660917.0,0.0,-5.048463539677485
3818,(주)아이엠비씨,52220,Dec-16,36930586.0,32871386.0,33852779.0,29793579.0,13.624412159411918,2.985554062125644
3819,(주)아이엠비씨,52220,Dec-17,22617763.0,22617763.0,19341128.0,19341128.0,0.0,-14.486998559495035
3820,(주)아이엠비씨,52220,Dec-18,30429694.0,30429694.0,27695548.0,27695548.0,0.0,-8.985124858633156
3821,(주)아이엠비씨,52220,Dec-19,20894574.0,20894574.0,17381212.0,17381212.0,0.0,-16.81470988592541
3822,(주)아이오케이컴퍼니,78860,Dec-11,,,6476703.0,6476703.0,0.0,
3823,(주)아이오케이컴퍼니,78860,Dec-12,,15050283.0,15050283.0,15050283.0,0.0,0.0
3824,(주)아이오케이컴퍼니,78860,Dec-13,7810344.0,7810344.0,6770364.0,6770364.0,0.0,-13.315418629448331
3825,(주)아이오케이컴퍼니,78860,Dec-14,9256451.0,,8857120.0,9256451.0,-4.314083226930066,
3826,(주)아이오케이컴퍼니,78860,Dec-15,,,20622448.0,20622448.0,0.0,
3827,(주)아이오케이컴퍼니,78860,Dec-16,,12248055.0,12248055.0,12248055.0,0.0,0.0
3828,(주)아이오케이컴퍼니,78860,Dec-17,19415741.0,19415741.0,19210451.0,19210451.0,0.0,-1.0573379609874252
3829,(주)아이오케이컴퍼니,78860,Dec-18,53823830.0,53823830.0,47561364.0,47561364.0,0.0,-11.635117753604675
3830,(주)아이오케이컴퍼니,78860,Dec-19,26610155.0,26610155.0,17759615.0,17759615.0,0.0,-33.260009195737496
3831,(주)아이윈,90150,Dec-11,51827155.0,51827155.0,53228681.0,53228681.0,0.0,2.7042310155747487
3832,(주)아이윈,90150,Dec-12,57565522.0,57565522.0,62219602.0,62219602.0,0.0,8.084839393969176
3833,(주)아이윈,90150,Dec-13,59844104.0,59844104.0,61565387.0,61565387.0,0.0,2.876278338130021
3834,(주)아이윈,90150,Dec-14,59164898.0,59164898.0,59808368.0,59808368.0,0.0,1.0875874407828832
3835,(주)아이윈,90150,Dec-15,56847997.0,56847997.0,58007150.0,58007150.0,0.0,2.0390392998367304
3836,(주)아이윈,90150,Dec-16,54279473.0,54279473.0,54561545.0,54561545.0,0.0,0.5196660623436884
3837,(주)아이윈,90150,Dec-17,48710868.0,48710868.0,49721831.0,49721831.0,0.0,2.0754362250329876
3838,(주)아이윈,90150,Dec-18,44567289.0,44567289.0,45227973.0,45227973.0,0.0,1.4824415279107512
3839,(주)아이윈,90150,Dec-19,39597572.0,39597572.0,36448851.0,36448851.0,0.0,-7.951803206519841
3840,(주)아이윈플러스,123010,Dec-16,,,11077328.0,11077328.0,0.0,
3841,(주)아이윈플러스,123010,Dec-17,,,7504423.0,7504423.0,0.0,
3842,(주)아이윈플러스,123010,Dec-18,,,5398412.0,5398412.0,0.0,
3843,(주)아이윈플러스,123010,Dec-19,,,11964412.0,11964412.0,0.0,
3844,(주)아이즈비전,31310,Dec-11,40497948.0,40497948.0,6608086.0,6608086.0,0.0,-83.68291153912293
3845,(주)아이즈비전,31310,Dec-12,50607340.0,50607340.0,9559696.0,9559696.0,0.0,-81.11006031931336
3846,(주)아이즈비전,31310,Dec-13,58062566.0,58062566.0,13452705.0,13452705.0,0.0,-76.83067434532605
3847,(주)아이즈비전,31310,Dec-14,59485697.0,59485697.0,21910241.0,21910241.0,0.0,-63.16721143907921
3848,(주)아이즈비전,31310,Dec-15,67215869.0,67215869.0,23410114.0,23410114.0,0.0,-65.171745380544
3849,(주)아이즈비전,31310,Dec-16,72916806.0,72916806.0,25986525.0,25986525.0,0.0,-64.36140524312049
3850,(주)아이즈비전,31310,Dec-17,88937745.0,88937745.0,26869380.0,26869380.0,0.0,-69.78855265556822
3851,(주)아이즈비전,31310,Dec-18,104652813.0,104652813.0,37697140.0,37697140.0,0.0,-63.97885644985004
3852,(주)아이즈비전,31310,Dec-19,124844723.0,124844723.0,45012544.0,45012544.0,0.0,-63.94517692189521
3853,(주)아이컴포넌트,59100,Dec-11,,,17392080.0,17392080.0,0.0,
3854,(주)아이컴포넌트,59100,Dec-12,,,20634224.0,20634224.0,0.0,
3855,(주)아이컴포넌트,59100,Dec-13,,,15402855.0,15402855.0,0.0,
3856,(주)아이컴포넌트,59100,Dec-14,,,17135037.0,17135037.0,0.0,
3857,(주)아이컴포넌트,59100,Dec-15,,,22809369.0,22809369.0,0.0,
3858,(주)아이컴포넌트,59100,Dec-16,,,32536325.0,32536325.0,0.0,
3859,(주)아이컴포넌트,59100,Dec-17,,,26041481.0,26041481.0,0.0,
3860,(주)아이컴포넌트,59100,Dec-18,,,25969602.0,25969602.0,0.0,
3861,(주)아이컴포넌트,59100,Dec-19,,,25641035.0,25641035.0,0.0,
3862,(주)아이톡시,52770,Dec-11,,12967504.0,21287559.0,12967504.0,64.16080534850806,64.16080534850806
3863,(주)아이톡시,52770,Dec-12,16258345.0,16258345.0,15609497.0,15609497.0,0.0,-3.990861308454214
3864,(주)아이톡시,52770,Dec-13,16391923.0,16391923.0,15561778.0,15561778.0,0.0,-5.064353950418138
3865,(주)아이톡시,52770,Dec-14,10456212.0,,10095781.0,10456212.0,-3.44705137960095,
3866,(주)아이톡시,52770,Dec-15,,,16844044.0,16844044.0,0.0,
3867,(주)아이톡시,52770,Dec-16,,,10881761.0,10881761.0,0.0,
3868,(주)아이톡시,52770,Dec-17,,10411848.0,10411848.0,10411848.0,0.0,0.0
3869,(주)아이톡시,52770,Dec-18,10835630.0,2463727.0,2388514.0,2413960.0,-1.0541185438035399,-3.052813887252924
3870,(주)아이톡시,52770,Dec-19,3986014.0,3986014.0,3748618.0,3748618.0,0.0,-5.955724189629038
3871,(주)아이티센,124500,Mar-15,81068613.0,81068613.0,44774088.0,44774088.0,0.0,-44.77013193749843
3872,(주)아이티센,124500,Dec-16,90752115.0,90752115.0,20609485.0,20609485.0,0.0,-77.29035295761426
3873,(주)아이티센,124500,Dec-17,103881479.0,103881479.0,17904391.0,17904391.0,0.0,-82.76459752753424
3874,(주)아이티센,124500,Dec-18,216521973.0,216521973.0,15031632.0,15031632.0,0.0,-93.05768749853392
3875,(주)아이티센,124500,Dec-19,206197962.0,206197962.0,21707767.0,21707767.0,0.0,-89.4723658810944
3876,(주)아이티엑스에이아이,99520,Dec-11,,,21514025.0,22047886.0,-2.4213704660845963,
3877,(주)아이티엑스에이아이,99520,Dec-12,,,25699640.0,25699640.0,0.0,
3878,(주)아이티엑스에이아이,99520,Dec-13,,,32723157.0,32723157.0,0.0,
3879,(주)아이티엑스에이아이,99520,Dec-14,,,23158133.0,23158133.0,0.0,
3880,(주)아이티엑스에이아이,99520,Dec-15,,,20295767.0,20295767.0,0.0,
3881,(주)아이티엑스에이아이,99520,Dec-16,,,12899845.0,12899845.0,0.0,
3882,(주)아이티엑스에이아이,99520,Dec-17,,,15367547.0,15367547.0,0.0,
3883,(주)아이티엑스에이아이,99520,Dec-18,,14058953.0,14058953.0,14058953.0,0.0,0.0
3884,(주)아이티엑스에이아이,99520,Dec-19,13364642.0,13364642.0,13049919.0,13049919.0,0.0,-2.3548928583346935
3885,(주)아이티엠반도체,84850,Dec-19,229249852.0,229249852.0,267625875.0,267625875.0,0.0,16.739824547411274
3886,(주)아즈텍더블유비이,32080,Dec-11,,,103579539.0,103579539.0,0.0,
3887,(주)아즈텍더블유비이,32080,Dec-12,,,75335160.0,75335160.0,0.0,
3888,(주)아즈텍더블유비이,32080,Dec-13,,,54923126.0,54923126.0,0.0,
3889,(주)아즈텍더블유비이,32080,Dec-14,,,65901128.0,65901128.0,0.0,
3890,(주)아즈텍더블유비이,32080,Dec-15,,,62391144.0,62391144.0,0.0,
3891,(주)아즈텍더블유비이,32080,Dec-16,,,65253913.0,65253913.0,0.0,
3892,(주)아즈텍더블유비이,32080,Dec-17,,,63769258.0,63769258.0,0.0,
