,회사명,거래소코드,회계년도,기계장치(IFRS연결,기계장치(IFRS),합계_기말인원,기계장비율(개별),기계장비율(연결)
8916,(주)후성,93370,Dec-12,166306098.0,164172466.0,295.0,556516.8338983051,563749.4847457627
8917,(주)후성,93370,Dec-13,193271221.0,165591526.0,299.0,553817.8127090301,646392.0434782609
8918,(주)후성,93370,Dec-14,202296747.0,173973449.0,298.0,583803.5201342282,678848.144295302
8919,(주)후성,93370,Dec-15,219894521.0,191091983.0,297.0,643407.3501683502,740385.5925925926
8920,(주)후성,93370,Dec-16,233701570.0,208231551.0,298.0,698763.5939597315,784233.456375839
8921,(주)후성,93370,Dec-17,213096722.0,189009195.0,305.0,619702.2786885246,698677.7770491804
8922,(주)후성,93370,Dec-18,221873919.0,193788002.0,342.0,566631.5847953217,648754.149122807
8923,(주)후성,93370,Dec-19,309850961.0,243229439.0,366.0,664561.3087431694,846587.325136612
8924,(주)휠라홀딩스,81660,Dec-11,0.0,489388.0,283.0,1729.286219081272,0.0
8925,(주)휠라홀딩스,81660,Dec-12,0.0,0.0,295.0,0.0,0.0
8926,(주)휠라홀딩스,81660,Dec-13,0.0,0.0,312.0,0.0,0.0
8927,(주)휠라홀딩스,81660,Dec-14,0.0,0.0,307.0,0.0,0.0
8928,(주)휠라홀딩스,81660,Dec-15,0.0,0.0,318.0,0.0,0.0
8929,(주)휠라홀딩스,81660,Dec-16,177264164.0,0.0,331.0,0.0,535541.2809667673
8930,(주)휠라홀딩스,81660,Dec-17,164976177.0,0.0,300.0,0.0,549920.59
8931,(주)휠라홀딩스,81660,Dec-18,188117034.0,0.0,306.0,0.0,614761.5490196078
8932,(주)휠라홀딩스,81660,Dec-19,205411926.0,0.0,290.0,0.0,708316.9862068966
8933,(주)휴네시온,290270,Dec-18,0.0,0.0,93.0,0.0,0.0
8934,(주)휴네시온,290270,Dec-19,0.0,0.0,90.0,0.0,0.0
8935,(주)휴니드테크놀러지스,5870,Dec-11,,13689597.0,218.0,62796.31651376147,
8936,(주)휴니드테크놀러지스,5870,Dec-12,,336359.0,193.0,1742.7927461139896,
8937,(주)휴니드테크놀러지스,5870,Dec-13,,666406.0,184.0,3621.771739130435,
8938,(주)휴니드테크놀러지스,5870,Dec-14,,466688.0,188.0,2482.3829787234044,
8939,(주)휴니드테크놀러지스,5870,Dec-15,,14642163.0,252.0,58103.82142857143,
8940,(주)휴니드테크놀러지스,5870,Dec-16,,19479461.0,344.0,56626.34011627907,
8941,(주)휴니드테크놀러지스,5870,Dec-17,,20044211.0,389.0,51527.53470437018,
8942,(주)휴니드테크놀러지스,5870,Dec-18,,20251277.0,422.0,47988.80805687204,
8943,(주)휴니드테크놀러지스,5870,Dec-19,,18746707.0,415.0,45172.78795180723,
8944,(주)휴맥스,115160,Dec-11,870174.0,88326.0,640.0,138.009375,1359.646875
8945,(주)휴맥스,115160,Dec-12,650506.0,34212.0,701.0,48.80456490727532,927.9686162624822
8946,(주)휴맥스,115160,Dec-13,1579243.0,207433.0,736.0,281.8383152173913,2145.710597826087
8947,(주)휴맥스,115160,Dec-14,5285156.0,146126.0,782.0,186.8618925831202,6758.5115089514065
8948,(주)휴맥스,115160,Dec-15,7438256.0,488423.0,833.0,586.3421368547419,8929.47899159664
8949,(주)휴맥스,115160,Dec-16,7554299.0,991113.0,804.0,1232.7276119402984,9395.894278606966
8950,(주)휴맥스,115160,Dec-17,9678729.0,1267874.0,817.0,1551.8653610771114,11846.669522643819
8951,(주)휴맥스,115160,Dec-18,7613253.0,1974375.0,760.0,2597.8618421052633,10017.438157894738
8952,(주)휴맥스,115160,Dec-19,21579653.0,8562076.0,442.0,19371.212669683257,48822.744343891405
8953,(주)휴맥스홀딩스,28080,Dec-11,94235.0,0.0,12.0,0.0,7852.916666666667
8954,(주)휴맥스홀딩스,28080,Dec-12,143618.0,0.0,15.0,0.0,9574.533333333333
8955,(주)휴맥스홀딩스,28080,Dec-13,143618.0,0.0,14.0,0.0,10258.42857142857
8956,(주)휴맥스홀딩스,28080,Dec-14,94226.0,0.0,22.0,0.0,4283.0
8957,(주)휴맥스홀딩스,28080,Dec-15,0.0,0.0,8.0,0.0,0.0
8958,(주)휴맥스홀딩스,28080,Dec-16,0.0,0.0,5.0,0.0,0.0
8959,(주)휴맥스홀딩스,28080,Dec-17,0.0,0.0,3.0,0.0,0.0
8960,(주)휴맥스홀딩스,28080,Dec-18,,0.0,2.0,0.0,
8961,(주)휴맥스홀딩스,28080,Dec-19,0.0,0.0,3.0,0.0,0.0
8962,(주)휴먼엔,32860,Dec-11,,4882791.0,143.0,34145.39160839161,
8963,(주)휴먼엔,32860,Dec-12,,11584427.0,49.0,236416.8775510204,
8964,(주)휴먼엔,32860,Dec-13,,12135863.0,25.0,485434.52,
8965,(주)휴먼엔,32860,Dec-14,,14661350.0,18.0,814519.4444444445,
8966,(주)휴먼엔,32860,Dec-15,,0.0,22.0,0.0,
8967,(주)휴먼엔,32860,Dec-16,0.0,0.0,16.0,0.0,0.0
8968,(주)휴먼엔,32860,Dec-17,70000.0,0.0,16.0,0.0,4375.0
8969,(주)휴먼엔,32860,Dec-18,3702204.0,0.0,12.0,0.0,308517.0
8970,(주)휴먼엔,32860,Dec-19,674086.0,674086.0,11.0,61280.545454545456,61280.545454545456
8971,(주)휴메딕스,200670,Dec-14,,6534377.0,71.0,92033.47887323944,
8972,(주)휴메딕스,200670,Dec-15,,7576091.0,93.0,81463.3440860215,
8973,(주)휴메딕스,200670,Dec-16,10230583.0,9489308.0,114.0,83239.54385964913,89741.95614035087
8974,(주)휴메딕스,200670,Dec-17,24416916.0,23675641.0,158.0,149845.82911392406,154537.44303797468
8975,(주)휴메딕스,200670,Dec-18,30406295.0,29599720.0,192.0,154165.20833333334,158366.11979166666
8976,(주)휴메딕스,200670,Dec-19,35455426.0,34322251.0,220.0,156010.2318181818,161161.02727272728
8977,(주)휴비스,79980,Dec-12,532943269.0,455382712.0,905.0,503185.31712707184,588887.5900552486
8978,(주)휴비스,79980,Dec-13,579850799.0,500368943.0,947.0,528372.6958817318,612302.8500527983
8979,(주)휴비스,79980,Dec-14,620411954.0,526191235.0,969.0,543025.0103199175,640260.0144478844
8980,(주)휴비스,79980,Dec-15,651346993.0,552827971.0,967.0,571693.8686659773,673574.9669079628
8981,(주)휴비스,79980,Dec-16,706450714.0,610817160.0,1057.0,577878.1078524125,668354.5070955534
8982,(주)휴비스,79980,Dec-17,724931193.0,631483477.0,1061.0,595177.6409048068,683252.7737983034
8983,(주)휴비스,79980,Dec-18,714291468.0,627035153.0,965.0,649777.3606217616,740198.4124352331
8984,(주)휴비스,79980,Dec-19,699657279.0,610556913.0,893.0,683714.3482642777,783490.7939529675
8985,(주)휴비츠,65510,Dec-11,9812586.0,9161158.0,140.0,65436.84285714286,70089.9
8986,(주)휴비츠,65510,Dec-12,12926314.0,12249070.0,175.0,69994.68571428572,73864.65142857142
8987,(주)휴비츠,65510,Dec-13,15615381.0,14376450.0,185.0,77710.54054054055,84407.46486486486
8988,(주)휴비츠,65510,Dec-14,16758806.0,15167950.0,154.0,98493.18181818182,108823.41558441559
8989,(주)휴비츠,65510,Dec-15,17704938.0,16075176.0,155.0,103710.8129032258,114225.4064516129
8990,(주)휴비츠,65510,Dec-16,16124069.0,14506741.0,150.0,96711.60666666667,107493.79333333333
8991,(주)휴비츠,65510,Dec-17,16740687.0,15068356.0,161.0,93592.27329192546,103979.42236024844
8992,(주)휴비츠,65510,Dec-18,17278271.0,15562297.0,166.0,93748.77710843373,104085.96987951807
8993,(주)휴비츠,65510,Dec-19,17386621.0,15270293.0,172.0,88780.77325581395,101085.00581395348
8994,(주)휴센텍,215090,Dec-15,,,1.0,,
8995,(주)휴센텍,215090,Dec-16,,,1.0,,
8996,(주)휴센텍,215090,Dec-17,,,120.0,,
8997,(주)휴센텍,215090,Dec-18,,1417845.0,125.0,11342.76,
8998,(주)휴센텍,215090,Dec-19,,1320627.0,127.0,10398.63779527559,
8999,(주)휴스틸,5010,Dec-11,130821903.0,130821903.0,552.0,236996.2010869565,236996.2010869565
9000,(주)휴스틸,5010,Dec-12,134575749.0,134575749.0,569.0,236512.73989455184,236512.73989455184
9001,(주)휴스틸,5010,Dec-13,180702429.0,180702429.0,601.0,300669.5990016639,300669.5990016639
9002,(주)휴스틸,5010,Dec-14,181944786.0,181944786.0,600.0,303241.31,303241.31
9003,(주)휴스틸,5010,Dec-15,192491592.0,192491592.0,573.0,335936.4607329843,335936.4607329843
9004,(주)휴스틸,5010,Dec-16,204994193.0,204994193.0,611.0,335506.0441898527,335506.0441898527
9005,(주)휴스틸,5010,Dec-17,206159395.0,206159395.0,618.0,333591.25404530746,333591.25404530746
9006,(주)휴스틸,5010,Dec-18,205715676.0,205715676.0,583.0,352857.077186964,352857.077186964
9007,(주)휴스틸,5010,Dec-19,212737283.0,212737283.0,566.0,375860.92402826855,375860.92402826855
9008,(주)휴엠앤씨,263920,Dec-17,,1227568.0,172.0,7137.023255813953,
9009,(주)휴엠앤씨,263920,Dec-18,2225269.0,2225269.0,175.0,12715.822857142857,12715.822857142857
9010,(주)휴엠앤씨,263920,Dec-19,2278695.0,2269814.0,137.0,16567.985401459853,16632.810218978102
9011,(주)휴온스,243070,Dec-16,50985680.0,48198059.0,511.0,94321.05479452055,99776.28180039139
9012,(주)휴온스,243070,Dec-17,54891310.0,50882384.0,535.0,95107.2598130841,102600.57943925234
9013,(주)휴온스,243070,Dec-18,59720537.0,50617821.0,697.0,72622.41176470589,85682.26255380201
9014,(주)휴온스,243070,Dec-19,70429048.0,59530269.0,708.0,84082.30084745762,99476.05649717514
9015,(주)휴온스글로벌,84110,Dec-11,,35292199.0,371.0,95127.22102425876,
9016,(주)휴온스글로벌,84110,Dec-12,8936901.0,6060067.0,417.0,14532.534772182255,21431.41726618705
9017,(주)휴온스글로벌,84110,Dec-13,55533670.0,41337664.0,470.0,87952.47659574468,118156.74468085106
9018,(주)휴온스글로벌,84110,Dec-14,57742499.0,43318025.0,525.0,82510.52380952382,109985.71238095238
9019,(주)휴온스글로벌,84110,Dec-15,58465156.0,43092257.0,541.0,79652.97042513863,108068.68022181146
9020,(주)휴온스글로벌,84110,Dec-16,70055584.0,881336.0,63.0,13989.460317460318,1111993.396825397
9021,(주)휴온스글로벌,84110,Dec-17,88536288.0,920636.0,85.0,10831.011764705883,1041603.3882352941
9022,(주)휴온스글로벌,84110,Dec-18,99068172.0,943636.0,129.0,7315.007751937985,767970.3255813953
9023,(주)휴온스글로벌,84110,Dec-19,119294992.0,4519826.0,164.0,27559.914634146342,727408.487804878
9024,(주)흥국,10240,Dec-11,22975617.0,15687637.0,106.0,147996.5754716981,216751.1037735849
9025,(주)흥국,10240,Dec-12,28831528.0,21293158.0,105.0,202791.98095238095,274585.9809523809
9026,(주)흥국,10240,Dec-13,29795474.0,21737322.0,110.0,197612.0181818182,270867.94545454544
9027,(주)흥국,10240,Dec-14,30464923.0,22316159.0,105.0,212534.84761904762,290142.1238095238
9028,(주)흥국,10240,Dec-15,30661039.0,22391759.0,100.0,223917.59,306610.39
9029,(주)흥국,10240,Dec-16,30327842.0,22457092.0,96.0,233928.04166666666,315915.0208333333
9030,(주)흥국,10240,Dec-17,27855286.0,20447072.0,109.0,187587.81651376147,255553.08256880735
9031,(주)흥국,10240,Dec-18,29549058.0,20715478.0,111.0,186625.92792792793,266207.7297297297
9032,(주)흥국,10240,Dec-19,30337322.0,20852073.0,101.0,206456.1683168317,300369.52475247526
9033,(주)흥국에프엔비,189980,Dec-15,12858342.0,12858342.0,105.0,122460.4,122460.4
9034,(주)흥국에프엔비,189980,Dec-16,17334607.0,17334607.0,124.0,139795.21774193548,139795.21774193548
9035,(주)흥국에프엔비,189980,Dec-17,18859633.0,18859633.0,130.0,145074.1,145074.1
9036,(주)흥국에프엔비,189980,Dec-18,20209203.0,20209203.0,136.0,148597.08088235295,148597.08088235295
9037,(주)흥국에프엔비,189980,Dec-19,22228016.0,22228016.0,155.0,143406.55483870968,143406.55483870968
9038,(주)희림종합건축사사무소,37440,Dec-11,,1424229.0,905.0,1573.7337016574586,
9039,(주)희림종합건축사사무소,37440,Dec-12,,1260747.0,948.0,1329.9018987341772,
9040,(주)희림종합건축사사무소,37440,Dec-13,1081523.0,1081523.0,987.0,1095.7679837892604,1095.7679837892604
9041,(주)희림종합건축사사무소,37440,Dec-14,1455997.0,1455997.0,908.0,1603.520925110132,1603.520925110132
9042,(주)희림종합건축사사무소,37440,Dec-15,6756679.0,6756679.0,936.0,7218.6741452991455,7218.6741452991455
9043,(주)희림종합건축사사무소,37440,Dec-16,3036502.0,3036502.0,1043.0,2911.3154362416108,2911.3154362416108
9044,(주)희림종합건축사사무소,37440,Dec-17,3587986.0,3587986.0,1139.0,3150.1194029850744,3150.1194029850744
9045,(주)희림종합건축사사무소,37440,Dec-18,3630910.0,3630910.0,1166.0,3113.9879931389364,3113.9879931389364
9046,(주)희림종합건축사사무소,37440,Dec-19,4014964.0,4014964.0,1215.0,3304.4971193415636,3304.4971193415636
9047,(주)힘스,238490,Dec-17,,2100198.0,200.0,10500.99,
9048,(주)힘스,238490,Dec-18,,2420198.0,198.0,12223.222222222223,
9049,(주)힘스,238490,Dec-19,,2420198.0,229.0,10568.550218340612,
9050,AJ네트웍스(주),95570,Dec-15,10261176.0,5149476.0,217.0,23730.30414746544,47286.52534562212
9051,AJ네트웍스(주),95570,Dec-16,18109330.0,6832526.0,395.0,17297.53417721519,45846.40506329114
9052,AJ네트웍스(주),95570,Dec-17,25714682.0,8279674.0,597.0,13868.80067001675,43073.16917922948
9053,AJ네트웍스(주),95570,Dec-18,28547927.0,8691192.0,508.0,17108.645669291338,56196.70669291339
9054,AJ네트웍스(주),95570,Dec-19,31423419.0,8430282.0,531.0,15876.237288135593,59177.813559322036
9055,CS홀딩스(주),590,Dec-11,24562963.0,0.0,3.0,0.0,8187654.333333333
9056,CS홀딩스(주),590,Dec-12,24659543.0,0.0,2.0,0.0,12329771.5
9057,CS홀딩스(주),590,Dec-13,36245549.0,0.0,2.0,0.0,18122774.5
9058,CS홀딩스(주),590,Dec-14,34883011.0,0.0,2.0,0.0,17441505.5
9059,CS홀딩스(주),590,Dec-15,36408815.0,0.0,3.0,0.0,12136271.666666666
9060,CS홀딩스(주),590,Dec-16,37442498.0,0.0,3.0,0.0,12480832.666666666
9061,CS홀딩스(주),590,Dec-17,36860998.0,0.0,3.0,0.0,12286999.333333334
9062,CS홀딩스(주),590,Dec-18,37242260.0,0.0,3.0,0.0,12414086.666666666
9063,CS홀딩스(주),590,Dec-19,37941135.0,0.0,4.0,0.0,9485283.75
9064,HD현대(주),267250,Dec-17,4614142000.0,6764000.0,259.0,26115.830115830115,17815220.07722008
9065,HD현대(주),267250,Dec-18,5538226000.0,7021000.0,352.0,19946.022727272728,15733596.590909092
9066,HD현대(주),267250,Dec-19,5753881000.0,8222000.0,416.0,19764.423076923078,13831444.711538462
9067,KB오토시스(주),24120,Dec-11,44478567.0,37359838.0,253.0,147667.3438735178,175804.61264822134
9068,KB오토시스(주),24120,Dec-12,47305502.0,40947584.0,287.0,142674.5087108014,164827.5331010453
9069,KB오토시스(주),24120,Dec-13,49936537.0,43848312.0,313.0,140090.4536741214,159541.6517571885
9070,KB오토시스(주),24120,Dec-14,60128536.0,48560463.0,287.0,169200.21951219512,209507.09407665505
9071,KB오토시스(주),24120,Dec-15,63001180.0,51049201.0,260.0,196343.08076923076,242312.23076923078
9072,KB오토시스(주),24120,Dec-16,68396354.0,54328774.0,259.0,209763.60617760618,264078.58687258686
9073,KB오토시스(주),24120,Dec-17,70602083.0,56162760.0,249.0,225553.2530120482,283542.5020080321
9074,KB오토시스(주),24120,Dec-18,72482315.0,57611922.0,257.0,224170.9027237354,282032.3540856031
9075,KB오토시스(주),24120,Dec-19,71234946.0,55350408.0,251.0,220519.55378486056,283804.5657370518
9076,KD(주),44180,Dec-11,10607066.0,7896651.0,49.0,161156.14285714287,216470.73469387754
9077,KD(주),44180,Dec-12,10175887.0,7455384.0,55.0,135552.43636363637,185016.12727272726
9078,KD(주),44180,Dec-13,11131827.0,7152644.0,40.0,178816.1,278295.675
9079,KD(주),44180,Dec-14,2466268.0,550989.0,44.0,12522.477272727272,56051.545454545456
9080,KD(주),44180,Dec-15,2150664.0,355029.0,35.0,10143.685714285713,61447.54285714286
9081,KD(주),44180,Dec-16,237062.0,230174.0,34.0,6769.823529411765,6972.411764705882
9082,KD(주),44180,Dec-17,144604.0,144394.0,43.0,3358.0,3362.8837209302324
9083,KD(주),44180,Dec-18,246659.0,78.0,44.0,1.7727272727272727,5605.886363636364
9084,KD(주),44180,Dec-19,214309.0,21.0,37.0,0.5675675675675675,5792.135135135135
9085,KG스틸(주),16380,Dec-11,2765593449.0,2711020012.0,1809.0,1498629.0834715313,1528796.8208955224
9086,KG스틸(주),16380,Dec-12,2854029612.0,2786400475.0,1756.0,1586788.4253986333,1625301.6013667425
9087,KG스틸(주),16380,Dec-13,2928471583.0,2838810427.0,1729.0,1641879.946211683,1693737.17929439
9088,KG스틸(주),16380,Dec-14,2708645000.0,2564333640.0,1053.0,2435264.6153846155,2572312.440645774
9089,KG스틸(주),16380,Dec-15,2755114000.0,2574538042.0,712.0,3615924.216292135,3869542.1348314607
9090,KG스틸(주),16380,Dec-16,2777236396.0,2586516723.0,692.0,3737740.9291907516,4013347.393063584
9091,KG스틸(주),16380,Dec-17,2772799659.0,2603976393.0,693.0,3757541.6926406925,4001153.909090909
9092,KG스틸(주),16380,Dec-18,2667235844.0,2494160193.0,698.0,3573295.405444126,3821254.7908309456
9093,KG스틸(주),16380,Dec-19,2652241812.0,2474813134.0,694.0,3566013.161383285,3821674.0806916426
9094,KISCO홀딩스(주),1940,Dec-11,208578719.0,0.0,26.0,0.0,8022258.423076923
9095,KISCO홀딩스(주),1940,Dec-12,208792432.0,0.0,26.0,0.0,8030478.153846154
9096,KISCO홀딩스(주),1940,Dec-13,735809884.0,0.0,24.0,0.0,30658745.166666668
9097,KISCO홀딩스(주),1940,Dec-14,290569236.0,0.0,24.0,0.0,12107051.5
9098,KISCO홀딩스(주),1940,Dec-15,756501162.0,0.0,23.0,0.0,32891354.86956522
9099,KISCO홀딩스(주),1940,Dec-16,732566565.0,0.0,20.0,0.0,36628328.25
9100,KISCO홀딩스(주),1940,Dec-17,748008880.0,0.0,19.0,0.0,39368888.421052635
9101,KISCO홀딩스(주),1940,Dec-18,753055664.0,0.0,17.0,0.0,44297392.0
9102,KISCO홀딩스(주),1940,Dec-19,738872738.0,0.0,17.0,0.0,43463102.23529412
9103,LG이노텍(주),11070,Dec-11,2370753364.0,2185063122.0,7797.0,280244.08387841476,304059.685007054
9104,LG이노텍(주),11070,Dec-12,2674487000.0,2423276000.0,9755.0,248413.73654536135,274165.7611481292
9105,LG이노텍(주),11070,Dec-13,2799030000.0,2523429000.0,9013.0,279976.5893709087,310554.75424387
9106,LG이노텍(주),11070,Dec-14,2970833000.0,2669910000.0,9262.0,288264.9535737422,320755.02051392786
9107,LG이노텍(주),11070,Dec-15,3000701000.0,2714654000.0,8797.0,308588.609753325,341105.0358076617
9108,LG이노텍(주),11070,Dec-16,3074270263.0,2784762713.0,8967.0,310556.787442846,342842.6745845879
9109,LG이노텍(주),11070,Dec-17,3626916896.0,3306553558.0,12068.0,273993.5,300540.01458402385
9110,LG이노텍(주),11070,Dec-18,3770640000.0,3091291278.0,8978.0,344318.47605257295,419986.63399420807
9111,LG이노텍(주),11070,Dec-19,3667938000.0,2871944700.0,8891.0,323017.062197728,412545.0455516815
9112,LS일렉트릭(주),10120,Dec-11,180788000.0,120011000.0,3265.0,36756.81470137825,55371.51607963246
9113,LS일렉트릭(주),10120,Dec-12,310153000.0,228834000.0,3262.0,70151.44083384427,95080.62538320049
9114,LS일렉트릭(주),10120,Dec-13,329443485.0,244967000.0,3449.0,71025.5146419252,95518.55175413164
9115,LS일렉트릭(주),10120,Dec-14,346497000.0,244132000.0,3535.0,69061.38613861386,98018.95332390381
9116,LS일렉트릭(주),10120,Dec-15,335457000.0,249086000.0,3493.0,71310.0486687661,96036.93100486687
9117,LS일렉트릭(주),10120,Dec-16,328699000.0,241206000.0,3406.0,70817.96829125073,96505.87199060482
9118,LS일렉트릭(주),10120,Dec-17,339956000.0,251315000.0,3276.0,76713.98046398046,103771.67277167278
9119,LS일렉트릭(주),10120,Dec-18,354319000.0,259957000.0,3288.0,79062.34793187348,107761.25304136254
9120,LS일렉트릭(주),10120,Dec-19,368308000.0,271575000.0,3253.0,83484.47586842914,113221.0267445435
9121,OCI(주),10060,Dec-11,4710020627.0,3435405205.0,2842.0,1208798.4535538354,1657290.8610133708
9122,OCI(주),10060,Dec-12,4844040132.0,3577522272.0,2793.0,1280888.7475832438,1734350.208378088
9123,OCI(주),10060,Dec-13,5111123576.0,3651824683.0,2711.0,1347039.7207672445,1885327.7668756917
9124,OCI(주),10060,Dec-14,5350899171.0,3678935555.0,2704.0,1360553.0898668638,1978882.8295118343
9125,OCI(주),10060,Dec-15,4403055181.0,3830656847.0,2627.0,1458186.8469737342,1676077.343357442
9126,OCI(주),10060,Dec-16,4877533579.0,3857098371.0,2420.0,1593842.3020661157,2015509.7433884297
9127,OCI(주),10060,Dec-17,4781046311.0,3831211575.0,2345.0,1633778.9232409382,2038825.7189765458
9128,OCI(주),10060,Dec-18,4886006767.0,3872119262.0,2160.0,1792647.8064814815,2262040.1699074074
9129,OCI(주),10060,Dec-19,5086805492.0,3919386824.0,2145.0,1827219.9645687647,2371471.091841492
9130,SK이노베이션(주),96770,Dec-11,5481072000.0,324533000.0,1642.0,197644.94518879414,3338046.2850182704
9131,SK이노베이션(주),96770,Dec-12,6394029000.0,827049000.0,1881.0,439685.8054226475,3399271.1323763956
9132,SK이노베이션(주),96770,Dec-13,6936181000.0,859311000.0,1892.0,454181.28964059195,3666057.6109936577
9133,SK이노베이션(주),96770,Dec-14,9296559000.0,998095000.0,1878.0,531466.9861554846,4950244.408945687
9134,SK이노베이션(주),96770,Dec-15,9644834000.0,917493000.0,1419.0,646577.1670190275,6796923.18534179
9135,SK이노베이션(주),96770,Dec-16,9920962000.0,954434000.0,1493.0,639272.6054922974,6644984.59477562
9136,SK이노베이션(주),96770,Dec-17,10502331000.0,1182377000.0,1614.0,732575.5885997522,6507020.446096654
9137,SK이노베이션(주),96770,Dec-18,10810225396.0,1138796767.0,1864.0,610942.4715665237,5799477.143776824
9138,SK이노베이션(주),96770,Dec-19,11146282000.0,579459000.0,2082.0,278318.44380403456,5353641.690682037
9139,SNT모티브(주),64960,Dec-11,60370797.0,37595985.0,977.0,38481.04912998976,61792.0133060389
9140,SNT모티브(주),64960,Dec-12,71428540.0,51609057.0,965.0,53480.888082901554,74019.21243523316
9141,SNT모티브(주),64960,Dec-13,75366786.0,53887573.0,959.0,56191.4212721585,78588.9322210636
9142,SNT모티브(주),64960,Dec-14,70837513.0,56270328.0,920.0,61163.4,76997.29673913044
9143,SNT모티브(주),64960,Dec-15,72340239.0,52793724.0,910.0,58015.08131868132,79494.76813186813
9144,SNT모티브(주),64960,Dec-16,75058236.0,52266897.0,853.0,61274.205158264944,87993.2426729191
9145,SNT모티브(주),64960,Dec-17,75318076.0,50608279.0,816.0,62019.94975490196,92301.5637254902
9146,SNT모티브(주),64960,Dec-18,70997280.0,49803963.0,780.0,63851.234615384616,91022.15384615384
9147,SNT모티브(주),64960,Dec-19,75427288.0,56691600.0,766.0,74009.92167101828,98469.04438642297
9148,SNT중공업(주),3570,Dec-11,64756621.0,48034179.0,1115.0,43079.981165919286,58077.686995515694
9149,SNT중공업(주),3570,Dec-12,57206645.0,42924582.0,1097.0,39129.06289881495,52148.263445761164
9150,SNT중공업(주),3570,Dec-13,57061042.0,48226843.0,1103.0,43723.33907524932,51732.585675430644
9151,SNT중공업(주),3570,Dec-14,47718808.0,39610841.0,994.0,39849.94064386318,48006.849094567406
9152,SNT중공업(주),3570,Dec-15,190609353.0,161533300.0,876.0,184398.74429223745,217590.58561643836
9153,SNT중공업(주),3570,Dec-16,186181261.0,156325677.0,830.0,188344.1891566265,224314.77228915662
9154,SNT중공업(주),3570,Dec-17,179313839.0,151974357.0,814.0,186700.68427518426,220287.2714987715
9155,SNT중공업(주),3570,Dec-18,172051231.0,152162131.0,798.0,190679.36215538846,215603.04636591478
9156,SNT중공업(주),3570,Dec-19,174762405.0,147291664.0,772.0,190792.31088082903,226376.17227979275
9157,STX엔진(주),77970,Dec-11,636859325.0,76736584.0,1035.0,74141.6270531401,615323.0193236715
9158,STX엔진(주),77970,Dec-12,303851134.0,77245977.0,1320.0,58519.67954545454,230190.25303030302
9159,STX엔진(주),77970,Dec-13,25084440.0,78837800.0,972.0,81108.84773662551,25807.037037037036
9160,STX엔진(주),77970,Dec-14,79016218.0,79016218.0,912.0,86640.5899122807,86640.5899122807
9161,STX엔진(주),77970,Dec-15,,83174750.0,878.0,94732.06150341686,
9162,STX엔진(주),77970,Dec-16,83401641.0,83401641.0,866.0,96306.74480369515,96306.74480369515
9163,STX엔진(주),77970,Dec-17,79868407.0,79868407.0,848.0,94184.44221698113,94184.44221698113
9164,STX엔진(주),77970,Dec-18,85271736.0,85271736.0,858.0,99384.30769230769,99384.30769230769
9165,STX엔진(주),77970,Dec-19,88074677.0,88074677.0,902.0,97643.76607538803,97643.76607538803
9166,STX중공업(주),71970,Dec-11,225720083.0,223984673.0,641.0,349430.0670826833,352137.41497659904
9167,STX중공업(주),71970,Dec-12,228358355.0,226623448.0,667.0,339765.2893553223,342366.34932533733
9168,STX중공업(주),71970,Dec-13,309503262.0,309015792.0,1401.0,220568.01713062098,220915.96145610278
9169,STX중공업(주),71970,Dec-14,302338578.0,301864370.0,1211.0,249268.67877786953,249660.26259289842
9170,STX중공업(주),71970,Dec-15,275318554.0,274803346.0,1126.0,244052.70515097692,244510.26110124335
9171,STX중공업(주),71970,Dec-16,275344454.0,274827846.0,773.0,355534.0827943079,356202.3984476067
9172,STX중공업(주),71970,Dec-17,274985443.0,274985443.0,585.0,470060.5863247863,470060.5863247863
9173,STX중공업(주),71970,Dec-18,273713426.0,273713426.0,461.0,593738.4511930585,593738.4511930585
9174,STX중공업(주),71970,Dec-19,274586335.0,274586335.0,482.0,569681.1929460581,569681.1929460581
9175,가온미디어(주),78890,Dec-11,1072002.0,1072002.0,180.0,5955.566666666667,5955.566666666667
9176,가온미디어(주),78890,Dec-12,1131873.0,1131873.0,185.0,6118.232432432433,6118.232432432433
9177,가온미디어(주),78890,Dec-13,1356697.0,1356697.0,217.0,6252.059907834101,6252.059907834101
9178,가온미디어(주),78890,Dec-14,1759042.0,1759042.0,249.0,7064.425702811245,7064.425702811245
9179,가온미디어(주),78890,Dec-15,1954007.0,1954007.0,285.0,6856.164912280702,6856.164912280702
9180,가온미디어(주),78890,Dec-16,2759393.0,2759392.0,332.0,8311.421686746988,8311.424698795181
9181,가온미디어(주),78890,Dec-17,4219086.0,4219086.0,343.0,12300.542274052477,12300.542274052477
9182,가온미디어(주),78890,Dec-18,5304611.0,5304611.0,380.0,13959.502631578947,13959.502631578947
9183,가온미디어(주),78890,Dec-19,4527427.0,4527427.0,396.0,11432.896464646465,11432.896464646465
9184,가온전선(주),500,Dec-11,90312280.0,89461182.0,436.0,205186.1972477064,207138.25688073394
9185,가온전선(주),500,Dec-12,18630316.0,91229593.0,446.0,204550.65695067265,41772.008968609865
9186,가온전선(주),500,Dec-13,99745272.0,94956862.0,444.0,213866.8063063063,224651.51351351352
9187,가온전선(주),500,Dec-14,82652766.0,77761056.0,447.0,173962.09395973154,184905.51677852348
9188,가온전선(주),500,Dec-15,83744440.0,79154737.0,442.0,179083.11538461538,189467.0588235294
