,회사명,거래소코드,회계년도,기계장치(IFRS연결,기계장치(IFRS),합계_기말인원,기계장비율(개별),기계장비율(연결)
969,(주)대유에이텍,2880,Dec-16,29592312.0,10428887.0,299.0,34879.22073578595,98970.9431438127
970,(주)대유에이텍,2880,Dec-17,93630421.0,25125479.0,288.0,87241.24652777778,325105.62847222225
971,(주)대유에이텍,2880,Dec-18,88767291.0,27359181.0,291.0,94017.80412371134,305042.23711340205
972,(주)대유에이텍,2880,Dec-19,102308652.0,27859481.0,327.0,85197.18960244648,312870.49541284406
973,(주)대유에이피,290120,Dec-18,,9758051.0,284.0,34359.33450704225,
974,(주)대유에이피,290120,Dec-19,13335496.0,8128343.0,223.0,36449.96860986547,59800.43049327354
975,(주)대유플러스,300,Dec-11,41181385.0,38438832.0,389.0,98814.47814910025,105864.74293059127
976,(주)대유플러스,300,Dec-12,44008657.0,41785175.0,449.0,93062.75055679287,98014.8262806236
977,(주)대유플러스,300,Dec-13,100334466.0,96365291.0,503.0,191581.0954274354,199472.09940357853
978,(주)대유플러스,300,Dec-14,120535120.0,6004919.0,159.0,37766.78616352201,758082.5157232705
979,(주)대유플러스,300,Dec-15,112606772.0,10248781.0,174.0,58901.04022988506,647165.356321839
980,(주)대유플러스,300,Dec-16,117670629.0,1844929.0,50.0,36898.58,2353412.58
981,(주)대유플러스,300,Dec-17,114407414.0,1639504.0,52.0,31528.923076923078,2200142.576923077
982,(주)대유플러스,300,Dec-18,112167072.0,4207440.0,118.0,35656.27118644068,950568.406779661
983,(주)대유플러스,300,Dec-19,114187769.0,9217718.0,129.0,71455.17829457365,885176.503875969
984,(주)대창,12800,Dec-11,49670135.0,47049375.0,312.0,150799.27884615384,159199.15064102566
985,(주)대창,12800,Dec-12,51640136.0,48969675.0,362.0,135275.3453038674,142652.3093922652
986,(주)대창,12800,Dec-13,93583019.0,55597762.0,334.0,166460.36526946106,280188.67964071856
987,(주)대창,12800,Dec-14,95951990.0,57557634.0,407.0,141419.24815724816,235754.27518427517
988,(주)대창,12800,Dec-15,98622176.0,58608702.0,391.0,149894.37851662404,252230.62915601023
989,(주)대창,12800,Dec-16,138114799.0,63461176.0,360.0,176281.04444444444,383652.21944444446
990,(주)대창,12800,Dec-17,138750793.0,63553729.0,363.0,175079.1432506887,382233.58953168045
991,(주)대창,12800,Dec-18,137735484.0,63593859.0,388.0,163901.69845360826,354988.3608247423
992,(주)대창,12800,Dec-19,139077290.0,63801401.0,396.0,161114.648989899,351205.27777777775
993,(주)대창솔루션,96350,Dec-11,,17321614.0,160.0,108260.0875,
994,(주)대창솔루션,96350,Dec-12,19846562.0,16851815.0,160.0,105323.84375,124041.0125
995,(주)대창솔루션,96350,Dec-13,21018571.0,16889479.0,161.0,104903.59627329193,130550.13043478261
996,(주)대창솔루션,96350,Dec-14,20845431.0,16889479.0,165.0,102360.47878787879,126335.94545454545
997,(주)대창솔루션,96350,Dec-15,20783534.0,16889479.0,155.0,108964.38064516129,134087.31612903226
998,(주)대창솔루션,96350,Dec-16,30365647.0,26470093.0,142.0,186409.10563380283,213842.58450704225
999,(주)대창솔루션,96350,Dec-17,30893164.0,26997610.0,126.0,214266.74603174604,245183.84126984127
1000,(주)대창솔루션,96350,Dec-18,31966849.0,28062495.0,148.0,189611.4527027027,215992.22297297296
1001,(주)대창솔루션,96350,Dec-19,32183037.0,28108695.0,159.0,176784.24528301886,202409.03773584907
1002,(주)대창스틸,140520,Dec-14,19407372.0,19407372.0,104.0,186609.34615384616,186609.34615384616
1003,(주)대창스틸,140520,Dec-15,48664292.0,25765608.0,145.0,177693.84827586208,335615.80689655175
1004,(주)대창스틸,140520,Dec-16,49667379.0,26338947.0,124.0,212410.86290322582,400543.37903225806
1005,(주)대창스틸,140520,Dec-17,50776927.0,26734857.0,97.0,275617.08247422683,523473.4742268041
1006,(주)대창스틸,140520,Dec-18,9965600.0,22094266.0,106.0,208436.4716981132,94015.09433962264
1007,(주)대창스틸,140520,Dec-19,26180893.0,24565363.0,89.0,276015.3146067416,294167.3370786517
1008,(주)대한과학,131220,Dec-11,,2242525.0,147.0,15255.272108843537,
1009,(주)대한과학,131220,Dec-12,2345535.0,2345535.0,158.0,14845.158227848102,14845.158227848102
1010,(주)대한과학,131220,Dec-13,2393135.0,2393135.0,170.0,14077.264705882353,14077.264705882353
1011,(주)대한과학,131220,Dec-14,2426788.0,2426788.0,170.0,14275.223529411765,14275.223529411765
1012,(주)대한과학,131220,Dec-15,2445788.0,2406788.0,156.0,15428.128205128205,15678.128205128205
1013,(주)대한과학,131220,Dec-16,2445788.0,2406787.0,126.0,19101.484126984127,19411.015873015873
1014,(주)대한과학,131220,Dec-17,2445788.0,2406788.0,112.0,21489.178571428572,21837.39285714286
1015,(주)대한과학,131220,Dec-18,2377238.0,2338238.0,122.0,19165.885245901638,19485.55737704918
1016,(주)대한과학,131220,Dec-19,2379755.0,2340755.0,127.0,18431.141732283464,18738.228346456694
1017,(주)대한항공,3490,Dec-11,309917335.0,277990866.0,18191.0,15281.78033093288,17036.849815842997
1018,(주)대한항공,3490,Dec-12,341089471.0,313399522.0,18374.0,17056.684554261457,18563.702568847286
1019,(주)대한항공,3490,Dec-13,343477292.0,316402986.0,18347.0,17245.488962773205,18721.169237477516
1020,(주)대한항공,3490,Dec-14,348294430.0,322564017.0,18224.0,17699.957034679544,19111.85414837577
1021,(주)대한항공,3490,Dec-15,361094754.0,326010037.0,18481.0,17640.281207726854,19538.702126508306
1022,(주)대한항공,3490,Dec-16,82083042.0,59636304.0,18620.0,3202.809022556391,4408.326638023631
1023,(주)대한항공,3490,Dec-17,76272656.0,49635920.0,18330.0,2707.9061647572285,4161.083251500273
1024,(주)대한항공,3490,Dec-18,406421492.0,356725759.0,18770.0,19005.101704848163,21652.716675546086
1025,(주)대한항공,3490,Dec-19,115604167.0,93585690.0,19063.0,4909.284477784189,6064.321827624193
1026,(주)대현,16090,Dec-11,,9700.0,406.0,23.891625615763548,
1027,(주)대현,16090,Dec-12,,9700.0,454.0,21.365638766519822,
1028,(주)대현,16090,Dec-13,,9700.0,477.0,20.335429769392032,
1029,(주)대현,16090,Dec-14,,4143.0,501.0,8.269461077844312,
1030,(주)대현,16090,Dec-15,,9700.0,501.0,19.36127744510978,
1031,(주)대현,16090,Dec-16,,9700.0,502.0,19.322709163346612,
1032,(주)대현,16090,Dec-17,,9700.0,502.0,19.322709163346612,
1033,(주)대현,16090,Dec-18,,9700.0,497.0,19.517102615694164,
1034,(주)대현,16090,Dec-19,,9700.0,461.0,21.0412147505423,
1035,(주)대호에이엘,69460,Dec-11,32297811.0,24657791.0,170.0,145045.82941176472,189987.12352941177
1036,(주)대호에이엘,69460,Dec-12,39017516.0,27989295.0,176.0,159030.08522727274,221690.43181818182
1037,(주)대호에이엘,69460,Dec-13,40997814.0,29880693.0,175.0,170746.81714285715,234273.22285714286
1038,(주)대호에이엘,69460,Dec-14,,30633004.0,173.0,177069.38728323698,
1039,(주)대호에이엘,69460,Dec-15,,31990305.0,169.0,189291.74556213018,
1040,(주)대호에이엘,69460,Dec-16,,34903004.0,168.0,207755.97619047618,
1041,(주)대호에이엘,69460,Dec-17,,36517851.0,172.0,212313.08720930232,
1042,(주)대호에이엘,69460,Dec-18,,38082434.0,168.0,226681.15476190476,
1043,(주)대호에이엘,69460,Dec-19,,39543088.0,160.0,247144.3,
1044,(주)대호특수강,21040,Dec-11,,13420000.0,181.0,74143.64640883978,
1045,(주)대호특수강,21040,Dec-12,,25545237.0,269.0,94963.7063197026,
1046,(주)대호특수강,21040,Dec-13,,16129851.0,288.0,56006.427083333336,
1047,(주)대호특수강,21040,Dec-14,,10055000.0,247.0,40708.5020242915,
1048,(주)대호특수강,21040,Dec-15,,19339562.0,244.0,79260.5,
1049,(주)대호특수강,21040,Dec-16,,20563813.0,242.0,84974.43388429753,
1050,(주)대호특수강,21040,Dec-17,,12485550.0,244.0,51170.2868852459,
1051,(주)대호특수강,21040,Dec-18,,18251864.0,245.0,74497.40408163266,
1052,(주)대호특수강,21040,Dec-19,,21279686.0,250.0,85118.744,
1053,(주)더 미동,161570,Dec-13,0.0,0.0,24.0,0.0,0.0
1054,(주)더 미동,161570,Dec-14,62719.0,20800.0,33.0,630.3030303030303,1900.5757575757575
1055,(주)더 미동,161570,Dec-15,42350.0,20800.0,37.0,562.1621621621622,1144.5945945945946
1056,(주)더 미동,161570,Dec-16,33666.0,33666.0,28.0,1202.357142857143,1202.357142857143
1057,(주)더 미동,161570,Dec-17,14466.0,14466.0,14.0,1033.2857142857142,1033.2857142857142
1058,(주)더 미동,161570,Dec-18,14466.0,14466.0,12.0,1205.5,1205.5
1059,(주)더 미동,161570,Dec-19,37790.0,14466.0,11.0,1315.090909090909,3435.4545454545455
1060,(주)더블유게임즈,192080,Dec-19,0.0,0.0,248.0,0.0,0.0
1061,(주)더블유아이,73570,Dec-11,3688350.0,3688350.0,31.0,118979.03225806452,118979.03225806452
1062,(주)더블유아이,73570,Dec-12,3380783.0,3380783.0,60.0,56346.38333333333,56346.38333333333
1063,(주)더블유아이,73570,Dec-13,360524890.0,4079855.0,61.0,66882.86885245901,5910244.098360656
1064,(주)더블유아이,73570,Dec-14,,1157499.0,168.0,6889.875,
1065,(주)더블유아이,73570,Dec-15,,1350649.0,104.0,12987.009615384615,
1066,(주)더블유아이,73570,Dec-16,4910859.0,1780859.0,79.0,22542.518987341773,62162.77215189873
1067,(주)더블유아이,73570,Dec-17,5160901.0,1937269.0,18.0,107626.05555555556,286716.72222222225
1068,(주)더블유아이,73570,Dec-18,5521413.0,1575263.0,11.0,143205.72727272726,501946.63636363635
1069,(주)더블유아이,73570,Dec-19,,2008491.0,49.0,40989.61224489796,
1070,(주)더블유에스아이,299170,Dec-18,,,2.0,,
1071,(주)더블유에스아이,299170,Dec-19,,,2.0,,
1072,(주)더존비즈온,12510,Dec-11,4931631.0,4931631.0,608.0,8111.235197368421,8111.235197368421
1073,(주)더존비즈온,12510,Dec-12,5057631.0,5057631.0,592.0,8543.295608108108,8543.295608108108
1074,(주)더존비즈온,12510,Dec-13,5057631.0,5057631.0,627.0,8066.397129186603,8066.397129186603
1075,(주)더존비즈온,12510,Dec-14,5085881.0,5057631.0,1017.0,4973.088495575221,5000.866273352999
1076,(주)더존비즈온,12510,Dec-15,5189231.0,5057631.0,1001.0,5052.5784215784215,5184.046953046953
1077,(주)더존비즈온,12510,Dec-16,5194231.0,5057631.0,1042.0,4853.77255278311,4984.86660268714
1078,(주)더존비즈온,12510,Dec-17,5227331.0,5057631.0,1243.0,4068.890587288817,4205.41512469831
1079,(주)더존비즈온,12510,Dec-18,5234331.0,5057631.0,1363.0,3710.661041819516,3840.3015407190023
1080,(주)더존비즈온,12510,Dec-19,5210281.0,5057631.0,1436.0,3522.027158774373,3628.3293871866294
1081,(주)덕산테코피아,317330,Dec-19,,42275761.0,155.0,272746.8451612903,
1082,(주)덕성,4830,Dec-11,22696558.0,20687692.0,162.0,127701.8024691358,140102.2098765432
1083,(주)덕성,4830,Dec-12,22768182.0,20817234.0,173.0,120330.8323699422,131607.98843930635
1084,(주)덕성,4830,Dec-13,27944259.0,25060097.0,180.0,139222.76111111112,155245.88333333333
1085,(주)덕성,4830,Dec-14,28691322.0,25573300.0,185.0,138234.05405405405,155088.22702702702
1086,(주)덕성,4830,Dec-15,29205761.0,25877333.0,171.0,151329.432748538,170793.92397660817
1087,(주)덕성,4830,Dec-16,30588345.0,27384503.0,181.0,151295.59668508288,168996.38121546962
1088,(주)덕성,4830,Dec-17,38176231.0,35014904.0,189.0,185264.04232804233,201990.64021164022
1089,(주)덕성,4830,Dec-18,38822295.0,35571799.0,174.0,204435.6264367816,223116.6379310345
1090,(주)덕성,4830,Dec-19,39375611.0,35868425.0,196.0,183002.16836734695,200895.97448979592
1091,(주)덕신하우징,90410,Dec-14,,17046634.0,247.0,69014.71255060729,
1092,(주)덕신하우징,90410,Dec-15,20489690.0,18754087.0,326.0,57527.87423312884,62851.80981595092
1093,(주)덕신하우징,90410,Dec-16,24125085.0,21463530.0,343.0,62575.88921282799,70335.52478134111
1094,(주)덕신하우징,90410,Dec-17,25459309.0,23071596.0,293.0,78742.64846416382,86891.83959044369
1095,(주)덕신하우징,90410,Dec-18,25452096.0,23013796.0,293.0,78545.37883959044,86867.22184300341
1096,(주)덕신하우징,90410,Dec-19,26296398.0,23763303.0,236.0,100691.96186440678,111425.41525423729
1097,(주)데이타솔루션,263800,Dec-17,,0.0,226.0,0.0,
1098,(주)데이타솔루션,263800,Dec-18,,0.0,223.0,0.0,
1099,(주)데이타솔루션,263800,Dec-19,,0.0,195.0,0.0,
1100,(주)덱스터스튜디오,206560,Dec-15,0.0,0.0,263.0,0.0,0.0
1101,(주)덱스터스튜디오,206560,Dec-16,0.0,0.0,358.0,0.0,0.0
1102,(주)덱스터스튜디오,206560,Dec-17,0.0,0.0,366.0,0.0,0.0
1103,(주)덱스터스튜디오,206560,Dec-18,0.0,0.0,321.0,0.0,0.0
1104,(주)덱스터스튜디오,206560,Dec-19,0.0,0.0,300.0,0.0,0.0
1105,(주)덴티스,261200,Dec-17,,,1.0,,
1106,(주)덴티스,261200,Dec-18,,,1.0,,
1107,(주)덴티스,261200,Dec-19,,,1.0,,
1108,(주)덴티움,145720,Dec-17,25016309.0,23450473.0,383.0,61228.389033942556,65316.73368146214
1109,(주)덴티움,145720,Dec-18,32107339.0,30111269.0,457.0,65888.99124726477,70256.75929978119
1110,(주)덴티움,145720,Dec-19,40207626.0,40606821.0,598.0,67904.3829431438,67236.83277591973
1111,(주)도화엔지니어링,2150,Dec-11,,0.0,2006.0,0.0,
1112,(주)도화엔지니어링,2150,Dec-12,,0.0,1994.0,0.0,
1113,(주)도화엔지니어링,2150,Dec-13,,0.0,1939.0,0.0,
1114,(주)도화엔지니어링,2150,Dec-14,,0.0,1875.0,0.0,
1115,(주)도화엔지니어링,2150,Dec-15,,0.0,1857.0,0.0,
1116,(주)도화엔지니어링,2150,Dec-16,,0.0,1900.0,0.0,
1117,(주)도화엔지니어링,2150,Dec-17,0.0,0.0,1960.0,0.0,0.0
1118,(주)도화엔지니어링,2150,Dec-18,0.0,0.0,2079.0,0.0,0.0
1119,(주)도화엔지니어링,2150,Dec-19,0.0,0.0,2179.0,0.0,0.0
1120,(주)동구바이오제약,6620,Dec-18,,10731482.0,276.0,38882.18115942029,
1121,(주)동구바이오제약,6620,Dec-19,,14129029.0,295.0,47895.01355932203,
1122,(주)동국알앤에스,75970,Dec-11,32483678.0,10924037.0,93.0,117462.76344086022,349286.8602150538
1123,(주)동국알앤에스,75970,Dec-12,25726792.0,4651773.0,79.0,58883.20253164557,325655.59493670886
1124,(주)동국알앤에스,75970,Dec-13,27481234.0,5490848.0,80.0,68635.6,343515.425
1125,(주)동국알앤에스,75970,Dec-14,28807336.0,6316534.0,93.0,67919.72043010753,309756.3010752688
1126,(주)동국알앤에스,75970,Dec-15,8496571.0,6237585.0,66.0,94508.86363636363,128735.92424242424
1127,(주)동국알앤에스,75970,Dec-16,7120583.0,5310945.0,59.0,90016.01694915254,120687.84745762713
1128,(주)동국알앤에스,75970,Dec-17,7101549.0,5583305.0,62.0,90053.30645161291,114541.1129032258
1129,(주)동국알앤에스,75970,Dec-18,5671503.0,4558901.0,63.0,72363.50793650794,90023.85714285714
1130,(주)동국알앤에스,75970,Dec-19,29488414.0,22571255.0,64.0,352675.859375,460756.46875
1131,(주)동국에스엔씨,100130,Dec-11,32215028.0,24624669.0,95.0,259207.04210526316,339105.5578947368
1132,(주)동국에스엔씨,100130,Dec-12,34712621.0,28578798.0,91.0,314052.7252747253,381457.37362637365
1133,(주)동국에스엔씨,100130,Dec-13,39573458.0,33414073.0,110.0,303764.3,359758.7090909091
1134,(주)동국에스엔씨,100130,Dec-14,40386444.0,34227060.0,113.0,302894.33628318587,357402.1592920354
1135,(주)동국에스엔씨,100130,Dec-15,62292337.0,34427705.0,110.0,312979.13636363635,566293.9727272728
1136,(주)동국에스엔씨,100130,Dec-16,67286091.0,35977205.0,106.0,339407.59433962265,634774.4433962264
1137,(주)동국에스엔씨,100130,Dec-17,69739981.0,37810395.0,116.0,325951.6810344828,601206.7327586206
1138,(주)동국에스엔씨,100130,Dec-18,81991928.0,38618510.0,99.0,390085.9595959596,828201.2929292929
1139,(주)동국에스엔씨,100130,Dec-19,82632361.0,39417990.0,104.0,379019.1346153846,794541.9326923077
1140,(주)동남합성,23450,Dec-11,,17443624.0,67.0,260352.59701492538,
1141,(주)동남합성,23450,Dec-12,,17508223.0,67.0,261316.76119402985,
1142,(주)동남합성,23450,Dec-13,,18561724.0,62.0,299382.6451612903,
1143,(주)동남합성,23450,Dec-14,,14790803.0,73.0,202613.7397260274,
1144,(주)동남합성,23450,Dec-15,,17896592.0,84.0,213054.66666666666,
1145,(주)동남합성,23450,Dec-16,,28773795.0,137.0,210027.70072992702,
1146,(주)동남합성,23450,Dec-17,,33804202.0,151.0,223868.88741721853,
1147,(주)동남합성,23450,Dec-18,,37417573.0,153.0,244559.30065359478,
1148,(주)동남합성,23450,Dec-19,,39109580.0,145.0,269721.2413793103,
1149,(주)동방,4140,Dec-11,55569618.0,11682537.0,895.0,13053.113966480447,62088.958659217875
1150,(주)동방,4140,Dec-12,58885781.0,11682537.0,931.0,12548.374865735768,63250.03329752954
1151,(주)동방,4140,Dec-13,55914686.0,11682538.0,892.0,13097.015695067264,62684.625560538116
1152,(주)동방,4140,Dec-14,56931124.0,11682538.0,864.0,13521.456018518518,65892.50462962964
1153,(주)동방,4140,Dec-15,39267300.0,0.0,832.0,0.0,47196.27403846154
1154,(주)동방,4140,Dec-16,14315562.0,0.0,799.0,0.0,17916.848560700877
1155,(주)동방,4140,Dec-17,38000.0,0.0,809.0,0.0,46.97156983930779
1156,(주)동방,4140,Dec-18,38000.0,0.0,754.0,0.0,50.39787798408488
1157,(주)동방,4140,Dec-19,38000.0,0.0,743.0,0.0,51.14401076716016
1158,(주)동방선기,99410,Dec-11,5949890.0,2947348.0,120.0,24561.233333333334,49582.416666666664
1159,(주)동방선기,99410,Dec-12,6119126.0,3178798.0,111.0,28637.81981981982,55127.261261261265
1160,(주)동방선기,99410,Dec-13,6202717.0,3317363.0,117.0,28353.529914529914,53014.67521367521
1161,(주)동방선기,99410,Dec-14,6846722.0,3567324.0,109.0,32727.743119266055,62813.963302752294
1162,(주)동방선기,99410,Dec-15,7039512.0,3683670.0,121.0,30443.553719008265,58177.78512396694
1163,(주)동방선기,99410,Dec-16,6492236.0,3611381.0,121.0,29846.12396694215,53654.842975206615
1164,(주)동방선기,99410,Dec-17,,3630381.0,100.0,36303.81,
1165,(주)동방선기,99410,Dec-18,,3604703.0,110.0,32770.027272727275,
1166,(주)동방선기,99410,Dec-19,,3832053.0,126.0,30413.119047619046,
1167,(주)동방아그로,7590,Dec-11,17706685.0,17699150.0,234.0,75637.39316239316,75669.59401709402
1168,(주)동방아그로,7590,Dec-12,19206565.0,19199030.0,239.0,80330.66945606694,80362.19665271966
1169,(주)동방아그로,7590,Dec-13,19485319.0,19477784.0,241.0,80820.6804979253,80851.94605809129
1170,(주)동방아그로,7590,Dec-14,19749809.0,19742274.0,242.0,81579.64462809918,81610.78099173553
1171,(주)동방아그로,7590,Dec-15,20114789.0,20107254.0,240.0,83780.225,83811.62083333333
1172,(주)동방아그로,7590,Dec-16,20223489.0,20215954.0,232.0,87137.7327586207,87170.21120689655
1173,(주)동방아그로,7590,Dec-17,20717589.0,20710054.0,229.0,90436.91703056768,90469.8209606987
1174,(주)동방아그로,7590,Dec-18,20853930.0,20846395.0,232.0,89855.15086206897,89887.62931034483
1175,(주)동방아그로,7590,Dec-19,21505230.0,21497695.0,224.0,95971.85267857143,96005.49107142857
1176,(주)동서,26960,Dec-16,62110269.0,30872337.0,255.0,121067.98823529412,243569.68235294116
1177,(주)동서,26960,Dec-17,62955204.0,30951506.0,255.0,121378.45490196078,246883.15294117646
1178,(주)동서,26960,Dec-18,62753876.0,29377014.0,274.0,107215.37956204379,229028.74452554746
1179,(주)동서,26960,Dec-19,63065998.0,29615442.0,282.0,105019.29787234042,223638.29078014183
1180,(주)동성케미컬,102260,Dec-11,132077281.0,0.0,23.0,0.0,5742490.478260869
1181,(주)동성케미컬,102260,Dec-12,133574926.0,0.0,27.0,0.0,4947219.481481481
1182,(주)동성케미컬,102260,Dec-13,141897198.0,0.0,36.0,0.0,3941588.8333333335
1183,(주)동성케미컬,102260,Dec-14,162764084.0,0.0,41.0,0.0,3969855.7073170734
1184,(주)동성케미컬,102260,Dec-15,176433143.0,42120452.0,272.0,154854.60294117648,648651.2610294118
1185,(주)동성케미컬,102260,Dec-16,179625060.0,39389805.0,292.0,134896.59246575343,615154.3150684931
1186,(주)동성케미컬,102260,Dec-17,199982940.0,49593274.0,362.0,136997.9944751381,552439.0607734807
1187,(주)동성케미컬,102260,Dec-18,217014413.0,62357408.0,352.0,177151.72727272726,616518.21875
1188,(주)동성케미컬,102260,Dec-19,226948826.0,64664876.0,365.0,177164.04383561644,621777.6054794521
1189,(주)동성화인텍,33500,Dec-11,,58858304.0,329.0,178900.62006079027,
1190,(주)동성화인텍,33500,Dec-12,,60220788.0,385.0,156417.63116883117,
1191,(주)동성화인텍,33500,Dec-13,,63233794.0,534.0,118415.34456928838,
1192,(주)동성화인텍,33500,Dec-14,,50952734.0,523.0,97423.965583174,
1193,(주)동성화인텍,33500,Dec-15,58288797.0,58288797.0,509.0,114516.30058939096,114516.30058939096
1194,(주)동성화인텍,33500,Dec-16,58825801.0,58825801.0,482.0,122045.23029045643,122045.23029045643
1195,(주)동성화인텍,33500,Dec-17,60026595.0,52916745.0,393.0,134648.20610687023,152739.42748091603
1196,(주)동성화인텍,33500,Dec-18,61364032.0,52871520.0,364.0,145251.42857142858,168582.5054945055
1197,(주)동성화인텍,33500,Dec-19,57787711.0,56213721.0,449.0,125197.59688195991,128703.1425389755
1198,(주)동아엘텍,88130,Dec-11,511061.0,132510.0,72.0,1840.4166666666667,7098.069444444444
1199,(주)동아엘텍,88130,Dec-12,512022.0,133471.0,78.0,1711.1666666666667,6564.384615384615
1200,(주)동아엘텍,88130,Dec-13,654104.0,133471.0,85.0,1570.2470588235294,7695.341176470588
1201,(주)동아엘텍,88130,Dec-14,654104.0,133472.0,95.0,1404.9684210526316,6885.305263157895
1202,(주)동아엘텍,88130,Dec-15,654104.0,133471.0,100.0,1334.71,6541.04
1203,(주)동아엘텍,88130,Dec-16,1140947.0,133471.0,103.0,1295.8349514563106,11077.155339805826
1204,(주)동아엘텍,88130,Dec-17,1444161.0,133471.0,114.0,1170.798245614035,12668.078947368422
1205,(주)동아엘텍,88130,Dec-18,2812762.0,133471.0,132.0,1011.1439393939394,21308.803030303032
1206,(주)동아엘텍,88130,Dec-19,2537672.0,133471.0,129.0,1034.6589147286822,19671.875968992248
1207,(주)동아지질,28100,Dec-11,136541793.0,136524830.0,395.0,345632.4810126582,345675.4253164557
1208,(주)동아지질,28100,Dec-12,147499958.0,147363146.0,374.0,394019.10695187165,394384.9144385027
1209,(주)동아지질,28100,Dec-13,153583737.0,149608880.0,396.0,377800.202020202,387837.7196969697
1210,(주)동아지질,28100,Dec-14,168209680.0,166082622.0,381.0,435912.3937007874,441495.22309711284
1211,(주)동아지질,28100,Dec-15,196887843.0,195672702.0,364.0,537562.3681318681,540900.6675824176
1212,(주)동아지질,28100,Dec-16,186393363.0,185546583.0,364.0,509743.3598901099,512069.6785714286
1213,(주)동아지질,28100,Dec-17,184481996.0,183949001.0,350.0,525568.5742857143,527091.4171428571
1214,(주)동아지질,28100,Dec-18,154811290.0,154301566.0,351.0,439605.60113960115,441057.80626780627
1215,(주)동아지질,28100,Dec-19,211836238.0,211528196.0,361.0,585950.6814404433,586803.9833795014
1216,(주)동양,1520,Dec-11,1068091000.0,85678000.0,1219.0,70285.47990155866,876202.625102543
1217,(주)동양,1520,Dec-12,1098704000.0,91532000.0,1107.0,82684.73351400181,992505.8717253839
1218,(주)동양,1520,Dec-13,169050000.0,40011000.0,478.0,83705.0209205021,353661.0878661088
1219,(주)동양,1520,Dec-14,169557000.0,40119000.0,377.0,106416.44562334218,449753.31564986735
1220,(주)동양,1520,Dec-15,169841000.0,40687971.0,398.0,102231.08291457286,426736.1809045226
1221,(주)동양,1520,Dec-16,187558000.0,42994000.0,440.0,97713.63636363637,426268.1818181818
1222,(주)동양,1520,Dec-17,203677000.0,46644000.0,479.0,97377.87056367433,425212.9436325678
1223,(주)동양,1520,Dec-18,82770000.0,37147000.0,417.0,89081.53477218225,198489.2086330935
1224,(주)동양,1520,Dec-19,87889000.0,40434000.0,451.0,89654.1019955654,194875.83148558758
1225,(주)동양고속,84670,Dec-11,1131648.0,340418.0,724.0,470.19060773480663,1563.0497237569061
1226,(주)동양고속,84670,Dec-12,368456.0,368456.0,722.0,510.3268698060942,510.3268698060942
1227,(주)동양고속,84670,Dec-13,368456.0,368456.0,730.0,504.73424657534247,504.73424657534247
1228,(주)동양고속,84670,Dec-14,368456.0,368456.0,736.0,500.6195652173913,500.6195652173913
1229,(주)동양고속,84670,Dec-15,368456.0,368456.0,763.0,482.9043250327654,482.9043250327654
1230,(주)동양고속,84670,Dec-16,352648.0,349363.0,773.0,451.9573091849935,456.2069857697283
1231,(주)동양고속,84670,Dec-17,355148.0,351863.0,760.0,462.97763157894735,467.3
1232,(주)동양고속,84670,Dec-18,355148.0,351863.0,778.0,452.2660668380463,456.4884318766067
1233,(주)동양고속,84670,Dec-19,411490.0,408205.0,791.0,516.0619469026549,520.2149178255373
1234,(주)동양에스텍,60380,Dec-11,1611017.0,1421727.0,70.0,20310.385714285716,23014.52857142857
1235,(주)동양에스텍,60380,Dec-12,2414784.0,1749556.0,65.0,26916.246153846154,37150.52307692308
1236,(주)동양에스텍,60380,Dec-13,1896141.0,1437815.0,61.0,23570.737704918032,31084.27868852459
1237,(주)동양에스텍,60380,Dec-14,1647866.0,1349022.0,63.0,21413.04761904762,26156.603174603173
1238,(주)동양에스텍,60380,Dec-15,3809651.0,3098268.0,67.0,46242.80597014925,56860.46268656717
1239,(주)동양에스텍,60380,Dec-16,6834968.0,2560120.0,68.0,37648.82352941176,100514.23529411765
1240,(주)동양에스텍,60380,Dec-17,5966847.0,2248052.0,76.0,29579.63157894737,78511.1447368421
1241,(주)동양에스텍,60380,Dec-18,6024615.0,2872025.0,86.0,33395.63953488372,70053.66279069768
1242,(주)동양에스텍,60380,Dec-19,5042836.0,2668914.0,92.0,29009.934782608696,54813.434782608696
1243,(주)동우팜투테이블,88910,Dec-11,,21034988.0,311.0,67636.61736334405,
1244,(주)동우팜투테이블,88910,Dec-12,,21791437.0,355.0,61384.32957746479,
1245,(주)동우팜투테이블,88910,Dec-13,,24927182.0,301.0,82814.55813953489,
1246,(주)동우팜투테이블,88910,Dec-14,,25988262.0,387.0,67153.13178294574,
1247,(주)동우팜투테이블,88910,Dec-15,,26448172.0,420.0,62971.8380952381,
1248,(주)동우팜투테이블,88910,Dec-16,,26345172.0,455.0,57901.47692307692,
1249,(주)동우팜투테이블,88910,Dec-17,,27015314.0,499.0,54138.90581162325,
1250,(주)동우팜투테이블,88910,Dec-18,,29304026.0,597.0,49085.47068676717,
1251,(주)동우팜투테이블,88910,Dec-19,31185041.0,29984578.0,625.0,47975.3248,49896.0656
1252,(주)동운아나텍,94170,Dec-15,,185624.0,116.0,1600.2068965517242,
1253,(주)동운아나텍,94170,Dec-16,,185624.0,130.0,1427.876923076923,
1254,(주)동운아나텍,94170,Dec-17,,185624.0,130.0,1427.876923076923,
1255,(주)동운아나텍,94170,Dec-18,,185624.0,116.0,1600.2068965517242,
1256,(주)동운아나텍,94170,Dec-19,,0.0,125.0,0.0,
