,회사명,거래소코드,회계년도,유형자산(IFRS연결),건설중인자산(IFRS연결),유형자산(IFRS개별),건설중인자산(IFRS개별),합계_기말인원,노동장비율(개별),노동장비율(연결)
0,(주)CMG제약,58820,Dec-11,0.0,24700.0,9652599.0,24700.0,135.0,71317.77037037037,-182.96296296296296
1,(주)CMG제약,58820,Dec-12,0.0,0.0,9264142.0,0.0,134.0,69135.3880597015,0.0
2,(주)CMG제약,58820,Dec-13,0.0,1827454.0,10805092.0,1827454.0,136.0,66012.04411764706,-13437.161764705883
3,(주)CMG제약,58820,Dec-14,0.0,154233.0,18833775.0,154233.0,164.0,113899.64634146342,-940.4451219512196
4,(주)CMG제약,58820,Dec-15,0.0,0.0,17822468.0,0.0,156.0,114246.58974358975,0.0
5,(주)CMG제약,58820,Dec-16,0.0,24524.0,16905814.0,24524.0,160.0,105508.0625,-153.275
6,(주)CMG제약,58820,Dec-17,0.0,28136.0,16182518.0,28136.0,200.0,80771.91,-140.68
7,(주)CMG제약,58820,Dec-18,0.0,1412095.0,17268535.0,1412095.0,222.0,71425.4054054054,-6360.788288288289
8,(주)CMG제약,58820,Dec-19,0.0,7510879.0,24119403.0,7510880.0,241.0,68915.03319502075,-31165.473029045643
9,(주)DB하이텍,990,Dec-11,0.0,27453000.0,758179817.0,27453000.0,2567.0,284661.7908063888,-10694.585118815738
10,(주)DB하이텍,990,Dec-12,0.0,22706000.0,684941380.0,22706000.0,2304.0,287428.55034722225,-9855.034722222223
11,(주)DB하이텍,990,Dec-13,0.0,36099000.0,635765049.0,36099000.0,2142.0,279956.1386554622,-16852.941176470587
12,(주)DB하이텍,990,Dec-14,0.0,41972000.0,591653498.0,41973000.0,1999.0,274977.73786893446,-20996.49824912456
13,(주)DB하이텍,990,Dec-15,0.0,44837000.0,533113708.0,44837000.0,2004.0,243651.0518962076,-22373.75249500998
14,(주)DB하이텍,990,Dec-16,0.0,50562000.0,547687840.0,50562000.0,2047.0,242855.80850024425,-24700.537371763556
15,(주)DB하이텍,990,Dec-17,0.0,42348000.0,555556192.0,42348000.0,1940.0,264540.3051546392,-21828.865979381444
16,(주)DB하이텍,990,Dec-18,0.0,100033000.0,597563521.0,100033000.0,1955.0,254491.31508951407,-51167.77493606138
17,(주)DB하이텍,990,Dec-19,0.0,61122000.0,616562743.0,61122000.0,1979.0,280667.37897928245,-30885.295603840324
18,(주)ES큐브,50120,Dec-11,0.0,0.0,1407274.0,0.0,237.0,5937.864978902953,0.0
19,(주)ES큐브,50120,Dec-12,0.0,0.0,1395951.0,0.0,236.0,5915.046610169492,0.0
20,(주)ES큐브,50120,Dec-13,0.0,0.0,914811.0,0.0,100.0,9148.11,0.0
21,(주)ES큐브,50120,Dec-14,0.0,0.0,640405.0,0.0,27.0,23718.703703703704,0.0
22,(주)ES큐브,50120,Dec-15,0.0,0.0,596347.0,0.0,39.0,15290.948717948719,0.0
23,(주)ES큐브,50120,Dec-16,0.0,0.0,4673186.0,0.0,30.0,155772.86666666667,0.0
24,(주)ES큐브,50120,Dec-17,0.0,0.0,7506218.0,0.0,35.0,214463.37142857144,0.0
25,(주)ES큐브,50120,Dec-18,0.0,0.0,10880733.0,0.0,30.0,362691.1,0.0
26,(주)ES큐브,50120,Dec-19,0.0,0.0,10576512.0,0.0,30.0,352550.4,0.0
27,(주)HJ중공업,97230,Dec-11,4347000.0,19784000.0,1427510000.0,5016000.0,2785.0,510769.8384201077,-5542.908438061041
28,(주)HJ중공업,97230,Dec-12,0.0,55437000.0,1343556000.0,13655000.0,2634.0,504897.8739559605,-21046.697038724375
29,(주)HJ중공업,97230,Dec-13,0.0,24325000.0,1329680000.0,22403000.0,2758.0,473994.5612762872,-8819.796954314721
30,(주)HJ중공업,97230,Dec-14,0.0,54901000.0,1263266000.0,41086000.0,2544.0,480416.6666666667,-21580.581761006288
31,(주)HJ중공업,97230,Dec-15,80000.0,43452000.0,1223488000.0,36388000.0,2632.0,451025.8358662614,-16478.72340425532
32,(주)HJ중공업,97230,Dec-16,152543000.0,54116000.0,1036188000.0,45263000.0,2473.0,400697.53336029116,39800.64698746462
33,(주)HJ중공업,97230,Dec-17,80000.0,6573000.0,653140000.0,1828000.0,2493.0,261256.3176895307,-2604.492579221821
34,(주)HJ중공업,97230,Dec-18,200418000.0,2227000.0,636673000.0,2227000.0,2271.0,279368.5601056803,87270.3654777631
35,(주)HJ중공업,97230,Dec-19,5767000.0,1800000.0,613082000.0,1800000.0,2016.0,303215.27777777775,1967.7579365079366
36,(주)MH에탄올,23150,Dec-11,0.0,58210.0,35172601.0,0.0,51.0,689658.8431372549,-1141.3725490196077
37,(주)MH에탄올,23150,Dec-12,0.0,0.0,34423174.0,0.0,52.0,661984.1153846154,0.0
38,(주)MH에탄올,23150,Dec-13,0.0,69000.0,34123721.0,69000.0,51.0,667739.6274509804,-1352.9411764705883
39,(주)MH에탄올,23150,Dec-14,0.0,486096.0,36083178.0,486096.0,53.0,671643.0566037736,-9171.622641509433
40,(주)MH에탄올,23150,Dec-15,0.0,268000.0,36846498.0,268000.0,47.0,778265.914893617,-5702.127659574468
41,(주)MH에탄올,23150,Dec-16,0.0,402993.0,37390792.0,402993.0,43.0,860181.3720930233,-9371.93023255814
42,(주)MH에탄올,23150,Dec-17,0.0,333000.0,39418503.0,333000.0,48.0,814281.3125,-6937.5
43,(주)MH에탄올,23150,Dec-18,0.0,650107.0,40585694.0,51500.0,50.0,810683.88,-13002.14
44,(주)MH에탄올,23150,Dec-19,0.0,1085121.0,41121323.0,150000.0,47.0,871730.2765957447,-23087.68085106383
45,(주)SH에너지화학,2360,Dec-11,0.0,1175202.0,33115306.0,1175202.0,109.0,293028.4770642202,-10781.669724770642
46,(주)SH에너지화학,2360,Dec-12,0.0,711970.0,32608108.0,711970.0,112.0,284786.9464285714,-6356.875
47,(주)SH에너지화학,2360,Dec-13,0.0,828543.0,31944570.0,828543.0,116.0,268241.6120689655,-7142.612068965517
48,(주)SH에너지화학,2360,Dec-14,0.0,715481.0,31070401.0,715481.0,140.0,216820.85714285713,-5110.578571428571
49,(주)SH에너지화학,2360,Dec-15,0.0,373549.0,32654731.0,373550.0,146.0,221103.9794520548,-2558.554794520548
50,(주)SH에너지화학,2360,Dec-16,0.0,466709.0,31792327.0,466709.0,148.0,211659.5810810811,-3153.439189189189
51,(주)SH에너지화학,2360,Dec-17,0.0,392095.0,30956708.0,392095.0,148.0,206517.6554054054,-2649.2905405405404
52,(주)SH에너지화학,2360,Dec-18,0.0,492857.0,29913044.0,492857.0,156.0,188590.9423076923,-3159.3397435897436
53,(주)SH에너지화학,2360,Dec-19,0.0,2268097.0,33126165.0,2268097.0,158.0,195304.22784810126,-14355.04430379747
54,(주)SIMPAC,9160,Dec-11,0.0,1103192.0,62702218.0,1103192.0,257.0,239684.9260700389,-4292.575875486381
55,(주)SIMPAC,9160,Dec-12,0.0,0.0,64182764.0,0.0,275.0,233391.86909090908,0.0
56,(주)SIMPAC,9160,Dec-13,0.0,0.0,64271295.0,0.0,277.0,232026.33574007222,0.0
57,(주)SIMPAC,9160,Dec-14,0.0,2307507.0,70604838.0,2307507.0,305.0,223925.67540983605,-7565.596721311475
58,(주)SIMPAC,9160,Dec-15,0.0,5215137.0,75847152.0,5215137.0,296.0,238621.6722972973,-17618.70608108108
59,(주)SIMPAC,9160,Dec-16,0.0,2600.0,75130388.0,2600.0,306.0,245515.64705882352,-8.49673202614379
60,(주)SIMPAC,9160,Dec-17,0.0,2600.0,70402759.0,2600.0,305.0,230820.19344262296,-8.524590163934427
61,(주)SIMPAC,9160,Dec-18,0.0,301000.0,156312739.0,301000.0,500.0,312023.478,-602.0
62,(주)SIMPAC,9160,Dec-19,0.0,1303450.0,153003014.0,1250250.0,491.0,309068.7657841141,-2654.6843177189407
63,(주)SNT에너지,100840,Dec-11,,,122586108.0,31000.0,184.0,666060.3695652174,
64,(주)SNT에너지,100840,Dec-12,,,122289502.0,0.0,195.0,627125.6512820512,
65,(주)SNT에너지,100840,Dec-13,,,120367341.0,0.0,209.0,575920.2918660287,
66,(주)SNT에너지,100840,Dec-14,,,120065551.0,75369.0,218.0,550413.6788990826,
67,(주)SNT에너지,100840,Dec-15,,,118714558.0,0.0,232.0,511700.6810344828,
68,(주)SNT에너지,100840,Dec-16,,,118148046.0,0.0,218.0,541963.5137614679,
69,(주)SNT에너지,100840,Dec-17,,,116825424.0,0.0,195.0,599104.7384615385,
70,(주)SNT에너지,100840,Dec-18,,,115728393.0,237174.0,190.0,607848.5210526315,
71,(주)SNT에너지,100840,Dec-19,0.0,739889.0,116275557.0,739889.0,191.0,604898.7853403141,-3873.7643979057593
72,(주)SNT홀딩스,36530,Dec-11,10574528.0,16444584.0,150611.0,0.0,9.0,16734.555555555555,-652228.4444444445
73,(주)SNT홀딩스,36530,Dec-12,0.0,6983785.0,100263.0,0.0,9.0,11140.333333333334,-775976.1111111111
74,(주)SNT홀딩스,36530,Dec-13,0.0,8825589.0,54602.0,0.0,8.0,6825.25,-1103198.625
75,(주)SNT홀딩스,36530,Dec-14,0.0,24955195.0,75419.0,0.0,8.0,9427.375,-3119399.375
76,(주)SNT홀딩스,36530,Dec-15,1686108.0,18812799.0,55309.0,0.0,8.0,6913.625,-2140836.375
77,(주)SNT홀딩스,36530,Dec-16,0.0,11797205.0,35654.0,0.0,8.0,4456.75,-1474650.625
78,(주)SNT홀딩스,36530,Dec-17,0.0,6653359.0,19895.0,0.0,7.0,2842.1428571428573,-950479.8571428572
79,(주)SNT홀딩스,36530,Dec-18,0.0,14610465.0,2888.0,0.0,10.0,288.8,-1461046.5
80,(주)SNT홀딩스,36530,Dec-19,0.0,23474134.0,59663.0,0.0,10.0,5966.3,-2347413.4
81,(주)STX,11810,Dec-11,0.0,27862000.0,72801000.0,0.0,392.0,185716.83673469388,-71076.5306122449
82,(주)STX,11810,Dec-12,0.0,201250000.0,69598000.0,0.0,375.0,185594.66666666666,-536666.6666666666
83,(주)STX,11810,Dec-13,0.0,0.0,62152000.0,0.0,177.0,351141.2429378531,0.0
84,(주)STX,11810,Dec-14,0.0,0.0,57120000.0,0.0,124.0,460645.1612903226,0.0
85,(주)STX,11810,Dec-15,0.0,125000.0,53714000.0,0.0,127.0,422944.88188976375,-984.2519685039371
86,(주)STX,11810,Dec-16,0.0,234000.0,30798000.0,0.0,120.0,256650.0,-1950.0
87,(주)STX,11810,Dec-17,26090000.0,364000.0,29631000.0,0.0,119.0,249000.0,216184.87394957984
88,(주)STX,11810,Dec-18,0.0,16000.0,28464000.0,0.0,110.0,258763.63636363635,-145.45454545454547
89,(주)STX,11810,Dec-19,0.0,69000.0,43245000.0,0.0,116.0,372801.724137931,-594.8275862068965
90,(주)TCC스틸,2710,Dec-11,0.0,1119494.0,75283350.0,1119494.0,315.0,235440.8126984127,-3553.949206349206
91,(주)TCC스틸,2710,Dec-12,0.0,16963339.0,71554979.0,743100.0,319.0,221980.8119122257,-53176.61128526646
92,(주)TCC스틸,2710,Dec-13,0.0,4938140.0,71255687.0,0.0,311.0,229117.9646302251,-15878.263665594855
93,(주)TCC스틸,2710,Dec-14,0.0,3997004.0,68743151.0,0.0,306.0,224650.8202614379,-13062.1045751634
94,(주)TCC스틸,2710,Dec-15,106445325.0,0.0,50635593.0,0.0,281.0,180197.83985765124,378808.98576512455
95,(주)TCC스틸,2710,Dec-16,0.0,101346.0,43730610.0,101346.0,277.0,157506.36823104694,-365.87003610108303
96,(주)TCC스틸,2710,Dec-17,0.0,19800.0,45541678.0,19800.0,283.0,160854.6925795053,-69.96466431095406
97,(주)TCC스틸,2710,Dec-18,0.0,306250.0,43204124.0,306250.0,277.0,154865.97111913358,-1105.595667870036
98,(주)TCC스틸,2710,Dec-19,0.0,2512043.0,47129444.0,2512043.0,275.0,162245.09454545454,-9134.701818181818
99,(주)가비아,79940,Dec-11,0.0,0.0,7163470.0,0.0,191.0,37505.07853403141,0.0
100,(주)가비아,79940,Dec-12,1448018.0,0.0,23749485.0,0.0,211.0,112556.8009478673,6862.644549763033
101,(주)가비아,79940,Dec-13,0.0,0.0,22732962.0,0.0,228.0,99705.97368421052,0.0
102,(주)가비아,79940,Dec-14,2512377.0,0.0,22313113.0,0.0,247.0,90336.4898785425,10171.566801619434
103,(주)가비아,79940,Dec-15,0.0,0.0,22210592.0,0.0,262.0,84773.25190839695,0.0
104,(주)가비아,79940,Dec-16,0.0,0.0,22429866.0,0.0,268.0,83693.52985074627,0.0
105,(주)가비아,79940,Dec-17,0.0,579154.0,22362004.0,435654.0,275.0,79732.18181818182,-2106.0145454545454
106,(주)가비아,79940,Dec-18,0.0,3862712.0,24425180.0,1738220.0,280.0,81024.85714285714,-13795.4
107,(주)가비아,79940,Dec-19,0.0,21744142.0,39724951.0,9795289.0,277.0,108049.32129963899,-78498.70758122744
108,(주)강스템바이오텍,217730,Dec-15,,,2980005.0,0.0,62.0,48064.596774193546,
109,(주)강스템바이오텍,217730,Dec-16,,,4039297.0,1068262.0,79.0,37608.037974683546,
110,(주)강스템바이오텍,217730,Dec-17,0.0,7327062.0,12480829.0,7327062.0,75.0,68716.89333333333,-97694.16
111,(주)강스템바이오텍,217730,Dec-18,0.0,9547126.0,14220013.0,9547126.0,89.0,52504.348314606745,-107271.0786516854
112,(주)강스템바이오텍,217730,Dec-19,0.0,25963956.0,22738650.0,18450622.0,102.0,42039.490196078434,-254548.58823529413
113,(주)강원랜드,35250,Dec-11,0.0,111936204.0,1302068954.0,110537110.0,3145.0,378865.4511923688,-35591.797774244835
114,(주)강원랜드,35250,Dec-12,0.0,34660762.0,1334113267.0,22045367.0,3184.0,412081.6268844221,-10885.917713567838
115,(주)강원랜드,35250,Dec-13,0.0,70878212.0,1327018456.0,25757113.0,3657.0,355827.5479901559,-19381.518184304074
116,(주)강원랜드,35250,Dec-14,0.0,72921157.0,1284798892.0,41557550.0,3591.0,346210.343079922,-20306.643553327765
117,(주)강원랜드,35250,Dec-15,0.0,63789006.0,1253601276.0,32826352.0,3620.0,337230.64198895026,-17621.27237569061
118,(주)강원랜드,35250,Dec-16,0.0,52323443.0,1254129261.0,52323443.0,3629.0,331167.2135574538,-14418.143565720584
119,(주)강원랜드,35250,Dec-17,0.0,93200856.0,1253403658.0,93200856.0,3693.0,314162.68670457625,-25237.166531275387
120,(주)강원랜드,35250,Dec-18,0.0,29571131.0,1299058388.0,29571131.0,5194.0,244414.18117058143,-5693.32518290335
121,(주)강원랜드,35250,Dec-19,0.0,37071729.0,1353732478.0,36221457.0,5147.0,255976.4952399456,-7202.589663881873
122,(주)강원에너지,114190,Nov-11,,,3912294.0,0.0,94.0,41620.14893617021,
123,(주)강원에너지,114190,Dec-12,,,4416402.0,203000.0,101.0,41716.851485148516,
124,(주)강원에너지,114190,Dec-13,,,4787448.0,585000.0,112.0,37521.857142857145,
125,(주)강원에너지,114190,Dec-14,,,10004091.0,261301.0,147.0,66277.48299319728,
126,(주)강원에너지,114190,Dec-15,0.0,2774080.0,9712091.0,6048.0,133.0,72977.76691729324,-20857.744360902256
127,(주)강원에너지,114190,Dec-16,0.0,4973974.0,9490734.0,47700.0,126.0,74944.71428571429,-39475.98412698413
128,(주)강원에너지,114190,Dec-17,0.0,6052413.0,9242859.0,47700.0,137.0,67117.94890510949,-44178.19708029197
129,(주)강원에너지,114190,Dec-18,0.0,6052413.0,8853092.0,47700.0,119.0,73994.89075630253,-50860.61344537815
130,(주)강원에너지,114190,Dec-19,0.0,7635782.0,9089689.0,628097.0,107.0,79080.29906542056,-71362.44859813084
131,(주)갤럭시아에스엠,11420,Dec-11,0.0,0.0,263856.0,0.0,37.0,7131.243243243243,0.0
132,(주)갤럭시아에스엠,11420,Dec-12,0.0,0.0,244196.0,0.0,40.0,6104.9,0.0
133,(주)갤럭시아에스엠,11420,Dec-13,0.0,0.0,258052.0,0.0,50.0,5161.04,0.0
134,(주)갤럭시아에스엠,11420,Dec-14,0.0,0.0,170073.0,0.0,63.0,2699.5714285714284,0.0
135,(주)갤럭시아에스엠,11420,Dec-15,0.0,0.0,428742.0,0.0,93.0,4610.129032258064,0.0
136,(주)갤럭시아에스엠,11420,Dec-16,0.0,0.0,468225.0,0.0,107.0,4375.934579439252,0.0
137,(주)갤럭시아에스엠,11420,Dec-17,0.0,0.0,348574.0,0.0,126.0,2766.4603174603176,0.0
138,(주)갤럭시아에스엠,11420,Dec-18,0.0,0.0,251603.0,0.0,111.0,2266.6936936936936,0.0
139,(주)갤럭시아에스엠,11420,Dec-19,0.0,0.0,511985.0,0.0,121.0,4231.280991735537,0.0
140,(주)경농,2100,Dec-11,0.0,0.0,47135730.0,0.0,308.0,153038.08441558442,0.0
141,(주)경농,2100,Dec-12,0.0,383245.0,51459712.0,83245.0,306.0,167896.95098039217,-1252.4346405228757
142,(주)경농,2100,Dec-13,0.0,8137067.0,55088070.0,6326560.0,311.0,156789.42122186496,-26164.202572347265
143,(주)경농,2100,Dec-14,0.0,9686293.0,60743502.0,5476824.0,340.0,162549.05294117646,-28489.09705882353
144,(주)경농,2100,Dec-15,0.0,3166422.0,60862714.0,2761189.0,346.0,167923.48265895955,-9151.508670520232
145,(주)경농,2100,Dec-16,0.0,11266818.0,60986166.0,1112074.0,335.0,178728.6328358209,-33632.292537313435
146,(주)경농,2100,Dec-17,0.0,4576770.0,61075339.0,3321824.0,338.0,170868.3875739645,-13540.739644970414
147,(주)경농,2100,Dec-18,0.0,213523.0,67819776.0,0.0,350.0,193770.78857142857,-610.0657142857143
148,(주)경농,2100,Dec-19,0.0,461623.0,64128521.0,458026.0,362.0,175885.3453038674,-1275.2016574585634
149,(주)경동나비엔,9450,Dec-11,0.0,8018545.0,71463183.0,7244177.0,699.0,91872.68383404864,-11471.45207439199
150,(주)경동나비엔,9450,Dec-12,0.0,18288529.0,86003940.0,18174812.0,784.0,86516.74489795919,-23327.20535714286
151,(주)경동나비엔,9450,Dec-13,0.0,72091473.0,148703601.0,70075011.0,722.0,108903.86426592797,-99849.68559556786
152,(주)경동나비엔,9450,Dec-14,4513206.0,7605975.0,133081097.0,2466353.0,763.0,171185.77195281783,-4053.43250327654
153,(주)경동나비엔,9450,Dec-15,0.0,4694373.0,134166342.0,36250.0,797.0,168293.7164366374,-5890.053952321205
154,(주)경동나비엔,9450,Dec-16,0.0,8583811.0,138398427.0,1584336.0,911.0,150180.12184412734,-9422.405049396268
155,(주)경동나비엔,9450,Dec-17,0.0,15007431.0,143721378.0,1229289.0,975.0,146145.73230769232,-15392.236923076924
156,(주)경동나비엔,9450,Dec-18,0.0,26585282.0,157575992.0,2659580.0,1073.0,144376.89841565702,-24776.5908667288
157,(주)경동나비엔,9450,Dec-19,0.0,9108279.0,165763623.0,5426129.0,1167.0,137392.88260497001,-7804.866323907455
158,(주)경동도시가스,267290,Dec-17,0.0,4158117.0,316263778.0,4158117.0,270.0,1155946.8925925926,-15400.433333333332
159,(주)경동도시가스,267290,Dec-18,0.0,3393277.0,320275132.0,3393277.0,277.0,1143977.8158844765,-12250.097472924188
160,(주)경동도시가스,267290,Dec-19,0.0,8157820.0,325567581.0,8157820.0,278.0,1141761.7302158272,-29344.676258992808
161,(주)경동인베스트,12320,Dec-11,0.0,1877929.0,265516704.0,1877929.0,277.0,951764.5306859206,-6779.527075812274
162,(주)경동인베스트,12320,Dec-12,0.0,3185849.0,279769365.0,566219.0,284.0,983109.6690140845,-11217.778169014084
163,(주)경동인베스트,12320,Dec-13,0.0,4888482.0,293643578.0,1641063.0,289.0,1010389.3252595155,-16915.162629757786
164,(주)경동인베스트,12320,Dec-14,0.0,34044603.0,299563689.0,1062458.0,282.0,1058515.0035460992,-120725.5425531915
165,(주)경동인베스트,12320,Dec-15,0.0,65029399.0,317414775.0,1586269.0,287.0,1100447.756097561,-226583.27177700348
166,(주)경동인베스트,12320,Dec-16,0.0,988138.0,320740081.0,988138.0,286.0,1118013.7867132868,-3455.027972027972
167,(주)경동인베스트,12320,Dec-17,0.0,0.0,9664453.0,0.0,11.0,878586.6363636364,0.0
168,(주)경동인베스트,12320,Dec-18,0.0,0.0,12131746.0,0.0,13.0,933211.2307692308,0.0
169,(주)경동인베스트,12320,Dec-19,0.0,0.0,2798610.0,0.0,12.0,233217.5,0.0
170,(주)경방,50,Dec-11,0.0,1268081.0,307701501.0,992682.0,593.0,517215.5463743676,-2138.41652613828
171,(주)경방,50,Dec-12,0.0,11609300.0,301773723.0,795823.0,579.0,519823.6614853195,-20050.604490500864
172,(주)경방,50,Dec-13,0.0,491110.0,280675994.0,35500.0,676.0,415148.6597633136,-726.4940828402367
173,(주)경방,50,Dec-14,0.0,14367607.0,269480797.0,0.0,679.0,396878.93519882177,-21159.951399116348
174,(주)경방,50,Dec-15,0.0,0.0,258275719.0,0.0,615.0,419960.51869918697,0.0
175,(주)경방,50,Dec-16,0.0,4119815.0,248710695.0,0.0,574.0,433293.893728223,-7177.378048780488
176,(주)경방,50,Dec-17,0.0,31288305.0,229435458.0,0.0,503.0,456134.111332008,-62203.38966202783
177,(주)경방,50,Dec-18,0.0,8604420.0,214332809.0,0.0,462.0,463923.829004329,-18624.285714285714
178,(주)경방,50,Dec-19,164146930.0,10999934.0,64860661.0,4981471.0,259.0,231193.7837837838,591301.1428571428
179,(주)경보제약,214390,Dec-15,,,74892236.0,2382400.0,398.0,182185.51758793968,
180,(주)경보제약,214390,Dec-16,,,83949070.0,253350.0,416.0,201191.63461538462,
181,(주)경보제약,214390,Dec-17,,,78497115.0,110810.0,410.0,191186.10975609755,
182,(주)경보제약,214390,Dec-18,,,76497132.0,687000.0,450.0,168466.96,
183,(주)경보제약,214390,Dec-19,,,88116421.0,3088918.0,494.0,172120.45141700405,
184,(주)경인양행,12610,Dec-11,0.0,856441.0,69431560.0,8000.0,378.0,183660.21164021164,-2265.7169312169312
185,(주)경인양행,12610,Dec-12,0.0,33200.0,67259638.0,33200.0,367.0,183178.3051771117,-90.46321525885558
186,(주)경인양행,12610,Dec-13,0.0,709553.0,72282759.0,517400.0,431.0,166508.9535962877,-1646.294663573086
187,(주)경인양행,12610,Dec-14,0.0,10961.0,77811393.0,10960.0,440.0,176819.16590909092,-24.911363636363635
188,(주)경인양행,12610,Dec-15,0.0,715567.0,76154669.0,715566.0,469.0,160850.96588486142,-1525.72921108742
189,(주)경인양행,12610,Dec-16,0.0,6705222.0,77953872.0,4952266.0,486.0,150209.06584362139,-13796.753086419752
190,(주)경인양행,12610,Dec-17,0.0,1820834.0,86525558.0,1652336.0,517.0,164164.83945841392,-3521.9226305609286
191,(주)경인양행,12610,Dec-18,0.0,5415837.0,90678289.0,2860150.0,619.0,141870.98384491116,-8749.332794830372
192,(주)경인양행,12610,Dec-19,0.0,28559797.0,119519529.0,28509395.0,617.0,147504.26904376014,-46288.16369529984
193,(주)고려시멘트,198440,Dec-14,,,,,,,
194,(주)고려시멘트,198440,Dec-15,,,,,,,
195,(주)고려시멘트,198440,Dec-16,,,,,,,
196,(주)고려시멘트,198440,Dec-17,,,47901220.0,1051906.0,110.0,425902.85454545455,
197,(주)고려시멘트,198440,Dec-18,,,48776544.0,606140.0,112.0,430092.89285714284,
198,(주)고려시멘트,198440,Dec-19,,,51139394.0,1102999.0,97.0,515839.1237113402,
199,(주)고영테크놀러지,98460,Dec-11,0.0,1005353.0,14869610.0,1005353.0,162.0,85581.83333333333,-6205.882716049383
200,(주)고영테크놀러지,98460,Dec-12,0.0,0.0,15336664.0,864368.0,202.0,71645.02970297029,0.0
201,(주)고영테크놀러지,98460,Dec-13,0.0,686155.0,14690294.0,686155.0,224.0,62518.47767857143,-3063.191964285714
202,(주)고영테크놀러지,98460,Dec-14,2344631.0,0.0,19812580.0,0.0,284.0,69762.60563380281,8255.742957746479
203,(주)고영테크놀러지,98460,Dec-15,0.0,0.0,19340953.0,0.0,307.0,62999.84690553746,0.0
204,(주)고영테크놀러지,98460,Dec-16,0.0,0.0,23462507.0,0.0,315.0,74484.1492063492,0.0
205,(주)고영테크놀러지,98460,Dec-17,0.0,0.0,24158929.0,0.0,340.0,71055.67352941177,0.0
206,(주)고영테크놀러지,98460,Dec-18,0.0,586717.0,32377941.0,586717.0,408.0,77919.66666666667,-1438.0318627450981
207,(주)고영테크놀러지,98460,Dec-19,0.0,1418345.0,35418136.0,1216523.0,473.0,72307.84989429175,-2998.615221987315
208,(주)골드앤에스,35290,Dec-11,0.0,0.0,995140.0,0.0,161.0,6180.993788819876,0.0
209,(주)골드앤에스,35290,Dec-12,0.0,0.0,851327.0,0.0,157.0,5422.464968152866,0.0
210,(주)골드앤에스,35290,Dec-13,0.0,0.0,810357.0,0.0,114.0,7108.394736842105,0.0
211,(주)골드앤에스,35290,Dec-14,0.0,0.0,502559.0,0.0,74.0,6791.3378378378375,0.0
212,(주)골드앤에스,35290,Dec-15,0.0,0.0,299779.0,0.0,52.0,5764.9807692307695,0.0
213,(주)골드앤에스,35290,Dec-16,0.0,0.0,193816.0,0.0,60.0,3230.266666666667,0.0
214,(주)골드앤에스,35290,Dec-17,0.0,225000.0,336869.0,225000.0,47.0,2380.191489361702,-4787.234042553191
215,(주)골드앤에스,35290,Dec-18,0.0,547793.0,11191043.0,547793.0,61.0,174479.50819672132,-8980.213114754099
216,(주)골드앤에스,35290,Dec-19,0.0,3215877.0,3722968.0,3215877.0,49.0,10348.795918367347,-65630.14285714286
217,(주)골드퍼시픽,38530,Dec-11,,,10069863.0,0.0,59.0,170675.64406779662,
218,(주)골드퍼시픽,38530,Dec-12,,,8743387.0,0.0,70.0,124905.52857142857,
219,(주)골드퍼시픽,38530,Dec-13,0.0,0.0,7249195.0,0.0,56.0,129449.91071428571,0.0
220,(주)골드퍼시픽,38530,Dec-14,0.0,0.0,5643164.0,0.0,22.0,256507.45454545456,0.0
221,(주)골드퍼시픽,38530,Dec-15,0.0,0.0,2580222.0,0.0,45.0,57338.26666666667,0.0
222,(주)골드퍼시픽,38530,Dec-16,,,1333057.0,0.0,96.0,13886.010416666666,
223,(주)골드퍼시픽,38530,Dec-17,,,1297094.0,0.0,30.0,43236.46666666667,
224,(주)골드퍼시픽,38530,Dec-18,0.0,0.0,83408.0,0.0,26.0,3208.0,0.0
225,(주)골드퍼시픽,38530,Dec-19,,,908909.0,0.0,56.0,16230.517857142857,
226,(주)골프존,215000,Dec-15,0.0,315424.0,74039599.0,315424.0,266.0,277158.55263157893,-1185.8045112781954
227,(주)골프존,215000,Dec-16,0.0,1052532.0,69486714.0,1902531.0,280.0,241372.08214285714,-3759.042857142857
228,(주)골프존,215000,Dec-17,0.0,1536294.0,66800539.0,1873793.0,244.0,266093.2213114754,-6296.286885245901
229,(주)골프존,215000,Dec-18,0.0,4058657.0,81753994.0,4084449.0,470.0,165254.3510638298,-8635.440425531915
230,(주)골프존,215000,Dec-19,0.0,3931002.0,110267389.0,3816277.0,398.0,267465.10552763817,-9876.88944723618
231,(주)골프존뉴딘홀딩스,121440,Dec-11,0.0,183263.0,49239742.0,161565.0,440.0,111541.31136363637,-416.5068181818182
232,(주)골프존뉴딘홀딩스,121440,Dec-12,0.0,4276584.0,136357274.0,3745339.0,563.0,235545.17761989342,-7596.063943161634
233,(주)골프존뉴딘홀딩스,121440,Dec-13,0.0,16688544.0,136081977.0,16762949.0,459.0,259954.30936819172,-36358.48366013072
234,(주)골프존뉴딘홀딩스,121440,Dec-14,0.0,24004610.0,178117980.0,501520.0,417.0,425938.7529976019,-57565.01199040767
235,(주)골프존뉴딘홀딩스,121440,Dec-15,0.0,340740.0,98347480.0,133200.0,142.0,691649.8591549295,-2399.5774647887324
236,(주)골프존뉴딘홀딩스,121440,Dec-16,0.0,2625852.0,98552925.0,1487569.0,164.0,591861.9268292683,-16011.292682926829
