,회사명,거래소코드,회계년도,유동자산(IFRS연결),자산(IFRS연결),유동자산(IFRS개별),자산(IFRS개별),유동자산구성비율(개별),유동자산구성비율(연결)
177,(주)경방,50,Dec-18,120711492.0,1301792841.0,88159568.0,1226545382.0,7.1876319697398685,9.272711309986379
178,(주)경방,50,Dec-19,264861016.0,1370742491.0,223798878.0,1296265431.0,17.264895957871147,19.322448799757826
179,(주)경보제약,214390,Dec-15,,,105108130.0,195488457.0,53.76692394681902,
180,(주)경보제약,214390,Dec-16,,,102226920.0,203735980.0,50.1761740856966,
181,(주)경보제약,214390,Dec-17,,,110638039.0,204869399.0,54.004179999571335,
182,(주)경보제약,214390,Dec-18,,,128936315.0,221622993.0,58.17822115596102,
183,(주)경보제약,214390,Dec-19,,,124176490.0,237816742.0,52.215201064355675,
184,(주)경인양행,12610,Dec-11,166259207.0,319596954.0,99039937.0,245825940.0,40.28864366388673,52.021524272725074
185,(주)경인양행,12610,Dec-12,146242797.0,287452678.0,94723927.0,241045608.0,39.29709725306424,50.875433834017024
186,(주)경인양행,12610,Dec-13,175887375.0,316944796.0,123143650.0,274570963.0,44.84948031449342,55.49464046098426
187,(주)경인양행,12610,Dec-14,164606526.0,313039125.0,107227115.0,267331084.0,40.11023087760344,52.583371487509744
188,(주)경인양행,12610,Dec-15,176664098.0,326687437.0,113173448.0,273778266.0,41.33763050424171,54.077407941463015
189,(주)경인양행,12610,Dec-16,191409058.0,344298515.0,126364739.0,290035389.0,43.56873119369581,55.59392494039657
190,(주)경인양행,12610,Dec-17,193184742.0,357951470.0,125062666.0,296909084.0,42.12153576277915,53.96953447348602
191,(주)경인양행,12610,Dec-18,234817064.0,412996589.0,165167110.0,344908257.0,47.88725890085026,56.856901546952
192,(주)경인양행,12610,Dec-19,251884675.0,472081003.0,172620331.0,381063538.0,45.29961903623537,53.3562404331699
193,(주)고려시멘트,198440,Dec-14,,,,,,
194,(주)고려시멘트,198440,Dec-15,,,,,,
195,(주)고려시멘트,198440,Dec-16,,,,,,
196,(주)고려시멘트,198440,Dec-17,,,38542950.0,115881620.0,33.26062407481014,
197,(주)고려시멘트,198440,Dec-18,,,49955334.0,127536833.0,39.16933863333426,
198,(주)고려시멘트,198440,Dec-19,,,46591282.0,127035573.0,36.67577584744708,
199,(주)고영테크놀러지,98460,Dec-11,63304178.0,87006201.0,61560094.0,87017886.0,70.74418470703827,72.75823708243507
200,(주)고영테크놀러지,98460,Dec-12,77857574.0,103351965.0,75787332.0,103019642.0,73.56590503391577,75.33245642692908
201,(주)고영테크놀러지,98460,Dec-13,94895999.0,120951617.0,93556579.0,121329325.0,77.10961797570373,78.45781755856972
