,회사명,거래소코드,회계년도,당기순이익(IFRS연결),당기자본(IFRS연결),전기자본(IFRS연결),당기순이익(IFRS개별),당기자본(IFRS개별),전기자본(IFRS개별),총자본순이익률(개별),총자본순이익률(연결)
120,(주)강원랜드,35250,Dec-18,297236881.0,3586777089.0,3586777089.0,297320114.0,3586452533.0,3586452533.0,8.290089197173826,8.287018502252955
121,(주)강원랜드,35250,Dec-19,334653892.0,3717759076.0,3717759076.0,335609508.0,3718433001.0,3718433001.0,9.02556286236015,9.001494856413874
122,(주)강원에너지,114190,Nov-11,,,,5754715.0,24502434.0,24502434.0,23.486299361116533,
123,(주)강원에너지,114190,Dec-12,,,,8974549.0,36107930.0,36107930.0,24.85478674629091,
124,(주)강원에너지,114190,Dec-13,,,,3922208.0,45877155.0,45877155.0,8.549370596324032,
125,(주)강원에너지,114190,Dec-14,,,50445491.0,1123194.0,50445491.0,50445491.0,2.226549841689518,
126,(주)강원에너지,114190,Dec-15,102482.0,56583901.0,56583901.0,885783.0,54880924.0,54880924.0,1.6140089040774896,0.18111511965214275
127,(주)강원에너지,114190,Dec-16,-1125371.0,55088690.0,55088690.0,-762058.0,53746356.0,53746356.0,-1.4178784511455995,-2.0428349267336
128,(주)강원에너지,114190,Dec-17,-6451819.0,48303010.0,48303010.0,-6291307.0,47117020.0,47117020.0,-13.35251465394034,-13.356970921687902
129,(주)강원에너지,114190,Dec-18,1708887.0,50203707.0,50203707.0,1977524.0,49286354.0,49286354.0,4.012315457540235,3.4039060103669234
130,(주)강원에너지,114190,Dec-19,-35647438.0,21124556.0,20822913.0,-33460765.0,22904034.0,22602390.0,-147.0595228489059,-169.96228306408665
131,(주)갤럭시아에스엠,11420,Dec-11,2909464.0,25274017.0,25274017.0,3000743.0,24539613.0,24539613.0,12.22815942533405,11.511680157530954
132,(주)갤럭시아에스엠,11420,Dec-12,389023.0,25907252.0,25907252.0,223810.0,25153401.0,25153401.0,0.8897802726557732,1.50159885733925
133,(주)갤럭시아에스엠,11420,Dec-13,-1736750.0,21493102.0,21493102.0,-1420345.0,22472626.0,22472626.0,-6.320333903122847,-8.080499501654065
134,(주)갤럭시아에스엠,11420,Dec-14,-255270.0,23205508.0,23205508.0,-931106.0,23402468.0,23402468.0,-3.9786658398592833,-1.1000405593361713
135,(주)갤럭시아에스엠,11420,Dec-15,1863773.0,49739042.0,49739042.0,2575902.0,50665218.0,49739042.0,5.131061172105646,3.7471027286774037
136,(주)갤럭시아에스엠,11420,Dec-16,-1562620.0,44846832.0,44846832.0,-1562620.0,44846832.0,44846832.0,-3.484348682644964,-3.484348682644964
137,(주)갤럭시아에스엠,11420,Dec-17,-5899738.0,40494336.0,40494336.0,-5899738.0,40494336.0,40494336.0,-14.569291863434925,-14.569291863434925
138,(주)갤럭시아에스엠,11420,Dec-18,-16003255.0,26472162.0,26472162.0,-15678085.0,26797332.0,26797332.0,-58.50614158155744,-60.45314697001325
139,(주)갤럭시아에스엠,11420,Dec-19,-1375316.0,21798750.0,,-1375316.0,21798750.0,21798750.0,-6.309150754056998,
140,(주)경농,2100,Dec-11,509664.0,142986220.0,142986220.0,3154155.0,146016982.0,146016982.0,2.160128881447502,0.3564427397269471
141,(주)경농,2100,Dec-12,10310339.0,151738994.0,,6590012.0,151500247.0,151500247.0,4.349835812478906,
142,(주)경농,2100,Dec-13,13950249.0,163157512.0,163157512.0,13751960.0,162696463.0,162696463.0,8.452525486064193,8.550172669953437
143,(주)경농,2100,Dec-14,7099305.0,168915900.0,168915900.0,9271741.0,168998955.0,168998955.0,5.486271202091161,4.202863673579574
144,(주)경농,2100,Dec-15,6980392.0,174667648.0,174667648.0,6488880.0,173056378.0,173056378.0,3.749575759640595,3.9963851806145576
145,(주)경농,2100,Dec-16,6365805.0,183969132.0,183969132.0,5770891.0,176722752.0,176722752.0,3.2655053945742085,3.46025712617919
146,(주)경농,2100,Dec-17,10079442.0,192152986.0,192152986.0,11539079.0,182959158.0,182959158.0,6.3069152296820254,5.245529725986147
147,(주)경농,2100,Dec-18,4878426.0,201453891.0,201453891.0,9613575.0,187066687.0,187066687.0,5.139116511963458,2.421609220742229
148,(주)경농,2100,Dec-19,4014664.0,201885272.0,201885272.0,7061857.0,190892614.0,190892614.0,3.699387237685372,1.9885868643255957
149,(주)경동나비엔,9450,Dec-11,9467023.0,168114574.0,168114574.0,9445090.0,143268094.0,143268094.0,6.592598349217936,5.631292263810513
150,(주)경동나비엔,9450,Dec-12,9169965.0,175875394.0,,9214927.0,152201349.0,152201349.0,6.054431882860644,
151,(주)경동나비엔,9450,Dec-13,11129597.0,187280988.0,187280988.0,9251575.0,161494784.0,161494784.0,5.7287144332785385,5.94272655161345
152,(주)경동나비엔,9450,Dec-14,9380054.0,190021880.0,190021880.0,9082312.0,167984480.0,167984480.0,5.406637565565581,4.936302072161374
153,(주)경동나비엔,9450,Dec-15,16752000.0,206076609.0,206076609.0,19320742.0,185208256.0,185208256.0,10.431901048730786,8.129015748701494
154,(주)경동나비엔,9450,Dec-16,37469924.0,238762190.0,238762190.0,28636194.0,210193123.0,210193123.0,13.62375399884039,15.693407737632159
155,(주)경동나비엔,9450,Dec-17,27019124.0,256506497.0,256506497.0,16291264.0,222028494.0,222028494.0,7.3374654336033105,10.53350473224076
156,(주)경동나비엔,9450,Dec-18,24748538.0,280103616.0,280103616.0,22818064.0,240355951.0,240355951.0,9.49344665903446,8.835493933787703
157,(주)경동나비엔,9450,Dec-19,27852090.0,301042624.0,301042624.0,20474157.0,254559521.0,254559521.0,8.042974358048074,9.25187590711407
158,(주)경동도시가스,267290,Dec-17,17798556.0,294331882.0,294331882.0,17678888.0,292628586.0,292628586.0,6.041408408404775,6.047104336457849
159,(주)경동도시가스,267290,Dec-18,34164798.0,320490074.0,320490074.0,33981432.0,318760537.0,318760537.0,10.66048900526228,10.6601735191337
160,(주)경동도시가스,267290,Dec-19,24638348.0,339612043.0,339612043.0,24355132.0,337701666.0,337701666.0,7.212026013516913,7.254851089011587
161,(주)경동인베스트,12320,Dec-11,30327559.0,407862543.0,407862543.0,50053289.0,412912132.0,412912132.0,12.122019461515846,7.4357303754662265
162,(주)경동인베스트,12320,Dec-12,42879202.0,446509347.0,446509347.0,56917580.0,468921996.0,468921996.0,12.137963346893201,9.603203670448583
163,(주)경동인베스트,12320,Dec-13,49841905.0,498740561.0,500659801.0,46253877.0,516833582.0,516833582.0,8.949472056558431,9.974362006484846
164,(주)경동인베스트,12320,Dec-14,75930406.0,607451423.0,607451423.0,44839494.0,560802056.0,560802056.0,7.995600857782875,12.499831776671959
165,(주)경동인베스트,12320,Dec-15,-21251390.0,576479441.0,576479441.0,-6095609.0,548528455.0,548528455.0,-1.1112657774517822,-3.6864090006637373
166,(주)경동인베스트,12320,Dec-16,19132415.0,587924566.0,587924566.0,16356641.0,556247783.0,556247783.0,2.94053145017209,3.2542295570619175
167,(주)경동인베스트,12320,Dec-17,51930860.0,400403090.0,400403090.0,7248447.0,309789000.0,309789000.0,2.339801284099823,12.96964516432678
168,(주)경동인베스트,12320,Dec-18,29827973.0,397867310.0,407855604.0,1574966.0,310422538.0,310422538.0,0.5073620008866753,7.404027484317021
169,(주)경동인베스트,12320,Dec-19,8856009.0,414533638.0,414533638.0,-917643.0,308309156.0,308309156.0,-0.2976372845702967,2.136378857630849
170,(주)경방,50,Dec-11,-1131177.0,629704391.0,629704391.0,-1822388.0,676624221.0,676624221.0,-0.2693353183997237,-0.17963619377080062
171,(주)경방,50,Dec-12,-7910168.0,620704205.0,620704205.0,-7074187.0,669735441.0,669735441.0,-1.056265887532746,-1.2743860821758086
172,(주)경방,50,Dec-13,14574395.0,636438555.0,636438555.0,15103835.0,685569176.0,685569176.0,2.2031088223838116,2.2899924722505225
173,(주)경방,50,Dec-14,11488471.0,647668814.0,647668814.0,14235818.0,651570419.0,651570419.0,2.18484719147448,1.773818771518
174,(주)경방,50,Dec-15,16692163.0,662952918.0,662952918.0,21604723.0,671770865.0,671770865.0,3.2160851453419315,2.5178504456028357
175,(주)경방,50,Dec-16,29474988.0,679843399.0,679843399.0,30977743.0,690245544.0,690245544.0,4.487930892024708,4.335555518131905
176,(주)경방,50,Dec-17,25315361.0,699134073.0,699134073.0,25679379.0,710964923.0,710964923.0,3.611905196622478,3.620959409312039
177,(주)경방,50,Dec-18,20189241.0,708769347.0,708769347.0,29198252.0,729185709.0,729185709.0,4.004227131664754,2.8484924024232665
178,(주)경방,50,Dec-19,43621631.0,741553199.0,741553199.0,22223943.0,740731873.0,740731873.0,3.000268222561013,5.882468184187552
179,(주)경보제약,214390,Dec-15,,,,26109623.0,122817151.0,122817151.0,21.25893882687443,
180,(주)경보제약,214390,Dec-16,,,,12705930.0,129402340.0,129402340.0,9.818933722527738,
181,(주)경보제약,214390,Dec-17,,,,17963310.0,141509596.0,141509596.0,12.694057864457475,
182,(주)경보제약,214390,Dec-18,,,,13116049.0,149012165.0,149012165.0,8.801998816673793,
183,(주)경보제약,214390,Dec-19,,,,5285239.0,149163504.0,149163504.0,3.5432521081027972,
184,(주)경인양행,12610,Dec-11,2886360.0,176292506.0,176292506.0,2788642.0,158882273.0,158882273.0,1.7551624528936591,1.6372562087239262
185,(주)경인양행,12610,Dec-12,2093491.0,174988685.0,174988685.0,4475441.0,162112825.0,162112825.0,2.760695213349098,1.196357924513805
186,(주)경인양행,12610,Dec-13,10215710.0,189744314.0,189744314.0,12327177.0,178074513.0,178074513.0,6.922482500345235,5.383934719645934
187,(주)경인양행,12610,Dec-14,10148247.0,198238667.0,198238667.0,9090269.0,186433506.0,186433506.0,4.875877300725118,5.11920663792599
188,(주)경인양행,12610,Dec-15,3670895.0,201125304.0,201125304.0,107330.0,185903130.0,185903130.0,0.05773436950738806,1.8251780989228485
189,(주)경인양행,12610,Dec-16,6837522.0,208293196.0,208293196.0,3724987.0,191021720.0,191021720.0,1.9500332213530485,3.2826429913726036
