,회사명,거래소코드,회계년도,당기자본(IFRS연결),전기자본(IFRS연결),당기자본(IFRS개별),전기자본(IFRS개별),자본증가율(개별),자본증가율(연결)
4590,(주)엑세스바이오인코퍼레이션,950130,Dec-14,68583949.0,68583949.0,57093892.0,57093892.0,0.0,-16.753274151653187
4591,(주)엑세스바이오인코퍼레이션,950130,Dec-15,76882330.0,76882330.0,61665064.0,61665064.0,0.0,-19.79293031311616
4592,(주)엑세스바이오인코퍼레이션,950130,Dec-16,69661000.0,69661000.0,63152029.0,63152029.0,0.0,-9.343780594593824
4593,(주)엑세스바이오인코퍼레이션,950130,Dec-17,54090036.0,54090036.0,55175449.0,55175449.0,0.0,2.0066782725010484
4594,(주)엑세스바이오인코퍼레이션,950130,Dec-18,43414584.0,43414584.0,56572801.0,56572801.0,0.0,30.308287648224365
4595,(주)엑세스바이오인코퍼레이션,950130,Dec-19,27900017.0,27900017.0,57731296.0,57731296.0,0.0,106.92208180374942
4596,(주)엑셈,205100,Dec-14,,,,,,
4597,(주)엑셈,205100,Dec-15,29721636.0,29721636.0,24717097.0,24717097.0,0.0,-16.838033411081412
4598,(주)엑셈,205100,Dec-16,32750106.0,32750106.0,27036055.0,27036055.0,0.0,-17.447427498402604
4599,(주)엑셈,205100,Dec-17,48550587.0,48550587.0,42198432.0,42198432.0,0.0,-13.083580225301901
4600,(주)엑셈,205100,Dec-18,64819253.0,64819253.0,58045444.0,58045444.0,0.0,-10.450304016925344
4601,(주)엑셈,205100,Dec-19,71836354.0,71836354.0,64177084.0,64177084.0,0.0,-10.662108491753358
4602,(주)엑시콘,92870,Dec-15,65558674.0,65558674.0,66230699.0,66230699.0,0.0,1.0250741191013049
4603,(주)엑시콘,92870,Dec-16,70144931.0,70144931.0,70324492.0,70324492.0,0.0,0.2559857104998713
4604,(주)엑시콘,92870,Dec-17,75452361.0,75452361.0,75206685.0,75206685.0,0.0,-0.325604125230754
4605,(주)엑시콘,92870,Dec-18,80571200.0,80571200.0,80781577.0,80781577.0,0.0,0.26110694640269116
4606,(주)엑시콘,92870,Dec-19,74888412.0,74888412.0,74915967.0,74915967.0,0.0,0.03679474469294064
4607,(주)엔바이오니아,317870,Dec-19,,,21553201.0,21553201.0,0.0,
4608,(주)엔씨소프트,36570,Dec-11,868463480.0,868463480.0,964066280.0,964066280.0,0.0,11.008269455383427
4609,(주)엔씨소프트,36570,Dec-12,1020563562.0,1020563562.0,1038823073.0,1038823073.0,0.0,1.7891596055239063
4610,(주)엔씨소프트,36570,Dec-13,1158763181.0,1158763181.0,1169325796.0,1169325796.0,0.0,0.9115421660951029
4611,(주)엔씨소프트,36570,Dec-14,1375594614.0,1375594614.0,1366545165.0,1366545165.0,0.0,-0.6578572573561985
4612,(주)엔씨소프트,36570,Dec-15,1788935273.0,1788935273.0,1794956169.0,1794956169.0,0.0,0.3365630993402675
4613,(주)엔씨소프트,36570,Dec-16,1895507788.0,1895507788.0,1920769414.0,1887102419.0,1.7840576463168674,1.3327102193894973
4614,(주)엔씨소프트,36570,Dec-17,2729239300.0,2729239300.0,2753431587.0,2753431587.0,0.0,0.8864113527897786
4615,(주)엔씨소프트,36570,Dec-18,2378971405.0,2378971405.0,2421947241.0,2421947241.0,0.0,1.8064881280067482
4616,(주)엔씨소프트,36570,Dec-19,2512165431.0,2512165431.0,2502644667.0,2502644667.0,0.0,-0.37898634709777923
4617,(주)엔아이스틸,8260,Dec-11,,,57551005.0,57551005.0,0.0,
4618,(주)엔아이스틸,8260,Dec-12,,,62905405.0,62905405.0,0.0,
4619,(주)엔아이스틸,8260,Dec-13,,,68842829.0,68842829.0,0.0,
4620,(주)엔아이스틸,8260,Dec-14,,,72547044.0,72547044.0,0.0,
4621,(주)엔아이스틸,8260,Dec-15,,,78380632.0,78380632.0,0.0,
4622,(주)엔아이스틸,8260,Dec-16,,,86854093.0,86854093.0,0.0,
4623,(주)엔아이스틸,8260,Dec-17,,,98124275.0,98124275.0,0.0,
4624,(주)엔아이스틸,8260,Dec-18,,,106298897.0,106298897.0,0.0,
4625,(주)엔아이스틸,8260,Dec-19,,,110884711.0,110884711.0,0.0,
4626,(주)엔에스,217820,Dec-15,,21916671.0,21916671.0,21916671.0,0.0,0.0
4627,(주)엔에스,217820,Dec-16,23440374.0,23440374.0,23349158.0,23349158.0,0.0,-0.38914054869601955
4628,(주)엔에스,217820,Dec-17,23860980.0,23860980.0,23280421.0,23280421.0,0.0,-2.4330895042869116
4629,(주)엔에스,217820,Dec-18,27146217.0,27146217.0,25955737.0,25955737.0,0.0,-4.385436099623021
4630,(주)엔에스,217820,Dec-19,32220976.0,32220976.0,30620643.0,30620643.0,0.0,-4.966742782713979
4631,(주)엔에스엔,31860,Dec-11,113409111.0,114293611.0,35815872.0,35815872.0,0.0,-68.66327725002931
4632,(주)엔에스엔,31860,Dec-12,102589603.0,25546456.0,31157352.0,31157352.0,0.0,21.963500534085824
4633,(주)엔에스엔,31860,Dec-13,24500462.0,27598686.0,30185950.0,33284174.0,-9.30839984191887,9.374591239597436
4634,(주)엔에스엔,31860,Dec-14,29516953.0,29516953.0,29856724.0,29856724.0,0.0,1.151104587251936
4635,(주)엔에스엔,31860,Dec-15,23858888.0,23858888.0,22897607.0,22897607.0,0.0,-4.0290268347795575
4636,(주)엔에스엔,31860,Dec-16,23576458.0,23576458.0,25934747.0,25934747.0,0.0,10.002728145169229
4637,(주)엔에스엔,31860,Dec-17,20426598.0,20426598.0,23602218.0,23602218.0,0.0,15.54649482013599
4638,(주)엔에스엔,31860,Dec-18,17305055.0,17305055.0,22461186.0,22461186.0,0.0,29.79551928612767
4639,(주)엔에스엔,31860,Dec-19,22782661.0,22782661.0,29077954.0,29077954.0,0.0,27.631947822073982
4640,(주)엔에이치엔벅스,104200,Dec-11,39731297.0,39731297.0,39648460.0,39648460.0,0.0,-0.20849306782005783
4641,(주)엔에이치엔벅스,104200,Dec-12,36082972.0,,35913319.0,36082972.0,-0.47017468516729366,
4642,(주)엔에이치엔벅스,104200,Dec-13,,,44831213.0,44831213.0,0.0,
4643,(주)엔에이치엔벅스,104200,Dec-14,,,52967130.0,52967130.0,0.0,
4644,(주)엔에이치엔벅스,104200,Dec-15,,76301167.0,76301167.0,76301167.0,0.0,0.0
4645,(주)엔에이치엔벅스,104200,Dec-16,69778241.0,69778241.0,67455039.0,67455039.0,0.0,-3.329407515445965
4646,(주)엔에이치엔벅스,104200,Dec-17,64631576.0,64631576.0,62762740.0,62762740.0,0.0,-2.8915216302322477
4647,(주)엔에이치엔벅스,104200,Dec-18,65921400.0,65921400.0,63420989.0,63420989.0,0.0,-3.793018655550398
4648,(주)엔에이치엔벅스,104200,Dec-19,70078489.0,70078489.0,68140438.0,68140438.0,0.0,-2.765543360959171
4649,(주)엔이능률,53290,Dec-11,44974860.0,44974860.0,45317707.0,45317707.0,0.0,0.7623080983464945
4650,(주)엔이능률,53290,Dec-12,37519611.0,37519611.0,37652619.0,37652619.0,0.0,0.35450260931541777
4651,(주)엔이능률,53290,Dec-13,41663684.0,41663684.0,41860458.0,41860458.0,0.0,0.4722914085081982
4652,(주)엔이능률,53290,Dec-14,43174721.0,43174721.0,43381125.0,43381125.0,0.0,0.47806678356994325
4653,(주)엔이능률,53290,Dec-15,47654658.0,47654658.0,47636275.0,47636275.0,0.0,-0.03857545258220796
4654,(주)엔이능률,53290,Dec-16,56587693.0,56587693.0,56614981.0,56614981.0,0.0,0.048222499545971687
4655,(주)엔이능률,53290,Dec-17,55540629.0,,55398013.0,55540629.0,-0.2567777905432109,
4656,(주)엔이능률,53290,Dec-18,,,56990170.0,56990170.0,0.0,
4657,(주)엔이능률,53290,Dec-19,,,57457463.0,57457463.0,0.0,
4658,(주)엔지스테크널러지,208860,Dec-16,,,9352972.0,9352972.0,0.0,
4659,(주)엔지스테크널러지,208860,Dec-17,,,9368660.0,9368660.0,0.0,
4660,(주)엔지스테크널러지,208860,Dec-18,,10598238.0,10598238.0,10598238.0,0.0,0.0
4661,(주)엔지스테크널러지,208860,Dec-19,25943248.0,25943248.0,9107090.0,9107090.0,0.0,-64.89610707186702
4662,(주)엔지켐생명과학,183490,Dec-18,58816590.0,58816590.0,58564716.0,58564716.0,0.0,-0.42823631903856096
4663,(주)엔지켐생명과학,183490,Dec-19,74040541.0,74040541.0,73183286.0,73183286.0,0.0,-1.1578183903329489
4664,(주)엔케이,85310,Dec-11,160012448.0,160012448.0,144889716.0,144889716.0,0.0,-9.450972214361713
4665,(주)엔케이,85310,Dec-12,153359688.0,150908058.0,139706067.0,137254437.0,1.786193622287044,-7.423056892031568
4666,(주)엔케이,85310,Dec-13,122953627.0,122953627.0,119308931.0,119308931.0,0.0,-2.964285063343425
4667,(주)엔케이,85310,Dec-14,163591663.0,163591663.0,157293813.0,157293813.0,0.0,-3.849737746109966
4668,(주)엔케이,85310,Dec-15,166759937.0,166759937.0,166889059.0,166889059.0,0.0,0.07742986854211154
4669,(주)엔케이,85310,Dec-16,133316428.0,133316428.0,135654807.0,135654807.0,0.0,1.7540066405019559
4670,(주)엔케이,85310,Dec-17,154558677.0,154558677.0,164237074.0,164237074.0,0.0,6.261956421896642
4671,(주)엔케이,85310,Dec-18,120902601.0,120902601.0,126667348.0,126667348.0,0.0,4.768091796470102
4672,(주)엔케이,85310,Dec-19,89696648.0,92510687.0,89764184.0,92578224.0,-3.039634892974391,-2.9688494260127953
4673,(주)엔케이맥스,182400,Dec-15,28757414.0,28757414.0,28757414.0,28757414.0,0.0,0.0
4674,(주)엔케이맥스,182400,Dec-16,40676303.0,40676303.0,38109597.0,38109597.0,0.0,-6.310076901531588
4675,(주)엔케이맥스,182400,Dec-17,39949814.0,39949814.0,39775229.0,39775229.0,0.0,-0.4370107955946878
4676,(주)엔케이맥스,182400,Dec-18,34883686.0,34883686.0,37629370.0,37629370.0,0.0,7.87096868146331
4677,(주)엔케이맥스,182400,Dec-19,107512736.0,107512736.0,114465789.0,114465789.0,0.0,6.467190082484734
4678,(주)엔텔스,69410,Dec-11,,26125290.0,26125290.0,26125290.0,0.0,0.0
4679,(주)엔텔스,69410,Dec-12,34905340.0,34905340.0,34891918.0,34891918.0,0.0,-0.03845256914844697
4680,(주)엔텔스,69410,Dec-13,40966720.0,40966720.0,40865297.0,40865297.0,0.0,-0.24757412846329885
4681,(주)엔텔스,69410,Dec-14,45324051.0,45324051.0,44908485.0,44908485.0,0.0,-0.9168774432806117
4682,(주)엔텔스,69410,Dec-15,42035018.0,42035018.0,42141827.0,42141827.0,0.0,0.2540952878859173
4683,(주)엔텔스,69410,Dec-16,42234485.0,42234485.0,42888679.0,42888679.0,0.0,1.548956972009961
4684,(주)엔텔스,69410,Dec-17,38675684.0,38675684.0,38839634.0,38839634.0,0.0,0.4239097620096288
4685,(주)엔텔스,69410,Dec-18,40680049.0,40680049.0,39586890.0,39586890.0,0.0,-2.6872116107824695
4686,(주)엔텔스,69410,Dec-19,42148581.0,42148581.0,41097004.0,41097004.0,0.0,-2.4949285955795233
4687,(주)엔투텍,227950,Dec-15,,,,,,
4688,(주)엔투텍,227950,Dec-16,,,,,,
4689,(주)엔투텍,227950,Dec-17,,,,,,
4690,(주)엔투텍,227950,Dec-18,13702677.0,13702677.0,13696460.0,13696460.0,0.0,-0.04537069654345771
4691,(주)엔피,291230,Dec-18,,,,,,
4692,(주)엔피,291230,Dec-19,,,,,,
4693,(주)엔피케이,48830,Dec-11,21387312.0,21387312.0,18083519.0,18083519.0,0.0,-15.44744379284316
4694,(주)엔피케이,48830,Dec-12,21611607.0,21611607.0,18898132.0,18898132.0,0.0,-12.555637348023225
4695,(주)엔피케이,48830,Dec-13,22981566.0,22981566.0,20013137.0,20013137.0,0.0,-12.916565389843313
4696,(주)엔피케이,48830,Dec-14,30700788.0,30700788.0,27796370.0,27796370.0,0.0,-9.460402123880343
4697,(주)엔피케이,48830,Dec-15,29740014.0,29740014.0,26769232.0,26769232.0,0.0,-9.989174853784533
4698,(주)엔피케이,48830,Dec-16,31628314.0,31628314.0,29233161.0,29233161.0,0.0,-7.572812765169843
4699,(주)엔피케이,48830,Dec-17,43236237.0,43236237.0,41172194.0,41172194.0,0.0,-4.773872897403166
4700,(주)엔피케이,48830,Dec-18,41476070.0,41476070.0,41830964.0,41830964.0,0.0,0.8556596611009724
4701,(주)엔피케이,48830,Dec-19,40316381.0,40316381.0,42063703.0,42063703.0,0.0,4.334024921532517
4702,(주)엘디티,96870,Dec-11,,,21743880.0,21743879.0,4.598995431592812e-06,
4703,(주)엘디티,96870,Dec-12,,,23494520.0,23494520.0,0.0,
4704,(주)엘디티,96870,Dec-13,,,18884059.0,18884059.0,0.0,
4705,(주)엘디티,96870,Dec-14,,,16601268.0,16601268.0,0.0,
4706,(주)엘디티,96870,Dec-15,,,17014822.0,17014822.0,0.0,
4707,(주)엘디티,96870,Dec-16,,,14617140.0,14617140.0,0.0,
4708,(주)엘디티,96870,Dec-17,,,10852940.0,10852940.0,0.0,
4709,(주)엘디티,96870,Dec-18,,,11280317.0,11280317.0,0.0,
4710,(주)엘디티,96870,Dec-19,,,9881656.0,9881656.0,0.0,
4711,(주)엘아이에스,138690,Dec-11,,36416230.0,36416230.0,36416230.0,0.0,0.0
4712,(주)엘아이에스,138690,Dec-12,22776527.0,22776527.0,22908383.0,22908383.0,0.0,0.5789117893171323
4713,(주)엘아이에스,138690,Dec-13,20801760.0,20801760.0,21270940.0,21270940.0,0.0,2.255482228426814
4714,(주)엘아이에스,138690,Dec-14,10848579.0,10848579.0,10645042.0,10645042.0,0.0,-1.8761627674924028
4715,(주)엘아이에스,138690,Dec-15,52339571.0,50809885.0,54352765.0,52823080.0,2.8958648378701213,6.972816411609671
4716,(주)엘아이에스,138690,Dec-16,50627150.0,50627150.0,47940564.0,47940564.0,0.0,-5.306611176019189
4717,(주)엘아이에스,138690,Dec-17,22226365.0,22226365.0,16631857.0,16631857.0,0.0,-25.170593572093324
4718,(주)엘아이에스,138690,Dec-18,35518286.0,35518286.0,37921383.0,37921383.0,0.0,6.765802268724343
4719,(주)엘아이에스,138690,Dec-19,41827401.0,41827401.0,41735067.0,41735067.0,0.0,-0.22075002938862553
4720,(주)엘앤씨바이오,290650,Dec-18,52799430.0,52799430.0,52598625.0,52598625.0,0.0,-0.38031660569063774
4721,(주)엘앤씨바이오,290650,Dec-19,60270757.0,60270757.0,59116844.0,59116844.0,0.0,-1.9145487089203215
4722,(주)엘앤에프,66970,Dec-11,47241191.0,47241191.0,39386986.0,39386986.0,0.0,-16.625755688504967
4723,(주)엘앤에프,66970,Dec-12,48578013.0,48578013.0,39076284.0,39076284.0,0.0,-19.559731683549913
4724,(주)엘앤에프,66970,Dec-13,51845390.0,51845390.0,43420545.0,43420545.0,0.0,-16.249940447935685
4725,(주)엘앤에프,66970,Dec-14,60899950.0,60899950.0,52758735.0,52758735.0,0.0,-13.368180105238181
4726,(주)엘앤에프,66970,Dec-15,59089214.0,59089214.0,50412615.0,50412615.0,0.0,-14.68389645528201
4727,(주)엘앤에프,66970,Dec-16,87351068.0,87351068.0,91270904.0,91270904.0,0.0,4.487450571296961
4728,(주)엘앤에프,66970,Dec-17,123304860.0,123304860.0,127703399.0,127703399.0,0.0,3.567206515623141
4729,(주)엘앤에프,66970,Dec-18,142989495.0,142989495.0,146095525.0,146095525.0,0.0,2.1722085248290455
4730,(주)엘앤에프,66970,Dec-19,131820533.0,131820533.0,133023802.0,133023802.0,0.0,0.9128084772650737
4731,(주)엘앤케이바이오메드,156100,Dec-16,57500893.0,57500893.0,60429350.0,60429350.0,0.0,5.092889600862378
4732,(주)엘앤케이바이오메드,156100,Dec-17,40398050.0,40398050.0,43836305.0,43836305.0,0.0,8.510942978683374
4733,(주)엘앤케이바이오메드,156100,Dec-18,42051686.0,42051686.0,47198338.0,47198338.0,0.0,12.23887194439719
4734,(주)엘앤케이바이오메드,156100,Dec-19,30867474.0,31081969.0,39183611.0,39398106.0,-0.5444297246167196,26.065407889699642
4735,(주)엘에스,6260,Dec-11,2786068000.0,2786068000.0,1662893000.0,1662893000.0,0.0,-40.31398372186178
4736,(주)엘에스,6260,Dec-12,2890298000.0,2890298000.0,1697531000.0,1697531000.0,0.0,-41.26795922081391
4737,(주)엘에스,6260,Dec-13,3007137000.0,3007137000.0,1725121000.0,1725121000.0,0.0,-42.63244408219512
4738,(주)엘에스,6260,Dec-14,3033108000.0,3033108000.0,1743135000.0,1743135000.0,0.0,-42.52974176982818
4739,(주)엘에스,6260,Dec-15,2953587000.0,2953587000.0,1817572000.0,1817572000.0,0.0,-38.462215604280495
4740,(주)엘에스,6260,Dec-16,3255234000.0,3255234000.0,1822294000.0,1822294000.0,0.0,-44.01956971449672
4741,(주)엘에스,6260,Dec-17,3632110000.0,3632110000.0,1858248000.0,1858248000.0,0.0,-48.8383336407763
4742,(주)엘에스,6260,Dec-18,4359561000.0,4359561000.0,2060030000.0,3265903000.0,-36.92311131102179,-52.74684767571781
4743,(주)엘에스,6260,Dec-19,4271328000.0,4271328000.0,3196354000.0,3196354000.0,0.0,-25.167207950314292
4744,(주)엘에스네트웍스,680,Dec-11,792385103.0,792385103.0,682409673.0,682409673.0,0.0,-13.87903805657487
4745,(주)엘에스네트웍스,680,Dec-12,801207157.0,,694768211.0,694768211.0,0.0,
4746,(주)엘에스네트웍스,680,Dec-13,760111358.0,774151782.0,665921627.0,665921627.0,0.0,-13.980482576735838
4747,(주)엘에스네트웍스,680,Dec-14,769353306.0,769353306.0,643658866.0,643658866.0,0.0,-16.33767464437203
4748,(주)엘에스네트웍스,680,Dec-15,689885574.0,689885574.0,542119840.0,542119840.0,0.0,-21.418875762721783
4749,(주)엘에스네트웍스,680,Dec-16,602932773.0,602932773.0,471155280.0,471155280.0,0.0,-21.856083945199643
4750,(주)엘에스네트웍스,680,Dec-17,622851050.0,622851050.0,479499299.0,479499299.0,0.0,-23.015414520052587
4751,(주)엘에스네트웍스,680,Dec-18,638148487.0,638148487.0,465041744.0,465041744.0,0.0,-27.126404986681422
4752,(주)엘에스네트웍스,680,Dec-19,519411342.0,519296290.0,423435876.0,510285409.0,-17.01979548468728,-18.459676266895727
4753,(주)엘에프,93050,Dec-11,824935983.0,824935983.0,836144983.0,836144983.0,0.0,1.358772102440824
4754,(주)엘에프,93050,Dec-12,874708113.0,874708113.0,904878675.0,904878675.0,0.0,3.44921483539504
4755,(주)엘에프,93050,Dec-13,914947992.0,914947992.0,981050493.0,981050493.0,0.0,7.2247276979651645
4756,(주)엘에프,93050,Dec-14,982963474.0,982963474.0,1066022383.0,1003188088.0,6.263461035035746,8.44984693703887
4757,(주)엘에프,93050,Dec-15,1017555480.0,1017555480.0,1043073452.0,1043073452.0,0.0,2.507772057794824
4758,(주)엘에프,93050,Dec-16,1052185230.0,1052185230.0,1082969127.0,1082969127.0,0.0,2.9257108085427177
4759,(주)엘에프,93050,Dec-17,1103322258.0,1103322258.0,1120390995.0,1120390995.0,0.0,1.5470309672661386
4760,(주)엘에프,93050,Dec-18,1183428503.0,1183428503.0,1186282646.0,1186282646.0,0.0,0.24117578651896565
4761,(주)엘에프,93050,Dec-19,1391539546.0,1391539546.0,1243180957.0,1243180957.0,0.0,-10.661471276648854
4762,(주)엘엑스세미콘,108320,Dec-11,220850247.0,220850247.0,221267173.0,221267173.0,0.0,0.18878222037940873
4763,(주)엘엑스세미콘,108320,Dec-12,255763080.0,255763080.0,256928588.0,256928588.0,0.0,0.45569829703333653
4764,(주)엘엑스세미콘,108320,Dec-13,273931893.0,273931893.0,276016595.0,276016595.0,0.0,0.7610293117640055
4765,(주)엘엑스세미콘,108320,Dec-14,298790617.0,298790617.0,298863516.0,298863516.0,0.0,0.0243980218428419
4766,(주)엘엑스세미콘,108320,Dec-15,347578477.0,347578477.0,347541803.0,347541803.0,0.0,-0.010551286235141788
4767,(주)엘엑스세미콘,108320,Dec-16,380678080.0,380678080.0,380515523.0,380515523.0,0.0,-0.042701959619009244
4768,(주)엘엑스세미콘,108320,Dec-17,412225422.0,412225422.0,411511429.0,411511429.0,0.0,-0.17320450459749281
4769,(주)엘엑스세미콘,108320,Dec-18,446613568.0,446613568.0,445917236.0,445917236.0,0.0,-0.15591375853587408
4770,(주)엘엑스세미콘,108320,Dec-19,472206795.0,472206795.0,471157194.0,471157194.0,0.0,-0.22227570867548252
4771,(주)엘엑스인터내셔널,1120,Dec-11,1354879473.0,1354879473.0,1251874995.0,1251874995.0,0.0,-7.602482733901454
4772,(주)엘엑스인터내셔널,1120,Dec-12,1615613063.0,,1463216173.0,1463216173.0,0.0,
4773,(주)엘엑스인터내셔널,1120,Dec-13,1613497110.0,1613497110.0,1471807500.0,1471807500.0,0.0,-8.781522391446984
4774,(주)엘엑스인터내셔널,1120,Dec-14,1565231283.0,1565231283.0,1417621657.0,1417621657.0,0.0,-9.430531296121558
4775,(주)엘엑스인터내셔널,1120,Dec-15,1543314623.0,1543314623.0,1273925615.0,1229063334.0,3.650119547053393,-17.45522293285495
4776,(주)엘엑스인터내셔널,1120,Dec-16,1645358098.0,1645358098.0,1252247332.0,1252247332.0,0.0,-23.892109959396805
4777,(주)엘엑스인터내셔널,1120,Dec-17,1585460436.0,1585460436.0,1199187542.0,1199187542.0,0.0,-24.363452106981498
4778,(주)엘엑스인터내셔널,1120,Dec-18,1549537633.0,1549537633.0,1134651524.0,1134651524.0,0.0,-26.77483270908077
4779,(주)엘엑스인터내셔널,1120,Dec-19,1548616050.0,1548616050.0,1207953763.0,1207953763.0,0.0,-21.997853309088455
4780,(주)엘엑스하우시스,108670,Dec-11,722274000.0,722274000.0,736459000.0,736459000.0,0.0,1.9639361239640323
4781,(주)엘엑스하우시스,108670,Dec-12,726520000.0,726520000.0,758009000.0,758009000.0,0.0,4.334223421240992
4782,(주)엘엑스하우시스,108670,Dec-13,782940000.0,782940000.0,812905000.0,812905000.0,0.0,3.8272409124581657
4783,(주)엘엑스하우시스,108670,Dec-14,830061000.0,830061000.0,851889000.0,851889000.0,0.0,2.629686251974263
4784,(주)엘엑스하우시스,108670,Dec-15,877588000.0,877588000.0,891223000.0,891223000.0,0.0,1.553690342165126
4785,(주)엘엑스하우시스,108670,Dec-16,937363000.0,937363000.0,942529000.0,942529000.0,0.0,0.5511205370811467
4786,(주)엘엑스하우시스,108670,Dec-17,985580000.0,985580000.0,991907000.0,991907000.0,0.0,0.6419570202317288
4787,(주)엘엑스하우시스,108670,Dec-18,916747000.0,916747000.0,937313000.0,937313000.0,0.0,2.243367035834325
4788,(주)엘엑스하우시스,108670,Dec-19,915978000.0,915978000.0,916519000.0,916519000.0,0.0,0.05906255390412696
4789,(주)엘엠에스,73110,Dec-11,74625788.0,74625788.0,83337230.0,83337230.0,0.0,11.673500854691142
4790,(주)엘엠에스,73110,Dec-12,80041375.0,80041375.0,85360932.0,85360932.0,0.0,6.646009017211412
4791,(주)엘엠에스,73110,Dec-13,93298515.0,93298515.0,99488018.0,99488018.0,0.0,6.6340852263297165
4792,(주)엘엠에스,73110,Dec-14,117248333.0,117248333.0,126835781.0,126835781.0,0.0,8.177044188764711
4793,(주)엘엠에스,73110,Dec-15,123149827.0,123149827.0,137281889.0,137281889.0,0.0,11.47550292539185
4794,(주)엘엠에스,73110,Dec-16,110725081.0,110725081.0,120302983.0,120302983.0,0.0,8.650164816768125
4795,(주)엘엠에스,73110,Dec-17,113607101.0,113607101.0,103519374.0,103519374.0,0.0,-8.879486327179492
4796,(주)엘엠에스,73110,Dec-18,118017568.0,118017568.0,106598717.0,106598717.0,0.0,-9.675551863600504
4797,(주)엘엠에스,73110,Dec-19,124414745.0,124414745.0,110025563.0,110025563.0,0.0,-11.565495713550675
4798,(주)엘오티베큠,83310,Dec-11,49854503.0,49854503.0,49705749.0,49705749.0,0.0,-0.2983762570053017
4799,(주)엘오티베큠,83310,Dec-12,54795040.0,54795040.0,54176831.0,54176831.0,0.0,-1.1282207294674862
4800,(주)엘오티베큠,83310,Dec-13,60500264.0,60500264.0,60036052.0,60036052.0,0.0,-0.7672892138123615
4801,(주)엘오티베큠,83310,Dec-14,65031652.0,65031652.0,63692286.0,63692286.0,0.0,-2.0595601661787697
4802,(주)엘오티베큠,83310,Dec-15,73811026.0,73811026.0,76062949.0,73790723.0,3.0792840991678645,3.0509303582909126
4803,(주)엘오티베큠,83310,Dec-16,82357931.0,82357931.0,80769380.0,80769380.0,0.0,-1.9288379160472147
4804,(주)엘오티베큠,83310,Dec-17,107671010.0,107671010.0,104882716.0,104882716.0,0.0,-2.589642281613223
4805,(주)엘오티베큠,83310,Dec-18,123341506.0,123341506.0,120587778.0,120587778.0,0.0,-2.232604489197655
4806,(주)엘오티베큠,83310,Dec-19,126549412.0,126549412.0,124002529.0,124002529.0,0.0,-2.0125601215752766
4807,(주)엘지,3550,Dec-11,10960447000.0,10960447000.0,7176059679.0,7176059679.0,0.0,-34.5276731961753
4808,(주)엘지,3550,Dec-12,11734952000.0,11545400000.0,7408624170.0,7408624170.0,0.0,-35.830511112650925
4809,(주)엘지,3550,Dec-13,12105291000.0,12105291000.0,7589852701.0,7589852701.0,0.0,-37.30136102469574
4810,(주)엘지,3550,Dec-14,12585835000.0,12585835000.0,7768927217.0,7768927000.0,2.793178509818972e-06,-38.27245298385049
4811,(주)엘지,3550,Dec-15,13308244000.0,13308244000.0,7930435000.0,7930435000.0,0.0,-40.40960625609209
4812,(주)엘지,3550,Dec-16,14220084000.0,14220084000.0,8035613000.0,8035613000.0,0.0,-43.491100333865816
4813,(주)엘지,3550,Dec-17,16179511000.0,16179511000.0,8781342000.0,8781342000.0,0.0,-45.7255413961522
4814,(주)엘지,3550,Dec-18,18164478000.0,18164478000.0,9098741000.0,9098741000.0,0.0,-49.90915235769505
4815,(주)엘지,3550,Dec-19,19021021000.0,19021021000.0,9326745000.0,9326745000.0,0.0,-50.96611795970363
4816,(주)엘지생활건강,51900,Dec-11,1060577454.0,1060577454.0,794772133.0,794772133.0,0.0,-25.062320530905808
4817,(주)엘지생활건강,51900,Dec-12,1271589535.0,1271589535.0,938569039.0,938569039.0,0.0,-26.18930769983099
4818,(주)엘지생활건강,51900,Dec-13,1475376675.0,1475376675.0,1051876309.0,1051876309.0,0.0,-28.704558854436286
4819,(주)엘지생활건강,51900,Dec-14,1708502940.0,1708502940.0,1229417407.0,1229417407.0,0.0,-28.041247210262327
4820,(주)엘지생활건강,51900,Dec-15,2115342599.0,2115342599.0,1461711957.0,1461711957.0,0.0,-30.8995168115555
4821,(주)엘지생활건강,51900,Dec-16,2620839706.0,2620839706.0,1875861468.0,1875861468.0,0.0,-28.42517366836627
4822,(주)엘지생활건강,51900,Dec-17,3082616474.0,3081783035.0,2359743539.0,2359553847.0,0.008039316425907828,-23.429277395577586
4823,(주)엘지생활건강,51900,Dec-18,3594020128.0,3594020128.0,2808483971.0,2808483971.0,0.0,-21.856754526222844
4824,(주)엘지생활건강,51900,Dec-19,4237087665.0,4237087665.0,3264366905.0,3264366905.0,0.0,-22.957296070011807
4825,(주)엘지유플러스,32640,Dec-11,3859392000.0,3859392000.0,3851543000.0,3851543000.0,0.0,-0.20337400295176167
4826,(주)엘지유플러스,32640,Dec-12,3748500000.0,3748500000.0,3740882000.0,3740882000.0,0.0,-0.20322795784980485
4827,(주)엘지유플러스,32640,Dec-13,4022616000.0,4022616000.0,4014949000.0,4014949000.0,0.0,-0.1905973625123636
4828,(주)엘지유플러스,32640,Dec-14,4177812000.0,4177812000.0,4189346000.0,4189346000.0,0.0,0.27607752574792244
4829,(주)엘지유플러스,32640,Dec-15,4448403000.0,4448403000.0,4477557000.0,4477557000.0,0.0,0.6553812682888633
4830,(주)엘지유플러스,32640,Dec-16,4826328000.0,4826328000.0,4858271000.0,4858271000.0,0.0,0.6618489253113324
