,회사명,거래소코드,회계년도,당기매출액(IFRS연결),당기매출원가(IFRS연결),당기판관비(IFRS연결),전기매출액(IFRS연결),전기매출원가(IFRS연결),전기판관비(IFRS연결),당기매출액(IFRS개별),당기매출원가(IFRS개별),당기판관비(IFRS개별),전기매출액(IFRS개별),전기매출원가(IFRS개별),전기판관비(IFRS개별),영업이익증가율(개별),영업이익증가율(연결)
3158,(주)수산중공업,17550,Dec-16,88829912.0,62974572.0,21945530.0,88829912.0,62974572.0,21945530.0,81998385.0,58884240.0,19248451.0,81998385.0,58884240.0,19248451.0,-97.58591892556821,-97.74974982160289
3159,(주)수산중공업,17550,Dec-17,101949176.0,73446088.0,25201817.0,101949176.0,73446088.0,25201817.0,96842444.0,71565707.0,22614453.0,96842444.0,71565707.0,22614453.0,-98.60629896972821,-98.35427764773905
3160,(주)수산중공업,17550,Dec-18,84621622.0,63913093.0,20285222.0,84621622.0,63913093.0,20285222.0,80001435.0,61802813.0,18300569.0,80001435.0,61802813.0,18300569.0,-100.06367516100406,-99.74925532640141
3161,(주)수산중공업,17550,Dec-19,157806091.0,126108202.0,24460467.0,157806091.0,126108202.0,24460467.0,71587306.0,54920896.0,13362801.0,71587306.0,54920896.0,13362801.0,-97.63810301696343,-97.6530433294865
3162,(주)수젠텍,253840,Dec-19,3845081.0,3838345.0,7075746.0,3845081.0,3838345.0,7075746.0,3845081.0,3838345.0,6968230.0,3845081.0,3838345.0,6968230.0,-147.51335958201585,-147.89570851264557
3163,(주)슈프리마,236200,Dec-16,42182326.0,21449216.0,9956463.0,42182326.0,21449216.0,9956463.0,42100257.0,21417784.0,9870960.0,42100257.0,21417784.0,9870960.0,-85.26821069549645,-85.35542986931091
3164,(주)슈프리마,236200,Dec-17,47062107.0,22035814.0,12618596.0,47062107.0,22035814.0,12618596.0,46768748.0,21985362.0,12281642.0,46768748.0,21985362.0,12281642.0,-84.5725575545964,-84.81617002839218
3165,(주)슈프리마,236200,Dec-18,52757142.0,24154536.0,16416570.0,52757142.0,24154536.0,16416570.0,52145128.0,23977461.0,16128563.0,52145128.0,23977461.0,16128563.0,-86.94964372911029,-86.94282142744177
3166,(주)슈프리마,236200,Dec-19,72130977.0,25633482.0,21932317.0,72130977.0,25633482.0,21932317.0,71353003.0,24977751.0,21222851.0,71353003.0,24977751.0,21222851.0,-78.60346265008207,-79.4771598526597
3167,(주)슈프리마아이디,317770,Dec-19,12078457.0,7277585.0,4342715.0,12078457.0,7277585.0,4342715.0,11911093.0,7277753.0,3935625.0,11911093.0,7277753.0,3935625.0,-96.98278503322302,-98.0667467074328
3168,(주)슈프리마에이치큐,94840,Dec-11,43398228.0,22924124.0,14960430.0,43398228.0,22924124.0,14960413.0,41692158.0,22723669.0,13340655.0,41692158.0,22723669.0,13340655.0,-92.76223170693345,-93.21667514632406
3169,(주)슈프리마에이치큐,94840,Dec-12,54679622.0,27191866.0,10078892.0,54679622.0,27191866.0,10078892.0,51910637.0,27172486.0,8498844.0,51910637.0,27172486.0,8498844.0,-81.45816135871897,-81.06711032624335
3170,(주)슈프리마에이치큐,94840,Dec-13,53884479.0,25954106.0,12521900.0,53884479.0,25954106.0,12521900.0,52123459.0,25832141.0,11060277.0,52123459.0,25832141.0,11060277.0,-82.88952318022997,-83.3170289220547
3171,(주)슈프리마에이치큐,94840,Dec-14,68968876.0,35565481.0,15726982.0,39242298.0,22494451.0,7958327.0,65777021.0,34337429.0,14109656.0,36050443.0,21266399.0,6341001.0,-72.77643227716653,-74.63750093335145
3172,(주)슈프리마에이치큐,94840,Dec-15,27483989.0,17427342.0,9707103.0,27483989.0,17427342.0,9707103.0,24890011.0,17088342.0,7954980.0,24890011.0,17088342.0,7954980.0,-100.3070313772165,-99.36002559135987
3173,(주)슈프리마에이치큐,94840,Dec-16,32115990.0,20052839.0,8427825.0,30492026.0,20000791.0,6965875.0,26724206.0,18552921.0,6330077.0,26724206.0,18552921.0,6330077.0,-96.43226554184179,-93.67314870307176
3174,(주)슈프리마에이치큐,94840,Dec-17,28628445.0,18638241.0,6280807.0,27495710.0,18638241.0,6280807.0,18014490.0,12606841.0,3965186.0,18014490.0,12606841.0,3965186.0,-95.8294065863874,-92.92299126898573
3175,(주)슈프리마에이치큐,94840,Dec-18,32101830.0,19292070.0,5553032.0,32101830.0,19292070.0,5553032.0,14220118.0,9610123.0,2501345.0,14220118.0,9610123.0,2501345.0,-91.9919369839705,-87.25703432100609
3176,(주)슈프리마에이치큐,94840,Dec-19,26159585.0,15941312.0,8200355.0,26159585.0,15941312.0,8200355.0,14008661.0,8663727.0,3651435.0,14008661.0,8663727.0,3651435.0,-93.56666772907568,-95.98833444543288
3177,(주)슈피겐코리아,192440,Dec-14,142028015.0,47908140.0,47816855.0,142028015.0,47908140.0,45982447.0,105047049.0,49558824.0,15273968.0,105047049.0,49558824.0,15273968.0,-76.32782279328835,-80.37330689167105
3178,(주)슈피겐코리아,192440,Dec-15,148110832.0,46990886.0,54045909.0,148110832.0,46990886.0,56910090.0,102807039.0,44011202.0,18201561.0,102807039.0,44011202.0,18201561.0,-75.40036073973717,-81.32070184584367
3179,(주)슈피겐코리아,192440,Dec-16,179260110.0,56628395.0,79095187.0,179260110.0,56628395.0,79095187.0,130791110.0,55307962.0,34599827.0,130791110.0,55307962.0,34599827.0,-81.4755210899353,-86.17816442382674
3180,(주)슈피겐코리아,192440,Dec-17,224993661.0,66345945.0,110320203.0,224993661.0,66345945.0,110320203.0,162891118.0,67305480.0,54694826.0,162891118.0,67305480.0,54694826.0,-85.64687858066236,-87.96804860304059
3181,(주)슈피겐코리아,192440,Dec-18,266865874.0,80539346.0,137144708.0,266865874.0,80539346.0,137144708.0,195346422.0,78712138.0,73990627.0,195346422.0,78712138.0,73990627.0,-87.7478073235666,-89.8499995236817
3182,(주)슈피겐코리아,192440,Dec-19,308557219.0,100882949.0,163590061.0,308557219.0,100882949.0,163590061.0,225347701.0,97907142.0,85390425.0,225347701.0,97907142.0,85390425.0,-89.70986885378542,-92.30682662641868
3183,(주)스마트솔루션즈,136510,Dec-11,,,,,,,13264302.0,6204892.0,2807704.0,13264302.0,6204892.0,2807704.0,-80.91428169218173,
3184,(주)스마트솔루션즈,136510,Dec-12,,,,,,,4516410.0,3669262.0,2686615.0,4516410.0,3669262.0,2686615.0,-116.91885984981816,
3185,(주)스마트솔루션즈,136510,Dec-13,,,,12722768.0,7571377.0,3549004.0,12722768.0,7571377.0,3549004.0,12722768.0,7571377.0,3549004.0,-93.2794657282895,
3186,(주)스마트솔루션즈,136510,Dec-14,8731203.0,6320206.0,3203906.0,8731203.0,6320206.0,3203906.0,8731203.0,6320206.0,3189300.0,8731203.0,6320206.0,3189300.0,-104.26684620647147,-104.3434418962368
3187,(주)스마트솔루션즈,136510,Dec-15,9164935.0,5840402.0,2996983.0,9164935.0,5840402.0,2996983.0,9164284.0,5840402.0,2917334.0,9164284.0,5840402.0,2917334.0,-97.73157266870587,-98.18051228952713
3188,(주)스마트솔루션즈,136510,Dec-16,12497160.0,7785723.0,3686334.0,12497160.0,7785723.0,3686334.0,12513845.0,7785723.0,3293581.0,12513845.0,7785723.0,3293581.0,-93.91967134187979,-95.72325203614285
3189,(주)스마트솔루션즈,136510,Dec-17,25027290.0,14690805.0,6989993.0,25027290.0,14690805.0,6989993.0,25018220.0,14690725.0,6754604.0,25018220.0,14690725.0,6754604.0,-92.31033557079336,-92.83530509748118
3190,(주)스마트솔루션즈,136510,Dec-18,21931829.0,13620849.0,8980254.0,21931829.0,13620849.0,8980254.0,21925847.0,13620849.0,8768215.0,21925847.0,13620849.0,8768215.0,-101.0452847349733,-101.5028743223105
3191,(주)스마트솔루션즈,136510,Dec-19,17083260.0,13546547.0,11319402.0,17083260.0,13546547.0,11319402.0,17081183.0,13546547.0,11034904.0,17081183.0,13546547.0,11034904.0,-118.00238554288238,-118.55264779843644
3192,(주)스맥,99440,Dec-11,,,,,,,124316956.0,105773910.0,13536552.0,124316956.0,105773910.0,13536552.0,-97.94502029324138,
3193,(주)스맥,99440,Dec-12,,,,,,,134265613.0,109736988.0,17719509.0,134265613.0,109736988.0,17719509.0,-97.39834131705571,
3194,(주)스맥,99440,Dec-13,,,,,,,128040645.0,103085713.0,18879329.0,128040645.0,103085713.0,18879329.0,-97.56981408186927,
3195,(주)스맥,99440,Dec-14,,,,,,,139680675.0,113008940.0,20670944.0,139680675.0,113008940.0,20670944.0,-97.80480731311351,
3196,(주)스맥,99440,Dec-15,,,,122036641.0,97891982.0,19848183.0,122036641.0,97891982.0,19848183.0,122036641.0,97891982.0,19848183.0,-98.20813527727114,
3197,(주)스맥,99440,Dec-16,122781553.0,97983960.0,20615898.0,122781553.0,97983960.0,20615898.0,122369486.0,98234531.0,20224456.0,122369486.0,98234531.0,20224456.0,-98.37623062120234,-98.26759857659462
3198,(주)스맥,99440,Dec-17,161130468.0,133000323.0,23414770.0,161130468.0,133000323.0,23414770.0,161850280.0,134045230.0,23197802.0,161850280.0,134045230.0,23197802.0,-98.55614397834825,-98.51505560803604
3199,(주)스맥,99440,Dec-18,133718535.0,107127947.0,27232396.0,133718535.0,107127947.0,27232396.0,150557918.0,121521633.0,26199821.0,150557918.0,121521633.0,26199821.0,-99.04905794155957,-100.23941013361001
3200,(주)스맥,99440,Dec-19,136977992.0,121756679.0,29984600.0,136977992.0,121756679.0,29984600.0,141710824.0,127554045.0,27218549.0,141710824.0,127554045.0,27218549.0,-104.40556510313841,-105.11337083557544
3201,(주)스카이문스테크놀로지,33790,Dec-11,,,,,,,26331095.0,23581959.0,3952435.0,26331095.0,23581959.0,3952435.0,-102.23389599229296,
3202,(주)스카이문스테크놀로지,33790,Dec-12,,,,,,,14009618.0,13295490.0,3723125.0,14009618.0,13295490.0,3723125.0,-109.69760991545989,
3203,(주)스카이문스테크놀로지,33790,Dec-13,,,,,,,9452066.0,8667888.0,2535755.0,9452066.0,8667888.0,2535755.0,-108.47986868908737,
3204,(주)스카이문스테크놀로지,33790,Dec-14,,,,,,,20942523.0,17738481.0,2329332.0,20942523.0,17738481.0,2329332.0,-97.86709867483164,
3205,(주)스카이문스테크놀로지,33790,Dec-15,,,,,,,23017132.0,21205276.0,2154247.0,23017132.0,21205276.0,2154247.0,-100.73828308660899,
3206,(주)스카이문스테크놀로지,33790,Dec-16,,,,13085003.0,12599387.0,2719540.0,13085003.0,12599387.0,2719540.0,13085003.0,12599387.0,2719540.0,-107.86484123851875,
3207,(주)스카이문스테크놀로지,33790,Dec-17,13458871.0,12823639.0,4929374.0,13458871.0,12823639.0,4929374.0,13471809.0,12823639.0,4315856.0,13471809.0,12823639.0,4315856.0,-111.98147586264211,-113.75803524067948
3208,(주)스카이문스테크놀로지,33790,Dec-18,14368889.0,10785628.0,8998006.0,,,,14463651.0,10785628.0,6310325.0,14368889.0,10785628.0,8998006.0,-107.70748913630773,
3209,(주)스카이문스테크놀로지,33790,Dec-19,,,,,,,5733712.0,5032849.0,11212109.0,5733712.0,5032849.0,11212109.0,-147.82475918697537,
3210,(주)스킨앤스킨,159910,Dec-12,,,,,,,20915798.0,9863160.0,5393060.0,20915798.0,9794928.0,5253962.0,-84.26351425598354,
3211,(주)스킨앤스킨,159910,Dec-13,,,,,,,10591975.0,7978289.0,5969710.0,10591975.0,7978289.0,5969710.0,-113.67574391073111,
3212,(주)스킨앤스킨,159910,Dec-14,,,,9131969.0,8191511.0,6291767.0,9131969.0,8191511.0,6291767.0,9131969.0,8191511.0,6291767.0,-122.66039817411183,
3213,(주)스킨앤스킨,159910,Dec-15,20996868.0,8479924.0,18845708.0,19689309.0,7648010.0,15818418.0,13551712.0,7777502.0,11387558.0,12244153.0,6945588.0,8360269.0,-120.37512146093596,-114.66494246176354
3214,(주)스킨앤스킨,159910,Dec-16,38353435.0,21955497.0,15726262.0,38353435.0,21955497.0,15726262.0,15277789.0,7536772.0,6302357.0,15277789.0,7536772.0,6302357.0,-95.05902376068786,-99.11662486190276
3215,(주)스킨앤스킨,159910,Dec-17,29874487.0,21753703.0,16186679.0,25634638.0,21269041.0,9874227.0,16411014.0,14238835.0,6940812.0,10533450.0,10966810.0,4328337.0,-118.4626094866864,-114.20604521765914
3216,(주)스킨앤스킨,159910,Dec-18,31663746.0,25261503.0,10388170.0,31663746.0,25261503.0,10388170.0,20653554.0,18518929.0,5228432.0,20653554.0,18518929.0,5228432.0,-106.9678901887495,-105.92144487564954
3217,(주)스킨앤스킨,159910,Dec-19,20974333.0,18782431.0,9518523.0,20974333.0,18782431.0,9518523.0,20548700.0,19029606.0,8262913.0,20548700.0,19029606.0,8262913.0,-114.09625243871817,-114.86875358026833
3218,(주)스타플렉스,115570,Dec-11,208655295.0,201681794.0,10755321.0,208655295.0,201681794.0,10729113.0,87205882.0,70021826.0,7271677.0,87205882.0,70021826.0,7245468.0,-93.97325494583993,-100.8981533027436
3219,(주)스타플렉스,115570,Dec-12,259492832.0,241771181.0,13823449.0,259492832.0,241771181.0,13823449.0,104112587.0,78681528.0,7887163.0,104112587.0,78681528.0,7887163.0,-90.79936101540079,-99.24319610016056
3220,(주)스타플렉스,115570,Dec-13,100141173.0,83751331.0,10220213.0,100141173.0,83751331.0,10220213.0,90348444.0,73258842.0,8171991.0,90348444.0,73258842.0,8171991.0,-94.80868056046131,-96.82162555068456
3221,(주)스타플렉스,115570,Dec-14,87819220.0,72667630.0,9665691.0,87819220.0,72667630.0,9665691.0,87819220.0,72667630.0,8137090.0,87819220.0,72667630.0,8137090.0,-95.84015176018305,-96.77589357892693
3222,(주)스타플렉스,115570,Dec-15,79179678.0,62967091.0,8263693.0,79179678.0,62967091.0,8263693.0,79179678.0,62967091.0,7568593.0,79179678.0,62967091.0,7568593.0,-94.2263813916437,-94.71519873398168
3223,(주)스타플렉스,115570,Dec-16,85305534.0,67109808.0,8075408.0,85305534.0,67109808.0,8075408.0,86728447.0,68507273.0,7723357.0,86728447.0,68507273.0,7723357.0,-93.55800413621635,-93.69414249730903
3224,(주)스타플렉스,115570,Dec-17,86988215.0,74928264.0,9460501.0,86988215.0,74928264.0,9460501.0,83505468.0,72126473.0,8276072.0,83505468.0,72126473.0,8276072.0,-98.10691195432892,-98.48319768500997
3225,(주)스타플렉스,115570,Dec-18,95096698.0,84941124.0,10078768.0,95096698.0,84941124.0,9782130.0,77472112.0,71838803.0,7033737.0,77472112.0,71838803.0,7033737.0,-100.89573131033609,-99.95953744630596
3226,(주)스타플렉스,115570,Dec-19,92736865.0,80597564.0,10807676.0,92736865.0,80597564.0,10807676.0,72428801.0,64100956.0,7310144.0,72428801.0,64100956.0,7310144.0,-99.29247657087862,-99.27684925726248
3227,(주)스튜디오산타클로스엔터테인먼트,204630,Dec-14,,,,,,,,,,,,,,
3228,(주)스튜디오산타클로스엔터테인먼트,204630,Dec-15,,,,20666174.0,16877254.0,2647512.0,20666174.0,16877254.0,2647512.0,20666174.0,16877254.0,2647512.0,-97.1600365654548,
3229,(주)스튜디오산타클로스엔터테인먼트,204630,Dec-16,29076105.0,21712643.0,7942786.0,29076105.0,21712644.0,7942785.0,27274346.0,20771942.0,6988545.0,27274346.0,20771942.0,6988544.0,-100.88333330426083,-100.98639344240523
3230,(주)스튜디오산타클로스엔터테인먼트,204630,Dec-17,46522005.0,36651258.0,10381190.0,46002870.0,36211414.0,10777053.0,37618724.0,33344032.0,4894497.0,37099590.0,32981435.0,5213114.0,-100.82317828217678,-100.54891457254776
3231,(주)스튜디오산타클로스엔터테인먼트,204630,Dec-18,27311088.0,18217080.0,10311231.0,27311088.0,0.0,28460645.0,15627495.0,11707343.0,3658551.0,15627495.0,0.0,15365894.0,-99.15594580508765,-102.1825088347174
3232,(주)스튜디오산타클로스엔터테인먼트,204630,Dec-19,40606059.0,0.0,49226529.0,23825796.0,36017327.0,-7336198.0,23825796.0,0.0,31859917.0,23825796.0,22433705.0,9426212.0,-114.4276162900168,-116.4177772741405
3233,(주)스페코,13810,Dec-11,66935430.0,56183327.0,10785004.0,66935430.0,56183327.0,10742967.0,51570535.0,40035196.0,7727102.0,51570535.0,40035196.0,7685065.0,-96.16456191971712,-100.02457834772844
3234,(주)스페코,13810,Dec-12,79055479.0,65636762.0,10548503.0,79055479.0,65636762.0,10548503.0,55729549.0,42968312.0,8067420.0,55729549.0,42968312.0,8067420.0,-95.60361106528629,-98.15112068774934
3235,(주)스페코,13810,Dec-13,66594552.0,53768549.0,11917698.0,66594552.0,53768549.0,11917698.0,49577024.0,35360398.0,8604592.0,49577024.0,35360398.0,8604592.0,-94.00052045062874,-99.3133508363523
3236,(주)스페코,13810,Dec-14,96112790.0,76073504.0,12964032.0,96112790.0,76073504.0,12964032.0,68637975.0,51365503.0,10367242.0,68637975.0,51365503.0,10367242.0,-94.70338892045699,-96.17864350938275
3237,(주)스페코,13810,Dec-15,101327628.0,78286342.0,11919430.0,101327628.0,78286342.0,11919430.0,67334237.0,49951215.0,9426086.0,67334237.0,49951215.0,9426086.0,-93.72043294115805,-94.19325506674032
3238,(주)스페코,13810,Dec-16,84304231.0,66219841.0,12721356.0,84304231.0,66219841.0,12721356.0,50452747.0,38226291.0,8684216.0,50452747.0,38226291.0,8684216.0,-96.3618307169561,-96.71474168330154
3239,(주)스페코,13810,Dec-17,68786456.0,56123226.0,11301096.0,68786456.0,56123226.0,11301096.0,37963619.0,28872867.0,8261127.0,37963619.0,28872867.0,8261127.0,-98.89527114530259,-98.99998075042197
3240,(주)스페코,13810,Dec-18,54900826.0,49223784.0,9819148.0,53187381.0,47650283.0,8367805.0,42102827.0,36066890.0,6628998.0,42102827.0,36066890.0,6628998.0,-100.69937498463273,-103.79294740266167
3241,(주)스페코,13810,Dec-19,74708315.0,61199226.0,6873504.0,74708315.0,61199226.0,6873504.0,31268020.0,23422760.0,4869681.0,31268020.0,23422760.0,4869681.0,-95.0041034773052,-95.35261490767209
3242,(주)승일,49830,Dec-11,,,,,,,136753617.0,124998523.0,7548291.0,136753617.0,124998523.0,7548291.0,-98.43787736084239,
3243,(주)승일,49830,Dec-12,,,,,,,143000794.0,129571974.0,7537394.0,143000794.0,129571974.0,7537394.0,-97.89674678064696,
3244,(주)승일,49830,Dec-13,,,,,,,132556862.0,117083011.0,7733657.0,132556862.0,117083011.0,7733657.0,-96.99262235708544,
3245,(주)승일,49830,Dec-14,,,,,,,129485034.0,114726153.0,6367515.0,129485034.0,114726153.0,6367515.0,-96.65120541649226,
3246,(주)승일,49830,Dec-15,,,,,,,125067794.0,110995604.0,6595568.0,125067794.0,110995604.0,6595568.0,-96.91887667567165,
3247,(주)승일,49830,Dec-16,,,,,,,138451583.0,125415035.0,7302826.0,138451583.0,125415035.0,7302826.0,-97.88555748928702,
3248,(주)승일,49830,Dec-17,,,,,,,135816978.0,124658349.0,7411838.0,135816978.0,124658349.0,7411838.0,-98.60135479055147,
3249,(주)승일,49830,Dec-18,,,,,,,151026587.0,140228192.0,8575650.0,151026587.0,140228192.0,8575650.0,-99.25866597082447,
3250,(주)승일,49830,Dec-19,,,,,,,136635791.0,129948805.0,8066733.0,136635791.0,129948805.0,8066733.0,-100.50236312528457,
3251,(주)시공테크,20710,Dec-11,119404079.0,102145950.0,6034441.0,119404079.0,102145950.0,6034441.0,116059056.0,100043903.0,5498045.0,116059056.0,100043903.0,5498045.0,-95.25403413785978,-95.06834187763339
3252,(주)시공테크,20710,Dec-12,114616808.0,103417728.0,6002403.0,114616808.0,103417728.0,6002403.0,112170419.0,102235599.0,5720204.0,112170419.0,102235599.0,5720204.0,-98.08536395086998,-97.68043742108081
3253,(주)시공테크,20710,Dec-13,75824441.0,68637062.0,7151179.0,75824441.0,68637062.0,7151179.0,72300133.0,65837328.0,6476510.0,72300133.0,65837328.0,6476510.0,-100.00947695433936,-99.97612336941576
3254,(주)시공테크,20710,Dec-14,75716553.0,64959167.0,6678054.0,75716553.0,64959167.0,6678054.0,65306319.0,56099024.0,5894375.0,65306319.0,56099024.0,5894375.0,-97.3975433315571,-97.2316067045558
3255,(주)시공테크,20710,Dec-15,72201144.0,66404140.0,5920119.0,72201144.0,66404140.0,5920119.0,64889026.0,59982756.0,5101698.0,64889026.0,59982756.0,5101698.0,-100.15035990418968,-100.08518571645152
3256,(주)시공테크,20710,Dec-16,80798733.0,83905101.0,5451836.0,80798733.0,83905101.0,5451836.0,74105042.0,76440398.0,4643331.0,74105042.0,76440398.0,4643331.0,-104.49690203423287,-105.02963198346549
3257,(주)시공테크,20710,Dec-17,173114089.0,152036483.0,6220508.0,173114089.0,152036483.0,6220508.0,164757329.0,144212888.0,5605356.0,164757329.0,144212888.0,5605356.0,-95.2510346377085,-95.51647717718758
3258,(주)시공테크,20710,Dec-18,72957663.0,72649728.0,5028640.0,72957663.0,72649728.0,5028640.0,65909194.0,66889082.0,4408084.0,65909194.0,66889082.0,4408084.0,-103.92691125979874,-103.13384850135888
3259,(주)시공테크,20710,Dec-19,119772437.0,105708663.0,6049209.0,119772437.0,105708663.0,6049209.0,114634123.0,102152905.0,5291389.0,114634123.0,102152905.0,5291389.0,-96.76248187594024,-96.53843808414733
3260,(주)시너지이노베이션,48870,Dec-11,42462684.0,32766780.0,12528255.0,42462684.0,32766780.0,12427899.0,42656185.0,32766780.0,9433321.0,42656185.0,32766780.0,9433321.0,-99.46252184546469,-103.23116153973284
3261,(주)시너지이노베이션,48870,Dec-12,61807528.0,51647056.0,13711333.0,61807528.0,51647056.0,13711333.0,58624796.0,49425110.0,10338485.0,58624796.0,49425110.0,10338485.0,-100.96191779479459,-102.79230558294955
3262,(주)시너지이노베이션,48870,Dec-13,33352656.0,32135183.0,14088547.0,30038352.0,30474850.0,13219111.0,30205116.0,29789590.0,12732775.0,30205116.0,30317598.0,12732775.0,-116.81409702964375,-117.45649020938757
3263,(주)시너지이노베이션,48870,Dec-14,31270864.0,27755224.0,8995727.0,30876122.0,27523782.0,8329392.0,29651641.0,26239387.0,7476421.0,29651641.0,26239387.0,7476421.0,-106.41365095823883,-108.2124154284499
3264,(주)시너지이노베이션,48870,Dec-15,14870429.0,17234212.0,11637859.0,14870429.0,17234212.0,11637859.0,14377783.0,16727071.0,10387367.0,14377783.0,16727071.0,10387367.0,-130.69648886715416,-132.00924044121848
3265,(주)시너지이노베이션,48870,Dec-16,17476573.0,11167476.0,7421808.0,15618143.0,9414427.0,6527712.0,7489098.0,5114163.0,2156598.0,7489098.0,5114163.0,2156598.0,-98.520737901358,-103.5256687503616
3266,(주)시너지이노베이션,48870,Dec-17,34197705.0,21386084.0,13992186.0,34197705.0,21386084.0,13992186.0,6189799.0,5998925.0,3345949.0,6189799.0,5998925.0,3345949.0,-120.3098900118464,-101.69679979331946
3267,(주)시너지이노베이션,48870,Dec-18,44445903.0,26088771.0,14188634.0,42049582.0,24316963.0,14169168.0,11725816.0,7907952.0,2971799.0,9329494.0,6136144.0,2952334.0,-95.40630749140024,-94.82403787745693
3268,(주)시너지이노베이션,48870,Dec-19,54585276.0,35731478.0,17672047.0,54585276.0,35731478.0,17672047.0,11002162.0,7624262.0,2646406.0,11002162.0,7624262.0,2646406.0,-96.56136959680494,-98.905672635443
3269,(주)시노펙스,25320,Dec-11,394141996.0,359441771.0,24950238.0,394141996.0,359441771.0,24950238.0,367819499.0,340461297.0,17077636.0,367819499.0,340461297.0,17077636.0,-98.58269159818632,-98.74764789496895
3270,(주)시노펙스,25320,Dec-12,542011621.0,507771248.0,31287130.0,542011621.0,507771248.0,31287128.0,510029813.0,487586388.0,21223754.0,510029813.0,487586388.0,21223754.0,-99.88028826372441,-99.7268222216697
3271,(주)시노펙스,25320,Dec-13,439376556.0,403967446.0,27326878.0,420459991.0,388900934.0,23566266.0,399469587.0,370164819.0,18832326.0,380553021.0,355098308.0,15071714.0,-98.60501924143016,-99.0296592442496
3272,(주)시노펙스,25320,Dec-14,402101768.0,366496510.0,32522923.0,402101768.0,366496510.0,32522923.0,345041378.0,328537423.0,21271745.0,345041378.0,328537423.0,21271745.0,-100.68616050277954,-99.61524735631107
3273,(주)시노펙스,25320,Dec-15,197144903.0,191104045.0,28620917.0,197144903.0,191104045.0,28620917.0,155241129.0,153146270.0,14074639.0,155241129.0,153146270.0,14074639.0,-103.71509777532324,-105.4165726275273
3274,(주)시노펙스,25320,Dec-16,155021724.0,118914897.0,25401035.0,155021724.0,118914897.0,25401035.0,108769971.0,92436236.0,13340965.0,108769971.0,92436236.0,13340965.0,-98.60507599699334,-96.42350643649057
3275,(주)시노펙스,25320,Dec-17,181187121.0,136228689.0,20095528.0,181187121.0,136228689.0,20095528.0,130717223.0,100303534.0,11491324.0,130717223.0,100303534.0,11491324.0,-92.19735160327951,-92.63346110168305
3276,(주)시노펙스,25320,Dec-18,165400318.0,131023241.0,31004603.0,165400318.0,131023241.0,31004603.0,107081466.0,85352054.0,15831801.0,107081466.0,85352054.0,15831801.0,-97.16822226010446,-98.97001101572931
3277,(주)시노펙스,25320,Dec-19,217056055.0,169026611.0,31359302.0,217056055.0,169026611.0,31359302.0,97575177.0,80249495.0,16903167.0,88157363.0,70831681.0,16903167.0,-99.75978754397487,-96.00659653846783
3278,(주)시디즈,134790,Dec-11,45869424.0,39078039.0,5504616.0,,,,45869424.0,39078039.0,5475074.0,45869424.0,39078039.0,5504616.0,-98.54474212803888,
3279,(주)시디즈,134790,Dec-12,,,,,,,81906819.0,59449473.0,19101581.0,81906819.0,59449473.0,19101581.0,-97.90863175657327,
3280,(주)시디즈,134790,Dec-13,,,,,,,23508112.0,21021480.0,3402061.0,23508112.0,21021480.0,3402061.0,-101.90986319624737,
3281,(주)시디즈,134790,Dec-14,,,,,,,10777054.0,10770900.0,494393.0,10777054.0,10770900.0,494393.0,-102.21500460000925,
3282,(주)시디즈,134790,Dec-15,,,,,,,6721129.0,7489843.0,385365.0,6721129.0,7489843.0,385365.0,-107.90663438368134,
3283,(주)시디즈,134790,Dec-16,,,,,,,9939845.0,10141149.0,219050.0,9939845.0,10141149.0,219050.0,-102.07070487137861,
3284,(주)시디즈,134790,Dec-17,,,,,,,12520488.0,12531084.0,227078.0,12520488.0,12531084.0,227078.0,-100.94021634857874,
3285,(주)시디즈,134790,Dec-18,,,,,,,140959207.0,115882466.0,20772824.0,140959207.0,115882466.0,20772824.0,-98.4496785843284,
3286,(주)시디즈,134790,Dec-19,,,,,,,192881845.0,154020600.0,30216105.0,192881845.0,154020600.0,30216105.0,-97.70758028211553,
3287,(주)시스웍,269620,Dec-17,31381567.0,21999804.0,2824840.0,31381567.0,21999804.0,2824840.0,30441340.0,21175945.0,2936101.0,30441340.0,21175945.0,2936101.0,-88.39798138286045,-88.33416648562202
3288,(주)시스웍,269620,Dec-18,22371735.0,14001342.0,3316305.0,22371735.0,14001342.0,3316305.0,20630141.0,12783523.0,2859090.0,20630141.0,12783523.0,2859090.0,-86.2499329386459,-87.26589393606582
3289,(주)시스웍,269620,Dec-19,14879639.0,11082705.0,3124715.0,14879639.0,11082705.0,3124715.0,13481466.0,10171896.0,2922279.0,13481466.0,10171896.0,2922279.0,-98.54268425736184,-97.68894132610657
3290,(주)시큐브,131090,Dec-11,,,,,,,17652671.0,9485261.0,4795491.0,17652671.0,9485261.0,4795491.0,-89.44078434685815,
3291,(주)시큐브,131090,Dec-12,,,,,,,20469883.0,10984324.0,6019591.0,20469883.0,10984324.0,6019591.0,-90.7509561747651,
3292,(주)시큐브,131090,Dec-13,,,,,,,17468859.0,9258443.0,6857313.0,17468859.0,9258443.0,6857313.0,-95.97106294057562,
3293,(주)시큐브,131090,Dec-14,,,,,,,15924844.0,8818289.0,7519872.0,15924844.0,8818289.0,7519872.0,-101.28108649519783,
