,회사명,거래소코드,회계년도,부가가치(IFRS연결),기계장치(IFRS연결),부가가치(IFRS개별),기계장치(IFRS개별),기계투자효율(개별),기계투자효율(연결)
1759,(주)마크로젠,38290,Dec-12,19353.47,41444901.0,18770.02,41155889.0,4.56071304886647,4.669686628036583
1760,(주)마크로젠,38290,Dec-13,23862.89,40036075.0,23893.81,39862430.0,5.994067596982924,5.960347012038518
1761,(주)마크로젠,38290,Dec-14,21562.23,57776513.0,21513.9,49048439.0,4.386255799088733,3.732006118126236
1762,(주)마크로젠,38290,Dec-15,35134.67,61892739.0,27972.49,44976502.0,6.219356498644559,5.676703045893639
1763,(주)마크로젠,38290,Dec-16,37872.17,73134881.0,28939.14,49315608.0,5.868150302435692,5.178400440687119
1764,(주)마크로젠,38290,Dec-17,49015.19,78422523.0,48128.6,55070652.0,8.73942803509935,6.250141939452777
1765,(주)마크로젠,38290,Dec-18,41983.94,84432381.0,32407.03,57026421.0,5.682809727792666,4.972492721720118
1766,(주)마크로젠,38290,Dec-19,35114.15,97181369.0,41852.64,64666704.0,6.4720539955152185,3.613259450996209
1767,(주)만도,204320,Dec-14,,1559501748.0,,887164574.0,,
1768,(주)만도,204320,Dec-15,1155655.23,1677545561.0,648327.31,919799438.0,7.048572582406819,6.888964788003156
1769,(주)만도,204320,Dec-16,1290050.74,1816579685.0,696777.35,968110358.0,7.197292583868832,7.101536754221711
1770,(주)만도,204320,Dec-17,1058169.09,1955357507.0,513594.82,995910811.0,5.15703629609459,5.411640000418604
1771,(주)만도,204320,Dec-18,1183473.39,1999094320.0,702914.1,988107118.0,7.113743916982895,5.9200477844387045
1772,(주)만도,204320,Dec-19,1276642.14,2172301956.0,752909.23,1014679291.0,7.420169473035989,5.876909222835501
1773,(주)매직마이크로,127160,Dec-15,19923.85,32582095.0,19615.26,11453835.0,17.125495521805576,6.114968972989613
1774,(주)매직마이크로,127160,Dec-16,15317.76,34724835.0,8839.02,11469439.0,7.706584428410143,4.411182947305581
1775,(주)매직마이크로,127160,Dec-17,14723.25,37309384.0,7771.69,10114017.0,7.6840784428185165,3.9462592038506985
1776,(주)매직마이크로,127160,Dec-18,18423.45,46068084.0,-1073.33,9878604.0,-1.0865199171866795,3.999178693865367
1777,(주)매직마이크로,127160,Dec-19,12254.48,40685519.0,-18051.26,147430.0,-1224.3953062470323,3.0120004122351247
1778,(주)매커스,93520,Dec-11,9034.09,25201.0,9755.86,25201.0,3871.2193960557124,3584.814094678783
1779,(주)매커스,93520,Dec-12,10648.69,32496.0,9659.59,32496.0,2972.547390448055,3276.9233136386015
1780,(주)매커스,93520,Dec-13,11649.44,27521.0,10804.21,27521.0,3925.8057483376333,4232.9275825733075
1781,(주)매커스,93520,Dec-14,11954.04,31721.0,10793.47,31721.0,3402.6260206172565,3768.494057564389
1782,(주)매커스,93520,Dec-15,12563.69,35558.0,11471.94,35558.0,3226.2613195342824,3533.2948984757295
1783,(주)매커스,93520,Dec-16,9048.61,38846.0,9533.92,38846.0,2454.286155588735,2329.354373680688
1784,(주)매커스,93520,Dec-17,18564.26,39330.0,13803.77,39330.0,3509.7304856343753,4720.127129417747
1785,(주)매커스,93520,Dec-18,19480.86,39630.0,18094.95,39629.0,4566.08796588357,4915.685087055261
1786,(주)매커스,93520,Dec-19,12533.19,47360.0,11681.89,47360.0,2466.6152871621625,2646.3661317567567
1787,(주)머큐리,100590,Dec-18,,,26897.68,41760306.0,6.440968128921278,
1788,(주)머큐리,100590,Dec-19,,,20762.31,41801898.0,4.96683428106542,
1789,(주)멀티캠퍼스,67280,Dec-11,,,19470.07,0.0,inf,
1790,(주)멀티캠퍼스,67280,Dec-12,27933.77,0.0,23191.15,0.0,inf,inf
1791,(주)멀티캠퍼스,67280,Dec-13,38368.65,0.0,32844.65,0.0,inf,inf
1792,(주)멀티캠퍼스,67280,Dec-14,55845.12,0.0,50501.12,0.0,inf,inf
1793,(주)멀티캠퍼스,67280,Dec-15,61419.78,0.0,54490.02,0.0,inf,inf
1794,(주)멀티캠퍼스,67280,Dec-16,91452.23,0.0,84343.09,0.0,inf,inf
1795,(주)멀티캠퍼스,67280,Dec-17,94940.02,0.0,87740.47,0.0,inf,inf
1796,(주)멀티캠퍼스,67280,Dec-18,106565.04,0.0,99199.38,0.0,inf,inf
1797,(주)멀티캠퍼스,67280,Dec-19,122343.54,0.0,115005.05,0.0,inf,inf
1798,(주)메드팩토,235980,Dec-19,,,-9015.66,0.0,-inf,
1799,(주)메디아나,41920,Dec-14,13816.47,946668.0,13584.42,946668.0,143.49719225747572,145.94842119940677
1800,(주)메디아나,41920,Dec-15,17876.87,946668.0,17602.92,946668.0,185.94607613228712,188.8399100846337
1801,(주)메디아나,41920,Dec-16,20368.85,1020107.0,20264.04,845490.0,239.6721427811092,199.67366168450954
1802,(주)메디아나,41920,Dec-17,17584.45,1134357.0,16163.7,959740.0,168.41748806968556,155.01689503392672
1803,(주)메디아나,41920,Dec-18,15035.36,1134357.0,15404.98,959740.0,160.51201367036907,132.54522165420585
1804,(주)메디아나,41920,Dec-19,18211.86,805539.0,17921.0,719363.0,249.123182593489,226.08290846253257
1805,(주)메디콕스,54180,Jun-11,,,5100.48,1674989.0,30.450826841250894,
1806,(주)메디콕스,54180,Jun-12,,,-2252.19,870834.0,-25.862449100517438,
1807,(주)메디콕스,54180,Jun-13,,,9898.19,870834.0,113.66333882232436,
1808,(주)메디콕스,54180,Jun-14,,,5212.42,875834.0,59.51378914269142,
1809,(주)메디콕스,54180,Jun-15,,,7515.31,1680077.0,44.73193788141853,
1810,(주)메디콕스,54180,Jun-16,,,4919.56,1666869.0,29.51377702746887,
1811,(주)메디콕스,54180,Jun-17,,,-7894.06,3642761.0,-21.670540559756734,
1812,(주)메디콕스,54180,Jun-18,,,4255.99,3724195.0,11.427946173602617,
1813,(주)메디콕스,54180,Jun-19,5896.17,3943795.0,5488.16,3943795.0,13.915936299934453,14.950498187659347
1814,(주)메디톡스,86900,Dec-11,,,15864.52,0.0,inf,
1815,(주)메디톡스,86900,Dec-12,,,27495.43,0.0,inf,
1816,(주)메디톡스,86900,Dec-13,27572.5,0.0,23488.18,0.0,inf,inf
1817,(주)메디톡스,86900,Dec-14,66536.06,0.0,61532.95,0.0,inf,inf
1818,(주)메디톡스,86900,Dec-15,68293.32,0.0,61661.45,0.0,inf,inf
1819,(주)메디톡스,86900,Dec-16,99087.04,0.0,92193.59,0.0,inf,inf
1820,(주)메디톡스,86900,Dec-17,119408.92,0.0,110113.58,0.0,inf,inf
1821,(주)메디톡스,86900,Dec-18,128599.6,0.0,113655.51,0.0,inf,inf
1822,(주)메디톡스,86900,Dec-19,91747.38,0.0,77815.13,0.0,inf,inf
1823,(주)메디프론디비티,65650,Dec-11,,,2522.91,0.0,inf,
1824,(주)메디프론디비티,65650,Dec-12,,,-291.6,0.0,-inf,
1825,(주)메디프론디비티,65650,Dec-13,,,-74.28,0.0,-inf,
1826,(주)메디프론디비티,65650,Dec-14,,,-6443.77,0.0,-inf,
1827,(주)메디프론디비티,65650,Dec-15,,,-641.45,0.0,-inf,
1828,(주)메디프론디비티,65650,Dec-16,,,-2489.48,0.0,-inf,
1829,(주)메디프론디비티,65650,Dec-17,,,-10138.16,0.0,-inf,
1830,(주)메디프론디비티,65650,Dec-18,,,-4039.58,0.0,-inf,
1831,(주)메디프론디비티,65650,Dec-19,,,-111.23,0.0,-inf,
1832,(주)메지온,140410,Dec-12,,,2688.66,0.0,inf,
1833,(주)메지온,140410,Dec-13,,,53.38,0.0,inf,
1834,(주)메지온,140410,Dec-14,,,-1944.26,187487.0,-103.7010566065914,
1835,(주)메지온,140410,Dec-15,,,8821.43,744592.0,118.4733384188925,
1836,(주)메지온,140410,Dec-16,-7920.85,0.0,-7931.79,0.0,-inf,-inf
1837,(주)메지온,140410,Dec-17,-11411.12,672669.0,-11467.2,672669.0,-170.47314503864456,-169.6394512011108
1838,(주)메지온,140410,Dec-18,-17167.54,737129.0,-15698.11,737129.0,-212.96285996073956,-232.89736260545985
1839,(주)메지온,140410,Dec-19,-17043.21,762129.0,-20797.1,762129.0,-272.8816250267343,-223.62631523009884
1840,(주)메카로,241770,Dec-17,,,55275.15,8713300.0,63.43767573709157,
1841,(주)메카로,241770,Dec-18,56152.17,11709084.0,55761.71,11709084.0,47.62260651644484,47.95607410451578
1842,(주)메카로,241770,Dec-19,29197.65,13458736.0,27098.66,7084084.0,38.25287785972047,21.694199217519387
1843,(주)메타랩스,90370,Dec-11,32752.82,0.0,28704.7,0.0,inf,inf
1844,(주)메타랩스,90370,Dec-12,10426.04,0.0,-4490.78,0.0,-inf,inf
1845,(주)메타랩스,90370,Dec-13,23754.38,0.0,17297.92,0.0,inf,inf
1846,(주)메타랩스,90370,Dec-14,23515.44,0.0,19249.74,0.0,inf,inf
1847,(주)메타랩스,90370,Dec-15,-9654.76,0.0,-13165.8,0.0,-inf,-inf
1848,(주)메타랩스,90370,Dec-16,-17614.42,0.0,-21305.31,0.0,-inf,-inf
1849,(주)메타랩스,90370,Dec-17,-23910.6,0.0,-24034.09,0.0,-inf,-inf
1850,(주)메타랩스,90370,Dec-18,-135.88,0.0,-8576.47,0.0,-inf,-inf
1851,(주)메타랩스,90370,Dec-19,-5122.89,504064.0,-18877.43,463535.0,-407.2492907763168,-101.63173723971562
1852,(주)메타바이오메드,59210,Dec-11,10715.54,14054742.0,9568.16,11503903.0,8.31731630560515,7.624145644224561
1853,(주)메타바이오메드,59210,Dec-12,13077.93,17165084.0,11067.34,15312120.0,7.227829980433801,7.618914069980666
1854,(주)메타바이오메드,59210,Dec-13,18025.7,18533191.0,14005.39,16967844.0,8.254077536309268,9.726171817902271
1855,(주)메타바이오메드,59210,Dec-14,11732.87,20020292.0,11862.55,18537431.0,6.399241620912843,5.8604889479134465
1856,(주)메타바이오메드,59210,Dec-15,22660.78,20881526.0,13740.88,19139942.0,7.179164910740064,10.852070868766967
1857,(주)메타바이오메드,59210,Dec-16,23668.28,21599397.0,12785.31,19461398.0,6.5695742926587295,10.957842943485877
1858,(주)메타바이오메드,59210,Dec-17,17356.15,22351570.0,7144.52,20428338.0,3.497357445329131,7.765069746778415
1859,(주)메타바이오메드,59210,Dec-18,20556.21,26231333.0,15535.87,23989777.0,6.476037688887229,7.836509871610413
1860,(주)메타바이오메드,59210,Dec-19,33903.03,30332466.0,21506.84,27750834.0,7.7499796943039625,11.17714266950798
1861,(주)멕아이씨에스,58110,Dec-15,,,7418.29,1107814.0,66.96331694670766,
1862,(주)멕아이씨에스,58110,Dec-16,2676.1,1207919.0,2843.43,1198227.0,23.730311535293396,22.154631229411905
1863,(주)멕아이씨에스,58110,Dec-17,2883.52,1478801.0,3160.61,1367497.0,23.112372458586748,19.49904010073025
1864,(주)멕아이씨에스,58110,Dec-18,2760.74,1535857.0,1840.9,1413862.0,13.020365495359517,17.975241184563405
1865,(주)멕아이씨에스,58110,Dec-19,5560.14,1671864.0,3687.33,1608496.0,22.924085605435142,33.25713096280559
1866,(주)멜파스,96640,Dec-11,,,38559.29,31357491.0,12.296675776770533,
1867,(주)멜파스,96640,Dec-12,,,47353.98,54000773.0,8.769130027083131,
1868,(주)멜파스,96640,Dec-13,,,20220.67,33799750.0,5.982490994755878,
1869,(주)멜파스,96640,Dec-14,,,-170.47,40485880.0,-0.042106037956937084,
1870,(주)멜파스,96640,Dec-15,,,-20352.33,40170157.0,-5.066529861956975,
1871,(주)멜파스,96640,Dec-16,,,14544.61,31404454.0,4.631384452663944,
1872,(주)멜파스,96640,Dec-17,,,-22394.09,0.0,-inf,
1873,(주)멜파스,96640,Dec-18,,,-8320.32,251266.0,-331.135927662318,
1874,(주)멜파스,96640,Dec-19,-2873.79,0.0,-2873.79,0.0,-inf,-inf
1875,(주)모나리자,12690,Dec-11,,,7127.49,4851765.0,14.690509536220326,
1876,(주)모나리자,12690,Dec-12,,,11889.03,11035155.0,10.773777078799528,
1877,(주)모나리자,12690,Dec-13,,,7086.44,34795478.0,2.0365979740240956,
1878,(주)모나리자,12690,Dec-14,,,21569.65,38977599.0,5.533858050107191,
1879,(주)모나리자,12690,Dec-15,,,20141.38,40697974.0,4.948988369789611,
1880,(주)모나리자,12690,Dec-16,,,22351.73,42034189.0,5.317511894900601,
1881,(주)모나리자,12690,Dec-17,,,20913.34,44036867.0,4.749052651724747,
1882,(주)모나리자,12690,Dec-18,,,14850.21,45355393.0,3.2741883638843126,
1883,(주)모나리자,12690,Dec-19,,,20948.91,47015573.0,4.455738527317321,
1884,(주)모나미,5360,Dec-11,38652.45,18264724.0,19815.62,3370022.0,58.79967549173269,21.162350988714635
1885,(주)모나미,5360,Dec-12,30447.46,12150668.0,17266.97,4490851.0,38.449215972651956,25.05826017137494
1886,(주)모나미,5360,Dec-13,27026.27,12530283.0,7315.4,4849598.0,15.084549276043086,21.568762652846708
1887,(주)모나미,5360,Dec-14,35924.66,14675372.0,15000.75,6458181.0,23.227515611594036,24.479556634066928
1888,(주)모나미,5360,Dec-15,38078.27,14315659.0,15144.72,5769472.0,26.249750410436175,26.599033966930897
1889,(주)모나미,5360,Dec-16,36569.73,15435816.0,15992.89,6182284.0,25.86890217272451,23.691478312516814
1890,(주)모나미,5360,Dec-17,33578.99,16283656.0,15587.91,6480964.0,24.051838584506875,20.621284311090825
1891,(주)모나미,5360,Dec-18,33850.61,17894709.0,15887.48,3503562.0,45.34665006641812,18.916546784862497
1892,(주)모나미,5360,Dec-19,33719.44,20925852.0,15138.01,3665562.0,41.29792375630258,16.113771616085213
1893,(주)모다이노칩,80420,Dec-11,39075.55,61721514.0,38120.5,59005404.0,6.460509956003352,6.3309448306793
1894,(주)모다이노칩,80420,Dec-12,43380.92,67922824.0,42495.31,65415154.0,6.496248560387093,6.386795696244903
1895,(주)모다이노칩,80420,Dec-13,52163.59,82385481.0,51613.06,79828509.0,6.465492171474729,6.3316484126614485
1896,(주)모다이노칩,80420,Dec-14,58659.2,93483119.0,56736.98,90861408.0,6.244343032852847,6.27484412453119
1897,(주)모다이노칩,80420,Dec-15,49989.59,102961504.0,49620.59,100307556.0,4.9468446823686945,4.85517286149977
1898,(주)모다이노칩,80420,Dec-16,67703.78,108555386.0,69858.27,105644221.0,6.612597389496582,6.236796025947529
1899,(주)모다이노칩,80420,Dec-17,128478.83,116596477.0,111067.05,112315687.0,9.888827907004655,11.019100517076515
1900,(주)모다이노칩,80420,Dec-18,122660.26,117365540.0,95363.24,113016042.0,8.438026877635654,10.451130715199708
1901,(주)모다이노칩,80420,Dec-19,101943.51,111213896.0,70595.07,109344218.0,6.456223410002347,9.166436359715338
1902,(주)모두투어네트워크,80160,Dec-11,16788.06,0.0,16024.55,0.0,inf,inf
1903,(주)모두투어네트워크,80160,Dec-12,66253.28,12418.0,63351.69,5782.0,109567.08751297128,53352.617168626195
1904,(주)모두투어네트워크,80160,Dec-13,62975.35,416961.0,68232.56,409866.0,1664.7528704503422,1510.3414947680958
1905,(주)모두투어네트워크,80160,Dec-14,68666.78,420131.0,71402.95,413036.0,1728.7342991894168,1634.4135519635543
1906,(주)모두투어네트워크,80160,Dec-15,78575.71,436131.0,72134.23,413036.0,1746.4392934272073,1801.6538608812493
1907,(주)모두투어네트워크,80160,Dec-16,93030.24,444322.0,87899.19,413036.0,2128.1241828799425,2093.7572301168975
1908,(주)모두투어네트워크,80160,Dec-17,112341.76,548604.0,99508.62,478036.0,2081.613518647131,2047.7750800212903
1909,(주)모두투어네트워크,80160,Dec-18,97819.37,632691.0,84655.99,0.0,inf,1546.0844235179572
1910,(주)모두투어네트워크,80160,Dec-19,101077.04,673274.0,73483.8,0.0,inf,1501.2764491128426
1911,(주)모바일리더,100030,Dec-11,,,9084.76,0.0,inf,
1912,(주)모바일리더,100030,Dec-12,8387.19,0.0,8387.19,0.0,inf,inf
1913,(주)모바일리더,100030,Dec-13,12950.24,0.0,10324.37,0.0,inf,inf
1914,(주)모바일리더,100030,Dec-14,10808.94,0.0,6083.41,0.0,inf,inf
1915,(주)모바일리더,100030,Dec-15,9820.73,0.0,4483.26,0.0,inf,inf
1916,(주)모바일리더,100030,Dec-16,9353.65,0.0,5516.37,0.0,inf,inf
1917,(주)모바일리더,100030,Dec-17,10248.93,0.0,5403.11,0.0,inf,inf
1918,(주)모바일리더,100030,Dec-18,11867.7,0.0,4224.2,0.0,inf,inf
1919,(주)모바일리더,100030,Dec-19,9279.95,0.0,-1650.77,0.0,-inf,inf
1920,(주)모베이스,101330,Dec-11,25279.7,43006999.0,10769.28,18327666.0,5.87596914959057,5.878043245937714
1921,(주)모베이스,101330,Dec-12,44997.54,47511474.0,13803.34,19149418.0,7.2082295138160335,9.470878550305553
1922,(주)모베이스,101330,Dec-13,61487.34,71311115.0,23034.93,19227784.0,11.980023282974264,8.622406198528799
1923,(주)모베이스,101330,Dec-14,77169.76,71643579.0,24279.66,18500145.0,13.124037676461455,10.771343514259664
1924,(주)모베이스,101330,Dec-15,69432.17,70058840.0,18829.13,18540645.0,10.155595989244173,9.910550902641265
1925,(주)모베이스,101330,Dec-16,88028.12,88888587.0,17354.34,15644584.0,11.092874057884824,9.903197133733265
1926,(주)모베이스,101330,Dec-17,78362.53,79640659.0,17613.67,10992574.0,16.02324441936893,9.839513005536531
1927,(주)모베이스,101330,Dec-18,88959.26,113502121.0,19039.39,11343568.0,16.784304550384853,7.837673799945994
1928,(주)모베이스,101330,Dec-19,170912.1,436766613.0,16334.54,10419181.0,15.677374258111074,3.9131219033905413
1929,(주)모베이스전자,12860,Dec-11,114412.13,136944355.0,68011.99,116073470.0,5.859391469902641,8.354643752931619
1930,(주)모베이스전자,12860,Dec-12,128055.91,164518822.0,62556.58,132945210.0,4.705440684925768,7.783663196907646
1931,(주)모베이스전자,12860,Dec-13,162517.11,188094598.0,82902.17,153859602.0,5.38817005389108,8.640179554757866
1932,(주)모베이스전자,12860,Dec-14,179579.68,199122379.0,94009.8,159185102.0,5.905690847878466,9.018558381125006
1933,(주)모베이스전자,12860,Dec-15,183064.55,227842676.0,106103.63,181064221.0,5.859999806367046,8.034691007579282
1934,(주)모베이스전자,12860,Dec-16,175863.02,255745354.0,117583.97,220349189.0,5.3362560821587595,6.876489337906016
1935,(주)모베이스전자,12860,Dec-17,118412.46,273147861.0,85271.97,235081265.0,3.627340103006507,4.335104787805752
1936,(주)모베이스전자,12860,Dec-18,153060.01,286216551.0,123901.18,242557914.0,5.108107089014626,5.347699476680509
1937,(주)모베이스전자,12860,Dec-19,165854.6,303637761.0,118876.83,250314236.0,4.749103842419893,5.4622521077014525
1938,(주)모비스,250060,Dec-16,,,,,,
1939,(주)모비스,250060,Dec-17,,,-3259.87,0.0,-inf,
1940,(주)모비스,250060,Dec-18,2070.53,0.0,2084.63,0.0,inf,inf
1941,(주)모비스,250060,Dec-19,9435.05,29404.0,1684.67,0.0,inf,3208.7641137260234
1942,(주)모토닉,9680,Dec-11,59287.47,68478432.0,37838.6,43669890.0,8.664688644738973,8.657831125572502
1943,(주)모토닉,9680,Dec-12,58005.1,72451538.0,38812.84,47056946.0,8.248057576877173,8.006055026740771
1944,(주)모토닉,9680,Dec-13,54429.63,78529904.0,35692.18,53797880.0,6.634495634400463,6.9310704874922555
1945,(주)모토닉,9680,Dec-14,47910.24,89775287.0,31870.58,70570630.0,4.516125192590742,5.336684693639576
1946,(주)모토닉,9680,Dec-15,36677.26,98463107.0,37809.4,80449294.0,4.6997802118686085,3.724974878154109
1947,(주)모토닉,9680,Dec-16,49828.44,105828669.0,46767.84,88421517.0,5.2891922222958465,4.708406566088438
1948,(주)모토닉,9680,Dec-17,42252.95,103199802.0,40056.64,88480335.0,4.527179966034261,4.094285956091272
1949,(주)모토닉,9680,Dec-18,36628.39,102331671.0,35163.51,89942794.0,3.9095416582233367,3.5793796428869027
1950,(주)모토닉,9680,Dec-19,39568.71,96843311.0,29411.7,95102536.0,3.092630463608247,4.085848531139131
1951,(주)모헨즈,6920,Dec-11,9636.71,16395671.0,3164.53,4483944.0,7.0574699416406625,5.877594152749222
1952,(주)모헨즈,6920,Dec-12,11768.43,17201551.0,4078.49,4511734.0,9.039739488187912,6.841493537414155
1953,(주)모헨즈,6920,Dec-13,13472.43,17815914.0,4905.21,4758702.0,10.307873869807354,7.562020113029284
1954,(주)모헨즈,6920,Dec-14,15362.38,19240553.0,5263.06,4900923.0,10.738915914410407,7.984375501057583
1955,(주)모헨즈,6920,Dec-15,17407.06,19766113.0,5374.59,5295784.0,10.148808939337405,8.80651648606886
1956,(주)모헨즈,6920,Dec-16,17678.09,20186415.0,5488.37,5601087.0,9.798758705229895,8.75741928420673
1957,(주)모헨즈,6920,Dec-17,16683.24,20290948.0,5312.06,5683037.0,9.347220509034166,8.2220111154984
1958,(주)모헨즈,6920,Dec-18,14160.09,16608542.0,6307.67,6111380.0,10.321187685923636,8.525787513437361
1959,(주)모헨즈,6920,Dec-19,13022.54,16791009.0,5659.02,6254627.0,9.047733781726713,7.755662569176158
1960,(주)무학,33920,Dec-11,54830.05,54770426.0,55148.67,53663950.0,10.276669905961079,10.010886166925195
1961,(주)무학,33920,Dec-12,76540.71,59750525.0,76360.28,58099739.0,13.14296437717216,12.810048112547967
1962,(주)무학,33920,Dec-13,115378.83,95800965.0,112554.57,94147608.0,11.955117330224683,12.043597890689306
1963,(주)무학,33920,Dec-14,151790.6,93950290.0,145847.63,92273489.0,15.806016612203749,16.15648019819843
1964,(주)무학,33920,Dec-15,93799.17,107019356.0,91242.2,105109212.0,8.680704408667815,8.764692061873367
1965,(주)무학,33920,Dec-16,137225.05,112606110.0,133789.18,110748189.0,12.080484675013512,12.186288115271896
1966,(주)무학,33920,Dec-17,133241.09,119847289.0,128725.9,115578086.0,11.137569798482387,11.117572296524788
1967,(주)무학,33920,Dec-18,31278.1,120632990.0,26616.12,116256330.0,2.2894340463009626,2.5928313639577363
1968,(주)무학,33920,Dec-19,88333.51,122032367.0,84320.07,117167596.0,7.196534953230585,7.238531233275185
1969,(주)미래생명자원,218150,Dec-15,,,,,,
1970,(주)미래생명자원,218150,Dec-16,,,,,,
1971,(주)미래생명자원,218150,Dec-17,-420.73,1254222.0,-437.26,1254222.0,-3.486304657389202,-3.3545098076736015
1972,(주)미래생명자원,218150,Dec-18,4022.03,2420763.0,3708.56,2420763.0,15.319797931478629,16.614720234901146
1973,(주)미래생명자원,218150,Dec-19,4020.28,2569238.0,3618.53,2569238.0,14.084059164623907,15.647752368601116
1974,(주)미래아이앤지,7120,Dec-11,8913.23,52089.0,7694.48,52089.0,1477.179442876615,1711.1539864462745
1975,(주)미래아이앤지,7120,Dec-12,8430.24,52089.0,6418.19,52089.0,1232.1584211637773,1618.4299948165642
1976,(주)미래아이앤지,7120,Dec-13,-2889.28,2004230.0,-4641.78,1992015.0,-23.30193296737223,-14.415910349610572
1977,(주)미래아이앤지,7120,Dec-14,-10507.54,2032619.0,-12445.89,2020404.0,-61.6009966323567,-51.69458713118396
1978,(주)미래아이앤지,7120,Dec-15,5302.4,1808619.0,5537.23,1796404.0,30.82396832783717,29.317396311771578
1979,(주)미래아이앤지,7120,Dec-16,2173.98,1796404.0,1970.59,1796404.0,10.969637119489825,12.101843460602403
1980,(주)미래아이앤지,7120,Dec-17,1844.19,1743745.0,1554.28,1743745.0,8.913459250062365,10.576030325534983
1981,(주)미래아이앤지,7120,Dec-18,-7963.09,399375.0,-7847.97,399375.0,-196.5062910798122,-199.3887949921753
1982,(주)미래아이앤지,7120,Dec-19,11377.48,399375.0,11179.69,399375.0,279.9296400625978,284.88212832550863
1983,(주)미래컴퍼니,49950,Dec-11,29685.67,3590315.0,26553.24,762848.0,348.0803515248123,82.68263369648623
1984,(주)미래컴퍼니,49950,Dec-12,33916.22,3590315.0,31022.78,762848.0,406.67052938462183,94.46586163052547
1985,(주)미래컴퍼니,49950,Dec-13,17571.86,3590315.0,14256.39,762848.0,186.88375665925585,48.94239084871383
1986,(주)미래컴퍼니,49950,Dec-14,11310.4,3590315.0,10563.82,762848.0,138.478700868325,31.502528329686953
1987,(주)미래컴퍼니,49950,Dec-15,22464.87,3680685.0,19865.25,767718.0,258.7571217556447,61.034481353335046
1988,(주)미래컴퍼니,49950,Dec-16,27924.01,3770685.0,24665.31,857718.0,287.56899120690014,74.05553632827987
1989,(주)미래컴퍼니,49950,Dec-17,60903.68,3770685.0,57929.31,857718.0,675.3887641392625,161.51887521763285
1990,(주)미래컴퍼니,49950,Dec-18,55250.27,3770685.0,52123.84,857718.0,607.7036974856538,146.5258169271631
1991,(주)미래컴퍼니,49950,Dec-19,43270.79,3770685.0,40706.47,857718.0,474.5903665307246,114.75578044838007
1992,(주)미코,59090,Dec-11,56889.51,50667047.0,33932.4,17378958.0,19.52499108404543,11.228108478475171
1993,(주)미코,59090,Dec-12,71781.35,53719154.0,37401.4,24065310.0,15.541624022295993,13.362338133619902
1994,(주)미코,59090,Dec-13,38208.94,54229806.0,9239.8,17589557.0,5.253003245050458,7.045745286273014
1995,(주)미코,59090,Dec-14,62441.3,57584883.0,17130.97,24843161.0,6.895648263117564,10.843349286652193
1996,(주)미코,59090,Dec-15,72257.85,49332219.0,19480.05,24507499.0,7.948607893445186,14.647192334891729
1997,(주)미코,59090,Dec-16,71127.73,52544101.0,15636.59,26429008.0,5.916449834212469,13.536767904735871
1998,(주)미코,59090,Dec-17,97858.62,67118469.0,26594.62,33621810.0,7.909931083424718,14.579983938549015
1999,(주)미코,59090,Dec-18,126555.73,80910298.0,30024.18,39060777.0,7.686529123575806,15.641486081289676
2000,(주)미코,59090,Dec-19,134191.06,101612742.0,34663.86,41146208.0,8.424557616585226,13.206125271179081
2001,(주)미투온,201490,Dec-16,8033.56,0.0,4142.74,0.0,inf,inf
2002,(주)미투온,201490,Dec-17,9229.73,0.0,2928.73,0.0,inf,inf
2003,(주)미투온,201490,Dec-18,48092.99,0.0,3609.66,0.0,inf,inf
2004,(주)미투온,201490,Dec-19,58450.59,0.0,1058.8,0.0,inf,inf
2005,(주)바른손,18700,Mar-11,13489.62,8302259.0,13259.3,8302259.0,15.970713513033019,16.248131984318967
2006,(주)바른손,18700,Mar-12,18718.19,7965228.0,20585.79,7965228.0,25.844570927536537,23.499879727234422
2007,(주)바른손,18700,Mar-13,13663.78,7545216.0,11731.75,7545216.0,15.548593970006955,18.10919660881809
2008,(주)바른손,18700,Mar-14,13607.6,7338951.0,13211.1,7338901.0,18.001469157302978,18.541614462339375
2009,(주)바른손,18700,Mar-15,-1776.96,3110987.0,-2526.95,2559522.0,-9.872741863519828,-5.711885006269714
2010,(주)바른손,18700,Mar-16,17391.66,634773.0,13612.39,384275.0,354.23563854010797,273.98235274657236
2011,(주)바른손,18700,Mar-17,3943.94,143986.0,1921.16,143986.0,133.42686094481408,273.91135249260344
2012,(주)바른손,18700,Mar-18,-1637.44,144936.0,-2630.97,144936.0,-181.52632886239445,-112.97676215709002
2013,(주)바른손,18700,Mar-19,-3264.96,144936.0,-3171.78,144936.0,-218.84003974167908,-225.26908428547773
2014,(주)바른손이앤에이,35620,Dec-11,-311.6,0.0,1954.56,0.0,inf,-inf
2015,(주)바른손이앤에이,35620,Dec-12,6817.26,0.0,2391.78,0.0,inf,inf
2016,(주)바른손이앤에이,35620,Dec-13,-719.16,0.0,1353.15,0.0,inf,-inf
2017,(주)바른손이앤에이,35620,Dec-14,-17183.63,0.0,-16632.43,0.0,-inf,-inf
2018,(주)바른손이앤에이,35620,Dec-15,5164.09,0.0,2818.35,0.0,inf,inf
2019,(주)바른손이앤에이,35620,Dec-16,53014.65,0.0,30263.47,0.0,inf,inf
2020,(주)바른손이앤에이,35620,Dec-17,-2278.36,0.0,-8382.81,0.0,-inf,-inf
