,회사명,거래소코드,회계년도,매출액(IFRS연결),자산(IFRS연결),매출액(IFRS개별),자산(IFRS개별),총자산회전율(개별),총자산회전율(연결)
132,(주)갤럭시아에스엠,11420,Dec-12,55049732.0,43979072.0,37398255.0,40169876.0,0.9310025004807084,1.2517256389584572
133,(주)갤럭시아에스엠,11420,Dec-13,46437304.0,37636664.0,30903637.0,34158874.0,0.9047030355860091,1.2338315638176647
134,(주)갤럭시아에스엠,11420,Dec-14,43885894.0,45274078.0,33027933.0,40528250.0,0.8149360754535416,0.9693382160096115
135,(주)갤럭시아에스엠,11420,Dec-15,62472754.0,68686992.0,53784932.0,67196553.0,0.8004120687559673,0.909528168011783
136,(주)갤럭시아에스엠,11420,Dec-16,52626331.0,58444606.0,45665676.0,55825556.0,0.818006649141121,0.9004480413470493
137,(주)갤럭시아에스엠,11420,Dec-17,37281280.0,49831109.0,36917656.0,48958128.0,0.7540659234356346,0.7481527252383646
138,(주)갤럭시아에스엠,11420,Dec-18,22060413.0,33253331.0,22030258.0,33337692.0,0.6608213310027581,0.6634046074963137
139,(주)갤럭시아에스엠,11420,Dec-19,28732679.0,28241598.0,28732679.0,28241598.0,1.0173885698677532,1.0173885698677532
140,(주)경농,2100,Dec-11,121253605.0,173774102.0,120728258.0,176741869.0,0.6830767303926157,0.6977656831741246
141,(주)경농,2100,Dec-12,136970449.0,269412832.0,131021366.0,203467698.0,0.6439418506617203,0.5084035826474664
142,(주)경농,2100,Dec-13,196358952.0,255984725.0,139237273.0,214988593.0,0.6476495848316939,0.7670729259333736
143,(주)경농,2100,Dec-14,188483147.0,284623063.0,134806677.0,230870852.0,0.583905139311393,0.6622202186054051
144,(주)경농,2100,Dec-15,196418710.0,316341853.0,137609256.0,265109291.0,0.5190661386514741,0.6209064913076804
145,(주)경농,2100,Dec-16,203984939.0,320915151.0,143209666.0,266622289.0,0.5371256339337781,0.635635115276935
146,(주)경농,2100,Dec-17,206534382.0,335873898.0,143175105.0,268967010.0,0.5323147437300954,0.6149164410507422
147,(주)경농,2100,Dec-18,212654617.0,357260541.0,146216658.0,285031873.0,0.5129835357044439,0.595236788268761
148,(주)경농,2100,Dec-19,227510941.0,370874091.0,151342037.0,297197088.0,0.5092312243651593,0.6134452271566201
149,(주)경동나비엔,9450,Dec-11,341246917.0,263211016.0,318269213.0,224373470.0,1.4184797026136824,1.2964765768010258
150,(주)경동나비엔,9450,Dec-12,379014259.0,299729837.0,341339118.0,254627468.0,1.3405431891582098,1.2645196180452332
151,(주)경동나비엔,9450,Dec-13,414177562.0,354779867.0,371601179.0,301475800.0,1.2326069920040017,1.1674212674531501
152,(주)경동나비엔,9450,Dec-14,428985365.0,401658957.0,382392117.0,331089242.0,1.1549518029945534,1.0680338568921792
153,(주)경동나비엔,9450,Dec-15,512031120.0,402084368.0,448302084.0,324848990.0,1.3800322543714851,1.2734419956360998
154,(주)경동나비엔,9450,Dec-16,583252904.0,429754702.0,506082201.0,347643876.0,1.4557489314150898,1.357176317759055
155,(주)경동나비엔,9450,Dec-17,684660958.0,503697210.0,569819524.0,391400492.0,1.455847745842895,1.359270896100457
156,(주)경동나비엔,9450,Dec-18,726741615.0,583595818.0,618058456.0,440513661.0,1.4030403838032164,1.2452824242136704
157,(주)경동나비엔,9450,Dec-19,774290704.0,609808343.0,655419303.0,461607017.0,1.4198642543598943,1.2697279610685812
158,(주)경동도시가스,267290,Dec-17,871548284.0,710280194.0,870828897.0,707917077.0,1.2301283939785508,1.2270485526166874
159,(주)경동도시가스,267290,Dec-18,1606531867.0,778269612.0,1605687067.0,775880913.0,2.0695019559013175,2.064235635349463
160,(주)경동도시가스,267290,Dec-19,1422707835.0,749999474.0,1421866212.0,747453908.0,1.9022794539994565,1.8969451103908375
161,(주)경동인베스트,12320,Dec-11,1847666903.0,1001490869.0,1806174764.0,941176098.0,1.9190614464584501,1.8449163743698596
162,(주)경동인베스트,12320,Dec-12,2502642394.0,1209924561.0,2403814656.0,1168400020.0,2.0573558839891155,2.0684284579954073
163,(주)경동인베스트,12320,Dec-13,2788264380.0,1205008353.0,2664100017.0,1161427092.0,2.293815974632009,2.3138963087337205
164,(주)경동인베스트,12320,Dec-14,2603059058.0,1320789066.0,2399450987.0,1101071366.0,2.179196608950777,1.9708363167203868
165,(주)경동인베스트,12320,Dec-15,1604168482.0,1167819522.0,1352478311.0,926392697.0,1.459940601194096,1.3736441734187759
166,(주)경동인베스트,12320,Dec-16,1181902637.0,1126122628.0,1021002691.0,903818865.0,1.129654104973788,1.0495328018575256
167,(주)경동인베스트,12320,Dec-17,195069859.0,599276331.0,612436.0,318031347.0,0.0019257095433425938,0.3255090329939962
168,(주)경동인베스트,12320,Dec-18,228644016.0,592002536.0,7460898.0,318776653.0,0.023404781779925395,0.38622134551126314
169,(주)경동인베스트,12320,Dec-19,271765025.0,605467383.0,8641051.0,316572482.0,0.027295647888940643,0.4488516353324354
170,(주)경방,50,Dec-11,348136369.0,1352324332.0,275746943.0,1331930968.0,0.20702795386915276,0.2574355579960089
