,회사명,거래소코드,회계년도,부가가치(IFRS연결),유형자산(IFRS연결),건설중인자산(IFRS연결),부가가치(IFRS개별),유형자산(IFRS개별),건설중인자산(IFRS개별),설비투자효율(개별),설비투자효율(연결)
192,(주)경인양행,12610,19-Dec,111001.57,0.0,28559797.0,58827.05,119519529.0,28509395.0,6.463791164179584,-38.86637219445222
193,(주)고려시멘트,198440,14-Dec,,,,,,,,
194,(주)고려시멘트,198440,15-Dec,,,,,,,,
195,(주)고려시멘트,198440,16-Dec,,,,,,,,
196,(주)고려시멘트,198440,17-Dec,,,,14885.67,47901220.0,1051906.0,3.1773506865009806,
197,(주)고려시멘트,198440,18-Dec,,,,19051.09,48776544.0,606140.0,3.9549367283695602,
198,(주)고려시멘트,198440,19-Dec,,,,16208.11,51139394.0,1102999.0,3.2392641396327617,
199,(주)고영테크놀러지,98460,11-Dec,28970.09,0.0,1005353.0,27718.99,14869610.0,1005353.0,19.993130537034908,-288.15838814824247
200,(주)고영테크놀러지,98460,12-Dec,32628.63,0.0,0.0,28550.06,15336664.0,864368.0,19.727388107595367,inf
201,(주)고영테크놀러지,98460,13-Dec,31220.69,0.0,686155.0,28707.49,14690294.0,686155.0,20.499289531473515,-455.0092909036588
202,(주)고영테크놀러지,98460,14-Dec,46699.29,2344631.0,0.0,42596.7,19812580.0,0.0,21.49982485875136,199.17543528171385
203,(주)고영테크놀러지,98460,15-Dec,46544.16,0.0,0.0,43429.68,19340953.0,0.0,22.45477769373619,inf
204,(주)고영테크놀러지,98460,16-Dec,62157.4,0.0,0.0,52985.52,23462507.0,0.0,22.583059858010913,inf
205,(주)고영테크놀러지,98460,17-Dec,65695.26,0.0,0.0,58409.3,24158929.0,0.0,24.177106526535177,inf
206,(주)고영테크놀러지,98460,18-Dec,86343.44,0.0,586717.0,75984.96,32377941.0,586717.0,23.901237649736295,-1471.636922059528
