,회사명,거래소코드,회계년도,매출원가감소율여부,이자보상배율,총자산증가율,유형자산증가율,유동자산증가율,자기자본증가율,매출액증가율,매출액총이익율,매출액순이익율,자기자본순이익율,총자본영업이익율,매출액영업이익률,총자본순이익률,총자본회전율,재고자산회전율,매출채권회전율,유형자산회전율,매입채무회전율,자기자본회전율,타인자본회전율,유동자산회전율,순운전자본회전율,유동비율,당좌비율,현금비율,부채비율,차입금의존도,CASH_FLOW_대_부채비율,CASH_FLOW_대_매출액비율,CASH_FLOW_대_차입금비율,자기자본구성비율,당좌자산구성비율,유동자산구성비율,매출채권_대_매입채무비율,유동부채비율,타인자본구성비율,재고자산_대_유동자산비율,재고자산_대_순운전자본비율,순운전자본비율,노동장비율,기계장비율,자본집약도,설비투자효율,총자본투자효율,부가가치율,종업원1인딩부가가치,배당금감소율여부,변화율여부,직원감소율여부,자본증가율여부,투자활동감소율여부
0,CMG제약,58820,2011-12,1,3.53,1.98,-5.9,17.64,-2.02,56.4,41.83,-8.5,-8.28,2.37,3.61,-5.58,0.66,3.74,2.29,1.77,11.95,0.97,2.01,1.25,4.61,200.97,165.03,15.1,51.41,7.32,-46.08,-24.07,-213.61,66.05,46.14,56.18,602.31,42.33,33.95,17.88,35.59,28.23,71726.36,29216.43,202.26,35.85819316,12.72,19.56,25719.78,0,0.0,0.0,0,0
1,CMG제약,58820,2012-12,0,-7.75,109.15,-4.12,207.08,75.17,-8.43,28.34,-40.97,-26.84,-9.96,-25.87,-15.78,0.39,4.09,1.75,1.71,7.83,0.66,0.93,0.52,0.81,693.49,649.98,68.81,80.77,0.18,-8.1,-12.71,-2066.51,55.32,77.32,82.49,323.41,21.5,44.68,6.27,7.33,70.6,69458.82,32002.75,426.18,0,0.47,1.66,2009.78,0,0.0,0.0,1,1
2,CMG제약,58820,2013-12,0,0.7,-2.09,16.09,-18.89,55.1,25.51,38.7,1.45,0.74,1.4,3.88,0.52,0.36,3.3,2.02,2.03,6.2,0.51,1.26,0.48,1.25,694.71,610.74,394.63,14.11,0.0,-39.85,-13.51,0.0,87.63,60.08,68.34,282.72,11.23,12.37,12.09,14.12,58.5,66012.04,33789.62,411.12,77.91470318,12.51,34.29,51433.09,0,0.0,0.0,0,0
3,CMG제약,58820,2014-12,0,3.6,3.86,74.3,-25.93,0.01,11.52,37.07,0.69,0.32,0.78,1.94,0.28,0.4,3.0,1.85,1.54,5.27,0.46,2.85,0.68,2.32,324.58,268.23,101.24,18.5,0.01,-17.73,-7.06,-29481.93,84.39,40.28,48.74,285.31,17.79,15.61,17.36,25.09,33.72,113899.65,48479.94,354.08,37.80253285,12.16,31.04,43056.95,0,0.0,1.0,0,0
4,CMG제약,58820,2015-12,0,-32.22,-2.64,-5.37,-7.17,-4.48,18.85,36.26,-13.5,-7.62,-4.49,-9.51,-6.37,0.47,3.32,2.09,1.48,5.66,0.56,2.88,0.99,3.1,296.85,235.21,29.0,20.78,0.01,16.12,5.8,24988.83,82.8,36.82,46.47,254.69,18.91,17.2,20.77,31.32,30.82,114246.59,53386.77,362.39,0,7.63,15.96,27662.63,0,0.0,0.0,1,0
5,CMG제약,58820,2016-12,0,303.0,96.31,-5.14,199.84,116.01,21.92,40.36,5.24,2.34,2.07,5.25,2.06,0.39,3.32,2.62,1.9,6.26,0.45,3.36,0.63,0.95,862.15,792.17,23.52,9.76,0.0,29.03,8.69,0.0,91.1,65.22,70.98,219.41,9.04,8.9,8.12,9.18,62.75,105508.06,53273.71,693.62,62.31075943,9.48,31.9,65742.88,0,0.0,0.0,0,1
6,CMG제약,58820,2017-12,0,303.0,-1.27,-4.28,3.12,-3.13,25.98,43.43,6.83,2.85,1.41,3.75,2.57,0.38,3.29,2.94,2.51,6.55,0.42,3.86,0.52,1.18,746.28,673.66,34.9,11.87,0.0,22.67,6.34,0.0,89.39,66.92,74.13,215.55,11.11,10.61,9.73,11.24,64.2,80771.91,45146.7,547.84,84.86867526,12.51,33.01,68550.05,0,0.0,1.0,0,0
7,CMG제약,58820,2018-12,0,303.0,4.39,6.71,0.18,6.16,20.05,45.6,12.16,6.01,2.29,5.15,5.42,0.45,3.29,3.0,2.98,8.93,0.49,4.53,0.61,1.37,957.86,856.94,158.5,10.0,0.0,13.63,2.84,0.0,90.91,63.65,71.14,414.65,8.17,9.09,10.54,11.76,63.71,71425.41,43924.83,515.22,106.251151,14.73,33.79,75890.32,0,0.0,0.0,0,0
8,CMG제약,58820,2019-12,0,303.0,68.07,39.67,85.06,73.26,17.56,49.34,5.2,2.15,1.7,4.44,1.99,0.38,3.37,3.02,2.83,13.81,0.41,5.21,0.51,0.83,1618.07,1520.84,199.65,6.71,0.0,15.35,3.16,0.0,93.71,73.62,78.33,468.79,5.17,6.29,6.01,6.41,73.49,68915.04,44414.46,797.69,114.5992865,9.9,32.47,78976.14,0,0.0,,0,0
9,DB하이텍,990,2011-12,1,-0.75,-13.19,-7.89,-10.08,-22.6,-10.94,16.62,-17.74,-27.74,-3.34,-7.81,-7.59,0.43,5.87,5.9,0.7,20.51,1.56,0.59,1.87,-2.14,35.2,25.5,5.04,289.22,57.65,5.87,9.47,7.57,25.69,16.9,23.33,336.28,257.97,74.31,27.57,-14.97,-42.95,284943.29,596524.9,467.1,29.7816315,18.17,39.45,84860.76,0,0.0,0.0,0,0
10,DB하이텍,990,2012-12,0,-0.31,-3.44,-9.69,10.52,-5.57,6.98,16.38,-5.31,-10.47,-1.33,-2.64,-2.66,0.5,6.32,7.33,0.82,28.86,1.97,0.67,2.01,-4.8,55.66,41.39,7.19,298.0,57.69,7.77,11.39,10.08,25.13,19.86,26.7,384.99,190.94,74.87,25.64,-32.18,-21.27,287622.85,631966.15,502.5,37.06979249,21.22,41.58,106621.19,0,0.0,0.0,0,1
11,DB하이텍,990,2013-12,0,-0.16,-8.58,-7.2,-27.88,-29.61,-16.42,18.08,-16.82,-33.51,-0.87,-1.95,-7.49,0.45,5.34,5.76,0.75,20.81,1.99,0.57,1.86,-3.89,46.76,31.58,7.39,416.9,62.57,5.99,10.36,7.72,19.35,14.23,21.07,199.26,232.89,80.65,32.46,-28.51,-23.99,280084.67,682609.71,494.11,31.92886686,18.1,38.8,89427.86,0,0.0,0.0,0,0
12,DB하이텍,990,2014-12,0,0.67,-6.95,-6.96,11.04,-41.05,14.98,24.11,-13.56,-47.32,4.46,8.03,-7.54,0.56,6.09,5.45,0.92,17.22,3.49,0.66,2.41,-8.81,65.77,47.39,10.72,715.95,66.85,4.42,6.73,5.81,12.26,18.11,25.14,225.55,311.87,87.74,27.94,-53.69,-13.08,275045.16,738062.03,492.68,34.07353642,19.02,33.0,93717.61,0,0.0,0.0,1,1
13,DB하이텍,990,2015-12,0,2.5,-0.02,-9.91,36.42,110.48,17.42,34.46,19.01,67.63,12.69,18.75,12.87,0.68,5.72,5.39,1.19,16.56,3.56,0.84,2.28,14.23,138.4,104.2,44.31,287.57,53.39,13.74,15.06,19.1,25.8,25.83,34.3,207.92,96.06,74.2,24.71,89.06,9.52,243664.34,773788.42,491.34,79.07529365,39.21,57.93,192678.29,0,0.0,0.0,1,0
14,DB하이텍,990,2016-12,0,4.41,0.22,2.73,9.23,34.58,15.98,37.51,11.43,29.65,17.49,22.3,8.96,0.78,6.05,5.6,1.43,17.48,2.59,1.12,2.19,16.33,134.53,106.69,42.15,188.6,42.8,31.09,25.94,47.48,34.65,29.65,37.39,249.46,80.2,65.35,20.69,80.62,9.6,242862.21,796551.05,482.07,68.60237183,34.56,44.11,166609.23,0,0.0,0.0,1,1
15,DB하이텍,990,2017-12,0,6.05,0.73,1.44,-4.14,33.31,-12.08,37.3,16.21,27.62,14.46,21.07,11.12,0.69,5.63,5.17,1.23,17.41,1.7,1.15,1.88,6.52,243.53,191.87,74.02,118.07,35.77,40.08,31.74,60.67,45.86,28.03,35.58,252.94,31.86,54.14,21.21,35.99,20.97,264545.79,868264.95,512.35,64.18081675,33.14,48.46,169787.65,0,0.0,0.0,1,0
16,DB하이텍,990,2018-12,0,6.77,7.3,7.56,8.4,22.51,-1.54,32.17,12.97,17.12,10.97,16.88,8.43,0.65,7.7,4.75,1.16,19.03,1.32,1.28,1.82,5.91,244.51,217.15,75.96,91.0,28.6,35.76,27.15,59.59,52.36,31.92,35.95,271.06,28.08,47.64,11.19,18.93,21.24,254494.88,876446.29,545.54,62.12280594,28.98,46.18,158099.36,0,0.0,0.0,1,1
17,DB하이텍,990,2019-12,0,13.44,2.1,3.18,11.19,15.45,20.64,36.43,12.96,17.4,16.82,22.45,9.71,0.75,10.84,4.46,1.33,24.06,1.34,1.7,1.99,7.82,194.01,170.41,38.58,68.91,22.04,38.43,21.14,71.12,59.2,34.39,39.15,332.91,34.08,40.8,12.16,25.1,18.97,280672.97,920709.95,550.22,68.27100029,34.83,46.97,191618.24,0,0.0,,1,0
18,ES큐브,50120,2011-12,0,-245.99,12.78,27.82,3.83,-7.92,21.63,27.92,-8.99,-11.72,-6.98,-6.84,-9.17,1.02,8.12,5.26,13.89,18.08,1.3,4.68,1.6,5.54,230.24,194.35,21.35,41.36,0.18,12.27,3.73,1990.81,70.74,51.85,61.43,461.69,37.71,29.26,15.59,27.56,34.75,18201.83,3525.92,234.08,0,21.71,22.56,50819.28,0,0.0,0.0,0,0
19,ES큐브,50120,2012-12,0,1.72,-16.58,-26.25,-33.37,1.56,4.85,28.02,-0.64,-0.91,0.18,0.16,-0.71,1.1,7.93,5.65,14.93,26.35,1.42,4.94,1.97,6.25,472.77,371.91,84.78,16.11,0.33,49.3,5.66,2061.96,86.12,38.6,49.06,297.97,12.05,13.88,21.33,27.06,38.68,13481.35,2937.58,196.11,0,38.87,32.14,76236.19,0,0.0,0.0,0,1
20,ES큐브,50120,2013-12,0,-37.44,1.85,-31.56,68.92,6.3,4.69,24.76,-28.08,-40.02,-2.49,-1.99,-35.23,1.25,7.94,13.04,21.87,47.35,1.43,10.48,1.92,3.37,1056.51,883.95,278.73,11.25,0.32,82.01,6.67,2558.09,89.89,68.08,81.37,334.9,8.57,10.11,16.33,18.04,73.67,21774.98,4288.55,471.38,0,3.04,2.45,14343.9,0,0.0,0.0,0,1
21,ES큐브,50120,2014-12,0,22.2,20.1,5.59,20.49,17.12,-24.13,21.42,-1.38,-1.34,0.33,0.38,-1.19,0.86,5.66,12.45,19.86,41.31,0.97,7.57,1.05,2.21,769.89,668.53,425.42,14.07,1.0,39.24,6.16,482.17,87.66,70.89,81.63,284.54,12.1,12.34,13.16,15.13,71.03,85155.37,19771.52,2096.73,0,10.2,12.98,213814.81,0,0.0,0.0,0,0
22,ES큐브,50120,2015-12,0,-11.86,-1.75,-14.4,-10.89,0.05,-5.19,27.8,-5.47,-4.65,-7.24,-9.63,-4.11,0.75,4.73,13.61,19.76,35.54,0.85,6.51,0.96,2.35,765.67,639.55,492.89,12.01,0.0,0.93,0.13,0.0,89.27,61.84,74.04,211.48,10.83,10.73,16.47,18.95,64.37,50464.56,7844.69,1426.16,0,4.8,6.33,68468.97,0,0.0,1.0,0,0
23,ES큐브,50120,2016-12,0,8.98,89.08,258.91,23.57,44.39,-18.65,28.68,62.82,35.5,2.69,6.3,26.79,0.43,3.44,11.81,7.59,31.4,0.57,1.74,0.74,1.44,1493.9,1275.25,918.41,46.68,28.34,-2.3,-2.24,-2.58,68.18,41.3,48.39,263.79,4.75,31.82,14.64,15.69,45.15,235459.37,5580.1,3505.49,0,25.56,78.38,895834.33,0,0.0,0.0,0,0
24,ES큐브,50120,2017-12,0,2.86,0.69,64.55,0.3,1.56,4.25,27.1,4.86,2.41,2.13,6.29,1.65,0.34,3.3,11.66,3.83,31.59,0.49,1.07,0.7,1.51,1378.49,1153.05,654.97,45.42,27.01,5.37,4.97,6.21,68.77,40.32,48.2,199.81,5.08,31.23,16.35,17.63,44.7,332105.37,11744.74,3025.49,0,7.08,20.96,214095.43,0,0.0,0.0,0,0
25,ES큐브,50120,2018-12,0,-0.82,6.17,30.79,-11.71,-2.84,-5.55,22.89,-18.13,-8.53,-1.11,-3.59,-5.61,0.31,2.96,10.05,2.52,31.55,0.47,0.9,0.7,9.07,119.8,95.25,71.07,58.92,24.28,1.16,1.43,1.76,62.93,31.86,40.08,356.25,53.16,37.07,20.5,124.01,6.62,506736.03,12074.7,3747.7,0,1.04,3.45,38852.0,0,0.0,0.0,0,0
26,ES큐브,50120,2019-12,0,-0.68,312.66,14.02,696.75,4.65,29.45,18.75,-31.5,-19.02,-0.91,-5.99,-4.78,0.15,4.21,0.41,2.69,45.77,0.6,0.2,0.22,0.68,156.01,152.69,48.38,526.65,6.21,9.52,84.97,128.84,15.96,75.74,77.38,20592.7,310.83,84.04,2.13,5.93,27.78,577779.37,11237.7,15465.29,0,-0.12,-1.28,-18599.0,0,0.0,,0,1
27,HJ중공업,97230,2011-12,0,0.55,-6.49,-1.53,-13.26,-4.55,-8.72,7.85,-3.35,-5.07,1.48,3.73,-1.33,0.4,8.17,2.95,0.91,10.41,1.51,0.54,1.12,-63.5,96.33,81.81,34.4,276.93,25.45,-0.99,-1.77,-2.86,26.53,28.86,33.99,132.35,132.98,73.47,15.08,-395.95,-1.29,1121928.55,179602.51,2526.64,15.8107465,7.02,17.09,177385.28,0,0.0,0.0,0,0
28,HJ중공업,97230,2012-12,0,0.27,-6.42,-7.72,-4.91,-8.11,-11.83,7.49,-2.09,-2.97,0.78,2.08,-0.78,0.37,8.07,2.63,0.84,11.03,1.42,0.51,1.09,-29.28,92.89,83.75,29.88,283.85,25.28,-4.99,-9.54,-14.61,26.05,31.14,34.54,96.91,142.72,73.95,9.84,-128.54,-2.64,1080502.28,182792.71,2500.04,19.11021724,8.26,21.33,206486.33,1,0.0,0.0,0,0
29,HJ중공업,97230,2013-12,0,-0.4,1.49,-3.21,22.63,-4.46,-0.78,2.57,-7.52,-11.34,-1.05,-2.75,-2.87,0.38,5.97,2.11,0.89,10.62,1.51,0.51,1.0,-10.2,84.9,66.58,17.98,307.77,34.15,-4.02,-8.02,-8.89,24.52,32.72,41.73,99.6,200.42,75.48,21.58,-121.34,-7.42,1009398.48,179009.79,2423.27,12.86114082,5.36,14.16,129820.16,0,0.0,0.0,0,0
30,HJ중공업,97230,2014-12,0,-0.88,-3.19,-3.73,-5.07,-4.02,-0.36,-0.67,-11.9,-18.67,-2.2,-5.75,-4.56,0.38,4.04,1.88,0.91,9.67,1.57,0.51,0.93,-25.79,93.12,70.06,12.33,311.31,41.53,-5.71,-11.1,-10.41,24.31,30.78,40.92,94.56,180.73,75.69,24.77,-335.52,-3.02,1041139.94,199171.78,2543.35,11.00046816,4.5,11.56,114530.27,0,0.0,0.0,0,0
31,HJ중공업,97230,2015-12,0,-0.5,-8.59,1.18,-8.24,-13.0,23.61,3.56,-8.38,-17.74,-1.28,-2.55,-4.21,0.5,3.93,2.58,1.15,9.65,2.12,0.66,1.23,-6.23,70.83,45.35,4.75,332.17,45.81,0.21,0.31,0.35,23.14,26.3,41.08,51.9,250.64,76.86,35.97,-87.34,-16.92,1022800.53,211939.59,2247.2,10.87614427,4.95,9.4,111241.26,0,0.0,0.0,0,0
32,HJ중공업,97230,2016-12,0,-0.58,-11.13,-12.12,-2.36,-34.59,-9.7,2.12,-11.89,-29.55,-1.42,-2.82,-5.99,0.5,3.56,2.6,1.09,8.73,2.49,0.63,1.17,-21.26,89.96,64.36,5.26,487.19,55.53,2.53,3.92,3.78,17.03,32.29,45.13,46.24,294.57,82.97,28.45,-255.0,-5.04,950236.96,235401.54,2125.54,9.41612878,4.21,7.87,89475.54,0,0.0,0.0,0,1
33,HJ중공업,97230,2017-12,0,-1.08,-19.97,-25.45,-20.15,-35.52,-12.83,0.87,-11.34,-37.76,-2.47,-4.76,-5.87,0.52,3.51,2.97,1.17,8.59,3.33,0.61,1.15,-3.42,56.89,35.58,4.37,628.81,53.67,4.8,7.11,7.72,13.72,28.16,45.03,46.74,576.82,86.28,37.46,-49.44,-34.12,716305.25,203186.12,1687.39,9.618653013,4.08,7.0,68898.92,0,0.0,0.0,0,0
34,HJ중공업,97230,2018-12,0,0.62,-35.02,-64.36,-9.15,-22.69,-30.76,8.29,-75.6,-1959.95,1.78,3.63,-36.99,0.49,2.53,4.52,1.4,7.12,-25.92,0.48,0.94,-8.1,80.41,56.15,10.7,486.0,61.88,11.7,23.73,23.81,-25.91,43.96,62.95,55.46,302.2,125.91,30.17,-123.84,-15.34,280289.74,29850.29,1203.71,61.33946442,14.28,23.0,171928.23,0,0.0,0.0,0,0
35,HJ중공업,97230,2019-12,0,0.69,-9.64,-3.7,-24.43,-65.41,-4.07,10.9,18.8,-132.2,3.22,5.15,11.77,0.63,3.29,9.5,2.6,8.93,-7.03,0.57,1.08,-5.98,70.48,50.77,6.64,908.28,36.95,12.95,17.69,31.56,9.92,37.92,52.65,88.36,753.17,90.08,27.97,-66.78,-22.05,304224.7,34142.86,1225.31,54.32508801,13.49,20.46,165270.34,0,0.0,,1,0
36,MH에탄올,23150,2011-12,0,0.12,-0.49,2.92,-0.67,-8.49,-18.64,16.81,-9.73,-9.76,0.45,1.35,-3.24,0.33,4.15,4.53,0.6,148.03,1.0,0.5,0.98,-2.75,58.36,45.92,5.22,214.54,8.89,2.62,5.35,20.09,31.79,26.78,34.04,81716.41,183.43,68.21,21.31,-29.87,-24.28,1474660.69,273673.9,2631.51,11.62281333,6.51,19.52,171397.06,0,0.0,0.0,0,0
37,MH에탄올,23150,2012-12,0,1.08,0.13,-4.55,9.48,-7.01,33.46,17.97,0.48,0.7,4.06,9.12,0.21,0.45,3.24,6.01,0.81,4611.92,1.45,0.64,1.25,-3.78,61.27,36.07,0.73,238.69,56.9,-2.5,-3.95,-3.09,29.53,21.91,37.21,66557.71,205.72,70.47,41.13,-65.05,-23.53,1381574.9,262106.29,2584.34,0,11.43,25.71,295469.04,0,0.0,0.0,0,0
38,MH에탄올,23150,2013-12,0,0.87,-3.49,-1.99,-13.66,15.64,4.07,12.67,11.3,16.43,2.28,4.84,5.32,0.47,3.29,5.72,0.87,6573.65,1.45,0.7,1.33,-3.88,57.37,40.78,0.14,182.66,56.85,0.72,0.97,0.82,35.38,23.66,33.29,287248.6,164.02,64.62,28.92,-38.92,-24.74,1379249.45,270169.25,2543.1,18.55241758,10.06,20.98,255884.12,0,0.0,0.0,1,0
39,MH에탄올,23150,2014-12,0,5.62,-34.05,-48.75,-33.46,15.04,-21.25,24.24,-0.41,-0.41,8.13,17.85,-0.19,0.46,3.81,4.49,0.92,26321.21,0.99,0.84,1.36,-33.92,90.87,68.77,0.02,62.03,34.38,17.21,11.51,19.17,61.72,25.42,33.59,0.0,59.9,38.28,24.32,-241.93,-3.38,671643.28,216623.13,1613.86,31.7304553,13.21,23.06,213115.47,0,0.0,0.0,1,0
40,MH에탄올,23150,2015-12,0,12.69,-7.64,2.12,-21.69,9.65,2.86,27.71,15.44,14.06,13.48,22.01,9.46,0.61,6.88,4.6,1.38,,0.91,1.87,1.97,51.36,109.55,92.01,15.38,36.47,23.57,43.92,18.4,49.79,73.27,23.92,28.48,0.0,35.48,26.73,16.01,183.62,2.48,778266.17,263351.28,1680.77,44.98501989,20.83,32.66,350103.19,0,0.0,0.0,1,0
41,MH에탄올,23150,2016-12,0,29.41,-8.43,1.48,-12.41,9.84,-2.96,30.54,16.66,13.41,15.69,24.28,10.76,0.65,7.43,4.58,1.32,,0.81,3.27,2.32,8.1,257.95,185.46,17.87,13.77,7.58,146.33,26.21,233.68,87.89,19.59,27.25,0.0,12.02,12.11,28.1,45.89,16.68,860181.65,290573.0,1682.32,46.20789806,23.63,34.95,397471.86,0,0.0,0.0,0,0
42,MH에탄올,23150,2017-12,0,3.46,591.43,941.08,330.09,68.03,6.3,28.38,8.29,5.06,2.84,15.62,1.5,0.18,6.68,4.5,0.24,227.16,0.61,0.26,0.99,-0.99,44.64,41.69,7.8,368.17,44.71,1.98,14.99,3.48,21.36,15.83,16.95,2379.05,177.74,78.64,6.62,-5.34,-21.02,8102820.96,277834.56,10420.42,3.651662919,2.84,27.32,295887.71,0,0.0,0.0,0,0
43,MH에탄올,23150,2018-12,0,0.1,-12.0,0.34,-65.11,-14.28,40.05,26.47,-16.53,-12.13,0.26,1.69,-2.56,0.15,8.81,6.01,0.19,134.23,0.73,0.2,1.27,-1.31,20.96,16.33,4.89,380.62,49.8,-1.14,-5.45,-1.81,20.81,5.23,6.72,1679.28,154.04,79.19,22.11,-5.86,-25.33,7798778.9,271766.58,8803.55,4.322102272,3.83,23.15,337071.2,0,0.0,0.0,0,0
44,MH에탄올,23150,2019-12,0,0.73,2.57,3.08,10.95,-13.32,11.1,32.96,-9.34,-8.83,1.76,9.68,-1.69,0.18,7.37,7.5,0.2,139.98,0.95,0.22,2.59,-0.65,11.62,8.73,3.21,468.69,48.48,0.01,0.06,0.02,17.58,5.46,7.27,1797.11,355.65,82.42,24.91,-3.28,-55.27,8543371.34,301172.96,9605.84,5.621055675,5.0,27.91,480227.66,0,0.0,,1,0
45,SH에너지화학,2360,2011-12,0,2.82,9.51,1.39,29.29,6.04,14.99,7.17,1.04,2.84,4.16,2.41,1.8,1.73,18.71,6.8,5.25,312.13,2.73,4.71,3.88,21.28,147.77,115.16,15.37,60.5,27.79,8.32,1.9,11.28,62.31,37.48,48.09,3032.99,52.23,37.69,22.07,68.27,15.55,293992.84,233753.09,960.65,44.34358697,13.57,8.2,130366.97,0,0.0,0.0,0,0
46,SH에너지화학,2360,2012-12,0,1.72,-0.97,-1.31,0.31,-0.55,11.97,7.8,0.11,0.32,2.1,1.13,0.2,1.86,14.12,6.78,5.88,122.34,2.98,4.96,3.85,18.46,171.22,123.05,7.42,59.82,27.55,6.4,1.28,8.7,62.57,35.01,48.71,1264.27,45.47,37.43,28.13,67.64,20.26,286365.59,241685.29,925.8,45.26634379,14.0,7.49,129627.23,0,0.0,0.0,0,0
47,SH에너지화학,2360,2013-12,0,5.3,6.56,-2.2,16.91,7.27,19.57,7.74,1.99,6.85,6.0,2.77,4.3,2.17,16.36,7.77,7.15,96.33,3.45,5.82,4.23,19.39,168.09,134.09,15.75,58.75,25.33,6.23,1.1,9.1,62.99,42.64,53.45,1206.44,50.48,37.01,20.23,49.93,21.65,269280.64,240595.09,952.49,66.70412492,18.86,8.98,179621.29,0,0.0,0.0,1,1
48,SH에너지화학,2360,2014-12,0,26.68,0.23,-2.91,2.16,21.03,-0.43,14.4,7.25,21.75,19.23,9.21,15.13,2.09,15.3,7.41,7.31,95.77,3.0,6.85,3.87,11.65,291.69,224.49,37.69,31.46,8.64,57.91,6.65,160.41,76.07,41.92,54.47,1384.72,24.55,23.93,23.04,35.06,35.8,217265.87,202510.18,791.01,121.9987808,33.51,16.07,265061.71,0,0.0,1.0,0,0
49,SH에너지화학,2360,2015-12,0,84.87,4.32,4.91,13.08,8.8,-6.27,17.24,5.82,14.32,20.29,10.6,11.13,1.91,13.89,7.09,6.79,130.11,2.46,8.59,3.37,8.47,399.36,329.69,115.03,26.05,5.96,103.42,11.41,358.77,79.33,48.75,59.05,2729.66,18.64,20.67,17.44,23.27,44.26,221144.91,209500.64,791.24,112.7034505,31.5,16.81,249237.95,0,0.0,0.0,1,1
50,SH에너지화학,2360,2016-12,0,210.93,7.76,-2.65,23.47,13.58,0.9,17.69,8.26,18.42,20.08,11.04,15.02,1.82,15.32,6.05,6.78,167.45,2.23,9.87,2.87,6.09,673.11,580.63,211.38,19.6,2.86,89.01,8.31,510.0,83.61,58.36,67.66,2792.03,12.02,16.39,13.74,16.14,57.6,211685.74,208566.74,841.14,130.5269614,32.85,18.72,276306.96,0,0.0,0.0,0,0
51,SH에너지화학,2360,2017-12,0,162.17,0.66,-2.2,4.01,3.46,-13.87,13.98,5.25,9.33,11.35,7.54,7.91,1.51,10.26,5.24,5.98,114.68,1.78,9.9,2.19,4.74,1057.37,816.13,399.76,16.36,2.84,73.48,6.88,364.34,85.94,53.95,69.9,1678.27,7.69,14.06,22.82,25.2,63.29,207461.58,213831.66,846.7,94.86517106,23.24,15.48,196808.78,0,0.0,0.0,0,0
52,SH에너지화학,2360,2018-12,0,22.72,-2.3,-3.39,-2.1,-2.14,-2.4,6.68,1.11,1.91,1.7,1.14,1.64,1.48,8.11,6.5,6.01,133.77,1.72,10.59,2.12,4.64,1287.95,953.73,441.48,16.17,2.86,56.94,5.29,277.3,86.08,51.87,70.04,2749.34,6.32,13.92,25.95,28.13,64.61,189426.6,204101.11,784.84,67.41279155,16.27,10.85,127697.76,1,0.0,0.0,0,1
53,SH에너지화학,2360,2019-12,0,-24.12,0.8,10.49,-2.57,-6.06,-23.28,4.73,-2.19,-3.02,-2.55,-2.22,-2.51,1.15,6.88,6.13,4.45,140.69,1.38,6.79,1.66,3.7,1110.48,887.83,542.25,24.66,6.73,43.59,7.56,128.22,80.22,54.13,67.71,1864.22,7.6,19.78,20.05,22.03,61.61,195735.7,214448.89,781.11,44.3155715,11.1,9.73,86741.39,1,0.0,,0,1
54,SNT에너지,100840,2011-12,0,-9.21,8.9,0.0,18.56,-4.06,-8.7,7.22,-2.13,-2.53,0.0,0.0,-1.57,0.74,17.37,2.14,1.59,4.55,1.19,1.93,1.46,7.9,151.52,135.46,21.28,72.18,0.0,-14.12,-8.38,0.0,58.08,47.03,52.61,137.93,59.78,41.92,10.6,31.18,17.89,666060.37,83774.27,1502.78,0,0.0,0.0,0.0,0,0.0,0.0,1,#DIV/0!
55,SNT에너지,100840,2012-12,0,77.44,5.89,-0.24,11.0,14.14,18.12,16.85,3.94,5.29,0.0,0.0,3.19,0.81,11.69,2.43,1.88,5.49,1.34,2.05,1.5,6.32,182.56,162.88,51.29,59.73,0.0,4.27,2.03,0.0,62.6,49.2,55.14,140.21,48.25,37.4,10.78,23.84,24.94,627125.65,82709.83,1501.55,0,0.0,0.0,0.0,1,0.0,0.0,0,#DIV/0!
56,SNT에너지,100840,2013-12,0,50.81,6.45,-1.57,12.29,8.11,-12.98,19.4,8.06,8.49,0.0,0.0,5.36,0.66,9.19,2.34,1.65,5.18,1.05,1.8,1.17,4.5,197.1,177.76,71.62,57.28,0.0,20.6,11.65,0.0,63.58,52.46,58.17,108.13,46.42,36.42,9.81,19.92,28.66,575920.29,70308.74,1491.27,0,0.0,0.0,0.0,0,0.0,0.0,1,#DIV/0!
57,SNT에너지,100840,2014-12,0,41.09,-2.3,-0.25,-5.96,4.82,20.92,16.12,4.64,5.55,0.0,0.0,3.66,0.79,11.46,2.59,2.02,7.05,1.2,2.31,1.38,5.17,222.54,199.37,50.89,46.6,0.0,-2.4,-0.96,0.0,68.21,50.16,55.99,158.47,36.88,31.79,10.41,18.9,30.83,550413.68,71886.89,1396.84,0,0.0,0.0,0.0,0,0.0,0.0,1,#DIV/0!
58,SNT에너지,100840,2015-12,0,359.1,3.84,-1.13,7.96,11.4,7.15,22.22,10.39,12.31,0.0,0.0,8.71,0.84,14.23,2.18,2.18,8.57,1.18,2.86,1.47,4.34,286.28,269.65,49.36,36.64,0.0,-13.31,-4.34,0.0,73.18,54.83,58.21,216.31,27.78,26.82,5.81,8.93,37.88,511700.68,61967.59,1362.91,0,0.0,0.0,0.0,0,0.0,0.0,0,#DIV/0!
59,SNT에너지,100840,2016-12,0,1771.27,10.07,-0.48,15.05,-0.69,-2.31,19.33,0.65,0.72,0.0,0.0,0.5,0.77,23.46,1.86,2.15,9.48,1.1,2.5,1.28,4.64,207.24,200.61,57.56,51.45,0.0,15.74,7.32,0.0,66.03,58.9,60.84,202.26,44.47,33.97,3.2,6.19,31.49,541963.51,67897.94,1596.52,0,0.0,0.0,0.0,0,0.0,0.0,1,#DIV/0!
