,회사명,거래소코드,회계년도,매출원가감소율여부,이자보상배율,총자산증가율,유형자산증가율,유동자산증가율,자기자본증가율,매출액증가율,매출액총이익율,매출액순이익율,자기자본순이익율,총자본영업이익율,매출액영업이익률,총자본순이익률,총자본회전율,재고자산회전율,매출채권회전율,유형자산회전율,매입채무회전율,자기자본회전율,타인자본회전율,유동자산회전율,순운전자본회전율,유동비율,당좌비율,현금비율,부채비율,차입금의존도,CASH_FLOW_대_부채비율,CASH_FLOW_대_매출액비율,CASH_FLOW_대_차입금비율,자기자본구성비율,당좌자산구성비율,유동자산구성비율,매출채권_대_매입채무비율,유동부채비율,타인자본구성비율,재고자산_대_유동자산비율,재고자산_대_순운전자본비율,순운전자본비율,노동장비율,기계장비율,자본집약도,설비투자효율,총자본투자효율,부가가치율,종업원1인딩부가가치,배당금감소율여부,변화율여부,직원감소율여부,자본증가율여부,투자활동감소율여부
5899,대성산업,128820,2018-12,0,0.3,-1.91,10.19,-36.07,11.84,5.01,12.21,-0.72,-1.6,0.55,0.65,-0.62,0.86,24.2,11.26,1.46,8.01,2.21,1.4,4.03,-12.5,54.73,45.26,15.19,142.1,31.87,-3.17,-2.15,-5.84,41.3,13.84,16.74,50.96,74.05,58.7,17.3,-20.91,-13.85,1115646.18,43379.21,1800.29,16.72464008,10.36,11.98,186587.81,0,0.0,0.0,0,0
5900,대성산업,128820,2019-12,0,-0.48,-5.53,-1.58,2.41,-14.19,-7.99,11.19,-7.25,-15.05,-0.91,-1.11,-5.94,0.82,20.21,11.06,1.29,11.77,2.07,1.35,4.7,-10.06,52.0,39.57,14.28,166.55,32.81,-5.76,-4.27,-10.98,37.52,13.81,18.15,60.37,93.01,62.48,23.91,-25.91,-16.75,1106785.46,44635.43,1732.2,7.807561293,4.99,5.92,86412.95,0,0.0,,0,0
5901,대양제지공업,6580,2011-12,0,1.51,8.34,4.52,22.91,2.35,8.58,9.02,1.52,3.35,3.63,3.59,1.54,1.01,14.78,6.95,1.75,24.48,2.21,1.87,4.43,-15.1,65.27,46.64,3.26,123.95,40.35,4.47,2.54,6.13,44.65,17.33,24.25,337.84,83.2,55.35,28.55,-53.66,-12.9,1429060.65,990946.07,2538.86,20.39877944,11.48,11.78,291510.93,0,0.0,0.0,0,0
5902,대양제지공업,6580,2012-12,0,3.7,-4.77,-0.29,-21.5,9.26,-9.31,15.54,6.07,11.47,7.59,8.39,5.49,0.91,11.97,6.7,1.56,28.18,1.89,1.74,4.08,-29.54,76.09,53.93,0.62,95.2,35.37,11.36,5.97,15.67,51.23,14.17,19.99,580.69,51.28,48.77,29.13,-92.69,-6.28,1252613.54,916477.0,2143.63,31.96642553,18.68,20.13,400415.77,0,0.0,0.0,0,0
5903,대양제지공업,6580,2013-12,0,1.6,-1.59,-2.03,-8.22,2.69,-4.18,9.67,2.22,3.81,2.3,2.56,1.99,0.9,14.36,7.29,1.51,36.76,1.71,1.88,4.64,-12.62,56.55,40.03,0.6,87.05,34.09,16.21,8.35,22.13,53.46,13.2,18.64,428.91,61.66,46.54,29.22,-38.03,-14.32,1303332.54,1043838.5,2224.2,22.41950931,13.14,14.54,292200.76,1,0.0,0.0,0,0
5904,대양제지공업,6580,2014-12,0,3.4,-6.88,-7.11,-16.13,3.86,-4.23,11.87,3.45,5.47,4.14,4.62,3.09,0.9,15.89,7.65,1.52,32.72,1.59,2.06,5.05,-29.56,72.76,53.45,1.17,67.72,27.13,19.25,8.36,28.65,59.62,12.33,16.79,410.26,38.7,40.38,26.54,-70.9,-6.29,1172404.21,1011812.0,1984.89,0,16.02,17.24,317965.83,0,0.0,0.0,0,0
5905,대양제지공업,6580,2015-12,0,-0.86,-1.95,0.54,-12.96,-16.65,-1.74,6.83,-10.3,-17.2,-0.73,-0.79,-9.49,0.92,22.67,8.28,1.54,39.81,1.67,2.06,5.81,-9.61,43.47,34.41,1.42,97.3,30.72,14.32,7.58,22.99,50.68,11.8,14.91,554.98,67.66,49.32,20.84,-16.03,-19.39,1075995.74,989757.93,1906.5,0.179416158,0.1,0.11,1930.51,1,0.0,0.0,0,1
5906,대양제지공업,6580,2016-12,0,3.48,14.52,9.59,59.03,4.83,12.17,11.21,1.42,2.85,3.12,3.2,1.38,0.97,24.78,7.38,1.65,35.16,2.01,1.89,5.41,-15.31,63.47,51.75,5.08,115.53,35.47,2.76,1.62,4.17,46.4,16.88,20.7,423.29,70.29,53.6,18.47,-32.08,-11.92,1135133.67,1009599.53,1999.59,24.04710819,13.65,14.97,272966.82,1,0.0,0.0,0,1
5907,대양제지공업,6580,2017-12,0,1.01,8.54,9.55,18.43,-3.95,34.73,7.79,-0.99,-2.68,1.07,0.91,-1.17,1.18,27.0,7.19,2.02,25.81,2.7,2.09,5.44,-12.09,54.67,44.48,1.39,143.54,41.38,-0.47,-0.25,-0.67,41.06,18.38,22.59,314.79,100.62,58.94,18.64,-22.48,-18.73,1214496.91,1146146.58,2190.74,19.01357991,10.54,9.31,230919.34,0,0.0,0.0,0,1
5908,대양제지공업,6580,2018-12,0,17.64,-4.9,-4.12,28.99,29.44,7.17,21.68,10.83,27.9,18.37,14.77,13.47,1.24,23.15,7.37,2.12,27.15,2.58,2.41,4.69,396.42,102.15,88.12,2.93,78.94,27.08,22.23,7.69,36.2,55.89,26.43,30.63,446.54,53.67,44.11,13.73,653.29,0.64,1444675.97,1378285.67,2453.78,51.66918745,30.42,23.84,746452.33,0,0.0,0.0,0,0
5909,대양제지공업,6580,2019-12,0,21.87,5.08,-0.38,21.15,19.25,-7.92,20.61,9.9,18.99,14.45,12.61,11.35,1.15,23.77,7.67,2.0,34.33,1.92,2.85,3.47,16.25,163.84,147.77,0.82,57.68,22.96,44.88,14.69,71.52,63.42,31.85,35.32,436.02,33.99,36.58,9.81,25.18,13.76,1329054.27,1372222.1,2550.16,49.70096104,25.9,23.17,660552.75,0,0.0,,0,1
5910,대영포장,14160,2011-12,0,0.88,16.06,7.28,44.65,-1.94,35.31,10.22,-0.76,-1.74,0.0,0.0,-0.83,1.09,18.31,5.47,1.62,16.1,2.27,2.09,3.86,279.34,102.39,82.05,2.99,126.19,0.0,-1.59,-0.87,0.0,44.21,24.9,31.07,278.44,68.65,55.79,19.87,850.23,0.73,468595.93,272350.59,748.88,0,0.0,0.0,0.0,0,0.0,0.0,0,#DIV/0!
5911,대영포장,14160,2012-12,0,4.55,-12.11,-3.58,-29.65,12.33,2.44,15.38,5.27,11.67,0.0,0.0,5.83,1.11,15.97,5.62,1.64,17.45,2.21,2.21,3.93,25.32,160.12,124.7,2.7,76.96,0.0,10.58,3.89,0.0,56.51,19.37,24.88,352.18,27.49,43.49,22.12,58.92,9.34,468417.97,277854.03,660.35,0,0.0,0.0,0.0,0,0.0,0.0,0,#DIV/0!
5912,대영포장,14160,2013-12,0,3.67,3.05,-1.95,16.16,7.17,-4.52,13.52,2.98,5.75,0.0,0.0,3.32,1.11,16.83,6.05,1.61,19.03,1.93,2.63,4.2,29.32,136.32,107.56,2.57,70.16,0.0,20.91,7.87,0.0,58.77,22.12,28.04,278.37,35.0,41.23,21.1,79.18,7.47,436867.39,266651.57,660.7,0,0.0,0.0,0.0,0,0.0,0.0,0,#DIV/0!
5913,대영포장,14160,2014-12,0,5.92,-1.49,5.08,-17.46,4.71,10.26,14.55,2.45,4.92,0.0,0.0,2.98,1.22,19.46,6.67,1.74,18.81,2.01,3.09,4.72,-146.71,93.36,74.44,1.16,60.08,0.0,21.41,6.56,0.0,62.47,18.73,23.5,276.12,40.29,37.53,20.26,-284.84,-1.67,443112.52,288544.05,646.65,0,0.0,0.0,0.0,0,0.0,0.0,0,#DIV/0!
5914,대영포장,14160,2015-12,0,6.13,4.82,2.81,11.67,-0.69,-0.96,13.95,-2.88,-5.61,0.0,0.0,-3.41,1.19,20.41,6.57,1.66,18.68,1.95,3.02,4.88,-24.39,72.49,57.35,0.71,68.97,0.0,18.72,6.6,0.0,59.18,19.8,25.03,283.08,58.34,40.82,20.89,-55.03,-9.5,443214.51,319019.36,629.27,0,0.0,0.0,0.0,0,0.0,0.0,0,#DIV/0!
5915,대영포장,14160,2016-12,0,7.32,-0.51,-3.94,14.13,10.71,9.38,13.28,4.01,8.15,0.0,0.0,5.1,1.27,19.02,6.49,1.83,17.53,2.03,3.39,4.73,-703.14,98.75,76.88,2.2,51.84,0.0,14.11,3.78,0.0,65.86,22.35,28.71,255.84,44.15,34.14,22.15,-1755.92,-0.36,402326.16,303223.97,592.45,0,0.0,0.0,0.0,0,0.0,0.0,0,#DIV/0!
5916,대영포장,14160,2017-12,0,-3.58,-0.98,-4.4,9.39,-6.43,16.83,8.54,-0.95,-2.22,0.0,0.0,-1.42,1.5,20.83,6.71,2.23,15.83,2.33,4.16,4.95,-135.11,93.45,73.5,3.66,60.68,0.0,5.68,1.43,0.0,62.24,24.95,31.72,216.68,54.54,37.76,21.35,-304.38,-2.22,375792.02,306344.0,581.71,0,0.0,0.0,0.0,0,0.0,0.0,0,#DIV/0!
5917,대영포장,14160,2018-12,0,8.12,5.33,14.22,-15.65,8.59,-3.85,12.56,3.54,7.88,0.0,0.0,4.98,1.41,18.78,6.8,2.05,16.44,2.23,3.83,4.94,-367.72,97.15,72.87,1.17,55.85,0.0,11.5,3.01,0.0,64.16,19.05,25.4,274.17,40.75,35.84,24.99,-850.89,-0.75,411903.81,316782.98,599.26,0,0.0,0.0,0.0,0,0.0,0.0,0,#DIV/0!
5918,대영포장,14160,2019-12,0,12.71,-2.96,-4.82,-0.37,7.26,-9.99,15.09,4.0,7.42,0.0,0.0,5.01,1.25,17.94,7.0,1.77,19.8,1.86,3.86,4.87,57.45,120.46,95.04,4.37,40.99,0.0,36.63,8.37,0.0,70.93,20.57,26.08,284.5,30.52,29.07,21.11,124.24,4.43,405431.85,324294.21,583.1,0,0.0,0.0,0.0,0,0.0,,0,#DIV/0!
5919,대우전자부품,9320,2011-12,0,-3.27,-1.12,5.08,15.88,0.12,-2.62,7.28,-24.6,-27.73,-10.42,-18.97,-13.51,0.55,6.98,5.24,0.83,7.5,1.13,1.07,2.24,23.0,122.16,85.93,8.37,104.03,34.9,-25.18,-23.25,-36.79,49.01,18.62,26.47,116.37,44.21,50.99,29.66,163.47,4.8,216352.14,328706.22,316.85,0,5.63,10.19,17824.31,0,0.0,0.0,0,0
5920,대우전자부품,9320,2012-12,0,-2.98,2.02,-2.04,20.69,-14.79,6.38,8.36,-13.6,-17.61,-8.13,-13.99,-7.91,0.58,6.17,4.2,0.87,4.63,1.29,1.06,2.01,-39.43,91.47,64.02,7.56,144.28,35.18,-2.1,-2.15,-3.52,40.94,21.92,31.32,104.64,83.64,59.06,30.01,-321.89,-2.92,198225.53,262152.7,302.31,0,13.79,23.95,41682.66,0,0.0,0.0,0,0
5921,대우전자부품,9320,2013-12,0,-1.64,5.96,-37.74,84.29,-12.92,10.12,12.79,-12.14,-20.1,-4.09,-6.65,-7.48,0.62,5.75,4.24,1.19,4.78,1.66,0.98,1.42,10.49,126.49,104.93,9.4,197.24,34.19,-0.2,-0.23,-0.4,33.64,45.19,54.47,121.22,128.01,66.36,17.05,81.4,11.41,115171.58,302077.23,371.06,45.15002616,14.01,23.42,52000.0,0,0.0,0.0,0,1
5922,대우전자부품,9320,2014-12,0,1.2,25.65,113.82,-33.29,62.11,19.4,22.97,1.04,1.69,2.99,4.72,0.66,0.63,5.81,4.21,1.18,6.76,1.62,1.04,1.57,-7.72,66.25,48.63,9.23,130.38,28.54,1.13,1.12,2.24,43.41,21.23,28.92,197.03,100.58,56.59,26.59,-52.18,-14.74,253072.26,134753.77,393.99,27.01299392,17.35,30.52,68362.39,0,0.0,0.0,0,1
5923,대우전자부품,9320,2015-12,0,2.72,14.16,4.93,38.49,19.45,52.59,18.96,2.32,4.23,4.06,5.01,1.88,0.81,7.16,4.74,1.29,6.96,1.82,1.46,2.52,-31.72,87.98,61.74,14.28,120.17,30.82,8.59,6.17,15.21,45.42,24.62,35.09,119.29,87.79,54.58,29.82,-218.39,-4.79,246675.84,144936.6,412.05,31.25985769,18.71,24.62,77110.52,0,0.0,0.0,0,0
5924,대우전자부품,9320,2016-12,0,3.73,4.39,0.19,9.71,22.05,10.36,18.86,4.6,7.64,4.14,5.05,3.77,0.82,6.66,4.46,1.39,6.36,1.66,1.62,2.28,65.93,107.08,79.31,22.32,88.31,28.64,14.5,8.46,23.75,53.1,27.31,36.87,167.14,64.84,46.9,25.94,392.38,2.44,238010.6,152026.3,411.57,0,21.72,27.03,89381.6,0,0.0,0.0,0,0
5925,대우전자부품,9320,2017-12,0,6.66,1.47,5.1,-11.25,7.67,8.31,20.31,5.01,7.91,4.44,5.14,4.33,0.86,7.09,4.94,1.47,8.76,1.58,1.91,2.5,-405.22,98.7,68.57,17.2,77.48,26.35,19.41,9.88,32.16,56.35,22.4,32.25,184.32,57.98,43.65,30.53,-2325.76,-0.42,213032.81,146295.1,375.88,35.87699819,20.33,23.71,76429.78,0,0.0,0.0,0,1
5926,대우전자부품,9320,2018-12,0,3.68,7.9,-1.53,30.15,2.89,11.31,17.54,1.84,2.98,0.0,0.0,1.69,0.92,7.6,4.4,1.68,8.32,1.62,2.12,2.59,138.85,103.41,75.12,6.14,80.2,0.0,8.93,4.49,0.0,55.49,28.02,38.58,188.12,67.22,44.51,27.36,828.52,1.27,187833.23,124980.36,361.33,0,0.0,0.0,0.0,0,0.0,0.0,0,0
5927,대우전자부품,9320,2019-12,0,-1.37,9.41,8.19,9.83,-6.02,-14.69,14.71,-4.64,-6.5,0.0,0.0,-3.34,0.72,4.93,3.19,1.39,4.97,1.4,1.48,1.86,-23.98,87.07,55.08,1.02,109.78,0.0,3.6,2.73,0.0,47.67,24.5,38.73,132.19,93.3,52.33,36.74,-247.39,-5.75,175533.78,125720.4,344.36,0,0.0,0.0,0.0,0,0.0,,0,#DIV/0!
5928,대우조선해양,42660,2011-12,0,15.75,4.0,21.3,-8.4,10.16,1.29,11.26,4.03,13.74,6.23,7.28,3.45,0.86,16.62,2.8,2.34,,3.4,1.14,1.77,-12.95,77.77,69.96,5.63,287.28,17.0,-0.85,-0.75,-3.69,25.82,40.75,45.3,0.0,225.6,74.18,10.04,-35.14,-12.95,531173.65,0.0,1350.11,0,5.47,6.52,73792.31,0,0.0,0.0,0,1
5929,대우조선해양,42660,2012-12,0,-22.28,-6.17,-4.38,-11.53,-9.43,-2.31,4.83,-2.06,-6.86,-0.45,-0.53,-1.74,0.85,13.22,3.27,2.13,,3.33,1.13,1.92,-15.63,79.26,64.93,3.19,301.23,21.44,-4.27,-3.67,-14.94,24.92,34.99,42.71,,216.22,75.08,18.08,-69.12,-11.18,486551.68,0.0,1213.62,0,-1.89,-2.17,-22941.85,0,0.0,0.0,0,0
5930,대우조선해양,42660,2013-12,0,-22.28,8.16,-0.12,31.91,-24.24,7.69,-0.15,-6.31,-27.09,-6.26,-6.93,-5.7,0.9,12.27,3.42,2.35,,4.29,1.14,1.9,-31.27,90.36,78.14,3.96,472.82,27.88,-7.92,-7.52,-23.46,17.46,45.05,52.1,,330.27,82.54,13.52,-126.69,-5.56,467066.9,0.0,1261.57,0,-6.7,-7.71,-84532.61,0,0.0,0.0,0,0
5931,대우조선해양,42660,2014-12,0,-4.01,5.72,0.35,12.5,-30.8,6.79,0.89,-5.47,-34.42,-3.24,-3.59,-4.94,0.9,9.64,2.89,2.5,37.82,6.29,1.05,1.68,-26.43,89.3,70.96,1.26,775.06,29.41,-5.6,-5.64,-16.85,11.43,44.05,55.44,0.0,543.26,88.57,20.54,-171.33,-6.64,415920.9,98830.91,1303.91,18.43294615,5.88,6.7,76666.48,0,0.0,0.0,0,1
5932,대우조선해양,42660,2015-12,0,-22.28,6.45,-6.33,6.45,-69.47,-0.85,-10.2,-14.31,-167.01,-11.6,-13.76,-12.07,0.84,8.44,2.76,2.56,13.86,11.67,0.91,1.52,-6.33,68.19,55.06,8.05,2950.77,36.36,-3.84,-4.54,-10.22,3.28,44.77,55.43,0.0,2480.19,96.72,19.24,-41.24,-25.86,400487.3,100996.44,1430.44,-19.80777999,-5.55,-6.78,-79327.64,0,0.0,0.0,0,0
5933,대우조선해양,42660,2016-12,0,-13.27,-20.21,-10.97,-23.57,6.55,-16.99,-4.92,-21.76,-436.45,-9.02,-11.94,-16.44,0.76,8.72,2.41,2.32,12.69,20.06,0.78,1.39,-5.87,64.68,56.02,1.81,2184.71,33.78,-4.77,-5.36,-13.5,4.38,45.99,53.1,0.0,1875.81,95.62,13.39,-24.51,-29.0,419704.33,115118.46,1337.79,-6.781767841,-2.13,-2.5,-28463.37,1,0.0,0.0,0,0
5934,대우조선해양,42660,2017-12,0,15.75,-24.02,-22.98,-16.85,353.56,-13.4,13.91,5.82,35.38,5.53,6.6,4.87,0.84,10.54,2.31,2.41,16.43,6.08,0.97,1.52,43.69,108.27,96.17,3.35,282.75,27.79,-9.17,-6.98,-24.38,26.13,51.61,58.11,0.0,205.41,73.87,11.18,146.26,4.44,370967.93,115651.67,1119.38,61.49293076,20.38,21.01,228119.05,0,0.0,0.0,0,0
5935,대우조선해양,42660,2018-12,0,5.62,4.12,-4.51,10.51,28.41,-13.13,7.79,3.32,9.37,8.77,10.63,2.74,0.83,8.51,3.7,2.46,13.74,2.82,1.17,1.38,9.68,137.21,112.09,6.56,210.36,21.86,-1.82,-1.53,-5.66,32.22,50.38,61.67,0.0,139.49,67.78,18.31,67.51,16.72,365419.89,116069.53,1199.29,44.24996639,13.48,16.66,161698.18,0,0.0,0.0,0,0
5936,대우조선해양,42660,2019-12,0,1.74,-5.39,-3.36,-6.52,-2.22,-13.33,5.61,-0.56,-1.22,2.52,3.5,-0.4,0.72,6.3,15.53,2.22,13.53,2.2,1.07,1.18,8.1,142.92,118.81,41.86,200.3,20.41,21.72,19.54,70.97,33.3,50.66,60.93,0.0,128.03,66.7,16.87,56.17,18.3,366318.22,119590.97,1154.51,33.38631259,10.59,14.29,122300.14,0,0.0,,0,1
5937,대원미디어,48910,2011-12,0,10.76,-2.58,-4.31,-8.52,-1.42,-36.24,18.36,-0.1,-0.14,-0.16,-0.16,-0.1,0.98,6.91,6.05,11.35,7.11,1.45,3.06,2.05,8.45,203.65,158.74,46.41,46.42,0.3,21.56,6.87,2247.18,68.29,36.07,46.27,132.19,33.27,31.71,22.06,43.33,23.55,67994.28,710.31,793.32,0,15.96,16.05,126630.24,0,0.0,0.0,0,1
5938,대원미디어,48910,2012-12,0,1.36,-1.58,81.67,-0.53,-5.31,-25.13,24.4,-2.24,-2.51,0.3,0.4,-1.68,0.75,5.98,4.73,6.17,8.21,1.12,2.28,1.61,5.83,224.54,182.43,25.3,52.19,3.12,14.47,6.56,159.25,65.71,37.99,46.77,205.07,31.7,34.29,18.76,33.82,25.94,105285.27,3834.6,665.49,0,16.08,21.25,106985.23,0,0.0,0.0,0,1
5939,대원미디어,48910,2013-12,0,-10.12,-10.5,-0.09,-1.5,-21.59,2.59,19.7,-17.65,-23.38,-5.47,-6.68,-14.46,0.82,8.56,6.09,4.91,10.06,1.32,2.15,1.67,5.5,258.35,225.83,64.28,73.71,0.3,13.56,6.63,1889.96,57.57,44.99,51.47,108.4,34.6,42.43,12.59,20.54,31.55,132825.75,5079.29,752.1,0,8.44,9.73,63484.24,0,0.0,0.0,0,0
5940,대원미디어,48910,2014-12,0,1.46,1.41,-1.43,13.74,7.33,4.21,23.39,0.85,1.28,1.93,2.15,0.76,0.9,11.87,7.09,5.16,11.6,1.51,2.2,1.64,4.6,304.61,277.6,95.09,64.11,3.29,14.98,6.56,177.59,60.93,52.61,57.73,221.4,31.1,39.07,8.87,13.2,38.78,183913.94,7135.19,1071.38,0,22.44,25.17,240380.24,0,0.0,0.0,0,0
5941,대원미디어,48910,2015-12,0,5.13,4.24,3.24,4.42,20.83,13.95,25.05,5.46,8.24,4.68,4.7,5.43,0.99,14.62,7.31,5.82,18.39,1.51,2.92,1.72,4.76,342.39,312.3,96.2,41.57,0.07,23.05,6.95,9071.81,70.64,52.75,57.83,230.21,23.91,29.36,8.79,12.41,40.94,164426.97,6178.93,967.1,0,27.44,28.16,265416.29,0,0.0,0.0,0,1
5942,대원미디어,48910,2016-12,0,21.55,4.21,5.27,3.62,12.19,3.92,24.9,0.51,0.68,2.48,2.51,0.5,0.99,14.58,6.89,5.8,16.72,1.35,3.73,1.72,4.9,322.13,293.35,62.89,31.5,0.0,34.86,8.59,0.0,76.04,52.36,57.5,200.47,23.47,23.96,8.93,12.96,39.65,129154.83,4610.43,752.01,0,26.34,27.11,198112.92,0,0.0,1.0,0,1
5943,대원미디어,48910,2017-12,0,933.85,6.74,13.87,-2.2,8.89,27.1,24.02,6.46,10.04,6.91,5.79,7.72,1.19,14.88,8.17,6.72,17.63,1.55,5.16,2.17,6.54,304.32,263.86,67.07,28.91,0.0,29.71,5.76,0.0,77.58,45.68,52.68,183.63,22.31,22.42,13.29,19.8,35.37,142636.65,4587.76,884.32,198.4801372,32.01,27.67,283105.42,0,0.0,0.0,0,0
5944,대원미디어,48910,2018-12,0,124.45,20.34,8.03,18.72,25.44,35.32,18.25,2.54,4.55,5.58,3.93,3.61,1.42,12.35,10.81,8.21,27.88,1.79,6.89,2.72,7.01,349.96,273.16,80.28,23.66,0.0,19.76,2.91,0.0,80.87,40.57,51.97,323.25,18.36,19.13,21.94,30.72,37.12,148598.39,3894.65,903.4,0,23.58,18.13,213057.19,0,0.0,0.0,0,0
5945,대원미디어,48910,2019-12,0,8.26,8.41,23.98,3.22,-0.34,17.24,15.36,1.66,3.14,2.8,1.91,2.43,1.46,10.89,11.97,8.28,36.12,1.89,6.5,2.89,9.75,239.98,184.9,36.92,34.53,4.77,5.85,1.07,31.43,74.33,38.12,49.48,261.52,27.74,25.67,22.95,39.35,28.86,176615.29,3733.49,938.89,0,23.24,16.52,218182.07,0,0.0,,0,0
5946,대원전선,6340,2011-12,0,2.89,10.53,-0.84,13.08,3.37,17.43,3.48,0.32,2.31,3.86,1.64,0.75,2.35,19.87,3.87,14.17,5.98,7.25,3.48,2.85,18.44,141.13,122.97,14.66,218.57,18.33,7.57,2.32,28.31,31.39,72.6,83.32,136.12,188.07,68.61,12.87,44.16,24.28,162193.75,187880.86,1030.68,0,8.7,3.89,89665.24,0,0.0,0.0,0,0
5947,대원전선,6340,2012-12,0,3.48,-0.42,-2.7,0.07,5.26,-7.36,4.28,0.54,3.46,3.73,1.79,1.12,2.08,18.25,3.35,13.36,5.54,6.44,3.07,2.49,20.2,132.69,115.12,0.29,201.38,26.77,-1.57,-0.5,-3.93,33.18,72.64,83.73,203.2,190.17,66.82,13.24,53.75,20.63,165705.47,200433.26,1077.64,0,8.89,4.27,95845.9,0,0.0,0.0,0,0
5948,대원전선,6340,2013-12,0,2.37,3.31,80.92,-11.62,3.97,6.74,3.7,0.72,4.7,2.46,1.13,1.57,2.19,18.58,3.73,10.29,7.1,6.57,3.28,2.82,33.2,122.1,102.36,0.56,199.44,31.25,-4.78,-1.48,-10.19,33.4,60.06,71.63,175.05,175.68,66.6,16.16,89.3,12.96,256151.12,286300.66,1055.23,36.88832461,8.95,4.16,94489.86,0,0.0,0.0,0,1
5949,대원전선,6340,2014-12,0,1.81,-5.3,-0.35,-8.41,3.15,-13.45,3.57,0.33,1.79,1.96,1.03,0.62,1.91,14.26,3.78,6.93,6.95,5.49,2.94,2.71,25.72,128.33,101.71,1.38,174.91,31.43,7.22,2.34,14.62,36.38,54.91,69.28,192.68,148.41,63.62,20.74,93.96,15.29,297247.74,338696.44,1049.02,0,8.93,4.54,93719.5,0,0.0,0.0,0,0
5950,대원전선,6340,2015-12,0,5.17,1.72,13.89,-2.84,5.86,6.98,4.57,0.79,4.45,4.62,2.22,1.65,2.09,17.12,4.23,6.94,8.34,5.62,3.32,3.08,36.89,120.41,104.14,0.54,164.14,31.19,6.32,1.9,12.6,37.86,57.24,66.18,200.19,145.18,62.14,13.51,79.72,11.22,335194.81,360865.89,1056.51,0,12.65,6.11,133609.21,0,0.0,0.0,0,0
5951,대원전선,6340,2016-12,0,3.91,4.06,0.86,3.68,1.38,-4.8,4.17,0.5,2.6,3.3,1.71,0.97,1.93,20.51,3.76,6.18,6.86,5.17,3.08,2.92,42.03,115.82,99.84,1.04,171.13,23.54,10.72,3.58,28.76,36.88,56.84,65.94,167.35,154.36,63.12,13.8,101.01,9.01,357431.99,389452.8,1162.37,0,9.91,5.23,115140.57,0,0.0,0.0,0,0
5952,대원전선,6340,2017-12,0,0.62,-0.55,-42.73,18.79,-2.41,19.58,2.7,0.31,1.92,0.44,0.19,0.7,2.27,17.81,4.29,9.36,6.77,6.21,3.58,3.14,24.42,130.99,104.86,0.76,176.28,18.03,2.75,0.77,9.74,36.19,63.05,78.76,146.75,166.12,63.81,19.95,84.32,18.64,214773.59,260339.83,1212.79,0,10.45,4.59,126776.28,0,0.0,0.0,0,0
5953,대원전선,6340,2018-12,0,2.65,-13.7,-0.55,-15.75,1.32,-14.96,3.34,0.29,1.53,2.1,1.01,0.6,2.08,13.08,3.86,10.96,6.39,5.31,3.41,2.67,17.87,148.46,119.65,0.43,135.33,20.42,-6.78,-1.74,-19.09,42.49,61.97,76.89,189.96,121.88,57.51,19.41,59.45,25.1,229959.35,259784.29,1146.92,52.93440038,10.61,4.73,121727.6,0,0.0,0.0,0,1
5954,대원전선,6340,2019-12,0,0.93,-1.01,10.99,-3.16,-1.27,-6.56,3.46,-0.2,-1.01,0.53,0.25,-0.43,2.11,14.51,3.71,9.73,7.08,4.96,3.66,2.77,16.85,150.15,124.03,2.44,135.94,17.69,-3.12,-0.85,-10.14,42.38,62.14,75.23,190.91,118.2,57.62,17.4,52.08,25.13,271877.84,304035.89,1207.59,37.47732713,8.44,3.99,101892.55,0,0.0,,0,0
5955,대원화성,24890,2011-12,0,-0.63,-3.29,7.08,-14.36,-15.07,12.29,10.14,-5.33,-15.32,-3.44,-3.16,-5.81,1.09,6.42,4.2,2.17,7.24,2.87,1.76,2.42,-20.95,79.98,49.71,2.35,182.14,42.53,-3.24,-1.89,-4.92,35.44,26.26,42.25,147.27,149.06,64.56,37.85,-151.15,-10.58,199302.0,143367.05,428.58,18.37422522,8.54,7.71,36620.2,0,0.0,0.0,0,1
5956,대원화성,24890,2012-12,0,0.23,1.08,-8.28,10.91,-7.32,0.3,11.66,-4.13,-13.45,0.84,0.76,-4.57,1.11,5.7,4.69,2.19,7.54,3.26,1.67,2.5,-47.28,90.88,55.02,3.7,207.7,39.85,-3.6,-2.21,-6.09,32.5,28.07,46.36,167.5,156.97,67.5,39.45,-393.13,-4.65,233618.65,188279.64,487.11,24.01691828,11.52,10.47,56108.0,0,0.0,0.0,0,0
5957,대원화성,24890,2013-12,0,1.52,-0.34,-4.69,6.13,1.05,-10.26,16.0,-1.21,-3.66,4.77,4.83,-1.2,0.99,4.51,3.83,2.1,7.09,3.02,1.47,2.07,-29.67,88.09,54.97,1.65,203.47,38.02,-5.16,-3.5,-9.11,32.95,30.81,49.37,199.35,170.09,67.05,37.59,-277.97,-6.68,218572.46,186965.55,479.06,35.15187866,16.04,16.19,76832.32,0,0.0,0.0,0,0
5958,대원화성,24890,2014-12,0,4.91,7.72,-2.52,20.96,25.57,21.62,20.4,4.43,14.35,12.4,10.69,5.14,1.16,5.08,3.76,2.66,8.74,3.24,1.81,2.21,969.72,100.42,68.16,1.49,160.32,34.9,0.28,0.15,0.49,38.41,37.63,55.44,262.48,143.72,61.59,32.12,7720.85,0.23,202772.43,181617.41,494.34,54.63982287,22.41,20.04,110794.5,0,0.0,0.0,0,0
