,회사명,거래소코드,회계년도,매출액(IFRS연결),매출원가(IFRS연결),매출액(IFRS개별),매출원가(IFRS개별),매출액총이익률(개별),매출액총이익률(연결)
196,(주)고려시멘트,198440,Dec-17,,,87660276.0,75974602.0,13.330637927719962,
197,(주)고려시멘트,198440,Dec-18,,,85775723.0,73108112.0,14.768294054484391,
198,(주)고려시멘트,198440,Dec-19,,,70921781.0,65599490.0,7.504451982106879,
199,(주)고영테크놀러지,98460,Dec-11,86130810.0,36970902.0,80200892.0,34339828.0,57.18273557356445,57.075868669991614
200,(주)고영테크놀러지,98460,Dec-12,107841666.0,46349851.0,100791139.0,46250331.0,54.11270131593612,57.02046090422973
201,(주)고영테크놀러지,98460,Dec-13,111902729.0,49977494.0,103933681.0,48746666.0,53.0982973652208,55.338449342017384
202,(주)고영테크놀러지,98460,Dec-14,142840131.0,60262407.0,135531589.0,61382298.0,54.70996949648396,57.811291141983055
203,(주)고영테크놀러지,98460,Dec-15,145904431.0,56896177.0,138554625.0,56961633.0,58.88868163007911,61.00448998701074
204,(주)고영테크놀러지,98460,Dec-16,171793841.0,63856136.0,153254768.0,61186100.0,60.07556515305286,62.82978736123608
205,(주)고영테크놀러지,98460,Dec-17,203368626.0,71899522.0,188934907.0,73639302.0,61.023982720143934,64.64571580475742
206,(주)고영테크놀러지,98460,Dec-18,238208865.0,89336707.0,219818022.0,88093203.0,59.924485627479626,62.496480976893956
207,(주)고영테크놀러지,98460,Dec-19,222057035.0,80865005.0,209480760.0,81602341.0,61.045424410337255,63.583677950126635
208,(주)골드앤에스,35290,Dec-11,47522791.0,32544786.0,47522791.0,33020367.0,30.516776676689716,31.5175196675633
209,(주)골드앤에스,35290,Dec-12,43889087.0,31012456.0,43889087.0,31475407.0,28.284206504455195,29.339026806367606
210,(주)골드앤에스,35290,Dec-13,39548810.0,28127986.0,36607591.0,26382626.0,27.931269774075002,28.87779430025834
211,(주)골드앤에스,35290,Dec-14,31287203.0,23453716.0,29428881.0,21706823.0,26.2397268859798,25.037351533149195
212,(주)골드앤에스,35290,Dec-15,22197935.0,15199451.0,22197935.0,15542053.0,29.984239524982844,31.527635340854903
213,(주)골드앤에스,35290,Dec-16,15893494.0,9347753.0,15893494.0,9636887.0,39.3658373671642,41.18503458081653
214,(주)골드앤에스,35290,Dec-17,12802035.0,8002687.0,12802035.0,8220762.0,35.785505976198316,37.48894609333594
215,(주)골드앤에스,35290,Dec-18,8680452.0,4405757.0,8680452.0,4348267.0,49.90736657492029,49.24507387403329
216,(주)골드앤에스,35290,Dec-19,7642733.0,6293120.0,7642733.0,6293120.0,17.65877468177941,17.65877468177941
217,(주)골드퍼시픽,38530,Dec-11,,,11236925.0,6637040.0,40.93544274790479,
218,(주)골드퍼시픽,38530,Dec-12,,,10491048.0,7335464.0,30.07882529943624,
219,(주)골드퍼시픽,38530,Dec-13,7167832.0,8242393.0,6488691.0,7623009.0,-17.48146120689057,-14.991436741262909
220,(주)골드퍼시픽,38530,Dec-14,16486257.0,17957521.0,4855121.0,8095405.0,-66.73951071456304,-8.924184549591821
221,(주)골드퍼시픽,38530,Dec-15,18635305.0,19680341.0,6121489.0,8377506.0,-36.85405625984136,-5.60782879593331
222,(주)골드퍼시픽,38530,Dec-16,,,9588100.0,8116354.0,15.349714750576235,
223,(주)골드퍼시픽,38530,Dec-17,,,5031439.0,1988881.0,60.47093088080766,
224,(주)골드퍼시픽,38530,Dec-18,5708281.0,1408824.0,5580994.0,1408824.0,74.75675480030976,75.31964526623689
225,(주)골드퍼시픽,38530,Dec-19,,,11323125.0,8029376.0,29.088692388364517,
226,(주)골프존,215000,Dec-15,201560389.0,80622893.0,184085342.0,60628407.0,67.06505453323926,60.00062641276208
227,(주)골프존,215000,Dec-16,216964342.0,87427908.0,196864993.0,75591746.0,61.60224078030978,59.70401993522051
228,(주)골프존,215000,Dec-17,200105321.0,69036405.0,171859065.0,61708564.0,64.09350650197008,65.49996539072541
229,(주)골프존,215000,Dec-18,198705194.0,77580938.0,191571105.0,77184826.0,59.70956789125375,60.95676391831005
