,회사명,거래소코드,회계년도,[제조]영업활동으로 인한 현금흐름(간접법)(*)(IFRS),[제조]매출액(수익)(*)(IFRS),[제조]부채(*)(IFRS),[제조]영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결),[제조]매출액(수익)(*)(IFRS연결),[제조]부채(*)(IFRS연결),[제조]전기영업흐름(IFRS개별),[제조]전기영업흐름(IFRS연결),cashflow_매출액비율(개별),cashflow_매출액비율(연결)
2520,(주)비엔지티,32790,2017/12,-6986208.0,13932664.0,6524474.0,-6759722.0,52949862.0,13453401.0,-2910403.0,-1699855.0,-35.51586042697936,-7.988289941152255
2521,(주)비엔지티,32790,2018/12,-1223121.0,9468063.0,27129297.0,-2494943.0,49621148.0,33695225.0,-6986208.0,-6759722.0,-43.35273751347029,-9.325323348020888
2522,(주)비엔지티,32790,2019/12,-4635959.0,16099696.0,11491628.0,-5940527.0,51911129.0,19301794.0,-1223121.0,-2494943.0,-18.196244202375,-8.12491479428236
2523,(주)비엘,142760,2016/12,-7696534.0,2500747.0,4150328.0,,,,,,,
2524,(주)비엘,142760,2017/12,-8525273.0,7607067.0,2383204.0,-8525273.0,7607067.0,2383204.0,-7696534.0,,-106.62326886301909,
2525,(주)비엘,142760,2018/12,-6198316.0,18567674.0,50865798.0,-8769998.0,86066821.0,84879283.0,-8525273.0,-8525273.0,-39.648447619233295,-10.0475832609177
2526,(주)비엘,142760,2019/12,-5769139.0,14422363.0,47541427.0,-2195408.0,72876570.0,89571458.0,-6198316.0,-8769998.0,-41.489230994948606,-7.5232725689477435
2527,(주)비엘팜텍,65170,2010/12,-2634512.0,23052124.0,7744071.0,196627.0,57249315.0,39686599.0,,,,
2528,(주)비엘팜텍,65170,2011/12,1340590.0,33377027.0,8662664.0,3552030.0,54136692.0,38346003.0,-2634512.0,196627.0,-1.9383422016586438,3.462214684266264
2529,(주)비엘팜텍,65170,2012/12,650464.0,35351367.0,7304481.0,-194598.0,64681459.0,35696771.0,1340590.0,3552030.0,2.816091949145842,2.5953588956612745
2530,(주)비엘팜텍,65170,2013/12,136644.0,24337648.0,8466155.0,3225650.0,50703065.0,34557598.0,650464.0,-194598.0,1.6170584766449083,2.9890224585042344
2531,(주)비엘팜텍,65170,2014/12,-1338260.0,35201853.0,5120808.0,-630750.0,61595064.0,29162072.0,136644.0,3225650.0,-1.706751062223912,2.1064187870638467
2532,(주)비엘팜텍,65170,2015/12,147689.0,23410135.0,5233466.0,1015052.0,57145127.0,30546382.0,-1338260.0,-630750.0,-2.5428537682503753,0.3362508932738919
2533,(주)비엘팜텍,65170,2016/12,-275550.0,37454675.0,17232092.0,2338879.0,73962749.0,44351091.0,147689.0,1015052.0,-0.17068763779154406,2.2673109405384593
2534,(주)비엘팜텍,65170,2017/12,32181.0,42545194.0,18333359.0,456912.0,83708355.0,40491785.0,-275550.0,2338879.0,-0.2860123284430199,1.6699593487412339
2535,(주)비엘팜텍,65170,2018/12,-6788415.0,45933504.0,11840005.0,-426143.0,87686317.0,32269101.0,32181.0,456912.0,-7.354363821231666,0.017544926650300524
2536,(주)비엘팜텍,65170,2019/12,-1700617.0,37321138.0,10309587.0,3624877.0,58869487.0,38216921.0,-6788415.0,-426143.0,-11.372954383116614,2.71680132018137
2537,(주)비엠티,86670,2010/12,-1929092.0,40476754.0,28433110.0,-1785792.0,43032913.0,33980289.0,,,,
2538,(주)비엠티,86670,2011/12,7062189.0,43838123.0,26909418.0,6256055.0,45479327.0,32159273.0,-1929092.0,-1785792.0,5.854603993879938,4.914609884178804
2539,(주)비엠티,86670,2012/12,3891523.0,42218180.0,25771892.0,2873067.0,44237535.0,30885185.0,7062189.0,6256055.0,12.972743022081957,10.318298702674097
2540,(주)비엠티,86670,2013/12,-533018.0,51230051.0,35799366.0,-246140.0,51230051.0,40431093.0,3891523.0,2873067.0,3.277866149303658,2.5638535866380456
2541,(주)비엠티,86670,2014/12,2556434.0,60016445.0,37807612.0,2314635.0,60016445.0,39903296.0,-533018.0,-246140.0,1.6857179727989553,1.723273512784704
2542,(주)비엠티,86670,2015/12,2607159.0,55123526.0,35601175.0,2366877.0,55123526.0,37150074.0,2556434.0,2314635.0,4.683656303118201,4.246382932760868
2543,(주)비엠티,86670,2016/12,6911953.0,41125176.0,37996362.0,6819673.0,41125176.0,39040454.0,2607159.0,2366877.0,11.573338920178724,11.16900995147109
2544,(주)비엠티,86670,2017/12,8432425.0,63638731.0,39168331.0,8365438.0,63638731.0,39682154.0,6911953.0,6819673.0,12.055848505212966,11.930714803222585
2545,(주)비엠티,86670,2018/12,-5239338.0,76878609.0,43538757.0,-5303078.0,76878609.0,43805988.0,8432425.0,8365438.0,2.076707059046815,1.9916853594476456
2546,(주)비엠티,86670,2019/12,10506264.0,74362153.0,47112693.0,10455424.0,74362153.0,47115240.0,-5239338.0,-5303078.0,3.541402304476042,3.46436042539005
2547,(주)비올,335890,2019/12,,,,,,,,,,
2548,(주)비와이씨,1460,2010/12,6993256.0,206463908.0,127680984.0,7076378.0,206402089.0,127310535.0,,,,
2549,(주)비와이씨,1460,2011/12,25145695.0,202084292.0,169786886.0,24425734.0,202084292.0,169119743.0,6993256.0,7076378.0,7.95186767905741,7.794300014174284
2550,(주)비와이씨,1460,2012/12,27616849.0,218764182.0,165457102.0,29619439.0,216985677.0,172109096.0,25145695.0,24425734.0,12.05922823325804,12.453626835470804
2551,(주)비와이씨,1460,2013/12,40811381.0,182942569.0,169371117.0,38274235.0,182448693.0,177223435.0,27616849.0,29619439.0,18.702106998399042,18.606237425882792
2552,(주)비와이씨,1460,2014/12,26641170.0,178556072.0,235000951.0,27875362.0,176909795.0,242958473.0,40811381.0,38274235.0,18.88833861667835,18.69585485642556
2553,(주)비와이씨,1460,2015/12,26616531.0,181640817.0,304934742.0,28069051.0,182195988.0,313347277.0,26641170.0,27875362.0,14.660168865018925,15.352811446100558
2554,(주)비와이씨,1460,2016/12,44625661.0,211090629.0,326833763.0,43942199.0,211857618.0,339167415.0,26616531.0,28069051.0,16.874787937649284,16.995199577859882
2555,(주)비와이씨,1460,2017/12,23679596.0,195310605.0,336074156.0,23542700.0,195815808.0,346484954.0,44625661.0,43942199.0,17.486315451227032,17.231729064489013
2556,(주)비와이씨,1460,2018/12,47881109.0,197123732.0,320982448.0,49052410.0,197864080.0,331027820.0,23679596.0,23542700.0,18.1512150449749,18.344691466990877
2557,(주)비와이씨,1460,2019/12,16828950.0,169620127.0,250288957.0,18715999.0,170589027.0,259555399.0,47881109.0,49052410.0,19.074994266452823,19.863062176912468
2558,(주)비즈니스온커뮤니케이션,138580,2017/12,3914356.0,13456561.0,3888495.0,,,,,,,
2559,(주)비즈니스온커뮤니케이션,138580,2018/12,4962913.0,15037979.0,4380144.0,,,,3914356.0,,29.516163707902503,
2560,(주)비즈니스온커뮤니케이션,138580,2019/12,5039575.0,15677354.0,26787749.0,,,,4962913.0,,31.90107208142394,
2561,(주)비지에프,27410,2014/12,244648624.0,3303137208.0,632560110.0,260294227.0,3367999286.0,766389585.0,,,,
2562,(주)비지에프,27410,2015/12,362672840.0,4257634355.0,747759100.0,359310662.0,4334280041.0,847901836.0,244648624.0,260294227.0,7.132146790468107,7.147725610007487
2563,(주)비지에프,27410,2016/12,320392433.0,4941266443.0,859902371.0,331366505.0,5052617837.0,975440106.0,362672840.0,359310662.0,6.91184416869139,6.83484472091096
2564,(주)비지에프,27410,2017/12,356586817.0,5608312.0,57361427.0,384116107.0,123842619.0,132887658.0,320392433.0,331366505.0,6035.499184068219,288.86768455696176
2565,(주)비지에프,27410,2018/12,37538937.0,86754836.0,38494079.0,-29202164.0,220593919.0,109132615.0,356586817.0,384116107.0,227.14915512029785,80.44508765447883
2566,(주)비지에프,27410,2019/12,11356389.0,35695031.0,38517540.0,13834577.0,240314527.0,129126736.0,37538937.0,-29202164.0,68.49038175649714,-3.1973903516868956
2567,(주)비지에프리테일,282330,2017/12,-20814277.0,938656966.0,869876343.0,-24964282.0,938735225.0,888705327.0,,,,
2568,(주)비지에프리테일,282330,2018/12,345926372.0,5774158186.0,941529769.0,345797723.0,5775862323.0,960905507.0,-20814277.0,-24964282.0,2.815233706172663,2.777363993965131
2569,(주)비지에프리테일,282330,2019/12,531212667.0,5943404080.0,1520608903.0,532814863.0,5946068220.0,1549815138.0,345926372.0,345797723.0,7.379096450396487,7.388181176972773
2570,(주)비츠로셀,82920,2010/03,6924314.0,43273526.0,4790768.0,,,,,,,
2571,(주)비츠로셀,82920,2011/03,5122255.0,46015710.0,6249418.0,,,,6924314.0,,13.089626347175779,
2572,(주)비츠로셀,82920,2012/03,7913588.0,53465658.0,8081927.0,,,,5122255.0,,12.190856231489754,
2573,(주)비츠로셀,82920,2013/03,7721013.0,61215244.0,8230874.0,8032021.0,61468353.0,8240327.0,7913588.0,,12.77018596871067,
2574,(주)비츠로셀,82920,2014/03,9679659.0,69595752.0,12388911.0,9540259.0,70569071.0,12445161.0,7721013.0,8032021.0,12.501245765689836,12.450411880864918
2575,(주)비츠로셀,82920,2015/06,16065006.0,82467628.0,22517857.0,16029410.0,82163326.0,22545695.0,9679659.0,9540259.0,15.6089520363069,15.560268945295618
2576,(주)비츠로셀,82920,2016/06,5855209.0,90540215.0,23429562.0,6425415.0,91020079.0,23456700.0,16065006.0,16029410.0,12.10523688285918,12.335094215859778
2577,(주)비츠로셀,82920,2017/06,23834305.0,101991470.0,13747470.0,23234479.0,105351685.0,13981049.0,5855209.0,6425415.0,14.554900522563308,14.07661111447814
2578,(주)비츠로셀,82920,2018/12,16760304.0,113080634.0,24824414.0,17085684.0,112596990.0,24901221.0,23834305.0,23234479.0,17.949408118811927,17.904636260702883
2579,(주)비츠로셀,82920,2019/12,26454749.0,129410384.0,21994569.0,26401539.0,133438199.0,22512357.0,16760304.0,17085684.0,16.696903163505024,16.294892814013476
2580,(주)비츠로시스,54220,2010/03,-3159144.0,156050551.0,35566190.0,,,,,,,
2581,(주)비츠로시스,54220,2011/03,-7988426.0,104506657.0,49655084.0,-2863317.0,118523752.0,49663015.0,-3159144.0,,-5.3334257931530615,
2582,(주)비츠로시스,54220,2012/03,5763923.0,120622759.0,61254055.0,5274553.0,121574862.0,61247879.0,-7988426.0,-2863317.0,-0.9220909132081783,0.9916671754067053
2583,(주)비츠로시스,54220,2013/03,10089129.0,133555372.0,68378017.0,10038640.0,134326240.0,68591547.0,5763923.0,5274553.0,5.935010985555864,5.700000610454071
2584,(주)비츠로시스,54220,2014/03,-16905701.0,96008027.0,77062587.0,-18218099.0,97265580.0,77266886.0,10089129.0,10038640.0,-3.550001084805128,-4.204703760569772
2585,(주)비츠로시스,54220,2015/03,4524160.0,84705430.0,82930012.0,3811175.0,85543985.0,83087337.0,-16905701.0,-18218099.0,-7.3085875368320545,-8.420769736177244
2586,(주)비츠로시스,54220,2016/03,-12802417.0,63540760.0,52870174.0,,,,4524160.0,3811175.0,-6.514131244259589,
2587,(주)비츠로시스,54220,2017/03,8628390.0,72073712.0,54887436.0,,,,-12802417.0,,-2.895665343280779,
2588,(주)비츠로시스,54220,2018/03,-4023910.0,75293447.0,56594067.0,,,,8628390.0,,3.057689734938022,
2589,(주)비츠로시스,54220,2019/03,-12476576.0,31266242.0,118228754.0,,,,-4023910.0,,-26.387063082285362,
2590,(주)비츠로테크,42370,2010/03,-540546.0,63053357.0,24668621.0,,,,,,,
2591,(주)비츠로테크,42370,2011/03,-4930138.0,78219441.0,30602043.0,-5014068.0,82087605.0,32104258.0,-540546.0,,-3.4970104171416923,
2592,(주)비츠로테크,42370,2012/03,258292.0,84750368.0,35325673.0,-575919.0,88409704.0,38098915.0,-4930138.0,-5014068.0,-2.756239359338239,-3.161410313057942
2593,(주)비츠로테크,42370,2013/03,3536207.0,85361499.0,39845209.0,,,,258292.0,-575919.0,2.222605650352977,
2594,(주)비츠로테크,42370,2014/03,-3741650.0,97884650.0,36082376.0,,,,3536207.0,,-0.10494137742741075,
2595,(주)비츠로테크,42370,2015/06,4043333.0,119884799.0,48784883.0,,,,-3741650.0,,0.12582204020711582,
2596,(주)비츠로테크,42370,2016/06,3212336.0,103230046.0,48977579.0,,,,4043333.0,,3.514320336542328,
2597,(주)비츠로테크,42370,2017/06,9096804.0,86734828.0,40519311.0,62679614.0,232764175.0,84856166.0,3212336.0,,7.095846203787941,
2598,(주)비츠로테크,42370,2018/06,-8934849.0,28937727.0,30628026.0,61268017.0,220440565.0,116303822.0,9096804.0,62679614.0,0.27983365797873483,28.11361670208022
2599,(주)비츠로테크,42370,2019/12,704916.0,30787116.0,32589664.0,32963781.0,312975670.0,120508560.0,-8934849.0,61268017.0,-13.365871944614755,15.05417306080054
2600,(주)비케이홀딩스,50090,2010/12,9938407.0,58111479.0,81226804.0,7167155.0,62206864.0,81992142.0,,,,
2601,(주)비케이홀딩스,50090,2011/12,9390236.0,61852372.0,81116724.0,9643500.0,64570700.0,81298337.0,9938407.0,7167155.0,15.62481952996079,13.017246986636355
2602,(주)비케이홀딩스,50090,2012/12,5163354.0,54766822.0,61449423.0,6406285.0,58866968.0,63703229.0,9390236.0,9643500.0,13.286867366523477,13.63225043287434
2603,(주)비케이홀딩스,50090,2013/12,1402160.0,50350934.0,56143570.0,2078558.0,57878075.0,58033543.0,5163354.0,6406285.0,6.519753933462287,7.3299284746426
2604,(주)비케이홀딩스,50090,2014/12,4377827.0,13179711.0,50507653.0,5446065.0,13179711.0,52670261.0,1402160.0,2078558.0,21.927593859986764,28.546236711867202
2605,(주)비케이홀딩스,50090,2015/12,-2552360.0,20682210.0,31710465.0,,,,4377827.0,5446065.0,4.413133316023772,
2606,(주)비케이홀딩스,50090,2016/12,-355378.0,43031183.0,22857378.0,,,,-2552360.0,,-3.3786405546879803,
2607,(주)비케이홀딩스,50090,2017/12,-2044129.0,38071774.0,13320743.0,,,,-355378.0,,-3.1512939218435156,
2608,(주)비케이홀딩스,50090,2018/12,870982.0,15426057.0,5341505.0,666464.0,14927444.0,5679351.0,-2044129.0,,-3.8024849772044798,
2609,(주)비케이홀딩스,50090,2019/12,-2407680.0,13301419.0,16649594.0,-2665536.0,12993006.0,16981605.0,870982.0,666464.0,-5.776443851592075,-7.692877229487927
2610,(주)비투엔,307870,2018/12,,,,,,,,,,
2611,(주)비투엔,307870,2019/12,,,,,,,,,,
2612,(주)비트컴퓨터,32850,2010/12,2608462.0,31700933.0,20207083.0,2618842.0,31806072.0,20454994.0,,,,
2613,(주)비트컴퓨터,32850,2011/12,3760526.0,30557773.0,22876697.0,3573899.0,30736645.0,23169522.0,2608462.0,2618842.0,10.421224085930609,10.073872733995529
2614,(주)비트컴퓨터,32850,2012/12,430722.0,32648079.0,23359180.0,159075.0,32814796.0,23740377.0,3760526.0,3573899.0,6.418827888771037,5.687943328978793
2615,(주)비트컴퓨터,32850,2013/12,2727382.0,35213773.0,24522431.0,2690999.0,35363295.0,24773403.0,430722.0,159075.0,4.484188615630594,4.029706507835313
2616,(주)비트컴퓨터,32850,2014/12,3660384.0,34509144.0,19973772.0,3639356.0,34660003.0,20171130.0,2727382.0,2690999.0,9.255178859261186,9.132075089549184
2617,(주)비트컴퓨터,32850,2015/12,4964625.0,37162699.0,13949402.0,4988002.0,37311343.0,14105709.0,3660384.0,3639356.0,11.604389928729342,11.561307241071434
2618,(주)비트컴퓨터,32850,2016/12,4758664.0,34716080.0,12130893.0,4710384.0,34800927.0,12320528.0,4964625.0,4988002.0,14.004013413956876,13.9340914683106
2619,(주)비트컴퓨터,32850,2017/12,4647665.0,31554469.0,11078579.0,4520559.0,31905155.0,11254463.0,4758664.0,4710384.0,14.904907764412071,14.46622497210874
2620,(주)비트컴퓨터,32850,2018/12,-672677.0,32611975.0,13784624.0,-676974.0,32769953.0,13987930.0,4647665.0,4520559.0,6.094368709653432,5.8644957470643915
2621,(주)비트컴퓨터,32850,2019/12,2263520.0,37165111.0,13311557.0,2126420.0,37376712.0,13443064.0,-672677.0,-676974.0,2.140237116471951,1.9389693775097177
2622,(주)비피도,238200,2018/12,4752823.0,14870382.0,2013497.0,,,,,,,
2623,(주)비피도,238200,2019/12,2671011.0,13009644.0,1894272.0,2649982.0,13012639.0,1950353.0,4752823.0,,28.532041307202565,
2624,(주)빅솔론,93190,2010/12,10819910.0,65249360.0,10653152.0,12848322.0,71096424.0,12422176.0,,,,
2625,(주)빅솔론,93190,2011/12,9745373.0,75914338.0,12104172.0,9669237.0,79281840.0,12442014.0,10819910.0,12848322.0,13.545058510554355,14.200956360245929
2626,(주)빅솔론,93190,2012/12,5228196.0,71227154.0,9435773.0,6105618.0,74894093.0,11077625.0,9745373.0,9669237.0,10.511138069618786,10.531441378160492
2627,(주)빅솔론,93190,2013/12,14010740.0,79204923.0,10608406.0,14772334.0,83988189.0,14392702.0,5228196.0,6105618.0,12.145038004771497,12.429100001191834
2628,(주)빅솔론,93190,2014/12,10875818.0,74745421.0,12887754.0,11034437.0,78856302.0,14887025.0,14010740.0,14772334.0,16.64754687782145,16.36316333981779
2629,(주)빅솔론,93190,2015/12,9944894.0,78363649.0,13803058.0,9627958.0,83861117.0,15956111.0,10875818.0,11034437.0,13.284674887970057,12.319413179292615
2630,(주)빅솔론,93190,2016/12,12068421.0,80774588.0,14089520.0,10793357.0,87574944.0,17158934.0,9944894.0,9627958.0,13.626386432326958,11.659336602030827
2631,(주)빅솔론,93190,2017/12,6334856.0,80933343.0,13885290.0,6163443.0,89445133.0,23083833.0,12068421.0,10793357.0,11.369403707937778,9.478883551998296
2632,(주)빅솔론,93190,2018/12,10245883.0,77604084.0,11339034.0,4895530.0,85248786.0,16660536.0,6334856.0,6163443.0,10.682903621412503,6.486293540883972
2633,(주)빅솔론,93190,2019/12,9956511.0,74852401.0,14123251.0,11997481.0,84844466.0,17164294.0,10245883.0,4895530.0,13.494820293072497,9.955281585483725
2634,(주)빅텍,65450,2010/12,1666385.0,42681484.0,22051049.0,,,,,,,
2635,(주)빅텍,65450,2011/12,-4630822.0,30868279.0,16934562.0,,,,1666385.0,,-4.801752958109521,
2636,(주)빅텍,65450,2012/12,-2943647.0,27834143.0,12820018.0,,,,-4630822.0,,-13.606434730180125,
2637,(주)빅텍,65450,2013/12,7004955.0,32453011.0,15218988.0,,,,-2943647.0,,6.257212928563084,
2638,(주)빅텍,65450,2014/12,6623734.0,34457445.0,18769145.0,,,,7004955.0,,19.77611659831424,
2639,(주)빅텍,65450,2015/12,-1324664.0,40621164.0,25952534.0,,,,6623734.0,,6.522548196797118,
2640,(주)빅텍,65450,2016/12,-5859137.0,38351993.0,26579842.0,,,,-1324664.0,,-9.365616279706767,
2641,(주)빅텍,65450,2017/12,6912627.0,40828484.0,27739174.0,,,,-5859137.0,,1.2901409711906031,
2642,(주)빅텍,65450,2018/12,11039279.0,48767203.0,30563515.0,,,,6912627.0,,18.40571623515091,
2643,(주)빅텍,65450,2019/12,9891439.0,48979452.0,53528500.0,,,,11039279.0,,21.366835627315716,
2644,(주)빙그레,5180,2010/12,57802623.0,684900709.0,101763927.0,56832337.0,685350740.0,101966131.0,,,,
2645,(주)빙그레,5180,2011/12,14291250.0,720634377.0,96817939.0,13535338.0,721329490.0,96920632.0,57802623.0,56832337.0,5.002111701923429,4.877637471885421
2646,(주)빙그레,5180,2012/12,66719181.0,789102353.0,106616139.0,66662102.0,790017219.0,107115810.0,14291250.0,13535338.0,5.133074986534732,5.075676711294568
2647,(주)빙그레,5180,2013/12,51690332.0,805058851.0,96473778.0,51921907.0,805971786.0,96688488.0,66719181.0,66662102.0,7.354090502384899,7.356585618742738
2648,(주)빙그레,5180,2014/12,44786000.0,819872484.0,94458748.0,44356449.0,820996487.0,94840418.0,51690332.0,51921907.0,5.883618116399672,5.863505966499952
2649,(주)빙그레,5180,2015/12,63676982.0,795438210.0,99455664.0,64718169.0,799571651.0,99825438.0,44786000.0,44356449.0,6.817813164896869,6.82081573700016
2650,(주)빙그레,5180,2016/12,64664800.0,804139945.0,101891112.0,65559133.0,813166107.0,101995298.0,63676982.0,64718169.0,7.980065086805258,8.010497540326037
2651,(주)빙그레,5180,2017/12,40375883.0,841320054.0,106128036.0,41884337.0,857454493.0,106776946.0,64664800.0,65559133.0,6.242611387936796,6.26525785783013
2652,(주)빙그레,5180,2018/12,69407950.0,838159210.0,108314271.0,72584775.0,855162972.0,108852814.0,40375883.0,41884337.0,6.5491037794597515,6.692824394178751
2653,(주)빙그레,5180,2019/12,58962931.0,857206874.0,112189217.0,62804519.0,878334260.0,113783207.0,69407950.0,72584775.0,7.487742159659816,7.707162305157037
2654,(주)사람인에이치알,143240,2012/12,4367099.0,48822488.0,8052642.0,,,,,,,
2655,(주)사람인에이치알,143240,2013/12,4799247.0,52214408.0,5426618.0,,,,4367099.0,,8.777602151498108,
2656,(주)사람인에이치알,143240,2014/12,4598861.0,55333146.0,5861338.0,4531701.0,55301566.0,6250389.0,4799247.0,,8.492295016083126,
2657,(주)사람인에이치알,143240,2015/12,10960225.0,68496029.0,8007290.0,,,,4598861.0,4531701.0,11.357655492700168,
2658,(주)사람인에이치알,143240,2016/12,11413321.0,55357477.0,6084518.0,13159052.0,73701173.0,9206276.0,10960225.0,,20.20824214947513,
2659,(주)사람인에이치알,143240,2017/12,15456714.0,52529118.0,19430970.0,15875730.0,81347113.0,22049707.0,11413321.0,13159052.0,25.57632416367623,17.846227683581102
2660,(주)사람인에이치알,143240,2018/12,9151530.0,57494328.0,12585510.0,9679520.0,86145918.0,14862331.0,15456714.0,15875730.0,21.400584071527888,14.832536812713517
2661,(주)사람인에이치알,143240,2019/12,29505613.0,67733872.0,16915790.0,29259194.0,93567189.0,19409200.0,9151530.0,9679520.0,28.536049880626933,20.807889184316526
2662,(주)사조대림,3960,2010/12,3591543.0,308422357.0,78386076.0,9472543.0,308422357.0,110294563.0,,,,
2663,(주)사조대림,3960,2011/12,-40836473.0,371465751.0,137877808.0,-36592890.0,418702677.0,207877242.0,3591543.0,9472543.0,-5.013238757507957,-3.2386163845806983
2664,(주)사조대림,3960,2012/12,1204529.0,378399029.0,147200872.0,4845113.0,454177460.0,219099820.0,-40836473.0,-36592890.0,-5.236792507731303,-3.4950850489145804
2665,(주)사조대림,3960,2013/12,7877109.0,399418524.0,133377508.0,9567379.0,508115858.0,212773894.0,1204529.0,4845113.0,1.1368573882166766,1.4182289110921629
2666,(주)사조대림,3960,2014/12,6985555.0,405812234.0,134307440.0,10106715.0,543628320.0,216182912.0,7877109.0,9567379.0,1.8312242405190773,1.8095170244258063
2667,(주)사조대림,3960,2015/12,13248099.0,429808463.0,132291771.0,18314242.0,715055913.0,407775353.0,6985555.0,10106715.0,2.35379892926864,1.987324101744754
2668,(주)사조대림,3960,2016/12,24554296.0,460627065.0,152482161.0,60541694.0,953549613.0,412586638.0,13248099.0,18314242.0,4.103362337165317,4.134862776143772
2669,(주)사조대림,3960,2017/12,4656689.0,471851779.0,151825346.0,51835777.0,987439474.0,378330957.0,24554296.0,60541694.0,3.0953560312845614,5.690347305276961
2670,(주)사조대림,3960,2018/12,-6816217.0,431028398.0,147907358.0,7584904.0,937110913.0,404569229.0,4656689.0,51835777.0,-0.2505087843423254,3.170418793319505
2671,(주)사조대림,3960,2019/12,62973670.0,780446517.0,322006689.0,77311356.0,1329705655.0,647042372.0,-6816217.0,7584904.0,3.5977771555613205,3.192295215139173
2672,(주)사조오양,6090,2010/12,4796854.0,126423097.0,78141690.0,,,,,,,
2673,(주)사조오양,6090,2011/12,10576020.0,137322948.0,104643937.0,,,,4796854.0,,5.597343424348857,
2674,(주)사조오양,6090,2012/12,4724980.0,127186238.0,102207914.0,,,,10576020.0,,6.015194820055925,
2675,(주)사조오양,6090,2013/12,3005925.0,109789487.0,96616104.0,,,,4724980.0,,3.520785646807877,
2676,(주)사조오양,6090,2014/12,2904890.0,111843800.0,99409401.0,,,,3005925.0,,2.6424419592324293,
2677,(주)사조오양,6090,2015/12,18175564.0,194924901.0,165283008.0,,,,2904890.0,,5.407327101836004,
2678,(주)사조오양,6090,2016/12,27068156.0,279104782.0,164101689.0,,,,18175564.0,,8.105149556341173,
2679,(주)사조오양,6090,2017/12,25979205.0,310186761.0,153715084.0,,,,27068156.0,,8.550874452053097,
2680,(주)사조오양,6090,2018/12,8054203.0,296145759.0,152586147.0,,,,25979205.0,,5.746056961092595,
2681,(주)사조오양,6090,2019/12,27900744.0,313595840.0,143598138.0,,,,8054203.0,,5.732688769085712,
2682,(주)삼기,122350,2010/06,,,,,,,,,,
2683,(주)삼기,122350,2011/12,,,,,,,,,,
2684,(주)삼기,122350,2012/12,6116311.0,138741292.0,56609128.0,22673151.0,187481786.0,104854818.0,,,,
2685,(주)삼기,122350,2013/12,22607584.0,139606299.0,49997204.0,21958059.0,204178825.0,129427483.0,6116311.0,22673151.0,10.287463819952707,10.92944138551096
2686,(주)삼기,122350,2014/12,29167068.0,233990318.0,145634568.0,32287336.0,243939551.0,158554159.0,22607584.0,21958059.0,11.063417589782496,11.11861417667363
2687,(주)삼기,122350,2015/12,30203084.0,277054863.0,167803630.0,30387862.0,276145441.0,182950127.0,29167068.0,32287336.0,10.71451180411152,11.348222475271646
2688,(주)삼기,122350,2016/12,49416376.0,309545066.0,173904072.0,48945694.0,304482853.0,196582081.0,30203084.0,30387862.0,12.860721869816526,13.027590095525019
2689,(주)삼기,122350,2017/12,31248341.0,292542881.0,186905641.0,26820041.0,292561351.0,218416100.0,49416376.0,48945694.0,13.786819341537832,12.948691742950011
2690,(주)삼기,122350,2018/12,23554209.0,278343288.0,228561462.0,31365390.0,277272867.0,264320766.0,31248341.0,26820041.0,9.844417372837817,10.492449482985293
2691,(주)삼기,122350,2019/12,30267820.0,291623432.0,259924300.0,32485047.0,301765684.0,288924767.0,23554209.0,31365390.0,9.228001438512663,10.579472813747769
2692,(주)삼보판지,23600,2010/12,5178979.0,102209559.0,91900444.0,19533936.0,285204128.0,212180130.0,,,,
2693,(주)삼보판지,23600,2011/12,2718360.0,117711072.0,92546064.0,12030245.0,308995210.0,224468291.0,5178979.0,19533936.0,3.3545438274489587,5.1075518290396795
2694,(주)삼보판지,23600,2012/12,11075570.0,116547744.0,81368157.0,51582308.0,291587109.0,220681872.0,2718360.0,12030245.0,5.917716433876232,10.907984447282269
2695,(주)삼보판지,23600,2013/12,8910192.0,106335197.0,81138403.0,31340673.0,301880815.0,201966577.0,11075570.0,51582308.0,9.397529023245237,13.734390673352328
2696,(주)삼보판지,23600,2014/12,9086355.0,107828830.0,100507722.0,40274962.0,303156744.0,218861978.0,8910192.0,31340673.0,8.344960712269621,11.811651302073622
2697,(주)삼보판지,23600,2015/12,5066465.0,105933402.0,92938260.0,25677504.0,302484857.0,240854891.0,9086355.0,40274962.0,6.680055455974123,10.901779787277087
2698,(주)삼보판지,23600,2016/12,-1722474.0,112897265.0,95359221.0,8942313.0,326686710.0,244937550.0,5066465.0,25677504.0,1.4809884898451702,5.2986264730512
2699,(주)삼보판지,23600,2017/12,-4758458.0,112996351.0,90306073.0,-317655.0,323858909.0,212158230.0,-1722474.0,8942313.0,-2.86776163240882,1.3315455836356194
2700,(주)삼보판지,23600,2018/12,7925406.0,126535646.0,87484385.0,71513961.0,374788747.0,180235268.0,-4758458.0,-317655.0,1.2514054735216666,9.498191523877317
2701,(주)삼보판지,23600,2019/12,7217904.0,139868908.0,49456492.0,51502480.0,367007847.0,133105995.0,7925406.0,71513961.0,5.41339394742397,16.759374766174957
2702,(주)삼성출판사,68290,2010/12,5195390.0,58424750.0,11537479.0,7209744.0,74577019.0,13896758.0,,,,
2703,(주)삼성출판사,68290,2011/12,6892159.0,56384010.0,12240597.0,8143274.0,75033786.0,15159656.0,5195390.0,7209744.0,10.71895117073085,10.23073659111377
