,회사명,거래소코드,회계년도,[제조]   금융비용(IFRS연결),[제조]매출액(수익)(*)(IFRS연결),[제조]   금융비용(IFRS),[제조]매출액(수익)(*)(IFRS),금융비용부담률(개별),금융비용부담률(연결)
2193,(주)부-스타,8470,2011/12,,,0.0,62438421.0,0.0,
2194,(주)부-스타,8470,2012/12,,,0.0,67029100.0,0.0,
2195,(주)부-스타,8470,2013/12,,,0.0,68048277.0,0.0,
2196,(주)부-스타,8470,2014/12,,,0.0,72246416.0,0.0,
2197,(주)부-스타,8470,2015/12,,,0.0,77037504.0,0.0,
2198,(주)부-스타,8470,2016/12,,,0.0,86313556.0,0.0,
2199,(주)부-스타,8470,2017/12,,,0.0,78949525.0,0.0,
2200,(주)부-스타,8470,2018/12,,,0.0,81943315.0,0.0,
2201,(주)부-스타,8470,2019/12,,,0.0,96542723.0,0.0,
2202,(주)부방,14470,2011/12,0.0,334669259.0,0.0,305639687.0,0.0,0.0
2203,(주)부방,14470,2012/12,0.0,328982526.0,0.0,305740128.0,0.0,0.0
2204,(주)부방,14470,2013/12,0.0,372055119.0,0.0,355624386.0,0.0,0.0
2205,(주)부방,14470,2014/12,0.0,382206548.0,0.0,382206548.0,0.0,0.0
2206,(주)부방,14470,2015/12,0.0,121967291.0,0.0,72220964.0,0.0,0.0
2207,(주)부방,14470,2016/12,0.0,257006997.0,0.0,14619745.0,0.0,0.0
2208,(주)부방,14470,2017/12,0.0,383330726.0,0.0,26323558.0,0.0,0.0
2209,(주)부방,14470,2018/12,0.0,348599294.0,0.0,10113038.0,0.0,0.0
2210,(주)부방,14470,2019/12,0.0,330262944.0,0.0,5610972.0,0.0,0.0
2211,(주)뷰웍스,100120,2011/12,0.0,35629219.0,0.0,35285299.0,0.0,0.0
2212,(주)뷰웍스,100120,2012/12,0.0,46820976.0,0.0,46753327.0,0.0,0.0
2213,(주)뷰웍스,100120,2013/12,0.0,66501264.0,0.0,65819178.0,0.0,0.0
2214,(주)뷰웍스,100120,2014/12,0.0,70811410.0,0.0,70249120.0,0.0,0.0
2215,(주)뷰웍스,100120,2015/12,0.0,93438699.0,0.0,92745632.0,0.0,0.0
2216,(주)뷰웍스,100120,2016/12,0.0,117303133.0,0.0,116465198.0,0.0,0.0
2217,(주)뷰웍스,100120,2017/12,0.0,123460627.0,0.0,122607323.0,0.0,0.0
2218,(주)뷰웍스,100120,2018/12,0.0,131403852.0,0.0,116568491.0,0.0,0.0
2219,(주)뷰웍스,100120,2019/12,0.0,136009901.0,0.0,125452626.0,0.0,0.0
2220,(주)브리지텍,64480,2011/12,,,0.0,28105315.0,0.0,
2221,(주)브리지텍,64480,2012/12,,,0.0,35449455.0,0.0,
2222,(주)브리지텍,64480,2013/12,,,0.0,42332466.0,0.0,
2223,(주)브리지텍,64480,2014/12,,,0.0,40183859.0,0.0,
2224,(주)브리지텍,64480,2015/12,,,0.0,52454026.0,0.0,
2225,(주)브리지텍,64480,2016/12,,,0.0,55214248.0,0.0,
2226,(주)브리지텍,64480,2017/12,,,0.0,30211608.0,0.0,
2227,(주)브리지텍,64480,2018/12,,,0.0,46502491.0,0.0,
2228,(주)브리지텍,64480,2019/12,,,0.0,35589607.0,0.0,
2229,(주)브이원텍,251630,2017/12,0.0,38720628.0,0.0,37985173.0,0.0,0.0
2230,(주)브이원텍,251630,2018/12,0.0,54628523.0,0.0,53788027.0,0.0,0.0
2231,(주)브이원텍,251630,2019/12,0.0,26780003.0,0.0,26109076.0,0.0,0.0
2232,(주)브이티지엠피,18290,2011/12,,,0.0,59105985.0,0.0,
2233,(주)브이티지엠피,18290,2012/12,,,0.0,53969499.0,0.0,
2234,(주)브이티지엠피,18290,2013/12,,,0.0,52606140.0,0.0,
2235,(주)브이티지엠피,18290,2014/12,,,0.0,53824611.0,0.0,
2236,(주)브이티지엠피,18290,2015/12,,,0.0,47026940.0,0.0,
2237,(주)브이티지엠피,18290,2016/12,,,0.0,41141465.0,0.0,
2238,(주)브이티지엠피,18290,2017/12,0.0,69859691.0,0.0,40265014.0,0.0,0.0
2239,(주)브이티지엠피,18290,2018/12,0.0,109469851.0,0.0,52279262.0,0.0,0.0
2240,(주)브이티지엠피,18290,2019/12,0.0,112756600.0,0.0,64608809.0,0.0,0.0
2241,(주)블루베리엔에프티,44480,2011/12,0.0,25969100.0,0.0,21939190.0,0.0,0.0
2242,(주)블루베리엔에프티,44480,2012/12,0.0,27282211.0,0.0,22070619.0,0.0,0.0
2243,(주)블루베리엔에프티,44480,2013/12,0.0,24702331.0,0.0,20677478.0,0.0,0.0
2244,(주)블루베리엔에프티,44480,2014/12,0.0,18261707.0,0.0,14699293.0,0.0,0.0
2245,(주)블루베리엔에프티,44480,2015/12,0.0,17443492.0,0.0,14269722.0,0.0,0.0
2246,(주)블루베리엔에프티,44480,2016/12,0.0,15334875.0,0.0,12830029.0,0.0,0.0
2247,(주)블루베리엔에프티,44480,2017/12,0.0,14931003.0,0.0,11902327.0,0.0,0.0
2248,(주)블루베리엔에프티,44480,2018/12,0.0,15350181.0,0.0,12878535.0,0.0,0.0
2249,(주)블루베리엔에프티,44480,2019/12,0.0,37484494.0,0.0,11521976.0,0.0,0.0
2250,(주)블루콤,33560,2011/12,0.0,41216047.0,0.0,40152576.0,0.0,0.0
2251,(주)블루콤,33560,2012/12,0.0,56774888.0,0.0,57478849.0,0.0,0.0
2252,(주)블루콤,33560,2013/12,0.0,85508234.0,0.0,80109459.0,0.0,0.0
2253,(주)블루콤,33560,2014/12,0.0,196513183.0,0.0,190464948.0,0.0,0.0
2254,(주)블루콤,33560,2015/12,0.0,217060294.0,0.0,221866505.0,0.0,0.0
2255,(주)블루콤,33560,2016/12,0.0,238790401.0,0.0,248505341.0,0.0,0.0
2256,(주)블루콤,33560,2017/12,0.0,116599132.0,0.0,121104741.0,0.0,0.0
2257,(주)블루콤,33560,2018/12,0.0,73866708.0,0.0,65992040.0,0.0,0.0
2258,(주)블루콤,33560,2019/12,0.0,28562802.0,0.0,27278673.0,0.0,0.0
2259,(주)비덴트,121800,2012/06,,,0.0,31124822.0,0.0,
2260,(주)비덴트,121800,2013/12,,,0.0,26338670.0,0.0,
2261,(주)비덴트,121800,2014/12,0.0,29024533.0,0.0,29279902.0,0.0,0.0
2262,(주)비덴트,121800,2015/12,0.0,22678785.0,0.0,22717997.0,0.0,0.0
2263,(주)비덴트,121800,2016/12,0.0,23993768.0,0.0,17053079.0,0.0,0.0
2264,(주)비덴트,121800,2017/12,0.0,23931470.0,0.0,15823655.0,0.0,0.0
2265,(주)비덴트,121800,2018/12,0.0,21471982.0,0.0,19854705.0,0.0,0.0
2266,(주)비덴트,121800,2019/12,0.0,18671853.0,0.0,17944734.0,0.0,0.0
2267,(주)비보존헬스케어,82800,2011/12,,,0.0,47382168.0,0.0,
2268,(주)비보존헬스케어,82800,2012/12,,,0.0,117695488.0,0.0,
2269,(주)비보존헬스케어,82800,2013/12,,,0.0,133947802.0,0.0,
2270,(주)비보존헬스케어,82800,2014/12,,,0.0,119988864.0,0.0,
2271,(주)비보존헬스케어,82800,2015/12,,,0.0,89738594.0,0.0,
2272,(주)비보존헬스케어,82800,2016/12,,,0.0,68210591.0,0.0,
2273,(주)비보존헬스케어,82800,2017/12,,,0.0,61021493.0,0.0,
2274,(주)비보존헬스케어,82800,2018/12,,,0.0,46003133.0,0.0,
2275,(주)비보존헬스케어,82800,2019/12,0.0,44952919.0,0.0,43901057.0,0.0,0.0
2276,(주)비비안,2070,2011/12,0.0,235214972.0,0.0,188072276.0,0.0,0.0
2277,(주)비비안,2070,2012/12,0.0,238468901.0,0.0,195409773.0,0.0,0.0
2278,(주)비비안,2070,2013/12,0.0,241714607.0,0.0,203535893.0,0.0,0.0
2279,(주)비비안,2070,2014/12,0.0,216710583.0,0.0,183214251.0,0.0,0.0
2280,(주)비비안,2070,2015/12,0.0,200322459.0,0.0,171918797.0,0.0,0.0
2281,(주)비비안,2070,2016/12,0.0,207495269.0,0.0,177429099.0,0.0,0.0
2282,(주)비비안,2070,2017/12,0.0,215172721.0,0.0,185229632.0,0.0,0.0
2283,(주)비비안,2070,2018/12,0.0,211392530.0,0.0,183178185.0,0.0,0.0
2284,(주)비비안,2070,2019/12,0.0,200089190.0,0.0,176831589.0,0.0,0.0
2285,(주)비상교육,100220,2011/12,0.0,139386115.0,0.0,111834835.0,0.0,0.0
2286,(주)비상교육,100220,2012/12,0.0,144564444.0,0.0,119402756.0,0.0,0.0
2287,(주)비상교육,100220,2013/12,0.0,134893857.0,0.0,124147004.0,0.0,0.0
2288,(주)비상교육,100220,2014/12,0.0,136882108.0,0.0,130363258.0,0.0,0.0
2289,(주)비상교육,100220,2015/12,0.0,143846023.0,0.0,138346822.0,0.0,0.0
2290,(주)비상교육,100220,2016/12,0.0,143872246.0,0.0,136992382.0,0.0,0.0
2291,(주)비상교육,100220,2017/12,0.0,145635804.0,0.0,132565548.0,0.0,0.0
2292,(주)비상교육,100220,2018/12,0.0,161921532.0,0.0,140592964.0,0.0,0.0
2293,(주)비상교육,100220,2019/12,0.0,199386233.0,0.0,180739253.0,0.0,0.0
2294,(주)비씨월드제약,200780,2014/12,,,0.0,35691805.0,0.0,
2295,(주)비씨월드제약,200780,2015/12,,,0.0,41414970.0,0.0,
2296,(주)비씨월드제약,200780,2016/12,,,0.0,45657696.0,0.0,
2297,(주)비씨월드제약,200780,2017/12,0.0,50207424.0,0.0,50207424.0,0.0,0.0
2298,(주)비씨월드제약,200780,2018/12,0.0,54791756.0,0.0,54791756.0,0.0,0.0
2299,(주)비씨월드제약,200780,2019/12,0.0,51497337.0,0.0,52238453.0,0.0,0.0
2300,(주)비아트론,141000,2012/12,,,0.0,53221558.0,0.0,
2301,(주)비아트론,141000,2013/12,,,0.0,32718125.0,0.0,
2302,(주)비아트론,141000,2014/12,,,0.0,32803707.0,0.0,
2303,(주)비아트론,141000,2015/12,,,0.0,45120053.0,0.0,
2304,(주)비아트론,141000,2016/12,0.0,76414019.0,0.0,76230822.0,0.0,0.0
2305,(주)비아트론,141000,2017/12,0.0,100780806.0,0.0,100632690.0,0.0,0.0
2306,(주)비아트론,141000,2018/12,0.0,129129271.0,0.0,128629399.0,0.0,0.0
2307,(주)비아트론,141000,2019/12,0.0,49953294.0,0.0,48924013.0,0.0,0.0
2308,(주)비에이치,90460,2011/12,0.0,152887054.0,0.0,153385504.0,0.0,0.0
2309,(주)비에이치,90460,2012/12,0.0,229848875.0,0.0,225568631.0,0.0,0.0
2310,(주)비에이치,90460,2013/12,0.0,379057928.0,0.0,347683723.0,0.0,0.0
2311,(주)비에이치,90460,2014/12,0.0,315941048.0,0.0,293595010.0,0.0,0.0
2312,(주)비에이치,90460,2015/12,0.0,364623180.0,0.0,333975220.0,0.0,0.0
2313,(주)비에이치,90460,2016/12,0.0,371953545.0,0.0,296715580.0,0.0,0.0
2314,(주)비에이치,90460,2017/12,0.0,691341627.0,0.0,513248234.0,0.0,0.0
2315,(주)비에이치,90460,2018/12,0.0,767882470.0,0.0,473574349.0,0.0,0.0
2316,(주)비에이치,90460,2019/12,0.0,654853721.0,0.0,351927255.0,0.0,0.0
2317,(주)비엔지티,32790,2011/12,0.0,71404263.0,0.0,67694549.0,0.0,0.0
2318,(주)비엔지티,32790,2012/12,0.0,63928638.0,0.0,41874308.0,0.0,0.0
2319,(주)비엔지티,32790,2013/12,0.0,89713795.0,0.0,19201677.0,0.0,0.0
2320,(주)비엔지티,32790,2014/12,0.0,73181587.0,0.0,17601545.0,0.0,0.0
2321,(주)비엔지티,32790,2015/12,0.0,61727416.0,0.0,12792553.0,0.0,0.0
2322,(주)비엔지티,32790,2016/12,0.0,51292674.0,0.0,8534019.0,0.0,0.0
2323,(주)비엔지티,32790,2017/12,0.0,52949862.0,0.0,13932664.0,0.0,0.0
2324,(주)비엔지티,32790,2018/12,0.0,49621148.0,0.0,9468063.0,0.0,0.0
2325,(주)비엔지티,32790,2019/12,0.0,51911129.0,0.0,16099696.0,0.0,0.0
2326,(주)비엘,142760,2016/12,,,0.0,2500747.0,0.0,
2327,(주)비엘,142760,2017/12,0.0,7607067.0,0.0,7607067.0,0.0,0.0
2328,(주)비엘,142760,2018/12,0.0,86066821.0,0.0,18567674.0,0.0,0.0
2329,(주)비엘,142760,2019/12,0.0,72876570.0,0.0,14422363.0,0.0,0.0
2330,(주)비엘팜텍,65170,2011/12,0.0,54136692.0,0.0,33377027.0,0.0,0.0
2331,(주)비엘팜텍,65170,2012/12,0.0,64681459.0,0.0,35351367.0,0.0,0.0
2332,(주)비엘팜텍,65170,2013/12,0.0,50703065.0,0.0,24337648.0,0.0,0.0
2333,(주)비엘팜텍,65170,2014/12,0.0,61595064.0,0.0,35201853.0,0.0,0.0
2334,(주)비엘팜텍,65170,2015/12,0.0,57145127.0,0.0,23410135.0,0.0,0.0
2335,(주)비엘팜텍,65170,2016/12,0.0,73962749.0,0.0,37454675.0,0.0,0.0
2336,(주)비엘팜텍,65170,2017/12,0.0,83708355.0,0.0,42545194.0,0.0,0.0
2337,(주)비엘팜텍,65170,2018/12,0.0,87686317.0,0.0,45933504.0,0.0,0.0
2338,(주)비엘팜텍,65170,2019/12,0.0,58869487.0,0.0,37321138.0,0.0,0.0
2339,(주)비엠티,86670,2011/12,0.0,45479327.0,0.0,43838123.0,0.0,0.0
2340,(주)비엠티,86670,2012/12,0.0,44237535.0,0.0,42218180.0,0.0,0.0
2341,(주)비엠티,86670,2013/12,0.0,51230051.0,0.0,51230051.0,0.0,0.0
2342,(주)비엠티,86670,2014/12,0.0,60016445.0,0.0,60016445.0,0.0,0.0
2343,(주)비엠티,86670,2015/12,0.0,55123526.0,0.0,55123526.0,0.0,0.0
2344,(주)비엠티,86670,2016/12,0.0,41125176.0,0.0,41125176.0,0.0,0.0
2345,(주)비엠티,86670,2017/12,0.0,63638731.0,0.0,63638731.0,0.0,0.0
2346,(주)비엠티,86670,2018/12,0.0,76878609.0,0.0,76878609.0,0.0,0.0
2347,(주)비엠티,86670,2019/12,0.0,74362153.0,0.0,74362153.0,0.0,0.0
2348,(주)비올,335890,2019/12,,,,,,
2349,(주)비와이씨,1460,2011/12,0.0,202084292.0,0.0,202084292.0,0.0,0.0
2350,(주)비와이씨,1460,2012/12,0.0,216985677.0,0.0,218764182.0,0.0,0.0
2351,(주)비와이씨,1460,2013/12,0.0,182448693.0,0.0,182942569.0,0.0,0.0
2352,(주)비와이씨,1460,2014/12,0.0,176909795.0,0.0,178556072.0,0.0,0.0
2353,(주)비와이씨,1460,2015/12,0.0,182195988.0,0.0,181640817.0,0.0,0.0
2354,(주)비와이씨,1460,2016/12,0.0,211857618.0,0.0,211090629.0,0.0,0.0
2355,(주)비와이씨,1460,2017/12,0.0,195815808.0,0.0,195310605.0,0.0,0.0
2356,(주)비와이씨,1460,2018/12,0.0,197864080.0,0.0,197123732.0,0.0,0.0
2357,(주)비와이씨,1460,2019/12,0.0,170589027.0,0.0,169620127.0,0.0,0.0
2358,(주)비즈니스온커뮤니케이션,138580,2017/12,,,0.0,13456561.0,0.0,
2359,(주)비즈니스온커뮤니케이션,138580,2018/12,,,0.0,15037979.0,0.0,
2360,(주)비즈니스온커뮤니케이션,138580,2019/12,,,0.0,15677354.0,0.0,
2361,(주)비지에프,27410,2014/12,0.0,3367999286.0,0.0,3303137208.0,0.0,0.0
2362,(주)비지에프,27410,2015/12,0.0,4334280041.0,0.0,4257634355.0,0.0,0.0
2363,(주)비지에프,27410,2016/12,0.0,5052617837.0,0.0,4941266443.0,0.0,0.0
2364,(주)비지에프,27410,2017/12,0.0,123842619.0,0.0,5608312.0,0.0,0.0
2365,(주)비지에프,27410,2018/12,0.0,220593919.0,0.0,86754836.0,0.0,0.0
2366,(주)비지에프,27410,2019/12,0.0,240314527.0,0.0,35695031.0,0.0,0.0
2367,(주)비지에프리테일,282330,2017/12,0.0,938735225.0,0.0,938656966.0,0.0,0.0
2368,(주)비지에프리테일,282330,2018/12,0.0,5775862323.0,0.0,5774158186.0,0.0,0.0
2369,(주)비지에프리테일,282330,2019/12,0.0,5946068220.0,0.0,5943404080.0,0.0,0.0
2370,(주)비츠로셀,82920,2011/03,,,0.0,46015710.0,0.0,
2371,(주)비츠로셀,82920,2012/03,,,0.0,53465658.0,0.0,
2372,(주)비츠로셀,82920,2013/03,0.0,61468353.0,0.0,61215244.0,0.0,0.0
2373,(주)비츠로셀,82920,2014/03,0.0,70569071.0,0.0,69595752.0,0.0,0.0
2374,(주)비츠로셀,82920,2015/06,0.0,82163326.0,0.0,82467628.0,0.0,0.0
2375,(주)비츠로셀,82920,2016/06,0.0,91020079.0,0.0,90540215.0,0.0,0.0
2376,(주)비츠로셀,82920,2017/06,0.0,105351685.0,0.0,101991470.0,0.0,0.0
2377,(주)비츠로셀,82920,2018/12,0.0,112596990.0,0.0,113080634.0,0.0,0.0
2378,(주)비츠로셀,82920,2019/12,0.0,133438199.0,0.0,129410384.0,0.0,0.0
2379,(주)비츠로시스,54220,2011/03,0.0,118523752.0,0.0,104506657.0,0.0,0.0
2380,(주)비츠로시스,54220,2012/03,0.0,121574862.0,0.0,120622759.0,0.0,0.0
2381,(주)비츠로시스,54220,2013/03,0.0,134326240.0,0.0,133555372.0,0.0,0.0
2382,(주)비츠로시스,54220,2014/03,0.0,97265580.0,0.0,96008027.0,0.0,0.0
2383,(주)비츠로시스,54220,2015/03,0.0,85543985.0,0.0,84705430.0,0.0,0.0
2384,(주)비츠로시스,54220,2016/03,,,0.0,63540760.0,0.0,
2385,(주)비츠로시스,54220,2017/03,,,0.0,72073712.0,0.0,
2386,(주)비츠로시스,54220,2018/03,,,0.0,75293447.0,0.0,
2387,(주)비츠로시스,54220,2019/03,,,0.0,31266242.0,0.0,
2388,(주)비츠로테크,42370,2011/03,0.0,82087605.0,0.0,78219441.0,0.0,0.0
2389,(주)비츠로테크,42370,2012/03,0.0,88409704.0,0.0,84750368.0,0.0,0.0
2390,(주)비츠로테크,42370,2013/03,,,0.0,85361499.0,0.0,
2391,(주)비츠로테크,42370,2014/03,,,0.0,97884650.0,0.0,
2392,(주)비츠로테크,42370,2015/06,,,0.0,119884799.0,0.0,
2393,(주)비츠로테크,42370,2016/06,,,0.0,103230046.0,0.0,
2394,(주)비츠로테크,42370,2017/06,0.0,232764175.0,0.0,86734828.0,0.0,0.0
2395,(주)비츠로테크,42370,2018/06,0.0,220440565.0,0.0,28937727.0,0.0,0.0
2396,(주)비츠로테크,42370,2019/12,0.0,312975670.0,0.0,30787116.0,0.0,0.0
2397,(주)비케이홀딩스,50090,2011/12,0.0,64570700.0,0.0,61852372.0,0.0,0.0
2398,(주)비케이홀딩스,50090,2012/12,0.0,58866968.0,0.0,54766822.0,0.0,0.0
2399,(주)비케이홀딩스,50090,2013/12,0.0,57878075.0,0.0,50350934.0,0.0,0.0
2400,(주)비케이홀딩스,50090,2014/12,0.0,13179711.0,0.0,13179711.0,0.0,0.0
2401,(주)비케이홀딩스,50090,2015/12,,,0.0,20682210.0,0.0,
2402,(주)비케이홀딩스,50090,2016/12,,,0.0,43031183.0,0.0,
2403,(주)비케이홀딩스,50090,2017/12,,,0.0,38071774.0,0.0,
2404,(주)비케이홀딩스,50090,2018/12,0.0,14927444.0,0.0,15426057.0,0.0,0.0
2405,(주)비케이홀딩스,50090,2019/12,0.0,12993006.0,0.0,13301419.0,0.0,0.0
2406,(주)비투엔,307870,2018/12,,,,,,
2407,(주)비투엔,307870,2019/12,,,,,,
2408,(주)비트컴퓨터,32850,2011/12,0.0,30736645.0,0.0,30557773.0,0.0,0.0
2409,(주)비트컴퓨터,32850,2012/12,0.0,32814796.0,0.0,32648079.0,0.0,0.0
2410,(주)비트컴퓨터,32850,2013/12,0.0,35363295.0,0.0,35213773.0,0.0,0.0
2411,(주)비트컴퓨터,32850,2014/12,0.0,34660003.0,0.0,34509144.0,0.0,0.0
2412,(주)비트컴퓨터,32850,2015/12,0.0,37311343.0,0.0,37162699.0,0.0,0.0
2413,(주)비트컴퓨터,32850,2016/12,0.0,34800927.0,0.0,34716080.0,0.0,0.0
2414,(주)비트컴퓨터,32850,2017/12,0.0,31905155.0,0.0,31554469.0,0.0,0.0
2415,(주)비트컴퓨터,32850,2018/12,0.0,32769953.0,0.0,32611975.0,0.0,0.0
2416,(주)비트컴퓨터,32850,2019/12,0.0,37376712.0,0.0,37165111.0,0.0,0.0
2417,(주)비피도,238200,2018/12,,,0.0,14870382.0,0.0,
2418,(주)비피도,238200,2019/12,0.0,13012639.0,0.0,13009644.0,0.0,0.0
2419,(주)빅솔론,93190,2011/12,0.0,79281840.0,0.0,75914338.0,0.0,0.0
2420,(주)빅솔론,93190,2012/12,0.0,74894093.0,0.0,71227154.0,0.0,0.0
2421,(주)빅솔론,93190,2013/12,0.0,83988189.0,0.0,79204923.0,0.0,0.0
2422,(주)빅솔론,93190,2014/12,0.0,78856302.0,0.0,74745421.0,0.0,0.0
2423,(주)빅솔론,93190,2015/12,0.0,83861117.0,0.0,78363649.0,0.0,0.0
2424,(주)빅솔론,93190,2016/12,0.0,87574944.0,0.0,80774588.0,0.0,0.0
2425,(주)빅솔론,93190,2017/12,0.0,89445133.0,0.0,80933343.0,0.0,0.0
2426,(주)빅솔론,93190,2018/12,0.0,85248786.0,0.0,77604084.0,0.0,0.0
2427,(주)빅솔론,93190,2019/12,0.0,84844466.0,0.0,74852401.0,0.0,0.0
2428,(주)빅텍,65450,2011/12,,,0.0,30868279.0,0.0,
2429,(주)빅텍,65450,2012/12,,,0.0,27834143.0,0.0,
2430,(주)빅텍,65450,2013/12,,,0.0,32453011.0,0.0,
2431,(주)빅텍,65450,2014/12,,,0.0,34457445.0,0.0,
2432,(주)빅텍,65450,2015/12,,,0.0,40621164.0,0.0,
2433,(주)빅텍,65450,2016/12,,,0.0,38351993.0,0.0,
2434,(주)빅텍,65450,2017/12,,,0.0,40828484.0,0.0,
2435,(주)빅텍,65450,2018/12,,,0.0,48767203.0,0.0,
2436,(주)빅텍,65450,2019/12,,,0.0,48979452.0,0.0,
2437,(주)빙그레,5180,2011/12,0.0,721329490.0,0.0,720634377.0,0.0,0.0
2438,(주)빙그레,5180,2012/12,0.0,790017219.0,0.0,789102353.0,0.0,0.0
2439,(주)빙그레,5180,2013/12,0.0,805971786.0,0.0,805058851.0,0.0,0.0
2440,(주)빙그레,5180,2014/12,0.0,820996487.0,0.0,819872484.0,0.0,0.0
2441,(주)빙그레,5180,2015/12,0.0,799571651.0,0.0,795438210.0,0.0,0.0
2442,(주)빙그레,5180,2016/12,0.0,813166107.0,0.0,804139945.0,0.0,0.0
2443,(주)빙그레,5180,2017/12,0.0,857454493.0,0.0,841320054.0,0.0,0.0
2444,(주)빙그레,5180,2018/12,0.0,855162972.0,0.0,838159210.0,0.0,0.0
2445,(주)빙그레,5180,2019/12,0.0,878334260.0,0.0,857206874.0,0.0,0.0
2446,(주)사람인에이치알,143240,2012/12,,,0.0,48822488.0,0.0,
2447,(주)사람인에이치알,143240,2013/12,,,0.0,52214408.0,0.0,
2448,(주)사람인에이치알,143240,2014/12,0.0,55301566.0,0.0,55333146.0,0.0,0.0
2449,(주)사람인에이치알,143240,2015/12,,,0.0,68496029.0,0.0,
2450,(주)사람인에이치알,143240,2016/12,0.0,73701173.0,0.0,55357477.0,0.0,0.0
2451,(주)사람인에이치알,143240,2017/12,0.0,81347113.0,0.0,52529118.0,0.0,0.0
2452,(주)사람인에이치알,143240,2018/12,0.0,86145918.0,0.0,57494328.0,0.0,0.0
2453,(주)사람인에이치알,143240,2019/12,0.0,93567189.0,0.0,67733872.0,0.0,0.0
2454,(주)사조대림,3960,2011/12,0.0,418702677.0,0.0,371465751.0,0.0,0.0
2455,(주)사조대림,3960,2012/12,0.0,454177460.0,0.0,378399029.0,0.0,0.0
2456,(주)사조대림,3960,2013/12,0.0,508115858.0,0.0,399418524.0,0.0,0.0
2457,(주)사조대림,3960,2014/12,0.0,543628320.0,0.0,405812234.0,0.0,0.0
2458,(주)사조대림,3960,2015/12,0.0,715055913.0,0.0,429808463.0,0.0,0.0
2459,(주)사조대림,3960,2016/12,0.0,953549613.0,0.0,460627065.0,0.0,0.0
2460,(주)사조대림,3960,2017/12,0.0,987439474.0,0.0,471851779.0,0.0,0.0
2461,(주)사조대림,3960,2018/12,0.0,937110913.0,0.0,431028398.0,0.0,0.0
2462,(주)사조대림,3960,2019/12,0.0,1329705655.0,0.0,780446517.0,0.0,0.0
2463,(주)사조오양,6090,2011/12,,,0.0,137322948.0,0.0,
2464,(주)사조오양,6090,2012/12,,,0.0,127186238.0,0.0,
2465,(주)사조오양,6090,2013/12,,,0.0,109789487.0,0.0,
2466,(주)사조오양,6090,2014/12,,,0.0,111843800.0,0.0,
2467,(주)사조오양,6090,2015/12,,,0.0,194924901.0,0.0,
2468,(주)사조오양,6090,2016/12,,,0.0,279104782.0,0.0,
2469,(주)사조오양,6090,2017/12,,,0.0,310186761.0,0.0,
2470,(주)사조오양,6090,2018/12,,,0.0,296145759.0,0.0,
2471,(주)사조오양,6090,2019/12,,,0.0,313595840.0,0.0,
2472,(주)삼기,122350,2011/12,,,,,,
2473,(주)삼기,122350,2012/12,0.0,187481786.0,0.0,138741292.0,0.0,0.0
2474,(주)삼기,122350,2013/12,0.0,204178825.0,0.0,139606299.0,0.0,0.0
2475,(주)삼기,122350,2014/12,0.0,243939551.0,0.0,233990318.0,0.0,0.0
2476,(주)삼기,122350,2015/12,0.0,276145441.0,0.0,277054863.0,0.0,0.0
2477,(주)삼기,122350,2016/12,0.0,304482853.0,0.0,309545066.0,0.0,0.0
2478,(주)삼기,122350,2017/12,0.0,292561351.0,0.0,292542881.0,0.0,0.0
2479,(주)삼기,122350,2018/12,0.0,277272867.0,0.0,278343288.0,0.0,0.0
2480,(주)삼기,122350,2019/12,0.0,301765684.0,0.0,291623432.0,0.0,0.0
2481,(주)삼보판지,23600,2011/12,0.0,308995210.0,0.0,117711072.0,0.0,0.0
2482,(주)삼보판지,23600,2012/12,0.0,291587109.0,0.0,116547744.0,0.0,0.0
2483,(주)삼보판지,23600,2013/12,0.0,301880815.0,0.0,106335197.0,0.0,0.0
2484,(주)삼보판지,23600,2014/12,0.0,303156744.0,0.0,107828830.0,0.0,0.0
2485,(주)삼보판지,23600,2015/12,0.0,302484857.0,0.0,105933402.0,0.0,0.0
2486,(주)삼보판지,23600,2016/12,0.0,326686710.0,0.0,112897265.0,0.0,0.0
2487,(주)삼보판지,23600,2017/12,0.0,323858909.0,0.0,112996351.0,0.0,0.0
2488,(주)삼보판지,23600,2018/12,0.0,374788747.0,0.0,126535646.0,0.0,0.0
2489,(주)삼보판지,23600,2019/12,0.0,367007847.0,0.0,139868908.0,0.0,0.0
2490,(주)삼성출판사,68290,2011/12,0.0,75033786.0,0.0,56384010.0,0.0,0.0
2491,(주)삼성출판사,68290,2012/12,0.0,75776098.0,0.0,57794033.0,0.0,0.0
2492,(주)삼성출판사,68290,2013/12,0.0,139049845.0,0.0,57081761.0,0.0,0.0
2493,(주)삼성출판사,68290,2014/12,0.0,153807691.0,0.0,56493549.0,0.0,0.0
2494,(주)삼성출판사,68290,2015/12,0.0,145532697.0,0.0,45096628.0,0.0,0.0
2495,(주)삼성출판사,68290,2016/12,0.0,163300248.0,0.0,47244342.0,0.0,0.0
2496,(주)삼성출판사,68290,2017/12,0.0,176579639.0,0.0,47296099.0,0.0,0.0
2497,(주)삼성출판사,68290,2018/12,0.0,186065483.0,0.0,47697313.0,0.0,0.0
2498,(주)삼성출판사,68290,2019/12,0.0,202043374.0,0.0,53035752.0,0.0,0.0
2499,(주)삼양사,145990,2011/12,0.0,260700499.0,0.0,250418148.0,0.0,0.0
