,회사명,거래소코드,회계년도,매출액(IFRS연결),매출채권(IFRS연결),매출액(IFRS개별),매출채권(IFRS개별),매출채권회전율(개별),매출채권회전율(연결)
995,(주)대창솔루션,96350,Dec-13,95233300.0,16737104.0,48428623.0,12416373.0,3.9003840332438466,5.689950901900352
996,(주)대창솔루션,96350,Dec-14,82650798.0,13472828.0,62840334.0,11092740.0,5.664996565321102,6.134628750548883
997,(주)대창솔루션,96350,Dec-15,59676898.0,14190314.0,43696474.0,8494936.0,5.14382615713644,4.205467053089875
998,(주)대창솔루션,96350,Dec-16,49327918.0,12864739.0,36520316.0,10351596.0,3.52798892074227,3.8343504675843016
999,(주)대창솔루션,96350,Dec-17,42774854.0,8913093.0,30923027.0,5016315.0,6.16449066695373,4.799103296689488
1000,(주)대창솔루션,96350,Dec-18,51667981.0,13844849.0,32180980.0,9008675.0,3.5722212201017354,3.7319280983129537
1001,(주)대창솔루션,96350,Dec-19,65192868.0,18888583.0,48365618.0,13753357.0,3.516640919013445,3.451443022486123
1002,(주)대창스틸,140520,Dec-14,266081393.0,49131784.0,266081393.0,49131784.0,5.415667238950656,5.415667238950656
1003,(주)대창스틸,140520,Dec-15,260110989.0,69657962.0,229985716.0,50922414.0,4.516394607686902,3.7341171279171217
1004,(주)대창스틸,140520,Dec-16,302662749.0,82509747.0,239314048.0,58435523.0,4.09535220554114,3.668205999952951
1005,(주)대창스틸,140520,Dec-17,318055221.0,79922455.0,244793248.0,58090469.0,4.2140002002738175,3.9795476878181484
1006,(주)대창스틸,140520,Dec-18,228396166.0,62109386.0,228369357.0,53627406.0,4.258444963756031,3.6773212667083843
1007,(주)대창스틸,140520,Dec-19,197636280.0,53919298.0,197667730.0,47247654.0,4.183651742793409,3.665408996979152
1008,(주)대한과학,131220,Dec-11,,,34442607.0,5176102.0,6.654159249566566,
1009,(주)대한과학,131220,Dec-12,39173115.0,4784144.0,39571766.0,5466587.0,7.23884317582433,8.18811369390219
1010,(주)대한과학,131220,Dec-13,39656586.0,6251953.0,38687652.0,6269552.0,6.170720332170465,6.343071676962383
1011,(주)대한과학,131220,Dec-14,39051055.0,8350980.0,36555998.0,8844994.0,4.132959050057015,4.676224227575686
1012,(주)대한과학,131220,Dec-15,41604516.0,8048183.0,37487327.0,8705818.0,4.306008579549905,5.169429671268658
1013,(주)대한과학,131220,Dec-16,46070953.0,7120382.0,38812724.0,6278868.0,6.181484305769766,6.470292324203954
1014,(주)대한과학,131220,Dec-17,41364830.0,5825761.0,31663846.0,4783800.0,6.618973619298465,7.10033075507217
1015,(주)대한과학,131220,Dec-18,47055603.0,5302597.0,33984809.0,4024510.0,8.444458828528193,8.87406736736735
1016,(주)대한과학,131220,Dec-19,55165316.0,5085946.0,38676690.0,4323389.0,8.945919508977795,10.846618505190579
1017,(주)대한항공,3490,Dec-11,12269083442.0,952249362.0,11805281564.0,906680228.0,13.020336386997952,12.884317839007384
1018,(주)대한항공,3490,Dec-12,12719636524.0,847066445.0,12263866637.0,812325471.0,15.097232666978627,15.016102454630936
1019,(주)대한항공,3490,Dec-13,11848707841.0,791440635.0,11712354062.0,763734696.0,15.33563176236791,14.971063295227443
1020,(주)대한항공,3490,Dec-14,11909748648.0,612878055.0,11680398140.0,589498387.0,19.814130789131404,19.43249321922613
1021,(주)대한항공,3490,Dec-15,11544831301.0,576440578.0,11308423373.0,545991240.0,20.711730417140025,20.027790793381655
1022,(주)대한항공,3490,Dec-16,11731852589.0,613364885.0,11502876673.0,590594260.0,19.47678372796918,19.127036574648383
1023,(주)대한항공,3490,Dec-17,12092211498.0,642822513.0,11802818528.0,608862485.0,19.385031626640618,18.81112010462521
1024,(주)대한항공,3490,Dec-18,13011645224.0,706008980.0,12646864991.0,673097697.0,18.78904807930133,18.429857965829274
1025,(주)대한항공,3490,Dec-19,12683407265.0,702890442.0,12291667990.0,669863715.0,18.34950560055339,18.044643243278017
1026,(주)대현,16090,Dec-11,,,196209581.0,20398358.0,9.618890942104262,
1027,(주)대현,16090,Dec-12,,,216891532.0,24355843.0,8.905112912741307,
1028,(주)대현,16090,Dec-13,,,245290977.0,25974110.0,9.443672064220872,
1029,(주)대현,16090,Dec-14,,,245403416.0,24857784.0,9.872296581223813,
1030,(주)대현,16090,Dec-15,,,259571056.0,25858215.0,10.03824339769779,
1031,(주)대현,16090,Dec-16,,,280173383.0,26198513.0,10.694247532293149,
1032,(주)대현,16090,Dec-17,,,283694373.0,32071442.0,8.845700576855883,
1033,(주)대현,16090,Dec-18,,,286316282.0,27469552.0,10.423041555246332,
1034,(주)대현,16090,Dec-19,,,299583978.0,27895852.0,10.739373653115166,
1035,(주)대호에이엘,69460,Dec-11,179347681.0,33126358.0,172103915.0,18009202.0,9.556443145009979,5.414047659570666
1036,(주)대호에이엘,69460,Dec-12,151031967.0,25946305.0,134927509.0,15120837.0,8.923283082808181,5.820943174760337
1037,(주)대호에이엘,69460,Dec-13,139063658.0,18990714.0,125380109.0,14470744.0,8.664385811814514,7.32271877718763
1038,(주)대호에이엘,69460,Dec-14,,,131723452.0,12162310.0,10.830463291923985,
1039,(주)대호에이엘,69460,Dec-15,,,121584665.0,11709858.0,10.38310327930535,
1040,(주)대호에이엘,69460,Dec-16,,,117646225.0,13147747.0,8.948014058986685,
1041,(주)대호에이엘,69460,Dec-17,,,126319691.0,13258189.0,9.527673123380577,
1042,(주)대호에이엘,69460,Dec-18,,,132411332.0,14653563.0,9.036118519434488,
1043,(주)대호에이엘,69460,Dec-19,,,117536747.0,11700790.0,10.045197546490451,
1044,(주)대호특수강,21040,Dec-11,,,213832202.0,47490812.0,4.502601513741227,
1045,(주)대호특수강,21040,Dec-12,,,220378054.0,93622085.0,2.353910981580895,
1046,(주)대호특수강,21040,Dec-13,,,314033771.0,80359868.0,3.9078432906335783,
1047,(주)대호특수강,21040,Dec-14,,,222066124.0,53900627.0,4.119917269236961,
1048,(주)대호특수강,21040,Dec-15,,,200872222.0,50231222.0,3.9989515285931128,
1049,(주)대호특수강,21040,Dec-16,,,185678388.0,50438066.0,3.681314584901015,
1050,(주)대호특수강,21040,Dec-17,,,205306467.0,51702806.0,3.9708960283509565,
1051,(주)대호특수강,21040,Dec-18,,,209863691.0,55240649.0,3.7990808362877853,
1052,(주)대호특수강,21040,Dec-19,,,204179606.0,48734390.0,4.189641154839529,
1053,(주)더 미동,161570,Dec-13,41879645.0,3445740.0,41879645.0,3445740.0,12.154035127432714,12.154035127432714
1054,(주)더 미동,161570,Dec-14,36758112.0,3775555.0,36757876.0,3775555.0,9.735754346049786,9.735816853416253
1055,(주)더 미동,161570,Dec-15,40713758.0,3058596.0,40703286.0,3052541.0,13.334230727777285,13.311257191207993
1056,(주)더 미동,161570,Dec-16,28872693.0,3414445.0,28872693.0,3414445.0,8.456042782941298,8.456042782941298
1057,(주)더 미동,161570,Dec-17,28157406.0,3348627.0,28132442.0,3326125.0,8.45802307489947,8.408642109139059
1058,(주)더 미동,161570,Dec-18,19602894.0,2567506.0,19560828.0,2546632.0,7.681057962045557,7.634994426497932
1059,(주)더 미동,161570,Dec-19,24883150.0,3869354.0,24559154.0,2984114.0,8.229965075060806,6.430827988341206
1060,(주)더블유게임즈,192080,Dec-19,513847375.0,41309465.0,200271921.0,21475301.0,9.325686331474468,12.438974336753091
1061,(주)더블유아이,73570,Dec-11,52297039.0,5946296.0,52230213.0,5892636.0,8.863641501019238,8.794893325189328
1062,(주)더블유아이,73570,Dec-12,21961327.0,4737826.0,21961327.0,4737826.0,4.635317337529914,4.635317337529914
1063,(주)더블유아이,73570,Dec-13,95416105.0,170001.0,16547458.0,4304634.0,3.8441033546638343,561.2679043064453
1064,(주)더블유아이,73570,Dec-14,,,118448729.0,3021530.0,39.20157304412003,
1065,(주)더블유아이,73570,Dec-15,,,15165610.0,1916830.0,7.9118179494269185,
1066,(주)더블유아이,73570,Dec-16,4764944.0,1561597.0,4764944.0,1537374.0,3.0994045690898897,3.0513275832369042
1067,(주)더블유아이,73570,Dec-17,12072601.0,1445498.0,10064001.0,1403657.0,7.169843487404687,8.351862818212132
1068,(주)더블유아이,73570,Dec-18,19277934.0,24905281.0,4081422.0,1782997.0,2.289079566594896,0.7740500498669338
1069,(주)더블유아이,73570,Dec-19,,,24052132.0,3145141.0,7.647393868828138,
1070,(주)더블유에스아이,299170,Dec-18,,,,,,
1071,(주)더블유에스아이,299170,Dec-19,,,,,,
1072,(주)더존비즈온,12510,Dec-11,115664742.0,34381275.0,112382349.0,33155120.0,3.3895925878114754,3.3641783790740747
1073,(주)더존비즈온,12510,Dec-12,124921239.0,41454643.0,122977105.0,40316756.0,3.050272819569114,3.013443849944625
1074,(주)더존비즈온,12510,Dec-13,129601816.0,42615419.0,128116096.0,41685784.0,3.073376189830087,3.0411953945589505
1075,(주)더존비즈온,12510,Dec-14,136381212.0,43390235.0,130792452.0,42361405.0,3.0875381021946744,3.1431314442062828
1076,(주)더존비즈온,12510,Dec-15,157733506.0,42320295.0,153480924.0,41226474.0,3.7228729286914035,3.727136259329005
1077,(주)더존비즈온,12510,Dec-16,176766996.0,35100631.0,173040399.0,34399194.0,5.030362019528713,5.036006218805582
1078,(주)더존비즈온,12510,Dec-17,205605875.0,39089080.0,201743071.0,38218833.0,5.278629805363235,5.259931290273396
1079,(주)더존비즈온,12510,Dec-18,226933182.0,43353576.0,223090877.0,42708711.0,5.223545074914576,5.234474360315744
1080,(주)더존비즈온,12510,Dec-19,262663608.0,53936511.0,259291800.0,52478406.0,4.940923701074305,4.869866499151197
1081,(주)덕산테코피아,317330,Dec-19,,,61838936.0,6235131.0,9.917824661582893,
1082,(주)덕성,4830,Dec-11,90994471.0,23585568.0,80029454.0,21794819.0,3.671948548873014,3.8580572238073723
1083,(주)덕성,4830,Dec-12,91531135.0,23329868.0,79107828.0,22555229.0,3.507294383931992,3.923345601441037
1084,(주)덕성,4830,Dec-13,97418617.0,23781311.0,90283423.0,24117608.0,3.7434650650263492,4.09643593660585
1085,(주)덕성,4830,Dec-14,82288347.0,21422158.0,77305403.0,22523075.0,3.432275699477092,3.841272527258925
1086,(주)덕성,4830,Dec-15,76938066.0,20585580.0,71463183.0,21794668.0,3.278929644626842,3.737473804478669
1087,(주)덕성,4830,Dec-16,103808604.0,25260035.0,98630563.0,26854828.0,3.6727311379540395,4.1095985813162965
1088,(주)덕성,4830,Dec-17,100706194.0,20041740.0,96190439.0,21176092.0,4.54240749426287,5.02482289461893
1089,(주)덕성,4830,Dec-18,83746049.0,19776624.0,79922736.0,21188603.0,3.7719681660938194,4.234597826201277
1090,(주)덕성,4830,Dec-19,86726847.0,22133822.0,83276447.0,24821741.0,3.3549800958764333,3.918295132218918
1091,(주)덕신하우징,90410,Dec-14,,,90645621.0,33375800.0,2.715908562491386,
1092,(주)덕신하우징,90410,Dec-15,104896222.0,34511313.0,107493319.0,34511313.0,3.1147270171957815,3.0394735198860734
1093,(주)덕신하우징,90410,Dec-16,121634452.0,37115855.0,120269693.0,38294741.0,3.1406321040270258,3.2771561371818057
1094,(주)덕신하우징,90410,Dec-17,125887825.0,35515907.0,122876930.0,33926788.0,3.62182621001434,3.544547658602665
1095,(주)덕신하우징,90410,Dec-18,135363460.0,28082035.0,131099317.0,27254212.0,4.810240596939658,4.820286706429929
1096,(주)덕신하우징,90410,Dec-19,149006750.0,26281412.0,145648501.0,25444078.0,5.72425933452963,5.66966303028163
1097,(주)데이타솔루션,263800,Dec-17,,,90041947.0,18954758.0,4.750361202184697,
1098,(주)데이타솔루션,263800,Dec-18,,,98116700.0,22048472.0,4.450045336475017,
1099,(주)데이타솔루션,263800,Dec-19,,,101169469.0,18767508.0,5.390671419988205,
1100,(주)덱스터스튜디오,206560,Dec-15,26054827.0,13871213.0,26054827.0,13871213.0,1.8783380371997749,1.8783380371997749
1101,(주)덱스터스튜디오,206560,Dec-16,31776984.0,18352660.0,31776984.0,18352660.0,1.7314647576972493,1.7314647576972493
1102,(주)덱스터스튜디오,206560,Dec-17,25334023.0,21137485.0,24984428.0,21105460.0,1.1837897870977463,1.1985353508234304
1103,(주)덱스터스튜디오,206560,Dec-18,39216741.0,19451048.0,35739469.0,16571057.0,2.1567404541544937,2.016176249218037
1104,(주)덱스터스튜디오,206560,Dec-19,55482725.0,17198081.0,38294449.0,17164381.0,2.2310416553908934,3.22609976078145
1105,(주)덴티스,261200,Dec-17,,,,,,
1106,(주)덴티스,261200,Dec-18,,,,,,
1107,(주)덴티스,261200,Dec-19,,,,,,
1108,(주)덴티움,145720,Dec-17,150645644.0,61629594.0,122526473.0,91022088.0,1.3461180213752073,2.4443718386332383
1109,(주)덴티움,145720,Dec-18,186316234.0,103875388.0,145739045.0,128469158.0,1.1344282726598083,1.7936513892973376
1110,(주)덴티움,145720,Dec-19,252587273.0,133195086.0,207592934.0,176977559.0,1.1729901529492788,1.896370809055223
1111,(주)도화엔지니어링,2150,Dec-11,,,282096884.0,22608218.0,12.47762579076334,
1112,(주)도화엔지니어링,2150,Dec-12,,,282716150.0,19281230.0,14.662765290388633,
1113,(주)도화엔지니어링,2150,Dec-13,,,270205936.0,14229794.0,18.988745444944602,
1114,(주)도화엔지니어링,2150,Dec-14,,,229647463.0,17044138.0,13.473691834694133,
1115,(주)도화엔지니어링,2150,Dec-15,,,275048204.0,22390152.0,12.284338400203804,
1116,(주)도화엔지니어링,2150,Dec-16,,,324737933.0,11029337.0,29.44310551033122,
1117,(주)도화엔지니어링,2150,Dec-17,398950053.0,16824251.0,398213957.0,16788969.0,23.71878565026834,23.71279725914693
1118,(주)도화엔지니어링,2150,Dec-18,402472582.0,31796852.0,401239892.0,31434265.0,12.764411447189874,12.657623528266257
1119,(주)도화엔지니어링,2150,Dec-19,516127676.0,15297107.0,514884271.0,15260546.0,33.739570720470944,33.740214800092595
1120,(주)동구바이오제약,6620,Dec-18,,,104837387.0,24094344.0,4.3511202048082325,
1121,(주)동구바이오제약,6620,Dec-19,,,125235187.0,22566240.0,5.549670082388559,
1122,(주)동국알앤에스,75970,Dec-11,154053142.0,33482224.0,148238581.0,31449527.0,4.713539284708479,4.601042690593074
1123,(주)동국알앤에스,75970,Dec-12,129926945.0,29096981.0,122220583.0,29727665.0,4.111341506303977,4.465306727182452
1124,(주)동국알앤에스,75970,Dec-13,117332476.0,30139789.0,108707901.0,27533409.0,3.9482179994493234,3.8929428470783254
1125,(주)동국알앤에스,75970,Dec-14,110150597.0,23557818.0,102228141.0,21586703.0,4.735699611005905,4.675755496540469
1126,(주)동국알앤에스,75970,Dec-15,98898658.0,25446590.0,76183392.0,22393949.0,3.4019632714176495,3.8865190974507784
1127,(주)동국알앤에스,75970,Dec-16,94528209.0,27731288.0,67042606.0,23846208.0,2.8114577378508145,3.4087204676537204
1128,(주)동국알앤에스,75970,Dec-17,95193818.0,27396476.0,68756029.0,24344453.0,2.8242996053351455,3.4746738230128575
1129,(주)동국알앤에스,75970,Dec-18,101618391.0,28671736.0,76379761.0,25181812.0,3.0331320478446906,3.544200846436365
1130,(주)동국알앤에스,75970,Dec-19,101828656.0,27813883.0,71822024.0,24020755.0,2.989998607454262,3.661072997251049
1131,(주)동국에스엔씨,100130,Dec-11,116891942.0,21062928.0,115568473.0,21062928.0,5.486818974076159,5.549653020700636
1132,(주)동국에스엔씨,100130,Dec-12,139563701.0,9518350.0,138418428.0,9518350.0,14.542271297021017,14.662593936974371
1133,(주)동국에스엔씨,100130,Dec-13,140907254.0,20484793.0,139810707.0,20484793.0,6.825097378333283,6.8786271845656435
1134,(주)동국에스엔씨,100130,Dec-14,203075322.0,21338113.0,202243552.0,21338113.0,9.47804297409054,9.517023459384623
1135,(주)동국에스엔씨,100130,Dec-15,211285538.0,43874089.0,210568798.0,22661717.0,9.291828946588646,4.815724789180238
1136,(주)동국에스엔씨,100130,Dec-16,383878885.0,57837474.0,207195857.0,31444588.0,6.589237454788722,6.637200044386447
1137,(주)동국에스엔씨,100130,Dec-17,367922824.0,29287758.0,172792712.0,6722233.0,25.70465974624801,12.562341712875392
1138,(주)동국에스엔씨,100130,Dec-18,363113418.0,58184227.0,165727686.0,34732718.0,4.7715150308708925,6.240753494929133
1139,(주)동국에스엔씨,100130,Dec-19,317847252.0,61699796.0,174461880.0,43319409.0,4.027337492069663,5.151512202730784
1140,(주)동남합성,23450,Dec-11,,,59784516.0,15612009.0,3.829392873140158,
1141,(주)동남합성,23450,Dec-12,,,61964194.0,13841105.0,4.4768242130957026,
1142,(주)동남합성,23450,Dec-13,,,60564486.0,13598464.0,4.453774043892016,
1143,(주)동남합성,23450,Dec-14,,,76119599.0,13345156.0,5.703912265993743,
1144,(주)동남합성,23450,Dec-15,,,76498187.0,14108317.0,5.422205001489547,
1145,(주)동남합성,23450,Dec-16,,,104228395.0,20960320.0,4.972652850719836,
1146,(주)동남합성,23450,Dec-17,,,137438595.0,19780898.0,6.948046291932752,
1147,(주)동남합성,23450,Dec-18,,,139266809.0,12545090.0,11.101300110242335,
1148,(주)동남합성,23450,Dec-19,,,126057340.0,14921343.0,8.448122933706436,
1149,(주)동방,4140,Dec-11,585508996.0,96254914.0,472871652.0,80137933.0,5.900721846669042,6.082899788368207
1150,(주)동방,4140,Dec-12,619415412.0,102609679.0,485103227.0,77034106.0,6.297252635086075,6.036617773650768
1151,(주)동방,4140,Dec-13,635368921.0,98353740.0,497411189.0,78756150.0,6.315839321754555,6.460038235455001
1152,(주)동방,4140,Dec-14,633716236.0,99802613.0,508700373.0,80874528.0,6.289994953664521,6.349695834116087
1153,(주)동방,4140,Dec-15,629844689.0,95091949.0,522629368.0,74870055.0,6.98048596331337,6.623533281455826
1154,(주)동방,4140,Dec-16,575084778.0,88641565.0,468813154.0,68367856.0,6.857215970031296,6.487755242137252
1155,(주)동방,4140,Dec-17,506138372.0,75841670.0,413905870.0,62086419.0,6.666608844037212,6.673618500225536
1156,(주)동방,4140,Dec-18,526437269.0,87031291.0,474418754.0,81888673.0,5.793460030790827,6.048827530318952
1157,(주)동방,4140,Dec-19,633047832.0,99468957.0,577078497.0,92271202.0,6.254156058355022,6.3642753587935985
1158,(주)동방선기,99410,Dec-11,55491589.0,23743298.0,36527616.0,10216682.0,3.575291469383113,2.3371474763109994
1159,(주)동방선기,99410,Dec-12,38614066.0,18134952.0,28754075.0,11327435.0,2.5384453762038803,2.1292621011624404
1160,(주)동방선기,99410,Dec-13,24243352.0,15125881.0,22347216.0,6687278.0,3.3417507093319583,1.602772889724572
1161,(주)동방선기,99410,Dec-14,35538546.0,20485378.0,25955520.0,8768226.0,2.9601791742138035,1.7348250054258212
1162,(주)동방선기,99410,Dec-15,45092509.0,17810453.0,33449173.0,7521508.0,4.447136531663597,2.5318002298987006
1163,(주)동방선기,99410,Dec-16,29202617.0,16748924.0,29215663.0,8573096.0,3.4078310799272513,1.7435518245828807
1164,(주)동방선기,99410,Dec-17,,,19302291.0,6410856.0,3.0108757707239096,
1165,(주)동방선기,99410,Dec-18,,,17058634.0,3972403.0,4.29428585166208,
1166,(주)동방선기,99410,Dec-19,,,23630293.0,5995873.0,3.9410929817893074,
1167,(주)동방아그로,7590,Dec-11,104135497.0,9719304.0,104135497.0,9719073.0,10.714550348577482,10.71429569442421
1168,(주)동방아그로,7590,Dec-12,105441229.0,10574359.0,105441229.0,10574128.0,9.971624043136229,9.971406210059635
1169,(주)동방아그로,7590,Dec-13,109239930.0,9925793.0,109239930.0,9925562.0,11.005918858801143,11.00566272135637
1170,(주)동방아그로,7590,Dec-14,114629208.0,14337703.0,114629208.0,14337473.0,7.995077514705694,7.994949260700964
1171,(주)동방아그로,7590,Dec-15,115830676.0,16820714.0,115830676.0,16820484.0,6.8862867441864335,6.8861925837393105
1172,(주)동방아그로,7590,Dec-16,115846147.0,16591346.0,115846147.0,16591116.0,6.98242041101997,6.9823236161791815
1173,(주)동방아그로,7590,Dec-17,120248595.0,15444221.0,119813342.0,15443990.0,7.757926675684198,7.785992896631044
1174,(주)동방아그로,7590,Dec-18,121108495.0,16895973.0,120665547.0,16894951.0,7.14210695254458,7.1678911300343575
1175,(주)동방아그로,7590,Dec-19,124644780.0,20210848.0,124071228.0,20198885.0,6.142479052680383,6.1672216821382255
1176,(주)동서,26960,Dec-16,513790349.0,54945261.0,466716608.0,52109007.0,8.956543885013968,9.350949283869996
1177,(주)동서,26960,Dec-17,559080361.0,52720340.0,503282371.0,48488993.0,10.379311671826223,10.604642553519191
1178,(주)동서,26960,Dec-18,563524574.0,50553383.0,495108546.0,46238756.0,10.707652818341392,11.147118957399943
1179,(주)동서,26960,Dec-19,502235935.0,48317351.0,441898585.0,43072638.0,10.259380560809857,10.394525457324844
1180,(주)동성케미컬,102260,Dec-11,582112775.0,93932379.0,12065936.0,2573338.0,4.688826730106966,6.197147151995373
1181,(주)동성케미컬,102260,Dec-12,654021296.0,112903398.0,11085455.0,4608097.0,2.4056470599468716,5.792751215512575
1182,(주)동성케미컬,102260,Dec-13,823409697.0,140555037.0,14488242.0,4623080.0,3.1338938543135746,5.8582724217845
1183,(주)동성케미컬,102260,Dec-14,905441155.0,165624306.0,16377022.0,1909767.0,8.575403177455678,5.466837427835018
1184,(주)동성케미컬,102260,Dec-15,871224899.0,147533814.0,128809331.0,37409206.0,3.4432522037489917,5.905255719885341
1185,(주)동성케미컬,102260,Dec-16,852912858.0,157678351.0,239571735.0,40572550.0,5.904773917340665,5.409194430248703
1186,(주)동성케미컬,102260,Dec-17,827336387.0,142795897.0,306417726.0,57927923.0,5.289637710642586,5.793838649299566
1187,(주)동성케미컬,102260,Dec-18,813073125.0,129624469.0,325020893.0,55255431.0,5.882152887378618,6.272528105785336
1188,(주)동성케미컬,102260,Dec-19,849786144.0,121708878.0,277935691.0,38625830.0,7.195591421595342,6.982121254950687
1189,(주)동성화인텍,33500,Dec-11,,,177618063.0,36764392.0,4.831252560901864,
1190,(주)동성화인텍,33500,Dec-12,,,239381785.0,55556163.0,4.308825017307261,
1191,(주)동성화인텍,33500,Dec-13,,,409450161.0,75154844.0,5.448087431330441,
1192,(주)동성화인텍,33500,Dec-14,,,420798887.0,59014018.0,7.130490369254302,
1193,(주)동성화인텍,33500,Dec-15,347135317.0,52422875.0,345919256.0,52573607.0,6.579713200960322,6.621829058402462
1194,(주)동성화인텍,33500,Dec-16,335005289.0,63455473.0,332654028.0,63509233.0,5.237884513579309,5.279375807347618
1195,(주)동성화인텍,33500,Dec-17,230970494.0,30551277.0,212626849.0,29445477.0,7.221035984575831,7.560092954543275
1196,(주)동성화인텍,33500,Dec-18,188129063.0,22978203.0,185329974.0,23224002.0,7.980104979322685,8.187283531266566
1197,(주)동성화인텍,33500,Dec-19,253271782.0,36104023.0,238406562.0,27689828.0,8.60989681842733,7.015057075495437
1198,(주)동아엘텍,88130,Dec-11,64235041.0,14950306.0,30831019.0,7273325.0,4.238916726531539,4.296570317691156
1199,(주)동아엘텍,88130,Dec-12,67364061.0,17977534.0,26662109.0,9501638.0,2.8060539666950057,3.7471246612577676
1200,(주)동아엘텍,88130,Dec-13,91172444.0,23247256.0,52669831.0,15636839.0,3.3683170236644377,3.9218583044811828
1201,(주)동아엘텍,88130,Dec-14,119044673.0,30917643.0,72914338.0,22239414.0,3.278608779889614,3.850379959429637
1202,(주)동아엘텍,88130,Dec-15,119717924.0,19572297.0,90855338.0,15492900.0,5.864320947014439,6.11670280703384
1203,(주)동아엘텍,88130,Dec-16,216159935.0,48035480.0,73871347.0,21277226.0,3.4718504658455007,4.500005724934986
1204,(주)동아엘텍,88130,Dec-17,250506618.0,37360057.0,124693976.0,25755018.0,4.841541015424645,6.705199031147089
1205,(주)동아엘텍,88130,Dec-18,253511129.0,67594558.0,131466999.0,59131441.0,2.223301119957486,3.7504665538311532
1206,(주)동아엘텍,88130,Dec-19,202944664.0,28179596.0,112102348.0,16518720.0,6.786382237848938,7.201830146890679
1207,(주)동아지질,28100,Dec-11,253840382.0,21893572.0,251872404.0,21893572.0,11.504399738882261,11.594288131694546
1208,(주)동아지질,28100,Dec-12,283352820.0,3140450.0,277031753.0,3140450.0,88.21403079176551,90.22682099699088
1209,(주)동아지질,28100,Dec-13,329945352.0,5368580.0,322551672.0,5368580.0,60.08137570828785,61.45858904961833
1210,(주)동아지질,28100,Dec-14,305653861.0,1550263.0,287905356.0,1550263.0,185.7138795159273,197.16258531616893
1211,(주)동아지질,28100,Dec-15,296676999.0,2920349.0,292756183.0,2920349.0,100.24698520622022,101.589569945236
1212,(주)동아지질,28100,Dec-16,323174632.0,1051112.0,322518697.0,1051112.0,306.8357101812176,307.45974929408095
1213,(주)동아지질,28100,Dec-17,339724245.0,0.0,339724245.0,0.0,0.0,0.0
1214,(주)동아지질,28100,Dec-18,360734225.0,0.0,360734225.0,0.0,0.0,0.0
1215,(주)동아지질,28100,Dec-19,380903410.0,861300.0,380903410.0,861300.0,442.24243585278066,442.24243585278066
1216,(주)동양,1520,Dec-11,1491867213.0,546371000.0,877037698.0,400051000.0,2.192314724872579,2.730502191734188
1217,(주)동양,1520,Dec-12,1709382603.0,487855000.0,1050903621.0,376805352.0,2.788982734512752,3.503874313064333
1218,(주)동양,1520,Dec-13,567649867.0,269699000.0,523539904.0,253774000.0,2.0630163216089907,2.104753325003059
1219,(주)동양,1520,Dec-14,381219825.0,270150000.0,299405735.0,226983000.0,1.3190667803315668,1.4111413103831205
1220,(주)동양,1520,Dec-15,392665079.0,227931000.0,339748919.0,179080000.0,1.8971907471521108,1.722736613273315
1221,(주)동양,1520,Dec-16,439901519.0,227985262.0,372771548.0,175965016.0,2.118441247435229,1.929517351871631
1222,(주)동양,1520,Dec-17,483087800.0,236438676.0,422674664.0,190251075.0,2.221667677830467,2.0431843392660514
1223,(주)동양,1520,Dec-18,529745193.0,221586000.0,359248327.0,143442648.0,2.5044736137330648,2.390697936692751
1224,(주)동양,1520,Dec-19,539085144.0,216453656.0,384092832.0,148522851.0,2.5860857734275515,2.49053378890491
1225,(주)동양고속,84670,Dec-11,203129076.0,2560249.0,113116958.0,940182.0,120.31389454382237,79.33957829882952
1226,(주)동양고속,84670,Dec-12,115450487.0,605206.0,115450487.0,605206.0,190.76229746565633,190.76229746565633
1227,(주)동양고속,84670,Dec-13,127101782.0,793821.0,127071001.0,790762.0,160.69436948158864,160.11390729144227
1228,(주)동양고속,84670,Dec-14,136283088.0,855547.0,136275429.0,854817.0,159.4205882662605,159.2935139741008
1229,(주)동양고속,84670,Dec-15,135760744.0,1781673.0,135721358.0,1776715.0,76.38893013229472,76.1984629053704
1230,(주)동양고속,84670,Dec-16,155526430.0,2143680.0,155461647.0,2133240.0,72.87583534904653,72.55114102851172
1231,(주)동양고속,84670,Dec-17,141870839.0,2610536.0,141801103.0,2601770.0,54.50178263259243,54.34548269014486
1232,(주)동양고속,84670,Dec-18,132272993.0,2499187.0,132213672.0,2497056.0,52.94782015301219,52.926408868163925
1233,(주)동양고속,84670,Dec-19,140473417.0,2965749.0,140415225.0,2963626.0,47.37953608181329,47.36524129317754
1234,(주)동양에스텍,60380,Dec-11,216818796.0,73519992.0,207403841.0,70506740.0,2.9416172269487997,2.9491134329829634
1235,(주)동양에스텍,60380,Dec-12,205473230.0,69891433.0,198323297.0,67456404.0,2.940021780585873,2.939891502868456
1236,(주)동양에스텍,60380,Dec-13,224278761.0,55258193.0,215558879.0,52362306.0,4.116680403647616,4.058742221266628
1237,(주)동양에스텍,60380,Dec-14,174225548.0,49968574.0,164832138.0,46753664.0,3.5255448214711045,3.486702422206405
1238,(주)동양에스텍,60380,Dec-15,133784506.0,43643464.0,123896334.0,40572128.0,3.0537302356928384,3.0653961381250583
1239,(주)동양에스텍,60380,Dec-16,151970509.0,46254243.0,134441550.0,43041251.0,3.123551171874628,3.2855474253464703
