,회사명,거래소코드,회계년도,당기매출액(IFRS연결),전기매출액(IFRS연결),당기매출액(IFRS개별),전기매출액(IFRS개별),매출액증가율(개별),매출액증가율(연결)
2591,(주)삼천리,4690,Dec-12,3455369500.0,,3352643333.0,3352643333.0,0.0,
2592,(주)삼천리,4690,Dec-13,3658069483.0,3658069483.0,3504873437.0,3504873437.0,0.0,-4.187893278461274
2593,(주)삼천리,4690,Dec-14,3754788200.0,3736250188.0,3500332653.0,3500332653.0,0.0,-6.31428633333266
2594,(주)삼천리,4690,Dec-15,3667872079.0,3667872079.0,2877277879.0,2877277879.0,0.0,-21.55457395928447
2595,(주)삼천리,4690,Dec-16,3063254301.0,3060058802.0,2384712962.0,2384712962.0,0.0,-22.06970139131333
2596,(주)삼천리,4690,Dec-17,3295097686.0,3295097686.0,2519754004.0,2519754004.0,0.0,-23.53021839972243
2597,(주)삼천리,4690,Dec-18,3458139501.0,3456216796.0,2534706863.0,2534706863.0,0.0,-26.662388021101435
2598,(주)삼천리,4690,Dec-19,3461627493.0,3461627493.0,2538241962.0,2538241962.0,0.0,-26.67489592300855
2599,(주)삼표시멘트,38500,Dec-11,584534130.0,584534130.0,544473358.0,544473358.0,0.0,-6.853453022495032
2600,(주)삼표시멘트,38500,Dec-12,635366594.0,635366594.0,611754903.0,611754903.0,0.0,-3.716231105471053
2601,(주)삼표시멘트,38500,Dec-13,609732692.0,609732692.0,607800377.0,607800377.0,0.0,-0.3169118246984226
2602,(주)삼표시멘트,38500,Dec-14,557237633.0,553554217.0,553051229.0,553051229.0,0.0,-0.0908651735553434
2603,(주)삼표시멘트,38500,Dec-15,563812485.0,563812485.0,563037737.0,563037737.0,0.0,-0.1374123526193216
2604,(주)삼표시멘트,38500,Dec-16,615909683.0,615909683.0,615637893.0,615637893.0,0.0,-0.04412822326094101
2605,(주)삼표시멘트,38500,Dec-17,671307465.0,671307465.0,670133332.0,670133332.0,0.0,-0.17490241971314902
2606,(주)삼표시멘트,38500,Dec-18,576027308.0,576027308.0,571299588.0,571299588.0,0.0,-0.8207458108913102
2607,(주)삼표시멘트,38500,Dec-19,595485610.0,595485610.0,587272635.0,587272635.0,0.0,-1.3792062918195427
2608,(주)삼화네트웍스,46390,Dec-11,25839976.0,25839976.0,22622862.0,22622862.0,0.0,-12.450143142547816
2609,(주)삼화네트웍스,46390,Dec-12,18778857.0,16760695.0,14706627.0,14706627.0,0.0,-12.255267457584537
2610,(주)삼화네트웍스,46390,Dec-13,43754688.0,43754688.0,41765491.0,41765491.0,0.0,-4.546248849951809
2611,(주)삼화네트웍스,46390,Dec-14,32846587.0,32846587.0,31824007.0,31824007.0,0.0,-3.1132001629271144
2612,(주)삼화네트웍스,46390,Dec-15,19754542.0,19754542.0,18860676.0,18860676.0,0.0,-4.524863193487349
2613,(주)삼화네트웍스,46390,Dec-16,45701998.0,45701998.0,44578967.0,44578967.0,0.0,-2.4572908169135133
2614,(주)삼화네트웍스,46390,Dec-17,21001397.0,21001397.0,19835747.0,19835747.0,0.0,-5.550345055617015
2615,(주)삼화네트웍스,46390,Dec-18,12559043.0,12559043.0,11687665.0,11687665.0,0.0,-6.938251584933667
2616,(주)삼화네트웍스,46390,Dec-19,54197930.0,54197930.0,54011359.0,54011359.0,0.0,-0.34424008444602805
2617,(주)상보,27580,Dec-11,,,182043935.0,182043935.0,0.0,
2618,(주)상보,27580,Dec-12,,,253307228.0,253307228.0,0.0,
2619,(주)상보,27580,Dec-13,,220831227.0,220831227.0,220831227.0,0.0,0.0
2620,(주)상보,27580,Dec-14,226913198.0,226913198.0,227113688.0,227113688.0,0.0,0.08835537190745413
2621,(주)상보,27580,Dec-15,178636196.0,178636196.0,176783328.0,176783328.0,0.0,-1.0372298792121626
2622,(주)상보,27580,Dec-16,151681829.0,151681829.0,118572515.0,118572515.0,0.0,-21.82813473326459
2623,(주)상보,27580,Dec-17,127789248.0,127780032.0,67228622.0,67228622.0,0.0,-47.387224006955954
2624,(주)상보,27580,Dec-18,127480778.0,52697828.0,64888592.0,64888592.0,0.0,23.133332933569875
2625,(주)상보,27580,Dec-19,48850032.0,118220913.0,51309586.0,51309586.0,0.0,-56.598553760111805
2626,(주)상상인,38540,Dec-11,56869524.0,56869524.0,43789935.0,43789935.0,0.0,-22.99929396279103
2627,(주)상상인,38540,Dec-12,84221148.0,84221148.0,61378925.0,61378925.0,0.0,-27.12171888229308
2628,(주)상상인,38540,Dec-13,97953874.0,97953874.0,47507418.0,47507418.0,0.0,-51.50021529521129
2629,(주)상상인,38540,Dec-14,203079435.0,203079435.0,85798410.0,85798410.0,0.0,-57.75130554208997
2630,(주)상상인,38540,Dec-15,191150036.0,191150036.0,72744077.0,72744077.0,0.0,-61.94398990330298
2631,(주)상상인,38540,Dec-16,334876891.0,283866008.0,84242953.0,84242953.0,0.0,-70.32298668180094
2632,(주)상상인,38540,Dec-17,397628354.0,397628354.0,78190110.0,110771210.0,-29.412967503018166,-80.33588168111372
2633,(주)상상인,38540,Dec-18,484381840.0,484381840.0,106664768.0,106664768.0,0.0,-77.97919756859588
2634,(주)상상인,38540,Dec-19,541349885.0,541349885.0,146837343.0,146837343.0,0.0,-72.87570440695669
2635,(주)상상인인더스트리,101000,Dec-11,40353408.0,40353408.0,40339123.0,40339123.0,0.0,-0.03539973625028381
2636,(주)상상인인더스트리,101000,Dec-12,51031861.0,51031861.0,50925861.0,50925861.0,0.0,-0.2077133734158707
2637,(주)상상인인더스트리,101000,Dec-13,67380433.0,67380433.0,67367721.0,67367721.0,0.0,-0.018866011145988182
2638,(주)상상인인더스트리,101000,Dec-14,130219265.0,130219265.0,130212078.0,130212078.0,0.0,-0.005519152638427727
2639,(주)상상인인더스트리,101000,Dec-15,122422515.0,122422515.0,122436215.0,122436215.0,0.0,0.011190751962587342
2640,(주)상상인인더스트리,101000,Dec-16,128443782.0,128443782.0,128443782.0,128443782.0,0.0,0.0
2641,(주)상상인인더스트리,101000,Dec-17,95702436.0,,90811825.0,95702436.0,-5.110226243352884,
2642,(주)상상인인더스트리,101000,Dec-18,,65812303.0,65812303.0,65812303.0,0.0,0.0
2643,(주)상상인인더스트리,101000,Dec-19,32880655.0,32880655.0,32880655.0,32880655.0,0.0,0.0
2644,(주)상아프론테크,89980,Dec-11,106413933.0,106413933.0,105314697.0,105314697.0,0.0,-1.0329812732323376
2645,(주)상아프론테크,89980,Dec-12,94040100.0,94040100.0,94176171.0,94176171.0,0.0,0.14469465685382943
2646,(주)상아프론테크,89980,Dec-13,107811747.0,107811747.0,105706836.0,105706836.0,0.0,-1.9523948535960471
2647,(주)상아프론테크,89980,Dec-14,128382851.0,128382851.0,113053797.0,113053797.0,0.0,-11.9401102877829
2648,(주)상아프론테크,89980,Dec-15,143739802.0,143739802.0,121747291.0,121747291.0,0.0,-15.300223524727002
2649,(주)상아프론테크,89980,Dec-16,156294805.0,156294805.0,132699208.0,132699208.0,0.0,-15.096853027200737
2650,(주)상아프론테크,89980,Dec-17,153236134.0,153236134.0,132094365.0,132094365.0,0.0,-13.796856164486641
2651,(주)상아프론테크,89980,Dec-18,182073848.0,182073848.0,138321432.0,138321432.0,0.0,-24.030038624767244
2652,(주)상아프론테크,89980,Dec-19,186171234.0,186171234.0,126278228.0,126278228.0,0.0,-32.170923892570855
2653,(주)상지카일룸,42940,Dec-11,,,31834166.0,31834166.0,0.0,
2654,(주)상지카일룸,42940,Dec-12,,,21208518.0,21208518.0,0.0,
2655,(주)상지카일룸,42940,Dec-13,,,16693700.0,16693700.0,0.0,
2656,(주)상지카일룸,42940,Dec-14,,,22276260.0,22276260.0,0.0,
2657,(주)상지카일룸,42940,Dec-15,,25472924.0,25472924.0,25472924.0,0.0,0.0
2658,(주)상지카일룸,42940,Dec-16,5908248.0,5908248.0,5908248.0,5908248.0,0.0,0.0
2659,(주)상지카일룸,42940,Dec-17,13455342.0,13455342.0,8285055.0,8285055.0,0.0,-38.4255338883248
2660,(주)상지카일룸,42940,Dec-18,31021854.0,31021854.0,31021554.0,31021554.0,0.0,-0.0009670601892537434
2661,(주)상지카일룸,42940,Dec-19,104940554.0,104940554.0,60056755.0,60056755.0,0.0,-42.7706899660545
2662,(주)새로닉스,42600,Dec-11,90606969.0,90606969.0,44311996.0,44311996.0,0.0,-51.09427399563493
2663,(주)새로닉스,42600,Dec-12,123062412.0,123062412.0,44470873.0,44470873.0,0.0,-63.86315506313983
2664,(주)새로닉스,42600,Dec-13,117229744.0,117229744.0,38942967.0,38942967.0,0.0,-66.78064314462719
2665,(주)새로닉스,42600,Dec-14,134760838.0,134760838.0,64242622.0,64242622.0,0.0,-52.3284190322414
2666,(주)새로닉스,42600,Dec-15,130553418.0,130553418.0,61119648.0,61119648.0,0.0,-53.18418396368604
2667,(주)새로닉스,42600,Dec-16,117855468.0,117855468.0,54399417.0,54399417.0,0.0,-53.842262965686075
2668,(주)새로닉스,42600,Dec-17,126219454.0,126219454.0,60885569.0,60885569.0,0.0,-51.76213565303491
2669,(주)새로닉스,42600,Dec-18,142092261.0,142092261.0,64536776.0,64536776.0,0.0,-54.58107602355627
2670,(주)새로닉스,42600,Dec-19,163776250.0,163776250.0,62819666.0,62819666.0,0.0,-61.64299402385877
2671,(주)서린바이오사이언스,38070,Dec-11,,,39464482.0,39464482.0,0.0,
2672,(주)서린바이오사이언스,38070,Dec-12,,53393607.0,53393607.0,53393607.0,0.0,0.0
2673,(주)서린바이오사이언스,38070,Dec-13,42196356.0,42196356.0,42196356.0,42196356.0,0.0,0.0
2674,(주)서린바이오사이언스,38070,Dec-14,37661962.0,37661962.0,36656039.0,36656039.0,0.0,-2.6709256411017464
2675,(주)서린바이오사이언스,38070,Dec-15,41628193.0,41628193.0,40454832.0,40454832.0,0.0,-2.818669068820739
2676,(주)서린바이오사이언스,38070,Dec-16,44889258.0,44889258.0,42414707.0,42414707.0,0.0,-5.512568285267719
2677,(주)서린바이오사이언스,38070,Dec-17,42619342.0,42619342.0,39276798.0,39276798.0,0.0,-7.842786498205427
2678,(주)서린바이오사이언스,38070,Dec-18,49876621.0,49876621.0,45833302.0,45833302.0,0.0,-8.106641787141115
2679,(주)서린바이오사이언스,38070,Dec-19,54409607.0,54409607.0,50515306.0,50515306.0,0.0,-7.1573775565039455
2680,(주)서부티엔디,6730,Dec-11,33369233.0,33369233.0,33369233.0,33369233.0,0.0,0.0
2681,(주)서부티엔디,6730,Dec-12,40950228.0,28293093.0,40950228.0,28293093.0,44.7357770322248,44.7357770322248
2682,(주)서부티엔디,6730,Dec-13,50836893.0,50836893.0,50836893.0,50836893.0,0.0,0.0
2683,(주)서부티엔디,6730,Dec-14,54558583.0,,54558583.0,54558583.0,0.0,
2684,(주)서부티엔디,6730,Dec-15,,,55000620.0,55000620.0,0.0,
2685,(주)서부티엔디,6730,Dec-16,,,55896750.0,46723631.0,19.63271861298621,
2686,(주)서부티엔디,6730,Dec-17,,,57542734.0,57542734.0,0.0,
2687,(주)서부티엔디,6730,Dec-18,,,108104729.0,108104729.0,0.0,
2688,(주)서부티엔디,6730,Dec-19,,127936628.0,127936628.0,127936628.0,0.0,0.0
2689,(주)서산,79650,Dec-11,58717859.0,58717859.0,27988398.0,27988398.0,0.0,-52.33409651397542
2690,(주)서산,79650,Dec-12,83947344.0,83947344.0,45176847.0,45176847.0,0.0,-46.18430453261273
2691,(주)서산,79650,Dec-13,89978670.0,89978670.0,40996564.0,40996564.0,0.0,-54.4374639011668
2692,(주)서산,79650,Dec-14,99637849.0,99637849.0,36194559.0,36194559.0,0.0,-63.6738856134881
2693,(주)서산,79650,Dec-15,112996137.0,112996137.0,37334955.0,37334955.0,0.0,-66.9590872827803
2694,(주)서산,79650,Dec-16,112560407.0,112560407.0,34610856.0,34610856.0,0.0,-69.25130521249804
2695,(주)서산,79650,Dec-17,100372500.0,100372500.0,36335375.0,36335375.0,0.0,-63.79947196692321
2696,(주)서산,79650,Dec-18,83413069.0,83413069.0,30968605.0,30968605.0,0.0,-62.873197963738754
2697,(주)서산,79650,Dec-19,52401645.0,52401645.0,24150444.0,24150444.0,0.0,-53.91281323324869
2698,(주)서연,7860,Dec-11,1372835026.0,1372835026.0,692472028.0,692472028.0,0.0,-49.55897723431191
2699,(주)서연,7860,Dec-12,2088646585.0,2167695412.0,793344233.0,793344233.0,0.0,-63.40148949856245
2700,(주)서연,7860,Dec-13,2955993410.0,2715101903.0,843868362.0,648546.0,130016.96348447142,-68.91945893199869
2701,(주)서연,7860,Dec-14,1970181387.0,1970181387.0,1578546.0,1578546.0,0.0,-99.91987813861121
2702,(주)서연,7860,Dec-15,3065762345.0,3065762345.0,5536746.0,5536746.0,0.0,-99.81940067830013
2703,(주)서연,7860,Dec-16,3188334590.0,3188334590.0,9658394.0,9658394.0,0.0,-99.69707087736987
2704,(주)서연,7860,Dec-17,2913241966.0,2913241966.0,11612028.0,11612028.0,0.0,-99.6014053025625
2705,(주)서연,7860,Dec-18,2852528433.0,2852528433.0,13968974.0,13968974.0,0.0,-99.51029501271934
2706,(주)서연,7860,Dec-19,2202639858.0,2202639858.0,15246043.0,15246043.0,0.0,-99.30782860645029
2707,(주)서연이화,200880,Dec-14,1124952719.0,1124952719.0,477552979.0,477552979.0,0.0,-57.54906220196442
2708,(주)서연이화,200880,Dec-15,2289404878.0,2289404878.0,1060792487.0,1060792487.0,0.0,-53.66514253578873
2709,(주)서연이화,200880,Dec-16,2402878000.0,2402878000.0,1019736004.0,1019736004.0,0.0,-57.561890200001834
2710,(주)서연이화,200880,Dec-17,2007468863.0,2007468863.0,928020674.0,928020674.0,0.0,-53.771603081646404
2711,(주)서연이화,200880,Dec-18,1906853644.0,1850754747.0,936607045.0,936607045.0,0.0,-49.3932382711322
2712,(주)서연이화,200880,Dec-19,1976766424.0,1976766424.0,964614307.0,964614307.0,0.0,-51.20241343192705
2713,(주)서연탑메탈,19770,Dec-11,116465760.0,116465760.0,105328569.0,105328569.0,0.0,-9.562631111495776
2714,(주)서연탑메탈,19770,Dec-12,131505627.0,131505627.0,106182709.0,106182709.0,0.0,-19.256147875710298
2715,(주)서연탑메탈,19770,Dec-13,167337148.0,167337148.0,104344751.0,104344751.0,0.0,-37.6440006017074
2716,(주)서연탑메탈,19770,Dec-14,178218415.0,178218415.0,113155465.0,113155465.0,0.0,-36.50742264765401
2717,(주)서연탑메탈,19770,Dec-15,163297993.0,163297993.0,103823280.0,103823280.0,0.0,-36.420969974811634
2718,(주)서연탑메탈,19770,Dec-16,205826875.0,205826875.0,130813469.0,130813469.0,0.0,-36.44490351417908
2719,(주)서연탑메탈,19770,Dec-17,209952442.0,159026175.0,136758123.0,136758123.0,0.0,-14.002758979771727
2720,(주)서연탑메탈,19770,Dec-18,146950981.0,146950981.0,119877430.0,119877430.0,0.0,-18.423525188988023
2721,(주)서연탑메탈,19770,Dec-19,159678959.0,135913899.0,132941026.0,132941026.0,0.0,-2.1873208125682595
2722,(주)서울리거,43710,Dec-11,21012884.0,21012884.0,20343434.0,20343434.0,0.0,-3.1859025158088627
2723,(주)서울리거,43710,Dec-12,41447426.0,41447426.0,39113423.0,39113423.0,0.0,-5.6312375103824195
2724,(주)서울리거,43710,Dec-13,36990928.0,36990928.0,35841572.0,35841572.0,0.0,-3.1071294021063807
2725,(주)서울리거,43710,Dec-14,7759320.0,7759320.0,7737925.0,7737925.0,0.0,-0.2757329250501357
2726,(주)서울리거,43710,Dec-15,5634400.0,715069.0,5634400.0,715069.0,687.951931911466,687.951931911466
2727,(주)서울리거,43710,Dec-16,18484248.0,18484248.0,18250443.0,18250443.0,0.0,-1.2648878115030726
2728,(주)서울리거,43710,Dec-17,14372479.0,14284034.0,14372479.0,14284034.0,0.6191878288724268,0.6191878288724268
2729,(주)서울리거,43710,Dec-18,17510965.0,17510965.0,16958876.0,16958876.0,0.0,-3.1528188195225084
2730,(주)서울리거,43710,Dec-19,78368688.0,73136798.0,51295104.0,46850167.0,9.487558496856579,-29.86416495838388
2731,(주)서울옥션,63170,Dec-11,15090568.0,15090568.0,14540317.0,14540317.0,0.0,-3.6463239819733815
2732,(주)서울옥션,63170,Dec-12,19394635.0,19394635.0,18533080.0,18533080.0,0.0,-4.442233638323174
2733,(주)서울옥션,63170,Dec-13,14879746.0,14879746.0,13051710.0,13051710.0,0.0,-12.285397882463855
2734,(주)서울옥션,63170,Dec-14,23791569.0,23791569.0,22707938.0,22707938.0,0.0,-4.554684896990196
2735,(주)서울옥션,63170,Dec-15,54756257.0,54756257.0,46342805.0,46342805.0,0.0,-15.365279624573319
2736,(주)서울옥션,63170,Dec-16,50852669.0,50852669.0,40944931.0,40944931.0,0.0,-19.483221224828924
2737,(주)서울옥션,63170,Dec-17,54167584.0,54167584.0,33720282.0,33720282.0,0.0,-37.74822595004422
2738,(주)서울옥션,63170,Dec-18,62044838.0,62044838.0,28565437.0,28565437.0,0.0,-53.96001033961923
2739,(주)서울옥션,63170,Dec-19,45092705.0,45092705.0,20606204.0,20606204.0,0.0,-54.30257732376002
2740,(주)서울제약,18680,Dec-11,,,43820764.0,43820764.0,0.0,
2741,(주)서울제약,18680,Dec-12,,,46376902.0,46376902.0,0.0,
2742,(주)서울제약,18680,Dec-13,,,42042886.0,42042886.0,0.0,
2743,(주)서울제약,18680,Dec-14,,,43815704.0,43815704.0,0.0,
2744,(주)서울제약,18680,Dec-15,,,44730695.0,44730695.0,0.0,
2745,(주)서울제약,18680,Dec-16,,,38068711.0,38068711.0,0.0,
2746,(주)서울제약,18680,Dec-17,,,34051567.0,34051567.0,0.0,
2747,(주)서울제약,18680,Dec-18,,,43568031.0,43568031.0,0.0,
2748,(주)서울제약,18680,Dec-19,,,53950359.0,53950359.0,0.0,
2749,(주)서원,21050,Dec-11,708759410.0,708759410.0,416520176.0,416520176.0,0.0,-41.232501449257654
2750,(주)서원,21050,Dec-12,789166907.0,789166907.0,347353536.0,347353536.0,0.0,-55.98478180991439
2751,(주)서원,21050,Dec-13,916090891.0,916090891.0,286071931.0,286071931.0,0.0,-68.77253842271858
2752,(주)서원,21050,Dec-14,328562806.0,328562806.0,256433158.0,256433158.0,0.0,-21.953077671244387
2753,(주)서원,21050,Dec-15,256235317.0,256235317.0,207927546.0,207927546.0,0.0,-18.85289333476227
2754,(주)서원,21050,Dec-16,247766404.0,247766404.0,205644680.0,205644680.0,0.0,-17.000579303721906
2755,(주)서원,21050,Dec-17,257175364.0,257175364.0,202008811.0,202008811.0,0.0,-21.450947766520898
2756,(주)서원,21050,Dec-18,258039810.0,258039810.0,203910372.0,203910372.0,0.0,-20.97716550016061
2757,(주)서원,21050,Dec-19,257673136.0,257673136.0,208159468.0,208159468.0,0.0,-19.21568882524099
2758,(주)서원인텍,93920,Dec-11,230107849.0,230107849.0,187323807.0,187323807.0,0.0,-18.593038953660383
2759,(주)서원인텍,93920,Dec-12,239165197.0,239165197.0,175876639.0,175876639.0,0.0,-26.462277452517483
2760,(주)서원인텍,93920,Dec-13,357987480.0,357987480.0,279503488.0,279503488.0,0.0,-21.92366950933591
2761,(주)서원인텍,93920,Dec-14,393896414.0,393896414.0,336617896.0,336617896.0,0.0,-14.541518014429045
2762,(주)서원인텍,93920,Dec-15,369618849.0,369618849.0,267263951.0,267263951.0,0.0,-27.692012535865018
2763,(주)서원인텍,93920,Dec-16,357572859.0,357572859.0,202527795.0,202527795.0,0.0,-43.3604117587683
2764,(주)서원인텍,93920,Dec-17,284134788.0,282681888.0,169691592.0,168238691.0,0.8635950454464592,-39.970829684001544
2765,(주)서원인텍,93920,Dec-18,246968049.0,246968049.0,155892884.0,155892884.0,0.0,-36.87730674829115
2766,(주)서원인텍,93920,Dec-19,302903887.0,294968900.0,138911043.0,138911043.0,0.0,-52.906546079942665
2767,(주)서전기전,189860,Dec-14,56305410.0,56305410.0,56052762.0,56052762.0,0.0,-0.4487099907451153
2768,(주)서전기전,189860,Dec-15,42012276.0,42012276.0,41834662.0,41834662.0,0.0,-0.4227669074629574
2769,(주)서전기전,189860,Dec-16,50190070.0,,50014596.0,50014596.0,0.0,
2770,(주)서전기전,189860,Dec-17,,,50168944.0,50168944.0,0.0,
2771,(주)서전기전,189860,Dec-18,,,57324257.0,57324257.0,0.0,
2772,(주)서전기전,189860,Dec-19,,,61071315.0,61071315.0,0.0,
2773,(주)서진시스템,178320,Dec-17,237945884.0,237945884.0,45690751.0,45690751.0,0.0,-80.79783931038706
2774,(주)서진시스템,178320,Dec-18,324577036.0,324577036.0,49748514.0,49748514.0,0.0,-84.67281770359133
2775,(주)서진시스템,178320,Dec-19,392360901.0,392360901.0,72551406.0,72551406.0,0.0,-81.50901228560488
2776,(주)서진오토모티브,122690,Dec-11,,,,,,
2777,(주)서진오토모티브,122690,Dec-12,1023873994.0,1023873994.0,136663659.0,136663659.0,0.0,-86.65229707943925
2778,(주)서진오토모티브,122690,Dec-13,1161762847.0,1161762847.0,145759257.0,145759257.0,0.0,-87.45361349982988
2779,(주)서진오토모티브,122690,Dec-14,1275136404.0,1275136404.0,149305225.0,149305225.0,0.0,-88.2910389404897
2780,(주)서진오토모티브,122690,Dec-15,1337192498.0,1337192498.0,129907507.0,129907507.0,0.0,-90.28505565247346
2781,(주)서진오토모티브,122690,Dec-16,1292470378.0,1292470378.0,125957876.0,125957876.0,0.0,-90.25448643589726
2782,(주)서진오토모티브,122690,Dec-17,1238336209.0,1238336209.0,118551850.0,118551850.0,0.0,-90.4265215586537
2783,(주)서진오토모티브,122690,Dec-18,1286481786.0,1286481786.0,128135047.0,128135047.0,0.0,-90.03988642556654
2784,(주)서진오토모티브,122690,Dec-19,1429752268.0,1429752268.0,134130599.0,134130599.0,0.0,-90.61861260848862
2785,(주)서플러스글로벌,140070,Dec-17,111730233.0,111730233.0,109876116.0,109876116.0,0.0,-1.6594586355154206
2786,(주)서플러스글로벌,140070,Dec-18,146061392.0,146061392.0,138151491.0,138151491.0,0.0,-5.4154632457562855
2787,(주)서플러스글로벌,140070,Dec-19,110327845.0,110327845.0,92802567.0,92802567.0,0.0,-15.884727921586801
2788,(주)서한,11370,Dec-11,,,127602619.0,127602619.0,0.0,
2789,(주)서한,11370,Dec-12,,,148141165.0,148141165.0,0.0,
2790,(주)서한,11370,Dec-13,,,295874144.0,295874144.0,0.0,
2791,(주)서한,11370,Dec-14,,,473453898.0,473453898.0,0.0,
2792,(주)서한,11370,Dec-15,,,448081457.0,448081457.0,0.0,
2793,(주)서한,11370,Dec-16,,,499551051.0,499551051.0,0.0,
2794,(주)서한,11370,Dec-17,,,528692838.0,528692838.0,0.0,
2795,(주)서한,11370,Dec-18,,,640170738.0,640170738.0,0.0,
2796,(주)서한,11370,Dec-19,,,548055256.0,548055256.0,0.0,
2797,(주)서흥,8490,Dec-11,187868823.0,187868823.0,142896132.0,142896132.0,0.0,-23.938347130646576
2798,(주)서흥,8490,Dec-12,207026299.0,207026299.0,153891470.0,153891470.0,0.0,-25.665738728198974
2799,(주)서흥,8490,Dec-13,269989436.0,269989436.0,220654663.0,220654663.0,0.0,-18.272853090444613
2800,(주)서흥,8490,Dec-14,291116075.0,291116075.0,239166086.0,239166086.0,0.0,-17.845111782301956
2801,(주)서흥,8490,Dec-15,304123699.0,304123699.0,233224530.0,233224530.0,0.0,-23.312609057803158
2802,(주)서흥,8490,Dec-16,340361415.0,340361415.0,260347928.0,260347928.0,0.0,-23.508389457130434
2803,(주)서흥,8490,Dec-17,350007727.0,350007727.0,258202045.0,258202045.0,0.0,-26.229615782168153
2804,(주)서흥,8490,Dec-18,393476123.0,393476123.0,285039698.0,285039698.0,0.0,-27.558578185950054
2805,(주)서흥,8490,Dec-19,460728389.0,460728389.0,319133960.0,319133960.0,0.0,-30.7327337278537
2806,(주)서희건설,35890,Dec-11,965801445.0,965801445.0,1002444725.0,1002444725.0,0.0,3.794080055450749
2807,(주)서희건설,35890,Dec-12,919164739.0,915055386.0,859496480.0,855387128.0,0.4804084449585133,-6.07164406111697
2808,(주)서희건설,35890,Dec-13,832615658.0,832615658.0,789497308.0,789497308.0,0.0,-5.178661917501444
2809,(주)서희건설,35890,Dec-14,941772254.0,941772254.0,915529709.0,915529709.0,0.0,-2.786506492258596
2810,(주)서희건설,35890,Dec-15,1053909158.0,1053909158.0,1025776210.0,1025776210.0,0.0,-2.669390220822052
2811,(주)서희건설,35890,Dec-16,1073708295.0,1073708295.0,1045442444.0,1045442444.0,0.0,-2.632544717371303
2812,(주)서희건설,35890,Dec-17,1033271360.0,1033271360.0,1009135127.0,1009135127.0,0.0,-2.335904577864227
2813,(주)서희건설,35890,Dec-18,1138810784.0,1138810784.0,1110474997.0,1110474997.0,0.0,-2.488190961844623
2814,(주)서희건설,35890,Dec-19,1242974178.0,1242974178.0,1216979059.0,1216979059.0,0.0,-2.0913643630012757
2815,(주)선광,3100,Dec-11,132452156.0,132452156.0,125852494.0,125852494.0,0.0,-4.982676159684402
2816,(주)선광,3100,Dec-12,130953916.0,130953916.0,123526128.0,123526128.0,0.0,-5.672062529233571
2817,(주)선광,3100,Dec-13,126971122.0,112583474.0,119901216.0,105513568.0,13.63582738477767,6.499836734474897
2818,(주)선광,3100,Dec-14,113370970.0,84052649.0,106076509.0,76758188.0,38.195691904556156,26.202457938000265
2819,(주)선광,3100,Dec-15,101848501.0,101848501.0,76052296.0,76052296.0,0.0,-25.328016364227096
2820,(주)선광,3100,Dec-16,128035830.0,128035830.0,80094576.0,80094576.0,0.0,-37.44362339823157
2821,(주)선광,3100,Dec-17,143592261.0,119480304.0,82607404.0,58495448.0,41.22022623025299,-30.861069787703258
2822,(주)선광,3100,Dec-18,135619577.0,135619577.0,68618138.0,68618138.0,0.0,-49.403958102597535
2823,(주)선광,3100,Dec-19,144994753.0,144994753.0,74492370.0,74492370.0,0.0,-48.62409262492415
2824,(주)선앤엘,2820,Dec-11,338091633.0,338091633.0,256039068.0,256039068.0,0.0,-24.26932730393834
2825,(주)선앤엘,2820,Dec-12,333579587.0,333579587.0,241687837.0,241687837.0,0.0,-27.547174222024566
2826,(주)선앤엘,2820,Dec-13,403527847.0,403527847.0,262776598.0,262776598.0,0.0,-34.88018238305125
2827,(주)선앤엘,2820,Dec-14,480447717.0,480447717.0,277527122.0,277527122.0,0.0,-42.23572884622532
2828,(주)선앤엘,2820,Dec-15,551373874.0,551373874.0,309257084.0,309257084.0,0.0,-43.91154558041319
2829,(주)선앤엘,2820,Dec-16,551207836.0,551207836.0,311373724.0,311373724.0,0.0,-43.51064994656571
2830,(주)선앤엘,2820,Dec-17,621841805.0,621841805.0,325752492.0,325752492.0,0.0,-47.61489346956981
2831,(주)선앤엘,2820,Dec-18,566020806.0,562254238.0,305040565.0,304791721.0,0.0816439499024284,-45.74686247184855
2832,(주)선앤엘,2820,Dec-19,455911727.0,455911727.0,216468235.0,216468235.0,0.0,-52.519704543594685
2833,(주)선익시스템,171090,Dec-17,123595928.0,123595928.0,123595928.0,123595928.0,0.0,0.0
2834,(주)선익시스템,171090,Dec-18,117997699.0,117997699.0,117997699.0,117997699.0,0.0,0.0
2835,(주)선익시스템,171090,Dec-19,87647566.0,87647566.0,87328757.0,87328757.0,0.0,-0.36373970727264293
2836,(주)선진,136490,Dec-11,,,354714165.0,354714165.0,0.0,
2837,(주)선진,136490,Dec-12,,435504533.0,435504533.0,435504533.0,0.0,0.0
2838,(주)선진,136490,Dec-13,522075596.0,522075596.0,522075596.0,522075596.0,0.0,0.0
2839,(주)선진,136490,Dec-14,595361733.0,595361733.0,594896473.0,594896473.0,0.0,-0.07814744788106509
2840,(주)선진,136490,Dec-15,603419952.0,603419952.0,594263713.0,594263713.0,0.0,-1.5173908270106296
2841,(주)선진,136490,Dec-16,645348237.0,645348237.0,615164688.0,615164688.0,0.0,-4.677094825626682
