,회사명,거래소코드,회계년도,매출액(IFRS연결),유형자산(IFRS연결),매출액(IFRS개별),유형자산(IFRS개별),유형자산회전율(개별),유형자산회전율(연결)
3490,(주)씨에스에이코스믹,83660,Dec-18,63526515.0,5624001.0,62457277.0,5606125.0,11.140899819393967,11.295608766783648
3491,(주)씨에스에이코스믹,83660,Dec-19,64289801.0,6265829.0,57196967.0,1574850.0,36.31899355494174,10.260382305358158
3492,(주)씨엔플러스,115530,Dec-11,55411190.0,34386049.0,53829146.0,31214653.0,1.724483241892838,1.611443931810834
3493,(주)씨엔플러스,115530,Dec-12,54986598.0,36484907.0,54245288.0,34109264.0,1.590338859261226,1.507105335365114
3494,(주)씨엔플러스,115530,Dec-13,42719560.0,34262473.0,41561984.0,34233651.0,1.2140681109356406,1.2468323579561813
3495,(주)씨엔플러스,115530,Dec-14,34233267.0,35248645.0,32944973.0,33144089.0,0.9939924129457895,0.9711938430541089
3496,(주)씨엔플러스,115530,Dec-15,27882191.0,30039721.0,27332897.0,26217247.0,1.0425540484857163,0.9281774288116724
3497,(주)씨엔플러스,115530,Dec-16,24797770.0,19685496.0,24036246.0,14776912.0,1.6266081844434075,1.2596974950491469
3498,(주)씨엔플러스,115530,Dec-17,28849965.0,21019236.0,26853889.0,16772074.0,1.6011072333689917,1.3725506007925312
3499,(주)씨엔플러스,115530,Dec-18,25398180.0,22220834.0,23878976.0,17932618.0,1.3315945279155559,1.1429895025542245
3500,(주)씨엔플러스,115530,Dec-19,19619973.0,5370704.0,16364900.0,881809.0,18.55832725680958,3.653147334129753
3501,(주)씨유메디칼시스템,115480,Dec-11,,,23013298.0,7864319.0,2.9262925372177806,
3502,(주)씨유메디칼시스템,115480,Dec-12,21643920.0,7520350.0,20823413.0,7520350.0,2.7689420040290678,2.8780468994129262
3503,(주)씨유메디칼시스템,115480,Dec-13,23672604.0,9433973.0,19153077.0,7091288.0,2.7009306348860744,2.5092931684243744
3504,(주)씨유메디칼시스템,115480,Dec-14,24699804.0,9172495.0,21086395.0,6384854.0,3.302564945102895,2.692811933939457
3505,(주)씨유메디칼시스템,115480,Dec-15,25680606.0,8086740.0,22410080.0,5529967.0,4.052479879174686,3.175643831754205
3506,(주)씨유메디칼시스템,115480,Dec-16,54576580.0,7505853.0,50583903.0,7423273.0,6.814231808529741,7.27120288660063
3507,(주)씨유메디칼시스템,115480,Dec-17,58347211.0,7143130.0,55088654.0,7077860.0,7.783235893334991,8.168297511035078
3508,(주)씨유메디칼시스템,115480,Dec-18,76304066.0,42937928.0,68753333.0,7173671.0,9.584121295777294,1.7770784375063464
3509,(주)씨유메디칼시스템,115480,Dec-19,81794149.0,46291677.0,68976185.0,8107020.0,8.508204617726365,1.7669299170129438
3510,(주)씨제이이엔엠,35760,Dec-11,1597814866.0,666743427.0,894723604.0,119159199.0,7.50864063797542,2.3964463709666237
3511,(주)씨제이이엔엠,35760,Dec-12,1991958555.0,764224559.0,1077330427.0,114287698.0,9.426477616164778,2.6065094762284393
3512,(주)씨제이이엔엠,35760,Dec-13,2513495630.0,910573357.0,1260652344.0,111358990.0,11.320615820958865,2.7603439203196456
3513,(주)씨제이이엔엠,35760,Dec-14,2604907441.0,904734791.0,1277323863.0,104464342.0,12.227367143134831,2.879194507509549
3514,(주)씨제이이엔엠,35760,Dec-15,2308605390.0,859381264.0,1119374858.0,105268025.0,10.633569481331106,2.6863576001815184
3515,(주)씨제이이엔엠,35760,Dec-16,2208596188.0,814913835.0,1095911240.0,104540236.0,10.483152534685305,2.710220508159614
3516,(주)씨제이이엔엠,35760,Dec-17,2260006796.0,815557193.0,1136458706.0,110581282.0,10.277134479233112,2.771119935423094
3517,(주)씨제이이엔엠,35760,Dec-18,3426817049.0,1398235753.0,2017373340.0,379904963.0,5.310205278892342,2.4508149227678917
3518,(주)씨제이이엔엠,35760,Dec-19,3789723950.0,947675147.0,3157133395.0,526188457.0,6.0000050419198,3.9989694379945577
3519,(주)씨젠,96530,Dec-11,,,39399418.0,2809162.0,14.025327837981576,
3520,(주)씨젠,96530,Dec-12,,,51712797.0,4479051.0,11.545480727948844,
3521,(주)씨젠,96530,Dec-13,,,58992832.0,4630576.0,12.739847483336845,
3522,(주)씨젠,96530,Dec-14,64410877.0,9957851.0,52530013.0,5163268.0,10.173791676124502,6.468351153275942
3523,(주)씨젠,96530,Dec-15,65136597.0,11230373.0,53864051.0,5196863.0,10.364724065267836,5.800038609581356
3524,(주)씨젠,96530,Dec-16,73693589.0,16468605.0,58186498.0,7850087.0,7.412210590787083,4.474792430810017
3525,(주)씨젠,96530,Dec-17,87662545.0,18440888.0,70031261.0,8362542.0,8.374398717519147,4.753705190335737
3526,(주)씨젠,96530,Dec-18,102264773.0,18582369.0,83937581.0,9204804.0,9.118888463024307,5.503322692601788
3527,(주)씨젠,96530,Dec-19,121953287.0,23760457.0,97156071.0,8576816.0,11.327755078341426,5.132615378567845
3528,(주)씨티씨바이오,60590,Dec-11,93963627.0,25486666.0,72356867.0,25465622.0,2.841354788035415,3.6867759400150653
3529,(주)씨티씨바이오,60590,Dec-12,129783288.0,29724801.0,100244333.0,29706547.0,3.374486203327502,4.366161711225586
3530,(주)씨티씨바이오,60590,Dec-13,123386850.0,33546687.0,92879887.0,33534050.0,2.7697187485555728,3.678063649027399
3531,(주)씨티씨바이오,60590,Dec-14,121854804.0,66289976.0,94535062.0,66216855.0,1.4276585923629264,1.838208600347057
3532,(주)씨티씨바이오,60590,Dec-15,118990587.0,86787547.0,94474409.0,86726284.0,1.0893399860185409,1.3710559995433447
3533,(주)씨티씨바이오,60590,Dec-16,123145793.0,92013255.0,93553652.0,91961662.0,1.0173114531140162,1.3383484042597993
3534,(주)씨티씨바이오,60590,Dec-17,130558989.0,91444735.0,91354880.0,91406227.0,0.9994382549013865,1.42773653398416
3535,(주)씨티씨바이오,60590,Dec-18,138400059.0,88438382.0,101513825.0,88407629.0,1.1482473418668426,1.564932056310121
3536,(주)씨티씨바이오,60590,Dec-19,136123660.0,82308841.0,104824069.0,57836261.0,1.812428175465907,1.653815779036422
3537,(주)씨티케이,260930,Dec-17,112990498.0,17966971.0,112990498.0,17778170.0,6.355575292620107,6.288789468185817
3538,(주)씨티케이,260930,Dec-18,110467178.0,29483129.0,109723276.0,25829767.0,4.247939054192785,3.7467928861960345
3539,(주)씨티케이,260930,Dec-19,116328076.0,41297661.0,108931323.0,37029655.0,2.941732052324009,2.8168199646948526
3540,(주)아가방앤컴퍼니,13990,Dec-11,204696072.0,58147349.0,197088008.0,57720063.0,3.414549426254091,3.520299300317199
3541,(주)아가방앤컴퍼니,13990,Dec-12,203038104.0,63936501.0,191827908.0,62471697.0,3.0706370598512795,3.1756211369777647
3542,(주)아가방앤컴퍼니,13990,Dec-13,194571961.0,84971251.0,183714039.0,84742177.0,2.167917387819763,2.2898563774234653
3543,(주)아가방앤컴퍼니,13990,Dec-14,160143023.0,93542180.0,154233511.0,93354699.0,1.6521237029536135,1.7119872874461552
3544,(주)아가방앤컴퍼니,13990,Dec-15,157317306.0,99236861.0,150273083.0,96686437.0,1.554231262033164,1.585270880343545
3545,(주)아가방앤컴퍼니,13990,Dec-16,150255367.0,84082073.0,142243066.0,81195288.0,1.7518635564172147,1.7870083555147362
3546,(주)아가방앤컴퍼니,13990,Dec-17,140860568.0,47095353.0,134128796.0,43327160.0,3.0957209288584804,2.990965329424328
3547,(주)아가방앤컴퍼니,13990,Dec-18,112860687.0,38141131.0,107135895.0,35067461.0,3.0551369259382652,2.9590283256152
3548,(주)아가방앤컴퍼니,13990,Dec-19,134236271.0,45633727.0,129047307.0,43310462.0,2.979587403154462,2.9416021838409123
3549,(주)아나패스,123860,Dec-11,,,100722799.0,2159305.0,46.6459342242064,
3550,(주)아나패스,123860,Dec-12,,,98186736.0,1385397.0,70.87263506417294,
3551,(주)아나패스,123860,Dec-13,,,91143025.0,4962432.0,18.366604318205265,
3552,(주)아나패스,123860,Dec-14,,,134040808.0,2561914.0,52.32057282172626,
3553,(주)아나패스,123860,Dec-15,,,99424411.0,5353879.0,18.570537548569924,
3554,(주)아나패스,123860,Dec-16,,,99299891.0,5551461.0,17.88716357729974,
3555,(주)아나패스,123860,Dec-17,,,87058623.0,5636231.0,15.446248210905479,
3556,(주)아나패스,123860,Dec-18,,,51496711.0,6012419.0,8.565056926338633,
3557,(주)아나패스,123860,Dec-19,,,60833182.0,12400149.0,4.905842824953152,
3558,(주)아난티,25980,Dec-11,,,20976519.0,168774901.0,0.12428695781015449,
3559,(주)아난티,25980,Dec-12,27485841.0,169701416.0,27485841.0,169701416.0,0.16196589072656883,0.16196589072656883
3560,(주)아난티,25980,Dec-13,20759915.0,171332180.0,20759915.0,171332180.0,0.1211676347082025,0.1211676347082025
3561,(주)아난티,25980,Dec-14,47198563.0,241029011.0,47960493.0,215797287.0,0.22224789600807168,0.19582108727982125
3562,(주)아난티,25980,Dec-15,125224022.0,342702639.0,89829837.0,253072701.0,0.3549566454423703,0.36540139394724647
3563,(주)아난티,25980,Dec-16,134925438.0,504087925.0,40949167.0,325260990.0,0.12589633635438421,0.267662507488153
3564,(주)아난티,25980,Dec-17,150455721.0,647635016.0,39910347.0,318409165.0,0.12534295927066044,0.232315605677504
3565,(주)아난티,25980,Dec-18,162183239.0,698801228.0,64116852.0,282576793.0,0.22690062874342268,0.23208779907868163
3566,(주)아난티,25980,Dec-19,142703754.0,707973058.0,71418465.0,286848675.0,0.24897610212074364,0.20156664492732718
3567,(주)아리온테크놀로지,58220,Dec-11,,,66584608.0,637019.0,104.52530929218752,
3568,(주)아리온테크놀로지,58220,Dec-12,,,100491257.0,1312077.0,76.58945092399303,
3569,(주)아리온테크놀로지,58220,Dec-13,,,60113309.0,7004215.0,8.582447711842084,
3570,(주)아리온테크놀로지,58220,Dec-14,,,88502296.0,7021212.0,12.604988426499585,
3571,(주)아리온테크놀로지,58220,Dec-15,,,88748885.0,16851868.0,5.266412305152165,
3572,(주)아리온테크놀로지,58220,Dec-16,46037493.0,17630541.0,42631874.0,17630538.0,2.4180699420516834,2.611235412458415
3573,(주)아리온테크놀로지,58220,Dec-17,51742898.0,17285355.0,40595527.0,17241256.0,2.354557405794566,2.9934530126803875
3574,(주)아리온테크놀로지,58220,Dec-18,45886089.0,471593.0,33380297.0,437027.0,76.38039983799628,97.3001910545746
3575,(주)아리온테크놀로지,58220,Dec-19,33038989.0,1054165.0,23341145.0,1041362.0,22.41405486276626,31.34138299032884
3576,(주)아모그린텍,125210,Dec-15,,,,,,
3577,(주)아모그린텍,125210,Dec-16,,,,,,
3578,(주)아모그린텍,125210,Dec-17,,,,,,
3579,(주)아모그린텍,125210,Dec-19,,,93385523.0,30578914.0,3.0539188867204374,
3580,(주)아모레퍼시픽,90430,Dec-11,2554722780.0,1655475331.0,2293407081.0,1603855301.0,1.4299339096052281,1.5431959221384495
3581,(주)아모레퍼시픽,90430,Dec-12,2849462499.0,1766807497.0,2510394369.0,1702289385.0,1.4747165735278318,1.6127747385260274
3582,(주)아모레퍼시픽,90430,Dec-13,3100413236.0,1936043714.0,2667649502.0,1771088193.0,1.5062205894339673,1.601416958501589
3583,(주)아모레퍼시픽,90430,Dec-14,3874007758.0,1743590019.0,3182316594.0,1563563606.0,2.035297177414604,2.221857039662258
3584,(주)아모레퍼시픽,90430,Dec-15,4766627213.0,1870575969.0,3757959212.0,1667831445.0,2.2532008394889087,2.5482136475580908
3585,(주)아모레퍼시픽,90430,Dec-16,5645440161.0,2358638954.0,4270867000.0,2097720681.0,2.0359559967555088,2.3935160366218557
3586,(주)아모레퍼시픽,90430,Dec-17,5123825882.0,2613171909.0,3627543045.0,2343514537.0,1.547907208480013,1.9607687746654099
3587,(주)아모레퍼시픽,90430,Dec-18,5277844562.0,2713128203.0,3670704957.0,2407007723.0,1.5250075527073828,1.945298624725549
3588,(주)아모레퍼시픽,90430,Dec-19,5580142193.0,2661841508.0,3913830166.0,2381895008.0,1.6431581378921971,2.096346524099661
3589,(주)아모레퍼시픽그룹,2790,Dec-11,3058512976.0,1952810499.0,28495362.0,106774475.0,0.2668742880730624,1.56621084204853
3590,(주)아모레퍼시픽그룹,2790,Dec-12,3431733414.0,2102569921.0,37521115.0,89893589.0,0.41739478217962794,1.6321613753362545
3591,(주)아모레퍼시픽그룹,2790,Dec-13,3895390626.0,2288369464.0,48608561.0,88236281.0,0.5508908631359928,1.702255989376373
3592,(주)아모레퍼시픽그룹,2790,Dec-14,4711946901.0,2069790918.0,81552739.0,34402756.0,2.3705292389946897,2.2765327937340962
3593,(주)아모레퍼시픽그룹,2790,Dec-15,5661205541.0,2211638428.0,68570023.0,34568909.0,1.9835749806278238,2.559733756353414
3594,(주)아모레퍼시픽그룹,2790,Dec-16,6697560670.0,2773869037.0,83127891.0,34462693.0,2.4121124544735957,2.4145194241915466
3595,(주)아모레퍼시픽그룹,2790,Dec-17,6029063927.0,3247003432.0,100241557.0,20508134.0,4.88789262835907,1.856808609311011
3596,(주)아모레퍼시픽그룹,2790,Dec-18,6078179209.0,3321645433.0,73339514.0,14723023.0,4.981280950250502,1.8298699640287586
3597,(주)아모레퍼시픽그룹,2790,Dec-19,6284255176.0,3200096754.0,153702106.0,18134921.0,8.475477009246415,1.963770366675607
3598,(주)아모텍,52710,Dec-11,97857109.0,125810815.0,93252621.0,106676136.0,0.8741657178134011,0.7778115816195929
3599,(주)아모텍,52710,Dec-12,187424447.0,139774584.0,180030067.0,119897891.0,1.5015282212094956,1.3409050603935262
3600,(주)아모텍,52710,Dec-13,247996982.0,155481653.0,236161988.0,134775796.0,1.7522581576887886,1.5950240894338832
3601,(주)아모텍,52710,Dec-14,178526173.0,154236092.0,163592533.0,129751487.0,1.2608143211491674,1.1574863618821463
3602,(주)아모텍,52710,Dec-15,314002602.0,159299470.0,279226777.0,131704618.0,2.1200986058059104,1.9711465581147256
3603,(주)아모텍,52710,Dec-16,295988037.0,143263463.0,266596340.0,113896033.0,2.3406990829961565,2.066039943485102
3604,(주)아모텍,52710,Dec-17,315448056.0,139826059.0,288584654.0,107418834.0,2.6865368320791863,2.2560033391200705
3605,(주)아모텍,52710,Dec-18,253421810.0,167213983.0,232516206.0,128390784.0,1.8110038645764481,1.5155539354624428
3606,(주)아모텍,52710,Dec-19,248551605.0,182483017.0,232205689.0,141880149.0,1.6366326835475764,1.3620533520661815
3607,(주)아미노로직스,74430,Dec-11,19436159.0,7754706.0,4028760.0,6311394.0,0.6383312466310929,2.5063695515987323
3608,(주)아미노로직스,74430,Dec-12,9124919.0,1119926.0,3440869.0,953752.0,3.6077187780471234,8.147787443098919
3609,(주)아미노로직스,74430,Dec-13,3275784.0,800424.0,3275784.0,800178.0,4.093819125244633,4.092560942700369
3610,(주)아미노로직스,74430,Dec-14,3541054.0,647240.0,3541054.0,647103.0,5.472164400412299,5.47100611828688
3611,(주)아미노로직스,74430,Dec-15,10996731.0,495150.0,10996731.0,495130.0,22.20978530890877,22.208888215692216
3612,(주)아미노로직스,74430,Dec-16,16365960.0,349141.0,16365960.0,349141.0,46.87493018579886,46.87493018579886
3613,(주)아미노로직스,74430,Dec-17,16835420.0,461823.0,16835420.0,461823.0,36.45426927632448,36.45426927632448
3614,(주)아미노로직스,74430,Dec-18,18449736.0,618863.0,18449736.0,618863.0,29.812310640642597,29.812310640642597
3615,(주)아미노로직스,74430,Dec-19,18980396.0,615533.0,18980396.0,615533.0,30.835708239850668,30.835708239850668
3616,(주)아바코,83930,Dec-11,248709935.0,29915910.0,248709935.0,29873742.0,8.325369315969857,8.313634283563495
3617,(주)아바코,83930,Dec-12,94732399.0,28777816.0,94725637.0,28749255.0,3.294890145848997,3.2918550525168415
3618,(주)아바코,83930,Dec-13,166890779.0,27742421.0,166864355.0,27723703.0,6.0188335952091245,6.01572512362926
3619,(주)아바코,83930,Dec-14,149373648.0,27129784.0,148969022.0,27087163.0,5.4996169956964485,5.505891532346885
3620,(주)아바코,83930,Dec-15,137697414.0,26325968.0,136646060.0,26295737.0,5.196509989432888,5.230478666539441
3621,(주)아바코,83930,Dec-16,199678325.0,34129702.0,199612659.0,30861934.0,6.467924498834066,5.850573351035998
3622,(주)아바코,83930,Dec-17,186078757.0,30080466.0,185505840.0,30067600.0,6.169625776583432,6.186033055471946
3623,(주)아바코,83930,Dec-18,243484967.0,30387692.0,243240951.0,30357519.0,8.012543811633618,8.012617970459882
3624,(주)아바코,83930,Dec-19,226084847.0,29738888.0,225139216.0,29661321.0,7.590330046325314,7.602330221627654
3625,(주)아바텍,149950,Dec-12,86272595.0,53332815.0,82999354.0,52125445.0,1.592300152065848,1.6176268775612164
3626,(주)아바텍,149950,Dec-13,106206649.0,69370822.0,102630269.0,68715486.0,1.4935537092759557,1.530998854244512
3627,(주)아바텍,149950,Dec-14,120928175.0,71723362.0,117572933.0,71089212.0,1.6538786925926257,1.6860360645113095
3628,(주)아바텍,149950,Dec-15,76001361.0,62041495.0,75418829.0,61362890.0,1.2290625327457687,1.2250085366253667
3629,(주)아바텍,149950,Dec-16,78863764.0,56710264.0,78863764.0,56710264.0,1.390643570271512,1.390643570271512
3630,(주)아바텍,149950,Dec-17,95628780.0,47990777.0,95628780.0,47990777.0,1.9926491292274764,1.9926491292274764
3631,(주)아바텍,149950,Dec-18,,,74333390.0,42053731.0,1.7675813354111196,
3632,(주)아바텍,149950,Dec-19,75410526.0,64556356.0,75410526.0,64556356.0,1.1681347999258198,1.1681347999258198
3633,(주)아센디오,12170,Dec-11,,,100606197.0,266182.0,377.9601813796575,
3634,(주)아센디오,12170,Dec-12,62071528.0,410523.0,62071528.0,399855.0,155.2350927211114,151.20109713706663
3635,(주)아센디오,12170,Dec-13,18080040.0,53691418.0,14109499.0,335585.0,42.04448649373482,0.3367398491878162
3636,(주)아센디오,12170,Dec-14,7606517.0,378121.0,7606517.0,169233.0,44.94700797125856,20.11662139897017
3637,(주)아센디오,12170,Dec-15,5677606.0,165675.0,5677606.0,165675.0,34.269539761581406,34.269539761581406
3638,(주)아센디오,12170,Dec-16,,,5787957.0,574345.0,10.077491751473417,
3639,(주)아센디오,12170,Dec-17,35867441.0,1108456.0,34526626.0,546653.0,63.16004119615185,32.358019623692776
3640,(주)아센디오,12170,Dec-18,18081555.0,982256.0,8399543.0,553338.0,15.179768965803904,18.408189921975534
3641,(주)아센디오,12170,Dec-19,31358064.0,2550386.0,23296229.0,1438054.0,16.19982907456883,12.295418811113299
3642,(주)아스타,246720,Dec-17,1033962.0,1003219.0,2073930.0,109837.0,18.881888616768485,1.0306443558186198
3643,(주)아스타,246720,Dec-18,1742000.0,833880.0,1099476.0,74819.0,14.695144281532766,2.0890295965846404
3644,(주)아스타,246720,Dec-19,1250848.0,11205779.0,1817622.0,1383731.0,1.3135660037969807,0.11162526050174647
3645,(주)아스트,67390,Dec-14,,,66551246.0,48447389.0,1.3736807570785703,
3646,(주)아스트,67390,Dec-15,,,80804413.0,50567129.0,1.597963234179263,
3647,(주)아스트,67390,Dec-16,87889701.0,89334308.0,90103341.0,46992805.0,1.9173858849242986,0.9838292025500438
3648,(주)아스트,67390,Dec-17,97205917.0,113349098.0,92788560.0,48602988.0,1.9091122545799035,0.8575799782720812
3649,(주)아스트,67390,Dec-18,117013394.0,147344068.0,116937659.0,55347138.0,2.112804080312156,0.7941506949570579
3650,(주)아스트,67390,Dec-19,144613767.0,152722957.0,145441532.0,55771103.0,2.607829577980554,0.9469026126831738
3651,(주)아시아경제,127710,Dec-15,80516285.0,11360946.0,34475334.0,10215412.0,3.3748353957725836,7.087110967695824
3652,(주)아시아경제,127710,Dec-16,60334065.0,13137616.0,33960861.0,10122826.0,3.3548794575743965,4.59246677631619
3653,(주)아시아경제,127710,Dec-17,54258166.0,12447978.0,35016236.0,10074957.0,3.475571756782684,4.358793532572117
3654,(주)아시아경제,127710,Dec-18,38402070.0,12028270.0,37279579.0,9928711.0,3.7547249587584934,3.192651146008528
3655,(주)아시아경제,127710,Dec-19,38372830.0,9921871.0,37224621.0,9852415.0,3.778223004207598,3.867499385952508
3656,(주)아우딘퓨쳐스,227610,Dec-17,,,51015104.0,11247245.0,4.535786674870157,
3657,(주)아우딘퓨쳐스,227610,Dec-18,,,89405999.0,13829512.0,6.4648701270153275,
3658,(주)아우딘퓨쳐스,227610,Dec-19,54122517.0,17030352.0,44450166.0,16458309.0,2.700773572789282,3.1780034258833876
3659,(주)아이디스,143160,Dec-11,64613631.0,10268404.0,65484032.0,10249432.0,6.3890400950999044,6.292470670222948
3660,(주)아이디스,143160,Dec-12,152362966.0,10035508.0,151909812.0,10021748.0,15.158015547786674,15.182386980310314
3661,(주)아이디스,143160,Dec-13,117594446.0,11395210.0,117079672.0,11311839.0,10.350189036459943,10.319638339267113
3662,(주)아이디스,143160,Dec-14,117446040.0,15381836.0,117047229.0,15325422.0,7.637455529772687,7.6353720063066595
3663,(주)아이디스,143160,Dec-15,146564371.0,22158771.0,137685525.0,14120455.0,9.750785296932712,6.61428248886186
3664,(주)아이디스,143160,Dec-16,129510825.0,23230230.0,106710351.0,13212703.0,8.076345241393831,5.575098696827367
3665,(주)아이디스,143160,Dec-17,95158879.0,12849441.0,93642353.0,12700194.0,7.373300990520303,7.4056823950551625
3666,(주)아이디스,143160,Dec-18,109219202.0,12741590.0,105771036.0,12608635.0,8.38877769084441,8.571865991607012
3667,(주)아이디스,143160,Dec-19,111875143.0,17093125.0,108050710.0,16987359.0,6.3606538250001075,6.54503743464112
3668,(주)아이디스홀딩스,54800,Dec-11,13585177.0,36395382.0,3811039.0,34503652.0,0.11045320651854476,0.3732665039756967
3669,(주)아이디스홀딩스,54800,Dec-12,27824034.0,2367947.0,5412961.0,330215.0,16.392232333479704,11.75027734995758
3670,(주)아이디스홀딩스,54800,Dec-13,300028869.0,58829667.0,9051512.0,211379.0,42.821245251420436,5.099958648414583
3671,(주)아이디스홀딩스,54800,Dec-14,277848350.0,62539382.0,10135090.0,208955.0,48.50369696824675,4.442774154691839
3672,(주)아이디스홀딩스,54800,Dec-15,400014263.0,69420930.0,9759961.0,195347.0,49.96217500140775,5.762156499487979
3673,(주)아이디스홀딩스,54800,Dec-16,441398463.0,72614183.0,10135284.0,162118.0,62.517943720006414,6.078681116607757
3674,(주)아이디스홀딩스,54800,Dec-17,438219714.0,77388649.0,10190466.0,127950.0,79.6441266119578,5.662583849990714
3675,(주)아이디스홀딩스,54800,Dec-18,556267195.0,92261024.0,7916598.0,184452.0,42.91955630733199,6.0292761870928295
3676,(주)아이디스홀딩스,54800,Dec-19,507776368.0,129315930.0,7863296.0,158225.0,49.696925264654766,3.9266343133440715
3677,(주)아이마켓코리아,122900,Dec-11,,,1682327249.0,5133050.0,327.74417724354913,
3678,(주)아이마켓코리아,122900,Dec-12,2045538123.0,12327967.0,2045239942.0,7982672.0,256.2099434875941,165.92663843113792
3679,(주)아이마켓코리아,122900,Dec-13,2496830273.0,11177324.0,2451766901.0,6844143.0,358.2284737475532,223.3835462763717
3680,(주)아이마켓코리아,122900,Dec-14,2733773271.0,11216239.0,2456139078.0,5159694.0,476.02417468942923,243.73350737265852
3681,(주)아이마켓코리아,122900,Dec-15,3143908415.0,11378498.0,2605008144.0,4244898.0,613.6797972530788,276.3025853675942
3682,(주)아이마켓코리아,122900,Dec-16,3400004480.0,9956750.0,2682496235.0,3208066.0,836.1723963908473,341.477337484621
3683,(주)아이마켓코리아,122900,Dec-17,3080451880.0,10998240.0,2307870564.0,3551119.0,649.8995285711349,280.0858937429989
3684,(주)아이마켓코리아,122900,Dec-18,2935242220.0,12951222.0,2248879468.0,10742153.0,209.35090647098397,226.63824463822797
3685,(주)아이마켓코리아,122900,Dec-19,2923787986.0,41767739.0,2226137935.0,30256851.0,73.5746735507935,70.00110745760023
3686,(주)아이비김영,339950,Dec-19,,,,,,
3687,(주)아이센스,99190,Dec-13,82862590.0,75307396.0,82555007.0,74982181.0,1.1009950084007292,1.1003247277332495
3688,(주)아이센스,99190,Dec-14,95608058.0,64658164.0,91974574.0,63454462.0,1.4494579435564359,1.478669545890601
3689,(주)아이센스,99190,Dec-15,101920703.0,72303585.0,101028825.0,62307989.0,1.6214425569087136,1.4096217082458635
3690,(주)아이센스,99190,Dec-16,132468197.0,80629145.0,124070742.0,70752038.0,1.7535995500228558,1.6429319323676321
3691,(주)아이센스,99190,Dec-17,156963801.0,98697059.0,137479379.0,88529867.0,1.5529152325508406,1.590359455391675
3692,(주)아이센스,99190,Dec-18,172996579.0,102067772.0,149179805.0,92123821.0,1.619340181297951,1.694918734975424
3693,(주)아이센스,99190,Dec-19,189844257.0,102014562.0,161094187.0,92407791.0,1.7432965906521887,1.8609525275420973
3694,(주)아이스크림에듀,289010,Dec-19,,,106436331.0,9937868.0,10.710177575310922,
3695,(주)아이씨디,40910,Sep-11,,,143149138.0,25883225.0,5.530575807303765,
3696,(주)아이씨디,40910,Sep-12,,,81236542.0,35884615.0,2.2638264894300804,
3697,(주)아이씨디,40910,Sep-13,,,81040019.0,40175833.0,2.017133509092394,
3698,(주)아이씨디,40910,Sep-14,,,7560535.0,46853961.0,0.16136383858773434,
3699,(주)아이씨디,40910,Sep-15,,,23887023.0,40524218.0,0.5894505601563983,
3700,(주)아이씨디,40910,Dec-16,230909154.0,52862748.0,230909154.0,52849374.0,4.369193739172767,4.368088355906129
3701,(주)아이씨디,40910,Dec-17,311847748.0,51704691.0,311847748.0,51683794.0,6.033762691647598,6.03132408237388
3702,(주)아이씨디,40910,Dec-18,233974937.0,51398023.0,232668163.0,43918887.0,5.297678946190053,4.5522166679446014
3703,(주)아이씨디,40910,Dec-19,121604632.0,47799244.0,110553213.0,40890421.0,2.703645751165047,2.5440701949177273
3704,(주)아이앤씨테크놀로지,52860,Dec-11,,,34833884.0,11477632.0,3.034936474701402,
3705,(주)아이앤씨테크놀로지,52860,Dec-12,16659282.0,16964280.0,16124994.0,16575055.0,0.9728470885918629,0.982021164470287
3706,(주)아이앤씨테크놀로지,52860,Dec-13,7257393.0,17696442.0,8079451.0,15479447.0,0.521947004954376,0.41010464137367275
3707,(주)아이앤씨테크놀로지,52860,Dec-14,5324797.0,16646329.0,5751355.0,14540568.0,0.3955385374216468,0.3198781545168307
3708,(주)아이앤씨테크놀로지,52860,Dec-15,9618590.0,16471725.0,8508349.0,14435753.0,0.5893941937078031,0.5839455187601784
3709,(주)아이앤씨테크놀로지,52860,Dec-16,30300574.0,14638551.0,28428226.0,12731466.0,2.2329106483102574,2.069916209602986
3710,(주)아이앤씨테크놀로지,52860,Dec-17,42928877.0,14292007.0,41339721.0,12437130.0,3.3238955450332996,3.0036982909398238
3711,(주)아이앤씨테크놀로지,52860,Dec-18,31303910.0,13914852.0,30338163.0,12107384.0,2.5057570652752075,2.249676101477759
3712,(주)아이앤씨테크놀로지,52860,Dec-19,45567583.0,13480178.0,45148780.0,12170757.0,3.70961148924426,3.380339859013731
3713,(주)아이에스시,95340,Dec-11,43841089.0,19036591.0,42513336.0,18590745.0,2.286801093770045,2.30299054069082
3714,(주)아이에스시,95340,Dec-12,53054805.0,20691325.0,51682877.0,20349337.0,2.539781861197738,2.5641086300659817
3715,(주)아이에스시,95340,Dec-13,56824027.0,21183735.0,55305882.0,20315019.0,2.722413501065394,2.6824366430188067
3716,(주)아이에스시,95340,Dec-14,73989286.0,94972631.0,62622051.0,25869025.0,2.420734875009785,0.7790590322805735
3717,(주)아이에스시,95340,Dec-15,99039486.0,91123871.0,77878560.0,31960488.0,2.436713732280934,1.0868665357730467
3718,(주)아이에스시,95340,Dec-16,93636334.0,95501550.0,80255704.0,38652373.0,2.076346101699888,0.9804692593994547
3719,(주)아이에스시,95340,Dec-17,114082893.0,95544431.0,98990640.0,39431529.0,2.51044386333586,1.194029749363414
