,회사명,거래소코드,회계년도,자산(IFRS연결),자산(IFRS개별),합계_기말인원,자본집약도(개별),자본집약도(연결)
1792,(주)멀티캠퍼스,67280,14-Dec,140569824.0,134915672.0,503.0,268222.0119284294,279462.8707753479
1793,(주)멀티캠퍼스,67280,15-Dec,90882280.0,83258772.0,632.0,131738.56329113923,143801.07594936708
1794,(주)멀티캠퍼스,67280,16-Dec,108376665.0,100654367.0,702.0,143382.28917378918,154382.7136752137
1795,(주)멀티캠퍼스,67280,17-Dec,116933657.0,110800922.0,711.0,155838.14627285514,164463.65260196905
1796,(주)멀티캠퍼스,67280,18-Dec,143682541.0,135548993.0,785.0,172673.876433121,183035.08407643312
1797,(주)멀티캠퍼스,67280,19-Dec,204059370.0,192260153.0,860.0,223558.31744186048,237278.33720930232
1798,(주)메드팩토,235980,19-Dec,,80699693.0,36.0,2241658.138888889,
1799,(주)메디아나,41920,14-Dec,37022568.0,37520424.0,180.0,208446.8,205680.93333333332
1800,(주)메디아나,41920,15-Dec,44440742.0,44525642.0,190.0,234345.4842105263,233898.64210526316
1801,(주)메디아나,41920,16-Dec,54286539.0,52836144.0,242.0,218331.173553719,224324.54132231406
1802,(주)메디아나,41920,17-Dec,55899309.0,55118507.0,245.0,224973.49795918367,228160.44489795918
1803,(주)메디아나,41920,18-Dec,56785375.0,56673633.0,172.0,329497.86627906974,330147.52906976745
1804,(주)메디아나,41920,19-Dec,64760524.0,64785938.0,156.0,415294.4743589744,415131.5641025641
1805,(주)메디콕스,54180,11-Jun,,49273294.0,29.0,1699079.103448276,
1806,(주)메디콕스,54180,12-Jun,,48355990.0,25.0,1934239.6,
1807,(주)메디콕스,54180,13-Jun,,46422957.0,25.0,1856918.28,
1808,(주)메디콕스,54180,14-Jun,,45123117.0,25.0,1804924.68,
1809,(주)메디콕스,54180,15-Jun,,47650418.0,30.0,1588347.2666666666,
1810,(주)메디콕스,54180,16-Jun,,47501946.0,31.0,1532320.8387096773,
1811,(주)메디콕스,54180,17-Jun,,55276578.0,56.0,987081.75,
1812,(주)메디콕스,54180,18-Jun,,52453346.0,84.0,624444.5952380953,
1813,(주)메디콕스,54180,19-Jun,56061813.0,55809765.0,75.0,744130.2,747490.84
1814,(주)메디톡스,86900,11-Dec,,52882085.0,98.0,539613.112244898,
1815,(주)메디톡스,86900,12-Dec,,70534491.0,122.0,578151.5655737704,
1816,(주)메디톡스,86900,13-Dec,79413781.0,76459828.0,139.0,550070.7050359712,571322.165467626
1817,(주)메디톡스,86900,14-Dec,168510780.0,164170079.0,194.0,846237.5206185566,868612.2680412371
1818,(주)메디톡스,86900,15-Dec,203552001.0,196039588.0,280.0,700141.3857142857,726971.4321428571
1819,(주)메디톡스,86900,16-Dec,324030421.0,316197930.0,354.0,893214.4915254237,915340.1723163842
1820,(주)메디톡스,86900,17-Dec,389129325.0,372487019.0,459.0,811518.559912854,847776.3071895425
1821,(주)메디톡스,86900,18-Dec,395014966.0,371313719.0,529.0,701916.2930056711,746720.1625708885
1822,(주)메디톡스,86900,19-Dec,421529504.0,388656491.0,600.0,647760.8183333334,702549.1733333333
1823,(주)메디프론디비티,65650,11-Dec,,38643828.0,26.0,1486301.076923077,
1824,(주)메디프론디비티,65650,12-Dec,,36480797.0,25.0,1459231.88,
1825,(주)메디프론디비티,65650,13-Dec,,34717842.0,25.0,1388713.68,
1826,(주)메디프론디비티,65650,14-Dec,,26481958.0,24.0,1103414.9166666667,
1827,(주)메디프론디비티,65650,15-Dec,,30838944.0,20.0,1541947.2,
1828,(주)메디프론디비티,65650,16-Dec,,27752725.0,20.0,1387636.25,
1829,(주)메디프론디비티,65650,17-Dec,,26243666.0,23.0,1141028.956521739,
1830,(주)메디프론디비티,65650,18-Dec,,21570269.0,23.0,937837.7826086957,
1831,(주)메디프론디비티,65650,19-Dec,,19459610.0,22.0,884527.7272727273,
1832,(주)메지온,140410,12-Dec,,67301828.0,14.0,4807273.428571428,
1833,(주)메지온,140410,13-Dec,,63339954.0,15.0,4222663.6,
1834,(주)메지온,140410,14-Dec,,77874768.0,19.0,4098672.0,
1835,(주)메지온,140410,15-Dec,,103052493.0,24.0,4293853.875,
1836,(주)메지온,140410,16-Dec,95899262.0,95163992.0,24.0,3965166.3333333335,3995802.5833333335
1837,(주)메지온,140410,17-Dec,74038036.0,69214903.0,53.0,1305941.566037736,1396944.075471698
1838,(주)메지온,140410,18-Dec,75059445.0,69570473.0,53.0,1312650.433962264,1416215.9433962265
1839,(주)메지온,140410,19-Dec,58873712.0,53051381.0,65.0,816175.0923076923,905749.4153846154
1840,(주)메카로,241770,17-Dec,,139563314.0,216.0,646126.4537037037,
1841,(주)메카로,241770,18-Dec,153900401.0,153155096.0,234.0,654508.9572649573,657694.0213675214
1842,(주)메카로,241770,19-Dec,160150690.0,155822453.0,229.0,680447.3930131005,699347.9912663755
1843,(주)메타랩스,90370,11-Dec,172242048.0,159040186.0,608.0,261579.25328947368,283292.84210526315
1844,(주)메타랩스,90370,12-Dec,155383022.0,145398780.0,535.0,271773.4205607477,290435.5551401869
1845,(주)메타랩스,90370,13-Dec,141315712.0,128265379.0,550.0,233209.78,256937.65818181817
1846,(주)메타랩스,90370,14-Dec,144811072.0,133463146.0,528.0,252771.10984848486,274263.3939393939
1847,(주)메타랩스,90370,15-Dec,114036049.0,102937043.0,466.0,220894.94206008583,244712.5515021459
1848,(주)메타랩스,90370,16-Dec,76691075.0,69570147.0,321.0,216729.42990654206,238913.0062305296
1849,(주)메타랩스,90370,17-Dec,49442520.0,46492007.0,153.0,303869.32679738564,323153.7254901961
1850,(주)메타랩스,90370,18-Dec,107107244.0,94348739.0,41.0,2301188.7560975607,2612371.8048780486
1851,(주)메타랩스,90370,19-Dec,98289716.0,87086191.0,57.0,1527827.9122807018,1724380.9824561405
1852,(주)메타바이오메드,59210,11-Dec,53888254.0,51986148.0,136.0,382251.0882352941,396237.1617647059
1853,(주)메타바이오메드,59210,12-Dec,103430144.0,70610811.0,149.0,473898.06040268455,694162.0402684563
1854,(주)메타바이오메드,59210,13-Dec,116787858.0,86017736.0,161.0,534271.6521739131,725390.4223602484
1855,(주)메타바이오메드,59210,14-Dec,115055910.0,87001675.0,181.0,480672.23756906076,635668.0110497237
1856,(주)메타바이오메드,59210,15-Dec,113783500.0,78506507.0,198.0,396497.5101010101,574664.1414141414
1857,(주)메타바이오메드,59210,16-Dec,120076739.0,84517023.0,191.0,442497.5026178011,628674.0261780105
1858,(주)메타바이오메드,59210,17-Dec,119664761.0,85352955.0,212.0,402608.2783018868,564456.4198113207
1859,(주)메타바이오메드,59210,18-Dec,97693208.0,92743969.0,233.0,398042.7854077253,419284.1545064378
1860,(주)메타바이오메드,59210,19-Dec,103291753.0,100502619.0,242.0,415300.0785123967,426825.4256198347
1861,(주)멕아이씨에스,58110,15-Dec,,21692930.0,62.0,349885.96774193546,
1862,(주)멕아이씨에스,58110,16-Dec,25034699.0,25442971.0,54.0,471166.1296296296,463605.537037037
1863,(주)멕아이씨에스,58110,17-Dec,22742806.0,23670512.0,61.0,388041.18032786885,372832.88524590165
1864,(주)멕아이씨에스,58110,18-Dec,24438555.0,22418604.0,58.0,386527.6551724138,421354.3965517241
1865,(주)멕아이씨에스,58110,19-Dec,24850344.0,23149543.0,54.0,428695.24074074073,460191.55555555556
1866,(주)멜파스,96640,11-Dec,,206312580.0,312.0,661258.2692307692,
1867,(주)멜파스,96640,12-Dec,,337616465.0,309.0,1092609.9190938512,
1868,(주)멜파스,96640,13-Dec,,323146730.0,303.0,1066490.8580858086,
1869,(주)멜파스,96640,14-Dec,,218188128.0,221.0,987276.5972850679,
1870,(주)멜파스,96640,15-Dec,,154131402.0,183.0,842248.0983606557,
1871,(주)멜파스,96640,16-Dec,,152386728.0,183.0,832714.3606557377,
1872,(주)멜파스,96640,17-Dec,,120391705.0,125.0,963133.64,
1873,(주)멜파스,96640,18-Dec,,85345225.0,61.0,1399102.049180328,
1874,(주)멜파스,96640,19-Dec,79763076.0,79763076.0,53.0,1504963.6981132075,1504963.6981132075
1875,(주)모나리자,12690,11-Dec,,59334257.0,162.0,366260.84567901236,
1876,(주)모나리자,12690,12-Dec,,63959812.0,176.0,363408.0227272727,
1877,(주)모나리자,12690,13-Dec,,69499188.0,175.0,397138.21714285715,
1878,(주)모나리자,12690,14-Dec,,74989695.0,174.0,430975.2586206897,
1879,(주)모나리자,12690,15-Dec,,78701061.0,173.0,454919.4277456647,
1880,(주)모나리자,12690,16-Dec,,80562144.0,175.0,460355.1085714286,
1881,(주)모나리자,12690,17-Dec,,82624169.0,177.0,466803.21468926553,
1882,(주)모나리자,12690,18-Dec,,77510035.0,177.0,437909.802259887,
1883,(주)모나리자,12690,19-Dec,,77097695.0,185.0,416744.2972972973,
1884,(주)모나미,5360,11-Dec,212142757.0,173582830.0,182.0,953751.8131868131,1165619.543956044
1885,(주)모나미,5360,12-Dec,197773862.0,169875598.0,167.0,1017219.1497005988,1184274.622754491
1886,(주)모나미,5360,13-Dec,173422869.0,145811785.0,136.0,1072145.4779411764,1275168.1544117648
1887,(주)모나미,5360,14-Dec,168281436.0,137568817.0,131.0,1050143.641221374,1284591.1145038167
1888,(주)모나미,5360,15-Dec,162288656.0,131744651.0,141.0,934359.2269503546,1150983.3758865248
1889,(주)모나미,5360,16-Dec,166157077.0,132886425.0,168.0,790990.625,989030.2202380953
1890,(주)모나미,5360,17-Dec,167851330.0,135292125.0,183.0,739301.2295081967,917220.3825136612
1891,(주)모나미,5360,18-Dec,170574793.0,128522683.0,188.0,683631.2925531915,907312.7287234042
1892,(주)모나미,5360,19-Dec,181549399.0,134666403.0,189.0,712520.6507936508,960578.8306878307
1893,(주)모다이노칩,80420,11-Dec,101030538.0,101633300.0,255.0,398561.96078431373,396198.18823529413
1894,(주)모다이노칩,80420,12-Dec,105565770.0,106349074.0,342.0,310962.2046783626,308671.84210526315
1895,(주)모다이노칩,80420,13-Dec,114703529.0,115564411.0,406.0,284641.40640394087,282521.00738916255
1896,(주)모다이노칩,80420,14-Dec,129108309.0,128618582.0,466.0,276005.5407725322,277056.4570815451
1897,(주)모다이노칩,80420,15-Dec,124530773.0,124120077.0,477.0,260209.80503144654,261070.8029350105
1898,(주)모다이노칩,80420,16-Dec,587888975.0,554195548.0,620.0,893863.7870967742,948208.0241935484
1899,(주)모다이노칩,80420,17-Dec,655118222.0,563330684.0,649.0,867997.9722650232,1009427.1525423729
1900,(주)모다이노칩,80420,18-Dec,644227913.0,542612898.0,689.0,787536.8621190131,935018.7416545718
1901,(주)모다이노칩,80420,19-Dec,897502146.0,754509203.0,630.0,1197633.6555555556,1424606.580952381
1902,(주)모두투어네트워크,80160,11-Dec,135617087.0,129028111.0,941.0,137118.07757704568,144120.17747077576
1903,(주)모두투어네트워크,80160,12-Dec,148778611.0,143328005.0,930.0,154116.13440860214,159977.0010752688
1904,(주)모두투어네트워크,80160,13-Dec,152328686.0,147490152.0,985.0,149736.19492385787,154648.41218274113
1905,(주)모두투어네트워크,80160,14-Dec,224323662.0,174834922.0,1055.0,165720.30521327016,212629.063507109
1906,(주)모두투어네트워크,80160,15-Dec,182491978.0,168428745.0,1184.0,142254.00760135136,154131.73817567568
1907,(주)모두투어네트워크,80160,16-Dec,210376977.0,198954820.0,1221.0,162944.1605241605,172298.91646191647
1908,(주)모두투어네트워크,80160,17-Dec,338240134.0,254950078.0,1251.0,203797.02478017585,270375.8065547562
1909,(주)모두투어네트워크,80160,18-Dec,334585105.0,257527533.0,1237.0,208187.1729991916,270481.0873080032
1910,(주)모두투어네트워크,80160,19-Dec,420625003.0,262603012.0,1158.0,226772.89464594127,363234.0267702936
1911,(주)모바일리더,100030,11-Dec,,26680375.0,131.0,203666.98473282444,
1912,(주)모바일리더,100030,12-Dec,33964958.0,28901056.0,132.0,218947.39393939395,257310.28787878787
1913,(주)모바일리더,100030,13-Dec,35412533.0,31569553.0,135.0,233848.54074074075,262315.05925925926
1914,(주)모바일리더,100030,14-Dec,34794238.0,31473907.0,99.0,317918.2525252525,351456.9494949495
1915,(주)모바일리더,100030,15-Dec,34097530.0,30574230.0,78.0,391977.3076923077,437147.8205128205
1916,(주)모바일리더,100030,16-Dec,34015404.0,31427792.0,72.0,436497.1111111111,472436.1666666667
1917,(주)모바일리더,100030,17-Dec,32019617.0,32620239.0,74.0,440814.04054054053,432697.52702702704
1918,(주)모바일리더,100030,18-Dec,36279508.0,32933009.0,79.0,416873.5316455696,459234.2784810127
1919,(주)모바일리더,100030,19-Dec,37969975.0,26732015.0,66.0,405030.5303030303,575302.6515151515
1920,(주)모베이스,101330,11-Dec,126176365.0,102135324.0,241.0,423798.02489626553,523553.3817427386
1921,(주)모베이스,101330,12-Dec,131756961.0,89877803.0,223.0,403039.47533632285,590838.3901345291
1922,(주)모베이스,101330,13-Dec,167704781.0,112791032.0,241.0,468012.5809128631,695870.4605809129
1923,(주)모베이스,101330,14-Dec,180852346.0,107741838.0,171.0,630069.2280701754,1057616.0584795321
1924,(주)모베이스,101330,15-Dec,199989247.0,108267700.0,230.0,470729.1304347826,869518.4652173913
1925,(주)모베이스,101330,16-Dec,247707378.0,113668794.0,112.0,1014899.9464285715,2211673.0178571427
1926,(주)모베이스,101330,17-Dec,250446108.0,124151932.0,136.0,912881.8529411765,1841515.5
1927,(주)모베이스,101330,18-Dec,299284345.0,142758429.0,114.0,1252266.9210526317,2625301.2719298247
1928,(주)모베이스,101330,19-Dec,991473184.0,183624767.0,44.0,4173290.159090909,22533481.454545453
1929,(주)모베이스전자,12860,11-Dec,380125419.0,307863738.0,1047.0,294043.6848137536,363061.5272206304
1930,(주)모베이스전자,12860,12-Dec,422182775.0,315139527.0,1055.0,298710.4521327014,400173.2464454976
1931,(주)모베이스전자,12860,13-Dec,450980636.0,342132299.0,1157.0,295706.3949870354,389784.4736387208
1932,(주)모베이스전자,12860,14-Dec,496070372.0,351320759.0,1215.0,289152.8880658436,408288.3720164609
1933,(주)모베이스전자,12860,15-Dec,583108622.0,420980691.0,1208.0,348493.94950331125,482705.8129139073
1934,(주)모베이스전자,12860,16-Dec,645936899.0,511445672.0,1354.0,377729.447562777,477058.27104874444
1935,(주)모베이스전자,12860,17-Dec,576154630.0,469397329.0,1370.0,342625.7875912409,420550.82481751824
1936,(주)모베이스전자,12860,18-Dec,635384033.0,521893192.0,1312.0,397784.4451219512,484286.6105182927
1937,(주)모베이스전자,12860,19-Dec,673938142.0,562807773.0,1202.0,468226.10066555743,560680.6505823628
1938,(주)모비스,250060,16-Dec,,,19.0,,
1939,(주)모비스,250060,17-Dec,,18034552.0,24.0,751439.6666666666,
1940,(주)모비스,250060,18-Dec,27598719.0,27488905.0,24.0,1145371.0416666667,1149946.625
1941,(주)모비스,250060,19-Dec,42509164.0,27231710.0,28.0,972561.0714285715,1518184.4285714286
1942,(주)모토닉,9680,11-Dec,423199251.0,374105347.0,274.0,1365347.9817518247,1544522.8138686132
1943,(주)모토닉,9680,12-Dec,450624651.0,388016191.0,267.0,1453244.1610486892,1687732.775280899
1944,(주)모토닉,9680,13-Dec,456090969.0,395645331.0,292.0,1354949.76369863,1561955.3732876712
1945,(주)모토닉,9680,14-Dec,429411204.0,421213140.0,442.0,952970.9049773755,971518.5610859728
1946,(주)모토닉,9680,15-Dec,429266968.0,424152336.0,411.0,1032000.8175182482,1044445.1776155718
1947,(주)모토닉,9680,16-Dec,433121255.0,429295064.0,331.0,1296963.9395770393,1308523.4290030212
1948,(주)모토닉,9680,17-Dec,431546721.0,429710114.0,286.0,1502482.916083916,1508904.618881119
1949,(주)모토닉,9680,18-Dec,434168419.0,433308277.0,285.0,1520379.9192982456,1523397.9614035087
1950,(주)모토닉,9680,19-Dec,440900556.0,438252302.0,278.0,1576447.1294964028,1585973.2230215827
1951,(주)모헨즈,6920,11-Dec,58299134.0,22765571.0,68.0,334787.8088235294,857340.2058823529
1952,(주)모헨즈,6920,12-Dec,55237958.0,19949958.0,70.0,284999.4,789113.6857142857
1953,(주)모헨즈,6920,13-Dec,60752764.0,21858311.0,70.0,312261.5857142857,867896.6285714286
1954,(주)모헨즈,6920,14-Dec,71805977.0,25390937.0,74.0,343120.7702702703,970351.0405405406
1955,(주)모헨즈,6920,15-Dec,75913169.0,26759716.0,74.0,361617.7837837838,1025853.6351351351
1956,(주)모헨즈,6920,16-Dec,79697874.0,27642045.0,81.0,341259.81481481483,983924.3703703703
1957,(주)모헨즈,6920,17-Dec,83268394.0,26072046.0,75.0,347627.28,1110245.2533333334
1958,(주)모헨즈,6920,18-Dec,67384499.0,29467950.0,74.0,398215.54054054053,910601.3378378379
1959,(주)모헨즈,6920,19-Dec,58143099.0,25717995.0,71.0,362225.28169014084,818916.8873239437
1960,(주)무학,33920,11-Dec,325551244.0,324149166.0,520.0,623363.7807692308,626060.0846153846
1961,(주)무학,33920,12-Dec,376640770.0,376629191.0,343.0,1098044.2886297377,1098078.0466472304
1962,(주)무학,33920,13-Dec,441322084.0,440361967.0,358.0,1230061.3603351954,1232743.2513966481
1963,(주)무학,33920,14-Dec,534230440.0,530006394.0,464.0,1142255.1594827587,1151358.7068965517
1964,(주)무학,33920,15-Dec,556846377.0,553245545.0,534.0,1036040.3464419476,1042783.4775280899
1965,(주)무학,33920,16-Dec,603740662.0,598614925.0,740.0,808939.0878378379,815865.7594594595
1966,(주)무학,33920,17-Dec,670089159.0,666177429.0,649.0,1026467.533127889,1032494.8520801233
1967,(주)무학,33920,18-Dec,618969273.0,618960531.0,633.0,977820.7440758294,977834.5545023697
1968,(주)무학,33920,19-Dec,624618562.0,624439398.0,630.0,991173.6476190477,991458.0349206349
1969,(주)미래생명자원,218150,15-Dec,,,2.0,,
1970,(주)미래생명자원,218150,16-Dec,,,2.0,,
1971,(주)미래생명자원,218150,17-Dec,30960328.0,28668565.0,37.0,774826.0810810811,836765.6216216217
1972,(주)미래생명자원,218150,18-Dec,34085140.0,30126626.0,33.0,912928.0606060605,1032883.0303030303
1973,(주)미래생명자원,218150,19-Dec,38518768.0,34097096.0,37.0,921543.1351351351,1041047.7837837838
1974,(주)미래아이앤지,7120,11-Dec,40944375.0,40419986.0,81.0,499012.1728395062,505486.1111111111
1975,(주)미래아이앤지,7120,12-Dec,37376216.0,36577462.0,108.0,338680.2037037037,346076.0740740741
1976,(주)미래아이앤지,7120,13-Dec,33288537.0,32881790.0,81.0,405948.02469135803,410969.5925925926
1977,(주)미래아이앤지,7120,14-Dec,48844887.0,48802259.0,55.0,887313.8,888088.8545454545
1978,(주)미래아이앤지,7120,15-Dec,47974558.0,48258949.0,51.0,946253.9019607843,940677.6078431372
1979,(주)미래아이앤지,7120,16-Dec,52119332.0,52448637.0,48.0,1092679.9375,1085819.4166666667
1980,(주)미래아이앤지,7120,17-Dec,68822164.0,68770378.0,38.0,1809746.7894736843,1811109.5789473683
1981,(주)미래아이앤지,7120,18-Dec,57570343.0,57637429.0,44.0,1309941.5681818181,1308416.8863636365
1982,(주)미래아이앤지,7120,19-Dec,72302050.0,72260851.0,31.0,2330995.193548387,2332324.193548387
1983,(주)미래컴퍼니,49950,11-Dec,102459368.0,102340517.0,192.0,533023.5260416666,533642.5416666666
1984,(주)미래컴퍼니,49950,12-Dec,111468183.0,108970493.0,256.0,425665.98828125,435422.58984375
1985,(주)미래컴퍼니,49950,13-Dec,88595021.0,85430379.0,252.0,339009.4404761905,351567.54365079367
1986,(주)미래컴퍼니,49950,14-Dec,83230684.0,80877083.0,232.0,348608.1163793103,358752.9482758621
1987,(주)미래컴퍼니,49950,15-Dec,89398997.0,87501848.0,245.0,357150.4,364893.86530612246
1988,(주)미래컴퍼니,49950,16-Dec,99550771.0,97078555.0,254.0,382199.03543307085,391932.1692913386
1989,(주)미래컴퍼니,49950,17-Dec,164648625.0,161327672.0,288.0,560165.5277777778,571696.6145833334
1990,(주)미래컴퍼니,49950,18-Dec,141860588.0,138548469.0,318.0,435687.0094339623,446102.4779874214
1991,(주)미래컴퍼니,49950,19-Dec,133767810.0,129827035.0,329.0,394611.04863221885,406589.0881458967
1992,(주)미코,59090,11-Dec,154834983.0,120539782.0,685.0,175970.48467153285,226036.4715328467
1993,(주)미코,59090,12-Dec,155496949.0,126737365.0,705.0,179769.3120567376,220563.04822695034
1994,(주)미코,59090,13-Dec,162859575.0,102180694.0,239.0,427534.28451882844,681420.8158995815
1995,(주)미코,59090,14-Dec,153113170.0,81049533.0,203.0,399258.78325123154,754252.0689655172
1996,(주)미코,59090,15-Dec,159736611.0,86230655.0,231.0,373292.8787878788,691500.4805194805
1997,(주)미코,59090,16-Dec,166968576.0,84702031.0,263.0,322060.9543726236,634861.505703422
1998,(주)미코,59090,17-Dec,202082378.0,95824441.0,328.0,292147.68597560975,616104.8109756098
1999,(주)미코,59090,18-Dec,332053846.0,120303041.0,357.0,336983.3081232493,930122.8179271709
2000,(주)미코,59090,19-Dec,404978178.0,135623302.0,414.0,327592.51690821256,978208.1594202898
2001,(주)미투온,201490,16-Dec,47339503.0,45084252.0,58.0,777314.6896551724,816198.3275862068
2002,(주)미투온,201490,17-Dec,149419199.0,125030188.0,64.0,1953596.6875,2334674.984375
2003,(주)미투온,201490,18-Dec,152485031.0,100462888.0,63.0,1594649.0158730159,2420397.3174603176
2004,(주)미투온,201490,19-Dec,175119533.0,100407142.0,51.0,1968767.4901960783,3433716.3333333335
2005,(주)바른손,18700,11-Mar,76283352.0,72601060.0,804.0,90299.82587064676,94879.79104477612
2006,(주)바른손,18700,12-Mar,72025623.0,70723789.0,776.0,91138.90335051547,92816.52448453609
2007,(주)바른손,18700,13-Mar,60226651.0,58292650.0,729.0,79962.4828532236,82615.43347050755
2008,(주)바른손,18700,14-Mar,55215989.0,54206209.0,544.0,99643.76654411765,101499.97977941176
2009,(주)바른손,18700,15-Mar,26672163.0,25693324.0,248.0,103602.1129032258,107549.04435483871
2010,(주)바른손,18700,16-Mar,29041271.0,28014321.0,196.0,142930.20918367346,148169.75
2011,(주)바른손,18700,17-Mar,40851312.0,40475076.0,37.0,1093920.972972973,1104089.5135135136
2012,(주)바른손,18700,18-Mar,41829499.0,38500063.0,71.0,542254.4084507042,589147.8732394367
2013,(주)바른손,18700,19-Mar,39243971.0,37155302.0,182.0,204150.010989011,215626.2142857143
2014,(주)바른손이앤에이,35620,11-Dec,34607288.0,34357694.0,192.0,178946.32291666666,180246.29166666666
2015,(주)바른손이앤에이,35620,12-Dec,41503340.0,38596638.0,161.0,239730.67080745343,257784.7204968944
2016,(주)바른손이앤에이,35620,13-Dec,43721997.0,44090031.0,146.0,301986.51369863015,299465.73287671234
2017,(주)바른손이앤에이,35620,14-Dec,34439524.0,36408403.0,178.0,204541.58988764044,193480.47191011236
2018,(주)바른손이앤에이,35620,15-Dec,47832856.0,47498518.0,40.0,1187462.95,1195821.4
2019,(주)바른손이앤에이,35620,16-Dec,68782257.0,76119603.0,25.0,3044784.12,2751290.28
2020,(주)바른손이앤에이,35620,17-Dec,72073730.0,58622618.0,29.0,2021469.5862068965,2485301.0344827585
2021,(주)바른손이앤에이,35620,18-Dec,113995488.0,111896610.0,34.0,3291076.7647058824,3352808.470588235
2022,(주)바른손이앤에이,35620,19-Dec,103169274.0,106761431.0,45.0,2372476.2444444443,2292650.533333333
2023,(주)바른전자,64520,11-Dec,110932311.0,111469827.0,227.0,491056.50660792954,488688.5947136564
2024,(주)바른전자,64520,12-Dec,90478042.0,90931046.0,262.0,347065.0610687023,345336.03816793894
2025,(주)바른전자,64520,13-Dec,100527791.0,100508137.0,261.0,385088.64750957856,385163.95019157085
2026,(주)바른전자,64520,14-Dec,,106060658.0,235.0,451321.9489361702,
2027,(주)바른전자,64520,15-Dec,122404388.0,120857096.0,399.0,302899.98997493734,306777.9147869674
2028,(주)바른전자,64520,16-Dec,124804257.0,122909653.0,362.0,339529.4281767956,344763.1408839779
2029,(주)바른전자,64520,17-Dec,95254890.0,92951554.0,350.0,265575.8685714286,272156.82857142854
2030,(주)바른전자,64520,18-Dec,78019141.0,77219134.0,349.0,221258.2636103152,223550.54727793697
2031,(주)바른전자,64520,19-Dec,76832470.0,76731767.0,152.0,504814.25657894736,505476.7763157895
2032,(주)바이넥스,53030,11-Dec,100681382.0,98339090.0,292.0,336777.70547945204,344799.2534246575
2033,(주)바이넥스,53030,12-Dec,143800524.0,136833583.0,319.0,428945.4012539185,450785.34169279
2034,(주)바이넥스,53030,13-Dec,122267849.0,122594066.0,301.0,407289.25581395347,406205.4784053156
2035,(주)바이넥스,53030,14-Dec,,128676935.0,318.0,404644.4496855346,
2036,(주)바이넥스,53030,15-Dec,,176114856.0,347.0,507535.6080691643,
2037,(주)바이넥스,53030,16-Dec,177100025.0,173319425.0,390.0,444408.78205128206,454102.6282051282
2038,(주)바이넥스,53030,17-Dec,167774068.0,164893896.0,398.0,414306.2713567839,421542.88442211057
2039,(주)바이넥스,53030,18-Dec,190422759.0,187688906.0,443.0,423676.9887133183,429848.2144469526
2040,(주)바이넥스,53030,19-Dec,202782054.0,202621622.0,488.0,415208.2418032787,415536.99590163934
2041,(주)바이오니아,64550,11-Dec,70634407.0,72556990.0,305.0,237891.77049180327,231588.21967213115
2042,(주)바이오니아,64550,12-Dec,68131985.0,71433403.0,279.0,256033.70250896056,244200.66308243727
2043,(주)바이오니아,64550,13-Dec,69934207.0,70195687.0,284.0,247167.911971831,246247.20774647887
2044,(주)바이오니아,64550,14-Dec,67359506.0,67268295.0,285.0,236029.1052631579,236349.14385964914
2045,(주)바이오니아,64550,15-Dec,71985448.0,71640245.0,275.0,260509.9818181818,261765.26545454544
2046,(주)바이오니아,64550,16-Dec,63709625.0,63509702.0,336.0,189016.97023809524,189611.97916666666
2047,(주)바이오니아,64550,17-Dec,58695411.0,58705528.0,356.0,164903.16853932585,164874.75
2048,(주)바이오니아,64550,18-Dec,70807118.0,69333072.0,380.0,182455.45263157896,186334.52105263158
2049,(주)바이오니아,64550,19-Dec,82099866.0,74980585.0,377.0,198887.49336870026,217771.52785145887
2050,(주)바이오로그디바이스,208710,14-Dec,,,3.0,,
2051,(주)바이오로그디바이스,208710,15-Dec,42361952.0,30840976.0,34.0,907087.5294117647,1245939.7647058824
2052,(주)바이오로그디바이스,208710,16-Dec,52640799.0,36981690.0,39.0,948248.4615384615,1349764.076923077
2053,(주)바이오로그디바이스,208710,17-Dec,63923411.0,44572583.0,45.0,990501.8444444444,1420520.2444444445
2054,(주)바이오로그디바이스,208710,18-Dec,76554499.0,53535174.0,49.0,1092554.5714285714,1562336.7142857143
2055,(주)바이오로그디바이스,208710,19-Dec,88918610.0,53107447.0,49.0,1083825.448979592,1814665.5102040817
2056,(주)바이오솔루션,86820,18-Dec,,52865195.0,61.0,866642.5409836066,
2057,(주)바이오솔루션,86820,19-Dec,,51807476.0,70.0,740106.8,
2058,(주)바이오스마트,38460,11-Dec,69038826.0,58410641.0,150.0,389404.2733333333,460258.84
2059,(주)바이오스마트,38460,12-Dec,69022715.0,62828352.0,149.0,421666.79194630875,463239.6979865772
2060,(주)바이오스마트,38460,13-Dec,72124579.0,65522917.0,138.0,474803.7463768116,522641.8768115942
2061,(주)바이오스마트,38460,14-Dec,67761449.0,58839431.0,141.0,417300.92907801416,480577.6524822695
2062,(주)바이오스마트,38460,15-Dec,74576208.0,63767156.0,139.0,458756.5179856115,536519.4820143885
2063,(주)바이오스마트,38460,16-Dec,112165319.0,85147873.0,149.0,571462.2348993289,752787.3758389262
2064,(주)바이오스마트,38460,17-Dec,112735334.0,88806853.0,158.0,562068.6898734177,713514.7721518987
2065,(주)바이오스마트,38460,18-Dec,141383449.0,96526170.0,165.0,585007.0909090909,856869.3878787879
2066,(주)바이오스마트,38460,19-Dec,183543718.0,119972450.0,167.0,718397.9041916168,1099064.1796407185
