,회사명,거래소코드,회계년도,자산(IFRS연결),자산(IFRS개별),합계_기말인원,자본집약도(개별),자본집약도(연결)
6234,(주)잉크테크,49550,16-Dec,121160940.0,121052900.0,352.0,343900.2840909091,344207.2159090909
6235,(주)잉크테크,49550,17-Dec,109585265.0,109850070.0,263.0,417680.87452471483,416674.01140684413
6236,(주)잉크테크,49550,18-Dec,109509730.0,110316041.0,245.0,450269.5551020408,446978.48979591834
6237,(주)잉크테크,49550,19-Dec,108136120.0,107911660.0,236.0,457252.7966101695,458203.89830508473
6238,(주)자비스,254120,16-Dec,,,,,
6239,(주)자비스,254120,17-Dec,,,,,
6240,(주)자비스,254120,18-Dec,,,,,
6241,(주)자비스,254120,19-Dec,29076599.0,28657262.0,76.0,377069.2368421053,382586.8289473684
6242,(주)자연과환경,43910,11-Dec,68513298.0,67249919.0,67.0,1003730.1343283582,1022586.5373134328
6243,(주)자연과환경,43910,12-Dec,78323364.0,76934178.0,85.0,905107.9764705882,921451.3411764706
6244,(주)자연과환경,43910,13-Dec,65413081.0,62456785.0,75.0,832757.1333333333,872174.4133333333
6245,(주)자연과환경,43910,14-Dec,43676253.0,32256120.0,23.0,1402440.0,1898967.5217391304
6246,(주)자연과환경,43910,15-Dec,35988703.0,29347912.0,38.0,772313.4736842106,947071.1315789474
6247,(주)자연과환경,43910,16-Dec,35620443.0,26429764.0,39.0,677686.2564102564,913344.6923076923
6248,(주)자연과환경,43910,17-Dec,48195840.0,40807777.0,56.0,728710.3035714285,860640.0
6249,(주)자연과환경,43910,18-Dec,49568582.0,42442593.0,52.0,816203.7115384615,953241.9615384615
6250,(주)자연과환경,43910,19-Dec,71998225.0,61219693.0,56.0,1093208.8035714286,1285682.5892857143
6251,(주)장원테크,174880,16-Dec,100203874.0,60541999.0,174.0,347942.5229885057,575884.3333333334
6252,(주)장원테크,174880,17-Dec,89240627.0,55463644.0,117.0,474048.2393162393,762740.4017094017
6253,(주)장원테크,174880,18-Dec,102570898.0,62501834.0,138.0,452911.84057971014,743267.3768115942
6254,(주)장원테크,174880,19-Dec,167185271.0,138346349.0,133.0,1040198.1127819549,1257032.112781955
6255,(주)정다운,208140,14-Dec,,,,,
6256,(주)정다운,208140,15-Dec,,,,,
6257,(주)정다운,208140,16-Dec,60729394.0,57755110.0,190.0,303974.2631578947,319628.3894736842
6258,(주)정다운,208140,17-Dec,67378543.0,64418242.0,190.0,339043.3789473684,354623.9105263158
6259,(주)정다운,208140,18-Dec,110631822.0,93953651.0,189.0,497109.2645502646,585353.5555555555
6260,(주)정다운,208140,19-Dec,123003077.0,112861951.0,416.0,271302.76682692306,295680.4735576923
6261,(주)정상제이엘에스,40420,11-Dec,69043637.0,68215879.0,263.0,259375.9657794677,262523.3346007605
6262,(주)정상제이엘에스,40420,12-Dec,70912753.0,69208494.0,264.0,262153.38636363635,268608.9128787879
6263,(주)정상제이엘에스,40420,13-Dec,70459620.0,68811453.0,258.0,266711.0581395349,273099.3023255814
6264,(주)정상제이엘에스,40420,14-Dec,71103785.0,69317082.0,249.0,278381.8554216867,285557.3694779116
6265,(주)정상제이엘에스,40420,15-Dec,72979835.0,70929353.0,262.0,270722.7213740458,278548.98854961834
6266,(주)정상제이엘에스,40420,16-Dec,80819351.0,78936809.0,252.0,313241.30555555556,320711.7103174603
6267,(주)정상제이엘에스,40420,17-Dec,82896490.0,81478261.0,254.0,320780.55511811026,326364.13385826774
6268,(주)정상제이엘에스,40420,18-Dec,86304213.0,83313449.0,266.0,313208.454887218,324451.9285714286
6269,(주)정상제이엘에스,40420,19-Dec,110789767.0,108848242.0,510.0,213427.92549019607,217234.83725490197
6270,(주)정원엔시스,45510,11-Dec,,71442390.0,167.0,427798.7425149701,
6271,(주)정원엔시스,45510,12-Dec,,61642002.0,150.0,410946.68,
6272,(주)정원엔시스,45510,13-Dec,,54474273.0,139.0,391901.24460431654,
6273,(주)정원엔시스,45510,14-Dec,,72498265.0,147.0,493185.4761904762,
6274,(주)정원엔시스,45510,15-Dec,80855911.0,76248444.0,141.0,540769.1063829787,573446.1773049645
6275,(주)정원엔시스,45510,16-Dec,78697123.0,72440237.0,143.0,506575.0839160839,550329.5314685315
6276,(주)정원엔시스,45510,17-Dec,70032473.0,62899736.0,135.0,465923.97037037037,518759.05925925926
6277,(주)정원엔시스,45510,18-Dec,77907893.0,69263657.0,135.0,513064.1259259259,577095.5037037038
6278,(주)정원엔시스,45510,19-Dec,91101662.0,82586672.0,141.0,585721.0780141844,646111.0780141844
6279,(주)제넥신,95700,11-Dec,39841235.0,39714852.0,48.0,827392.75,830025.7291666666
6280,(주)제넥신,95700,12-Dec,63377150.0,63401268.0,77.0,823393.0909090909,823079.8701298701
6281,(주)제넥신,95700,13-Dec,,55847108.0,92.0,607033.7826086957,
6282,(주)제넥신,95700,14-Dec,,114111696.0,108.0,1056589.7777777778,
6283,(주)제넥신,95700,15-Dec,,142100586.0,127.0,1118902.251968504,
6284,(주)제넥신,95700,16-Dec,,198711948.0,122.0,1628786.4590163934,
6285,(주)제넥신,95700,17-Dec,,140733592.0,126.0,1116933.2698412698,
6286,(주)제넥신,95700,18-Dec,,374811155.0,156.0,2402635.608974359,
6287,(주)제넥신,95700,19-Dec,,358176683.0,161.0,2224699.894409938,
6288,(주)제넨바이오,72520,11-Dec,118347967.0,120549444.0,671.0,179656.39940387482,176375.50968703427
6289,(주)제넨바이오,72520,12-Dec,128209663.0,126271249.0,827.0,152685.9117291415,155029.82224909312
6290,(주)제넨바이오,72520,13-Dec,122241525.0,115790069.0,630.0,183793.7603174603,194034.16666666666
6291,(주)제넨바이오,72520,14-Dec,93801667.0,77571533.0,505.0,153606.99603960395,185745.87524752476
6292,(주)제넨바이오,72520,15-Dec,63342944.0,48223538.0,307.0,157079.92833876223,206328.80781758958
6293,(주)제넨바이오,72520,16-Dec,60796540.0,52678376.0,90.0,585315.2888888889,675517.1111111111
6294,(주)제넨바이오,72520,17-Dec,48592303.0,46628595.0,113.0,412642.4336283186,430020.38053097343
6295,(주)제넨바이오,72520,18-Dec,72840014.0,70463510.0,39.0,1806756.6666666667,1867692.6666666667
6296,(주)제넨바이오,72520,19-Dec,90027263.0,83980821.0,100.0,839808.21,900272.63
6297,(주)제노레이,122310,18-Dec,58440831.0,57124240.0,175.0,326424.22857142857,333947.6057142857
6298,(주)제노레이,122310,19-Dec,78518323.0,76754029.0,202.0,379970.4405940594,388704.5693069307
6299,(주)제노포커스,187420,15-Dec,30523203.0,29795862.0,44.0,677178.6818181818,693709.1590909091
6300,(주)제노포커스,187420,16-Dec,63225645.0,62334128.0,53.0,1176115.6226415094,1192936.6981132075
6301,(주)제노포커스,187420,17-Dec,70150900.0,64023694.0,60.0,1067061.5666666667,1169181.6666666667
6302,(주)제노포커스,187420,18-Dec,70334519.0,65028048.0,62.0,1048839.4838709678,1134427.7258064516
6303,(주)제노포커스,187420,19-Dec,90202499.0,73772065.0,67.0,1101075.5970149254,1346305.9552238807
6304,(주)제닉,123330,11-Dec,,58792175.0,131.0,448795.2290076336,
6305,(주)제닉,123330,12-Dec,60066261.0,59789236.0,144.0,415203.02777777775,417126.8125
6306,(주)제닉,123330,13-Dec,64948718.0,66996728.0,176.0,380663.2272727273,369026.8068181818
6307,(주)제닉,123330,14-Dec,75502975.0,74356564.0,178.0,417733.5056179775,424174.0168539326
6308,(주)제닉,123330,15-Dec,87010772.0,77209543.0,179.0,431338.2290502793,486093.69832402235
6309,(주)제닉,123330,16-Dec,101564361.0,77747631.0,191.0,407055.6596858639,531750.5811518325
6310,(주)제닉,123330,17-Dec,93382566.0,75252519.0,354.0,212577.7372881356,263792.5593220339
6311,(주)제닉,123330,18-Dec,73312096.0,54093544.0,319.0,169572.2382445141,229818.4827586207
6312,(주)제닉,123330,19-Dec,58148662.0,37553591.0,240.0,156473.29583333334,242286.09166666667
6313,(주)제로투세븐,159580,13-Dec,97979708.0,82632341.0,282.0,293022.4858156028,347445.7730496454
6314,(주)제로투세븐,159580,14-Dec,109615293.0,90014467.0,219.0,411024.96347031964,500526.4520547945
6315,(주)제로투세븐,159580,15-Dec,125588918.0,100690372.0,263.0,382853.12547528517,477524.4030418251
6316,(주)제로투세븐,159580,16-Dec,125201715.0,105717185.0,237.0,446064.0717299578,528277.2784810127
6317,(주)제로투세븐,159580,17-Dec,92358397.0,81631296.0,193.0,422960.0829015544,478540.9170984456
6318,(주)제로투세븐,159580,18-Dec,134940261.0,126266096.0,237.0,532768.3375527426,569368.1898734177
6319,(주)제로투세븐,159580,19-Dec,127737817.0,124637296.0,240.0,519322.06666666665,532240.9041666667
6320,(주)제우스,79370,11-Dec,184437225.0,132460228.0,471.0,281231.906581741,391586.46496815287
6321,(주)제우스,79370,12-Dec,161576654.0,111790627.0,439.0,254648.35307517083,368056.159453303
6322,(주)제우스,79370,13-Dec,214665536.0,140418852.0,464.0,302626.8362068966,462641.2413793103
6323,(주)제우스,79370,14-Dec,236945033.0,166898487.0,470.0,355103.1638297872,504138.36808510637
6324,(주)제우스,79370,15-Dec,252183275.0,184069973.0,468.0,393311.9081196581,538853.1517094017
6325,(주)제우스,79370,16-Dec,290814358.0,199790682.0,453.0,441039.0331125828,641974.3002207505
6326,(주)제우스,79370,17-Dec,337919035.0,240986004.0,510.0,472521.5764705882,662586.3431372549
6327,(주)제우스,79370,18-Dec,402378729.0,275308527.0,577.0,477137.82842287695,697363.4818024264
6328,(주)제우스,79370,19-Dec,381353568.0,250270864.0,597.0,419214.1775544389,638783.1959798995
6329,(주)제이브이엠,54950,11-Dec,,186841789.0,327.0,571381.617737003,
6330,(주)제이브이엠,54950,12-Dec,,163606906.0,332.0,492791.8855421687,
6331,(주)제이브이엠,54950,13-Dec,,161776133.0,337.0,480047.87240356085,
6332,(주)제이브이엠,54950,14-Dec,169978846.0,161218189.0,351.0,459311.0797720798,484270.2165242165
6333,(주)제이브이엠,54950,15-Dec,162327995.0,157078467.0,328.0,478897.76524390245,494902.4237804878
6334,(주)제이브이엠,54950,16-Dec,176621064.0,172067283.0,335.0,513633.6805970149,527227.0567164179
6335,(주)제이브이엠,54950,17-Dec,172422167.0,161555862.0,327.0,494054.623853211,527284.9143730886
6336,(주)제이브이엠,54950,18-Dec,176737139.0,162136181.0,318.0,509862.2044025157,555777.1666666666
6337,(주)제이브이엠,54950,19-Dec,180112579.0,161920776.0,320.0,506002.425,562851.809375
6338,(주)제이스텍,90470,11-Dec,,48145944.0,228.0,211166.42105263157,
6339,(주)제이스텍,90470,12-Dec,,49676188.0,223.0,222763.17488789238,
6340,(주)제이스텍,90470,13-Dec,,47817734.0,220.0,217353.33636363636,
6341,(주)제이스텍,90470,14-Dec,,51031240.0,250.0,204124.96,
6342,(주)제이스텍,90470,15-Dec,,74826157.0,347.0,215637.34005763687,
6343,(주)제이스텍,90470,16-Dec,147314237.0,147497136.0,374.0,394377.3689839572,393888.33422459895
6344,(주)제이스텍,90470,17-Dec,181942500.0,181988549.0,423.0,430232.97635933803,430124.1134751773
6345,(주)제이스텍,90470,18-Dec,143329237.0,142915886.0,405.0,352878.73086419754,353899.35061728396
6346,(주)제이스텍,90470,19-Dec,152785429.0,152849084.0,390.0,391920.7282051282,391757.5102564103
6347,(주)제이시스메디칼,287410,18-Dec,,,,,
6348,(주)제이시스메디칼,287410,19-Dec,,,,,
6349,(주)제이에스코퍼레이션,194370,16-Dec,198836135.0,183509962.0,136.0,1349337.955882353,1462030.4044117648
6350,(주)제이에스코퍼레이션,194370,17-Dec,190454998.0,179359166.0,169.0,1061296.8402366864,1126952.650887574
6351,(주)제이에스코퍼레이션,194370,18-Dec,189468046.0,180144246.0,146.0,1233864.698630137,1297726.3424657534
6352,(주)제이에스코퍼레이션,194370,19-Dec,201631124.0,185510490.0,160.0,1159440.5625,1260194.525
6353,(주)제이에스티나,26040,11-Dec,89444440.0,88608125.0,297.0,298343.8552188552,301159.73063973064
6354,(주)제이에스티나,26040,12-Dec,96326673.0,95579008.0,309.0,309317.1779935275,311736.8058252427
6355,(주)제이에스티나,26040,13-Dec,104128753.0,103123755.0,329.0,313446.06382978725,316500.7689969605
6356,(주)제이에스티나,26040,14-Dec,119804318.0,118734957.0,353.0,336359.65155807364,339389.0028328612
6357,(주)제이에스티나,26040,15-Dec,130816043.0,129714712.0,407.0,318709.3660933661,321415.3390663391
6358,(주)제이에스티나,26040,16-Dec,124877857.0,127513082.0,898.0,141996.75055679286,139062.20155902003
6359,(주)제이에스티나,26040,17-Dec,109851511.0,112950166.0,525.0,215143.17333333334,209240.97333333333
6360,(주)제이에스티나,26040,18-Dec,115242227.0,118194572.0,534.0,221338.14981273407,215809.4138576779
6361,(주)제이에스티나,26040,19-Dec,82018191.0,81949085.0,498.0,164556.3955823293,164695.1626506024
6362,(주)제이엘케이,322510,19-Dec,38698295.0,38878318.0,57.0,682075.754385965,678917.4561403509
6363,(주)제이와이피엔터테인먼트,35900,11-Jun,23035657.0,23035657.0,6.0,3839276.1666666665,3839276.1666666665
6364,(주)제이와이피엔터테인먼트,35900,12-Dec,24581917.0,25528779.0,64.0,398887.171875,384092.453125
6365,(주)제이와이피엔터테인먼트,35900,13-Dec,69003855.0,66042967.0,97.0,680855.3298969072,711379.9484536082
6366,(주)제이와이피엔터테인먼트,35900,14-Dec,73883530.0,70451683.0,93.0,757544.9784946237,794446.5591397849
6367,(주)제이와이피엔터테인먼트,35900,15-Dec,74088719.0,70750523.0,109.0,649087.3669724771,679713.0183486239
6368,(주)제이와이피엔터테인먼트,35900,16-Dec,86571518.0,80723345.0,123.0,656287.3577235772,703833.4796747967
6369,(주)제이와이피엔터테인먼트,35900,17-Dec,124428024.0,117958630.0,157.0,751328.8535031847,792535.1847133758
6370,(주)제이와이피엔터테인먼트,35900,18-Dec,159341920.0,144849749.0,223.0,649550.4439461883,714537.7578475337
6371,(주)제이와이피엔터테인먼트,35900,19-Dec,207839679.0,180392303.0,219.0,823709.1461187215,949039.6301369863
6372,(주)제이웨이,58420,11-Dec,,14272109.0,59.0,241900.15254237287,
6373,(주)제이웨이,58420,12-Dec,,14716948.0,47.0,313126.55319148937,
6374,(주)제이웨이,58420,13-Dec,12513349.0,12405988.0,37.0,335296.97297297296,338198.6216216216
6375,(주)제이웨이,58420,14-Dec,7863481.0,7203739.0,20.0,360186.95,393174.05
6376,(주)제이웨이,58420,15-Dec,8904595.0,8313262.0,25.0,332530.48,356183.8
6377,(주)제이웨이,58420,16-Dec,10418151.0,11176805.0,28.0,399171.60714285716,372076.8214285714
6378,(주)제이웨이,58420,17-Dec,7887931.0,7708973.0,48.0,160603.60416666666,164331.89583333334
6379,(주)제이웨이,58420,18-Dec,21496507.0,13796008.0,22.0,627091.2727272727,977113.9545454546
6380,(주)제이웨이,58420,19-Dec,21075399.0,14038963.0,17.0,825821.3529411765,1239729.3529411764
6381,(주)제이티,89790,11-Dec,,42611173.0,181.0,235420.8453038674,
6382,(주)제이티,89790,12-Dec,,29298389.0,130.0,225372.22307692308,
6383,(주)제이티,89790,13-Dec,,34842207.0,119.0,292791.65546218486,
6384,(주)제이티,89790,14-Dec,48910276.0,45035128.0,140.0,321679.4857142857,349359.1142857143
6385,(주)제이티,89790,15-Dec,,50777388.0,153.0,331878.35294117645,
6386,(주)제이티,89790,16-Dec,,41611004.0,159.0,261704.42767295596,
6387,(주)제이티,89790,17-Dec,,42425698.0,150.0,282837.9866666667,
6388,(주)제이티,89790,18-Dec,,42019563.0,143.0,293843.0979020979,
6389,(주)제이티,89790,19-Dec,57029871.0,57029871.0,139.0,410286.8417266187,410286.8417266187
6390,(주)제일기획,30000,11-Dec,1810592894.0,1256493746.0,1014.0,1239145.7061143983,1785594.5700197238
6391,(주)제일기획,30000,12-Dec,1994709278.0,1120437710.0,1262.0,887827.028526149,1580593.7226624405
6392,(주)제일기획,30000,13-Dec,1704530969.0,1077774669.0,1248.0,863601.4975961539,1365810.0713141025
6393,(주)제일기획,30000,14-Dec,1843852104.0,1205698728.0,1293.0,932481.6148491879,1426026.3758700697
6394,(주)제일기획,30000,15-Dec,1866861902.0,1113192389.0,1257.0,885594.5815433572,1485172.555290374
6395,(주)제일기획,30000,16-Dec,2151431627.0,1172119597.0,1170.0,1001811.6213675214,1838830.4504273504
6396,(주)제일기획,30000,17-Dec,2238293235.0,1202886604.0,1344.0,895004.9136904762,1665396.752232143
6397,(주)제일기획,30000,18-Dec,2172078164.0,1220020596.0,1392.0,876451.5775862068,1560400.9798850575
6398,(주)제일기획,30000,19-Dec,2252767352.0,1226491626.0,1400.0,876065.4471428571,1609119.5371428572
6399,(주)제일바이오,52670,11-Dec,,19299504.0,58.0,332750.0689655172,
6400,(주)제일바이오,52670,12-Dec,,23485363.0,68.0,345372.98529411765,
6401,(주)제일바이오,52670,13-Dec,,23370553.0,63.0,370961.15873015876,
6402,(주)제일바이오,52670,14-Dec,,23761675.0,67.0,354651.8656716418,
6403,(주)제일바이오,52670,15-Dec,,39334434.0,82.0,479688.2195121951,
6404,(주)제일바이오,52670,16-Dec,,38200492.0,61.0,626237.5737704918,
6405,(주)제일바이오,52670,17-Dec,,32880724.0,61.0,539028.262295082,
6406,(주)제일바이오,52670,18-Dec,,32331319.0,55.0,587842.1636363637,
6407,(주)제일바이오,52670,19-Dec,,34648173.0,51.0,679375.9411764706,
6408,(주)제일테크노스,38010,11-Dec,95269202.0,94309291.0,195.0,483637.38974358974,488560.0102564103
6409,(주)제일테크노스,38010,12-Dec,102431222.0,100526188.0,193.0,520861.0777202073,530731.7202072539
6410,(주)제일테크노스,38010,13-Dec,122072027.0,119848419.0,190.0,630781.152631579,642484.3526315789
6411,(주)제일테크노스,38010,14-Dec,138967212.0,135566639.0,206.0,658090.4805825243,674598.1165048544
6412,(주)제일테크노스,38010,15-Dec,144671637.0,139956198.0,192.0,728938.53125,753498.109375
6413,(주)제일테크노스,38010,16-Dec,148643896.0,143887932.0,175.0,822216.7542857142,849393.6914285715
6414,(주)제일테크노스,38010,17-Dec,157904818.0,153339422.0,170.0,901996.6,928851.8705882353
6415,(주)제일테크노스,38010,18-Dec,160194091.0,153030146.0,185.0,827189.9783783783,865914.0054054054
6416,(주)제일테크노스,38010,19-Dec,159138352.0,152327093.0,192.0,793370.2760416666,828845.5833333334
6417,(주)제주반도체,80220,11-Dec,61576489.0,62966645.0,41.0,1535771.8292682928,1501865.5853658537
6418,(주)제주반도체,80220,12-Dec,53864706.0,55111809.0,51.0,1080623.705882353,1056170.705882353
6419,(주)제주반도체,80220,13-Dec,55379872.0,57435236.0,52.0,1104523.7692307692,1064997.5384615385
6420,(주)제주반도체,80220,14-Dec,61478486.0,60560292.0,56.0,1081433.7857142857,1097830.107142857
6421,(주)제주반도체,80220,15-Dec,86165615.0,78597492.0,67.0,1173096.8955223882,1286053.9552238807
6422,(주)제주반도체,80220,16-Dec,87510890.0,83935351.0,71.0,1182188.042253521,1232547.7464788733
6423,(주)제주반도체,80220,17-Dec,93135313.0,92717884.0,73.0,1270108.0,1275826.2054794522
6424,(주)제주반도체,80220,18-Dec,226049083.0,157284062.0,84.0,1872429.3095238095,2691060.511904762
6425,(주)제주반도체,80220,19-Dec,224203060.0,156782564.0,86.0,1823053.0697674418,2607012.3255813955
6426,(주)제주항공,89590,15-Dec,,477740961.0,1401.0,340999.9721627409,
6427,(주)제주항공,89590,16-Dec,600309976.0,600436987.0,1849.0,324736.06652244454,324667.3747971877
6428,(주)제주항공,89590,17-Dec,800417836.0,799844746.0,2315.0,345505.2898488121,345752.84492440603
6429,(주)제주항공,89590,18-Dec,1031605312.0,1024453309.0,2841.0,360596.0256951777,363113.4501935938
6430,(주)제주항공,89590,19-Dec,1467507641.0,1458265885.0,3306.0,441096.75892317,443892.2084089534
6431,(주)제테마,216080,19-Dec,,62286133.0,125.0,498289.064,
6432,(주)젬백스&카엘,82270,11-Dec,131524668.0,110200110.0,81.0,1360495.1851851852,1623761.3333333333
6433,(주)젬백스&카엘,82270,12-Dec,132988657.0,125192091.0,96.0,1304084.28125,1385298.5104166667
6434,(주)젬백스&카엘,82270,13-Dec,144998535.0,164332920.0,107.0,1535821.6822429907,1355126.4953271027
6435,(주)젬백스&카엘,82270,14-Dec,106287676.0,76709753.0,99.0,774845.9898989899,1073612.888888889
6436,(주)젬백스&카엘,82270,15-Dec,180232735.0,106067933.0,115.0,922329.852173913,1567241.1739130435
6437,(주)젬백스&카엘,82270,16-Dec,189682338.0,120017177.0,127.0,945017.1417322835,1493561.716535433
6438,(주)젬백스&카엘,82270,17-Dec,159825713.0,170679167.0,142.0,1201965.9647887324,1125533.190140845
6439,(주)젬백스&카엘,82270,18-Dec,172592061.0,172138743.0,160.0,1075867.14375,1078700.38125
6440,(주)젬백스&카엘,82270,19-Dec,163178085.0,174386962.0,173.0,1008017.1213872832,943225.9248554914
6441,(주)젬백스링크,64800,11-Dec,45112506.0,40825198.0,227.0,179846.68722466961,198733.5066079295
6442,(주)젬백스링크,64800,12-Dec,40562867.0,36747980.0,223.0,164789.14798206277,181896.26457399104
6443,(주)젬백스링크,64800,13-Dec,34516902.0,33045793.0,199.0,166059.26130653266,173451.7688442211
6444,(주)젬백스링크,64800,14-Dec,30589858.0,29515938.0,178.0,165819.8764044944,171853.1348314607
6445,(주)젬백스링크,64800,15-Dec,,39734356.0,154.0,258015.2987012987,
6446,(주)젬백스링크,64800,16-Dec,73565806.0,71628127.0,132.0,542637.3257575758,557316.7121212122
6447,(주)젬백스링크,64800,17-Dec,382407315.0,168091273.0,48.0,3501901.5208333335,7966819.0625
6448,(주)젬백스링크,64800,18-Dec,188999659.0,201488645.0,75.0,2686515.2666666666,2519995.453333333
6449,(주)젬백스링크,64800,19-Dec,187733153.0,202478365.0,87.0,2327337.528735632,2157852.3333333335
6450,(주)조비,1550,11-Dec,,84471791.0,127.0,665132.2125984252,
6451,(주)조비,1550,12-Dec,,80896358.0,115.0,703446.5913043479,
6452,(주)조비,1550,13-Dec,,81378985.0,108.0,753509.1203703703,
6453,(주)조비,1550,14-Dec,,83262173.0,98.0,849614.0102040817,
6454,(주)조비,1550,15-Dec,,86659967.0,101.0,858019.4752475248,
6455,(주)조비,1550,16-Dec,,88744853.0,102.0,870047.5784313725,
6456,(주)조비,1550,17-Dec,,93468380.0,108.0,865447.9629629629,
6457,(주)조비,1550,18-Dec,,94027701.0,112.0,839533.0446428572,
6458,(주)조비,1550,19-Dec,,91685510.0,116.0,790392.3275862068,
6459,(주)조이시티,67000,11-Dec,75830215.0,75876043.0,314.0,241643.44904458598,241497.5
6460,(주)조이시티,67000,12-Dec,82236957.0,85258458.0,363.0,234871.78512396695,226548.0909090909
6461,(주)조이시티,67000,13-Dec,75412083.0,78302805.0,347.0,225656.49855907782,217325.88760806917
6462,(주)조이시티,67000,14-Dec,72840333.0,75908301.0,310.0,244865.4870967742,234968.81612903226
6463,(주)조이시티,67000,15-Dec,76678645.0,80075634.0,305.0,262543.06229508197,251405.39344262294
6464,(주)조이시티,67000,16-Dec,58813729.0,61265982.0,303.0,202197.9603960396,194104.71617161715
6465,(주)조이시티,67000,17-Dec,50633745.0,50312808.0,309.0,162824.6213592233,163863.25242718446
6466,(주)조이시티,67000,18-Dec,55167707.0,55567993.0,277.0,200606.47292418772,199161.39711191336
6467,(주)조이시티,67000,19-Dec,64930897.0,65213593.0,216.0,301914.7824074074,300606.0046296296
6468,(주)조흥,2600,11-Dec,,132879902.0,119.0,1116637.831932773,
6469,(주)조흥,2600,12-Dec,,126574159.0,141.0,897689.0709219858,
6470,(주)조흥,2600,13-Dec,,118038382.0,144.0,819710.9861111111,
6471,(주)조흥,2600,14-Dec,,130588771.0,148.0,882356.5608108108,
6472,(주)조흥,2600,15-Dec,,148992933.0,151.0,986708.1655629139,
6473,(주)조흥,2600,16-Dec,,163459253.0,183.0,893219.9617486339,
6474,(주)조흥,2600,17-Dec,,168471957.0,243.0,693300.2345679012,
6475,(주)조흥,2600,18-Dec,,195310138.0,251.0,778128.0398406375,
6476,(주)조흥,2600,19-Dec,,218025805.0,279.0,781454.4982078853,
6477,(주)종근당,185750,13-Dec,,521951175.0,1705.0,306129.72140762466,
6478,(주)종근당,185750,14-Dec,,573754109.0,1855.0,309301.4064690027,
6479,(주)종근당,185750,15-Dec,,576286704.0,1903.0,302830.6379400946,
6480,(주)종근당,185750,16-Dec,,641698870.0,1883.0,340785.3797132236,
6481,(주)종근당,185750,17-Dec,677205335.0,664781406.0,2006.0,331396.5134596211,337589.89780658024
6482,(주)종근당,185750,18-Dec,711494874.0,698149449.0,2100.0,332452.1185714286,338807.08285714284
6483,(주)종근당,185750,19-Dec,801352143.0,780736005.0,2243.0,348076.68524297816,357268.008470798
6484,(주)종근당바이오,63160,11-Dec,,198292672.0,267.0,742669.1835205993,
6485,(주)종근당바이오,63160,12-Dec,,185424863.0,265.0,699716.4641509434,
6486,(주)종근당바이오,63160,13-Dec,,175499039.0,274.0,640507.4416058394,
6487,(주)종근당바이오,63160,14-Dec,,165068245.0,290.0,569200.8448275862,
6488,(주)종근당바이오,63160,15-Dec,,170642857.0,288.0,592509.9201388889,
6489,(주)종근당바이오,63160,16-Dec,,180911872.0,290.0,623834.0413793103,
6490,(주)종근당바이오,63160,17-Dec,,179483384.0,307.0,584636.4299674267,
6491,(주)종근당바이오,63160,18-Dec,,184519529.0,349.0,528709.2521489972,
6492,(주)종근당바이오,63160,19-Dec,233347513.0,233618184.0,421.0,554912.5510688836,554269.6270783847
6493,(주)종근당홀딩스,1630,11-Dec,675483412.0,570853741.0,1473.0,387544.97012898844,458576.6544467074
6494,(주)종근당홀딩스,1630,12-Dec,708019120.0,590982649.0,1499.0,394251.26684456307,472327.631754503
6495,(주)종근당홀딩스,1630,13-Dec,277523653.0,141264293.0,36.0,3924008.138888889,7708990.361111111
6496,(주)종근당홀딩스,1630,14-Dec,302655737.0,136280120.0,26.0,5241543.076923077,11640605.26923077
6497,(주)종근당홀딩스,1630,15-Dec,501005739.0,271888580.0,24.0,11328690.833333334,20875239.125
6498,(주)종근당홀딩스,1630,16-Dec,705665535.0,315022666.0,19.0,16580140.315789474,37140291.315789476
6499,(주)종근당홀딩스,1630,17-Dec,818863626.0,335052535.0,16.0,20940783.4375,51178976.625
6500,(주)종근당홀딩스,1630,18-Dec,871435736.0,346490425.0,26.0,13326554.807692308,33516759.076923076
6501,(주)종근당홀딩스,1630,19-Dec,1074739605.0,376342710.0,26.0,14474719.615384616,41336138.65384615
6502,(주)좋은사람들,33340,11-Dec,109720902.0,112105771.0,500.0,224211.542,219441.804
6503,(주)좋은사람들,33340,12-Dec,117343841.0,121062041.0,486.0,249098.8497942387,241448.23251028807
6504,(주)좋은사람들,33340,13-Dec,116700663.0,117321656.0,452.0,259561.18584070797,258187.30752212388
6505,(주)좋은사람들,33340,14-Dec,115434509.0,116474518.0,431.0,270242.5011600928,267829.48723897914
6506,(주)좋은사람들,33340,15-Dec,114251841.0,115420522.0,407.0,283588.50614250614,280717.0540540541
6507,(주)좋은사람들,33340,16-Dec,111375699.0,113052559.0,391.0,289136.97953964194,284848.3350383632
6508,(주)좋은사람들,33340,17-Dec,99097030.0,101661866.0,381.0,266829.0446194226,260097.19160104988
6509,(주)좋은사람들,33340,18-Dec,102858972.0,105336258.0,338.0,311645.7337278107,304316.4852071006
6510,(주)좋은사람들,33340,19-Dec,110237930.0,112005329.0,337.0,332360.02670623147,327115.5192878338
6511,(주)주연테크,44380,11-Dec,,38168437.0,131.0,291362.1145038168,
6512,(주)주연테크,44380,12-Dec,,34688978.0,127.0,273141.5590551181,
6513,(주)주연테크,44380,13-Dec,,32224379.0,126.0,255749.03968253967,
6514,(주)주연테크,44380,14-Dec,,30633860.0,126.0,243125.87301587302,
