,회사명,거래소코드,회계년도,부가가치(IFRS연결),인건비(IFRS연결),부가가치(IFRS개별),인건비(IFRS개별),노동소득분배율(개별),노동소득분배율(연결)
4026,(주)에스씨디,42110,Dec-11,,,18032.1,13929.11,0.007724618874118933,
4027,(주)에스씨디,42110,Dec-12,,,15172.93,12854.38,0.008471916762286518,
4028,(주)에스씨디,42110,Dec-13,,,23570.73,15342.52,0.006509140786051175,
4029,(주)에스씨디,42110,Dec-14,,,29231.65,16755.68,0.005732033600566509,
4030,(주)에스씨디,42110,Dec-15,33947.74,16337.22,30115.38,15560.64,0.005167007688430297,0.004812461742666817
4031,(주)에스씨디,42110,Dec-16,34586.98,22362.1,28687.43,18684.5,0.0065131313610177,0.0064654676412916065
4032,(주)에스씨디,42110,Dec-17,32378.59,24499.34,26824.86,20710.23,0.007720536099722421,0.007566524669542435
4033,(주)에스씨디,42110,Dec-18,40019.9,27339.38,32180.53,22758.07,0.007071999746430528,0.00683144635543817
4034,(주)에스씨디,42110,Dec-19,27540.65,26016.1,19366.05,20982.69,0.010834780453422354,0.009446436449393896
4035,(주)에스아이리소스,65420,Dec-11,12825.19,11037.74,2918.97,1706.52,0.005846308800707098,0.008606297450564085
4036,(주)에스아이리소스,65420,Dec-12,11769.19,10411.34,-35.99,2225.15,-0.6182689636010003,0.008846267245239478
4037,(주)에스아이리소스,65420,Dec-13,12571.8,9497.01,2138.82,2205.23,0.01031049831215343,0.007554216579964683
4038,(주)에스아이리소스,65420,Dec-14,-5706.25,9514.59,-9411.66,2703.68,-0.0028726919586980404,-0.016673980284775465
4039,(주)에스아이리소스,65420,Dec-15,7079.57,5813.85,-10593.64,838.55,-0.0007915598415653165,0.008212151302974617
4040,(주)에스아이리소스,65420,Dec-16,7593.7,6342.21,-2124.95,2506.99,-0.011797877597119933,0.008351936473655794
4041,(주)에스아이리소스,65420,Dec-17,3644.04,2233.71,2013.66,710.07,0.003526265605911624,0.006129762571212171
4042,(주)에스아이리소스,65420,Dec-18,179.66,1098.59,-1579.97,524.23,-0.003317974391918834,0.061148280084604247
4043,(주)에스아이리소스,65420,Dec-19,,,-9945.19,-90.01,0.0,
4044,(주)에스앤더블류,103230,Dec-11,,,14034.33,10711.41,0.007632291673346715,
4045,(주)에스앤더블류,103230,Dec-12,,,17384.61,10132.03,0.005828160654740026,
4046,(주)에스앤더블류,103230,Dec-13,,,13990.55,9733.4,0.006957124630554195,
4047,(주)에스앤더블류,103230,Dec-14,,,13182.88,10127.05,0.00768197085917493,
4048,(주)에스앤더블류,103230,Dec-15,,,15674.11,9762.61,0.0062284939942363554,
4049,(주)에스앤더블류,103230,Dec-16,,,10104.05,9794.65,0.009693786155056637,
4050,(주)에스앤더블류,103230,Dec-17,,,5850.6,8701.48,0.014872799371004683,
4051,(주)에스앤더블류,103230,Dec-18,,,1947.86,9473.93,0.04863763309478094,
4052,(주)에스앤더블류,103230,Dec-19,,,7796.55,8852.26,0.011354073276000283,
4053,(주)에스앤에스텍,101490,Dec-11,15904.35,5198.52,16575.87,4035.32,0.0024344544207935996,0.003268615190183818
4054,(주)에스앤에스텍,101490,Dec-12,15346.5,7001.41,17703.04,4537.33,0.002563023074003109,0.004562219398559932
4055,(주)에스앤에스텍,101490,Dec-13,10008.24,9629.38,4123.68,4848.26,0.011757119854110891,0.009621451923614941
4056,(주)에스앤에스텍,101490,Dec-14,7660.65,5157.04,524.95,5157.04,0.09823868939899037,0.0067318569573078
4057,(주)에스앤에스텍,101490,Dec-15,,,22786.73,8083.84,0.003547608630110595,
4058,(주)에스앤에스텍,101490,Dec-16,,,22953.08,8709.91,0.0037946584946334,
4059,(주)에스앤에스텍,101490,Dec-17,,,19145.88,8983.37,0.004692064297906391,
4060,(주)에스앤에스텍,101490,Dec-18,,,22970.75,9812.37,0.004271680289063265,
4061,(주)에스앤에스텍,101490,Dec-19,,,29804.36,10449.76,0.003506117896844623,
4062,(주)에스에너지,95910,Dec-11,11112.85,7168.91,10929.59,6668.63,0.006101445708393453,0.006451009417026235
4063,(주)에스에너지,95910,Dec-12,30319.33,12280.94,29480.65,11473.22,0.0038917798623843095,0.004050531459633178
4064,(주)에스에너지,95910,Dec-13,29247.49,10874.99,33662.18,15621.98,0.004640810547623476,0.003718264370720359
4065,(주)에스에너지,95910,Dec-14,28969.41,16819.96,26043.2,14357.47,0.005512943877864471,0.005806110652581464
4066,(주)에스에너지,95910,Dec-15,33957.91,19478.29,28281.37,16827.0,0.00594985320725269,0.005736009666083689
4067,(주)에스에너지,95910,Dec-16,31376.01,15154.77,22545.08,12968.17,0.005752106446284511,0.004830050092411368
4068,(주)에스에너지,95910,Dec-17,22365.57,14116.87,16356.59,11369.17,0.006950819211094733,0.006311875798381173
4069,(주)에스에너지,95910,Dec-18,9579.2,12625.88,15110.18,8196.18,0.0054242768782370564,0.013180516118256219
4070,(주)에스에너지,95910,Dec-19,12272.01,10231.57,12037.2,8268.86,0.006869421460140232,0.008337322084972225
4071,(주)에스에스알,275630,Dec-18,,,6155.69,4619.97,0.007505202503699829,
4072,(주)에스에스알,275630,Dec-19,,,6598.12,5190.48,0.007866604426715489,
4073,(주)에스에이엠티,31330,Dec-11,32734.28,8317.62,32078.93,8317.62,0.0025928607967909156,0.0025409509541679245
4074,(주)에스에이엠티,31330,Dec-12,36481.27,9592.25,36572.35,9592.25,0.0026228147767370703,0.0026293629580329855
4075,(주)에스에이엠티,31330,Dec-13,37236.03,10043.67,71248.29,43277.12,0.006074127533446769,0.002697298825895242
4076,(주)에스에이엠티,31330,Dec-14,7977.39,9263.9,3336.85,9263.9,0.02776241065675712,0.011612695380318625
4077,(주)에스에이엠티,31330,Dec-15,54215.5,11573.01,47071.99,11573.01,0.0024585767459586903,0.0021346312401435016
4078,(주)에스에이엠티,31330,Dec-16,48833.11,11926.96,53059.18,11926.96,0.0022478598425380867,0.0024423920573561665
4079,(주)에스에이엠티,31330,Dec-17,59013.45,12806.27,48310.22,12806.27,0.0026508407537783932,0.0021700595372749773
4080,(주)에스에이엠티,31330,Dec-18,52399.53,13053.85,48095.21,13053.85,0.0027141684171874915,0.0024912150929598032
4081,(주)에스에이엠티,31330,Dec-19,53462.65,12090.45,49634.41,12090.45,0.0024359008196128454,0.0022614760024054176
4082,(주)에스에이티,60540,Dec-11,11127.36,8496.4,344.27,1460.77,0.04243094083132425,0.007635593707761769
4083,(주)에스에이티,60540,Dec-12,14756.89,6344.91,2755.56,937.58,0.0034025025766087477,0.0042996254630887675
4084,(주)에스에이티,60540,Dec-13,2148.66,4036.18,1771.06,1493.01,0.008430036249477715,0.018784637867321957
4085,(주)에스에이티,60540,Dec-14,7090.03,4175.96,8131.32,3914.37,0.004813941647850533,0.005889904556116123
4086,(주)에스에이티,60540,Dec-15,16975.61,6714.23,7661.21,4177.93,0.005453355279387982,0.003955221638574402
4087,(주)에스에이티,60540,Dec-16,19888.1,10406.85,8039.58,4211.51,0.005238470168839666,0.005232701967508209
4088,(주)에스에이티,60540,Dec-17,22111.89,9044.07,9055.95,4650.14,0.005134900258945776,0.004090138834807879
4089,(주)에스에이티,60540,Dec-18,29646.67,14406.64,10684.3,4732.14,0.0044290594610784054,0.004859446271706063
4090,(주)에스에이티,60540,Dec-19,37171.18,18621.12,12517.92,4777.56,0.0038165765558495343,0.005009558480521737
4091,(주)에스에프에이,56190,Dec-11,208851.96,93603.12,177459.36,78138.22,0.004403161377342959,0.004481792749275611
4092,(주)에스에프에이,56190,Dec-12,176151.82,83181.68,154710.38,67286.21,0.004349172305051542,0.004722158419935712
4093,(주)에스에프에이,56190,Dec-13,165469.0,84577.74,142072.24,66286.06,0.004665658822582089,0.005111394883633793
4094,(주)에스에프에이,56190,Dec-14,123060.17,67410.06,102203.88,51369.61,0.005026189808058168,0.005477813008059391
4095,(주)에스에프에이,56190,Dec-15,132498.34,75682.63,119472.02,60942.36,0.005100973432942709,0.005711968165035125
4096,(주)에스에프에이,56190,Dec-16,336897.33,148111.32,187682.99,77746.45,0.004142434538153937,0.004396334040403348
4097,(주)에스에프에이,56190,Dec-17,514788.03,163166.52,325173.52,81428.49,0.002504155012376162,0.003169586518940621
4098,(주)에스에프에이,56190,Dec-18,446220.96,161744.93,265596.64,81395.33,0.003064621977145494,0.0036247721308295335
4099,(주)에스에프에이,56190,Dec-19,424603.38,167354.47,282390.91,82767.64,0.0029309597819561547,0.003941430470949148
4100,(주)에스에프에이반도체,36540,Dec-11,127724.82,61358.01,100522.83,48767.4,0.00485137555319523,0.004803922213395956
4101,(주)에스에프에이반도체,36540,Dec-12,134536.62,64976.35,82869.59,51171.89,0.006174990126052271,0.004829640435444268
4102,(주)에스에프에이반도체,36540,Dec-13,97333.56,75018.79,64350.2,52163.76,0.008106231216064597,0.007707391982785793
4103,(주)에스에프에이반도체,36540,Dec-14,117535.43,63197.8,94798.77,47332.13,0.004992905498668389,0.005376914858779179
4104,(주)에스에프에이반도체,36540,Dec-15,25476.96,74820.01,-138212.86,54974.66,-0.0039775358096200315,0.0293677149864034
4105,(주)에스에프에이반도체,36540,Dec-16,132093.49,53782.47,82684.49,38966.38,0.004712658927931949,0.004071545842266716
4106,(주)에스에프에이반도체,36540,Dec-17,125646.36,48640.64,82488.89,34978.56,0.0042403964946067275,0.0038712335160365967
4107,(주)에스에프에이반도체,36540,Dec-18,120930.3,48922.35,84201.75,36155.78,0.004293946384724783,0.00404549976308667
4108,(주)에스에프에이반도체,36540,Dec-19,137815.89,53483.45,95176.93,39627.3,0.004163540471414659,0.003880789798621914
4109,(주)에스엘바이오닉스,214310,Dec-15,19540.53,8451.94,19544.51,8451.94,0.004324457354008876,0.004325338156129849
4110,(주)에스엘바이오닉스,214310,Dec-16,3746.65,10090.1,3627.38,9941.04,0.02740556544944285,0.026930991685906076
4111,(주)에스엘바이오닉스,214310,Dec-17,5010.98,10566.31,3975.84,9842.66,0.024756177310958187,0.021086314453460202
4112,(주)에스엘바이오닉스,214310,Dec-18,3613.3,8644.03,2714.48,8166.67,0.03008557808493708,0.023922812941078793
4113,(주)에스엘바이오닉스,214310,Dec-19,-8803.25,7537.96,-7583.82,7537.96,-0.00993952915549156,-0.008562701275097265
4114,(주)에스엠라이프디자인그룹,63440,Dec-11,,,4124.59,3338.18,0.008093362006890382,
4115,(주)에스엠라이프디자인그룹,63440,Dec-12,,,-210.35,3844.11,-0.18274827668172094,
4116,(주)에스엠라이프디자인그룹,63440,Dec-13,-671.64,4526.11,844.83,3719.78,0.044029923179811324,-0.06738892859269846
4117,(주)에스엠라이프디자인그룹,63440,Dec-14,1603.63,6111.3,-1544.45,3289.27,-0.02129735504548545,0.03810916483228675
4118,(주)에스엠라이프디자인그룹,63440,Dec-15,301.05,6316.74,-2674.87,3588.68,-0.013416278174266412,0.2098236173393124
4119,(주)에스엠라이프디자인그룹,63440,Dec-16,1930.02,4175.57,1809.12,4175.57,0.023080669054567966,0.02163485352483394
4120,(주)에스엠라이프디자인그룹,63440,Dec-17,8597.67,5600.51,7866.07,4878.77,0.0062022966996225564,0.006513985765910997
4121,(주)에스엠라이프디자인그룹,63440,Dec-18,4845.45,5549.73,4659.0,5271.58,0.01131483150890749,0.011453487292201962
4122,(주)에스엠라이프디자인그룹,63440,Dec-19,4656.76,5519.36,1897.94,4072.06,0.021455156643518762,0.011852360868930328
4123,(주)에스엠벡셀,10580,Dec-11,,,14443.81,12168.35,0.008424612342588279,
4124,(주)에스엠벡셀,10580,Dec-12,,,14367.74,13006.76,0.009052752903379377,
4125,(주)에스엠벡셀,10580,Dec-13,,,12798.84,11211.22,0.00875955946007607,
4126,(주)에스엠벡셀,10580,Dec-14,,,12463.83,9605.63,0.007706804409238572,
4127,(주)에스엠벡셀,10580,Dec-15,,,8692.83,7308.66,0.008407687715047919,
4128,(주)에스엠벡셀,10580,Dec-16,,,6337.19,7252.26,0.011443968067866041,
4129,(주)에스엠벡셀,10580,Dec-17,,,6106.58,6658.2,0.010903320680315331,
4130,(주)에스엠벡셀,10580,Dec-18,,,12508.63,6345.44,0.005072849704563969,
4131,(주)에스엠벡셀,10580,Dec-19,,,625.92,8103.76,0.12946958077709614,
4132,(주)에스엠엔터테인먼트,41510,Dec-11,50964.19,14959.13,37423.23,10977.29,0.0029332823489581204,0.0029352237325855663
4133,(주)에스엠엔터테인먼트,41510,Dec-12,90871.07,20772.48,67109.71,13001.2,0.001937305346722553,0.0022859288440204347
4134,(주)에스엠엔터테인먼트,41510,Dec-13,98380.34,31449.46,55363.18,14864.13,0.0026848403577973664,0.0031967220279986836
4135,(주)에스엠엔터테인먼트,41510,Dec-14,95255.76,38536.23,52969.21,18082.21,0.0034137209144708782,0.0040455537806847585
4136,(주)에스엠엔터테인먼트,41510,Dec-15,112275.68,48092.24,51254.89,23599.41,0.004604323606976817,0.004283406700364673
4137,(주)에스엠엔터테인먼트,41510,Dec-16,115410.84,50873.09,61492.66,25304.16,0.00411498868320219,0.0044079992832562346
4138,(주)에스엠엔터테인먼트,41510,Dec-17,131101.44,68770.23,58714.0,32941.92,0.0056105732874612525,0.005245573961659002
4139,(주)에스엠엔터테인먼트,41510,Dec-18,193454.0,92692.75,80857.22,32218.31,0.003984592841554533,0.0047914620529945105
4140,(주)에스엠엔터테인먼트,41510,Dec-19,194284.81,107170.23,73944.89,34590.09,0.004677820198258459,0.005516140453800789
4141,(주)에스엠컬처앤콘텐츠,48550,Dec-11,11223.98,8209.11,7825.4,6115.68,0.007815165997904262,0.00731390291144496
4142,(주)에스엠컬처앤콘텐츠,48550,Dec-12,-3367.32,8347.89,-2408.03,7084.06,-0.029418487311204593,-0.024790901963579342
4143,(주)에스엠컬처앤콘텐츠,48550,Dec-13,21410.72,11257.93,19185.23,9877.6,0.005148543958034384,0.005258080998677298
4144,(주)에스엠컬처앤콘텐츠,48550,Dec-14,20143.28,14931.23,14870.51,14184.88,0.009538933096443901,0.00741251176571045
4145,(주)에스엠컬처앤콘텐츠,48550,Dec-15,25385.66,15655.7,22700.92,15273.73,0.006728242732012623,0.006167143182410857
4146,(주)에스엠컬처앤콘텐츠,48550,Dec-16,32151.27,14074.65,28849.85,13429.46,0.004654949679114449,0.0043776342272016005
4147,(주)에스엠컬처앤콘텐츠,48550,Dec-17,17260.91,21894.03,3216.91,12971.78,0.040323726806158706,0.012684169027009584
4148,(주)에스엠컬처앤콘텐츠,48550,Dec-18,44060.2,39770.43,43635.7,39480.03,0.009047644474593051,0.00902638435594936
4149,(주)에스엠컬처앤콘텐츠,48550,Dec-19,55759.31,41572.48,54592.26,41214.08,0.007549436495210127,0.007455702016398697
4150,(주)에스엠코어,7820,Dec-11,16157.75,7531.85,14902.79,6547.76,0.004393647095610956,0.004661447293094645
4151,(주)에스엠코어,7820,Dec-12,15495.61,7845.24,14122.08,6733.51,0.004768072408597034,0.00506287909930619
4152,(주)에스엠코어,7820,Dec-13,16579.0,9936.98,14809.43,8795.3,0.005938986172999231,0.00599371494058749
4153,(주)에스엠코어,7820,Dec-14,19199.38,10083.01,17860.02,8801.54,0.0049280683896210644,0.005251737295683507
4154,(주)에스엠코어,7820,Dec-15,16200.22,11036.76,14705.14,9721.61,0.006611028524719929,0.006812722296363876
4155,(주)에스엠코어,7820,Dec-16,15.04,11711.52,-1406.09,9657.71,-0.06868486370004764,7.786914893617022
4156,(주)에스엠코어,7820,Dec-17,12897.54,13085.56,10742.39,11527.8,0.010731131526596967,0.01014577973784148
4157,(주)에스엠코어,7820,Dec-18,17586.56,15059.38,17804.52,13806.01,0.00775421634506294,0.008563004931038246
4158,(주)에스엠코어,7820,Dec-19,26375.3,18160.63,26198.16,18110.8,0.0069130045774207045,0.006885468601305009
4159,(주)에스원,12750,Dec-11,590312.3,361036.4,518173.82,311256.93,0.006006805399778784,0.006116023670860322
4160,(주)에스원,12750,Dec-12,614776.5,389141.42,529060.93,327420.26,0.006188706090997874,0.006329803107308103
4161,(주)에스원,12750,Dec-13,667674.8,449611.83,561714.84,365903.45,0.006514042783701424,0.006733994303813772
4162,(주)에스원,12750,Dec-14,855102.67,558863.09,735752.19,459812.2,0.006249552583730672,0.006535625599204362
4163,(주)에스원,12750,Dec-15,875995.6,571876.71,878269.49,484742.76,0.005519294083641685,0.0065283057357822345
4164,(주)에스원,12750,Dec-16,919260.61,589986.4,815042.34,489360.89,0.006004116178798761,0.006418053744302174
4165,(주)에스원,12750,Dec-17,961752.27,626333.08,841154.78,508875.55,0.006049725473830155,0.006512415925984765
4166,(주)에스원,12750,Dec-18,998838.03,662371.93,860860.78,531727.2,0.006176692124364174,0.006631424816694255
4167,(주)에스원,12750,Dec-19,1069746.52,721001.12,912766.18,572029.32,0.006266986360077451,0.006739924893609376
4168,(주)에스제이그룹,306040,Dec-19,28664.63,9794.1,26296.35,8819.33,0.003353822868953296,0.0034167892625859815
4169,(주)에스제이엠,123700,Dec-11,64340.17,31492.89,40735.33,22531.06,0.00553108566936858,0.0048947477135978966
4170,(주)에스제이엠,123700,Dec-12,62116.07,32822.51,38287.89,24191.85,0.006318407726307195,0.005284060952342929
4171,(주)에스제이엠,123700,Dec-13,66120.95,38783.62,29945.4,28014.82,0.00935529997929565,0.0058655569830742
4172,(주)에스제이엠,123700,Dec-14,66739.58,39533.69,27616.25,27488.74,0.009953827909292537,0.005923574886147021
4173,(주)에스제이엠,123700,Dec-15,75764.17,39396.78,32548.17,29528.49,0.009072242771252579,0.005199922337960014
4174,(주)에스제이엠,123700,Dec-16,71517.0,46800.47,36943.73,31771.17,0.008599881495452677,0.006543964372107331
4175,(주)에스제이엠,123700,Dec-17,60737.86,48056.88,30845.74,32269.02,0.010461418659432389,0.007912178664180793
4176,(주)에스제이엠,123700,Dec-18,61847.04,48834.03,28467.68,31990.45,0.011237462975556842,0.007895936491059232
4177,(주)에스제이엠,123700,Dec-19,68058.24,49005.84,29462.63,31988.3,0.01085724526289744,0.007200574096538493
4178,(주)에스제이엠홀딩스,25530,Dec-11,65232.52,32206.82,6789.49,105.1,0.00015479807761702277,0.0049372337600938915
4179,(주)에스제이엠홀딩스,25530,Dec-12,62933.87,33972.04,1657.66,420.2,0.00253489859199112,0.005398053544140858
4180,(주)에스제이엠홀딩스,25530,Dec-13,63377.32,37300.74,25.96,771.87,0.29733050847457626,0.005885502889677254
4181,(주)에스제이엠홀딩스,25530,Dec-14,66070.88,38484.0,8132.63,696.85,0.0008568568839354551,0.0058246537657739685
4182,(주)에스제이엠홀딩스,25530,Dec-15,75440.06,39216.48,11306.33,693.52,0.0006133909058023249,0.005198362779669051
4183,(주)에스제이엠홀딩스,25530,Dec-16,68435.23,44115.13,6851.36,1042.64,0.0015218000513766612,0.00644626020837513
4184,(주)에스제이엠홀딩스,25530,Dec-17,77181.38,47406.15,20118.58,961.55,0.0004779412861146263,0.006142174446738319
4185,(주)에스제이엠홀딩스,25530,Dec-18,63223.61,48286.36,4490.97,1000.09,0.0022268908498609434,0.007637393688845038
4186,(주)에스제이엠홀딩스,25530,Dec-19,68108.99,47998.69,5618.03,1104.76,0.001966454433315593,0.007047335454541316
4187,(주)에스지글로벌,1380,Dec-11,11045.44,9080.47,10525.04,6318.63,0.006003426115245168,0.008221012472115189
4188,(주)에스지글로벌,1380,Dec-12,4243.59,10496.7,1364.75,7674.78,0.056235794101483785,0.02473542448728553
4189,(주)에스지글로벌,1380,Dec-13,18703.75,12083.63,14143.12,8508.9,0.006016282121625214,0.006460538662033014
4190,(주)에스지글로벌,1380,Dec-14,15709.3,13336.58,10220.83,9228.77,0.009029374326742544,0.008489608066559299
4191,(주)에스지글로벌,1380,Dec-15,6056.66,8809.07,4306.32,4907.08,0.011395065856694347,0.014544435381877139
4192,(주)에스지글로벌,1380,Dec-16,14774.99,8449.55,13471.17,4721.39,0.0035048106437673937,0.005718819437441243
4193,(주)에스지글로벌,1380,Dec-17,17646.42,10728.49,13722.31,5323.1,0.0038791573721917087,0.0060796977517252795
4194,(주)에스지글로벌,1380,Dec-18,19711.32,11918.4,11285.22,6050.28,0.0053612424037812285,0.006046474817516026
4195,(주)에스지글로벌,1380,Dec-19,15037.35,11204.89,12065.49,5328.41,0.004416240036666559,0.007451372748522845
4196,(주)에스지세계물산,4060,Dec-11,26841.94,20894.29,19227.83,12518.57,0.006510651487973421,0.0077841951811232725
4197,(주)에스지세계물산,4060,Dec-12,29847.56,24280.48,20179.01,13316.35,0.006599109668908436,0.008134829111659378
4198,(주)에스지세계물산,4060,Dec-13,26914.26,28127.29,10215.97,13935.24,0.01364064303242864,0.01045070159833486
4199,(주)에스지세계물산,4060,Dec-14,24755.47,29967.35,2402.34,14081.94,0.05861759784210395,0.012105344798543513
4200,(주)에스지세계물산,4060,Dec-15,35316.85,30782.55,16878.3,12975.5,0.007687681816296665,0.008716108599719398
4201,(주)에스지세계물산,4060,Dec-16,37175.35,38366.37,11141.91,13945.72,0.012516453642149325,0.01032037896078988
4202,(주)에스지세계물산,4060,Dec-17,44414.21,47579.43,7749.51,13878.94,0.017909442016333935,0.010712659304308238
4203,(주)에스지세계물산,4060,Dec-18,62326.22,55193.53,21457.9,17405.16,0.00811130632540929,0.008855587584166021
4204,(주)에스지세계물산,4060,Dec-19,70108.53,52501.79,35970.85,16607.82,0.004617021838516465,0.007488645104953706
4205,(주)에스지엔지,40610,Dec-11,113645.21,59520.61,4784.99,2194.5,0.004586216481121173,0.005237405958420949
4206,(주)에스지엔지,40610,Dec-12,109325.4,63419.85,6883.93,2834.48,0.00411753170064193,0.005801016964035805
4207,(주)에스지엔지,40610,Dec-13,135744.73,70566.1,8615.06,3612.89,0.004193691048001987,0.00519844122125404
4208,(주)에스지엔지,40610,Dec-14,128241.02,69821.9,9735.73,4592.67,0.004717335012371954,0.005444583956053998
4209,(주)에스지엔지,40610,Dec-15,113356.07,69259.11,10874.86,4788.94,0.004403679679554495,0.0061098721929932825
4210,(주)에스지엔지,40610,Dec-16,144404.69,93256.16,8644.81,4840.44,0.005599243939427239,0.006457973075528226
4211,(주)에스지엔지,40610,Dec-17,136486.74,108843.98,8727.57,5288.08,0.006059051946876393,0.007974692633145168
4212,(주)에스지엔지,40610,Dec-18,142777.81,118332.35,2839.02,5391.63,0.018991165965720567,0.008287867001181767
4213,(주)에스지엔지,40610,Dec-19,143626.52,105194.85,9170.18,5438.71,0.005930865042998066,0.0073241940276767845
4214,(주)에스코넥,96630,Dec-11,26004.02,15576.49,13078.25,6526.64,0.00499045361573605,0.005990031541277079
4215,(주)에스코넥,96630,Dec-12,28982.64,18464.22,15270.59,7487.89,0.004903471313158169,0.006370786098160831
4216,(주)에스코넥,96630,Dec-13,46693.57,27408.08,24530.76,9360.15,0.0038156787641312373,0.0058697760740932855
4217,(주)에스코넥,96630,Dec-14,43358.5,23586.77,24603.6,9878.35,0.004015001869645093,0.005439941418637638
4218,(주)에스코넥,96630,Dec-15,55364.14,37149.01,27167.1,12596.82,0.004636792296564595,0.006709940766712895
4219,(주)에스코넥,96630,Dec-16,70354.65,42568.51,27984.68,13757.17,0.004915964734990716,0.0060505609792671855
4220,(주)에스코넥,96630,Dec-17,77684.81,42691.81,23016.67,13224.57,0.005745648697226836,0.005495515790023815
4221,(주)에스코넥,96630,Dec-18,71422.72,43372.6,8989.87,10579.77,0.01176854615250276,0.006072661472427821
4222,(주)에스코넥,96630,Dec-19,37959.68,35308.51,7611.07,8904.32,0.01169916976193886,0.00930158262661856
4223,(주)에스텍파마,41910,Dec-11,,,18558.26,4606.45,0.0024821561935224534,
4224,(주)에스텍파마,41910,Dec-12,,,21400.72,5718.37,0.0026720456134186137,
4225,(주)에스텍파마,41910,Dec-13,15814.37,6092.18,15785.49,6061.65,0.003840013835490694,0.003852306478222022
4226,(주)에스텍파마,41910,Dec-14,20882.96,5749.39,20840.27,5749.39,0.002758788633736511,0.0027531489788803886
4227,(주)에스텍파마,41910,Dec-15,10148.29,6862.62,10415.3,6862.62,0.006588979674133247,0.006762341241726438
4228,(주)에스텍파마,41910,Dec-16,16408.27,7279.04,15216.89,7279.04,0.004783526725894713,0.0044362019883875635
4229,(주)에스텍파마,41910,Dec-17,13049.78,7568.76,13160.49,7568.76,0.005751123248450476,0.005799913868279772
4230,(주)에스텍파마,41910,Dec-18,19788.59,9264.42,19723.43,9264.42,0.004697164742643647,0.004681697887520031
4231,(주)에스텍파마,41910,Dec-19,32350.24,11051.76,32037.01,11051.76,0.0034496852234337724,0.003416283774092557
4232,(주)에스티아이,39440,Dec-11,22084.87,11103.75,21745.8,11103.75,0.0051061584305934936,0.0050277633511087005
4233,(주)에스티아이,39440,Dec-12,19092.16,13366.38,16649.24,11122.98,0.006680773416684484,0.007000978412081189
4234,(주)에스티아이,39440,Dec-13,20621.71,14952.94,18126.6,12657.34,0.006982743592289785,0.007251066958074767
4235,(주)에스티아이,39440,Dec-14,23654.34,16161.46,19629.34,12944.25,0.006594337863626592,0.006832344508449612
4236,(주)에스티아이,39440,Dec-15,33226.0,18933.97,28411.12,15076.8,0.005306654577503456,0.005698540299765244
4237,(주)에스티아이,39440,Dec-16,45462.0,21711.75,38708.38,17271.93,0.004462064803538666,0.0047758017685099645
4238,(주)에스티아이,39440,Dec-17,63094.59,27533.56,53775.66,21142.04,0.003931525898519888,0.004363854333628288
4239,(주)에스티아이,39440,Dec-18,60583.52,32577.32,51336.04,23673.75,0.004611526327313131,0.005377257709687387
4240,(주)에스티아이,39440,Dec-19,69457.53,36680.27,54348.32,24666.04,0.004538510114020084,0.0052809637774334905
4241,(주)에스티오,98660,Dec-11,16991.54,7215.8,17589.47,6555.73,0.0037270764838281084,0.004246701593851999
4242,(주)에스티오,98660,Dec-12,16345.69,7917.01,16321.59,6694.41,0.00410156731053776,0.004843484735119778
4243,(주)에스티오,98660,Dec-13,7693.46,8313.47,10020.96,7036.93,0.007022211444811676,0.010805892277336854
4244,(주)에스티오,98660,Dec-14,13146.71,8647.22,11950.19,7593.82,0.0063545600530200775,0.006577478319670853
4245,(주)에스티오,98660,Dec-15,17722.45,9032.46,16352.9,7907.48,0.004835521528291618,0.0050966203882646015
4246,(주)에스티오,98660,Dec-16,17482.99,9587.67,16148.62,8389.42,0.005195131224835311,0.005483999018474528
4247,(주)에스티오,98660,Dec-17,12684.36,9029.63,11645.87,8075.05,0.006933831478455453,0.007118711547133635
4248,(주)에스티오,98660,Dec-18,10563.51,8526.91,9588.18,7638.19,0.00796625636982201,0.008072042341986706
4249,(주)에스티오,98660,Dec-19,16769.76,7806.36,15372.89,6887.38,0.004480211593265808,0.004655021896556659
4250,(주)에스티큐브,52020,Dec-11,-1797.53,2190.08,-2015.54,1552.33,-0.00770180695992141,-0.012183830033434769
4251,(주)에스티큐브,52020,Dec-12,1580.09,2385.75,2981.9,1972.69,0.0066155471343774105,0.01509882348473821
4252,(주)에스티큐브,52020,Dec-13,-5946.29,2999.38,-9071.74,2592.33,-0.002857588511134578,-0.005044119947059427
4253,(주)에스티큐브,52020,Dec-14,-6443.4,2697.65,-7018.4,2345.06,-0.003341302861050952,-0.004186687152745445
4254,(주)에스티큐브,52020,Dec-15,-3346.48,1812.48,-2675.7,1699.33,-0.006350973577007885,-0.005416078984485191
4255,(주)에스티큐브,52020,Dec-16,-1887.21,3069.2,-3809.25,45.95,-0.0001206274200958194,-0.016263160962479
4256,(주)에스티큐브,52020,Dec-17,-12538.92,3154.53,-8119.34,2306.4,-0.00284062497690699,-0.002515790833660315
4257,(주)에스티큐브,52020,Dec-18,-5127.3,3130.26,-5401.19,2305.03,-0.004267633614073936,-0.0061050845474226205
4258,(주)에스티큐브,52020,Dec-19,-3649.19,3710.29,-11355.14,2836.05,-0.002497591399137307,-0.010167434416952803
4259,(주)에스폴리텍,50760,Dec-11,16447.06,6566.86,12997.35,5414.58,0.004165910743343835,0.003992725751593293
