,회사명,거래소코드,회계년도,매출액(IFRS연결),매입채무(IFRS연결),매출액(IFRS개별),매입채무(IFRS개별),매입채무회전율(개별),매입채무회전율(연결)
199,(주)고영테크놀러지,98460,Dec-11,86130810.0,8131221.0,80200892.0,6712506.0,11.94798067964483,10.59260472689157
200,(주)고영테크놀러지,98460,Dec-12,107841666.0,7066055.0,100791139.0,6921841.0,14.561319596910707,15.261934134393236
201,(주)고영테크놀러지,98460,Dec-13,111902729.0,10669475.0,103933681.0,9720309.0,10.692425621448866,10.488119518533011
202,(주)고영테크놀러지,98460,Dec-14,142840131.0,8710906.0,135531589.0,8064380.0,16.806200724668233,16.397850120297477
203,(주)고영테크놀러지,98460,Dec-15,145904431.0,10193418.0,138554625.0,8691822.0,15.940803320638642,14.313592457407319
204,(주)고영테크놀러지,98460,Dec-16,171793841.0,13904087.0,153254768.0,11628501.0,13.179236773510189,12.35563622408289
205,(주)고영테크놀러지,98460,Dec-17,203368626.0,16233234.0,188934907.0,14022036.0,13.47414220017692,12.527918096911558
206,(주)고영테크놀러지,98460,Dec-18,238208865.0,15677316.0,219818022.0,14095316.0,15.595111312155044,15.194492794557435
207,(주)고영테크놀러지,98460,Dec-19,222057035.0,13515704.0,209480760.0,11824330.0,17.71607862771083,16.429557424459723
208,(주)골드앤에스,35290,Dec-11,47522791.0,1050496.0,47522791.0,1050496.0,45.23843117917631,45.23843117917631
209,(주)골드앤에스,35290,Dec-12,43889087.0,608923.0,43889087.0,608923.0,72.0765794689969,72.0765794689969
210,(주)골드앤에스,35290,Dec-13,39548810.0,1180068.0,36607591.0,1164614.0,31.433239682847706,33.51400936217235
211,(주)골드앤에스,35290,Dec-14,31287203.0,872982.0,29428881.0,828614.0,35.51579022319198,35.839459461936215
212,(주)골드앤에스,35290,Dec-15,22197935.0,706904.0,22197935.0,706904.0,31.401625963355702,31.401625963355702
213,(주)골드앤에스,35290,Dec-16,15893494.0,247758.0,15893494.0,247758.0,64.14926662307575,64.14926662307575
214,(주)골드앤에스,35290,Dec-17,12802035.0,218963.0,12802035.0,218963.0,58.466658750565166,58.466658750565166
215,(주)골드앤에스,35290,Dec-18,8680452.0,89720.0,8680452.0,89720.0,96.75046812304949,96.75046812304949
216,(주)골드앤에스,35290,Dec-19,7642733.0,111463.0,7642733.0,111463.0,68.56744390515239,68.56744390515239
217,(주)골드퍼시픽,38530,Dec-11,,,11236925.0,0.0,0.0,
218,(주)골드퍼시픽,38530,Dec-12,,,10491048.0,360536.0,29.0984756029911,
219,(주)골드퍼시픽,38530,Dec-13,7167832.0,0.0,6488691.0,0.0,0.0,0.0
220,(주)골드퍼시픽,38530,Dec-14,16486257.0,0.0,4855121.0,0.0,0.0,0.0
221,(주)골드퍼시픽,38530,Dec-15,18635305.0,0.0,6121489.0,235874.0,25.9523686374929,0.0
222,(주)골드퍼시픽,38530,Dec-16,,,9588100.0,0.0,0.0,
223,(주)골드퍼시픽,38530,Dec-17,,,5031439.0,631826.0,7.9633300940448795,
224,(주)골드퍼시픽,38530,Dec-18,5708281.0,135512.0,5580994.0,105811.0,52.74493200139872,42.123804533915816
225,(주)골드퍼시픽,38530,Dec-19,,,11323125.0,1568859.0,7.217426805085735,
226,(주)골프존,215000,Dec-15,201560389.0,4808035.0,184085342.0,2629604.0,70.00496728785019,41.92157274229493
227,(주)골프존,215000,Dec-16,216964342.0,4557221.0,196864993.0,2581843.0,76.24979249319188,47.60891385342076
228,(주)골프존,215000,Dec-17,200105321.0,4469536.0,171859065.0,3390826.0,50.68353993982587,44.770938415083805
229,(주)골프존,215000,Dec-18,198705194.0,4279575.0,191571105.0,4098802.0,46.738316464176606,46.43105775690343
230,(주)골프존,215000,Dec-19,247018099.0,3056162.0,239051647.0,2799499.0,85.39086708014541,80.82624514014637
231,(주)골프존뉴딘홀딩스,121440,Dec-11,215793737.0,5148042.0,209788389.0,4597262.0,45.63333327532779,41.9176333448717
232,(주)골프존뉴딘홀딩스,121440,Dec-12,289629366.0,6832838.0,276341690.0,6329293.0,43.66075168269189,42.38785787106324
233,(주)골프존뉴딘홀딩스,121440,Dec-13,365126358.0,10012375.0,340005073.0,9273972.0,36.66229238130113,36.46750725976604
234,(주)골프존뉴딘홀딩스,121440,Dec-14,429589619.0,8638556.0,387066126.0,6628808.0,58.39151262187712,49.7293319624252
