,회사명,거래소코드,회계년도,이자보상배율,count,부실기업
4102,(주)에스아이리소스,65420,16-Dec,-7.28,0.0,
4103,(주)에스아이리소스,65420,17-Dec,2.5,1.0,
4104,(주)에스아이리소스,65420,18-Dec,-0.12,0.0,
4105,(주)에스아이리소스,65420,19-Dec,1.83,1.0,
4106,(주)에스앤더블류,103230,11-Dec,0.91,0.0,
4107,(주)에스앤더블류,103230,12-Dec,0.44,1.0,1.0
4108,(주)에스앤더블류,103230,13-Dec,-1.62,2.0,1.0
4109,(주)에스앤더블류,103230,14-Dec,0.83,3.0,1.0
4110,(주)에스앤더블류,103230,15-Dec,2.42,4.0,
4111,(주)에스앤더블류,103230,16-Dec,0.0,0.0,0.0
4112,(주)에스앤더블류,103230,17-Dec,0.0,0.0,0.0
4113,(주)에스앤더블류,103230,18-Dec,0.0,0.0,0.0
4114,(주)에스앤더블류,103230,19-Dec,-114.5,0.0,
4115,(주)에스앤에스텍,101490,11-Dec,3.47,0.0,
4116,(주)에스앤에스텍,101490,12-Dec,-0.22,0.0,
4117,(주)에스앤에스텍,101490,13-Dec,-0.6,1.0,1.0
4118,(주)에스앤에스텍,101490,14-Dec,5.79,2.0,
4119,(주)에스앤에스텍,101490,15-Dec,13.33,0.0,
4120,(주)에스앤에스텍,101490,16-Dec,12.9,0.0,
4121,(주)에스앤에스텍,101490,17-Dec,6.84,0.0,
4122,(주)에스앤에스텍,101490,18-Dec,6.69,0.0,
4123,(주)에스앤에스텍,101490,19-Dec,14.6,0.0,
4124,(주)에스에너지,95910,11-Dec,1.06,0.0,
4125,(주)에스에너지,95910,12-Dec,11.5,0.0,
4126,(주)에스에너지,95910,13-Dec,5.03,0.0,
4127,(주)에스에너지,95910,14-Dec,2.85,0.0,
4128,(주)에스에너지,95910,15-Dec,1.88,0.0,
4129,(주)에스에너지,95910,16-Dec,1.44,0.0,
4130,(주)에스에너지,95910,17-Dec,1.73,0.0,
4131,(주)에스에너지,95910,18-Dec,-0.37,0.0,
4132,(주)에스에너지,95910,19-Dec,0.35,1.0,1.0
4133,(주)에스에스알,275630,18-Dec,13.33,0.0,
4134,(주)에스에스알,275630,19-Dec,27.34,0.0,
4135,(주)에스에이엠티,31330,11-Dec,3.37,0.0,
4136,(주)에스에이엠티,31330,12-Dec,3.69,0.0,
4137,(주)에스에이엠티,31330,13-Dec,3.75,0.0,
4138,(주)에스에이엠티,31330,14-Dec,-0.61,0.0,
4139,(주)에스에이엠티,31330,15-Dec,6.52,1.0,
4140,(주)에스에이엠티,31330,16-Dec,7.29,0.0,
4141,(주)에스에이엠티,31330,17-Dec,11.53,0.0,
4142,(주)에스에이엠티,31330,18-Dec,13.01,0.0,
4143,(주)에스에이엠티,31330,19-Dec,14.78,0.0,
4144,(주)에스에이티,60540,11-Dec,1.07,0.0,
4145,(주)에스에이티,60540,12-Dec,-1.3,0.0,
4146,(주)에스에이티,60540,13-Dec,-5.18,1.0,1.0
4147,(주)에스에이티,60540,14-Dec,4.33,2.0,
4148,(주)에스에이티,60540,15-Dec,5.67,0.0,
4149,(주)에스에이티,60540,16-Dec,16.03,0.0,
4150,(주)에스에이티,60540,17-Dec,34.01,0.0,
4151,(주)에스에이티,60540,18-Dec,9.35,0.0,
4152,(주)에스에이티,60540,19-Dec,11.61,0.0,
4153,(주)에스에프에이,56190,11-Dec,758.19,0.0,
4154,(주)에스에프에이,56190,12-Dec,1488.53,0.0,
4155,(주)에스에프에이,56190,13-Dec,0.0,0.0,0.0
4156,(주)에스에프에이,56190,14-Dec,534.57,0.0,
4157,(주)에스에프에이,56190,15-Dec,189.29,0.0,
4158,(주)에스에프에이,56190,16-Dec,11.04,0.0,
4159,(주)에스에프에이,56190,17-Dec,21.34,0.0,
4160,(주)에스에프에이,56190,18-Dec,22.83,0.0,
4161,(주)에스에프에이,56190,19-Dec,21.56,0.0,
4162,(주)에스에프에이반도체,36540,11-Dec,1.65,0.0,
4163,(주)에스에프에이반도체,36540,12-Dec,1.16,0.0,
4164,(주)에스에프에이반도체,36540,13-Dec,-0.44,0.0,
4165,(주)에스에프에이반도체,36540,14-Dec,1.6,1.0,
4166,(주)에스에프에이반도체,36540,15-Dec,0.29,0.0,
4167,(주)에스에프에이반도체,36540,16-Dec,1.17,1.0,
4168,(주)에스에프에이반도체,36540,17-Dec,2.25,0.0,
4169,(주)에스에프에이반도체,36540,18-Dec,3.28,0.0,
4170,(주)에스에프에이반도체,36540,19-Dec,3.93,0.0,
4171,(주)에스엘바이오닉스,214310,15-Dec,25.56,0.0,
4172,(주)에스엘바이오닉스,214310,16-Dec,-12.56,0.0,
4173,(주)에스엘바이오닉스,214310,17-Dec,-0.02,1.0,1.0
4174,(주)에스엘바이오닉스,214310,18-Dec,-1.5,2.0,1.0
4175,(주)에스엘바이오닉스,214310,19-Dec,-1.32,3.0,1.0
4176,(주)에스엠라이프디자인그룹,63440,11-Dec,5.68,0.0,
4177,(주)에스엠라이프디자인그룹,63440,12-Dec,-11.02,0.0,
4178,(주)에스엠라이프디자인그룹,63440,13-Dec,-5.41,1.0,1.0
4179,(주)에스엠라이프디자인그룹,63440,14-Dec,-6.31,2.0,1.0
4180,(주)에스엠라이프디자인그룹,63440,15-Dec,-26.08,3.0,1.0
4181,(주)에스엠라이프디자인그룹,63440,16-Dec,-23.13,4.0,1.0
4182,(주)에스엠라이프디자인그룹,63440,17-Dec,292.41,5.0,
4183,(주)에스엠라이프디자인그룹,63440,18-Dec,-450.58,0.0,
4184,(주)에스엠라이프디자인그룹,63440,19-Dec,2.94,1.0,
4185,(주)에스엠벡셀,10580,11-Dec,-0.11,0.0,
4186,(주)에스엠벡셀,10580,12-Dec,-4.4,1.0,1.0
4187,(주)에스엠벡셀,10580,13-Dec,-1.72,2.0,1.0
4188,(주)에스엠벡셀,10580,14-Dec,-0.54,3.0,1.0
4189,(주)에스엠벡셀,10580,15-Dec,0.06,4.0,1.0
4190,(주)에스엠벡셀,10580,16-Dec,-3.07,5.0,1.0
4191,(주)에스엠벡셀,10580,17-Dec,-1.54,6.0,1.0
4192,(주)에스엠벡셀,10580,18-Dec,3.24,7.0,
4193,(주)에스엠벡셀,10580,19-Dec,-5.81,0.0,
4194,(주)에스엠엔터테인먼트,41510,11-Dec,18.32,0.0,
4195,(주)에스엠엔터테인먼트,41510,12-Dec,35.37,0.0,
4196,(주)에스엠엔터테인먼트,41510,13-Dec,27.54,0.0,
4197,(주)에스엠엔터테인먼트,41510,14-Dec,46.66,0.0,
4198,(주)에스엠엔터테인먼트,41510,15-Dec,34.47,0.0,
4199,(주)에스엠엔터테인먼트,41510,16-Dec,12.11,0.0,
4200,(주)에스엠엔터테인먼트,41510,17-Dec,9.05,0.0,
4201,(주)에스엠엔터테인먼트,41510,18-Dec,18.65,0.0,
4202,(주)에스엠엔터테인먼트,41510,19-Dec,10.41,0.0,
4203,(주)에스엠컬처앤콘텐츠,48550,11-Dec,2.4,0.0,
4204,(주)에스엠컬처앤콘텐츠,48550,12-Dec,-23.05,0.0,
4205,(주)에스엠컬처앤콘텐츠,48550,13-Dec,-1.38,1.0,1.0
4206,(주)에스엠컬처앤콘텐츠,48550,14-Dec,-12.2,2.0,1.0
4207,(주)에스엠컬처앤콘텐츠,48550,15-Dec,-16.19,3.0,1.0
4208,(주)에스엠컬처앤콘텐츠,48550,16-Dec,17.55,4.0,
4209,(주)에스엠컬처앤콘텐츠,48550,17-Dec,-96.92,0.0,
4210,(주)에스엠컬처앤콘텐츠,48550,18-Dec,-3.25,1.0,1.0
4211,(주)에스엠컬처앤콘텐츠,48550,19-Dec,3.88,2.0,
4212,(주)에스엠코어,7820,11-Dec,87.96,0.0,
4213,(주)에스엠코어,7820,12-Dec,63.59,0.0,
4214,(주)에스엠코어,7820,13-Dec,59.03,0.0,
4215,(주)에스엠코어,7820,14-Dec,67.86,0.0,
4216,(주)에스엠코어,7820,15-Dec,31.52,0.0,
4217,(주)에스엠코어,7820,16-Dec,-927.79,0.0,
4218,(주)에스엠코어,7820,17-Dec,17.01,1.0,
4219,(주)에스엠코어,7820,18-Dec,982.63,0.0,
4220,(주)에스엠코어,7820,19-Dec,135.67,0.0,
4221,(주)에스원,12750,11-Dec,0.0,0.0,0.0
4222,(주)에스원,12750,12-Dec,0.0,0.0,0.0
4223,(주)에스원,12750,13-Dec,0.0,0.0,0.0
4224,(주)에스원,12750,14-Dec,17.05,0.0,
4225,(주)에스원,12750,15-Dec,69.6,0.0,
4226,(주)에스원,12750,16-Dec,0.0,0.0,0.0
4227,(주)에스원,12750,17-Dec,0.0,0.0,0.0
4228,(주)에스원,12750,18-Dec,0.0,0.0,0.0
4229,(주)에스원,12750,19-Dec,283.46,0.0,
4230,(주)에스제이그룹,306040,19-Dec,40.33,0.0,
4231,(주)에스제이엠,123700,11-Dec,24.14,0.0,
4232,(주)에스제이엠,123700,12-Dec,49.95,0.0,
4233,(주)에스제이엠,123700,13-Dec,113.92,0.0,
4234,(주)에스제이엠,123700,14-Dec,333.64,0.0,
4235,(주)에스제이엠,123700,15-Dec,363.71,0.0,
4236,(주)에스제이엠,123700,16-Dec,0.0,0.0,0.0
4237,(주)에스제이엠,123700,17-Dec,697.99,0.0,
4238,(주)에스제이엠,123700,18-Dec,364.27,0.0,
4239,(주)에스제이엠,123700,19-Dec,14.32,0.0,
4240,(주)에스제이엠홀딩스,25530,11-Dec,27.4,0.0,
4241,(주)에스제이엠홀딩스,25530,12-Dec,45.58,0.0,
4242,(주)에스제이엠홀딩스,25530,13-Dec,90.46,0.0,
4243,(주)에스제이엠홀딩스,25530,14-Dec,193.93,0.0,
4244,(주)에스제이엠홀딩스,25530,15-Dec,124.5,0.0,
4245,(주)에스제이엠홀딩스,25530,16-Dec,54.94,0.0,
4246,(주)에스제이엠홀딩스,25530,17-Dec,31.28,0.0,
4247,(주)에스제이엠홀딩스,25530,18-Dec,5.72,0.0,
4248,(주)에스제이엠홀딩스,25530,19-Dec,8.39,0.0,
4249,(주)에스지글로벌,1380,11-Dec,1.0,0.0,
4250,(주)에스지글로벌,1380,12-Dec,-3.59,0.0,
4251,(주)에스지글로벌,1380,13-Dec,4.14,1.0,
4252,(주)에스지글로벌,1380,14-Dec,0.51,0.0,
4253,(주)에스지글로벌,1380,15-Dec,-2.56,1.0,1.0
4254,(주)에스지글로벌,1380,16-Dec,1.98,2.0,
4255,(주)에스지글로벌,1380,17-Dec,-0.99,0.0,
4256,(주)에스지글로벌,1380,18-Dec,3.03,1.0,
4257,(주)에스지글로벌,1380,19-Dec,2.13,0.0,
4258,(주)에스지세계물산,4060,11-Dec,4.4,0.0,
4259,(주)에스지세계물산,4060,12-Dec,0.29,0.0,
4260,(주)에스지세계물산,4060,13-Dec,-5.63,1.0,1.0
4261,(주)에스지세계물산,4060,14-Dec,-14.52,2.0,1.0
4262,(주)에스지세계물산,4060,15-Dec,7.18,3.0,
4263,(주)에스지세계물산,4060,16-Dec,1.83,0.0,
4264,(주)에스지세계물산,4060,17-Dec,-4.57,0.0,
4265,(주)에스지세계물산,4060,18-Dec,1.26,1.0,
4266,(주)에스지세계물산,4060,19-Dec,0.22,0.0,
4267,(주)에스지엔지,40610,11-Dec,4.66,0.0,
4268,(주)에스지엔지,40610,12-Dec,3.07,0.0,
4269,(주)에스지엔지,40610,13-Dec,4.79,0.0,
4270,(주)에스지엔지,40610,14-Dec,4.28,0.0,
4271,(주)에스지엔지,40610,15-Dec,2.64,0.0,
4272,(주)에스지엔지,40610,16-Dec,3.89,0.0,
4273,(주)에스지엔지,40610,17-Dec,2.43,0.0,
4274,(주)에스지엔지,40610,18-Dec,0.68,0.0,
4275,(주)에스지엔지,40610,19-Dec,0.9,1.0,1.0
4276,(주)에스코넥,96630,11-Dec,1.13,0.0,
4277,(주)에스코넥,96630,12-Dec,3.73,0.0,
4278,(주)에스코넥,96630,13-Dec,6.25,0.0,
4279,(주)에스코넥,96630,14-Dec,3.66,0.0,
4280,(주)에스코넥,96630,15-Dec,3.61,0.0,
4281,(주)에스코넥,96630,16-Dec,10.47,0.0,
4282,(주)에스코넥,96630,17-Dec,13.09,0.0,
4283,(주)에스코넥,96630,18-Dec,10.84,0.0,
4284,(주)에스코넥,96630,19-Dec,-7.94,0.0,
4285,(주)에스텍파마,41910,11-Dec,17.91,0.0,
4286,(주)에스텍파마,41910,12-Dec,12.18,0.0,
4287,(주)에스텍파마,41910,13-Dec,4.08,0.0,
4288,(주)에스텍파마,41910,14-Dec,-0.04,0.0,
4289,(주)에스텍파마,41910,15-Dec,0.62,1.0,1.0
4290,(주)에스텍파마,41910,16-Dec,10.33,2.0,
4291,(주)에스텍파마,41910,17-Dec,11.32,0.0,
4292,(주)에스텍파마,41910,18-Dec,17.17,0.0,
4293,(주)에스텍파마,41910,19-Dec,235.27,0.0,
4294,(주)에스티아이,39440,11-Dec,45.43,0.0,
4295,(주)에스티아이,39440,12-Dec,26.85,0.0,
4296,(주)에스티아이,39440,13-Dec,13.43,0.0,
4297,(주)에스티아이,39440,14-Dec,52.48,0.0,
4298,(주)에스티아이,39440,15-Dec,68.46,0.0,
4299,(주)에스티아이,39440,16-Dec,85.44,0.0,
4300,(주)에스티아이,39440,17-Dec,192.16,0.0,
4301,(주)에스티아이,39440,18-Dec,35.41,0.0,
4302,(주)에스티아이,39440,19-Dec,24.51,0.0,
4303,(주)에스티오,98660,11-Dec,4.08,0.0,
4304,(주)에스티오,98660,12-Dec,2.44,0.0,
4305,(주)에스티오,98660,13-Dec,-1.99,0.0,
4306,(주)에스티오,98660,14-Dec,0.86,1.0,1.0
4307,(주)에스티오,98660,15-Dec,3.57,2.0,
4308,(주)에스티오,98660,16-Dec,3.93,0.0,
4309,(주)에스티오,98660,17-Dec,1.16,0.0,
4310,(주)에스티오,98660,18-Dec,0.62,0.0,
4311,(주)에스티오,98660,19-Dec,4.28,1.0,
4312,(주)에스티큐브,52020,11-Dec,-116.44,0.0,
4313,(주)에스티큐브,52020,12-Dec,-2.17,1.0,1.0
4314,(주)에스티큐브,52020,13-Dec,-4.41,2.0,1.0
4315,(주)에스티큐브,52020,14-Dec,-6.29,3.0,1.0
4316,(주)에스티큐브,52020,15-Dec,-20.23,4.0,1.0
4317,(주)에스티큐브,52020,16-Dec,0.53,5.0,1.0
4318,(주)에스티큐브,52020,17-Dec,-34.76,6.0,1.0
4319,(주)에스티큐브,52020,18-Dec,-7.31,7.0,1.0
4320,(주)에스티큐브,52020,19-Dec,-1.09,8.0,1.0
4321,(주)에스폴리텍,50760,11-Dec,2.9,0.0,
4322,(주)에스폴리텍,50760,12-Dec,2.62,0.0,
4323,(주)에스폴리텍,50760,13-Dec,2.26,0.0,
4324,(주)에스폴리텍,50760,14-Dec,-1.81,0.0,
4325,(주)에스폴리텍,50760,15-Dec,-0.91,1.0,1.0
4326,(주)에스폴리텍,50760,16-Dec,2.85,2.0,
4327,(주)에스폴리텍,50760,17-Dec,1.05,0.0,
4328,(주)에스폴리텍,50760,18-Dec,3.11,0.0,
4329,(주)에스폴리텍,50760,19-Dec,14.69,0.0,
4330,(주)에스피시스템스,317830,19-Dec,2.92,0.0,
4331,(주)에스피씨삼립,5610,11-Dec,6.45,0.0,
4332,(주)에스피씨삼립,5610,12-Dec,4.3,0.0,
4333,(주)에스피씨삼립,5610,13-Dec,3.9,0.0,
4334,(주)에스피씨삼립,5610,14-Dec,6.2,0.0,
4335,(주)에스피씨삼립,5610,15-Dec,10.47,0.0,
4336,(주)에스피씨삼립,5610,16-Dec,15.35,0.0,
4337,(주)에스피씨삼립,5610,17-Dec,11.65,0.0,
4338,(주)에스피씨삼립,5610,18-Dec,11.98,0.0,
4339,(주)에스피씨삼립,5610,19-Dec,5.37,0.0,
4340,(주)에스피지,58610,11-Dec,3.38,0.0,
4341,(주)에스피지,58610,12-Dec,2.89,0.0,
4342,(주)에스피지,58610,13-Dec,3.33,0.0,
4343,(주)에스피지,58610,14-Dec,5.08,0.0,
4344,(주)에스피지,58610,15-Dec,5.42,0.0,
4345,(주)에스피지,58610,16-Dec,4.49,0.0,
4346,(주)에스피지,58610,17-Dec,2.53,0.0,
4347,(주)에스피지,58610,18-Dec,4.57,0.0,
4348,(주)에스피지,58610,19-Dec,3.39,0.0,
4349,(주)에쎈테크,43340,11-Dec,-1.77,0.0,
4350,(주)에쎈테크,43340,12-Dec,0.34,1.0,1.0
4351,(주)에쎈테크,43340,13-Dec,1.57,2.0,
4352,(주)에쎈테크,43340,14-Dec,1.95,0.0,
4353,(주)에쎈테크,43340,15-Dec,1.6,0.0,
4354,(주)에쎈테크,43340,16-Dec,2.41,0.0,
4355,(주)에쎈테크,43340,17-Dec,0.72,0.0,
4356,(주)에쎈테크,43340,18-Dec,4.22,1.0,
4357,(주)에쎈테크,43340,19-Dec,0.88,0.0,
4358,(주)에이디칩스,54630,11-Dec,40.0,0.0,
4359,(주)에이디칩스,54630,12-Dec,-9.42,0.0,
4360,(주)에이디칩스,54630,13-Dec,-10.77,1.0,1.0
4361,(주)에이디칩스,54630,14-Dec,-13.91,2.0,1.0
4362,(주)에이디칩스,54630,15-Dec,-8.72,3.0,1.0
4363,(주)에이디칩스,54630,16-Dec,6.28,4.0,
4364,(주)에이디칩스,54630,17-Dec,5.9,0.0,
4365,(주)에이디칩스,54630,18-Dec,-8.86,0.0,
4366,(주)에이디칩스,54630,19-Dec,-4.34,1.0,1.0
4367,(주)에이디테크놀로지,200710,14-Dec,74.7,0.0,
4368,(주)에이디테크놀로지,200710,15-Dec,30.07,0.0,
4369,(주)에이디테크놀로지,200710,16-Dec,-32.67,0.0,
4370,(주)에이디테크놀로지,200710,17-Dec,-1.02,1.0,1.0
4371,(주)에이디테크놀로지,200710,18-Dec,73.99,2.0,
4372,(주)에이디테크놀로지,200710,19-Dec,16.3,0.0,
4373,(주)에이루트,96690,11-Dec,73.37,0.0,
4374,(주)에이루트,96690,12-Dec,25.81,0.0,
4375,(주)에이루트,96690,13-Dec,61.97,0.0,
4376,(주)에이루트,96690,14-Dec,49.26,0.0,
4377,(주)에이루트,96690,15-Dec,196.34,0.0,
4378,(주)에이루트,96690,16-Dec,-132.44,0.0,
4379,(주)에이루트,96690,17-Dec,-2.33,1.0,1.0
4380,(주)에이루트,96690,18-Dec,-53.66,2.0,1.0
4381,(주)에이루트,96690,19-Dec,-0.38,3.0,1.0
4382,(주)에이블씨엔씨,78520,11-Dec,5916.34,0.0,
4383,(주)에이블씨엔씨,78520,12-Dec,59469.94,0.0,
4384,(주)에이블씨엔씨,78520,13-Dec,831.78,0.0,
4385,(주)에이블씨엔씨,78520,14-Dec,41.34,0.0,
4386,(주)에이블씨엔씨,78520,15-Dec,0.0,0.0,0.0
4387,(주)에이블씨엔씨,78520,16-Dec,0.0,0.0,0.0
4388,(주)에이블씨엔씨,78520,17-Dec,0.0,0.0,0.0
4389,(주)에이블씨엔씨,78520,18-Dec,0.0,0.0,0.0
4390,(주)에이블씨엔씨,78520,19-Dec,1.03,0.0,
4391,(주)에이비프로바이오,195990,15-Dec,19.81,0.0,
4392,(주)에이비프로바이오,195990,16-Dec,1.06,0.0,
4393,(주)에이비프로바이오,195990,17-Dec,-3.94,0.0,
4394,(주)에이비프로바이오,195990,18-Dec,-1.31,1.0,1.0
4395,(주)에이비프로바이오,195990,19-Dec,-7.09,2.0,1.0
4396,(주)에이스침대,3800,11-Dec,0.0,0.0,0.0
4397,(주)에이스침대,3800,12-Dec,0.0,0.0,0.0
4398,(주)에이스침대,3800,13-Dec,0.0,0.0,0.0
4399,(주)에이스침대,3800,14-Dec,0.0,0.0,0.0
4400,(주)에이스침대,3800,15-Dec,0.0,0.0,0.0
4401,(주)에이스침대,3800,16-Dec,0.0,0.0,0.0
4402,(주)에이스침대,3800,17-Dec,0.0,0.0,0.0
4403,(주)에이스침대,3800,18-Dec,0.0,0.0,0.0
4404,(주)에이스침대,3800,19-Dec,124.1,0.0,
4405,(주)에이스테크놀로지,88800,11-Dec,4.11,0.0,
4406,(주)에이스테크놀로지,88800,12-Dec,-1.2,0.0,
4407,(주)에이스테크놀로지,88800,13-Dec,2.37,1.0,
4408,(주)에이스테크놀로지,88800,14-Dec,3.09,0.0,
4409,(주)에이스테크놀로지,88800,15-Dec,1.96,0.0,
4410,(주)에이스테크놀로지,88800,16-Dec,-1.65,0.0,
4411,(주)에이스테크놀로지,88800,17-Dec,-1.45,1.0,1.0
4412,(주)에이스테크놀로지,88800,18-Dec,1.22,2.0,
4413,(주)에이스테크놀로지,88800,19-Dec,0.24,0.0,
4414,(주)에이스토리,241840,19-Dec,-37.77,0.0,
4415,(주)에이엔피,15260,11-Dec,0.92,0.0,
4416,(주)에이엔피,15260,12-Dec,2.46,1.0,
4417,(주)에이엔피,15260,13-Dec,2.07,0.0,
4418,(주)에이엔피,15260,14-Dec,2.14,0.0,
4419,(주)에이엔피,15260,15-Dec,1.93,0.0,
4420,(주)에이엔피,15260,16-Dec,0.78,0.0,
4421,(주)에이엔피,15260,17-Dec,-3.92,1.0,1.0
4422,(주)에이엔피,15260,18-Dec,-1.92,2.0,1.0
4423,(주)에이엔피,15260,19-Dec,-2.66,3.0,1.0
4424,(주)에이치비테크놀러지,78150,11-Dec,2.79,0.0,
4425,(주)에이치비테크놀러지,78150,12-Dec,3.79,0.0,
4426,(주)에이치비테크놀러지,78150,13-Dec,13.98,0.0,
4427,(주)에이치비테크놀러지,78150,14-Dec,2.52,0.0,
4428,(주)에이치비테크놀러지,78150,15-Dec,16.56,0.0,
4429,(주)에이치비테크놀러지,78150,16-Dec,111.95,0.0,
4430,(주)에이치비테크놀러지,78150,17-Dec,164.72,0.0,
4431,(주)에이치비테크놀러지,78150,18-Dec,16.94,0.0,
4432,(주)에이치비테크놀러지,78150,19-Dec,7.17,0.0,
4433,(주)에이치시티,72990,16-Dec,18.21,0.0,
4434,(주)에이치시티,72990,17-Dec,1.29,0.0,
4435,(주)에이치시티,72990,18-Dec,10.49,0.0,
4436,(주)에이치시티,72990,19-Dec,15.16,0.0,
4437,(주)에이치알에스,36640,11-Dec,109.84,0.0,
4438,(주)에이치알에스,36640,12-Dec,270.75,0.0,
4439,(주)에이치알에스,36640,13-Dec,122.97,0.0,
4440,(주)에이치알에스,36640,14-Dec,323.69,0.0,
4441,(주)에이치알에스,36640,15-Dec,742.78,0.0,
4442,(주)에이치알에스,36640,16-Dec,1002.04,0.0,
4443,(주)에이치알에스,36640,17-Dec,23.12,0.0,
4444,(주)에이치알에스,36640,18-Dec,6.71,0.0,
4445,(주)에이치알에스,36640,19-Dec,2.54,0.0,
4446,(주)에이치앤비디자인,227100,18-Dec,5.71,0.0,
4447,(주)에이치앤비디자인,227100,19-Dec,-12.16,0.0,
4448,(주)에이치엘사이언스,239610,16-Dec,621284.64,0.0,
4449,(주)에이치엘사이언스,239610,17-Dec,0.0,0.0,0.0
4450,(주)에이치엘사이언스,239610,18-Dec,0.0,0.0,0.0
4451,(주)에이치엘사이언스,239610,19-Dec,6260.62,0.0,
4452,(주)에이치케이,44780,11-Dec,6.76,0.0,
4453,(주)에이치케이,44780,12-Dec,12.97,0.0,
4454,(주)에이치케이,44780,13-Dec,10.9,0.0,
4455,(주)에이치케이,44780,14-Dec,3.79,0.0,
4456,(주)에이치케이,44780,15-Dec,0.85,0.0,
4457,(주)에이치케이,44780,16-Dec,2.75,1.0,
4458,(주)에이치케이,44780,17-Dec,3.91,0.0,
4459,(주)에이치케이,44780,18-Dec,1.17,0.0,
4460,(주)에이치케이,44780,19-Dec,0.98,0.0,
4461,(주)에이텍,45660,11-Dec,91.73,0.0,
4462,(주)에이텍,45660,12-Dec,39.43,0.0,
4463,(주)에이텍,45660,13-Dec,175.37,0.0,
4464,(주)에이텍,45660,14-Dec,841.01,0.0,
4465,(주)에이텍,45660,15-Dec,33.24,0.0,
4466,(주)에이텍,45660,16-Dec,399.12,0.0,
4467,(주)에이텍,45660,17-Dec,137.73,0.0,
4468,(주)에이텍,45660,18-Dec,116.1,0.0,
4469,(주)에이텍,45660,19-Dec,278.34,0.0,
4470,(주)에이텍티앤,224110,15-Dec,277275.82,0.0,
4471,(주)에이텍티앤,224110,16-Dec,0.0,0.0,0.0
4472,(주)에이텍티앤,224110,17-Dec,74.94,0.0,
4473,(주)에이텍티앤,224110,18-Dec,22.44,0.0,
4474,(주)에이텍티앤,224110,19-Dec,25.24,0.0,
4475,(주)에이트원,230980,16-Dec,0.0,0.0,0.0
4476,(주)에이트원,230980,17-Dec,-1.68,0.0,
4477,(주)에이트원,230980,18-Dec,-0.14,1.0,1.0
4478,(주)에이트원,230980,19-Dec,-1.38,2.0,1.0
4479,(주)에이티세미콘,89530,11-Dec,2.69,0.0,
4480,(주)에이티세미콘,89530,12-Dec,1.26,0.0,
4481,(주)에이티세미콘,89530,13-Dec,-0.39,0.0,
4482,(주)에이티세미콘,89530,14-Dec,1.19,1.0,
4483,(주)에이티세미콘,89530,15-Dec,-0.56,0.0,
4484,(주)에이티세미콘,89530,16-Dec,-1.9,1.0,1.0
4485,(주)에이티세미콘,89530,17-Dec,1.85,2.0,
4486,(주)에이티세미콘,89530,18-Dec,2.69,0.0,
4487,(주)에이티세미콘,89530,19-Dec,0.62,0.0,
4488,(주)에이팩트,200470,14-Dec,2.2,0.0,
4489,(주)에이팩트,200470,15-Dec,-8.22,0.0,
4490,(주)에이팩트,200470,16-Dec,-10.41,1.0,1.0
4491,(주)에이팩트,200470,17-Dec,4.17,2.0,
4492,(주)에이팩트,200470,18-Dec,13.22,0.0,
4493,(주)에이팩트,200470,19-Dec,3.65,0.0,
4494,(주)에이프로젠,7460,11-Dec,-1.35,0.0,
4495,(주)에이프로젠,7460,12-Dec,1.94,1.0,
4496,(주)에이프로젠,7460,13-Dec,0.51,0.0,
4497,(주)에이프로젠,7460,14-Dec,1.39,1.0,
4498,(주)에이프로젠,7460,15-Dec,1.58,0.0,
4499,(주)에이프로젠,7460,16-Dec,2.69,0.0,
4500,(주)에이프로젠,7460,17-Dec,1.2,0.0,
4501,(주)에이프로젠,7460,18-Dec,0.08,0.0,
4502,(주)에이프로젠,7460,19-Dec,0.28,1.0,1.0
4503,(주)에이프로젠헬스케어앤게임즈,109960,11-Dec,-21.05,0.0,
4504,(주)에이프로젠헬스케어앤게임즈,109960,12-Dec,-3.23,1.0,1.0
4505,(주)에이프로젠헬스케어앤게임즈,109960,13-Dec,-10.42,2.0,1.0
4506,(주)에이프로젠헬스케어앤게임즈,109960,14-Dec,2.01,3.0,
4507,(주)에이프로젠헬스케어앤게임즈,109960,15-Dec,-4.01,0.0,
4508,(주)에이프로젠헬스케어앤게임즈,109960,16-Dec,-6.37,1.0,1.0
4509,(주)에이프로젠헬스케어앤게임즈,109960,17-Dec,-1.04,2.0,1.0
4510,(주)에이프로젠헬스케어앤게임즈,109960,18-Dec,-0.12,3.0,1.0
4511,(주)에이프로젠헬스케어앤게임즈,109960,19-Dec,-3.55,4.0,1.0
4512,(주)에치에프알,230240,15-Dec,0.0,0.0,0.0
4513,(주)에치에프알,230240,16-Dec,0.0,0.0,0.0
4514,(주)에치에프알,230240,17-Dec,0.0,0.0,0.0
4515,(주)에치에프알,230240,18-Dec,6.74,0.0,
4516,(주)에치에프알,230240,19-Dec,5.5,0.0,
4517,(주)에코마케팅,230360,16-Dec,0.0,0.0,0.0
4518,(주)에코마케팅,230360,17-Dec,0.0,0.0,0.0
4519,(주)에코마케팅,230360,18-Dec,8432098.32,0.0,
4520,(주)에코마케팅,230360,19-Dec,1014.91,0.0,
4521,(주)에코프로,86520,11-Dec,0.81,0.0,
4522,(주)에코프로,86520,12-Dec,1.03,1.0,
4523,(주)에코프로,86520,13-Dec,0.27,0.0,
4524,(주)에코프로,86520,14-Dec,1.38,1.0,
