,회사명,거래소코드,회계년도,매출원가감소율,중간값
0,CMG제약,58820,11-Dec,-24.14,
1,CMG제약,58820,12-Dec,19.44,
2,CMG제약,58820,13-Dec,-18.03,
3,CMG제약,58820,14-Dec,3.17,
4,CMG제약,58820,15-Dec,1.56,
5,CMG제약,58820,16-Dec,-6.67,
6,CMG제약,58820,17-Dec,-5.26,
7,CMG제약,58820,18-Dec,-5.56,
8,CMG제약,58820,19-Dec,-5.88,
9,DB하이텍,990,11-Dec,-46.99,
10,DB하이텍,990,12-Dec,1.19,
11,DB하이텍,990,13-Dec,-2.44,
12,DB하이텍,990,14-Dec,-7.89,
13,DB하이텍,990,15-Dec,-15.15,
14,DB하이텍,990,16-Dec,-6.45,
15,DB하이텍,990,17-Dec,1.59,
16,DB하이텍,990,18-Dec,7.35,
17,DB하이텍,990,19-Dec,-6.25,
18,ES큐브,50120,11-Dec,-4.17,
19,ES큐브,50120,12-Dec,0,
20,ES큐브,50120,13-Dec,4,
21,ES큐브,50120,14-Dec,5.06,
22,ES큐브,50120,15-Dec,-9.72,
23,ES큐브,50120,16-Dec,-1.41,
24,ES큐브,50120,17-Dec,2.74,
25,ES큐브,50120,18-Dec,5.19,
26,ES큐브,50120,19-Dec,4.94,
27,HJ중공업,97230,11-Dec,2.17,
28,HJ중공업,97230,12-Dec,1.08,
29,HJ중공업,97230,13-Dec,4.12,
30,HJ중공업,97230,14-Dec,3.96,
31,HJ중공업,97230,15-Dec,-5.21,
32,HJ중공업,97230,16-Dec,2.04,
33,HJ중공업,97230,17-Dec,1.01,
34,HJ중공업,97230,18-Dec,-7.61,
35,HJ중공업,97230,19-Dec,-3.37,
36,MH에탄올,23150,11-Dec,-2.41,
37,MH에탄올,23150,12-Dec,-1.22,
38,MH에탄올,23150,13-Dec,5.75,
39,MH에탄올,23150,14-Dec,-14.47,
40,MH에탄올,23150,15-Dec,-5.56,
41,MH에탄올,23150,16-Dec,-4.35,
42,MH에탄올,23150,17-Dec,4.17,
43,MH에탄올,23150,18-Dec,2.7,
44,MH에탄올,23150,19-Dec,-10.45,
45,SH에너지화학,2360,11-Dec,2.15,
46,SH에너지화학,2360,12-Dec,-1.09,
47,SH에너지화학,2360,13-Dec,0,
48,SH에너지화학,2360,14-Dec,-6.98,
49,SH에너지화학,2360,15-Dec,-3.61,
50,SH에너지화학,2360,16-Dec,-1.22,
51,SH에너지화학,2360,17-Dec,4.65,
52,SH에너지화학,2360,18-Dec,7.53,
53,SH에너지화학,2360,19-Dec,2.11,
54,SIMPAC,9160,11-Dec,0,
55,SIMPAC,9160,12-Dec,2.47,
56,SIMPAC,9160,13-Dec,-1.25,
57,SIMPAC,9160,14-Dec,4.76,
58,SIMPAC,9160,15-Dec,-2.44,
59,SIMPAC,9160,16-Dec,0,
60,SIMPAC,9160,17-Dec,2.38,
61,SIMPAC,9160,18-Dec,5.62,
62,SIMPAC,9160,19-Dec,1.11,
63,SNT에너지,100840,11-Dec,0,
64,SNT에너지,100840,12-Dec,0,
65,SNT에너지,100840,13-Dec,0,
66,SNT에너지,100840,14-Dec,0,
67,SNT에너지,100840,15-Dec,0,
68,SNT에너지,100840,16-Dec,0,
69,SNT에너지,100840,17-Dec,0,
70,SNT에너지,100840,18-Dec,0,
71,SNT에너지,100840,19-Dec,0,
72,SNT홀딩스,36530,11-Dec,3.448275862,
73,SNT홀딩스,36530,12-Dec,1.136363636,
74,SNT홀딩스,36530,13-Dec,-1.149425287,
75,SNT홀딩스,36530,14-Dec,2.247191011,
76,SNT홀딩스,36530,15-Dec,-7.228915663,
77,SNT홀딩스,36530,16-Dec,4.597701149,
78,SNT홀딩스,36530,17-Dec,-1.162790698,
79,SNT홀딩스,36530,18-Dec,1.149425287,
80,SNT홀딩스,36530,19-Dec,-2.352941176,
81,STX,11810,11-Dec,-1.086956522,
82,STX,11810,12-Dec,10.67961165,
83,STX,11810,13-Dec,19.53125,
84,STX,11810,14-Dec,-37.6344086,
85,STX,11810,15-Dec,4.12371134,
86,STX,11810,16-Dec,-2.105263158,
87,STX,11810,17-Dec,0,
88,STX,11810,18-Dec,4.04040404,
89,STX,11810,19-Dec,-2.06185567,
90,TCC스틸,2710,11-Dec,3.260869565,
91,TCC스틸,2710,12-Dec,-1.098901099,
92,TCC스틸,2710,13-Dec,4.210526316,
93,TCC스틸,2710,14-Dec,-2.150537634,
94,TCC스틸,2710,15-Dec,-2.197802198,
95,TCC스틸,2710,16-Dec,0,
96,TCC스틸,2710,17-Dec,0,
97,TCC스틸,2710,18-Dec,0,
98,TCC스틸,2710,19-Dec,2.150537634,
99,가비아,79940,11-Dec,1.818181818,
100,가비아,79940,12-Dec,5.172413793,
101,가비아,79940,13-Dec,-5.454545455,
102,가비아,79940,14-Dec,1.785714286,
103,가비아,79940,15-Dec,-1.818181818,
104,가비아,79940,16-Dec,-1.851851852,
105,가비아,79940,17-Dec,-3.846153846,
106,가비아,79940,18-Dec,-1.960784314,
107,가비아,79940,19-Dec,0,
108,강스템바이오텍,217730,15-Dec,0,
109,강스템바이오텍,217730,16-Dec,0,
110,강스템바이오텍,217730,17-Dec,0,
111,강스템바이오텍,217730,18-Dec,26.43678161,
112,강스템바이오텍,217730,19-Dec,18.69158879,
113,강원랜드,35250,11-Dec,13.95348837,
114,강원랜드,35250,12-Dec,14,
115,강원랜드,35250,13-Dec,5.660377358,
116,강원랜드,35250,14-Dec,-10.41666667,
117,강원랜드,35250,15-Dec,-4.347826087,
118,강원랜드,35250,16-Dec,0,
119,강원랜드,35250,17-Dec,6.12244898,
120,강원랜드,35250,18-Dec,3.921568627,
121,강원랜드,35250,19-Dec,-6.25,
122,강원에너지,114190,10-Nov,0,
123,강원에너지,114190,11-Nov,0,
124,강원에너지,114190,12-Dec,0,
125,강원에너지,114190,13-Dec,0,
126,강원에너지,114190,14-Dec,0,
127,강원에너지,114190,15-Dec,0,
128,강원에너지,114190,16-Dec,0,
129,강원에너지,114190,17-Dec,16.16161616,
130,강원에너지,114190,18-Dec,-6.451612903,
131,강원에너지,114190,19-Dec,18.42105263,
132,갤럭시아에스엠,11420,11-Dec,-2.43902439,
133,갤럭시아에스엠,11420,12-Dec,4.651162791,
134,갤럭시아에스엠,11420,13-Dec,4.444444444,
135,갤럭시아에스엠,11420,14-Dec,2.173913043,
136,갤럭시아에스엠,11420,15-Dec,-2.222222222,
137,갤럭시아에스엠,11420,16-Dec,8.163265306,
138,갤럭시아에스엠,11420,17-Dec,2,
139,갤럭시아에스엠,11420,18-Dec,19.35483871,
140,갤럭시아에스엠,11420,19-Dec,-31.91489362,
141,경농,2100,11-Dec,0,
142,경농,2100,12-Dec,-1.5625,
143,경농,2100,13-Dec,3.03030303,
144,경농,2100,14-Dec,-1.538461538,
145,경농,2100,15-Dec,0,
146,경농,2100,16-Dec,1.515151515,
147,경농,2100,17-Dec,1.492537313,
148,경농,2100,18-Dec,-1.515151515,
149,경농,2100,19-Dec,1.492537313,
150,경동나비엔,9450,11-Dec,2.702702703,
151,경동나비엔,9450,12-Dec,1.333333333,
152,경동나비엔,9450,13-Dec,-4.166666667,
153,경동나비엔,9450,14-Dec,1.369863014,
154,경동나비엔,9450,15-Dec,-5.797101449,
155,경동나비엔,9450,16-Dec,-4.545454545,
156,경동나비엔,9450,17-Dec,-1.538461538,
157,경동나비엔,9450,18-Dec,2.985074627,
158,경동나비엔,9450,19-Dec,-1.515151515,
159,경동도시가스,267290,17-Dec,0,
160,경동도시가스,267290,18-Dec,1.086956522,
161,경동도시가스,267290,19-Dec,0,
162,경동인베스트,12320,11-Dec,2.127659574,
163,경동인베스트,12320,12-Dec,1.052631579,
164,경동인베스트,12320,13-Dec,0,
165,경동인베스트,12320,14-Dec,0,
166,경동인베스트,12320,15-Dec,0,
167,경동인베스트,12320,16-Dec,-5.555555556,
168,경동인베스트,12320,17-Dec,-25,
169,경동인베스트,12320,18-Dec,4,
170,경동인베스트,12320,19-Dec,8.536585366,
171,경방,50,11-Dec,6.756756757,
172,경방,50,12-Dec,5.128205128,
173,경방,50,13-Dec,-8.333333333,
174,경방,50,14-Dec,0,
175,경방,50,15-Dec,0,
176,경방,50,16-Dec,-1.408450704,
177,경방,50,17-Dec,-1.428571429,
178,경방,50,18-Dec,-1.449275362,
179,경방,50,19-Dec,2.816901408,
180,경보제약,214390,15-Dec,,
181,경보제약,214390,16-Dec,,
182,경보제약,214390,17-Dec,,
183,경보제약,214390,18-Dec,,
184,경보제약,214390,19-Dec,,
185,경인양행,12610,11-Dec,0,
186,경인양행,12610,12-Dec,2.298850575,
187,경인양행,12610,13-Dec,-4.819277108,
188,경인양행,12610,14-Dec,-1.219512195,
189,경인양행,12610,15-Dec,2.380952381,
190,경인양행,12610,16-Dec,-1.204819277,
191,경인양행,12610,17-Dec,1.19047619,
192,경인양행,12610,18-Dec,-9.090909091,
193,경인양행,12610,19-Dec,-1.315789474,
194,고려시멘트,198440,14-Dec,,
195,고려시멘트,198440,15-Dec,,
196,고려시멘트,198440,16-Dec,,
197,고려시멘트,198440,17-Dec,,
198,고려시멘트,198440,18-Dec,,
199,고려시멘트,198440,19-Dec,,
200,고영테크놀러지,98460,11-Dec,4.651162791,
201,고영테크놀러지,98460,12-Dec,0,
202,고영테크놀러지,98460,13-Dec,4.444444444,
203,고영테크놀러지,98460,14-Dec,-7.142857143,
204,고영테크놀러지,98460,15-Dec,-7.692307692,
205,고영테크놀러지,98460,16-Dec,-5.405405405,
206,고영테크놀러지,98460,17-Dec,-5.714285714,
207,고영테크놀러지,98460,18-Dec,7.894736842,
208,고영테크놀러지,98460,19-Dec,-5.555555556,
209,골드앤에스,35290,11-Dec,-4.411764706,
210,골드앤에스,35290,12-Dec,4.225352113,
211,골드앤에스,35290,13-Dec,0,
212,골드앤에스,35290,14-Dec,5.333333333,
213,골드앤에스,35290,15-Dec,-10.29411765,
214,골드앤에스,35290,16-Dec,-15.25423729,
215,골드앤에스,35290,17-Dec,6.349206349,
216,골드앤에스,35290,18-Dec,-23.52941176,
217,골드앤에스,35290,19-Dec,37.80487805,
218,골드퍼시픽,38530,11-Dec,,
219,골드퍼시픽,38530,12-Dec,,
220,골드퍼시픽,38530,13-Dec,,
221,골드퍼시픽,38530,14-Dec,-5.504587156,
222,골드퍼시픽,38530,15-Dec,-2.830188679,
223,골드퍼시픽,38530,16-Dec,,
224,골드퍼시픽,38530,17-Dec,,
225,골드퍼시픽,38530,18-Dec,,
226,골드퍼시픽,38530,19-Dec,,
227,골프존,215000,15-Dec,,
228,골프존,215000,16-Dec,0,
229,골프존,215000,17-Dec,-14.28571429,
230,골프존,215000,18-Dec,10.25641026,
231,골프존,215000,19-Dec,-2.631578947,
232,골프존뉴딘홀딩스,121440,11-Dec,,
233,골프존뉴딘홀딩스,121440,12-Dec,-4.444444444,
234,골프존뉴딘홀딩스,121440,13-Dec,11.76470588,
235,골프존뉴딘홀딩스,121440,14-Dec,0,
236,골프존뉴딘홀딩스,121440,15-Dec,22.72727273,
237,골프존뉴딘홀딩스,121440,16-Dec,-26.92307692,
238,골프존뉴딘홀딩스,121440,17-Dec,1.886792453,
239,골프존뉴딘홀딩스,121440,18-Dec,8.620689655,
240,골프존뉴딘홀딩스,121440,19-Dec,4.918032787,
241,광림,14200,11-Dec,,
242,광림,14200,12-Dec,,
243,광림,14200,13-Dec,,
244,광림,14200,14-Dec,,
245,광림,14200,15-Dec,,
246,광림,14200,16-Dec,,
247,광림,14200,17-Dec,11.34020619,
248,광림,14200,18-Dec,-7.777777778,
249,광림,14200,19-Dec,3.225806452,
250,광명전기,17040,11-Dec,1.136363636,
251,광명전기,17040,12-Dec,0,
252,광명전기,17040,13-Dec,-4.761904762,
253,광명전기,17040,14-Dec,1.176470588,
254,광명전기,17040,15-Dec,0,
255,광명전기,17040,16-Dec,5.555555556,
256,광명전기,17040,17-Dec,1.098901099,
257,광명전기,17040,18-Dec,0,
258,광명전기,17040,19-Dec,-2.247191011,
259,광무,29480,11-Dec,6.097560976,
260,광무,29480,12-Dec,0,
261,광무,29480,13-Dec,25.45454545,
262,광무,29480,14-Dec,,
263,광무,29480,15-Dec,,
264,광무,29480,16-Dec,,
265,광무,29480,17-Dec,,
266,광무,29480,18-Dec,,
267,광무,29480,19-Dec,-28.33333333,
268,광신세계,37710,11-Dec,,
269,광신세계,37710,12-Dec,,
270,광신세계,37710,13-Dec,,
271,광신세계,37710,14-Dec,,
272,광신세계,37710,15-Dec,,
273,광신세계,37710,16-Dec,,
274,광신세계,37710,17-Dec,,
275,광신세계,37710,18-Dec,,
276,광신세계,37710,19-Dec,,
277,구영테크,53270,11-Dec,2.272727273,
278,구영테크,53270,12-Dec,-2.325581395,
279,구영테크,53270,13-Dec,1.149425287,
280,구영테크,53270,14-Dec,0,
281,구영테크,53270,15-Dec,-2.352941176,
282,구영테크,53270,16-Dec,0,
283,구영테크,53270,17-Dec,0,
284,구영테크,53270,18-Dec,4.494382022,
285,구영테크,53270,19-Dec,1.111111111,
286,국동,5320,11-Dec,1.149425287,
287,국동,5320,12-Dec,-6.097560976,
288,국동,5320,13-Dec,2.380952381,
289,국동,5320,14-Dec,-2.43902439,
290,국동,5320,15-Dec,1.204819277,
291,국동,5320,16-Dec,-2.469135802,
292,국동,5320,17-Dec,4.705882353,
293,국동,5320,18-Dec,-2.409638554,
294,국동,5320,19-Dec,2.352941176,
295,국보,1140,11-Dec,2.150537634,
296,국보,1140,12-Dec,-1.086956522,
297,국보,1140,13-Dec,0,
298,국보,1140,14-Dec,2.127659574,
299,국보,1140,15-Dec,0,
300,국보,1140,16-Dec,-3.296703297,
301,국보,1140,17-Dec,1.086956522,
302,국보,1140,18-Dec,3.157894737,
303,국보,1140,19-Dec,-18.75,
304,국보디자인,66620,11-Dec,0,
305,국보디자인,66620,12-Dec,0,
306,국보디자인,66620,13-Dec,3.448275862,
307,국보디자인,66620,14-Dec,-2.352941176,
308,국보디자인,66620,15-Dec,2.298850575,
309,국보디자인,66620,16-Dec,1.136363636,
310,국보디자인,66620,17-Dec,-6.024096386,
311,국보디자인,66620,18-Dec,2.352941176,
312,국보디자인,66620,19-Dec,3.409090909,
313,국순당,43650,11-Dec,14.03508772,
314,국순당,43650,12-Dec,-3.636363636,
315,국순당,43650,13-Dec,5.172413793,
316,국순당,43650,14-Dec,4.918032787,
317,국순당,43650,15-Dec,6.153846154,
318,국순당,43650,16-Dec,-8.333333333,
319,국순당,43650,17-Dec,3.225806452,
320,국순당,43650,18-Dec,1.587301587,
321,국순당,43650,19-Dec,12.5,
322,국영지앤엠,6050,11-Dec,,
323,국영지앤엠,6050,12-Dec,,
324,국영지앤엠,6050,13-Dec,,
325,국영지앤엠,6050,14-Dec,,
326,국영지앤엠,6050,15-Dec,,
327,국영지앤엠,6050,16-Dec,,
328,국영지앤엠,6050,17-Dec,,
329,국영지앤엠,6050,18-Dec,,
330,국영지앤엠,6050,19-Dec,,
331,국전약품,307750,18-Dec,,
332,국전약품,307750,19-Dec,,
333,그래디언트,35080,11-Dec,1.515151515,
334,그래디언트,35080,12-Dec,0,
335,그래디언트,35080,13-Dec,26.66666667,
336,그래디언트,35080,14-Dec,0,
337,그래디언트,35080,15-Dec,-1.123595506,
338,그래디언트,35080,16-Dec,0,
339,그래디언트,35080,17-Dec,0,
340,그래디언트,35080,18-Dec,1.111111111,
341,그래디언트,35080,19-Dec,-1.123595506,
342,그리티,204020,18-Dec,,
343,그리티,204020,19-Dec,10.86956522,
344,그린플러스,186230,19-Dec,,
345,글로벌스탠다드테크놀로지,83450,11-Dec,3.225806452,
346,글로벌스탠다드테크놀로지,83450,12-Dec,0,
347,글로벌스탠다드테크놀로지,83450,13-Dec,8.823529412,
348,글로벌스탠다드테크놀로지,83450,14-Dec,0,
349,글로벌스탠다드테크놀로지,83450,15-Dec,-6.25,
350,글로벌스탠다드테크놀로지,83450,16-Dec,-1.587301587,
351,글로벌스탠다드테크놀로지,83450,17-Dec,4.545454545,
352,글로벌스탠다드테크놀로지,83450,18-Dec,1.492537313,
353,글로벌스탠다드테크놀로지,83450,19-Dec,-9.836065574,
354,금비,8870,10-Sep,,
355,금비,8870,11-Sep,,
356,금비,8870,12-Sep,2.53164557,
357,금비,8870,13-Sep,2.469135802,
358,금비,8870,14-Sep,0,
359,금비,8870,15-Sep,-5.194805195,
360,금비,8870,16-Sep,0,
361,금비,8870,17-Sep,0,
362,금비,8870,18-Sep,1.282051282,
363,금비,8870,19-Sep,0,
364,금양,1570,11-Dec,0,
365,금양,1570,12-Dec,-1.204819277,
366,금양,1570,13-Dec,4.597701149,
367,금양,1570,14-Dec,0,
368,금양,1570,15-Dec,-1.162790698,
369,금양,1570,16-Dec,-4.87804878,
370,금양,1570,17-Dec,-2.5,
371,금양,1570,18-Dec,0,
372,금양,1570,19-Dec,-1.265822785,
373,금호에이치티,214330,15-Dec,,
374,금호에이치티,214330,16-Dec,4.545454545,
375,금호에이치티,214330,17-Dec,2.222222222,
376,금호에이치티,214330,18-Dec,0,
377,금호에이치티,214330,19-Dec,4.255319149,
378,금화피에스시,36190,11-Dec,,
379,금화피에스시,36190,12-Dec,,
380,금화피에스시,36190,13-Dec,,
381,금화피에스시,36190,14-Dec,3.658536585,
382,금화피에스시,36190,15-Dec,1.204819277,
383,금화피에스시,36190,16-Dec,0,
384,금화피에스시,36190,17-Dec,-5.063291139,
385,금화피에스시,36190,18-Dec,-1.282051282,
386,금화피에스시,36190,19-Dec,1.265822785,
387,기가레인,49080,13-Dec,,
388,기가레인,49080,14-Dec,2.469135802,
389,기가레인,49080,15-Dec,30.76923077,
390,기가레인,49080,16-Dec,-18.18181818,
391,기가레인,49080,17-Dec,-19.27710843,
392,기가레인,49080,18-Dec,2.352941176,
393,기가레인,49080,19-Dec,27.35042735,
394,기산텔레콤,35460,11-Dec,10.11235955,
395,기산텔레콤,35460,12-Dec,-8.536585366,
396,기산텔레콤,35460,13-Dec,-5.128205128,
397,기산텔레콤,35460,14-Dec,2.5,
398,기산텔레콤,35460,15-Dec,3.614457831,
399,기산텔레콤,35460,16-Dec,1.19047619,
400,기산텔레콤,35460,17-Dec,2.325581395,
401,기산텔레콤,35460,18-Dec,-2.380952381,
402,기산텔레콤,35460,19-Dec,-6.329113924,
403,까뮤이앤씨,13700,11-Dec,,
404,까뮤이앤씨,13700,12-Dec,,
405,까뮤이앤씨,13700,13-Dec,,
406,까뮤이앤씨,13700,14-Dec,,
407,까뮤이앤씨,13700,15-Dec,,
408,까뮤이앤씨,13700,16-Dec,,
409,까뮤이앤씨,13700,17-Dec,,
410,까뮤이앤씨,13700,18-Dec,,
411,까뮤이앤씨,13700,19-Dec,,
412,까스텔바작,308100,19-Dec,,
413,나노,187790,14-Dec,,
414,나노,187790,15-Dec,,
415,나노,187790,16-Dec,3.846153846,
416,나노,187790,17-Dec,-20.93023256,
417,나노,187790,18-Dec,1.149425287,
418,나노,187790,19-Dec,3.333333333,
419,나노브릭,286750,19-Dec,,
420,나노신소재,121600,11-Dec,,
421,나노신소재,121600,12-Dec,18.84057971,
422,나노신소재,121600,13-Dec,-7.8125,
423,나노신소재,121600,14-Dec,-14.28571429,
424,나노신소재,121600,15-Dec,-3.703703704,
425,나노신소재,121600,16-Dec,5.263157895,
426,나노신소재,121600,17-Dec,-3.636363636,
427,나노신소재,121600,18-Dec,3.50877193,
428,나노신소재,121600,19-Dec,5,
429,나노엔텍,39860,11-Dec,12.76595745,
430,나노엔텍,39860,12-Dec,-3.296703297,
431,나노엔텍,39860,13-Dec,-24.65753425,
432,나노엔텍,39860,14-Dec,-1.388888889,
433,나노엔텍,39860,15-Dec,5.263157895,
434,나노엔텍,39860,16-Dec,2.564102564,
435,나노엔텍,39860,17-Dec,-39.28571429,
436,나노엔텍,39860,18-Dec,1.754385965,
437,나노엔텍,39860,19-Dec,-9.615384615,
438,나무가,190510,15-Dec,,
439,나무가,190510,16-Dec,6.382978723,
440,나무가,190510,17-Dec,10.47619048,
441,나무가,190510,18-Dec,-11.70212766,
442,나무가,190510,19-Dec,0,
443,나스미디어,89600,13-Dec,,
444,나스미디어,89600,14-Dec,,
445,나스미디어,89600,15-Dec,,
446,나스미디어,89600,16-Dec,,
447,나스미디어,89600,17-Dec,,
448,나스미디어,89600,18-Dec,,
449,나스미디어,89600,19-Dec,,
450,나이벡,138610,11-Dec,,
451,나이벡,138610,12-Dec,,
452,나이벡,138610,13-Dec,,
453,나이벡,138610,14-Dec,,
454,나이벡,138610,15-Dec,,
455,나이벡,138610,16-Dec,,
456,나이벡,138610,17-Dec,,
457,나이벡,138610,18-Dec,,
458,나이벡,138610,19-Dec,,
459,나이스디앤비,130580,11-Dec,,
460,나이스디앤비,130580,12-Dec,,
461,나이스디앤비,130580,13-Dec,,
462,나이스디앤비,130580,14-Dec,,
463,나이스디앤비,130580,15-Dec,,
464,나이스디앤비,130580,16-Dec,,
465,나이스디앤비,130580,17-Dec,,
466,나이스디앤비,130580,18-Dec,,
467,나이스디앤비,130580,19-Dec,,
468,나이스홀딩스,34310,11-Dec,,
469,나이스홀딩스,34310,12-Dec,,
470,나이스홀딩스,34310,13-Dec,,
471,나이스홀딩스,34310,14-Dec,,
472,나이스홀딩스,34310,15-Dec,,
473,나이스홀딩스,34310,16-Dec,,
474,나이스홀딩스,34310,17-Dec,,
475,나이스홀딩스,34310,18-Dec,100,
476,나이스홀딩스,34310,19-Dec,#NAME?,
477,나인테크,267320,17-Dec,,
478,나인테크,267320,18-Dec,,
479,나인테크,267320,19-Dec,,
480,남선알미늄,8350,11-Dec,1.098901099,
481,남선알미늄,8350,12-Dec,,
482,남선알미늄,8350,13-Dec,,
483,남선알미늄,8350,14-Dec,,
484,남선알미늄,8350,15-Dec,,
485,남선알미늄,8350,16-Dec,,
486,남선알미늄,8350,17-Dec,,
487,남선알미늄,8350,18-Dec,,
488,남선알미늄,8350,19-Dec,-1.123595506,
489,남성,4270,11-Dec,0,
490,남성,4270,12-Dec,-2.631578947,
491,남성,4270,13-Dec,0,
492,남성,4270,14-Dec,-1.333333333,
493,남성,4270,15-Dec,0,
494,남성,4270,16-Dec,-1.351351351,
495,남성,4270,17-Dec,-1.369863014,
496,남성,4270,18-Dec,5.194805195,
497,남성,4270,19-Dec,-4.054054054,
498,내츄럴엔도텍,168330,13-Dec,,
499,내츄럴엔도텍,168330,14-Dec,,
500,내츄럴엔도텍,168330,15-Dec,,
501,내츄럴엔도텍,168330,16-Dec,52.30769231,
502,내츄럴엔도텍,168330,17-Dec,-1.5625,
503,내츄럴엔도텍,168330,18-Dec,52.59259259,
504,내츄럴엔도텍,168330,19-Dec,10.59602649,
505,네오리진,94860,11-Dec,2.409638554,
506,네오리진,94860,12-Dec,,
507,네오리진,94860,13-Dec,,
508,네오리진,94860,14-Dec,,
509,네오리진,94860,15-Dec,,
510,네오리진,94860,16-Dec,,
511,네오리진,94860,17-Dec,,
512,네오리진,94860,18-Dec,,
513,네오리진,94860,19-Dec,,
514,네오셈,253590,18-Dec,,
515,네오셈,253590,19-Dec,,
516,네오오토,212560,15-Dec,,
517,네오오토,212560,16-Dec,,
518,네오오토,212560,17-Dec,,
519,네오오토,212560,18-Dec,,
520,네오오토,212560,19-Dec,,
521,네오위즈,95660,11-Dec,0,
522,네오위즈,95660,12-Dec,3.174603175,
523,네오위즈,95660,13-Dec,-12.5,
524,네오위즈,95660,14-Dec,-16.66666667,
525,네오위즈,95660,15-Dec,-2.127659574,
526,네오위즈,95660,16-Dec,0,
527,네오위즈,95660,17-Dec,11.32075472,
528,네오위즈,95660,18-Dec,-10.41666667,
529,네오위즈,95660,19-Dec,-6.666666667,
530,네오위즈홀딩스,42420,11-Dec,0,
531,네오위즈홀딩스,42420,12-Dec,6.153846154,
532,네오위즈홀딩스,42420,13-Dec,-14.03508772,
533,네오위즈홀딩스,42420,14-Dec,-9.615384615,
534,네오위즈홀딩스,42420,15-Dec,-8.333333333,
535,네오위즈홀딩스,42420,16-Dec,0,
536,네오위즈홀딩스,42420,17-Dec,9.433962264,
537,네오위즈홀딩스,42420,18-Dec,-8.163265306,
538,네오위즈홀딩스,42420,19-Dec,-8.888888889,
539,네오크레마,311390,19-Dec,,
540,네오티스,85910,11-Dec,,
541,네오티스,85910,12-Dec,,
542,네오티스,85910,13-Dec,,
543,네오티스,85910,14-Dec,-1.315789474,
544,네오티스,85910,15-Dec,5,
545,네오티스,85910,16-Dec,-1.265822785,
546,네오티스,85910,17-Dec,0,
547,네오티스,85910,18-Dec,-1.282051282,
548,네오티스,85910,19-Dec,1.265822785,
549,네오팜,92730,11-Dec,,
550,네오팜,92730,12-Dec,,
551,네오팜,92730,13-Dec,,
552,네오팜,92730,14-Dec,,
553,네오팜,92730,15-Dec,,
554,네오팜,92730,16-Dec,,
555,네오팜,92730,17-Dec,0,
556,네오팜,92730,18-Dec,7.407407407,
557,네오팜,92730,19-Dec,3.571428571,
558,네오펙트,290660,18-Dec,,
559,네오펙트,290660,19-Dec,64.86486486,
560,네온테크,306620,18-Dec,,
561,네온테크,306620,19-Dec,,
562,네이블커뮤니케이션즈,153460,12-Dec,,
563,네이블커뮤니케이션즈,153460,13-Dec,,
564,네이블커뮤니케이션즈,153460,14-Dec,,
565,네이블커뮤니케이션즈,153460,15-Dec,,
566,네이블커뮤니케이션즈,153460,16-Dec,,
567,네이블커뮤니케이션즈,153460,17-Dec,,
568,네이블커뮤니케이션즈,153460,18-Dec,,
569,네이블커뮤니케이션즈,153460,19-Dec,,
570,네이처셀,7390,11-Dec,,
571,네이처셀,7390,12-Dec,,
572,네이처셀,7390,13-Dec,,
573,네이처셀,7390,14-Dec,,
574,네이처셀,7390,15-Dec,,
575,네이처셀,7390,16-Dec,,
576,네이처셀,7390,17-Dec,,
577,네이처셀,7390,18-Dec,,
578,네이처셀,7390,19-Dec,,
579,네패스,33640,11-Dec,2.409638554,
580,네패스,33640,12-Dec,-13.69863014,
581,네패스,33640,13-Dec,17.97752809,
582,네패스,33640,14-Dec,-3.488372093,
583,네패스,33640,15-Dec,-6.172839506,
584,네패스,33640,16-Dec,0,
585,네패스,33640,17-Dec,-3.846153846,
586,네패스,33640,18-Dec,-1.298701299,
587,네패스,33640,19-Dec,-13.23529412,
588,넥센,5720,11-Dec,3.488372093,
589,넥센,5720,12-Dec,-6.172839506,
590,넥센,5720,13-Dec,-15.71428571,
591,넥센,5720,14-Dec,-6.060606061,
592,넥센,5720,15-Dec,-8.196721311,
593,넥센,5720,16-Dec,-8.928571429,
594,넥센,5720,17-Dec,13.84615385,
595,넥센,5720,18-Dec,10.95890411,
596,넥센,5720,19-Dec,-2.816901408,
597,넥스턴바이오사이언스,89140,11-Dec,,
598,넥스턴바이오사이언스,89140,12-Dec,,
599,넥스턴바이오사이언스,89140,13-Dec,,
600,넥스턴바이오사이언스,89140,14-Dec,,
601,넥스턴바이오사이언스,89140,15-Dec,,
602,넥스턴바이오사이언스,89140,16-Dec,,
603,넥스턴바이오사이언스,89140,17-Dec,,
604,넥스턴바이오사이언스,89140,18-Dec,,
605,넥스턴바이오사이언스,89140,19-Dec,,
606,넥스트아이,137940,11-Dec,,
607,넥스트아이,137940,12-Dec,,
608,넥스트아이,137940,13-Dec,7.936507937,
609,넥스트아이,137940,14-Dec,7.352941176,
610,넥스트아이,137940,15-Dec,-1.492537313,
611,넥스트아이,137940,16-Dec,6.944444444,
612,넥스트아이,137940,17-Dec,-5.882352941,
613,넥스트아이,137940,18-Dec,-6.25,
614,넥스트아이,137940,19-Dec,12.32876712,
615,넥스트엔터테인먼트월드,160550,14-Dec,,
616,넥스트엔터테인먼트월드,160550,15-Dec,13.48314607,
617,넥스트엔터테인먼트월드,160550,16-Dec,-12.65822785,
618,넥스트엔터테인먼트월드,160550,17-Dec,-1.282051282,
