,회사명,거래소코드,회계년도,매출원가감소율,중간값
1835,메디톡스,86900,17-Dec,5.263157895,
1836,메디톡스,86900,18-Dec,26.92307692,
1837,메디톡스,86900,19-Dec,23.52941176,
1838,메디프론디비티,65650,11-Dec,,
1839,메디프론디비티,65650,12-Dec,,
1840,메디프론디비티,65650,13-Dec,,
1841,메디프론디비티,65650,14-Dec,,
1842,메디프론디비티,65650,15-Dec,,
1843,메디프론디비티,65650,16-Dec,,
1844,메디프론디비티,65650,17-Dec,,
1845,메디프론디비티,65650,18-Dec,,
1846,메디프론디비티,65650,19-Dec,,
1847,메지온,140410,12-Dec,,
1848,메지온,140410,13-Dec,,
1849,메지온,140410,14-Dec,,
1850,메지온,140410,15-Dec,,
1851,메지온,140410,16-Dec,,
1852,메지온,140410,17-Dec,48.80952381,
1853,메지온,140410,18-Dec,-1.204819277,
1854,메지온,140410,19-Dec,1.19047619,
1855,메카로,241770,17-Dec,,
1856,메카로,241770,18-Dec,,
1857,메카로,241770,19-Dec,18.96551724,
1858,메타랩스,90370,11-Dec,-2.777777778,
1859,메타랩스,90370,12-Dec,5.263157895,
1860,메타랩스,90370,13-Dec,-5.555555556,
1861,메타랩스,90370,14-Dec,-2.857142857,
1862,메타랩스,90370,15-Dec,32.69230769,
1863,메타랩스,90370,16-Dec,18.75,
1864,메타랩스,90370,17-Dec,7.246376812,
1865,메타랩스,90370,18-Dec,-15,
1866,메타랩스,90370,19-Dec,10.44776119,
1867,메타바이오메드,59210,11-Dec,3.846153846,
1868,메타바이오메드,59210,12-Dec,18.75,
1869,메타바이오메드,59210,13-Dec,8.571428571,
1870,메타바이오메드,59210,14-Dec,2.777777778,
1871,메타바이오메드,59210,15-Dec,-16.12903226,
1872,메타바이오메드,59210,16-Dec,3.125,
1873,메타바이오메드,59210,17-Dec,5.882352941,
1874,메타바이오메드,59210,18-Dec,5.555555556,
1875,메타바이오메드,59210,19-Dec,-28.57142857,
1876,멕아이씨에스,58110,15-Dec,,
1877,멕아이씨에스,58110,16-Dec,,
1878,멕아이씨에스,58110,17-Dec,3.389830508,
1879,멕아이씨에스,58110,18-Dec,3.278688525,
1880,멕아이씨에스,58110,19-Dec,-7.01754386,
1881,멜파스,96640,11-Dec,,
1882,멜파스,96640,12-Dec,,
1883,멜파스,96640,13-Dec,,
1884,멜파스,96640,14-Dec,,
1885,멜파스,96640,15-Dec,,
1886,멜파스,96640,16-Dec,,
1887,멜파스,96640,17-Dec,,
1888,멜파스,96640,18-Dec,,
1889,멜파스,96640,19-Dec,,
1890,모나리자,12690,11-Dec,,
1891,모나리자,12690,12-Dec,,
1892,모나리자,12690,13-Dec,,
1893,모나리자,12690,14-Dec,,
1894,모나리자,12690,15-Dec,,
1895,모나리자,12690,16-Dec,,
1896,모나리자,12690,17-Dec,,
1897,모나리자,12690,18-Dec,,
1898,모나리자,12690,19-Dec,,
1899,모나미,5360,11-Dec,-2.5,
1900,모나미,5360,12-Dec,0,
1901,모나미,5360,13-Dec,-11.11111111,
1902,모나미,5360,14-Dec,-10.76923077,
1903,모나미,5360,15-Dec,-3.174603175,
1904,모나미,5360,16-Dec,0,
1905,모나미,5360,17-Dec,-1.612903226,
1906,모나미,5360,18-Dec,3.125,
1907,모나미,5360,19-Dec,1.538461538,
1908,모다이노칩,80420,11-Dec,-13.33333333,
1909,모다이노칩,80420,12-Dec,-7.142857143,
1910,모다이노칩,80420,13-Dec,11.11111111,
1911,모다이노칩,80420,14-Dec,-1.612903226,
1912,모다이노칩,80420,15-Dec,12.67605634,
1913,모다이노칩,80420,16-Dec,-73.17073171,
1914,모다이노칩,80420,17-Dec,-13.88888889,
1915,모다이노칩,80420,18-Dec,2.702702703,
1916,모다이노칩,80420,19-Dec,11.9047619,
1917,모두투어네트워크,80160,11-Dec,,
1918,모두투어네트워크,80160,12-Dec,100,
1919,모두투어네트워크,80160,13-Dec,0,
1920,모두투어네트워크,80160,14-Dec,50,
1921,모두투어네트워크,80160,15-Dec,50,
1922,모두투어네트워크,80160,16-Dec,20,
1923,모두투어네트워크,80160,17-Dec,-25,
1924,모두투어네트워크,80160,18-Dec,83.33333333,
1925,모두투어네트워크,80160,19-Dec,-33.33333333,
1926,모바일리더,100030,11-Dec,,
1927,모바일리더,100030,12-Dec,,
1928,모바일리더,100030,13-Dec,-9.836065574,
1929,모바일리더,100030,14-Dec,8.955223881,
1930,모바일리더,100030,15-Dec,9.459459459,
1931,모바일리더,100030,16-Dec,-13.84615385,
1932,모바일리더,100030,17-Dec,-6.557377049,
1933,모바일리더,100030,18-Dec,-24.48979592,
1934,모바일리더,100030,19-Dec,20.96774194,
1935,모베이스,101330,11-Dec,-1.162790698,
1936,모베이스,101330,12-Dec,-3.614457831,
1937,모베이스,101330,13-Dec,-1.219512195,
1938,모베이스,101330,14-Dec,3.529411765,
1939,모베이스,101330,15-Dec,1.162790698,
1940,모베이스,101330,16-Dec,-8.860759494,
1941,모베이스,101330,17-Dec,5.952380952,
1942,모베이스,101330,18-Dec,2.325581395,
1943,모베이스,101330,19-Dec,2.272727273,
1944,모베이스전자,12860,11-Dec,-2.298850575,
1945,모베이스전자,12860,12-Dec,3.333333333,
1946,모베이스전자,12860,13-Dec,-3.448275862,
1947,모베이스전자,12860,14-Dec,0,
1948,모베이스전자,12860,15-Dec,2.247191011,
1949,모베이스전자,12860,16-Dec,2.197802198,
1950,모베이스전자,12860,17-Dec,4.210526316,
1951,모베이스전자,12860,18-Dec,-3.260869565,
1952,모베이스전자,12860,19-Dec,0,
1953,모비스,250060,16-Dec,,
1954,모비스,250060,17-Dec,,
1955,모비스,250060,18-Dec,,
1956,모비스,250060,19-Dec,-46,
1957,모아텍,33200,11-Dec,6.593406593,
1958,모아텍,33200,12-Dec,0,
1959,모아텍,33200,13-Dec,3.191489362,
1960,모아텍,33200,14-Dec,-3.296703297,
1961,모아텍,33200,15-Dec,-3.409090909,
1962,모아텍,33200,16-Dec,-6.024096386,
1963,모아텍,33200,18-Mar,0,
1964,모아텍,33200,19-Mar,0,
1965,모토닉,9680,11-Dec,2.352941176,
1966,모토닉,9680,12-Dec,-2.409638554,
1967,모토닉,9680,13-Dec,2.352941176,
1968,모토닉,9680,14-Dec,1.162790698,
1969,모토닉,9680,15-Dec,2.272727273,
1970,모토닉,9680,16-Dec,3.296703297,
1971,모토닉,9680,17-Dec,-4.597701149,
1972,모토닉,9680,18-Dec,1.136363636,
1973,모토닉,9680,19-Dec,0,
1974,모헨즈,6920,11-Dec,1.098901099,
1975,모헨즈,6920,12-Dec,-1.111111111,
1976,모헨즈,6920,13-Dec,0,
1977,모헨즈,6920,14-Dec,0,
1978,모헨즈,6920,15-Dec,1.098901099,
1979,모헨즈,6920,16-Dec,0,
1980,모헨즈,6920,17-Dec,2.150537634,
1981,모헨즈,6920,18-Dec,0,
1982,모헨즈,6920,19-Dec,0,
1983,무학,33920,11-Dec,-3.636363636,
1984,무학,33920,12-Dec,1.785714286,
1985,무학,33920,13-Dec,-3.703703704,
1986,무학,33920,14-Dec,-3.846153846,
1987,무학,33920,15-Dec,3.703703704,
1988,무학,33920,16-Dec,-3.846153846,
1989,무학,33920,17-Dec,5.454545455,
1990,무학,33920,18-Dec,8.333333333,
1991,무학,33920,19-Dec,4.761904762,
1992,미래생명자원,218150,15-Dec,,
1993,미래생명자원,218150,16-Dec,,
1994,미래생명자원,218150,17-Dec,,
1995,미래생명자원,218150,18-Dec,-3.658536585,
1996,미래생명자원,218150,19-Dec,5.747126437,
1997,미래아이앤지,7120,11-Dec,-2.941176471,
1998,미래아이앤지,7120,12-Dec,8.108108108,
1999,미래아이앤지,7120,13-Dec,-2.777777778,
2000,미래아이앤지,7120,14-Dec,2.702702703,
2001,미래아이앤지,7120,15-Dec,-15.625,
2002,미래아이앤지,7120,16-Dec,8.571428571,
2003,미래아이앤지,7120,17-Dec,-1.449275362,
2004,미래아이앤지,7120,18-Dec,9.210526316,
2005,미래아이앤지,7120,19-Dec,-5.555555556,
2006,미래컴퍼니,49950,11-Dec,-9.589041096,
2007,미래컴퍼니,49950,12-Dec,-17.74193548,
2008,미래컴퍼니,49950,13-Dec,11.42857143,
2009,미래컴퍼니,49950,14-Dec,12.5,
2010,미래컴퍼니,49950,15-Dec,-12.67605634,
2011,미래컴퍼니,49950,16-Dec,1.388888889,
2012,미래컴퍼니,49950,17-Dec,-10.76923077,
2013,미래컴퍼니,49950,18-Dec,13.33333333,
2014,미래컴퍼니,49950,19-Dec,-4.166666667,
2015,미코,59090,11-Dec,7.692307692,
2016,미코,59090,12-Dec,-6.557377049,
2017,미코,59090,13-Dec,15.27777778,
2018,미코,59090,14-Dec,-10.76923077,
2019,미코,59090,15-Dec,-14.03508772,
2020,미코,59090,16-Dec,-3.636363636,
2021,미코,59090,17-Dec,-1.851851852,
2022,미코,59090,18-Dec,0,
2023,미코,59090,19-Dec,0,
2024,미투온,201490,16-Dec,,
2025,미투온,201490,17-Dec,8.888888889,
2026,미투온,201490,18-Dec,-55.17241379,
2027,미투온,201490,19-Dec,3.333333333,
2028,바른손,18700,10-Mar,,
2029,바른손,18700,11-Mar,,
2030,바른손,18700,12-Mar,1.587301587,
2031,바른손,18700,13-Mar,4.545454545,
2032,바른손,18700,14-Mar,-8.196721311,
2033,바른손,18700,15-Mar,8.955223881,
2034,바른손,18700,16-Mar,-17.54385965,
2035,바른손,18700,17-Mar,-11.76470588,
2036,바른손,18700,18-Mar,33.76623377,
2037,바른손,18700,19-Mar,-108.1081081,
2038,바른손이앤에이,35620,11-Dec,,
2039,바른손이앤에이,35620,12-Dec,,
2040,바른손이앤에이,35620,13-Dec,,
2041,바른손이앤에이,35620,14-Dec,,
2042,바른손이앤에이,35620,15-Dec,,
2043,바른손이앤에이,35620,16-Dec,,
2044,바른손이앤에이,35620,17-Dec,,
2045,바른손이앤에이,35620,18-Dec,,
2046,바른손이앤에이,35620,19-Dec,,
2047,바른전자,64520,11-Dec,2.197802198,
2048,바른전자,64520,12-Dec,-3.409090909,
2049,바른전자,64520,13-Dec,3.296703297,
2050,바른전자,64520,14-Dec,,
2051,바른전자,64520,15-Dec,,
2052,바른전자,64520,16-Dec,2.150537634,
2053,바른전자,64520,17-Dec,10.57692308,
2054,바른전자,64520,18-Dec,5.454545455,
2055,바른전자,64520,19-Dec,3.50877193,
2056,바이넥스,53030,11-Dec,,
2057,바이넥스,53030,12-Dec,13.20754717,
2058,바이넥스,53030,13-Dec,20.89552239,
2059,바이넥스,53030,14-Dec,,
2060,바이넥스,53030,15-Dec,,
2061,바이넥스,53030,16-Dec,,
2062,바이넥스,53030,17-Dec,1.5625,
2063,바이넥스,53030,18-Dec,-18.51851852,
2064,바이넥스,53030,19-Dec,1.818181818,
2065,바이오니아,64550,11-Dec,2,
2066,바이오니아,64550,12-Dec,-13.63636364,
2067,바이오니아,64550,13-Dec,-12.82051282,
2068,바이오니아,64550,14-Dec,7.142857143,
2069,바이오니아,64550,15-Dec,-7.692307692,
2070,바이오니아,64550,16-Dec,17.0212766,
2071,바이오니아,64550,17-Dec,-14.63414634,
2072,바이오니아,64550,18-Dec,10.86956522,
2073,바이오니아,64550,19-Dec,2.127659574,
2074,바이오로그디바이스,208710,14-Dec,,
2075,바이오로그디바이스,208710,15-Dec,,
2076,바이오로그디바이스,208710,16-Dec,3.896103896,
2077,바이오로그디바이스,208710,17-Dec,1.282051282,
2078,바이오로그디바이스,208710,18-Dec,-1.298701299,
2079,바이오로그디바이스,208710,19-Dec,1.282051282,
2080,바이오솔루션,86820,18-Dec,,
2081,바이오솔루션,86820,19-Dec,,
2082,바이오스마트,38460,11-Dec,0,
2083,바이오스마트,38460,12-Dec,-6.349206349,
2084,바이오스마트,38460,13-Dec,12.5,
2085,바이오스마트,38460,14-Dec,0,
2086,바이오스마트,38460,15-Dec,2.702702703,
2087,바이오스마트,38460,16-Dec,5.128205128,
2088,바이오스마트,38460,17-Dec,-6.849315068,
2089,바이오스마트,38460,18-Dec,-14.0625,
2090,바이오스마트,38460,19-Dec,1.538461538,
2091,바이오톡스텍,86040,11-Dec,-13.33333333,
2092,바이오톡스텍,86040,12-Dec,20,
2093,바이오톡스텍,86040,13-Dec,7.407407407,
2094,바이오톡스텍,86040,14-Dec,8.988764045,
2095,바이오톡스텍,86040,15-Dec,-8.536585366,
2096,바이오톡스텍,86040,16-Dec,-22.3880597,
2097,바이오톡스텍,86040,17-Dec,-4.6875,
2098,바이오톡스텍,86040,18-Dec,-1.587301587,
2099,바이오톡스텍,86040,19-Dec,20.25316456,
2100,바텍,43150,11-Dec,3.03030303,
2101,바텍,43150,12-Dec,-3.125,
2102,바텍,43150,13-Dec,-12.28070175,
2103,바텍,43150,14-Dec,-3.636363636,
2104,바텍,43150,15-Dec,-1.851851852,
2105,바텍,43150,16-Dec,-3.846153846,
2106,바텍,43150,17-Dec,0,
2107,바텍,43150,18-Dec,0,
2108,바텍,43150,19-Dec,1.886792453,
2109,방림,3610,10-Sep,,
2110,방림,3610,11-Sep,0,
2111,방림,3610,12-Sep,9.090909091,
2112,방림,3610,13-Sep,-7.608695652,
2113,방림,3610,14-Sep,-2.222222222,
2114,방림,3610,15-Sep,-2.272727273,
2115,방림,3610,16-Sep,-1.149425287,
2116,방림,3610,17-Sep,0,
2117,방림,3610,18-Sep,0,
2118,방림,3610,19-Sep,-2.352941176,
2119,배럴,267790,18-Dec,,
2120,배럴,267790,19-Dec,2.631578947,
2121,백금티앤에이,46310,11-Dec,10.25641026,
2122,백금티앤에이,46310,12-Dec,-4,
2123,백금티앤에이,46310,13-Dec,-2.739726027,
2124,백금티앤에이,46310,14-Dec,-4.285714286,
2125,백금티앤에이,46310,15-Dec,4.109589041,
2126,백금티앤에이,46310,16-Dec,6.41025641,
2127,백금티앤에이,46310,17-Dec,-2.631578947,
2128,백금티앤에이,46310,18-Dec,0,
2129,백금티앤에이,46310,19-Dec,-4.109589041,
2130,백산,35150,11-Dec,-3.614457831,
2131,백산,35150,12-Dec,-3.75,
2132,백산,35150,13-Dec,4.761904762,
2133,백산,35150,14-Dec,0,
2134,백산,35150,15-Dec,-5,
2135,백산,35150,16-Dec,-3.896103896,
2136,백산,35150,17-Dec,2.53164557,
2137,백산,35150,18-Dec,2.469135802,
2138,백산,35150,19-Dec,-1.25,
2139,버킷스튜디오,66410,11-Dec,,
2140,버킷스튜디오,66410,12-Dec,,
2141,버킷스튜디오,66410,13-Dec,,
2142,버킷스튜디오,66410,14-Dec,,
2143,버킷스튜디오,66410,15-Dec,,
2144,버킷스튜디오,66410,16-Dec,,
2145,버킷스튜디오,66410,17-Dec,,
2146,버킷스튜디오,66410,18-Dec,,
2147,버킷스튜디오,66410,19-Dec,,
2148,베노홀딩스,206400,14-Dec,,
2149,베노홀딩스,206400,15-Dec,,
2150,베노홀딩스,206400,16-Dec,,
2151,베노홀딩스,206400,17-Dec,,
2152,베노홀딩스,206400,18-Dec,,
2153,베노홀딩스,206400,19-Dec,,
2154,베셀,177350,15-Dec,,
2155,베셀,177350,16-Dec,11.68831169,
2156,베셀,177350,17-Dec,-6.944444444,
2157,베셀,177350,18-Dec,4,
2158,베셀,177350,19-Dec,12.79069767,
2159,베스파,299910,18-Dec,,
2160,베스파,299910,19-Dec,,
2161,벽산,7210,11-Dec,0,
2162,벽산,7210,12-Dec,1.219512195,
2163,벽산,7210,13-Dec,-2.5,
2164,벽산,7210,14-Dec,-1.265822785,
2165,벽산,7210,15-Dec,-2.597402597,
2166,벽산,7210,16-Dec,1.282051282,
2167,벽산,7210,17-Dec,2.5,
2168,벽산,7210,18-Dec,3.614457831,
2169,벽산,7210,19-Dec,3.488372093,
2170,보광산업,225530,15-Dec,,
2171,보광산업,225530,16-Dec,,
2172,보광산업,225530,17-Dec,,
2173,보광산업,225530,18-Dec,,
2174,보광산업,225530,19-Dec,,
2175,보라티알,250000,17-Dec,,
2176,보라티알,250000,18-Dec,8.064516129,
2177,보라티알,250000,19-Dec,8.823529412,
2178,보락,2760,11-Dec,,
2179,보락,2760,12-Dec,,
2180,보락,2760,13-Dec,,
2181,보락,2760,14-Dec,,
2182,보락,2760,15-Dec,,
2183,보락,2760,16-Dec,,
2184,보락,2760,17-Dec,,
2185,보락,2760,18-Dec,,
2186,보락,2760,19-Dec,,
2187,보령,3850,11-Dec,,
2188,보령,3850,12-Dec,,
2189,보령,3850,13-Dec,,
2190,보령,3850,14-Dec,,
2191,보령,3850,15-Dec,,
2192,보령,3850,16-Dec,,
2193,보령,3850,17-Dec,,
2194,보령,3850,18-Dec,-1.694915254,
2195,보령,3850,19-Dec,-3.50877193,
2196,본느,226340,15-Dec,,
2197,본느,226340,16-Dec,,
2198,본느,226340,17-Dec,,
2199,본느,226340,18-Dec,,
2200,본느,226340,19-Dec,4.838709677,
2201,부-스타,8470,11-Dec,,
2202,부-스타,8470,12-Dec,,
2203,부-스타,8470,13-Dec,,
2204,부-스타,8470,14-Dec,,
2205,부-스타,8470,15-Dec,,
2206,부-스타,8470,16-Dec,,
2207,부-스타,8470,17-Dec,,
2208,부-스타,8470,18-Dec,,
2209,부-스타,8470,19-Dec,,
2210,부방,14470,11-Dec,-4.285714286,
2211,부방,14470,12-Dec,-2.941176471,
2212,부방,14470,13-Dec,-3.03030303,
2213,부방,14470,14-Dec,-1.538461538,
2214,부방,14470,15-Dec,9.722222222,
2215,부방,14470,16-Dec,-4.347826087,
2216,부방,14470,17-Dec,-2.985074627,
2217,부방,14470,18-Dec,4.285714286,
2218,부방,14470,19-Dec,4.109589041,
2219,뷰웍스,100120,11-Dec,0,
2220,뷰웍스,100120,12-Dec,-6.12244898,
2221,뷰웍스,100120,13-Dec,7.547169811,
2222,뷰웍스,100120,14-Dec,-3.921568627,
2223,뷰웍스,100120,15-Dec,7.272727273,
2224,뷰웍스,100120,16-Dec,-12.24489796,
2225,뷰웍스,100120,17-Dec,2,
2226,뷰웍스,100120,18-Dec,0,
2227,뷰웍스,100120,19-Dec,-6.382978723,
2228,브리지텍,64480,11-Dec,,
2229,브리지텍,64480,12-Dec,,
2230,브리지텍,64480,13-Dec,,
2231,브리지텍,64480,14-Dec,,
2232,브리지텍,64480,15-Dec,,
2233,브리지텍,64480,16-Dec,,
2234,브리지텍,64480,17-Dec,,
2235,브리지텍,64480,18-Dec,,
2236,브리지텍,64480,19-Dec,,
2237,브이원텍,251630,17-Dec,,
2238,브이원텍,251630,18-Dec,16.66666667,
2239,브이원텍,251630,19-Dec,6.25,
2240,브이티지엠피,18290,11-Dec,,
2241,브이티지엠피,18290,12-Dec,,
2242,브이티지엠피,18290,13-Dec,,
2243,브이티지엠피,18290,14-Dec,,
2244,브이티지엠피,18290,15-Dec,,
2245,브이티지엠피,18290,16-Dec,,
2246,브이티지엠피,18290,17-Dec,,
2247,브이티지엠피,18290,18-Dec,-26.98412698,
2248,브이티지엠피,18290,19-Dec,1.5625,
2249,블루베리엔에프티,44480,11-Dec,6.060606061,
2250,블루베리엔에프티,44480,12-Dec,-15.11627907,
2251,블루베리엔에프티,44480,13-Dec,-1.176470588,
2252,블루베리엔에프티,44480,14-Dec,6.593406593,
2253,블루베리엔에프티,44480,15-Dec,3.191489362,
2254,블루베리엔에프티,44480,16-Dec,-3.296703297,
2255,블루베리엔에프티,44480,17-Dec,-1.111111111,
2256,블루베리엔에프티,44480,18-Dec,-2.272727273,
2257,블루베리엔에프티,44480,19-Dec,-27.53623188,
2258,블루콤,33560,11-Dec,,
2259,블루콤,33560,12-Dec,-10.52631579,
2260,블루콤,33560,13-Dec,-4.109589041,
2261,블루콤,33560,14-Dec,2.666666667,
2262,블루콤,33560,15-Dec,3.846153846,
2263,블루콤,33560,16-Dec,-2.631578947,
2264,블루콤,33560,17-Dec,0,
2265,블루콤,33560,18-Dec,5,
2266,블루콤,33560,19-Dec,17.5257732,
2267,비덴트,121800,12-Jun,,
2268,비덴트,121800,13-Dec,,
2269,비덴트,121800,14-Dec,,
2270,비덴트,121800,15-Dec,-1.515151515,
2271,비덴트,121800,16-Dec,7.042253521,
2272,비덴트,121800,17-Dec,2.739726027,
2273,비덴트,121800,18-Dec,-15.87301587,
2274,비덴트,121800,19-Dec,4.545454545,
2275,비보존헬스케어,82800,11-Dec,,
2276,비보존헬스케어,82800,12-Dec,,
2277,비보존헬스케어,82800,13-Dec,,
2278,비보존헬스케어,82800,14-Dec,,
2279,비보존헬스케어,82800,15-Dec,,
2280,비보존헬스케어,82800,16-Dec,,
2281,비보존헬스케어,82800,17-Dec,,
2282,비보존헬스케어,82800,18-Dec,,
2283,비보존헬스케어,82800,19-Dec,,
2284,비비안,2070,11-Dec,0,
2285,비비안,2070,12-Dec,4.347826087,
2286,비비안,2070,13-Dec,-4.545454545,
2287,비비안,2070,14-Dec,8.333333333,
2288,비비안,2070,15-Dec,-4.347826087,
2289,비비안,2070,16-Dec,-6.976744186,
2290,비비안,2070,17-Dec,-2.380952381,
2291,비비안,2070,18-Dec,0,
2292,비비안,2070,19-Dec,2.325581395,
2293,비상교육,100220,11-Dec,-9.803921569,
2294,비상교육,100220,12-Dec,-4.081632653,
2295,비상교육,100220,13-Dec,3.921568627,
2296,비상교육,100220,14-Dec,8.928571429,
2297,비상교육,100220,15-Dec,-7.692307692,
2298,비상교육,100220,16-Dec,-13.04347826,
2299,비상교육,100220,17-Dec,4.166666667,
2300,비상교육,100220,18-Dec,9.433962264,
2301,비상교육,100220,19-Dec,-10.41666667,
2302,비씨월드제약,200780,14-Dec,,
2303,비씨월드제약,200780,15-Dec,,
2304,비씨월드제약,200780,16-Dec,,
2305,비씨월드제약,200780,17-Dec,,
2306,비씨월드제약,200780,18-Dec,13.33333333,
2307,비씨월드제약,200780,19-Dec,7.692307692,
2308,비아트론,141000,12-Dec,,
2309,비아트론,141000,13-Dec,,
2310,비아트론,141000,14-Dec,,
2311,비아트론,141000,15-Dec,,
2312,비아트론,141000,16-Dec,,
2313,비아트론,141000,17-Dec,1.408450704,
2314,비아트론,141000,18-Dec,0,
2315,비아트론,141000,19-Dec,6.578947368,
2316,비에이치,90460,11-Dec,-2.380952381,
2317,비에이치,90460,12-Dec,-1.204819277,
2318,비에이치,90460,13-Dec,3.488372093,
2319,비에이치,90460,14-Dec,1.149425287,
2320,비에이치,90460,15-Dec,4.395604396,
2321,비에이치,90460,16-Dec,9,
2322,비에이치,90460,17-Dec,-19.04761905,
2323,비에이치,90460,18-Dec,-5,
2324,비에이치,90460,19-Dec,6.976744186,
2325,비엔지티,32790,11-Dec,0,
2326,비엔지티,32790,12-Dec,3.125,
2327,비엔지티,32790,13-Dec,-5.494505495,
2328,비엔지티,32790,14-Dec,-3.409090909,
2329,비엔지티,32790,15-Dec,3.296703297,
2330,비엔지티,32790,16-Dec,1.086956522,
2331,비엔지티,32790,17-Dec,0,
2332,비엔지티,32790,18-Dec,3.157894737,
2333,비엔지티,32790,19-Dec,-4.395604396,
2334,비엘,142760,16-Dec,,
2335,비엘,142760,17-Dec,,
2336,비엘,142760,18-Dec,-33.33333333,
2337,비엘,142760,19-Dec,1.492537313,
2338,비엘팜텍,65170,11-Dec,-19.64285714,
2339,비엘팜텍,65170,12-Dec,8.196721311,
2340,비엘팜텍,65170,13-Dec,0,
2341,비엘팜텍,65170,14-Dec,-7.01754386,
2342,비엘팜텍,65170,15-Dec,12.30769231,
2343,비엘팜텍,65170,16-Dec,1.515151515,
2344,비엘팜텍,65170,17-Dec,1.492537313,
2345,비엘팜텍,65170,18-Dec,-9.836065574,
2346,비엘팜텍,65170,19-Dec,1.612903226,
2347,비엠티,86670,11-Dec,5.333333333,
2348,비엠티,86670,12-Dec,-1.351351351,
2349,비엠티,86670,13-Dec,-4.225352113,
2350,비엠티,86670,14-Dec,1.388888889,
2351,비엠티,86670,15-Dec,2.702702703,
2352,비엠티,86670,16-Dec,2.631578947,
2353,비엠티,86670,17-Dec,-8.571428571,
2354,비엠티,86670,18-Dec,0,
2355,비엠티,86670,19-Dec,5.405405405,
2356,비올,335890,19-Dec,,
2357,비와이씨,1460,11-Dec,-6.666666667,
2358,비와이씨,1460,12-Dec,4.761904762,
2359,비와이씨,1460,13-Dec,-5,
2360,비와이씨,1460,14-Dec,-3.448275862,
2361,비와이씨,1460,15-Dec,4.918032787,
2362,비와이씨,1460,16-Dec,10.29411765,
2363,비와이씨,1460,17-Dec,-4.615384615,
2364,비와이씨,1460,18-Dec,-3.174603175,
2365,비와이씨,1460,19-Dec,-6.779661017,
2366,비즈니스온커뮤니케이션,138580,17-Dec,,
2367,비즈니스온커뮤니케이션,138580,18-Dec,,
2368,비즈니스온커뮤니케이션,138580,19-Dec,,
2369,비지에프,27410,14-Dec,,
2370,비지에프,27410,15-Dec,3.797468354,
2371,비지에프,27410,16-Dec,1.25,
2372,비지에프,27410,17-Dec,-122.2222222,
2373,비지에프,27410,18-Dec,21.73913043,
2374,비지에프,27410,19-Dec,0,
2375,비지에프리테일,282330,17-Dec,,
2376,비지에프리테일,282330,18-Dec,0,
2377,비지에프리테일,282330,19-Dec,0,
2378,비츠로셀,82920,10-Mar,,
2379,비츠로셀,82920,11-Mar,,
2380,비츠로셀,82920,12-Mar,,
2381,비츠로셀,82920,13-Mar,,
2382,비츠로셀,82920,14-Mar,2.666666667,
2383,비츠로셀,82920,15-Jun,-2.739726027,
2384,비츠로셀,82920,16-Jun,-5.797101449,
2385,비츠로셀,82920,17-Jun,5.479452055,
2386,비츠로셀,82920,18-Dec,2.666666667,
2387,비츠로셀,82920,19-Dec,-2.739726027,
2388,비츠로시스,54220,10-Mar,,
2389,비츠로시스,54220,11-Mar,,
2390,비츠로시스,54220,12-Mar,2.380952381,
2391,비츠로시스,54220,13-Mar,1.176470588,
2392,비츠로시스,54220,14-Mar,-2.409638554,
2393,비츠로시스,54220,15-Mar,15.30612245,
2394,비츠로시스,54220,16-Mar,,
2395,비츠로시스,54220,17-Mar,,
2396,비츠로시스,54220,18-Mar,,
2397,비츠로시스,54220,19-Mar,,
2398,비츠로테크,42370,10-Mar,,
2399,비츠로테크,42370,11-Mar,,
2400,비츠로테크,42370,12-Mar,2.298850575,
2401,비츠로테크,42370,13-Mar,,
2402,비츠로테크,42370,14-Mar,,
2403,비츠로테크,42370,15-Jun,,
2404,비츠로테크,42370,16-Jun,,
2405,비츠로테크,42370,17-Jun,,
2406,비츠로테크,42370,18-Jun,3.614457831,
2407,비츠로테크,42370,19-Dec,-5.063291139,
2408,비케이홀딩스,50090,11-Dec,2.197802198,
2409,비케이홀딩스,50090,12-Dec,-4.597701149,
2410,비케이홀딩스,50090,13-Dec,-2.352941176,
2411,비케이홀딩스,50090,14-Dec,-2.409638554,
2412,비케이홀딩스,50090,15-Dec,,
2413,비케이홀딩스,50090,16-Dec,,
2414,비케이홀딩스,50090,17-Dec,,
2415,비케이홀딩스,50090,18-Dec,,
2416,비케이홀딩스,50090,19-Dec,-16.47058824,
2417,비투엔,307870,18-Dec,,
2418,비투엔,307870,19-Dec,,
2419,비트컴퓨터,32850,11-Dec,-1.282051282,
2420,비트컴퓨터,32850,12-Dec,3.703703704,
2421,비트컴퓨터,32850,13-Dec,2.409638554,
2422,비트컴퓨터,32850,14-Dec,-9.210526316,
2423,비트컴퓨터,32850,15-Dec,-4.109589041,
2424,비트컴퓨터,32850,16-Dec,3.947368421,
2425,비트컴퓨터,32850,17-Dec,-4.109589041,
2426,비트컴퓨터,32850,18-Dec,17.97752809,
2427,비트컴퓨터,32850,19-Dec,-27.14285714,
2428,비피도,238200,18-Dec,,
2429,비피도,238200,19-Dec,,
2430,빅솔론,93190,11-Dec,1.428571429,
2431,빅솔론,93190,12-Dec,0,
2432,빅솔론,93190,13-Dec,-7.692307692,
2433,빅솔론,93190,14-Dec,2.985074627,
2434,빅솔론,93190,15-Dec,-4.6875,
