,회사명,거래소코드,회계년도,투자활동감소율여부(개별),투자활동감소율여부(연결)
5640,(주)엔피케이,48830,14-Dec,1,1
5641,(주)엔피케이,48830,15-Dec,1,1
5642,(주)엔피케이,48830,16-Dec,0,0
5643,(주)엔피케이,48830,17-Dec,1,1
5644,(주)엔피케이,48830,18-Dec,1,0
5645,(주)엔피케이,48830,19-Dec,0,0
5646,(주)엘디티,96870,11-Dec,1,0
5647,(주)엘디티,96870,12-Dec,0,0
5648,(주)엘디티,96870,13-Dec,0,0
5649,(주)엘디티,96870,14-Dec,0,0
5650,(주)엘디티,96870,15-Dec,0,0
5651,(주)엘디티,96870,16-Dec,0,0
5652,(주)엘디티,96870,17-Dec,1,0
5653,(주)엘디티,96870,18-Dec,0,0
5654,(주)엘디티,96870,19-Dec,0,0
5655,(주)엘비루셈,376190,11-Dec,1,0
5656,(주)엘비루셈,376190,12-Dec,0,0
5657,(주)엘비루셈,376190,13-Dec,1,0
5658,(주)엘비루셈,376190,14-Dec,0,0
5659,(주)엘비루셈,376190,15-Dec,0,0
5660,(주)엘비루셈,376190,16-Dec,0,0
5661,(주)엘비루셈,376190,17-Dec,0,0
5662,(주)엘비루셈,376190,18-Dec,1,0
5663,(주)엘비루셈,376190,19-Dec,0,0
5664,(주)엘아이에스,138690,11-Dec,0,0
5665,(주)엘아이에스,138690,12-Dec,1,0
5666,(주)엘아이에스,138690,13-Dec,0,0
5667,(주)엘아이에스,138690,14-Dec,0,0
5668,(주)엘아이에스,138690,15-Dec,1,0
5669,(주)엘아이에스,138690,16-Dec,0,0
5670,(주)엘아이에스,138690,17-Dec,1,1
5671,(주)엘아이에스,138690,18-Dec,0,0
5672,(주)엘아이에스,138690,19-Dec,0,0
5673,(주)엘앤씨바이오,290650,16-Dec,0,0
5674,(주)엘앤씨바이오,290650,17-Dec,0,0
5675,(주)엘앤씨바이오,290650,18-Dec,1,0
5676,(주)엘앤씨바이오,290650,19-Dec,0,0
5677,(주)엘앤에프,66970,11-Dec,1,1
5678,(주)엘앤에프,66970,12-Dec,0,0
5679,(주)엘앤에프,66970,13-Dec,1,0
5680,(주)엘앤에프,66970,14-Dec,0,0
5681,(주)엘앤에프,66970,15-Dec,1,1
5682,(주)엘앤에프,66970,16-Dec,0,0
5683,(주)엘앤에프,66970,17-Dec,1,0
5684,(주)엘앤에프,66970,18-Dec,1,1
5685,(주)엘앤에프,66970,19-Dec,1,1
5686,(주)엘앤케이바이오메드,156100,11-Dec,0,0
5687,(주)엘앤케이바이오메드,156100,12-Dec,0,0
5688,(주)엘앤케이바이오메드,156100,13-Dec,0,0
5689,(주)엘앤케이바이오메드,156100,14-Dec,0,0
5690,(주)엘앤케이바이오메드,156100,15-Dec,1,1
5691,(주)엘앤케이바이오메드,156100,16-Dec,0,0
5692,(주)엘앤케이바이오메드,156100,17-Dec,1,1
5693,(주)엘앤케이바이오메드,156100,18-Dec,0,0
5694,(주)엘앤케이바이오메드,156100,19-Dec,0,0
5695,(주)엘에스,6260,11-Dec,1,1
5696,(주)엘에스,6260,12-Dec,0,0
5697,(주)엘에스,6260,13-Dec,1,1
5698,(주)엘에스,6260,14-Dec,1,1
5699,(주)엘에스,6260,15-Dec,0,1
5700,(주)엘에스,6260,16-Dec,0,0
5701,(주)엘에스,6260,17-Dec,0,1
5702,(주)엘에스,6260,18-Dec,1,0
5703,(주)엘에스,6260,19-Dec,1,0
5704,(주)엘에스네트웍스,680,11-Dec,1,1
5705,(주)엘에스네트웍스,680,12-Dec,0,0
5706,(주)엘에스네트웍스,680,13-Dec,1,1
5707,(주)엘에스네트웍스,680,14-Dec,0,0
5708,(주)엘에스네트웍스,680,15-Dec,1,1
5709,(주)엘에스네트웍스,680,16-Dec,0,0
5710,(주)엘에스네트웍스,680,17-Dec,0,0
5711,(주)엘에스네트웍스,680,18-Dec,0,0
5712,(주)엘에스네트웍스,680,19-Dec,0,1
5713,(주)엘에프,93050,11-Dec,0,0
5714,(주)엘에프,93050,12-Dec,1,1
5715,(주)엘에프,93050,13-Dec,0,0
5716,(주)엘에프,93050,14-Dec,0,0
5717,(주)엘에프,93050,15-Dec,0,1
5718,(주)엘에프,93050,16-Dec,1,1
5719,(주)엘에프,93050,17-Dec,0,0
5720,(주)엘에프,93050,18-Dec,0,0
5721,(주)엘에프,93050,19-Dec,0,0
5722,(주)엘엑스세미콘,108320,11-Dec,0,0
5723,(주)엘엑스세미콘,108320,12-Dec,0,1
5724,(주)엘엑스세미콘,108320,13-Dec,1,1
5725,(주)엘엑스세미콘,108320,14-Dec,0,0
5726,(주)엘엑스세미콘,108320,15-Dec,0,0
5727,(주)엘엑스세미콘,108320,16-Dec,0,0
5728,(주)엘엑스세미콘,108320,17-Dec,0,0
5729,(주)엘엑스세미콘,108320,18-Dec,0,0
5730,(주)엘엑스세미콘,108320,19-Dec,0,0
5731,(주)엘엑스인터내셔널,1120,11-Dec,1,1
5732,(주)엘엑스인터내셔널,1120,12-Dec,1,1
5733,(주)엘엑스인터내셔널,1120,13-Dec,0,0
5734,(주)엘엑스인터내셔널,1120,14-Dec,0,0
5735,(주)엘엑스인터내셔널,1120,15-Dec,1,1
5736,(주)엘엑스인터내셔널,1120,16-Dec,0,0
5737,(주)엘엑스인터내셔널,1120,17-Dec,0,0
5738,(주)엘엑스인터내셔널,1120,18-Dec,0,1
5739,(주)엘엑스인터내셔널,1120,19-Dec,1,0
5740,(주)엘엑스하우시스,108670,11-Dec,0,0
5741,(주)엘엑스하우시스,108670,12-Dec,0,0
5742,(주)엘엑스하우시스,108670,13-Dec,0,0
5743,(주)엘엑스하우시스,108670,14-Dec,1,1
5744,(주)엘엑스하우시스,108670,15-Dec,0,0
5745,(주)엘엑스하우시스,108670,16-Dec,0,0
5746,(주)엘엑스하우시스,108670,17-Dec,1,1
5747,(주)엘엑스하우시스,108670,18-Dec,0,0
5748,(주)엘엑스하우시스,108670,19-Dec,0,0
5749,(주)엘엠에스,73110,11-Dec,0,0
5750,(주)엘엠에스,73110,12-Dec,0,0
5751,(주)엘엠에스,73110,13-Dec,0,0
5752,(주)엘엠에스,73110,14-Dec,1,1
5753,(주)엘엠에스,73110,15-Dec,0,0
5754,(주)엘엠에스,73110,16-Dec,0,0
5755,(주)엘엠에스,73110,17-Dec,1,1
5756,(주)엘엠에스,73110,18-Dec,0,0
5757,(주)엘엠에스,73110,19-Dec,0,0
5758,(주)엘오티베큠,83310,11-Dec,0,0
5759,(주)엘오티베큠,83310,12-Dec,0,0
5760,(주)엘오티베큠,83310,13-Dec,0,0
5761,(주)엘오티베큠,83310,14-Dec,0,1
5762,(주)엘오티베큠,83310,15-Dec,1,1
5763,(주)엘오티베큠,83310,16-Dec,0,0
5764,(주)엘오티베큠,83310,17-Dec,1,1
5765,(주)엘오티베큠,83310,18-Dec,0,0
5766,(주)엘오티베큠,83310,19-Dec,1,1
5767,(주)엘지,3550,11-Dec,1,1
5768,(주)엘지,3550,12-Dec,0,0
5769,(주)엘지,3550,13-Dec,1,0
5770,(주)엘지,3550,14-Dec,1,1
5771,(주)엘지,3550,15-Dec,0,0
5772,(주)엘지,3550,16-Dec,0,0
5773,(주)엘지,3550,17-Dec,0,1
5774,(주)엘지,3550,18-Dec,1,0
5775,(주)엘지,3550,19-Dec,0,0
5776,(주)엘지생활건강,51900,11-Dec,0,0
5777,(주)엘지생활건강,51900,12-Dec,1,1
5778,(주)엘지생활건강,51900,13-Dec,0,1
5779,(주)엘지생활건강,51900,14-Dec,0,0
5780,(주)엘지생활건강,51900,15-Dec,1,1
5781,(주)엘지생활건강,51900,16-Dec,0,1
5782,(주)엘지생활건강,51900,17-Dec,0,0
5783,(주)엘지생활건강,51900,18-Dec,1,1
5784,(주)엘지생활건강,51900,19-Dec,0,0
5785,(주)엘지유플러스,32640,11-Dec,1,1
5786,(주)엘지유플러스,32640,12-Dec,1,1
5787,(주)엘지유플러스,32640,13-Dec,0,0
5788,(주)엘지유플러스,32640,14-Dec,1,1
5789,(주)엘지유플러스,32640,15-Dec,0,0
5790,(주)엘지유플러스,32640,16-Dec,0,0
5791,(주)엘지유플러스,32640,17-Dec,0,0
5792,(주)엘지유플러스,32640,18-Dec,1,1
5793,(주)엘지유플러스,32640,19-Dec,1,1
5794,(주)엘지헬로비전,37560,11-Dec,1,1
5795,(주)엘지헬로비전,37560,12-Dec,1,1
5796,(주)엘지헬로비전,37560,13-Dec,1,1
5797,(주)엘지헬로비전,37560,14-Dec,0,0
5798,(주)엘지헬로비전,37560,15-Dec,0,0
5799,(주)엘지헬로비전,37560,16-Dec,0,0
5800,(주)엘지헬로비전,37560,17-Dec,1,0
5801,(주)엘지헬로비전,37560,18-Dec,0,0
5802,(주)엘지헬로비전,37560,19-Dec,0,0
5803,(주)엘지화학,51910,11-Dec,1,1
5804,(주)엘지화학,51910,12-Dec,1,1
5805,(주)엘지화학,51910,13-Dec,0,0
5806,(주)엘지화학,51910,14-Dec,1,1
5807,(주)엘지화학,51910,15-Dec,0,0
5808,(주)엘지화학,51910,16-Dec,1,0
5809,(주)엘지화학,51910,17-Dec,0,0
5810,(주)엘지화학,51910,18-Dec,1,1
5811,(주)엘지화학,51910,19-Dec,1,1
5812,(주)엠게임,58630,11-Dec,1,1
5813,(주)엠게임,58630,12-Dec,0,0
5814,(주)엠게임,58630,13-Dec,0,0
5815,(주)엠게임,58630,14-Dec,0,0
5816,(주)엠게임,58630,15-Dec,0,0
5817,(주)엠게임,58630,16-Dec,0,0
5818,(주)엠게임,58630,17-Dec,1,0
5819,(주)엠게임,58630,18-Dec,0,0
5820,(주)엠게임,58630,19-Dec,1,1
5821,(주)엠디에스테크,86960,11-Dec,0,0
5822,(주)엠디에스테크,86960,12-Dec,1,1
5823,(주)엠디에스테크,86960,13-Dec,0,0
5824,(주)엠디에스테크,86960,14-Dec,0,0
5825,(주)엠디에스테크,86960,15-Dec,0,1
5826,(주)엠디에스테크,86960,16-Dec,0,0
5827,(주)엠디에스테크,86960,17-Dec,0,0
5828,(주)엠디에스테크,86960,18-Dec,1,1
5829,(주)엠디에스테크,86960,19-Dec,0,0
5830,(주)엠로,58970,12-Dec,0,0
5831,(주)엠로,58970,13-Dec,0,0
5832,(주)엠로,58970,14-Dec,0,0
5833,(주)엠로,58970,15-Dec,0,0
5834,(주)엠로,58970,16-Dec,0,0
5835,(주)엠로,58970,17-Dec,0,0
5836,(주)엠로,58970,18-Dec,0,0
5837,(주)엠로,58970,19-Dec,0,0
5838,(주)엠씨넥스,97520,11-Dec,0,1
5839,(주)엠씨넥스,97520,12-Dec,0,0
5840,(주)엠씨넥스,97520,13-Dec,1,0
5841,(주)엠씨넥스,97520,14-Dec,0,0
5842,(주)엠씨넥스,97520,15-Dec,1,0
5843,(주)엠씨넥스,97520,16-Dec,0,0
5844,(주)엠씨넥스,97520,17-Dec,1,1
5845,(주)엠씨넥스,97520,18-Dec,0,0
5846,(주)엠씨넥스,97520,19-Dec,0,1
5847,(주)엠아이텍,179290,11-Dec,0,0
5848,(주)엠아이텍,179290,12-Dec,0,0
5849,(주)엠아이텍,179290,13-Dec,0,0
5850,(주)엠아이텍,179290,14-Dec,0,0
5851,(주)엠아이텍,179290,15-Dec,0,0
5852,(주)엠아이텍,179290,16-Dec,0,0
5853,(주)엠아이텍,179290,17-Dec,0,0
5854,(주)엠아이텍,179290,18-Dec,0,1
5855,(주)엠아이텍,179290,19-Dec,0,0
5856,(주)엠에스씨,9780,11-Dec,0,0
5857,(주)엠에스씨,9780,12-Dec,0,0
5858,(주)엠에스씨,9780,13-Dec,1,1
5859,(주)엠에스씨,9780,14-Dec,0,0
5860,(주)엠에스씨,9780,15-Dec,0,0
5861,(주)엠에스씨,9780,16-Dec,1,1
5862,(주)엠에스씨,9780,17-Dec,0,0
5863,(주)엠에스씨,9780,18-Dec,0,0
5864,(주)엠에스씨,9780,19-Dec,1,1
5865,(주)엠에스오토텍,123040,11-Dec,1,1
5866,(주)엠에스오토텍,123040,12-Dec,0,0
5867,(주)엠에스오토텍,123040,13-Dec,0,0
5868,(주)엠에스오토텍,123040,14-Dec,0,0
5869,(주)엠에스오토텍,123040,15-Dec,0,0
5870,(주)엠에스오토텍,123040,16-Dec,0,0
5871,(주)엠에스오토텍,123040,17-Dec,1,1
5872,(주)엠에스오토텍,123040,18-Dec,1,0
5873,(주)엠에스오토텍,123040,19-Dec,1,1
5874,(주)엠투아이코퍼레이션,347890,11-Dec,0,0
5875,(주)엠투아이코퍼레이션,347890,12-Dec,0,0
5876,(주)엠투아이코퍼레이션,347890,13-Dec,0,0
5877,(주)엠투아이코퍼레이션,347890,14-Dec,0,0
5878,(주)엠투아이코퍼레이션,347890,15-Dec,0,0
5879,(주)엠투아이코퍼레이션,347890,16-Dec,0,0
5880,(주)엠투아이코퍼레이션,347890,17-Dec,0,0
5881,(주)엠투아이코퍼레이션,347890,18-Dec,0,0
5882,(주)엠투아이코퍼레이션,347890,19-Dec,0,0
5883,(주)엠투엔,33310,11-Dec,0,0
5884,(주)엠투엔,33310,12-Dec,0,0
5885,(주)엠투엔,33310,13-Dec,0,0
5886,(주)엠투엔,33310,14-Dec,1,0
5887,(주)엠투엔,33310,15-Dec,0,0
5888,(주)엠투엔,33310,16-Dec,0,0
5889,(주)엠투엔,33310,17-Dec,0,0
5890,(주)엠투엔,33310,18-Dec,1,1
5891,(주)엠투엔,33310,19-Dec,0,0
5892,(주)엠플러스,259630,11-Dec,0,0
5893,(주)엠플러스,259630,12-Dec,0,0
5894,(주)엠플러스,259630,13-Dec,0,0
5895,(주)엠플러스,259630,17-Dec,0,0
5896,(주)엠플러스,259630,18-Dec,1,0
5897,(주)엠플러스,259630,19-Dec,0,0
5898,(주)엠피대산,65150,11-Dec,0,0
5899,(주)엠피대산,65150,12-Dec,0,0
5900,(주)엠피대산,65150,13-Dec,0,0
5901,(주)엠피대산,65150,14-Dec,1,1
5902,(주)엠피대산,65150,15-Dec,1,1
5903,(주)엠피대산,65150,16-Dec,0,0
5904,(주)엠피대산,65150,17-Dec,0,0
5905,(주)엠피대산,65150,18-Dec,0,0
5906,(주)엠피대산,65150,19-Dec,0,0
5907,(주)연우,115960,11-Dec,0,0
5908,(주)연우,115960,12-Dec,0,0
5909,(주)연우,115960,13-Dec,1,0
5910,(주)연우,115960,14-Dec,0,0
5911,(주)연우,115960,15-Dec,1,0
5912,(주)연우,115960,16-Dec,1,0
5913,(주)연우,115960,17-Dec,0,1
5914,(주)연우,115960,18-Dec,0,0
5915,(주)연우,115960,19-Dec,0,0
5916,(주)연이비앤티,90740,11-Dec,0,0
5917,(주)연이비앤티,90740,12-Dec,0,0
5918,(주)연이비앤티,90740,13-Dec,0,0
5919,(주)연이비앤티,90740,14-Dec,1,0
5920,(주)연이비앤티,90740,15-Dec,0,0
5921,(주)연이비앤티,90740,16-Dec,0,0
5922,(주)연이비앤티,90740,17-Dec,1,1
5923,(주)연이비앤티,90740,18-Dec,1,1
5924,(주)연이비앤티,90740,19-Dec,1,1
5925,(주)영림원소프트랩,60850,11-Dec,0,0
5926,(주)영림원소프트랩,60850,12-Dec,0,0
5927,(주)영림원소프트랩,60850,13-Dec,0,0
5928,(주)영림원소프트랩,60850,14-Dec,0,0
5929,(주)영림원소프트랩,60850,15-Dec,0,0
5930,(주)영림원소프트랩,60850,16-Dec,0,0
5931,(주)영림원소프트랩,60850,17-Dec,0,0
5932,(주)영림원소프트랩,60850,18-Dec,0,0
5933,(주)영림원소프트랩,60850,19-Dec,0,0
5934,(주)영우디에스피,143540,11-Dec,0,0
5935,(주)영우디에스피,143540,12-Dec,0,0
5936,(주)영우디에스피,143540,13-Dec,0,0
5937,(주)영우디에스피,143540,14-Dec,1,0
5938,(주)영우디에스피,143540,15-Dec,1,0
5939,(주)영우디에스피,143540,16-Dec,0,0
5940,(주)영우디에스피,143540,17-Dec,1,1
5941,(주)영우디에스피,143540,18-Dec,0,0
5942,(주)영우디에스피,143540,19-Dec,1,0
5943,(주)영원무역,111770,11-Dec,0,0
5944,(주)영원무역,111770,12-Dec,1,1
5945,(주)영원무역,111770,13-Dec,0,0
5946,(주)영원무역,111770,14-Dec,0,0
5947,(주)영원무역,111770,15-Dec,1,1
5948,(주)영원무역,111770,16-Dec,0,0
5949,(주)영원무역,111770,17-Dec,0,1
5950,(주)영원무역,111770,18-Dec,1,0
5951,(주)영원무역,111770,19-Dec,0,0
5952,(주)영원무역홀딩스,9970,11-Dec,0,0
5953,(주)영원무역홀딩스,9970,12-Dec,1,1
5954,(주)영원무역홀딩스,9970,13-Dec,0,0
5955,(주)영원무역홀딩스,9970,14-Dec,0,0
5956,(주)영원무역홀딩스,9970,15-Dec,0,1
5957,(주)영원무역홀딩스,9970,16-Dec,0,0
5958,(주)영원무역홀딩스,9970,17-Dec,1,1
5959,(주)영원무역홀딩스,9970,18-Dec,1,0
5960,(주)영원무역홀딩스,9970,19-Dec,0,1
5961,(주)영풍,670,11-Dec,0,0
5962,(주)영풍,670,12-Dec,1,1
5963,(주)영풍,670,13-Dec,0,0
5964,(주)영풍,670,14-Dec,1,0
5965,(주)영풍,670,15-Dec,1,0
5966,(주)영풍,670,16-Dec,0,0
5967,(주)영풍,670,17-Dec,0,0
5968,(주)영풍,670,18-Dec,1,0
5969,(주)영풍,670,19-Dec,0,0
5970,(주)영흥,12160,11-Dec,1,1
5971,(주)영흥,12160,12-Dec,0,0
5972,(주)영흥,12160,13-Dec,0,0
5973,(주)영흥,12160,14-Dec,1,1
5974,(주)영흥,12160,15-Dec,0,0
5975,(주)영흥,12160,16-Dec,0,0
5976,(주)영흥,12160,17-Dec,1,0
5977,(주)영흥,12160,18-Dec,0,0
5978,(주)영흥,12160,19-Dec,1,1
5979,(주)예림당,36000,11-Dec,1,1
5980,(주)예림당,36000,12-Dec,0,0
5981,(주)예림당,36000,13-Dec,0,0
5982,(주)예림당,36000,14-Dec,0,1
5983,(주)예림당,36000,15-Dec,1,1
5984,(주)예림당,36000,16-Dec,1,1
5985,(주)예림당,36000,17-Dec,0,0
5986,(주)예림당,36000,18-Dec,0,1
5987,(주)예림당,36000,19-Dec,1,0
5988,(주)예선테크,250930,16-Dec,0,0
5989,(주)예선테크,250930,17-Dec,0,0
5990,(주)예선테크,250930,18-Dec,0,0
5991,(주)예선테크,250930,19-Dec,0,0
5992,(주)예스코홀딩스,15360,11-Dec,0,0
5993,(주)예스코홀딩스,15360,12-Dec,1,1
5994,(주)예스코홀딩스,15360,13-Dec,0,0
5995,(주)예스코홀딩스,15360,14-Dec,1,1
5996,(주)예스코홀딩스,15360,15-Dec,1,1
5997,(주)예스코홀딩스,15360,16-Dec,1,0
5998,(주)예스코홀딩스,15360,17-Dec,0,0
5999,(주)예스코홀딩스,15360,18-Dec,0,0
6000,(주)예스코홀딩스,15360,19-Dec,0,1
6001,(주)예스티,122640,11-Dec,0,0
6002,(주)예스티,122640,12-Dec,0,0
6003,(주)예스티,122640,13-Dec,0,0
6004,(주)예스티,122640,14-Dec,1,0
6005,(주)예스티,122640,15-Dec,1,0
6006,(주)예스티,122640,16-Dec,0,0
6007,(주)예스티,122640,17-Dec,1,1
6008,(주)예스티,122640,18-Dec,1,1
6009,(주)예스티,122640,19-Dec,0,0
6010,(주)오공,45060,11-Dec,0,0
6011,(주)오공,45060,12-Dec,1,1
6012,(주)오공,45060,13-Dec,1,1
6013,(주)오공,45060,14-Dec,1,1
6014,(주)오공,45060,15-Dec,0,0
6015,(주)오공,45060,16-Dec,0,0
6016,(주)오공,45060,17-Dec,1,0
6017,(주)오공,45060,18-Dec,0,1
6018,(주)오공,45060,19-Dec,0,1
6019,(주)오디텍,80520,11-Dec,0,0
6020,(주)오디텍,80520,12-Dec,1,1
6021,(주)오디텍,80520,13-Dec,1,1
6022,(주)오디텍,80520,14-Dec,0,0
6023,(주)오디텍,80520,15-Dec,1,1
6024,(주)오디텍,80520,16-Dec,1,1
6025,(주)오디텍,80520,17-Dec,1,1
6026,(주)오디텍,80520,18-Dec,0,0
6027,(주)오디텍,80520,19-Dec,0,0
6028,(주)오뚜기,7310,11-Dec,0,0
6029,(주)오뚜기,7310,12-Dec,0,1
6030,(주)오뚜기,7310,13-Dec,0,0
6031,(주)오뚜기,7310,14-Dec,1,1
6032,(주)오뚜기,7310,15-Dec,0,0
6033,(주)오뚜기,7310,16-Dec,1,1
6034,(주)오뚜기,7310,17-Dec,0,0
6035,(주)오뚜기,7310,18-Dec,1,1
6036,(주)오뚜기,7310,19-Dec,0,0
6037,(주)오로스테크놀로지,322310,13-Dec,0,0
6038,(주)오로스테크놀로지,322310,14-Dec,0,0
6039,(주)오로스테크놀로지,322310,15-Dec,0,0
6040,(주)오로스테크놀로지,322310,16-Dec,0,0
6041,(주)오로스테크놀로지,322310,17-Dec,0,0
6042,(주)오로스테크놀로지,322310,18-Dec,0,0
6043,(주)오로스테크놀로지,322310,19-Dec,0,0
6044,(주)오르비텍,46120,11-Dec,0,0
6045,(주)오르비텍,46120,12-Dec,0,0
6046,(주)오르비텍,46120,13-Dec,1,1
6047,(주)오르비텍,46120,14-Dec,0,0
6048,(주)오르비텍,46120,15-Dec,0,0
6049,(주)오르비텍,46120,16-Dec,1,0
6050,(주)오르비텍,46120,17-Dec,0,0
6051,(주)오르비텍,46120,18-Dec,0,0
6052,(주)오르비텍,46120,19-Dec,0,0
6053,(주)오리엔탈정공,14940,11-Dec,0,0
6054,(주)오리엔탈정공,14940,12-Dec,0,0
6055,(주)오리엔탈정공,14940,13-Dec,0,0
6056,(주)오리엔탈정공,14940,14-Dec,0,0
6057,(주)오리엔탈정공,14940,15-Dec,0,0
6058,(주)오리엔탈정공,14940,16-Dec,1,1
6059,(주)오리엔탈정공,14940,17-Dec,0,0
6060,(주)오리엔탈정공,14940,18-Dec,0,0
6061,(주)오리엔탈정공,14940,19-Dec,0,1
6062,(주)오리엔트바이오,2630,11-Mar,0,0
6063,(주)오리엔트바이오,2630,12-Mar,0,0
6064,(주)오리엔트바이오,2630,13-Mar,0,1
6065,(주)오리엔트바이오,2630,14-Mar,1,0
6066,(주)오리엔트바이오,2630,15-Mar,0,0
6067,(주)오리엔트바이오,2630,16-Mar,1,1
6068,(주)오리엔트바이오,2630,17-Mar,0,0
6069,(주)오리엔트바이오,2630,18-Mar,0,1
6070,(주)오리엔트바이오,2630,19-Mar,0,0
6071,(주)오리엔트정공,65500,11-Dec,0,0
6072,(주)오리엔트정공,65500,12-Dec,0,0
6073,(주)오리엔트정공,65500,13-Dec,0,0
6074,(주)오리엔트정공,65500,14-Dec,1,0
6075,(주)오리엔트정공,65500,15-Dec,0,0
6076,(주)오리엔트정공,65500,16-Dec,1,1
6077,(주)오리엔트정공,65500,17-Dec,0,0
6078,(주)오리엔트정공,65500,18-Dec,1,1
6079,(주)오리엔트정공,65500,19-Dec,0,0
6080,(주)오리온,271560,17-Dec,1,1
6081,(주)오리온,271560,18-Dec,1,1
6082,(주)오리온,271560,19-Dec,0,1
6083,(주)오리온홀딩스,1800,11-Dec,0,0
6084,(주)오리온홀딩스,1800,12-Dec,0,1
6085,(주)오리온홀딩스,1800,13-Dec,0,0
6086,(주)오리온홀딩스,1800,14-Dec,0,0
6087,(주)오리온홀딩스,1800,15-Dec,1,1
6088,(주)오리온홀딩스,1800,16-Dec,0,0
6089,(주)오리온홀딩스,1800,17-Dec,0,0
6090,(주)오리온홀딩스,1800,18-Dec,0,0
6091,(주)오리온홀딩스,1800,19-Dec,0,1
6092,(주)오리콤,10470,11-Dec,0,0
6093,(주)오리콤,10470,12-Dec,1,1
6094,(주)오리콤,10470,13-Dec,1,1
6095,(주)오리콤,10470,14-Dec,0,0
6096,(주)오리콤,10470,15-Dec,1,0
6097,(주)오리콤,10470,16-Dec,0,0
6098,(주)오리콤,10470,17-Dec,0,0
6099,(주)오리콤,10470,18-Dec,0,0
6100,(주)오리콤,10470,19-Dec,1,0
6101,(주)오비고,352910,11-Dec,0,0
6102,(주)오비고,352910,12-Dec,0,0
6103,(주)오비고,352910,13-Dec,0,0
6104,(주)오비고,352910,14-Dec,0,0
6105,(주)오비고,352910,15-Dec,0,0
6106,(주)오비고,352910,16-Dec,0,0
6107,(주)오비고,352910,17-Dec,0,0
6108,(주)오비고,352910,18-Dec,0,0
6109,(주)오비고,352910,19-Dec,0,0
6110,(주)오스코텍,39200,11-Dec,0,0
6111,(주)오스코텍,39200,12-Dec,1,1
6112,(주)오스코텍,39200,13-Dec,0,0
6113,(주)오스코텍,39200,14-Dec,0,0
6114,(주)오스코텍,39200,15-Dec,0,0
6115,(주)오스코텍,39200,16-Dec,0,0
6116,(주)오스코텍,39200,17-Dec,0,0
6117,(주)오스코텍,39200,18-Dec,0,0
6118,(주)오스코텍,39200,19-Dec,0,0
6119,(주)오스테오닉,226400,15-Dec,0,0
6120,(주)오스테오닉,226400,16-Dec,0,0
6121,(주)오스테오닉,226400,17-Dec,0,0
6122,(주)오스테오닉,226400,18-Dec,1,0
6123,(주)오스테오닉,226400,19-Dec,0,0
6124,(주)오스템,31510,11-Dec,1,1
6125,(주)오스템,31510,12-Dec,0,0
6126,(주)오스템,31510,13-Dec,0,0
6127,(주)오스템,31510,14-Dec,0,0
6128,(주)오스템,31510,15-Dec,1,1
6129,(주)오스템,31510,16-Dec,0,0
6130,(주)오스템,31510,17-Dec,0,0
6131,(주)오스템,31510,18-Dec,0,0
6132,(주)오스템,31510,19-Dec,0,0
6133,(주)오이솔루션,138080,11-Dec,1,1
6134,(주)오이솔루션,138080,12-Dec,0,0
6135,(주)오이솔루션,138080,13-Dec,1,1
6136,(주)오이솔루션,138080,14-Dec,1,1
6137,(주)오이솔루션,138080,15-Dec,0,0
6138,(주)오이솔루션,138080,16-Dec,1,1
6139,(주)오이솔루션,138080,17-Dec,0,0
6140,(주)오이솔루션,138080,18-Dec,1,1
6141,(주)오이솔루션,138080,19-Dec,1,1
6142,(주)오킨스전자,80580,11-Dec,0,0
6143,(주)오킨스전자,80580,12-Dec,0,0
6144,(주)오킨스전자,80580,13-Dec,1,1
6145,(주)오킨스전자,80580,14-Dec,1,1
6146,(주)오킨스전자,80580,15-Dec,0,0
6147,(주)오킨스전자,80580,16-Dec,0,0
6148,(주)오킨스전자,80580,17-Dec,0,0
6149,(주)오킨스전자,80580,18-Dec,0,0
6150,(주)오킨스전자,80580,19-Dec,0,0
6151,(주)오텍,67170,11-Dec,1,0
6152,(주)오텍,67170,12-Dec,0,0
6153,(주)오텍,67170,13-Dec,0,0
6154,(주)오텍,67170,14-Dec,1,0
6155,(주)오텍,67170,15-Dec,0,1
6156,(주)오텍,67170,16-Dec,0,0
6157,(주)오텍,67170,17-Dec,0,0
6158,(주)오텍,67170,18-Dec,0,1
6159,(주)오텍,67170,19-Dec,0,1
6160,(주)오파스넷,173130,11-Dec,0,0
6161,(주)오파스넷,173130,12-Dec,0,0
6162,(주)오파스넷,173130,13-Dec,0,0
6163,(주)오파스넷,173130,14-Dec,0,0
6164,(주)오파스넷,173130,15-Dec,0,0
6165,(주)오파스넷,173130,16-Dec,0,0
6166,(주)오파스넷,173130,17-Dec,0,0
6167,(주)오파스넷,173130,18-Dec,1,0
6168,(주)오파스넷,173130,19-Dec,0,0
6169,(주)오픈베이스,49480,11-Dec,1,0
6170,(주)오픈베이스,49480,12-Dec,0,0
6171,(주)오픈베이스,49480,13-Dec,1,1
6172,(주)오픈베이스,49480,14-Dec,0,0
6173,(주)오픈베이스,49480,15-Dec,1,0
6174,(주)오픈베이스,49480,16-Dec,0,0
6175,(주)오픈베이스,49480,17-Dec,0,1
6176,(주)오픈베이스,49480,18-Dec,1,0
6177,(주)오픈베이스,49480,19-Dec,0,0
6178,(주)오하임아이엔티,309930,18-Dec,0,0
