,구분,코드,산업명,2011년,2011년.mid,2012년,2012년.mid,2012년 감소율,2013년,2013년.mid,2013년 감소율,2014년,2014년.mid,2014년 감소율,2015년,2015년.mid,2015년 감소율,2016년,2016년.mid,2016년 감소율,2017년,2017년.mid,2017년 감소율,2018년,2018년.mid,2018년 감소율,2019년,2019년.mid,2019년 감소율
1616,(주)루트로닉,85370,"  의료, 정밀, 광학기기 및 시계 제조업",57.33,0,54.13,35.05,5.58,54.79,48.57,-1.22,53.11,50.39,3.07,49.29,49.29,7.19,47.23,56.81,4.18,52.32,64.32,-10.78,56.1,63.41,-7.22,56.06,64.46,0.07
1617,(주)리메드,302550,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,0,35.05,,0,48.57,,0,50.39,,0,49.29,,0,56.81,,0,64.32,,0,63.41,,42.45,64.46,#NAME?
1618,(주)마이크로디지탈,305090,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,0,35.05,,0,48.57,,0,50.39,,0,49.29,,0,56.81,,0,64.32,,0,63.41,,104.08,64.46,#NAME?
1619,(주)마이크로프랜드,147760,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,0,35.05,,0,48.57,,0,50.39,,0,49.29,,76.66,56.81,#NAME?,75.62,64.32,1.36,91.98,63.41,-21.63,88.89,64.46,3.36
1620,(주)메디아나,41920,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,0,35.05,,0,48.57,,62.81,50.39,#NAME?,62.59,49.29,0.35,64.1,56.81,-2.41,66.63,64.32,-3.95,68.94,63.41,-3.47,64.46,64.46,6.5
1621,(주)멕아이씨에스,58110,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,0,35.05,,0,48.57,,0,50.39,,53.91,49.29,#NAME?,58.01,56.81,-7.61,58.79,64.32,-1.34,64.25,63.41,-9.29,56.84,64.46,11.53
1622,(주)바텍,43150,"  의료, 정밀, 광학기기 및 시계 제조업",74.07,0,80.35,35.05,-8.48,76.85,48.57,4.36,75.2,50.39,2.15,77.57,49.29,-3.15,74.68,56.81,3.73,65.35,64.32,12.49,65.53,63.41,-0.28,64.9,64.46,0.96
1623,(주)뷰웍스,100120,"  의료, 정밀, 광학기기 및 시계 제조업",51.88,0,49.6,35.05,4.39,53.78,48.57,-8.43,51.2,50.39,4.8,54.89,49.29,-7.21,49.43,56.81,9.95,50.35,64.32,-1.86,49.04,63.41,2.6,47.47,64.46,3.2
1624,(주)빅텍,65450,"  의료, 정밀, 광학기기 및 시계 제조업",96.14,0,98.31,35.05,-2.26,88.34,48.57,10.14,87.87,50.39,0.53,89.19,49.29,-1.5,94.34,56.81,-5.77,94.57,64.32,-0.24,86.4,63.41,8.64,84.76,64.46,1.9
1625,(주)삼양옵틱스,225190,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,0,35.05,,0,48.57,,0,50.39,,0,49.29,,0,56.81,,50.63,64.32,#NAME?,55.27,63.41,-9.16,54.72,64.46,1
1626,(주)세종메디칼,258830,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,0,35.05,,0,48.57,,0,50.39,,0,49.29,,0,56.81,,0,64.32,,39.08,63.41,#NAME?,36.98,64.46,5.37
1627,(주)세코닉스,53450,"  의료, 정밀, 광학기기 및 시계 제조업",78.84,0,77.33,35.05,1.92,78.1,48.57,-1,80.7,50.39,-3.33,80.18,49.29,0.64,83.34,56.81,-3.94,87.36,64.32,-4.82,87.83,63.41,-0.54,89.11,64.46,-1.46
1628,(주)솔고바이오메디칼,43100,"  의료, 정밀, 광학기기 및 시계 제조업",57.95,0,70.66,35.05,-21.93,66.2,48.57,6.31,61.17,50.39,7.6,73.4,49.29,-19.99,76.54,56.81,-4.28,80.05,64.32,-4.59,91.69,63.41,-14.54,71.04,64.46,22.52
1629,(주)시스웍,269620,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,0,35.05,,0,48.57,,0,50.39,,0,49.29,,0,56.81,,69.56,64.32,#NAME?,61.97,63.41,10.91,75.45,64.46,-21.75
1630,(주)씨유메디칼시스템,115480,"  의료, 정밀, 광학기기 및 시계 제조업",42.21,0,52.22,35.05,-23.71,56.76,48.57,-8.69,61,50.39,-7.47,58.98,49.29,3.31,82.05,56.81,-39.11,82.74,64.32,-0.84,84.83,63.41,-2.53,85.05,64.46,-0.26
1631,(주)아이센스,99190,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,0,35.05,,57.56,48.57,#NAME?,57.63,50.39,-0.12,55.61,49.29,3.51,56.81,56.81,-2.16,59.33,64.32,-4.44,59.51,63.41,-0.3,59.38,64.46,0.22
1632,(주)얼라인드제네틱스,238120,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,0,35.05,,0,48.57,,0,50.39,,0,49.29,,50.67,56.81,#NAME?,41.04,64.32,19.01,44.94,63.41,-9.5,46.79,64.46,-4.12
1633,(주)에스에이티,60540,"  의료, 정밀, 광학기기 및 시계 제조업",83.06,0,61.81,35.05,25.58,69.33,48.57,-12.17,71.84,50.39,-3.62,69.38,49.29,3.42,77.84,56.81,-12.19,79.5,64.32,-2.13,57.92,63.41,27.14,55.35,64.46,4.44
1634,(주)엘앤케이바이오메드,156100,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,0,35.05,,0,48.57,,0,50.39,,0,49.29,,47.28,56.81,#NAME?,67.34,64.32,-42.43,55,63.41,18.32,71,64.46,-29.09
1635,(주)엘엠에스,73110,"  의료, 정밀, 광학기기 및 시계 제조업",63.76,0,65.8,35.05,-3.2,67.57,48.57,-2.69,71.14,50.39,-5.28,74.69,49.29,-4.99,75.85,56.81,-1.55,78.78,64.32,-3.86,76.03,63.41,3.49,57.74,64.46,24.06
1636,(주)엠아이텍,179290,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,0,35.05,,0,48.57,,0,50.39,,0,49.29,,0,56.81,,0,64.32,,51.44,63.41,#NAME?,54.96,64.46,-6.84
1637,(주)오스테오닉,226400,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,0,35.05,,0,48.57,,0,50.39,,0,49.29,,0,56.81,,0,64.32,,56.89,63.41,#NAME?,54.94,64.46,3.43
1638,(주)옵트론텍,82210,"  의료, 정밀, 광학기기 및 시계 제조업",74.91,0,72.51,35.05,3.2,71.89,48.57,0.86,95.21,50.39,-32.44,76.86,49.29,19.27,65.01,56.81,15.42,65.51,64.32,-0.77,72.59,63.41,-10.81,72.68,64.46,-0.12
1639,(주)우진,105840,"  의료, 정밀, 광학기기 및 시계 제조업",69.52,0,78.17,35.05,-12.44,84.1,48.57,-7.59,80.35,50.39,4.46,77.35,49.29,3.73,75.15,56.81,2.84,81.88,64.32,-8.96,75.6,63.41,7.67,74.98,64.46,0.82
1640,(주)위지트,36090,"  의료, 정밀, 광학기기 및 시계 제조업",73.87,0,70.9,35.05,4.02,72.07,48.57,-1.65,70.81,50.39,1.75,69.38,49.29,2.02,69.94,56.81,-0.81,73.83,64.32,-5.56,74.82,63.41,-1.34,82.5,64.46,-10.26
1641,(주)이엘피,63760,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,0,35.05,,0,48.57,,0,50.39,,0,49.29,,0,56.81,,47.04,64.32,#NAME?,53.63,63.41,-14.01,70.6,64.46,-31.64
1642,(주)이즈미디어,181340,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,0,35.05,,0,48.57,,0,50.39,,0,49.29,,0,56.81,,70.37,64.32,#NAME?,77.63,63.41,-10.32,84.59,64.46,-8.97
1643,(주)인바디,41830,"  의료, 정밀, 광학기기 및 시계 제조업",34.78,0,35.05,35.05,-0.78,34.71,48.57,0.97,34.64,50.39,0.2,34.36,49.29,0.81,34.94,56.81,-1.69,35.33,64.32,-1.12,37.93,63.41,-7.36,34.04,64.46,10.26
1644,(주)인터로조,119610,"  의료, 정밀, 광학기기 및 시계 제조업",33,0,35.47,35.05,-7.48,41.85,48.57,-17.99,46.5,50.39,-11.11,44.39,49.29,4.54,41.94,56.81,5.52,42.68,64.32,-1.76,47.44,63.41,-11.15,48.26,64.46,-1.73
1645,(주)인트로메딕,150840,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,0,35.05,,23.3,48.57,#NAME?,25.77,50.39,-10.6,30.08,49.29,-16.72,36.05,56.81,-19.85,37.99,64.32,-5.38,37.36,63.41,1.66,34.68,64.46,7.17
1646,(주)제노레이,122310,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,0,35.05,,0,48.57,,0,50.39,,0,49.29,,0,56.81,,0,64.32,,62.53,63.41,#NAME?,58.17,64.46,6.97
1647,(주)제이에스티나,26040,"  의료, 정밀, 광학기기 및 시계 제조업",42.33,0,36.11,35.05,14.69,33.75,48.57,6.54,31.92,50.39,5.42,32.47,49.29,-1.72,31.24,56.81,3.79,31.86,64.32,-1.98,34,63.41,-6.72,44.54,64.46,-31
1648,(주)지티지웰니스,219750,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,0,35.05,,0,48.57,,0,50.39,,0,49.29,,0,56.81,,0,64.32,,58.31,63.41,#NAME?,51.1,64.46,12.36
1649,(주)차바이오텍,85660,"  의료, 정밀, 광학기기 및 시계 제조업",84.59,0,82.84,35.05,2.07,79.7,48.57,3.79,49.41,50.39,38.01,46.76,49.29,5.36,42.69,56.81,8.7,37.87,64.32,11.29,28.88,63.41,23.74,34.04,64.46,-17.87
1650,(주)케이씨,29460,"  의료, 정밀, 광학기기 및 시계 제조업",80.89,0,71.97,35.05,11.03,74.51,48.57,-3.53,75.42,50.39,-1.22,70.36,49.29,6.71,69.74,56.81,0.88,76.82,64.32,-10.15,70.17,63.41,8.66,62.27,64.46,11.26
1651,(주)케이씨텍,281820,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,0,35.05,,0,48.57,,0,50.39,,0,49.29,,0,56.81,,65.81,64.32,#NAME?,65.53,63.41,0.43,67.06,64.46,-2.33
1652,(주)코렌텍,104540,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,0,35.05,,53.31,48.57,#NAME?,49.65,50.39,6.87,45.59,49.29,8.18,44.29,56.81,2.85,45.07,64.32,-1.76,45.68,63.41,-1.35,37.92,64.46,16.99
1653,(주)코메론,49430,"  의료, 정밀, 광학기기 및 시계 제조업",65.15,0,72.86,35.05,-11.83,74.89,48.57,-2.79,71.96,50.39,3.91,67.71,49.29,5.91,63.44,56.81,6.31,64.32,64.32,-1.39,68.74,63.41,-6.87,66.6,64.46,3.11
1654,(주)코아시아옵틱스,196450,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,0,35.05,,0,48.57,,97.41,50.39,#NAME?,96.64,49.29,0.79,129.93,56.81,-34.45,65.78,64.32,49.37,109.51,63.41,-66.48,82.56,64.46,24.61
1655,(주)큐로홀딩스,51780,"  의료, 정밀, 광학기기 및 시계 제조업",74.49,0,75.68,35.05,-1.6,70.26,48.57,7.16,67.06,50.39,4.55,62.7,49.29,6.5,76.21,56.81,-21.55,79.39,64.32,-4.17,77.95,63.41,1.81,75.71,64.46,2.87
1656,(주)티에스이,131290,"  의료, 정밀, 광학기기 및 시계 제조업",71.42,0,79.97,35.05,-11.97,83.01,48.57,-3.8,83.04,50.39,-0.04,86.15,49.29,-3.75,95.08,56.81,-10.37,71.52,64.32,24.78,67.44,63.41,5.7,66.66,64.46,1.16
1657,(주)파크시스템스,140860,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,0,35.05,,0,48.57,,0,50.39,,44.03,49.29,#NAME?,41.16,56.81,6.52,36.94,64.32,10.25,41.21,63.41,-11.56,40.23,64.46,2.38
1658,(주)피제이전자,6140,"  의료, 정밀, 광학기기 및 시계 제조업",87.91,0,88.52,35.05,-0.69,89.29,48.57,-0.87,91.99,50.39,-3.02,92.29,49.29,-0.33,92.12,56.81,0.18,91.14,64.32,1.06,92.49,63.41,-1.48,92.17,64.46,0.35
1659,(주)하이로닉,149980,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,0,35.05,,0,48.57,,32.77,50.39,#NAME?,32.87,49.29,-0.31,36.86,56.81,-12.14,37.89,64.32,-2.79,43.01,63.41,-13.51,41.12,64.46,4.39
1660,(주)휴비츠,65510,"  의료, 정밀, 광학기기 및 시계 제조업",62.32,0,62.97,35.05,-1.04,68.24,48.57,-8.37,70.05,50.39,-2.65,64.98,49.29,7.24,60.38,56.81,7.08,63.8,64.32,-5.66,63.41,63.41,0.61,60.92,64.46,3.93
1661,대한광통신(주),10170,"  의료, 정밀, 광학기기 및 시계 제조업",84.33,0,82.2,35.05,2.53,89.55,48.57,-8.94,88.4,50.39,1.28,89.44,49.29,-1.18,88.21,56.81,1.38,77.92,64.32,11.67,77.91,63.41,0.01,92.68,64.46,-18.96
1662,디엑스앤브이엑스(주),180400,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,0,35.05,,0,48.57,,0,50.39,,49.09,49.29,#NAME?,60.32,56.81,-22.88,86.18,64.32,-42.87,115.68,63.41,-34.23,86.69,64.46,25.06
1663,미래산업(주),25560,"  의료, 정밀, 광학기기 및 시계 제조업",83.22,0,95.47,35.05,-14.72,77.42,48.57,18.91,87.41,50.39,-12.9,72.9,49.29,16.6,86.37,56.81,-18.48,89.3,64.32,-3.39,102.7,63.41,-15.01,81.08,64.46,21.05
1664,에스비더블유생명과학(주),151910,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,88.31,35.05,#NAME?,93.2,48.57,-5.54,92.98,50.39,0.24,102.39,49.29,-10.12,168.79,56.81,-64.85,146.78,64.32,13.04,100.77,63.41,31.35,109.13,64.46,-8.3
1665,오스템임플란트(주),48260,"  의료, 정밀, 광학기기 및 시계 제조업",48.6,0,47.85,35.05,1.54,48.57,48.57,-1.5,50.39,50.39,-3.75,49.6,49.29,1.57,49.17,56.81,0.87,50.86,64.32,-3.44,52.84,63.41,-3.89,53.18,64.46,-0.64
1666,옴니시스템(주),57540,"  의료, 정밀, 광학기기 및 시계 제조업",79.2,0,68.97,35.05,12.92,72.5,48.57,-5.12,76.01,50.39,-4.84,73.82,49.29,2.88,77.94,56.81,-5.58,84.83,64.32,-8.84,81.68,63.41,3.71,81.95,64.46,-0.33
1667,이노시스(주),56090,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,0,35.05,,0,48.57,,0,50.39,,35.53,49.29,#NAME?,46.12,56.81,-29.81,70.67,64.32,-53.23,66.95,63.41,5.26,53.71,64.46,19.78
1668,지나인제약(주),78650,"  의료, 정밀, 광학기기 및 시계 제조업",95.2,0,86.5,35.05,9.14,83.13,48.57,3.9,100.07,50.39,-20.38,96.19,49.29,3.88,99.19,56.81,-3.12,102.74,64.32,-3.58,84.18,63.41,18.07,89.18,64.46,-5.94
1669,한화시스템(주),272210,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,0,35.05,,0,48.57,,0,50.39,,0,49.29,,0,56.81,,0,64.32,,0,63.41,,84.54,64.46,#NAME?
1670,해성옵틱스(주),76610,"  의료, 정밀, 광학기기 및 시계 제조업",0,0,0,35.05,,87.12,48.57,#NAME?,94.07,50.39,-7.98,94.38,49.29,-0.33,96.72,56.81,-2.48,95.73,64.32,1.02,87.92,63.41,8.16,81.5,64.46,7.3
1671,(주)나이스디앤비,130580,  사업지원 서비스업,0,0,0,16.675,,0,24.03,,0,3.835,,0,3.72,,0,1.06,,0,0,,0,1.985,,0,2.785,
1672,(주)나이스홀딩스,34310,  사업지원 서비스업,0,0,0,16.675,,0,24.03,,0,3.835,,0,3.72,,0,1.06,,0,0,,0,1.985,,0,2.785,
1673,(주)노랑풍선,104620,  사업지원 서비스업,0,0,0,16.675,,0,24.03,,0,3.835,,0,3.72,,0,1.06,,0,0,,0,1.985,,0,2.785,
1674,(주)레드캡투어,38390,  사업지원 서비스업,58.37,0,64.96,16.675,-11.29,66.58,24.03,-2.49,66.66,3.835,-0.12,69.94,3.72,-4.92,73.56,1.06,-5.18,0,0,100,16.57,1.985,#NAME?,16.2,2.785,2.23
1675,(주)모두투어네트워크,80160,  사업지원 서비스업,0,0,0,16.675,,0,24.03,,0,3.835,,0,3.72,,0,1.06,,0,0,,22.01,1.985,#NAME?,15.33,2.785,30.35
1676,(주)세중,39310,  사업지원 서비스업,61.1,0,59.4,16.675,2.78,58.02,24.03,2.32,60.89,3.835,-4.95,59.99,3.72,1.48,59.22,1.06,1.28,27.59,0,53.41,0,1.985,100,0,2.785,
1677,(주)쎌마테라퓨틱스,15540,  사업지원 서비스업,100.67,0,102.88,16.675,-2.2,108.86,24.03,-5.81,124.48,3.835,-14.35,98.89,3.72,20.56,99.02,1.06,-0.13,97.98,0,1.05,98.51,1.985,-0.54,99.94,2.785,-1.45
1678,(주)에스엠컬처앤콘텐츠,48550,  사업지원 서비스업,0,0,33.35,16.675,#NAME?,74.23,24.03,-122.58,86.82,3.835,-16.96,85.74,3.72,1.24,83.86,1.06,2.19,104.95,0,-25.15,75.69,1.985,27.88,66.03,2.785,12.76
1679,(주)키이스트,54780,  사업지원 서비스업,82.89,0,74.99,16.675,9.53,83.44,24.03,-11.27,79.06,3.835,5.25,82.13,3.72,-3.88,85.57,1.06,-4.19,86.82,0,-1.46,87.11,1.985,-0.33,96.07,2.785,-10.29
1680,(주)하나투어,39130,  사업지원 서비스업,0,0,0,16.675,,0,24.03,,0,3.835,,0,3.72,,0,1.06,,0,0,,0,1.985,,0,2.785,
1681,(주)한국코퍼레이션,50540,  사업지원 서비스업,90.91,0,88.56,16.675,2.58,89.12,24.03,-0.63,90.28,3.835,-1.3,92.09,3.72,-2,89.73,1.06,2.56,91.9,0,-2.42,93.55,1.985,-1.8,94.71,2.785,-1.24
1682,고려신용정보(주),49720,  사업지원 서비스업,0,0,0,16.675,,0,24.03,,0,3.835,,0,3.72,,0,1.06,,0,0,,0,1.985,,0,2.785,
1683,롯데관광개발(주),32350,  사업지원 서비스업,50.39,0,50.16,16.675,0.46,48.06,24.03,4.19,51.85,3.835,-7.89,48.26,3.72,6.92,46.51,1.06,3.63,54.65,0,-17.5,55.25,1.985,-1.1,64.87,2.785,-17.41
1684,에스씨아이평가정보(주),36120,  사업지원 서비스업,0,0,0,16.675,,0,24.03,,0,3.835,,0,3.72,,0,1.06,,0,0,,0,1.985,,0,2.785,
1685,엘에스전선아시아(주),229640,  사업지원 서비스업,0,0,0,16.675,,0,24.03,,0,3.835,,0,3.72,,0,1.06,,0,0,,0,1.985,,0,2.785,
1686,차이나크리스탈신소재홀딩스,900250,  사업지원 서비스업,0,0,0,16.675,,0,24.03,,0,3.835,,0,3.72,,0,1.06,,0,0,,0,1.985,,0,2.785,
1687,한국기업평가(주),34950,  사업지원 서비스업,0,0,0,16.675,,0,24.03,,0,3.835,,0,3.72,,0,1.06,,0,0,,0,1.985,,0,2.785,
1688,한국전자금융(주),63570,  사업지원 서비스업,81.66,0,81.71,16.675,-0.06,82.55,24.03,-1.03,7.67,3.835,90.71,7.44,3.72,3,2.12,1.06,71.51,3.71,0,-75,3.97,1.985,-7.01,5.57,2.785,-40.3
1689,한전산업개발(주),130660,  사업지원 서비스업,87.2,0,87.08,16.675,0.14,88.53,24.03,-1.67,91.68,3.835,-3.56,87.3,3.72,4.78,90.2,1.06,-3.32,89.15,0,1.16,90.87,1.985,-1.93,88.44,2.785,2.67
1690,효성아이티엑스(주),94280,  사업지원 서비스업,92.38,0,91.86,16.675,0.56,91.41,24.03,0.49,91.33,3.835,0.09,92.08,3.72,-0.82,92.13,1.06,-0.05,91.98,0,0.16,91.17,1.985,0.88,89.82,2.785,1.48
1691,(주)네오리진,94860,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",73.28,76.05,71.56,72.2,2.35,75.47,75.75,-5.46,82.21,79.68,-8.93,59.57,81.79,27.54,49.72,82.04,16.54,44.61,83.55,10.28,56.52,84.35,-26.7,58.2,82.22,-2.97
1692,(주)더존비즈온,12510,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",47.15,76.05,45.68,72.2,3.12,47.29,75.75,-3.52,45.45,79.68,3.89,44.19,81.79,2.77,41.32,82.04,6.49,41.45,83.55,-0.31,44.71,84.35,-7.86,44.12,82.22,1.32
1693,(주)데이타솔루션,263800,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",0,76.05,0,72.2,,0,75.75,,0,79.68,,0,81.79,,0,82.04,,84.86,83.55,#NAME?,90.75,84.35,-6.94,86.42,82.22,4.77
1694,(주)디비아이엔씨,12030,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",89.83,76.05,88.77,72.2,1.18,88.9,75.75,-0.15,88.44,79.68,0.52,88.67,81.79,-0.26,86.45,82.04,2.5,87.61,83.55,-1.34,88.64,84.35,-1.18,79.15,82.22,10.71
1695,(주)로지시스,67730,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",0,76.05,0,72.2,,0,75.75,,0,79.68,,93.07,81.79,#NAME?,91.58,82.04,1.6,90.11,83.55,1.61,89.66,84.35,0.5,89.37,82.22,0.32
1696,(주)룽투코리아,60240,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",17.16,76.05,11.44,72.2,33.33,14.38,75.75,-25.7,18.25,79.68,-26.91,24.57,81.79,-34.63,19.44,82.04,20.88,33.73,83.55,-73.51,30.53,84.35,9.49,29.02,82.22,4.95
1697,(주)리노스,39980,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",49.45,76.05,65.5,72.2,-32.46,55.26,75.75,15.63,53.6,79.68,3,51.27,81.79,4.35,56.98,82.04,-11.14,57.17,83.55,-0.33,54.88,84.35,4.01,64.38,82.22,-17.31
1698,(주)링네트,42500,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",85.5,76.05,86.09,72.2,-0.69,86.17,75.75,-0.09,87.47,79.68,-1.51,87.49,81.79,-0.02,89.62,82.04,-2.43,90.13,83.55,-0.57,90.42,84.35,-0.32,86.18,82.22,4.69
1699,(주)시티랩스,139050,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",79.16,76.05,80.14,72.2,-1.24,87.76,75.75,-9.51,89.14,79.68,-1.57,90.23,81.79,-1.22,90.04,82.04,0.21,93.17,83.55,-3.48,84.35,84.35,9.47,94.19,82.22,-11.67
1700,(주)아이티센,124500,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",0,76.05,0,72.2,,0,75.75,,0,79.68,,87.94,81.79,#NAME?,88.63,82.04,-0.78,86.48,83.55,2.43,87.32,84.35,-0.97,85.67,82.22,1.89
1701,(주)오파스넷,173130,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",0,76.05,0,72.2,,0,75.75,,0,79.68,,0,81.79,,0,82.04,,0,83.55,,84.27,84.35,#NAME?,86.99,82.22,-3.23
1702,(주)윈스,136540,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",50.48,76.05,48.22,72.2,4.48,58.03,75.75,-20.34,61.96,79.68,-6.77,57.97,81.79,6.44,61.88,82.04,-6.74,57.9,83.55,6.43,50.86,84.35,12.16,52.76,82.22,-3.74
1703,(주)이씨에스텔레콤,67010,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",76.05,76.05,72.2,72.2,5.06,75.75,75.75,-4.92,73.93,79.68,2.4,75.44,81.79,-2.04,78.62,82.04,-4.22,74.93,83.55,4.69,77.96,84.35,-4.04,79.84,82.22,-2.41
1704,(주)인성정보,33230,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",87.11,76.05,88.73,72.2,-1.86,87.18,75.75,1.75,90.23,79.68,-3.5,94.14,81.79,-4.33,88.56,82.04,5.93,87.68,83.55,0.99,87.58,84.35,0.11,87.28,82.22,0.34
1705,(주)정원엔시스,45510,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",93.38,76.05,91.55,72.2,1.96,90.36,75.75,1.3,89.85,79.68,0.56,90.49,81.79,-0.71,92.82,82.04,-2.57,92.33,83.55,0.53,91.57,84.35,0.82,93.49,82.22,-2.1
1706,(주)제이엘케이,322510,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",0,76.05,0,72.2,,0,75.75,,0,79.68,,0,81.79,,0,82.04,,0,83.55,,0,84.35,,24.61,82.22,#NAME?
1707,(주)케이씨에스,115500,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",81.27,76.05,80.4,72.2,1.07,83.34,75.75,-3.66,78.95,79.68,5.27,81.79,81.79,-3.6,86.57,82.04,-5.84,86.57,83.55,0,79.06,84.35,8.68,82.22,82.22,-4
1708,(주)케이씨티,89150,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",81.03,76.05,78.29,72.2,3.38,80.18,75.75,-2.41,83.49,79.68,-4.13,84.83,81.79,-1.6,78.03,82.04,8.02,77.29,83.55,0.95,81.26,84.35,-5.14,77.08,82.22,5.14
1709,(주)콤텍시스템,31820,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",91.59,76.05,89.24,72.2,2.57,90.36,75.75,-1.26,91.11,79.68,-0.83,90.02,81.79,1.2,89.29,82.04,0.81,89.47,83.55,-0.2,85.57,84.35,4.36,87.42,82.22,-2.16
1710,(주)큐로컴,40350,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",84.23,76.05,81.99,72.2,2.66,82.91,75.75,-1.12,83.7,79.68,-0.95,78.16,81.79,6.62,85.29,82.04,-9.12,83.55,83.55,2.04,88.79,84.35,-6.27,80.2,82.22,9.67
1711,(주)티에스넥스젠,43220,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",92.2,76.05,102.42,72.2,-11.08,84.45,75.75,17.55,86.76,79.68,-2.74,102.73,81.79,-18.41,89.21,82.04,13.16,109.88,83.55,-23.17,118.24,84.35,-7.61,77.03,82.22,34.85
1712,(주)포스코아이씨티,22100,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",88.54,76.05,88.91,72.2,-0.42,88.14,75.75,0.87,88.69,79.68,-0.62,89,81.79,-0.35,86.74,82.04,2.54,86.15,83.55,0.68,87.8,84.35,-1.92,86.45,82.22,1.54
1713,(주)플랜티넷,75130,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",0,76.05,0,72.2,,0,75.75,,0,79.68,,0,81.79,,0,82.04,,0,83.55,,0,84.35,,0,82.22,
1714,대신정보통신(주),20180,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",84.28,76.05,85.55,72.2,-1.51,87.22,75.75,-1.95,89.47,79.68,-2.58,89.63,81.79,-0.18,91.01,82.04,-1.54,92.7,83.55,-1.86,94.38,84.35,-1.81,93.42,82.22,1.02
1715,롯데정보통신(주),286940,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",0,76.05,0,72.2,,0,75.75,,0,79.68,,0,81.79,,0,82.04,,0,83.55,,90.43,84.35,#NAME?,90.75,82.22,-0.35
1716,비케이탑스(주),30790,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",92.11,76.05,95.93,72.2,-4.15,92.8,75.75,3.26,88.66,79.68,4.46,92.5,81.79,-4.33,93.37,82.04,-0.94,94.66,83.55,-1.38,105.76,84.35,-11.73,100.03,82.22,5.42
1717,삼성에스디에스(주),18260,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",0,76.05,0,72.2,,0,75.75,,79.68,79.68,#NAME?,79.86,81.79,-0.23,78.12,82.04,2.18,77.74,83.55,0.49,76.03,84.35,2.2,75.11,82.22,1.21
1718,쌍용정보통신(주),10280,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",88.93,76.05,87.2,72.2,1.95,88.61,75.75,-1.62,92.95,79.68,-4.9,92.4,81.79,0.59,90.52,82.04,2.03,93.04,83.55,-2.78,88.73,84.35,4.63,87.94,82.22,0.89
1719,아시아나아이디티(주),267850,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",0,76.05,0,72.2,,0,75.75,,0,79.68,,0,81.79,,0,82.04,,0,83.55,,89.18,84.35,#NAME?,90.33,82.22,-1.29
