,구분,코드,산업명,2011년,2011년.mid,2012년,2012년.mid,2012년 감소율,2013년,2013년.mid,2013년 감소율,2014년,2014년.mid,2014년 감소율,2015년,2015년.mid,2015년 감소율,2016년,2016년.mid,2016년 감소율,2017년,2017년.mid,2017년 감소율,2018년,2018년.mid,2018년 감소율,2019년,2019년.mid,2019년 감소율
378,엘지디스플레이(주),34220,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",97.92,78.63,91.81,79.75,6.24,89.36,81.65,2.67,88.09,81.58,1.42,88.37,81.36,-0.32,89.06,82.3,-0.78,84.87,81.2,4.7,91.36,81.97,-7.65,96.2,81.8,-5.3
379,엘지전자(주),66570,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",82.05,78.63,78.61,79.75,4.19,80.66,81.65,-2.61,80.35,81.58,0.38,80.12,81.36,0.29,79.18,82.3,1.17,79.27,81.2,-0.11,78.76,81.97,0.64,77.48,81.8,1.63
380,엘컴텍(주),37950,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",96.46,78.63,108.91,79.75,-12.91,131.25,81.65,-20.51,80.64,81.58,38.56,75.04,81.36,6.94,76.46,82.3,-1.89,75.41,81.2,1.37,79.25,81.97,-5.09,74.13,81.8,6.46
381,엠케이전자(주),33160,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",96.42,78.63,95.75,79.75,0.69,95.42,81.65,0.34,94.27,81.58,1.21,94.03,81.36,0.25,94.57,82.3,-0.57,95.42,81.2,-0.9,95.89,81.97,-0.49,96.37,81.8,-0.5
382,옵티시스(주),109080,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",50.17,78.63,49.39,79.75,1.55,56.46,81.65,-14.31,58.81,81.58,-4.16,59.12,81.36,-0.53,58.74,82.3,0.64,60.74,81.2,-3.4,60.04,81.97,1.15,62.48,81.8,-4.06
383,와이더블유(주),51390,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",82.39,78.63,91.9,79.75,-11.54,80.06,81.65,12.88,82.03,81.58,-2.46,67.92,81.36,17.2,75.79,82.3,-11.59,70.23,81.2,7.34,73.52,81.97,-4.68,60.98,81.8,17.06
384,와이엠씨(주),155650,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,78.63,68.85,79.75,#NAME?,72.56,81.65,-5.39,81.27,81.58,-12,80.64,81.36,0.78,86.02,82.3,-6.67,82.13,81.2,4.52,87.81,81.97,-6.92,97.33,81.8,-10.84
385,우리바이오(주),82850,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",92.44,78.63,88.57,79.75,4.19,86.94,81.65,1.84,102.88,81.58,-18.33,85.48,81.36,16.91,103.96,82.3,-21.62,110.24,81.2,-6.04,85.05,81.97,22.85,77.98,81.8,8.31
386,우리이앤엘(주),153490,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,78.63,0,79.75,,97.35,81.65,#NAME?,88.49,81.58,9.1,86.52,81.36,2.23,84.21,82.3,2.67,83.99,81.2,0.26,84.17,81.97,-0.21,87.25,81.8,-3.66
387,유아이엘(주),49520,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",95.75,78.63,86.75,79.75,9.4,88.85,81.65,-2.42,90.45,81.58,-1.8,94.19,81.36,-4.13,96.55,82.3,-2.51,93.16,81.2,3.51,97.43,81.97,-4.58,98.94,81.8,-1.55
388,인탑스(주),49070,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",89.21,78.63,91.02,79.75,-2.03,92.95,81.65,-2.12,99.03,81.58,-6.54,90.22,81.36,8.9,82.82,82.3,8.2,82.04,81.2,0.94,79.38,81.97,3.24,77.08,81.8,2.9
389,일진디스플레이(주),20760,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",84.73,78.63,84.58,79.75,0.18,87.15,81.65,-3.04,90.32,81.58,-3.64,97.08,81.36,-7.48,109.32,82.3,-12.61,85.5,81.2,21.79,92.9,81.97,-8.65,114.95,81.8,-23.74
390,일진머티리얼즈(주),20150,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",90.73,78.63,95.5,79.75,-5.26,93.76,81.65,1.82,92.88,81.58,0.94,91.5,81.36,1.49,84.09,82.3,8.1,76.21,81.2,9.37,79.68,81.97,-4.55,81.47,81.8,-2.25
391,자화전자(주),33240,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",84.37,78.63,79.95,79.75,5.24,80.33,81.65,-0.48,80.51,81.58,-0.22,79.56,81.36,1.18,78.31,82.3,1.57,85.51,81.2,-9.19,87.96,81.97,-2.87,85.22,81.8,3.12
392,재영솔루텍(주),49630,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",86.27,78.63,88.98,79.75,-3.14,90.99,81.65,-2.26,87.69,81.58,3.63,88.5,81.36,-0.92,90.59,82.3,-2.36,99.24,81.2,-9.55,90.48,81.97,8.83,82.11,81.8,9.25
393,제이엠티(주),94970,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",92.53,78.63,91.9,79.75,0.68,90.88,81.65,1.11,91.3,81.58,-0.46,95.58,81.36,-4.69,94.44,82.3,1.19,94.74,81.2,-0.32,92.57,81.97,2.29,89.22,81.8,3.62
394,케이에이치전자(주),111870,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",74.39,78.63,74.36,79.75,0.04,78.33,81.65,-5.34,83.46,81.58,-6.55,79.67,81.36,4.54,81.72,82.3,-2.57,81.7,81.2,0.02,85.34,81.97,-4.46,87.82,81.8,-2.91
395,코웰패션(주),33290,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",78.63,78.63,83.42,79.75,-6.09,83.71,81.65,-0.35,75.65,81.58,9.63,53.67,81.36,29.05,49.98,82.3,6.88,39.45,81.2,21.07,38.91,81.97,1.37,47.07,81.8,-20.97
396,코위버(주),56360,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",76.66,78.63,75.32,79.75,1.75,73.53,81.65,2.38,66.61,81.58,9.41,69.06,81.36,-3.68,67.22,82.3,2.66,64.3,81.2,4.34,70.76,81.97,-10.05,73.19,81.8,-3.43
397,크루셜텍(주),114120,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",87.35,78.63,96.66,79.75,-10.66,99.98,81.65,-3.43,95.96,81.58,4.02,79.98,81.36,16.65,85.13,82.3,-6.44,91.93,81.2,-7.99,96.71,81.97,-5.2,83.89,81.8,13.26
398,티제이미디어(주),32540,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",72.4,78.63,76.13,79.75,-5.15,80.9,81.65,-6.27,79.07,81.58,2.26,77.45,81.36,2.05,78.92,82.3,-1.9,76.3,81.2,3.32,79.07,81.97,-3.63,77.58,81.8,1.88
399,팅크웨어(주),84730,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",73.78,78.63,72.61,79.75,1.59,76.08,81.65,-4.78,70.54,81.58,7.28,69.01,81.36,2.17,68.37,82.3,0.93,68.25,81.2,0.18,69.8,81.97,-2.27,67.43,81.8,3.4
400,하나마이크론(주),67310,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",90.39,78.63,95.21,79.75,-5.33,95.61,81.65,-0.42,84.72,81.58,11.39,88.71,81.36,-4.71,95.91,82.3,-8.12,92.64,81.2,3.41,94.81,81.97,-2.34,92.92,81.8,1.99
401,하나머티리얼즈(주),166090,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,78.63,0,79.75,,0,81.65,,0,81.58,,0,81.36,,0,82.3,,67.92,81.2,#NAME?,62.15,81.97,8.5,63.01,81.8,-1.38
402,한국컴퓨터(주),54040,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",95.09,78.63,97.06,79.75,-2.07,94.3,81.65,2.84,96.59,81.58,-2.43,95.26,81.36,1.38,95.25,82.3,0.01,94.85,81.2,0.42,88.41,81.97,6.79,90.16,81.8,-1.98
403,한솔테크닉스(주),4710,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",97.1,78.63,98.62,79.75,-1.57,92.25,81.65,6.46,91.53,81.58,0.78,89.82,81.36,1.87,88.52,82.3,1.45,87.94,81.2,0.66,88.17,81.97,-0.26,85.67,81.8,2.84
404,한양디지텍(주),78350,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",96.32,78.63,94.31,79.75,2.09,90.88,81.65,3.64,90.6,81.58,0.31,92.54,81.36,-2.14,95.07,82.3,-2.73,95.63,81.2,-0.59,92.14,81.97,3.65,97.98,81.8,-6.34
405,한화에어로스페이스(주),12450,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",84.16,78.63,80.92,79.75,3.85,80.43,81.65,0.61,82.2,81.58,-2.2,84.8,81.36,-3.16,81.08,82.3,4.39,84.83,81.2,-4.63,92.69,81.97,-9.27,95.98,81.8,-3.55
406,해성디에스(주),195870,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,78.63,0,79.75,,0,81.65,,0,81.58,,0,81.36,,82.08,82.3,#NAME?,81.29,81.2,0.96,84.49,81.97,-3.94,85.04,81.8,-0.65
407,현대바이오사이언스(주),48410,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",90.17,78.63,80.92,79.75,10.26,85.83,81.65,-6.07,73.23,81.58,14.68,68.09,81.36,7.02,69.34,82.3,-1.84,51.04,81.2,26.39,48.86,81.97,4.27,44.69,81.8,8.53
408,현대에너지솔루션(주),322000,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,78.63,0,79.75,,0,81.65,,0,81.58,,0,81.36,,0,82.3,,0,81.2,,0,81.97,,85.42,81.8,#NAME?
409,현대에이치티(주),39010,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",90.49,78.63,85.11,79.75,5.95,84.15,81.65,1.13,80.88,81.58,3.89,78.68,81.36,2.72,78.11,82.3,0.72,76.91,81.2,1.54,75.99,81.97,1.2,80.11,81.8,-5.42
410,현우산업(주),92300,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",92.16,78.63,94.28,79.75,-2.3,96.38,81.65,-2.23,99.14,81.58,-2.86,91.66,81.36,7.54,90.61,82.3,1.15,90.21,81.2,0.44,92.27,81.97,-2.28,92.15,81.8,0.13
411,휴림네트웍스(주),192410,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,78.63,0,79.75,,0,81.65,,81.43,81.58,#NAME?,88.64,81.36,-8.85,116.11,82.3,-30.99,89.6,81.2,22.83,92.01,81.97,-2.69,79.64,81.8,13.44
412,(주)ES큐브,50120,  도매 및 상품 중개업,69.79,80.81,71.64,81.77,-2.65,74.25,80.31,-3.64,82.21,80.28,-10.72,83.32,81.66,-1.35,81.76,82.9,1.87,82.19,82.45,-0.53,82.07,83.32,0.15,79.6,83.47,3.01
413,(주)STX,11810,  도매 및 상품 중개업,95.58,80.81,97.11,81.77,-1.6,95.73,80.31,1.42,95.51,80.28,0.23,99.27,81.66,-3.94,101.95,82.9,-2.7,96.64,82.45,5.21,99.24,83.32,-2.69,99,83.47,0.24
414,(주)국동,5320,  도매 및 상품 중개업,86.31,80.81,82.8,81.77,4.07,82.18,80.31,0.75,81.07,80.28,1.35,80.69,81.66,0.47,80.34,82.9,0.43,85.82,82.45,-6.82,84.25,83.32,1.83,85.44,83.47,-1.41
415,(주)남성,4270,  도매 및 상품 중개업,86.15,80.81,84.87,81.77,1.49,86.37,80.31,-1.77,87.5,80.28,-1.31,87.04,81.66,0.53,87.19,82.9,-0.17,86.26,82.45,1.07,87.72,83.32,-1.69,87.54,83.47,0.21
416,(주)다우데이타,32190,  도매 및 상품 중개업,86.69,80.81,85.27,81.77,1.64,83.67,80.31,1.88,82.37,80.28,1.55,83.75,81.66,-1.68,87.17,82.9,-4.08,85.86,82.45,1.5,84.58,83.32,1.49,84.95,83.47,-0.44
417,(주)대명소노시즌,7720,  도매 및 상품 중개업,79.49,80.81,70.99,81.77,10.69,70.98,80.31,0.01,69.29,80.28,2.38,85.16,81.66,-22.9,83,82.9,2.54,82.45,82.45,0.66,80.53,83.32,2.33,82.58,83.47,-2.55
418,(주)대한과학,131220,  도매 및 상품 중개업,73.44,80.81,75.48,81.77,-2.78,73.81,80.31,2.21,74.77,80.28,-1.3,77.39,81.66,-3.5,77.57,82.9,-0.23,74.1,82.45,4.47,75.24,83.32,-1.54,76.97,83.47,-2.3
419,(주)동서,26960,  도매 및 상품 중개업,0,80.81,0,81.77,,0,80.31,,0,80.28,,0,81.66,,84.57,82.9,#NAME?,84.57,82.45,0,85.46,83.32,-1.05,84.82,83.47,0.75
420,(주)디모아,16670,  도매 및 상품 중개업,77.74,80.81,79.62,81.77,-2.42,79.12,80.31,0.63,79.5,80.28,-0.48,79.5,81.66,0,85.23,82.9,-7.21,86.51,82.45,-1.5,27.39,83.32,68.34,5.28,83.47,80.72
421,(주)리드코프,12700,  도매 및 상품 중개업,60.69,80.81,59.89,81.77,1.32,57.28,80.31,4.36,61.16,80.28,-6.77,56.15,81.66,8.19,59.06,82.9,-5.18,57.49,82.45,2.66,59.26,83.32,-3.08,79.5,83.47,-34.15
422,(주)매커스,93520,  도매 및 상품 중개업,76.75,80.81,79.85,81.77,-4.04,81.54,80.31,-2.12,78.79,80.28,3.37,80.18,81.66,-1.76,80.89,82.9,-0.89,79.28,82.45,1.99,74.4,83.32,6.16,77.52,83.47,-4.19
423,(주)메디콕스,54180,  도매 및 상품 중개업,76.61,80.81,80.4,81.77,-4.95,82.01,80.31,-2,80.28,80.28,2.11,84.78,81.66,-5.61,82.75,82.9,2.39,91.69,82.45,-10.8,94.09,83.32,-2.62,83.47,83.47,11.29
424,(주)메디프론디비티,65650,  도매 및 상품 중개업,80.88,80.81,103.91,81.77,-28.47,95.43,80.31,8.16,101.55,80.28,-6.41,83.16,81.66,18.11,88.53,82.9,-6.46,88.32,82.45,0.24,93.08,83.32,-5.39,95.15,83.47,-2.22
425,(주)모나미,5360,  도매 및 상품 중개업,82.93,80.81,83.39,81.77,-0.55,77.74,80.31,6.78,72.06,80.28,7.31,69.58,81.66,3.44,68.01,82.9,2.26,66.89,82.45,1.65,69.7,83.32,-4.2,70.24,83.47,-0.77
426,(주)백금티앤에이,46310,  도매 및 상품 중개업,84.63,80.81,88.08,81.77,-4.08,83.97,80.31,4.67,82.03,80.28,2.31,81.66,81.66,0.45,80.41,82.9,1.53,82.86,82.45,-3.05,79.05,83.32,4.6,77.71,83.47,1.7
427,(주)보라티알,250000,  도매 및 상품 중개업,0,80.81,0,81.77,,0,80.31,,0,80.28,,0,81.66,,0,82.9,,57.44,82.45,#NAME?,63.01,83.32,-9.7,73.87,83.47,-17.24
428,(주)비엘팜텍,65170,  도매 및 상품 중개업,45.68,80.81,45.89,81.77,-0.46,41.93,80.31,8.63,37.14,80.28,11.42,37.72,81.66,-1.56,46.02,82.9,-22,52.19,82.45,-13.41,36.66,83.32,29.76,40.82,83.47,-11.35
429,(주)서린바이오사이언스,38070,  도매 및 상품 중개업,68.12,80.81,66.39,81.77,2.54,71.82,80.31,-8.18,66.56,80.28,7.32,72.41,81.66,-8.79,72.7,82.9,-0.4,72.14,82.45,0.77,73.1,83.32,-1.33,76.51,83.47,-4.66
430,(주)서울옥션,63170,  도매 및 상품 중개업,65.07,80.81,59.33,81.77,8.82,47.85,80.31,19.35,56.85,80.28,-18.81,66.81,81.66,-17.52,71.52,82.9,-7.05,63.75,82.45,10.86,59.47,83.32,6.71,69.59,83.47,-17.02
431,(주)서플러스글로벌,140070,  도매 및 상품 중개업,0,80.81,0,81.77,,0,80.31,,0,80.28,,0,81.66,,0,82.9,,66.13,82.45,#NAME?,72.14,83.32,-9.09,84.28,83.47,-16.83
432,(주)세우글로벌,13000,  도매 및 상품 중개업,87.21,80.81,88,81.77,-0.91,88.72,80.31,-0.82,88.08,80.28,0.72,88.09,81.66,-0.01,89.49,82.9,-1.59,88.45,82.45,1.16,87.55,83.32,1.02,87.97,83.47,-0.48
433,(주)셀트리온헬스케어,91990,  도매 및 상품 중개업,0,80.81,0,81.77,,0,80.31,,0,80.28,,0,81.66,,0,82.9,,77.67,82.45,#NAME?,93.35,83.32,-20.19,85.07,83.47,8.87
434,(주)신흥,4080,  도매 및 상품 중개업,80.16,80.81,81.58,81.77,-1.77,76.51,80.31,6.21,72.85,80.28,4.78,72.45,81.66,0.55,75.15,82.9,-3.73,75.26,82.45,-0.15,76.19,83.32,-1.24,75.44,83.47,0.98
435,(주)씨아이테크,4920,  도매 및 상품 중개업,96.2,80.81,91.09,81.77,5.31,86.74,80.31,4.78,94.15,80.28,-8.54,64.65,81.66,31.33,76.41,82.9,-18.19,77.5,82.45,-1.43,76.02,83.32,1.91,75.66,83.47,0.47
436,(주)씨티씨바이오,60590,  도매 및 상품 중개업,67.88,80.81,64.41,81.77,5.11,68.07,80.31,-5.68,64.89,80.28,4.67,66.23,81.66,-2.07,70.55,82.9,-6.52,73.8,82.45,-4.61,68.64,83.32,6.99,74.14,83.47,-8.01
437,(주)아가방앤컴퍼니,13990,  도매 및 상품 중개업,58.74,80.81,60.05,81.77,-2.23,59.66,80.31,0.65,58.92,80.28,1.24,56.3,81.66,4.45,55.83,82.9,0.83,54.42,82.45,2.53,53.48,83.32,1.73,45.88,83.47,14.21
438,(주)아이마켓코리아,122900,  도매 및 상품 중개업,95.03,80.81,95.08,81.77,-0.05,95.2,80.31,-0.13,95.18,80.28,0.02,95.38,81.66,-0.21,95.86,82.9,-0.5,96.35,82.45,-0.51,96.21,83.32,0.15,95.91,83.47,0.31
439,(주)아이엠,101390,  도매 및 상품 중개업,80.81,80.81,89.87,81.77,-11.21,88.87,80.31,1.11,87.77,80.28,1.24,88.03,81.66,-0.3,90.32,82.9,-2.6,92.08,82.45,-1.95,93.65,83.32,-1.71,90.75,83.47,3.1
440,(주)에스에이엠티,31330,  도매 및 상품 중개업,95.66,80.81,95.89,81.77,-0.24,95.6,80.31,0.3,95,80.28,0.63,95.09,81.66,-0.09,94.94,82.9,0.16,95.64,82.45,-0.74,95.45,83.32,0.2,95.79,83.47,-0.36
441,(주)에스지세계물산,4060,  도매 및 상품 중개업,72.08,80.81,69.56,81.77,3.5,70.6,80.31,-1.5,72.99,80.28,-3.39,71.37,81.66,2.22,71.9,82.9,-0.74,67.61,82.45,5.97,70.08,83.32,-3.65,71.52,83.47,-2.05
442,(주)에이디칩스,54630,  도매 및 상품 중개업,71.18,80.81,73.59,81.77,-3.39,73.16,80.31,0.58,76.7,80.28,-4.84,72.44,81.66,5.55,77.25,82.9,-6.64,77.63,82.45,-0.49,98.82,83.32,-27.3,90.59,83.47,8.33
443,(주)엘에스네트웍스,680,  도매 및 상품 중개업,49.48,80.81,56.33,81.77,-13.84,64.51,80.31,-14.52,68.43,80.28,-6.08,70.89,81.66,-3.59,62.14,82.9,12.34,54.28,82.45,12.65,54.75,83.32,-0.87,62.56,83.47,-14.26
444,(주)엘엑스인터내셔널,1120,  도매 및 상품 중개업,94.39,80.81,92.49,81.77,2.01,93.57,80.31,-1.17,92.01,80.28,1.67,92.84,81.66,-0.9,92.08,82.9,0.82,93.51,82.45,-1.55,95.7,83.32,-2.34,95.64,83.47,0.06
445,(주)엠피대산,65150,  도매 및 상품 중개업,63.41,80.81,60.77,81.77,4.16,60.71,80.31,0.1,60.86,80.28,-0.25,55.3,81.66,9.14,52.7,82.9,4.7,53.5,82.45,-1.52,53.59,83.32,-0.17,50.39,83.47,5.97
446,(주)영원무역,111770,  도매 및 상품 중개업,86.1,80.81,86.27,81.77,-0.2,87.03,80.31,-0.88,87.42,80.28,-0.45,85.82,81.66,1.83,85.72,82.9,0.12,86.02,82.45,-0.35,85.25,83.32,0.9,86.26,83.47,-1.18
447,(주)영원무역홀딩스,9970,  도매 및 상품 중개업,0,80.81,0,81.77,,0,80.31,,0,80.28,,0,81.66,,0,82.9,,0,82.45,,0,83.32,,0,83.47,
448,(주)오픈베이스,49480,  도매 및 상품 중개업,80.98,80.81,76.69,81.77,5.3,70.74,80.31,7.76,66.62,80.28,5.82,69.5,81.66,-4.32,65.25,82.9,6.12,65.73,82.45,-0.74,64.44,83.32,1.96,71.47,83.47,-10.91
449,(주)원익,32940,  도매 및 상품 중개업,77.73,80.81,78.68,81.77,-1.22,79.92,80.31,-1.58,78.14,80.28,2.23,84,81.66,-7.5,76.37,82.9,9.08,77.78,82.45,-1.85,78.11,83.32,-0.42,80.78,83.47,-3.42
450,(주)원익큐브,14190,  도매 및 상품 중개업,90.91,80.81,91.37,81.77,-0.51,90.46,80.31,1,89.43,80.28,1.14,91.07,81.66,-1.83,90.5,82.9,0.63,90.8,82.45,-0.33,92.93,83.32,-2.35,92.94,83.47,-0.01
451,(주)윌비스,8600,  도매 및 상품 중개업,84.52,80.81,84.34,81.77,0.21,83.66,80.31,0.81,86.09,80.28,-2.9,89.84,81.66,-4.36,87.82,82.9,2.25,86.22,82.45,1.82,82.6,83.32,4.2,81.94,83.47,0.8
452,(주)유니트론텍,142210,  도매 및 상품 중개업,0,80.81,0,81.77,,0,80.31,,0,80.28,,0,81.66,,89.04,82.9,#NAME?,92.33,82.45,-3.69,91.67,83.32,0.71,90.59,83.47,1.18
453,(주)유진로봇,56080,  도매 및 상품 중개업,69.72,80.81,80.87,81.77,-15.99,78.47,80.31,2.97,78.61,80.28,-0.18,78.83,81.66,-0.28,86.06,82.9,-9.17,82.24,82.45,4.44,80.8,83.32,1.75,93.31,83.47,-15.48
454,(주)이상네트웍스,80010,  도매 및 상품 중개업,81.14,80.81,80.4,81.77,0.91,77.16,80.31,4.03,79.79,80.28,-3.41,75.51,81.66,5.36,68.64,82.9,9.1,70.27,82.45,-2.37,69.17,83.32,1.57,69.22,83.47,-0.07
455,(주)이원,17940,  도매 및 상품 중개업,95.3,80.81,95.63,81.77,-0.35,95.39,80.31,0.25,95.59,80.28,-0.21,92.51,81.66,3.22,92.59,82.9,-0.09,92.83,82.45,-0.26,96.27,83.32,-3.71,93.31,83.47,3.07
456,(주)인바이오젠,101140,  도매 및 상품 중개업,68.72,80.81,77.18,81.77,-12.31,80.31,80.31,-4.06,85.32,80.28,-6.24,104,81.66,-21.89,85.89,82.9,17.41,93.01,82.45,-8.29,89.33,83.32,3.96,89.06,83.47,0.3
457,(주)인스코비,6490,  도매 및 상품 중개업,100.52,80.81,87.96,81.77,12.5,78.83,80.31,10.38,90.92,80.28,-15.34,70.45,81.66,22.51,62.84,82.9,10.8,71.45,82.45,-13.7,50.7,83.32,29.04,61.53,83.47,-21.36
458,(주)잇츠한불,226320,  도매 및 상품 중개업,0,80.81,0,81.77,,0,80.31,,0,80.28,,38.58,81.66,#NAME?,38.67,82.9,-0.23,51.31,82.45,-32.69,47.01,83.32,8.38,56.17,83.47,-19.49
459,(주)제로투세븐,159580,  도매 및 상품 중개업,0,80.81,0,81.77,,57.96,80.31,#NAME?,59.45,80.28,-2.57,63.8,81.66,-7.32,61.75,82.9,3.21,56.18,82.45,9.02,57.18,83.32,-1.78,57.72,83.47,-0.94
460,(주)중앙에너비스,440,  도매 및 상품 중개업,87.39,80.81,87.04,81.77,0.4,84.42,80.31,3.01,84.34,80.28,0.09,81.7,81.66,3.13,80.95,82.9,0.92,82.8,82.45,-2.29,83.32,83.32,-0.63,82.09,83.47,1.48
461,(주)지에스글로벌,1250,  도매 및 상품 중개업,97.51,80.81,97.74,81.77,-0.24,97.72,80.31,0.02,97.8,80.28,-0.08,96.02,81.66,1.82,96.11,82.9,-0.09,96.84,82.45,-0.76,97.23,83.32,-0.4,96.77,83.47,0.47
462,(주)진도,88790,  도매 및 상품 중개업,52.36,80.81,56.86,81.77,-8.59,58.59,80.31,-3.04,58.05,80.28,0.92,58.24,81.66,-0.33,55.71,82.9,4.34,54.66,82.45,1.88,55.7,83.32,-1.9,60.32,83.47,-8.29
463,(주)초록뱀헬스케어,118000,  도매 및 상품 중개업,83.76,80.81,89.51,81.77,-6.86,90.26,80.31,-0.84,102.58,80.28,-13.65,111,81.66,-8.21,102.02,82.9,8.09,76.73,82.45,24.79,90.86,83.32,-18.42,82.45,83.47,9.26
464,(주)키다리스튜디오,20120,  도매 및 상품 중개업,76.47,80.81,78.5,81.77,-2.65,71.08,80.31,9.45,65.05,80.28,8.48,71.56,81.66,-10.01,86.94,82.9,-21.49,84.57,82.45,2.73,74.57,83.32,11.82,67.03,83.47,10.11
465,(주)파마리서치,214450,  도매 및 상품 중개업,0,80.81,0,81.77,,0,80.31,,0,80.28,,31.2,81.66,#NAME?,32.74,82.9,-4.94,33.38,82.45,-1.95,40.99,83.32,-22.8,43.16,83.47,-5.29
466,(주)포스코인터내셔널,47050,  도매 및 상품 중개업,95.11,80.81,95.04,81.77,0.07,95.19,80.31,-0.16,94.59,80.28,0.63,93.21,81.66,1.46,93.35,82.9,-0.15,94.48,82.45,-1.21,96.63,83.32,-2.28,95.73,83.47,0.93
467,(주)플레이그램,9810,  도매 및 상품 중개업,85.98,80.81,91.58,81.77,-6.51,96.59,80.31,-5.47,91.43,80.28,5.34,92.36,81.66,-1.02,92.21,82.9,0.16,94.5,82.45,-2.48,94.59,83.32,-0.1,95.56,83.47,-1.03
468,(주)피씨디렉트,51380,  도매 및 상품 중개업,95.18,80.81,96.12,81.77,-0.99,98.09,80.31,-2.05,96.01,80.28,2.12,95.7,81.66,0.32,95.02,82.9,0.71,94.99,82.45,0.03,93.97,83.32,1.07,94.03,83.47,-0.06
469,(주)한국테크놀로지,53590,  도매 및 상품 중개업,73.04,80.81,90.68,81.77,-24.15,163.22,80.31,-80,75.86,80.28,53.52,189.77,81.66,-150.16,113.16,82.9,40.37,70.28,82.45,37.89,79.75,83.32,-13.47,103.91,83.47,-30.29
470,(주)한샘,9240,  도매 및 상품 중개업,70.4,80.81,68.94,81.77,2.07,69.12,80.31,-0.26,68.67,80.28,0.65,68.55,81.66,0.17,68.37,82.9,0.26,69.85,82.45,-2.16,72.77,83.32,-4.18,72.19,83.47,0.8
471,(주)한창,5110,  도매 및 상품 중개업,89.51,80.81,79.15,81.77,11.57,79.17,80.31,-0.03,78.37,80.28,1.01,79.76,81.66,-1.77,84.21,82.9,-5.58,87.19,82.45,-3.54,87.51,83.32,-0.37,97.02,83.47,-10.87
472,(주)한창바이오텍,43090,  도매 및 상품 중개업,85,80.81,80.12,81.77,5.74,80.6,80.31,-0.6,80.62,80.28,-0.02,82.55,81.66,-2.39,79.92,82.9,3.19,74.45,82.45,6.84,88.78,83.32,-19.25,85.19,83.47,4.04
473,(주)혜인,3010,  도매 및 상품 중개업,81.43,80.81,87.53,81.77,-7.49,84.97,80.31,2.92,81.91,80.28,3.6,83.65,81.66,-2.12,84.62,82.9,-1.16,85.98,82.45,-1.61,83.97,83.32,2.34,84.63,83.47,-0.79
474,(주)홈센타홀딩스,60560,  도매 및 상품 중개업,88.67,80.81,91.24,81.77,-2.9,88.59,80.31,2.9,90.44,80.28,-2.09,87.8,81.66,2.92,82.9,82.9,5.58,75.28,82.45,9.19,68.1,83.32,9.54,78.22,83.47,-14.86
475,(주)휠라홀딩스,81660,  도매 및 상품 중개업,40.22,80.81,42.18,81.77,-4.87,42.53,80.31,-0.83,44.48,80.28,-4.58,44.44,81.66,0.09,48.8,82.9,-9.81,42.92,82.45,12.05,40.52,83.32,5.59,37.06,83.47,8.54
476,감성코퍼레이션(주),36620,  도매 및 상품 중개업,90.4,80.81,86.71,81.77,4.08,91.99,80.31,-6.09,83.67,80.28,9.04,86.03,81.66,-2.82,88.51,82.9,-2.88,87.85,82.45,0.75,88.43,83.32,-0.66,80.26,83.47,9.24
