,회사명,거래소코드,회계년도,배당금감소율여부
5738,(주)에이엔피,15260,Dec-12,0
5739,(주)에이엔피,15260,Dec-13,0
5740,(주)에이엔피,15260,Dec-14,0
5741,(주)에이엔피,15260,Dec-15,0
5742,(주)에이엔피,15260,Dec-16,0
5743,(주)에이엔피,15260,Dec-17,0
5744,(주)에이엔피,15260,Dec-18,0
5745,(주)에이엔피,15260,Dec-19,0
5746,(주)에이치비테크놀러지,78150,Dec-10,0
5747,(주)에이치비테크놀러지,78150,Dec-11,0
5748,(주)에이치비테크놀러지,78150,Dec-12,0
5749,(주)에이치비테크놀러지,78150,Dec-13,0
5750,(주)에이치비테크놀러지,78150,Dec-14,0
5751,(주)에이치비테크놀러지,78150,Dec-15,0
5752,(주)에이치비테크놀러지,78150,Dec-16,0
5753,(주)에이치비테크놀러지,78150,Dec-17,0
5754,(주)에이치비테크놀러지,78150,Dec-18,0
5755,(주)에이치비테크놀러지,78150,Dec-19,1
5756,(주)에이치시티,72990,Dec-10,0
5757,(주)에이치시티,72990,Dec-11,0
5758,(주)에이치시티,72990,Dec-12,0
5759,(주)에이치시티,72990,Dec-13,0
5760,(주)에이치시티,72990,Dec-14,0
5761,(주)에이치시티,72990,Dec-15,0
5762,(주)에이치시티,72990,Dec-16,1
5763,(주)에이치시티,72990,Dec-17,0
5764,(주)에이치시티,72990,Dec-18,0
5765,(주)에이치시티,72990,Dec-19,0
5766,(주)에이치알에스,36640,Dec-10,0
5767,(주)에이치알에스,36640,Dec-11,0
5768,(주)에이치알에스,36640,Dec-12,1
5769,(주)에이치알에스,36640,Dec-13,1
5770,(주)에이치알에스,36640,Dec-14,0
5771,(주)에이치알에스,36640,Dec-15,0
5772,(주)에이치알에스,36640,Dec-16,1
5773,(주)에이치알에스,36640,Dec-17,0
5774,(주)에이치알에스,36640,Dec-18,0
5775,(주)에이치알에스,36640,Dec-19,1
5776,(주)에이치앤비디자인,227100,Dec-17,0
5777,(주)에이치앤비디자인,227100,Dec-18,0
5778,(주)에이치앤비디자인,227100,Dec-19,0
5779,(주)에이치엘사이언스,239610,Dec-13,0
5780,(주)에이치엘사이언스,239610,Dec-14,0
5781,(주)에이치엘사이언스,239610,Dec-15,0
5782,(주)에이치엘사이언스,239610,Dec-16,0
5783,(주)에이치엘사이언스,239610,Dec-17,0
5784,(주)에이치엘사이언스,239610,Dec-18,0
5785,(주)에이치엘사이언스,239610,Dec-19,0
5786,(주)에이치와이티씨,148930,Dec-11,0
5787,(주)에이치와이티씨,148930,Dec-12,0
5788,(주)에이치와이티씨,148930,Dec-13,0
5789,(주)에이치와이티씨,148930,Dec-14,0
5790,(주)에이치와이티씨,148930,Dec-15,0
5791,(주)에이치와이티씨,148930,Dec-16,0
5792,(주)에이치와이티씨,148930,Dec-17,0
5793,(주)에이치와이티씨,148930,Dec-18,0
5794,(주)에이치와이티씨,148930,Dec-19,0
5795,(주)에이치케이,44780,Dec-10,0
5796,(주)에이치케이,44780,Dec-11,0
5797,(주)에이치케이,44780,Dec-12,0
5798,(주)에이치케이,44780,Dec-13,0
5799,(주)에이치케이,44780,Dec-14,1
5800,(주)에이치케이,44780,Dec-15,0
5801,(주)에이치케이,44780,Dec-16,0
5802,(주)에이치케이,44780,Dec-17,0
5803,(주)에이치케이,44780,Dec-18,0
5804,(주)에이치케이,44780,Dec-19,0
5805,(주)에이치피에스피,403870,Dec-17,0
5806,(주)에이치피에스피,403870,Dec-18,0
5807,(주)에이치피에스피,403870,Dec-19,0
5808,(주)에이치피오,357230,Dec-14,0
5809,(주)에이치피오,357230,Dec-15,0
5810,(주)에이치피오,357230,Dec-16,0
5811,(주)에이치피오,357230,Dec-17,0
5812,(주)에이치피오,357230,Dec-18,0
5813,(주)에이치피오,357230,Dec-19,0
5814,(주)에이텍,45660,Dec-10,0
5815,(주)에이텍,45660,Dec-11,0
5816,(주)에이텍,45660,Dec-12,0
5817,(주)에이텍,45660,Dec-13,0
5818,(주)에이텍,45660,Dec-14,0
5819,(주)에이텍,45660,Dec-15,0
5820,(주)에이텍,45660,Dec-16,1
5821,(주)에이텍,45660,Dec-17,0
5822,(주)에이텍,45660,Dec-18,0
5823,(주)에이텍,45660,Dec-19,0
5824,(주)에이텍티앤,224110,Dec-15,0
5825,(주)에이텍티앤,224110,Dec-16,0
5826,(주)에이텍티앤,224110,Dec-17,0
5827,(주)에이텍티앤,224110,Dec-18,0
5828,(주)에이텍티앤,224110,Dec-19,0
5829,(주)에이트원,230980,Dec-16,0
5830,(주)에이트원,230980,Dec-17,0
5831,(주)에이트원,230980,Dec-18,0
5832,(주)에이트원,230980,Dec-19,0
5833,(주)에이티세미콘,89530,Dec-10,0
5834,(주)에이티세미콘,89530,Dec-11,0
5835,(주)에이티세미콘,89530,Dec-12,1
5836,(주)에이티세미콘,89530,Dec-13,0
5837,(주)에이티세미콘,89530,Dec-14,0
5838,(주)에이티세미콘,89530,Dec-15,0
5839,(주)에이티세미콘,89530,Dec-16,0
5840,(주)에이티세미콘,89530,Dec-17,0
5841,(주)에이티세미콘,89530,Dec-18,0
5842,(주)에이티세미콘,89530,Dec-19,0
5843,(주)에이팩트,200470,Dec-10,0
5844,(주)에이팩트,200470,Dec-11,0
5845,(주)에이팩트,200470,Dec-12,0
5846,(주)에이팩트,200470,Dec-13,0
5847,(주)에이팩트,200470,Dec-14,0
5848,(주)에이팩트,200470,Dec-15,0
5849,(주)에이팩트,200470,Dec-16,0
5850,(주)에이팩트,200470,Dec-17,0
5851,(주)에이팩트,200470,Dec-18,0
5852,(주)에이팩트,200470,Dec-19,0
5853,(주)에이프로,262260,Dec-16,0
5854,(주)에이프로,262260,Dec-17,0
5855,(주)에이프로,262260,Dec-18,0
5856,(주)에이프로,262260,Dec-19,0
5857,(주)에이프로젠,7460,Dec-10,0
5858,(주)에이프로젠,7460,Dec-11,0
5859,(주)에이프로젠,7460,Dec-12,0
5860,(주)에이프로젠,7460,Dec-13,0
5861,(주)에이프로젠,7460,Dec-14,0
5862,(주)에이프로젠,7460,Dec-15,0
5863,(주)에이프로젠,7460,Dec-16,0
5864,(주)에이프로젠,7460,Dec-17,0
5865,(주)에이프로젠,7460,Dec-18,0
5866,(주)에이프로젠,7460,Dec-19,0
5867,(주)에이프로젠헬스케어앤게임즈,109960,Dec-10,0
5868,(주)에이프로젠헬스케어앤게임즈,109960,Dec-11,0
5869,(주)에이프로젠헬스케어앤게임즈,109960,Dec-12,0
5870,(주)에이프로젠헬스케어앤게임즈,109960,Dec-13,0
5871,(주)에이프로젠헬스케어앤게임즈,109960,Dec-14,0
5872,(주)에이프로젠헬스케어앤게임즈,109960,Dec-15,0
5873,(주)에이프로젠헬스케어앤게임즈,109960,Dec-16,0
5874,(주)에이프로젠헬스케어앤게임즈,109960,Dec-17,0
5875,(주)에이프로젠헬스케어앤게임즈,109960,Dec-18,0
5876,(주)에이프로젠헬스케어앤게임즈,109960,Dec-19,0
5877,(주)에이프릴바이오,397030,Dec-19,0
5878,(주)에이플러스에셋어드바이저,244920,Mar-10,0
5879,(주)에이플러스에셋어드바이저,244920,Mar-11,0
5880,(주)에이플러스에셋어드바이저,244920,Mar-12,0
5881,(주)에이플러스에셋어드바이저,244920,Mar-13,0
5882,(주)에이플러스에셋어드바이저,244920,Dec-14,0
5883,(주)에이플러스에셋어드바이저,244920,Dec-15,0
5884,(주)에이플러스에셋어드바이저,244920,Dec-16,0
5885,(주)에이플러스에셋어드바이저,244920,Dec-17,0
5886,(주)에이플러스에셋어드바이저,244920,Dec-18,0
5887,(주)에이플러스에셋어드바이저,244920,Dec-19,0
5888,(주)에치에프알,230240,Dec-15,0
5889,(주)에치에프알,230240,Dec-16,0
5890,(주)에치에프알,230240,Dec-17,0
5891,(주)에치에프알,230240,Dec-18,0
5892,(주)에치에프알,230240,Dec-19,0
5893,(주)에코마케팅,230360,Dec-13,0
5894,(주)에코마케팅,230360,Dec-14,0
5895,(주)에코마케팅,230360,Dec-15,0
5896,(주)에코마케팅,230360,Dec-16,0
5897,(주)에코마케팅,230360,Dec-17,0
5898,(주)에코마케팅,230360,Dec-18,0
5899,(주)에코마케팅,230360,Dec-19,0
5900,(주)에코프로,86520,Dec-10,0
5901,(주)에코프로,86520,Dec-11,0
5902,(주)에코프로,86520,Dec-12,0
5903,(주)에코프로,86520,Dec-13,1
5904,(주)에코프로,86520,Dec-14,0
5905,(주)에코프로,86520,Dec-15,0
5906,(주)에코프로,86520,Dec-16,0
5907,(주)에코프로,86520,Dec-17,0
5908,(주)에코프로,86520,Dec-18,0
5909,(주)에코프로,86520,Dec-19,0
5910,(주)에코프로비엠,247540,Dec-16,0
5911,(주)에코프로비엠,247540,Dec-17,0
5912,(주)에코프로비엠,247540,Dec-18,0
5913,(주)에코프로비엠,247540,Dec-19,0
5914,(주)에프알텍,73540,Dec-10,0
5915,(주)에프알텍,73540,Dec-11,0
5916,(주)에프알텍,73540,Dec-12,0
5917,(주)에프알텍,73540,Dec-13,0
5918,(주)에프알텍,73540,Dec-14,1
5919,(주)에프알텍,73540,Dec-15,1
5920,(주)에프알텍,73540,Dec-16,0
5921,(주)에프알텍,73540,Dec-17,0
5922,(주)에프알텍,73540,Dec-18,0
5923,(주)에프알텍,73540,Dec-19,0
5924,(주)에프앤가이드,64850,Dec-10,0
5925,(주)에프앤가이드,64850,Dec-11,0
5926,(주)에프앤가이드,64850,Dec-12,0
5927,(주)에프앤가이드,64850,Dec-13,0
5928,(주)에프앤가이드,64850,Dec-14,0
5929,(주)에프앤가이드,64850,Dec-15,0
5930,(주)에프앤가이드,64850,Dec-16,0
5931,(주)에프앤가이드,64850,Dec-17,0
5932,(주)에프앤가이드,64850,Dec-18,0
5933,(주)에프앤가이드,64850,Dec-19,0
5934,(주)에프앤리퍼블릭,64090,Dec-10,0
5935,(주)에프앤리퍼블릭,64090,Dec-11,0
5936,(주)에프앤리퍼블릭,64090,Dec-12,0
5937,(주)에프앤리퍼블릭,64090,Dec-13,0
5938,(주)에프앤리퍼블릭,64090,Dec-14,0
5939,(주)에프앤리퍼블릭,64090,Dec-15,0
5940,(주)에프앤리퍼블릭,64090,Dec-16,0
5941,(주)에프앤리퍼블릭,64090,Dec-17,0
5942,(주)에프앤리퍼블릭,64090,Dec-18,0
5943,(주)에프앤리퍼블릭,64090,Dec-19,0
5944,(주)에프앤에프홀딩스,7700,Dec-10,0
5945,(주)에프앤에프홀딩스,7700,Dec-11,0
5946,(주)에프앤에프홀딩스,7700,Dec-12,1
5947,(주)에프앤에프홀딩스,7700,Dec-13,1
5948,(주)에프앤에프홀딩스,7700,Dec-14,0
5949,(주)에프앤에프홀딩스,7700,Dec-15,0
5950,(주)에프앤에프홀딩스,7700,Dec-16,0
5951,(주)에프앤에프홀딩스,7700,Dec-17,0
5952,(주)에프앤에프홀딩스,7700,Dec-18,0
5953,(주)에프앤에프홀딩스,7700,Dec-19,0
5954,(주)에프에스엔,214270,Dec-15,0
5955,(주)에프에스엔,214270,Dec-16,0
5956,(주)에프에스엔,214270,Dec-17,0
5957,(주)에프에스엔,214270,Dec-18,0
5958,(주)에프에스엔,214270,Dec-19,0
5959,(주)에프에스티,36810,Dec-10,0
5960,(주)에프에스티,36810,Dec-11,0
5961,(주)에프에스티,36810,Dec-12,0
5962,(주)에프에스티,36810,Dec-13,0
5963,(주)에프에스티,36810,Dec-14,0
5964,(주)에프에스티,36810,Dec-15,0
5965,(주)에프에스티,36810,Dec-16,0
5966,(주)에프에스티,36810,Dec-17,0
5967,(주)에프에스티,36810,Dec-18,0
5968,(주)에프에스티,36810,Dec-19,1
5969,(주)에프엔씨엔터테인먼트,173940,Dec-11,0
5970,(주)에프엔씨엔터테인먼트,173940,Dec-12,0
5971,(주)에프엔씨엔터테인먼트,173940,Dec-13,0
5972,(주)에프엔씨엔터테인먼트,173940,Dec-14,0
5973,(주)에프엔씨엔터테인먼트,173940,Dec-15,0
5974,(주)에프엔씨엔터테인먼트,173940,Dec-16,0
5975,(주)에프엔씨엔터테인먼트,173940,Dec-17,1
5976,(주)에프엔씨엔터테인먼트,173940,Dec-18,0
5977,(주)에프엔씨엔터테인먼트,173940,Dec-19,0
5978,(주)엑사이엔씨,54940,Dec-10,0
5979,(주)엑사이엔씨,54940,Dec-11,0
5980,(주)엑사이엔씨,54940,Dec-12,0
5981,(주)엑사이엔씨,54940,Dec-13,0
5982,(주)엑사이엔씨,54940,Dec-14,0
5983,(주)엑사이엔씨,54940,Dec-15,0
5984,(주)엑사이엔씨,54940,Dec-16,0
5985,(주)엑사이엔씨,54940,Dec-17,0
5986,(주)엑사이엔씨,54940,Dec-18,0
5987,(주)엑사이엔씨,54940,Dec-19,0
5988,(주)엑세스바이오인코퍼레이션,950130,Dec-12,0
5989,(주)엑세스바이오인코퍼레이션,950130,Dec-13,0
5990,(주)엑세스바이오인코퍼레이션,950130,Dec-14,0
5991,(주)엑세스바이오인코퍼레이션,950130,Dec-15,0
5992,(주)엑세스바이오인코퍼레이션,950130,Dec-16,0
5993,(주)엑세스바이오인코퍼레이션,950130,Dec-17,0
5994,(주)엑세스바이오인코퍼레이션,950130,Dec-18,0
5995,(주)엑세스바이오인코퍼레이션,950130,Dec-19,0
5996,(주)엑셈,205100,Dec-14,0
5997,(주)엑셈,205100,Dec-15,0
5998,(주)엑셈,205100,Dec-16,0
5999,(주)엑셈,205100,Dec-17,0
6000,(주)엑셈,205100,Dec-18,0
6001,(주)엑셈,205100,Dec-19,0
6002,(주)엑시콘,92870,Dec-10,0
6003,(주)엑시콘,92870,Dec-11,0
6004,(주)엑시콘,92870,Dec-12,0
6005,(주)엑시콘,92870,Dec-13,0
6006,(주)엑시콘,92870,Dec-14,0
6007,(주)엑시콘,92870,Dec-15,0
6008,(주)엑시콘,92870,Dec-16,0
6009,(주)엑시콘,92870,Dec-17,0
6010,(주)엑시콘,92870,Dec-18,0
6011,(주)엑시콘,92870,Dec-19,0
6012,(주)엔바이오니아,317870,Dec-12,0
6013,(주)엔바이오니아,317870,Dec-13,0
6014,(주)엔바이오니아,317870,Dec-14,0
6015,(주)엔바이오니아,317870,Dec-15,0
6016,(주)엔바이오니아,317870,Dec-16,0
6017,(주)엔바이오니아,317870,Dec-17,0
6018,(주)엔바이오니아,317870,Dec-18,0
6019,(주)엔바이오니아,317870,Dec-19,0
6020,(주)엔비티,236810,Dec-14,0
6021,(주)엔비티,236810,Dec-15,0
6022,(주)엔비티,236810,Dec-16,0
6023,(주)엔비티,236810,Dec-17,0
6024,(주)엔비티,236810,Dec-18,0
6025,(주)엔비티,236810,Dec-19,0
6026,(주)엔시스,333620,Dec-17,0
6027,(주)엔시스,333620,Dec-18,0
6028,(주)엔시스,333620,Dec-19,0
6029,(주)엔씨소프트,36570,Dec-10,0
6030,(주)엔씨소프트,36570,Dec-11,0
6031,(주)엔씨소프트,36570,Dec-12,0
6032,(주)엔씨소프트,36570,Dec-13,0
6033,(주)엔씨소프트,36570,Dec-14,0
6034,(주)엔씨소프트,36570,Dec-15,0
6035,(주)엔씨소프트,36570,Dec-16,0
6036,(주)엔씨소프트,36570,Dec-17,0
6037,(주)엔씨소프트,36570,Dec-18,0
6038,(주)엔씨소프트,36570,Dec-19,1
6039,(주)엔아이스틸,8260,Dec-10,0
6040,(주)엔아이스틸,8260,Dec-11,0
6041,(주)엔아이스틸,8260,Dec-12,0
6042,(주)엔아이스틸,8260,Dec-13,0
6043,(주)엔아이스틸,8260,Dec-14,0
6044,(주)엔아이스틸,8260,Dec-15,0
6045,(주)엔아이스틸,8260,Dec-16,0
6046,(주)엔아이스틸,8260,Dec-17,0
6047,(주)엔아이스틸,8260,Dec-18,0
6048,(주)엔아이스틸,8260,Dec-19,0
6049,(주)엔에스,217820,Dec-13,0
6050,(주)엔에스,217820,Dec-14,0
6051,(주)엔에스,217820,Dec-15,0
6052,(주)엔에스,217820,Dec-16,0
6053,(주)엔에스,217820,Dec-17,0
6054,(주)엔에스,217820,Dec-18,1
6055,(주)엔에스,217820,Dec-19,0
6056,(주)엔에스엔,31860,Dec-10,0
6057,(주)엔에스엔,31860,Dec-11,0
6058,(주)엔에스엔,31860,Dec-12,0
6059,(주)엔에스엔,31860,Dec-13,0
6060,(주)엔에스엔,31860,Dec-14,0
6061,(주)엔에스엔,31860,Dec-15,0
6062,(주)엔에스엔,31860,Dec-16,0
6063,(주)엔에스엔,31860,Dec-17,0
6064,(주)엔에스엔,31860,Dec-18,0
6065,(주)엔에스엔,31860,Dec-19,0
6066,(주)엔에이치엔벅스,104200,Dec-10,0
6067,(주)엔에이치엔벅스,104200,Dec-11,0
6068,(주)엔에이치엔벅스,104200,Dec-12,0
6069,(주)엔에이치엔벅스,104200,Dec-13,0
6070,(주)엔에이치엔벅스,104200,Dec-14,0
6071,(주)엔에이치엔벅스,104200,Dec-15,0
6072,(주)엔에이치엔벅스,104200,Dec-16,0
6073,(주)엔에이치엔벅스,104200,Dec-17,0
6074,(주)엔에이치엔벅스,104200,Dec-18,0
6075,(주)엔에이치엔벅스,104200,Dec-19,0
6076,(주)엔에프씨,265740,Dec-17,0
6077,(주)엔에프씨,265740,Dec-18,0
6078,(주)엔에프씨,265740,Dec-19,0
6079,(주)엔이능률,53290,Dec-10,0
6080,(주)엔이능률,53290,Dec-11,0
6081,(주)엔이능률,53290,Dec-12,0
6082,(주)엔이능률,53290,Dec-13,1
6083,(주)엔이능률,53290,Dec-14,0
6084,(주)엔이능률,53290,Dec-15,1
6085,(주)엔이능률,53290,Dec-16,0
6086,(주)엔이능률,53290,Dec-17,1
6087,(주)엔이능률,53290,Dec-18,1
6088,(주)엔이능률,53290,Dec-19,1
6089,(주)엔젠바이오,354200,Dec-19,0
6090,(주)엔지스테크널러지,208860,Dec-15,0
6091,(주)엔지스테크널러지,208860,Dec-16,0
6092,(주)엔지스테크널러지,208860,Dec-17,0
6093,(주)엔지스테크널러지,208860,Dec-18,0
6094,(주)엔지스테크널러지,208860,Dec-19,0
6095,(주)엔지켐생명과학,183490,Dec-10,0
6096,(주)엔지켐생명과학,183490,Dec-11,0
6097,(주)엔지켐생명과학,183490,Dec-12,0
6098,(주)엔지켐생명과학,183490,Dec-13,0
6099,(주)엔지켐생명과학,183490,Dec-14,0
6100,(주)엔지켐생명과학,183490,Dec-15,0
6101,(주)엔지켐생명과학,183490,Dec-16,0
6102,(주)엔지켐생명과학,183490,Dec-17,0
6103,(주)엔지켐생명과학,183490,Dec-18,0
6104,(주)엔지켐생명과학,183490,Dec-19,0
6105,(주)엔케이,85310,Dec-10,0
6106,(주)엔케이,85310,Dec-11,0
6107,(주)엔케이,85310,Dec-12,0
6108,(주)엔케이,85310,Dec-13,1
6109,(주)엔케이,85310,Dec-14,0
6110,(주)엔케이,85310,Dec-15,0
6111,(주)엔케이,85310,Dec-16,1
6112,(주)엔케이,85310,Dec-17,0
6113,(주)엔케이,85310,Dec-18,0
6114,(주)엔케이,85310,Dec-19,0
6115,(주)엔케이맥스,182400,Dec-12,0
6116,(주)엔케이맥스,182400,Dec-13,0
6117,(주)엔케이맥스,182400,Dec-14,0
6118,(주)엔케이맥스,182400,Dec-15,0
6119,(주)엔케이맥스,182400,Dec-16,0
6120,(주)엔케이맥스,182400,Dec-17,0
6121,(주)엔케이맥스,182400,Dec-18,0
6122,(주)엔케이맥스,182400,Dec-19,0
6123,(주)엔켐,348370,Dec-13,0
6124,(주)엔켐,348370,Dec-14,0
6125,(주)엔켐,348370,Dec-15,0
6126,(주)엔켐,348370,Dec-16,0
6127,(주)엔켐,348370,Dec-17,0
6128,(주)엔켐,348370,Dec-18,0
6129,(주)엔켐,348370,Dec-19,0
6130,(주)엔텔스,69410,Dec-10,0
6131,(주)엔텔스,69410,Dec-11,0
6132,(주)엔텔스,69410,Dec-12,0
6133,(주)엔텔스,69410,Dec-13,0
6134,(주)엔텔스,69410,Dec-14,0
6135,(주)엔텔스,69410,Dec-15,1
6136,(주)엔텔스,69410,Dec-16,1
6137,(주)엔텔스,69410,Dec-17,0
6138,(주)엔텔스,69410,Dec-18,0
6139,(주)엔텔스,69410,Dec-19,0
6140,(주)엔투텍,227950,Dec-15,0
6141,(주)엔투텍,227950,Dec-16,0
6142,(주)엔투텍,227950,Dec-17,0
6143,(주)엔투텍,227950,Dec-18,0
6144,(주)엔피,291230,Dec-18,0
6145,(주)엔피,291230,Dec-19,0
6146,(주)엔피디,198080,Dec-10,0
6147,(주)엔피디,198080,Dec-11,0
6148,(주)엔피디,198080,Dec-12,0
6149,(주)엔피디,198080,Dec-13,0
6150,(주)엔피디,198080,Dec-14,0
6151,(주)엔피디,198080,Dec-15,0
6152,(주)엔피디,198080,Dec-16,0
6153,(주)엔피디,198080,Dec-17,0
6154,(주)엔피디,198080,Dec-18,0
6155,(주)엔피디,198080,Dec-19,0
6156,(주)엔피케이,48830,Dec-10,0
6157,(주)엔피케이,48830,Dec-11,0
6158,(주)엔피케이,48830,Dec-12,1
6159,(주)엔피케이,48830,Dec-13,0
6160,(주)엔피케이,48830,Dec-14,0
6161,(주)엔피케이,48830,Dec-15,1
6162,(주)엔피케이,48830,Dec-16,0
6163,(주)엔피케이,48830,Dec-17,0
6164,(주)엔피케이,48830,Dec-18,0
6165,(주)엔피케이,48830,Dec-19,0
6166,(주)엘디티,96870,Dec-10,0
6167,(주)엘디티,96870,Dec-11,0
6168,(주)엘디티,96870,Dec-12,0
6169,(주)엘디티,96870,Dec-13,0
6170,(주)엘디티,96870,Dec-14,0
6171,(주)엘디티,96870,Dec-15,0
6172,(주)엘디티,96870,Dec-16,0
6173,(주)엘디티,96870,Dec-17,0
6174,(주)엘디티,96870,Dec-18,0
6175,(주)엘디티,96870,Dec-19,0
6176,(주)엘비루셈,376190,Dec-10,0
6177,(주)엘비루셈,376190,Dec-11,0
6178,(주)엘비루셈,376190,Dec-12,0
6179,(주)엘비루셈,376190,Dec-13,0
6180,(주)엘비루셈,376190,Dec-14,0
6181,(주)엘비루셈,376190,Dec-15,0
6182,(주)엘비루셈,376190,Dec-16,0
6183,(주)엘비루셈,376190,Dec-17,0
6184,(주)엘비루셈,376190,Dec-18,1
6185,(주)엘비루셈,376190,Dec-19,0
6186,(주)엘아이에스,138690,Dec-10,0
6187,(주)엘아이에스,138690,Dec-11,0
6188,(주)엘아이에스,138690,Dec-12,0
6189,(주)엘아이에스,138690,Dec-13,0
6190,(주)엘아이에스,138690,Dec-14,0
6191,(주)엘아이에스,138690,Dec-15,0
6192,(주)엘아이에스,138690,Dec-16,0
6193,(주)엘아이에스,138690,Dec-17,0
6194,(주)엘아이에스,138690,Dec-18,0
6195,(주)엘아이에스,138690,Dec-19,0
6196,(주)엘앤씨바이오,290650,Dec-16,0
6197,(주)엘앤씨바이오,290650,Dec-17,0
6198,(주)엘앤씨바이오,290650,Dec-18,0
6199,(주)엘앤씨바이오,290650,Dec-19,0
6200,(주)엘앤에프,66970,Dec-10,0
6201,(주)엘앤에프,66970,Dec-11,0
6202,(주)엘앤에프,66970,Dec-12,1
6203,(주)엘앤에프,66970,Dec-13,0
6204,(주)엘앤에프,66970,Dec-14,0
6205,(주)엘앤에프,66970,Dec-15,0
6206,(주)엘앤에프,66970,Dec-16,0
6207,(주)엘앤에프,66970,Dec-17,0
6208,(주)엘앤에프,66970,Dec-18,0
6209,(주)엘앤에프,66970,Dec-19,0
6210,(주)엘앤케이바이오메드,156100,Dec-11,0
6211,(주)엘앤케이바이오메드,156100,Dec-12,0
6212,(주)엘앤케이바이오메드,156100,Dec-13,0
6213,(주)엘앤케이바이오메드,156100,Dec-14,0
6214,(주)엘앤케이바이오메드,156100,Dec-15,0
6215,(주)엘앤케이바이오메드,156100,Dec-16,0
6216,(주)엘앤케이바이오메드,156100,Dec-17,0
6217,(주)엘앤케이바이오메드,156100,Dec-18,0
6218,(주)엘앤케이바이오메드,156100,Dec-19,0
6219,(주)엘에스,6260,Dec-10,0
6220,(주)엘에스,6260,Dec-11,0
6221,(주)엘에스,6260,Dec-12,0
6222,(주)엘에스,6260,Dec-13,0
6223,(주)엘에스,6260,Dec-14,0
6224,(주)엘에스,6260,Dec-15,0
6225,(주)엘에스,6260,Dec-16,0
6226,(주)엘에스,6260,Dec-17,0
6227,(주)엘에스,6260,Dec-18,0
6228,(주)엘에스,6260,Dec-19,0
6229,(주)엘에스네트웍스,680,Dec-10,0
6230,(주)엘에스네트웍스,680,Dec-11,0
6231,(주)엘에스네트웍스,680,Dec-12,1
6232,(주)엘에스네트웍스,680,Dec-13,0
6233,(주)엘에스네트웍스,680,Dec-14,1
6234,(주)엘에스네트웍스,680,Dec-15,0
6235,(주)엘에스네트웍스,680,Dec-16,1
6236,(주)엘에스네트웍스,680,Dec-17,1
6237,(주)엘에스네트웍스,680,Dec-18,0
6238,(주)엘에스네트웍스,680,Dec-19,0
6239,(주)엘에프,93050,Dec-10,0
6240,(주)엘에프,93050,Dec-11,0
6241,(주)엘에프,93050,Dec-12,0
6242,(주)엘에프,93050,Dec-13,0
6243,(주)엘에프,93050,Dec-14,0
6244,(주)엘에프,93050,Dec-15,0
6245,(주)엘에프,93050,Dec-16,0
6246,(주)엘에프,93050,Dec-17,0
6247,(주)엘에프,93050,Dec-18,0
6248,(주)엘에프,93050,Dec-19,0
6249,(주)엘엑스세미콘,108320,Dec-10,0
6250,(주)엘엑스세미콘,108320,Dec-11,0
6251,(주)엘엑스세미콘,108320,Dec-12,1
6252,(주)엘엑스세미콘,108320,Dec-13,0
6253,(주)엘엑스세미콘,108320,Dec-14,0
6254,(주)엘엑스세미콘,108320,Dec-15,0
6255,(주)엘엑스세미콘,108320,Dec-16,0
6256,(주)엘엑스세미콘,108320,Dec-17,0
6257,(주)엘엑스세미콘,108320,Dec-18,1
6258,(주)엘엑스세미콘,108320,Dec-19,0
6259,(주)엘엑스인터내셔널,1120,Dec-10,0
6260,(주)엘엑스인터내셔널,1120,Dec-11,0
6261,(주)엘엑스인터내셔널,1120,Dec-12,0
6262,(주)엘엑스인터내셔널,1120,Dec-13,0
6263,(주)엘엑스인터내셔널,1120,Dec-14,1
6264,(주)엘엑스인터내셔널,1120,Dec-15,0
6265,(주)엘엑스인터내셔널,1120,Dec-16,1
6266,(주)엘엑스인터내셔널,1120,Dec-17,0
6267,(주)엘엑스인터내셔널,1120,Dec-18,0
6268,(주)엘엑스인터내셔널,1120,Dec-19,0
6269,(주)엘엑스하우시스,108670,Dec-10,0
6270,(주)엘엑스하우시스,108670,Dec-11,0
6271,(주)엘엑스하우시스,108670,Dec-12,0
6272,(주)엘엑스하우시스,108670,Dec-13,0
6273,(주)엘엑스하우시스,108670,Dec-14,0
6274,(주)엘엑스하우시스,108670,Dec-15,0
6275,(주)엘엑스하우시스,108670,Dec-16,0
6276,(주)엘엑스하우시스,108670,Dec-17,0
6277,(주)엘엑스하우시스,108670,Dec-18,0
6278,(주)엘엑스하우시스,108670,Dec-19,1
6279,(주)엘엠에스,73110,Dec-10,0
6280,(주)엘엠에스,73110,Dec-11,0
6281,(주)엘엠에스,73110,Dec-12,0
6282,(주)엘엠에스,73110,Dec-13,0
6283,(주)엘엠에스,73110,Dec-14,0
6284,(주)엘엠에스,73110,Dec-15,0
6285,(주)엘엠에스,73110,Dec-16,0
6286,(주)엘엠에스,73110,Dec-17,0
6287,(주)엘엠에스,73110,Dec-18,0
6288,(주)엘엠에스,73110,Dec-19,0
6289,(주)엘오티베큠,83310,Dec-10,0
6290,(주)엘오티베큠,83310,Dec-11,0
6291,(주)엘오티베큠,83310,Dec-12,1
6292,(주)엘오티베큠,83310,Dec-13,1
6293,(주)엘오티베큠,83310,Dec-14,0
6294,(주)엘오티베큠,83310,Dec-15,0
6295,(주)엘오티베큠,83310,Dec-16,0
6296,(주)엘오티베큠,83310,Dec-17,0
