,회사명,거래소코드,회계년도,배당금감소율여부
10154,(주)텔레필드,91440,Dec-12,0
10155,(주)텔레필드,91440,Dec-13,0
10156,(주)텔레필드,91440,Dec-14,0
10157,(주)텔레필드,91440,Dec-15,0
10158,(주)텔레필드,91440,Dec-16,0
10159,(주)텔레필드,91440,Dec-17,0
10160,(주)텔레필드,91440,Dec-18,0
10161,(주)텔레필드,91440,Dec-19,0
10162,(주)텔콘알에프제약,200230,Dec-10,0
10163,(주)텔콘알에프제약,200230,Dec-11,0
10164,(주)텔콘알에프제약,200230,Dec-12,0
10165,(주)텔콘알에프제약,200230,Dec-13,0
10166,(주)텔콘알에프제약,200230,Dec-14,1
10167,(주)텔콘알에프제약,200230,Dec-15,0
10168,(주)텔콘알에프제약,200230,Dec-16,0
10169,(주)텔콘알에프제약,200230,Dec-17,0
10170,(주)텔콘알에프제약,200230,Dec-18,0
10171,(주)텔콘알에프제약,200230,Dec-19,0
10172,(주)토니모리,214420,Dec-10,0
10173,(주)토니모리,214420,Dec-11,0
10174,(주)토니모리,214420,Dec-12,0
10175,(주)토니모리,214420,Dec-13,0
10176,(주)토니모리,214420,Dec-14,0
10177,(주)토니모리,214420,Dec-15,1
10178,(주)토니모리,214420,Dec-16,0
10179,(주)토니모리,214420,Dec-17,0
10180,(주)토니모리,214420,Dec-18,1
10181,(주)토니모리,214420,Dec-19,0
10182,(주)토박스코리아,215480,Dec-15,0
10183,(주)토박스코리아,215480,Dec-16,0
10184,(주)토박스코리아,215480,Dec-17,0
10185,(주)토박스코리아,215480,Dec-18,0
10186,(주)토박스코리아,215480,Dec-19,0
10187,(주)토비스,51360,Dec-10,0
10188,(주)토비스,51360,Dec-11,0
10189,(주)토비스,51360,Dec-12,0
10190,(주)토비스,51360,Dec-13,1
10191,(주)토비스,51360,Dec-14,0
10192,(주)토비스,51360,Dec-15,0
10193,(주)토비스,51360,Dec-16,0
10194,(주)토비스,51360,Dec-17,1
10195,(주)토비스,51360,Dec-18,0
10196,(주)토비스,51360,Dec-19,0
10197,(주)토탈소프트뱅크,45340,Dec-10,0
10198,(주)토탈소프트뱅크,45340,Dec-11,0
10199,(주)토탈소프트뱅크,45340,Dec-12,0
10200,(주)토탈소프트뱅크,45340,Dec-13,0
10201,(주)토탈소프트뱅크,45340,Dec-14,0
10202,(주)토탈소프트뱅크,45340,Dec-15,0
10203,(주)토탈소프트뱅크,45340,Dec-16,0
10204,(주)토탈소프트뱅크,45340,Dec-17,0
10205,(주)토탈소프트뱅크,45340,Dec-18,0
10206,(주)토탈소프트뱅크,45340,Dec-19,0
10207,(주)톱텍,108230,Dec-10,0
10208,(주)톱텍,108230,Dec-11,0
10209,(주)톱텍,108230,Dec-12,1
10210,(주)톱텍,108230,Dec-13,0
10211,(주)톱텍,108230,Dec-14,0
10212,(주)톱텍,108230,Dec-15,1
10213,(주)톱텍,108230,Dec-16,0
10214,(주)톱텍,108230,Dec-17,0
10215,(주)톱텍,108230,Dec-18,1
10216,(주)톱텍,108230,Dec-19,0
10217,(주)투비소프트,79970,Dec-10,0
10218,(주)투비소프트,79970,Dec-11,0
10219,(주)투비소프트,79970,Dec-12,0
10220,(주)투비소프트,79970,Dec-13,0
10221,(주)투비소프트,79970,Dec-14,0
10222,(주)투비소프트,79970,Dec-15,1
10223,(주)투비소프트,79970,Dec-16,1
10224,(주)투비소프트,79970,Dec-17,0
10225,(주)투비소프트,79970,Dec-18,1
10226,(주)투비소프트,79970,Dec-19,0
10227,(주)툴젠,199800,Dec-12,0
10228,(주)툴젠,199800,Dec-13,0
10229,(주)툴젠,199800,Dec-14,0
10230,(주)툴젠,199800,Dec-15,0
10231,(주)툴젠,199800,Dec-16,0
10232,(주)툴젠,199800,Dec-17,0
10233,(주)툴젠,199800,Dec-18,0
10234,(주)툴젠,199800,Dec-19,0
10235,(주)트루윈,105550,Dec-10,0
10236,(주)트루윈,105550,Dec-11,0
10237,(주)트루윈,105550,Dec-12,0
10238,(주)트루윈,105550,Dec-13,0
10239,(주)트루윈,105550,Dec-14,0
10240,(주)트루윈,105550,Dec-15,1
10241,(주)트루윈,105550,Dec-16,1
10242,(주)트루윈,105550,Dec-17,0
10243,(주)트루윈,105550,Dec-18,0
10244,(주)트루윈,105550,Dec-19,0
10245,(주)트윔,290090,Dec-17,0
10246,(주)트윔,290090,Dec-18,0
10247,(주)트윔,290090,Dec-19,0
10248,(주)특수건설,26150,Dec-10,0
10249,(주)특수건설,26150,Dec-11,0
10250,(주)특수건설,26150,Dec-12,0
10251,(주)특수건설,26150,Dec-13,1
10252,(주)특수건설,26150,Dec-14,1
10253,(주)특수건설,26150,Dec-15,0
10254,(주)특수건설,26150,Dec-16,0
10255,(주)특수건설,26150,Dec-17,0
10256,(주)특수건설,26150,Dec-18,0
10257,(주)특수건설,26150,Dec-19,0
10258,(주)티라유텍,322180,Dec-18,0
10259,(주)티라유텍,322180,Dec-19,0
10260,(주)티로보틱스,117730,Dec-10,0
10261,(주)티로보틱스,117730,Dec-11,0
10262,(주)티로보틱스,117730,Dec-12,0
10263,(주)티로보틱스,117730,Dec-13,0
10264,(주)티로보틱스,117730,Dec-14,0
10265,(주)티로보틱스,117730,Dec-15,0
10266,(주)티로보틱스,117730,Dec-16,0
10267,(주)티로보틱스,117730,Dec-17,0
10268,(주)티로보틱스,117730,Dec-18,0
10269,(주)티로보틱스,117730,Dec-19,0
10270,(주)티비씨,33830,Dec-10,0
10271,(주)티비씨,33830,Dec-11,0
10272,(주)티비씨,33830,Dec-12,1
10273,(주)티비씨,33830,Dec-13,1
10274,(주)티비씨,33830,Dec-14,0
10275,(주)티비씨,33830,Dec-15,1
10276,(주)티비씨,33830,Dec-16,0
10277,(주)티비씨,33830,Dec-17,1
10278,(주)티비씨,33830,Dec-18,0
10279,(주)티비씨,33830,Dec-19,0
10280,(주)티비에이치글로벌,84870,Dec-10,0
10281,(주)티비에이치글로벌,84870,Dec-11,0
10282,(주)티비에이치글로벌,84870,Dec-12,1
10283,(주)티비에이치글로벌,84870,Dec-13,0
10284,(주)티비에이치글로벌,84870,Dec-14,0
10285,(주)티비에이치글로벌,84870,Dec-15,1
10286,(주)티비에이치글로벌,84870,Dec-16,0
10287,(주)티비에이치글로벌,84870,Dec-17,0
10288,(주)티비에이치글로벌,84870,Dec-18,0
10289,(주)티비에이치글로벌,84870,Dec-19,0
10290,(주)티사이언티픽,57680,Dec-10,0
10291,(주)티사이언티픽,57680,Dec-11,0
10292,(주)티사이언티픽,57680,Dec-12,0
10293,(주)티사이언티픽,57680,Dec-13,0
10294,(주)티사이언티픽,57680,Dec-14,0
10295,(주)티사이언티픽,57680,Dec-15,0
10296,(주)티사이언티픽,57680,Dec-16,0
10297,(주)티사이언티픽,57680,Dec-17,0
10298,(주)티사이언티픽,57680,Dec-18,0
10299,(주)티사이언티픽,57680,Dec-19,0
10300,(주)티씨케이,64760,Dec-10,0
10301,(주)티씨케이,64760,Dec-11,0
10302,(주)티씨케이,64760,Dec-12,0
10303,(주)티씨케이,64760,Dec-13,1
10304,(주)티씨케이,64760,Dec-14,1
10305,(주)티씨케이,64760,Dec-15,0
10306,(주)티씨케이,64760,Dec-16,0
10307,(주)티씨케이,64760,Dec-17,0
10308,(주)티씨케이,64760,Dec-18,0
10309,(주)티씨케이,64760,Dec-19,0
10310,(주)티앤알바이오팹,246710,Dec-15,0
10311,(주)티앤알바이오팹,246710,Dec-16,0
10312,(주)티앤알바이오팹,246710,Dec-17,0
10313,(주)티앤알바이오팹,246710,Dec-18,0
10314,(주)티앤알바이오팹,246710,Dec-19,0
10315,(주)티앤엘,340570,Dec-10,0
10316,(주)티앤엘,340570,Dec-11,0
10317,(주)티앤엘,340570,Dec-12,0
10318,(주)티앤엘,340570,Dec-13,0
10319,(주)티앤엘,340570,Dec-14,0
10320,(주)티앤엘,340570,Dec-15,0
10321,(주)티앤엘,340570,Dec-16,0
10322,(주)티앤엘,340570,Dec-17,0
10323,(주)티앤엘,340570,Dec-18,0
10324,(주)티앤엘,340570,Dec-19,0
10325,(주)티에스넥스젠,43220,Dec-10,0
10326,(주)티에스넥스젠,43220,Dec-11,0
10327,(주)티에스넥스젠,43220,Dec-12,0
10328,(주)티에스넥스젠,43220,Dec-13,0
10329,(주)티에스넥스젠,43220,Dec-14,0
10330,(주)티에스넥스젠,43220,Dec-15,0
10331,(주)티에스넥스젠,43220,Dec-16,0
10332,(주)티에스넥스젠,43220,Dec-17,0
10333,(주)티에스넥스젠,43220,Dec-18,0
10334,(주)티에스넥스젠,43220,Dec-19,0
10335,(주)티에스아이,277880,Dec-15,0
10336,(주)티에스아이,277880,Dec-16,0
10337,(주)티에스아이,277880,Dec-17,0
10338,(주)티에스아이,277880,Dec-18,0
10339,(주)티에스아이,277880,Dec-19,0
10340,(주)티에스이,131290,Dec-10,0
10341,(주)티에스이,131290,Dec-11,0
10342,(주)티에스이,131290,Dec-12,0
10343,(주)티에스이,131290,Dec-13,1
10344,(주)티에스이,131290,Dec-14,0
10345,(주)티에스이,131290,Dec-15,0
10346,(주)티에스이,131290,Dec-16,0
10347,(주)티에스이,131290,Dec-17,0
10348,(주)티에스이,131290,Dec-18,0
10349,(주)티에스이,131290,Dec-19,0
10350,(주)티에스트릴리온,317240,Dec-19,0
10351,(주)티에이치엔,19180,Dec-10,0
10352,(주)티에이치엔,19180,Dec-11,0
10353,(주)티에이치엔,19180,Dec-12,0
10354,(주)티에이치엔,19180,Dec-13,1
10355,(주)티에이치엔,19180,Dec-14,0
10356,(주)티에이치엔,19180,Dec-15,1
10357,(주)티에이치엔,19180,Dec-16,0
10358,(주)티에이치엔,19180,Dec-17,0
10359,(주)티에이치엔,19180,Dec-18,0
10360,(주)티에이치엔,19180,Dec-19,0
10361,(주)티엘비,356860,Dec-11,0
10362,(주)티엘비,356860,Dec-12,0
10363,(주)티엘비,356860,Dec-13,0
10364,(주)티엘비,356860,Dec-14,0
10365,(주)티엘비,356860,Dec-15,0
10366,(주)티엘비,356860,Dec-16,0
10367,(주)티엘비,356860,Dec-17,0
10368,(주)티엘비,356860,Dec-18,0
10369,(주)티엘비,356860,Dec-19,0
10370,(주)티엘아이,62860,Dec-10,0
10371,(주)티엘아이,62860,Dec-11,0
10372,(주)티엘아이,62860,Dec-12,1
10373,(주)티엘아이,62860,Dec-13,0
10374,(주)티엘아이,62860,Dec-14,0
10375,(주)티엘아이,62860,Dec-15,0
10376,(주)티엘아이,62860,Dec-16,0
10377,(주)티엘아이,62860,Dec-17,0
10378,(주)티엘아이,62860,Dec-18,0
10379,(주)티엘아이,62860,Dec-19,1
10380,(주)티움바이오,321550,Dec-18,0
10381,(주)티움바이오,321550,Dec-19,0
10382,(주)티웨이항공,91810,Dec-10,0
10383,(주)티웨이항공,91810,Dec-11,0
10384,(주)티웨이항공,91810,Dec-12,0
10385,(주)티웨이항공,91810,Dec-13,0
10386,(주)티웨이항공,91810,Dec-14,0
10387,(주)티웨이항공,91810,Dec-15,0
10388,(주)티웨이항공,91810,Dec-16,0
10389,(주)티웨이항공,91810,Dec-17,0
10390,(주)티웨이항공,91810,Dec-18,0
10391,(주)티웨이항공,91810,Dec-19,0
10392,(주)티웨이홀딩스,4870,Dec-10,0
10393,(주)티웨이홀딩스,4870,Dec-11,0
10394,(주)티웨이홀딩스,4870,Dec-12,0
10395,(주)티웨이홀딩스,4870,Dec-13,0
10396,(주)티웨이홀딩스,4870,Dec-14,0
10397,(주)티웨이홀딩스,4870,Dec-15,0
10398,(주)티웨이홀딩스,4870,Dec-16,0
10399,(주)티웨이홀딩스,4870,Dec-17,0
10400,(주)티웨이홀딩스,4870,Dec-18,0
10401,(주)티웨이홀딩스,4870,Dec-19,0
10402,(주)티케이케미칼,104480,Dec-10,0
10403,(주)티케이케미칼,104480,Dec-11,0
10404,(주)티케이케미칼,104480,Dec-12,0
10405,(주)티케이케미칼,104480,Dec-13,0
10406,(주)티케이케미칼,104480,Dec-14,0
10407,(주)티케이케미칼,104480,Dec-15,0
10408,(주)티케이케미칼,104480,Dec-16,0
10409,(주)티케이케미칼,104480,Dec-17,0
10410,(주)티케이케미칼,104480,Dec-18,0
10411,(주)티케이케미칼,104480,Dec-19,0
10412,(주)티플랙스,81150,Dec-10,0
10413,(주)티플랙스,81150,Dec-11,0
10414,(주)티플랙스,81150,Dec-12,0
10415,(주)티플랙스,81150,Dec-13,1
10416,(주)티플랙스,81150,Dec-14,1
10417,(주)티플랙스,81150,Dec-15,0
10418,(주)티플랙스,81150,Dec-16,0
10419,(주)티플랙스,81150,Dec-17,0
10420,(주)티플랙스,81150,Dec-18,0
10421,(주)티플랙스,81150,Dec-19,0
10422,(주)티피씨,130740,Dec-10,0
10423,(주)티피씨,130740,Dec-11,0
10424,(주)티피씨,130740,Dec-12,0
10425,(주)티피씨,130740,Dec-13,1
10426,(주)티피씨,130740,Dec-14,1
10427,(주)티피씨,130740,Dec-15,0
10428,(주)티피씨,130740,Dec-16,0
10429,(주)티피씨,130740,Dec-17,0
10430,(주)티피씨,130740,Dec-18,1
10431,(주)티피씨,130740,Dec-19,0
10432,(주)티피씨메카트로닉스,48770,Jun-10,0
10433,(주)티피씨메카트로닉스,48770,Jun-11,0
10434,(주)티피씨메카트로닉스,48770,Jun-12,0
10435,(주)티피씨메카트로닉스,48770,Jun-13,1
10436,(주)티피씨메카트로닉스,48770,Dec-14,0
10437,(주)티피씨메카트로닉스,48770,Dec-15,0
10438,(주)티피씨메카트로닉스,48770,Dec-16,0
10439,(주)티피씨메카트로닉스,48770,Dec-17,1
10440,(주)티피씨메카트로닉스,48770,Dec-18,0
10441,(주)티피씨메카트로닉스,48770,Dec-19,0
10442,(주)파나진,46210,Dec-10,0
10443,(주)파나진,46210,Dec-11,0
10444,(주)파나진,46210,Dec-12,0
10445,(주)파나진,46210,Dec-13,0
10446,(주)파나진,46210,Dec-14,0
10447,(주)파나진,46210,Dec-15,0
10448,(주)파나진,46210,Dec-16,0
10449,(주)파나진,46210,Dec-17,0
10450,(주)파나진,46210,Dec-18,0
10451,(주)파나진,46210,Dec-19,0
10452,(주)파라다이스,34230,Dec-10,0
10453,(주)파라다이스,34230,Dec-11,0
10454,(주)파라다이스,34230,Dec-12,1
10455,(주)파라다이스,34230,Dec-13,0
10456,(주)파라다이스,34230,Dec-14,0
10457,(주)파라다이스,34230,Dec-15,0
10458,(주)파라다이스,34230,Dec-16,1
10459,(주)파라다이스,34230,Dec-17,1
10460,(주)파라다이스,34230,Dec-18,1
10461,(주)파라다이스,34230,Dec-19,0
10462,(주)파라텍,33540,Dec-10,0
10463,(주)파라텍,33540,Dec-11,0
10464,(주)파라텍,33540,Dec-12,0
10465,(주)파라텍,33540,Dec-13,1
10466,(주)파라텍,33540,Dec-14,0
10467,(주)파라텍,33540,Dec-15,0
10468,(주)파라텍,33540,Dec-16,0
10469,(주)파라텍,33540,Dec-17,0
10470,(주)파라텍,33540,Dec-18,0
10471,(주)파라텍,33540,Dec-19,0
10472,(주)파루,43200,Dec-10,0
10473,(주)파루,43200,Dec-11,0
10474,(주)파루,43200,Dec-12,0
10475,(주)파루,43200,Dec-13,0
10476,(주)파루,43200,Dec-14,0
10477,(주)파루,43200,Dec-15,0
10478,(주)파루,43200,Dec-16,0
10479,(주)파루,43200,Dec-17,0
10480,(주)파루,43200,Dec-18,0
10481,(주)파루,43200,Dec-19,0
10482,(주)파마리서치,214450,Dec-12,0
10483,(주)파마리서치,214450,Dec-13,0
10484,(주)파마리서치,214450,Dec-14,0
10485,(주)파마리서치,214450,Dec-15,0
10486,(주)파마리서치,214450,Dec-16,0
10487,(주)파마리서치,214450,Dec-17,0
10488,(주)파마리서치,214450,Dec-18,0
10489,(주)파마리서치,214450,Dec-19,0
10490,(주)파멥신,208340,Dec-12,0
10491,(주)파멥신,208340,Dec-13,0
10492,(주)파멥신,208340,Dec-14,0
10493,(주)파멥신,208340,Dec-15,0
10494,(주)파멥신,208340,Dec-18,0
10495,(주)파멥신,208340,Dec-19,0
10496,(주)파버나인,177830,Dec-10,0
10497,(주)파버나인,177830,Dec-11,0
10498,(주)파버나인,177830,Dec-12,0
10499,(주)파버나인,177830,Dec-13,0
10500,(주)파버나인,177830,Dec-14,0
10501,(주)파버나인,177830,Dec-15,0
10502,(주)파버나인,177830,Dec-16,0
10503,(주)파버나인,177830,Dec-17,0
10504,(주)파버나인,177830,Dec-18,0
10505,(주)파버나인,177830,Dec-19,0
10506,(주)파세코,37070,Dec-10,0
10507,(주)파세코,37070,Dec-11,0
10508,(주)파세코,37070,Dec-12,0
10509,(주)파세코,37070,Dec-13,0
10510,(주)파세코,37070,Dec-14,0
10511,(주)파세코,37070,Dec-15,0
10512,(주)파세코,37070,Dec-16,0
10513,(주)파세코,37070,Dec-17,0
10514,(주)파세코,37070,Dec-18,0
10515,(주)파세코,37070,Dec-19,0
10516,(주)파수,150900,Dec-10,0
10517,(주)파수,150900,Dec-11,0
10518,(주)파수,150900,Dec-12,0
10519,(주)파수,150900,Dec-13,0
10520,(주)파수,150900,Dec-14,0
10521,(주)파수,150900,Dec-15,1
10522,(주)파수,150900,Dec-16,0
10523,(주)파수,150900,Dec-17,1
10524,(주)파수,150900,Dec-18,0
10525,(주)파수,150900,Dec-19,0
10526,(주)파워넷,37030,Dec-10,0
10527,(주)파워넷,37030,Dec-11,0
10528,(주)파워넷,37030,Dec-12,0
10529,(주)파워넷,37030,Dec-13,0
10530,(주)파워넷,37030,Dec-14,0
10531,(주)파워넷,37030,Dec-15,0
10532,(주)파워넷,37030,Dec-16,0
10533,(주)파워넷,37030,Dec-17,0
10534,(주)파워넷,37030,Dec-18,0
10535,(주)파워넷,37030,Dec-19,0
10536,(주)파워로직스,47310,Dec-10,0
10537,(주)파워로직스,47310,Dec-11,0
10538,(주)파워로직스,47310,Dec-12,0
10539,(주)파워로직스,47310,Dec-13,0
10540,(주)파워로직스,47310,Dec-14,0
10541,(주)파워로직스,47310,Dec-15,0
10542,(주)파워로직스,47310,Dec-16,0
10543,(주)파워로직스,47310,Dec-17,0
10544,(주)파워로직스,47310,Dec-18,0
10545,(주)파워로직스,47310,Dec-19,0
10546,(주)파이오링크,170790,Dec-10,0
10547,(주)파이오링크,170790,Dec-11,0
10548,(주)파이오링크,170790,Dec-12,0
10549,(주)파이오링크,170790,Dec-13,0
10550,(주)파이오링크,170790,Dec-14,0
10551,(주)파이오링크,170790,Dec-15,1
10552,(주)파이오링크,170790,Dec-16,1
10553,(주)파이오링크,170790,Dec-17,0
10554,(주)파이오링크,170790,Dec-18,0
10555,(주)파이오링크,170790,Dec-19,0
10556,(주)파인디앤씨,49120,Dec-10,0
10557,(주)파인디앤씨,49120,Dec-11,0
10558,(주)파인디앤씨,49120,Dec-12,1
10559,(주)파인디앤씨,49120,Dec-13,0
10560,(주)파인디앤씨,49120,Dec-14,1
10561,(주)파인디앤씨,49120,Dec-15,0
10562,(주)파인디앤씨,49120,Dec-16,0
10563,(주)파인디앤씨,49120,Dec-17,1
10564,(주)파인디앤씨,49120,Dec-18,0
10565,(주)파인디앤씨,49120,Dec-19,0
10566,(주)파인디지털,38950,Dec-10,0
10567,(주)파인디지털,38950,Dec-11,0
10568,(주)파인디지털,38950,Dec-12,1
10569,(주)파인디지털,38950,Dec-13,0
10570,(주)파인디지털,38950,Dec-14,0
10571,(주)파인디지털,38950,Dec-15,0
10572,(주)파인디지털,38950,Dec-16,0
10573,(주)파인디지털,38950,Dec-17,1
10574,(주)파인디지털,38950,Dec-18,0
10575,(주)파인디지털,38950,Dec-19,0
10576,(주)파인테크닉스,106240,Dec-10,0
10577,(주)파인테크닉스,106240,Dec-11,0
10578,(주)파인테크닉스,106240,Dec-12,0
10579,(주)파인테크닉스,106240,Dec-13,0
10580,(주)파인테크닉스,106240,Dec-14,1
10581,(주)파인테크닉스,106240,Dec-15,0
10582,(주)파인테크닉스,106240,Dec-16,0
10583,(주)파인테크닉스,106240,Dec-17,0
10584,(주)파인테크닉스,106240,Dec-18,1
10585,(주)파인테크닉스,106240,Dec-19,0
10586,(주)파인텍,131760,Dec-10,0
10587,(주)파인텍,131760,Dec-11,0
10588,(주)파인텍,131760,Dec-12,0
10589,(주)파인텍,131760,Dec-13,0
10590,(주)파인텍,131760,Dec-14,0
10591,(주)파인텍,131760,Dec-15,0
10592,(주)파인텍,131760,Dec-16,0
10593,(주)파인텍,131760,Dec-17,0
10594,(주)파인텍,131760,Dec-18,0
10595,(주)파인텍,131760,Dec-19,0
10596,(주)파커스,65690,Dec-10,0
10597,(주)파커스,65690,Dec-11,0
10598,(주)파커스,65690,Dec-12,1
10599,(주)파커스,65690,Dec-13,0
10600,(주)파커스,65690,Dec-14,0
10601,(주)파커스,65690,Dec-15,0
10602,(주)파커스,65690,Dec-16,0
10603,(주)파커스,65690,Dec-17,0
10604,(주)파커스,65690,Dec-18,0
10605,(주)파커스,65690,Dec-19,0
10606,(주)파크시스템스,140860,Dec-10,0
10607,(주)파크시스템스,140860,Dec-11,0
10608,(주)파크시스템스,140860,Dec-12,0
10609,(주)파크시스템스,140860,Dec-13,0
10610,(주)파크시스템스,140860,Dec-14,0
10611,(주)파크시스템스,140860,Dec-15,0
10612,(주)파크시스템스,140860,Dec-16,0
10613,(주)파크시스템스,140860,Dec-17,0
10614,(주)파크시스템스,140860,Dec-18,0
10615,(주)파크시스템스,140860,Dec-19,0
10616,(주)파트론,91700,Dec-10,0
10617,(주)파트론,91700,Dec-11,0
10618,(주)파트론,91700,Dec-12,0
10619,(주)파트론,91700,Dec-13,0
10620,(주)파트론,91700,Dec-14,0
10621,(주)파트론,91700,Dec-15,1
10622,(주)파트론,91700,Dec-16,0
10623,(주)파트론,91700,Dec-17,1
10624,(주)파트론,91700,Dec-18,0
10625,(주)파트론,91700,Dec-19,0
10626,(주)판타지오,32800,Dec-10,0
10627,(주)판타지오,32800,Dec-11,0
10628,(주)판타지오,32800,Dec-12,0
10629,(주)판타지오,32800,Dec-13,0
10630,(주)판타지오,32800,Dec-14,0
10631,(주)판타지오,32800,Dec-15,0
10632,(주)판타지오,32800,Dec-16,0
10633,(주)판타지오,32800,Dec-17,0
10634,(주)판타지오,32800,Dec-18,0
10635,(주)판타지오,32800,Dec-19,0
10636,(주)팜스빌,318010,Dec-12,0
10637,(주)팜스빌,318010,Dec-13,0
10638,(주)팜스빌,318010,Dec-14,0
10639,(주)팜스빌,318010,Dec-15,0
10640,(주)팜스빌,318010,Dec-16,0
10641,(주)팜스빌,318010,Dec-17,0
10642,(주)팜스빌,318010,Dec-18,0
10643,(주)팜스빌,318010,Dec-19,0
10644,(주)팜스코,36580,Dec-10,0
10645,(주)팜스코,36580,Dec-11,0
10646,(주)팜스코,36580,Dec-12,0
10647,(주)팜스코,36580,Dec-13,0
10648,(주)팜스코,36580,Dec-14,1
10649,(주)팜스코,36580,Dec-15,0
10650,(주)팜스코,36580,Dec-16,0
10651,(주)팜스코,36580,Dec-17,0
10652,(주)팜스코,36580,Dec-18,0
10653,(주)팜스코,36580,Dec-19,1
10654,(주)팜스토리,27710,Dec-10,0
10655,(주)팜스토리,27710,Dec-11,0
10656,(주)팜스토리,27710,Dec-12,0
10657,(주)팜스토리,27710,Dec-13,0
10658,(주)팜스토리,27710,Dec-14,0
10659,(주)팜스토리,27710,Dec-15,0
10660,(주)팜스토리,27710,Dec-16,1
10661,(주)팜스토리,27710,Dec-17,0
10662,(주)팜스토리,27710,Dec-18,0
10663,(주)팜스토리,27710,Dec-19,0
10664,(주)팬스타엔터프라이즈,54300,Dec-10,0
10665,(주)팬스타엔터프라이즈,54300,Dec-11,0
10666,(주)팬스타엔터프라이즈,54300,Dec-12,0
10667,(주)팬스타엔터프라이즈,54300,Dec-13,0
10668,(주)팬스타엔터프라이즈,54300,Dec-14,0
10669,(주)팬스타엔터프라이즈,54300,Dec-15,0
10670,(주)팬스타엔터프라이즈,54300,Dec-16,0
10671,(주)팬스타엔터프라이즈,54300,Dec-17,0
10672,(주)팬스타엔터프라이즈,54300,Dec-18,0
10673,(주)팬스타엔터프라이즈,54300,Dec-19,0
10674,(주)팬엔터테인먼트,68050,Dec-10,0
10675,(주)팬엔터테인먼트,68050,Dec-11,0
10676,(주)팬엔터테인먼트,68050,Dec-12,0
10677,(주)팬엔터테인먼트,68050,Dec-13,0
10678,(주)팬엔터테인먼트,68050,Dec-14,0
10679,(주)팬엔터테인먼트,68050,Dec-15,0
10680,(주)팬엔터테인먼트,68050,Dec-16,0
10681,(주)팬엔터테인먼트,68050,Dec-17,0
10682,(주)팬엔터테인먼트,68050,Dec-18,0
10683,(주)팬엔터테인먼트,68050,Dec-19,0
10684,(주)팬젠,222110,Dec-12,0
10685,(주)팬젠,222110,Dec-13,0
10686,(주)팬젠,222110,Dec-14,0
10687,(주)팬젠,222110,Dec-15,0
10688,(주)팬젠,222110,Dec-16,0
10689,(주)팬젠,222110,Dec-17,0
10690,(주)팬젠,222110,Dec-18,0
10691,(주)팬젠,222110,Dec-19,0
10692,(주)퍼시스,16800,Dec-10,0
10693,(주)퍼시스,16800,Dec-11,0
10694,(주)퍼시스,16800,Dec-12,0
10695,(주)퍼시스,16800,Dec-13,0
10696,(주)퍼시스,16800,Dec-14,0
10697,(주)퍼시스,16800,Dec-15,0
10698,(주)퍼시스,16800,Dec-16,0
10699,(주)퍼시스,16800,Dec-17,0
10700,(주)퍼시스,16800,Dec-18,0
10701,(주)퍼시스,16800,Dec-19,0
10702,(주)펄어비스,263750,Dec-15,0
10703,(주)펄어비스,263750,Jun-17,0
10704,(주)펄어비스,263750,Dec-18,0
10705,(주)펄어비스,263750,Dec-19,0
10706,(주)펩트론,87010,Dec-10,0
10707,(주)펩트론,87010,Dec-11,0
10708,(주)펩트론,87010,Dec-12,0
10709,(주)펩트론,87010,Dec-13,0
10710,(주)펩트론,87010,Dec-14,0
10711,(주)펩트론,87010,Dec-15,0
10712,(주)펩트론,87010,Dec-16,0
10713,(주)펩트론,87010,Dec-17,0
10714,(주)펩트론,87010,Dec-18,0
10715,(주)펩트론,87010,Dec-19,0
10716,(주)포메탈,119500,Dec-10,0
10717,(주)포메탈,119500,Dec-11,0
10718,(주)포메탈,119500,Dec-12,0
10719,(주)포메탈,119500,Dec-13,1
10720,(주)포메탈,119500,Dec-14,1
10721,(주)포메탈,119500,Dec-15,1
10722,(주)포메탈,119500,Dec-16,0
10723,(주)포메탈,119500,Dec-17,0
10724,(주)포메탈,119500,Dec-18,0
10725,(주)포메탈,119500,Dec-19,0
10726,(주)포스코아이씨티,22100,Dec-10,0
10727,(주)포스코아이씨티,22100,Dec-11,0
10728,(주)포스코아이씨티,22100,Dec-12,0
10729,(주)포스코아이씨티,22100,Dec-13,0
10730,(주)포스코아이씨티,22100,Dec-14,0
10731,(주)포스코아이씨티,22100,Dec-15,1
10732,(주)포스코아이씨티,22100,Dec-16,1
10733,(주)포스코아이씨티,22100,Dec-17,0
10734,(주)포스코아이씨티,22100,Dec-18,0
10735,(주)포스코아이씨티,22100,Dec-19,1
10736,(주)포스코엠텍,9520,Dec-10,0
10737,(주)포스코엠텍,9520,Dec-11,0
10738,(주)포스코엠텍,9520,Dec-12,0
10739,(주)포스코엠텍,9520,Dec-13,0
10740,(주)포스코엠텍,9520,Dec-14,1
10741,(주)포스코엠텍,9520,Dec-15,1
10742,(주)포스코엠텍,9520,Dec-16,0
10743,(주)포스코엠텍,9520,Dec-17,1
10744,(주)포스코엠텍,9520,Dec-18,0
10745,(주)포스코엠텍,9520,Dec-19,0
10746,(주)포스코인터내셔널,47050,Dec-10,0
10747,(주)포스코인터내셔널,47050,Dec-11,0
10748,(주)포스코인터내셔널,47050,Dec-12,0
10749,(주)포스코인터내셔널,47050,Dec-13,0
