회사명,거래소코드,회계년도,자본증가율여부(개별),자본증가율여부(연결)
(주)대성엘텍,25440,15-Dec,#DIV/0!,#DIV/0!
(주)대성엘텍,25440,16-Dec,#DIV/0!,#DIV/0!
(주)대성엘텍,25440,17-Dec,#DIV/0!,#DIV/0!
(주)대성엘텍,25440,18-Dec,#DIV/0!,#DIV/0!
(주)대성엘텍,25440,19-Dec,#DIV/0!,#DIV/0!
(주)대성파인텍,104040,10-Dec,1,0
(주)대성파인텍,104040,11-Dec,#DIV/0!,#DIV/0!
(주)대성파인텍,104040,12-Dec,#DIV/0!,#DIV/0!
(주)대성파인텍,104040,13-Dec,#DIV/0!,#DIV/0!
(주)대성파인텍,104040,14-Dec,#DIV/0!,#DIV/0!
(주)대성파인텍,104040,15-Dec,#DIV/0!,#DIV/0!
(주)대성파인텍,104040,16-Dec,#DIV/0!,#DIV/0!
(주)대성파인텍,104040,17-Dec,#DIV/0!,#DIV/0!
(주)대성파인텍,104040,18-Dec,#DIV/0!,#DIV/0!
(주)대성파인텍,104040,19-Dec,#DIV/0!,#DIV/0!
(주)대양금속,9190,10-Dec,1,0
(주)대양금속,9190,11-Dec,#DIV/0!,#DIV/0!
(주)대양금속,9190,12-Dec,#DIV/0!,#DIV/0!
(주)대양금속,9190,13-Dec,#DIV/0!,#DIV/0!
(주)대양금속,9190,14-Dec,#DIV/0!,#DIV/0!
(주)대양금속,9190,15-Dec,#DIV/0!,#DIV/0!
(주)대양금속,9190,16-Dec,#DIV/0!,#DIV/0!
(주)대양금속,9190,17-Dec,#DIV/0!,#DIV/0!
(주)대양금속,9190,18-Dec,#DIV/0!,#DIV/0!
(주)대양금속,9190,19-Dec,#DIV/0!,#DIV/0!
(주)대우건설,47040,10-Dec,1,0
(주)대우건설,47040,11-Dec,#DIV/0!,#DIV/0!
(주)대우건설,47040,12-Dec,#DIV/0!,#DIV/0!
(주)대우건설,47040,13-Dec,#DIV/0!,#DIV/0!
(주)대우건설,47040,14-Dec,#DIV/0!,#DIV/0!
(주)대우건설,47040,15-Dec,#DIV/0!,#DIV/0!
(주)대우건설,47040,16-Dec,#DIV/0!,#DIV/0!
(주)대우건설,47040,17-Dec,#DIV/0!,#DIV/0!
(주)대우건설,47040,18-Dec,#DIV/0!,#DIV/0!
(주)대우건설,47040,19-Dec,#DIV/0!,#DIV/0!
(주)대웅,3090,10-Mar,#DIV/0!,#DIV/0!
(주)대웅,3090,11-Dec,#DIV/0!,#DIV/0!
(주)대웅,3090,12-Dec,#DIV/0!,#DIV/0!
(주)대웅,3090,13-Dec,#DIV/0!,#DIV/0!
(주)대웅,3090,14-Dec,#DIV/0!,#DIV/0!
(주)대웅,3090,15-Dec,#DIV/0!,#DIV/0!
(주)대웅,3090,16-Dec,#DIV/0!,#DIV/0!
(주)대웅,3090,17-Dec,#DIV/0!,#DIV/0!
(주)대웅,3090,18-Dec,#DIV/0!,#DIV/0!
(주)대웅,3090,19-Dec,#DIV/0!,#DIV/0!
(주)대웅제약,69620,10-Mar,#DIV/0!,#DIV/0!
(주)대웅제약,69620,11-Dec,#DIV/0!,#DIV/0!
(주)대웅제약,69620,12-Dec,#DIV/0!,#DIV/0!
(주)대웅제약,69620,13-Dec,#DIV/0!,#DIV/0!
(주)대웅제약,69620,14-Dec,#DIV/0!,#DIV/0!
(주)대웅제약,69620,15-Dec,#DIV/0!,#DIV/0!
(주)대웅제약,69620,16-Dec,#DIV/0!,#DIV/0!
(주)대웅제약,69620,17-Dec,#DIV/0!,#DIV/0!
(주)대웅제약,69620,18-Dec,#DIV/0!,#DIV/0!
(주)대웅제약,69620,19-Dec,#DIV/0!,#DIV/0!
(주)대원,7680,10-Dec,#DIV/0!,#DIV/0!
(주)대원,7680,11-Dec,#DIV/0!,#DIV/0!
(주)대원,7680,12-Dec,#DIV/0!,#DIV/0!
(주)대원,7680,13-Dec,#DIV/0!,#DIV/0!
(주)대원,7680,14-Dec,#DIV/0!,#DIV/0!
(주)대원,7680,15-Dec,#DIV/0!,#DIV/0!
(주)대원,7680,16-Dec,#DIV/0!,#DIV/0!
(주)대원,7680,17-Dec,#DIV/0!,#DIV/0!
(주)대원,7680,18-Dec,#DIV/0!,#DIV/0!
(주)대원,7680,19-Dec,#DIV/0!,#DIV/0!
(주)대유,290380,10-Dec,#DIV/0!,#DIV/0!
(주)대유,290380,11-Dec,#DIV/0!,#DIV/0!
(주)대유,290380,12-Dec,#DIV/0!,#DIV/0!
(주)대유,290380,13-Dec,#DIV/0!,#DIV/0!
(주)대유,290380,14-Dec,#DIV/0!,#DIV/0!
(주)대유,290380,15-Dec,#DIV/0!,#DIV/0!
(주)대유,290380,16-Dec,#DIV/0!,#DIV/0!
(주)대유,290380,17-Dec,#DIV/0!,#DIV/0!
(주)대유,290380,18-Dec,#DIV/0!,#DIV/0!
(주)대유,290380,19-Dec,#DIV/0!,#DIV/0!
(주)대유에이텍,2880,10-Dec,1,0
(주)대유에이텍,2880,11-Dec,#DIV/0!,#DIV/0!
(주)대유에이텍,2880,12-Dec,#DIV/0!,#DIV/0!
(주)대유에이텍,2880,13-Dec,#DIV/0!,#DIV/0!
(주)대유에이텍,2880,14-Dec,#DIV/0!,#DIV/0!
(주)대유에이텍,2880,15-Dec,#DIV/0!,#DIV/0!
(주)대유에이텍,2880,16-Dec,#DIV/0!,#DIV/0!
(주)대유에이텍,2880,17-Dec,#DIV/0!,#DIV/0!
(주)대유에이텍,2880,18-Dec,#DIV/0!,#DIV/0!
(주)대유에이텍,2880,19-Dec,#DIV/0!,#DIV/0!
(주)대유에이피,290120,18-Dec,#DIV/0!,#DIV/0!
(주)대유에이피,290120,19-Dec,#DIV/0!,#DIV/0!
(주)대유플러스,300,10-Dec,1,0
(주)대유플러스,300,11-Dec,#DIV/0!,#DIV/0!
(주)대유플러스,300,12-Dec,#DIV/0!,#DIV/0!
(주)대유플러스,300,13-Dec,#DIV/0!,#DIV/0!
(주)대유플러스,300,14-Dec,#DIV/0!,#DIV/0!
(주)대유플러스,300,15-Dec,#DIV/0!,#DIV/0!
(주)대유플러스,300,16-Dec,#DIV/0!,#DIV/0!
(주)대유플러스,300,17-Dec,#DIV/0!,#DIV/0!
(주)대유플러스,300,18-Dec,#DIV/0!,#DIV/0!
(주)대유플러스,300,19-Dec,#DIV/0!,#DIV/0!
(주)대창,12800,10-Dec,1,0
(주)대창,12800,11-Dec,#DIV/0!,#DIV/0!
(주)대창,12800,12-Dec,#DIV/0!,#DIV/0!
(주)대창,12800,13-Dec,#DIV/0!,#DIV/0!
(주)대창,12800,14-Dec,#DIV/0!,#DIV/0!
(주)대창,12800,15-Dec,#DIV/0!,#DIV/0!
(주)대창,12800,16-Dec,#DIV/0!,#DIV/0!
(주)대창,12800,17-Dec,#DIV/0!,#DIV/0!
(주)대창,12800,18-Dec,#DIV/0!,#DIV/0!
(주)대창,12800,19-Dec,#DIV/0!,#DIV/0!
(주)대창솔루션,96350,10-Dec,#DIV/0!,0
(주)대창솔루션,96350,11-Dec,#DIV/0!,#DIV/0!
(주)대창솔루션,96350,12-Dec,#DIV/0!,#DIV/0!
(주)대창솔루션,96350,13-Dec,#DIV/0!,#DIV/0!
(주)대창솔루션,96350,14-Dec,#DIV/0!,#DIV/0!
(주)대창솔루션,96350,15-Dec,#DIV/0!,#DIV/0!
(주)대창솔루션,96350,16-Dec,#DIV/0!,#DIV/0!
(주)대창솔루션,96350,17-Dec,#DIV/0!,#DIV/0!
(주)대창솔루션,96350,18-Dec,#DIV/0!,#DIV/0!
(주)대창솔루션,96350,19-Dec,#DIV/0!,#DIV/0!
(주)대창스틸,140520,10-Dec,#DIV/0!,#DIV/0!
(주)대창스틸,140520,11-Dec,#DIV/0!,#DIV/0!
(주)대창스틸,140520,12-Dec,#DIV/0!,#DIV/0!
(주)대창스틸,140520,13-Dec,#DIV/0!,#DIV/0!
(주)대창스틸,140520,14-Dec,#DIV/0!,#DIV/0!
(주)대창스틸,140520,15-Dec,#DIV/0!,#DIV/0!
(주)대창스틸,140520,16-Dec,#DIV/0!,#DIV/0!
(주)대창스틸,140520,17-Dec,#DIV/0!,#DIV/0!
(주)대창스틸,140520,18-Dec,#DIV/0!,#DIV/0!
(주)대창스틸,140520,19-Dec,#DIV/0!,#DIV/0!
(주)대한과학,131220,10-Dec,#DIV/0!,0
(주)대한과학,131220,11-Dec,#DIV/0!,#DIV/0!
(주)대한과학,131220,12-Dec,#DIV/0!,#DIV/0!
(주)대한과학,131220,13-Dec,#DIV/0!,#DIV/0!
(주)대한과학,131220,14-Dec,#DIV/0!,#DIV/0!
(주)대한과학,131220,15-Dec,#DIV/0!,#DIV/0!
(주)대한과학,131220,16-Dec,#DIV/0!,#DIV/0!
(주)대한과학,131220,17-Dec,#DIV/0!,#DIV/0!
(주)대한과학,131220,18-Dec,#DIV/0!,#DIV/0!
(주)대한과학,131220,19-Dec,#DIV/0!,#DIV/0!
(주)대한항공,3490,10-Dec,1,0
(주)대한항공,3490,11-Dec,#DIV/0!,#DIV/0!
(주)대한항공,3490,12-Dec,#DIV/0!,#DIV/0!
(주)대한항공,3490,13-Dec,#DIV/0!,#DIV/0!
(주)대한항공,3490,14-Dec,#DIV/0!,#DIV/0!
(주)대한항공,3490,15-Dec,#DIV/0!,#DIV/0!
(주)대한항공,3490,16-Dec,#DIV/0!,#DIV/0!
(주)대한항공,3490,17-Dec,#DIV/0!,#DIV/0!
(주)대한항공,3490,18-Dec,#DIV/0!,#DIV/0!
(주)대한항공,3490,19-Dec,#DIV/0!,#DIV/0!
(주)대현,16090,10-Dec,#DIV/0!,0
(주)대현,16090,11-Dec,#DIV/0!,#DIV/0!
(주)대현,16090,12-Dec,#DIV/0!,#DIV/0!
(주)대현,16090,13-Dec,#DIV/0!,#DIV/0!
(주)대현,16090,14-Dec,#DIV/0!,#DIV/0!
(주)대현,16090,15-Dec,#DIV/0!,#DIV/0!
(주)대현,16090,16-Dec,#DIV/0!,#DIV/0!
(주)대현,16090,17-Dec,#DIV/0!,#DIV/0!
(주)대현,16090,18-Dec,#DIV/0!,#DIV/0!
(주)대현,16090,19-Dec,#DIV/0!,#DIV/0!
(주)대호에이엘,69460,10-Dec,1,0
(주)대호에이엘,69460,11-Dec,#DIV/0!,#DIV/0!
(주)대호에이엘,69460,12-Dec,#DIV/0!,#DIV/0!
(주)대호에이엘,69460,13-Dec,#DIV/0!,#DIV/0!
(주)대호에이엘,69460,14-Dec,#DIV/0!,#DIV/0!
(주)대호에이엘,69460,15-Dec,#DIV/0!,#DIV/0!
(주)대호에이엘,69460,16-Dec,#DIV/0!,#DIV/0!
(주)대호에이엘,69460,17-Dec,#DIV/0!,#DIV/0!
(주)대호에이엘,69460,18-Dec,#DIV/0!,#DIV/0!
(주)대호에이엘,69460,19-Dec,#DIV/0!,#DIV/0!
(주)대호특수강,21040,10-Dec,#DIV/0!,0
(주)대호특수강,21040,11-Dec,#DIV/0!,#DIV/0!
(주)대호특수강,21040,12-Dec,#DIV/0!,#DIV/0!
(주)대호특수강,21040,13-Dec,#DIV/0!,#DIV/0!
(주)대호특수강,21040,14-Dec,#DIV/0!,#DIV/0!
(주)대호특수강,21040,15-Dec,#DIV/0!,#DIV/0!
(주)대호특수강,21040,16-Dec,#DIV/0!,#DIV/0!
(주)대호특수강,21040,17-Dec,#DIV/0!,#DIV/0!
(주)대호특수강,21040,18-Dec,#DIV/0!,#DIV/0!
(주)대호특수강,21040,19-Dec,#DIV/0!,#DIV/0!
(주)더 미동,161570,12-Dec,#DIV/0!,#DIV/0!
(주)더 미동,161570,13-Dec,#DIV/0!,#DIV/0!
(주)더 미동,161570,14-Dec,#DIV/0!,#DIV/0!
(주)더 미동,161570,15-Dec,#DIV/0!,#DIV/0!
(주)더 미동,161570,16-Dec,#DIV/0!,#DIV/0!
(주)더 미동,161570,17-Dec,#DIV/0!,#DIV/0!
(주)더 미동,161570,18-Dec,#DIV/0!,#DIV/0!
(주)더 미동,161570,19-Dec,#DIV/0!,#DIV/0!
(주)더네이쳐홀딩스,298540,16-Dec,#DIV/0!,#DIV/0!
(주)더네이쳐홀딩스,298540,17-Dec,#DIV/0!,#DIV/0!
(주)더네이쳐홀딩스,298540,18-Dec,#DIV/0!,#DIV/0!
(주)더네이쳐홀딩스,298540,19-Dec,#DIV/0!,#DIV/0!
(주)더블유게임즈,192080,14-Dec,#DIV/0!,#DIV/0!
(주)더블유게임즈,192080,15-Dec,#DIV/0!,#DIV/0!
(주)더블유게임즈,192080,16-Dec,#DIV/0!,#DIV/0!
(주)더블유게임즈,192080,17-Dec,#DIV/0!,#DIV/0!
(주)더블유게임즈,192080,18-Dec,#DIV/0!,#DIV/0!
(주)더블유게임즈,192080,19-Dec,#DIV/0!,#DIV/0!
(주)더블유아이,73570,10-Dec,1,0
(주)더블유아이,73570,11-Dec,#DIV/0!,#DIV/0!
(주)더블유아이,73570,12-Dec,#DIV/0!,#DIV/0!
(주)더블유아이,73570,13-Dec,#DIV/0!,#DIV/0!
(주)더블유아이,73570,14-Dec,#DIV/0!,#DIV/0!
(주)더블유아이,73570,15-Dec,#DIV/0!,#DIV/0!
(주)더블유아이,73570,16-Dec,#DIV/0!,#DIV/0!
(주)더블유아이,73570,17-Dec,#DIV/0!,#DIV/0!
(주)더블유아이,73570,18-Dec,#DIV/0!,#DIV/0!
(주)더블유아이,73570,19-Dec,#DIV/0!,#DIV/0!
(주)더블유에스아이,299170,18-Dec,#DIV/0!,#DIV/0!
(주)더블유에스아이,299170,19-Dec,#DIV/0!,#DIV/0!
(주)더존비즈온,12510,10-Dec,1,0
(주)더존비즈온,12510,11-Dec,#DIV/0!,#DIV/0!
(주)더존비즈온,12510,12-Dec,#DIV/0!,#DIV/0!
(주)더존비즈온,12510,13-Dec,#DIV/0!,#DIV/0!
(주)더존비즈온,12510,14-Dec,#DIV/0!,#DIV/0!
(주)더존비즈온,12510,15-Dec,#DIV/0!,#DIV/0!
(주)더존비즈온,12510,16-Dec,#DIV/0!,#DIV/0!
(주)더존비즈온,12510,17-Dec,#DIV/0!,#DIV/0!
(주)더존비즈온,12510,18-Dec,#DIV/0!,#DIV/0!
(주)더존비즈온,12510,19-Dec,#DIV/0!,#DIV/0!
(주)덕산테코피아,317330,13-Dec,#DIV/0!,#DIV/0!
(주)덕산테코피아,317330,14-Dec,#DIV/0!,#DIV/0!
(주)덕산테코피아,317330,15-Dec,#DIV/0!,#DIV/0!
(주)덕산테코피아,317330,16-Dec,#DIV/0!,#DIV/0!
(주)덕산테코피아,317330,17-Dec,#DIV/0!,#DIV/0!
(주)덕산테코피아,317330,18-Dec,#DIV/0!,#DIV/0!
(주)덕산테코피아,317330,19-Dec,#DIV/0!,#DIV/0!
(주)덕성,4830,10-Dec,1,0
(주)덕성,4830,11-Dec,#DIV/0!,#DIV/0!
(주)덕성,4830,12-Dec,#DIV/0!,#DIV/0!
(주)덕성,4830,13-Dec,#DIV/0!,#DIV/0!
(주)덕성,4830,14-Dec,#DIV/0!,#DIV/0!
(주)덕성,4830,15-Dec,#DIV/0!,#DIV/0!
(주)덕성,4830,16-Dec,#DIV/0!,#DIV/0!
(주)덕성,4830,17-Dec,#DIV/0!,#DIV/0!
(주)덕성,4830,18-Dec,#DIV/0!,#DIV/0!
(주)덕성,4830,19-Dec,#DIV/0!,#DIV/0!
(주)덕신하우징,90410,10-Dec,#DIV/0!,#DIV/0!
(주)덕신하우징,90410,11-Dec,#DIV/0!,#DIV/0!
(주)덕신하우징,90410,12-Dec,#DIV/0!,#DIV/0!
(주)덕신하우징,90410,13-Dec,#DIV/0!,#DIV/0!
(주)덕신하우징,90410,14-Dec,#DIV/0!,#DIV/0!
(주)덕신하우징,90410,15-Dec,#DIV/0!,#DIV/0!
(주)덕신하우징,90410,16-Dec,#DIV/0!,#DIV/0!
(주)덕신하우징,90410,17-Dec,#DIV/0!,#DIV/0!
(주)덕신하우징,90410,18-Dec,#DIV/0!,#DIV/0!
(주)덕신하우징,90410,19-Dec,#DIV/0!,#DIV/0!
(주)데이타솔루션,263800,10-Dec,#DIV/0!,#DIV/0!
(주)데이타솔루션,263800,11-Dec,#DIV/0!,#DIV/0!
(주)데이타솔루션,263800,12-Dec,#DIV/0!,#DIV/0!
(주)데이타솔루션,263800,13-Dec,#DIV/0!,#DIV/0!
(주)데이타솔루션,263800,14-Dec,#DIV/0!,#DIV/0!
(주)데이타솔루션,263800,15-Dec,#DIV/0!,#DIV/0!
(주)데이타솔루션,263800,16-Dec,#DIV/0!,#DIV/0!
(주)데이타솔루션,263800,17-Dec,#DIV/0!,#DIV/0!
(주)데이타솔루션,263800,18-Dec,#DIV/0!,#DIV/0!
(주)데이타솔루션,263800,19-Dec,#DIV/0!,#DIV/0!
(주)덱스터스튜디오,206560,13-Dec,#DIV/0!,#DIV/0!
(주)덱스터스튜디오,206560,14-Dec,#DIV/0!,#DIV/0!
(주)덱스터스튜디오,206560,15-Dec,#DIV/0!,#DIV/0!
(주)덱스터스튜디오,206560,16-Dec,#DIV/0!,#DIV/0!
(주)덱스터스튜디오,206560,17-Dec,#DIV/0!,#DIV/0!
(주)덱스터스튜디오,206560,18-Dec,#DIV/0!,#DIV/0!
(주)덱스터스튜디오,206560,19-Dec,#DIV/0!,#DIV/0!
(주)덴티스,261200,16-Dec,#DIV/0!,#DIV/0!
(주)덴티스,261200,17-Dec,#DIV/0!,#DIV/0!
(주)덴티스,261200,18-Dec,#DIV/0!,#DIV/0!
(주)덴티스,261200,19-Dec,#DIV/0!,#DIV/0!
(주)덴티움,145720,10-Dec,#DIV/0!,0
(주)덴티움,145720,11-Dec,#DIV/0!,#DIV/0!
(주)덴티움,145720,12-Dec,#DIV/0!,#DIV/0!
(주)덴티움,145720,13-Dec,#DIV/0!,#DIV/0!
(주)덴티움,145720,14-Dec,#DIV/0!,#DIV/0!
(주)덴티움,145720,15-Dec,#DIV/0!,#DIV/0!
(주)덴티움,145720,16-Dec,#DIV/0!,#DIV/0!
(주)덴티움,145720,17-Dec,#DIV/0!,#DIV/0!
(주)덴티움,145720,18-Dec,#DIV/0!,#DIV/0!
(주)덴티움,145720,19-Dec,#DIV/0!,#DIV/0!
(주)도화엔지니어링,2150,10-Dec,#DIV/0!,0
(주)도화엔지니어링,2150,11-Dec,#DIV/0!,#DIV/0!
(주)도화엔지니어링,2150,12-Dec,#DIV/0!,#DIV/0!
(주)도화엔지니어링,2150,13-Dec,#DIV/0!,#DIV/0!
(주)도화엔지니어링,2150,14-Dec,#DIV/0!,#DIV/0!
(주)도화엔지니어링,2150,15-Dec,#DIV/0!,#DIV/0!
(주)도화엔지니어링,2150,16-Dec,#DIV/0!,#DIV/0!
(주)도화엔지니어링,2150,17-Dec,#DIV/0!,#DIV/0!
(주)도화엔지니어링,2150,18-Dec,#DIV/0!,#DIV/0!
(주)도화엔지니어링,2150,19-Dec,#DIV/0!,#DIV/0!
(주)동구바이오제약,6620,10-Dec,#DIV/0!,#DIV/0!
(주)동구바이오제약,6620,11-Dec,#DIV/0!,#DIV/0!
(주)동구바이오제약,6620,12-Dec,#DIV/0!,#DIV/0!
(주)동구바이오제약,6620,13-Dec,#DIV/0!,#DIV/0!
(주)동구바이오제약,6620,14-Dec,#DIV/0!,#DIV/0!
(주)동구바이오제약,6620,15-Dec,#DIV/0!,#DIV/0!
(주)동구바이오제약,6620,16-Dec,#DIV/0!,#DIV/0!
(주)동구바이오제약,6620,17-Dec,#DIV/0!,#DIV/0!
(주)동구바이오제약,6620,18-Dec,#DIV/0!,#DIV/0!
(주)동구바이오제약,6620,19-Dec,#DIV/0!,#DIV/0!
(주)동국알앤에스,75970,10-Dec,1,0
(주)동국알앤에스,75970,11-Dec,#DIV/0!,#DIV/0!
(주)동국알앤에스,75970,12-Dec,#DIV/0!,#DIV/0!
(주)동국알앤에스,75970,13-Dec,#DIV/0!,#DIV/0!
(주)동국알앤에스,75970,14-Dec,#DIV/0!,#DIV/0!
(주)동국알앤에스,75970,15-Dec,#DIV/0!,#DIV/0!
(주)동국알앤에스,75970,16-Dec,#DIV/0!,#DIV/0!
(주)동국알앤에스,75970,17-Dec,#DIV/0!,#DIV/0!
(주)동국알앤에스,75970,18-Dec,#DIV/0!,#DIV/0!
(주)동국알앤에스,75970,19-Dec,#DIV/0!,#DIV/0!
(주)동국에스엔씨,100130,10-Dec,1,0
(주)동국에스엔씨,100130,11-Dec,#DIV/0!,#DIV/0!
(주)동국에스엔씨,100130,12-Dec,#DIV/0!,#DIV/0!
(주)동국에스엔씨,100130,13-Dec,#DIV/0!,#DIV/0!
(주)동국에스엔씨,100130,14-Dec,#DIV/0!,#DIV/0!
(주)동국에스엔씨,100130,15-Dec,#DIV/0!,#DIV/0!
(주)동국에스엔씨,100130,16-Dec,#DIV/0!,#DIV/0!
(주)동국에스엔씨,100130,17-Dec,#DIV/0!,#DIV/0!
(주)동국에스엔씨,100130,18-Dec,#DIV/0!,#DIV/0!
(주)동국에스엔씨,100130,19-Dec,#DIV/0!,#DIV/0!
(주)동남합성,23450,10-Dec,#DIV/0!,0
(주)동남합성,23450,11-Dec,#DIV/0!,#DIV/0!
(주)동남합성,23450,12-Dec,#DIV/0!,#DIV/0!
(주)동남합성,23450,13-Dec,#DIV/0!,#DIV/0!
(주)동남합성,23450,14-Dec,#DIV/0!,#DIV/0!
(주)동남합성,23450,15-Dec,#DIV/0!,#DIV/0!
(주)동남합성,23450,16-Dec,#DIV/0!,#DIV/0!
(주)동남합성,23450,17-Dec,#DIV/0!,#DIV/0!
(주)동남합성,23450,18-Dec,#DIV/0!,#DIV/0!
(주)동남합성,23450,19-Dec,#DIV/0!,#DIV/0!
(주)동방,4140,10-Dec,1,0
(주)동방,4140,11-Dec,#DIV/0!,#DIV/0!
(주)동방,4140,12-Dec,#DIV/0!,#DIV/0!
(주)동방,4140,13-Dec,#DIV/0!,#DIV/0!
(주)동방,4140,14-Dec,#DIV/0!,#DIV/0!
(주)동방,4140,15-Dec,#DIV/0!,#DIV/0!
(주)동방,4140,16-Dec,#DIV/0!,#DIV/0!
(주)동방,4140,17-Dec,#DIV/0!,#DIV/0!
(주)동방,4140,18-Dec,#DIV/0!,#DIV/0!
(주)동방,4140,19-Dec,#DIV/0!,#DIV/0!
(주)동방선기,99410,10-Dec,1,0
(주)동방선기,99410,11-Dec,#DIV/0!,#DIV/0!
(주)동방선기,99410,12-Dec,#DIV/0!,#DIV/0!
(주)동방선기,99410,13-Dec,#DIV/0!,#DIV/0!
(주)동방선기,99410,14-Dec,#DIV/0!,#DIV/0!
(주)동방선기,99410,15-Dec,#DIV/0!,#DIV/0!
(주)동방선기,99410,16-Dec,#DIV/0!,#DIV/0!
(주)동방선기,99410,17-Dec,#DIV/0!,#DIV/0!
(주)동방선기,99410,18-Dec,#DIV/0!,#DIV/0!
(주)동방선기,99410,19-Dec,#DIV/0!,#DIV/0!
(주)동방아그로,7590,10-Dec,1,0
(주)동방아그로,7590,11-Dec,#DIV/0!,#DIV/0!
(주)동방아그로,7590,12-Dec,#DIV/0!,#DIV/0!
(주)동방아그로,7590,13-Dec,#DIV/0!,#DIV/0!
(주)동방아그로,7590,14-Dec,#DIV/0!,#DIV/0!
(주)동방아그로,7590,15-Dec,#DIV/0!,#DIV/0!
(주)동방아그로,7590,16-Dec,#DIV/0!,#DIV/0!
(주)동방아그로,7590,17-Dec,#DIV/0!,#DIV/0!
(주)동방아그로,7590,18-Dec,#DIV/0!,#DIV/0!
(주)동방아그로,7590,19-Dec,#DIV/0!,#DIV/0!
(주)동서,26960,10-Dec,1,0
(주)동서,26960,11-Dec,#DIV/0!,#DIV/0!
(주)동서,26960,12-Dec,#DIV/0!,#DIV/0!
(주)동서,26960,13-Dec,#DIV/0!,#DIV/0!
(주)동서,26960,14-Dec,#DIV/0!,#DIV/0!
(주)동서,26960,15-Dec,#DIV/0!,#DIV/0!
(주)동서,26960,16-Dec,#DIV/0!,#DIV/0!
(주)동서,26960,17-Dec,#DIV/0!,#DIV/0!
(주)동서,26960,18-Dec,#DIV/0!,#DIV/0!
(주)동서,26960,19-Dec,#DIV/0!,#DIV/0!
(주)동성케미컬,102260,10-Dec,1,0
(주)동성케미컬,102260,11-Dec,#DIV/0!,#DIV/0!
(주)동성케미컬,102260,12-Dec,#DIV/0!,#DIV/0!
(주)동성케미컬,102260,13-Dec,#DIV/0!,#DIV/0!
(주)동성케미컬,102260,14-Dec,#DIV/0!,#DIV/0!
(주)동성케미컬,102260,15-Dec,#DIV/0!,#DIV/0!
(주)동성케미컬,102260,16-Dec,#DIV/0!,#DIV/0!
(주)동성케미컬,102260,17-Dec,#DIV/0!,#DIV/0!
(주)동성케미컬,102260,18-Dec,#DIV/0!,#DIV/0!
(주)동성케미컬,102260,19-Dec,#DIV/0!,#DIV/0!
(주)동성화인텍,33500,10-Dec,#DIV/0!,0
(주)동성화인텍,33500,11-Dec,#DIV/0!,#DIV/0!
(주)동성화인텍,33500,12-Dec,#DIV/0!,#DIV/0!
(주)동성화인텍,33500,13-Dec,#DIV/0!,#DIV/0!
(주)동성화인텍,33500,14-Dec,#DIV/0!,#DIV/0!
(주)동성화인텍,33500,15-Dec,#DIV/0!,#DIV/0!
(주)동성화인텍,33500,16-Dec,#DIV/0!,#DIV/0!
(주)동성화인텍,33500,17-Dec,#DIV/0!,#DIV/0!
(주)동성화인텍,33500,18-Dec,#DIV/0!,#DIV/0!
(주)동성화인텍,33500,19-Dec,#DIV/0!,#DIV/0!
(주)동아엘텍,88130,10-Dec,1,0
(주)동아엘텍,88130,11-Dec,#DIV/0!,#DIV/0!
(주)동아엘텍,88130,12-Dec,#DIV/0!,#DIV/0!
(주)동아엘텍,88130,13-Dec,#DIV/0!,#DIV/0!
(주)동아엘텍,88130,14-Dec,#DIV/0!,#DIV/0!
(주)동아엘텍,88130,15-Dec,#DIV/0!,#DIV/0!
(주)동아엘텍,88130,16-Dec,#DIV/0!,#DIV/0!
(주)동아엘텍,88130,17-Dec,#DIV/0!,#DIV/0!
(주)동아엘텍,88130,18-Dec,#DIV/0!,#DIV/0!
(주)동아엘텍,88130,19-Dec,#DIV/0!,#DIV/0!
(주)동아지질,28100,10-Dec,1,0
(주)동아지질,28100,11-Dec,#DIV/0!,#DIV/0!
(주)동아지질,28100,12-Dec,#DIV/0!,#DIV/0!
(주)동아지질,28100,13-Dec,#DIV/0!,#DIV/0!
(주)동아지질,28100,14-Dec,#DIV/0!,#DIV/0!
(주)동아지질,28100,15-Dec,#DIV/0!,#DIV/0!
(주)동아지질,28100,16-Dec,#DIV/0!,#DIV/0!
(주)동아지질,28100,17-Dec,#DIV/0!,#DIV/0!
(주)동아지질,28100,18-Dec,#DIV/0!,#DIV/0!
(주)동아지질,28100,19-Dec,#DIV/0!,#DIV/0!
(주)동양,1520,10-Dec,1,0
(주)동양,1520,11-Dec,#DIV/0!,#DIV/0!
(주)동양,1520,12-Dec,#DIV/0!,#DIV/0!
(주)동양,1520,13-Dec,#DIV/0!,#DIV/0!
(주)동양,1520,14-Dec,#DIV/0!,#DIV/0!
(주)동양,1520,15-Dec,#DIV/0!,#DIV/0!
(주)동양,1520,16-Dec,#DIV/0!,#DIV/0!
(주)동양,1520,17-Dec,#DIV/0!,#DIV/0!
(주)동양,1520,18-Dec,#DIV/0!,#DIV/0!
(주)동양,1520,19-Dec,#DIV/0!,#DIV/0!
(주)동양고속,84670,10-Dec,1,0
(주)동양고속,84670,11-Dec,#DIV/0!,#DIV/0!
(주)동양고속,84670,12-Dec,#DIV/0!,#DIV/0!
(주)동양고속,84670,13-Dec,#DIV/0!,#DIV/0!
(주)동양고속,84670,14-Dec,#DIV/0!,#DIV/0!
(주)동양고속,84670,15-Dec,#DIV/0!,#DIV/0!
