회사명,거래소코드,회계년도,자본증가율여부(개별),자본증가율여부(연결)
(주)케이티,30200,15-Dec,#DIV/0!,#DIV/0!
(주)케이티,30200,16-Dec,#DIV/0!,#DIV/0!
(주)케이티,30200,17-Dec,#DIV/0!,#DIV/0!
(주)케이티,30200,18-Dec,#DIV/0!,#DIV/0!
(주)케이티,30200,19-Dec,#DIV/0!,#DIV/0!
(주)케이티서브마린,60370,10-Dec,#DIV/0!,0
(주)케이티서브마린,60370,11-Dec,#DIV/0!,#DIV/0!
(주)케이티서브마린,60370,12-Dec,#DIV/0!,#DIV/0!
(주)케이티서브마린,60370,13-Dec,#DIV/0!,#DIV/0!
(주)케이티서브마린,60370,14-Dec,#DIV/0!,#DIV/0!
(주)케이티서브마린,60370,15-Dec,#DIV/0!,#DIV/0!
(주)케이티서브마린,60370,16-Dec,#DIV/0!,#DIV/0!
(주)케이티서브마린,60370,17-Dec,#DIV/0!,#DIV/0!
(주)케이티서브마린,60370,18-Dec,#DIV/0!,#DIV/0!
(주)케이티서브마린,60370,19-Dec,#DIV/0!,#DIV/0!
(주)케이티스카이라이프,53210,10-Dec,1,0
(주)케이티스카이라이프,53210,11-Dec,#DIV/0!,#DIV/0!
(주)케이티스카이라이프,53210,12-Dec,#DIV/0!,#DIV/0!
(주)케이티스카이라이프,53210,13-Dec,#DIV/0!,#DIV/0!
(주)케이티스카이라이프,53210,14-Dec,#DIV/0!,#DIV/0!
(주)케이티스카이라이프,53210,15-Dec,#DIV/0!,#DIV/0!
(주)케이티스카이라이프,53210,16-Dec,#DIV/0!,#DIV/0!
(주)케이티스카이라이프,53210,17-Dec,#DIV/0!,#DIV/0!
(주)케이티스카이라이프,53210,18-Dec,#DIV/0!,#DIV/0!
(주)케이티스카이라이프,53210,19-Dec,#DIV/0!,#DIV/0!
(주)케이티씨에스,58850,10-Dec,#DIV/0!,0
(주)케이티씨에스,58850,11-Dec,#DIV/0!,#DIV/0!
(주)케이티씨에스,58850,12-Dec,#DIV/0!,#DIV/0!
(주)케이티씨에스,58850,13-Dec,#DIV/0!,#DIV/0!
(주)케이티씨에스,58850,14-Dec,#DIV/0!,#DIV/0!
(주)케이티씨에스,58850,15-Dec,#DIV/0!,#DIV/0!
(주)케이티씨에스,58850,16-Dec,#DIV/0!,#DIV/0!
(주)케이티씨에스,58850,17-Dec,#DIV/0!,#DIV/0!
(주)케이티씨에스,58850,18-Dec,#DIV/0!,#DIV/0!
(주)케이티씨에스,58850,19-Dec,#DIV/0!,#DIV/0!
(주)케이티아이에스,58860,10-Dec,#DIV/0!,0
(주)케이티아이에스,58860,11-Dec,#DIV/0!,#DIV/0!
(주)케이티아이에스,58860,12-Dec,#DIV/0!,#DIV/0!
(주)케이티아이에스,58860,13-Dec,#DIV/0!,#DIV/0!
(주)케이티아이에스,58860,14-Dec,#DIV/0!,#DIV/0!
(주)케이티아이에스,58860,15-Dec,#DIV/0!,#DIV/0!
(주)케이티아이에스,58860,16-Dec,#DIV/0!,#DIV/0!
(주)케이티아이에스,58860,17-Dec,#DIV/0!,#DIV/0!
(주)케이티아이에스,58860,18-Dec,#DIV/0!,#DIV/0!
(주)케이티아이에스,58860,19-Dec,#DIV/0!,#DIV/0!
(주)케이티알파,36030,10-Dec,1,0
(주)케이티알파,36030,11-Dec,#DIV/0!,#DIV/0!
(주)케이티알파,36030,12-Dec,#DIV/0!,#DIV/0!
(주)케이티알파,36030,13-Dec,#DIV/0!,#DIV/0!
(주)케이티알파,36030,14-Dec,#DIV/0!,#DIV/0!
(주)케이티알파,36030,15-Dec,#DIV/0!,#DIV/0!
(주)케이티알파,36030,16-Dec,#DIV/0!,#DIV/0!
(주)케이티알파,36030,17-Dec,#DIV/0!,#DIV/0!
(주)케이티알파,36030,18-Dec,#DIV/0!,#DIV/0!
(주)케이티알파,36030,19-Dec,#DIV/0!,#DIV/0!
(주)케이티앤지,33780,10-Dec,1,0
(주)케이티앤지,33780,11-Dec,#DIV/0!,#DIV/0!
(주)케이티앤지,33780,12-Dec,#DIV/0!,#DIV/0!
(주)케이티앤지,33780,13-Dec,#DIV/0!,#DIV/0!
(주)케이티앤지,33780,14-Dec,#DIV/0!,#DIV/0!
(주)케이티앤지,33780,15-Dec,#DIV/0!,#DIV/0!
(주)케이티앤지,33780,16-Dec,#DIV/0!,#DIV/0!
(주)케이티앤지,33780,17-Dec,#DIV/0!,#DIV/0!
(주)케이티앤지,33780,18-Dec,#DIV/0!,#DIV/0!
(주)케이티앤지,33780,19-Dec,#DIV/0!,#DIV/0!
(주)케이프,64820,10-Dec,#DIV/0!,0
(주)케이프,64820,11-Dec,#DIV/0!,#DIV/0!
(주)케이프,64820,12-Dec,#DIV/0!,#DIV/0!
(주)케이프,64820,13-Dec,#DIV/0!,#DIV/0!
(주)케이프,64820,14-Dec,#DIV/0!,#DIV/0!
(주)케이프,64820,15-Dec,#DIV/0!,#DIV/0!
(주)케이프,64820,16-Dec,#DIV/0!,#DIV/0!
(주)케이프,64820,17-Dec,#DIV/0!,#DIV/0!
(주)케이프,64820,18-Dec,#DIV/0!,#DIV/0!
(주)케이프,64820,19-Dec,#DIV/0!,#DIV/0!
(주)케이피에스,256940,13-Dec,#DIV/0!,#DIV/0!
(주)케이피에스,256940,14-Dec,#DIV/0!,#DIV/0!
(주)케이피에스,256940,15-Dec,#DIV/0!,#DIV/0!
(주)케이피에스,256940,16-Dec,#DIV/0!,#DIV/0!
(주)케이피에스,256940,17-Dec,#DIV/0!,#DIV/0!
(주)케이피에스,256940,18-Dec,#DIV/0!,#DIV/0!
(주)케이피에스,256940,19-Dec,#DIV/0!,#DIV/0!
(주)케이피에프,24880,10-Dec,1,0
(주)케이피에프,24880,11-Dec,#DIV/0!,#DIV/0!
(주)케이피에프,24880,12-Dec,#DIV/0!,#DIV/0!
(주)케이피에프,24880,13-Dec,#DIV/0!,#DIV/0!
(주)케이피에프,24880,14-Dec,#DIV/0!,#DIV/0!
(주)케이피에프,24880,15-Dec,#DIV/0!,#DIV/0!
(주)케이피에프,24880,16-Dec,#DIV/0!,#DIV/0!
(주)케이피에프,24880,17-Dec,#DIV/0!,#DIV/0!
(주)케이피에프,24880,18-Dec,#DIV/0!,#DIV/0!
(주)케이피에프,24880,19-Dec,#DIV/0!,#DIV/0!
(주)케이피엠테크,42040,10-Dec,1,0
(주)케이피엠테크,42040,11-Dec,#DIV/0!,#DIV/0!
(주)케이피엠테크,42040,12-Dec,#DIV/0!,#DIV/0!
(주)케이피엠테크,42040,13-Dec,#DIV/0!,#DIV/0!
(주)케이피엠테크,42040,14-Dec,#DIV/0!,#DIV/0!
(주)케이피엠테크,42040,15-Dec,#DIV/0!,#DIV/0!
(주)케이피엠테크,42040,16-Dec,#DIV/0!,#DIV/0!
(주)케이피엠테크,42040,17-Dec,#DIV/0!,#DIV/0!
(주)케이피엠테크,42040,18-Dec,#DIV/0!,#DIV/0!
(주)케이피엠테크,42040,19-Dec,#DIV/0!,#DIV/0!
(주)케이피티유,54410,10-Dec,1,0
(주)케이피티유,54410,11-Dec,#DIV/0!,#DIV/0!
(주)케이피티유,54410,12-Dec,#DIV/0!,#DIV/0!
(주)케이피티유,54410,13-Dec,#DIV/0!,#DIV/0!
(주)케이피티유,54410,14-Dec,#DIV/0!,#DIV/0!
(주)케이피티유,54410,15-Dec,#DIV/0!,#DIV/0!
(주)케이피티유,54410,16-Dec,#DIV/0!,#DIV/0!
(주)케이피티유,54410,17-Dec,#DIV/0!,#DIV/0!
(주)케이피티유,54410,18-Dec,#DIV/0!,#DIV/0!
(주)케이피티유,54410,19-Dec,#DIV/0!,#DIV/0!
(주)케일럼,258610,12-Dec,#DIV/0!,#DIV/0!
(주)케일럼,258610,13-Dec,#DIV/0!,#DIV/0!
(주)케일럼,258610,14-Dec,#DIV/0!,#DIV/0!
(주)케일럼,258610,15-Dec,#DIV/0!,#DIV/0!
(주)케일럼,258610,16-Dec,#DIV/0!,#DIV/0!
(주)케일럼,258610,17-Dec,#DIV/0!,#DIV/0!
(주)케일럼,258610,18-Dec,#DIV/0!,#DIV/0!
(주)케일럼,258610,19-Dec,#DIV/0!,#DIV/0!
(주)켐온,217600,15-Dec,#DIV/0!,#DIV/0!
(주)켐온,217600,16-Dec,#DIV/0!,#DIV/0!
(주)켐온,217600,17-Dec,#DIV/0!,#DIV/0!
(주)켐온,217600,18-Dec,#DIV/0!,#DIV/0!
(주)켐온,217600,19-Dec,#DIV/0!,#DIV/0!
(주)켐트로닉스,89010,10-Dec,1,0
(주)켐트로닉스,89010,11-Dec,#DIV/0!,#DIV/0!
(주)켐트로닉스,89010,12-Dec,#DIV/0!,#DIV/0!
(주)켐트로닉스,89010,13-Dec,#DIV/0!,#DIV/0!
(주)켐트로닉스,89010,14-Dec,#DIV/0!,#DIV/0!
(주)켐트로닉스,89010,15-Dec,#DIV/0!,#DIV/0!
(주)켐트로닉스,89010,16-Dec,#DIV/0!,#DIV/0!
(주)켐트로닉스,89010,17-Dec,#DIV/0!,#DIV/0!
(주)켐트로닉스,89010,18-Dec,#DIV/0!,#DIV/0!
(주)켐트로닉스,89010,19-Dec,#DIV/0!,#DIV/0!
(주)켐트로스,220260,15-Dec,#DIV/0!,#DIV/0!
(주)켐트로스,220260,16-Dec,#DIV/0!,#DIV/0!
(주)켐트로스,220260,17-Dec,#DIV/0!,#DIV/0!
(주)켐트로스,220260,18-Dec,#DIV/0!,#DIV/0!
(주)켐트로스,220260,19-Dec,#DIV/0!,#DIV/0!
(주)코난테크놀로지,402030,10-Dec,#DIV/0!,#DIV/0!
(주)코난테크놀로지,402030,11-Dec,#DIV/0!,#DIV/0!
(주)코난테크놀로지,402030,12-Dec,#DIV/0!,#DIV/0!
(주)코난테크놀로지,402030,13-Dec,#DIV/0!,#DIV/0!
(주)코난테크놀로지,402030,14-Dec,#DIV/0!,#DIV/0!
(주)코난테크놀로지,402030,15-Dec,#DIV/0!,#DIV/0!
(주)코난테크놀로지,402030,16-Dec,#DIV/0!,#DIV/0!
(주)코다코,46070,10-Dec,#DIV/0!,0
(주)코다코,46070,11-Dec,#DIV/0!,#DIV/0!
(주)코다코,46070,12-Dec,#DIV/0!,#DIV/0!
(주)코다코,46070,13-Dec,#DIV/0!,#DIV/0!
(주)코다코,46070,14-Dec,#DIV/0!,#DIV/0!
(주)코다코,46070,15-Dec,#DIV/0!,#DIV/0!
(주)코다코,46070,16-Dec,#DIV/0!,#DIV/0!
(주)코다코,46070,17-Dec,#DIV/0!,#DIV/0!
(주)코다코,46070,18-Dec,#DIV/0!,#DIV/0!
(주)코다코,46070,19-Dec,#DIV/0!,#DIV/0!
(주)코데즈컴바인,47770,10-Dec,1,0
(주)코데즈컴바인,47770,11-Dec,#DIV/0!,#DIV/0!
(주)코데즈컴바인,47770,12-Dec,#DIV/0!,#DIV/0!
(주)코데즈컴바인,47770,13-Dec,#DIV/0!,#DIV/0!
(주)코데즈컴바인,47770,14-Dec,#DIV/0!,#DIV/0!
(주)코데즈컴바인,47770,15-Dec,#DIV/0!,#DIV/0!
(주)코데즈컴바인,47770,16-Dec,#DIV/0!,#DIV/0!
(주)코데즈컴바인,47770,17-Dec,#DIV/0!,#DIV/0!
(주)코데즈컴바인,47770,18-Dec,#DIV/0!,#DIV/0!
(주)코데즈컴바인,47770,19-Dec,#DIV/0!,#DIV/0!
(주)코디,80530,10-Dec,#DIV/0!,0
(주)코디,80530,11-Dec,#DIV/0!,#DIV/0!
(주)코디,80530,12-Dec,#DIV/0!,#DIV/0!
(주)코디,80530,13-Dec,#DIV/0!,#DIV/0!
(주)코디,80530,14-Dec,#DIV/0!,#DIV/0!
(주)코디,80530,15-Dec,#DIV/0!,#DIV/0!
(주)코디,80530,16-Dec,#DIV/0!,#DIV/0!
(주)코디,80530,17-Dec,#DIV/0!,#DIV/0!
(주)코디,80530,18-Dec,#DIV/0!,#DIV/0!
(주)코디,80530,19-Dec,#DIV/0!,#DIV/0!
(주)코디엠,224060,10-Dec,#DIV/0!,#DIV/0!
(주)코디엠,224060,11-Dec,#DIV/0!,#DIV/0!
(주)코디엠,224060,12-Dec,#DIV/0!,#DIV/0!
(주)코디엠,224060,13-Dec,#DIV/0!,#DIV/0!
(주)코디엠,224060,14-Dec,#DIV/0!,#DIV/0!
(주)코디엠,224060,15-Dec,#DIV/0!,#DIV/0!
(주)코디엠,224060,16-Dec,#DIV/0!,#DIV/0!
(주)코디엠,224060,17-Dec,#DIV/0!,#DIV/0!
(주)코디엠,224060,18-Dec,#DIV/0!,#DIV/0!
(주)코디엠,224060,19-Dec,#DIV/0!,#DIV/0!
(주)코렌텍,104540,10-Dec,#DIV/0!,0
(주)코렌텍,104540,11-Dec,#DIV/0!,#DIV/0!
(주)코렌텍,104540,12-Dec,#DIV/0!,#DIV/0!
(주)코렌텍,104540,13-Dec,#DIV/0!,#DIV/0!
(주)코렌텍,104540,14-Dec,#DIV/0!,#DIV/0!
(주)코렌텍,104540,15-Dec,#DIV/0!,#DIV/0!
(주)코렌텍,104540,16-Dec,#DIV/0!,#DIV/0!
(주)코렌텍,104540,17-Dec,#DIV/0!,#DIV/0!
(주)코렌텍,104540,18-Dec,#DIV/0!,#DIV/0!
(주)코렌텍,104540,19-Dec,#DIV/0!,#DIV/0!
(주)코리아나화장품,27050,10-Dec,1,0
(주)코리아나화장품,27050,11-Dec,#DIV/0!,#DIV/0!
(주)코리아나화장품,27050,12-Dec,#DIV/0!,#DIV/0!
(주)코리아나화장품,27050,13-Dec,#DIV/0!,#DIV/0!
(주)코리아나화장품,27050,14-Dec,#DIV/0!,#DIV/0!
(주)코리아나화장품,27050,15-Dec,#DIV/0!,#DIV/0!
(주)코리아나화장품,27050,16-Dec,#DIV/0!,#DIV/0!
(주)코리아나화장품,27050,17-Dec,#DIV/0!,#DIV/0!
(주)코리아나화장품,27050,18-Dec,#DIV/0!,#DIV/0!
(주)코리아나화장품,27050,19-Dec,#DIV/0!,#DIV/0!
(주)코리아센터,290510,10-Dec,#DIV/0!,#DIV/0!
(주)코리아센터,290510,11-Dec,#DIV/0!,#DIV/0!
(주)코리아센터,290510,12-Dec,#DIV/0!,#DIV/0!
(주)코리아센터,290510,13-Dec,#DIV/0!,#DIV/0!
(주)코리아센터,290510,14-Dec,#DIV/0!,#DIV/0!
(주)코리아센터,290510,15-Dec,#DIV/0!,#DIV/0!
(주)코리아센터,290510,16-Dec,#DIV/0!,#DIV/0!
(주)코리아센터,290510,17-Dec,#DIV/0!,#DIV/0!
(주)코리아센터,290510,18-Dec,#DIV/0!,#DIV/0!
(주)코리아센터,290510,19-Dec,#DIV/0!,#DIV/0!
(주)코리아써키트,7810,10-Dec,1,0
(주)코리아써키트,7810,11-Dec,#DIV/0!,#DIV/0!
(주)코리아써키트,7810,12-Dec,#DIV/0!,#DIV/0!
(주)코리아써키트,7810,13-Dec,#DIV/0!,#DIV/0!
(주)코리아써키트,7810,14-Dec,#DIV/0!,#DIV/0!
(주)코리아써키트,7810,15-Dec,#DIV/0!,#DIV/0!
(주)코리아써키트,7810,16-Dec,#DIV/0!,#DIV/0!
(주)코리아써키트,7810,17-Dec,#DIV/0!,#DIV/0!
(주)코리아써키트,7810,18-Dec,#DIV/0!,#DIV/0!
(주)코리아써키트,7810,19-Dec,#DIV/0!,#DIV/0!
(주)코리아에스이,101670,10-Dec,#DIV/0!,0
(주)코리아에스이,101670,11-Dec,#DIV/0!,#DIV/0!
(주)코리아에스이,101670,12-Dec,#DIV/0!,#DIV/0!
(주)코리아에스이,101670,13-Dec,#DIV/0!,#DIV/0!
(주)코리아에스이,101670,14-Dec,#DIV/0!,#DIV/0!
(주)코리아에스이,101670,15-Dec,#DIV/0!,#DIV/0!
(주)코리아에스이,101670,16-Dec,#DIV/0!,#DIV/0!
(주)코리아에스이,101670,17-Dec,#DIV/0!,#DIV/0!
(주)코리아에스이,101670,18-Dec,#DIV/0!,#DIV/0!
(주)코리아에스이,101670,19-Dec,#DIV/0!,#DIV/0!
(주)코맥스,36690,10-Dec,1,0
(주)코맥스,36690,11-Dec,#DIV/0!,#DIV/0!
(주)코맥스,36690,12-Dec,#DIV/0!,#DIV/0!
(주)코맥스,36690,13-Dec,#DIV/0!,#DIV/0!
(주)코맥스,36690,14-Dec,#DIV/0!,#DIV/0!
(주)코맥스,36690,15-Dec,#DIV/0!,#DIV/0!
(주)코맥스,36690,16-Dec,#DIV/0!,#DIV/0!
(주)코맥스,36690,17-Dec,#DIV/0!,#DIV/0!
(주)코맥스,36690,18-Dec,#DIV/0!,#DIV/0!
(주)코맥스,36690,19-Dec,#DIV/0!,#DIV/0!
(주)코메론,49430,10-Dec,1,0
(주)코메론,49430,11-Dec,#DIV/0!,#DIV/0!
(주)코메론,49430,12-Dec,#DIV/0!,#DIV/0!
(주)코메론,49430,13-Dec,#DIV/0!,#DIV/0!
(주)코메론,49430,14-Dec,#DIV/0!,#DIV/0!
(주)코메론,49430,15-Dec,#DIV/0!,#DIV/0!
(주)코메론,49430,16-Dec,#DIV/0!,#DIV/0!
(주)코메론,49430,17-Dec,#DIV/0!,#DIV/0!
(주)코메론,49430,18-Dec,#DIV/0!,#DIV/0!
(주)코메론,49430,19-Dec,#DIV/0!,#DIV/0!
(주)코미코,183300,13-Dec,#DIV/0!,#DIV/0!
(주)코미코,183300,14-Dec,#DIV/0!,#DIV/0!
(주)코미코,183300,15-Dec,#DIV/0!,#DIV/0!
(주)코미코,183300,16-Dec,#DIV/0!,#DIV/0!
(주)코미코,183300,17-Dec,#DIV/0!,#DIV/0!
(주)코미코,183300,18-Dec,#DIV/0!,#DIV/0!
(주)코미코,183300,19-Dec,#DIV/0!,#DIV/0!
(주)코미팜,41960,10-Dec,1,0
(주)코미팜,41960,11-Dec,#DIV/0!,#DIV/0!
(주)코미팜,41960,12-Dec,#DIV/0!,#DIV/0!
(주)코미팜,41960,13-Dec,#DIV/0!,#DIV/0!
(주)코미팜,41960,14-Dec,#DIV/0!,#DIV/0!
(주)코미팜,41960,15-Dec,#DIV/0!,#DIV/0!
(주)코미팜,41960,16-Dec,#DIV/0!,#DIV/0!
(주)코미팜,41960,17-Dec,#DIV/0!,#DIV/0!
(주)코미팜,41960,18-Dec,#DIV/0!,#DIV/0!
(주)코미팜,41960,19-Dec,#DIV/0!,#DIV/0!
(주)코세스,89890,10-Dec,#DIV/0!,0
(주)코세스,89890,11-Dec,#DIV/0!,#DIV/0!
(주)코세스,89890,12-Dec,#DIV/0!,#DIV/0!
(주)코세스,89890,13-Dec,#DIV/0!,#DIV/0!
(주)코세스,89890,14-Dec,#DIV/0!,#DIV/0!
(주)코세스,89890,15-Dec,#DIV/0!,#DIV/0!
(주)코세스,89890,16-Dec,#DIV/0!,#DIV/0!
(주)코세스,89890,17-Dec,#DIV/0!,#DIV/0!
(주)코세스,89890,18-Dec,#DIV/0!,#DIV/0!
(주)코세스,89890,19-Dec,#DIV/0!,#DIV/0!
(주)코센,9730,10-Dec,#DIV/0!,0
(주)코센,9730,11-Dec,#DIV/0!,#DIV/0!
(주)코센,9730,12-Dec,#DIV/0!,#DIV/0!
(주)코센,9730,13-Dec,#DIV/0!,#DIV/0!
(주)코센,9730,14-Dec,#DIV/0!,#DIV/0!
(주)코센,9730,15-Dec,#DIV/0!,#DIV/0!
(주)코센,9730,16-Dec,#DIV/0!,#DIV/0!
(주)코센,9730,17-Dec,#DIV/0!,#DIV/0!
(주)코센,9730,18-Dec,#DIV/0!,#DIV/0!
(주)코센,9730,19-Dec,#DIV/0!,#DIV/0!
(주)코스나인,82660,10-Dec,1,0
(주)코스나인,82660,11-Dec,#DIV/0!,#DIV/0!
(주)코스나인,82660,12-Dec,#DIV/0!,#DIV/0!
(주)코스나인,82660,13-Dec,#DIV/0!,#DIV/0!
(주)코스나인,82660,14-Dec,#DIV/0!,#DIV/0!
(주)코스나인,82660,15-Dec,#DIV/0!,#DIV/0!
(주)코스나인,82660,16-Dec,#DIV/0!,#DIV/0!
(주)코스나인,82660,17-Dec,#DIV/0!,#DIV/0!
(주)코스나인,82660,18-Dec,#DIV/0!,#DIV/0!
(주)코스나인,82660,19-Dec,#DIV/0!,#DIV/0!
(주)코스메카코리아,241710,10-Dec,#DIV/0!,#DIV/0!
(주)코스메카코리아,241710,11-Dec,#DIV/0!,#DIV/0!
(주)코스메카코리아,241710,12-Dec,#DIV/0!,#DIV/0!
(주)코스메카코리아,241710,13-Dec,#DIV/0!,#DIV/0!
(주)코스메카코리아,241710,14-Dec,#DIV/0!,#DIV/0!
(주)코스메카코리아,241710,15-Dec,#DIV/0!,#DIV/0!
(주)코스메카코리아,241710,16-Dec,#DIV/0!,#DIV/0!
(주)코스메카코리아,241710,17-Dec,#DIV/0!,#DIV/0!
(주)코스메카코리아,241710,18-Dec,#DIV/0!,#DIV/0!
(주)코스메카코리아,241710,19-Dec,#DIV/0!,#DIV/0!
(주)코스온,69110,10-Dec,#DIV/0!,0
(주)코스온,69110,11-Dec,#DIV/0!,#DIV/0!
(주)코스온,69110,12-Dec,#DIV/0!,#DIV/0!
(주)코스온,69110,13-Dec,#DIV/0!,#DIV/0!
(주)코스온,69110,14-Dec,#DIV/0!,#DIV/0!
(주)코스온,69110,15-Dec,#DIV/0!,#DIV/0!
(주)코스온,69110,16-Dec,#DIV/0!,#DIV/0!
(주)코스온,69110,17-Dec,#DIV/0!,#DIV/0!
(주)코스온,69110,18-Dec,#DIV/0!,#DIV/0!
(주)코스온,69110,19-Dec,#DIV/0!,#DIV/0!
(주)코썬바이오,204990,10-Dec,#DIV/0!,#DIV/0!
(주)코썬바이오,204990,11-Dec,#DIV/0!,#DIV/0!
(주)코썬바이오,204990,12-Dec,#DIV/0!,#DIV/0!
(주)코썬바이오,204990,13-Dec,#DIV/0!,#DIV/0!
(주)코썬바이오,204990,14-Dec,#DIV/0!,#DIV/0!
(주)코썬바이오,204990,15-Dec,#DIV/0!,#DIV/0!
(주)코썬바이오,204990,16-Dec,#DIV/0!,#DIV/0!
(주)코썬바이오,204990,17-Dec,#DIV/0!,#DIV/0!
(주)코썬바이오,204990,18-Dec,#DIV/0!,#DIV/0!
(주)코썬바이오,204990,19-Dec,#DIV/0!,#DIV/0!
(주)코아스,71950,10-Dec,#DIV/0!,0
(주)코아스,71950,11-Dec,#DIV/0!,#DIV/0!
(주)코아스,71950,12-Dec,#DIV/0!,#DIV/0!
(주)코아스,71950,13-Dec,#DIV/0!,#DIV/0!
(주)코아스,71950,14-Dec,#DIV/0!,#DIV/0!
(주)코아스,71950,15-Dec,#DIV/0!,#DIV/0!
(주)코아스,71950,16-Dec,#DIV/0!,#DIV/0!
(주)코아스,71950,17-Dec,#DIV/0!,#DIV/0!
(주)코아스,71950,18-Dec,#DIV/0!,#DIV/0!
(주)코아스,71950,19-Dec,#DIV/0!,#DIV/0!
(주)코아시아,45970,10-Dec,1,0
(주)코아시아,45970,11-Dec,#DIV/0!,#DIV/0!
(주)코아시아,45970,12-Dec,#DIV/0!,#DIV/0!
(주)코아시아,45970,13-Dec,#DIV/0!,#DIV/0!
(주)코아시아,45970,14-Dec,#DIV/0!,#DIV/0!
(주)코아시아,45970,15-Dec,#DIV/0!,#DIV/0!
(주)코아시아,45970,16-Dec,#DIV/0!,#DIV/0!
(주)코아시아,45970,17-Dec,#DIV/0!,#DIV/0!
(주)코아시아,45970,18-Dec,#DIV/0!,#DIV/0!
(주)코아시아,45970,19-Dec,#DIV/0!,#DIV/0!
(주)코아시아옵틱스,196450,14-Dec,#DIV/0!,#DIV/0!
(주)코아시아옵틱스,196450,15-Dec,#DIV/0!,#DIV/0!
(주)코아시아옵틱스,196450,16-Dec,#DIV/0!,#DIV/0!
(주)코아시아옵틱스,196450,17-Dec,#DIV/0!,#DIV/0!
(주)코아시아옵틱스,196450,18-Dec,#DIV/0!,#DIV/0!
(주)코아시아옵틱스,196450,19-Dec,#DIV/0!,#DIV/0!
(주)코엔텍,29960,10-Dec,1,0
(주)코엔텍,29960,11-Dec,#DIV/0!,#DIV/0!
(주)코엔텍,29960,12-Dec,#DIV/0!,#DIV/0!
(주)코엔텍,29960,13-Dec,#DIV/0!,#DIV/0!
(주)코엔텍,29960,14-Dec,#DIV/0!,#DIV/0!
(주)코엔텍,29960,15-Dec,#DIV/0!,#DIV/0!
(주)코엔텍,29960,16-Dec,#DIV/0!,#DIV/0!
(주)코엔텍,29960,17-Dec,#DIV/0!,#DIV/0!
(주)코엔텍,29960,18-Dec,#DIV/0!,#DIV/0!
(주)코엔텍,29960,19-Dec,#DIV/0!,#DIV/0!
(주)코오롱,2020,10-Dec,1,0
(주)코오롱,2020,11-Dec,#DIV/0!,#DIV/0!
(주)코오롱,2020,12-Dec,#DIV/0!,#DIV/0!
(주)코오롱,2020,13-Dec,#DIV/0!,#DIV/0!
(주)코오롱,2020,14-Dec,#DIV/0!,#DIV/0!
(주)코오롱,2020,15-Dec,#DIV/0!,#DIV/0!
(주)코오롱,2020,16-Dec,#DIV/0!,#DIV/0!
(주)코오롱,2020,17-Dec,#DIV/0!,#DIV/0!
(주)코오롱,2020,18-Dec,#DIV/0!,#DIV/0!
(주)코오롱,2020,19-Dec,#DIV/0!,#DIV/0!
(주)코원플레이,56000,10-Dec,1,0
(주)코원플레이,56000,11-Dec,#DIV/0!,#DIV/0!
(주)코원플레이,56000,12-Dec,#DIV/0!,#DIV/0!
(주)코원플레이,56000,13-Dec,#DIV/0!,#DIV/0!
(주)코원플레이,56000,14-Dec,#DIV/0!,#DIV/0!
(주)코원플레이,56000,15-Dec,#DIV/0!,#DIV/0!
(주)코원플레이,56000,16-Dec,#DIV/0!,#DIV/0!
(주)코원플레이,56000,17-Dec,#DIV/0!,#DIV/0!
(주)코원플레이,56000,18-Dec,#DIV/0!,#DIV/0!
(주)코원플레이,56000,19-Dec,#DIV/0!,#DIV/0!
(주)코윈테크,282880,16-Dec,#DIV/0!,#DIV/0!
(주)코윈테크,282880,17-Dec,#DIV/0!,#DIV/0!
(주)코윈테크,282880,18-Dec,#DIV/0!,#DIV/0!
(주)코윈테크,282880,19-Dec,#DIV/0!,#DIV/0!
(주)코이즈,121850,10-Dec,1,0
(주)코이즈,121850,11-Dec,#DIV/0!,#DIV/0!
(주)코이즈,121850,12-Dec,#DIV/0!,#DIV/0!
(주)코이즈,121850,13-Dec,#DIV/0!,#DIV/0!
(주)코이즈,121850,14-Dec,#DIV/0!,#DIV/0!
(주)코이즈,121850,15-Dec,#DIV/0!,#DIV/0!
(주)코이즈,121850,16-Dec,#DIV/0!,#DIV/0!
(주)코이즈,121850,17-Dec,#DIV/0!,#DIV/0!
(주)코이즈,121850,18-Dec,#DIV/0!,#DIV/0!
(주)코이즈,121850,19-Dec,#DIV/0!,#DIV/0!
(주)코콤,15710,10-Dec,1,0
(주)코콤,15710,11-Dec,#DIV/0!,#DIV/0!
(주)코콤,15710,12-Dec,#DIV/0!,#DIV/0!
(주)코콤,15710,13-Dec,#DIV/0!,#DIV/0!
(주)코콤,15710,14-Dec,#DIV/0!,#DIV/0!
(주)코콤,15710,15-Dec,#DIV/0!,#DIV/0!
(주)코콤,15710,16-Dec,#DIV/0!,#DIV/0!
(주)코콤,15710,17-Dec,#DIV/0!,#DIV/0!
(주)코콤,15710,18-Dec,#DIV/0!,#DIV/0!
(주)코콤,15710,19-Dec,#DIV/0!,#DIV/0!
(주)코텍,52330,10-Dec,#DIV/0!,0
(주)코텍,52330,11-Dec,#DIV/0!,#DIV/0!
(주)코텍,52330,12-Dec,#DIV/0!,#DIV/0!
(주)코텍,52330,13-Dec,#DIV/0!,#DIV/0!
(주)코텍,52330,14-Dec,#DIV/0!,#DIV/0!
(주)코텍,52330,15-Dec,#DIV/0!,#DIV/0!
