회사명,거래소코드,회계년도,자본증가율여부(개별),자본증가율여부(연결),차입전략
(주)에스지엔지,40610,14-Dec,#DIV/0!,#DIV/0!,0
(주)에스지엔지,40610,15-Dec,#DIV/0!,#DIV/0!,0
(주)에스지엔지,40610,16-Dec,#DIV/0!,#DIV/0!,0
(주)에스지엔지,40610,17-Dec,#DIV/0!,#DIV/0!,0
(주)에스지엔지,40610,18-Dec,#DIV/0!,#DIV/0!,0
(주)에스지엔지,40610,19-Dec,#DIV/0!,#DIV/0!,1
(주)에스코넥,96630,11-Dec,#DIV/0!,#DIV/0!,0
(주)에스코넥,96630,12-Dec,#DIV/0!,#DIV/0!,0
(주)에스코넥,96630,13-Dec,#DIV/0!,#DIV/0!,0
(주)에스코넥,96630,14-Dec,#DIV/0!,#DIV/0!,0
(주)에스코넥,96630,15-Dec,#DIV/0!,#DIV/0!,0
(주)에스코넥,96630,16-Dec,#DIV/0!,#DIV/0!,0
(주)에스코넥,96630,17-Dec,#DIV/0!,#DIV/0!,0
(주)에스코넥,96630,18-Dec,#DIV/0!,#DIV/0!,0
(주)에스코넥,96630,19-Dec,#DIV/0!,#DIV/0!,1
(주)에스텍파마,41910,11-Dec,#DIV/0!,#DIV/0!,0
(주)에스텍파마,41910,12-Dec,#DIV/0!,#DIV/0!,0
(주)에스텍파마,41910,13-Dec,#DIV/0!,#DIV/0!,0
(주)에스텍파마,41910,14-Dec,#DIV/0!,#DIV/0!,0
(주)에스텍파마,41910,15-Dec,#DIV/0!,#DIV/0!,0
(주)에스텍파마,41910,16-Dec,#DIV/0!,#DIV/0!,0
(주)에스텍파마,41910,17-Dec,#DIV/0!,#DIV/0!,0
(주)에스텍파마,41910,18-Dec,#DIV/0!,#DIV/0!,0
(주)에스텍파마,41910,19-Dec,#DIV/0!,#DIV/0!,1
(주)에스티오,98660,11-Dec,#DIV/0!,#DIV/0!,0
(주)에스티오,98660,12-Dec,#DIV/0!,#DIV/0!,1
(주)에스티오,98660,13-Dec,#DIV/0!,#DIV/0!,0
(주)에스티오,98660,14-Dec,#DIV/0!,#DIV/0!,0
(주)에스티오,98660,15-Dec,#DIV/0!,#DIV/0!,0
(주)에스티오,98660,16-Dec,#DIV/0!,#DIV/0!,0
(주)에스티오,98660,17-Dec,#DIV/0!,#DIV/0!,0
(주)에스티오,98660,18-Dec,#DIV/0!,#DIV/0!,0
(주)에스티오,98660,19-Dec,#DIV/0!,#DIV/0!,1
(주)에스티큐브,52020,11-Dec,#DIV/0!,#DIV/0!,0
(주)에스티큐브,52020,12-Dec,#DIV/0!,#DIV/0!,0
(주)에스티큐브,52020,13-Dec,#DIV/0!,#DIV/0!,0
(주)에스티큐브,52020,14-Dec,#DIV/0!,#DIV/0!,1
(주)에스티큐브,52020,15-Dec,#DIV/0!,#DIV/0!,0
(주)에스티큐브,52020,16-Dec,#DIV/0!,#DIV/0!,1
(주)에스티큐브,52020,17-Dec,#DIV/0!,#DIV/0!,0
(주)에스티큐브,52020,18-Dec,#DIV/0!,#DIV/0!,1
(주)에스티큐브,52020,19-Dec,#DIV/0!,#DIV/0!,0
(주)에스폴리텍,50760,11-Dec,#DIV/0!,#DIV/0!,0
(주)에스폴리텍,50760,12-Dec,#DIV/0!,#DIV/0!,0
(주)에스폴리텍,50760,13-Dec,#DIV/0!,#DIV/0!,0
(주)에스폴리텍,50760,14-Dec,#DIV/0!,#DIV/0!,0
(주)에스폴리텍,50760,15-Dec,#DIV/0!,#DIV/0!,0
(주)에스폴리텍,50760,16-Dec,#DIV/0!,#DIV/0!,0
(주)에스폴리텍,50760,17-Dec,#DIV/0!,#DIV/0!,0
(주)에스폴리텍,50760,18-Dec,#DIV/0!,#DIV/0!,0
(주)에스폴리텍,50760,19-Dec,#DIV/0!,#DIV/0!,1
(주)에쎈테크,43340,11-Dec,#DIV/0!,#DIV/0!,0
(주)에쎈테크,43340,12-Dec,#DIV/0!,#DIV/0!,0
(주)에쎈테크,43340,13-Dec,#DIV/0!,#DIV/0!,0
(주)에쎈테크,43340,14-Dec,#DIV/0!,#DIV/0!,0
(주)에쎈테크,43340,15-Dec,#DIV/0!,#DIV/0!,0
(주)에쎈테크,43340,16-Dec,#DIV/0!,#DIV/0!,0
(주)에쎈테크,43340,17-Dec,#DIV/0!,#DIV/0!,0
(주)에쎈테크,43340,18-Dec,#DIV/0!,#DIV/0!,0
(주)에쎈테크,43340,19-Dec,#DIV/0!,#DIV/0!,1
(주)에이디칩스,54630,11-Dec,#DIV/0!,#DIV/0!,0
(주)에이디칩스,54630,12-Dec,#DIV/0!,#DIV/0!,0
(주)에이디칩스,54630,13-Dec,#DIV/0!,#DIV/0!,1
(주)에이디칩스,54630,14-Dec,#DIV/0!,#DIV/0!,0
(주)에이디칩스,54630,15-Dec,#DIV/0!,#DIV/0!,0
(주)에이디칩스,54630,16-Dec,#DIV/0!,#DIV/0!,0
(주)에이디칩스,54630,17-Dec,#DIV/0!,#DIV/0!,0
(주)에이디칩스,54630,18-Dec,#DIV/0!,#DIV/0!,0
(주)에이디칩스,54630,19-Dec,#DIV/0!,#DIV/0!,1
(주)에이디테크놀로지,200710,14-Dec,#DIV/0!,#DIV/0!,0
(주)에이디테크놀로지,200710,15-Dec,#DIV/0!,#DIV/0!,0
(주)에이디테크놀로지,200710,16-Dec,#DIV/0!,#DIV/0!,0
(주)에이디테크놀로지,200710,17-Dec,#DIV/0!,#DIV/0!,0
(주)에이디테크놀로지,200710,18-Dec,#DIV/0!,#DIV/0!,0
(주)에이디테크놀로지,200710,19-Dec,#DIV/0!,#DIV/0!,1
(주)에이루트,96690,11-Dec,#DIV/0!,#DIV/0!,0
(주)에이루트,96690,12-Dec,#DIV/0!,#DIV/0!,0
(주)에이루트,96690,13-Dec,#DIV/0!,#DIV/0!,0
(주)에이루트,96690,14-Dec,#DIV/0!,#DIV/0!,0
(주)에이루트,96690,15-Dec,#DIV/0!,#DIV/0!,0
(주)에이루트,96690,16-Dec,#DIV/0!,#DIV/0!,0
(주)에이루트,96690,17-Dec,#DIV/0!,#DIV/0!,0
(주)에이루트,96690,18-Dec,#DIV/0!,#DIV/0!,0
(주)에이루트,96690,19-Dec,#DIV/0!,#DIV/0!,1
(주)에이블씨엔씨,78520,11-Dec,#DIV/0!,#DIV/0!,0
(주)에이블씨엔씨,78520,12-Dec,#DIV/0!,#DIV/0!,0
(주)에이블씨엔씨,78520,13-Dec,#DIV/0!,#DIV/0!,0
(주)에이블씨엔씨,78520,14-Dec,#DIV/0!,#DIV/0!,0
(주)에이블씨엔씨,78520,15-Dec,#DIV/0!,#DIV/0!,0
(주)에이블씨엔씨,78520,16-Dec,#DIV/0!,#DIV/0!,0
(주)에이블씨엔씨,78520,17-Dec,#DIV/0!,#DIV/0!,0
(주)에이블씨엔씨,78520,18-Dec,#DIV/0!,#DIV/0!,0
(주)에이블씨엔씨,78520,19-Dec,#DIV/0!,#DIV/0!,1
(주)에이비프로바이오,195990,15-Dec,#DIV/0!,#DIV/0!,0
(주)에이비프로바이오,195990,16-Dec,#DIV/0!,#DIV/0!,0
(주)에이비프로바이오,195990,17-Dec,#DIV/0!,#DIV/0!,0
(주)에이비프로바이오,195990,18-Dec,#DIV/0!,#DIV/0!,0
(주)에이비프로바이오,195990,19-Dec,#DIV/0!,#DIV/0!,1
(주)에이스테크놀로지,88800,11-Dec,#DIV/0!,#DIV/0!,0
(주)에이스테크놀로지,88800,12-Dec,#DIV/0!,#DIV/0!,0
(주)에이스테크놀로지,88800,13-Dec,#DIV/0!,#DIV/0!,0
(주)에이스테크놀로지,88800,14-Dec,#DIV/0!,#DIV/0!,0
(주)에이스테크놀로지,88800,15-Dec,#DIV/0!,#DIV/0!,0
(주)에이스테크놀로지,88800,16-Dec,#DIV/0!,#DIV/0!,0
(주)에이스테크놀로지,88800,17-Dec,#DIV/0!,#DIV/0!,0
(주)에이스테크놀로지,88800,18-Dec,#DIV/0!,#DIV/0!,0
(주)에이스테크놀로지,88800,19-Dec,#DIV/0!,#DIV/0!,1
(주)에이엔피,15260,11-Dec,#DIV/0!,#DIV/0!,0
(주)에이엔피,15260,12-Dec,#DIV/0!,#DIV/0!,0
(주)에이엔피,15260,13-Dec,#DIV/0!,#DIV/0!,1
(주)에이엔피,15260,14-Dec,#DIV/0!,#DIV/0!,0
(주)에이엔피,15260,15-Dec,#DIV/0!,#DIV/0!,0
(주)에이엔피,15260,16-Dec,#DIV/0!,#DIV/0!,0
(주)에이엔피,15260,17-Dec,#DIV/0!,#DIV/0!,0
(주)에이엔피,15260,18-Dec,#DIV/0!,#DIV/0!,0
(주)에이엔피,15260,19-Dec,#DIV/0!,#DIV/0!,0
(주)에이치앤비디자인,227100,18-Dec,#DIV/0!,#DIV/0!,0
(주)에이치앤비디자인,227100,19-Dec,#DIV/0!,#DIV/0!,1
(주)에이치케이,44780,11-Dec,#DIV/0!,#DIV/0!,0
(주)에이치케이,44780,12-Dec,#DIV/0!,#DIV/0!,0
(주)에이치케이,44780,13-Dec,#DIV/0!,#DIV/0!,0
(주)에이치케이,44780,14-Dec,#DIV/0!,#DIV/0!,0
(주)에이치케이,44780,15-Dec,#DIV/0!,#DIV/0!,0
(주)에이치케이,44780,16-Dec,#DIV/0!,#DIV/0!,0
(주)에이치케이,44780,17-Dec,#DIV/0!,#DIV/0!,0
(주)에이치케이,44780,18-Dec,#DIV/0!,#DIV/0!,0
(주)에이치케이,44780,19-Dec,#DIV/0!,#DIV/0!,1
(주)에이트원,230980,16-Dec,#DIV/0!,#DIV/0!,0
(주)에이트원,230980,17-Dec,#DIV/0!,#DIV/0!,0
(주)에이트원,230980,18-Dec,#DIV/0!,#DIV/0!,0
(주)에이트원,230980,19-Dec,#DIV/0!,#DIV/0!,1
(주)에이티세미콘,89530,11-Dec,#DIV/0!,#DIV/0!,0
(주)에이티세미콘,89530,12-Dec,#DIV/0!,#DIV/0!,0
(주)에이티세미콘,89530,13-Dec,#DIV/0!,#DIV/0!,0
(주)에이티세미콘,89530,14-Dec,#DIV/0!,#DIV/0!,1
(주)에이티세미콘,89530,15-Dec,#DIV/0!,#DIV/0!,0
(주)에이티세미콘,89530,16-Dec,#DIV/0!,#DIV/0!,0
(주)에이티세미콘,89530,17-Dec,#DIV/0!,#DIV/0!,1
(주)에이티세미콘,89530,18-Dec,#DIV/0!,#DIV/0!,0
(주)에이티세미콘,89530,19-Dec,#DIV/0!,#DIV/0!,1
(주)에이팩트,200470,14-Dec,#DIV/0!,#DIV/0!,0
(주)에이팩트,200470,15-Dec,#DIV/0!,#DIV/0!,0
(주)에이팩트,200470,16-Dec,#DIV/0!,#DIV/0!,0
(주)에이팩트,200470,17-Dec,#DIV/0!,#DIV/0!,0
(주)에이팩트,200470,18-Dec,#DIV/0!,#DIV/0!,1
(주)에이팩트,200470,19-Dec,#DIV/0!,#DIV/0!,0
(주)에이프로젠,7460,11-Dec,#DIV/0!,#DIV/0!,0
(주)에이프로젠,7460,12-Dec,#DIV/0!,#DIV/0!,0
(주)에이프로젠,7460,13-Dec,#DIV/0!,#DIV/0!,0
(주)에이프로젠,7460,14-Dec,#DIV/0!,#DIV/0!,0
(주)에이프로젠,7460,15-Dec,#DIV/0!,#DIV/0!,0
(주)에이프로젠,7460,16-Dec,#DIV/0!,#DIV/0!,0
(주)에이프로젠,7460,17-Dec,#DIV/0!,#DIV/0!,0
(주)에이프로젠,7460,18-Dec,#DIV/0!,#DIV/0!,0
(주)에이프로젠,7460,19-Dec,#DIV/0!,#DIV/0!,1
(주)에이프로젠헬스케어앤게임즈,109960,11-Dec,#DIV/0!,#DIV/0!,0
(주)에이프로젠헬스케어앤게임즈,109960,12-Dec,#DIV/0!,#DIV/0!,0
(주)에이프로젠헬스케어앤게임즈,109960,13-Dec,#DIV/0!,#DIV/0!,0
(주)에이프로젠헬스케어앤게임즈,109960,14-Dec,#DIV/0!,#DIV/0!,0
(주)에이프로젠헬스케어앤게임즈,109960,15-Dec,#DIV/0!,#DIV/0!,0
(주)에이프로젠헬스케어앤게임즈,109960,16-Dec,#DIV/0!,#DIV/0!,0
(주)에이프로젠헬스케어앤게임즈,109960,17-Dec,#DIV/0!,#DIV/0!,0
(주)에이프로젠헬스케어앤게임즈,109960,18-Dec,#DIV/0!,#DIV/0!,0
(주)에이프로젠헬스케어앤게임즈,109960,19-Dec,#DIV/0!,#DIV/0!,1
(주)에코프로,86520,11-Dec,#DIV/0!,#DIV/0!,0
(주)에코프로,86520,12-Dec,#DIV/0!,#DIV/0!,0
(주)에코프로,86520,13-Dec,#DIV/0!,#DIV/0!,0
(주)에코프로,86520,14-Dec,#DIV/0!,#DIV/0!,0
(주)에코프로,86520,15-Dec,#DIV/0!,#DIV/0!,0
(주)에코프로,86520,16-Dec,#DIV/0!,#DIV/0!,1
(주)에코프로,86520,17-Dec,#DIV/0!,#DIV/0!,0
(주)에코프로,86520,18-Dec,#DIV/0!,#DIV/0!,1
(주)에코프로,86520,19-Dec,#DIV/0!,#DIV/0!,1
(주)에프알텍,73540,11-Dec,#DIV/0!,#DIV/0!,0
(주)에프알텍,73540,12-Dec,#DIV/0!,#DIV/0!,0
(주)에프알텍,73540,13-Dec,#DIV/0!,#DIV/0!,0
(주)에프알텍,73540,14-Dec,#DIV/0!,#DIV/0!,0
(주)에프알텍,73540,15-Dec,#DIV/0!,#DIV/0!,0
(주)에프알텍,73540,16-Dec,#DIV/0!,#DIV/0!,0
(주)에프알텍,73540,17-Dec,#DIV/0!,#DIV/0!,0
(주)에프알텍,73540,18-Dec,#DIV/0!,#DIV/0!,0
(주)에프알텍,73540,19-Dec,#DIV/0!,#DIV/0!,1
(주)에프앤리퍼블릭,64090,11-Dec,#DIV/0!,#DIV/0!,0
(주)에프앤리퍼블릭,64090,12-Dec,#DIV/0!,#DIV/0!,0
(주)에프앤리퍼블릭,64090,13-Dec,#DIV/0!,#DIV/0!,0
(주)에프앤리퍼블릭,64090,14-Dec,#DIV/0!,#DIV/0!,0
(주)에프앤리퍼블릭,64090,15-Dec,#DIV/0!,#DIV/0!,0
(주)에프앤리퍼블릭,64090,16-Dec,#DIV/0!,#DIV/0!,0
(주)에프앤리퍼블릭,64090,17-Dec,#DIV/0!,#DIV/0!,0
(주)에프앤리퍼블릭,64090,18-Dec,#DIV/0!,#DIV/0!,0
(주)에프앤리퍼블릭,64090,19-Dec,#DIV/0!,#DIV/0!,1
(주)에프엔씨엔터테인먼트,173940,14-Dec,#DIV/0!,#DIV/0!,0
(주)에프엔씨엔터테인먼트,173940,15-Dec,#DIV/0!,#DIV/0!,0
(주)에프엔씨엔터테인먼트,173940,16-Dec,#DIV/0!,#DIV/0!,0
(주)에프엔씨엔터테인먼트,173940,17-Dec,#DIV/0!,#DIV/0!,0
(주)에프엔씨엔터테인먼트,173940,18-Dec,#DIV/0!,#DIV/0!,0
(주)에프엔씨엔터테인먼트,173940,19-Dec,#DIV/0!,#DIV/0!,1
(주)엑사이엔씨,54940,11-Dec,#DIV/0!,#DIV/0!,0
(주)엑사이엔씨,54940,12-Dec,#DIV/0!,#DIV/0!,0
(주)엑사이엔씨,54940,13-Dec,#DIV/0!,#DIV/0!,0
(주)엑사이엔씨,54940,14-Dec,#DIV/0!,#DIV/0!,0
(주)엑사이엔씨,54940,15-Dec,#DIV/0!,#DIV/0!,0
(주)엑사이엔씨,54940,16-Dec,#DIV/0!,#DIV/0!,0
(주)엑사이엔씨,54940,17-Dec,#DIV/0!,#DIV/0!,0
(주)엑사이엔씨,54940,18-Dec,#DIV/0!,#DIV/0!,0
(주)엑사이엔씨,54940,19-Dec,#DIV/0!,#DIV/0!,1
(주)엑시콘,92870,15-Dec,#DIV/0!,#DIV/0!,0
(주)엑시콘,92870,16-Dec,#DIV/0!,#DIV/0!,0
(주)엑시콘,92870,17-Dec,#DIV/0!,#DIV/0!,0
(주)엑시콘,92870,18-Dec,#DIV/0!,#DIV/0!,1
(주)엑시콘,92870,19-Dec,#DIV/0!,#DIV/0!,0
(주)엔에스엔,31860,11-Dec,#DIV/0!,#DIV/0!,0
(주)엔에스엔,31860,12-Dec,#DIV/0!,#DIV/0!,0
(주)엔에스엔,31860,13-Dec,#DIV/0!,#DIV/0!,0
(주)엔에스엔,31860,14-Dec,#DIV/0!,#DIV/0!,0
(주)엔에스엔,31860,15-Dec,#DIV/0!,#DIV/0!,0
(주)엔에스엔,31860,16-Dec,#DIV/0!,#DIV/0!,0
(주)엔에스엔,31860,17-Dec,#DIV/0!,#DIV/0!,0
(주)엔에스엔,31860,18-Dec,#DIV/0!,#DIV/0!,0
(주)엔에스엔,31860,19-Dec,#DIV/0!,#DIV/0!,1
(주)엔에이치엔벅스,104200,11-Dec,#DIV/0!,#DIV/0!,0
(주)엔에이치엔벅스,104200,12-Dec,#DIV/0!,#DIV/0!,0
(주)엔에이치엔벅스,104200,13-Dec,#DIV/0!,#DIV/0!,1
(주)엔에이치엔벅스,104200,14-Dec,#DIV/0!,#DIV/0!,0
(주)엔에이치엔벅스,104200,15-Dec,#DIV/0!,#DIV/0!,0
(주)엔에이치엔벅스,104200,16-Dec,#DIV/0!,#DIV/0!,0
(주)엔에이치엔벅스,104200,17-Dec,#DIV/0!,#DIV/0!,0
(주)엔에이치엔벅스,104200,18-Dec,#DIV/0!,#DIV/0!,0
(주)엔에이치엔벅스,104200,19-Dec,#DIV/0!,#DIV/0!,1
(주)엔이능률,53290,11-Dec,#DIV/0!,#DIV/0!,0
(주)엔이능률,53290,12-Dec,#DIV/0!,#DIV/0!,0
(주)엔이능률,53290,13-Dec,#DIV/0!,#DIV/0!,0
(주)엔이능률,53290,14-Dec,#DIV/0!,#DIV/0!,0
(주)엔이능률,53290,15-Dec,#DIV/0!,#DIV/0!,0
(주)엔이능률,53290,16-Dec,#DIV/0!,#DIV/0!,0
(주)엔이능률,53290,17-Dec,#DIV/0!,#DIV/0!,0
(주)엔이능률,53290,18-Dec,#DIV/0!,#DIV/0!,0
(주)엔이능률,53290,19-Dec,#DIV/0!,#DIV/0!,1
(주)엔지스테크널러지,208860,16-Dec,#DIV/0!,#DIV/0!,0
(주)엔지스테크널러지,208860,17-Dec,#DIV/0!,#DIV/0!,0
(주)엔지스테크널러지,208860,18-Dec,#DIV/0!,#DIV/0!,0
(주)엔지스테크널러지,208860,19-Dec,#DIV/0!,#DIV/0!,1
(주)엔지켐생명과학,183490,18-Dec,#DIV/0!,#DIV/0!,0
(주)엔지켐생명과학,183490,19-Dec,#DIV/0!,#DIV/0!,1
(주)엔케이,85310,11-Dec,#DIV/0!,#DIV/0!,0
(주)엔케이,85310,12-Dec,#DIV/0!,#DIV/0!,0
(주)엔케이,85310,13-Dec,#DIV/0!,#DIV/0!,0
(주)엔케이,85310,14-Dec,#DIV/0!,#DIV/0!,0
(주)엔케이,85310,15-Dec,#DIV/0!,#DIV/0!,0
(주)엔케이,85310,16-Dec,#DIV/0!,#DIV/0!,0
(주)엔케이,85310,17-Dec,#DIV/0!,#DIV/0!,0
(주)엔케이,85310,18-Dec,#DIV/0!,#DIV/0!,0
(주)엔케이,85310,19-Dec,#DIV/0!,#DIV/0!,1
(주)엔케이맥스,182400,15-Dec,#DIV/0!,#DIV/0!,0
(주)엔케이맥스,182400,16-Dec,#DIV/0!,#DIV/0!,0
(주)엔케이맥스,182400,17-Dec,#DIV/0!,#DIV/0!,0
(주)엔케이맥스,182400,18-Dec,#DIV/0!,#DIV/0!,1
(주)엔케이맥스,182400,19-Dec,#DIV/0!,#DIV/0!,0
(주)엔텔스,69410,11-Dec,#DIV/0!,#DIV/0!,0
(주)엔텔스,69410,12-Dec,#DIV/0!,#DIV/0!,0
(주)엔텔스,69410,13-Dec,#DIV/0!,#DIV/0!,0
(주)엔텔스,69410,14-Dec,#DIV/0!,#DIV/0!,1
(주)엔텔스,69410,15-Dec,#DIV/0!,#DIV/0!,0
(주)엔텔스,69410,16-Dec,#DIV/0!,#DIV/0!,0
(주)엔텔스,69410,17-Dec,#DIV/0!,#DIV/0!,0
(주)엔텔스,69410,18-Dec,#DIV/0!,#DIV/0!,0
(주)엔텔스,69410,19-Dec,#DIV/0!,#DIV/0!,1
(주)엔피케이,48830,11-Dec,#DIV/0!,#DIV/0!,0
(주)엔피케이,48830,12-Dec,#DIV/0!,#DIV/0!,0
(주)엔피케이,48830,13-Dec,#DIV/0!,#DIV/0!,0
(주)엔피케이,48830,14-Dec,#DIV/0!,#DIV/0!,0
(주)엔피케이,48830,15-Dec,#DIV/0!,#DIV/0!,0
(주)엔피케이,48830,16-Dec,#DIV/0!,#DIV/0!,0
(주)엔피케이,48830,17-Dec,#DIV/0!,#DIV/0!,0
(주)엔피케이,48830,18-Dec,#DIV/0!,#DIV/0!,0
(주)엔피케이,48830,19-Dec,#DIV/0!,#DIV/0!,1
(주)엘디티,96870,11-Dec,#DIV/0!,#DIV/0!,0
(주)엘디티,96870,12-Dec,#DIV/0!,#DIV/0!,0
(주)엘디티,96870,13-Dec,#DIV/0!,#DIV/0!,0
(주)엘디티,96870,14-Dec,#DIV/0!,#DIV/0!,0
(주)엘디티,96870,15-Dec,#DIV/0!,#DIV/0!,0
(주)엘디티,96870,16-Dec,#DIV/0!,#DIV/0!,0
(주)엘디티,96870,17-Dec,#DIV/0!,#DIV/0!,0
(주)엘디티,96870,18-Dec,#DIV/0!,#DIV/0!,0
(주)엘디티,96870,19-Dec,#DIV/0!,#DIV/0!,1
(주)엘아이에스,138690,11-Dec,#DIV/0!,#DIV/0!,0
(주)엘아이에스,138690,12-Dec,#DIV/0!,#DIV/0!,0
(주)엘아이에스,138690,13-Dec,#DIV/0!,#DIV/0!,0
(주)엘아이에스,138690,14-Dec,#DIV/0!,#DIV/0!,0
(주)엘아이에스,138690,15-Dec,#DIV/0!,#DIV/0!,1
(주)엘아이에스,138690,16-Dec,#DIV/0!,#DIV/0!,0
(주)엘아이에스,138690,17-Dec,#DIV/0!,#DIV/0!,0
(주)엘아이에스,138690,18-Dec,#DIV/0!,#DIV/0!,0
(주)엘아이에스,138690,19-Dec,#DIV/0!,#DIV/0!,1
(주)엘앤에프,66970,11-Dec,#DIV/0!,#DIV/0!,0
(주)엘앤에프,66970,12-Dec,#DIV/0!,#DIV/0!,1
(주)엘앤에프,66970,13-Dec,#DIV/0!,#DIV/0!,0
(주)엘앤에프,66970,14-Dec,#DIV/0!,#DIV/0!,1
(주)엘앤에프,66970,15-Dec,#DIV/0!,#DIV/0!,1
(주)엘앤에프,66970,16-Dec,#DIV/0!,#DIV/0!,0
(주)엘앤에프,66970,17-Dec,#DIV/0!,#DIV/0!,0
(주)엘앤에프,66970,18-Dec,#DIV/0!,#DIV/0!,0
(주)엘앤에프,66970,19-Dec,#DIV/0!,#DIV/0!,1
(주)엘앤케이바이오메드,156100,16-Dec,#DIV/0!,#DIV/0!,0
(주)엘앤케이바이오메드,156100,17-Dec,#DIV/0!,#DIV/0!,0
(주)엘앤케이바이오메드,156100,18-Dec,#DIV/0!,#DIV/0!,0
(주)엘앤케이바이오메드,156100,19-Dec,#DIV/0!,#DIV/0!,1
(주)엘에스네트웍스,680,11-Dec,#DIV/0!,#DIV/0!,0
(주)엘에스네트웍스,680,12-Dec,#DIV/0!,#DIV/0!,0
(주)엘에스네트웍스,680,13-Dec,#DIV/0!,#DIV/0!,1
(주)엘에스네트웍스,680,14-Dec,#DIV/0!,#DIV/0!,0
(주)엘에스네트웍스,680,15-Dec,#DIV/0!,#DIV/0!,0
(주)엘에스네트웍스,680,16-Dec,#DIV/0!,#DIV/0!,0
(주)엘에스네트웍스,680,17-Dec,#DIV/0!,#DIV/0!,0
(주)엘에스네트웍스,680,18-Dec,#DIV/0!,#DIV/0!,0
(주)엘에스네트웍스,680,19-Dec,#DIV/0!,#DIV/0!,1
(주)엘오티베큠,83310,11-Dec,#DIV/0!,#DIV/0!,0
(주)엘오티베큠,83310,12-Dec,#DIV/0!,#DIV/0!,1
(주)엘오티베큠,83310,13-Dec,#DIV/0!,#DIV/0!,0
(주)엘오티베큠,83310,14-Dec,#DIV/0!,#DIV/0!,0
(주)엘오티베큠,83310,15-Dec,#DIV/0!,#DIV/0!,0
(주)엘오티베큠,83310,16-Dec,#DIV/0!,#DIV/0!,0
(주)엘오티베큠,83310,17-Dec,#DIV/0!,#DIV/0!,1
(주)엘오티베큠,83310,18-Dec,#DIV/0!,#DIV/0!,0
(주)엘오티베큠,83310,19-Dec,#DIV/0!,#DIV/0!,1
(주)엘지유플러스,32640,11-Dec,#DIV/0!,#DIV/0!,0
(주)엘지유플러스,32640,12-Dec,#DIV/0!,#DIV/0!,0
(주)엘지유플러스,32640,13-Dec,#DIV/0!,#DIV/0!,0
(주)엘지유플러스,32640,14-Dec,#DIV/0!,#DIV/0!,0
(주)엘지유플러스,32640,15-Dec,#DIV/0!,#DIV/0!,0
(주)엘지유플러스,32640,16-Dec,#DIV/0!,#DIV/0!,0
(주)엘지유플러스,32640,17-Dec,#DIV/0!,#DIV/0!,0
(주)엘지유플러스,32640,18-Dec,#DIV/0!,#DIV/0!,0
(주)엘지유플러스,32640,19-Dec,#DIV/0!,#DIV/0!,1
(주)엠게임,58630,11-Dec,#DIV/0!,#DIV/0!,0
(주)엠게임,58630,12-Dec,#DIV/0!,#DIV/0!,1
(주)엠게임,58630,13-Dec,#DIV/0!,#DIV/0!,0
(주)엠게임,58630,14-Dec,#DIV/0!,#DIV/0!,1
(주)엠게임,58630,15-Dec,#DIV/0!,#DIV/0!,0
(주)엠게임,58630,16-Dec,#DIV/0!,#DIV/0!,0
(주)엠게임,58630,17-Dec,#DIV/0!,#DIV/0!,0
(주)엠게임,58630,18-Dec,#DIV/0!,#DIV/0!,0
(주)엠게임,58630,19-Dec,#DIV/0!,#DIV/0!,0
(주)엠씨넥스,97520,12-Dec,#DIV/0!,#DIV/0!,0
(주)엠씨넥스,97520,13-Dec,#DIV/0!,#DIV/0!,0
(주)엠씨넥스,97520,14-Dec,#DIV/0!,#DIV/0!,1
(주)엠씨넥스,97520,15-Dec,#DIV/0!,#DIV/0!,0
(주)엠씨넥스,97520,16-Dec,#DIV/0!,#DIV/0!,0
(주)엠씨넥스,97520,17-Dec,#DIV/0!,#DIV/0!,1
(주)엠씨넥스,97520,18-Dec,#DIV/0!,#DIV/0!,0
(주)엠씨넥스,97520,19-Dec,#DIV/0!,#DIV/0!,1
(주)엠에스오토텍,123040,11-Dec,#DIV/0!,#DIV/0!,0
(주)엠에스오토텍,123040,12-Dec,#DIV/0!,#DIV/0!,0
(주)엠에스오토텍,123040,13-Dec,#DIV/0!,#DIV/0!,0
(주)엠에스오토텍,123040,14-Dec,#DIV/0!,#DIV/0!,0
(주)엠에스오토텍,123040,15-Dec,#DIV/0!,#DIV/0!,0
(주)엠에스오토텍,123040,16-Dec,#DIV/0!,#DIV/0!,0
(주)엠에스오토텍,123040,17-Dec,#DIV/0!,#DIV/0!,0
(주)엠에스오토텍,123040,18-Dec,#DIV/0!,#DIV/0!,0
(주)엠에스오토텍,123040,19-Dec,#DIV/0!,#DIV/0!,0
(주)엠투엔,33310,11-Dec,#DIV/0!,#DIV/0!,0
(주)엠투엔,33310,12-Dec,#DIV/0!,#DIV/0!,0
(주)엠투엔,33310,13-Dec,#DIV/0!,#DIV/0!,0
(주)엠투엔,33310,14-Dec,#DIV/0!,#DIV/0!,1
(주)엠투엔,33310,15-Dec,#DIV/0!,#DIV/0!,0
(주)엠투엔,33310,16-Dec,#DIV/0!,#DIV/0!,0
(주)엠투엔,33310,17-Dec,#DIV/0!,#DIV/0!,0
(주)엠투엔,33310,18-Dec,#DIV/0!,#DIV/0!,0
(주)엠투엔,33310,19-Dec,#DIV/0!,#DIV/0!,1
(주)엠피대산,65150,11-Dec,#DIV/0!,#DIV/0!,0
