,회사,코드,년도,2012년 감소율여부,2013년 감소율여부,2014년 감소율여부,2015년 감소율여부,2016년 감소율여부,2017년 감소율여부,2018년 감소율여부,2019년 감소율여부
562,(주)아이비김영,339950,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
563,(주)아이센스,99190,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
564,(주)아이스크림에듀,289010,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
565,(주)아이씨디,40910,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
566,(주)아이씨에이치,368600,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
567,(주)아이앤씨테크놀로지,52860,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
568,(주)아이에스시,95340,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
569,(주)아이에스이커머스,69920,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,1,0,1
570,(주)아이에이,38880,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,1,0
571,(주)아이에이치큐,3560,      비유동금융부채(*)(IFRS)(천원),1,0,0,0,0,0,1,1
572,(주)아이엘사이언스,307180,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
573,(주)아이엠,101390,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
574,(주)아이엠비씨,52220,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
575,(주)아이오케이컴퍼니,78860,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
576,(주)아이윈,90150,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
577,(주)아이윈플러스,123010,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
578,(주)아이즈비전,31310,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
579,(주)아이컴포넌트,59100,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
580,(주)아이퀘스트,262840,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
581,(주)아이톡시,52770,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
582,(주)아이티센,124500,      비유동금융부채(*)(IFRS)(천원),0,0,0,1,1,0,1,1
583,(주)아이티아이즈,372800,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
584,(주)아이티엑스에이아이,99520,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
585,(주)아이티엠반도체,84850,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,1,1
586,(주)아이패밀리에스씨,114840,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
587,(주)아즈텍더블유비이,32080,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
588,(주)아진엑스텍,59120,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
589,(주)아톤,158430,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
590,(주)아프리카티비,67160,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
591,(주)안랩,53800,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
592,(주)안트로젠,65660,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,1,0
593,(주)알로이스,297570,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
594,(주)알루코,1780,      비유동금융부채(*)(IFRS)(천원),0,1,1,0,0,0,0,0
595,(주)알비더블유,361570,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
596,(주)알에프세미,96610,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,1,0,1
597,(주)알에프텍,61040,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
598,(주)알엔투테크놀로지,148250,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,1,1,1,0
599,(주)알체라,347860,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
600,(주)알테오젠,196170,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
601,(주)알톤스포츠,123750,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
602,(주)알티캐스트,85810,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
603,(주)알파홀딩스,117670,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,1,0,0,1
604,(주)압타머사이언스,291650,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
605,(주)애니플러스,310200,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
606,(주)애드바이오텍,179530,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
607,(주)액션스퀘어,205500,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
608,(주)액토즈소프트,52790,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
609,(주)액트로,290740,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
610,(주)앤디포스,238090,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
611,(주)앤씨앤,92600,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
612,(주)앱코,129890,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
613,(주)야스,255440,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
614,(주)양지사,30960,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
615,(주)어스앤에어로스페이스,263540,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,1,1,0
616,(주)얼라인드제네틱스,238120,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
617,(주)에너토크,19990,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
618,(주)에넥스,11090,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
619,(주)에스디생명공학,217480,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
620,(주)에스디시스템,121890,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
621,(주)에스비에스,34120,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
622,(주)에스비에스콘텐츠허브,46140,      비유동금융부채(*)(IFRS)(천원),0,1,0,0,0,0,0,1
623,(주)에스씨디,42110,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
624,(주)에스아이리소스,65420,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
625,(주)에스앤더블류,103230,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
626,(주)에스앤디,260970,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
627,(주)에스앤에스텍,101490,      비유동금융부채(*)(IFRS)(천원),0,0,1,0,0,0,0,0
628,(주)에스에너지,95910,      비유동금융부채(*)(IFRS)(천원),0,1,0,0,0,0,0,1
629,(주)에스에스알,275630,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
630,(주)에스에이엠티,31330,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,1,0
631,(주)에스에이티,60540,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
632,(주)에스에프에이,56190,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
633,(주)에스에프에이반도체,36540,      비유동금융부채(*)(IFRS)(천원),1,0,0,0,0,0,0,1
634,(주)에스엘바이오닉스,214310,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,1,0,0,1
635,(주)에스엠라이프디자인그룹,63440,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
636,(주)에스엠벡셀,10580,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
637,(주)에스엠엔터테인먼트,41510,      비유동금융부채(*)(IFRS)(천원),1,0,0,0,1,0,0,1
638,(주)에스엠컬처앤콘텐츠,48550,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
639,(주)에스엠코어,7820,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
640,(주)에스원,12750,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
641,(주)에스제이그룹,306040,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
642,(주)에스제이엠,123700,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
643,(주)에스제이엠홀딩스,25530,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
644,(주)에스지글로벌,1380,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
645,(주)에스지세계물산,4060,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
646,(주)에스지엔지,40610,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
647,(주)에스코넥,96630,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
648,(주)에스텍파마,41910,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
649,(주)에스티아이,39440,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
650,(주)에스티오,98660,      비유동금융부채(*)(IFRS)(천원),1,0,0,0,0,0,0,1
651,(주)에스티큐브,52020,      비유동금융부채(*)(IFRS)(천원),0,0,1,0,1,0,1,0
652,(주)에스폴리텍,50760,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
653,(주)에스피시스템스,317830,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
654,(주)에스피씨삼립,5610,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
655,(주)에스피지,58610,      비유동금융부채(*)(IFRS)(천원),1,0,0,0,1,0,0,1
656,(주)에쎈테크,43340,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
657,(주)에이디칩스,54630,      비유동금융부채(*)(IFRS)(천원),0,1,0,0,0,0,0,1
658,(주)에이디테크놀로지,200710,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
659,(주)에이루트,96690,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
660,(주)에이블씨엔씨,78520,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
661,(주)에이비프로바이오,195990,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
662,(주)에이스침대,3800,      비유동금융부채(*)(IFRS)(천원),0,0,0,1,1,0,1,0
663,(주)에이스테크놀로지,88800,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
664,(주)에이스토리,241840,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
665,(주)에이엔피,15260,      비유동금융부채(*)(IFRS)(천원),0,1,0,0,0,0,0,0
666,(주)에이치비테크놀러지,78150,      비유동금융부채(*)(IFRS)(천원),0,1,0,0,0,0,0,1
667,(주)에이치시티,72990,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
668,(주)에이치알에스,36640,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
669,(주)에이치앤비디자인,227100,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
670,(주)에이치엘사이언스,239610,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
671,(주)에이치와이티씨,148930,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
672,(주)에이치케이,44780,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
673,(주)에이치피에스피,403870,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
674,(주)에이치피오,357230,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
675,(주)에이텍,45660,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
676,(주)에이텍티앤,224110,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,1,0,1
677,(주)에이트원,230980,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
678,(주)에이티세미콘,89530,      비유동금융부채(*)(IFRS)(천원),0,0,1,0,0,1,0,1
679,(주)에이팩트,200470,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,1,0
680,(주)에이프로,262260,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
681,(주)에이프로젠,7460,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
682,(주)에이프로젠헬스케어앤게임즈,109960,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
683,(주)에이프릴바이오,397030,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
684,(주)에이플러스에셋어드바이저,244920,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
685,(주)에치에프알,230240,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
686,(주)에코마케팅,230360,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
687,(주)에코프로,86520,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,1,0,1,1
688,(주)에코프로비엠,247540,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
689,(주)에프알텍,73540,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
690,(주)에프앤가이드,64850,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,1,0
691,(주)에프앤리퍼블릭,64090,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
692,(주)에프앤에프홀딩스,7700,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
693,(주)에프에스엔,214270,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
694,(주)에프에스티,36810,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
695,(주)에프엔씨엔터테인먼트,173940,      비유동금융부채(*)(IFRS)(천원),0,1,0,0,0,0,0,1
696,(주)엑사이엔씨,54940,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
697,(주)엑세스바이오인코퍼레이션,950130,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,1,1
698,(주)엑셈,205100,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
699,(주)엑시콘,92870,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,1,0
700,(주)엔바이오니아,317870,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
701,(주)엔비티,236810,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
702,(주)엔시스,333620,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
703,(주)엔씨소프트,36570,      비유동금융부채(*)(IFRS)(천원),1,0,0,1,0,0,0,1
704,(주)엔아이스틸,8260,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
705,(주)엔에스,217820,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
706,(주)엔에스엔,31860,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
707,(주)엔에이치엔벅스,104200,      비유동금융부채(*)(IFRS)(천원),0,1,0,0,0,0,0,1
708,(주)엔에프씨,265740,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,1,0
709,(주)엔이능률,53290,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
710,(주)엔젠바이오,354200,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
711,(주)엔지스테크널러지,208860,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
712,(주)엔지켐생명과학,183490,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
713,(주)엔케이,85310,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
714,(주)엔케이맥스,182400,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,1,0
715,(주)엔켐,348370,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
716,(주)엔텔스,69410,      비유동금융부채(*)(IFRS)(천원),0,0,1,0,0,0,0,1
717,(주)엔투텍,227950,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
718,(주)엔피,291230,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
719,(주)엔피디,198080,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,1,0,0
720,(주)엔피케이,48830,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
721,(주)엘디티,96870,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
722,(주)엘비루셈,376190,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
723,(주)엘아이에스,138690,      비유동금융부채(*)(IFRS)(천원),0,0,0,1,0,0,0,1
724,(주)엘앤씨바이오,290650,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
725,(주)엘앤에프,66970,      비유동금융부채(*)(IFRS)(천원),1,0,1,1,0,0,0,1
726,(주)엘앤케이바이오메드,156100,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
727,(주)엘에스,6260,      비유동금융부채(*)(IFRS)(천원),1,0,1,0,1,1,0,1
728,(주)엘에스네트웍스,680,      비유동금융부채(*)(IFRS)(천원),0,1,0,0,0,0,0,1
729,(주)엘에프,93050,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
730,(주)엘엑스세미콘,108320,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
731,(주)엘엑스인터내셔널,1120,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
732,(주)엘엑스하우시스,108670,      비유동금융부채(*)(IFRS)(천원),0,0,0,1,1,0,1,1
733,(주)엘엠에스,73110,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
734,(주)엘오티베큠,83310,      비유동금융부채(*)(IFRS)(천원),1,0,0,0,0,1,0,1
735,(주)엘지,3550,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
736,(주)엘지생활건강,51900,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,1,1
737,(주)엘지유플러스,32640,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
738,(주)엘지헬로비전,37560,      비유동금융부채(*)(IFRS)(천원),0,0,1,0,0,1,0,1
739,(주)엘지화학,51910,      비유동금융부채(*)(IFRS)(천원),0,0,0,1,0,0,1,1
740,(주)엠게임,58630,      비유동금융부채(*)(IFRS)(천원),1,0,1,0,0,0,0,0
741,(주)엠디에스테크,86960,      비유동금융부채(*)(IFRS)(천원),0,0,1,0,0,0,0,1
742,(주)엠로,58970,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
743,(주)엠씨넥스,97520,      비유동금융부채(*)(IFRS)(천원),0,0,1,0,0,1,0,1
744,(주)엠아이텍,179290,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
745,(주)엠에스씨,9780,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
746,(주)엠에스오토텍,123040,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
747,(주)엠투아이코퍼레이션,347890,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
748,(주)엠투엔,33310,      비유동금융부채(*)(IFRS)(천원),0,0,1,0,0,0,0,1
749,(주)엠플러스,259630,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,1,0
750,(주)엠피대산,65150,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
751,(주)연우,115960,      비유동금융부채(*)(IFRS)(천원),1,0,0,0,0,0,0,1
752,(주)연이비앤티,90740,      비유동금융부채(*)(IFRS)(천원),0,1,0,0,0,1,0,1
753,(주)영림원소프트랩,60850,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
754,(주)영우디에스피,143540,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,1,0,0,1
755,(주)영원무역,111770,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
756,(주)영원무역홀딩스,9970,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
757,(주)영풍,670,      비유동금융부채(*)(IFRS)(천원),0,0,1,0,0,0,0,0
758,(주)영흥,12160,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
759,(주)예림당,36000,      비유동금융부채(*)(IFRS)(천원),1,0,0,0,0,1,0,1
760,(주)예선테크,250930,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
761,(주)예스코홀딩스,15360,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
762,(주)예스티,122640,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,1,0,1
763,(주)오공,45060,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
764,(주)오디텍,80520,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
765,(주)오뚜기,7310,      비유동금융부채(*)(IFRS)(천원),1,0,0,0,0,0,1,1
766,(주)오로스테크놀로지,322310,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
767,(주)오르비텍,46120,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
768,(주)오리엔탈정공,14940,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
769,(주)오리엔트바이오,2630,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
770,(주)오리엔트정공,65500,      비유동금융부채(*)(IFRS)(천원),1,0,0,0,0,0,0,1
771,(주)오리온,271560,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
772,(주)오리온홀딩스,1800,      비유동금융부채(*)(IFRS)(천원),1,0,0,1,0,0,1,1
773,(주)오리콤,10470,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
774,(주)오비고,352910,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
775,(주)오스코텍,39200,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
776,(주)오스테오닉,226400,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,1,0,1
777,(주)오스템,31510,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
778,(주)오이솔루션,138080,      비유동금융부채(*)(IFRS)(천원),1,0,0,0,0,0,1,0
779,(주)오킨스전자,80580,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
780,(주)오텍,67170,      비유동금융부채(*)(IFRS)(천원),1,0,0,0,1,0,0,1
781,(주)오파스넷,173130,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,1,1
782,(주)오픈베이스,49480,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
783,(주)오하임아이엔티,309930,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
784,(주)옵투스제약,131030,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
785,(주)옵트론텍,82210,      비유동금융부채(*)(IFRS)(천원),0,0,0,1,0,1,0,1
786,(주)옵티팜,153710,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
787,(주)와이더플래닛,321820,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
788,(주)와이비엠넷,57030,      비유동금융부채(*)(IFRS)(천원),0,0,0,1,1,0,0,1
789,(주)와이솔,122990,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
790,(주)와이어블,65530,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
791,(주)와이엔텍,67900,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,1,1
792,(주)와이엠텍,273640,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
793,(주)와이오엠,66430,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
794,(주)와이제이엠게임즈,193250,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,1,0,1
795,(주)와이즈버즈,273060,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
796,(주)와이지-원,19210,      비유동금융부채(*)(IFRS)(천원),1,1,0,0,0,0,0,1
797,(주)와이지엔터테인먼트,122870,      비유동금융부채(*)(IFRS)(천원),0,0,1,0,0,0,0,0
798,(주)와이지플러스,37270,      비유동금융부채(*)(IFRS)(천원),0,0,0,1,1,0,0,0
799,(주)와이투솔루션,11690,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
800,(주)와이티엔,40300,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
801,(주)와이팜,332570,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
802,(주)용평리조트,70960,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,1,1
803,(주)우리기술,32820,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
804,(주)우리넷,115440,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,1,0
805,(주)우리로,46970,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
806,(주)우성,6980,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
807,(주)우신시스템,17370,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,1,0,0
808,(주)우양,103840,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
809,(주)우정바이오,215380,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,1,0
810,(주)우주일렉트로닉스,65680,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
811,(주)우진,105840,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
812,(주)우진아이엔에스,10400,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
813,(주)우진플라임,49800,      비유동금융부채(*)(IFRS)(천원),0,1,0,0,0,0,0,1
814,(주)웅진,16880,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
815,(주)웅진씽크빅,95720,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
816,(주)원림,5820,      비유동금융부채(*)(IFRS)(천원),0,0,0,1,0,0,0,0
817,(주)원바이오젠,307280,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
818,(주)원방테크,53080,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
819,(주)원익,32940,      비유동금융부채(*)(IFRS)(천원),1,0,1,0,1,1,0,1
820,(주)원익머트리얼즈,104830,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,1,1
821,(주)원익아이피에스,240810,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
822,(주)원익큐브,14190,      비유동금융부채(*)(IFRS)(천원),0,0,1,0,0,1,0,1
823,(주)원익큐엔씨,74600,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,1,1
824,(주)원익피앤이,131390,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,1,0
825,(주)원익홀딩스,30530,      비유동금융부채(*)(IFRS)(천원),1,0,0,0,0,1,0,0
826,(주)원일특강,12620,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,1
827,(주)원풍,8370,      비유동금융부채(*)(IFRS)(천원),0,0,0,0,0,0,0,0
