,회사명,거래소코드,회계년도,이자보상배율,부실기업
1934,시티랩스,139050,Dec-11,8.98,0.0
1935,시티랩스,139050,Dec-12,14.69,0.0
1936,시티랩스,139050,Dec-13,128.17,0.0
1937,시티랩스,139050,Dec-14,605.11,0.0
1938,시티랩스,139050,Dec-15,-4.0,0.0
1939,시티랩스,139050,Dec-16,-3.19,1.0
1940,시티랩스,139050,Dec-17,-17.05,0.0
1941,시티랩스,139050,Dec-18,-2.29,1.0
1942,시티랩스,139050,Dec-19,-0.43,1.0
1943,신성이엔지,11930,Dec-11,-1.67,0.0
1944,신성이엔지,11930,Dec-12,-3.08,1.0
1945,신성이엔지,11930,Dec-13,-1.04,1.0
1946,신성이엔지,11930,Dec-14,-0.28,1.0
1947,신성이엔지,11930,Dec-15,0.78,1.0
1948,신성이엔지,11930,Dec-16,-1.15,1.0
1949,신성이엔지,11930,Dec-17,-0.52,1.0
1950,신성이엔지,11930,Dec-18,-0.36,1.0
1951,신성이엔지,11930,Dec-19,0.87,1.0
1952,신원,9270,Dec-11,0.22,0.0
1953,신원,9270,Dec-12,0.08,1.0
1954,신원,9270,Dec-13,1.14,1.0
1955,신원,9270,Dec-14,2.02,1.0
1956,신원,9270,Dec-15,2.27,1.0
1957,신원,9270,Dec-16,2.14,1.0
1958,신원,9270,Dec-17,0.11,1.0
1959,신원,9270,Dec-18,0.23,1.0
1960,신원,9270,Dec-19,1.69,1.0
1961,신화다이나믹스,1770,Dec-11,1.69,0.0
1962,신화다이나믹스,1770,Dec-12,2.27,
1963,신화다이나믹스,1770,Dec-13,-0.56,
1964,신화다이나믹스,1770,Dec-14,1.27,
1965,신화다이나믹스,1770,Dec-15,3.32,
1966,신화다이나믹스,1770,Dec-16,0.99,
1967,신화다이나믹스,1770,Dec-17,-3.14,1.0
1968,신화다이나믹스,1770,Dec-18,5.83,1.0
1969,신화다이나믹스,1770,Dec-19,2.15,1.0
1970,신화콘텍,187270,Dec-14,17.71,0.0
1971,신화콘텍,187270,Dec-15,-2.13,
1972,신화콘텍,187270,Dec-16,1.33,
1973,신화콘텍,187270,Dec-17,13.15,
1974,신화콘텍,187270,Dec-18,-0.51,
1975,신화콘텍,187270,Dec-19,-0.82,1.0
1976,신흥,4080,Dec-11,2.87,0.0
1977,신흥,4080,Dec-12,0.58,
1978,신흥,4080,Dec-13,1.53,
1979,신흥,4080,Dec-14,5.73,
1980,신흥,4080,Dec-15,6.24,
1981,신흥,4080,Dec-16,4.32,
1982,신흥,4080,Dec-17,5.01,
1983,신흥,4080,Dec-18,1.36,
1984,신흥,4080,Dec-19,3.89,
1985,심텍,222800,Dec-15,4.5,0.0
1986,심텍,222800,Dec-16,4.87,0.0
1987,심텍,222800,Dec-17,4.16,0.0
1988,심텍,222800,Dec-18,2.69,0.0
1989,심텍,222800,Dec-19,-1.35,0.0
1990,심텍홀딩스,36710,Dec-11,6.44,0.0
1991,심텍홀딩스,36710,Dec-12,6.62,0.0
1992,심텍홀딩스,36710,Dec-13,-3.87,0.0
1993,심텍홀딩스,36710,Dec-14,1.2,0.0
1994,심텍홀딩스,36710,Dec-15,1.61,0.0
1995,심텍홀딩스,36710,Dec-16,3.76,0.0
1996,심텍홀딩스,36710,Dec-17,3.36,0.0
1997,심텍홀딩스,36710,Dec-18,2.55,0.0
1998,심텍홀딩스,36710,Dec-19,-1.24,0.0
1999,싸이토젠,217330,Dec-18,-300.72,1.0
2000,싸이토젠,217330,Dec-19,-94.69,0.0
2001,쌍방울,102280,Dec-11,4.38,0.0
2002,쌍방울,102280,Dec-12,2.82,0.0
2003,쌍방울,102280,Dec-13,-0.12,0.0
2004,쌍방울,102280,Dec-14,0.13,1.0
2005,쌍방울,102280,Dec-15,0.52,0.0
2006,쌍방울,102280,Dec-16,-9.13,1.0
2007,쌍방울,102280,Dec-17,-14.15,1.0
2008,쌍방울,102280,Dec-18,0.32,1.0
2009,쌍방울,102280,Dec-19,-2.93,1.0
2010,쎄니트,37760,Dec-11,-1.6,0.0
2011,쎄니트,37760,Dec-12,1.63,
2012,쎄니트,37760,Dec-13,3.11,
2013,쎄니트,37760,Dec-14,4.41,
2014,쎄니트,37760,Dec-15,5.71,
2015,쎄니트,37760,Dec-16,5.56,
2016,쎄니트,37760,Dec-17,4.86,
2017,쎄니트,37760,Dec-18,3.63,
2018,쎄니트,37760,Dec-19,3.1,
2019,쎌마테라퓨틱스,15540,Dec-11,-6.83,0.0
2020,쎌마테라퓨틱스,15540,Dec-12,-13.71,1.0
2021,쎌마테라퓨틱스,15540,Dec-13,-49.39,0.0
2022,쎌마테라퓨틱스,15540,Dec-14,-87.91,1.0
2023,쎌마테라퓨틱스,15540,Dec-15,-9.64,1.0
2024,쎌마테라퓨틱스,15540,Dec-16,-2.49,1.0
2025,쎌마테라퓨틱스,15540,Dec-17,-11.62,1.0
2026,쎌마테라퓨틱스,15540,Dec-18,-15.27,1.0
2027,쎌마테라퓨틱스,15540,Dec-19,-3.31,1.0
2028,쏠리드,50890,Dec-11,-1.35,0.0
2029,쏠리드,50890,Dec-12,2.25,
2030,쏠리드,50890,Dec-13,4.6,
2031,쏠리드,50890,Dec-14,5.38,
2032,쏠리드,50890,Dec-15,1.37,
2033,쏠리드,50890,Dec-16,-5.95,
2034,쏠리드,50890,Dec-17,2.11,
2035,쏠리드,50890,Dec-18,0.17,
2036,쏠리드,50890,Dec-19,-1.32,1.0
2037,씨씨에스충북방송,66790,Dec-11,0.71,0.0
2038,씨씨에스충북방송,66790,Dec-12,0.37,1.0
2039,씨씨에스충북방송,66790,Dec-13,-0.96,1.0
2040,씨씨에스충북방송,66790,Dec-14,-6.2,1.0
2041,씨씨에스충북방송,66790,Dec-15,-0.82,1.0
2042,씨씨에스충북방송,66790,Dec-16,-1.7,1.0
2043,씨씨에스충북방송,66790,Dec-17,-2.14,1.0
2044,씨씨에스충북방송,66790,Dec-18,-10.49,1.0
2045,씨씨에스충북방송,66790,Dec-19,1.35,1.0
2046,씨아이테크,4920,Dec-11,-37.97,0.0
2047,씨아이테크,4920,Dec-12,-123.22,1.0
2048,씨아이테크,4920,Dec-13,-5.7,1.0
2049,씨아이테크,4920,Dec-14,-3.74,1.0
2050,씨아이테크,4920,Dec-15,2.29,1.0
2051,씨아이테크,4920,Dec-16,-1.99,1.0
2052,씨아이테크,4920,Dec-17,-5.71,1.0
2053,씨아이테크,4920,Dec-18,-3.53,1.0
2054,씨아이테크,4920,Dec-19,-7.09,1.0
2055,씨에스,65770,Dec-11,-1.31,0.0
2056,씨에스,65770,Dec-12,-0.25,1.0
2057,씨에스,65770,Dec-13,-4.59,1.0
2058,씨에스,65770,Dec-14,0.68,1.0
2059,씨에스,65770,Dec-15,-4.15,1.0
2060,씨에스,65770,Dec-16,-0.18,1.0
2061,씨에스,65770,Dec-17,2.16,1.0
2062,씨에스,65770,Dec-18,7777.0,1.0
2063,씨에스,65770,Dec-19,-77.92,1.0
2064,씨에스에이코스믹,83660,Dec-11,-2.27,0.0
2065,씨에스에이코스믹,83660,Dec-12,-2.21,1.0
2066,씨에스에이코스믹,83660,Dec-13,-1.58,1.0
2067,씨에스에이코스믹,83660,Dec-14,-1.44,1.0
2068,씨에스에이코스믹,83660,Dec-15,1.07,1.0
2069,씨에스에이코스믹,83660,Dec-16,-3.95,1.0
2070,씨에스에이코스믹,83660,Dec-17,-49.55,1.0
2071,씨에스에이코스믹,83660,Dec-18,0.15,1.0
2072,씨에스에이코스믹,83660,Dec-19,-20.75,1.0
2073,씨엔플러스,115530,Dec-11,31.87,0.0
2074,씨엔플러스,115530,Dec-12,7.78,
2075,씨엔플러스,115530,Dec-13,-1.35,
2076,씨엔플러스,115530,Dec-14,-12.81,1.0
2077,씨엔플러스,115530,Dec-15,-5.9,1.0
2078,씨엔플러스,115530,Dec-16,-5.19,1.0
2079,씨엔플러스,115530,Dec-17,-0.28,1.0
2080,씨엔플러스,115530,Dec-18,-3.63,1.0
2081,씨엔플러스,115530,Dec-19,-1.01,1.0
2082,씨유메디칼시스템,115480,Dec-11,56.22,0.0
2083,씨유메디칼시스템,115480,Dec-12,16.92,
2084,씨유메디칼시스템,115480,Dec-13,0.08,
2085,씨유메디칼시스템,115480,Dec-14,-0.6,1.0
2086,씨유메디칼시스템,115480,Dec-15,1.6,1.0
2087,씨유메디칼시스템,115480,Dec-16,0.58,1.0
2088,씨유메디칼시스템,115480,Dec-17,-2.2,1.0
2089,씨유메디칼시스템,115480,Dec-18,2.41,1.0
2090,씨유메디칼시스템,115480,Dec-19,0.47,1.0
2091,씨티씨바이오,60590,Dec-11,0.27,0.0
2092,씨티씨바이오,60590,Dec-12,5.66,
2093,씨티씨바이오,60590,Dec-13,1.49,
2094,씨티씨바이오,60590,Dec-14,0.12,
2095,씨티씨바이오,60590,Dec-15,1.83,
2096,씨티씨바이오,60590,Dec-16,-1.25,
2097,씨티씨바이오,60590,Dec-17,-4.7,1.0
2098,씨티씨바이오,60590,Dec-18,-1.54,1.0
2099,씨티씨바이오,60590,Dec-19,-0.79,1.0
2100,아가방앤컴퍼니,13990,Dec-11,28.43,0.0
2101,아가방앤컴퍼니,13990,Dec-12,13.09,
2102,아가방앤컴퍼니,13990,Dec-13,9.64,
2103,아가방앤컴퍼니,13990,Dec-14,-28.74,
2104,아가방앤컴퍼니,13990,Dec-15,0.58,1.0
2105,아가방앤컴퍼니,13990,Dec-16,7.05,1.0
2106,아가방앤컴퍼니,13990,Dec-17,-16.64,1.0
2107,아가방앤컴퍼니,13990,Dec-18,-106.56,1.0
2108,아가방앤컴퍼니,13990,Dec-19,-10.89,1.0
2109,아나패스,123860,Dec-11,2613.44,0.0
2110,아나패스,123860,Dec-12,7777.0,
2111,아나패스,123860,Dec-13,46.68,
2112,아나패스,123860,Dec-14,40.3,
2113,아나패스,123860,Dec-15,16.2,
2114,아나패스,123860,Dec-16,28.6,
2115,아나패스,123860,Dec-17,17.22,
2116,아나패스,123860,Dec-18,-16.74,
2117,아나패스,123860,Dec-19,-35.82,1.0
2118,아난티,25980,Dec-11,-6.29,0.0
2119,아난티,25980,Dec-12,-0.54,1.0
2120,아난티,25980,Dec-13,-0.66,1.0
2121,아난티,25980,Dec-14,3.82,1.0
2122,아난티,25980,Dec-15,22.01,1.0
2123,아난티,25980,Dec-16,19.01,1.0
2124,아난티,25980,Dec-17,1.28,1.0
2125,아난티,25980,Dec-18,1.08,1.0
2126,아난티,25980,Dec-19,0.31,1.0
2127,아리온테크놀로지,58220,Dec-11,21.5,0.0
2128,아리온테크놀로지,58220,Dec-12,41.73,
2129,아리온테크놀로지,58220,Dec-13,9.32,
2130,아리온테크놀로지,58220,Dec-14,4.36,
2131,아리온테크놀로지,58220,Dec-15,10.65,
2132,아리온테크놀로지,58220,Dec-16,-20.97,
2133,아리온테크놀로지,58220,Dec-17,-7.79,1.0
2134,아리온테크놀로지,58220,Dec-18,-1.41,1.0
2135,아리온테크놀로지,58220,Dec-19,0.36,1.0
2136,아모텍,52710,Dec-11,0.02,0.0
2137,아모텍,52710,Dec-12,2.67,
2138,아모텍,52710,Dec-13,3.52,
2139,아모텍,52710,Dec-14,0.42,
2140,아모텍,52710,Dec-15,4.13,
2141,아모텍,52710,Dec-16,6.67,
2142,아모텍,52710,Dec-17,10.55,
2143,아모텍,52710,Dec-18,2.72,
2144,아모텍,52710,Dec-19,1.39,
2145,아미노로직스,74430,Dec-11,-10.38,0.0
2146,아미노로직스,74430,Dec-12,-7.14,1.0
2147,아미노로직스,74430,Dec-13,-9.36,0.0
2148,아미노로직스,74430,Dec-14,-27.93,1.0
2149,아미노로직스,74430,Dec-15,20.33,1.0
2150,아미노로직스,74430,Dec-16,45.77,1.0
2151,아미노로직스,74430,Dec-17,63.25,1.0
2152,아미노로직스,74430,Dec-18,245.9,1.0
2153,아미노로직스,74430,Dec-19,-19.35,1.0
2154,아바코,83930,Dec-11,44.14,0.0
2155,아바코,83930,Dec-12,-3.13,
2156,아바코,83930,Dec-13,49.49,
2157,아바코,83930,Dec-14,532.43,
2158,아바코,83930,Dec-15,7777.0,
2159,아바코,83930,Dec-16,592.25,
2160,아바코,83930,Dec-17,21.81,
2161,아바코,83930,Dec-18,525.99,
2162,아바코,83930,Dec-19,245.72,
2163,아센디오,12170,Dec-11,13.19,0.0
2164,아센디오,12170,Dec-12,-1.32,0.0
2165,아센디오,12170,Dec-13,-4.15,1.0
2166,아센디오,12170,Dec-14,-3.38,0.0
2167,아센디오,12170,Dec-15,-1.05,1.0
2168,아센디오,12170,Dec-16,-3.15,1.0
2169,아센디오,12170,Dec-17,-1.15,1.0
2170,아센디오,12170,Dec-18,-3.29,1.0
2171,아센디오,12170,Dec-19,-1.93,1.0
2172,아스타,246720,Dec-17,-47.72,0.0
2173,아스타,246720,Dec-18,-22.95,1.0
2174,아스타,246720,Dec-19,-20.34,1.0
2175,아스트,67390,Dec-14,-0.83,0.0
2176,아스트,67390,Dec-15,1.56,
2177,아스트,67390,Dec-16,2.34,
2178,아스트,67390,Dec-17,1.75,
2179,아스트,67390,Dec-18,1.48,
2180,아스트,67390,Dec-19,1.36,
2181,아우딘퓨쳐스,227610,Dec-17,-8.22,0.0
2182,아우딘퓨쳐스,227610,Dec-18,665.52,0.0
2183,아우딘퓨쳐스,227610,Dec-19,-151.48,0.0
2184,아이디스,143160,Dec-11,7777.0,0.0
2185,아이디스,143160,Dec-12,21.61,0.0
2186,아이디스,143160,Dec-13,88.83,0.0
2187,아이디스,143160,Dec-14,7777.0,0.0
2188,아이디스,143160,Dec-15,7777.0,0.0
2189,아이디스,143160,Dec-16,-9.11,0.0
2190,아이디스,143160,Dec-17,-7777.0,1.0
2191,아이디스,143160,Dec-18,7777.0,0.0
2192,아이디스,143160,Dec-19,16.75,
2193,아이씨디,40910,Dec-16,28.68,0.0
2194,아이씨디,40910,Dec-17,14.78,0.0
2195,아이씨디,40910,Dec-18,14.79,0.0
2196,아이씨디,40910,Dec-19,10.5,0.0
2197,아이앤씨테크놀로지,52860,Dec-11,7777.0,0.0
2198,아이앤씨테크놀로지,52860,Dec-12,-7777.0,0.0
2199,아이앤씨테크놀로지,52860,Dec-13,-47.48,1.0
2200,아이앤씨테크놀로지,52860,Dec-14,-45.07,0.0
2201,아이앤씨테크놀로지,52860,Dec-15,-24.48,1.0
2202,아이앤씨테크놀로지,52860,Dec-16,1.35,1.0
2203,아이앤씨테크놀로지,52860,Dec-17,17.55,1.0
2204,아이앤씨테크놀로지,52860,Dec-18,3.26,1.0
2205,아이앤씨테크놀로지,52860,Dec-19,11.48,1.0
2206,아이에스이커머스,69920,Dec-11,0.0,0.0
2207,아이에스이커머스,69920,Dec-12,-6.45,0.0
2208,아이에스이커머스,69920,Dec-13,-3.27,1.0
2209,아이에스이커머스,69920,Dec-14,0.23,0.0
2210,아이에스이커머스,69920,Dec-15,-6.36,1.0
2211,아이에스이커머스,69920,Dec-16,-0.57,1.0
2212,아이에스이커머스,69920,Dec-17,-7.34,1.0
2213,아이에스이커머스,69920,Dec-18,-9.41,1.0
2214,아이에스이커머스,69920,Dec-19,-3.2,1.0
2215,아이에이,38880,Dec-11,-9.2,0.0
2216,아이에이,38880,Dec-12,-3.4,1.0
2217,아이에이,38880,Dec-13,-0.29,1.0
2218,아이에이,38880,Dec-14,1.26,1.0
2219,아이에이,38880,Dec-15,3.51,1.0
2220,아이에이,38880,Dec-16,1.75,1.0
2221,아이에이,38880,Dec-17,-2.85,1.0
2222,아이에이,38880,Dec-18,-0.53,1.0
2223,아이에이,38880,Dec-19,1.51,1.0
2224,아이에이치큐,3560,Dec-11,-1.27,0.0
2225,아이에이치큐,3560,Dec-12,18.7,
2226,아이에이치큐,3560,Dec-13,-0.7,
2227,아이에이치큐,3560,Dec-14,-3.99,1.0
2228,아이에이치큐,3560,Dec-15,24.04,1.0
2229,아이에이치큐,3560,Dec-16,45.38,1.0
2230,아이에이치큐,3560,Dec-17,127.55,1.0
2231,아이에이치큐,3560,Dec-18,181.07,1.0
2232,아이에이치큐,3560,Dec-19,-21.7,1.0
2233,아이엠,101390,Dec-11,4.97,0.0
2234,아이엠,101390,Dec-12,-0.04,
2235,아이엠,101390,Dec-13,2.32,
2236,아이엠,101390,Dec-14,-3.0,
2237,아이엠,101390,Dec-15,3.78,
2238,아이엠,101390,Dec-16,-6.9,
2239,아이엠,101390,Dec-17,0.77,1.0
2240,아이엠,101390,Dec-18,-1.76,1.0
2241,아이엠,101390,Dec-19,-3.57,1.0
2242,아이오케이컴퍼니,78860,Dec-11,2.71,0.0
2243,아이오케이컴퍼니,78860,Dec-12,5.26,
2244,아이오케이컴퍼니,78860,Dec-13,-1.21,
2245,아이오케이컴퍼니,78860,Dec-14,-32.25,1.0
2246,아이오케이컴퍼니,78860,Dec-15,2.27,1.0
2247,아이오케이컴퍼니,78860,Dec-16,-2.08,1.0
2248,아이오케이컴퍼니,78860,Dec-17,-0.45,1.0
2249,아이오케이컴퍼니,78860,Dec-18,-1.13,1.0
2250,아이오케이컴퍼니,78860,Dec-19,0.07,1.0
2251,아이윈,90150,Dec-11,3.03,0.0
2252,아이윈,90150,Dec-12,2.94,
2253,아이윈,90150,Dec-13,1.34,
2254,아이윈,90150,Dec-14,1.66,
2255,아이윈,90150,Dec-15,1.26,
2256,아이윈,90150,Dec-16,1.49,
2257,아이윈,90150,Dec-17,-3.59,
2258,아이윈,90150,Dec-18,-2.38,1.0
2259,아이윈,90150,Dec-19,2.83,1.0
2260,아이윈플러스,123010,Dec-16,0.06,0.0
2261,아이윈플러스,123010,Dec-17,-7.82,1.0
2262,아이윈플러스,123010,Dec-18,-10.03,1.0
2263,아이윈플러스,123010,Dec-19,-7.64,1.0
2264,아이즈비전,31310,Dec-11,-7.38,0.0
2265,아이즈비전,31310,Dec-12,-6.02,1.0
2266,아이즈비전,31310,Dec-13,16.64,1.0
2267,아이즈비전,31310,Dec-14,14.66,1.0
2268,아이즈비전,31310,Dec-15,5.36,1.0
2269,아이즈비전,31310,Dec-16,15.53,1.0
2270,아이즈비전,31310,Dec-17,25.06,1.0
2271,아이즈비전,31310,Dec-18,32.09,1.0
2272,아이즈비전,31310,Dec-19,-2.1,1.0
2273,아이컴포넌트,59100,Dec-11,1.11,0.0
2274,아이컴포넌트,59100,Dec-12,-1.14,
2275,아이컴포넌트,59100,Dec-13,-1.0,1.0
2276,아이컴포넌트,59100,Dec-14,-0.64,1.0
2277,아이컴포넌트,59100,Dec-15,5.32,1.0
2278,아이컴포넌트,59100,Dec-16,5.13,1.0
2279,아이컴포넌트,59100,Dec-17,-6.08,1.0
2280,아이컴포넌트,59100,Dec-18,-5.44,1.0
2281,아이컴포넌트,59100,Dec-19,-2.43,1.0
2282,아이톡시,52770,Dec-11,-4.31,0.0
2283,아이톡시,52770,Dec-12,0.27,1.0
2284,아이톡시,52770,Dec-13,9.03,1.0
2285,아이톡시,52770,Dec-14,-6.56,1.0
2286,아이톡시,52770,Dec-15,7.41,1.0
2287,아이톡시,52770,Dec-16,-1.76,1.0
2288,아이톡시,52770,Dec-17,-19.36,1.0
2289,아이톡시,52770,Dec-18,-21.12,1.0
2290,아이톡시,52770,Dec-19,-15.73,1.0
2291,아이티센,124500,Dec-16,-1.71,0.0
2292,아이티센,124500,Dec-17,1.14,
2293,아이티센,124500,Dec-18,2.31,
2294,아이티센,124500,Dec-19,3.73,
2295,아이티엑스에이아이,99520,Dec-11,-0.6,0.0
2296,아이티엑스에이아이,99520,Dec-12,1.09,0.0
2297,아이티엑스에이아이,99520,Dec-13,3.64,0.0
2298,아이티엑스에이아이,99520,Dec-14,-4.69,0.0
2299,아이티엑스에이아이,99520,Dec-15,-22.96,1.0
2300,아이티엑스에이아이,99520,Dec-16,-8.77,0.0
2301,아이티엑스에이아이,99520,Dec-17,1.01,
2302,아이티엑스에이아이,99520,Dec-18,-11.62,
2303,아이티엑스에이아이,99520,Dec-19,-7.82,1.0
2304,아즈텍더블유비이,32080,Dec-11,7.2,0.0
2305,아즈텍더블유비이,32080,Dec-12,1.87,
2306,아즈텍더블유비이,32080,Dec-13,-1.94,
2307,아즈텍더블유비이,32080,Dec-14,2.56,
2308,아즈텍더블유비이,32080,Dec-15,7.99,
2309,아즈텍더블유비이,32080,Dec-16,26.61,
2310,아즈텍더블유비이,32080,Dec-17,-23.17,
2311,아즈텍더블유비이,32080,Dec-18,7.71,
2312,아즈텍더블유비이,32080,Dec-19,7.9,
2313,안트로젠,65660,Dec-16,7777.0,0.0
2314,안트로젠,65660,Dec-17,3.21,0.0
2315,안트로젠,65660,Dec-18,-1.53,0.0
2316,안트로젠,65660,Dec-19,-2.66,1.0
2317,알루코,1780,Dec-11,0.99,0.0
2318,알루코,1780,Dec-12,0.39,1.0
2319,알루코,1780,Dec-13,1.18,1.0
2320,알루코,1780,Dec-14,1.36,1.0
2321,알루코,1780,Dec-15,2.13,1.0
2322,알루코,1780,Dec-16,2.97,1.0
2323,알루코,1780,Dec-17,2.81,1.0
2324,알루코,1780,Dec-18,0.66,1.0
2325,알루코,1780,Dec-19,0.62,1.0
2326,알에프세미,96610,Dec-11,20.01,0.0
2327,알에프세미,96610,Dec-12,9.77,
2328,알에프세미,96610,Dec-13,12.21,
2329,알에프세미,96610,Dec-14,5.23,
2330,알에프세미,96610,Dec-15,4.01,
2331,알에프세미,96610,Dec-16,4.06,
2332,알에프세미,96610,Dec-17,0.3,
2333,알에프세미,96610,Dec-18,0.52,1.0
2334,알에프세미,96610,Dec-19,-0.47,1.0
2335,알에프텍,61040,Dec-11,15.94,0.0
2336,알에프텍,61040,Dec-12,21.8,
2337,알에프텍,61040,Dec-13,6.53,
2338,알에프텍,61040,Dec-14,-3.11,
2339,알에프텍,61040,Dec-15,5.32,
2340,알에프텍,61040,Dec-16,7.66,
2341,알에프텍,61040,Dec-17,4.34,
2342,알에프텍,61040,Dec-18,1.9,
2343,알에프텍,61040,Dec-19,2.33,
2344,알테오젠,196170,Dec-14,7.41,0.0
2345,알테오젠,196170,Dec-15,18.32,0.0
2346,알테오젠,196170,Dec-16,-10788.51,0.0
2347,알테오젠,196170,Dec-17,-3313.32,1.0
2348,알테오젠,196170,Dec-18,-311.55,0.0
2349,알테오젠,196170,Dec-19,-11.88,1.0
2350,알티캐스트,85810,Dec-13,7.06,0.0
2351,알티캐스트,85810,Dec-14,50.46,
2352,알티캐스트,85810,Dec-15,109.1,
2353,알티캐스트,85810,Dec-16,9.57,
2354,알티캐스트,85810,Dec-17,16.17,
2355,알티캐스트,85810,Dec-18,8.3,
2356,알티캐스트,85810,Dec-19,-26.04,
2357,알파홀딩스,117670,Dec-11,25.8,0.0
2358,알파홀딩스,117670,Dec-12,13.51,0.0
2359,알파홀딩스,117670,Dec-13,56.69,0.0
2360,알파홀딩스,117670,Dec-14,3.23,0.0
2361,알파홀딩스,117670,Dec-15,1.16,0.0
2362,알파홀딩스,117670,Dec-16,-1.5,0.0
2363,알파홀딩스,117670,Dec-17,-8.6,1.0
2364,알파홀딩스,117670,Dec-18,-3.07,0.0
2365,알파홀딩스,117670,Dec-19,-1.1,1.0
2366,액토즈소프트,52790,Dec-11,7777.0,0.0
2367,액토즈소프트,52790,Dec-12,16.9,
2368,액토즈소프트,52790,Dec-13,20.53,
2369,액토즈소프트,52790,Dec-14,-114.57,
2370,액토즈소프트,52790,Dec-15,26336.34,
2371,액토즈소프트,52790,Dec-16,105.41,
2372,액토즈소프트,52790,Dec-17,26.6,
2373,액토즈소프트,52790,Dec-18,-4.32,
2374,액토즈소프트,52790,Dec-19,43.84,
2375,앤씨앤,92600,Dec-11,48.17,0.0
2376,앤씨앤,92600,Dec-12,0.49,0.0
2377,앤씨앤,92600,Dec-13,-111.75,1.0
2378,앤씨앤,92600,Dec-14,-42.31,0.0
2379,앤씨앤,92600,Dec-15,140.63,
2380,앤씨앤,92600,Dec-16,-12.42,
2381,앤씨앤,92600,Dec-17,-85.98,1.0
2382,앤씨앤,92600,Dec-18,-93.14,1.0
2383,앤씨앤,92600,Dec-19,-39.26,1.0
2384,어스앤에어로스페이스,263540,Dec-17,7.43,0.0
2385,어스앤에어로스페이스,263540,Dec-18,-8.57,
2386,어스앤에어로스페이스,263540,Dec-19,-22.81,1.0
2387,얼라인드제네틱스,238120,Dec-16,-7777.0,0.0
2388,얼라인드제네틱스,238120,Dec-17,-7777.0,1.0
2389,얼라인드제네틱스,238120,Dec-18,-7777.0,1.0
2390,얼라인드제네틱스,238120,Dec-19,-4.12,1.0
2391,에넥스,11090,Dec-11,4.88,0.0
2392,에넥스,11090,Dec-12,-5.64,
2393,에넥스,11090,Dec-13,2.83,
2394,에넥스,11090,Dec-14,7.51,
2395,에넥스,11090,Dec-15,15.92,
2396,에넥스,11090,Dec-16,3.56,
2397,에넥스,11090,Dec-17,5.54,
2398,에넥스,11090,Dec-18,1.41,
2399,에넥스,11090,Dec-19,-3.68,
2400,에스디생명공학,217480,Dec-17,134.81,0.0
2401,에스디생명공학,217480,Dec-18,25.92,0.0
2402,에스디생명공학,217480,Dec-19,-28.61,0.0
2403,에스디시스템,121890,Dec-11,-7777.0,1.0
2404,에스디시스템,121890,Dec-12,7777.0,0.0
2405,에스디시스템,121890,Dec-13,-7777.0,
2406,에스디시스템,121890,Dec-14,370.77,
2407,에스디시스템,121890,Dec-15,175.14,
2408,에스디시스템,121890,Dec-16,-122.18,
2409,에스디시스템,121890,Dec-17,-62.23,1.0
2410,에스디시스템,121890,Dec-18,-16.49,1.0
2411,에스디시스템,121890,Dec-19,-15.6,1.0
2412,에스비에스,34120,Dec-11,22.72,0.0
2413,에스비에스,34120,Dec-12,9.44,
2414,에스비에스,34120,Dec-13,7.01,
2415,에스비에스,34120,Dec-14,-5.86,
2416,에스비에스,34120,Dec-15,12.17,
2417,에스비에스,34120,Dec-16,-1.89,
2418,에스비에스,34120,Dec-17,4.66,
2419,에스비에스,34120,Dec-18,1.03,
2420,에스비에스,34120,Dec-19,1.97,
2421,에스아이리소스,65420,Dec-11,3.97,0.0
2422,에스아이리소스,65420,Dec-12,0.22,0.0
2423,에스아이리소스,65420,Dec-13,2.16,0.0
2424,에스아이리소스,65420,Dec-14,1.13,0.0
2425,에스아이리소스,65420,Dec-15,2.97,0.0
2426,에스아이리소스,65420,Dec-16,-7.28,0.0
2427,에스아이리소스,65420,Dec-17,2.5,0.0
2428,에스아이리소스,65420,Dec-18,-0.12,0.0
2429,에스아이리소스,65420,Dec-19,1.83,0.0
2430,에스앤더블류,103230,Dec-11,0.91,0.0
2431,에스앤더블류,103230,Dec-12,0.44,1.0
2432,에스앤더블류,103230,Dec-13,-1.62,0.0
2433,에스앤더블류,103230,Dec-14,0.83,1.0
2434,에스앤더블류,103230,Dec-15,2.42,1.0
2435,에스앤더블류,103230,Dec-16,-7777.0,1.0
2436,에스앤더블류,103230,Dec-17,-7777.0,1.0
2437,에스앤더블류,103230,Dec-18,-7777.0,1.0
2438,에스앤더블류,103230,Dec-19,-114.5,1.0
2439,에스앤에스텍,101490,Dec-11,3.47,0.0
2440,에스앤에스텍,101490,Dec-12,-0.22,
2441,에스앤에스텍,101490,Dec-13,-0.6,1.0
2442,에스앤에스텍,101490,Dec-14,5.79,1.0
2443,에스앤에스텍,101490,Dec-15,13.33,1.0
2444,에스앤에스텍,101490,Dec-16,12.9,1.0
2445,에스앤에스텍,101490,Dec-17,6.84,1.0
2446,에스앤에스텍,101490,Dec-18,6.69,1.0
2447,에스앤에스텍,101490,Dec-19,14.6,1.0
2448,에스에너지,95910,Dec-11,1.06,0.0
2449,에스에너지,95910,Dec-12,11.5,
2450,에스에너지,95910,Dec-13,5.03,
2451,에스에너지,95910,Dec-14,2.85,
2452,에스에너지,95910,Dec-15,1.88,
2453,에스에너지,95910,Dec-16,1.44,
