,회사명,거래소코드,회계년도,이자보상배율,부실기업,이보배2,회생기업2
6760,서호전기,65710,13-Dec,30.9,0,64.61,
6761,서호전기,65710,14-Dec,64.61,0,40.5,
6762,서호전기,65710,15-Dec,40.5,0,96.95,
6763,서호전기,65710,16-Dec,96.95,0,166.01,
6764,서호전기,65710,17-Dec,166.01,0,47.01,
6765,서호전기,65710,18-Dec,47.01,0,105.83,
6766,서호전기,65710,19-Dec,105.83,0,,
6767,선도전기,7610,11-Dec,45.1,0,16.27,
6768,선도전기,7610,12-Dec,16.27,0,6.09,
6769,선도전기,7610,13-Dec,6.09,0,2.8,
6770,선도전기,7610,14-Dec,2.8,0,10.92,
6771,선도전기,7610,15-Dec,10.92,0,3.92,
6772,선도전기,7610,16-Dec,3.92,0,1.55,
6773,선도전기,7610,17-Dec,1.55,0,0.96,
6774,선도전기,7610,18-Dec,0.96,0,-1.42,
6775,선도전기,7610,19-Dec,-1.42,1,,
6776,성문전자,14910,11-Dec,11.74,0,-5.37,
6777,성문전자,14910,12-Dec,-5.37,0,-12.18,
6778,성문전자,14910,13-Dec,-12.18,1,-4.69,
6779,성문전자,14910,14-Dec,-4.69,1,-3.94,
6780,성문전자,14910,15-Dec,-3.94,1,-2.47,
6781,성문전자,14910,16-Dec,-2.47,1,-2.22,
6782,성문전자,14910,17-Dec,-2.22,1,3.65,
6783,성문전자,14910,18-Dec,3.65,0,-5.63,
6784,성문전자,14910,19-Dec,-5.63,0,,
6785,성보화학,3080,11-Dec,7777,0,7777,
6786,성보화학,3080,12-Dec,7777,0,7777,
6787,성보화학,3080,13-Dec,7777,0,7777,
6788,성보화학,3080,14-Dec,7777,0,7777,
6789,성보화학,3080,15-Dec,7777,0,7777,
6790,성보화학,3080,16-Dec,7777,0,-7777,
6791,성보화학,3080,17-Dec,-7777,0,7777,
6792,성보화학,3080,18-Dec,7777,0,-7777,
6793,성보화학,3080,19-Dec,-7777,0,,
6794,성신양회,4980,11-Dec,-0.87,0,0.34,
6795,성신양회,4980,12-Dec,0.34,1,1.08,
6796,성신양회,4980,13-Dec,1.08,0,1.22,
6797,성신양회,4980,14-Dec,1.22,0,1.35,
6798,성신양회,4980,15-Dec,1.35,0,2.03,
6799,성신양회,4980,16-Dec,2.03,0,2.58,
6800,성신양회,4980,17-Dec,2.58,0,2.34,
6801,성신양회,4980,18-Dec,2.34,0,1.58,
6802,성신양회,4980,19-Dec,1.58,0,,
6803,성우전자,81580,11-Dec,38.84,0,13.27,
6804,성우전자,81580,12-Dec,13.27,0,11.11,
6805,성우전자,81580,13-Dec,11.11,0,27.35,
6806,성우전자,81580,14-Dec,27.35,0,40.51,
6807,성우전자,81580,15-Dec,40.51,0,24.07,
6808,성우전자,81580,16-Dec,24.07,0,15.82,
6809,성우전자,81580,17-Dec,15.82,0,15.58,
6810,성우전자,81580,18-Dec,15.58,0,-13.56,
6811,성우전자,81580,19-Dec,-13.56,0,,
6812,성창기업지,180,11-Dec,1.65,0,0.04,
6813,성창기업지,180,12-Dec,0.04,0,-1.39,
6814,성창기업지,180,13-Dec,-1.39,1,-0.05,
6815,성창기업지,180,14-Dec,-0.05,1,1.94,
6816,성창기업지,180,15-Dec,1.94,0,0.62,
6817,성창기업지,180,16-Dec,0.62,0,-0.19,
6818,성창기업지,180,17-Dec,-0.19,1,-3.96,
6819,성창기업지,180,18-Dec,-3.96,1,-1.05,
6820,성창기업지,180,19-Dec,-1.05,1,,
6821,성호전자,43260,11-Dec,2.87,0,-2.23,
6822,성호전자,43260,12-Dec,-2.23,0,-1.33,
6823,성호전자,43260,13-Dec,-1.33,1,-0.44,
6824,성호전자,43260,14-Dec,-0.44,1,0.11,
6825,성호전자,43260,15-Dec,0.11,1,1.17,
6826,성호전자,43260,16-Dec,1.17,0,0.61,
6827,성호전자,43260,17-Dec,0.61,0,0.09,
6828,성호전자,43260,18-Dec,0.09,1,-1.96,
6829,성호전자,43260,19-Dec,-1.96,1,,
6830,세기상사,2420,11-Dec,-0.55,0,-0.44,
6831,세기상사,2420,12-Dec,-0.44,1,-1.97,
6832,세기상사,2420,13-Dec,-1.97,1,-1.9,
6833,세기상사,2420,14-Dec,-1.9,1,-2.05,
6834,세기상사,2420,15-Dec,-2.05,1,-1.7,
6835,세기상사,2420,16-Dec,-1.7,1,-7777,
6836,세기상사,2420,17-Dec,-7777,1,-7777,
6837,세기상사,2420,18-Dec,-7777,1,-7777,
6838,세기상사,2420,19-Dec,-7777,1,,
6839,세원이앤씨,91090,11-Dec,-3.82,0,0.9,
6840,세원이앤씨,91090,12-Dec,0.9,1,-1.44,
6841,세원이앤씨,91090,13-Dec,-1.44,1,-1.62,
6842,세원이앤씨,91090,14-Dec,-1.62,1,0.11,
6843,세원이앤씨,91090,15-Dec,0.11,1,-0.02,
6844,세원이앤씨,91090,16-Dec,-0.02,1,0.7,
6845,세원이앤씨,91090,17-Dec,0.7,1,-1.86,
6846,세원이앤씨,91090,18-Dec,-1.86,1,0.24,
6847,세원이앤씨,91090,19-Dec,0.24,1,,
6848,세종공업,33530,11-Dec,15.23,0,15.65,
6849,세종공업,33530,12-Dec,15.65,0,24.43,
6850,세종공업,33530,13-Dec,24.43,0,10.59,
6851,세종공업,33530,14-Dec,10.59,0,4.29,
6852,세종공업,33530,15-Dec,4.29,0,4.41,
6853,세종공업,33530,16-Dec,4.41,0,-1.2,
6854,세종공업,33530,17-Dec,-1.2,0,0.03,
6855,세종공업,33530,18-Dec,0.03,1,1.43,
6856,세종공업,33530,19-Dec,1.43,0,,
6857,세종텔레콤,36630,11-Dec,-0.97,0,-0.69,
6858,세종텔레콤,36630,12-Dec,-0.69,1,-5.8,
6859,세종텔레콤,36630,13-Dec,-5.8,1,47.4,
6860,세종텔레콤,36630,14-Dec,47.4,0,0.39,
6861,세종텔레콤,36630,15-Dec,0.39,0,0.53,
6862,세종텔레콤,36630,16-Dec,0.53,1,1.26,
6863,세종텔레콤,36630,17-Dec,1.26,0,-0.12,1
6864,세종텔레콤,36630,18-Dec,-0.12,0,-6.29,
6865,세종텔레콤,36630,19-Dec,-6.29,1,,
6866,세하,27970,11-Dec,-7777,0,-7777,
6867,세하,27970,12-Dec,-7777,1,-7777,
6868,세하,27970,13-Dec,-7777,1,-7777,
6869,세하,27970,14-Dec,-7777,1,-7777,
6870,세하,27970,15-Dec,-7777,1,7777,
6871,세하,27970,16-Dec,7777,0,7777,
6872,세하,27970,17-Dec,7777,0,7777,
6873,세하,27970,18-Dec,7777,0,7777,
6874,세하,27970,19-Dec,7777,0,,
6875,소니드,60230,11-Dec,-1.68,0,0.69,
6876,소니드,60230,12-Dec,0.69,1,1.26,
6877,소니드,60230,13-Dec,1.26,0,-0.54,
6878,소니드,60230,14-Dec,-0.54,0,-0.48,
6879,소니드,60230,15-Dec,-0.48,1,0.11,
6880,소니드,60230,16-Dec,0.11,1,-0.95,
6881,소니드,60230,17-Dec,-0.95,1,-0.36,
6882,소니드,60230,18-Dec,-0.36,1,1.39,
6883,소니드,60230,19-Dec,1.39,0,,1
6884,송원산업,4430,11-Dec,1.07,0,2.49,
6885,송원산업,4430,12-Dec,2.49,0,2.36,
6886,송원산업,4430,13-Dec,2.36,0,0.19,
6887,송원산업,4430,14-Dec,0.19,0,3.18,
6888,송원산업,4430,15-Dec,3.18,0,6.83,
6889,송원산업,4430,16-Dec,6.83,0,5.5,
6890,송원산업,4430,17-Dec,5.5,0,5.41,
6891,송원산업,4430,18-Dec,5.41,0,6.35,
6892,송원산업,4430,19-Dec,6.35,0,,
6893,시그네틱스,33170,11-Dec,7777,0,7777,
6894,시그네틱스,33170,12-Dec,7777,0,7777,
6895,시그네틱스,33170,13-Dec,7777,0,-7777,
6896,시그네틱스,33170,14-Dec,-7777,0,5.91,
6897,시그네틱스,33170,15-Dec,5.91,0,-9.29,
6898,시그네틱스,33170,16-Dec,-9.29,0,3.63,
6899,시그네틱스,33170,17-Dec,3.63,0,-8.8,
6900,시그네틱스,33170,18-Dec,-8.8,0,-36.2,
6901,시그네틱스,33170,19-Dec,-36.2,1,,
6902,신라교역,4970,11-Dec,48.84,0,74.17,
6903,신라교역,4970,12-Dec,74.17,0,16.74,
6904,신라교역,4970,13-Dec,16.74,0,4.13,
6905,신라교역,4970,14-Dec,4.13,0,-7.09,
6906,신라교역,4970,15-Dec,-7.09,0,12.72,
6907,신라교역,4970,16-Dec,12.72,0,93.48,
6908,신라교역,4970,17-Dec,93.48,0,30.44,
6909,신라교역,4970,18-Dec,30.44,0,-4.92,
6910,신라교역,4970,19-Dec,-4.92,0,,
6911,신라섬유,1000,11-Dec,7777,0,7777,
6912,신라섬유,1000,12-Dec,7777,0,7777,
6913,신라섬유,1000,13-Dec,7777,0,7777,
6914,신라섬유,1000,14-Dec,7777,0,-7777,
6915,신라섬유,1000,15-Dec,-7777,0,7777,
6916,신라섬유,1000,16-Dec,7777,0,7777,
6917,신라섬유,1000,17-Dec,7777,0,7777,
6918,신라섬유,1000,18-Dec,7777,0,7777,
6919,신라섬유,1000,19-Dec,7777,0,,
6920,신라에스지,25870,11-Dec,7777,0,7777,
6921,신라에스지,25870,12-Dec,7777,0,1.46,
6922,신라에스지,25870,13-Dec,1.46,0,1.57,
6923,신라에스지,25870,14-Dec,1.57,0,-2.28,
6924,신라에스지,25870,15-Dec,-2.28,0,2,
6925,신라에스지,25870,16-Dec,2,0,1.76,
6926,신라에스지,25870,17-Dec,1.76,0,1.01,
6927,신라에스지,25870,18-Dec,1.01,0,2.23,
6928,신라에스지,25870,19-Dec,2.23,0,,
6929,신성델타테크,65350,11-Dec,1.64,0,2.29,
6930,신성델타테크,65350,12-Dec,2.29,0,1.75,
6931,신성델타테크,65350,13-Dec,1.75,0,0.83,
6932,신성델타테크,65350,14-Dec,0.83,0,1.54,
6933,신성델타테크,65350,15-Dec,1.54,0,2.69,
6934,신성델타테크,65350,16-Dec,2.69,0,4.23,
6935,신성델타테크,65350,17-Dec,4.23,0,2.76,
6936,신성델타테크,65350,18-Dec,2.76,0,2.32,
6937,신성델타테크,65350,19-Dec,2.32,0,,
6938,신세계건설,34300,11-Dec,9.62,0,1.79,
6939,신세계건설,34300,12-Dec,1.79,0,-2.02,
6940,신세계건설,34300,13-Dec,-2.02,0,2.98,
6941,신세계건설,34300,14-Dec,2.98,0,10.73,
6942,신세계건설,34300,15-Dec,10.73,0,90.71,
6943,신세계건설,34300,16-Dec,90.71,0,83.13,
6944,신세계건설,34300,17-Dec,83.13,0,22.55,
6945,신세계건설,34300,18-Dec,22.55,0,7.08,
6946,신세계건설,34300,19-Dec,7.08,0,,
6947,신송홀딩스,6880,13-Dec,21.88,0,11.77,
6948,신송홀딩스,6880,14-Dec,11.77,0,6.32,
6949,신송홀딩스,6880,15-Dec,6.32,0,-8.42,
6950,신송홀딩스,6880,16-Dec,-8.42,0,-0.92,
6951,신송홀딩스,6880,17-Dec,-0.92,1,-2.43,
6952,신송홀딩스,6880,18-Dec,-2.43,1,-0.15,
6953,신송홀딩스,6880,19-Dec,-0.15,1,,
6954,신원종합개발,17000,11-Dec,0.66,0,1.35,
6955,신원종합개발,17000,12-Dec,1.35,0,1.89,
6956,신원종합개발,17000,13-Dec,1.89,0,1,
6957,신원종합개발,17000,14-Dec,1,0,-1.74,
6958,신원종합개발,17000,15-Dec,-1.74,0,1.44,
6959,신원종합개발,17000,16-Dec,1.44,0,34.71,
6960,신원종합개발,17000,17-Dec,34.71,0,18.15,
6961,신원종합개발,17000,18-Dec,18.15,0,2.68,
6962,신원종합개발,17000,19-Dec,2.68,0,,
6963,신일전자,2700,11-Dec,2.7,0,1.95,
6964,신일전자,2700,12-Dec,1.95,0,14.66,
6965,신일전자,2700,13-Dec,14.66,0,-0.29,
6966,신일전자,2700,14-Dec,-0.29,0,-8.05,
6967,신일전자,2700,15-Dec,-8.05,1,8.67,
6968,신일전자,2700,16-Dec,8.67,0,26.62,
6969,신일전자,2700,17-Dec,26.62,0,52.28,
6970,신일전자,2700,18-Dec,52.28,0,5.67,
6971,신일전자,2700,19-Dec,5.67,0,,
6972,신풍제약,19170,11-Dec,4.61,0,3.11,
6973,신풍제약,19170,12-Dec,3.11,0,3.29,
6974,신풍제약,19170,13-Dec,3.29,0,2.54,
6975,신풍제약,19170,14-Dec,2.54,0,0.65,
6976,신풍제약,19170,15-Dec,0.65,0,1.79,
6977,신풍제약,19170,16-Dec,1.79,0,1.75,
6978,신풍제약,19170,17-Dec,1.75,0,1.81,
6979,신풍제약,19170,18-Dec,1.81,0,1.36,
6980,신풍제약,19170,19-Dec,1.36,0,,
6981,신풍제지,2870,11-Dec,-4.5,0,-7.91,
6982,신풍제지,2870,12-Dec,-7.91,1,-5.44,
6983,신풍제지,2870,13-Dec,-5.44,1,-55.82,
6984,신풍제지,2870,14-Dec,-55.82,1,-46.78,
6985,신풍제지,2870,15-Dec,-46.78,1,6.61,
6986,신풍제지,2870,16-Dec,6.61,0,-6.4,
6987,신풍제지,2870,17-Dec,-6.4,0,30.3,
6988,신풍제지,2870,18-Dec,30.3,0,38.64,
6989,신풍제지,2870,19-Dec,38.64,0,,
6990,신화인터텍,56700,11-Dec,0.53,0,1,
6991,신화인터텍,56700,12-Dec,1,0,1.34,
6992,신화인터텍,56700,13-Dec,1.34,0,0.64,
6993,신화인터텍,56700,14-Dec,0.64,0,1.7,
6994,신화인터텍,56700,15-Dec,1.7,0,3.72,
6995,신화인터텍,56700,16-Dec,3.72,0,1.19,
6996,신화인터텍,56700,17-Dec,1.19,0,-1.04,
6997,신화인터텍,56700,18-Dec,-1.04,0,7.46,
6998,신화인터텍,56700,19-Dec,7.46,0,,
6999,쌍용씨앤이,3410,11-Dec,0.65,0,1.45,
7000,쌍용씨앤이,3410,12-Dec,1.45,0,1.71,
7001,쌍용씨앤이,3410,13-Dec,1.71,0,2.69,
7002,쌍용씨앤이,3410,14-Dec,2.69,0,5.13,
7003,쌍용씨앤이,3410,15-Dec,5.13,0,9.78,
7004,쌍용씨앤이,3410,16-Dec,9.78,0,10.31,
7005,쌍용씨앤이,3410,17-Dec,10.31,0,8.62,
7006,쌍용씨앤이,3410,18-Dec,8.62,0,6.98,
7007,쌍용씨앤이,3410,19-Dec,6.98,0,,
7008,쌍용자동차,3620,11-Dec,-13.91,0,-11.12,
7009,쌍용자동차,3620,12-Dec,-11.12,1,-1.02,
7010,쌍용자동차,3620,13-Dec,-1.02,1,-66.94,
7011,쌍용자동차,3620,14-Dec,-66.94,1,-27.13,
7012,쌍용자동차,3620,15-Dec,-27.13,1,34.69,
7013,쌍용자동차,3620,16-Dec,34.69,0,-71.03,
7014,쌍용자동차,3620,17-Dec,-71.03,0,-66.57,
7015,쌍용자동차,3620,18-Dec,-66.57,1,-56.05,
7016,쌍용자동차,3620,19-Dec,-56.05,1,,
7017,쌍용정보통신,10280,11-Dec,17.34,0,27.3,
7018,쌍용정보통신,10280,12-Dec,27.3,0,9.47,
7019,쌍용정보통신,10280,13-Dec,9.47,0,-86.67,
7020,쌍용정보통신,10280,14-Dec,-86.67,0,-53.66,
7021,쌍용정보통신,10280,15-Dec,-53.66,1,-6.1,
7022,쌍용정보통신,10280,16-Dec,-6.1,1,-68.26,
7023,쌍용정보통신,10280,17-Dec,-68.26,1,16.36,
7024,쌍용정보통신,10280,18-Dec,16.36,0,6.69,
7025,쌍용정보통신,10280,19-Dec,6.69,0,,
7026,써니전자,4770,11-Dec,-5.08,0,-6.05,
7027,써니전자,4770,12-Dec,-6.05,1,-5.81,
7028,써니전자,4770,13-Dec,-5.81,1,-0.54,
7029,써니전자,4770,14-Dec,-0.54,1,1.5,
7030,써니전자,4770,15-Dec,1.5,0,2.65,
7031,써니전자,4770,16-Dec,2.65,0,45.47,
7032,써니전자,4770,17-Dec,45.47,0,2,
7033,써니전자,4770,18-Dec,2,0,9.16,
7034,써니전자,4770,19-Dec,9.16,0,,
7035,씨비아이,13720,11-Dec,3.89,0,2.41,
7036,씨비아이,13720,12-Dec,2.41,0,1.62,
7037,씨비아이,13720,13-Dec,1.62,0,1.37,
7038,씨비아이,13720,14-Dec,1.37,0,2.11,
7039,씨비아이,13720,15-Dec,2.11,0,0.54,
7040,씨비아이,13720,16-Dec,0.54,0,-0.94,
7041,씨비아이,13720,17-Dec,-0.94,1,0.53,
7042,씨비아이,13720,18-Dec,0.53,1,1.09,
7043,씨비아이,13720,19-Dec,1.09,0,,
7044,씨앤티85,56730,11-Dec,6.25,0,-3.22,
7045,씨앤티85,56730,12-Dec,-3.22,0,-5.89,
7046,씨앤티85,56730,13-Dec,-5.89,1,-2.04,
7047,씨앤티85,56730,14-Dec,-2.04,1,1.15,
7048,씨앤티85,56730,15-Dec,1.15,0,-3.14,
7049,씨앤티85,56730,16-Dec,-3.14,0,0.06,
7050,씨앤티85,56730,17-Dec,0.06,1,-2.23,
7051,씨앤티85,56730,18-Dec,-2.23,1,-1.22,
7052,씨앤티85,56730,19-Dec,-1.22,1,,
7053,씨에스윈드,112610,14-Dec,40.79,0,51.45,
7054,씨에스윈드,112610,15-Dec,51.45,0,-25.83,
7055,씨에스윈드,112610,16-Dec,-25.83,0,31.56,
7056,씨에스윈드,112610,17-Dec,31.56,0,6.75,
7057,씨에스윈드,112610,18-Dec,6.75,0,5.68,
7058,씨에스윈드,112610,19-Dec,5.68,0,,
7059,씨제이씨지브이,79160,11-Dec,2.74,0,2.43,
7060,씨제이씨지브이,79160,12-Dec,2.43,0,2.35,
7061,씨제이씨지브이,79160,13-Dec,2.35,0,2.58,
7062,씨제이씨지브이,79160,14-Dec,2.58,0,3.54,
7063,씨제이씨지브이,79160,15-Dec,3.54,0,1.98,
7064,씨제이씨지브이,79160,16-Dec,1.98,0,2.23,
7065,씨제이씨지브이,79160,17-Dec,2.23,0,1.65,
7066,씨제이씨지브이,79160,18-Dec,1.65,0,0.77,
7067,씨제이씨지브이,79160,19-Dec,0.77,0,,
7068,아남전자,8700,11-Dec,-0.38,0,-0.49,
7069,아남전자,8700,12-Dec,-0.49,1,0.39,
7070,아남전자,8700,13-Dec,0.39,1,-1.32,
7071,아남전자,8700,14-Dec,-1.32,1,-6.45,
7072,아남전자,8700,15-Dec,-6.45,1,2.49,
7073,아남전자,8700,16-Dec,2.49,0,2.27,
7074,아남전자,8700,17-Dec,2.27,0,-4.31,
7075,아남전자,8700,18-Dec,-4.31,0,1.04,
7076,아남전자,8700,19-Dec,1.04,0,,
7077,아미코젠,92040,13-Dec,58.36,0,377.93,
7078,아미코젠,92040,14-Dec,377.93,0,6.77,
7079,아미코젠,92040,15-Dec,6.77,0,4.46,
7080,아미코젠,92040,16-Dec,4.46,0,1.96,
7081,아미코젠,92040,17-Dec,1.96,0,2,
7082,아미코젠,92040,18-Dec,2,0,-1.71,
7083,아미코젠,92040,19-Dec,-1.71,0,,
7084,아비코전자,36010,11-Dec,-2.99,0,-0.34,
7085,아비코전자,36010,12-Dec,-0.34,1,4.72,
7086,아비코전자,36010,13-Dec,4.72,0,7.96,
7087,아비코전자,36010,14-Dec,7.96,0,24.2,
7088,아비코전자,36010,15-Dec,24.2,0,44.08,
7089,아비코전자,36010,16-Dec,44.08,0,52.67,
7090,아비코전자,36010,17-Dec,52.67,0,31.93,
7091,아비코전자,36010,18-Dec,31.93,0,-14.65,
7092,아비코전자,36010,19-Dec,-14.65,0,,
7093,아세아제지,2310,11-Dec,1.14,0,5.79,
7094,아세아제지,2310,12-Dec,5.79,0,4.48,
7095,아세아제지,2310,13-Dec,4.48,0,5.58,
7096,아세아제지,2310,14-Dec,5.58,0,-0.2,
7097,아세아제지,2310,15-Dec,-0.2,0,9.8,
7098,아세아제지,2310,16-Dec,9.8,0,1.38,
7099,아세아제지,2310,17-Dec,1.38,0,21.32,
7100,아세아제지,2310,18-Dec,21.32,0,16.66,
7101,아세아제지,2310,19-Dec,16.66,0,,
7102,아시아나항공,20560,11-Dec,1.93,0,1.11,
7103,아시아나항공,20560,12-Dec,1.11,0,-0.08,
7104,아시아나항공,20560,13-Dec,-0.08,0,0.64,
7105,아시아나항공,20560,14-Dec,0.64,1,0.56,
7106,아시아나항공,20560,15-Dec,0.56,1,1.79,
7107,아시아나항공,20560,16-Dec,1.79,0,1.6,
7108,아시아나항공,20560,17-Dec,1.6,0,0.17,
7109,아시아나항공,20560,18-Dec,0.17,0,-1.27,
7110,아시아나항공,20560,19-Dec,-1.27,1,,
7111,아이쓰리시스템,214430,15-Dec,14.66,0,49.29,
7112,아이쓰리시스템,214430,16-Dec,49.29,0,110.43,
7113,아이쓰리시스템,214430,17-Dec,110.43,0,179.42,
7114,아이쓰리시스템,214430,18-Dec,179.42,0,-29.85,
7115,아이쓰리시스템,214430,19-Dec,-29.85,0,,
7116,아이진,185490,15-Dec,-186.14,0,-827.08,
7117,아이진,185490,16-Dec,-827.08,1,-220.35,
7118,아이진,185490,17-Dec,-220.35,1,-9.23,
7119,아이진,185490,18-Dec,-9.23,1,-4.35,
7120,아이진,185490,19-Dec,-4.35,1,,
7121,아이큐어,175250,18-Dec,-11.6,0,-2.23,
7122,아이큐어,175250,19-Dec,-2.23,1,,
7123,아이크래프트,52460,11-Dec,5.2,0,76.22,
7124,아이크래프트,52460,12-Dec,76.22,0,26.83,
7125,아이크래프트,52460,13-Dec,26.83,0,166.24,
7126,아이크래프트,52460,14-Dec,166.24,0,49.98,
7127,아이크래프트,52460,15-Dec,49.98,0,51.12,
7128,아이크래프트,52460,16-Dec,51.12,0,16.69,
7129,아이크래프트,52460,17-Dec,16.69,0,1.02,
7130,아이크래프트,52460,18-Dec,1.02,0,0.19,
7131,아이크래프트,52460,19-Dec,0.19,0,,
7132,아이텍,119830,11-Dec,1.53,0,-0.68,
7133,아이텍,119830,12-Dec,-0.68,0,0.95,
7134,아이텍,119830,13-Dec,0.95,1,1.63,
7135,아이텍,119830,14-Dec,1.63,0,-1.89,
7136,아이텍,119830,15-Dec,-1.89,0,4.52,
7137,아이텍,119830,16-Dec,4.52,0,5.75,
7138,아이텍,119830,17-Dec,5.75,0,1.41,
7139,아이텍,119830,18-Dec,1.41,0,0.71,
7140,아이텍,119830,19-Dec,0.71,0,,
7141,아진산업,13310,15-Dec,2.01,0,2.76,
7142,아진산업,13310,16-Dec,2.76,0,1.85,
7143,아진산업,13310,17-Dec,1.85,0,0.67,
7144,아진산업,13310,18-Dec,0.67,0,2.03,
7145,아진산업,13310,19-Dec,2.03,0,,
7146,알에스오토메이션,140670,17-Dec,5.62,0,1.93,
7147,알에스오토메이션,140670,18-Dec,1.93,0,0.29,
7148,알에스오토메이션,140670,19-Dec,0.29,0,,
7149,애니젠,196300,16-Dec,-6.26,0,7777,
7150,애니젠,196300,17-Dec,7777,0,-8.34,
7151,애니젠,196300,18-Dec,-8.34,0,-3.45,
7152,애니젠,196300,19-Dec,-3.45,1,,
7153,앱클론,174900,17-Dec,-33.02,0,-31.7,
7154,앱클론,174900,18-Dec,-31.7,1,35.66,
7155,앱클론,174900,19-Dec,35.66,0,,
7156,에스넷시스템,38680,11-Dec,28.2,0,20.61,
7157,에스넷시스템,38680,12-Dec,20.61,0,41.77,
7158,에스넷시스템,38680,13-Dec,41.77,0,101.55,
7159,에스넷시스템,38680,14-Dec,101.55,0,-6.03,
7160,에스넷시스템,38680,15-Dec,-6.03,0,-11.7,
7161,에스넷시스템,38680,16-Dec,-11.7,1,53.72,
7162,에스넷시스템,38680,17-Dec,53.72,0,79.45,
7163,에스넷시스템,38680,18-Dec,79.45,0,42.52,
7164,에스넷시스템,38680,19-Dec,42.52,0,,
7165,에스디엔,99220,11-Dec,1.66,0,-2.13,
7166,에스디엔,99220,12-Dec,-2.13,0,0.37,
7167,에스디엔,99220,13-Dec,0.37,1,0.25,
7168,에스디엔,99220,14-Dec,0.25,1,1.55,
7169,에스디엔,99220,15-Dec,1.55,0,0.53,
7170,에스디엔,99220,16-Dec,0.53,0,1.26,
7171,에스디엔,99220,17-Dec,1.26,0,0.82,
7172,에스디엔,99220,18-Dec,0.82,0,1.17,
7173,에스디엔,99220,19-Dec,1.17,0,,
7174,에스맥,97780,11-Dec,43.77,0,92.65,
7175,에스맥,97780,12-Dec,92.65,0,46.46,
7176,에스맥,97780,13-Dec,46.46,0,-3.94,
7177,에스맥,97780,14-Dec,-3.94,0,-25.28,
7178,에스맥,97780,15-Dec,-25.28,1,-0.97,
7179,에스맥,97780,16-Dec,-0.97,1,4.65,
7180,에스맥,97780,17-Dec,4.65,0,5.01,
7181,에스맥,97780,18-Dec,5.01,0,1.48,
7182,에스맥,97780,19-Dec,1.48,0,,
7183,에스비더블유생명과학,151910,12-Dec,4.78,0,3.5,
7184,에스비더블유생명과학,151910,13-Dec,3.5,0,1.3,
7185,에스비더블유생명과학,151910,14-Dec,1.3,0,-4.69,
7186,에스비더블유생명과학,151910,15-Dec,-4.69,0,-19.13,
7187,에스비더블유생명과학,151910,16-Dec,-19.13,1,-4.2,
7188,에스비더블유생명과학,151910,17-Dec,-4.2,1,-0.74,
7189,에스비더블유생명과학,151910,18-Dec,-0.74,1,-5.28,
7190,에스비더블유생명과학,151910,19-Dec,-5.28,1,,
7191,에스씨아이평가정보,36120,11-Dec,-7777,0,-7777,
7192,에스씨아이평가정보,36120,12-Dec,-7777,1,7777,
7193,에스씨아이평가정보,36120,13-Dec,7777,0,7777,
7194,에스씨아이평가정보,36120,14-Dec,7777,0,7777,
7195,에스씨아이평가정보,36120,15-Dec,7777,0,7777,
7196,에스씨아이평가정보,36120,16-Dec,7777,0,18.6,
7197,에스씨아이평가정보,36120,17-Dec,18.6,0,2276.67,
7198,에스씨아이평가정보,36120,18-Dec,2276.67,0,332.49,
7199,에스씨아이평가정보,36120,19-Dec,332.49,0,,
7200,에스엔유프리시젼,80000,11-Dec,-6.45,0,-6.54,
7201,에스엔유프리시젼,80000,12-Dec,-6.54,1,5.56,
7202,에스엔유프리시젼,80000,13-Dec,5.56,0,-4.62,
7203,에스엔유프리시젼,80000,14-Dec,-4.62,0,1.17,
7204,에스엔유프리시젼,80000,15-Dec,1.17,0,-11.1,
7205,에스엔유프리시젼,80000,16-Dec,-11.1,0,6.08,
7206,에스엔유프리시젼,80000,17-Dec,6.08,0,16.4,
7207,에스엔유프리시젼,80000,18-Dec,16.4,0,41.6,
7208,에스엔유프리시젼,80000,19-Dec,41.6,0,,
7209,에스엔케이폴리텍,91340,11-Dec,105.95,0,-487.77,
7210,에스엔케이폴리텍,91340,12-Dec,-487.77,0,-4.75,
7211,에스엔케이폴리텍,91340,13-Dec,-4.75,1,2.59,
7212,에스엔케이폴리텍,91340,14-Dec,2.59,0,7.9,
7213,에스엔케이폴리텍,91340,15-Dec,7.9,0,4.2,
7214,에스엔케이폴리텍,91340,16-Dec,4.2,0,5.35,
7215,에스엔케이폴리텍,91340,17-Dec,5.35,0,4.06,
7216,에스엔케이폴리텍,91340,18-Dec,4.06,0,7.78,
7217,에스엔케이폴리텍,91340,19-Dec,7.78,0,,
7218,에스엘,5850,12-Dec,4.92,0,5.01,
7219,에스엘,5850,13-Dec,5.01,0,12.2,
7220,에스엘,5850,14-Dec,12.2,0,11.46,
7221,에스엘,5850,15-Dec,11.46,0,14.12,
7222,에스엘,5850,16-Dec,14.12,0,8.72,
7223,에스엘,5850,17-Dec,8.72,0,0.53,
7224,에스엘,5850,18-Dec,0.53,0,4.15,
7225,에스엘,5850,19-Dec,4.15,0,,
7226,에스와이,109610,15-Dec,3.5,0,1.92,
7227,에스와이,109610,16-Dec,1.92,0,1.88,
7228,에스와이,109610,17-Dec,1.88,0,1.87,
7229,에스와이,109610,18-Dec,1.87,0,-0.97,
7230,에스와이,109610,19-Dec,-0.97,0,,
7231,에스지씨에너지,5090,11-Dec,1.65,0,1.05,
