,회사명,거래소코드,회계년도,이자보상배율,총자산증가율,유형자산증가율,유동자산증가율,매출액증가율,재고자산증가율,자기자본증가율,순이익증가율,정상영업이익증가율,매출액총이익율,매출액순이익율,자기자본순이익율,총자본정상영업이익율,매출액정상영업이익율,총자본순이익율,총자본회전율,재고자산회전율,매출채권회전율,유형자산회전율,매입채무회전율,자기자본회전율,타인자본회전율,유동자산회전율,당좌자산회전률,순운전자본회전률,유동비율,당좌비율,현금비율,부채비율,차입금의존도,CASH_FLOW_대_부채비율,CASH_FLOW_대_매출액비율,CASH_FLOW_대_차입금비율,자기자본구성비율,차입금비율,당좌자산구성비율,유동자산구성비율,매출채권_대_매입채무비율,단기차입금_대_총차입금비율,유동부채비율,타인자본구성비율,재고자산_대_유동자산비율,재고자산_대_순운전자본비율,순운전자본비율,노동장비율,기계장비율,자본집약도,설비투자효율,총자본투자효율,부가가치율,직원감소율여부
59,SNT에너지,100840,16-Dec,1771.27,10.07,-0.48,15.05,-2.31,-36.61,-0.69,-93.86,-96.48,19.33,0.65,0.72,0.36,0.47,0.5,0.77,29.08,4.51,2.15,9.48,1.1,2.5,1.28,1.34,0.9,207.24,200.61,57.56,51.45,0,15.74,7.32,0,66.03,0,58.9,60.84,202.26,0,44.47,33.97,3.2,6.19,31.49,0,0,0,17.82,6.05,8.28,0
60,SNT에너지,100840,17-Dec,1771.27,-13.73,-1.12,-18.34,-27.55,-65.71,1.75,176.05,1506.66,20.66,2.49,1.98,5.92,10.43,1.41,0.57,40.44,3.71,1.57,9.02,0.79,1.99,0.96,0.98,0.69,351.97,347.24,116.39,28.42,0,22.15,8,0,77.87,0,56.81,57.59,300.69,0,21.01,22.13,1.34,1.88,41.23,0,0,0,19.42,7.56,12.33,0
61,SNT에너지,100840,18-Dec,-9.21,-6.42,-0.94,-10.06,-24.21,144.89,-1.09,-60.16,0,14.88,1.31,0.78,-0.65,-1.36,0.63,0.48,34.81,3.67,1.2,9.3,0.6,2.4,0.85,0.87,0.68,492.86,474.82,188.8,21.5,0,8.91,3.17,0,82.31,0,53.32,55.35,193.19,0,13.64,17.69,3.66,4.59,44.12,0,0,0,14.72,6.05,12.18,0
62,SNT에너지,100840,19-Dec,1771.27,0,0,0,0,0,0,0,0,16.73,7.24,6.31,5.23,8.19,4.63,0.64,20.9,2.54,1.73,9.11,0.87,2.4,1.04,1.1,0.78,303.82,288.69,31.18,36.31,0.02,-45.05,-18.78,-48067.02,73.36,0.03,58.33,61.39,358.21,0,27.54,26.64,4.98,7.42,41.19,604.9,7.53,1735.03,29.95,10.99,17.2,0
63,STX,11810,11-Dec,1.66,-14.09,-43.6,-37.48,47.5,-26.6,28.79,1.24,162.45,7.57,3.73,14.56,4.14,3.93,3.93,1.05,16.02,14.36,5.26,13.95,3.37,1.53,3.21,4.01,1.39,70.06,54.61,11.42,173.19,48.6,-0.52,-0.29,-0.67,36.6,132.78,21.31,27.33,152.08,57.95,106.57,63.4,22.04,0,-11.68,185.72,0,8424.1,66.29,10.01,8.78,0
64,STX,11810,12-Dec,-3.12,-3.19,27.63,3.76,3.22,-42.09,-34.6,0,0,-3.15,-7.97,-35.59,-7.98,-6.67,-9.53,1.2,24.74,10.95,6.61,17.76,3.6,1.79,4.23,5.1,1.68,62.81,55.08,12.95,236.31,55.63,4.3,2.49,5.44,29.73,187.1,25.69,29.29,172.8,63.73,156.85,70.27,12.3,0,-17.35,185.59,0,8605.01,-16.56,-2.76,-2.27,0
65,STX,11810,13-Dec,-10.71,-73.5,-79.37,-46.53,-60.24,-48.48,-145.6,0,0,-28.23,-65.14,-521.17,-30.01,-39.27,-49.79,0.76,17.71,5.87,3.89,9.16,0,0.91,2.15,2.45,0.83,62.06,54.71,5.09,0,106.44,10.3,7.79,13.35,0,0,52.11,59.11,127.51,62.47,0,137.96,11.85,0,-36.13,351.14,0,6138.8,-577.77,-92.75,-50.83,0
66,STX,11810,14-Dec,0.76,-6.52,-49.85,12.6,-33.27,120.72,0,0,0,7.42,23.28,0,2.75,2.18,29.3,1.26,10.84,6.74,10.1,9.99,0,1.08,1.94,2.36,0.87,113.3,86.97,14.11,1239.93,70.99,2.35,1.67,3.07,7.46,951.28,54.66,71.2,180.51,62.02,842.07,92.54,23.24,197.92,8.36,460.65,0,8632.52,467.4,40.25,30.9,0
67,STX,11810,15-Dec,-0.84,0.97,-5.9,0.95,-0.23,52.33,-22.76,0,0,2.74,-3,-59.01,-2.71,-2.1,-3.88,1.29,6.23,8.39,15.55,11.01,19.65,1.38,1.82,2.56,0.95,104.09,67.59,8.89,1651.71,71.15,-3.85,-2.82,-5.1,5.71,1246.41,46.23,71.19,93.87,68.25,1198.04,94.29,35.06,892.68,2.8,422.94,0,8327.11,78.33,6.28,4.88,0
68,STX,11810,16-Dec,-0.91,-44.15,-27.52,-46.09,5.48,-28.51,-556.99,0,0,4.93,-26.59,0,-3.46,-1.99,-46.33,1.74,6.34,13.31,19.61,13.14,0,1.54,2.48,4.07,1.07,49.89,26.7,4.89,0,111.76,2.02,1.22,2.65,-46.71,0,36.77,68.72,107.47,96.09,0,146.71,46.5,0,-69.01,256.65,0,5230.72,-469.74,-48.77,-20.07,0
69,STX,11810,17-Dec,2.02,-11.33,-4.01,-2.17,4.87,-19.68,0,0,0,4.73,18.54,0,6.6,2.44,50.09,2.7,8.85,17.47,24.97,17.15,0,2.22,3.75,6.51,1.45,85.88,53.1,17.24,1374.49,55.54,13.52,4.38,22.68,6.78,818.95,46.88,75.82,90.72,94.45,1301.65,93.22,38.17,0,-12.46,249,0,4373.05,591.1,66.31,23.07,0
70,STX,11810,18-Dec,-1.12,-11.71,4.93,-11.12,-16.68,-28.74,49.97,-97.28,-133.55,1.33,0.61,17.12,-2.5,-0.98,1.54,2.54,9.66,12.81,20.73,15.56,28.2,2.8,3.34,5.12,1.57,91.21,63.3,9.55,765.34,59.84,5.32,1.74,7.87,11.56,517.79,52.96,76.32,168.05,93.18,724.06,88.44,30.61,0,-7.35,0,0,0,112.51,15.07,5.56,0
71,STX,11810,19-Dec,0.11,1.09,21.6,-8.62,-2.12,-8.22,-11.47,-460.27,0,3.16,-2.26,-54.53,0.31,0.12,-5.96,2.64,11.85,10.91,17.88,16.44,24.45,2.96,3.64,5.24,1.72,87.86,60.85,9.1,895.02,59.3,-4.72,-1.62,-7.16,10.05,590.05,47.78,68.99,137.76,86.56,781.31,89.95,30.74,0,-9.53,0,0,0,56.6,9.12,3.47,0
72,TCC스틸,2710,11-Dec,1.41,9.56,4.88,5.46,11.61,16.95,0.1,-67.08,-41.84,8.19,0.89,2.02,2.63,2.22,1.05,1.18,6.96,6.88,6.24,14.18,2.28,2.46,2.88,4.91,1.55,110.8,62.71,3.21,101.53,31.55,-6.46,-2.87,-10.31,49.62,63.59,22.86,40.39,220.36,81.18,73.45,50.38,43.4,445.09,3.94,235.44,58.92,1294.42,60.97,11.18,9.88,0
73,TCC스틸,2710,12-Dec,0.57,20.4,70.34,19.05,-2.54,26.39,-0.29,-96.47,-48.05,8.66,0.02,0.07,1.19,1.18,0.02,1,5.56,6.66,4.39,12.94,2.22,1.82,2.49,4.52,1.32,113.94,61.44,8.23,142.04,41.57,-2.31,-1.48,-3.27,41.31,100.62,21.53,39.93,171.22,59.19,84.83,58.69,46.08,376.6,4.89,221.63,60.13,1375.06,39.33,9.11,9.94,0
74,TCC스틸,2710,13-Dec,-0.59,-0.6,8.84,0.73,-0.1,16.43,-9.16,0,0,5.34,-3.98,-8.85,-1.42,-1.55,-3.66,0.92,4.6,7.22,3.33,12.53,2.32,1.52,2.28,4.54,1.27,141.27,66.03,8.87,164.27,46.96,-5,-3.38,-6.63,37.84,124.1,18.92,40.47,175.95,40.21,75.7,62.16,53.26,182.3,11.82,229.12,67.09,1428.31,26.42,7.37,8,0
75,TCC스틸,2710,14-Dec,0.02,1.34,-3.15,5.99,3.63,6.11,-7.98,0,0,6.82,-3.05,-7.71,0.06,0.07,-2.89,0.95,4.3,6.72,3.37,13.53,2.63,1.48,2.29,4.9,1.16,82.22,38.38,2.07,191.48,50.77,-7,-4.88,-9.05,34.31,148,19.76,42.33,227.51,82.08,150.05,65.69,53.32,0,-9.15,224.65,64.72,1507.51,45.14,12.09,12.84,0
76,TCC스틸,2710,15-Dec,2.17,-31.69,-52.61,2.98,-4.47,-60.62,-54.43,0,4502.76,8.85,-22.23,-80.07,3.42,3.2,-23.77,1.07,5.72,6.45,4.44,13.02,3.61,1.52,2.09,3.3,1.09,156.35,124.48,6.79,337.6,44.68,1.48,0.87,2.56,22.85,195.51,50.8,63.81,176.61,24,178.6,77.15,20.39,56.56,23,180.17,65.39,1176.7,65.15,12.44,9.44,0
77,TCC스틸,2710,16-Dec,2.53,-24.84,-9.97,-49.71,-10.36,5.89,20.26,0,-3.18,9.35,3.81,17.99,4.66,3.45,5.14,1.35,8.82,7.12,6.51,13.93,4.69,1.89,2.46,3.42,1.46,128.15,73.14,9.46,173.78,41.38,-1.45,-0.59,-2.23,36.53,113.28,24.36,42.69,224.23,35.15,91.2,63.47,42.93,195.42,9.38,0,0,0,126.13,28.79,18.33,0
78,TCC스틸,2710,17-Dec,1.55,-1.49,-8.89,-0.44,-11.94,1.78,-2.32,-90.98,-47.19,8.79,0.38,1.5,2.89,2.07,0.54,1.39,7.48,7.42,6.33,17.12,3.83,2.19,3.25,5.74,1.58,75.13,42.16,5.42,176.16,46.09,-10.25,-4.66,-14.19,36.21,127.28,24.21,43.15,238.94,99.86,158.6,63.79,43.89,0,-14.28,0,0,0,104.36,22.06,15.71,0
79,TCC스틸,2710,18-Dec,3.3,9.36,-5.2,26.55,5.57,31.13,11.28,537.96,110.7,8.54,2.36,9.19,5.85,4.13,3.34,1.42,6.78,9.16,7.2,15.53,3.88,2.23,3.03,5.49,1.57,163.32,89.05,24.95,171.53,40.33,5.28,2.46,8.27,36.83,109.51,27.22,49.93,127.35,36.07,83.01,63.17,45.47,117.3,19.36,0,0,0,136.75,24.93,18.39,0
80,TCC스틸,2710,19-Dec,2.27,3.09,6.16,-2.09,5.81,4.95,4.11,-48.34,-24.73,7.22,1.15,4.42,4.15,2.94,1.63,1.41,6.17,10.03,7.59,13.95,3.82,2.24,2.9,5.49,1.56,89.76,46.01,9.02,168.92,43.02,3.74,1.69,5.45,37.19,115.69,24.31,47.42,152.02,92.98,142.07,62.81,48.74,0,-5.41,162.25,56.99,982.78,131.01,23.69,17.03,0
81,강스템바이오텍,217730,15-Dec,-5.41,0,0,0,0,0,0,0,0,82.97,-387.59,-27.09,-20.52,-345.23,-23.03,0.06,4.43,4.97,0.5,11.87,0.07,0.4,0.08,0.08,0.07,637.19,625.9,211.66,17.64,4.27,-101.45,-255.96,-355.89,85.01,5.03,74.3,75.64,238.87,26.95,13.96,14.99,1.77,2.1,63.77,48.06,8.13,402.95,-96.67,-11.53,-194.04,0
82,강스템바이오텍,217730,16-Dec,-18.89,89.9,35.55,100.92,-43.23,74.02,8.19,0,0,93.16,-984.85,-37.55,-25.18,-1081.81,-22.92,0.02,1.84,3.59,0.24,4.2,0.04,0.06,0.03,0.03,0.03,1175.05,1157.01,59.67,106.48,32.77,-23.7,-687.98,-37.3,48.43,67.66,78.8,80.03,61.63,1.67,14.06,51.57,1.54,1.68,73.22,37.61,6.29,600.53,-171.34,-10.73,-604.02,1
83,강스템바이오텍,217730,17-Dec,-8.15,0,0,0,0,0,0,0,0,35.68,-126.27,-46.19,-24.87,-128.52,-24.43,0.19,5.29,20.71,0.69,7.37,0.37,0.4,0.36,0.39,0.29,396.43,369.34,61.46,92.79,30.19,-46.87,-116.58,-74.71,51.87,58.21,49.83,53.49,35.57,13.4,26.01,48.13,6.83,9.14,40,0,0,0,-10.95,-1.37,-7.08,0
84,강스템바이오텍,217730,18-Dec,-12.31,55.08,14.44,94.06,0.36,11.21,94.25,0,0,12.84,-155.96,-37.79,-19.43,-127.59,-23.75,0.15,5.03,7.39,0.65,6.06,0.25,0.38,0.25,0.26,0.18,244.28,234.71,16.06,53.83,23.79,-43.19,-120.69,-63.54,65.01,36.59,64.31,66.94,114.06,74.5,42.15,34.99,3.92,6.63,39.53,0,0,0,-59.54,-4.55,-36.34,0
85,강스템바이오텍,217730,19-Dec,-21.5,55.26,106.2,13.09,-34.49,-86.12,48.29,0,0,-7.07,-439.57,-41.61,-24.78,-385.6,-28.25,0.06,5.5,5.06,0.26,5,0.1,0.17,0.12,0.12,0.08,268.99,267.69,37.29,65.37,27.22,-27.6,-206.5,-40.08,60.47,45.01,48.52,48.76,53.91,41.71,29.98,39.53,0.48,0.77,30.63,0,0,0,-255.84,-11.83,-223.93,0
86,강원에너지,114190,12-Dec,58.37,0,0,0,0,0,0,0,0,19.75,8.43,24.85,13.01,10.91,10.05,1.19,27.95,2.56,24.11,6.06,2.95,2,1.32,1.39,0.8,151.93,144.74,10.65,147.2,13.56,-5.92,-2.95,-25.99,40.45,33.52,85.91,90.18,236.27,0,146.73,59.55,4.73,13.84,30.82,41.72,9.77,883.74,445.26,21.02,17.62,0
87,강원에너지,114190,13-Dec,18.11,-18.84,8.4,-23.52,-52.42,-45.21,27.06,-56.3,-72.15,23.18,7.74,9.57,4,6.38,4.85,0.63,17.19,1.77,11.01,4.14,1.24,1.27,0.71,0.74,0.46,231.75,223.89,111.08,57.9,4.35,26.03,13.65,219.36,63.33,6.87,82.09,84.97,228.9,0,57.9,36.67,3.39,5.96,48.31,37.52,7.72,646.8,291.66,16.92,24.19,0
88,강원에너지,114190,14-Dec,39.01,-7.46,108.97,-20.72,1.62,-16.77,9.96,-71.36,-49.72,21.2,2.18,2.33,2.33,3.16,1.61,0.74,26.93,2.52,6.96,6.49,1.07,2.39,0.93,0.97,0.67,294.21,283.74,72.26,32.89,0,7.16,2.31,0,75.25,0,70.21,72.8,280.04,0,32.88,24.75,3.56,5.39,48.05,66.28,6.86,456.04,87.35,12.7,16.53,1
89,강원에너지,114190,15-Dec,187.51,0,0,0,0,0,0,0,0,17.15,0.22,0.18,0.52,0.97,0.12,0.54,37.43,2.93,3.6,5.16,0.82,1.6,0.73,0.75,0.56,333.65,327.11,169.33,51.03,11.7,32.9,20.57,94.99,66.21,17.67,72.19,73.64,175.75,0,33.33,33.79,1.96,2.8,51.57,72.98,6.66,608.56,77.63,9.15,16.93,0
90,강원에너지,114190,16-Dec,-241.54,-9.68,15.13,-14.64,-8.45,-72.83,-2.65,-1190.24,-393.2,16.59,-2.66,-1.99,-1.61,-3.1,-1.38,0.52,53.9,1.99,3.06,5.94,0.76,1.66,0.73,0.73,0.57,444.3,441.52,131.49,40.11,12.96,-14.22,-7.43,-31.41,71.37,18.16,69.16,69.59,508.19,0,21.95,28.63,0.62,0.81,53.93,0,0,0,82.96,10.55,19.26,0
91,강원에너지,114190,17-Dec,-26.56,20.72,4.06,26.72,93.99,7.8,-12.43,0,0,1.05,-7.86,-12.58,-6.56,-6.81,-7.57,0.96,235.53,2.27,5.44,7.95,1.59,2.45,1.35,1.35,0.98,202.02,200.95,41.76,92.91,11.78,-21.72,-11.88,-88.8,51.84,22.72,72.66,73.05,295.63,8.76,69.76,48.16,0.53,1.05,36.89,0,0,0,7.18,0.74,0.84,0
92,강원에너지,114190,18-Dec,0.2,0.71,-4.03,3.66,4.72,50.46,4.7,0,0,6.86,1.99,4.19,0.37,0.4,1.83,0.92,189.82,1.97,5.7,6.49,1.74,1.94,1.24,1.25,0.8,161.8,160.55,45.27,86.93,26.05,-15.9,-8.08,-28.39,53.5,48.69,74.6,75.18,375.08,0,86.86,46.5,0.77,2.02,28.72,0,0,0,125.77,12.36,13.5,0
93,강원에너지,114190,19-Dec,-8.38,-39.69,-29.68,-56.71,-50.47,-78.15,-56.25,-1763.05,-5132.09,-14.43,-83.78,-94.77,-22.83,-40.37,-47.39,0.57,128.45,1.53,3.38,4.48,1.19,1.08,0.84,0.85,0.48,99.04,98.65,11.8,167.94,32.91,-4.53,-3.78,-8.62,37.32,88.19,53.75,53.96,178.77,75.15,145.99,62.68,0.39,0,-0.52,79.53,17.25,515.01,-275.98,-43.28,-57.58,0
94,갤럭시아에스엠,11420,11-Dec,6.31,0,0,0,0,0,0,0,0,18.25,6.15,12.95,11.45,10.91,6.45,1.05,2342.1,7.62,63.45,32.85,1.87,2.39,1.92,1.92,1.17,157.4,157.27,55.23,78.49,4.21,30,12.57,313.23,56.03,7.52,54.62,54.66,430.89,0,61.98,43.97,0.08,0.22,19.93,7.13,0,1100.32,2183.53,36.11,34.42,0
95,갤럭시아에스엠,11420,12-Dec,3.79,0,0,0,0,0,0,0,0,13.61,0.71,1.49,4.72,3.77,0.88,1.25,1468.49,19.66,16.25,28.1,2.12,3.05,2.22,2.23,1.44,184.17,183.89,58.88,69.76,7.84,15.5,5.09,81.2,58.91,13.32,56.2,56.28,142.92,40.58,51.88,41.09,0.15,0.33,25.72,6.1,0,1004.25,333.76,25.7,20.53,0
96,갤럭시아에스엠,11420,13-Dec,1.9,-14.42,-8.69,-19.61,-15.64,237.05,-12.13,0,-63.98,10.06,-3.74,-7.07,1.83,1.61,-4.26,1.14,566.87,19.33,14.33,26.27,1.96,2.71,2.08,2.09,1.3,147.37,146.43,23.83,75.11,11.75,22.7,7.89,82.85,57.11,20.58,52.54,52.87,127.16,89.94,62.83,42.89,0.63,1.98,16.99,5.16,0,683.18,146.82,12.06,9.78,1
97,갤럭시아에스엠,11420,14-Dec,-0.88,20.29,-1.22,34.39,-5.49,302.64,7.97,0,0,8.36,-0.58,-1.14,-1.02,-0.96,-0.62,1.06,138.2,15.81,14.28,22.13,1.96,2.3,1.88,1.91,1.13,149.66,146.81,14.51,95.1,9.74,10.1,5.08,50.53,51.26,19,57.95,59.07,148.39,59.66,77,48.74,1.9,5.73,19.6,2.7,0,643.31,179.31,12.1,12.48,1
98,갤럭시아에스엠,11420,15-Dec,5.69,51.71,-4.9,66.12,42.35,-97.78,114.34,0,0,10.35,2.98,5.11,3.69,3.36,3.27,1.1,240.27,15.36,20.96,23.61,1.71,3.05,1.76,1.77,1.18,263.29,263.23,130.53,38.09,2.01,6.28,1.91,86.36,72.41,2.77,64.66,64.68,158.1,65.28,33.92,27.59,0.03,0.04,40.11,4.61,0,722.54,368.5,15.59,17.14,1
99,갤럭시아에스엠,11420,16-Dec,-18.76,-14.91,-10.91,-14.62,-15.76,0,-9.84,-183.84,-276.76,1.8,-2.97,-3.3,-5.84,-7.06,-2.46,0.83,9330.64,9.63,19.16,14.61,1.11,3.23,1.28,1.28,0.94,304.3,304.3,155.01,30.32,0.72,4.62,1.19,149.54,76.73,0.94,64.9,64.9,147.38,0,27.79,23.27,0,0,43.57,4.38,0,521.73,218.57,9.68,10.75,0
100,갤럭시아에스엠,11420,17-Dec,-35.52,-14.74,-85.93,-24.2,-29.16,0,-9.71,0,0,-0.41,-15.82,-13.83,-6.55,-9.51,-10.9,0.69,0,5.44,25.25,10.25,0.87,3.25,1.12,1.12,0.85,328.78,328.78,112.85,23.06,0,-45.97,-11.51,0,81.26,0,57.7,57.7,247.51,0,21.59,18.74,0,0,40.15,0,0,0,-44.44,-0.32,-0.43,0
101,갤럭시아에스엠,11420,18-Dec,-157.86,-33.27,-30.89,-50.43,-40.83,0,-34.63,0,0,-24.33,-72.54,-47.79,-24.89,-46.86,-38.52,0.53,0,4.07,71.66,9.44,0.66,2.74,1.03,1.03,0.76,213.65,213.65,121.27,25.62,0,-75.2,-23.12,0,79.61,0,42.86,42.86,204.31,0,25.2,20.39,0,0,22.8,0,0,0,-3883.71,-29.39,-44.29,0
102,갤럭시아에스엠,11420,19-Dec,-8.95,-15.07,103.49,-4.26,30.25,0,-17.65,0,0,6.25,-4.79,-5.7,-1.48,-1.59,-4.47,0.93,0,8.19,75.26,18.83,1.19,4.35,2.06,2.06,1.41,216.18,216.18,120.35,29.56,0.09,-14.79,-3.32,-3910.94,77.19,0.11,48.31,48.31,261.96,0,28.95,22.81,0,0,25.97,0,0,0,689.41,12.5,12.28,0
103,경동인베스트,12320,11-Dec,11.03,22.21,8.69,36.91,35.8,-35.34,7.47,-30.11,-20.78,5.86,1.64,7.76,3.94,1.94,3.33,2.03,232.61,6.28,6.37,5.21,4.71,3.57,3.5,3.55,1.94,124.89,123.61,24.93,145.55,5.24,16.67,5.35,188.35,40.73,12.88,60.33,60.95,82.41,30.25,119.83,59.27,1.02,5.13,12.15,951.76,0,3397.75,30.79,9.23,5,0
104,경동인베스트,12320,12-Dec,17.71,20.81,-0.03,33.36,35.45,229.89,9.54,41.44,39.16,4.84,1.71,10.11,4.51,1.99,3.88,2.26,186.64,6.49,8.28,4.94,5.86,3.69,3.51,3.58,1.95,125.27,122.11,31.26,170.97,3.93,15.66,4.78,251.34,36.9,10.66,65.58,67.28,71.64,24.65,145.53,63.1,2.53,12.53,13.57,983.11,890.73,4114.08,45.18,11.16,5.39,0
105,경동인베스트,12320,13-Dec,27.91,-0.41,6.8,-4.41,11.41,-33.64,11.76,15.8,1.29,4.63,1.79,10.58,4.19,1.81,4.13,2.31,162.88,6.97,8.93,4.96,5.9,3.79,3.5,3.58,1.96,130.52,128.23,38.5,141.61,3.95,15.56,3.94,230.63,41.39,9.55,63.44,64.58,70.53,37.35,119.54,58.61,1.75,7.5,15.1,1010.39,919.91,4018.78,44.38,11.7,5.06,0
106,경동인베스트,12320,14-Dec,20.25,9.61,35.24,-1.49,-6.64,34.64,12.29,47.04,-5.16,5.07,2.92,13.88,3.8,1.84,6.01,2.06,162.47,7.26,6.86,5.45,4.71,3.67,3.37,3.44,1.93,139.31,135.97,39.43,117.43,6.53,6.31,1.73,52.21,45.99,14.2,56.65,58.04,80.65,34.6,90.58,54.01,2.4,8.5,16.38,1058.52,965.25,3904.51,20.29,6.18,3.13,0
107,경동인베스트,12320,15-Dec,-4.35,-11.58,9.7,-25.41,-38.37,-54.6,-3.86,0,0,5.22,-1.32,-2.85,-1.07,-0.83,-1.71,1.29,120.01,5.42,3.51,4.77,2.71,2.46,2.4,2.45,1.41,145.53,143.4,21.85,102.58,12.7,-2.49,-0.92,-9.93,49.36,25.72,48.25,48.96,100.26,27.52,68.16,50.64,1.46,4.67,15.32,1100.45,976.99,3227.85,-7.42,-2.63,-1.91,0
108,경동인베스트,12320,16-Dec,7.92,-3.57,2.47,-10.98,-26.32,31.18,1.71,0,0,9.91,1.62,3.34,2.5,2.43,1.67,1.03,122.5,4.66,2.44,4.9,2.03,2.09,2.19,2.23,1.3,150.74,147.5,24.15,91.54,13.11,-2.17,-0.99,-7.92,52.21,25.12,44.23,45.2,110.59,32.56,57.43,47.79,2.15,6.39,15.22,1118.01,997.44,3160.21,5.33,2.32,2.21,0
109,경동인베스트,12320,17-Dec,9.05,-46.78,-63.85,-53.17,-83.5,29.99,-35.09,173.81,26.9,27.86,26.62,10.99,4.22,18.65,6.02,0.23,15.49,1.24,0.58,1.68,0.39,0.53,0.52,0.54,0.34,307.43,289.07,25.46,49.67,21.84,21.88,22.31,33.26,66.81,32.68,37.4,39.77,2621.97,36.22,19.36,33.19,5.97,8.85,26.83,0,0,0,33.01,9.76,29.99,0
110,경동인베스트,12320,18-Dec,10.67,-1.21,-0.49,-20.93,17.21,115.72,10.37,-44.62,7.78,25.15,13.05,7.35,6.58,17.15,5.01,0.38,10.18,4.07,1.29,49.26,0.57,1.16,1.07,1.2,0.78,240.34,201.18,27.97,48.79,19.56,18.72,15.89,31.38,67.21,29.11,26.65,31.83,737.73,37.91,19.71,32.79,16.29,27.9,18.59,0,0,0,72.66,21.65,56.06,0
111,경동인베스트,12320,19-Dec,5.29,2.27,-3.35,25.48,18.86,0.36,4.42,-66.62,-44,17.82,3.26,2.29,3.67,8.08,1.48,0.45,8.84,4.98,1.57,40.56,0.67,1.41,1.28,1.5,0.92,279.32,242.92,28.5,46.06,16.58,11.76,8.26,22.37,68.47,24.21,33.97,39.06,897.88,35.55,20.42,31.53,13.03,20.3,25.07,233.22,0,26381.04,76.06,21.42,47.72,0
112,경방,50,11-Dec,1.15,1.76,3.05,22.46,2.59,78.47,-0.58,0,-53.86,25.66,-0.32,-0.18,1.66,6.37,-0.08,0.26,6.11,10.88,1.15,17.81,0.55,0.49,2.76,5.04,0.84,34.1,16.15,3.14,114.76,30.33,-0.29,-0.6,-0.51,46.56,65.14,4.86,10.25,158.45,87.12,64.58,53.44,52.64,0,-19.82,517.22,79.5,2246.09,27.71,6.29,24.45,0
113,경방,50,12-Dec,0.36,-1.28,5.06,-10.81,-4.17,-27.52,-1.43,0,-67.31,21.82,-2.37,-1.26,0.54,2.17,-0.59,0.25,5.3,10.74,1.05,16.53,0.53,0.46,2.54,4.89,0.8,74.98,42.91,6.86,115.08,31.11,0.22,0.47,0.38,46.49,66.91,5.3,9.26,149.63,28.37,26.57,53.51,42.78,0,-3.09,519.82,78.67,2248.22,25.84,6.05,24.2,0
114,경방,50,13-Dec,2.58,-2.85,-5.42,-16.39,4.07,-23.99,2.54,0,396.72,27.57,4.2,2.32,2.74,10.38,1.11,0.26,7.46,10.73,1.1,16.89,0.55,0.51,3.06,5.18,1.32,76.48,46.74,8.11,103.79,28.17,5.22,9.93,9.43,49.07,57.41,4.87,7.97,165.35,24.67,21.25,50.93,38.89,0,-2.45,415.15,58.93,1865.77,35.66,8.41,31.43,0
115,경방,50,14-Dec,2.47,0.37,0.44,-2.11,-5.23,-6.11,1.76,-21.27,-15.02,27.56,3.49,1.79,2.36,9.31,0.88,0.25,8.44,9.56,1.07,16.91,0.51,0.5,3.22,5.2,0.88,24.73,15.5,2.01,101,28.72,5.73,11.39,10.02,49.75,57.74,4.88,7.78,189.59,97.33,63.21,50.25,37.3,0,-23.67,396.88,49.19,1877.77,35.79,8.07,31.92,0
116,경방,50,15-Dec,3.9,1.29,5.82,6.78,8.69,40,2.36,45.31,27.25,28.45,4.67,2.55,2.97,10.89,1.27,0.27,7.89,9.79,1.13,19.76,0.55,0.55,3.42,6.03,0.89,58.13,29.7,3.66,98.9,28.32,4.86,8.91,8.53,50.28,56.33,4.19,8.2,214.45,36.83,28.05,49.72,48.9,0,-5.9,419.96,46.29,2047.99,35.95,8.88,32.75,0
117,경방,50,16-Dec,5.54,-1.27,-3.15,-1.93,5.54,-13.34,2.55,76.59,11.49,28.9,7.81,4.39,3.32,11.51,2.25,0.29,7.65,9.86,1.18,20.37,0.56,0.59,3.53,6.54,1.36,68.2,38.72,4.84,91.5,25.1,8.67,14.29,16.51,52.22,48.07,4.62,8.14,199.41,31,22.86,47.78,43.22,0,-3.8,0,0,0,40.37,9.66,33.31,0
118,경방,50,17-Dec,6.35,-2.14,-1.55,-14.86,-4.41,-30.32,2.84,-14.13,-2.6,29.75,7.02,3.67,3.28,11.73,1.97,0.28,9.28,9.93,1.15,18.92,0.52,0.6,3.68,6.09,1.08,28.25,18.26,2.97,82.23,22.44,10.95,17.44,22.01,54.88,40.89,4.58,7.08,181.29,94.17,45.7,45.12,35.37,0,-17.99,0,0,0,45.05,9.88,34.88,0
119,경방,50,18-Dec,5.13,2.18,-7.98,33.75,-2.59,87.31,1.38,-20.23,-3.14,30.56,5.74,2.87,3.18,11.66,1.57,0.27,7.66,9.35,1.18,18.64,0.5,0.6,3.33,5.89,1.01,73.99,37.34,3.81,83.67,23.65,5.9,9.95,11.36,54.45,43.44,4.68,9.27,217.15,36.63,23.02,45.55,49.53,0,-3.26,0,0,0,35.35,7.53,27.89,0
