,회사명,거래소코드,회계년도,이자보상배율,이보배2,부실기업,회생기업1,회생기업2
0,(주)케이이씨,92220,201112,-1.92,-1.64,1.0,,
1,(주)케이이씨,92220,201212,-1.64,-0.66,1.0,,
2,(주)케이이씨,92220,201312,-0.66,0.42,1.0,,
3,(주)케이이씨,92220,201412,0.42,0.9,1.0,,
4,(주)케이이씨,92220,201512,0.9,0.76,1.0,,
5,(주)케이이씨,92220,201612,0.76,1.67,1.0,,
6,(주)케이이씨,92220,201712,1.67,1.22,0.0,1.0,
7,(주)케이이씨,92220,201812,1.22,-2.73,0.0,,1.0
8,(주)케이이씨,92220,201912,-2.73,,1.0,,
9,(주)루멘스,38060,201112,5.56,6.43,0.0,,
10,(주)루멘스,38060,201212,6.43,26.31,0.0,,
11,(주)루멘스,38060,201312,26.31,21.56,0.0,,
12,(주)루멘스,38060,201412,21.56,6.33,0.0,,
13,(주)루멘스,38060,201512,6.33,3.9,0.0,,
14,(주)루멘스,38060,201612,3.9,-4.5,0.0,,
15,(주)루멘스,38060,201712,-4.5,-6.92,1.0,,
16,(주)루멘스,38060,201812,-6.92,-9.58,1.0,,
17,(주)루멘스,38060,201912,-9.58,,1.0,,
18,(주)바른전자,64520,201112,-7.08,2.38,1.0,,
19,(주)바른전자,64520,201212,2.38,1.55,0.0,1.0,
20,(주)바른전자,64520,201312,1.55,1.69,0.0,,1.0
21,(주)바른전자,64520,201412,1.69,2.02,0.0,,1.0
22,(주)바른전자,64520,201512,2.02,1.28,0.0,,1.0
23,(주)바른전자,64520,201612,1.28,-13.54,0.0,,1.0
24,(주)바른전자,64520,201712,-13.54,-11.34,1.0,,
25,(주)바른전자,64520,201812,-11.34,-9.47,1.0,,
26,(주)바른전자,64520,201912,-9.47,,1.0,,
27,(주)비보존헬스케어,82800,201112,-2.93,5.92,1.0,,
28,(주)비보존헬스케어,82800,201212,5.92,3.25,0.0,1.0,
29,(주)비보존헬스케어,82800,201312,3.25,-3.28,0.0,,1.0
30,(주)비보존헬스케어,82800,201412,-3.28,-16.26,1.0,,
31,(주)비보존헬스케어,82800,201512,-16.26,0.79,1.0,,
32,(주)비보존헬스케어,82800,201612,0.79,-7.38,1.0,,
33,(주)비보존헬스케어,82800,201712,-7.38,-7.54,1.0,,
34,(주)비보존헬스케어,82800,201812,-7.54,-0.26,1.0,,
35,(주)비보존헬스케어,82800,201912,-0.26,,1.0,,
36,(주)신성이엔지,11930,201112,-1.67,-3.08,1.0,,
37,(주)신성이엔지,11930,201212,-3.08,-1.04,1.0,,
38,(주)신성이엔지,11930,201312,-1.04,-0.28,1.0,,
39,(주)신성이엔지,11930,201412,-0.28,0.78,1.0,,
40,(주)신성이엔지,11930,201512,0.78,-1.15,1.0,,
41,(주)신성이엔지,11930,201612,-1.15,-0.52,1.0,,
42,(주)신성이엔지,11930,201712,-0.52,-0.36,1.0,,
43,(주)신성이엔지,11930,201812,-0.36,0.87,1.0,,
44,(주)신성이엔지,11930,201912,0.87,,1.0,,
45,(주)알에프세미,96610,201112,20.01,9.77,0.0,,
46,(주)알에프세미,96610,201212,9.77,12.21,0.0,,
47,(주)알에프세미,96610,201312,12.21,5.23,0.0,,
48,(주)알에프세미,96610,201412,5.23,4.01,0.0,,
49,(주)알에프세미,96610,201512,4.01,4.06,0.0,,
50,(주)알에프세미,96610,201612,4.06,0.3,0.0,,
51,(주)알에프세미,96610,201712,0.3,0.52,1.0,,
52,(주)알에프세미,96610,201812,0.52,-0.47,1.0,,
53,(주)알에프세미,96610,201912,-0.47,,1.0,,
54,(주)에스엘바이오닉스,214310,201512,25.56,-12.56,0.0,,
55,(주)에스엘바이오닉스,214310,201612,-12.56,-0.02,1.0,,
56,(주)에스엘바이오닉스,214310,201712,-0.02,-1.5,1.0,,
57,(주)에스엘바이오닉스,214310,201812,-1.5,-1.32,1.0,,
58,(주)에스엘바이오닉스,214310,201912,-1.32,,1.0,,
59,(주)윈팩,97800,201312,-6.05,0.05,1.0,,
60,(주)윈팩,97800,201412,0.05,-3.23,1.0,,
61,(주)윈팩,97800,201512,-3.23,-4.63,1.0,,
62,(주)윈팩,97800,201612,-4.63,-1.86,1.0,,
63,(주)윈팩,97800,201712,-1.86,1.87,1.0,,
64,(주)윈팩,97800,201812,1.87,3.38,0.0,1.0,
65,(주)윈팩,97800,201912,3.38,,0.0,,1.0
66,(주)클라우드에어,36170,201112,6.13,0.92,0.0,,
67,(주)클라우드에어,36170,201212,0.92,2.04,1.0,,
68,(주)클라우드에어,36170,201312,2.04,-1.41,0.0,1.0,
69,(주)클라우드에어,36170,201412,-1.41,1.91,1.0,,
70,(주)클라우드에어,36170,201512,1.91,3.84,0.0,,
71,(주)클라우드에어,36170,201612,3.84,4.83,0.0,,1.0
72,(주)클라우드에어,36170,201712,4.83,0.19,0.0,,1.0
73,(주)클라우드에어,36170,201812,0.19,1.0,1.0,,
74,(주)클라우드에어,36170,201912,1.0,,0.0,,
75,광전자(주),17900,201112,0.2,-3.78,1.0,,
76,광전자(주),17900,201212,-3.78,-17.15,1.0,,
77,광전자(주),17900,201312,-17.15,-2101.24,1.0,,
78,광전자(주),17900,201412,-2101.24,-1187.88,1.0,,
79,광전자(주),17900,201512,-1187.88,-269.91,1.0,,
80,광전자(주),17900,201612,-269.91,784.21,1.0,,
81,광전자(주),17900,201712,784.21,264.67,0.0,1.0,
82,광전자(주),17900,201812,264.67,-19.13,0.0,,1.0
83,광전자(주),17900,201912,-19.13,,1.0,,
84,서울반도체(주),46890,201112,4.65,2.42,0.0,,
85,서울반도체(주),46890,201212,2.42,7.65,0.0,,
86,서울반도체(주),46890,201312,7.65,0.28,0.0,,
87,서울반도체(주),46890,201412,0.28,7.81,1.0,,
88,서울반도체(주),46890,201512,7.81,11.83,0.0,1.0,
89,서울반도체(주),46890,201612,11.83,22.6,0.0,,1.0
90,서울반도체(주),46890,201712,22.6,15.62,0.0,,1.0
91,서울반도체(주),46890,201812,15.62,6.62,0.0,,1.0
92,서울반도체(주),46890,201912,6.62,,0.0,,1.0
93,시그네틱스(주),33170,201112,5.91,5.91,0.0,,
94,시그네틱스(주),33170,201212,5.91,5.91,0.0,,
95,시그네틱스(주),33170,201312,5.91,-36.2,0.0,,
96,시그네틱스(주),33170,201412,-36.2,5.91,1.0,,
97,시그네틱스(주),33170,201512,5.91,-9.29,0.0,1.0,
98,시그네틱스(주),33170,201612,-9.29,3.63,1.0,,
99,시그네틱스(주),33170,201712,3.63,-8.8,0.0,,
100,시그네틱스(주),33170,201812,-8.8,-36.2,1.0,,
101,시그네틱스(주),33170,201912,-36.2,,1.0,,
102,에스케이하이닉스(주),660,201112,1.05,-0.72,0.0,,
103,에스케이하이닉스(주),660,201212,-0.72,13.17,1.0,,
104,에스케이하이닉스(주),660,201312,13.17,29.99,0.0,1.0,
105,에스케이하이닉스(주),660,201412,29.99,45.03,0.0,,1.0
106,에스케이하이닉스(주),660,201512,45.03,27.28,0.0,,1.0
107,에스케이하이닉스(주),660,201612,27.28,110.73,0.0,,1.0
108,에스케이하이닉스(주),660,201712,110.73,220.25,0.0,,1.0
109,에스케이하이닉스(주),660,201812,220.25,11.37,0.0,,1.0
110,에스케이하이닉스(주),660,201912,11.37,,0.0,,1.0
111,엘비세미콘(주),61970,201112,1.97,4.45,0.0,,
112,엘비세미콘(주),61970,201212,4.45,0.51,0.0,,
113,엘비세미콘(주),61970,201312,0.51,-0.35,1.0,,
114,엘비세미콘(주),61970,201412,-0.35,2.28,1.0,,
115,엘비세미콘(주),61970,201512,2.28,4.28,0.0,1.0,
116,엘비세미콘(주),61970,201612,4.28,3.04,0.0,,1.0
117,엘비세미콘(주),61970,201712,3.04,4.9,0.0,,1.0
118,엘비세미콘(주),61970,201812,4.9,7.8,0.0,,1.0
119,엘비세미콘(주),61970,201912,7.8,,0.0,,1.0
120,우리이앤엘(주),153490,201312,-0.72,-0.31,1.0,,
121,우리이앤엘(주),153490,201412,-0.31,0.04,1.0,,
122,우리이앤엘(주),153490,201512,0.04,-1.74,1.0,,
123,우리이앤엘(주),153490,201612,-1.74,-2.84,1.0,,
124,우리이앤엘(주),153490,201712,-2.84,2.75,1.0,,
125,우리이앤엘(주),153490,201812,2.75,3.86,0.0,1.0,
126,우리이앤엘(주),153490,201912,3.86,,0.0,,1.0
127,(주)동일기연,32960,201112,362.85,839.85,0.0,,
128,(주)동일기연,32960,201212,839.85,839.85,0.0,,
129,(주)동일기연,32960,201312,839.85,839.85,0.0,,
130,(주)동일기연,32960,201412,839.85,839.85,0.0,,
131,(주)동일기연,32960,201512,839.85,839.85,0.0,,
132,(주)동일기연,32960,201612,839.85,839.85,0.0,,
133,(주)동일기연,32960,201712,839.85,-2538.84,0.0,,
134,(주)동일기연,32960,201812,-2538.84,26.51,1.0,,
135,(주)동일기연,32960,201912,26.51,,0.0,1.0,
136,(주)마이크로컨텍솔루션,98120,201112,363.23,536.17,0.0,,
137,(주)마이크로컨텍솔루션,98120,201212,536.17,301.28,0.0,,
138,(주)마이크로컨텍솔루션,98120,201312,301.28,259.53,0.0,,
139,(주)마이크로컨텍솔루션,98120,201412,259.53,166.99,0.0,,
140,(주)마이크로컨텍솔루션,98120,201512,166.99,-36.86,0.0,,
141,(주)마이크로컨텍솔루션,98120,201612,-36.86,-119.78,1.0,,
142,(주)마이크로컨텍솔루션,98120,201712,-119.78,-266.82,1.0,,
143,(주)마이크로컨텍솔루션,98120,201812,-266.82,51.92,1.0,,
144,(주)마이크로컨텍솔루션,98120,201912,51.92,,0.0,1.0,
145,(주)멜파스,96640,201112,37.14,13.41,0.0,,
146,(주)멜파스,96640,201212,13.41,0.88,0.0,,
147,(주)멜파스,96640,201312,0.88,-6.56,1.0,,
148,(주)멜파스,96640,201412,-6.56,-4.57,1.0,,
149,(주)멜파스,96640,201512,-4.57,0.48,1.0,,
150,(주)멜파스,96640,201612,0.48,-16.5,1.0,,
151,(주)멜파스,96640,201712,-16.5,-5.44,1.0,,
152,(주)멜파스,96640,201812,-5.44,0.99,1.0,,
153,(주)멜파스,96640,201912,0.99,,1.0,,
154,(주)모아텍,33200,201112,13.79,-3.57,0.0,,
155,(주)모아텍,33200,201212,-3.57,-24.64,1.0,,
156,(주)모아텍,33200,201312,-24.64,-26.09,1.0,,
157,(주)모아텍,33200,201412,-26.09,-15.49,1.0,,
158,(주)모아텍,33200,201512,-15.49,-0.57,1.0,,
159,(주)모아텍,33200,201612,-0.57,,1.0,,
160,(주)새로닉스,42600,201112,0.11,4.17,1.0,,
161,(주)새로닉스,42600,201212,4.17,5.44,0.0,1.0,
162,(주)새로닉스,42600,201312,5.44,16.93,0.0,,1.0
163,(주)새로닉스,42600,201412,16.93,17.1,0.0,,1.0
164,(주)새로닉스,42600,201512,17.1,9.77,0.0,,1.0
165,(주)새로닉스,42600,201612,9.77,0.28,0.0,,1.0
166,(주)새로닉스,42600,201712,0.28,5.93,1.0,,
167,(주)새로닉스,42600,201812,5.93,0.1,0.0,,
168,(주)새로닉스,42600,201912,0.1,,1.0,,
169,(주)솔루에타,154040,201312,20.51,17.56,0.0,,
170,(주)솔루에타,154040,201412,17.56,182.05,0.0,,
171,(주)솔루에타,154040,201512,182.05,-0.05,0.0,,
172,(주)솔루에타,154040,201612,-0.05,0.58,1.0,,
173,(주)솔루에타,154040,201712,0.58,1.3,1.0,,
174,(주)솔루에타,154040,201812,1.3,1.65,0.0,1.0,
175,(주)솔루에타,154040,201912,1.65,,0.0,,1.0
176,(주)시노펙스,25320,201112,2.02,0.47,0.0,,
177,(주)시노펙스,25320,201212,0.47,1.75,1.0,,
178,(주)시노펙스,25320,201312,1.75,1.06,0.0,1.0,
179,(주)시노펙스,25320,201412,1.06,-8.05,0.0,,1.0
180,(주)시노펙스,25320,201512,-8.05,5.02,1.0,,
181,(주)시노펙스,25320,201612,5.02,13.68,0.0,,
182,(주)시노펙스,25320,201712,13.68,1.19,0.0,,1.0
183,(주)시노펙스,25320,201812,1.19,6.58,0.0,,1.0
184,(주)시노펙스,25320,201912,6.58,,0.0,,1.0
185,(주)아모텍,52710,201112,0.02,2.67,1.0,,
186,(주)아모텍,52710,201212,2.67,3.52,0.0,1.0,
187,(주)아모텍,52710,201312,3.52,0.42,0.0,,1.0
188,(주)아모텍,52710,201412,0.42,4.13,1.0,,
189,(주)아모텍,52710,201512,4.13,6.67,0.0,,
190,(주)아모텍,52710,201612,6.67,10.55,0.0,,1.0
191,(주)아모텍,52710,201712,10.55,2.72,0.0,,1.0
192,(주)아모텍,52710,201812,2.72,1.39,0.0,,1.0
193,(주)아모텍,52710,201912,1.39,,0.0,,1.0
194,(주)에스디시스템,121890,201112,-122.18,370.77,1.0,,
195,(주)에스디시스템,121890,201212,370.77,-122.18,0.0,1.0,
196,(주)에스디시스템,121890,201312,-122.18,370.77,1.0,,
197,(주)에스디시스템,121890,201412,370.77,175.14,0.0,,
198,(주)에스디시스템,121890,201512,175.14,-122.18,0.0,,1.0
199,(주)에스디시스템,121890,201612,-122.18,-62.23,1.0,,
200,(주)에스디시스템,121890,201712,-62.23,-16.49,1.0,,
201,(주)에스디시스템,121890,201812,-16.49,-15.6,1.0,,
202,(주)에스디시스템,121890,201912,-15.6,,1.0,,
203,(주)에스앤에스텍,101490,201112,3.47,-0.22,0.0,,
204,(주)에스앤에스텍,101490,201212,-0.22,-0.6,1.0,,
205,(주)에스앤에스텍,101490,201312,-0.6,5.79,1.0,,
206,(주)에스앤에스텍,101490,201412,5.79,13.33,0.0,1.0,
207,(주)에스앤에스텍,101490,201512,13.33,12.9,0.0,,1.0
208,(주)에스앤에스텍,101490,201612,12.9,6.84,0.0,,1.0
209,(주)에스앤에스텍,101490,201712,6.84,6.69,0.0,,1.0
210,(주)에스앤에스텍,101490,201812,6.69,14.6,0.0,,1.0
211,(주)에스앤에스텍,101490,201912,14.6,,0.0,,1.0
212,(주)와이제이엠게임즈,193250,201412,35.89,177.52,0.0,,
213,(주)와이제이엠게임즈,193250,201512,177.52,90.1,0.0,,
214,(주)와이제이엠게임즈,193250,201612,90.1,-2.95,0.0,,
215,(주)와이제이엠게임즈,193250,201712,-2.95,-2.6,1.0,,
216,(주)와이제이엠게임즈,193250,201812,-2.6,1.11,1.0,,
217,(주)와이제이엠게임즈,193250,201912,1.11,,0.0,1.0,
218,(주)우주일렉트로닉스,65680,201112,33.0,25.27,0.0,,
219,(주)우주일렉트로닉스,65680,201212,25.27,24.02,0.0,,
220,(주)우주일렉트로닉스,65680,201312,24.02,12.67,0.0,,
221,(주)우주일렉트로닉스,65680,201412,12.67,21.09,0.0,,
222,(주)우주일렉트로닉스,65680,201512,21.09,29.12,0.0,,
223,(주)우주일렉트로닉스,65680,201612,29.12,16.01,0.0,,
224,(주)우주일렉트로닉스,65680,201712,16.01,0.82,0.0,,
225,(주)우주일렉트로닉스,65680,201812,0.82,14.6,1.0,,
226,(주)우주일렉트로닉스,65680,201912,14.6,,0.0,1.0,
227,(주)캠시스,50110,201112,2.81,2.63,0.0,,
