,회사명,거래소코드,회계년도,이자보상배율,부실기업,이보배2,회생여부
5378,한탑,2680,Dec-16,0.98,1.0,0.03,
5379,한탑,2680,Dec-17,0.03,1.0,0.01,
5380,한탑,2680,Dec-18,0.01,1.0,-1.51,
5381,한탑,2680,Dec-19,-1.51,1.0,,
5382,핸디소프트,220180,Dec-16,54.05,0.0,-3.33,
5383,핸디소프트,220180,Dec-17,-3.33,0.0,-5.78,
5384,핸디소프트,220180,Dec-18,-5.78,1.0,-4.6,
5385,핸디소프트,220180,Dec-19,-4.6,1.0,,
5386,헬릭스미스,84990,Dec-11,-3.14,0.0,-11.97,
5387,헬릭스미스,84990,Dec-12,-11.97,1.0,3411.4,
5388,헬릭스미스,84990,Dec-13,3411.4,0.0,7777.0,
5389,헬릭스미스,84990,Dec-14,7777.0,0.0,7777.0,
5390,헬릭스미스,84990,Dec-15,7777.0,0.0,7777.0,
5391,헬릭스미스,84990,Dec-16,7777.0,0.0,-89.69,
5392,헬릭스미스,84990,Dec-17,-89.69,0.0,-21.08,
5393,헬릭스미스,84990,Dec-18,-21.08,1.0,-7.05,
5394,헬릭스미스,84990,Dec-19,-7.05,1.0,,
5395,현대공업,170030,Dec-13,263.97,0.0,7777.0,
5396,현대공업,170030,Dec-14,7777.0,0.0,7777.0,
5397,현대공업,170030,Dec-15,7777.0,0.0,7777.0,
5398,현대공업,170030,Dec-16,7777.0,0.0,7777.0,
5399,현대공업,170030,Dec-17,7777.0,0.0,-7777.0,
5400,현대공업,170030,Dec-18,-7777.0,0.0,43.1,
5401,현대공업,170030,Dec-19,43.1,0.0,,
5402,현대미포조선,10620,Dec-11,689.51,0.0,34.89,
5403,현대미포조선,10620,Dec-12,34.89,0.0,-76.29,
5404,현대미포조선,10620,Dec-13,-76.29,0.0,-71.73,
5405,현대미포조선,10620,Dec-14,-71.73,1.0,2.52,
5406,현대미포조선,10620,Dec-15,2.52,0.0,6.27,1.0
5407,현대미포조선,10620,Dec-16,6.27,0.0,3.82,
5408,현대미포조선,10620,Dec-17,3.82,0.0,4.22,
5409,현대미포조선,10620,Dec-18,4.22,0.0,9.63,
5410,현대미포조선,10620,Dec-19,9.63,0.0,,
5411,협진,138360,Dec-13,295.1,0.0,1015.85,
5412,협진,138360,Dec-14,1015.85,0.0,574.86,
5413,협진,138360,Dec-15,574.86,0.0,-215.38,
5414,협진,138360,Dec-16,-215.38,0.0,5.23,
5415,협진,138360,Dec-17,5.23,0.0,-6.52,
5416,협진,138360,Dec-18,-6.52,0.0,0.3,
5417,협진,138360,Dec-19,0.3,1.0,,
5418,형지아이앤씨,11080,Dec-11,-10.34,0.0,-17.89,
5419,형지아이앤씨,11080,Dec-12,-17.89,1.0,2.57,
5420,형지아이앤씨,11080,Dec-13,2.57,0.0,2.33,1.0
5421,형지아이앤씨,11080,Dec-14,2.33,0.0,0.96,
5422,형지아이앤씨,11080,Dec-15,0.96,0.0,-0.51,
5423,형지아이앤씨,11080,Dec-16,-0.51,1.0,-5.44,
5424,형지아이앤씨,11080,Dec-17,-5.44,1.0,-0.51,
5425,형지아이앤씨,11080,Dec-18,-0.51,1.0,0.19,
5426,형지아이앤씨,11080,Dec-19,0.19,1.0,,
5427,혜인,3010,Dec-11,1.78,0.0,-0.67,
5428,혜인,3010,Dec-12,-0.67,0.0,0.17,
5429,혜인,3010,Dec-13,0.17,1.0,1.64,
5430,혜인,3010,Dec-14,1.64,0.0,0.59,1.0
5431,혜인,3010,Dec-15,0.59,0.0,1.31,
5432,혜인,3010,Dec-16,1.31,0.0,0.55,
5433,혜인,3010,Dec-17,0.55,0.0,1.41,
5434,혜인,3010,Dec-18,1.41,0.0,2.53,
5435,혜인,3010,Dec-19,2.53,0.0,,
5436,홈센타홀딩스,60560,Dec-11,5.93,0.0,0.2,
5437,홈센타홀딩스,60560,Dec-12,0.2,0.0,2.81,
5438,홈센타홀딩스,60560,Dec-13,2.81,0.0,-7777.0,
5439,홈센타홀딩스,60560,Dec-14,-7777.0,0.0,7.56,
5440,홈센타홀딩스,60560,Dec-15,7.56,0.0,0.07,
5441,홈센타홀딩스,60560,Dec-16,0.07,0.0,0.39,
5442,홈센타홀딩스,60560,Dec-17,0.39,1.0,-1.14,
5443,홈센타홀딩스,60560,Dec-18,-1.14,1.0,0.61,
5444,홈센타홀딩스,60560,Dec-19,0.61,1.0,,
5445,홈캐스트,64240,Dec-11,11.0,0.0,-2.02,
5446,홈캐스트,64240,Dec-12,-2.02,0.0,-17.31,
5447,홈캐스트,64240,Dec-13,-17.31,1.0,3.09,
5448,홈캐스트,64240,Dec-14,3.09,0.0,13.19,1.0
5449,홈캐스트,64240,Dec-15,13.19,0.0,46.61,
5450,홈캐스트,64240,Dec-16,46.61,0.0,-6.2,
5451,홈캐스트,64240,Dec-17,-6.2,0.0,-9.39,
5452,홈캐스트,64240,Dec-18,-9.39,1.0,-25.76,
5453,홈캐스트,64240,Dec-19,-25.76,1.0,,
5454,화승인더스트리,6060,Dec-11,1.48,0.0,1.06,
5455,화승인더스트리,6060,Dec-12,1.06,0.0,0.86,
5456,화승인더스트리,6060,Dec-13,0.86,0.0,1.44,
5457,화승인더스트리,6060,Dec-14,1.44,0.0,4.18,
5458,화승인더스트리,6060,Dec-15,4.18,0.0,7.71,
5459,화승인더스트리,6060,Dec-16,7.71,0.0,8.0,
5460,화승인더스트리,6060,Dec-17,8.0,0.0,3.33,
5461,화승인더스트리,6060,Dec-18,3.33,0.0,5.54,
5462,화승인더스트리,6060,Dec-19,5.54,0.0,,
5463,화신,10690,Dec-11,18.36,0.0,21.83,
5464,화신,10690,Dec-12,21.83,0.0,10.21,
5465,화신,10690,Dec-13,10.21,0.0,4.47,
5466,화신,10690,Dec-14,4.47,0.0,1.76,
5467,화신,10690,Dec-15,1.76,0.0,4.49,
5468,화신,10690,Dec-16,4.49,0.0,-2.0,
5469,화신,10690,Dec-17,-2.0,0.0,-1.28,
5470,화신,10690,Dec-18,-1.28,1.0,0.12,
5471,화신,10690,Dec-19,0.12,1.0,,
5472,화인베스틸,133820,Dec-14,4.82,0.0,1.33,
5473,화인베스틸,133820,Dec-15,1.33,0.0,1.13,
5474,화인베스틸,133820,Dec-16,1.13,0.0,1.19,
5475,화인베스틸,133820,Dec-17,1.19,0.0,1.44,
5476,화인베스틸,133820,Dec-18,1.44,0.0,-0.57,
5477,화인베스틸,133820,Dec-19,-0.57,0.0,,
5478,효성,4800,Dec-11,1.31,0.0,0.77,
5479,효성,4800,Dec-12,0.77,0.0,2.2,
5480,효성,4800,Dec-13,2.2,0.0,2.9,
5481,효성,4800,Dec-14,2.9,0.0,5.3,
5482,효성,4800,Dec-15,5.3,0.0,5.97,
5483,효성,4800,Dec-16,5.97,0.0,4.4,
5484,효성,4800,Dec-17,4.4,0.0,4.91,
5485,효성,4800,Dec-18,4.91,0.0,6.61,
5486,효성,4800,Dec-19,6.61,0.0,,
5487,후성,93370,Dec-11,4.86,0.0,-0.97,
5488,후성,93370,Dec-12,-0.97,0.0,-3.28,
5489,후성,93370,Dec-13,-3.28,1.0,-1.91,
5490,후성,93370,Dec-14,-1.91,1.0,3.76,
5491,후성,93370,Dec-15,3.76,0.0,9.81,1.0
5492,후성,93370,Dec-16,9.81,0.0,13.84,
5493,후성,93370,Dec-17,13.84,0.0,19.59,
5494,후성,93370,Dec-18,19.59,0.0,3.34,
5495,후성,93370,Dec-19,3.34,0.0,,
5496,휠라홀딩스,81660,Dec-11,8.34,0.0,5.7,
5497,휠라홀딩스,81660,Dec-12,5.7,0.0,7.44,
5498,휠라홀딩스,81660,Dec-13,7.44,0.0,7.28,
5499,휠라홀딩스,81660,Dec-14,7.28,0.0,7.59,
5500,휠라홀딩스,81660,Dec-15,7.59,0.0,0.63,
5501,휠라홀딩스,81660,Dec-16,0.63,0.0,4.11,
5502,휠라홀딩스,81660,Dec-17,4.11,0.0,6.58,
5503,휠라홀딩스,81660,Dec-18,6.58,0.0,8.38,
5504,휠라홀딩스,81660,Dec-19,8.38,0.0,,
5505,휴니드테크놀러지스,5870,Dec-11,0.16,0.0,-1.46,
5506,휴니드테크놀러지스,5870,Dec-12,-1.46,1.0,0.09,
5507,휴니드테크놀러지스,5870,Dec-13,0.09,1.0,0.17,
5508,휴니드테크놀러지스,5870,Dec-14,0.17,1.0,1.16,
5509,휴니드테크놀러지스,5870,Dec-15,1.16,0.0,18.25,1.0
5510,휴니드테크놀러지스,5870,Dec-16,18.25,0.0,12.27,
5511,휴니드테크놀러지스,5870,Dec-17,12.27,0.0,94.91,
5512,휴니드테크놀러지스,5870,Dec-18,94.91,0.0,40.98,
5513,휴니드테크놀러지스,5870,Dec-19,40.98,0.0,,
5514,휴맥스,115160,Dec-11,0.51,0.0,4.58,
5515,휴맥스,115160,Dec-12,4.58,0.0,5.47,
5516,휴맥스,115160,Dec-13,5.47,0.0,5.53,
5517,휴맥스,115160,Dec-14,5.53,0.0,9.7,
5518,휴맥스,115160,Dec-15,9.7,0.0,4.28,
5519,휴맥스,115160,Dec-16,4.28,0.0,0.62,
5520,휴맥스,115160,Dec-17,0.62,0.0,-2.01,
5521,휴맥스,115160,Dec-18,-2.01,1.0,1.11,
5522,휴맥스,115160,Dec-19,1.11,0.0,,1.0
5523,휴맥스홀딩스,28080,Dec-11,35.41,0.0,9.86,
5524,휴맥스홀딩스,28080,Dec-12,9.86,0.0,14.81,
5525,휴맥스홀딩스,28080,Dec-13,14.81,0.0,8.69,
5526,휴맥스홀딩스,28080,Dec-14,8.69,0.0,13.84,
5527,휴맥스홀딩스,28080,Dec-15,13.84,0.0,4.38,
5528,휴맥스홀딩스,28080,Dec-16,4.38,0.0,-12.04,
5529,휴맥스홀딩스,28080,Dec-17,-12.04,0.0,-15.71,
5530,휴맥스홀딩스,28080,Dec-18,-15.71,1.0,1.78,
5531,휴맥스홀딩스,28080,Dec-19,1.78,0.0,,1.0
5532,휴먼엔,32860,Dec-11,1.96,0.0,-0.5,
5533,휴먼엔,32860,Dec-12,-0.5,0.0,-4.26,
5534,휴먼엔,32860,Dec-13,-4.26,1.0,-2.47,
5535,휴먼엔,32860,Dec-14,-2.47,1.0,0.11,
5536,휴먼엔,32860,Dec-15,0.11,1.0,-1.81,
5537,휴먼엔,32860,Dec-16,-1.81,1.0,1.04,
5538,휴먼엔,32860,Dec-17,1.04,0.0,-8.86,1.0
5539,휴먼엔,32860,Dec-18,-8.86,0.0,-1.51,
5540,휴먼엔,32860,Dec-19,-1.51,1.0,,
5541,휴비스,79980,Dec-12,10.41,0.0,10.67,
5542,휴비스,79980,Dec-13,10.67,0.0,10.06,
5543,휴비스,79980,Dec-14,10.06,0.0,4.8,
5544,휴비스,79980,Dec-15,4.8,0.0,2.32,
5545,휴비스,79980,Dec-16,2.32,0.0,4.11,
5546,휴비스,79980,Dec-17,4.11,0.0,4.53,
5547,휴비스,79980,Dec-18,4.53,0.0,0.52,
5548,휴비스,79980,Dec-19,0.52,0.0,,
5549,휴스틸,5010,Dec-11,11.41,0.0,20.85,
5550,휴스틸,5010,Dec-12,20.85,0.0,5.51,
5551,휴스틸,5010,Dec-13,5.51,0.0,5.43,
5552,휴스틸,5010,Dec-14,5.43,0.0,3.4,
5553,휴스틸,5010,Dec-15,3.4,0.0,0.68,
5554,휴스틸,5010,Dec-16,0.68,0.0,4.04,
5555,휴스틸,5010,Dec-17,4.04,0.0,2.99,
5556,휴스틸,5010,Dec-18,2.99,0.0,-3.1,
5557,휴스틸,5010,Dec-19,-3.1,0.0,,
5558,휴엠앤씨,263920,Dec-17,15.06,0.0,-0.53,
5559,휴엠앤씨,263920,Dec-18,-0.53,0.0,0.39,
5560,휴엠앤씨,263920,Dec-19,0.39,1.0,,
5561,희림종합건축사사무소,37440,Dec-11,-0.8,0.0,2.11,
5562,희림종합건축사사무소,37440,Dec-12,2.11,0.0,2.36,
5563,희림종합건축사사무소,37440,Dec-13,2.36,0.0,-3.42,
5564,희림종합건축사사무소,37440,Dec-14,-3.42,0.0,2.47,
5565,희림종합건축사사무소,37440,Dec-15,2.47,0.0,2.0,
5566,희림종합건축사사무소,37440,Dec-16,2.0,0.0,3.82,
5567,희림종합건축사사무소,37440,Dec-17,3.82,0.0,3.28,
5568,희림종합건축사사무소,37440,Dec-18,3.28,0.0,2.88,
5569,희림종합건축사사무소,37440,Dec-19,2.88,0.0,,
5570,힘스,238490,Dec-17,39.32,0.0,-3.65,
5571,힘스,238490,Dec-18,-3.65,0.0,68.43,
5572,힘스,238490,Dec-19,68.43,0.0,,
5573,AJ네트웍스,95570,Dec-15,1.84,0.0,1.43,
5574,AJ네트웍스,95570,Dec-16,1.43,0.0,1.57,
5575,AJ네트웍스,95570,Dec-17,1.57,0.0,-0.58,
5576,AJ네트웍스,95570,Dec-18,-0.58,0.0,0.38,
5577,AJ네트웍스,95570,Dec-19,0.38,1.0,,
5578,KD,44180,Dec-11,0.15,0.0,1.6,
5579,KD,44180,Dec-12,1.6,0.0,-2.06,
5580,KD,44180,Dec-13,-2.06,0.0,-9.32,
5581,KD,44180,Dec-14,-9.32,1.0,1.6,
5582,KD,44180,Dec-15,1.6,0.0,2.3,1.0
5583,KD,44180,Dec-16,2.3,0.0,-9.74,
5584,KD,44180,Dec-17,-9.74,0.0,-3.84,
5585,KD,44180,Dec-18,-3.84,1.0,1.63,
5586,KD,44180,Dec-19,1.63,0.0,,1.0
5587,KG스틸,16380,Dec-11,0.1,0.0,0.08,
5588,KG스틸,16380,Dec-12,0.08,1.0,0.13,
5589,KG스틸,16380,Dec-13,0.13,1.0,-0.85,
5590,KG스틸,16380,Dec-14,-0.85,1.0,0.45,
5591,KG스틸,16380,Dec-15,0.45,1.0,0.83,
5592,KG스틸,16380,Dec-16,0.83,1.0,-0.08,
5593,KG스틸,16380,Dec-17,-0.08,1.0,-0.12,
5594,KG스틸,16380,Dec-18,-0.12,1.0,0.34,
5595,KG스틸,16380,Dec-19,0.34,1.0,,
5596,LG이노텍,11070,Dec-11,-0.42,0.0,0.71,
5597,LG이노텍,11070,Dec-12,0.71,1.0,1.33,
5598,LG이노텍,11070,Dec-13,1.33,0.0,4.07,
5599,LG이노텍,11070,Dec-14,4.07,0.0,4.84,
5600,LG이노텍,11070,Dec-15,4.84,0.0,2.94,
5601,LG이노텍,11070,Dec-16,2.94,0.0,8.91,
5602,LG이노텍,11070,Dec-17,8.91,0.0,4.85,
5603,LG이노텍,11070,Dec-18,4.85,0.0,6.32,
5604,LG이노텍,11070,Dec-19,6.32,0.0,,
5605,OCI,10060,Dec-11,15.3,0.0,1.86,
5606,OCI,10060,Dec-12,1.86,0.0,-1.21,
5607,OCI,10060,Dec-13,-1.21,0.0,0.48,
5608,OCI,10060,Dec-14,0.48,1.0,-1.95,
5609,OCI,10060,Dec-15,-1.95,1.0,1.74,
5610,OCI,10060,Dec-16,1.74,0.0,3.83,1.0
5611,OCI,10060,Dec-17,3.83,0.0,2.31,
5612,OCI,10060,Dec-18,2.31,0.0,-3.29,
5613,OCI,10060,Dec-19,-3.29,0.0,,
5614,SK이노베이션,96770,Dec-11,7.62,0.0,4.99,
5615,SK이노베이션,96770,Dec-12,4.99,0.0,4.98,
5616,SK이노베이션,96770,Dec-13,4.98,0.0,-0.95,
5617,SK이노베이션,96770,Dec-14,-0.95,0.0,7.4,
5618,SK이노베이션,96770,Dec-15,7.4,0.0,12.76,
5619,SK이노베이션,96770,Dec-16,12.76,0.0,15.67,
5620,SK이노베이션,96770,Dec-17,15.67,0.0,8.16,
5621,SK이노베이션,96770,Dec-18,8.16,0.0,3.69,
5622,SK이노베이션,96770,Dec-19,3.69,0.0,,
5623,SNT중공업,3570,Dec-11,48.42,0.0,38.12,
5624,SNT중공업,3570,Dec-12,38.12,0.0,42.38,
5625,SNT중공업,3570,Dec-13,42.38,0.0,-10.19,
5626,SNT중공업,3570,Dec-14,-10.19,0.0,126.48,
5627,SNT중공업,3570,Dec-15,126.48,0.0,-6.0,
5628,SNT중공업,3570,Dec-16,-6.0,0.0,-174.41,
5629,SNT중공업,3570,Dec-17,-174.41,1.0,11.6,
5630,SNT중공업,3570,Dec-18,11.6,0.0,31.85,1.0
5631,SNT중공업,3570,Dec-19,31.85,0.0,,
5632,ST엔진,77970,Dec-11,2.49,0.0,0.43,
5633,ST엔진,77970,Dec-12,0.43,0.0,-0.8,
5634,ST엔진,77970,Dec-13,-0.8,1.0,0.24,
5635,ST엔진,77970,Dec-14,0.24,1.0,0.23,
5636,ST엔진,77970,Dec-15,0.23,1.0,0.2,
5637,ST엔진,77970,Dec-16,0.2,1.0,0.53,
5638,ST엔진,77970,Dec-17,0.53,1.0,1.37,
5639,ST엔진,77970,Dec-18,1.37,0.0,1.95,1.0
5640,ST엔진,77970,Dec-19,1.95,0.0,,
5641,ST중공업,71970,Dec-11,1.35,0.0,1.12,
5642,ST중공업,71970,Dec-12,1.12,0.0,-3.42,
5643,ST중공업,71970,Dec-13,-3.42,0.0,-0.73,
5644,ST중공업,71970,Dec-14,-0.73,1.0,0.16,
5645,ST중공업,71970,Dec-15,0.16,1.0,-1.98,
5646,ST중공업,71970,Dec-16,-1.98,1.0,1.49,
5647,ST중공업,71970,Dec-17,1.49,0.0,-0.85,1.0
5648,ST중공업,71970,Dec-18,-0.85,0.0,-1.72,
5649,ST중공업,71970,Dec-19,-1.72,1.0,,
5650,가온미디어,78890,Dec-11,-3.29,0.0,2.2,
5651,가온미디어,78890,Dec-12,2.2,0.0,5.54,
5652,가온미디어,78890,Dec-13,5.54,0.0,13.28,
5653,가온미디어,78890,Dec-14,13.28,0.0,18.08,
5654,가온미디어,78890,Dec-15,18.08,0.0,20.44,
5655,가온미디어,78890,Dec-16,20.44,0.0,13.13,
5656,가온미디어,78890,Dec-17,13.13,0.0,3.2,
5657,가온미디어,78890,Dec-18,3.2,0.0,7.63,
5658,가온미디어,78890,Dec-19,7.63,0.0,,
5659,감성코퍼레이션,36620,Dec-11,-1.35,0.0,-2.01,
5660,감성코퍼레이션,36620,Dec-12,-2.01,1.0,-2.59,
5661,감성코퍼레이션,36620,Dec-13,-2.59,1.0,0.29,
5662,감성코퍼레이션,36620,Dec-14,0.29,1.0,0.2,
5663,감성코퍼레이션,36620,Dec-15,0.2,1.0,-0.93,
5664,감성코퍼레이션,36620,Dec-16,-0.93,1.0,0.04,
5665,감성코퍼레이션,36620,Dec-17,0.04,1.0,-13.18,
5666,감성코퍼레이션,36620,Dec-18,-13.18,1.0,-1.5,
5667,감성코퍼레이션,36620,Dec-19,-1.5,1.0,,
5668,강남제비스코,860,Dec-11,88.9,0.0,138.03,
5669,강남제비스코,860,Dec-12,138.03,0.0,139.34,
5670,강남제비스코,860,Dec-13,139.34,0.0,285.46,
5671,강남제비스코,860,Dec-14,285.46,0.0,264.46,
5672,강남제비스코,860,Dec-15,264.46,0.0,287.41,
5673,강남제비스코,860,Dec-16,287.41,0.0,128.88,
5674,강남제비스코,860,Dec-17,128.88,0.0,14.75,
5675,강남제비스코,860,Dec-18,14.75,0.0,-9.01,
5676,강남제비스코,860,Dec-19,-9.01,0.0,,
5677,경남제약,53950,Dec-11,0.74,0.0,1.23,
5678,경남제약,53950,Dec-12,1.23,0.0,0.19,
5679,경남제약,53950,Dec-13,0.19,0.0,1.7,
5680,경남제약,53950,Dec-14,1.7,0.0,4.25,
5681,경남제약,53950,Dec-15,4.25,0.0,5.04,
5682,경남제약,53950,Dec-16,5.04,0.0,3.26,
5683,경남제약,53950,Dec-17,3.26,0.0,-0.64,
5684,경남제약,53950,Dec-18,-0.64,0.0,-9.74,
5685,경남제약,53950,Dec-19,-9.74,1.0,,
5686,경인전자,9140,Dec-11,7777.0,0.0,7777.0,
5687,경인전자,9140,Dec-12,7777.0,0.0,7777.0,
5688,경인전자,9140,Dec-13,7777.0,0.0,7777.0,
5689,경인전자,9140,Dec-14,7777.0,0.0,7777.0,
5690,경인전자,9140,Dec-15,7777.0,0.0,7777.0,
5691,경인전자,9140,Dec-16,7777.0,0.0,-7777.0,
5692,경인전자,9140,Dec-17,-7777.0,0.0,-7777.0,
5693,경인전자,9140,Dec-18,-7777.0,1.0,-7777.0,
5694,경인전자,9140,Dec-19,-7777.0,1.0,,
5695,경창산업,24910,Dec-11,0.48,0.0,0.94,
5696,경창산업,24910,Dec-12,0.94,1.0,2.83,
5697,경창산업,24910,Dec-13,2.83,0.0,2.73,1.0
5698,경창산업,24910,Dec-14,2.73,0.0,2.44,
5699,경창산업,24910,Dec-15,2.44,0.0,2.82,
5700,경창산업,24910,Dec-16,2.82,0.0,-0.25,
5701,경창산업,24910,Dec-17,-0.25,0.0,1.25,
5702,경창산업,24910,Dec-18,1.25,0.0,-1.17,
5703,경창산업,24910,Dec-19,-1.17,0.0,,
5704,계룡건설산업,13580,Dec-11,1.53,0.0,1.45,
5705,계룡건설산업,13580,Dec-12,1.45,0.0,-1.77,
5706,계룡건설산업,13580,Dec-13,-1.77,0.0,-4.23,
5707,계룡건설산업,13580,Dec-14,-4.23,1.0,1.99,
5708,계룡건설산업,13580,Dec-15,1.99,0.0,4.39,1.0
5709,계룡건설산업,13580,Dec-16,4.39,0.0,6.64,
5710,계룡건설산업,13580,Dec-17,6.64,0.0,8.58,
5711,계룡건설산업,13580,Dec-18,8.58,0.0,6.73,
5712,계룡건설산업,13580,Dec-19,6.73,0.0,,
5713,광전자,17900,Dec-11,0.2,0.0,-3.78,
5714,광전자,17900,Dec-12,-3.78,1.0,-17.15,
5715,광전자,17900,Dec-13,-17.15,1.0,-2101.24,
5716,광전자,17900,Dec-14,-2101.24,1.0,-1187.88,
5717,광전자,17900,Dec-15,-1187.88,1.0,-269.91,
5718,광전자,17900,Dec-16,-269.91,1.0,784.21,
5719,광전자,17900,Dec-17,784.21,0.0,264.67,1.0
5720,광전자,17900,Dec-18,264.67,0.0,-19.13,
5721,광전자,17900,Dec-19,-19.13,0.0,,
5722,광진실업,26910,Dec-11,5.56,0.0,1.83,
5723,광진실업,26910,Dec-12,1.83,0.0,-0.16,
5724,광진실업,26910,Dec-13,-0.16,0.0,2.32,
5725,광진실업,26910,Dec-14,2.32,0.0,-0.63,
5726,광진실업,26910,Dec-15,-0.63,0.0,0.38,
5727,광진실업,26910,Dec-16,0.38,1.0,3.84,
5728,광진실업,26910,Dec-17,3.84,0.0,1.62,1.0
5729,광진실업,26910,Dec-18,1.62,0.0,-10.15,
5730,광진실업,26910,Dec-19,-10.15,0.0,,
5731,국일신동,60480,Dec-14,5.46,0.0,4.99,
5732,국일신동,60480,Dec-15,4.99,0.0,7.7,
5733,국일신동,60480,Dec-16,7.7,0.0,817.49,
5734,국일신동,60480,Dec-17,817.49,0.0,33.33,
5735,국일신동,60480,Dec-18,33.33,0.0,-7.9,
5736,국일신동,60480,Dec-19,-7.9,0.0,,
5737,국제약품,2720,Dec-12,-8.9,0.0,0.75,
5738,국제약품,2720,Dec-13,0.75,1.0,-1.03,
5739,국제약품,2720,Dec-14,-1.03,1.0,1.53,
5740,국제약품,2720,Dec-15,1.53,0.0,3.34,1.0
5741,국제약품,2720,Dec-16,3.34,0.0,2.89,
5742,국제약품,2720,Dec-17,2.89,0.0,3.65,
5743,국제약품,2720,Dec-18,3.65,0.0,6.46,
5744,국제약품,2720,Dec-19,6.46,0.0,,
5745,글로본,19660,Dec-17,-901.58,0.0,0.93,
5746,글로본,19660,Dec-18,0.93,1.0,-2.17,
5747,글로본,19660,Dec-19,-2.17,1.0,,
5748,금강공업,14280,Dec-11,0.91,0.0,1.88,
5749,금강공업,14280,Dec-12,1.88,0.0,2.55,
5750,금강공업,14280,Dec-13,2.55,0.0,3.38,
5751,금강공업,14280,Dec-14,3.38,0.0,3.21,
5752,금강공업,14280,Dec-15,3.21,0.0,6.3,
5753,금강공업,14280,Dec-16,6.3,0.0,4.93,
5754,금강공업,14280,Dec-17,4.93,0.0,2.26,
5755,금강공업,14280,Dec-18,2.26,0.0,0.2,
5756,금강공업,14280,Dec-19,0.2,0.0,,
5757,금호건설,2990,Dec-11,0.48,0.0,-1.6,
5758,금호건설,2990,Dec-12,-1.6,1.0,1.09,
5759,금호건설,2990,Dec-13,1.09,0.0,1.22,1.0
5760,금호건설,2990,Dec-14,1.22,0.0,1.3,
5761,금호건설,2990,Dec-15,1.3,0.0,2.77,
5762,금호건설,2990,Dec-16,2.77,0.0,2.45,
5763,금호건설,2990,Dec-17,2.45,0.0,4.23,
5764,금호건설,2990,Dec-18,4.23,0.0,5.52,
5765,금호건설,2990,Dec-19,5.52,0.0,,
5766,금호전기,1210,Dec-11,1.32,0.0,-1.19,
5767,금호전기,1210,Dec-12,-1.19,0.0,-0.35,
5768,금호전기,1210,Dec-13,-0.35,1.0,0.35,
5769,금호전기,1210,Dec-14,0.35,1.0,-0.97,
5770,금호전기,1210,Dec-15,-0.97,1.0,0.62,
5771,금호전기,1210,Dec-16,0.62,1.0,-0.1,
5772,금호전기,1210,Dec-17,-0.1,1.0,-5.34,
5773,금호전기,1210,Dec-18,-5.34,1.0,-0.57,
5774,금호전기,1210,Dec-19,-0.57,1.0,,
5775,금호타이어,73240,Dec-11,0.97,0.0,2.0,
5776,금호타이어,73240,Dec-12,2.0,0.0,2.12,
5777,금호타이어,73240,Dec-13,2.12,0.0,2.47,
5778,금호타이어,73240,Dec-14,2.47,0.0,1.23,
5779,금호타이어,73240,Dec-15,1.23,0.0,1.06,
5780,금호타이어,73240,Dec-16,1.06,0.0,-1.29,
5781,금호타이어,73240,Dec-17,-1.29,0.0,-0.86,
5782,금호타이어,73240,Dec-18,-0.86,1.0,0.59,
5783,금호타이어,73240,Dec-19,0.59,1.0,,
5784,깨끗한나라,4540,Dec-11,1.32,0.0,2.13,
5785,깨끗한나라,4540,Dec-12,2.13,0.0,4.69,
5786,깨끗한나라,4540,Dec-13,4.69,0.0,1.69,
5787,깨끗한나라,4540,Dec-14,1.69,0.0,0.99,
5788,깨끗한나라,4540,Dec-15,0.99,0.0,3.79,
5789,깨끗한나라,4540,Dec-16,3.79,0.0,-5.38,
5790,깨끗한나라,4540,Dec-17,-5.38,0.0,-3.58,
5791,깨끗한나라,4540,Dec-18,-3.58,1.0,0.46,
5792,깨끗한나라,4540,Dec-19,0.46,1.0,,
5793,나노캠텍,91970,Dec-11,3.99,0.0,5.44,
5794,나노캠텍,91970,Dec-12,5.44,0.0,6.74,
5795,나노캠텍,91970,Dec-13,6.74,0.0,3.55,
5796,나노캠텍,91970,Dec-14,3.55,0.0,-11.47,
5797,나노캠텍,91970,Dec-15,-11.47,0.0,-7.34,
5798,나노캠텍,91970,Dec-16,-7.34,1.0,-6.81,
5799,나노캠텍,91970,Dec-17,-6.81,1.0,5.77,
5800,나노캠텍,91970,Dec-18,5.77,0.0,8.66,1.0
5801,나노캠텍,91970,Dec-19,8.66,0.0,,
5802,남광토건,1260,Dec-11,-2.97,0.0,-5.24,
5803,남광토건,1260,Dec-12,-5.24,1.0,-1.08,
5804,남광토건,1260,Dec-13,-1.08,1.0,-1.12,
5805,남광토건,1260,Dec-14,-1.12,1.0,-4.46,
5806,남광토건,1260,Dec-15,-4.46,1.0,-69.14,
5807,남광토건,1260,Dec-16,-69.14,1.0,13.84,
5808,남광토건,1260,Dec-17,13.84,0.0,84.28,1.0
5809,남광토건,1260,Dec-18,84.28,0.0,8.85,
5810,남광토건,1260,Dec-19,8.85,0.0,,
5811,남양유업,3920,Dec-11,7777.0,0.0,7777.0,
5812,남양유업,3920,Dec-12,7777.0,0.0,-7777.0,
5813,남양유업,3920,Dec-13,-7777.0,0.0,-7777.0,
5814,남양유업,3920,Dec-14,-7777.0,1.0,7777.0,
5815,남양유업,3920,Dec-15,7777.0,0.0,7777.0,
5816,남양유업,3920,Dec-16,7777.0,0.0,7777.0,
