,회사명,거래소코드,회계년도,이자보상배율,부실기업,이보배2,회생여부
1337,블루콤,33560,Dec-16,521.86,0.0,932.47,
1338,블루콤,33560,Dec-17,932.47,0.0,1087.83,
1339,블루콤,33560,Dec-18,1087.83,0.0,-1129.07,
1340,블루콤,33560,Dec-19,-1129.07,0.0,,
1341,비덴트,121800,Dec-13,2.13,0.0,4.68,
1342,비덴트,121800,Dec-14,4.68,0.0,-6.47,
1343,비덴트,121800,Dec-15,-6.47,0.0,-3.93,
1344,비덴트,121800,Dec-16,-3.93,1.0,-6.15,
1345,비덴트,121800,Dec-17,-6.15,1.0,1.08,
1346,비덴트,121800,Dec-18,1.08,0.0,-1.13,
1347,비덴트,121800,Dec-19,-1.13,0.0,,
1348,비보존헬스케어,82800,Dec-11,-2.93,0.0,5.92,
1349,비보존헬스케어,82800,Dec-12,5.92,0.0,3.25,
1350,비보존헬스케어,82800,Dec-13,3.25,0.0,-3.28,
1351,비보존헬스케어,82800,Dec-14,-3.28,0.0,-16.26,
1352,비보존헬스케어,82800,Dec-15,-16.26,1.0,0.79,
1353,비보존헬스케어,82800,Dec-16,0.79,1.0,-7.38,
1354,비보존헬스케어,82800,Dec-17,-7.38,1.0,-7.54,
1355,비보존헬스케어,82800,Dec-18,-7.54,1.0,-0.26,
1356,비보존헬스케어,82800,Dec-19,-0.26,1.0,,
1357,비비안,2070,Dec-11,7.35,0.0,-0.74,
1358,비비안,2070,Dec-12,-0.74,0.0,-3.13,
1359,비비안,2070,Dec-13,-3.13,1.0,-8.39,
1360,비비안,2070,Dec-14,-8.39,1.0,-8.87,
1361,비비안,2070,Dec-15,-8.87,1.0,-3.86,
1362,비비안,2070,Dec-16,-3.86,1.0,-2.59,
1363,비비안,2070,Dec-17,-2.59,1.0,-7.86,
1364,비비안,2070,Dec-18,-7.86,1.0,-0.5,
1365,비비안,2070,Dec-19,-0.5,1.0,,
1366,비씨월드제약,200780,Dec-14,6.45,0.0,60.07,
1367,비씨월드제약,200780,Dec-15,60.07,0.0,32.19,
1368,비씨월드제약,200780,Dec-16,32.19,0.0,34.25,
1369,비씨월드제약,200780,Dec-17,34.25,0.0,23.93,
1370,비씨월드제약,200780,Dec-18,23.93,0.0,-0.75,
1371,비씨월드제약,200780,Dec-19,-0.75,0.0,,
1372,비아트론,141000,Dec-12,7777.0,0.0,6.46,
1373,비아트론,141000,Dec-13,6.46,0.0,0.72,
1374,비아트론,141000,Dec-14,0.72,0.0,139.75,
1375,비아트론,141000,Dec-15,139.75,0.0,7777.0,
1376,비아트론,141000,Dec-16,7777.0,0.0,7777.0,
1377,비아트론,141000,Dec-17,7777.0,0.0,7777.0,
1378,비아트론,141000,Dec-18,7777.0,0.0,853.14,
1379,비아트론,141000,Dec-19,853.14,0.0,,
1380,비에이치,90460,Dec-11,3.3,0.0,5.85,
1381,비에이치,90460,Dec-12,5.85,0.0,7.18,
1382,비에이치,90460,Dec-13,7.18,0.0,3.97,
1383,비에이치,90460,Dec-14,3.97,0.0,2.03,
1384,비에이치,90460,Dec-15,2.03,0.0,-4.39,
1385,비에이치,90460,Dec-16,-4.39,0.0,11.72,
1386,비에이치,90460,Dec-17,11.72,0.0,11.18,
1387,비에이치,90460,Dec-18,11.18,0.0,11.17,
1388,비에이치,90460,Dec-19,11.17,0.0,,
1389,비엘팜텍,65170,Dec-11,1.6,0.0,1.11,
1390,비엘팜텍,65170,Dec-12,1.11,0.0,1.12,
1391,비엘팜텍,65170,Dec-13,1.12,0.0,1.53,
1392,비엘팜텍,65170,Dec-14,1.53,0.0,-0.15,
1393,비엘팜텍,65170,Dec-15,-0.15,0.0,1.51,
1394,비엘팜텍,65170,Dec-16,1.51,0.0,1.58,
1395,비엘팜텍,65170,Dec-17,1.58,0.0,1.75,
1396,비엘팜텍,65170,Dec-18,1.75,0.0,-2.5,
1397,비엘팜텍,65170,Dec-19,-2.5,0.0,,
1398,비엠티,86670,Dec-11,3.35,0.0,2.62,
1399,비엠티,86670,Dec-12,2.62,0.0,8.61,
1400,비엠티,86670,Dec-13,8.61,0.0,5.88,
1401,비엠티,86670,Dec-14,5.88,0.0,2.66,
1402,비엠티,86670,Dec-15,2.66,0.0,-1.5,
1403,비엠티,86670,Dec-16,-1.5,0.0,7.68,
1404,비엠티,86670,Dec-17,7.68,0.0,9.91,
1405,비엠티,86670,Dec-18,9.91,0.0,6.85,
1406,비엠티,86670,Dec-19,6.85,0.0,,
1407,비트컴퓨터,32850,Dec-11,3.99,0.0,1.54,
1408,비트컴퓨터,32850,Dec-12,1.54,0.0,2.03,
1409,비트컴퓨터,32850,Dec-13,2.03,0.0,4.82,
1410,비트컴퓨터,32850,Dec-14,4.82,0.0,14.85,
1411,비트컴퓨터,32850,Dec-15,14.85,0.0,16.35,
1412,비트컴퓨터,32850,Dec-16,16.35,0.0,30.8,
1413,비트컴퓨터,32850,Dec-17,30.8,0.0,-27.27,
1414,비트컴퓨터,32850,Dec-18,-27.27,0.0,35.2,
1415,비트컴퓨터,32850,Dec-19,35.2,0.0,,
1416,빅텍,65450,Dec-11,-55.71,0.0,-48.21,
1417,빅텍,65450,Dec-12,-48.21,1.0,10.14,
1418,빅텍,65450,Dec-13,10.14,0.0,18.92,
1419,빅텍,65450,Dec-14,18.92,0.0,14.69,
1420,빅텍,65450,Dec-15,14.69,0.0,-8.26,
1421,빅텍,65450,Dec-16,-8.26,0.0,-14.88,
1422,빅텍,65450,Dec-17,-14.88,1.0,3.56,
1423,빅텍,65450,Dec-18,3.56,0.0,6.51,1.0
1424,빅텍,65450,Dec-19,6.51,0.0,,
1425,사조오양,6090,Dec-11,3.11,0.0,2.72,
1426,사조오양,6090,Dec-12,2.72,0.0,0.34,
1427,사조오양,6090,Dec-13,0.34,0.0,-1.68,
1428,사조오양,6090,Dec-14,-1.68,1.0,2.89,
1429,사조오양,6090,Dec-15,2.89,0.0,5.93,
1430,사조오양,6090,Dec-16,5.93,0.0,7.13,
1431,사조오양,6090,Dec-17,7.13,0.0,4.03,
1432,사조오양,6090,Dec-18,4.03,0.0,7.18,
1433,사조오양,6090,Dec-19,7.18,0.0,,
1434,삼양사,145990,Dec-11,-31.29,0.0,4.61,
1435,삼양사,145990,Dec-12,4.61,0.0,10.84,
1436,삼양사,145990,Dec-13,10.84,0.0,24.07,
1437,삼양사,145990,Dec-14,24.07,0.0,8.2,
1438,삼양사,145990,Dec-15,8.2,0.0,10.26,
1439,삼양사,145990,Dec-16,10.26,0.0,5.56,
1440,삼양사,145990,Dec-17,5.56,0.0,5.94,
1441,삼양사,145990,Dec-18,5.94,0.0,3.57,
1442,삼양사,145990,Dec-19,3.57,0.0,,
1443,삼양홀딩스,70,Dec-11,3.76,0.0,1.4,
1444,삼양홀딩스,70,Dec-12,1.4,0.0,0.14,
1445,삼양홀딩스,70,Dec-13,0.14,0.0,4.14,
1446,삼양홀딩스,70,Dec-14,4.14,0.0,4.89,
1447,삼양홀딩스,70,Dec-15,4.89,0.0,5.83,
1448,삼양홀딩스,70,Dec-16,5.83,0.0,4.04,
1449,삼양홀딩스,70,Dec-17,4.04,0.0,5.67,
1450,삼양홀딩스,70,Dec-18,5.67,0.0,2.56,
1451,삼양홀딩스,70,Dec-19,2.56,0.0,,
1452,삼익악기,2450,Dec-11,1.32,0.0,1.44,
1453,삼익악기,2450,Dec-12,1.44,0.0,2.22,
1454,삼익악기,2450,Dec-13,2.22,0.0,4.0,
1455,삼익악기,2450,Dec-14,4.0,0.0,3.79,
1456,삼익악기,2450,Dec-15,3.79,0.0,3.13,
1457,삼익악기,2450,Dec-16,3.13,0.0,0.49,
1458,삼익악기,2450,Dec-17,0.49,0.0,1.93,
1459,삼익악기,2450,Dec-18,1.93,0.0,2.34,
1460,삼익악기,2450,Dec-19,2.34,0.0,,
1461,삼일,32280,Dec-11,1.98,0.0,1.1,
1462,삼일,32280,Dec-12,1.1,0.0,1.76,
1463,삼일,32280,Dec-13,1.76,0.0,1.25,
1464,삼일,32280,Dec-14,1.25,0.0,0.42,
1465,삼일,32280,Dec-15,0.42,0.0,7.57,
1466,삼일,32280,Dec-16,7.57,0.0,9.29,
1467,삼일,32280,Dec-17,9.29,0.0,11.58,
1468,삼일,32280,Dec-18,11.58,0.0,5.66,
1469,삼일,32280,Dec-19,5.66,0.0,,
1470,삼진,32750,Dec-11,-0.11,0.0,7.01,
1471,삼진,32750,Dec-12,7.01,0.0,15.17,
1472,삼진,32750,Dec-13,15.17,0.0,13.27,
1473,삼진,32750,Dec-14,13.27,0.0,18.91,
1474,삼진,32750,Dec-15,18.91,0.0,34.86,
1475,삼진,32750,Dec-16,34.86,0.0,67.59,
1476,삼진,32750,Dec-17,67.59,0.0,165.66,
1477,삼진,32750,Dec-18,165.66,0.0,132559.59,
1478,삼진,32750,Dec-19,132559.59,0.0,,
1479,삼진엘앤디,54090,Dec-11,3.49,0.0,1.99,
1480,삼진엘앤디,54090,Dec-12,1.99,0.0,2.39,
1481,삼진엘앤디,54090,Dec-13,2.39,0.0,-0.73,
1482,삼진엘앤디,54090,Dec-14,-0.73,0.0,7.47,
1483,삼진엘앤디,54090,Dec-15,7.47,0.0,0.34,
1484,삼진엘앤디,54090,Dec-16,0.34,0.0,-2.36,
1485,삼진엘앤디,54090,Dec-17,-2.36,1.0,4.28,
1486,삼진엘앤디,54090,Dec-18,4.28,0.0,2.08,
1487,삼진엘앤디,54090,Dec-19,2.08,0.0,,
1488,삼표시멘트,38500,Dec-11,-0.51,0.0,0.54,
1489,삼표시멘트,38500,Dec-12,0.54,1.0,-0.07,
1490,삼표시멘트,38500,Dec-13,-0.07,1.0,1.0,
1491,삼표시멘트,38500,Dec-14,1.0,0.0,1.28,1.0
1492,삼표시멘트,38500,Dec-15,1.28,0.0,2.35,
1493,삼표시멘트,38500,Dec-16,2.35,0.0,2.82,
1494,삼표시멘트,38500,Dec-17,2.82,0.0,0.04,
1495,삼표시멘트,38500,Dec-18,0.04,0.0,2.23,
1496,삼표시멘트,38500,Dec-19,2.23,0.0,,
1497,삼화네트웍스,46390,Dec-11,7.53,0.0,-11.84,
1498,삼화네트웍스,46390,Dec-12,-11.84,0.0,7777.0,
1499,삼화네트웍스,46390,Dec-13,7777.0,0.0,-7777.0,
1500,삼화네트웍스,46390,Dec-14,-7777.0,0.0,-7777.0,
1501,삼화네트웍스,46390,Dec-15,-7777.0,1.0,7777.0,
1502,삼화네트웍스,46390,Dec-16,7777.0,0.0,-7777.0,1.0
1503,삼화네트웍스,46390,Dec-17,-7777.0,0.0,-7777.0,
1504,삼화네트웍스,46390,Dec-18,-7777.0,1.0,7.24,
1505,삼화네트웍스,46390,Dec-19,7.24,0.0,,1.0
1506,상보,27580,Dec-11,3.65,0.0,2.2,
1507,상보,27580,Dec-12,2.2,0.0,3.44,
1508,상보,27580,Dec-13,3.44,0.0,0.38,
1509,상보,27580,Dec-14,0.38,0.0,-0.53,
1510,상보,27580,Dec-15,-0.53,1.0,-3.63,
1511,상보,27580,Dec-16,-3.63,1.0,-1.13,
1512,상보,27580,Dec-17,-1.13,1.0,0.62,
1513,상보,27580,Dec-18,0.62,1.0,-1.17,
1514,상보,27580,Dec-19,-1.17,1.0,,
1515,상상인인더스트리,101000,Dec-11,-11.5,0.0,-2.67,
1516,상상인인더스트리,101000,Dec-12,-2.67,1.0,1.2,
1517,상상인인더스트리,101000,Dec-13,1.2,0.0,2.04,1.0
1518,상상인인더스트리,101000,Dec-14,2.04,0.0,3.7,
1519,상상인인더스트리,101000,Dec-15,3.7,0.0,9.6,
1520,상상인인더스트리,101000,Dec-16,9.6,0.0,-1.21,
1521,상상인인더스트리,101000,Dec-17,-1.21,0.0,-7.37,
1522,상상인인더스트리,101000,Dec-18,-7.37,1.0,-0.79,
1523,상상인인더스트리,101000,Dec-19,-0.79,1.0,,
1524,상지카일룸,42940,Dec-11,-3.08,0.0,-5.95,
1525,상지카일룸,42940,Dec-12,-5.95,1.0,-4.34,
1526,상지카일룸,42940,Dec-13,-4.34,1.0,-10.95,
1527,상지카일룸,42940,Dec-14,-10.95,1.0,0.3,
1528,상지카일룸,42940,Dec-15,0.3,1.0,-4.81,
1529,상지카일룸,42940,Dec-16,-4.81,1.0,-6.78,
1530,상지카일룸,42940,Dec-17,-6.78,1.0,1.05,
1531,상지카일룸,42940,Dec-18,1.05,0.0,0.09,1.0
1532,상지카일룸,42940,Dec-19,0.09,0.0,,
1533,새로닉스,42600,Dec-11,0.11,0.0,4.17,
1534,새로닉스,42600,Dec-12,4.17,0.0,5.44,
1535,새로닉스,42600,Dec-13,5.44,0.0,16.93,
1536,새로닉스,42600,Dec-14,16.93,0.0,17.1,
1537,새로닉스,42600,Dec-15,17.1,0.0,9.77,
1538,새로닉스,42600,Dec-16,9.77,0.0,0.28,
1539,새로닉스,42600,Dec-17,0.28,0.0,5.93,
1540,새로닉스,42600,Dec-18,5.93,0.0,0.1,
1541,새로닉스,42600,Dec-19,0.1,0.0,,
1542,서부티엔디,6730,Dec-11,0.88,0.0,0.7,
1543,서부티엔디,6730,Dec-12,0.7,1.0,0.9,
1544,서부티엔디,6730,Dec-13,0.9,1.0,1.05,
1545,서부티엔디,6730,Dec-14,1.05,0.0,1.31,1.0
1546,서부티엔디,6730,Dec-15,1.31,0.0,1.39,
1547,서부티엔디,6730,Dec-16,1.39,0.0,-1.03,
1548,서부티엔디,6730,Dec-17,-1.03,0.0,0.0,
1549,서부티엔디,6730,Dec-18,0.0,0.0,0.48,
1550,서부티엔디,6730,Dec-19,0.48,0.0,,
1551,서산,79650,Dec-11,1245.89,0.0,7777.0,
1552,서산,79650,Dec-12,7777.0,0.0,1866.89,
1553,서산,79650,Dec-13,1866.89,0.0,1458.11,
1554,서산,79650,Dec-14,1458.11,0.0,1929.46,
1555,서산,79650,Dec-15,1929.46,0.0,1935.53,
1556,서산,79650,Dec-16,1935.53,0.0,1899.36,
1557,서산,79650,Dec-17,1899.36,0.0,-7777.0,
1558,서산,79650,Dec-18,-7777.0,0.0,-2188.81,
1559,서산,79650,Dec-19,-2188.81,1.0,,
1560,서연,7860,Dec-11,46.87,0.0,6.4,
1561,서연,7860,Dec-12,6.4,0.0,12.61,
1562,서연,7860,Dec-13,12.61,0.0,12.92,
1563,서연,7860,Dec-14,12.92,0.0,7.82,
1564,서연,7860,Dec-15,7.82,0.0,5.61,
1565,서연,7860,Dec-16,5.61,0.0,-0.8,
1566,서연,7860,Dec-17,-0.8,0.0,0.2,
1567,서연,7860,Dec-18,0.2,1.0,1.35,
1568,서연,7860,Dec-19,1.35,0.0,,1.0
1569,서연이화,200880,Dec-14,12.56,0.0,10.74,
1570,서연이화,200880,Dec-15,10.74,0.0,7.92,
1571,서연이화,200880,Dec-16,7.92,0.0,-0.83,
1572,서연이화,200880,Dec-17,-0.83,0.0,0.6,
1573,서연이화,200880,Dec-18,0.6,1.0,1.13,
1574,서연이화,200880,Dec-19,1.13,0.0,,1.0
1575,서연탑메탈,19770,Dec-11,45.3,0.0,43.53,
1576,서연탑메탈,19770,Dec-12,43.53,0.0,22.14,
1577,서연탑메탈,19770,Dec-13,22.14,0.0,32.12,
1578,서연탑메탈,19770,Dec-14,32.12,0.0,3.91,
1579,서연탑메탈,19770,Dec-15,3.91,0.0,3.35,
1580,서연탑메탈,19770,Dec-16,3.35,0.0,2.39,
1581,서연탑메탈,19770,Dec-17,2.39,0.0,-0.47,
1582,서연탑메탈,19770,Dec-18,-0.47,0.0,0.15,
1583,서연탑메탈,19770,Dec-19,0.15,1.0,,
1584,서울리거,43710,Dec-11,7777.0,0.0,61.31,
1585,서울리거,43710,Dec-12,61.31,0.0,-15.81,
1586,서울리거,43710,Dec-13,-15.81,0.0,-19.41,
1587,서울리거,43710,Dec-14,-19.41,1.0,-20.21,
1588,서울리거,43710,Dec-15,-20.21,1.0,-5.07,
1589,서울리거,43710,Dec-16,-5.07,1.0,-7777.0,
1590,서울리거,43710,Dec-17,-7777.0,1.0,-1.01,
1591,서울리거,43710,Dec-18,-1.01,1.0,-4.74,
1592,서울리거,43710,Dec-19,-4.74,1.0,,
1593,서울옥션,63170,Dec-11,-6.08,0.0,3.86,
1594,서울옥션,63170,Dec-12,3.86,0.0,6.1,
1595,서울옥션,63170,Dec-13,6.1,0.0,13.56,
1596,서울옥션,63170,Dec-14,13.56,0.0,33.52,
1597,서울옥션,63170,Dec-15,33.52,0.0,10.95,
1598,서울옥션,63170,Dec-16,10.95,0.0,6.01,
1599,서울옥션,63170,Dec-17,6.01,0.0,5.95,
1600,서울옥션,63170,Dec-18,5.95,0.0,-1.82,
1601,서울옥션,63170,Dec-19,-1.82,0.0,,
1602,서울제약,18680,Dec-11,2.73,0.0,7.16,
1603,서울제약,18680,Dec-12,7.16,0.0,3.46,
1604,서울제약,18680,Dec-13,3.46,0.0,3.16,
1605,서울제약,18680,Dec-14,3.16,0.0,0.64,
1606,서울제약,18680,Dec-15,0.64,0.0,-0.95,
1607,서울제약,18680,Dec-16,-0.95,1.0,-3.14,
1608,서울제약,18680,Dec-17,-3.14,1.0,-3.37,
1609,서울제약,18680,Dec-18,-3.37,1.0,2.58,
1610,서울제약,18680,Dec-19,2.58,0.0,,1.0
1611,서원,21050,Dec-11,0.95,0.0,0.58,
1612,서원,21050,Dec-12,0.58,1.0,-0.32,
1613,서원,21050,Dec-13,-0.32,1.0,0.83,
1614,서원,21050,Dec-14,0.83,1.0,-1.44,
1615,서원,21050,Dec-15,-1.44,1.0,1.9,
1616,서원,21050,Dec-16,1.9,0.0,2.22,1.0
1617,서원,21050,Dec-17,2.22,0.0,1.71,
1618,서원,21050,Dec-18,1.71,0.0,1.67,
1619,서원,21050,Dec-19,1.67,0.0,,
1620,서전기전,189860,Dec-14,234.85,0.0,-6436.21,
1621,서전기전,189860,Dec-15,-6436.21,0.0,324.07,
1622,서전기전,189860,Dec-16,324.07,0.0,8671.27,
1623,서전기전,189860,Dec-17,8671.27,0.0,131.25,
1624,서전기전,189860,Dec-18,131.25,0.0,5.98,
1625,서전기전,189860,Dec-19,5.98,0.0,,
1626,서한,11370,Dec-11,-5.42,0.0,5.2,
1627,서한,11370,Dec-12,5.2,0.0,8.57,
1628,서한,11370,Dec-13,8.57,0.0,50.39,
1629,서한,11370,Dec-14,50.39,0.0,15.2,
1630,서한,11370,Dec-15,15.2,0.0,29.1,
1631,서한,11370,Dec-16,29.1,0.0,59.42,
1632,서한,11370,Dec-17,59.42,0.0,80.02,
1633,서한,11370,Dec-18,80.02,0.0,16.1,
1634,서한,11370,Dec-19,16.1,0.0,,
1635,서희건설,35890,Dec-11,0.76,0.0,0.47,
1636,서희건설,35890,Dec-12,0.47,1.0,1.07,
1637,서희건설,35890,Dec-13,1.07,0.0,2.93,1.0
1638,서희건설,35890,Dec-14,2.93,0.0,3.07,
1639,서희건설,35890,Dec-15,3.07,0.0,8.36,
1640,서희건설,35890,Dec-16,8.36,0.0,7.7,
1641,서희건설,35890,Dec-17,7.7,0.0,6.49,
1642,서희건설,35890,Dec-18,6.49,0.0,11.26,
1643,서희건설,35890,Dec-19,11.26,0.0,,
1644,선앤엘,2820,Dec-11,2.31,0.0,-0.99,
1645,선앤엘,2820,Dec-12,-0.99,0.0,1.01,
1646,선앤엘,2820,Dec-13,1.01,0.0,0.64,
1647,선앤엘,2820,Dec-14,0.64,0.0,2.74,
1648,선앤엘,2820,Dec-15,2.74,0.0,3.22,
1649,선앤엘,2820,Dec-16,3.22,0.0,0.43,
1650,선앤엘,2820,Dec-17,0.43,0.0,-1.08,
1651,선앤엘,2820,Dec-18,-1.08,1.0,-2.47,
1652,선앤엘,2820,Dec-19,-2.47,1.0,,
1653,성광벤드,14620,Dec-11,22.95,0.0,26.14,
1654,성광벤드,14620,Dec-12,26.14,0.0,60.45,
1655,성광벤드,14620,Dec-13,60.45,0.0,94.05,
1656,성광벤드,14620,Dec-14,94.05,0.0,25.71,
1657,성광벤드,14620,Dec-15,25.71,0.0,35.12,
1658,성광벤드,14620,Dec-16,35.12,0.0,-418.08,
1659,성광벤드,14620,Dec-17,-418.08,0.0,-49.86,
1660,성광벤드,14620,Dec-18,-49.86,1.0,10.6,
1661,성광벤드,14620,Dec-19,10.6,0.0,,1.0
1662,성안,11300,Dec-11,2.1,0.0,0.9,
1663,성안,11300,Dec-12,0.9,0.0,0.46,
1664,성안,11300,Dec-13,0.46,1.0,-5.1,
1665,성안,11300,Dec-14,-5.1,1.0,-0.06,
1666,성안,11300,Dec-15,-0.06,1.0,-1.72,
1667,성안,11300,Dec-16,-1.72,1.0,-1.19,
1668,성안,11300,Dec-17,-1.19,1.0,-2.25,
1669,성안,11300,Dec-18,-2.25,1.0,-1.85,
1670,성안,11300,Dec-19,-1.85,1.0,,
1671,성창오토텍,80470,Dec-11,31.8,0.0,18.39,
1672,성창오토텍,80470,Dec-12,18.39,0.0,4.05,
1673,성창오토텍,80470,Dec-13,4.05,0.0,1.03,
1674,성창오토텍,80470,Dec-14,1.03,0.0,1.56,
1675,성창오토텍,80470,Dec-15,1.56,0.0,2.75,
1676,성창오토텍,80470,Dec-16,2.75,0.0,1.07,
1677,성창오토텍,80470,Dec-17,1.07,0.0,0.21,
1678,성창오토텍,80470,Dec-18,0.21,0.0,-0.41,
1679,성창오토텍,80470,Dec-19,-0.41,1.0,,
1680,세동,53060,Dec-11,0.6,0.0,0.96,
1681,세동,53060,Dec-12,0.96,1.0,0.82,
1682,세동,53060,Dec-13,0.82,1.0,-0.82,
1683,세동,53060,Dec-14,-0.82,1.0,-1.34,
1684,세동,53060,Dec-15,-1.34,1.0,-1.69,
1685,세동,53060,Dec-16,-1.69,1.0,-2.32,
1686,세동,53060,Dec-17,-2.32,1.0,-0.88,
1687,세동,53060,Dec-18,-0.88,1.0,-0.09,
1688,세동,53060,Dec-19,-0.09,1.0,,
1689,세보엠이씨,11560,Dec-11,237.8,0.0,179.09,
1690,세보엠이씨,11560,Dec-12,179.09,0.0,56.09,
1691,세보엠이씨,11560,Dec-13,56.09,0.0,91.06,
1692,세보엠이씨,11560,Dec-14,91.06,0.0,149.74,
1693,세보엠이씨,11560,Dec-15,149.74,0.0,1282.12,
1694,세보엠이씨,11560,Dec-16,1282.12,0.0,104.18,
1695,세보엠이씨,11560,Dec-17,104.18,0.0,71.15,
1696,세보엠이씨,11560,Dec-18,71.15,0.0,-10.75,
1697,세보엠이씨,11560,Dec-19,-10.75,0.0,,
1698,세원물산,24830,Dec-11,7.3,0.0,-0.86,
1699,세원물산,24830,Dec-12,-0.86,0.0,-9.4,
1700,세원물산,24830,Dec-13,-9.4,1.0,-3485.18,
1701,세원물산,24830,Dec-14,-3485.18,1.0,434.68,
1702,세원물산,24830,Dec-15,434.68,0.0,169.74,1.0
1703,세원물산,24830,Dec-16,169.74,0.0,151.82,
1704,세원물산,24830,Dec-17,151.82,0.0,10.77,
1705,세원물산,24830,Dec-18,10.77,0.0,78.2,
1706,세원물산,24830,Dec-19,78.2,0.0,,
1707,세진티에스,67770,Dec-11,7777.0,0.0,-7777.0,
1708,세진티에스,67770,Dec-12,-7777.0,0.0,-7777.0,
1709,세진티에스,67770,Dec-13,-7777.0,1.0,7777.0,
1710,세진티에스,67770,Dec-14,7777.0,0.0,-7777.0,1.0
1711,세진티에스,67770,Dec-15,-7777.0,0.0,-65749.58,
1712,세진티에스,67770,Dec-16,-65749.58,1.0,-26064.25,
1713,세진티에스,67770,Dec-17,-26064.25,1.0,-7777.0,
1714,세진티에스,67770,Dec-18,-7777.0,1.0,-6.7,
1715,세진티에스,67770,Dec-19,-6.7,1.0,,
1716,세코닉스,53450,Dec-11,3.65,0.0,8.41,
1717,세코닉스,53450,Dec-12,8.41,0.0,12.39,
1718,세코닉스,53450,Dec-13,12.39,0.0,10.93,
1719,세코닉스,53450,Dec-14,10.93,0.0,8.02,
1720,세코닉스,53450,Dec-15,8.02,0.0,6.62,
1721,세코닉스,53450,Dec-16,6.62,0.0,0.56,
1722,세코닉스,53450,Dec-17,0.56,0.0,1.76,
1723,세코닉스,53450,Dec-18,1.76,0.0,0.2,
1724,세코닉스,53450,Dec-19,0.2,0.0,,
1725,센트럴인사이트,12600,Dec-11,-15.07,0.0,-5.87,
1726,센트럴인사이트,12600,Dec-12,-5.87,1.0,-6.5,
1727,센트럴인사이트,12600,Dec-13,-6.5,1.0,-3.23,
1728,센트럴인사이트,12600,Dec-14,-3.23,1.0,-1.92,
1729,센트럴인사이트,12600,Dec-15,-1.92,1.0,-1.85,
1730,센트럴인사이트,12600,Dec-16,-1.85,1.0,-2.46,
1731,센트럴인사이트,12600,Dec-17,-2.46,1.0,-2.23,
1732,센트럴인사이트,12600,Dec-18,-2.23,1.0,-1.84,
1733,센트럴인사이트,12600,Dec-19,-1.84,1.0,,
1734,셀루메드,49180,Dec-11,-5.37,0.0,1.01,
1735,셀루메드,49180,Dec-12,1.01,0.0,0.59,
1736,셀루메드,49180,Dec-13,0.59,0.0,-4.65,
1737,셀루메드,49180,Dec-14,-4.65,1.0,-2.57,
1738,셀루메드,49180,Dec-15,-2.57,1.0,-7.76,
1739,셀루메드,49180,Dec-16,-7.76,1.0,-0.56,
1740,셀루메드,49180,Dec-17,-0.56,1.0,-7.57,
1741,셀루메드,49180,Dec-18,-7.57,1.0,-4.04,
1742,셀루메드,49180,Dec-19,-4.04,1.0,,
1743,셀리드,299660,Dec-17,-1249.1,0.0,-627.75,
1744,셀리드,299660,Dec-19,-627.75,1.0,,
1745,셀리버리,268600,Dec-18,-2.29,0.0,-2083.78,
1746,셀리버리,268600,Dec-19,-2083.78,1.0,,
1747,셀바스에이아이,108860,Dec-11,7.36,0.0,146.71,
1748,셀바스에이아이,108860,Dec-12,146.71,0.0,156.7,
1749,셀바스에이아이,108860,Dec-13,156.7,0.0,-2.47,
1750,셀바스에이아이,108860,Dec-14,-2.47,0.0,-1.15,
1751,셀바스에이아이,108860,Dec-15,-1.15,1.0,-13.49,
1752,셀바스에이아이,108860,Dec-16,-13.49,1.0,0.5,
1753,셀바스에이아이,108860,Dec-17,0.5,1.0,-12.46,
1754,셀바스에이아이,108860,Dec-18,-12.46,1.0,-3.95,
1755,셀바스에이아이,108860,Dec-19,-3.95,1.0,,
1756,셀트리온제약,68760,Dec-11,9.86,0.0,5.73,
1757,셀트리온제약,68760,Dec-12,5.73,0.0,5.19,
1758,셀트리온제약,68760,Dec-13,5.19,0.0,2.71,
1759,셀트리온제약,68760,Dec-14,2.71,0.0,0.95,
1760,셀트리온제약,68760,Dec-15,0.95,0.0,-1.77,
1761,셀트리온제약,68760,Dec-16,-1.77,1.0,1.58,
1762,셀트리온제약,68760,Dec-17,1.58,0.0,0.6,1.0
1763,셀트리온제약,68760,Dec-18,0.6,0.0,2.81,
1764,셀트리온제약,68760,Dec-19,2.81,0.0,,
1765,셀트리온헬스케어,91990,Dec-17,6.83,0.0,-56.39,
1766,셀트리온헬스케어,91990,Dec-18,-56.39,0.0,12.1,
1767,셀트리온헬스케어,91990,Dec-19,12.1,0.0,,
1768,셀피글로벌,68940,Dec-11,20.86,0.0,27.17,
1769,셀피글로벌,68940,Dec-12,27.17,0.0,1.78,
1770,셀피글로벌,68940,Dec-13,1.78,0.0,-9.29,
1771,셀피글로벌,68940,Dec-14,-9.29,0.0,0.59,
1772,셀피글로벌,68940,Dec-15,0.59,1.0,0.76,
1773,셀피글로벌,68940,Dec-16,0.76,1.0,-25.4,
1774,셀피글로벌,68940,Dec-17,-25.4,1.0,-7.34,
1775,셀피글로벌,68940,Dec-18,-7.34,1.0,-0.36,
1776,셀피글로벌,68940,Dec-19,-0.36,1.0,,
1777,소프트센,32680,Dec-13,1.13,0.0,4.09,
1778,소프트센,32680,Dec-14,4.09,0.0,-37.73,
