회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS연결)(천원),매출액(수익)(*)(IFRS)(천원),자산(*)(IFRS연결)(천원),자산(*)(IFRS)(천원),매출원가(*)(IFRS연결)(천원),매출원가(*)(IFRS)(천원),재고자산(*)(IFRS연결)(천원),재고자산(*)(IFRS)(천원),매출채권(IFRS연결)(천원),매출채권(IFRS)(천원),유형자산(*)(IFRS연결)(천원),유형자산(*)(IFRS)(천원),매입채무(IFRS연결)(천원),매입채무(IFRS)(천원),자본(*)(IFRS연결)(천원),자본(*)(IFRS)(천원),부채(*)(IFRS연결)(천원),부채(*)(IFRS)(천원),유동자산(*)(IFRS연결)(천원),유동자산(*)(IFRS)(천원)
KG스틸(주),016380,2014/12,3024439786,2639095928,3393941146,2892223363,2918515471,2594911759,414437589,195631949,491984133,382928544,2065680700,1091162640,784629140,662569158,69503923,55743220,3324437223,2836480143,1221647864,0
KG스틸(주),016380,2015/12,2320792157,1604043537,2890468536,2475759225,2074097510,1418095975,306700402,156305628,369413144,307752135,2049797127,1017056042,504254428,407953324,3416216,27545425,2887052320,2448213800,765396865,0
KG스틸(주),016380,2016/12,2328039348,1542880719,2823220556,2410632934,2032527035,1342318521,279640199,151451009,373518000,298856369,1957391396,942553723,500597954,424170509,126261515,136954023,2696959041,2273678911,819255317,0
KG스틸(주),016380,2017/12,2596196911,1733421115,2684673883,2323882283,2430128747,1632545547,309134326,169047426,342165000,287659595,1786941659,873641393,550466429,453280369,165555325,157609669,2519118558,2166272614,869643146,0
KG스틸(주),016380,2018/12,2545097238,1750903867,2506058874,2108622029,2454692969,1682033191,332911045,183849186,334077128,278875981,1583359844,786799193,599917429,477862113,6435558,15202796,2499623316,2093419233,885862122,0
KG스틸(주),016380,2019/12,2428250197,1688470942,2355272182,2045911368,2289326319,1593631132,309945540,169812719,274112937,249365146,1543153812,752092134,234479010,175729454,889460600,902046602,1465811581,1143864766,760767264,0
KISCO홀딩스(주),001940,2010/12,613877044,13066678,910859280,503965325,552486198,0,78774613,0,145915944,0,305910488,86981,26228949,0,790593023,493592053,120266258,10373272,351652903,0
KISCO홀딩스(주),001940,2011/12,646857103,12189274,779731867,500308440,594845267,0,53608973,0,126426497,0,182197937,43498,26338529,0,682732863,487556461,96999005,12751978,311021212,0
KISCO홀딩스(주),001940,2012/12,594812327,11630965,789682784,501960961,536840242,0,59045317,0,112760592,0,171704571,6408,19655669,0,713074606,491811890,76608178,10149071,328898571,0
KISCO홀딩스(주),001940,2013/12,1327639493,13771329,1377429174,507369880,1251009686,0,200814880,0,224604256,0,597862222,1283,138775805,0,1135603965,503341703,241825209,4028177,694055349,0
KISCO홀딩스(주),001940,2014/12,1159414128,13544883,1379712311,513145712,1092195102,0,182598694,0,225652072,0,581106755,23216,120072651,0,1129384560,503332907,250327751,9812805,659500085,0
KISCO홀딩스(주),001940,2015/12,1087462735,13789695,1407103545,530577609,932701477,0,112549102,0,209980525,0,564567430,17025,86611457,0,1202039733,529728521,205063812,849088,724881736,0
KISCO홀딩스(주),001940,2016/12,1058058473,14428669,1493955210,540248636,906230001,0,120134452,0,219781181,0,543104836,25624,104114823,0,1273968330,539506636,219986880,742000,870907458,0
KISCO홀딩스(주),001940,2017/12,1221253735,13553599,1488800280,548751136,1062766802,0,127504832,0,223844581,0,400638440,15736,136608298,0,1258796615,548368326,230003665,382810,1053491943,0
KISCO홀딩스(주),001940,2018/12,1314754935,13299529,1545159970,556395695,1190076532,0,138461612,0,229242610,0,392827778,7398,140600049,0,1279048873,556066496,266111097,329198,1117862982,0
KISCO홀딩스(주),001940,2019/12,1182987794,14194673,1557313864,565058325,1068663451,0,130211194,0,186200626,0,405691892,3700,95257409,0,1327556094,564403119,229757770,655207,1094786824,0
LG이노텍(주),011070,2010/12,4103476715,3719351418,4125545259,4000101822,3588117648,3289999188,364602798,307284516,791419263,788000341,2337690144,2102308815,426467666,455340295,1469982669,1472611176,2655562590,2527490645,1494566111,0
LG이노텍(주),011070,2011/12,4553009462,4310661065,4409966704,4246930050,4164067240,3987916913,375875677,313465960,827928832,830569423,2305466364,2064180122,494574847,537609904,1324840308,1295790843,3085126396,2951139207,1735938772,0
LG이노텍(주),011070,2012/12,5315958099,5071753125,4886285404,4668317759,4754207132,4631497146,477943383,374004207,1131178655,1143112855,2374701867,2069869547,740243759,784553638,1268306746,1238276212,3617978658,3430041546,2073033168,0
LG이노텍(주),011070,2013/12,6211515631,5504037545,4581270749,4260285191,5521547017,4975565401,376143275,270721530,1138312090,1095859247,2104905157,1817363388,564150574,543619765,1316899847,1220658494,3264370902,3039626697,2006841235,0
LG이노텍(주),011070,2014/12,6466119296,5840222889,4428761037,4104519473,5603253748,5092717726,353614911,262231929,1247586935,1168860823,1897603590,1624503946,652567675,644299284,1696490074,1541178507,2732270963,2563340966,2082013467,0
LG이노텍(주),011070,2015/12,6138128791,5691346073,3914337673,3598752653,5365434744,5007661217,303057518,225800716,1058665168,966245397,1647287354,1440611579,502432068,515850609,1765054994,1560503916,2149282679,2038248737,1788890417,0
LG이노텍(주),011070,2016/12,5754565529,5321757789,4323719058,4022156823,5102189608,4750516994,403226308,331157968,1274620325,1152269199,1729369263,1537051713,805445537,786042290,1778476017,1588340624,2545243040,2433816199,2084430551,0
LG이노텍(주),011070,2017/12,7641360524,7149756338,5877488987,5391209318,6756693029,6346810787,641328902,549103630,1641652681,1417162218,2599645896,2283733558,1110870272,1054197848,1950782678,1792954461,3926706309,3598254857,2734483836,0
LG이노텍(주),011070,2018/12,7982103643,7607397531,5756067241,5062817017,7118168181,6897546514,520248469,420125559,928121374,827600940,2927265198,2257970278,603287557,683779993,2118235199,1922600896,3637832042,3140216121,2233328061,0
LG이노텍(주),011070,2019/12,8302068231,8042527935,5770780510,5070125627,7273147981,7185241470,488148655,375398355,1113690522,1017519689,2707627522,2027726700,718064272,830133777,2204604258,1976884663,3566176252,3093240964,2530944170,0
LS일렉트릭(주),010120,2010/12,1834829956,1409828572,1682077476,1530404313,1475775933,1101329550,213676547,118683298,392156177,252385687,613086686,454033926,228795212,157533929,738103604,723690722,943973872,806713591,907607087,0
LS일렉트릭(주),010120,2011/12,2070928963,1402034913,1769390133,1623026422,1711583222,1113466386,219213904,129284680,412180006,271782566,657963481,495191545,203986212,154166082,776513944,747511054,992876188,875515368,920907472,0
LS일렉트릭(주),010120,2012/12,2232430239,1651122711,2020324063,1885861070,1826504030,1305996334,232878892,130460407,542699960,399621283,668341213,504665283,229909521,174948404,837539331,815948205,1182784732,1069912865,1156968374,0
LS일렉트릭(주),010120,2013/12,2351886671,1765837122,2101280444,1961236234,1919796875,1396426652,202998372,119158560,510247161,381613221,663821485,505139060,203833858,149100944,926954480,902189593,1174325964,1059046641,1237405837,0
LS일렉트릭(주),010120,2014/12,2293984269,1827656625,2294355146,2151083199,1872270817,1458372288,167649500,71526775,511907199,400830049,678146734,528960060,219116173,169890229,993460539,955900615,1300894607,1195182584,1402954586,0
LS일렉트릭(주),010120,2015/12,2201675838,1753118434,2251673935,2107925177,1767758612,1381510569,161505426,77812795,532984460,395318204,643710478,517277738,207923948,164420602,1014698691,974638791,1236975244,1133286386,1394335061,0
LS일렉트릭(주),010120,2016/12,2213616051,1712375142,2261805558,2095351107,1800729633,1380937411,146764570,75954397,581307350,454517891,610481379,493000537,214506616,177467021,1066066216,1005038626,1195739343,1090312481,1417503432,0
LS일렉트릭(주),010120,2017/12,2343745307,1807454521,2255821411,2086912499,1907527561,1436060169,166943748,87178891,569223510,427813268,577369621,467398211,201130056,167907566,1148139940,1080900157,1107681471,1006012342,1416121088,0
LS일렉트릭(주),010120,2018/12,2484978337,1905119904,2405835525,2211787822,2006242185,1506029930,196627797,108600929,576382087,424480856,553698951,445961233,202165628,166317651,1297471337,1218802904,1108364188,992984918,1536084083,0
LS일렉트릭(주),010120,2019/12,2346848549,1810062924,2538144407,2328541203,1890428116,1422299843,196292258,99214190,579890732,433963776,553762225,432517243,260261649,204448636,1362682802,1287380059,1175461605,1041161143,1666899982,0
OCI(주),010060,2010/12,3322059557,2606376109,5596215968,4236744297,2103542584,1727201329,295238011,203816035,406518112,336078782,3779838787,2663721460,137727883,105431199,2287732309,2037570191,3308483659,2199174106,1416340308,0
OCI(주),010060,2011/12,4275871267,3406976864,7205013146,5663590062,2797635497,2325782800,440874349,339677792,534717475,428253681,4807238694,3499086140,160759131,123310199,3720138584,3351817282,3484874562,2311772780,1985701838,0
OCI(주),010060,2012/12,3218459512,2409028464,7283049629,5939458718,2701214061,2270110903,539483176,402429089,574175835,456820631,4818196255,3371425437,158487801,123767580,3591633237,3343998756,3691416392,2595459962,1977427652,0
OCI(주),010060,2013/12,2955507111,2195112715,7302290651,5716069793,2704710060,2239755632,436469895,309544547,693962449,566978397,4779269932,3022291381,137660769,111082768,3273301355,3016975599,4028989296,2699094194,1844868527,0
OCI(주),010060,2014/12,3139651588,2307837273,7418713804,5472100247,2652355342,2167925140,552644073,424613342,655970571,496317876,4869033913,2703491591,150598832,104158551,3255487423,3033161421,4163226381,2438938826,1886070902,0
OCI(주),010060,2015/12,2301520602,2174598430,7298775478,5229793782,2215819606,2101964858,516898678,297326368,541988419,529012144,4258759955,2438586516,139289581,87499175,3242205560,2825876273,4056569918,2403917509,2399834131,0
OCI(주),010060,2016/12,2739362364,2245311185,6248555403,5159099465,2409468339,1995218164,789966317,214896775,564787554,538381403,3463078860,2094667475,154695740,110775845,3264597534,3171178110,2983957869,1987921355,1981389629,0
OCI(주),010060,2017/12,3631633189,2494394059,6077824637,5268314789,3133143807,2089574855,358344589,213852770,514524265,452980691,3290787630,1952457661,163709220,139591475,3415692479,3326933858,2662132158,1941380931,2098427000,0
OCI(주),010060,2018/12,3112143978,2276329802,5659590446,4757819272,2746371833,2007379180,544617696,367041989,429076282,329681000,3257068413,1818522705,168561519,133833180,3492564965,3345425716,2167025481,1412393556,2018703322,0
OCI(주),010060,2019/12,2605142204,1766574982,4811211712,3796677716,2565109883,1772102900,906322522,298744193,407928743,302018495,2041856747,913375358,145339583,100864651,2685723472,2597855212,2125488240,1198822504,2160672177,0
SK이노베이션(주),096770,2010/12,53722460830,43863584885,29405724453,27572107939,49749440861,40837549740,5862557828,5285669775,4508720061,3789760862,10850021325,10329313282,4107898625,4157179997,11551767349,11080299333,17853957104,16491808606,15495703014,0
SK이노베이션(주),096770,2011/12,68371154904,1526206664,35026880858,14885809811,63551358203,694329890,7481836856,50775966,6080036951,138609614,11376913626,1217271897,7189399861,5854395,14831609580,12566817907,20195271278,2318991904,19886931642,0
SK이노베이션(주),096770,2012/12,73330011478,2349804656,33831080372,15303734943,69743724008,791720738,6758731598,44649381,5523036938,159180119,12204160378,1489896718,6225783253,4772763,16348024722,13245174241,17483055650,2058560702,17885165635,0
SK이노베이션(주),096770,2013/12,66669522040,1493807904,35288869208,14486694282,63407690014,806937819,7080009016,74349112,5138113053,118042478,14334886085,1609060254,6030813882,4973844,16915253754,13171828318,18373615454,1314865964,16997439560,0
SK이노베이션(주),096770,2014/12,65865269122,1589720863,35101313814,14508603389,64291604988,858670100,5218732944,70323990,4631140296,146093233,15126240023,1593384342,4416788937,3545563,16061057247,12992313880,19040256567,1516289509,14888371134,0
SK이노베이션(주),096770,2015/12,48356320414,1667199695,31359835736,14474189652,44196843778,822475025,3559799675,63362091,3766962150,179306183,13914156195,1374510710,2754331575,16352000,17046336221,12996529222,14313499515,1477660430,12842183353,0
SK이노베이션(주),096770,2016/12,39520538747,1199714934,32581330983,13561837741,34561748471,789377723,4445258671,117288874,4226612472,171024469,13603485936,1269498354,4207705418,8718756,18305045259,12210762081,14276285724,1351075660,14987716062,0
SK이노베이션(주),096770,2017/12,46260932050,3103342788,34243603274,14795190020,40905218929,945083175,5978631663,125701135,5102199591,200823912,13587205047,1603607160,5265305725,23103824,19309332899,13086974239,14934270375,1708215781,16219198623,0
SK이노베이션(주),096770,2018/12,54510898386,3679762542,36085384070,15846830095,50529216158,1161578118,6179806214,151756396,4742553118,211979053,13798178396,1765972767,4650028501,48587228,19327982665,13000102202,16757401405,2846727893,16752415052,0
SK이노베이션(주),096770,2019/12,49876534172,3006128697,39526056607,16355886773,46745610183,1240007308,6495210174,280180373,4416160000,161630000,15462371776,1399077577,4928198197,87201017,18209623762,13076680364,21316432845,3279206409,17352776869,27391000
SNT모티브(주),064960,2010/12,681405411,648620666,757814401,752366270,575141865,550506495,100065250,90969138,178077057,182516703,353365604,319233448,150710531,146623826,417913739,422369167,339900661,329997103,360419387,0
SNT모티브(주),064960,2011/12,910484643,763471183,899406231,793147491,804850943,680385324,151929976,112344022,227409867,200944637,424277256,332101272,225024028,190985381,483220680,446993978,416185552,346153512,455992508,0
SNT모티브(주),064960,2012/12,905113613,758167160,895055890,810948117,807215138,671831453,145212382,107792329,221981083,202170414,427862373,341016109,198403686,174164023,490059095,463581352,404996794,347366766,454072273,0
SNT모티브(주),064960,2013/12,960297250,746022972,1206018423,855126771,840520984,650840140,170844504,117259098,271902921,189246297,545314602,337603245,244240536,162584061,660174181,503198100,545844242,351928671,639221031,0
SNT모티브(주),064960,2014/12,1099294316,781588273,1115027090,874061412,950858637,680483269,161493201,123025077,239162923,200676971,499087672,342301491,208915693,165831074,660151669,535582255,454875421,338479157,588020026,0
SNT모티브(주),064960,2015/12,1210524500,874269406,1172763190,912895157,991236593,722838400,148663223,117963106,251511891,207779829,499189720,338789974,184617052,142268884,768880017,614611488,403883173,298283669,645403557,0
SNT모티브(주),064960,2016/12,1153810828,812228736,1248155630,945873236,978364574,696673238,142148536,116065326,254513133,210677166,495387638,335055573,186676878,138162937,788777907,634301923,459377724,311571313,716324278,0
SNT모티브(주),064960,2017/12,1137470938,852121935,1226311096,953781276,962199992,726625484,131109968,105073481,257697342,191756369,485625121,332789203,208271604,157412164,828773547,665938857,397537549,287842420,707755426,0
SNT모티브(주),064960,2018/12,1058426414,822007269,1196519724,950075631,926062524,723990727,133170116,109039103,231796563,180119405,484051652,336721934,191254080,157291124,824808703,663982208,371711021,286093423,680052043,0
SNT모티브(주),064960,2019/12,976273915,889996132,1038905998,1020642968,823009026,744601552,130080224,112360241,188199725,177306963,376307574,349440179,144085999,130536443,735968968,732449647,302937030,288193321,625855314,0
SNT중공업(주),003570,2010/12,581312405,554126722,910488322,873107362,489128413,465916728,110296844,106812644,141786342,129867281,430347236,406707871,104406834,98800182,627842321,612787360,282646001,260320002,387306408,0
SNT중공업(주),003570,2011/12,744220700,611097270,1182293020,927780346,631801243,522469626,122904046,104460021,200550457,149366177,558886547,421998105,170404009,136592865,770528785,638105003,411764235,289675342,542977795,0
SNT중공업(주),003570,2012/12,807783351,581403685,1156625435,923730965,703315161,520934578,135744536,114173483,200787295,160777877,550686565,415774060,137717813,109631775,794525820,673465185,362099616,250265780,520914376,0
SNT중공업(주),003570,2013/12,584031728,538416046,935742233,909582822,535894190,497090343,140996272,136577898,133753908,127298709,434168623,419954984,114618700,103556130,672715945,668409303,263026289,241173519,421758329,0
SNT중공업(주),003570,2014/12,558453346,504532590,914416684,886803688,534806241,487725066,123356826,118556608,118859190,113029865,425930805,408424738,81125132,70945932,654291143,647541049,260125541,239262639,395314600,0
SNT중공업(주),003570,2015/12,504444993,443175886,921662680,889873771,442500512,387091373,121438153,115656174,92508535,85312996,419185972,402301910,56553357,41330568,677592870,669850804,244069810,220022967,425095624,0
SNT중공업(주),003570,2016/12,468007770,398982563,890522084,860133260,444674639,380831497,92241762,86593356,104609978,95506887,404366513,388763697,72042165,56870912,653543942,647052703,236978141,213080557,421580737,0
SNT중공업(주),003570,2017/12,436273550,370450189,838427549,813215285,409309801,346558487,81128806,78863545,74561904,63459452,387097565,375042790,43815755,29397766,604527815,601771808,233899733,211443477,399108316,0
SNT중공업(주),003570,2018/12,396259118,331676568,845671572,819413362,350161002,290988474,82803028,79661039,61801819,49344948,377499806,366155963,39297026,26642384,607504995,601218919,238166577,218194443,413712117,0
SNT중공업(주),003570,2019/12,375115531,295847915,841373802,820998787,336613755,262583856,87953988,82890777,58831255,41358143,371107279,358498603,36001737,20423155,617104339,613582674,224269463,207416113,411352646,0
STX엔진(주),077970,2010/12,1914989055,1220718538,2867529620,1837512152,1655486621,1044663591,464224524,158977832,615221090,341896694,1133818056,359808064,246633833,181590025,772481894,734667736,2095047727,1102844416,1489829430,0
STX엔진(주),077970,2011/12,2089291831,1295460490,3513992968,2086714065,1800720539,1128985743,598368400,241187315,844355551,543686124,1411507650,356496605,326555606,226616677,1023646383,788930622,2490346585,1297783443,1782966129,0
STX엔진(주),077970,2012/12,1213228474,1075021065,3213865730,2027727458,1093130632,974012881,389965357,245634277,802684875,575531859,890973055,326057650,69453263,226628515,920531722,723800288,2293334008,1303927169,2099349733,0
STX엔진(주),077970,2013/12,705046931,705046931,1232540949,1200268912,686137272,687345940,187111910,187111910,439273360,439273360,315257491,315257491,121378533,121378533,-66039835,-67574226,1298580783,1267843138,788158993,0
STX엔진(주),077970,2014/12,710985612,710738188,994049394,993727127,671450043,670376028,210422907,210422907,294629441,294629441,274263467,274263467,82442336,82442336,-42437955,-40998166,1036487349,1034725294,626533311,0
STX엔진(주),077970,2015/12,,633302756,,933607603,,583134962,,197570900,,225068537,,265541266,,61463712,,123096625,,810510978,,0
STX엔진(주),077970,2016/12,529846126,529846126,830228814,821375702,481050466,481050466,184870486,167556973,160214040,171821554,283816208,282562895,54192929,44240927,107263377,109092382,722965437,712283320,449827298,0
STX엔진(주),077970,2017/12,470149443,456725746,817766542,820067933,423159854,410533548,148654760,136157036,138018415,155596083,285014446,284182968,53670099,50422059,100022030,106497474,717744512,713570459,435290833,0
STX엔진(주),077970,2018/12,577328443,566487468,864147954,867032188,503346064,499209279,215308453,196100220,182001098,210971520,279819057,279051155,64032509,64342928,221216295,224694389,642931659,642337799,493818832,0
STX엔진(주),077970,2019/12,610607873,577489943,828375562,817081809,544085943,524138208,196958790,183587872,112744036,127579225,273270775,271800166,49111209,43636135,237465668,236380300,590909895,580701509,438989323,0
STX중공업(주),071970,2010/12,963760035,955036395,1065851946,1064928476,909055471,901281688,248805464,247874763,318173668,316421145,426481549,424951635,173511898,173511898,356341296,356088905,709510650,708839571,612564598,0
STX중공업(주),071970,2011/12,1134046763,1113236285,1137453340,1130451424,1068470901,1050451223,221715473,219859280,388838680,383522208,426811998,421844994,230382082,228197688,365152076,363896662,772301264,766554762,671913360,0
STX중공업(주),071970,2012/12,907549686,888656566,1049278969,1042187712,858514905,842447389,134842577,132651758,400941515,394730679,427614490,422903143,147218390,144420763,364033282,362967595,685245687,679220117,578788737,0
STX중공업(주),071970,2013/12,1099448292,1084749456,1679370786,1684881803,1107853373,1090040031,139816382,139679330,313209850,304934544,757333490,753136384,311128779,309663643,119943568,129204122,1559427218,1555677681,737781685,0
STX중공업(주),071970,2014/12,1012751283,1002438548,1486441146,1482857528,982467573,973419713,140730478,140179308,266506419,262854658,668173518,664794663,247238254,246923539,-2235395,-3001493,1488676541,1485859021,641882165,0
STX중공업(주),071970,2015/12,1057213056,1048429670,1419848489,1416330345,975613758,967769848,130450508,129909107,249424729,247628004,679460680,676185829,178243377,177565001,106740122,105921923,1313108367,1310408422,574417416,0
STX중공업(주),071970,2016/12,416489347,408131794,849906703,846362315,528517913,522109695,106819314,105965226,202481863,200858868,427532059,424342298,158531590,157819422,-611390735,-612319600,1461297438,1458681916,290025206,0
STX중공업(주),071970,2017/12,252436194,246721178,744314393,744332662,215929916,212007485,69475757,69475757,175809316,175868555,388409136,388409136,33158653,33158653,145553778,146336535,598760616,597996127,223745907,0
STX중공업(주),071970,2018/12,214807699,214807699,567197923,567037791,214280568,214280568,74766621,74766621,132803500,132803500,230764529,230764529,23321307,23321307,153871493,153687321,413326429,413350470,321067604,0
STX중공업(주),071970,2019/12,253982739,253982739,447548959,447396474,240633884,240633884,79063065,79063065,145997459,145997459,214685373,214685373,23396147,23396147,130004444,129858223,317544515,317538251,221287501,0
가온미디어(주),078890,2010/12,222990499,218342157,116394432,117464795,180133494,175497782,31023245,30223812,22080792,25432834,15139579,15060829,8996859,8886707,59388310,60678822,57006122,56785973,86396813,0
가온미디어(주),078890,2011/12,127281713,123165491,111123276,111641334,105590894,101646030,29131296,28697136,23282216,23069185,14409745,14361671,7856399,7723304,49679215,50494550,61444061,61146784,77510486,0
가온미디어(주),078890,2012/12,191938249,193908918,151904186,153263314,156953428,158490274,27055489,25103085,55544723,59821745,13930970,13888303,27947982,27925157,55083780,56594178,96820406,96669135,121039313,0
가온미디어(주),078890,2013/12,289290419,283111680,132534576,132829305,242204717,237512383,18736312,18630059,53447771,54735333,14066349,13981218,16620504,16603714,67745859,68202357,64788716,64626947,101391939,0
가온미디어(주),078890,2014/12,343405943,341027660,188725721,186419611,289171922,287909462,43422257,34400880,100384216,102203667,13349065,13239285,41663396,37191454,82381761,85558619,106343960,100860992,159997292,0
가온미디어(주),078890,2015/12,375795398,356107104,221714093,222880424,305013183,290292355,63204626,59311920,103111132,108807441,17600135,17190382,62439184,61136208,100016730,102851600,121697363,120028824,192573748,0
가온미디어(주),078890,2016/12,436903297,427119276,239295207,239313265,362859673,354446804,55109833,54308989,105957033,106321905,18211092,17834683,45920415,43913877,115690596,118406764,123604611,120906501,210502933,0
가온미디어(주),078890,2017/12,528373716,519360954,266959847,267598875,447464291,441246500,76549110,69495324,131319003,138311207,21052902,20222268,54838565,53694681,123123931,127275450,143835916,140323425,237726343,0
가온미디어(주),078890,2018/12,609809065,589729513,325750423,325081118,539530125,525010503,128819145,126992152,146708178,153800120,22064798,20708161,51085184,50644631,137583625,139135885,188166798,185945233,295984058,0
가온미디어(주),078890,2019/12,601042248,591488593,307629967,306839004,504450939,497891289,76983557,76553547,168146730,177442806,21719475,20337864,33767144,33873456,155913309,156975733,151716658,149863271,276600026,0
가온전선(주),000500,2010/12,785155496,785155496,485514090,485793704,749028701,749028701,62231092,62231092,176629247,176629247,204527205,204527205,41406165,41406165,279359329,279638944,206154761,206154761,266003823,0
가온전선(주),000500,2011/12,1032656535,1032644771,509900791,510404190,995052513,994442115,55341262,53700252,230984234,230957038,204092465,201288875,56083337,56084809,260024740,260904836,249876050,249499354,293854380,0
가온전선(주),000500,2012/12,1005948717,1005948717,517141282,519993633,958900240,958191078,69603508,68467216,192191890,192138290,200984282,198698976,58898419,58923800,264678851,268245554,252462432,251748079,301511647,0
가온전선(주),000500,2013/12,897424992,881767699,539789322,513647072,856676448,841185209,59754364,57432742,194072499,185879101,225902131,196966856,66519185,59316794,269911827,275125870,269877495,238521203,297979985,0
가온전선(주),000500,2014/12,888691318,827172307,511258653,486088759,846850556,788020497,64093781,62439350,176276934,166331914,216718501,188669786,69331031,60163266,263581472,269732993,247677182,216355766,271297105,0
가온전선(주),000500,2015/12,780951401,716430935,520474259,489897296,741377858,679580938,59430586,57301345,161683234,150117770,212853657,186384297,63729273,54614558,262579889,261860975,257894369,228036321,282044125,0
가온전선(주),000500,2016/12,749444963,693341856,519225689,486618623,706983887,652658466,56114826,52972448,181676195,168665761,211226290,185502816,106951043,99280530,264573041,262187886,254652648,224430737,285489442,0
가온전선(주),000500,2017/12,836979323,753750274,538955918,505917314,799439595,719007625,67386013,64206533,198123972,182606280,210015519,185099898,113559072,103987848,260114965,257701695,278840954,248215619,291490986,0
가온전선(주),000500,2018/12,840654318,752555194,526494275,494369790,805160771,719516637,63213008,59555138,181722140,166781077,208426127,184291836,111102116,102219152,260405860,257856936,266088415,236512854,277829165,0
가온전선(주),000500,2019/12,830264392,757146962,512573535,485428366,791228734,720785437,57086106,51001731,193385830,184178409,213176791,189636317,96419363,90728380,256728215,255496664,255845320,229931702,264775008,0
감성코퍼레이션(주),036620,2010/12,,10951339,,61206072,,9374924,,725832,,3876015,,2557,,487612,,49258012,,11948060,,0
감성코퍼레이션(주),036620,2011/12,,16595642,,47818535,,15002324,,1160303,,5341600,,2715,,7337,,35275265,,12543270,,0
감성코퍼레이션(주),036620,2012/12,,8454882,,46143043,,7331163,,1066298,,4327728,,24258,,333955,,34623313,,11519731,,0
감성코퍼레이션(주),036620,2013/12,,8359834,,39759911,,7689836,,399631,,3818564,,16511,,458380,,27453667,,12306244,,0
감성코퍼레이션(주),036620,2014/12,,11502751,,55808633,,9624532,,1565023,,4522868,,6719673,,768955,,33135367,,22673266,,0
감성코퍼레이션(주),036620,2015/12,,17022556,,40636905,,14644942,,633012,,4780892,,6439502,,543397,,18541528,,22095377,,0
감성코퍼레이션(주),036620,2016/12,,12002092,,33978649,,10623486,,1388869,,4235351,,6080202,,1500140,,12326107,,21652542,,0
감성코퍼레이션(주),036620,2017/12,,14828772,,20440706,,13027171,,626147,,5078724,,65981,,1135725,,9648887,,10791819,,0
감성코퍼레이션(주),036620,2018/12,8920928,9122696,16450114,16291428,8091389,8066937,36617,27749,1212740,1371657,1189953,528002,0,0,10432508,10535702,6017606,5755726,8036454,2129
감성코퍼레이션(주),036620,2019/12,7392646,7479508,39221444,40412370,6079353,6003102,1248658,1185622,2214064,2247064,1841073,491940,224271,184658,16335003,17850087,22886441,22562283,24457937,0
강남제비스코(주),000860,2010/12,265830140,260280570,361754462,275258774,227332831,222760361,39756725,38467004,60481816,58165888,105104956,103568374,33843649,33051111,282789531,212445796,78964931,62812979,144091237,0
강남제비스코(주),000860,2011/12,306769066,303206146,382288039,286325042,266420223,263624141,37663029,36495530,66687173,64366981,104534558,102937555,36479590,36086025,303697862,225143392,78590176,61181650,155025423,0
강남제비스코(주),000860,2012/12,331265952,323851369,416128544,306197123,283907226,278184733,44076268,40989124,70522755,64980017,105484767,100157151,36525806,34391073,327744309,243518126,88384235,62678997,178308701,0
강남제비스코(주),000860,2013/12,345011553,320478309,460559150,330201735,290700305,270834659,39947746,36466385,76139809,68136820,104354538,98572299,39835028,36135095,366146007,266030202,94413142,64171533,204633072,0
강남제비스코(주),000860,2014/12,336965180,312174275,490785440,347627353,281885261,261930193,38598557,35152607,63244493,56742224,109289284,103666955,34980683,32025319,399739719,288516917,91045721,59110436,216632161,0
강남제비스코(주),000860,2015/12,293873095,269973985,522260145,363868620,237630684,218733517,36803927,33135595,62942574,53995373,110596530,105281249,32793484,30037533,435044200,309791578,87215945,54077042,232732626,0
강남제비스코(주),000860,2016/12,290286261,263219921,560934377,387165023,230999845,211226031,38720711,34608158,67871417,57963737,129612805,121126787,42086526,38606281,464239068,327542113,96695309,59622909,241277537,0
강남제비스코(주),000860,2017/12,300025162,272342779,584684282,406632324,251348020,229326977,39136306,35061029,67089537,56930980,172853566,165067211,46691361,43273823,484924569,342457253,99759713,64175071,212085301,0
강남제비스코(주),000860,2018/12,307020826,259115677,657866050,401452063,269154923,229998360,48083457,37197760,66050962,49583858,259686643,210762646,43796840,36295814,549542540,343305097,108323509,58146967,187924543,0
강남제비스코(주),000860,2019/12,332539413,254948075,672270313,396593056,291721312,229754058,50810941,40813881,69848073,51251485,268082541,219566729,43914514,35625533,561179870,338943021,111090443,57650034,178788070,0
갤럭시아머니트리(주),094480,2010/12,213662405,38901284,176469330,93894961,196088703,26156266,11194383,0,27299141,5406980,47319121,1646252,32052457,5905291,47561095,67048136,128908236,26846825,76987869,0
갤럭시아머니트리(주),094480,2011/12,193528992,38999294,193470119,90083820,178866971,26044786,14361823,0,34196047,4096809,43379678,1442183,42186196,6542444,19348085,41541956,174122034,48541865,117078631,0
갤럭시아머니트리(주),094480,2012/12,121099497,37136912,170244342,85631042,100958651,23887979,16158899,0,22552217,7638246,32495320,1141964,21762038,6175442,33200609,42087626,137043733,43543416,108584958,0
갤럭시아머니트리(주),094480,2013/12,125745777,35827862,169018358,97234615,103978872,22587140,12262956,0,25079386,6898983,13479121,1656663,30305104,12465239,20257904,42593354,148760454,54641261,111497569,0
