회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS연결)(천원),매출액(수익)(*)(IFRS)(천원),자산(*)(IFRS연결)(천원),자산(*)(IFRS)(천원),매출원가(*)(IFRS연결)(천원),매출원가(*)(IFRS)(천원),재고자산(*)(IFRS연결)(천원),재고자산(*)(IFRS)(천원),매출채권(IFRS연결)(천원),매출채권(IFRS)(천원),유형자산(*)(IFRS연결)(천원),유형자산(*)(IFRS)(천원),매입채무(IFRS연결)(천원),매입채무(IFRS)(천원),자본(*)(IFRS연결)(천원),자본(*)(IFRS)(천원),부채(*)(IFRS연결)(천원),부채(*)(IFRS)(천원),유동자산(*)(IFRS연결)(천원),유동자산(*)(IFRS)(천원)
(주)미래아이앤지,007120,2013/12,26771535,20817874,33288537,32881790,19155741,16585478,2793405,1788678,3788882,3140292,5870418,3521669,436845,280306,18238809,18566476,15049727,14315314,17931623,0
(주)미래아이앤지,007120,2014/12,18787582,12770595,48844887,48802259,13937185,11061992,410184,410184,3173660,2211494,4017632,3849312,784902,784902,37819309,37801399,11025578,11000861,5839036,0
(주)미래아이앤지,007120,2015/12,9161388,8987068,47974558,48258949,5902715,5902715,325201,325201,1043262,2253203,4177317,4177317,801978,801978,44999007,45298554,2975551,2960395,36653416,0
(주)미래아이앤지,007120,2016/12,9828639,9871808,52119332,52448637,6882053,6882053,793326,793326,2672128,2672128,4094601,4094601,812992,812992,49241367,49226922,2877965,3221715,13189476,0
(주)미래아이앤지,007120,2017/12,7707135,8033295,68822164,68770378,5336127,5336127,330727,330727,2676139,2376736,6317102,6317102,964777,964777,65701893,65643966,3120271,3126411,26447989,0
(주)미래아이앤지,007120,2018/12,6445366,6453616,57570343,57637429,4916365,4916365,22451,22451,2107290,1808987,6220687,6220687,944026,944026,55133482,55201008,2436861,2436421,23216877,0
(주)미래아이앤지,007120,2019/12,7476808,7479208,72302050,72260851,5392019,5392019,28028,28028,1796856,1549872,3401504,3401504,373394,373394,69585331,69544461,2716720,2716390,22181201,0
(주)미래컴퍼니,049950,2010/12,93887333,88311533,99181057,97581773,75182844,70368765,4767175,4106523,23784926,22152362,30290495,29625939,16062693,15469762,47546894,49107114,51634163,48474658,59075933,0
(주)미래컴퍼니,049950,2011/12,107942542,100821228,102459368,102340517,78337225,72558512,4536659,3956275,25639965,23933333,31755884,29691598,7835113,7324246,59572860,63134126,42886508,39206391,57184108,0
(주)미래컴퍼니,049950,2012/12,96358872,89985775,111468183,108970493,60164880,54395436,14757023,14252461,43886272,42716879,31242416,31012446,4518977,3930926,70942685,70712549,40525498,38257944,67588847,0
(주)미래컴퍼니,049950,2013/12,63723303,57945937,88595021,85430379,44534580,39748271,5818430,5448212,8164621,7240402,29432651,29211094,4997290,4525081,69073870,68129541,19521151,17300838,42374315,0
(주)미래컴퍼니,049950,2014/12,44756184,37332766,83230684,80877083,36014790,30152709,4434925,4132578,12929954,11759842,28634856,28465872,4060894,3657372,61586785,61459448,21643899,19417635,41286295,0
(주)미래컴퍼니,049950,2015/12,62403918,55796793,89398997,87501848,44064846,38770145,4962317,4733588,14891722,13844389,28714847,28612519,7774975,7426493,64651035,64473629,24747962,23028219,45631113,0
(주)미래컴퍼니,049950,2016/12,80414537,74306879,99550771,97078555,58214302,53565240,5500654,5205398,19376223,18622082,29104094,29016143,11429180,11107676,71310313,70296452,28240458,26782103,55884421,0
(주)미래컴퍼니,049950,2017/12,181450622,175260490,164648625,161327672,118005349,113431123,12094184,11783842,31347696,30181168,28762876,28691126,26880755,26538928,98846196,97156526,65802429,64171146,121408520,0
(주)미래컴퍼니,049950,2018/12,213396156,206951173,141860588,138548469,159506937,154795383,24344383,23932341,17314813,16338244,29038411,28965844,13043314,12716842,103364112,100956597,38496476,37591873,103779137,0
(주)미래컴퍼니,049950,2019/12,97432267,92458445,133767810,129827035,69944355,66073556,13791181,13385963,8650654,7922224,30409982,30349255,5313900,5132690,112907877,110081604,20859933,19745430,81517047,0
(주)미코,059090,2010/12,125623169,71988936,141583468,108176811,74811939,43627374,9783803,6941303,22975674,21629255,80822161,35726551,5886636,3531354,48991115,54681498,92592353,53495312,46791287,0
(주)미코,059090,2011/12,124257358,74623106,154834983,120539782,81105536,51378234,12722774,8732422,17174718,15977763,89219865,45525483,4072187,2764163,45912264,53344034,108922719,67195748,50389263,0
(주)미코,059090,2012/12,130434043,76330410,155496949,126737365,79305767,50070725,13852262,9564955,13685946,14088232,89557985,49489901,3821563,2276295,50104917,55273269,105392033,71464096,48283381,0
(주)미코,059090,2013/12,123649349,65180746,162859575,102180694,89549880,51849706,12423816,7370135,16634436,15257698,91882992,29772876,4984487,2667099,43392111,41152363,119467464,61028331,58681564,0
(주)미코,059090,2014/12,135982035,45147713,153113170,81049533,87852619,32345761,10580388,6312974,20265591,9033031,83877984,31548243,7372030,4224939,55228771,41097307,97884399,39952227,56920503,0
(주)미코,059090,2015/12,121532809,43616229,159736611,86230655,69651269,27927589,11225958,8065107,15633475,6174593,81967882,36911107,3977346,2718988,65007405,45706544,94729207,40524111,64737285,0
(주)미코,059090,2016/12,140956669,49599720,166968576,84702031,77655184,32074624,14696455,10028793,23749679,9154000,82166792,36488544,5975141,4108035,78853978,47093311,88114598,37608720,72387218,0
(주)미코,059090,2017/12,183916090,71147376,202082378,95824441,100054847,45880097,11752403,7255515,23999618,11401553,96097870,36396257,6604423,4707698,116850457,57438840,85231920,38385601,91025783,0
(주)미코,059090,2018/12,227421583,80314284,332053846,120303041,121672793,53702834,16589551,10323169,29235128,12477730,154848861,40813281,5753796,4687042,148380626,62654865,183673219,57648176,158247633,0
(주)미코,059090,2019/12,236170142,81371216,404978178,135623302,126828367,52374833,18729354,11923286,32342530,12252518,209852814,43132896,8085891,5539776,168787395,66026858,236190783,69596444,168047919,0
(주)미투온,201490,2016/12,17042857,14145588,47339503,45084252,7071919,10171020,0,0,3328974,539110,236098,176503,631275,0,45505032,44601432,1834472,482821,38988994,0
(주)미투온,201490,2017/12,27209665,14815586,149419199,125030188,12111270,12849922,0,0,9300526,842476,263343,138456,3932134,0,65519695,54088061,83899504,70942128,50394240,0
(주)미투온,201490,2018/12,98771664,14985781,152485031,100462888,28997917,11990226,0,0,10637093,1329691,1479443,98297,0,0,91305127,54474226,61179904,45988662,51320508,0
(주)미투온,201490,2019/12,119101315,16488255,175119533,100407142,35854601,12576607,0,0,10794063,2025534,1192218,193379,0,0,98762740,51619565,76356793,48787577,78097009,0
(주)바른손,018700,2010/03,,25152267,,51912631,,20275173,,6952731,,4485858,,8901822,,1860751,,34629841,,17282790,,0
(주)바른손,018700,2011/03,42575724,40954971,76283352,72601060,26316391,25065131,11605000,9336613,6952514,6238628,13829151,13653011,4614010,4612293,48121500,48689969,28161852,23911090,26103910,0
(주)바른손,018700,2012/03,77169809,75899683,72025623,70723789,48328470,47204879,11422237,9649036,6439065,5922115,11759087,11615479,6055400,6013065,40093498,43760113,31932124,26963676,30151192,0
(주)바른손,018700,2013/03,64171216,63048769,60226651,58292650,42058327,38537263,8812878,2043369,5875844,5164818,10604793,10487097,4485578,2185849,29181205,31691970,31045446,26600680,19430704,0
(주)바른손,018700,2014/03,49885700,49111670,55215989,54206209,30262228,29134456,11172306,6212428,4162946,1183648,8773761,8595375,4532455,1837210,25151182,29024484,30064807,25181725,20624287,0
(주)바른손,018700,2015/03,29285587,29186227,26672163,25693324,19475080,17118208,3112182,2621958,1068251,568890,4605396,2158694,1753361,1321921,8259221,9145580,18412941,16547744,5884624,0
(주)바른손,018700,2016/03,16560068,11952743,29041271,28014321,9484345,6319600,568794,179429,415769,98801,1697825,653221,315662,143572,18766263,20785741,10275008,7228580,2881056,0
(주)바른손,018700,2017/03,4612329,3499940,40851312,40475076,2367002,1511297,850946,95807,513979,75417,1202391,501686,42051,4220,36300281,37867312,4551031,2607764,17797220,0
(주)바른손,018700,2018/03,9663300,8732299,41829499,38500063,7426114,7047749,785174,336508,503577,137664,3715991,3554438,33285,6968,30868829,35862321,10960670,2637741,9759908,0
(주)바른손,018700,2019/03,6551086,3506172,39243971,37155302,2394098,1956755,440222,2410,412492,46785,3150272,3036327,26937,4069,27009318,34121578,12234653,3033724,24183770,0
(주)바른손이앤에이,035620,2010/12,9975792,9635256,29517058,27158748,0,0,0,0,1544621,1522771,587414,564437,0,0,19581390,18788951,9935667,8369796,2960928,0
(주)바른손이앤에이,035620,2011/12,9990905,9590329,34607288,34357694,0,0,0,0,825054,906353,639334,620789,0,0,21528085,22888765,13079203,11468929,5755201,0
(주)바른손이앤에이,035620,2012/12,6499325,6077638,41503340,38596638,0,0,0,0,711479,658595,3104342,1762323,0,0,31586913,29948935,9916427,8647703,7173369,0
(주)바른손이앤에이,035620,2013/12,4185616,3811626,43721997,44090031,0,0,267834,0,548084,527740,4954903,1799714,0,0,26050668,27662309,17671329,16427722,6561455,0
(주)바른손이앤에이,035620,2014/12,2104162,2104162,34439524,36408403,0,0,0,0,500427,491466,3506491,2160893,0,0,20708997,23628070,13730527,12780332,3112415,0
(주)바른손이앤에이,035620,2015/12,15698007,15698007,47832856,47498518,0,0,0,0,6048450,6048450,2032739,291257,0,0,29528127,29799370,18304729,17699148,8490502,0
(주)바른손이앤에이,035620,2016/12,41653823,41543823,68782257,76119603,0,0,0,0,8786082,8786082,2609531,154630,0,0,45237106,56636300,23545151,19483302,24692060,0
(주)바른손이앤에이,035620,2017/12,31430347,25074003,72073730,58622618,0,0,0,0,2990488,1881188,1801895,133012,0,0,37293687,43021713,34780043,15600904,44970216,0
(주)바른손이앤에이,035620,2018/12,30044467,16665042,113995488,111896610,0,0,0,0,463591,463591,828656,191723,0,0,90731134,99020161,23264354,12876449,37083357,0
(주)바른손이앤에이,035620,2019/12,16975339,16333644,103169274,106761431,0,0,0,0,2080999,2098766,13571496,8950491,0,0,70998205,84908397,32171070,21853034,9569152,0
(주)바른전자,064520,2010/12,184570313,184570313,120108641,120284056,164791355,164791355,26789639,26789639,29592087,30936827,28328740,28328237,23235649,23235649,45045084,45273990,75063556,75010066,67373593,0
(주)바른전자,064520,2011/12,202628143,202628143,110932311,111469827,184466278,184466278,25242563,25242563,29535453,30222179,34488172,34485102,24181347,24181347,25471341,26060370,85460970,85409457,59331934,0
(주)바른전자,064520,2012/12,209098334,209098334,90478042,90931046,184017196,184017196,22434332,22434332,26254147,26221168,35197409,35195294,11570986,11567545,18997124,19472728,71480918,71458318,49938019,0
(주)바른전자,064520,2013/12,231950913,231950913,100527791,100508137,211002198,211002198,27426565,27426565,19388831,19388831,36839226,36839226,16640396,16640396,22045852,22089901,78481939,78418236,56608255,0
(주)바른전자,064520,2014/12,,216400982,,106060658,,196386443,,26136456,,22662929,,39892073,,16447036,,31805447,,74255211,,0
(주)바른전자,064520,2015/12,225459497,225459497,122404388,120857096,206024139,206024139,27765975,27765975,21034862,21034862,39608477,38020944,16209001,16209001,57013807,56980570,65390581,63876526,75334332,0
(주)바른전자,064520,2016/12,241570556,241570556,124804257,122909653,223858488,223858488,36857376,36857376,22820790,22820790,38350949,36231032,10340985,10340985,64590053,64732237,60214204,58177416,78900529,0
(주)바른전자,064520,2017/12,168479538,168479538,95254890,92951554,175703208,175703208,22682285,22682285,17764602,17764602,36134307,34135949,6816216,6816216,41654604,41682290,53600286,51269264,52159723,0
(주)바른전자,064520,2018/12,92979655,92958710,78019141,77219134,102093236,102069751,14114149,14101378,9986818,9980343,33983605,33951897,7912488,7912488,15207937,14988966,62811204,62230168,40467621,0
(주)바른전자,064520,2019/12,39481096,39481096,76832470,76731767,44904832,44904832,4182854,4182854,2238746,2238746,32149748,32149416,808567,808567,38020507,38081674,38811963,38650093,44238391,0
(주)바이넥스,053030,2010/12,,47243067,,86865603,,23994621,,5416195,,14680200,,28288198,,1488625,,54205800,,32659802,,0
(주)바이넥스,053030,2011/12,53457879,53123634,100681382,98339090,24652694,24472528,6907556,6907556,14472770,14472770,30726844,30725207,1333841,1333841,70582523,68599039,30098859,29740051,37718659,0
(주)바이넥스,053030,2012/12,55128609,52795429,143800524,136833583,29348072,28249355,9211763,9211763,12745012,12704752,30239714,30165878,1577418,1577418,91896654,89485982,51903870,47347601,55170984,0
(주)바이넥스,053030,2013/12,57296766,51286370,122267849,122594066,38606167,34214313,8339854,8339854,12764062,12764062,30481325,30460034,1625410,1625410,97446933,98912857,24820916,23681209,38078400,0
(주)바이넥스,053030,2014/12,,57586059,,128676935,,32967970,,7263590,,11923449,,30980272,,639846,,111093635,,17583300,,0
(주)바이넥스,053030,2015/12,,66539329,,176114856,,36386075,,9423358,,12888179,,93323745,,1448282,,144144404,,31970452,,0
(주)바이넥스,053030,2016/12,82108423,80924373,177100025,173319425,51828348,51828348,9514270,9514270,18316604,18316604,93903143,93865964,1559293,1559293,141774876,140597495,35325149,32721931,48432699,0
(주)바이넥스,053030,2017/12,78026380,78026380,167774068,164893896,49625133,49625133,10612772,10612772,15570660,15570660,91104920,91095681,1835486,1835486,133090363,130228891,34683705,34665005,54091262,0
(주)바이넥스,053030,2018/12,104043177,104016659,190422759,187688906,55793228,55788863,12529541,12529541,17734182,17734182,88662973,88595634,1429543,1429543,152268372,149545350,38154387,38143556,59262452,0
(주)바이넥스,053030,2019/12,125258579,125225659,202782054,202621622,68490565,68490565,14812409,14812409,18975519,18975519,92364594,92313774,3466159,3466159,161379419,161292407,41402635,41329216,73832945,0
(주)바이오니아,064550,2010/12,20970091,20102185,65766865,65685540,10262083,8895466,9480263,8143249,7609715,12942661,27483820,25366775,238083,472749,42412001,42238384,23354864,23447156,22870757,0
(주)바이오니아,064550,2011/12,22764624,22317432,70634407,72556990,11301225,10116614,10065207,8885350,11637889,18448791,26410988,24564886,1153707,1018318,37840377,40048871,32794030,32508119,27528303,0
(주)바이오니아,064550,2012/12,20533918,20128057,68131985,71433403,9050634,8128145,9510047,8742729,13530145,20076883,23947460,23230861,1611937,1391428,31423237,35350819,36708747,36082585,25485611,0
(주)바이오니아,064550,2013/12,23904101,23669427,69934207,70195687,9347283,9979989,8771094,7660164,19027746,26664820,21631668,21467795,2450067,1749078,29536970,30590896,40397236,39604791,29168853,0
(주)바이오니아,064550,2014/12,17853516,17210216,67359506,67268295,7423522,7552561,9506479,8112815,18122495,27014273,20126634,19972329,1459348,688635,30201874,30977474,37157632,36290821,26920530,0
(주)바이오니아,064550,2015/12,20833715,20282027,71985448,71640245,8181777,8217842,9320578,7839974,17694378,25723628,18860033,18845634,1424260,539455,34531438,35152768,37454010,36487477,32204722,0
(주)바이오니아,064550,2016/12,21703615,20975096,63709625,63509702,10163475,10071151,7852074,7155227,17204802,26043640,19752493,19263774,2192143,1270915,26114903,26926147,37594722,36583555,23071555,0
(주)바이오니아,064550,2017/12,23267735,22792648,58695411,58705528,9651933,9684272,8910367,8428514,15258821,23596867,19470365,19087472,1535355,819016,27145814,27969481,31549597,30736047,27109798,0
(주)바이오니아,064550,2018/12,24077826,22155060,70807118,69333072,11143273,10789644,8174924,7708263,15831324,25058162,29646275,28962456,1773399,735909,39036925,39126350,31770193,30206722,31168929,0
(주)바이오니아,064550,2019/12,36292397,22252596,82099866,74980585,17139515,11642663,10207304,8339993,14926926,23999541,31841575,30242011,1275957,698274,31619155,26837849,50480711,48142735,43023301,0
(주)바이오로그디바이스,208710,2014/12,,,,,,,,,,,,,,,,,,,,
(주)바이오로그디바이스,208710,2015/12,44874010,39662169,42361952,30840976,33378716,37684722,1593078,1527761,7903359,6571077,17250741,1359611,3767504,3952692,28851012,20191816,13510940,10649160,22241940,0
(주)바이오로그디바이스,208710,2016/12,68614604,57470448,52640799,36981690,52752414,51452976,1726263,1110928,21237470,20177391,22965991,1232434,7908393,9427417,36618194,23150390,16022605,13831300,26582628,0
(주)바이오로그디바이스,208710,2017/12,70020158,55328672,63923411,44572583,54960848,49294629,3486953,1990817,14913378,15157380,24891304,1401136,4497479,4424838,41935936,26427852,21987475,18144731,32230114,0
(주)바이오로그디바이스,208710,2018/12,81464285,62002906,76554499,53535174,62758120,55231225,1261813,824974,33594518,28442487,23417228,2903177,7359182,9037973,46058897,24634184,30495602,28900990,42415493,0
(주)바이오로그디바이스,208710,2019/12,90419017,64775997,88918610,53107447,70716529,56395550,4082225,3535959,23901411,17517713,32168097,3391521,10866170,11109721,56133430,26773897,32785181,26333550,35740620,0
(주)바이오솔루션,086820,2018/12,,10525412,,52865195,,3512213,,692973,,2875546,,1817241,,226299,,49063303,,3801892,,0
(주)바이오솔루션,086820,2019/12,,8882482,,51807476,,2980946,,529814,,3509803,,4105275,,98929,,48096610,,3710866,,0
(주)바이오스마트,038460,2010/12,32361410,29605501,62987789,48440805,21551426,19645584,3820521,2498414,5582463,4334691,24111023,15736560,1738345,1555014,30157890,28610113,32829899,19830692,16841539,0
(주)바이오스마트,038460,2011/12,33702845,31488084,69038826,58410641,22748239,20778505,2753732,1585882,5776053,4614246,22776753,14867322,1689675,1518525,35230912,34735089,33807915,23675551,21804828,0
(주)바이오스마트,038460,2012/12,42395163,39667387,69022715,62828352,26750535,24710516,4084813,2881802,5529760,4321047,21796629,14182946,3275411,3039066,38332638,37456377,30690077,25371975,22548499,0
(주)바이오스마트,038460,2013/12,40341220,31515290,72124579,65522917,28955977,22916856,6179089,2429869,6302759,3410385,21430741,13819112,3352649,2171980,46541963,46270122,25582616,19252795,19087484,0
(주)바이오스마트,038460,2014/12,41504417,28098342,67761449,58839431,30029124,21326167,6617931,2917137,5304365,2873411,12582728,5108784,2830716,2131736,50457867,47531326,17303582,11308105,18256280,0
(주)바이오스마트,038460,2015/12,54186600,37441787,74576208,63767156,39915340,28310807,8403865,4384199,5868428,3136570,14118994,7010890,3605471,2619606,57282788,53621571,17293419,10145585,21122432,0
(주)바이오스마트,038460,2016/12,62989881,45503046,112165319,85147873,49166037,36414235,14617454,5564170,13135813,3759276,23171827,6728790,8856999,4889708,57346001,55080768,54819318,30067105,35454176,0
(주)바이오스마트,038460,2017/12,80432645,55114201,112735334,88806853,58876879,42422556,17477467,5307978,13467311,3932942,18784818,6839906,7189281,3263644,63550408,62719577,49184925,26087276,35853402,0
(주)바이오스마트,038460,2018/12,117732569,60672736,141383449,96526170,74845919,47161951,31478363,5295843,23070577,4367633,20058266,6130346,16718665,4313214,82603026,77575755,58780423,18950415,62994048,0
(주)바이오스마트,038460,2019/12,158967517,64995904,183543718,119972450,102735303,51639054,34580951,5039207,26808490,5167207,25375213,6912368,12644982,4418682,106003313,102007920,77540405,17964530,102267146,0
(주)바이오톡스텍,086040,2010/12,18733549,18733549,44835622,44835622,12789732,12789732,793601,793601,3947272,3947272,21528690,21528690,525371,525371,14966936,14966936,29868686,29868686,16512261,0
(주)바이오톡스텍,086040,2011/12,23087738,23432080,44194146,42867218,13890024,13994740,472741,461754,6455132,6574085,22848653,22621054,563792,500833,21741428,20171218,22452719,22696000,14296969,0
(주)바이오톡스텍,086040,2012/12,17715967,17965818,44680667,43832484,13258057,13261987,581406,554339,6478142,6470617,23297685,22349148,555029,500596,25926055,24786204,18754612,19046280,14562799,0
(주)바이오톡스텍,086040,2013/12,17272069,17072862,46294125,45844255,13954362,13717249,799273,591514,6022334,5963867,22573691,21742081,504401,450880,25599720,24904095,20694405,20940160,16434953,0
(주)바이오톡스텍,086040,2014/12,15087766,14213991,47836166,48328060,13372016,12698169,603241,381811,4375731,4281790,21551507,20813345,529232,438696,26683486,27487910,21152680,20840150,17840446,0
(주)바이오톡스텍,086040,2015/12,16676482,14835792,45379011,45488475,13627437,13378111,664099,480156,4766317,4661300,20811564,20033270,549882,493669,23584131,23991968,21794880,21496508,13549332,0
(주)바이오톡스텍,086040,2016/12,22256692,20300373,48007296,47902497,14882544,14924496,858506,683024,4442735,4353564,20081521,19412167,739704,670454,25562365,25645214,22444931,22257283,16333571,0
(주)바이오톡스텍,086040,2017/12,25564709,22351893,59770502,53934065,16443209,15973728,944308,584916,4588749,4410955,22317220,21029225,1319649,798630,31240721,27657277,28529781,26276788,13163621,0
(주)바이오톡스텍,086040,2018/12,32582096,24105320,63135803,57912152,20523155,18347730,968435,567600,4392986,4014837,23060781,21883551,1024017,724050,35749343,32302069,27386460,25610083,15862206,0
(주)바이오톡스텍,086040,2019/12,25853847,24329643,60175524,60584722,20484340,19955537,708307,521894,5171984,4944442,21964571,21160644,737858,680323,31195005,31484176,28980519,29100546,17177529,0
(주)바텍,043150,2010/12,142641429,106193994,165790140,159128681,91061493,72777870,23397825,13732336,72382926,77244318,31046698,28720210,34881715,30843567,80547131,81097430,85243009,78031251,111844852,0
(주)바텍,043150,2011/12,149625813,98689540,171126563,155108668,98491273,73103437,27030988,7359768,63132269,69727141,27806728,16406011,32806945,25390546,74708935,80011437,96417627,75097231,111149264,0
(주)바텍,043150,2012/12,175882269,92394853,199976304,159632008,112455342,74236236,35872110,10214971,71658667,66729415,42258521,17590795,24776459,23330758,86719424,80374212,113256880,79257796,131661992,0
(주)바텍,043150,2013/12,171517053,86764292,227688793,156256128,97298729,66678143,29577987,8878974,78878364,66407819,47965251,25125844,29733839,23856867,104720755,81420497,122968038,74835631,148078139,0
(주)바텍,043150,2014/12,194791464,96863523,239957971,165745650,107830643,72843132,32461086,8305816,79769977,64713576,56447534,31990479,26007633,19135904,113024963,91233845,126933008,74511805,153076216,0
(주)바텍,043150,2015/12,217358785,108901513,270205260,187062825,117923190,84477754,42718446,6738504,69283285,58603087,75874043,47710784,18629049,16835523,134002099,101200140,136203161,85862685,161483644,0
(주)바텍,043150,2016/12,238338397,112377253,390173060,221494855,124818863,83923209,61565666,27682224,71611118,67039071,90651889,51192415,21253561,27709507,257043154,118174168,133129906,103320687,250554021,0
(주)바텍,043150,2017/12,218808934,153296439,321481558,320605433,113855484,100182060,51128642,26672433,55188920,71390318,69233580,60683939,29836397,28385184,198610658,210753326,122870900,109852107,138289386,0
(주)바텍,043150,2018/12,234393036,168887720,349615466,341480704,122641569,110670100,58911889,24772310,55210253,83058590,66885725,56474156,31816694,29690700,223693553,234745495,125921912,106735209,162979276,0
(주)바텍,043150,2019/12,271702910,189138285,386987301,362905886,144015092,122744629,66703068,25698918,67495505,100270797,66741333,55547776,40822148,36474368,253760519,265394512,133226782,97511374,187276430,0
(주)방림,003610,2010/09,208337824,195257200,287975864,264177808,186658519,182335897,50674902,34224703,23263339,19783415,87243792,71342545,5252777,12379600,179243415,179243415,108732448,84934392,190504551,0
(주)방림,003610,2011/09,218985322,229956016,314840200,290251205,196474531,214002395,88202902,43629143,28066011,57106947,67400735,47256879,8789852,11406759,178722354,180153550,136117846,110097655,212419251,0
(주)방림,003610,2012/09,205928558,173738959,277851131,255099137,203290863,159855691,53065624,25428503,28249432,46082513,74016881,47979273,10535518,11958731,169458223,186952396,108392908,68146741,168696195,0
(주)방림,003610,2013/09,193795095,161583801,280836279,262766857,177375875,148046771,57419403,27343469,26281254,50497660,74777067,48543622,10617217,13391454,171319317,191305363,109516961,71461495,171341978,0
(주)방림,003610,2014/09,161416440,142564020,261029485,242099090,145266827,131386677,55977139,25086002,22520367,42251030,73750619,48670392,9169942,7385463,173036615,193044447,87992870,49054644,153617752,0
(주)방림,003610,2015/09,161549573,125609417,259201088,240918688,142201767,112516212,52960544,24792019,18424115,36820659,74454985,49409476,9765298,7147427,178671375,197562370,80529713,43356318,146425788,0
(주)방림,003610,2016/09,150722738,115681153,249500753,221885741,130692656,102131413,40763023,18996045,17255911,30891377,58673557,35405816,7415489,7019055,182500659,182500659,67000094,39385082,153196944,0
(주)방림,003610,2017/09,148107534,107612566,252621318,230735407,128345033,94116908,39696242,21838019,18726199,32406957,58811881,38058137,6538681,7361104,184831012,184831012,67790306,45904395,158260836,0
(주)방림,003610,2018/09,141818424,100626040,247664771,224923618,123903289,91969172,37283764,18694754,17040245,33453128,61176114,36953094,4616939,6190232,186692171,185693588,60972600,39230030,154851502,0
(주)방림,003610,2019/09,131906971,87519588,236858931,222586556,112122831,79524517,36470721,18638428,19585154,38502266,59421313,35247335,5919013,7839130,189820104,189357489,47038827,33229067,148401104,0
(주)배럴,267790,2018/12,50068540,50099838,41379987,41848150,18662001,18819602,9817976,9612122,2495880,2685275,4377843,4371309,235981,216320,38455490,38936850,2924498,2911300,34794424,0
(주)배럴,267790,2019/12,59946896,59440692,58348027,59689555,22480110,22629632,11680038,11228849,2398417,2346213,17412947,17065437,709703,709703,45777920,47532816,12570107,12156738,38445796,0
(주)백금티앤에이,046310,2010/12,100670140,78800236,73293003,62138106,70532211,64633694,22879004,2199796,15244121,11921562,5728472,595439,6085718,5125437,34881487,30440107,38411516,31697999,53920291,0
(주)백금티앤에이,046310,2011/12,104522555,71533145,73132489,65157256,81770915,60536609,16570995,3251072,12574116,13344884,5895290,390776,3525042,3387738,32799672,28947586,40332816,36209670,52495109,0
(주)백금티앤에이,046310,2012/12,106041966,75299082,77532850,61308271,79725641,66322017,14137129,1136494,18779576,11081852,6006433,441593,8513931,2381047,33792566,26822212,43740285,34486059,55902454,0
(주)백금티앤에이,046310,2013/12,81099769,58695710,72867912,60079196,59522865,49285719,14776682,1545036,13823874,12259537,6695258,238197,5612200,3091176,27996415,23590867,44871497,36488329,47474744,0
(주)백금티앤에이,046310,2014/12,94309334,57872877,74503723,61801695,66333554,47472082,17616982,805725,17138765,12220858,6383894,345176,6921678,3695881,30649698,27718843,43854024,34082852,47424790,0
(주)백금티앤에이,046310,2015/12,92584519,56288523,55411509,57637697,68029335,45963582,7205078,890429,16972225,14539347,3065101,346463,3112785,1636915,23105774,33268541,32305735,24369156,35153005,0
(주)백금티앤에이,046310,2016/12,60216859,36744298,64969546,59969611,47143103,29545880,8038958,688005,12725037,11476520,2962734,320341,5915563,4196551,30139519,33071209,34830027,26898402,38208145,0
(주)백금티앤에이,046310,2017/12,101998708,68146269,74533011,67782127,77991501,56463759,18316766,312261,20417183,18822330,2528963,219871,6547590,5393498,35367273,35527322,39165738,32254804,47424495,0
(주)백금티앤에이,046310,2018/12,112217563,62247878,77049623,67436933,85597885,49204006,16425909,506065,20740887,18470897,2623772,434214,3551786,2093685,44556438,42263130,32493185,25173803,51032421,0
(주)백금티앤에이,046310,2019/12,155629903,54558064,93349212,61445123,114366701,42399645,13632630,382788,13339439,9972581,2394780,317302,10774610,3080150,52630331,38590228,40718881,22854896,73876811,0
(주)백산,035150,2010/12,151029307,124445662,167095692,158018658,129906199,109719687,20507298,13548968,29937815,31556866,64484087,47524592,10178603,13624216,68173137,65279306,98922555,92739351,92838146,0
(주)백산,035150,2011/12,178131543,145778637,153278162,144982969,148694335,126078632,21154782,14498905,27626550,28729864,63282495,47898526,7843992,11824774,83367845,78227268,69910317,66755700,83748327,0
(주)백산,035150,2012/12,185390651,161779184,158972213,151758463,147962438,135218236,24829183,17025782,30841956,30824243,62476263,47250059,9422798,12971722,90797647,86334457,68174565,65424006,88600277,0
(주)백산,035150,2013/12,177231545,151700131,152570048,150978561,148659855,135770178,22091356,15236552,27597608,27360397,59170189,46697171,10335810,17064926,95444286,91582213,57125762,59396348,85212123,0
(주)백산,035150,2014/12,169766437,145694279,163001526,160548189,142482321,127433230,23435309,16112245,24956380,25611657,46453561,33599499,11282000,16513468,92029150,87245124,70972376,73303065,100888247,0
(주)백산,035150,2015/12,172072593,149316291,170612301,163431870,137292607,125457442,23443260,15724450,37177448,36052699,45623666,31687871,14244871,19282629,103604065,97749837,67008236,65682032,99739202,0
(주)백산,035150,2016/12,200786094,174059704,186773462,171172693,155462655,138018487,26086083,16279676,41818388,41006195,49302997,30861370,17302276,20535618,123057140,115373216,63716322,55799477,116346986,0
(주)백산,035150,2017/12,211371854,178689712,191846950,186913634,166861440,140433725,23012774,14014259,37020979,40362990,45803810,29988359,17252632,17717391,125040707,125461769,66806244,61451865,118981626,0
