회사명,거래소코드,회계년도,부가가치(IFRS연결),유형자산(IFRS연결),건설중인자산(IFRS연결),부가가치(IFRS개별),유형자산(IFRS개별),건설중인자산(IFRS개별)
(주)에넥스,11090,17-Dec,32786.22,0,49500,31052.83,16699572,49500
(주)에넥스,11090,18-Dec,31254.45,0,1115603,29745.8,18435915,1115603
(주)에넥스,11090,19-Dec,25772.95,0,219218,24559.77,17244062,219218
(주)에스디생명공학,217480,17-Dec,28687.88,0,4733932,31401.02,31077714,4610164
(주)에스디생명공학,217480,18-Dec,21991.59,0,9609170,8298.6,35712612,9549790
(주)에스디생명공학,217480,19-Dec,-817.41,0,294065,-4534.5,50385502,118030
(주)에스디시스템,121890,11-Dec,,,,2192.31,1373695,0
(주)에스디시스템,121890,12-Dec,,,,6399.55,1381042,0
(주)에스디시스템,121890,13-Dec,,,,2160.79,1264590,0
(주)에스디시스템,121890,14-Dec,,,,7447.54,2950394,0
(주)에스디시스템,121890,15-Dec,,,,8038.8,3652252,0
(주)에스디시스템,121890,16-Dec,,,,1929.32,4085860,0
(주)에스디시스템,121890,17-Dec,,,,314.85,4834610,0
(주)에스디시스템,121890,18-Dec,,,,1882.09,4389930,0
(주)에스디시스템,121890,19-Dec,,,,-6419.98,2802488,0
(주)에스비에스,34120,11-Dec,287205.15,0,34061332,219462.67,329459272,34061332
(주)에스비에스,34120,12-Dec,290836.84,0,215528,224450.03,332884739,215528
(주)에스비에스,34120,13-Dec,282405.71,0,360549,221209.69,336772370,359434
(주)에스비에스,34120,14-Dec,247185.42,0,698615,189426.85,323746061,697500
(주)에스비에스,34120,15-Dec,310998.46,0,15474167,245489.46,322358457,15473052
(주)에스비에스,34120,16-Dec,267438.32,0,17727239,203936.26,318942570,17726124
(주)에스비에스,34120,17-Dec,300882.45,0,26423753,230861.46,310506871,26422638
(주)에스비에스,34120,18-Dec,286883.33,0,13319715,207216.23,302611933,13318600
(주)에스비에스,34120,19-Dec,326687.71,0,1034882,211855.8,286071529,1033767
(주)에스비에스콘텐츠허브,46140,11-Dec,42958.85,0,17730317,42177.96,25355969,17730317
(주)에스비에스콘텐츠허브,46140,12-Dec,43599.49,0,0,41935.04,30563395,0
(주)에스비에스콘텐츠허브,46140,13-Dec,44872.55,0,0,44837.61,30022297,0
(주)에스비에스콘텐츠허브,46140,14-Dec,30041.19,0,0,29944.27,29550429,0
(주)에스비에스콘텐츠허브,46140,15-Dec,27538.45,0,0,27685.77,28870767,0
(주)에스비에스콘텐츠허브,46140,16-Dec,35563.64,0,0,34931.23,27629230,0
(주)에스비에스콘텐츠허브,46140,17-Dec,24909.03,0,0,20436.96,12366730,0
(주)에스비에스콘텐츠허브,46140,18-Dec,24017.81,0,0,10726.35,10902652,0
(주)에스비에스콘텐츠허브,46140,19-Dec,15947.81,0,0,10578.74,11576245,0
(주)에스씨디,42110,11-Dec,,,,18032.1,25067258,202375
(주)에스씨디,42110,12-Dec,,,,15172.93,27705950,111265
(주)에스씨디,42110,13-Dec,,,,23570.73,16395458,121230
(주)에스씨디,42110,14-Dec,,,,29231.65,17324881,171021
(주)에스씨디,42110,15-Dec,33947.74,0,1188522,30115.38,16839216,396089
(주)에스씨디,42110,16-Dec,34586.98,0,233622,28687.43,27671778,233622
(주)에스씨디,42110,17-Dec,32378.59,0,35693,26824.86,27148527,35693
(주)에스씨디,42110,18-Dec,40019.9,0,25080,32180.53,25615838,25080
(주)에스씨디,42110,19-Dec,27540.65,0,79311,19366.05,23931251,79311
(주)에스아이리소스,65420,11-Dec,12825.19,0,631157,2918.97,6035817,0
(주)에스아이리소스,65420,12-Dec,11769.19,0,3486715,-35.99,5968418,0
(주)에스아이리소스,65420,13-Dec,12571.8,0,945533,2138.82,5832629,0
(주)에스아이리소스,65420,14-Dec,-5706.25,4660863,875493,-9411.66,17649,0
(주)에스아이리소스,65420,15-Dec,7079.57,0,475335,-10593.64,18235,0
(주)에스아이리소스,65420,16-Dec,7593.7,0,587565,-2124.95,261255,0
(주)에스아이리소스,65420,17-Dec,3644.04,0,546687,2013.66,210320,0
(주)에스아이리소스,65420,18-Dec,179.66,0,0,-1579.97,952985,0
(주)에스아이리소스,65420,19-Dec,,,,-9945.19,126551,0
(주)에스앤더블류,103230,11-Dec,,,,14034.33,50776667,1942103
(주)에스앤더블류,103230,12-Dec,,,,17384.61,49941007,2410680
(주)에스앤더블류,103230,13-Dec,,,,13990.55,49050112,2598985
(주)에스앤더블류,103230,14-Dec,,,,13182.88,48956523,3503661
(주)에스앤더블류,103230,15-Dec,,,,15674.11,41193281,4879723
(주)에스앤더블류,103230,16-Dec,,,,10104.05,38301220,4911527
(주)에스앤더블류,103230,17-Dec,,,,5850.6,36392322,5989366
(주)에스앤더블류,103230,18-Dec,,,,1947.86,36223737,5657979
(주)에스앤더블류,103230,19-Dec,,,,7796.55,36484206,6149840
(주)에스앤에스텍,101490,11-Dec,15904.35,0,5201246,16575.87,50137588,2928414
(주)에스앤에스텍,101490,12-Dec,15346.5,0,2398443,17703.04,49635379,28500
(주)에스앤에스텍,101490,13-Dec,10008.24,0,1785696,4123.68,52838497,359100
(주)에스앤에스텍,101490,14-Dec,7660.65,0,1466781,524.95,48473853,1466781
(주)에스앤에스텍,101490,15-Dec,,,,22786.73,47355154,1059020
(주)에스앤에스텍,101490,16-Dec,,,,22953.08,77651701,18454648
(주)에스앤에스텍,101490,17-Dec,,,,19145.88,74372749,138425
(주)에스앤에스텍,101490,18-Dec,,,,22970.75,69173767,1175134
(주)에스앤에스텍,101490,19-Dec,,,,29804.36,65540170,2120006
(주)에스에너지,95910,11-Dec,11112.85,0,4078568,10929.59,34403344,728466
(주)에스에너지,95910,12-Dec,30319.33,0,2494505,29480.65,32538429,498571
(주)에스에너지,95910,13-Dec,29247.49,0,9492067,33662.18,39298529,841094
(주)에스에너지,95910,14-Dec,28969.41,0,6600658,26043.2,29237358,2544063
(주)에스에너지,95910,15-Dec,33957.91,0,16095551,28281.37,34293150,2576325
(주)에스에너지,95910,16-Dec,31376.01,0,3940392,22545.08,37053984,3426936
(주)에스에너지,95910,17-Dec,22365.57,0,2995895,16356.59,27368182,1984121
(주)에스에너지,95910,18-Dec,9579.2,14449685,226030,15110.18,21041967,120553
(주)에스에너지,95910,19-Dec,12272.01,14218592,11098838,12037.2,21503257,4416398
(주)에스에스알,275630,18-Dec,,,,6155.69,1936421,0
(주)에스에스알,275630,19-Dec,,,,6598.12,2228290,0
(주)에스에이엠티,31330,11-Dec,32734.28,1988142,0,32078.93,7548155,0
(주)에스에이엠티,31330,12-Dec,36481.27,793953,0,36572.35,7464003,0
(주)에스에이엠티,31330,13-Dec,37236.03,0,0,71248.29,7256489,0
(주)에스에이엠티,31330,14-Dec,7977.39,0,0,3336.85,7312100,0
(주)에스에이엠티,31330,15-Dec,54215.5,0,0,47071.99,9710566,0
(주)에스에이엠티,31330,16-Dec,48833.11,8470392,0,53059.18,9493989,0
(주)에스에이엠티,31330,17-Dec,59013.45,8000575,465500,48310.22,11754428,465500
(주)에스에이엠티,31330,18-Dec,52399.53,0,805500,48095.21,13001026,805500
(주)에스에이엠티,31330,19-Dec,53462.65,573419,0,49634.41,11998086,0
(주)에스에이티,60540,11-Dec,11127.36,0,0,344.27,2455491,0
(주)에스에이티,60540,12-Dec,14756.89,0,0,2755.56,2352669,0
(주)에스에이티,60540,13-Dec,2148.66,0,0,1771.06,2885028,0
(주)에스에이티,60540,14-Dec,7090.03,0,141767,8131.32,2710388,0
(주)에스에이티,60540,15-Dec,16975.61,0,163607,7661.21,2674904,0
(주)에스에이티,60540,16-Dec,19888.1,0,108531,8039.58,2793782,0
(주)에스에이티,60540,17-Dec,22111.89,0,104987,9055.95,2737059,0
(주)에스에이티,60540,18-Dec,29646.67,0,51997,10684.3,2582601,0
(주)에스에이티,60540,19-Dec,37171.18,0,379903,12517.92,2809025,0
(주)에스에프에이,56190,11-Dec,208851.96,3959104,731217,177459.36,107073445,725217
(주)에스에프에이,56190,12-Dec,176151.82,0,1189898,154710.38,104917749,1189898
(주)에스에프에이,56190,13-Dec,165469,0,2371190,142072.24,102230636,2371190
(주)에스에프에이,56190,14-Dec,123060.17,0,0,102203.88,95316426,0
(주)에스에프에이,56190,15-Dec,132498.34,0,161807,119472.02,91487369,0
(주)에스에프에이,56190,16-Dec,336897.33,2120000,3536076,187682.99,92373508,208680
(주)에스에프에이,56190,17-Dec,514788.03,0,60293716,325173.52,89293478,114000
(주)에스에프에이,56190,18-Dec,446220.96,0,11606543,265596.64,86469382,808994
(주)에스에프에이,56190,19-Dec,424603.38,0,14774884,282390.91,90379319,5123
(주)에스에프에이반도체,36540,11-Dec,127724.82,0,7949925,100522.83,160703028,7591291
(주)에스에프에이반도체,36540,12-Dec,134536.62,0,59400075,82869.59,205744869,54079763
(주)에스에프에이반도체,36540,13-Dec,97333.56,0,24682533,64350.2,216148819,21779040
(주)에스에프에이반도체,36540,14-Dec,117535.43,0,16409633,94798.77,293430706,16229482
(주)에스에프에이반도체,36540,15-Dec,25476.96,0,161807,-138212.86,274577696,158951
(주)에스에프에이반도체,36540,16-Dec,132093.49,0,3327396,82684.49,258792724,706650
(주)에스에프에이반도체,36540,17-Dec,125646.36,0,60179716,82488.89,245168927,5641345
(주)에스에프에이반도체,36540,18-Dec,120930.3,0,11344549,84201.75,246870378,6727094
(주)에스에프에이반도체,36540,19-Dec,137815.89,0,14769761,95176.93,245474924,11027806
(주)에스엘바이오닉스,214310,15-Dec,19540.53,0,961664,19544.51,20261162,961664
(주)에스엘바이오닉스,214310,16-Dec,3746.65,0,627895,3627.38,18449141,627895
(주)에스엘바이오닉스,214310,17-Dec,5010.98,0,391179,3975.84,15428140,391179
(주)에스엘바이오닉스,214310,18-Dec,3613.3,0,697022,2714.48,17874373,697022
(주)에스엘바이오닉스,214310,19-Dec,-8803.25,0,460310,-7583.82,5266171,460310
(주)에스엠라이프디자인그룹,63440,11-Dec,,,,4124.59,16106963,0
(주)에스엠라이프디자인그룹,63440,12-Dec,,,,-210.35,15828784,0
(주)에스엠라이프디자인그룹,63440,13-Dec,-671.64,0,0,844.83,15370687,0
(주)에스엠라이프디자인그룹,63440,14-Dec,1603.63,0,0,-1544.45,14938951,0
(주)에스엠라이프디자인그룹,63440,15-Dec,301.05,0,220585,-2674.87,13144067,182216
(주)에스엠라이프디자인그룹,63440,16-Dec,1930.02,0,0,1809.12,12739688,0
(주)에스엠라이프디자인그룹,63440,17-Dec,8597.67,0,0,7866.07,12060894,0
(주)에스엠라이프디자인그룹,63440,18-Dec,4845.45,0,0,4659,12280736,0
(주)에스엠라이프디자인그룹,63440,19-Dec,4656.76,0,0,1897.94,9078497,0
(주)에스엠벡셀,10580,11-Dec,,,,14443.81,43159347,10294516
(주)에스엠벡셀,10580,12-Dec,,,,14367.74,36892996,8727663
(주)에스엠벡셀,10580,13-Dec,,,,12798.84,46583459,5124698
(주)에스엠벡셀,10580,14-Dec,,,,12463.83,44121163,154586
(주)에스엠벡셀,10580,15-Dec,,,,8692.83,44136225,337897
(주)에스엠벡셀,10580,16-Dec,,,,6337.19,41925526,70050
(주)에스엠벡셀,10580,17-Dec,,,,6106.58,40136773,256600
(주)에스엠벡셀,10580,18-Dec,,,,12508.63,48304706,9474000
(주)에스엠벡셀,10580,19-Dec,,,,625.92,54389559,17308486
(주)에스엠엔터테인먼트,41510,11-Dec,50964.19,0,2639324,37423.23,4391210,1463429
(주)에스엠엔터테인먼트,41510,12-Dec,90871.07,0,3584567,67109.71,20375104,1463429
(주)에스엠엔터테인먼트,41510,13-Dec,98380.34,0,2319374,55363.18,31390636,0
(주)에스엠엔터테인먼트,41510,14-Dec,95255.76,0,18828906,52969.21,51238617,16001619
(주)에스엠엔터테인먼트,41510,15-Dec,112275.68,0,15865471,51254.89,55815823,6531545
(주)에스엠엔터테인먼트,41510,16-Dec,115410.84,0,3126483,61492.66,51090846,1507295
(주)에스엠엔터테인먼트,41510,17-Dec,131101.44,0,7355753,58714,48726957,4750861
(주)에스엠엔터테인먼트,41510,18-Dec,193454,0,4489492,80857.22,44822544,707868
(주)에스엠엔터테인먼트,41510,19-Dec,194284.81,0,9160868,73944.89,41709298,2365376
(주)에스엠컬처앤콘텐츠,48550,11-Dec,11223.98,0,0,7825.4,419469,0
(주)에스엠컬처앤콘텐츠,48550,12-Dec,-3367.32,0,0,-2408.03,620478,0
(주)에스엠컬처앤콘텐츠,48550,13-Dec,21410.72,0,0,19185.23,1156658,0
(주)에스엠컬처앤콘텐츠,48550,14-Dec,20143.28,0,0,14870.51,7750055,0
(주)에스엠컬처앤콘텐츠,48550,15-Dec,25385.66,0,0,22700.92,7119476,0
(주)에스엠컬처앤콘텐츠,48550,16-Dec,32151.27,0,0,28849.85,6237894,0
(주)에스엠컬처앤콘텐츠,48550,17-Dec,17260.91,0,0,3216.91,1265458,0
(주)에스엠컬처앤콘텐츠,48550,18-Dec,44060.2,0,0,43635.7,1139343,0
(주)에스엠컬처앤콘텐츠,48550,19-Dec,55759.31,0,0,54592.26,1132542,0
(주)에스엠코어,7820,11-Dec,16157.75,0,0,14902.79,13465470,0
(주)에스엠코어,7820,12-Dec,15495.61,0,0,14122.08,14434281,0
(주)에스엠코어,7820,13-Dec,16579,0,0,14809.43,16800883,0
(주)에스엠코어,7820,14-Dec,19199.38,0,0,17860.02,16160858,0
(주)에스엠코어,7820,15-Dec,16200.22,0,0,14705.14,15871821,0
(주)에스엠코어,7820,16-Dec,15.04,0,0,-1406.09,16349867,0
(주)에스엠코어,7820,17-Dec,12897.54,0,0,10742.39,16429898,0
(주)에스엠코어,7820,18-Dec,17586.56,0,0,17804.52,17570962,0
(주)에스엠코어,7820,19-Dec,26375.3,0,0,26198.16,18196995,0
(주)에스원,12750,11-Dec,590312.3,0,2030000,518173.82,329134689,2030000
(주)에스원,12750,12-Dec,614776.5,0,4751743,529060.93,389648752,4751743
(주)에스원,12750,13-Dec,667674.8,0,3891662,561714.84,436320376,3891662
(주)에스원,12750,14-Dec,855102.67,0,2316678,735752.19,459729096,2316678
(주)에스원,12750,15-Dec,875995.6,0,453400,878269.49,468122630,453400
(주)에스원,12750,16-Dec,919260.61,0,509972,815042.34,472934168,509972
(주)에스원,12750,17-Dec,961752.27,0,858953,841154.78,460303489,858953
(주)에스원,12750,18-Dec,998838.03,0,2313910,860860.78,457385529,2313910
(주)에스원,12750,19-Dec,1069746.52,0,1624110,912766.18,468616284,1624110
(주)에스제이그룹,306040,19-Dec,28664.63,0,0,26296.35,2596931,0
(주)에스제이엠,123700,11-Dec,64340.17,0,870729,40735.33,34959838,306631
(주)에스제이엠,123700,12-Dec,62116.07,0,829326,38287.89,34306760,51700
(주)에스제이엠,123700,13-Dec,66120.95,0,207053,29945.4,33743782,118810
(주)에스제이엠,123700,14-Dec,66739.58,0,110509,27616.25,33778608,26091
(주)에스제이엠,123700,15-Dec,75764.17,0,4434088,32548.17,33599324,98672
(주)에스제이엠,123700,16-Dec,71517,0,387688,36943.73,34083781,387688
(주)에스제이엠,123700,17-Dec,60737.86,0,2415244,30845.74,35213132,1085666
(주)에스제이엠,123700,18-Dec,61847.04,0,1561013,28467.68,35093589,502509
(주)에스제이엠,123700,19-Dec,68058.24,0,331347,29462.63,33835927,331347
(주)에스제이엠홀딩스,25530,11-Dec,65232.52,0,870729,6789.49,0,0
(주)에스제이엠홀딩스,25530,12-Dec,62933.87,0,829326,1657.66,0,0
(주)에스제이엠홀딩스,25530,13-Dec,63377.32,0,207053,25.96,7200,0
(주)에스제이엠홀딩스,25530,14-Dec,66070.88,0,110509,8132.63,5143,0
(주)에스제이엠홀딩스,25530,15-Dec,75440.06,0,4434088,11306.33,3086,0
(주)에스제이엠홀딩스,25530,16-Dec,68435.23,0,387688,6851.36,126127,0
(주)에스제이엠홀딩스,25530,17-Dec,77181.38,0,2415244,20118.58,199001,0
(주)에스제이엠홀딩스,25530,18-Dec,63223.61,0,1561013,4490.97,132370,0
(주)에스제이엠홀딩스,25530,19-Dec,68108.99,0,331347,5618.03,173069,0
(주)에스지글로벌,1380,11-Dec,11045.44,0,144128,10525.04,25996298,121993
(주)에스지글로벌,1380,12-Dec,4243.59,0,4313,1364.75,25415509,4313
(주)에스지글로벌,1380,13-Dec,18703.75,0,12600,14143.12,22161192,12600
(주)에스지글로벌,1380,14-Dec,15709.3,0,33648,10220.83,23237165,33648
(주)에스지글로벌,1380,15-Dec,6056.66,0,194816,4306.32,7851189,194817
(주)에스지글로벌,1380,16-Dec,14774.99,0,33648,13471.17,5626893,33648
(주)에스지글로벌,1380,17-Dec,17646.42,307681,117434,13722.31,6522361,68566
(주)에스지글로벌,1380,18-Dec,19711.32,0,0,11285.22,9861654,0
(주)에스지글로벌,1380,19-Dec,15037.35,0,0,12065.49,11498560,0
(주)에스지세계물산,4060,11-Dec,26841.94,0,25248,19227.83,41276156,25248
(주)에스지세계물산,4060,12-Dec,29847.56,0,78317,20179.01,41269941,78317
(주)에스지세계물산,4060,13-Dec,26914.26,0,32464,10215.97,40765467,32464
(주)에스지세계물산,4060,14-Dec,24755.47,0,42613,2402.34,38541207,42613
(주)에스지세계물산,4060,15-Dec,35316.85,0,40345,16878.3,38321888,40345
(주)에스지세계물산,4060,16-Dec,37175.35,0,16474,11141.91,38061192,16474
(주)에스지세계물산,4060,17-Dec,44414.21,2074530,2253740,7749.51,40413948,2253740
(주)에스지세계물산,4060,18-Dec,62326.22,0,97182,21457.9,43822868,97182
(주)에스지세계물산,4060,19-Dec,70108.53,0,42213,35970.85,42833293,42213
(주)에스지엔지,40610,11-Dec,113645.21,0,6616691,4784.99,5902366,0
(주)에스지엔지,40610,12-Dec,109325.4,0,82630,6883.93,6315388,0
(주)에스지엔지,40610,13-Dec,135744.73,0,251905,8615.06,11332815,206840
(주)에스지엔지,40610,14-Dec,128241.02,0,2147979,9735.73,11433893,0
(주)에스지엔지,40610,15-Dec,113356.07,0,16725809,10874.86,27438529,13935130
(주)에스지엔지,40610,16-Dec,144404.69,0,6522261,8644.81,13084515,115500
(주)에스지엔지,40610,17-Dec,136486.74,2541529,7384747,8727.57,13640644,318586
(주)에스지엔지,40610,18-Dec,142777.81,91776905,7429571,2839.02,11375801,766977
(주)에스지엔지,40610,19-Dec,143626.52,0,7854527,9170.18,23872412,1204560
(주)에스코넥,96630,11-Dec,26004.02,0,0,13078.25,27367091,0
(주)에스코넥,96630,12-Dec,28982.64,0,267535,15270.59,25299647,0
(주)에스코넥,96630,13-Dec,46693.57,0,617019,24530.76,35972962,617019
(주)에스코넥,96630,14-Dec,43358.5,0,4349904,24603.6,40540842,4050380
(주)에스코넥,96630,15-Dec,55364.14,0,2061982,27167.1,43438437,2003758
(주)에스코넥,96630,16-Dec,70354.65,0,3252514,27984.68,41612815,3229072
(주)에스코넥,96630,17-Dec,77684.81,0,8365730,23016.67,42319201,3705150
(주)에스코넥,96630,18-Dec,71422.72,0,1682151,8989.87,42239164,1646130
(주)에스코넥,96630,19-Dec,37959.68,0,4532195,7611.07,45772662,4499770
(주)에스텍파마,41910,11-Dec,,,,18558.26,32763155,4426250
(주)에스텍파마,41910,12-Dec,,,,21400.72,48474131,51000
(주)에스텍파마,41910,13-Dec,15814.37,0,0,15785.49,46315211,0
(주)에스텍파마,41910,14-Dec,20882.96,0,91800,20840.27,43806219,91800
(주)에스텍파마,41910,15-Dec,10148.29,0,35000,10415.3,42891162,35000
(주)에스텍파마,41910,16-Dec,16408.27,0,0,15216.89,38298743,0
(주)에스텍파마,41910,17-Dec,13049.78,0,88985,13160.49,35428785,88985
(주)에스텍파마,41910,18-Dec,19788.59,0,0,19723.43,33189782,0
(주)에스텍파마,41910,19-Dec,32350.24,0,288810,32037.01,32398131,288810
(주)에스티아이,39440,11-Dec,22084.87,0,0,21745.8,14263197,0
(주)에스티아이,39440,12-Dec,19092.16,0,0,16649.24,13925410,0
(주)에스티아이,39440,13-Dec,20621.71,0,0,18126.6,13514401,0
(주)에스티아이,39440,14-Dec,23654.34,0,0,19629.34,13369555,0
(주)에스티아이,39440,15-Dec,33226,0,163000,28411.12,13029535,163000
(주)에스티아이,39440,16-Dec,45462,0,2484236,38708.38,17615917,2484236
(주)에스티아이,39440,17-Dec,63094.59,0,12338,53775.66,22581296,12338
(주)에스티아이,39440,18-Dec,60583.52,0,4377960,51336.04,36353463,4363600
(주)에스티아이,39440,19-Dec,69457.53,0,46959162,54348.32,79969302,46959162
(주)에스티오,98660,11-Dec,16991.54,0,0,17589.47,21538950,0
(주)에스티오,98660,12-Dec,16345.69,0,0,16321.59,19328972,0
(주)에스티오,98660,13-Dec,7693.46,0,0,10020.96,17380726,0
(주)에스티오,98660,14-Dec,13146.71,0,0,11950.19,18289012,0
(주)에스티오,98660,15-Dec,17722.45,0,117585,16352.9,17303762,117585
(주)에스티오,98660,16-Dec,17482.99,0,0,16148.62,16690551,0
(주)에스티오,98660,17-Dec,12684.36,0,0,11645.87,15243145,0
(주)에스티오,98660,18-Dec,10563.51,0,0,9588.18,14511341,0
(주)에스티오,98660,19-Dec,16769.76,0,0,15372.89,20804003,0
(주)에스티큐브,52020,11-Dec,-1797.53,0,0,-2015.54,1847255,0
(주)에스티큐브,52020,12-Dec,1580.09,0,0,2981.9,1702519,0
(주)에스티큐브,52020,13-Dec,-5946.29,0,0,-9071.74,480032,0
(주)에스티큐브,52020,14-Dec,-6443.4,0,0,-7018.4,268781,0
(주)에스티큐브,52020,15-Dec,-3346.48,0,0,-2675.7,146363,0
(주)에스티큐브,52020,16-Dec,-1887.21,0,0,-3809.25,133560,0
(주)에스티큐브,52020,17-Dec,-12538.92,0,0,-8119.34,88699,0
(주)에스티큐브,52020,18-Dec,-5127.3,0,0,-5401.19,56077,0
(주)에스티큐브,52020,19-Dec,-3649.19,0,0,-11355.14,391006,0
(주)에스폴리텍,50760,11-Dec,16447.06,0,3272066,12997.35,32228004,3272066
(주)에스폴리텍,50760,12-Dec,14344.9,0,3691310,13801.99,35250688,3691310
(주)에스폴리텍,50760,13-Dec,15236.87,0,455793,12976.18,37565889,11400
(주)에스폴리텍,50760,14-Dec,9798.61,0,21300,11047.47,37604285,21300
(주)에스폴리텍,50760,15-Dec,11506.24,0,626357,13430.62,42936680,626357
(주)에스폴리텍,50760,16-Dec,17000.2,5587513,369935,16078.6,42901558,369935
(주)에스폴리텍,50760,17-Dec,10317.18,5277597,1368166,9170.19,42096600,1368166
(주)에스폴리텍,50760,18-Dec,16920.69,3111507,743005,16015.27,40485214,743004
(주)에스폴리텍,50760,19-Dec,29705.41,0,743142,31472.96,39121521,743142
(주)에스피시스템스,317830,19-Dec,7093.07,0,0,6116.37,17250998,0
(주)에스피씨삼립,5610,11-Dec,65759.49,0,1502274,65823.9,164614906,1502274
(주)에스피씨삼립,5610,12-Dec,86489.78,0,5634714,85352.66,170382120,3714200
(주)에스피씨삼립,5610,13-Dec,128492.16,0,727041,97816.74,177328847,434742
(주)에스피씨삼립,5610,14-Dec,168480.67,0,2320142,118188.37,172413071,2240690
(주)에스피씨삼립,5610,15-Dec,197993.6,0,1308568,115935.27,159889582,1308568
(주)에스피씨삼립,5610,16-Dec,227573.99,0,14187185,127614.83,169010773,14166006
(주)에스피씨삼립,5610,17-Dec,231206.11,0,2756041,128543.07,158199173,1766713
(주)에스피씨삼립,5610,18-Dec,291520.35,0,8512940,167343.13,309924041,8512939
(주)에스피씨삼립,5610,19-Dec,307422.35,0,33398631,231587.36,653224806,33398631
(주)에스피지,58610,11-Dec,19362.09,0,1485809,14799.54,32063934,1485809
(주)에스피지,58610,12-Dec,20255.8,0,0,15611.25,35195543,0
(주)에스피지,58610,13-Dec,23827.91,0,34000,17187.33,36156511,34000
(주)에스피지,58610,14-Dec,29636.73,0,163036,22369.28,36133280,163036
(주)에스피지,58610,15-Dec,30523.85,0,3203595,22370.77,37251498,3203595
(주)에스피지,58610,16-Dec,44147.68,0,13416732,35548.19,54745901,13416732
(주)에스피지,58610,17-Dec,48854.22,0,147031,28728.5,57851808,0
(주)에스피지,58610,18-Dec,60813.36,0,375864,32064.42,77799106,3300
(주)에스피지,58610,19-Dec,59941.19,0,90136,29914.16,75987039,25855
(주)에쎈테크,43340,11-Dec,,,,7243.19,26135768,0
(주)에쎈테크,43340,12-Dec,,,,7744.81,23913260,493216
(주)에쎈테크,43340,13-Dec,,,,14635.67,23611355,628750
(주)에쎈테크,43340,14-Dec,,,,14770.64,24624519,517465
(주)에쎈테크,43340,15-Dec,,,,13105.41,28814042,731214
(주)에쎈테크,43340,16-Dec,,,,12821.96,16097786,819930
(주)에쎈테크,43340,17-Dec,,,,12708.96,14575676,735030
(주)에쎈테크,43340,18-Dec,,,,14126.42,13010127,57510
(주)에쎈테크,43340,19-Dec,,,,11003.35,13015640,21050
(주)에이디칩스,54630,11-Dec,6098.65,0,0,4763.27,4010774,0
(주)에이디칩스,54630,12-Dec,3725.67,0,0,2752.16,4125797,0
(주)에이디칩스,54630,13-Dec,3840.49,0,0,2611.59,4056632,0
(주)에이디칩스,54630,14-Dec,2071.23,0,0,1203.79,3933838,0
(주)에이디칩스,54630,15-Dec,1687.91,0,0,1574.18,3811386,0
(주)에이디칩스,54630,16-Dec,7150.98,0,272727,6104.13,5372033,272727
(주)에이디칩스,54630,17-Dec,,,,5743.2,6371089,679736
(주)에이디칩스,54630,18-Dec,,,,-131.07,18751323,1277718
(주)에이디칩스,54630,19-Dec,,,,-5291.35,15441769,127400
(주)에이디테크놀로지,200710,14-Dec,16868.05,0,0,16316.11,865979,0
(주)에이디테크놀로지,200710,15-Dec,9089.32,0,0,8672.29,924084,0
(주)에이디테크놀로지,200710,16-Dec,2480.89,0,0,2292.7,636185,0
(주)에이디테크놀로지,200710,17-Dec,,,,6666.92,621217,0
(주)에이디테크놀로지,200710,18-Dec,17162.81,0,0,17140.54,739408,0
(주)에이디테크놀로지,200710,19-Dec,16858.32,0,0,17624.89,642324,0
(주)에이루트,96690,11-Dec,,,,7757.05,8774978,5270878
(주)에이루트,96690,12-Dec,6380.25,0,31800,6633.97,12121767,31800
(주)에이루트,96690,13-Dec,9049.13,0,456480,8624.2,11834034,456480
(주)에이루트,96690,14-Dec,,,,7629.08,11429898,301320
(주)에이루트,96690,15-Dec,,,,7085.67,11011288,462250
(주)에이루트,96690,16-Dec,-28422.88,0,442846,-19382.02,10541314,442846
(주)에이루트,96690,17-Dec,78.37,0,82406,-6785.26,10393820,82406
(주)에이루트,96690,18-Dec,-3088.83,0,46404,-9358.68,9730814,46404
(주)에이루트,96690,19-Dec,13478.81,0,3675,6564.17,9184782,0
(주)에이블씨엔씨,78520,11-Dec,61421.28,0,0,54191.88,14145164,0
(주)에이블씨엔씨,78520,12-Dec,84598.19,0,0,73780.52,17257875,0
(주)에이블씨엔씨,78520,13-Dec,42179.42,0,0,25155.44,21817651,0
(주)에이블씨엔씨,78520,14-Dec,32491.09,0,0,19953.42,20753591,0
(주)에이블씨엔씨,78520,15-Dec,46334.91,0,0,33802.65,19504998,0
(주)에이블씨엔씨,78520,16-Dec,55096.15,0,0,43683.78,18403214,0
(주)에이블씨엔씨,78520,17-Dec,38458.4,0,0,27707.81,14624771,0
(주)에이블씨엔씨,78520,18-Dec,9749.54,0,0,7430.51,14202319,0
(주)에이블씨엔씨,78520,19-Dec,54718.98,6987993,0,16386.92,12405778,0
(주)에이비프로바이오,195990,15-Dec,26718.75,0,0,24943.66,28136136,0
(주)에이비프로바이오,195990,16-Dec,9973.26,0,366523,9658.57,27671450,0
(주)에이비프로바이오,195990,17-Dec,717.72,0,6656181,-6913.73,27406411,0
(주)에이비프로바이오,195990,18-Dec,6135.12,0,855286,-4720.57,26180485,0
(주)에이비프로바이오,195990,19-Dec,-17290.93,0,0,-24931.86,25857328,0
