회사명,거래소코드,회계년도,매출액(IFRS연결),유동자산(IFRS연결),재고자산(IFRS연결),매출액(IFRS개별),유동자산(IFRS개별),재고자산(IFRS개별)
(주)아이에스이커머스,69920,Dec-15,56098564,59906615,15756141,18076516,30782626,2171254
(주)아이에스이커머스,69920,Dec-16,78625907,67890267,15389767,24598502,31356037,2463711
(주)아이에스이커머스,69920,Dec-17,,,,36484877,61888230,397114
(주)아이에스이커머스,69920,Dec-18,,,,34926974,21174709,462403
(주)아이에스이커머스,69920,Dec-19,36135279,34857955,2230257,28978026,32485167,1036545
(주)아이에이,38880,Dec-11,19469438,18988081,2290976,19469438,18688081,2290976
(주)아이에이,38880,Dec-12,30989135,9068587,1455890,29039139,8478594,1455890
(주)아이에이,38880,Dec-13,46721828,32592785,1728744,43526228,32075685,1728744
(주)아이에이,38880,Dec-14,61156935,18880132,2757145,55941935,17297853,2757145
(주)아이에이,38880,Dec-15,71088040,25341309,3612752,62715169,18492214,2189841
(주)아이에이,38880,Dec-16,75870439,25755512,5397318,55964170,15256660,3364127
(주)아이에이,38880,Dec-17,60756810,19378320,6339168,43547754,13453584,3857540
(주)아이에이,38880,Dec-18,67262017,30359536,9641794,41805860,25211163,5896859
(주)아이에이,38880,Dec-19,67834575,23010748,5260446,58941794,21034881,5260446
(주)아이에이치큐,3560,Dec-11,49169803,40887574,3158051,48299840,28668273,2876726
(주)아이에이치큐,3560,Dec-12,44910784,24376227,896057,37680158,21977525,666320
(주)아이에이치큐,3560,Dec-13,61942542,33131754,490527,37577558,18847349,402245
(주)아이에이치큐,3560,Dec-14,71113677,40663003,1503258,35945675,23547536,1372259
(주)아이에이치큐,3560,Dec-15,106178242,79206326,81673,92862614,73906192,81673
(주)아이에이치큐,3560,Dec-16,109404923,95060307,101538,97313233,89028170,101538
(주)아이에이치큐,3560,Dec-17,126795065,102616363,427593,118073079,97977815,364143
(주)아이에이치큐,3560,Dec-18,109447251,78429508,400525,100747386,75189232,337075
(주)아이에이치큐,3560,Dec-19,99287415,95972370,350180,93504246,96058937,286730
(주)아이엘사이언스,307180,Dec-18,,,,,,
(주)아이엘사이언스,307180,Dec-19,,,,20281482,16421306,565523
(주)아이엠,101390,Dec-11,320074150,161456848,44756257,78299716,41037498,2477170
(주)아이엠,101390,Dec-12,334118752,120667526,38597175,107439405,64725663,6251909
(주)아이엠,101390,Dec-13,345226432,106285809,28900411,162569427,30866848,4969900
(주)아이엠,101390,Dec-14,250220969,69709884,26906699,130079182,22346619,2679486
(주)아이엠,101390,Dec-15,240984166,84968050,23321501,161484457,51662457,3389283
(주)아이엠,101390,Dec-16,192429817,62951752,15196354,153657473,52401610,2838851
(주)아이엠,101390,Dec-17,249371615,38125865,13403216,232605382,52091425,1433686
(주)아이엠,101390,Dec-18,191078977,30031614,8478934,86427485,34455252,634572
(주)아이엠,101390,Dec-19,202192400,44259874,13256061,82764059,51212739,1603629
(주)아이엠비씨,52220,Dec-11,,,,54130784,38844503,0
(주)아이엠비씨,52220,Dec-12,,,,49026026,42090240,0
(주)아이엠비씨,52220,Dec-13,,,,51766008,47631054,0
(주)아이엠비씨,52220,Dec-14,54747997,45084476,0,53062264,42274723,0
(주)아이엠비씨,52220,Dec-15,64470533,42822811,0,58175452,40660917,0
(주)아이엠비씨,52220,Dec-16,67239151,36930586,0,60344209,33852779,0
(주)아이엠비씨,52220,Dec-17,57402132,22617763,0,50649210,19341128,0
(주)아이엠비씨,52220,Dec-18,58074993,30429694,0,51034398,27695548,0
(주)아이엠비씨,52220,Dec-19,51552466,20894574,0,44570903,17381212,0
(주)아이오케이컴퍼니,78860,Dec-11,,,,10562713,6476703,0
(주)아이오케이컴퍼니,78860,Dec-12,,,,16622981,15050283,0
(주)아이오케이컴퍼니,78860,Dec-13,11879721,7810344,0,11716314,6770364,0
(주)아이오케이컴퍼니,78860,Dec-14,6128115,9256451,0,6027850,8857120,0
(주)아이오케이컴퍼니,78860,Dec-15,,,,10899688,20622448,0
(주)아이오케이컴퍼니,78860,Dec-16,,,,13482393,12248055,0
(주)아이오케이컴퍼니,78860,Dec-17,18379991,19415741,517182,18156364,19210451,496158
(주)아이오케이컴퍼니,78860,Dec-18,29736551,53823830,73883,24049995,47561364,0
(주)아이오케이컴퍼니,78860,Dec-19,48736408,26610155,205024,27612482,17759615,0
(주)아이윈,90150,Dec-11,84717074,51827155,17471404,70149269,53228681,13146514
(주)아이윈,90150,Dec-12,94303495,57565522,19699358,79422414,62219602,14112903
(주)아이윈,90150,Dec-13,92206816,59844104,18407937,78131326,61565387,13735499
(주)아이윈,90150,Dec-14,94777884,59164898,18542496,81546300,59808368,11946431
(주)아이윈,90150,Dec-15,96998049,56847997,19880517,80774359,58007150,11573459
(주)아이윈,90150,Dec-16,105799217,54279473,19069862,87644016,54561545,10521854
(주)아이윈,90150,Dec-17,97190531,48710868,17353457,88397474,49721831,10215877
(주)아이윈,90150,Dec-18,93786701,44567289,18464887,88537565,45227973,10267348
(주)아이윈,90150,Dec-19,95380947,39597572,15995359,88335340,36448851,9763643
(주)아이윈플러스,123010,Dec-16,,,,28780467,11077328,1965487
(주)아이윈플러스,123010,Dec-17,,,,14183309,7504423,1658081
(주)아이윈플러스,123010,Dec-18,,,,9236824,5398412,1167109
(주)아이윈플러스,123010,Dec-19,,,,5448365,11964412,666044
(주)아이즈비전,31310,Dec-11,149916342,40497948,13759719,84667443,6608086,1911250
(주)아이즈비전,31310,Dec-12,144051403,50607340,15388569,63293380,9559696,1815994
(주)아이즈비전,31310,Dec-13,166115838,58062566,12774807,61387978,13452705,1237171
(주)아이즈비전,31310,Dec-14,127199464,59485697,14862557,47803635,21910241,1609108
(주)아이즈비전,31310,Dec-15,136867367,67215869,16669464,44050068,23410114,1131428
(주)아이즈비전,31310,Dec-16,159805659,72916806,17169633,38153741,25986525,707629
(주)아이즈비전,31310,Dec-17,167068035,88937745,24360601,27539736,26869380,1218271
(주)아이즈비전,31310,Dec-18,160165349,104652813,24311768,24766761,37697140,1845762
(주)아이즈비전,31310,Dec-19,131548342,124844723,17153021,18146822,45012544,440085
(주)아이컴포넌트,59100,Dec-11,,,,46695346,17392080,8217733
(주)아이컴포넌트,59100,Dec-12,,,,32281473,20634224,8426837
(주)아이컴포넌트,59100,Dec-13,,,,27823519,15402855,5834525
(주)아이컴포넌트,59100,Dec-14,,,,28270028,17135037,7221088
(주)아이컴포넌트,59100,Dec-15,,,,57253854,22809369,7138019
(주)아이컴포넌트,59100,Dec-16,,,,53616520,32536325,5161911
(주)아이컴포넌트,59100,Dec-17,,,,24520294,26041481,4986681
(주)아이컴포넌트,59100,Dec-18,,,,25711081,25969602,5180209
(주)아이컴포넌트,59100,Dec-19,,,,29041712,25641035,4012813
(주)아이톡시,52770,Dec-11,,,,44768478,21287559,0
(주)아이톡시,52770,Dec-12,36657762,16258345,0,33024869,15609497,0
(주)아이톡시,52770,Dec-13,34541745,16391923,0,29173630,15561778,0
(주)아이톡시,52770,Dec-14,27461546,10456212,0,24341101,10095781,0
(주)아이톡시,52770,Dec-15,,,,43949261,16844044,0
(주)아이톡시,52770,Dec-16,,,,37422701,10881761,0
(주)아이톡시,52770,Dec-17,,,,21083673,10411848,0
(주)아이톡시,52770,Dec-18,14499261,10835630,0,14466261,2388514,0
(주)아이톡시,52770,Dec-19,3774569,3986014,0,3774569,3748618,0
(주)아이티센,124500,Mar-15,239266192,81068613,13344271,170290100,44774088,4212274
(주)아이티센,124500,Dec-16,273654423,90752115,8944726,141084763,20609485,3041754
(주)아이티센,124500,Dec-17,311549095,103881479,9647472,154028752,17904391,1614764
(주)아이티센,124500,Dec-18,697948340,216521973,41861536,117544352,15031632,3140491
(주)아이티센,124500,Dec-19,1542384997,206197962,42993409,134543196,21707767,22163
(주)아이티엑스에이아이,99520,Dec-11,,,,43188579,21514025,9515956
(주)아이티엑스에이아이,99520,Dec-12,,,,45167478,25699640,14561492
(주)아이티엑스에이아이,99520,Dec-13,,,,82584633,32723157,19214441
(주)아이티엑스에이아이,99520,Dec-14,,,,67453006,23158133,12914971
(주)아이티엑스에이아이,99520,Dec-15,,,,35491021,20295767,5592552
(주)아이티엑스에이아이,99520,Dec-16,,,,24517261,12899845,5476180
(주)아이티엑스에이아이,99520,Dec-17,,,,31094349,15367547,7666687
(주)아이티엑스에이아이,99520,Dec-18,,,,27666210,14058953,6874355
(주)아이티엑스에이아이,99520,Dec-19,31861192,13364642,7224374,30858558,13049919,7227720
(주)아이티엠반도체,84850,Dec-19,397697086,229249852,38331252,395351385,267625875,31262074
(주)아즈텍더블유비이,32080,Dec-11,,,,59150079,103579539,26158193
(주)아즈텍더블유비이,32080,Dec-12,,,,50466598,75335160,26212194
(주)아즈텍더블유비이,32080,Dec-13,,,,49026276,54923126,21642809
(주)아즈텍더블유비이,32080,Dec-14,,,,47574966,65901128,20241907
(주)아즈텍더블유비이,32080,Dec-15,,,,52180744,62391144,19056619
(주)아즈텍더블유비이,32080,Dec-16,,,,52568059,65253913,22022047
(주)아즈텍더블유비이,32080,Dec-17,,,,34436524,63769258,23532789
(주)아즈텍더블유비이,32080,Dec-18,,,,47006133,70335434,19338040
(주)아즈텍더블유비이,32080,Dec-19,,,,44574103,56169735,23039502
(주)아진엑스텍,59120,Dec-14,,,,20118213,19996936,3330842
(주)아진엑스텍,59120,Dec-15,,,,18034376,15959033,3753673
(주)아진엑스텍,59120,Dec-16,,,,17565366,28008516,3450613
(주)아진엑스텍,59120,Dec-17,,,,30704497,31940899,9029096
(주)아진엑스텍,59120,Dec-18,,,,26576021,31797462,7741638
(주)아진엑스텍,59120,Dec-19,,,,20619941,32367734,7925262
(주)아톤,158430,Dec-19,32525173,38584876,126643,28938772,37940600,126643
(주)아프리카티비,67160,Dec-11,47877174,39110029,0,45872374,36676613,0
(주)아프리카티비,67160,Dec-12,,,,49094598,25188616,0
(주)아프리카티비,67160,Dec-13,48101419,24822642,0,47373552,23326194,0
(주)아프리카티비,67160,Dec-14,50455001,31754179,0,49919902,30847272,0
(주)아프리카티비,67160,Dec-15,62867913,37204627,0,62368597,35657675,0
(주)아프리카티비,67160,Dec-16,79830292,50207534,0,78984486,48876243,0
(주)아프리카티비,67160,Dec-17,94552465,63375197,0,94003216,64084413,0
(주)아프리카티비,67160,Dec-18,126627786,95822127,0,120649540,90756750,0
(주)아프리카티비,67160,Dec-19,167868522,145005202,0,154983900,135742396,0
(주)안랩,53800,Dec-11,103168895,90194755,6401358,98789234,87725650,6397724
(주)안랩,53800,Dec-12,131665371,100810922,3442611,126756869,99947007,3405604
(주)안랩,53800,Dec-13,137329001,102171612,4746973,133413813,100083846,4566721
(주)안랩,53800,Dec-14,135422446,93866342,3041570,132879812,93832626,2917422
(주)안랩,53800,Dec-15,134452685,118309317,3350574,132314221,116243783,3290915
(주)안랩,53800,Dec-16,142879622,136716638,5302494,140810131,135001930,5242515
(주)안랩,53800,Dec-17,150259297,146330613,2898326,147618546,144514972,2838860
(주)안랩,53800,Dec-18,159815065,152582176,1626889,156550808,150430311,1523480
(주)안랩,53800,Dec-19,166992214,168697109,2557452,163005453,166954807,2505897
(주)안트로젠,65660,Dec-16,,,,4896068,25355436,420886
(주)안트로젠,65660,Dec-17,,,,5357319,37722708,553905
(주)안트로젠,65660,Dec-18,,,,3607167,59505339,830721
(주)안트로젠,65660,Dec-19,,,,4147568,54118133,1367725
(주)알로이스,297570,Dec-18,,,,,,
(주)알로이스,297570,Dec-19,,,,30188225,21324225,3022046
(주)알루코,1780,Dec-11,372925440,218887307,80780787,239732553,120318138,31240001
(주)알루코,1780,Dec-12,349549374,237986831,60782452,220020514,153056201,33722132
(주)알루코,1780,Dec-13,376198466,230459714,65825743,256476559,164071559,42564995
(주)알루코,1780,Dec-14,382033178,223889112,67254882,246303198,165644914,45411119
(주)알루코,1780,Dec-15,433853367,222736005,51400257,274375467,172356794,37551329
(주)알루코,1780,Dec-16,428583721,204533630,34738223,284837755,141590052,25197417
(주)알루코,1780,Dec-17,461688892,208090898,46465312,228950568,151146580,30903229
(주)알루코,1780,Dec-18,506772982,260667116,119601573,230339170,166530444,21749484
(주)알루코,1780,Dec-19,454372346,275085192,108203344,223429536,152846500,24833440
(주)알에프세미,96610,Dec-11,37082561,29592431,18093871,37067699,28689673,18020794
(주)알에프세미,96610,Dec-12,42461674,31196112,16944417,42588985,29997103,16914430
(주)알에프세미,96610,Dec-13,52500596,34869067,19044048,52293976,33523580,19005452
(주)알에프세미,96610,Dec-14,55409738,40570527,21955901,55823356,38470058,21411870
(주)알에프세미,96610,Dec-15,57248130,39797410,21526632,57217251,37419261,20746700
(주)알에프세미,96610,Dec-16,64179251,41528065,20910199,60033005,38405798,19555425
(주)알에프세미,96610,Dec-17,62185137,42893129,22479079,60373884,40510621,20859400
(주)알에프세미,96610,Dec-18,51873304,52540305,30833713,52083203,49224972,26526646
(주)알에프세미,96610,Dec-19,42446601,54135154,41557103,41430968,51455985,36840844
(주)알에프텍,61040,Dec-11,276923588,105561006,38620493,142082576,61012058,9761930
(주)알에프텍,61040,Dec-12,499364258,151138006,55373570,275375590,85525131,16537192
(주)알에프텍,61040,Dec-13,500173065,148591780,66524731,239263269,88434183,10739801
(주)알에프텍,61040,Dec-14,406630607,128635679,48709645,212502533,104630470,8057796
(주)알에프텍,61040,Dec-15,397125105,106402272,27638809,206223584,98545917,5179953
(주)알에프텍,61040,Dec-16,321992443,116024530,28285725,159514610,90381386,6913474
(주)알에프텍,61040,Dec-17,287143154,126088302,27336497,133329132,98287430,6507241
(주)알에프텍,61040,Dec-18,240344983,121281923,30339437,115379924,87503062,5076305
(주)알에프텍,61040,Dec-19,284492015,144932675,38622095,130548771,107978256,5500572
(주)알엔투테크놀로지,148250,Dec-16,,,,12040103,13461704,1573615
(주)알엔투테크놀로지,148250,Dec-17,,,,14390958,17332270,2869081
(주)알엔투테크놀로지,148250,Dec-18,,,,17281800,14359371,2968024
(주)알엔투테크놀로지,148250,Dec-19,,,,20964927,25026797,4377635
(주)알테오젠,196170,Dec-14,7042578,25188991,0,6892300,24638386,0
(주)알테오젠,196170,Dec-15,4726609,26654540,0,4628878,26048307,0
(주)알테오젠,196170,Dec-16,6843720,39343336,195069,2334238,37589406,0
(주)알테오젠,196170,Dec-17,12104356,35670223,216147,2469485,33551737,0
(주)알테오젠,196170,Dec-18,13703079,58257365,475788,1298358,54457921,0
(주)알테오젠,196170,Dec-19,29229182,65209452,881574,13322561,61037198,0
(주)알톤스포츠,123750,Dec-11,70386414,44531850,11191674,40945418,37975609,6602814
(주)알톤스포츠,123750,Dec-12,65973565,33810463,13271556,53691948,25417367,10093425
(주)알톤스포츠,123750,Dec-13,61493639,37790692,12417627,51414187,29806349,9826138
(주)알톤스포츠,123750,Dec-14,68386922,45704519,15457701,58599042,37071370,11742710
(주)알톤스포츠,123750,Dec-15,62283136,37842244,11069801,55232820,23455140,6499711
(주)알톤스포츠,123750,Dec-16,52560248,50875021,26999352,52367346,38673759,16006383
(주)알톤스포츠,123750,Dec-17,43446206,40003569,18107109,42617058,31011928,9871191
(주)알톤스포츠,123750,Dec-18,49080045,36587136,12387026,46501941,31388167,6908987
(주)알톤스포츠,123750,Dec-19,31187516,28154311,7093808,29226026,22571624,4333472
(주)알티캐스트,85810,Dec-13,73675699,88190020,0,73675699,87888015,0
(주)알티캐스트,85810,Dec-14,77137145,91118560,0,77137145,90401801,0
(주)알티캐스트,85810,Dec-15,62727442,83746885,0,62392713,78489399,0
(주)알티캐스트,85810,Dec-16,65415904,135035569,0,59423299,66252257,0
(주)알티캐스트,85810,Dec-17,70643136,134681585,0,62148556,65950449,0
(주)알티캐스트,85810,Dec-18,76200156,129070258,0,64731260,63737275,0
(주)알티캐스트,85810,Dec-19,53178375,118226641,0,39938134,31390791,0
(주)알파홀딩스,117670,Dec-11,,,,22201991,27658827,647650
(주)알파홀딩스,117670,Dec-12,32223368,27717502,227751,32223368,27755221,227751
(주)알파홀딩스,117670,Dec-13,,,,31734810,24212149,688510
(주)알파홀딩스,117670,Dec-14,39384206,39399647,620729,38137646,37201911,620729
(주)알파홀딩스,117670,Dec-15,,,,50827475,40757108,361401
(주)알파홀딩스,117670,Dec-16,56639827,31152001,33864,56641148,24119133,33864
(주)알파홀딩스,117670,Dec-17,69995825,25741258,377215,69674265,22279684,218351
(주)알파홀딩스,117670,Dec-18,85086013,42453794,1319036,83041188,44149536,1312352
(주)알파홀딩스,117670,Dec-19,73164302,47745419,2120941,70084692,51899646,2080324
(주)애니플러스,310200,Dec-18,,,,,,
(주)애니플러스,310200,Dec-19,,,,,,
(주)애드바이오텍,179530,Dec-19,,,,,,
(주)액션스퀘어,205500,Dec-14,,,,,,
(주)액션스퀘어,205500,Dec-15,,,,6663082,33225698,0
(주)액션스퀘어,205500,Dec-16,,,,3958085,23308613,0
(주)액션스퀘어,205500,Dec-17,9402123,18950902,0,9402123,16623253,0
(주)액션스퀘어,205500,Dec-18,7471298,14467705,0,7471298,13103409,0
(주)액션스퀘어,205500,Dec-19,5838397,20531664,0,7200905,21346190,0
(주)액토즈소프트,52790,Dec-11,99270630,108507975,0,98798904,103727722,0
(주)액토즈소프트,52790,Dec-12,82978009,94741993,0,82359263,89762137,0
(주)액토즈소프트,52790,Dec-13,139365154,105213614,0,113863410,87195183,0
(주)액토즈소프트,52790,Dec-14,102829670,80650622,0,78950049,72746136,0
(주)액토즈소프트,52790,Dec-15,100752238,68173815,0,48873964,54607504,0
(주)액토즈소프트,52790,Dec-16,72386383,73432988,0,36063675,60195582,0
(주)액토즈소프트,52790,Dec-17,55399431,91713156,0,34798015,60070319,0
(주)액토즈소프트,52790,Dec-18,37652204,74587255,0,24386489,54761274,0
(주)액토즈소프트,52790,Dec-19,62665219,85343220,0,55683567,71918753,0
(주)액트로,290740,Dec-18,105631916,59431485,5918522,67135255,70702243,2017448
(주)액트로,290740,Dec-19,107845425,60457816,5869310,47107733,67895736,1492394
(주)앤디포스,238090,Dec-16,,,,70582568,78193693,3244083
(주)앤디포스,238090,Dec-17,,,,52344188,42838694,3840680
(주)앤디포스,238090,Dec-18,47757634,80693010,14593925,44246149,63886495,6519717
(주)앤디포스,238090,Dec-19,84122729,134504157,10863862,56931775,121464229,5712788
(주)앤씨앤,92600,Dec-11,,,,45830370,49089050,6391900
(주)앤씨앤,92600,Dec-12,53108560,53402867,11901591,53108560,53188647,11901591
(주)앤씨앤,92600,Dec-13,36693560,41054287,4119075,36693560,40843170,4119075
(주)앤씨앤,92600,Dec-14,35866618,39329974,5542063,35866618,39110146,5542063
(주)앤씨앤,92600,Dec-15,63184945,46359804,9191224,63174936,45139301,9107312
(주)앤씨앤,92600,Dec-16,64056482,49416374,10504195,60989966,46477188,9835694
(주)앤씨앤,92600,Dec-17,53399310,43012498,10366314,41222922,35933947,8860155
(주)앤씨앤,92600,Dec-18,58778225,36151520,9267349,30033773,28559897,7071276
(주)앤씨앤,92600,Dec-19,78473813,46504492,14536037,75197020,37707699,13403713
(주)야스,255440,Dec-17,86546664,92810307,3603552,86244464,91286531,3603552
(주)야스,255440,Dec-18,184507976,191854089,8799683,184507976,188838775,8799683
(주)야스,255440,Dec-19,86853451,151314783,14807578,86643451,146908976,12593688
(주)어스앤에어로스페이스,263540,Dec-17,,,,30086064,32097926,11002105
(주)어스앤에어로스페이스,263540,Dec-18,,,,31186869,34581515,13650466
(주)어스앤에어로스페이스,263540,Dec-19,,,,26308494,21670522,8720285
(주)얼라인드제네틱스,238120,Dec-16,4711534,24350763,1710914,4478562,24374813,1515369
(주)얼라인드제네틱스,238120,Dec-17,5636108,22289264,1358546,4975639,22216103,1176184
(주)얼라인드제네틱스,238120,Dec-18,5675117,17433706,2152993,4876003,17304522,1960078
(주)얼라인드제네틱스,238120,Dec-19,7793683,17294374,2119986,6607194,16938494,1897879
(주)에너토크,19990,Dec-11,,,,26476551,18100138,4014239
(주)에너토크,19990,Dec-12,,,,31827045,16864420,4584082
(주)에너토크,19990,Dec-13,,,,27503544,19295550,5211721
(주)에너토크,19990,Dec-14,,,,32010303,22885206,6699124
(주)에너토크,19990,Dec-15,,,,28667714,22556195,5115543
(주)에너토크,19990,Dec-16,26023692,26192613,5148118,26023692,25393300,5148118
(주)에너토크,19990,Dec-17,24468473,24427923,5474000,24468473,24602940,5474000
(주)에너토크,19990,Dec-18,23055729,22380757,5986434,23058748,22004583,5946697
(주)에너토크,19990,Dec-19,23483475,19871069,5605509,23480773,19521025,5506929
(주)에넥스,11090,Dec-11,189018767,64997041,14597525,183720306,61522813,12221064
(주)에넥스,11090,Dec-12,196849999,62595647,13798903,191205292,59019033,11289584
(주)에넥스,11090,Dec-13,233610285,70597360,14166444,228198998,65088967,12888245
(주)에넥스,11090,Dec-14,261923145,90238615,20362207,258340636,85434396,19078248
(주)에넥스,11090,Dec-15,308322444,87253749,19966929,302974225,81961233,18387468
(주)에넥스,11090,Dec-16,394111411,109973864,24849914,390127229,104800688,23443651
(주)에넥스,11090,Dec-17,434532818,127311286,34918815,427955549,122383424,33565556
(주)에넥스,11090,Dec-18,445687610,108225097,29181571,442044789,104449852,28368571
(주)에넥스,11090,Dec-19,363611210,83366663,19119533,361491410,81501278,18152433
(주)에스디생명공학,217480,Dec-17,127402379,78162401,24051549,102299024,72748801,13507383
(주)에스디생명공학,217480,Dec-18,156623550,99086172,50237959,118775592,83631511,36665492
(주)에스디생명공학,217480,Dec-19,156259210,77337789,32988736,111151086,57493411,21120066
(주)에스디시스템,121890,Dec-11,,,,39206437,38611409,6141306
(주)에스디시스템,121890,Dec-12,,,,69813863,36617574,6411059
(주)에스디시스템,121890,Dec-13,,,,62160462,31396445,6880102
(주)에스디시스템,121890,Dec-14,,,,52580564,37686138,6886651
(주)에스디시스템,121890,Dec-15,,,,67901789,35320956,6678356
(주)에스디시스템,121890,Dec-16,,,,63561565,33675801,7109750
(주)에스디시스템,121890,Dec-17,,,,55362066,26938789,6193603
(주)에스디시스템,121890,Dec-18,,,,45562197,24399710,4616966
(주)에스디시스템,121890,Dec-19,,,,38144085,19366241,3537770
(주)에스비에스,34120,Dec-11,744226189,466038052,2157222,720570910,441504755,1983977
(주)에스비에스,34120,Dec-12,780275796,392800955,2195318,757064138,377139221,2037905
(주)에스비에스,34120,Dec-13,727084654,400754882,1965247,707622140,386831045,1855816
(주)에스비에스,34120,Dec-14,822594585,393797190,1947918,795687038,381835758,1688160
(주)에스비에스,34120,Dec-15,792884229,515952237,2335886,772594035,503620003,1968939
(주)에스비에스,34120,Dec-16,829073609,432029687,2198363,798556102,417785285,1903761
(주)에스비에스,34120,Dec-17,773225040,640037694,2085761,737690106,567442490,1820155
(주)에스비에스,34120,Dec-18,914043242,493549332,2606903,872490410,418312345,2320267
(주)에스비에스,34120,Dec-19,817664244,716994816,2623520,750481928,482931050,2223488
(주)에스비에스콘텐츠허브,46140,Dec-11,200694022,112793874,0,200330022,110545764,0
(주)에스비에스콘텐츠허브,46140,Dec-12,193515017,109583830,0,192985556,107389447,0
(주)에스비에스콘텐츠허브,46140,Dec-13,197205407,145725750,0,196393107,143514523,0
(주)에스비에스콘텐츠허브,46140,Dec-14,198639567,169566694,0,198071538,167451463,0
(주)에스비에스콘텐츠허브,46140,Dec-15,215442747,177068481,0,214622895,174716852,0
(주)에스비에스콘텐츠허브,46140,Dec-16,257673244,197074189,0,257673244,196915211,0
(주)에스비에스콘텐츠허브,46140,Dec-17,197964758,163253777,0,178248870,144255598,0
(주)에스비에스콘텐츠허브,46140,Dec-18,159763051,162076103,0,138094955,151885394,0
(주)에스비에스콘텐츠허브,46140,Dec-19,162067187,158562019,0,142543813,149919196,0
(주)에스씨디,42110,Dec-11,,,,67487493,27328408,5495392
(주)에스씨디,42110,Dec-12,,,,75536976,32398216,4259340
(주)에스씨디,42110,Dec-13,,,,94587343,40120269,5651132
(주)에스씨디,42110,Dec-14,,,,114826082,50156921,7122851
(주)에스씨디,42110,Dec-15,122555787,71035739,12922323,119720726,65861158,9766896
(주)에스씨디,42110,Dec-16,134535550,80443685,13530906,131572665,73513010,9298446
(주)에스씨디,42110,Dec-17,146294275,78439682,16102935,141249252,69972140,11506011
(주)에스씨디,42110,Dec-18,159268818,92463430,19052114,152209557,79346496,13731341
(주)에스씨디,42110,Dec-19,174946389,95556697,22906872,166587622,81538248,15481862
(주)에스아이리소스,65420,Dec-11,45974059,19747398,4463534,24376061,12444520,3369130
(주)에스아이리소스,65420,Dec-12,42353488,13249080,4023683,29877290,11029146,2861651
(주)에스아이리소스,65420,Dec-13,38128120,12160043,3710146,29119775,10355357,2532448
(주)에스아이리소스,65420,Dec-14,37185028,14980145,2361424,26921909,13337158,1497329
(주)에스아이리소스,65420,Dec-15,28232846,18302553,1901395,19439587,13028641,1342172
(주)에스아이리소스,65420,Dec-16,25212000,15384354,460782,13410932,4582841,9608
(주)에스아이리소스,65420,Dec-17,33368170,16101847,648808,17472745,10092435,9608
(주)에스아이리소스,65420,Dec-18,28204423,15965122,2268436,10439056,11534485,1658000
(주)에스아이리소스,65420,Dec-19,,,,12830794,7802755,437059
(주)에스앤더블류,103230,Dec-11,,,,86447592,42655535,26214782
(주)에스앤더블류,103230,Dec-12,,,,70545756,33185866,16428292
(주)에스앤더블류,103230,Dec-13,,,,49820826,25891669,14350710
(주)에스앤더블류,103230,Dec-14,,,,50822260,24651487,14878086
(주)에스앤더블류,103230,Dec-15,,,,48783037,27917313,11855843
(주)에스앤더블류,103230,Dec-16,,,,42197864,28754874,12219467
(주)에스앤더블류,103230,Dec-17,,,,32736658,24873212,11097983
(주)에스앤더블류,103230,Dec-18,,,,30239761,19135370,9395356
(주)에스앤더블류,103230,Dec-19,,,,36022930,16877392,10467553
(주)에스앤에스텍,101490,Dec-11,51020273,38770754,7036543,50118523,33231256,6976451
(주)에스앤에스텍,101490,Dec-12,51816919,44054290,8157345,46495754,37957496,7526931
(주)에스앤에스텍,101490,Dec-13,68041854,35537285,6469842,46930528,30438844,5140977
(주)에스앤에스텍,101490,Dec-14,45730574,25331510,5115428,44426846,25262618,5115428
(주)에스앤에스텍,101490,Dec-15,,,,51210649,37874435,8124160
(주)에스앤에스텍,101490,Dec-16,,,,54012868,31769194,7593004
(주)에스앤에스텍,101490,Dec-17,,,,53899317,34926369,8282231
(주)에스앤에스텍,101490,Dec-18,,,,61016170,41603664,10340977
(주)에스앤에스텍,101490,Dec-19,,,,84466768,53421966,14435209
(주)에스에너지,95910,Dec-11,195326879,104323985,17333033,204240500,102135737,7518353
(주)에스에너지,95910,Dec-12,225361171,123397560,6928709,204481287,127162335,4692880
(주)에스에너지,95910,Dec-13,268744747,112943838,15843938,258533769,109183221,15605063
(주)에스에너지,95910,Dec-14,273413971,151029887,20227907,260301003,141115977,15944201
(주)에스에너지,95910,Dec-15,313049193,178468142,23374819,299268140,158372011,20579617
(주)에스에너지,95910,Dec-16,304638920,175658991,12160006,281185930,156640187,8805892
(주)에스에너지,95910,Dec-17,231105250,188695725,12905831,198474507,163786481,4864920
(주)에스에너지,95910,Dec-18,165548046,245644376,13509461,105828779,149120265,5860333
(주)에스에너지,95910,Dec-19,216932737,240297311,27054649,153975497,143000538,7894845
(주)에스에스알,275630,Dec-18,,,,12067624,21801285,0
(주)에스에스알,275630,Dec-19,,,,12954946,21244745,0
(주)에스에이엠티,31330,Dec-11,969528355,194089193,36633856,969646753,183309787,36442791
(주)에스에이엠티,31330,Dec-12,1024177007,177466860,44754491,1024177007,164256870,44754491
(주)에스에이엠티,31330,Dec-13,1022798914,196632323,55594456,1022798914,179816394,55594456
(주)에스에이엠티,31330,Dec-14,983166045,177428523,92254326,983166045,173817652,92254326
(주)에스에이엠티,31330,Dec-15,1059342878,167584891,59863375,1059342878,168022845,59863375
