회사명,거래소코드,회계년도,유동자산(IFRS연결),유동부채(IFRS연결),유동자산(IFRS개별),유동부채(IFRS개별)
글로벌텍스프리(주),204620,Dec-15,,,,
글로벌텍스프리(주),204620,Dec-16,,,,
글로벌텍스프리(주),204620,Dec-17,60824952,7686387,53145811,5532456
글로벌텍스프리(주),204620,Dec-18,99375715,9950195,86845447,8143525
글로벌텍스프리(주),204620,Dec-19,101718783,20542653,86508682,15021547
글로본(주),19660,Mar-11,,,,
글로본(주),19660,Mar-12,,,,
글로본(주),19660,Mar-13,,,,
글로본(주),19660,Mar-14,,,,
글로본(주),19660,Mar-15,,,,
글로본(주),19660,Mar-16,,,,
글로본(주),19660,Dec-17,,,7482951,1565749
글로본(주),19660,Dec-18,,,25614423,19146838
글로본(주),19660,Dec-19,,,12727833,11315073
금강공업(주),14280,Dec-11,159695097,185171607,149442009,163161838
금강공업(주),14280,Dec-12,178251932,212898231,172154977,194451424
금강공업(주),14280,Dec-13,283660099,355303080,171132901,262719890
금강공업(주),14280,Dec-14,288007752,329599052,169877190,226014282
금강공업(주),14280,Dec-15,273478266,363345112,186275205,281886640
금강공업(주),14280,Dec-16,268322640,338435353,177636403,255912596
금강공업(주),14280,Dec-17,306730316,389645499,206556291,294024600
금강공업(주),14280,Dec-18,362894311,422318183,236990311,297983054
금강공업(주),14280,Dec-19,388610900,444240534,277153878,312741016
금강철강(주),53260,Dec-11,99523108,38411302,99370151,36029770
금강철강(주),53260,Dec-12,100113533,34756387,100520769,33329004
금강철강(주),53260,Dec-13,105026918,31406478,105642275,29931412
금강철강(주),53260,Dec-14,102357846,24816192,103165965,23660869
금강철강(주),53260,Dec-15,102415333,24222419,98053583,23057074
금강철강(주),53260,Dec-16,105353918,23888340,102472237,22239536
금강철강(주),53260,Dec-17,98369831,20836138,94568107,19208239
금강철강(주),53260,Dec-18,92558251,22365946,88585745,20490117
금강철강(주),53260,Dec-19,99538456,24595078,95215964,23261247
금호건설(주),2990,Dec-11,2806837004,1877168222,2287923037,1697307782
금호건설(주),2990,Dec-12,1064537877,1357038966,918030002,1167869520
금호건설(주),2990,Dec-13,955140605,1340030427,976129884,1339186058
금호건설(주),2990,Dec-14,799237440,773324049,797254115,772454199
금호건설(주),2990,Dec-15,674454378,773535869,672362664,772646480
금호건설(주),2990,Dec-16,737819812,697422198,735569515,696476057
금호건설(주),2990,Dec-17,654395336,673008878,651936057,671950217
금호건설(주),2990,Dec-18,618877917,639735609,616384598,638734249
금호건설(주),2990,Dec-19,1014258294,763084518,1006562898,761978427
금호석유화학(주),11780,Dec-11,2058130837,2713203948,1684909493,2405337414
금호석유화학(주),11780,Dec-12,1490096947,1438481220,1155034289,1154797924
금호석유화학(주),11780,Dec-13,1258944689,1404459534,944666877,1177420501
금호석유화학(주),11780,Dec-14,1401399538,1739373248,1062860414,1431482061
금호석유화학(주),11780,Dec-15,967576523,1541257968,709846885,1300377714
금호석유화학(주),11780,Dec-16,1255322772,2145560402,965647794,1846205171
금호석유화학(주),11780,Dec-17,1332668624,1913905074,1018664807,1610026300
금호석유화학(주),11780,Dec-18,1348711408,1758919186,841365706,1352163428
금호석유화학(주),11780,Dec-19,1261435503,1275639574,866896332,998186078
금호전기(주),1210,Dec-11,233045240,144673660,141619650,78442813
금호전기(주),1210,Dec-12,228853466,135573169,115644609,77530661
금호전기(주),1210,Dec-13,256705430,192029015,117688539,99258818
금호전기(주),1210,Dec-14,227186201,258243298,100083668,143404794
금호전기(주),1210,Dec-15,226047391,174050212,88230456,101153811
금호전기(주),1210,Dec-16,233864332,226930891,90616854,84759076
금호전기(주),1210,Dec-17,203693435,197635060,76984062,122784761
금호전기(주),1210,Dec-18,61340430,111189245,45384703,85952470
금호전기(주),1210,Dec-19,35536724,49235234,28083345,41141620
금호타이어(주),73240,Dec-11,1879815756,2798857297,1415659791,1522797292
금호타이어(주),73240,Dec-12,1784134325,2264506887,1368236711,1172394536
금호타이어(주),73240,Dec-13,1730613888,3337852568,1261522657,1898773452
금호타이어(주),73240,Dec-14,1701832641,1719666905,1173533264,1004714698
금호타이어(주),73240,Dec-15,1631507429,2466641909,1051091842,1336453920
금호타이어(주),73240,Dec-16,1557644969,2334570027,1056452071,1355127964
금호타이어(주),73240,Dec-17,1494725762,2434995251,1090016021,1566615860
금호타이어(주),73240,Dec-18,1345764334,1220908628,1001433848,638605480
금호타이어(주),73240,Dec-19,1086722551,937674498,740429779,556696319
기신정기(주),92440,Mar-11,115746274,9492852,102534083,7481261
기신정기(주),92440,Mar-12,126998255,10262132,110187290,7322933
기신정기(주),92440,Mar-13,117738720,17187637,103402488,15439727
기신정기(주),92440,Mar-14,114933339,13246786,101930976,12352032
기신정기(주),92440,Mar-15,117897856,12481875,104620127,11660684
기신정기(주),92440,Mar-16,114501328,10860547,102307889,10156669
기신정기(주),92440,Mar-17,114076058,10831989,97748076,10314021
기신정기(주),92440,Mar-18,122924341,10615861,101156316,10042990
기신정기(주),92440,Mar-19,129427064,10109597,112372162,8050033
기아(주),270,Dec-11,11075187000,11421924000,6562626000,7269167000
기아(주),270,Dec-12,11139430000,10000239000,6742393000,6462263000
기아(주),270,Dec-13,13472386000,10806238000,8505214000,7080451000
기아(주),270,Dec-14,16655401000,11974338000,10913812000,7217078000
기아(주),270,Dec-15,18390784000,14579485000,12275521000,9277848000
기아(주),270,Dec-16,20912221000,16246900000,13405152000,9654996000
기아(주),270,Dec-17,21642079000,15323019000,15248186000,9123635000
기아(주),270,Dec-18,19711791000,14834739000,12990133000,8132675000
기아(주),270,Dec-19,21555416000,17276646000,13334847000,9571234000
깨끗한나라(주),4540,Dec-11,118549712,272444587,118400639,272480497
깨끗한나라(주),4540,Dec-12,116197732,259682130,115507818,259718059
깨끗한나라(주),4540,Dec-13,118149568,184110370,118090064,184174888
깨끗한나라(주),4540,Dec-14,126999742,210150195,126924516,209761434
깨끗한나라(주),4540,Dec-15,139403600,251155643,133425746,247502634
깨끗한나라(주),4540,Dec-16,144439749,259307971,143949909,257135600
깨끗한나라(주),4540,Dec-17,167459907,307952509,166264372,305230146
깨끗한나라(주),4540,Dec-18,166342438,328146823,164680281,326629363
깨끗한나라(주),4540,Dec-19,115382111,246429033,112850877,243887098
나노캠텍(주),91970,Dec-11,28672372,12281970,17585666,7205733
나노캠텍(주),91970,Dec-12,32376010,14729666,19795849,8963347
나노캠텍(주),91970,Dec-13,36532692,20758443,22142219,12035924
나노캠텍(주),91970,Dec-14,35312519,25999425,21908136,13976463
나노캠텍(주),91970,Dec-15,25777823,23161767,15701783,14813949
나노캠텍(주),91970,Dec-16,51222895,17332322,47327482,11408817
나노캠텍(주),91970,Dec-17,42233965,18867460,23586900,16838385
나노캠텍(주),91970,Dec-18,60079459,42547939,45620756,32080478
나노캠텍(주),91970,Dec-19,43143408,13172931,25323769,7959372
나라엠앤디(주),51490,Dec-11,77735748,54084465,55471413,40094265
나라엠앤디(주),51490,Dec-12,79231312,56656602,57969397,42893992
나라엠앤디(주),51490,Dec-13,70628278,55674696,53853819,43014601
나라엠앤디(주),51490,Dec-14,86038862,73619481,67916806,58196013
나라엠앤디(주),51490,Dec-15,88296288,72143896,65807429,55510759
나라엠앤디(주),51490,Dec-16,96459783,80797744,74047124,60312835
나라엠앤디(주),51490,Dec-17,107598223,91875492,84405508,69750535
나라엠앤디(주),51490,Dec-18,105278985,95541683,84540851,75998492
나라엠앤디(주),51490,Dec-19,123096396,120734329,79072026,78837777
나무기술(주),242040,Dec-16,,,,
나무기술(주),242040,Dec-17,,,,
나무기술(주),242040,Dec-18,32561913,18439801,26659279,14700732
나무기술(주),242040,Dec-19,50921339,36615944,32030467,22944587
나이스정보통신(주),36800,Dec-11,,,60793631,64809643
나이스정보통신(주),36800,Dec-12,,,95918614,92530043
나이스정보통신(주),36800,Dec-13,,,133279370,109471514
나이스정보통신(주),36800,Dec-14,,,199724178,148413304
나이스정보통신(주),36800,Dec-15,,,204380635,166097918
나이스정보통신(주),36800,Dec-16,281793460,224193269,137329681,89687934
나이스정보통신(주),36800,Dec-17,395946270,312903418,163569895,90545005
나이스정보통신(주),36800,Dec-18,462404894,337815443,179752080,68758597
나이스정보통신(주),36800,Dec-19,554769470,407317052,190680406,60543776
나이스평가정보(주),30190,Dec-11,50803200,30519452,29046544,21005869
나이스평가정보(주),30190,Dec-12,86675013,40771465,68631237,29106671
나이스평가정보(주),30190,Dec-13,71273003,36882331,59548450,30501366
나이스평가정보(주),30190,Dec-14,88972240,44192194,75581003,37156590
나이스평가정보(주),30190,Dec-15,96123565,53075673,80146888,45128290
나이스평가정보(주),30190,Dec-16,117357301,62196372,95698360,52860301
나이스평가정보(주),30190,Dec-17,122985295,62306023,101194921,54264941
나이스평가정보(주),30190,Dec-18,144404638,68678878,121855105,60661759
나이스평가정보(주),30190,Dec-19,174454102,81192337,147974965,70641354
남광토건(주),1260,Dec-11,666903958,631090957,666112007,631063788
남광토건(주),1260,Dec-12,365574380,277613800,365424286,277655365
남광토건(주),1260,Dec-13,318717031,283471173,320679285,283776537
남광토건(주),1260,Dec-14,208728219,240430593,208063064,228799128
남광토건(주),1260,Dec-15,148622945,163022899,148574440,150684785
남광토건(주),1260,Dec-16,112638386,116417687,112589881,116281457
남광토건(주),1260,Dec-17,104022537,106398833,103974032,106262603
남광토건(주),1260,Dec-18,99013198,93814066,98964693,91810089
남광토건(주),1260,Dec-19,141893966,140334177,141845461,140197947
남양유업(주),3920,Dec-11,679032398,166849834,507007650,166503168
남양유업(주),3920,Dec-12,621301682,128763541,506193713,127162518
남양유업(주),3920,Dec-13,516291109,122462741,430719777,120497762
남양유업(주),3920,Dec-14,503170219,108124854,447219956,104536309
남양유업(주),3920,Dec-15,508987341,113250456,445221374,111826606
남양유업(주),3920,Dec-16,619197194,139029183,547196117,135207903
남양유업(주),3920,Dec-17,605987923,127718509,477696975,124718741
남양유업(주),3920,Dec-18,628688724,148690594,497086904,142951286
남양유업(주),3920,Dec-19,546860002,100693688,405045224,100840641
남해화학(주),25860,Dec-11,,,414020102,262566828
남해화학(주),25860,Dec-12,,,346908292,219324271
남해화학(주),25860,Dec-13,,,298606615,147440053
남해화학(주),25860,Dec-14,,,322281403,147556135
남해화학(주),25860,Dec-15,,,317537128,126938787
남해화학(주),25860,Dec-16,316320411,128635260,315449823,128454396
남해화학(주),25860,Dec-17,344720008,130182855,344655192,130155786
남해화학(주),25860,Dec-18,,,340999633,108353392
남해화학(주),25860,Dec-19,,,373808861,126715817
남화산업(주),111710,Dec-18,,,21741661,1809171
남화산업(주),111710,Dec-19,,,26383949,1835615
남화토건(주),91590,Dec-12,58368043,11350280,55357829,11221663
남화토건(주),91590,Dec-13,61231196,12180131,57988082,11707370
남화토건(주),91590,Dec-14,58869551,6840967,56415828,6805289
남화토건(주),91590,Dec-15,48034154,6116621,45316609,5635442
남화토건(주),91590,Dec-16,44850347,11554030,41753278,10614692
남화토건(주),91590,Dec-17,45339947,10409116,41718097,9568042
남화토건(주),91590,Dec-18,40978353,10066458,40803501,9395960
남화토건(주),91590,Dec-19,62367315,11560639,59342203,11451519
네이버(주),35420,Dec-11,1431170126,532803324,904056144,215515853
네이버(주),35420,Dec-12,1738943198,645391208,1157654571,363121102
네이버(주),35420,Dec-13,1336088791,832373207,752776075,375130507
네이버(주),35420,Dec-14,1945783670,1080709107,1278051845,394970221
네이버(주),35420,Dec-15,2639382642,1683655879,1804796316,739150464
네이버(주),35420,Dec-16,4199933247,1803925551,2108036835,875568258
네이버(주),35420,Dec-17,4784227777,2302730294,2629855600,1266827513
네이버(주),35420,Dec-18,5385569586,2619671653,1226980759,1210779990
네이버(주),35420,Dec-19,5643714460,3773118831,880761993,908932800
넥센타이어(주),2350,Dec-11,731405860,754316858,589823594,578582972
넥센타이어(주),2350,Dec-12,684818261,641366353,552316505,434858737
넥센타이어(주),2350,Dec-13,734962932,695130726,598142249,484898377
넥센타이어(주),2350,Dec-14,730035502,579630071,593849935,397236854
넥센타이어(주),2350,Dec-15,800745044,580525235,659942356,381557643
넥센타이어(주),2350,Dec-16,847736927,559981110,697859735,338388223
넥센타이어(주),2350,Dec-17,913495259,648195518,703968863,405723850
넥센타이어(주),2350,Dec-18,983543922,634950409,771852338,444405213
넥센타이어(주),2350,Dec-19,1088556455,618419528,861552854,379293354
넷마블(주),251270,Dec-17,2918402601,501257639,2135945647,313717620
넷마블(주),251270,Dec-18,2590626109,587005424,1555443263,183240373
넷마블(주),251270,Dec-19,2560116032,664572160,1365153974,160214259
농업회사법인(주)농우바이오,54050,Oct-11,68352984,17273945,52253827,11099880
농업회사법인(주)농우바이오,54050,Sep-13,85326220,16581967,67209571,11588688
농업회사법인(주)농우바이오,54050,Sep-14,91336623,19052353,71971729,13550036
농업회사법인(주)농우바이오,54050,Sep-15,108841691,34223234,84529352,26753284
농업회사법인(주)농우바이오,54050,Dec-16,119794187,51537831,96922367,46761903
농업회사법인(주)농우바이오,54050,Dec-17,130271448,54993874,104869878,48946870
농업회사법인(주)농우바이오,54050,Dec-18,149717093,33288791,120898371,27594195
농업회사법인(주)농우바이오,54050,Dec-19,159701200,52265029,127220900,45062272
농업회사법인아시아종묘(주),154030,Sep-18,18978236,12505382,19445543,13028500
농업회사법인아시아종묘(주),154030,Sep-19,18397902,12202804,18224035,12146769
뉴지랩파마(주),214870,Dec-15,,,31440629,4913134
뉴지랩파마(주),214870,Dec-16,,,32764407,7875657
뉴지랩파마(주),214870,Dec-17,62051688,13182245,60890167,13182245
뉴지랩파마(주),214870,Dec-18,48603891,26496695,44917673,26406684
뉴지랩파마(주),214870,Dec-19,89998526,46184182,81814762,45911517
다믈멀티미디어(주),93640,Dec-11,,,7807223,3637966
다믈멀티미디어(주),93640,Dec-12,,,8548565,3666648
다믈멀티미디어(주),93640,Dec-13,,,8860373,3512709
다믈멀티미디어(주),93640,Dec-14,,,8376509,3518413
다믈멀티미디어(주),93640,Dec-15,,,10495707,2326695
다믈멀티미디어(주),93640,Dec-16,,,11594740,2942587
다믈멀티미디어(주),93640,Dec-17,,,8171601,2675898
다믈멀티미디어(주),93640,Dec-18,,,13912686,2977846
다믈멀티미디어(주),93640,Dec-19,,,18361907,11108518
다스코(주),58730,Dec-11,58356524,31412056,55627992,31662002
다스코(주),58730,Dec-12,,,55863868,25585024
다스코(주),58730,Dec-13,,,68202055,36674429
다스코(주),58730,Dec-14,,,58851493,28504509
다스코(주),58730,Dec-15,83440970,43428593,83340970,43628593
다스코(주),58730,Dec-16,86446111,43696229,86445268,43696229
다스코(주),58730,Dec-17,144010240,91901960,143932965,91842266
다스코(주),58730,Dec-18,127701175,75259002,127576899,75262552
다스코(주),58730,Dec-19,120454352,81028328,120767867,80679974
대동금속(주),20400,Dec-11,,,18193764,22439007
대동금속(주),20400,Dec-12,,,17582961,24075841
대동금속(주),20400,Dec-13,,,13609796,20654327
대동금속(주),20400,Dec-14,,,18721663,28051299
대동금속(주),20400,Dec-15,,,14874288,23240899
대동금속(주),20400,Dec-16,,,17380089,26285655
대동금속(주),20400,Dec-17,,,22052465,29163211
대동금속(주),20400,Dec-18,,,25210153,24463684
대동금속(주),20400,Dec-19,,,31101468,54114946
대동기어(주),8830,Dec-11,,,52551028,47773449
대동기어(주),8830,Dec-12,,,41985541,42099945
대동기어(주),8830,Dec-13,,,56797445,64013185
대동기어(주),8830,Dec-14,,,62824499,70779370
대동기어(주),8830,Dec-15,,,62134793,71288336
대동기어(주),8830,Dec-16,,,56012121,56748594
대동기어(주),8830,Dec-17,,,72005819,80743038
대동기어(주),8830,Dec-18,,,58093700,85002170
대동기어(주),8830,Dec-19,,,62940933,94927506
대동전자(주),8110,Mar-11,72156498,27905122,41751171,4005085
대동전자(주),8110,Mar-12,62922232,22892884,35555880,3218802
대동전자(주),8110,Mar-13,70312351,11855357,35906828,1957496
대동전자(주),8110,Mar-14,67003769,9266007,42397304,5302201
대동전자(주),8110,Mar-15,68756385,5616237,40291059,1573777
대동전자(주),8110,Mar-16,72334786,16448666,42112536,11034992
대동전자(주),8110,Mar-17,72701783,11713929,42804367,7460739
대동전자(주),8110,Mar-18,70612511,13708814,36262063,8248828
대동전자(주),8110,Mar-19,73568403,13633195,38243595,7481022
대림비앤코(주),5750,Dec-11,62289035,57401845,61347606,55485853
대림비앤코(주),5750,Dec-12,63659380,33654981,62563315,30605517
대림비앤코(주),5750,Dec-13,76168581,64013717,70551852,52111604
대림비앤코(주),5750,Dec-14,79666248,65765803,72740553,52847184
대림비앤코(주),5750,Dec-15,98463623,74009720,89387035,61869783
대림비앤코(주),5750,Dec-16,115206598,79884579,107958178,64365621
대림비앤코(주),5750,Dec-17,117817866,94617461,110035473,77752606
대림비앤코(주),5750,Dec-18,114243704,75328784,114230203,74689069
대림비앤코(주),5750,Dec-19,113754983,68294253,114080388,67576601
대림통상(주),6570,Dec-11,113784002,90053241,104619448,76969698
대림통상(주),6570,Dec-12,105011236,100839745,98139528,90674001
대림통상(주),6570,Dec-13,109165829,94886145,104147487,83584420
대림통상(주),6570,Dec-14,128705581,103718575,127160109,93263984
대림통상(주),6570,Dec-15,106067175,95608064,104232762,82166512
대림통상(주),6570,Dec-16,103119974,97029234,103510600,83924115
대림통상(주),6570,Dec-17,148695892,109833322,147879317,96402528
대림통상(주),6570,Dec-18,117794453,89108497,118303162,74628177
대림통상(주),6570,Dec-19,102648526,66581448,85843527,56686371
대모엔지니어링(주),317850,Dec-19,30997691,16095918,28752255,15009366
대보마그네틱(주),290670,Dec-18,,,33492752,6785854
대보마그네틱(주),290670,Dec-19,,,53634257,4321492
대봉엘에스(주),78140,Dec-11,28769385,5811174,27682468,5192341
대봉엘에스(주),78140,Dec-12,30052323,5513748,28668916,4650627
대봉엘에스(주),78140,Dec-13,33597556,5096415,30145103,3838817
대봉엘에스(주),78140,Dec-14,38098920,5382537,33689387,4278829
대봉엘에스(주),78140,Dec-15,44985170,6715093,38550448,5407325
대봉엘에스(주),78140,Dec-16,52097559,8224354,43624433,6635073
대봉엘에스(주),78140,Dec-17,53769779,7490265,43453555,5784321
대봉엘에스(주),78140,Dec-18,57739191,7907239,45037083,5931162
대봉엘에스(주),78140,Dec-19,69029741,7806802,44575008,4965192
대상(주),1680,Dec-11,734063882,707220745,469651814,432322271
대상(주),1680,Dec-12,754260751,716464029,476701740,440963773
대상(주),1680,Dec-13,835908880,757609459,557503886,516733809
대상(주),1680,Dec-14,862223176,569059106,543895131,371876138
대상(주),1680,Dec-15,1001893274,798512403,549396577,429647724
대상(주),1680,Dec-16,1086470600,714742468,763838629,534193588
대상(주),1680,Dec-17,998513517,688199996,707205818,504960564
대상(주),1680,Dec-18,904929356,738465720,660797751,484915248
대상(주),1680,Dec-19,1077780540,795084493,872766785,680451303
대상홀딩스(주),84690,Dec-11,160214214,69206419,75278292,14746778
대상홀딩스(주),84690,Dec-12,150735330,59070188,64898935,4035743
대상홀딩스(주),84690,Dec-13,992676167,878823362,38216818,4439545
대상홀딩스(주),84690,Dec-14,1027979934,642748085,46604443,2327182
대상홀딩스(주),84690,Dec-15,1174164273,888371648,43680401,3293598
대상홀딩스(주),84690,Dec-16,1277949952,801977237,53952978,3270316
대상홀딩스(주),84690,Dec-17,1185261201,776992461,44673640,4123365
대상홀딩스(주),84690,Dec-18,1081152826,839642618,25554834,4526285
대상홀딩스(주),84690,Dec-19,1271305505,932111955,10929438,5526754
대성산업(주),128820,Dec-11,569247535,1007541830,400538267,863599851
대성산업(주),128820,Dec-12,1060253312,1094286584,864030660,1069298212
대성산업(주),128820,Dec-13,410802499,730224325,372382164,716068707
대성산업(주),128820,Dec-14,904039436,1590223297,881702316,1587582041
대성산업(주),128820,Dec-15,172371230,571441208,120719648,548869062
대성산업(주),128820,Dec-16,152186376,741837574,127353399,736378421
대성산업(주),128820,Dec-17,286112843,574332220,220608829,469127669
대성산업(주),128820,Dec-18,182920834,334245053,117225656,306466329
대성산업(주),128820,Dec-19,187336828,360232133,110890087,320006976
대성에너지(주),117580,Dec-11,,,238834820,270936485
대성에너지(주),117580,Dec-12,,,276894173,277037001
대성에너지(주),117580,Dec-13,,,265489316,273682997
대성에너지(주),117580,Dec-14,,,286739548,346669986
대성에너지(주),117580,Dec-15,,,216134133,227798704
대성에너지(주),117580,Dec-16,,,200673048,206750383
대성에너지(주),117580,Dec-17,,,212400525,270252374
대성에너지(주),117580,Dec-18,212944196,217336775,210563882,217394155
대성에너지(주),117580,Dec-19,210732770,229885422,205476262,229206765
대성홀딩스(주),16710,Dec-11,350698833,328830404,46326461,30311501
대성홀딩스(주),16710,Dec-12,441424828,363475660,75870835,45949387
대성홀딩스(주),16710,Dec-13,478650331,378137579,115022590,61384722
대성홀딩스(주),16710,Dec-14,499417000,454786825,113949350,71511342
대성홀딩스(주),16710,Dec-15,414796514,342033320,104397910,77786738
대성홀딩스(주),16710,Dec-16,390145618,296366549,106284913,58174949
대성홀딩스(주),16710,Dec-17,354422958,352202186,53077284,53716875
대성홀딩스(주),16710,Dec-18,344744605,306428152,55760171,63297399
대성홀딩스(주),16710,Dec-19,303420987,325860273,16546157,63896217
대신정보통신(주),20180,Mar-11,,,21220493,10081141
대신정보통신(주),20180,Mar-12,,,20741381,8622721
대신정보통신(주),20180,Mar-13,,,24781909,12771100
대신정보통신(주),20180,Mar-14,,,23661567,13149642
대신정보통신(주),20180,Mar-15,,,29010851,18650343
대신정보통신(주),20180,Mar-16,,,35158099,22654094
대신정보통신(주),20180,Mar-17,,,40754718,29335248
대신정보통신(주),20180,Mar-18,,,39797085,32384503
대신정보통신(주),20180,Mar-19,,,35443028,25809211
대아티아이(주),45390,Dec-11,38813762,19087312,27457953,11514510
대아티아이(주),45390,Dec-12,54210700,18349924,43805481,11618332
대아티아이(주),45390,Dec-13,57174038,31097640,47398837,24998646
대아티아이(주),45390,Dec-14,47870110,23433845,37930858,16920979
대아티아이(주),45390,Dec-15,56226233,27911424,41714244,18385311
대아티아이(주),45390,Dec-16,69498499,29772627,56624682,22174509
대아티아이(주),45390,Dec-17,78892025,35069539,69765713,29982753
대아티아이(주),45390,Dec-18,71319479,27951123,62585736,24060377
대아티아이(주),45390,Dec-19,92901228,46211435,80812445,39217612
대양전기공업(주),108380,Dec-11,,,83692794,27944394
대양전기공업(주),108380,Dec-12,84193113,42208076,74317969,32788989
대양전기공업(주),108380,Dec-13,91947685,40184668,72485698,23551387
대양전기공업(주),108380,Dec-14,110203242,49440084,87633214,31130385
대양전기공업(주),108380,Dec-15,119661469,48002393,95175073,30333417
대양전기공업(주),108380,Dec-16,136493456,53103205,103462611,30355746
대양전기공업(주),108380,Dec-17,151089863,58922511,118946836,40525232
대양전기공업(주),108380,Dec-18,157963076,57920927,127393009,42948912
대양전기공업(주),108380,Dec-19,165235354,51197692,133146984,37230994
대양제지공업(주),6580,Dec-11,52948272,81117704,30104819,44623335
대양제지공업(주),6580,Dec-12,41562883,54623723,23303005,33813032
대양제지공업(주),6580,Dec-13,38147180,67456501,19106286,41131507
대양제지공업(주),6580,Dec-14,31994786,43973697,17182612,32692472
대양제지공업(주),6580,Dec-15,27849319,64067652,13281121,51429507
대양제지공업(주),6580,Dec-16,44287751,69781409,24317132,54094103
대양제지공업(주),6580,Dec-17,52451215,95942515,25045203,50803805
대양제지공업(주),6580,Dec-18,67654298,66232728,48636617,27716519
대양제지공업(주),6580,Dec-19,81962413,50025006,67875061,18502359
대영포장(주),14160,Dec-11,,,70047124,68410090
대영포장(주),14160,Dec-12,,,49279006,30777215
대영포장(주),14160,Dec-13,,,57243944,41991674
대영포장(주),14160,Dec-14,,,47251892,50613369
대영포장(주),14160,Dec-15,,,52764211,72789366
대영포장(주),14160,Dec-16,,,60217802,60977559
대영포장(주),14160,Dec-17,,,65870740,70490168
대영포장(주),14160,Dec-18,,,55559523,57191492
대영포장(주),14160,Dec-19,,,55351296,45948127
대우전자부품(주),9320,Dec-11,10904275,8926112,8649568,6018006
대우전자부품(주),9320,Dec-12,13160892,14388085,10930336,10157007
대우전자부품(주),9320,Dec-13,24253804,19175189,22927759,15342074
대우전자부품(주),9320,Dec-14,16180705,24425163,14269266,22538818
대우전자부품(주),9320,Dec-15,22408186,25468295,20154246,23770502
대우전자부품(주),9320,Dec-16,24583765,22958859,21455809,21505987
대우전자부품(주),9320,Dec-17,21817721,22104089,20991138,22507718
대우전자부품(주),9320,Dec-18,,,27319127,26417015
대우전자부품(주),9320,Dec-19,,,30005494,34461948
대우조선해양(주),42660,Dec-11,7488986683,9629389367,6620873051,8340201429
대우조선해양(주),42660,Dec-12,6625509519,8359016259,5765852067,7455910279
대우조선해양(주),42660,Dec-13,8739833253,9672706383,7786107279,8575057185
대우조선해양(주),42660,Dec-14,9832280066,11010817762,8841685572,9773453862
대우조선해양(주),42660,Dec-15,10466010245,15349186118,9343707242,14141749002
대우조선해양(주),42660,Dec-16,7999488274,12368662536,7260111559,11409144999
대우조선해양(주),42660,Dec-17,6651301609,6143041666,6566788800,6042129334
대우조선해양(주),42660,Dec-18,7350036433,5356772734,7328628645,5292815867
대우조선해양(주),42660,Dec-19,6871061134,4807538069,6813837538,4732766707
대원강업(주),430,Dec-11,379863870,442454321,197780496,281206699
대원강업(주),430,Dec-12,354743495,432522217,209614737,275232618
대원강업(주),430,Dec-13,410124828,552656731,268377498,363617446
대원강업(주),430,Dec-14,391550879,521513930,235459505,330712959
대원강업(주),430,Dec-15,394061105,500134767,231140217,295296737
대원강업(주),430,Dec-16,473739246,586351352,281707061,344365342
대원강업(주),430,Dec-17,402484151,451999761,209833628,247997905
대원강업(주),430,Dec-18,352164240,379593564,152300733,195038554
대원강업(주),430,Dec-19,321885481,371988120,134229145,197016474
대원미디어(주),48910,Dec-11,46620247,22892084,13788837,12032097
대원미디어(주),48910,Dec-12,46371888,20651761,12135408,8753153
대원미디어(주),48910,Dec-13,45674992,17679255,11776031,5759225
대원미디어(주),48910,Dec-14,51952837,17055262,15535850,4321085
대원미디어(주),48910,Dec-15,54246866,15843623,15926638,4084605
대원미디어(주),48910,Dec-16,56209568,17449384,16762809,6081579
대원미디어(주),48910,Dec-17,54972191,18063916,18745420,6134127
대원미디어(주),48910,Dec-18,65262636,18648794,29027427,7723530
대원미디어(주),48910,Dec-19,67363945,28070742,27883973,16529585
대원산업(주),5710,Dec-11,191052828,140195732,125781287,78881875
대원산업(주),5710,Dec-12,202827921,145115607,148130162,85371167
대원산업(주),5710,Dec-13,219888554,132582110,165673401,80744993
대원산업(주),5710,Dec-14,258397606,163289609,196373716,98649335
대원산업(주),5710,Dec-15,189471980,93810009,212973953,101359610
대원산업(주),5710,Dec-16,302762828,186638086,234281330,116019063
대원산업(주),5710,Dec-17,291592866,139930419,235833938,90539529
대원산업(주),5710,Dec-18,323312619,146242736,279960849,99517768
대원산업(주),5710,Dec-19,341198734,138587664,280183654,92076626
대원전선(주),6340,Dec-11,180337053,127779926,177511825,125144381
대원전선(주),6340,Dec-12,180456908,135999292,179906342,135867397
대원전선(주),6340,Dec-13,159489782,130626539,160711312,125299775
대원전선(주),6340,Dec-14,146072437,113825583,144953533,108188189
대원전선(주),6340,Dec-15,141930530,117876116,139558704,104921087
대원전선(주),6340,Dec-16,147155745,127056248,143835877,109696766
대원전선(주),6340,Dec-17,174809496,133450075,175143328,132400143
대원전선(주),6340,Dec-18,147275104,99199533,143783299,95833490
대원전선(주),6340,Dec-19,142623829,94985496,142089201,94923094
대원제약(주),3220,Dec-11,68401610,25721921,67212586,24927555
대원제약(주),3220,Dec-12,75355425,23681266,74057187,23023561
대원제약(주),3220,Dec-13,83640013,25093663,82255942,24567839
대원제약(주),3220,Dec-14,92242655,31513008,91312734,31148275
대원제약(주),3220,Dec-15,88918995,30269491,87864717,29821419
