회사명,거래소코드,회계년도,매출액증가율(IFRS),재고자산증가율(IFRS),자기자본증가율(IFRS)
(주)유한양행,100,Dec-19,-2.89,0.89,1.28
(주)육일씨엔에쓰,191410,Dec-15,-25.7,-44.97,85.63
(주)육일씨엔에쓰,191410,Dec-16,-45.14,220.18,-16.78
(주)육일씨엔에쓰,191410,Dec-17,172.39,93.79,14.95
(주)육일씨엔에쓰,191410,Dec-18,-46.51,-76.54,37.68
(주)육일씨엔에쓰,191410,Dec-19,-39.22,12.41,-9.28
(주)율호,72770,Dec-11,-2.05,0,52.2
(주)율호,72770,Dec-12,-16.71,0,9.85
(주)율호,72770,Dec-13,-2.82,0,62.76
(주)율호,72770,Dec-14,-34.78,0,-8.77
(주)율호,72770,Dec-15,423.23,0,3.73
(주)율호,72770,Dec-16,206.68,1507.53,124.24
(주)율호,72770,Dec-17,-7.25,-28.02,-25.44
(주)율호,72770,Dec-18,-1.83,18.27,14.73
(주)율호,72770,Dec-19,-0.98,-38.15,-13.54
(주)이건홀딩스,39020,Dec-11,11.65,11.28,-6.21
(주)이건홀딩스,39020,Dec-12,9.94,11.25,-1.18
(주)이건홀딩스,39020,Dec-13,-4.88,-15.64,-2.36
(주)이건홀딩스,39020,Dec-14,11.22,2.84,-3.13
(주)이건홀딩스,39020,Dec-15,-17.13,-7.62,-8.73
(주)이건홀딩스,39020,Dec-16,1.39,14.64,15.65
(주)이건홀딩스,39020,Dec-17,-71.06,0,2.1
(주)이건홀딩스,39020,Dec-18,-31.61,0,42.87
(주)이건홀딩스,39020,Dec-19,-58.94,0,11.12
(주)이글루코퍼레이션,67920,Dec-11,16.89,0,-0.87
(주)이글루코퍼레이션,67920,Dec-12,29.56,56.37,9.19
(주)이글루코퍼레이션,67920,Dec-13,14.91,-28.35,-0.84
(주)이글루코퍼레이션,67920,Dec-14,4.57,0,-10.29
(주)이글루코퍼레이션,67920,Dec-15,-2.75,0,-10.79
(주)이글루코퍼레이션,67920,Dec-16,5.8,0,8.05
(주)이글루코퍼레이션,67920,Dec-17,3.41,2179.54,13.59
(주)이글루코퍼레이션,67920,Dec-18,7.03,-48.91,16.16
(주)이글루코퍼레이션,67920,Dec-19,16.91,-82.42,0.22
(주)이글벳,44960,Dec-11,-1.88,-10.95,2.34
(주)이글벳,44960,Dec-12,-5.52,15.18,1.65
(주)이글벳,44960,Dec-13,9.86,12.14,7.63
(주)이글벳,44960,Dec-14,22.84,20.24,67.1
(주)이글벳,44960,Dec-15,23.9,37.44,6.24
(주)이글벳,44960,Dec-16,14.9,17.04,2.35
(주)이글벳,44960,Dec-17,18.41,35.53,0.81
(주)이글벳,44960,Dec-18,-11.4,-2.24,8.25
(주)이글벳,44960,Dec-19,13.75,-9.57,2.86
(주)이노메트리,302430,Dec-18,0,0,0
(주)이노메트리,302430,Dec-19,4.3,242.33,9.31
(주)이노션,214320,Dec-15,6.61,0,45.08
(주)이노션,214320,Dec-16,0.18,0,4.47
(주)이노션,214320,Dec-17,-0.1,0,3.12
(주)이노션,214320,Dec-18,-0.8,0,3.92
(주)이노션,214320,Dec-19,-10.46,0,0.94
(주)이노와이어리스,73490,Dec-11,62.62,-6.27,20.68
(주)이노와이어리스,73490,Dec-12,8.03,10.43,14.16
(주)이노와이어리스,73490,Dec-13,-14.49,-65.67,0.52
(주)이노와이어리스,73490,Dec-14,-21.31,-9.02,2.15
(주)이노와이어리스,73490,Dec-15,-0.57,-7.15,-3.3
(주)이노와이어리스,73490,Dec-16,-2.67,-12.44,-10.51
(주)이노와이어리스,73490,Dec-17,10.1,-9.66,5.95
(주)이노와이어리스,73490,Dec-18,0.26,26.28,-6.97
(주)이노와이어리스,73490,Dec-19,52.29,-8.91,10.69
(주)이노인스트루먼트,215790,Dec-15,,,
(주)이노인스트루먼트,215790,Dec-16,,,
(주)이노인스트루먼트,215790,Dec-17,0,0,0
(주)이노인스트루먼트,215790,Dec-18,-12.89,56.82,-2.59
(주)이노인스트루먼트,215790,Dec-19,-11.77,-41.15,-37.92
(주)이노테라피,246960,Dec-19,33.64,-3.82,58.46
(주)이녹스,88390,Dec-11,11.55,-4.38,18.15
(주)이녹스,88390,Dec-12,23.29,11.17,21.6
(주)이녹스,88390,Dec-13,30.78,-7.77,65.31
(주)이녹스,88390,Dec-14,-22.08,-35.06,7.72
(주)이녹스,88390,Dec-15,3.67,25.37,2.64
(주)이녹스,88390,Dec-16,19.22,11.88,1.96
(주)이녹스,88390,Dec-17,-98.47,0,16.12
(주)이녹스,88390,Dec-18,224.74,0,-17.88
(주)이녹스,88390,Dec-19,21.85,0,-7.79
(주)이녹스첨단소재,272290,Dec-17,,,
(주)이녹스첨단소재,272290,Dec-18,0,0,0
(주)이녹스첨단소재,272290,Dec-19,19.25,-7.58,27.01
(주)이라이콤,41520,Dec-11,60.38,52.17,45.58
(주)이라이콤,41520,Dec-12,9.13,-28,58.55
(주)이라이콤,41520,Dec-13,32.19,81.64,27.91
(주)이라이콤,41520,Dec-14,-9.18,-50.8,20.48
(주)이라이콤,41520,Dec-15,-9.57,-55.47,4.07
(주)이라이콤,41520,Dec-16,-49.9,28.12,0.03
(주)이라이콤,41520,Dec-17,-0.51,-42.56,-8.73
(주)이라이콤,41520,Dec-18,19.08,26.89,1.13
(주)이라이콤,41520,Dec-19,-15.53,-56.76,-4.32
(주)이랜시스,264850,Dec-17,,,
(주)이랜시스,264850,Dec-18,,,
(주)이랜시스,264850,Dec-19,0,0,0
(주)이랜텍,54210,Dec-11,64.28,-8.24,2.58
(주)이랜텍,54210,Dec-12,19.37,-13.06,6.23
(주)이랜텍,54210,Dec-13,6.61,-45.1,18.05
(주)이랜텍,54210,Dec-14,-36.19,-27.23,5.82
(주)이랜텍,54210,Dec-15,2.04,-40.38,9.77
(주)이랜텍,54210,Dec-16,-24.08,39.82,22.33
(주)이랜텍,54210,Dec-17,-25.3,74.93,-1.41
(주)이랜텍,54210,Dec-18,-34.89,10.28,1.64
(주)이랜텍,54210,Dec-19,35.56,-37.03,-7.39
(주)이루온,65440,Dec-11,-12.28,0,3.35
(주)이루온,65440,Dec-12,-44.71,0,-14.72
(주)이루온,65440,Dec-13,76.93,0,7.54
(주)이루온,65440,Dec-14,-15.78,0,-38.55
(주)이루온,65440,Dec-15,15.05,0,1.88
(주)이루온,65440,Dec-16,-9.17,0,61.25
(주)이루온,65440,Dec-17,-44.72,0,-8.44
(주)이루온,65440,Dec-18,37.93,0,85.92
(주)이루온,65440,Dec-19,34.63,0,4.61
(주)이마트,139480,Dec-11,,,
(주)이마트,139480,Dec-12,0,0,0
(주)이마트,139480,Dec-13,-1.45,4.45,9.67
(주)이마트,139480,Dec-14,0.54,12.29,6.13
(주)이마트,139480,Dec-15,2.87,8.12,1.8
(주)이마트,139480,Dec-16,4.33,5.69,10.26
(주)이마트,139480,Dec-17,7.05,8.94,7.89
(주)이마트,139480,Dec-18,5.6,9.83,-1.64
(주)이마트,139480,Dec-19,0.05,7.66,4.51
(주)이미지스테크놀로지,115610,Dec-11,-23.71,78.59,5.57
(주)이미지스테크놀로지,115610,Dec-12,-2.41,113.47,-0.37
(주)이미지스테크놀로지,115610,Dec-13,95.04,60.72,3.59
(주)이미지스테크놀로지,115610,Dec-14,70.36,13.24,4.32
(주)이미지스테크놀로지,115610,Dec-15,-0.16,9.23,5.31
(주)이미지스테크놀로지,115610,Dec-16,-7.33,-41.46,4.46
(주)이미지스테크놀로지,115610,Dec-17,-42.23,-17.2,-17.05
(주)이미지스테크놀로지,115610,Dec-18,-42.36,-27.5,-27.35
(주)이미지스테크놀로지,115610,Dec-19,25.07,-44.05,-38.64
(주)이브이수성,84180,Dec-11,6.79,3.37,24.51
(주)이브이수성,84180,Dec-12,-14.43,1.17,8.23
(주)이브이수성,84180,Dec-13,25.04,-3.86,7.18
(주)이브이수성,84180,Dec-14,-4.14,17.59,4.87
(주)이브이수성,84180,Dec-15,4.43,-13.2,3.63
(주)이브이수성,84180,Dec-16,-17.76,-25.96,6.91
(주)이브이수성,84180,Dec-17,-6.33,-13.28,-39.53
(주)이브이수성,84180,Dec-18,-10.63,28.31,-6.52
(주)이브이수성,84180,Dec-19,-3.6,-2.7,2.2
(주)이브이첨단소재,131400,Dec-11,13.18,14.35,17.54
(주)이브이첨단소재,131400,Dec-12,-7.39,58.73,2.18
(주)이브이첨단소재,131400,Dec-13,13.59,21.33,19.76
(주)이브이첨단소재,131400,Dec-14,-22.89,-22.18,-13.22
(주)이브이첨단소재,131400,Dec-15,-20.66,-49.39,-23.58
(주)이브이첨단소재,131400,Dec-16,19.73,-33.33,23.62
(주)이브이첨단소재,131400,Dec-17,39.82,81.84,4.81
(주)이브이첨단소재,131400,Dec-18,-23.55,-44.36,2.93
(주)이브이첨단소재,131400,Dec-19,-17.95,4.33,28.99
(주)이상네트웍스,80010,Dec-11,39.69,6.91,2.5
(주)이상네트웍스,80010,Dec-12,-31.66,-36.94,2.32
(주)이상네트웍스,80010,Dec-13,-16.18,23.12,3.57
(주)이상네트웍스,80010,Dec-14,46.23,27.87,4.5
(주)이상네트웍스,80010,Dec-15,-22.15,-8.07,2.48
(주)이상네트웍스,80010,Dec-16,1.96,-13.81,6.36
(주)이상네트웍스,80010,Dec-17,22.36,8.48,7.86
(주)이상네트웍스,80010,Dec-18,-1.47,51.18,7.75
(주)이상네트웍스,80010,Dec-19,-37.19,16.6,4.19
(주)이수앱지스,86890,Dec-11,9.19,-32.59,-25.4
(주)이수앱지스,86890,Dec-12,8.91,15.71,-8.59
(주)이수앱지스,86890,Dec-13,46.24,158.82,55.14
(주)이수앱지스,86890,Dec-14,-13.07,97.25,-21.87
(주)이수앱지스,86890,Dec-15,61.63,8.56,167.63
(주)이수앱지스,86890,Dec-16,66.11,8.76,-7.16
(주)이수앱지스,86890,Dec-17,2.12,19.03,43.47
(주)이수앱지스,86890,Dec-18,-13.94,16.25,-3.73
(주)이수앱지스,86890,Dec-19,25.52,-0.03,-7.62
(주)이수페타시스,7660,Dec-11,-1.76,35.08,4.08
(주)이수페타시스,7660,Dec-12,-1.29,-14.62,5.47
(주)이수페타시스,7660,Dec-13,14.15,10.21,15.47
(주)이수페타시스,7660,Dec-14,-9.71,7.4,8.69
(주)이수페타시스,7660,Dec-15,2.61,-6.09,8.82
(주)이수페타시스,7660,Dec-16,11.95,14.82,8.53
(주)이수페타시스,7660,Dec-17,-14.52,1.75,-26.53
(주)이수페타시스,7660,Dec-18,10.41,28.86,2.62
(주)이수페타시스,7660,Dec-19,-4.28,-8.38,-44.75
(주)이수화학,5950,Dec-11,26.85,36.18,-0.64
(주)이수화학,5950,Dec-12,9.84,-5.27,6.26
(주)이수화학,5950,Dec-13,-3.98,19.15,0.14
(주)이수화학,5950,Dec-14,-16.83,-17.04,-0.75
(주)이수화학,5950,Dec-15,-30.21,-33.75,-2.42
(주)이수화학,5950,Dec-16,-12.69,25.62,3.31
(주)이수화학,5950,Dec-17,16.66,12.57,-6.5
(주)이수화학,5950,Dec-18,15.89,5.29,16.91
(주)이수화학,5950,Dec-19,-0.31,9.49,-2.46
(주)이스타코,15020,Dec-11,-5.29,0,-5.97
(주)이스타코,15020,Dec-12,-17.51,0,-12.76
(주)이스타코,15020,Dec-13,600.83,0,58.03
(주)이스타코,15020,Dec-14,-82.37,0,-5.07
(주)이스타코,15020,Dec-15,-8.24,10457.22,2.84
(주)이스타코,15020,Dec-16,-24.39,-0.91,-15.45
(주)이스타코,15020,Dec-17,644.24,-56.22,-0.87
(주)이스타코,15020,Dec-18,-83.98,-2.87,-16.61
(주)이스타코,15020,Dec-19,296.25,-60.89,32.86
(주)이스트소프트,47560,Dec-11,23.96,0,36.14
(주)이스트소프트,47560,Dec-12,-13.85,0,-3.61
(주)이스트소프트,47560,Dec-13,-5.42,0,-7.47
(주)이스트소프트,47560,Dec-14,-6.91,0,9.98
(주)이스트소프트,47560,Dec-15,4.53,0,6.31
(주)이스트소프트,47560,Dec-16,-21.88,0,-13.12
(주)이스트소프트,47560,Dec-17,1.93,0,-2.25
(주)이스트소프트,47560,Dec-18,2.87,0,-6.22
(주)이스트소프트,47560,Dec-19,-8.11,0,34.28
(주)이씨에스텔레콤,67010,Mar-11,34.14,-25.65,6.41
(주)이씨에스텔레콤,67010,Mar-12,12.2,-22.87,8.72
(주)이씨에스텔레콤,67010,Mar-13,21.62,-43.96,12.44
(주)이씨에스텔레콤,67010,Mar-14,6.44,194.87,11.23
(주)이씨에스텔레콤,67010,Mar-15,7.27,31.67,10.43
(주)이씨에스텔레콤,67010,Mar-16,21.43,-56.24,9.42
(주)이씨에스텔레콤,67010,Mar-17,-26.4,-20.38,2.91
(주)이씨에스텔레콤,67010,Mar-18,11.17,-0.68,4.45
(주)이씨에스텔레콤,67010,Mar-19,2.41,90.13,1.29
(주)이아이디,93230,Dec-11,-64.18,-76.42,-31.23
(주)이아이디,93230,Dec-12,-46.58,13.97,-49.73
(주)이아이디,93230,Dec-13,-61.46,-74.28,-37.51
(주)이아이디,93230,Dec-14,52.66,0,-15.04
(주)이아이디,93230,Dec-15,305.55,0,130.27
(주)이아이디,93230,Dec-16,-3.97,0,-26.78
(주)이아이디,93230,Dec-17,134.07,0,147.1
(주)이아이디,93230,Dec-18,43.74,-8.96,6.96
(주)이아이디,93230,Dec-19,-43.04,-3.62,89.14
(주)이엔에프테크놀로지,102710,Dec-11,27.36,50.46,19.25
(주)이엔에프테크놀로지,102710,Dec-12,41.82,2.6,21.85
(주)이엔에프테크놀로지,102710,Dec-13,-8.23,1.14,10.9
(주)이엔에프테크놀로지,102710,Dec-14,4.38,18.55,12.75
(주)이엔에프테크놀로지,102710,Dec-15,20.88,31.3,18.03
(주)이엔에프테크놀로지,102710,Dec-16,7.18,-15.44,13.4
(주)이엔에프테크놀로지,102710,Dec-17,14.7,9.86,14.32
(주)이엔에프테크놀로지,102710,Dec-18,9.6,18.77,13.25
(주)이엔에프테크놀로지,102710,Dec-19,9.48,34.23,18.33
(주)이엔코퍼레이션,66980,Dec-11,-34.32,-5.78,-16.61
(주)이엔코퍼레이션,66980,Dec-12,-12.29,-37.65,-25.22
(주)이엔코퍼레이션,66980,Dec-13,20.01,55.08,74.73
(주)이엔코퍼레이션,66980,Dec-14,-13.64,-70.23,10.77
(주)이엔코퍼레이션,66980,Dec-15,-33.03,0,14.71
(주)이엔코퍼레이션,66980,Dec-16,-27.68,0,104.96
(주)이엔코퍼레이션,66980,Dec-17,17.45,0,3.73
(주)이엔코퍼레이션,66980,Dec-18,-17.43,0,-6.23
(주)이엔코퍼레이션,66980,Dec-19,-14.48,0,1.47
(주)이엔플러스,74610,Dec-11,-23.43,30.88,-26
(주)이엔플러스,74610,Dec-12,36.89,-28.73,-29.52
(주)이엔플러스,74610,Dec-13,-0.66,-48.97,-20.59
(주)이엔플러스,74610,Dec-14,7.75,395.27,21.15
(주)이엔플러스,74610,Dec-15,8.81,29.2,9.09
(주)이엔플러스,74610,Dec-16,112.24,80.64,63.4
(주)이엔플러스,74610,Dec-17,16.47,-19.97,10.13
(주)이엔플러스,74610,Dec-18,-35.1,-32.89,163.52
(주)이엔플러스,74610,Dec-19,18.1,124.93,22.37
(주)이엘피,63760,Dec-17,47.34,15.61,107.16
(주)이엘피,63760,Dec-18,11.44,34.44,23.51
(주)이엘피,63760,Dec-19,-26.48,-19.61,5.12
(주)이엠넷,123570,Dec-11,20.86,0,97.02
(주)이엠넷,123570,Dec-12,17.19,0,13.74
(주)이엠넷,123570,Dec-13,-11.46,0,0.73
(주)이엠넷,123570,Dec-14,-32.59,0,3.85
(주)이엠넷,123570,Dec-15,-2.89,0,5.69
(주)이엠넷,123570,Dec-16,0.61,0,8.28
(주)이엠넷,123570,Dec-17,3.5,0,10.16
(주)이엠넷,123570,Dec-18,9.49,0,16.87
(주)이엠넷,123570,Dec-19,14.41,0,9.98
(주)이엠앤아이,83470,Dec-11,-33.03,-48.61,-16.47
(주)이엠앤아이,83470,Dec-12,-11.8,-23.1,69.1
(주)이엠앤아이,83470,Dec-13,73.11,490.33,52.04
(주)이엠앤아이,83470,Dec-14,-1.78,-70.44,29.31
(주)이엠앤아이,83470,Dec-15,-19.12,18.13,6.59
(주)이엠앤아이,83470,Dec-16,10.2,-40.57,14.74
(주)이엠앤아이,83470,Dec-17,-12.72,73.07,-44.32
(주)이엠앤아이,83470,Dec-18,-49.57,-99.71,0
(주)이엠앤아이,83470,Dec-19,-96.48,11.3,0
(주)이엠텍,91120,Dec-11,58.55,-6.28,4.66
(주)이엠텍,91120,Dec-12,152.55,-9.69,82.39
(주)이엠텍,91120,Dec-13,-17.98,-39.38,45.35
(주)이엠텍,91120,Dec-14,-24.67,71.69,20.46
(주)이엠텍,91120,Dec-15,-0.94,-35.85,19.73
(주)이엠텍,91120,Dec-16,19.45,35.77,5.39
(주)이엠텍,91120,Dec-17,-2.43,8.16,21.63
(주)이엠텍,91120,Dec-18,97.22,129.28,38.97
(주)이엠텍,91120,Dec-19,-28.03,-51.23,-9.88
(주)이오테크닉스,39030,Dec-11,-28.07,25.48,7.38
(주)이오테크닉스,39030,Dec-12,38.36,29.27,14.2
(주)이오테크닉스,39030,Dec-13,6.46,46.97,12.79
(주)이오테크닉스,39030,Dec-14,25.53,8.91,18.87
(주)이오테크닉스,39030,Dec-15,-14.46,8.62,7.86
(주)이오테크닉스,39030,Dec-16,21.98,2.17,1.84
(주)이오테크닉스,39030,Dec-17,31.96,-4.3,5.57
(주)이오테크닉스,39030,Dec-18,-27.83,-9.91,0.38
(주)이오테크닉스,39030,Dec-19,-33.68,34.14,2.65
(주)이원,17940,Dec-11,21.45,-22.49,4.3
(주)이원,17940,Dec-12,2.33,12,6.39
(주)이원,17940,Dec-13,-4.88,-2.93,4.7
(주)이원,17940,Dec-14,-7.71,-24.95,2.9
(주)이원,17940,Dec-15,-35.34,-64.7,5.94
(주)이원,17940,Dec-16,-9.81,147.46,3.13
(주)이원,17940,Dec-17,13.48,27.48,4.11
(주)이원,17940,Dec-18,6.14,-20.03,3.78
(주)이원,17940,Dec-19,0.52,52.91,0.29
(주)이월드,84680,Dec-11,6.17,-0.55,16.98
(주)이월드,84680,Dec-12,5.17,46.5,-6.91
(주)이월드,84680,Dec-13,11.54,86.09,-2.2
(주)이월드,84680,Dec-14,10.32,-7.66,0.32
(주)이월드,84680,Dec-15,11,10.71,36.61
(주)이월드,84680,Dec-16,22.27,20.48,1.35
(주)이월드,84680,Dec-17,18,9.58,2.87
(주)이월드,84680,Dec-18,-4.14,-10.46,24.5
(주)이월드,84680,Dec-19,445.66,15180.9,136.01
(주)이즈미디어,181340,Dec-17,8.74,135.31,60.35
(주)이즈미디어,181340,Dec-18,77.55,20.22,9.22
(주)이즈미디어,181340,Dec-19,-14.87,-27.94,-5.59
(주)이지,37370,Dec-11,53.27,-67.66,10.15
(주)이지,37370,Dec-12,43.47,305.19,9.33
(주)이지,37370,Dec-13,22.87,32.36,8
(주)이지,37370,Dec-14,13.76,38.82,3.77
(주)이지,37370,Dec-15,12.08,18,3.66
(주)이지,37370,Dec-16,3.62,-17.78,-0.08
(주)이지,37370,Dec-17,7.52,-63.29,-23.75
(주)이지,37370,Dec-18,-24.21,-26.04,-33.1
(주)이지,37370,Dec-19,-42.51,-66.03,4.37
(주)이지홀딩스,35810,Dec-11,15.73,18.78,4.17
(주)이지홀딩스,35810,Dec-12,33.53,24.81,10.22
(주)이지홀딩스,35810,Dec-13,-10.58,-14.38,11.87
(주)이지홀딩스,35810,Dec-14,11.06,4.83,14.37
(주)이지홀딩스,35810,Dec-15,3.64,-3.6,12.27
(주)이지홀딩스,35810,Dec-16,1.11,12.21,7.31
(주)이지홀딩스,35810,Dec-17,6.92,-0.46,10.67
(주)이지홀딩스,35810,Dec-18,10.99,3.8,4.04
(주)이지홀딩스,35810,Dec-19,-1.02,11.04,3.54
(주)이큐셀,160600,Dec-15,72.04,254.97,141.52
(주)이큐셀,160600,Dec-16,19.32,78.96,2.62
(주)이큐셀,160600,Dec-17,-9.34,-48.32,16.04
(주)이큐셀,160600,Dec-18,85.65,1099.63,1.43
(주)이큐셀,160600,Dec-19,-17.41,-68.6,-51.26
(주)이크레더블,92130,Sep-11,21.15,0,4.69
(주)이크레더블,92130,Sep-12,4.02,0,8.81
(주)이크레더블,92130,Dec-13,0,0,0
(주)이크레더블,92130,Dec-14,5.44,0,7.39
(주)이크레더블,92130,Dec-15,30.45,0,10.41
(주)이크레더블,92130,Dec-16,28.07,0,13.84
(주)이크레더블,92130,Dec-17,9.51,0,11.27
(주)이크레더블,92130,Dec-18,10.32,0,14.13
(주)이크레더블,92130,Dec-19,11.83,0,11.16
(주)이퓨쳐,134060,Dec-11,-37.37,16.45,58.8
(주)이퓨쳐,134060,Dec-12,-4.36,12.06,-0.17
(주)이퓨쳐,134060,Dec-13,13.43,-18.34,1.98
(주)이퓨쳐,134060,Dec-14,-4.7,-5.68,2.94
(주)이퓨쳐,134060,Dec-15,-6.33,-10.33,-2.23
(주)이퓨쳐,134060,Dec-16,13.89,31.1,0.99
(주)이퓨쳐,134060,Dec-17,0.7,-22.45,-2.66
(주)이퓨쳐,134060,Dec-18,14.49,-19.81,2.28
(주)이퓨쳐,134060,Dec-19,8.73,-7.81,9
(주)인디에프,14990,Dec-11,8.43,13,-20.39
(주)인디에프,14990,Dec-12,-12.27,-5.09,-9.03
(주)인디에프,14990,Dec-13,-8.27,1.87,-5.44
(주)인디에프,14990,Dec-14,-5.01,-11.62,-9.81
(주)인디에프,14990,Dec-15,-8.43,-0.48,-7.07
(주)인디에프,14990,Dec-16,18.32,-14.78,-13.06
(주)인디에프,14990,Dec-17,-0.9,-13.89,1.25
(주)인디에프,14990,Dec-18,-1.73,-2.23,-0.39
(주)인디에프,14990,Dec-19,2.32,-15.65,-5.49
(주)인바디,41830,Dec-11,-2.31,-7.99,13.15
(주)인바디,41830,Dec-12,-2.49,-0.84,9.19
(주)인바디,41830,Dec-13,17.17,-0.66,11.18
(주)인바디,41830,Dec-14,35.85,17.44,16.42
(주)인바디,41830,Dec-15,40.72,90.18,25.32
(주)인바디,41830,Dec-16,13.08,-6.09,20.49
(주)인바디,41830,Dec-17,14.56,4.09,15.67
(주)인바디,41830,Dec-18,2.8,46.52,17.88
(주)인바디,41830,Dec-19,3.81,33.81,13.67
(주)인바이오젠,101140,Dec-11,-18.44,70.78,1566.83
(주)인바이오젠,101140,Dec-12,-14.89,17.6,-22.03
(주)인바이오젠,101140,Dec-13,-21.66,7.25,-18.91
(주)인바이오젠,101140,Dec-14,47.65,-25.57,12.38
(주)인바이오젠,101140,Dec-15,-24.63,6.05,89.11
(주)인바이오젠,101140,Dec-16,30.23,-26.22,-26.26
(주)인바이오젠,101140,Dec-17,-38.7,-62.97,96.9
(주)인바이오젠,101140,Dec-18,6.92,62.01,106.21
(주)인바이오젠,101140,Dec-19,29.46,23.24,182.62
(주)인산가,277410,Dec-17,,,
(주)인산가,277410,Dec-18,0,0,0
(주)인산가,277410,Dec-19,2.44,32.92,26.87
(주)인성정보,33230,Dec-11,21.25,8.75,2.97
(주)인성정보,33230,Dec-12,22.61,75.84,5.44
(주)인성정보,33230,Dec-13,0.67,4.85,14.91
(주)인성정보,33230,Dec-14,5.77,-1.14,-15.46
(주)인성정보,33230,Dec-15,2.69,-35.31,-17.58
(주)인성정보,33230,Dec-16,-7.95,-22.4,29.55
(주)인성정보,33230,Dec-17,-11.01,-24.26,23.86
(주)인성정보,33230,Dec-18,15.01,15.11,-5.64
(주)인성정보,33230,Dec-19,-5.95,44.11,-4.17
(주)인스코비,6490,Dec-11,7.65,120.12,23.13
(주)인스코비,6490,Dec-12,45.82,68.4,29.75
(주)인스코비,6490,Dec-13,53.24,14.25,62.25
(주)인스코비,6490,Dec-14,98.41,-15,-7.57
(주)인스코비,6490,Dec-15,-60.41,-50.85,31.22
(주)인스코비,6490,Dec-16,52.02,3.42,23.21
(주)인스코비,6490,Dec-17,42.55,49.05,1.95
(주)인스코비,6490,Dec-18,40.78,201.38,-16.38
(주)인스코비,6490,Dec-19,57.18,-80.36,-16.41
(주)인지디스플레이,37330,Dec-11,-25.87,-86.23,18.5
(주)인지디스플레이,37330,Dec-12,-44.04,204.72,13.88
(주)인지디스플레이,37330,Dec-13,-18.63,198.81,1.07
(주)인지디스플레이,37330,Dec-14,40.87,100.41,0.72
(주)인지디스플레이,37330,Dec-15,-17.5,-49.35,-5.4
(주)인지디스플레이,37330,Dec-16,-15.68,-75.58,2.7
(주)인지디스플레이,37330,Dec-17,15.55,93.12,1.49
(주)인지디스플레이,37330,Dec-18,10.88,-32.58,1.06
(주)인지디스플레이,37330,Dec-19,25.57,590.79,25.37
(주)인콘,83640,Dec-11,0.18,18.21,5.21
(주)인콘,83640,Dec-12,36.25,8.79,11.58
(주)인콘,83640,Dec-13,16.28,-5.83,15.82
(주)인콘,83640,Dec-14,-7.76,-18.12,23.04
(주)인콘,83640,Dec-15,-6.56,-2.88,24.87
(주)인콘,83640,Dec-16,0.15,-19.03,-1.77
(주)인콘,83640,Dec-17,21.85,-25.43,1.98
(주)인콘,83640,Dec-18,-6.81,-14.02,4.79
(주)인콘,83640,Dec-19,-25.02,-38.64,29.29
(주)인터로조,119610,Dec-11,39.03,20.19,19.77
(주)인터로조,119610,Dec-12,22.79,29.92,20.61
(주)인터로조,119610,Dec-13,33.43,48.6,18.07
(주)인터로조,119610,Dec-14,13.23,-5.27,11.04
(주)인터로조,119610,Dec-15,31.08,11.75,20.97
(주)인터로조,119610,Dec-16,24.54,8.6,22.74
(주)인터로조,119610,Dec-17,8.19,21,13.26
(주)인터로조,119610,Dec-18,-2.52,23.37,18.51
(주)인터로조,119610,Dec-19,17.53,3.84,8.77
(주)인터엠,17250,Sep-11,-1.93,1.01,12.35
(주)인터엠,17250,Sep-12,2.02,3.06,-0.5
(주)인터엠,17250,Sep-13,6.8,9.56,-0.14
(주)인터엠,17250,Sep-14,5.53,4.21,3.11
(주)인터엠,17250,Sep-15,5.08,2.48,2.89
(주)인터엠,17250,Sep-16,3.93,11.86,-1.84
(주)인터엠,17250,Sep-17,11.77,-1.83,11.2
(주)인터엠,17250,Sep-18,3.54,3.15,-8.96
(주)인터엠,17250,Sep-19,-15.69,-10.73,-13.41
(주)인터플렉스,51370,Dec-11,23.51,34.26,48.48
(주)인터플렉스,51370,Dec-12,47.83,132.82,19.96
(주)인터플렉스,51370,Dec-13,29.49,-26.86,23.04
(주)인터플렉스,51370,Dec-14,-35.15,-52.18,-15.92
(주)인터플렉스,51370,Dec-15,-23.83,18.83,-29.2
(주)인터플렉스,51370,Dec-16,0.53,-8.86,-3.06
(주)인터플렉스,51370,Dec-17,43.01,-34.15,52.22
(주)인터플렉스,51370,Dec-18,-74.39,-77.73,-25.02
(주)인터플렉스,51370,Dec-19,94.3,47.4,-10.7
(주)인텍플러스,64290,Dec-11,-13.72,-46.94,27.17
(주)인텍플러스,64290,Dec-12,-7.11,45.86,7.71
(주)인텍플러스,64290,Dec-13,-42.66,-43.35,-22.36
(주)인텍플러스,64290,Dec-14,-18.46,87.47,-26.93
(주)인텍플러스,64290,Dec-15,83.6,-39.26,4.87
(주)인텍플러스,64290,Dec-16,-27.42,12.91,-15.49
(주)인텍플러스,64290,Dec-17,45.27,93.26,25.45
(주)인텍플러스,64290,Dec-18,-33.72,7.26,-12.25
(주)인텍플러스,64290,Dec-19,148.82,21.57,32.31
(주)인텔리안테크놀로지스,189300,Dec-16,46.41,62.22,109.58
(주)인텔리안테크놀로지스,189300,Dec-17,4.31,23.43,1.16
(주)인텔리안테크놀로지스,189300,Dec-18,30.86,-11.25,16.23
(주)인텔리안테크놀로지스,189300,Dec-19,-0.1,12.17,3.09
