회사명,거래소코드,회계년도,매출액증가율(IFRS),재고자산증가율(IFRS),자기자본증가율(IFRS)
(주)베노홀딩스,206400,Dec-14,,,
(주)베노홀딩스,206400,Dec-15,0,0,0
(주)베노홀딩스,206400,Dec-16,0.72,0,-21.44
(주)베노홀딩스,206400,Dec-17,-6.71,0,-8.52
(주)베노홀딩스,206400,Dec-18,-20.35,0,-54.52
(주)베노홀딩스,206400,Dec-19,7.08,0,364.82
(주)베셀,177350,Dec-15,-7.71,0,180.69
(주)베셀,177350,Dec-16,-16.6,0,12.69
(주)베셀,177350,Dec-17,83.69,0,6.76
(주)베셀,177350,Dec-18,-6.56,0,-33.19
(주)베셀,177350,Dec-19,-46.34,-10.34,-36.58
(주)베스파,299910,Dec-18,,,
(주)베스파,299910,Dec-19,0,0,0
(주)벽산,7210,Dec-11,1.57,18.95,-0.42
(주)벽산,7210,Dec-12,-3.13,-7.98,6.48
(주)벽산,7210,Dec-13,8.95,-12.69,6.66
(주)벽산,7210,Dec-14,7.03,19.1,7.68
(주)벽산,7210,Dec-15,2.95,-1.93,10.19
(주)벽산,7210,Dec-16,0.25,-22.26,5.91
(주)벽산,7210,Dec-17,-14.84,50.74,2.85
(주)벽산,7210,Dec-18,6.7,7.2,3.75
(주)벽산,7210,Dec-19,-2.25,1.42,-4.61
(주)보광산업,225530,Dec-15,27.75,82.8,128.18
(주)보광산업,225530,Dec-16,18.45,53.43,24.06
(주)보광산업,225530,Dec-17,-11.86,-5.88,7.45
(주)보광산업,225530,Dec-18,-11.18,-48.69,-1.58
(주)보광산업,225530,Dec-19,33.29,-11.51,17.61
(주)보라티알,250000,Dec-17,9.38,5.88,204.32
(주)보라티알,250000,Dec-18,-6.43,27.93,7.61
(주)보라티알,250000,Dec-19,7.34,13.46,7.63
(주)보락,2760,Dec-11,9,18.54,-0.05
(주)보락,2760,Dec-12,24.24,2.78,4.5
(주)보락,2760,Dec-13,-2.08,-1.34,1.89
(주)보락,2760,Dec-14,1.31,0.38,4.8
(주)보락,2760,Dec-15,-0.27,0.59,-2.73
(주)보락,2760,Dec-16,14.94,-2.3,6.85
(주)보락,2760,Dec-17,-6.31,8.54,1.1
(주)보락,2760,Dec-18,0.92,-7.26,1.26
(주)보락,2760,Dec-19,6.99,18.45,0.42
(주)보령,3850,Dec-11,2.34,14.28,1.14
(주)보령,3850,Dec-12,1.32,1.74,5.67
(주)보령,3850,Dec-13,4.87,0.5,9.73
(주)보령,3850,Dec-14,9.84,12.44,10.86
(주)보령,3850,Dec-15,11.64,-3.7,10.48
(주)보령,3850,Dec-16,1.94,51.48,-0.3
(주)보령,3850,Dec-17,3.32,-17.28,27.14
(주)보령,3850,Dec-18,8.91,24.88,3.64
(주)보령,3850,Dec-19,13.87,12.17,11.26
(주)본느,226340,Dec-15,,,
(주)본느,226340,Dec-16,,,
(주)본느,226340,Dec-17,,,
(주)본느,226340,Dec-18,0,0,0
(주)본느,226340,Dec-19,32.65,-79.34,41.18
(주)부-스타,8470,Dec-11,6.63,-0.71,29.95
(주)부-스타,8470,Dec-12,7.35,-23.86,4.84
(주)부-스타,8470,Dec-13,1.52,-1.6,9.11
(주)부-스타,8470,Dec-14,6.17,4.27,6.81
(주)부-스타,8470,Dec-15,6.63,-15.42,7.42
(주)부-스타,8470,Dec-16,12.04,4.27,9.35
(주)부-스타,8470,Dec-17,-8.53,116.71,4.99
(주)부-스타,8470,Dec-18,3.79,-1.18,2.55
(주)부-스타,8470,Dec-19,17.82,-16.6,3.73
(주)부방,14470,Dec-11,-7.17,-11.71,3.43
(주)부방,14470,Dec-12,0.03,0.35,5.96
(주)부방,14470,Dec-13,16.32,15.57,10.59
(주)부방,14470,Dec-14,7.47,-3.34,9.13
(주)부방,14470,Dec-15,-81.1,0,13.45
(주)부방,14470,Dec-16,-79.76,0,4.65
(주)부방,14470,Dec-17,80.05,0,-10.69
(주)부방,14470,Dec-18,-61.58,0,-0.17
(주)부방,14470,Dec-19,-44.52,0,16.51
(주)뷰웍스,100120,Dec-11,15.7,37.33,15.26
(주)뷰웍스,100120,Dec-12,32.5,28.41,12.45
(주)뷰웍스,100120,Dec-13,40.78,-15.48,15.83
(주)뷰웍스,100120,Dec-14,6.73,25.2,14.93
(주)뷰웍스,100120,Dec-15,32.02,-0.85,20.28
(주)뷰웍스,100120,Dec-16,25.57,54.86,28.79
(주)뷰웍스,100120,Dec-17,5.27,-6.35,13.39
(주)뷰웍스,100120,Dec-18,-4.93,2.97,11.25
(주)뷰웍스,100120,Dec-19,7.62,42.04,13.9
(주)브리지텍,64480,Dec-11,-1.73,56.1,-0.74
(주)브리지텍,64480,Dec-12,26.13,18.77,17.69
(주)브리지텍,64480,Dec-13,19.42,-30,28.52
(주)브리지텍,64480,Dec-14,-5.08,36.77,5.59
(주)브리지텍,64480,Dec-15,30.54,148.3,12.83
(주)브리지텍,64480,Dec-16,5.26,-63.06,13.97
(주)브리지텍,64480,Dec-17,-45.28,50.84,-12.27
(주)브리지텍,64480,Dec-18,53.92,-77.13,-8.45
(주)브리지텍,64480,Dec-19,-23.47,-77.35,-16.53
(주)브이원텍,251630,Dec-17,60.48,519.92,154.97
(주)브이원텍,251630,Dec-18,41.6,-80.18,25.72
(주)브이원텍,251630,Dec-19,-51.46,34.04,6.1
(주)브이티지엠피,18290,Dec-11,0.4,0.97,-24.84
(주)브이티지엠피,18290,Dec-12,-8.69,-11.5,-2.82
(주)브이티지엠피,18290,Dec-13,-2.53,4.18,6.5
(주)브이티지엠피,18290,Dec-14,2.32,6.03,-16.76
(주)브이티지엠피,18290,Dec-15,-12.63,-34.38,-15.67
(주)브이티지엠피,18290,Dec-16,-12.52,-33.63,104.03
(주)브이티지엠피,18290,Dec-17,-2.13,-57.68,-21.83
(주)브이티지엠피,18290,Dec-18,29.84,8.88,98.68
(주)브이티지엠피,18290,Dec-19,23.58,112.03,19.88
(주)블루베리엔에프티,44480,Dec-11,0.34,6.65,-8.48
(주)블루베리엔에프티,44480,Dec-12,0.6,18.67,9.6
(주)블루베리엔에프티,44480,Dec-13,-6.31,-17.84,1.38
(주)블루베리엔에프티,44480,Dec-14,-28.91,11.61,-10.16
(주)블루베리엔에프티,44480,Dec-15,-2.92,-19.48,-5.49
(주)블루베리엔에프티,44480,Dec-16,-10.09,-20.57,-5.43
(주)블루베리엔에프티,44480,Dec-17,-7.23,18.4,-6.77
(주)블루베리엔에프티,44480,Dec-18,8.2,-18.08,38.62
(주)블루베리엔에프티,44480,Dec-19,-10.53,-2.02,53.86
(주)블루콤,33560,Dec-11,-38.44,-39.83,38.02
(주)블루콤,33560,Dec-12,43.15,30.67,3.19
(주)블루콤,33560,Dec-13,39.37,160.92,9.17
(주)블루콤,33560,Dec-14,137.76,30.6,18.9
(주)블루콤,33560,Dec-15,16.49,-8.64,17.75
(주)블루콤,33560,Dec-16,12.01,32.63,10.66
(주)블루콤,33560,Dec-17,-51.27,-38.15,1.48
(주)블루콤,33560,Dec-18,-45.51,-19.9,1.22
(주)블루콤,33560,Dec-19,-58.66,-47.26,0.91
(주)비덴트,121800,Jun-12,29.63,4.7,76.19
(주)비덴트,121800,Dec-13,0,0,0
(주)비덴트,121800,Dec-14,11.17,-1.04,2.4
(주)비덴트,121800,Dec-15,-22.41,-3.6,18.23
(주)비덴트,121800,Dec-16,-24.94,-34.54,-7.64
(주)비덴트,121800,Dec-17,-7.21,25.76,192.39
(주)비덴트,121800,Dec-18,25.47,-17.46,74.49
(주)비덴트,121800,Dec-19,-9.62,24.32,2.88
(주)비보존헬스케어,82800,Dec-11,18.88,31.08,-26.55
(주)비보존헬스케어,82800,Dec-12,148.4,64.98,3.87
(주)비보존헬스케어,82800,Dec-13,13.81,1.94,27.07
(주)비보존헬스케어,82800,Dec-14,-10.42,-26.23,-4.21
(주)비보존헬스케어,82800,Dec-15,-25.21,-16.74,-27.27
(주)비보존헬스케어,82800,Dec-16,-23.99,-9.87,-7.75
(주)비보존헬스케어,82800,Dec-17,-10.54,-14.33,-29.21
(주)비보존헬스케어,82800,Dec-18,-24.61,-39.85,325.14
(주)비보존헬스케어,82800,Dec-19,-4.57,-65.94,59.56
(주)비비안,2070,Dec-11,8.97,28.11,4.6
(주)비비안,2070,Dec-12,3.9,10.01,0.75
(주)비비안,2070,Dec-13,4.16,22.41,-13.42
(주)비비안,2070,Dec-14,-9.98,-20.54,7.42
(주)비비안,2070,Dec-15,-6.17,-17.19,5.88
(주)비비안,2070,Dec-16,3.21,11.62,-8.63
(주)비비안,2070,Dec-17,4.4,-6.76,-17.77
(주)비비안,2070,Dec-18,-1.11,3.37,-10.06
(주)비비안,2070,Dec-19,-3.46,-13.37,1.88
(주)비상교육,100220,Dec-11,15.23,18.71,10.85
(주)비상교육,100220,Dec-12,6.77,0.37,7.75
(주)비상교육,100220,Dec-13,3.97,65.57,7.31
(주)비상교육,100220,Dec-14,5.01,-1.03,4.53
(주)비상교육,100220,Dec-15,6.12,-9,11.3
(주)비상교육,100220,Dec-16,-0.98,-17.8,10.94
(주)비상교육,100220,Dec-17,-3.23,40.32,5.01
(주)비상교육,100220,Dec-18,6.06,-11.26,1.96
(주)비상교육,100220,Dec-19,28.55,-16.34,6
(주)비씨월드제약,200780,Dec-14,17.5,8.96,138.07
(주)비씨월드제약,200780,Dec-15,16.03,3.76,9.22
(주)비씨월드제약,200780,Dec-16,10.24,45.74,9.61
(주)비씨월드제약,200780,Dec-17,9.96,12.89,9.95
(주)비씨월드제약,200780,Dec-18,9.13,6.84,6.37
(주)비씨월드제약,200780,Dec-19,-4.66,-21.52,-0.53
(주)비아트론,141000,Dec-12,12.92,21.21,114.82
(주)비아트론,141000,Dec-13,-38.52,-27.54,10.39
(주)비아트론,141000,Dec-14,0.26,-5.49,2.76
(주)비아트론,141000,Dec-15,37.55,15.99,21.21
(주)비아트론,141000,Dec-16,68.95,-35.18,40.75
(주)비아트론,141000,Dec-17,32.01,-36.05,9.92
(주)비아트론,141000,Dec-18,27.82,13570.17,19.21
(주)비아트론,141000,Dec-19,-61.97,-81.54,2.62
(주)비에이치,90460,Dec-11,38.03,9.31,39.72
(주)비에이치,90460,Dec-12,47.06,4.89,17.51
(주)비에이치,90460,Dec-13,54.14,-20.43,32.69
(주)비에이치,90460,Dec-14,-15.56,30.59,14.09
(주)비에이치,90460,Dec-15,13.75,101.45,6.75
(주)비에이치,90460,Dec-16,-11.16,-11.41,5.68
(주)비에이치,90460,Dec-17,72.98,-47.37,25.61
(주)비에이치,90460,Dec-18,-7.73,-51.48,12.59
(주)비에이치,90460,Dec-19,-25.69,-32.58,38.27
(주)비엔지티,32790,Dec-11,-24.18,-24.24,8.35
(주)비엔지티,32790,Dec-12,-38.14,-26.62,-43.71
(주)비엔지티,32790,Dec-13,-54.14,-94.05,-36.51
(주)비엔지티,32790,Dec-14,-8.33,1794.41,-46.85
(주)비엔지티,32790,Dec-15,-27.32,-4.94,51.21
(주)비엔지티,32790,Dec-16,-33.29,-99.66,17.27
(주)비엔지티,32790,Dec-17,63.26,14077.37,112.78
(주)비엔지티,32790,Dec-18,-32.04,-18.29,-10.84
(주)비엔지티,32790,Dec-19,70.04,-94.92,21.45
(주)비엘,142760,Dec-16,69.18,-44.63,214.49
(주)비엘,142760,Dec-17,204.19,118.74,101.45
(주)비엘,142760,Dec-18,144.08,53.77,1.43
(주)비엘,142760,Dec-19,-22.33,-14.24,1.09
(주)비엘팜텍,65170,Dec-11,44.79,159.03,6.1
(주)비엘팜텍,65170,Dec-12,5.92,-7.53,-2.92
(주)비엘팜텍,65170,Dec-13,-31.16,-23.63,10.55
(주)비엘팜텍,65170,Dec-14,44.64,102.95,19.12
(주)비엘팜텍,65170,Dec-15,-33.5,131.25,-6.84
(주)비엘팜텍,65170,Dec-16,59.99,-1.91,-9.8
(주)비엘팜텍,65170,Dec-17,13.59,-19.35,-17.34
(주)비엘팜텍,65170,Dec-18,7.96,121.68,144.53
(주)비엘팜텍,65170,Dec-19,-18.75,-34.87,-16.66
(주)비엠티,86670,Dec-11,8.3,13.98,9.23
(주)비엠티,86670,Dec-12,-3.7,11.04,6.34
(주)비엠티,86670,Dec-13,21.35,15.07,27.47
(주)비엠티,86670,Dec-14,17.15,0.49,2.73
(주)비엠티,86670,Dec-15,-8.15,-17.3,1.33
(주)비엠티,86670,Dec-16,-25.39,-1.16,-3.01
(주)비엠티,86670,Dec-17,54.74,16.01,3.93
(주)비엠티,86670,Dec-18,20.8,29.89,14.8
(주)비엠티,86670,Dec-19,-3.27,9.59,6.04
(주)비올,335890,Dec-19,,,
(주)비와이씨,1460,Dec-11,-2.12,3.44,9.17
(주)비와이씨,1460,Dec-12,8.25,-4.11,8.72
(주)비와이씨,1460,Dec-13,-16.37,-50.57,6.02
(주)비와이씨,1460,Dec-14,-2.4,9.81,5.03
(주)비와이씨,1460,Dec-15,1.73,3.01,3.81
(주)비와이씨,1460,Dec-16,16.21,-0.32,1.53
(주)비와이씨,1460,Dec-17,-7.48,-8.29,1.75
(주)비와이씨,1460,Dec-18,0.93,-13.73,1.18
(주)비와이씨,1460,Dec-19,-13.95,-17.38,5
(주)비즈니스온커뮤니케이션,138580,Dec-17,0,0,0
(주)비즈니스온커뮤니케이션,138580,Dec-18,11.75,0,10.6
(주)비즈니스온커뮤니케이션,138580,Dec-19,4.25,0,5.27
(주)비지에프,27410,Dec-14,7.38,28.48,174.82
(주)비지에프,27410,Dec-15,28.9,-22.74,29.25
(주)비지에프,27410,Dec-16,16.06,63.13,18.98
(주)비지에프,27410,Dec-17,-99.89,0,-24.22
(주)비지에프,27410,Dec-18,1446.9,0,125.62
(주)비지에프,27410,Dec-19,-58.86,0,0.05
(주)비지에프리테일,282330,Dec-17,,,
(주)비지에프리테일,282330,Dec-18,0,0,0
(주)비지에프리테일,282330,Dec-19,2.93,-12.86,20.08
(주)비츠로셀,82920,Mar-11,6.34,56.67,16.87
(주)비츠로셀,82920,Mar-12,16.19,-9.26,9.21
(주)비츠로셀,82920,Mar-13,14.49,22.6,19.58
(주)비츠로셀,82920,Mar-14,13.69,7.88,6.4
(주)비츠로셀,82920,Jun-15,0,0,0
(주)비츠로셀,82920,Jun-16,9.79,59.78,20.32
(주)비츠로셀,82920,Jun-17,12.65,-75.06,17.46
(주)비츠로셀,82920,Dec-18,0,0,0
(주)비츠로셀,82920,Dec-19,14.44,7.79,16.65
(주)비츠로시스,54220,Mar-11,-33.03,-25.64,5.67
(주)비츠로시스,54220,Mar-12,15.42,-27.69,11.49
(주)비츠로시스,54220,Mar-13,10.72,41.86,33.48
(주)비츠로시스,54220,Mar-14,-28.11,26.03,-7.47
(주)비츠로시스,54220,Mar-15,-11.77,11.87,-5.53
(주)비츠로시스,54220,Mar-16,-24.99,-13.02,3.21
(주)비츠로시스,54220,Mar-17,13.43,15.27,10.58
(주)비츠로시스,54220,Mar-18,4.47,63.1,-26
(주)비츠로시스,54220,Mar-19,-58.47,324.28,0
(주)비츠로테크,42370,Mar-11,24.05,7.65,76.41
(주)비츠로테크,42370,Mar-12,8.35,39.99,1.03
(주)비츠로테크,42370,Mar-13,0.72,-24.65,12.39
(주)비츠로테크,42370,Mar-14,14.67,-6.61,3.34
(주)비츠로테크,42370,Jun-15,0,0,0
(주)비츠로테크,42370,Jun-16,-13.89,-0.6,-10.07
(주)비츠로테크,42370,Jun-17,-15.98,0,65.2
(주)비츠로테크,42370,Jun-18,-66.64,0,1
(주)비츠로테크,42370,Dec-19,0,0,0
(주)비케이홀딩스,50090,Dec-11,6.44,1.93,-6.17
(주)비케이홀딩스,50090,Dec-12,-11.46,31.06,66.57
(주)비케이홀딩스,50090,Dec-13,-8.06,-5.51,0.36
(주)비케이홀딩스,50090,Dec-14,-73.82,-76.33,-22.38
(주)비케이홀딩스,50090,Dec-15,56.92,20.08,-54.02
(주)비케이홀딩스,50090,Dec-16,108.06,136.77,32.7
(주)비케이홀딩스,50090,Dec-17,-11.53,49.27,5.99
(주)비케이홀딩스,50090,Dec-18,-59.48,-68.28,-9.55
(주)비케이홀딩스,50090,Dec-19,-13.77,-44.12,-2.1
(주)비투엔,307870,Dec-18,,,
(주)비투엔,307870,Dec-19,,,
(주)비트컴퓨터,32850,Dec-11,-3.61,-50.46,10.78
(주)비트컴퓨터,32850,Dec-12,6.84,639.23,-3.36
(주)비트컴퓨터,32850,Dec-13,7.86,-31.33,-1.43
(주)비트컴퓨터,32850,Dec-14,-2,-95.23,4.11
(주)비트컴퓨터,32850,Dec-15,7.69,520.74,14.8
(주)비트컴퓨터,32850,Dec-16,-6.58,-81.43,11.42
(주)비트컴퓨터,32850,Dec-17,-9.11,253.27,6.09
(주)비트컴퓨터,32850,Dec-18,3.35,1953.99,-0.52
(주)비트컴퓨터,32850,Dec-19,13.96,-25.68,14.34
(주)비피도,238200,Dec-18,8.83,18.75,141.83
(주)비피도,238200,Dec-19,-12.51,3.95,3.62
(주)빅솔론,93190,Dec-11,16.34,7.07,20.03
(주)빅솔론,93190,Dec-12,-6.17,2.21,18.13
(주)빅솔론,93190,Dec-13,11.2,21.48,20.83
(주)빅솔론,93190,Dec-14,-5.63,-1.88,12.55
(주)빅솔론,93190,Dec-15,4.84,16.97,15.96
(주)빅솔론,93190,Dec-16,3.08,3.48,5.98
(주)빅솔론,93190,Dec-17,0.2,9.42,15.24
(주)빅솔론,93190,Dec-18,-4.11,2.45,5.61
(주)빅솔론,93190,Dec-19,-3.55,5.79,0.71
(주)빅텍,65450,Dec-11,-27.68,10.17,-15.36
(주)빅텍,65450,Dec-12,-9.83,-18.01,-5.58
(주)빅텍,65450,Dec-13,16.59,-19.05,7.47
(주)빅텍,65450,Dec-14,6.18,-6.48,3.19
(주)빅텍,65450,Dec-15,17.89,9.42,2.92
(주)빅텍,65450,Dec-16,-5.59,3.67,7.17
(주)빅텍,65450,Dec-17,6.46,-1.39,-3.21
(주)빅텍,65450,Dec-18,19.44,-4.55,4.73
(주)빅텍,65450,Dec-19,0.44,19.78,12.18
(주)빙그레,5180,Dec-11,5.22,80.8,6.42
(주)빙그레,5180,Dec-12,9.5,10.86,10.52
(주)빙그레,5180,Dec-13,2.02,-0.12,6.55
(주)빙그레,5180,Dec-14,1.84,22.72,4.11
(주)빙그레,5180,Dec-15,-2.98,-28.07,6.79
(주)빙그레,5180,Dec-16,1.09,-13.81,0.64
(주)빙그레,5180,Dec-17,4.62,13.43,1.13
(주)빙그레,5180,Dec-18,-0.38,0.26,2.67
(주)빙그레,5180,Dec-19,2.27,13.3,4.57
(주)사람인에이치알,143240,Dec-12,16.41,0,133.23
(주)사람인에이치알,143240,Dec-13,6.95,0,108.49
(주)사람인에이치알,143240,Dec-14,5.97,0,-1.83
(주)사람인에이치알,143240,Dec-15,23.79,0,6.75
(주)사람인에이치알,143240,Dec-16,-19.18,0,15.44
(주)사람인에이치알,143240,Dec-17,-5.11,0,0.72
(주)사람인에이치알,143240,Dec-18,9.45,0,17.21
(주)사람인에이치알,143240,Dec-19,17.81,0,22.95
(주)사조대림,3960,Dec-11,20.44,68.97,5.7
(주)사조대림,3960,Dec-12,1.87,18.84,-6
(주)사조대림,3960,Dec-13,5.55,-22.76,-0.53
(주)사조대림,3960,Dec-14,1.6,29.72,1.74
(주)사조대림,3960,Dec-15,5.91,5.3,32.18
(주)사조대림,3960,Dec-16,7.17,-16.97,0.67
(주)사조대림,3960,Dec-17,2.44,40.32,7.22
(주)사조대림,3960,Dec-18,-8.65,47.08,3.48
(주)사조대림,3960,Dec-19,81.07,135.68,50.24
(주)사조오양,6090,Dec-11,8.62,9.43,9.54
(주)사조오양,6090,Dec-12,-7.38,18.28,5.93
(주)사조오양,6090,Dec-13,-13.68,-0.71,5.49
(주)사조오양,6090,Dec-14,1.87,-21.68,-2.69
(주)사조오양,6090,Dec-15,74.28,70.59,58.6
(주)사조오양,6090,Dec-16,43.19,0.5,9.45
(주)사조오양,6090,Dec-17,11.14,1.17,15.89
(주)사조오양,6090,Dec-18,-4.53,51.6,4.72
(주)사조오양,6090,Dec-19,5.89,13.86,7.61
(주)삼기,122350,Dec-11,,,
(주)삼기,122350,Dec-12,0,0,0
(주)삼기,122350,Dec-13,0.62,-16.22,7.02
(주)삼기,122350,Dec-14,67.61,246.52,59.45
(주)삼기,122350,Dec-15,18.4,2.61,17.46
(주)삼기,122350,Dec-16,11.73,-17.31,12.86
(주)삼기,122350,Dec-17,-5.49,16.72,8.04
(주)삼기,122350,Dec-18,-4.85,16.28,16.69
(주)삼기,122350,Dec-19,4.77,44.58,3.95
(주)삼보판지,23600,Dec-11,15.17,18.62,0.64
(주)삼보판지,23600,Dec-12,-0.99,6.44,3.63
(주)삼보판지,23600,Dec-13,-8.76,-15.15,2.3
(주)삼보판지,23600,Dec-14,1.4,-12.17,0.29
(주)삼보판지,23600,Dec-15,-1.76,5.46,-7.1
(주)삼보판지,23600,Dec-16,6.57,-24.25,3.24
(주)삼보판지,23600,Dec-17,0.09,6.51,3.36
(주)삼보판지,23600,Dec-18,11.98,-14.96,10.56
(주)삼보판지,23600,Dec-19,10.54,-8.15,8.66
(주)삼성출판사,68290,Dec-11,-3.49,4.84,4.64
(주)삼성출판사,68290,Dec-12,2.5,-4.64,1.81
(주)삼성출판사,68290,Dec-13,-1.23,-0.4,1.82
(주)삼성출판사,68290,Dec-14,-1.03,-5.84,3.02
(주)삼성출판사,68290,Dec-15,-20.17,11.76,0.41
(주)삼성출판사,68290,Dec-16,4.76,18.82,0.82
(주)삼성출판사,68290,Dec-17,0.11,-4.16,0.76
(주)삼성출판사,68290,Dec-18,0.85,-4.17,-2.84
(주)삼성출판사,68290,Dec-19,11.19,18.36,0.33
(주)삼양사,145990,Dec-11,,,
(주)삼양사,145990,Dec-12,0,0,0
(주)삼양사,145990,Dec-13,-2.25,-26.93,5.62
(주)삼양사,145990,Dec-14,-1.44,67.83,33.22
(주)삼양사,145990,Dec-15,-7.49,-13.78,4.55
(주)삼양사,145990,Dec-16,35.36,46.86,73.1
(주)삼양사,145990,Dec-17,2.58,-2.86,1.33
(주)삼양사,145990,Dec-18,2.58,20.6,0.01
(주)삼양사,145990,Dec-19,-6.92,-8.28,-0.29
(주)삼양옵틱스,225190,Dec-17,5.55,11.39,5.48
(주)삼양옵틱스,225190,Dec-18,-8.76,11.5,1.24
(주)삼양옵틱스,225190,Dec-19,5.18,-8.58,8.59
(주)삼양패키징,272550,Dec-17,7.52,25.67,12.73
(주)삼양패키징,272550,Dec-18,9.85,15.25,8
(주)삼양패키징,272550,Dec-19,2.5,3.42,7.83
(주)삼양홀딩스,70,Dec-11,26.8,-97.58,-27.71
(주)삼양홀딩스,70,Dec-12,-28.79,-21.38,18.43
(주)삼양홀딩스,70,Dec-13,-22.1,-13.95,9.57
(주)삼양홀딩스,70,Dec-14,-21.7,69.92,7.85
(주)삼양홀딩스,70,Dec-15,-20.55,-34.51,0.28
(주)삼양홀딩스,70,Dec-16,-39.74,0,30.72
(주)삼양홀딩스,70,Dec-17,-10.36,0,1.45
(주)삼양홀딩스,70,Dec-18,-9.32,0,1.16
(주)삼양홀딩스,70,Dec-19,-30.02,0,-0.05
(주)삼에스코리아,60310,Mar-11,144.63,-34.89,66.73
(주)삼에스코리아,60310,Mar-12,16.3,225.09,58.1
(주)삼에스코리아,60310,Mar-13,3.73,-4.55,61.48
(주)삼에스코리아,60310,Mar-14,-12.12,-19.93,-10.08
(주)삼에스코리아,60310,Mar-15,-20.47,-33.19,-11.74
(주)삼에스코리아,60310,Mar-16,-7.95,-21.23,-9.42
(주)삼에스코리아,60310,Mar-17,25.69,30.14,-15.83
(주)삼에스코리아,60310,Mar-18,21.56,-13.48,3.21
(주)삼에스코리아,60310,Mar-19,7.65,4.02,11.51
(주)삼원강재,23000,Dec-11,22.48,35.86,70.82
(주)삼원강재,23000,Dec-12,0.71,-21.76,10.65
(주)삼원강재,23000,Dec-13,-10.31,-29.61,7.07
(주)삼원강재,23000,Dec-14,-9.73,11.09,5.46
(주)삼원강재,23000,Dec-15,-3.74,-10.11,5.68
(주)삼원강재,23000,Dec-16,-1.44,11.94,5.62
(주)삼원강재,23000,Dec-17,2.9,2.66,3.04
(주)삼원강재,23000,Dec-18,3.84,-4.73,4.98
(주)삼원강재,23000,Dec-19,-6.09,-8.93,2.58
(주)삼익악기,2450,Dec-11,8.36,2.96,0.71
(주)삼익악기,2450,Dec-12,-3.65,-9.36,0.88
(주)삼익악기,2450,Dec-13,2.63,14.55,18.96
(주)삼익악기,2450,Dec-14,-2.62,-29.92,12.71
(주)삼익악기,2450,Dec-15,11.55,48.59,-1.35
(주)삼익악기,2450,Dec-16,35.22,19.31,-0.94
(주)삼익악기,2450,Dec-17,-12.15,-17.86,-4.09
(주)삼익악기,2450,Dec-18,-29.01,-25.08,-3.78
(주)삼익악기,2450,Dec-19,30.93,8.35,1.63
(주)삼일,32280,Dec-11,16.96,-0.57,5.44
(주)삼일,32280,Dec-12,-2.89,4.14,-0.04
(주)삼일,32280,Dec-13,8.33,0.76,17.58
(주)삼일,32280,Dec-14,7.59,-10.02,7.65
(주)삼일,32280,Dec-15,-4.81,-31.74,67.22
(주)삼일,32280,Dec-16,-2.69,49.31,2.43
(주)삼일,32280,Dec-17,-1.8,-0.55,1.69
(주)삼일,32280,Dec-18,7.4,-30.77,3.02
(주)삼일,32280,Dec-19,-1.49,61.44,3.68
(주)삼일기업공사,2290,Dec-11,-3.57,-1.89,4.25
(주)삼일기업공사,2290,Dec-12,36.87,-1.93,6.17
(주)삼일기업공사,2290,Dec-13,-40.6,-1.96,2.36
(주)삼일기업공사,2290,Dec-14,106.73,-2,2.94
(주)삼일기업공사,2290,Dec-15,12.78,-2.04,5.81
(주)삼일기업공사,2290,Dec-16,-61.46,-2.09,0.73
(주)삼일기업공사,2290,Dec-17,99.71,0.77,2.91
(주)삼일기업공사,2290,Dec-18,-0.39,-0.28,4.54
(주)삼일기업공사,2290,Dec-19,35.74,-2.12,3.61
(주)삼일씨엔에스,4440,Dec-16,-3.84,-2.09,45.02
(주)삼일씨엔에스,4440,Dec-17,-22.23,50.69,-1.12
(주)삼일씨엔에스,4440,Dec-18,-6.92,5.06,-3.15
(주)삼일씨엔에스,4440,Dec-19,-4.93,-18.4,0.82
(주)삼진,32750,Dec-11,-6.97,-35.78,7.43
(주)삼진,32750,Dec-12,52.64,11.25,10.2
(주)삼진,32750,Dec-13,4.99,44.28,5.01
(주)삼진,32750,Dec-14,-0.53,-17.5,1.55
(주)삼진,32750,Dec-15,-20.06,-25.08,8
(주)삼진,32750,Dec-16,-26.24,-73.38,5.17
(주)삼진,32750,Dec-17,18.89,-91.9,2.19
(주)삼진,32750,Dec-18,-16.8,1056.96,8.68
(주)삼진,32750,Dec-19,62.86,-67.41,11.95
(주)삼진엘앤디,54090,Dec-11,42.41,-32.65,28.7
(주)삼진엘앤디,54090,Dec-12,-9.32,-20.65,11.2
(주)삼진엘앤디,54090,Dec-13,4.93,4.16,23.11
(주)삼진엘앤디,54090,Dec-14,-16.97,72.79,-1.85
(주)삼진엘앤디,54090,Dec-15,57.92,13.51,16.51
(주)삼진엘앤디,54090,Dec-16,-33.08,14.37,-0.07
(주)삼진엘앤디,54090,Dec-17,-20.25,-58.58,1.81
(주)삼진엘앤디,54090,Dec-18,-14.22,30.84,2.23
(주)삼진엘앤디,54090,Dec-19,14.42,-16.54,4.46
(주)삼천리,4690,Dec-11,11.5,-16.42,1.6
(주)삼천리,4690,Dec-12,13.96,-0.34,2.73
(주)삼천리,4690,Dec-13,4.54,-3.01,3.11
(주)삼천리,4690,Dec-14,-0.13,13.95,-0.71
(주)삼천리,4690,Dec-15,-17.8,2.82,1.32
(주)삼천리,4690,Dec-16,-17.12,-10.2,2.55
