회사명,거래소코드,회계년도,당기매출액(IFRS연결),전기매출액(IFRS연결),당기매출액(IFRS개별),전기매출액(IFRS개별)
(주)비츠로셀,82920,Jun-16,91020079,91020079,90540215,90540215
(주)비츠로셀,82920,Jun-17,105351685,,101991470,
(주)비츠로셀,82920,Dec-18,112596990,112596990,113080634,113080634
(주)비츠로셀,82920,Dec-19,133438199,133438199,129410384,129410384
(주)비츠로시스,54220,Mar-11,118523752,118523752,104506657,104506657
(주)비츠로시스,54220,Mar-12,121574862,121574862,120622759,120622759
(주)비츠로시스,54220,Mar-13,134326240,134326240,133555372,133555372
(주)비츠로시스,54220,Mar-14,97265580,97265580,96008027,96008027
(주)비츠로시스,54220,Mar-15,85543985,,84705430,84705430
(주)비츠로시스,54220,Mar-16,,,63540760,63540760
(주)비츠로시스,54220,Mar-17,,,72073712,72073712
(주)비츠로시스,54220,Mar-18,,,75293447,75293447
(주)비츠로시스,54220,Mar-19,,,31266242,31266242
(주)비츠로테크,42370,Mar-11,82087605,82087605,78219441,78219441
(주)비츠로테크,42370,Mar-12,88409704,,84750368,84750368
(주)비츠로테크,42370,Mar-13,,,85361499,85361499
(주)비츠로테크,42370,Mar-14,,,97884650,97884650
(주)비츠로테크,42370,Jun-15,,,119884799,119884799
(주)비츠로테크,42370,Jun-16,,103230046,103230046,103230046
(주)비츠로테크,42370,Jun-17,232764175,232764175,86734828,86734828
(주)비츠로테크,42370,Jun-18,220440565,220440565,28937727,28937727
(주)비츠로테크,42370,Dec-19,312975670,311000186,30787116,30787116
(주)비케이홀딩스,50090,Dec-11,64570700,64570700,61852372,61852372
(주)비케이홀딩스,50090,Dec-12,58866968,58866968,54766822,54766822
(주)비케이홀딩스,50090,Dec-13,57878075,10854369,50350934,10854369
(주)비케이홀딩스,50090,Dec-14,13179711,,13179711,13179711
(주)비케이홀딩스,50090,Dec-15,,,20682210,20682210
(주)비케이홀딩스,50090,Dec-16,,,43031183,43031183
(주)비케이홀딩스,50090,Dec-17,,38071774,38071774,38071774
(주)비케이홀딩스,50090,Dec-18,14927444,10905969,15426057,11404582
(주)비케이홀딩스,50090,Dec-19,12993006,9370070,13301419,13301419
(주)비투엔,307870,Dec-18,,,,
(주)비투엔,307870,Dec-19,,,,
(주)비트컴퓨터,32850,Dec-11,30736645,30736645,30557773,30557773
(주)비트컴퓨터,32850,Dec-12,32814796,32814796,32648079,32648079
(주)비트컴퓨터,32850,Dec-13,35363295,35363295,35213773,35213773
(주)비트컴퓨터,32850,Dec-14,34660003,34660003,34509144,34509144
(주)비트컴퓨터,32850,Dec-15,37311343,37311343,37162699,37162699
(주)비트컴퓨터,32850,Dec-16,34800927,34800927,34716080,34716080
(주)비트컴퓨터,32850,Dec-17,31905155,31905155,31554469,31554469
(주)비트컴퓨터,32850,Dec-18,32769953,32769953,32611975,32611975
(주)비트컴퓨터,32850,Dec-19,37376712,37376712,37165111,37165111
(주)비피도,238200,Dec-18,,14870382,14870382,14870382
(주)비피도,238200,Dec-19,13012639,13012639,13009644,13009644
(주)빅솔론,93190,Dec-11,79281840,79281840,75914338,75914338
(주)빅솔론,93190,Dec-12,74894093,74894093,71227154,71227154
(주)빅솔론,93190,Dec-13,83988189,83988189,79204923,79204923
(주)빅솔론,93190,Dec-14,78856302,78856302,74745421,74745421
(주)빅솔론,93190,Dec-15,83861117,83861117,78363649,78363649
(주)빅솔론,93190,Dec-16,87574944,87574944,80774588,80774588
(주)빅솔론,93190,Dec-17,89445133,89445133,80933343,80933343
(주)빅솔론,93190,Dec-18,85248786,85248786,77604084,77604084
(주)빅솔론,93190,Dec-19,84844466,84844466,74852401,74852401
(주)빅텍,65450,Dec-11,,,30868279,30868279
(주)빅텍,65450,Dec-12,,,27834143,27834143
(주)빅텍,65450,Dec-13,,,32453011,32453011
(주)빅텍,65450,Dec-14,,,34457445,34457445
(주)빅텍,65450,Dec-15,,,40621164,40621164
(주)빅텍,65450,Dec-16,,,38351993,38351993
(주)빅텍,65450,Dec-17,,,40828484,40828484
(주)빅텍,65450,Dec-18,,,48767203,48767203
(주)빅텍,65450,Dec-19,,,48979452,48979452
(주)빙그레,5180,Dec-11,721329490,721329490,720634377,720634377
(주)빙그레,5180,Dec-12,790017219,790017219,789102353,789102353
(주)빙그레,5180,Dec-13,805971786,805971786,805058851,805058851
(주)빙그레,5180,Dec-14,820996487,820021629,819872484,819872484
(주)빙그레,5180,Dec-15,799571651,799571651,795438210,795438210
(주)빙그레,5180,Dec-16,813166107,813166107,804139945,804139945
(주)빙그레,5180,Dec-17,857454493,814713346,841320054,798578906
(주)빙그레,5180,Dec-18,855162972,855162972,838159210,838159210
(주)빙그레,5180,Dec-19,878334260,878334260,857206874,857206874
(주)사람인에이치알,143240,Dec-12,,,48822488,48822488
(주)사람인에이치알,143240,Dec-13,,52214408,52214408,52214408
(주)사람인에이치알,143240,Dec-14,55301566,,55333146,55301566
(주)사람인에이치알,143240,Dec-15,,68496029,68496029,68496029
(주)사람인에이치알,143240,Dec-16,73701173,73701173,55357477,55357477
(주)사람인에이치알,143240,Dec-17,81347113,81347113,52529118,52529118
(주)사람인에이치알,143240,Dec-18,86145918,86145918,57494328,57494328
(주)사람인에이치알,143240,Dec-19,93567189,93567189,67733872,67733872
(주)사조대림,3960,Dec-11,418702677,418702677,371465751,371465751
(주)사조대림,3960,Dec-12,454177460,454177460,378399029,378399029
(주)사조대림,3960,Dec-13,508115858,508115858,399418524,399418524
(주)사조대림,3960,Dec-14,543628320,543628320,405812234,405812234
(주)사조대림,3960,Dec-15,715055913,715055913,429808463,429808463
(주)사조대림,3960,Dec-16,953549613,953549613,460627065,460627065
(주)사조대림,3960,Dec-17,987439474,987439474,471851779,471851779
(주)사조대림,3960,Dec-18,937110913,937110913,431028398,431028398
(주)사조대림,3960,Dec-19,1329705655,1329705655,780446517,780446517
(주)사조오양,6090,Dec-11,,,137322948,137322948
(주)사조오양,6090,Dec-12,,,127186238,127186238
(주)사조오양,6090,Dec-13,,,109789487,109789487
(주)사조오양,6090,Dec-14,,,111843800,111843800
(주)사조오양,6090,Dec-15,,,194924901,194924901
(주)사조오양,6090,Dec-16,,,279104782,279104782
(주)사조오양,6090,Dec-17,,,310186761,310186761
(주)사조오양,6090,Dec-18,,,296145759,296145759
(주)사조오양,6090,Dec-19,,,313595840,313595840
(주)삼기,122350,Dec-11,,,,
(주)삼기,122350,Dec-12,187481786,187481786,138741292,138741292
(주)삼기,122350,Dec-13,204178825,204178825,139606299,139606299
(주)삼기,122350,Dec-14,243939551,243939551,233990318,233990318
(주)삼기,122350,Dec-15,276145441,276145441,277054863,277054863
(주)삼기,122350,Dec-16,304482853,304482853,309545066,309545066
(주)삼기,122350,Dec-17,292561351,292561351,292542881,292542881
(주)삼기,122350,Dec-18,277272867,277272867,278343288,278343288
(주)삼기,122350,Dec-19,301765684,301765684,291623432,291623432
(주)삼보판지,23600,Dec-11,308995210,308995210,117711072,117711072
(주)삼보판지,23600,Dec-12,291587109,291587109,116547744,116547744
(주)삼보판지,23600,Dec-13,301880815,301880815,106335197,106335197
(주)삼보판지,23600,Dec-14,303156744,303156744,107828830,107828830
(주)삼보판지,23600,Dec-15,302484857,302484857,105933402,105933402
(주)삼보판지,23600,Dec-16,326686710,256892120,112897265,94884066
(주)삼보판지,23600,Dec-17,323858909,323858909,112996351,112996351
(주)삼보판지,23600,Dec-18,374788747,376196854,126535646,126535646
(주)삼보판지,23600,Dec-19,367007847,367007847,139868908,139868908
(주)삼성출판사,68290,Dec-11,75033786,75033786,56384010,56384010
(주)삼성출판사,68290,Dec-12,75776098,133076821,57794033,57794033
(주)삼성출판사,68290,Dec-13,139049845,139049845,57081761,57081761
(주)삼성출판사,68290,Dec-14,153807691,138756249,56493549,56493549
(주)삼성출판사,68290,Dec-15,145532697,145532697,45096628,45096628
(주)삼성출판사,68290,Dec-16,163300248,163300248,47244342,47244342
(주)삼성출판사,68290,Dec-17,176579639,176579639,47296099,47296099
(주)삼성출판사,68290,Dec-18,186065483,186065483,47697313,47697313
(주)삼성출판사,68290,Dec-19,202043374,202043374,53035752,53035752
(주)삼양사,145990,Dec-11,260700499,232008636,250418148,221726285
(주)삼양사,145990,Dec-12,1366653149,1366653149,1312354919,1312354919
(주)삼양사,145990,Dec-13,1345314087,1345314087,1282861124,1282861124
(주)삼양사,145990,Dec-14,1355143873,1355143873,1264340289,1264340289
(주)삼양사,145990,Dec-15,1445814350,1438901801,1169694370,1169694370
(주)삼양사,145990,Dec-16,2000884794,2000884794,1583352819,1583352819
(주)삼양사,145990,Dec-17,2041175039,2041175039,1624179958,1624179958
(주)삼양사,145990,Dec-18,2123808798,2123808798,1666024095,1666024095
(주)삼양사,145990,Dec-19,2096386534,2096386534,1550801257,1550801257
(주)삼양옵틱스,225190,Dec-17,66272717,66272717,66264746,66264746
(주)삼양옵틱스,225190,Dec-18,60460259,60460259,60460259,60460259
(주)삼양옵틱스,225190,Dec-19,63594654,63594654,63594654,63594654
(주)삼양패키징,272550,Dec-17,,,333439971,333439971
(주)삼양패키징,272550,Dec-18,,,366291688,366291688
(주)삼양패키징,272550,Dec-19,,,375442076,375442076
(주)삼양홀딩스,70,Dec-11,1180816171,1180816171,491319252,491319252
(주)삼양홀딩스,70,Dec-12,1864066371,,349865452,349865452
(주)삼양홀딩스,70,Dec-13,2329145368,2329145368,272552960,272552960
(주)삼양홀딩스,70,Dec-14,2213366509,2213366509,213420611,213420611
(주)삼양홀딩스,70,Dec-15,2176562499,2169649949,169560758,97812613
(주)삼양홀딩스,70,Dec-16,2311465054,2311465054,102179833,102179833
(주)삼양홀딩스,70,Dec-17,2396290235,2396290235,91590570,91590570
(주)삼양홀딩스,70,Dec-18,2563475917,2563475917,83056995,83056995
(주)삼양홀딩스,70,Dec-19,2488563009,2488563009,58119701,58119701
(주)삼에스코리아,60310,Mar-11,27394090,27394090,25029719,25029719
(주)삼에스코리아,60310,Mar-12,31177984,31177984,29110542,29110542
(주)삼에스코리아,60310,Mar-13,32236446,32236446,30197123,30197123
(주)삼에스코리아,60310,Mar-14,28862985,28862985,26536545,26536545
(주)삼에스코리아,60310,Mar-15,23210542,23210542,21104219,21104219
(주)삼에스코리아,60310,Mar-16,23742422,23742422,19425638,19425638
(주)삼에스코리아,60310,Mar-17,26486288,26486288,24416495,24416495
(주)삼에스코리아,60310,Mar-18,31546170,31546170,29680987,29680987
(주)삼에스코리아,60310,Mar-19,35751939,35751939,31950585,31950585
(주)삼원강재,23000,Dec-11,,,346997048,346997048
(주)삼원강재,23000,Dec-12,,,349449644,349449644
(주)삼원강재,23000,Dec-13,,,313409198,313409198
(주)삼원강재,23000,Dec-14,,,282910591,282910591
(주)삼원강재,23000,Dec-15,,,272320967,272320967
(주)삼원강재,23000,Dec-16,,,268398548,268398548
(주)삼원강재,23000,Dec-17,,,276173444,276173444
(주)삼원강재,23000,Dec-18,,,286791821,286791821
(주)삼원강재,23000,Dec-19,,,269337438,269337438
(주)삼익악기,2450,Dec-11,164701388,164701388,107185449,107185449
(주)삼익악기,2450,Dec-12,155583864,155583864,103271266,103271266
(주)삼익악기,2450,Dec-13,158442932,158442932,105988866,105988866
(주)삼익악기,2450,Dec-14,155112617,155112617,103208757,103208757
(주)삼익악기,2450,Dec-15,160730157,160730157,115128984,115128984
(주)삼익악기,2450,Dec-16,208647230,208647230,155672846,155672846
(주)삼익악기,2450,Dec-17,262407793,221993258,136766023,96351487
(주)삼익악기,2450,Dec-18,240038309,240038309,97083969,97083969
(주)삼익악기,2450,Dec-19,265391541,265391541,127108066,127108066
(주)삼일,32280,Dec-11,,,88262817,88262817
(주)삼일,32280,Dec-12,,,85714636,85714636
(주)삼일,32280,Dec-13,,,92854211,92854211
(주)삼일,32280,Dec-14,,,99905654,99905654
(주)삼일,32280,Dec-15,,,95104012,95104012
(주)삼일,32280,Dec-16,,,92546565,92546565
(주)삼일,32280,Dec-17,,,90876304,90876304
(주)삼일,32280,Dec-18,,,97598805,97598805
(주)삼일,32280,Dec-19,,,96146134,96146134
(주)삼일기업공사,2290,Dec-11,,,38666827,38666827
(주)삼일기업공사,2290,Dec-12,,,52924028,52924028
(주)삼일기업공사,2290,Dec-13,,,31434906,31434906
(주)삼일기업공사,2290,Dec-14,,,64986897,64986897
(주)삼일기업공사,2290,Dec-15,,,73289937,73289937
(주)삼일기업공사,2290,Dec-16,,,28242761,28242761
(주)삼일기업공사,2290,Dec-17,,,56403800,56403800
(주)삼일기업공사,2290,Dec-18,,,56185007,56185007
(주)삼일기업공사,2290,Dec-19,,,76264881,76264881
(주)삼일씨엔에스,4440,Dec-16,,,284093265,284093265
(주)삼일씨엔에스,4440,Dec-17,,,220937437,220937437
(주)삼일씨엔에스,4440,Dec-18,,,205638035,205638035
(주)삼일씨엔에스,4440,Dec-19,,,195508528,195508528
(주)삼진,32750,Dec-11,88289560,88289560,84947107,84947107
(주)삼진,32750,Dec-12,137309465,137309465,129664113,129664113
(주)삼진,32750,Dec-13,146331345,146331345,136132140,136132140
(주)삼진,32750,Dec-14,137443780,137443780,135408590,135408590
(주)삼진,32750,Dec-15,115714410,115714410,108249014,108249014
(주)삼진,32750,Dec-16,98172878,98172878,79845355,79845355
(주)삼진,32750,Dec-17,108784102,108784102,94929233,94929233
(주)삼진,32750,Dec-18,87691023,87691023,78984312,78984312
(주)삼진,32750,Dec-19,135228931,135228931,128634279,128634279
(주)삼진엘앤디,54090,Dec-11,256603250,256603250,128142254,128142254
(주)삼진엘앤디,54090,Dec-12,269052489,269052489,116203334,116203334
(주)삼진엘앤디,54090,Dec-13,247897578,247897578,121927665,121927665
(주)삼진엘앤디,54090,Dec-14,229979167,229979167,101236562,101236562
(주)삼진엘앤디,54090,Dec-15,281480920,281480920,159876440,159876440
(주)삼진엘앤디,54090,Dec-16,256575199,256575199,106991896,106991896
(주)삼진엘앤디,54090,Dec-17,220648773,220648773,85327336,85327336
(주)삼진엘앤디,54090,Dec-18,215217526,215217526,73197965,73197965
(주)삼진엘앤디,54090,Dec-19,230790590,230790590,83754159,83754159
(주)삼천리,4690,Dec-11,2998510382,3006771630,2941835049,2949480508
(주)삼천리,4690,Dec-12,3455369500,,3352643333,3352643333
(주)삼천리,4690,Dec-13,3658069483,3658069483,3504873437,3504873437
(주)삼천리,4690,Dec-14,3754788200,3736250188,3500332653,3500332653
(주)삼천리,4690,Dec-15,3667872079,3667872079,2877277879,2877277879
(주)삼천리,4690,Dec-16,3063254301,3060058802,2384712962,2384712962
(주)삼천리,4690,Dec-17,3295097686,3295097686,2519754004,2519754004
(주)삼천리,4690,Dec-18,3458139501,3456216796,2534706863,2534706863
(주)삼천리,4690,Dec-19,3461627493,3461627493,2538241962,2538241962
(주)삼표시멘트,38500,Dec-11,584534130,584534130,544473358,544473358
(주)삼표시멘트,38500,Dec-12,635366594,635366594,611754903,611754903
(주)삼표시멘트,38500,Dec-13,609732692,609732692,607800377,607800377
(주)삼표시멘트,38500,Dec-14,557237633,553554217,553051229,553051229
(주)삼표시멘트,38500,Dec-15,563812485,563812485,563037737,563037737
(주)삼표시멘트,38500,Dec-16,615909683,615909683,615637893,615637893
(주)삼표시멘트,38500,Dec-17,671307465,671307465,670133332,670133332
(주)삼표시멘트,38500,Dec-18,576027308,576027308,571299588,571299588
(주)삼표시멘트,38500,Dec-19,595485610,595485610,587272635,587272635
(주)삼화네트웍스,46390,Dec-11,25839976,25839976,22622862,22622862
(주)삼화네트웍스,46390,Dec-12,18778857,16760695,14706627,14706627
(주)삼화네트웍스,46390,Dec-13,43754688,43754688,41765491,41765491
(주)삼화네트웍스,46390,Dec-14,32846587,32846587,31824007,31824007
(주)삼화네트웍스,46390,Dec-15,19754542,19754542,18860676,18860676
(주)삼화네트웍스,46390,Dec-16,45701998,45701998,44578967,44578967
(주)삼화네트웍스,46390,Dec-17,21001397,21001397,19835747,19835747
(주)삼화네트웍스,46390,Dec-18,12559043,12559043,11687665,11687665
(주)삼화네트웍스,46390,Dec-19,54197930,54197930,54011359,54011359
(주)상보,27580,Dec-11,,,182043935,182043935
(주)상보,27580,Dec-12,,,253307228,253307228
(주)상보,27580,Dec-13,,220831227,220831227,220831227
(주)상보,27580,Dec-14,226913198,226913198,227113688,227113688
(주)상보,27580,Dec-15,178636196,178636196,176783328,176783328
(주)상보,27580,Dec-16,151681829,151681829,118572515,118572515
(주)상보,27580,Dec-17,127789248,127780032,67228622,67228622
(주)상보,27580,Dec-18,127480778,52697828,64888592,64888592
(주)상보,27580,Dec-19,48850032,118220913,51309586,51309586
(주)상상인,38540,Dec-11,56869524,56869524,43789935,43789935
(주)상상인,38540,Dec-12,84221148,84221148,61378925,61378925
(주)상상인,38540,Dec-13,97953874,97953874,47507418,47507418
(주)상상인,38540,Dec-14,203079435,203079435,85798410,85798410
(주)상상인,38540,Dec-15,191150036,191150036,72744077,72744077
(주)상상인,38540,Dec-16,334876891,283866008,84242953,84242953
(주)상상인,38540,Dec-17,397628354,397628354,78190110,110771210
(주)상상인,38540,Dec-18,484381840,484381840,106664768,106664768
(주)상상인,38540,Dec-19,541349885,541349885,146837343,146837343
(주)상상인인더스트리,101000,Dec-11,40353408,40353408,40339123,40339123
(주)상상인인더스트리,101000,Dec-12,51031861,51031861,50925861,50925861
(주)상상인인더스트리,101000,Dec-13,67380433,67380433,67367721,67367721
(주)상상인인더스트리,101000,Dec-14,130219265,130219265,130212078,130212078
(주)상상인인더스트리,101000,Dec-15,122422515,122422515,122436215,122436215
(주)상상인인더스트리,101000,Dec-16,128443782,128443782,128443782,128443782
(주)상상인인더스트리,101000,Dec-17,95702436,,90811825,95702436
(주)상상인인더스트리,101000,Dec-18,,65812303,65812303,65812303
(주)상상인인더스트리,101000,Dec-19,32880655,32880655,32880655,32880655
(주)상아프론테크,89980,Dec-11,106413933,106413933,105314697,105314697
(주)상아프론테크,89980,Dec-12,94040100,94040100,94176171,94176171
(주)상아프론테크,89980,Dec-13,107811747,107811747,105706836,105706836
(주)상아프론테크,89980,Dec-14,128382851,128382851,113053797,113053797
(주)상아프론테크,89980,Dec-15,143739802,143739802,121747291,121747291
(주)상아프론테크,89980,Dec-16,156294805,156294805,132699208,132699208
(주)상아프론테크,89980,Dec-17,153236134,153236134,132094365,132094365
(주)상아프론테크,89980,Dec-18,182073848,182073848,138321432,138321432
(주)상아프론테크,89980,Dec-19,186171234,186171234,126278228,126278228
(주)상지카일룸,42940,Dec-11,,,31834166,31834166
(주)상지카일룸,42940,Dec-12,,,21208518,21208518
(주)상지카일룸,42940,Dec-13,,,16693700,16693700
(주)상지카일룸,42940,Dec-14,,,22276260,22276260
(주)상지카일룸,42940,Dec-15,,25472924,25472924,25472924
(주)상지카일룸,42940,Dec-16,5908248,5908248,5908248,5908248
(주)상지카일룸,42940,Dec-17,13455342,13455342,8285055,8285055
(주)상지카일룸,42940,Dec-18,31021854,31021854,31021554,31021554
(주)상지카일룸,42940,Dec-19,104940554,104940554,60056755,60056755
(주)새로닉스,42600,Dec-11,90606969,90606969,44311996,44311996
(주)새로닉스,42600,Dec-12,123062412,123062412,44470873,44470873
(주)새로닉스,42600,Dec-13,117229744,117229744,38942967,38942967
(주)새로닉스,42600,Dec-14,134760838,134760838,64242622,64242622
(주)새로닉스,42600,Dec-15,130553418,130553418,61119648,61119648
(주)새로닉스,42600,Dec-16,117855468,117855468,54399417,54399417
(주)새로닉스,42600,Dec-17,126219454,126219454,60885569,60885569
(주)새로닉스,42600,Dec-18,142092261,142092261,64536776,64536776
(주)새로닉스,42600,Dec-19,163776250,163776250,62819666,62819666
(주)서린바이오사이언스,38070,Dec-11,,,39464482,39464482
(주)서린바이오사이언스,38070,Dec-12,,53393607,53393607,53393607
(주)서린바이오사이언스,38070,Dec-13,42196356,42196356,42196356,42196356
(주)서린바이오사이언스,38070,Dec-14,37661962,37661962,36656039,36656039
(주)서린바이오사이언스,38070,Dec-15,41628193,41628193,40454832,40454832
(주)서린바이오사이언스,38070,Dec-16,44889258,44889258,42414707,42414707
(주)서린바이오사이언스,38070,Dec-17,42619342,42619342,39276798,39276798
(주)서린바이오사이언스,38070,Dec-18,49876621,49876621,45833302,45833302
(주)서린바이오사이언스,38070,Dec-19,54409607,54409607,50515306,50515306
(주)서부티엔디,6730,Dec-11,33369233,33369233,33369233,33369233
(주)서부티엔디,6730,Dec-12,40950228,28293093,40950228,28293093
(주)서부티엔디,6730,Dec-13,50836893,50836893,50836893,50836893
(주)서부티엔디,6730,Dec-14,54558583,,54558583,54558583
(주)서부티엔디,6730,Dec-15,,,55000620,55000620
(주)서부티엔디,6730,Dec-16,,,55896750,46723631
(주)서부티엔디,6730,Dec-17,,,57542734,57542734
(주)서부티엔디,6730,Dec-18,,,108104729,108104729
(주)서부티엔디,6730,Dec-19,,127936628,127936628,127936628
(주)서산,79650,Dec-11,58717859,58717859,27988398,27988398
(주)서산,79650,Dec-12,83947344,83947344,45176847,45176847
(주)서산,79650,Dec-13,89978670,89978670,40996564,40996564
(주)서산,79650,Dec-14,99637849,99637849,36194559,36194559
(주)서산,79650,Dec-15,112996137,112996137,37334955,37334955
(주)서산,79650,Dec-16,112560407,112560407,34610856,34610856
(주)서산,79650,Dec-17,100372500,100372500,36335375,36335375
(주)서산,79650,Dec-18,83413069,83413069,30968605,30968605
(주)서산,79650,Dec-19,52401645,52401645,24150444,24150444
(주)서연,7860,Dec-11,1372835026,1372835026,692472028,692472028
(주)서연,7860,Dec-12,2088646585,2167695412,793344233,793344233
(주)서연,7860,Dec-13,2955993410,2715101903,843868362,648546
(주)서연,7860,Dec-14,1970181387,1970181387,1578546,1578546
(주)서연,7860,Dec-15,3065762345,3065762345,5536746,5536746
(주)서연,7860,Dec-16,3188334590,3188334590,9658394,9658394
(주)서연,7860,Dec-17,2913241966,2913241966,11612028,11612028
(주)서연,7860,Dec-18,2852528433,2852528433,13968974,13968974
(주)서연,7860,Dec-19,2202639858,2202639858,15246043,15246043
(주)서연이화,200880,Dec-14,1124952719,1124952719,477552979,477552979
(주)서연이화,200880,Dec-15,2289404878,2289404878,1060792487,1060792487
(주)서연이화,200880,Dec-16,2402878000,2402878000,1019736004,1019736004
(주)서연이화,200880,Dec-17,2007468863,2007468863,928020674,928020674
(주)서연이화,200880,Dec-18,1906853644,1850754747,936607045,936607045
(주)서연이화,200880,Dec-19,1976766424,1976766424,964614307,964614307
(주)서연탑메탈,19770,Dec-11,116465760,116465760,105328569,105328569
(주)서연탑메탈,19770,Dec-12,131505627,131505627,106182709,106182709
(주)서연탑메탈,19770,Dec-13,167337148,167337148,104344751,104344751
(주)서연탑메탈,19770,Dec-14,178218415,178218415,113155465,113155465
(주)서연탑메탈,19770,Dec-15,163297993,163297993,103823280,103823280
(주)서연탑메탈,19770,Dec-16,205826875,205826875,130813469,130813469
(주)서연탑메탈,19770,Dec-17,209952442,159026175,136758123,136758123
(주)서연탑메탈,19770,Dec-18,146950981,146950981,119877430,119877430
(주)서연탑메탈,19770,Dec-19,159678959,135913899,132941026,132941026
(주)서울리거,43710,Dec-11,21012884,21012884,20343434,20343434
(주)서울리거,43710,Dec-12,41447426,41447426,39113423,39113423
(주)서울리거,43710,Dec-13,36990928,36990928,35841572,35841572
(주)서울리거,43710,Dec-14,7759320,7759320,7737925,7737925
(주)서울리거,43710,Dec-15,5634400,715069,5634400,715069
(주)서울리거,43710,Dec-16,18484248,18484248,18250443,18250443
(주)서울리거,43710,Dec-17,14372479,14284034,14372479,14284034
(주)서울리거,43710,Dec-18,17510965,17510965,16958876,16958876
(주)서울리거,43710,Dec-19,78368688,73136798,51295104,46850167
(주)서울옥션,63170,Dec-11,15090568,15090568,14540317,14540317
(주)서울옥션,63170,Dec-12,19394635,19394635,18533080,18533080
(주)서울옥션,63170,Dec-13,14879746,14879746,13051710,13051710
(주)서울옥션,63170,Dec-14,23791569,23791569,22707938,22707938
(주)서울옥션,63170,Dec-15,54756257,54756257,46342805,46342805
(주)서울옥션,63170,Dec-16,50852669,50852669,40944931,40944931
(주)서울옥션,63170,Dec-17,54167584,54167584,33720282,33720282
(주)서울옥션,63170,Dec-18,62044838,62044838,28565437,28565437
(주)서울옥션,63170,Dec-19,45092705,45092705,20606204,20606204
(주)서울제약,18680,Dec-11,,,43820764,43820764
(주)서울제약,18680,Dec-12,,,46376902,46376902
(주)서울제약,18680,Dec-13,,,42042886,42042886
(주)서울제약,18680,Dec-14,,,43815704,43815704
(주)서울제약,18680,Dec-15,,,44730695,44730695
(주)서울제약,18680,Dec-16,,,38068711,38068711
(주)서울제약,18680,Dec-17,,,34051567,34051567
(주)서울제약,18680,Dec-18,,,43568031,43568031
(주)서울제약,18680,Dec-19,,,53950359,53950359
(주)서원,21050,Dec-11,708759410,708759410,416520176,416520176
(주)서원,21050,Dec-12,789166907,789166907,347353536,347353536
(주)서원,21050,Dec-13,916090891,916090891,286071931,286071931
(주)서원,21050,Dec-14,328562806,328562806,256433158,256433158
(주)서원,21050,Dec-15,256235317,256235317,207927546,207927546
(주)서원,21050,Dec-16,247766404,247766404,205644680,205644680
(주)서원,21050,Dec-17,257175364,257175364,202008811,202008811
(주)서원,21050,Dec-18,258039810,258039810,203910372,203910372
(주)서원,21050,Dec-19,257673136,257673136,208159468,208159468
(주)서원인텍,93920,Dec-11,230107849,230107849,187323807,187323807
(주)서원인텍,93920,Dec-12,239165197,239165197,175876639,175876639
(주)서원인텍,93920,Dec-13,357987480,357987480,279503488,279503488
(주)서원인텍,93920,Dec-14,393896414,393896414,336617896,336617896
(주)서원인텍,93920,Dec-15,369618849,369618849,267263951,267263951
(주)서원인텍,93920,Dec-16,357572859,357572859,202527795,202527795
(주)서원인텍,93920,Dec-17,284134788,282681888,169691592,168238691
(주)서원인텍,93920,Dec-18,246968049,246968049,155892884,155892884
(주)서원인텍,93920,Dec-19,302903887,294968900,138911043,138911043
(주)서전기전,189860,Dec-14,56305410,56305410,56052762,56052762
(주)서전기전,189860,Dec-15,42012276,42012276,41834662,41834662
(주)서전기전,189860,Dec-16,50190070,,50014596,50014596
(주)서전기전,189860,Dec-17,,,50168944,50168944
(주)서전기전,189860,Dec-18,,,57324257,57324257
(주)서전기전,189860,Dec-19,,,61071315,61071315
(주)서진시스템,178320,Dec-17,237945884,237945884,45690751,45690751
(주)서진시스템,178320,Dec-18,324577036,324577036,49748514,49748514
(주)서진시스템,178320,Dec-19,392360901,392360901,72551406,72551406
(주)서진오토모티브,122690,Dec-11,,,,
(주)서진오토모티브,122690,Dec-12,1023873994,1023873994,136663659,136663659
(주)서진오토모티브,122690,Dec-13,1161762847,1161762847,145759257,145759257
(주)서진오토모티브,122690,Dec-14,1275136404,1275136404,149305225,149305225
(주)서진오토모티브,122690,Dec-15,1337192498,1337192498,129907507,129907507
(주)서진오토모티브,122690,Dec-16,1292470378,1292470378,125957876,125957876
(주)서진오토모티브,122690,Dec-17,1238336209,1238336209,118551850,118551850
(주)서진오토모티브,122690,Dec-18,1286481786,1286481786,128135047,128135047
(주)서진오토모티브,122690,Dec-19,1429752268,1429752268,134130599,134130599
(주)서플러스글로벌,140070,Dec-17,111730233,111730233,109876116,109876116
(주)서플러스글로벌,140070,Dec-18,146061392,146061392,138151491,138151491
(주)서플러스글로벌,140070,Dec-19,110327845,110327845,92802567,92802567
(주)서한,11370,Dec-11,,,127602619,127602619
(주)서한,11370,Dec-12,,,148141165,148141165
(주)서한,11370,Dec-13,,,295874144,295874144
(주)서한,11370,Dec-14,,,473453898,473453898
(주)서한,11370,Dec-15,,,448081457,448081457
(주)서한,11370,Dec-16,,,499551051,499551051
(주)서한,11370,Dec-17,,,528692838,528692838
(주)서한,11370,Dec-18,,,640170738,640170738
(주)서한,11370,Dec-19,,,548055256,548055256
(주)서흥,8490,Dec-11,187868823,187868823,142896132,142896132
